Orthogroup	Prbd	Syar
OG0000557	Prbd.g_00697	Syar.g_02328
OG0000558	Prbd.g_00695	Syar.g_02326
OG0000559	Prbd.g_00691	Syar.g_02322
OG0000560	Prbd.g_00688	Syar.g_02320
OG0000561	Prbd.g_00687	Syar.g_02319
OG0000562	Prbd.g_00686	Syar.g_02318
OG0000563	Prbd.g_00685	Syar.g_02317
OG0000564	Prbd.g_00684	Syar.g_02316
OG0000565	Prbd.g_00681	Syar.g_02312
OG0000566	Prbd.g_00679	Syar.g_02308
OG0000567	Prbd.g_00675	Syar.g_02304
OG0000568	Prbd.g_00674	Syar.g_02302
OG0000569	Prbd.g_00673	Syar.g_02301
OG0000570	Prbd.g_00672	Syar.g_02300
OG0000571	Prbd.g_00670	Syar.g_02298
OG0000572	Prbd.g_00657	Syar.g_02201
OG0000573	Prbd.g_00652	Syar.g_02191
OG0000574	Prbd.g_00651	Syar.g_02190
OG0000575	Prbd.g_00647	Syar.g_03180
OG0000576	Prbd.g_00645	Syar.g_02187
OG0000577	Prbd.g_00644	Syar.g_02186
OG0000578	Prbd.g_00643	Syar.g_02185
OG0000579	Prbd.g_00642	Syar.g_02184
OG0000580	Prbd.g_00641	Syar.g_02183
OG0000581	Prbd.g_00639	Syar.g_02175
OG0000582	Prbd.g_00636	Syar.g_02131
OG0000583	Prbd.g_00635	Syar.g_02132
OG0000584	Prbd.g_00634	Syar.g_02133
OG0000585	Prbd.g_00632	Syar.g_02170
OG0000586	Prbd.g_00631	Syar.g_02171
OG0000587	Prbd.g_00630	Syar.g_02173
OG0000588	Prbd.g_00626	Syar.g_02275
OG0000589	Prbd.g_00623	Syar.g_02261
OG0000590	Prbd.g_00622	Syar.g_02260
OG0000591	Prbd.g_00619	Syar.g_02246
OG0000592	Prbd.g_00618	Syar.g_02245
OG0000593	Prbd.g_00612	Syar.g_02414
OG0000594	Prbd.g_00611	Syar.g_02415
OG0000595	Prbd.g_00610	Syar.g_02416
OG0000596	Prbd.g_00606	Syar.g_02421
OG0000597	Prbd.g_00604	Syar.g_02424
OG0000598	Prbd.g_00603	Syar.g_02425
OG0000599	Prbd.g_00600	Syar.g_02428
OG0000600	Prbd.g_00599	Syar.g_02429
OG0000601	Prbd.g_00598	Syar.g_02430
OG0000602	Prbd.g_00596	Syar.g_02435
OG0000603	Prbd.g_00595	Syar.g_02436
OG0000604	Prbd.g_00594	Syar.g_02438
OG0000605	Prbd.g_00593	Syar.g_02440
OG0000606	Prbd.g_00590	Syar.g_02443
OG0000607	Prbd.g_00587	Syar.g_02446
OG0000608	Prbd.g_00586	Syar.g_02447
OG0000609	Prbd.g_00585	Syar.g_02470
OG0000610	Prbd.g_00580	Syar.g_01917
OG0000611	Prbd.g_00577	Syar.g_01914
OG0000612	Prbd.g_00576	Syar.g_01913
OG0000613	Prbd.g_00571	Syar.g_00712
OG0000614	Prbd.g_00552	Syar.g_02012, Syar.g_01344
OG0000615	Prbd.g_00544	Syar.g_02603
OG0000616	Prbd.g_00540	Syar.g_00454
OG0000617	Prbd.g_00013	Syar.g_01576
OG0000618	Prbd.g_00014	Syar.g_01575
OG0000619	Prbd.g_00015	Syar.g_01574
OG0000620	Prbd.g_00018	Syar.g_01569
OG0000621	Prbd.g_00019	Syar.g_01568
OG0000622	Prbd.g_00020	Syar.g_01566
OG0000623	Prbd.g_00021	Syar.g_01565
OG0000624	Prbd.g_00022	Syar.g_01564
OG0000625	Prbd.g_00023	Syar.g_01563
OG0000626	Prbd.g_00024	Syar.g_01562
OG0000627	Prbd.g_00025	Syar.g_01868
OG0000628	Prbd.g_00026	Syar.g_01869
OG0000629	Prbd.g_00027	Syar.g_01872
OG0000630	Prbd.g_00030	Syar.g_02586
OG0000631	Prbd.g_00093	Syar.g_02579
OG0000632	Prbd.g_00094	Syar.g_02578
OG0000633	Prbd.g_00095	Syar.g_02576
OG0000634	Prbd.g_00098	Syar.g_02635
OG0000635	Prbd.g_00099	Syar.g_02636
OG0000636	Prbd.g_00101	Syar.g_02638
OG0000637	Prbd.g_00103	Syar.g_02640
OG0000638	Prbd.g_00104	Syar.g_02641
OG0000639	Prbd.g_00105	Syar.g_02642
OG0000640	Prbd.g_00106	Syar.g_02643
OG0000641	Prbd.g_00110	Syar.g_02648
OG0000642	Prbd.g_00111	Syar.g_02649
OG0000643	Prbd.g_00112	Syar.g_02650
OG0000644	Prbd.g_00113	Syar.g_02651
OG0000645	Prbd.g_00114	Syar.g_02652
OG0000646	Prbd.g_00116	Syar.g_02655
OG0000647	Prbd.g_00117	Syar.g_02657
OG0000648	Prbd.g_00119	Syar.g_02659
OG0000649	Prbd.g_00120	Syar.g_02660
OG0000650	Prbd.g_00121	Syar.g_02661
OG0000651	Prbd.g_00122	Syar.g_02662
OG0000652	Prbd.g_00123	Syar.g_02663
OG0000653	Prbd.g_00125	Syar.g_02665
OG0000654	Prbd.g_00126	Syar.g_02666
OG0000655	Prbd.g_00127	Syar.g_02667
OG0000656	Prbd.g_00130	Syar.g_02479
OG0000657	Prbd.g_00138	Syar.g_01812
OG0000658	Prbd.g_00139	Syar.g_01815
OG0000659	Prbd.g_00140	Syar.g_01816
OG0000660	Prbd.g_00144	Syar.g_01820
OG0000661	Prbd.g_00146	Syar.g_03175, Syar.g_01822
OG0000662	Prbd.g_00148	Syar.g_01829
OG0000663	Prbd.g_00150	Syar.g_01832
OG0000664	Prbd.g_00151	Syar.g_01837
OG0000665	Prbd.g_00155	Syar.g_02774
OG0000666	Prbd.g_00156	Syar.g_01241
OG0000667	Prbd.g_00160	Syar.g_02346
OG0000668	Prbd.g_00190	Syar.g_01802
OG0000669	Prbd.g_00197	Syar.g_01627
OG0000670	Prbd.g_00199	Syar.g_01624
OG0000671	Prbd.g_00201	Syar.g_01622
OG0000672	Prbd.g_00204	Syar.g_01619
OG0000673	Prbd.g_00207	Syar.g_01615
OG0000674	Prbd.g_00209	Syar.g_01613
OG0000675	Prbd.g_00210	Syar.g_01612
OG0000676	Prbd.g_00212	Syar.g_01608
OG0000677	Prbd.g_00213	Syar.g_01607
OG0000678	Prbd.g_00215	Syar.g_02037
OG0000679	Prbd.g_00219	Syar.g_02606
OG0000680	Prbd.g_00220	Syar.g_02607
OG0000681	Prbd.g_00222	Syar.g_02610
OG0000682	Prbd.g_00223	Syar.g_02611
OG0000683	Prbd.g_00224	Syar.g_02612
OG0000684	Prbd.g_00226	Syar.g_02615
OG0000685	Prbd.g_00228	Syar.g_02617
OG0000686	Prbd.g_00229	Syar.g_02618
OG0000687	Prbd.g_00230	Syar.g_02619
OG0000688	Prbd.g_00233	Syar.g_02624
OG0000689	Prbd.g_00234	Syar.g_02626
OG0000690	Prbd.g_00235	Syar.g_02627
OG0000691	Prbd.g_00236	Syar.g_02628
OG0000692	Prbd.g_00238	Syar.g_02629
OG0000693	Prbd.g_00239	Syar.g_02631
OG0000694	Prbd.g_00240	Syar.g_02632
OG0000695	Prbd.g_00242	Syar.g_02573
OG0000696	Prbd.g_00243	Syar.g_02572
OG0000697	Prbd.g_00244	Syar.g_02570
OG0000698	Prbd.g_00247	Syar.g_02567
OG0000699	Prbd.g_00248	Syar.g_02566
OG0000700	Prbd.g_00249	Syar.g_02565
OG0000701	Prbd.g_00250	Syar.g_02564
OG0000702	Prbd.g_00252	Syar.g_02559
OG0000703	Prbd.g_00253	Syar.g_02557
OG0000704	Prbd.g_00254	Syar.g_02555
OG0000705	Prbd.g_00258	Syar.g_02547
OG0000706	Prbd.g_00259	Syar.g_02546
OG0000707	Prbd.g_00260	Syar.g_02545
OG0000708	Prbd.g_00261	Syar.g_02542
OG0000709	Prbd.g_00265	Syar.g_02534
OG0000710	Prbd.g_00268	Syar.g_02528
OG0000711	Prbd.g_00285	Syar.g_02499
OG0000712	Prbd.g_00287	Syar.g_02497
OG0000713	Prbd.g_00288	Syar.g_02496
OG0000714	Prbd.g_00289	Syar.g_02494
OG0000715	Prbd.g_00291	Syar.g_02492
OG0000716	Prbd.g_00293	Syar.g_02488
OG0000717	Prbd.g_00294	Syar.g_02487
OG0000718	Prbd.g_00309	Syar.g_02483
OG0000719	Prbd.g_00311	Syar.g_01804
OG0000720	Prbd.g_00320	Syar.g_01790
OG0000721	Prbd.g_00322	Syar.g_01788
OG0000722	Prbd.g_00323	Syar.g_01787
OG0000723	Prbd.g_00326	Syar.g_01560
OG0000724	Prbd.g_00335	Syar.g_01367, Syar.g_02120
OG0000725	Prbd.g_00341	Syar.g_01934
OG0000726	Prbd.g_00342	Syar.g_01935
OG0000727	Prbd.g_00343	Syar.g_01936
OG0000728	Prbd.g_00345	Syar.g_01938
OG0000729	Prbd.g_00391	Syar.g_00593
OG0000730	Prbd.g_00395	Syar.g_01115
OG0000731	Prbd.g_00399	Syar.g_01127
OG0000732	Prbd.g_00408	Syar.g_00522
OG0000733	Prbd.g_00428	Syar.g_02234
OG0000734	Prbd.g_00453	Syar.g_03128
OG0000735	Prbd.g_00455	Syar.g_01522
OG0000736	Prbd.g_00456	Syar.g_01523
OG0000737	Prbd.g_00457	Syar.g_01524
OG0000738	Prbd.g_00461	Syar.g_01530
OG0000739	Prbd.g_00462	Syar.g_01531
OG0000740	Prbd.g_00463	Syar.g_01532
OG0000741	Prbd.g_00464	Syar.g_01535
OG0000742	Prbd.g_00467	Syar.g_01538
OG0000743	Prbd.g_00469	Syar.g_01541
OG0000744	Prbd.g_00470	Syar.g_01542
OG0000745	Prbd.g_00471	Syar.g_01545
OG0000746	Prbd.g_00473	Syar.g_01549
OG0000747	Prbd.g_00474	Syar.g_01551
OG0000748	Prbd.g_00477	Syar.g_01945
OG0000749	Prbd.g_00478	Syar.g_01946
OG0000750	Prbd.g_00479	Syar.g_01947
OG0000751	Prbd.g_00481	Syar.g_01952
OG0000752	Prbd.g_00483	Syar.g_01954
OG0000753	Prbd.g_00486	Syar.g_01957
OG0000754	Prbd.g_00489	Syar.g_01963
OG0000755	Prbd.g_00492	Syar.g_01974
OG0000756	Prbd.g_00493	Syar.g_01975
OG0000757	Prbd.g_00499	Syar.g_01984
OG0000758	Prbd.g_00500	Syar.g_01985
OG0000759	Prbd.g_00501	Syar.g_01986
OG0000760	Prbd.g_00502	Syar.g_01987
OG0000761	Prbd.g_00503	Syar.g_01988
OG0000762	Prbd.g_00504	Syar.g_01992
OG0000763	Prbd.g_00506	Syar.g_01699
OG0000764	Prbd.g_00507	Syar.g_01700
OG0000765	Prbd.g_00516	Syar.g_01718
OG0000766	Prbd.g_00517	Syar.g_01719
OG0000767	Prbd.g_00519	Syar.g_01721
OG0000768	Prbd.g_00520	Syar.g_01722
OG0000769	Prbd.g_00522	Syar.g_01724
OG0000770	Prbd.g_00524	Syar.g_01727
OG0000771	Prbd.g_01921	Syar.g_01373
OG0000772	Prbd.g_01858	Syar.g_00746
OG0000773	Prbd.g_01810	Syar.g_02694
OG0000774	Prbd.g_01808	Syar.g_02771
OG0000775	Prbd.g_01806	Syar.g_02773
OG0000776	Prbd.g_01805	Syar.g_01755
OG0000777	Prbd.g_01804	Syar.g_01754
OG0000778	Prbd.g_01803	Syar.g_01753
OG0000779	Prbd.g_01799	Syar.g_02779
OG0000780	Prbd.g_01798	Syar.g_02781
OG0000781	Prbd.g_01795	Syar.g_02785
OG0000782	Prbd.g_01794	Syar.g_02786
OG0000783	Prbd.g_01793	Syar.g_02787
OG0000784	Prbd.g_01792	Syar.g_02788
OG0000785	Prbd.g_01790	Syar.g_02791
OG0000786	Prbd.g_01788	Syar.g_02795
OG0000787	Prbd.g_01787	Syar.g_02796
OG0000788	Prbd.g_01777	Syar.g_02331
OG0000789	Prbd.g_01774	Syar.g_02040
OG0000790	Prbd.g_01759	Syar.g_01456
OG0000791	Prbd.g_01757	Syar.g_01454
OG0000792	Prbd.g_01756	Syar.g_01453
OG0000793	Prbd.g_01753	Syar.g_01243
OG0000794	Prbd.g_01752	Syar.g_01242
OG0000795	Prbd.g_01751	Syar.g_01240
OG0000796	Prbd.g_01747	Syar.g_01236
OG0000797	Prbd.g_01746	Syar.g_01235
OG0000799	Prbd.g_01707	Syar.g_02844
OG0000800	Prbd.g_01706	Syar.g_02843
OG0000801	Prbd.g_01705	Syar.g_02842
OG0000802	Prbd.g_01703	Syar.g_02825
OG0000803	Prbd.g_01701	Syar.g_02822
OG0000804	Prbd.g_01700	Syar.g_02819
OG0000805	Prbd.g_01698	Syar.g_02817
OG0000806	Prbd.g_01696	Syar.g_02815
OG0000807	Prbd.g_01695	Syar.g_02814
OG0000808	Prbd.g_01694	Syar.g_02813
OG0000809	Prbd.g_01691	Syar.g_02811
OG0000810	Prbd.g_01690	Syar.g_02810
OG0000811	Prbd.g_01686	Syar.g_02805
OG0000812	Prbd.g_01684	Syar.g_02803
OG0000813	Prbd.g_01683	Syar.g_02802
OG0000814	Prbd.g_01681	Syar.g_02800
OG0000815	Prbd.g_01680	Syar.g_02799
OG0000816	Prbd.g_01678	Syar.g_02797
OG0000817	Prbd.g_01677	Syar.g_02861
OG0000818	Prbd.g_01672	Syar.g_01418
OG0000819	Prbd.g_01671	Syar.g_01417
OG0000820	Prbd.g_01670	Syar.g_01416
OG0000821	Prbd.g_01666	Syar.g_01410
OG0000822	Prbd.g_01665	Syar.g_01408
OG0000823	Prbd.g_01664	Syar.g_01407
OG0000824	Prbd.g_01661	Syar.g_01402
OG0000825	Prbd.g_01660	Syar.g_01401
OG0000826	Prbd.g_01659	Syar.g_01400
OG0000827	Prbd.g_01658	Syar.g_01399
OG0000828	Prbd.g_01655	Syar.g_01396
OG0000829	Prbd.g_01654	Syar.g_01395
OG0000830	Prbd.g_01653	Syar.g_01394
OG0000831	Prbd.g_01651	Syar.g_01391
OG0000832	Prbd.g_01645	Syar.g_01213
OG0000833	Prbd.g_01637	Syar.g_02877
OG0000834	Prbd.g_01636	Syar.g_02878
OG0000835	Prbd.g_01635	Syar.g_02879
OG0000836	Prbd.g_01634	Syar.g_02881
OG0000837	Prbd.g_01633	Syar.g_02882
OG0000838	Prbd.g_01631	Syar.g_02886
OG0000839	Prbd.g_01630	Syar.g_02887
OG0000840	Prbd.g_01629	Syar.g_02888
OG0000841	Prbd.g_01628	Syar.g_02889
OG0000842	Prbd.g_01627	Syar.g_02890
OG0000843	Prbd.g_01626	Syar.g_02891
OG0000844	Prbd.g_01625	Syar.g_02893
OG0000845	Prbd.g_01624	Syar.g_02894
OG0000846	Prbd.g_01623	Syar.g_02895
OG0000847	Prbd.g_01622	Syar.g_02896
OG0000848	Prbd.g_01621	Syar.g_02898
OG0000849	Prbd.g_01620	Syar.g_02899
OG0000850	Prbd.g_01617	Syar.g_02902
OG0000851	Prbd.g_01616	Syar.g_02905
OG0000852	Prbd.g_01615	Syar.g_02906
OG0000853	Prbd.g_01611	Syar.g_02910
OG0000854	Prbd.g_01609	Syar.g_02912
OG0000855	Prbd.g_01608	Syar.g_02913
OG0000856	Prbd.g_01593	Syar.g_02243
OG0000857	Prbd.g_01566	Syar.g_02656
OG0000858	Prbd.g_01531	Syar.g_02920
OG0000859	Prbd.g_01530	Syar.g_02921
OG0000860	Prbd.g_01523	Syar.g_02931
OG0000861	Prbd.g_01522	Syar.g_02932
OG0000862	Prbd.g_01521	Syar.g_02942
OG0000863	Prbd.g_01519	Syar.g_02944
OG0000864	Prbd.g_01518	Syar.g_02945
OG0000865	Prbd.g_01517	Syar.g_02946
OG0000866	Prbd.g_01516	Syar.g_02947
OG0000867	Prbd.g_01515	Syar.g_02948
OG0000868	Prbd.g_01514	Syar.g_02950
OG0000869	Prbd.g_01510	Syar.g_02955
OG0000870	Prbd.g_01505	Syar.g_02960
OG0000871	Prbd.g_01504	Syar.g_02961
OG0000872	Prbd.g_01503	Syar.g_02967
OG0000873	Prbd.g_01500	Syar.g_02970
OG0000874	Prbd.g_01497	Syar.g_02974
OG0000875	Prbd.g_01496	Syar.g_02975
OG0000876	Prbd.g_01495	Syar.g_01828
OG0000877	Prbd.g_01493	Syar.g_02977
OG0000878	Prbd.g_01492	Syar.g_02978
OG0000879	Prbd.g_01491	Syar.g_02979
OG0000880	Prbd.g_01490	Syar.g_02980
OG0000881	Prbd.g_01486	Syar.g_02984
OG0000882	Prbd.g_01481	Syar.g_02989
OG0000883	Prbd.g_01479	Syar.g_02992
OG0000884	Prbd.g_01477	Syar.g_02994
OG0000885	Prbd.g_01476	Syar.g_02995
OG0000886	Prbd.g_01475	Syar.g_02996
OG0000887	Prbd.g_01474	Syar.g_02998
OG0000888	Prbd.g_01472	Syar.g_03000
OG0000889	Prbd.g_01470	Syar.g_03002
OG0000890	Prbd.g_01469	Syar.g_03005
OG0000891	Prbd.g_01468	Syar.g_03006
OG0000892	Prbd.g_01466	Syar.g_03008
OG0000893	Prbd.g_01463	Syar.g_00150
OG0000894	Prbd.g_01461	Syar.g_00145
OG0000895	Prbd.g_01458	Syar.g_00141
OG0000896	Prbd.g_01457	Syar.g_00140
OG0000897	Prbd.g_01455	Syar.g_00138
OG0000898	Prbd.g_01454	Syar.g_00137
OG0000899	Prbd.g_01453	Syar.g_00136
OG0000900	Prbd.g_01452	Syar.g_00135
OG0000901	Prbd.g_01449	Syar.g_00130
OG0000902	Prbd.g_01447	Syar.g_01013
OG0000903	Prbd.g_01444	Syar.g_01026
OG0000904	Prbd.g_01442	Syar.g_01021
OG0000905	Prbd.g_01437	Syar.g_01018
OG0000906	Prbd.g_01436	Syar.g_01015
OG0000907	Prbd.g_01433	Syar.g_01028
OG0000908	Prbd.g_01430	Syar.g_01031
OG0000909	Prbd.g_01429	Syar.g_01032
OG0000910	Prbd.g_01428	Syar.g_01033
OG0000911	Prbd.g_01426	Syar.g_01035
OG0000912	Prbd.g_01425	Syar.g_01036
OG0000913	Prbd.g_01424	Syar.g_01037
OG0000914	Prbd.g_01423	Syar.g_01038
OG0000915	Prbd.g_01422	Syar.g_01040
OG0000916	Prbd.g_01421	Syar.g_01041
OG0000917	Prbd.g_01420	Syar.g_01042
OG0000918	Prbd.g_01419	Syar.g_01043
OG0000919	Prbd.g_01418	Syar.g_01044
OG0000920	Prbd.g_01417	Syar.g_01045
OG0000921	Prbd.g_01416	Syar.g_01046
OG0000922	Prbd.g_01415	Syar.g_01047
OG0000923	Prbd.g_01411	Syar.g_01051
OG0000924	Prbd.g_01410	Syar.g_01052
OG0000925	Prbd.g_01409	Syar.g_01053
OG0000926	Prbd.g_01408	Syar.g_01054
OG0000927	Prbd.g_01406	Syar.g_01056
OG0000928	Prbd.g_01405	Syar.g_01057
OG0000929	Prbd.g_01404	Syar.g_01058
OG0000930	Prbd.g_01403	Syar.g_01059
OG0000931	Prbd.g_01402	Syar.g_01060
OG0000932	Prbd.g_01401	Syar.g_01061
OG0000933	Prbd.g_01397	Syar.g_01066
OG0000934	Prbd.g_01395	Syar.g_01068
OG0000935	Prbd.g_01394	Syar.g_01069
OG0000936	Prbd.g_01393	Syar.g_01070
OG0000937	Prbd.g_01392	Syar.g_01071
OG0000938	Prbd.g_01390	Syar.g_01074
OG0000939	Prbd.g_01389	Syar.g_01075
OG0000940	Prbd.g_01382	Syar.g_01081
OG0000941	Prbd.g_01380	Syar.g_01083
OG0000942	Prbd.g_01378	Syar.g_01085
OG0000943	Prbd.g_01377	Syar.g_01086
OG0000944	Prbd.g_01376	Syar.g_01088
OG0000945	Prbd.g_01375	Syar.g_01089
OG0000946	Prbd.g_01371	Syar.g_01095
OG0000947	Prbd.g_01369	Syar.g_01098
OG0000948	Prbd.g_01368	Syar.g_01099
OG0000949	Prbd.g_01365	Syar.g_00283
OG0000950	Prbd.g_01360	Syar.g_00661
OG0000951	Prbd.g_01356	Syar.g_00656
OG0000952	Prbd.g_01352	Syar.g_00651
OG0000953	Prbd.g_01349	Syar.g_00248
OG0000954	Prbd.g_01345	Syar.g_00258
OG0000955	Prbd.g_01344	Syar.g_00259
OG0000956	Prbd.g_01342	Syar.g_00261
OG0000957	Prbd.g_01337	Syar.g_00610
OG0000958	Prbd.g_01336	Syar.g_00609
OG0000959	Prbd.g_01332	Syar.g_00605
OG0000960	Prbd.g_01331	Syar.g_00604
OG0000961	Prbd.g_01329	Syar.g_00094
OG0000962	Prbd.g_01327	Syar.g_00594
OG0000963	Prbd.g_01323	Syar.g_00590
OG0000964	Prbd.g_01321	Syar.g_00589
OG0000965	Prbd.g_01320	Syar.g_00588
OG0000966	Prbd.g_01312	Syar.g_00549
OG0000967	Prbd.g_01308	Syar.g_00545
OG0000968	Prbd.g_01306	Syar.g_00542
OG0000969	Prbd.g_01305	Syar.g_00540
OG0000970	Prbd.g_01304	Syar.g_00539
OG0000971	Prbd.g_01303	Syar.g_00537
OG0000972	Prbd.g_01302	Syar.g_00536
OG0000973	Prbd.g_01301	Syar.g_00535
OG0000974	Prbd.g_01300	Syar.g_00534
OG0000975	Prbd.g_01299	Syar.g_00533
OG0000976	Prbd.g_01298	Syar.g_00532
OG0000977	Prbd.g_01297	Syar.g_00530
OG0000978	Prbd.g_01296	Syar.g_00529
OG0000979	Prbd.g_01293	Syar.g_00526
OG0000980	Prbd.g_01291	Syar.g_00523
OG0000981	Prbd.g_01289	Syar.g_00520
OG0000982	Prbd.g_01287	Syar.g_00331
OG0000983	Prbd.g_01286	Syar.g_00332
OG0000984	Prbd.g_01285	Syar.g_00333
OG0000985	Prbd.g_01282	Syar.g_00337
OG0000986	Prbd.g_01280	Syar.g_00344
OG0000987	Prbd.g_01279	Syar.g_00346
OG0000988	Prbd.g_01276	Syar.g_00352
OG0000989	Prbd.g_01273	Syar.g_00377
OG0000990	Prbd.g_01270	Syar.g_00697
OG0000991	Prbd.g_01269	Syar.g_00700
OG0000992	Prbd.g_01267	Syar.g_00704
OG0000993	Prbd.g_01266	Syar.g_00705
OG0000994	Prbd.g_01265	Syar.g_00708
OG0000995	Prbd.g_01261	Syar.g_03212, Syar.g_00624
OG0000996	Prbd.g_01260	Syar.g_00861
OG0000997	Prbd.g_01259	Syar.g_00437
OG0000998	Prbd.g_01257	Syar.g_00439
OG0000999	Prbd.g_01256	Syar.g_00440
OG0001000	Prbd.g_01253	Syar.g_00955, Syar.g_00444
OG0001001	Prbd.g_01251	Syar.g_00450
OG0001002	Prbd.g_01247	Syar.g_00457
OG0001003	Prbd.g_01245	Syar.g_00459
OG0001004	Prbd.g_01244	Syar.g_00460
OG0001005	Prbd.g_01243	Syar.g_00461
OG0001006	Prbd.g_01239	Syar.g_00468
OG0001007	Prbd.g_01237	Syar.g_00470
OG0001008	Prbd.g_00805	Syar.g_01178
OG0001009	Prbd.g_01210	Syar.g_00500
OG0001010	Prbd.g_01209	Syar.g_00501
OG0001011	Prbd.g_01208	Syar.g_00503
OG0001013	Prbd.g_01189	Syar.g_00906
OG0001014	Prbd.g_01186	Syar.g_00914
OG0001015	Prbd.g_01185	Syar.g_00915
OG0001017	Prbd.g_01167	Syar.g_03050
OG0001018	Prbd.g_01164	Syar.g_03052
OG0001019	Prbd.g_01155	Syar.g_03086
OG0001020	Prbd.g_01154	Syar.g_03092
OG0001021	Prbd.g_01153	Syar.g_03098
OG0001022	Prbd.g_01150	Syar.g_03102
OG0001023	Prbd.g_01149	Syar.g_03103
OG0001024	Prbd.g_01146	Syar.g_02276
OG0001025	Prbd.g_01140	Syar.g_03115
OG0001026	Prbd.g_01133	Syar.g_03131
OG0001027	Prbd.g_01132	Syar.g_00031
OG0001028	Prbd.g_01130	Syar.g_00034
OG0001029	Prbd.g_01128	Syar.g_00036
OG0001030	Prbd.g_01113	Syar.g_00058
OG0001031	Prbd.g_01054	Syar.g_00129
OG0001032	Prbd.g_01053	Syar.g_01011
OG0001033	Prbd.g_01032	Syar.g_00962
OG0001034	Prbd.g_01003	Syar.g_03022
OG0001035	Prbd.g_00985	Syar.g_00171
OG0001036	Prbd.g_00980	Syar.g_00193
OG0001037	Prbd.g_00979	Syar.g_00195
OG0001038	Prbd.g_00961	Syar.g_00223
OG0001039	Prbd.g_00958	Syar.g_00226
OG0001040	Prbd.g_00956	Syar.g_00229
OG0001041	Prbd.g_00952	Syar.g_00234
OG0001042	Prbd.g_00935	Syar.g_00831
OG0001043	Prbd.g_00934	Syar.g_00826
OG0001044	Prbd.g_00906	Syar.g_01117
OG0001045	Prbd.g_00897	Syar.g_01130
OG0001046	Prbd.g_00859	Syar.g_02514
OG0001047	Prbd.g_00803	Syar.g_01180
OG0001048	Prbd.g_00802	Syar.g_01181
OG0001049	Prbd.g_00800	Syar.g_02872
OG0001050	Prbd.g_00799	Syar.g_02871
OG0001051	Prbd.g_00798	Syar.g_02870
OG0001052	Prbd.g_00771	Syar.g_01269
OG0001053	Prbd.g_00759	Syar.g_01472
OG0001054	Prbd.g_00744	Syar.g_01492
OG0001055	Prbd.g_00725	Syar.g_01513
OG0001056	Prbd.g_00706	Syar.g_02349
OG0001057	Prbd.g_00701	Syar.g_02341
OG0001058	Prbd.g_00693	Syar.g_02324
OG0001059	Prbd.g_00689	Syar.g_00422
OG0001060	Prbd.g_00682	Syar.g_02315
OG0001061	Prbd.g_00669	Syar.g_02297
OG0001062	Prbd.g_00667	Syar.g_02294
OG0001063	Prbd.g_00665	Syar.g_02209
OG0001064	Prbd.g_00664	Syar.g_02208
OG0001065	Prbd.g_00663	Syar.g_02207
OG0001066	Prbd.g_00662	Syar.g_02206
OG0001067	Prbd.g_00661	Syar.g_02205
OG0001068	Prbd.g_00660	Syar.g_02204
OG0001069	Prbd.g_00659	Syar.g_02203
OG0001070	Prbd.g_00656	Syar.g_02200
OG0001071	Prbd.g_00655	Syar.g_02199
OG0001072	Prbd.g_00654	Syar.g_02195
OG0001073	Prbd.g_00640	Syar.g_02182
OG0001074	Prbd.g_00629	Syar.g_02031
OG0001075	Prbd.g_00628	Syar.g_02215
OG0001076	Prbd.g_00620	Syar.g_02253
OG0001077	Prbd.g_00616	Syar.g_02240
OG0001078	Prbd.g_00608	Syar.g_02419
OG0001079	Prbd.g_00597	Syar.g_02431
OG0001080	Prbd.g_00591	Syar.g_02442
OG0001081	Prbd.g_00589	Syar.g_02444
OG0001082	Prbd.g_00588	Syar.g_02445
OG0001083	Prbd.g_00583	Syar.g_02473
OG0001084	Prbd.g_00582	Syar.g_02474
OG0001085	Prbd.g_00574	Syar.g_01688
OG0001086	Prbd.g_00573	Syar.g_01686
OG0001087	Prbd.g_00556	Syar.g_02347
OG0001088	Prbd.g_00555	Syar.g_00431
OG0001089	Prbd.g_00547	Syar.g_01942
OG0001090	Prbd.g_00008	Syar.g_01582
OG0001091	Prbd.g_00010	Syar.g_01580
OG0001092	Prbd.g_00011	Syar.g_01578
OG0001093	Prbd.g_00016	Syar.g_01572
OG0001094	Prbd.g_00096	Syar.g_02633
OG0001095	Prbd.g_00115	Syar.g_02653
OG0001096	Prbd.g_00128	Syar.g_02476
OG0001097	Prbd.g_00147	Syar.g_01823
OG0001098	Prbd.g_00162	Syar.g_01672
OG0001099	Prbd.g_00194	Syar.g_00035
OG0001100	Prbd.g_00198	Syar.g_01625
OG0001101	Prbd.g_00200	Syar.g_01623
OG0001102	Prbd.g_00203	Syar.g_01620
OG0001103	Prbd.g_00205	Syar.g_01618
OG0001104	Prbd.g_00227	Syar.g_02616
OG0001105	Prbd.g_00231	Syar.g_02620
OG0001106	Prbd.g_00255	Syar.g_02553
OG0001107	Prbd.g_00262	Syar.g_02541
OG0001109	Prbd.g_00267	Syar.g_02529
OG0001110	Prbd.g_00269	Syar.g_02527
OG0001111	Prbd.g_00270	Syar.g_02525
OG0001112	Prbd.g_00271	Syar.g_02523
OG0001113	Prbd.g_00272	Syar.g_02522
OG0001114	Prbd.g_00273	Syar.g_02521
OG0001115	Prbd.g_00275	Syar.g_02519
OG0001116	Prbd.g_00276	Syar.g_02517
OG0001117	Prbd.g_00277	Syar.g_02516
