Orthogroup	Prbd	Syat
OG0000590	Prbd.g_00622	Syat.g_03317
OG0000591	Prbd.g_00619	Syat.g_03308
OG0000592	Prbd.g_00618	Syat.g_03307
OG0000593	Prbd.g_00612	Syat.g_00113
OG0000594	Prbd.g_00611	Syat.g_00114
OG0000595	Prbd.g_00610	Syat.g_00115
OG0000596	Prbd.g_00606	Syat.g_00129
OG0000597	Prbd.g_00604	Syat.g_00132
OG0000598	Prbd.g_00603	Syat.g_00133
OG0000599	Prbd.g_00600	Syat.g_00381
OG0000600	Prbd.g_00599	Syat.g_00380
OG0000601	Prbd.g_00598	Syat.g_00379
OG0000602	Prbd.g_00596	Syat.g_00375
OG0000603	Prbd.g_00595	Syat.g_00374
OG0000604	Prbd.g_00594	Syat.g_00372
OG0000605	Prbd.g_00593	Syat.g_00370
OG0000606	Prbd.g_00590	Syat.g_00367
OG0000607	Prbd.g_00587	Syat.g_00364
OG0000608	Prbd.g_00586	Syat.g_00363
OG0000609	Prbd.g_00585	Syat.g_00344
OG0000610	Prbd.g_00580	Syat.g_00399
OG0000611	Prbd.g_00577	Syat.g_00402
OG0000612	Prbd.g_00576	Syat.g_00403
OG0000613	Prbd.g_00571	Syat.g_02129
OG0000614	Prbd.g_00552	Syat.g_01084
OG0000615	Prbd.g_00544	Syat.g_00442
OG0000616	Prbd.g_00540	Syat.g_02397
OG0000617	Prbd.g_00013	Syat.g_00665
OG0000618	Prbd.g_00014	Syat.g_00666
OG0000619	Prbd.g_00015	Syat.g_00667
OG0000620	Prbd.g_00018	Syat.g_02591
OG0000621	Prbd.g_00019	Syat.g_02590
OG0000622	Prbd.g_00020	Syat.g_02572
OG0000623	Prbd.g_00021	Syat.g_00672
OG0000624	Prbd.g_00022	Syat.g_00673
OG0000625	Prbd.g_00023	Syat.g_00674
OG0000626	Prbd.g_00024	Syat.g_00675
OG0000627	Prbd.g_00025	Syat.g_00641
OG0000628	Prbd.g_00026	Syat.g_00640
OG0000629	Prbd.g_00027	Syat.g_00637
OG0000630	Prbd.g_00030	Syat.g_00631
OG0000631	Prbd.g_00093	Syat.g_00624
OG0000632	Prbd.g_00094	Syat.g_00623
OG0000633	Prbd.g_00095	Syat.g_00622
OG0000634	Prbd.g_00098	Syat.g_00475
OG0000635	Prbd.g_00099	Syat.g_00476
OG0000636	Prbd.g_00101	Syat.g_00478
OG0000637	Prbd.g_00103	Syat.g_00480
OG0000638	Prbd.g_00104	Syat.g_00481
OG0000639	Prbd.g_00105	Syat.g_00482
OG0000640	Prbd.g_00106	Syat.g_00483
OG0000641	Prbd.g_00110	Syat.g_00488
OG0000642	Prbd.g_00111	Syat.g_00489
OG0000643	Prbd.g_00112	Syat.g_00494
OG0000644	Prbd.g_00113	Syat.g_00495
OG0000645	Prbd.g_00114	Syat.g_00496
OG0000646	Prbd.g_00116	Syat.g_00499
OG0000647	Prbd.g_00117	Syat.g_00501
OG0000648	Prbd.g_00119	Syat.g_00504
OG0000649	Prbd.g_00120	Syat.g_00505
OG0000650	Prbd.g_00121	Syat.g_00506
OG0000651	Prbd.g_00122	Syat.g_00507
OG0000652	Prbd.g_00123	Syat.g_00508
OG0000653	Prbd.g_00125	Syat.g_00510
OG0000654	Prbd.g_00126	Syat.g_00514
OG0000655	Prbd.g_00127	Syat.g_00515
OG0000656	Prbd.g_00130	Syat.g_00518
OG0000657	Prbd.g_00138	Syat.g_00720
OG0000658	Prbd.g_00139	Syat.g_00723
OG0000659	Prbd.g_00140	Syat.g_00724
OG0000660	Prbd.g_00144	Syat.g_00740
OG0000661	Prbd.g_00146	Syat.g_00742
OG0000662	Prbd.g_00148	Syat.g_00746
OG0000663	Prbd.g_00150	Syat.g_00749
OG0000664	Prbd.g_00151	Syat.g_00752
OG0000665	Prbd.g_00155	Syat.g_03302
OG0000666	Prbd.g_00156	Syat.g_01415
OG0000667	Prbd.g_00160	Syat.g_00958, Syat.g_03278
OG0000668	Prbd.g_00190	Syat.g_00710
OG0000669	Prbd.g_00197	Syat.g_00416
OG0000670	Prbd.g_00199	Syat.g_00419
OG0000671	Prbd.g_00201	Syat.g_00421
OG0000672	Prbd.g_00204	Syat.g_00424
OG0000673	Prbd.g_00207	Syat.g_00430
OG0000674	Prbd.g_00209	Syat.g_00432
OG0000675	Prbd.g_00210	Syat.g_00433
OG0000676	Prbd.g_00212	Syat.g_00436
OG0000677	Prbd.g_00213	Syat.g_00437
OG0000678	Prbd.g_00215	Syat.g_00439
OG0000679	Prbd.g_00219	Syat.g_00448
OG0000680	Prbd.g_00220	Syat.g_00449
OG0000681	Prbd.g_00222	Syat.g_00452
OG0000682	Prbd.g_00223	Syat.g_00453
OG0000683	Prbd.g_00224	Syat.g_00454
OG0000684	Prbd.g_00226	Syat.g_00457
OG0000685	Prbd.g_00228	Syat.g_02571
OG0000686	Prbd.g_00229	Syat.g_00459
OG0000687	Prbd.g_00230	Syat.g_00460
OG0000688	Prbd.g_00233	Syat.g_00463
OG0000689	Prbd.g_00234	Syat.g_00465
OG0000690	Prbd.g_00235	Syat.g_00466
OG0000691	Prbd.g_00236	Syat.g_00467
OG0000692	Prbd.g_00238	Syat.g_00469
OG0000693	Prbd.g_00239	Syat.g_00471
OG0000694	Prbd.g_00240	Syat.g_00472
OG0000695	Prbd.g_00242	Syat.g_00619
OG0000696	Prbd.g_00243	Syat.g_00618
OG0000697	Prbd.g_00244	Syat.g_00616
OG0000698	Prbd.g_00247	Syat.g_00613
OG0000699	Prbd.g_00248	Syat.g_00611
OG0000700	Prbd.g_00249	Syat.g_00610
OG0000701	Prbd.g_00250	Syat.g_00609
OG0000702	Prbd.g_00252	Syat.g_00606
OG0000703	Prbd.g_00253	Syat.g_00601
OG0000704	Prbd.g_00254	Syat.g_00599
OG0000705	Prbd.g_00258	Syat.g_00592
OG0000706	Prbd.g_00259	Syat.g_00591
OG0000707	Prbd.g_00260	Syat.g_00590
OG0000708	Prbd.g_00261	Syat.g_00587
OG0000709	Prbd.g_00265	Syat.g_00573
OG0000710	Prbd.g_00268	Syat.g_00567
OG0000711	Prbd.g_00285	Syat.g_00539
OG0000712	Prbd.g_00287	Syat.g_00537
OG0000713	Prbd.g_00288	Syat.g_00536
OG0000714	Prbd.g_00289	Syat.g_00532
OG0000715	Prbd.g_00291	Syat.g_00530
OG0000716	Prbd.g_00293	Syat.g_00527
OG0000717	Prbd.g_00294	Syat.g_00526
OG0000718	Prbd.g_00309	Syat.g_00522
OG0000719	Prbd.g_00311	Syat.g_00712
OG0000720	Prbd.g_00320	Syat.g_00699
OG0000721	Prbd.g_00322	Syat.g_00697
OG0000722	Prbd.g_00323	Syat.g_00696
OG0000723	Prbd.g_00326	Syat.g_00686
OG0000724	Prbd.g_00335	Syat.g_00782
OG0000725	Prbd.g_00341	Syat.g_00810
OG0000726	Prbd.g_00342	Syat.g_00811
OG0000727	Prbd.g_00343	Syat.g_00812
OG0000728	Prbd.g_00345	Syat.g_00814
OG0000729	Prbd.g_00391	Syat.g_02224
OG0000730	Prbd.g_00395	Syat.g_01617
OG0000731	Prbd.g_00399	Syat.g_01605
OG0000732	Prbd.g_00408	Syat.g_02290
OG0000733	Prbd.g_00428	Syat.g_03285
OG0000734	Prbd.g_00453	Syat.g_01579
OG0000735	Prbd.g_00455	Syat.g_03235
OG0000736	Prbd.g_00456	Syat.g_03236
OG0000737	Prbd.g_00457	Syat.g_03237
OG0000738	Prbd.g_00461	Syat.g_03251
OG0000739	Prbd.g_00462	Syat.g_03252
OG0000740	Prbd.g_00463	Syat.g_03253
OG0000741	Prbd.g_00464	Syat.g_03256
OG0000742	Prbd.g_00467	Syat.g_03259
OG0000743	Prbd.g_00469	Syat.g_03262
OG0000744	Prbd.g_00470	Syat.g_03263
OG0000745	Prbd.g_00471	Syat.g_03266
OG0000746	Prbd.g_00473	Syat.g_00314
OG0000747	Prbd.g_00474	Syat.g_00313
OG0000748	Prbd.g_00477	Syat.g_00305
OG0000749	Prbd.g_00478	Syat.g_00303
OG0000750	Prbd.g_00479	Syat.g_00302
OG0000751	Prbd.g_00481	Syat.g_00296
OG0000752	Prbd.g_00483	Syat.g_00294
OG0000753	Prbd.g_00486	Syat.g_00291
OG0000754	Prbd.g_00489	Syat.g_00250
OG0000755	Prbd.g_00492	Syat.g_00217
OG0000756	Prbd.g_00493	Syat.g_00216
OG0000757	Prbd.g_00499	Syat.g_00205
OG0000758	Prbd.g_00500	Syat.g_00204
OG0000759	Prbd.g_00501	Syat.g_00203
OG0000760	Prbd.g_00502	Syat.g_00202
OG0000761	Prbd.g_00503	Syat.g_00201
OG0000762	Prbd.g_00504	Syat.g_00199
OG0000763	Prbd.g_00506	Syat.g_00924
OG0000764	Prbd.g_00507	Syat.g_00923
OG0000765	Prbd.g_00516	Syat.g_00897
OG0000766	Prbd.g_00517	Syat.g_00896
OG0000767	Prbd.g_00519	Syat.g_00894
OG0000768	Prbd.g_00520	Syat.g_00893
OG0000769	Prbd.g_00522	Syat.g_00891
OG0000770	Prbd.g_00524	Syat.g_00886
OG0000771	Prbd.g_01921	Syat.g_00788
OG0000772	Prbd.g_01858	Syat.g_01768
OG0000773	Prbd.g_01810	Syat.g_01114
OG0000774	Prbd.g_01808	Syat.g_01146
OG0000775	Prbd.g_01806	Syat.g_01148
OG0000776	Prbd.g_01805	Syat.g_01149
OG0000777	Prbd.g_01804	Syat.g_01150
OG0000778	Prbd.g_01803	Syat.g_01151
OG0000779	Prbd.g_01799	Syat.g_01154
OG0000780	Prbd.g_01798	Syat.g_01157
OG0000781	Prbd.g_01795	Syat.g_01161
OG0000782	Prbd.g_01794	Syat.g_01162
OG0000783	Prbd.g_01793	Syat.g_01163
OG0000784	Prbd.g_01792	Syat.g_01164
OG0000785	Prbd.g_01790	Syat.g_01166
OG0000786	Prbd.g_01788	Syat.g_01170
OG0000787	Prbd.g_01787	Syat.g_01171
OG0000788	Prbd.g_01777	Syat.g_00087
OG0000789	Prbd.g_01774	Syat.g_00845
OG0000790	Prbd.g_01759	Syat.g_01300
OG0000791	Prbd.g_01757	Syat.g_01302
OG0000792	Prbd.g_01756	Syat.g_01303
OG0000793	Prbd.g_01753	Syat.g_01412
OG0000794	Prbd.g_01752	Syat.g_01414
OG0000795	Prbd.g_01751	Syat.g_01416
OG0000796	Prbd.g_01747	Syat.g_01422
OG0000797	Prbd.g_01746	Syat.g_01423
OG0000799	Prbd.g_01707	Syat.g_01256
OG0000800	Prbd.g_01706	Syat.g_01255
OG0000801	Prbd.g_01705	Syat.g_01253
OG0000802	Prbd.g_01703	Syat.g_01245
OG0000803	Prbd.g_01701	Syat.g_01241
OG0000804	Prbd.g_01700	Syat.g_01238
OG0000805	Prbd.g_01698	Syat.g_01236
OG0000806	Prbd.g_01696	Syat.g_01234
OG0000807	Prbd.g_01695	Syat.g_01233
OG0000808	Prbd.g_01694	Syat.g_01232
OG0000809	Prbd.g_01691	Syat.g_01229
OG0000810	Prbd.g_01690	Syat.g_01228
OG0000811	Prbd.g_01686	Syat.g_01186
OG0000812	Prbd.g_01684	Syat.g_01182
OG0000813	Prbd.g_01683	Syat.g_01181
OG0000814	Prbd.g_01681	Syat.g_01179
OG0000815	Prbd.g_01680	Syat.g_01177
OG0000816	Prbd.g_01678	Syat.g_01175
OG0000817	Prbd.g_01677	Syat.g_01279
OG0000818	Prbd.g_01672	Syat.g_01325
OG0000819	Prbd.g_01671	Syat.g_01326
OG0000820	Prbd.g_01670	Syat.g_01327
OG0000821	Prbd.g_01666	Syat.g_01333
OG0000822	Prbd.g_01665	Syat.g_01335
OG0000823	Prbd.g_01664	Syat.g_01336
OG0000824	Prbd.g_01661	Syat.g_01342
OG0000825	Prbd.g_01660	Syat.g_01343
OG0000826	Prbd.g_01659	Syat.g_01344
OG0000827	Prbd.g_01658	Syat.g_01345
OG0000828	Prbd.g_01655	Syat.g_01348
OG0000829	Prbd.g_01654	Syat.g_01349
OG0000830	Prbd.g_01653	Syat.g_01350
OG0000831	Prbd.g_01651	Syat.g_01353
OG0000832	Prbd.g_01645	Syat.g_02982
OG0000833	Prbd.g_01637	Syat.g_03072
OG0000834	Prbd.g_01636	Syat.g_03073
OG0000835	Prbd.g_01635	Syat.g_03075
OG0000836	Prbd.g_01634	Syat.g_03078
OG0000837	Prbd.g_01633	Syat.g_03079
OG0000838	Prbd.g_01631	Syat.g_03083
OG0000839	Prbd.g_01630	Syat.g_03084
OG0000840	Prbd.g_01629	Syat.g_03085
OG0000841	Prbd.g_01628	Syat.g_03086
OG0000842	Prbd.g_01627	Syat.g_03087
OG0000843	Prbd.g_01626	Syat.g_03088
OG0000844	Prbd.g_01625	Syat.g_03090
OG0000845	Prbd.g_01624	Syat.g_03091
OG0000846	Prbd.g_01623	Syat.g_03092
OG0000847	Prbd.g_01622	Syat.g_03093
OG0000848	Prbd.g_01621	Syat.g_03095
OG0000849	Prbd.g_01620	Syat.g_03096
OG0000850	Prbd.g_01617	Syat.g_03098
OG0000851	Prbd.g_01616	Syat.g_03101
OG0000852	Prbd.g_01615	Syat.g_03102
OG0000853	Prbd.g_01611	Syat.g_03106
OG0000854	Prbd.g_01609	Syat.g_03108
OG0000855	Prbd.g_01608	Syat.g_03109
OG0000856	Prbd.g_01593	Syat.g_03305
OG0000857	Prbd.g_01566	Syat.g_00500
OG0000858	Prbd.g_01531	Syat.g_03114
OG0000859	Prbd.g_01530	Syat.g_03115
OG0000860	Prbd.g_01523	Syat.g_03126
OG0000861	Prbd.g_01522	Syat.g_03127
OG0000862	Prbd.g_01521	Syat.g_03136
OG0000863	Prbd.g_01519	Syat.g_03138
OG0000864	Prbd.g_01518	Syat.g_03139
OG0000865	Prbd.g_01517	Syat.g_03140
OG0000866	Prbd.g_01516	Syat.g_03141
OG0000867	Prbd.g_01515	Syat.g_03142
OG0000868	Prbd.g_01514	Syat.g_03067
OG0000869	Prbd.g_01510	Syat.g_03054
OG0000870	Prbd.g_01505	Syat.g_03049
OG0000871	Prbd.g_01504	Syat.g_03048
OG0000872	Prbd.g_01503	Syat.g_03042
OG0000873	Prbd.g_01500	Syat.g_03039
OG0000874	Prbd.g_01497	Syat.g_03037
OG0000875	Prbd.g_01496	Syat.g_03035
OG0000876	Prbd.g_01495	Syat.g_00745
OG0000877	Prbd.g_01493	Syat.g_03024
OG0000878	Prbd.g_01492	Syat.g_03023
OG0000879	Prbd.g_01491	Syat.g_03022
OG0000880	Prbd.g_01490	Syat.g_03021
OG0000881	Prbd.g_01486	Syat.g_03016
OG0000882	Prbd.g_01481	Syat.g_03011
OG0000883	Prbd.g_01479	Syat.g_03007
OG0000884	Prbd.g_01477	Syat.g_03005
OG0000885	Prbd.g_01476	Syat.g_03004
OG0000886	Prbd.g_01475	Syat.g_03003
OG0000887	Prbd.g_01474	Syat.g_03002
OG0000888	Prbd.g_01472	Syat.g_03000
OG0000889	Prbd.g_01470	Syat.g_02997
OG0000890	Prbd.g_01469	Syat.g_02994
OG0000891	Prbd.g_01468	Syat.g_02993
OG0000892	Prbd.g_01466	Syat.g_02992
OG0000893	Prbd.g_01463	Syat.g_01864
OG0000894	Prbd.g_01461	Syat.g_01860
OG0000895	Prbd.g_01458	Syat.g_01856
OG0000896	Prbd.g_01457	Syat.g_01855
OG0000897	Prbd.g_01455	Syat.g_01853
OG0000898	Prbd.g_01454	Syat.g_01852
OG0000899	Prbd.g_01453	Syat.g_01851
OG0000900	Prbd.g_01452	Syat.g_01850
OG0000901	Prbd.g_01449	Syat.g_01845
OG0000902	Prbd.g_01447	Syat.g_01843
OG0000903	Prbd.g_01444	Syat.g_01830
OG0000904	Prbd.g_01442	Syat.g_01834
OG0000905	Prbd.g_01437	Syat.g_01839
OG0000906	Prbd.g_01436	Syat.g_01841
OG0000907	Prbd.g_01433	Syat.g_01828
OG0000908	Prbd.g_01430	Syat.g_01825
OG0000909	Prbd.g_01429	Syat.g_01824
OG0000910	Prbd.g_01428	Syat.g_01823
OG0000911	Prbd.g_01426	Syat.g_01821
OG0000912	Prbd.g_01425	Syat.g_01820
OG0000913	Prbd.g_01424	Syat.g_01819
OG0000914	Prbd.g_01423	Syat.g_01818
OG0000915	Prbd.g_01422	Syat.g_01816
OG0000916	Prbd.g_01421	Syat.g_01815
OG0000917	Prbd.g_01420	Syat.g_01814
OG0000918	Prbd.g_01419	Syat.g_01813
OG0000919	Prbd.g_01418	Syat.g_01812
OG0000920	Prbd.g_01417	Syat.g_01811
OG0000921	Prbd.g_01416	Syat.g_01810
OG0000922	Prbd.g_01415	Syat.g_01809
OG0000923	Prbd.g_01411	Syat.g_01805
OG0000924	Prbd.g_01410	Syat.g_01804
OG0000925	Prbd.g_01409	Syat.g_01803
OG0000926	Prbd.g_01408	Syat.g_01802
OG0000927	Prbd.g_01406	Syat.g_01800
OG0000928	Prbd.g_01405	Syat.g_01799
OG0000929	Prbd.g_01404	Syat.g_01798
OG0000930	Prbd.g_01403	Syat.g_01797
OG0000931	Prbd.g_01402	Syat.g_01796
OG0000932	Prbd.g_01401	Syat.g_01794
OG0000933	Prbd.g_01397	Syat.g_01788
OG0000934	Prbd.g_01395	Syat.g_01786
OG0000935	Prbd.g_01394	Syat.g_01665
OG0000936	Prbd.g_01393	Syat.g_01664
OG0000937	Prbd.g_01392	Syat.g_01663
OG0000938	Prbd.g_01390	Syat.g_01659
OG0000939	Prbd.g_01389	Syat.g_01658
OG0000940	Prbd.g_01382	Syat.g_01651
OG0000941	Prbd.g_01380	Syat.g_01649
OG0000942	Prbd.g_01378	Syat.g_01647
OG0000943	Prbd.g_01377	Syat.g_01646
OG0000944	Prbd.g_01376	Syat.g_01644
OG0000945	Prbd.g_01375	Syat.g_01643
OG0000946	Prbd.g_01371	Syat.g_01633
OG0000947	Prbd.g_01369	Syat.g_01630
OG0000948	Prbd.g_01368	Syat.g_01629
OG0000949	Prbd.g_01365	Syat.g_02142
OG0000950	Prbd.g_01360	Syat.g_02152
OG0000951	Prbd.g_01356	Syat.g_02157
OG0000952	Prbd.g_01352	Syat.g_02162
OG0000953	Prbd.g_01349	Syat.g_02166
OG0000954	Prbd.g_01345	Syat.g_02187
OG0000955	Prbd.g_01344	Syat.g_02188
OG0000956	Prbd.g_01342	Syat.g_02191
OG0000957	Prbd.g_01337	Syat.g_02204
OG0000958	Prbd.g_01336	Syat.g_02205
OG0000959	Prbd.g_01332	Syat.g_02212
OG0000960	Prbd.g_01331	Syat.g_02213
OG0000961	Prbd.g_01329	Syat.g_02873
OG0000962	Prbd.g_01327	Syat.g_02223
OG0000963	Prbd.g_01323	Syat.g_02226
OG0000964	Prbd.g_01321	Syat.g_02227
OG0000965	Prbd.g_01320	Syat.g_02228
OG0000966	Prbd.g_01312	Syat.g_02259
OG0000967	Prbd.g_01308	Syat.g_02263
OG0000968	Prbd.g_01306	Syat.g_02269
OG0000969	Prbd.g_01305	Syat.g_02271
OG0000970	Prbd.g_01304	Syat.g_02272
OG0000971	Prbd.g_01303	Syat.g_02274
OG0000972	Prbd.g_01302	Syat.g_02275
OG0000973	Prbd.g_01301	Syat.g_02276
OG0000974	Prbd.g_01300	Syat.g_02277
OG0000975	Prbd.g_01299	Syat.g_02278
OG0000976	Prbd.g_01298	Syat.g_02279
OG0000977	Prbd.g_01297	Syat.g_02281
OG0000978	Prbd.g_01296	Syat.g_02283
OG0000979	Prbd.g_01293	Syat.g_02286
OG0000980	Prbd.g_01291	Syat.g_02289
OG0000981	Prbd.g_01289	Syat.g_02292
OG0000982	Prbd.g_01287	Syat.g_02691
OG0000983	Prbd.g_01286	Syat.g_02690
OG0000984	Prbd.g_01285	Syat.g_02689
OG0000985	Prbd.g_01282	Syat.g_02685
OG0000986	Prbd.g_01280	Syat.g_02680
OG0000987	Prbd.g_01279	Syat.g_02678
OG0000988	Prbd.g_01276	Syat.g_02672
OG0000989	Prbd.g_01273	Syat.g_02657
OG0000990	Prbd.g_01270	Syat.g_02500
OG0000991	Prbd.g_01269	Syat.g_02503
OG0000992	Prbd.g_01267	Syat.g_02507
OG0000993	Prbd.g_01266	Syat.g_02508
OG0000994	Prbd.g_01265	Syat.g_02512
OG0000995	Prbd.g_01261	Syat.g_02517
OG0000996	Prbd.g_01260	Syat.g_02446
OG0000997	Prbd.g_01259	Syat.g_02417
OG0000998	Prbd.g_01257	Syat.g_02415
OG0000999	Prbd.g_01256	Syat.g_02414
OG0001001	Prbd.g_01251	Syat.g_02400
OG0001002	Prbd.g_01247	Syat.g_02394
OG0001003	Prbd.g_01245	Syat.g_02392
OG0001004	Prbd.g_01244	Syat.g_02391
OG0001005	Prbd.g_01243	Syat.g_02390
OG0001006	Prbd.g_01239	Syat.g_02378
OG0001007	Prbd.g_01237	Syat.g_02376
OG0001008	Prbd.g_00805	Syat.g_02971
OG0001009	Prbd.g_01210	Syat.g_02311
OG0001010	Prbd.g_01209	Syat.g_02310
OG0001011	Prbd.g_01208	Syat.g_02308
OG0001012	Prbd.g_01195	Syat.g_01004
OG0001013	Prbd.g_01189	Syat.g_02716
OG0001014	Prbd.g_01186	Syat.g_02721
OG0001015	Prbd.g_01185	Syat.g_02722
OG0001016	Prbd.g_01171	Syat.g_01474
OG0001017	Prbd.g_01167	Syat.g_01480
OG0001018	Prbd.g_01164	Syat.g_01482
OG0001019	Prbd.g_01155	Syat.g_01532
OG0001020	Prbd.g_01154	Syat.g_01539
OG0001021	Prbd.g_01153	Syat.g_01552
OG0001022	Prbd.g_01150	Syat.g_01555
OG0001023	Prbd.g_01149	Syat.g_01556
OG0001024	Prbd.g_01146	Syat.g_01560
OG0001025	Prbd.g_01140	Syat.g_01566
OG0001026	Prbd.g_01133	Syat.g_01582
OG0001027	Prbd.g_01132	Syat.g_02947
OG0001028	Prbd.g_01130	Syat.g_02944
OG0001029	Prbd.g_01128	Syat.g_02942
OG0001030	Prbd.g_01113	Syat.g_02922
OG0001031	Prbd.g_01054	Syat.g_02836
OG0001032	Prbd.g_01053	Syat.g_02834
OG0001033	Prbd.g_01032	Syat.g_02784
OG0001034	Prbd.g_01003	Syat.g_01448
OG0001035	Prbd.g_00985	Syat.g_01885
OG0001036	Prbd.g_00980	Syat.g_01939
OG0001037	Prbd.g_00979	Syat.g_01941
OG0001038	Prbd.g_00961	Syat.g_02058
OG0001039	Prbd.g_00958	Syat.g_02061
OG0001040	Prbd.g_00956	Syat.g_02064
OG0001041	Prbd.g_00952	Syat.g_02070
OG0001042	Prbd.g_00935	Syat.g_02100
OG0001043	Prbd.g_00934	Syat.g_02103
OG0001044	Prbd.g_00906	Syat.g_01615
OG0001045	Prbd.g_00897	Syat.g_01602
OG0001046	Prbd.g_00859	Syat.g_00552
OG0001047	Prbd.g_00803	Syat.g_02973
OG0001048	Prbd.g_00802	Syat.g_02974
OG0001049	Prbd.g_00800	Syat.g_01290
OG0001050	Prbd.g_00799	Syat.g_01289
OG0001051	Prbd.g_00798	Syat.g_01288
OG0001052	Prbd.g_00771	Syat.g_01375
OG0001053	Prbd.g_00759	Syat.g_03173
OG0001054	Prbd.g_00744	Syat.g_03192
OG0001055	Prbd.g_00725	Syat.g_03224
OG0001056	Prbd.g_00706	Syat.g_03275
OG0001057	Prbd.g_00701	Syat.g_00102
OG0001058	Prbd.g_00693	Syat.g_00079
OG0001059	Prbd.g_00689	Syat.g_00075
OG0001061	Prbd.g_00669	Syat.g_00051
OG0001062	Prbd.g_00667	Syat.g_00048
OG0001063	Prbd.g_00665	Syat.g_00042
OG0001064	Prbd.g_00664	Syat.g_00041
OG0001065	Prbd.g_00663	Syat.g_00040
OG0001066	Prbd.g_00662	Syat.g_00039
OG0001067	Prbd.g_00661	Syat.g_00038
OG0001068	Prbd.g_00660	Syat.g_00037
OG0001069	Prbd.g_00659	Syat.g_00036
OG0001070	Prbd.g_00656	Syat.g_00032
OG0001071	Prbd.g_00655	Syat.g_00031
OG0001072	Prbd.g_00654	Syat.g_00028
OG0001073	Prbd.g_00640	Syat.g_00009
OG0001074	Prbd.g_00629	Syat.g_01015
OG0001075	Prbd.g_00628	Syat.g_01037
OG0001076	Prbd.g_00620	Syat.g_03315
OG0001077	Prbd.g_00616	Syat.g_03290
OG0001078	Prbd.g_00608	Syat.g_00118
OG0001079	Prbd.g_00597	Syat.g_00378
OG0001080	Prbd.g_00591	Syat.g_00368
OG0001081	Prbd.g_00589	Syat.g_00366
OG0001082	Prbd.g_00588	Syat.g_00365
OG0001083	Prbd.g_00583	Syat.g_00390
OG0001084	Prbd.g_00582	Syat.g_00391
OG0001085	Prbd.g_00574	Syat.g_00408
OG0001086	Prbd.g_00573	Syat.g_00410
OG0001087	Prbd.g_00556	Syat.g_03277
OG0001088	Prbd.g_00555	Syat.g_02496
OG0001089	Prbd.g_00547	Syat.g_00818
OG0001090	Prbd.g_00008	Syat.g_00659
OG0001091	Prbd.g_00010	Syat.g_00661
OG0001092	Prbd.g_00011	Syat.g_00663
OG0001093	Prbd.g_00016	Syat.g_00669
OG0001094	Prbd.g_00096	Syat.g_00473
OG0001095	Prbd.g_00115	Syat.g_00497
OG0001096	Prbd.g_00128	Syat.g_00516
OG0001097	Prbd.g_00147	Syat.g_00743
OG0001098	Prbd.g_00162	Syat.g_01672
OG0001099	Prbd.g_00194	Syat.g_02943
OG0001100	Prbd.g_00198	Syat.g_00418
OG0001101	Prbd.g_00200	Syat.g_00420
OG0001102	Prbd.g_00203	Syat.g_00423
OG0001103	Prbd.g_00205	Syat.g_00425
OG0001104	Prbd.g_00227	Syat.g_00458
OG0001105	Prbd.g_00231	Syat.g_00461
OG0001106	Prbd.g_00255	Syat.g_00598
OG0001107	Prbd.g_00262	Syat.g_00580
OG0001108	Prbd.g_00266	Syat.g_00570
OG0001109	Prbd.g_00267	Syat.g_00568
OG0001110	Prbd.g_00269	Syat.g_00566
OG0001111	Prbd.g_00270	Syat.g_00564
OG0001112	Prbd.g_00271	Syat.g_00562
OG0001113	Prbd.g_00272	Syat.g_00561
OG0001114	Prbd.g_00273	Syat.g_00560
OG0001115	Prbd.g_00275	Syat.g_00557
OG0001116	Prbd.g_00276	Syat.g_00555
OG0001117	Prbd.g_00277	Syat.g_00554
OG0001118	Prbd.g_00278	Syat.g_00553
OG0001119	Prbd.g_00279	Syat.g_00551
OG0001120	Prbd.g_00281	Syat.g_00546
OG0001122	Prbd.g_00312	Syat.g_00711
OG0001123	Prbd.g_00316	Syat.g_00704
OG0001124	Prbd.g_00318	Syat.g_00702
OG0001125	Prbd.g_00319	Syat.g_00700
OG0001126	Prbd.g_00329	Syat.g_00790
OG0001127	Prbd.g_00330	Syat.g_00789
OG0001128	Prbd.g_00332	Syat.g_00786
OG0001129	Prbd.g_00333	Syat.g_00784
OG0001130	Prbd.g_00334	Syat.g_00783
OG0001131	Prbd.g_00370	Syat.g_01674
OG0001132	Prbd.g_00380	Syat.g_00965
OG0001133	Prbd.g_00414	Syat.g_03311
OG0001136	Prbd.g_00465	Syat.g_03257
OG0001137	Prbd.g_00476	Syat.g_00306
OG0001138	Prbd.g_00494	Syat.g_00214
OG0001139	Prbd.g_00495	Syat.g_00209
OG0001140	Prbd.g_00496	Syat.g_00208
OG0001141	Prbd.g_00497	Syat.g_00207
OG0001142	Prbd.g_00498	Syat.g_00206
OG0001143	Prbd.g_00505	Syat.g_00925
OG0001144	Prbd.g_00510	Syat.g_00906
OG0001145	Prbd.g_01809	Syat.g_01117
OG0001146	Prbd.g_01797	Syat.g_01158
OG0001147	Prbd.g_01778	Syat.g_01368
OG0001148	Prbd.g_01762	Syat.g_01297
OG0001149	Prbd.g_01761	Syat.g_01298
OG0001150	Prbd.g_01760	Syat.g_01299
OG0001151	Prbd.g_01749	Syat.g_01420
OG0001152	Prbd.g_01748	Syat.g_01421
OG0001153	Prbd.g_01657	Syat.g_01346
OG0001154	Prbd.g_01656	Syat.g_01347
