Orthogroup	Prbd	Syag
OG0000572	Prbd.g_00657	Syag.g_00251, Syag.g_00320
OG0000573	Prbd.g_00652	Syag.g_00329
OG0000574	Prbd.g_00651	Syag.g_00330
OG0000575	Prbd.g_00647	Syag.g_00335
OG0000576	Prbd.g_00645	Syag.g_00337
OG0000577	Prbd.g_00644	Syag.g_00338
OG0000578	Prbd.g_00643	Syag.g_00339
OG0000579	Prbd.g_00642	Syag.g_00340
OG0000580	Prbd.g_00641	Syag.g_00341
OG0000581	Prbd.g_00639	Syag.g_00348
OG0000582	Prbd.g_00636	Syag.g_00353
OG0000583	Prbd.g_00635	Syag.g_00354
OG0000584	Prbd.g_00634	Syag.g_00355
OG0000585	Prbd.g_00632	Syag.g_00357
OG0000586	Prbd.g_00631	Syag.g_00358
OG0000587	Prbd.g_00630	Syag.g_00360
OG0000588	Prbd.g_00626	Syag.g_00371
OG0000589	Prbd.g_00623	Syag.g_00375
OG0000590	Prbd.g_00622	Syag.g_00376
OG0000591	Prbd.g_00619	Syag.g_00383
OG0000592	Prbd.g_00618	Syag.g_00384
OG0000593	Prbd.g_00612	Syag.g_00406
OG0000594	Prbd.g_00611	Syag.g_00407
OG0000595	Prbd.g_00610	Syag.g_00408
OG0000596	Prbd.g_00606	Syag.g_00413
OG0000597	Prbd.g_00604	Syag.g_00416
OG0000598	Prbd.g_00603	Syag.g_00417
OG0000599	Prbd.g_00600	Syag.g_00424
OG0000600	Prbd.g_00599	Syag.g_00425
OG0000601	Prbd.g_00598	Syag.g_00426
OG0000602	Prbd.g_00596	Syag.g_00431
OG0000603	Prbd.g_00595	Syag.g_00432
OG0000604	Prbd.g_00594	Syag.g_00434
OG0000605	Prbd.g_00593	Syag.g_00522
OG0000606	Prbd.g_00590	Syag.g_00550
OG0000607	Prbd.g_00587	Syag.g_00553
OG0000608	Prbd.g_00586	Syag.g_00554
OG0000609	Prbd.g_00585	Syag.g_00556
OG0000610	Prbd.g_00580	Syag.g_00580
OG0000611	Prbd.g_00577	Syag.g_00583
OG0000612	Prbd.g_00576	Syag.g_00584
OG0000613	Prbd.g_00571	Syag.g_02533
OG0000614	Prbd.g_00552	Syag.g_01004
OG0000615	Prbd.g_00544	Syag.g_00630
OG0000616	Prbd.g_00540	Syag.g_02255
OG0000617	Prbd.g_00013	Syag.g_00915
OG0000618	Prbd.g_00014	Syag.g_00914
OG0000619	Prbd.g_00015	Syag.g_00913
OG0000620	Prbd.g_00018	Syag.g_00906
OG0000621	Prbd.g_00019	Syag.g_00905
OG0000622	Prbd.g_00020	Syag.g_00904
OG0000623	Prbd.g_00021	Syag.g_00903
OG0000624	Prbd.g_00022	Syag.g_00901
OG0000625	Prbd.g_00023	Syag.g_00900
OG0000626	Prbd.g_00024	Syag.g_00899
OG0000627	Prbd.g_00025	Syag.g_00756
OG0000628	Prbd.g_00026	Syag.g_00757
OG0000629	Prbd.g_00027	Syag.g_00761
OG0000630	Prbd.g_00030	Syag.g_00765
OG0000631	Prbd.g_00093	Syag.g_00772
OG0000632	Prbd.g_00094	Syag.g_00773
OG0000633	Prbd.g_00095	Syag.g_00774
OG0000634	Prbd.g_00098	Syag.g_00663
OG0000635	Prbd.g_00099	Syag.g_00664
OG0000636	Prbd.g_00101	Syag.g_00666
OG0000637	Prbd.g_00103	Syag.g_00668
OG0000638	Prbd.g_00104	Syag.g_00669
OG0000639	Prbd.g_00105	Syag.g_00670
OG0000640	Prbd.g_00106	Syag.g_00671
OG0000641	Prbd.g_00110	Syag.g_00675
OG0000642	Prbd.g_00111	Syag.g_00676
OG0000643	Prbd.g_00112	Syag.g_00677
OG0000644	Prbd.g_00113	Syag.g_00678
OG0000645	Prbd.g_00114	Syag.g_00680
OG0000646	Prbd.g_00116	Syag.g_00683
OG0000647	Prbd.g_00117	Syag.g_00685
OG0000648	Prbd.g_00119	Syag.g_00694
OG0000649	Prbd.g_00120	Syag.g_00695
OG0000650	Prbd.g_00121	Syag.g_00696
OG0000651	Prbd.g_00122	Syag.g_00697
OG0000652	Prbd.g_00123	Syag.g_00698
OG0000653	Prbd.g_00125	Syag.g_00700
OG0000654	Prbd.g_00126	Syag.g_00701
OG0000655	Prbd.g_00127	Syag.g_00702
OG0000656	Prbd.g_00130	Syag.g_00705
OG0000657	Prbd.g_00138	Syag.g_00719
OG0000658	Prbd.g_00139	Syag.g_00721
OG0000659	Prbd.g_00140	Syag.g_00722
OG0000660	Prbd.g_00144	Syag.g_00726
OG0000661	Prbd.g_00146	Syag.g_00728
OG0000662	Prbd.g_00148	Syag.g_00730
OG0000663	Prbd.g_00150	Syag.g_00733
OG0000664	Prbd.g_00151	Syag.g_00734
OG0000665	Prbd.g_00155	Syag.g_00456
OG0000666	Prbd.g_00156	Syag.g_00445
OG0000667	Prbd.g_00160	Syag.g_00574
OG0000668	Prbd.g_00190	Syag.g_00868
OG0000669	Prbd.g_00197	Syag.g_00600
OG0000670	Prbd.g_00199	Syag.g_00399
OG0000671	Prbd.g_00201	Syag.g_00604
OG0000672	Prbd.g_00204	Syag.g_00607
OG0000673	Prbd.g_00207	Syag.g_00610
OG0000674	Prbd.g_00209	Syag.g_00612
OG0000675	Prbd.g_00210	Syag.g_00613
OG0000676	Prbd.g_00212	Syag.g_00615
OG0000677	Prbd.g_00213	Syag.g_00616
OG0000678	Prbd.g_00215	Syag.g_00622
OG0000679	Prbd.g_00219	Syag.g_00633
OG0000680	Prbd.g_00220	Syag.g_00634
OG0000681	Prbd.g_00222	Syag.g_00637
OG0000682	Prbd.g_00223	Syag.g_00638
OG0000683	Prbd.g_00224	Syag.g_00639
OG0000684	Prbd.g_00226	Syag.g_00641
OG0000685	Prbd.g_00228	Syag.g_00643
OG0000686	Prbd.g_00229	Syag.g_00644
OG0000687	Prbd.g_00230	Syag.g_00645
OG0000688	Prbd.g_00233	Syag.g_00651
OG0000689	Prbd.g_00234	Syag.g_00653
OG0000690	Prbd.g_00235	Syag.g_00654
OG0000691	Prbd.g_00236	Syag.g_00655
OG0000692	Prbd.g_00238	Syag.g_00656
OG0000693	Prbd.g_00239	Syag.g_00658
OG0000694	Prbd.g_00240	Syag.g_00659
OG0000695	Prbd.g_00242	Syag.g_00776
OG0000696	Prbd.g_00243	Syag.g_00777
OG0000697	Prbd.g_00244	Syag.g_00778
OG0000698	Prbd.g_00247	Syag.g_00781
OG0000699	Prbd.g_00248	Syag.g_00782
OG0000700	Prbd.g_00249	Syag.g_00783
OG0000701	Prbd.g_00250	Syag.g_00784
OG0000702	Prbd.g_00252	Syag.g_00792
OG0000703	Prbd.g_00253	Syag.g_00793
OG0000704	Prbd.g_00254	Syag.g_00795
OG0000705	Prbd.g_00258	Syag.g_00802
OG0000706	Prbd.g_00259	Syag.g_00803
OG0000707	Prbd.g_00260	Syag.g_00804
OG0000708	Prbd.g_00261	Syag.g_00807
OG0000709	Prbd.g_00265	Syag.g_00816
OG0000710	Prbd.g_00268	Syag.g_00820
OG0000711	Prbd.g_00285	Syag.g_00848
OG0000712	Prbd.g_00287	Syag.g_00850
OG0000713	Prbd.g_00288	Syag.g_00851
OG0000714	Prbd.g_00289	Syag.g_00853
OG0000715	Prbd.g_00291	Syag.g_00855
OG0000716	Prbd.g_00293	Syag.g_00859
OG0000717	Prbd.g_00294	Syag.g_00860
OG0000718	Prbd.g_00309	Syag.g_00864
OG0000719	Prbd.g_00311	Syag.g_00866
OG0000720	Prbd.g_00320	Syag.g_00880
OG0000721	Prbd.g_00322	Syag.g_00882
OG0000722	Prbd.g_00323	Syag.g_00883
OG0000723	Prbd.g_00326	Syag.g_00897
OG0000724	Prbd.g_00335	Syag.g_00967
OG0000725	Prbd.g_00341	Syag.g_00978
OG0000726	Prbd.g_00342	Syag.g_00979
OG0000727	Prbd.g_00343	Syag.g_00980
OG0000728	Prbd.g_00345	Syag.g_00982
OG0000729	Prbd.g_00391	Syag.g_02376
OG0000730	Prbd.g_00395	Syag.g_02840
OG0000731	Prbd.g_00399	Syag.g_02853
OG0000732	Prbd.g_00408	Syag.g_02331
OG0000733	Prbd.g_00428	Syag.g_00145
OG0000734	Prbd.g_00453	Syag.g_01892
OG0000735	Prbd.g_00455	Syag.g_01159
OG0000736	Prbd.g_00456	Syag.g_01158
OG0000737	Prbd.g_00457	Syag.g_01157
OG0000738	Prbd.g_00461	Syag.g_01152
OG0000739	Prbd.g_00462	Syag.g_01149
OG0000740	Prbd.g_00463	Syag.g_01148
OG0000741	Prbd.g_00464	Syag.g_01145
OG0000742	Prbd.g_00467	Syag.g_01142
OG0000743	Prbd.g_00469	Syag.g_01140
OG0000744	Prbd.g_00470	Syag.g_01139
OG0000745	Prbd.g_00471	Syag.g_01137
OG0000746	Prbd.g_00473	Syag.g_01135
OG0000747	Prbd.g_00474	Syag.g_01134
OG0000748	Prbd.g_00477	Syag.g_01122
OG0000749	Prbd.g_00478	Syag.g_01121
OG0000750	Prbd.g_00479	Syag.g_01120
OG0000751	Prbd.g_00481	Syag.g_01114
OG0000752	Prbd.g_00483	Syag.g_01112
OG0000753	Prbd.g_00486	Syag.g_01109
OG0000754	Prbd.g_00489	Syag.g_01103
OG0000755	Prbd.g_00492	Syag.g_01092
OG0000756	Prbd.g_00493	Syag.g_01091
OG0000757	Prbd.g_00499	Syag.g_01084
OG0000758	Prbd.g_00500	Syag.g_01083
OG0000759	Prbd.g_00501	Syag.g_01082
OG0000760	Prbd.g_00502	Syag.g_01081
OG0000761	Prbd.g_00503	Syag.g_01080
OG0000762	Prbd.g_00504	Syag.g_01078
OG0000763	Prbd.g_00506	Syag.g_01076
OG0000764	Prbd.g_00507	Syag.g_01075
OG0000765	Prbd.g_00516	Syag.g_01056
OG0000766	Prbd.g_00517	Syag.g_01055
OG0000767	Prbd.g_00519	Syag.g_01053
OG0000768	Prbd.g_00520	Syag.g_01052
OG0000769	Prbd.g_00522	Syag.g_01047
OG0000770	Prbd.g_00524	Syag.g_01043
OG0000771	Prbd.g_01921	Syag.g_00959
OG0000772	Prbd.g_01858	Syag.g_02043
OG0000773	Prbd.g_01810	Syag.g_01168
OG0000774	Prbd.g_01808	Syag.g_01182
OG0000775	Prbd.g_01806	Syag.g_01185
OG0000776	Prbd.g_01805	Syag.g_01186
OG0000777	Prbd.g_01804	Syag.g_01187
OG0000778	Prbd.g_01803	Syag.g_01188
OG0000779	Prbd.g_01799	Syag.g_01194
OG0000780	Prbd.g_01798	Syag.g_01217
OG0000781	Prbd.g_01795	Syag.g_01221
OG0000782	Prbd.g_01794	Syag.g_01222
OG0000783	Prbd.g_01793	Syag.g_01223
OG0000784	Prbd.g_01792	Syag.g_01224
OG0000785	Prbd.g_01790	Syag.g_01226
OG0000786	Prbd.g_01788	Syag.g_01235
OG0000787	Prbd.g_01787	Syag.g_01236
OG0000788	Prbd.g_01777	Syag.g_00427
OG0000789	Prbd.g_01774	Syag.g_00453
OG0000790	Prbd.g_01759	Syag.g_01542
OG0000791	Prbd.g_01757	Syag.g_01544
OG0000792	Prbd.g_01756	Syag.g_01545
OG0000793	Prbd.g_01753	Syag.g_01550
OG0000794	Prbd.g_01752	Syag.g_01551
OG0000795	Prbd.g_01751	Syag.g_01552
OG0000796	Prbd.g_01747	Syag.g_01556
OG0000797	Prbd.g_01746	Syag.g_01557
OG0000799	Prbd.g_01707	Syag.g_01278
OG0000800	Prbd.g_01706	Syag.g_01280
OG0000801	Prbd.g_01705	Syag.g_01285
OG0000802	Prbd.g_01703	Syag.g_01293
OG0000803	Prbd.g_01701	Syag.g_01321
OG0000804	Prbd.g_01700	Syag.g_01438
OG0000805	Prbd.g_01698	Syag.g_01433
OG0000806	Prbd.g_01696	Syag.g_01429
OG0000807	Prbd.g_01695	Syag.g_01428
OG0000808	Prbd.g_01694	Syag.g_01427
OG0000809	Prbd.g_01691	Syag.g_01423
OG0000810	Prbd.g_01690	Syag.g_01422
OG0000811	Prbd.g_01686	Syag.g_01413
OG0000812	Prbd.g_01684	Syag.g_01411
OG0000813	Prbd.g_01683	Syag.g_01410
OG0000814	Prbd.g_01681	Syag.g_01408
OG0000815	Prbd.g_01680	Syag.g_01407
OG0000816	Prbd.g_01678	Syag.g_01405
OG0000817	Prbd.g_01677	Syag.g_01404
OG0000818	Prbd.g_01672	Syag.g_01400
OG0000819	Prbd.g_01671	Syag.g_01399
OG0000820	Prbd.g_01670	Syag.g_01398
OG0000821	Prbd.g_01666	Syag.g_01388
OG0000822	Prbd.g_01665	Syag.g_01386
OG0000823	Prbd.g_01664	Syag.g_01385
OG0000824	Prbd.g_01661	Syag.g_01379
OG0000825	Prbd.g_01660	Syag.g_01378
OG0000826	Prbd.g_01659	Syag.g_01377
OG0000827	Prbd.g_01658	Syag.g_01376
OG0000828	Prbd.g_01655	Syag.g_01373
OG0000829	Prbd.g_01654	Syag.g_01372
OG0000830	Prbd.g_01653	Syag.g_01371
OG0000831	Prbd.g_01651	Syag.g_01367
OG0000832	Prbd.g_01645	Syag.g_01614
OG0000833	Prbd.g_01637	Syag.g_01628
OG0000834	Prbd.g_01636	Syag.g_01632
OG0000835	Prbd.g_01635	Syag.g_01633
OG0000836	Prbd.g_01634	Syag.g_01637
OG0000837	Prbd.g_01633	Syag.g_01638
OG0000838	Prbd.g_01631	Syag.g_01642
OG0000839	Prbd.g_01630	Syag.g_01643
OG0000840	Prbd.g_01629	Syag.g_01644
OG0000841	Prbd.g_01628	Syag.g_01645
OG0000842	Prbd.g_01627	Syag.g_01646
OG0000843	Prbd.g_01626	Syag.g_01647
OG0000844	Prbd.g_01625	Syag.g_01649
OG0000845	Prbd.g_01624	Syag.g_01650
OG0000846	Prbd.g_01623	Syag.g_01651
OG0000847	Prbd.g_01622	Syag.g_01652
OG0000848	Prbd.g_01621	Syag.g_01654
OG0000849	Prbd.g_01620	Syag.g_01655
OG0000850	Prbd.g_01617	Syag.g_01657
OG0000851	Prbd.g_01616	Syag.g_01663
OG0000852	Prbd.g_01615	Syag.g_01664
OG0000853	Prbd.g_01611	Syag.g_01668
OG0000854	Prbd.g_01609	Syag.g_01670
OG0000855	Prbd.g_01608	Syag.g_01671
OG0000856	Prbd.g_01593	Syag.g_00386
OG0000857	Prbd.g_01566	Syag.g_00684
OG0000858	Prbd.g_01531	Syag.g_01677
OG0000859	Prbd.g_01530	Syag.g_01678
OG0000860	Prbd.g_01523	Syag.g_01689
OG0000861	Prbd.g_01522	Syag.g_01690
OG0000862	Prbd.g_01521	Syag.g_01693
OG0000863	Prbd.g_01519	Syag.g_01695
OG0000864	Prbd.g_01518	Syag.g_01696
OG0000865	Prbd.g_01517	Syag.g_01697
OG0000866	Prbd.g_01516	Syag.g_01698
OG0000867	Prbd.g_01515	Syag.g_01699
OG0000868	Prbd.g_01514	Syag.g_01707
OG0000869	Prbd.g_01510	Syag.g_01711
OG0000870	Prbd.g_01505	Syag.g_01716
OG0000871	Prbd.g_01504	Syag.g_01717
OG0000872	Prbd.g_01503	Syag.g_01723
OG0000873	Prbd.g_01500	Syag.g_01726
OG0000874	Prbd.g_01497	Syag.g_01729
OG0000875	Prbd.g_01496	Syag.g_01731
OG0000876	Prbd.g_01495	Syag.g_01732
OG0000877	Prbd.g_01493	Syag.g_01734
OG0000878	Prbd.g_01492	Syag.g_01735
OG0000879	Prbd.g_01491	Syag.g_02356
OG0000880	Prbd.g_01490	Syag.g_01736
OG0000881	Prbd.g_01486	Syag.g_01741
OG0000882	Prbd.g_01481	Syag.g_01746
OG0000883	Prbd.g_01479	Syag.g_01749
OG0000884	Prbd.g_01477	Syag.g_01751
OG0000885	Prbd.g_01476	Syag.g_01752
OG0000886	Prbd.g_01475	Syag.g_01753
OG0000887	Prbd.g_01474	Syag.g_01754
OG0000888	Prbd.g_01472	Syag.g_01756
OG0000889	Prbd.g_01470	Syag.g_01758
OG0000890	Prbd.g_01469	Syag.g_01761
OG0000891	Prbd.g_01468	Syag.g_01762
OG0000892	Prbd.g_01466	Syag.g_01765
OG0000893	Prbd.g_01463	Syag.g_02688
OG0000894	Prbd.g_01461	Syag.g_02691
OG0000895	Prbd.g_01458	Syag.g_02695
OG0000896	Prbd.g_01457	Syag.g_02696
OG0000897	Prbd.g_01455	Syag.g_02699
OG0000898	Prbd.g_01454	Syag.g_02700
OG0000899	Prbd.g_01453	Syag.g_02701
OG0000900	Prbd.g_01452	Syag.g_02702
OG0000901	Prbd.g_01449	Syag.g_02707
OG0000902	Prbd.g_01447	Syag.g_02709
OG0000903	Prbd.g_01444	Syag.g_02724
OG0000904	Prbd.g_01442	Syag.g_02718
OG0000905	Prbd.g_01437	Syag.g_02714
OG0000906	Prbd.g_01436	Syag.g_02711
OG0000907	Prbd.g_01433	Syag.g_02727
OG0000908	Prbd.g_01430	Syag.g_02730
OG0000909	Prbd.g_01429	Syag.g_02731
OG0000910	Prbd.g_01428	Syag.g_02732
OG0000911	Prbd.g_01426	Syag.g_02734
OG0000912	Prbd.g_01425	Syag.g_02735
OG0000913	Prbd.g_01424	Syag.g_02736
OG0000914	Prbd.g_01423	Syag.g_02737
OG0000915	Prbd.g_01422	Syag.g_02739
OG0000916	Prbd.g_01421	Syag.g_02740
OG0000917	Prbd.g_01420	Syag.g_02741
OG0000918	Prbd.g_01419	Syag.g_02742
OG0000919	Prbd.g_01418	Syag.g_02743
OG0000920	Prbd.g_01417	Syag.g_02744
OG0000921	Prbd.g_01416	Syag.g_02745
OG0000922	Prbd.g_01415	Syag.g_02746
OG0000923	Prbd.g_01411	Syag.g_02750
OG0000924	Prbd.g_01410	Syag.g_02751
OG0000925	Prbd.g_01409	Syag.g_02752
OG0000926	Prbd.g_01408	Syag.g_02753
OG0000927	Prbd.g_01406	Syag.g_02755
OG0000928	Prbd.g_01405	Syag.g_02756
OG0000929	Prbd.g_01404	Syag.g_02757
OG0000930	Prbd.g_01403	Syag.g_02758
OG0000931	Prbd.g_01402	Syag.g_02759
OG0000932	Prbd.g_01401	Syag.g_02760
OG0000933	Prbd.g_01397	Syag.g_02766
OG0000934	Prbd.g_01395	Syag.g_02768
OG0000935	Prbd.g_01394	Syag.g_02769
OG0000936	Prbd.g_01393	Syag.g_02770
OG0000937	Prbd.g_01392	Syag.g_02771
OG0000938	Prbd.g_01390	Syag.g_02774
OG0000939	Prbd.g_01389	Syag.g_02775
OG0000940	Prbd.g_01382	Syag.g_02783
OG0000941	Prbd.g_01380	Syag.g_02785
OG0000942	Prbd.g_01378	Syag.g_02787
OG0000943	Prbd.g_01377	Syag.g_02788
OG0000944	Prbd.g_01376	Syag.g_02790
OG0000945	Prbd.g_01375	Syag.g_02792
OG0000946	Prbd.g_01371	Syag.g_02797
OG0000947	Prbd.g_01369	Syag.g_02801
OG0000948	Prbd.g_01368	Syag.g_02802
OG0000949	Prbd.g_01365	Syag.g_02449
OG0000950	Prbd.g_01360	Syag.g_02436
OG0000951	Prbd.g_01356	Syag.g_02431
OG0000952	Prbd.g_01352	Syag.g_02423
OG0000953	Prbd.g_01349	Syag.g_02415
OG0000954	Prbd.g_01345	Syag.g_02409
OG0000955	Prbd.g_01344	Syag.g_02408
OG0000956	Prbd.g_01342	Syag.g_02406
OG0000957	Prbd.g_01337	Syag.g_02395
OG0000958	Prbd.g_01336	Syag.g_02394
OG0000959	Prbd.g_01332	Syag.g_02389
OG0000960	Prbd.g_01331	Syag.g_02388
OG0000961	Prbd.g_01329	Syag.g_02379
OG0000962	Prbd.g_01327	Syag.g_02377
OG0000963	Prbd.g_01323	Syag.g_02372
OG0000964	Prbd.g_01321	Syag.g_02371
OG0000965	Prbd.g_01320	Syag.g_02370
OG0000966	Prbd.g_01312	Syag.g_02362
OG0000967	Prbd.g_01308	Syag.g_02358
OG0000968	Prbd.g_01306	Syag.g_02355
OG0000969	Prbd.g_01305	Syag.g_02354
OG0000970	Prbd.g_01304	Syag.g_02353
OG0000971	Prbd.g_01303	Syag.g_02348
OG0000972	Prbd.g_01302	Syag.g_02347
OG0000973	Prbd.g_01301	Syag.g_02346
OG0000974	Prbd.g_01300	Syag.g_02345
OG0000975	Prbd.g_01299	Syag.g_02344
OG0000976	Prbd.g_01298	Syag.g_02343
OG0000977	Prbd.g_01297	Syag.g_02340
OG0000978	Prbd.g_01296	Syag.g_02338
OG0000979	Prbd.g_01293	Syag.g_02335
OG0000980	Prbd.g_01291	Syag.g_02332
OG0000981	Prbd.g_01289	Syag.g_02329
OG0000982	Prbd.g_01287	Syag.g_02127
OG0000983	Prbd.g_01286	Syag.g_02128
OG0000984	Prbd.g_01285	Syag.g_02129
OG0000985	Prbd.g_01282	Syag.g_02133
OG0000986	Prbd.g_01280	Syag.g_02138
OG0000987	Prbd.g_01279	Syag.g_02140
OG0000988	Prbd.g_01276	Syag.g_02145
OG0000989	Prbd.g_01273	Syag.g_02156
OG0000990	Prbd.g_01270	Syag.g_02169
OG0000991	Prbd.g_01269	Syag.g_02174
OG0000992	Prbd.g_01267	Syag.g_02177
OG0000993	Prbd.g_01266	Syag.g_02178
OG0000994	Prbd.g_01265	Syag.g_02181
OG0000995	Prbd.g_01261	Syag.g_02187
OG0000996	Prbd.g_01260	Syag.g_02229
OG0000997	Prbd.g_01259	Syag.g_02239
OG0000998	Prbd.g_01257	Syag.g_02241
OG0000999	Prbd.g_01256	Syag.g_02242
OG0001000	Prbd.g_01253	Syag.g_02246
OG0001001	Prbd.g_01251	Syag.g_02251
OG0001002	Prbd.g_01247	Syag.g_02258
OG0001003	Prbd.g_01245	Syag.g_02260
OG0001004	Prbd.g_01244	Syag.g_02261
OG0001005	Prbd.g_01243	Syag.g_02263
OG0001006	Prbd.g_01239	Syag.g_02270
OG0001007	Prbd.g_01237	Syag.g_02272
OG0001008	Prbd.g_00805	Syag.g_00034
OG0001009	Prbd.g_01210	Syag.g_02304
OG0001010	Prbd.g_01209	Syag.g_02305
OG0001011	Prbd.g_01208	Syag.g_02307
OG0001012	Prbd.g_01195	Syag.g_02123
OG0001013	Prbd.g_01189	Syag.g_02098
OG0001014	Prbd.g_01186	Syag.g_02084
OG0001015	Prbd.g_01185	Syag.g_02083
OG0001016	Prbd.g_01171	Syag.g_01824
OG0001017	Prbd.g_01167	Syag.g_01830
OG0001018	Prbd.g_01164	Syag.g_01832
OG0001019	Prbd.g_01155	Syag.g_01854
OG0001020	Prbd.g_01154	Syag.g_01861
OG0001021	Prbd.g_01153	Syag.g_01865
OG0001022	Prbd.g_01150	Syag.g_01870
OG0001023	Prbd.g_01149	Syag.g_01871
OG0001024	Prbd.g_01146	Syag.g_01875
OG0001025	Prbd.g_01140	Syag.g_01882
OG0001026	Prbd.g_01133	Syag.g_01894
OG0001027	Prbd.g_01132	Syag.g_01902
OG0001028	Prbd.g_01130	Syag.g_01904
OG0001029	Prbd.g_01128	Syag.g_01906
OG0001030	Prbd.g_01113	Syag.g_01927
OG0001031	Prbd.g_01054	Syag.g_02000
OG0001032	Prbd.g_01053	Syag.g_02005
OG0001033	Prbd.g_01032	Syag.g_02048
OG0001034	Prbd.g_01003	Syag.g_01784
OG0001035	Prbd.g_00985	Syag.g_02635
OG0001036	Prbd.g_00980	Syag.g_02630
OG0001037	Prbd.g_00979	Syag.g_02628
OG0001038	Prbd.g_00961	Syag.g_02600
OG0001039	Prbd.g_00958	Syag.g_02597
OG0001040	Prbd.g_00956	Syag.g_02594
OG0001041	Prbd.g_00952	Syag.g_02589
OG0001042	Prbd.g_00935	Syag.g_02564
OG0001043	Prbd.g_00934	Syag.g_02560
OG0001044	Prbd.g_00906	Syag.g_02842
OG0001045	Prbd.g_00897	Syag.g_02856
OG0001046	Prbd.g_00859	Syag.g_00836
OG0001047	Prbd.g_00803	Syag.g_00036
OG0001048	Prbd.g_00802	Syag.g_00037
OG0001049	Prbd.g_00800	Syag.g_00040
OG0001050	Prbd.g_00799	Syag.g_00041
OG0001051	Prbd.g_00798	Syag.g_00042
OG0001052	Prbd.g_00771	Syag.g_01352
OG0001053	Prbd.g_00759	Syag.g_01525
OG0001054	Prbd.g_00744	Syag.g_01506
OG0001055	Prbd.g_00725	Syag.g_01485
OG0001056	Prbd.g_00706	Syag.g_01449
OG0001057	Prbd.g_00701	Syag.g_01241
OG0001058	Prbd.g_00693	Syag.g_00271
OG0001059	Prbd.g_00689	Syag.g_00275
OG0001060	Prbd.g_00682	Syag.g_00282
OG0001061	Prbd.g_00669	Syag.g_00302
OG0001062	Prbd.g_00667	Syag.g_00304
OG0001063	Prbd.g_00665	Syag.g_00310
OG0001064	Prbd.g_00664	Syag.g_00311
OG0001065	Prbd.g_00663	Syag.g_00312
OG0001066	Prbd.g_00662	Syag.g_00313
OG0001067	Prbd.g_00661	Syag.g_00314
OG0001068	Prbd.g_00660	Syag.g_00315
OG0001069	Prbd.g_00659	Syag.g_00317
OG0001070	Prbd.g_00656	Syag.g_00321
OG0001071	Prbd.g_00655	Syag.g_00322
OG0001072	Prbd.g_00654	Syag.g_00327
OG0001073	Prbd.g_00640	Syag.g_00342
OG0001074	Prbd.g_00629	Syag.g_00467
OG0001075	Prbd.g_00628	Syag.g_00362
OG0001076	Prbd.g_00620	Syag.g_00378
OG0001077	Prbd.g_00616	Syag.g_00388
OG0001078	Prbd.g_00608	Syag.g_00411
OG0001079	Prbd.g_00597	Syag.g_00428
OG0001080	Prbd.g_00591	Syag.g_00495
OG0001081	Prbd.g_00589	Syag.g_00551
OG0001082	Prbd.g_00588	Syag.g_00552
OG0001083	Prbd.g_00583	Syag.g_00565
OG0001084	Prbd.g_00582	Syag.g_00569
OG0001085	Prbd.g_00574	Syag.g_00592
OG0001086	Prbd.g_00573	Syag.g_00594
OG0001087	Prbd.g_00556	Syag.g_01018
OG0001088	Prbd.g_00555	Syag.g_01016
OG0001089	Prbd.g_00547	Syag.g_00986
OG0001090	Prbd.g_00008	Syag.g_00922
OG0001091	Prbd.g_00010	Syag.g_00919
OG0001092	Prbd.g_00011	Syag.g_00917
OG0001093	Prbd.g_00016	Syag.g_00910
OG0001094	Prbd.g_00096	Syag.g_00661
OG0001095	Prbd.g_00115	Syag.g_00681
OG0001096	Prbd.g_00128	Syag.g_00703
OG0001097	Prbd.g_00147	Syag.g_00729
OG0001098	Prbd.g_00162	Syag.g_00744
OG0001099	Prbd.g_00194	Syag.g_01905
OG0001101	Prbd.g_00200	Syag.g_00603
OG0001102	Prbd.g_00203	Syag.g_00606
OG0001103	Prbd.g_00205	Syag.g_00608
OG0001104	Prbd.g_00227	Syag.g_00642
OG0001105	Prbd.g_00231	Syag.g_00646
OG0001106	Prbd.g_00255	Syag.g_00796
OG0001107	Prbd.g_00262	Syag.g_00808
OG0001108	Prbd.g_00266	Syag.g_00817
OG0001109	Prbd.g_00267	Syag.g_00819
OG0001110	Prbd.g_00269	Syag.g_00821
OG0001111	Prbd.g_00270	Syag.g_00823
OG0001112	Prbd.g_00271	Syag.g_00825
OG0001113	Prbd.g_00272	Syag.g_00826
OG0001114	Prbd.g_00273	Syag.g_00827
OG0001115	Prbd.g_00275	Syag.g_00831
OG0001116	Prbd.g_00276	Syag.g_00833
OG0001117	Prbd.g_00277	Syag.g_00834
OG0001118	Prbd.g_00278	Syag.g_00835
OG0001119	Prbd.g_00279	Syag.g_00837
OG0001120	Prbd.g_00281	Syag.g_00841
OG0001121	Prbd.g_00425, Prbd.g_00284	Syag.g_01584
OG0001122	Prbd.g_00312	Syag.g_00867
OG0001123	Prbd.g_00316	Syag.g_00875
OG0001124	Prbd.g_00318	Syag.g_00877
OG0001125	Prbd.g_00319	Syag.g_00879
OG0001126	Prbd.g_00329	Syag.g_00957
OG0001127	Prbd.g_00330	Syag.g_00958
OG0001128	Prbd.g_00332	Syag.g_00961
OG0001129	Prbd.g_00333	Syag.g_00963
OG0001130	Prbd.g_00334	Syag.g_00964
OG0001131	Prbd.g_00370	Syag.g_00624
