Orthogroup	Prbd	Prbf
OG0000541	Prbd.g_00739	Prbf.g_01787
OG0000542	Prbd.g_00737	Prbf.g_01788
OG0000543	Prbd.g_00735	Prbf.g_01790
OG0000544	Prbd.g_00734	Prbf.g_01791
OG0000545	Prbd.g_00732	Prbf.g_01793
OG0000546	Prbd.g_00729	Prbf.g_01796
OG0000547	Prbd.g_00727	Prbf.g_01798
OG0000548	Prbd.g_00726	Prbf.g_01799
OG0000549	Prbd.g_00724	Prbf.g_01801
OG0000550	Prbd.g_00719	Prbf.g_01805
OG0000551	Prbd.g_00715	Prbf.g_01808
OG0000552	Prbd.g_00714	Prbf.g_01809
OG0000553	Prbd.g_00713	Prbf.g_01810
OG0000554	Prbd.g_00708	Prbf.g_01815
OG0000555	Prbd.g_00700	Prbf.g_01823
OG0000556	Prbd.g_00698	Prbf.g_01825
OG0000557	Prbd.g_00697	Prbf.g_01826
OG0000558	Prbd.g_00695	Prbf.g_01828
OG0000559	Prbd.g_00691	Prbf.g_01832
OG0000560	Prbd.g_00688	Prbf.g_01835
OG0000561	Prbd.g_00687	Prbf.g_01836
OG0000562	Prbd.g_00686	Prbf.g_01837
OG0000563	Prbd.g_00685	Prbf.g_01838
OG0000564	Prbd.g_00684	Prbf.g_01839
OG0000565	Prbd.g_00681	Prbf.g_01841
OG0000566	Prbd.g_00679	Prbf.g_01845
OG0000567	Prbd.g_00675	Prbf.g_01849
OG0000568	Prbd.g_00674	Prbf.g_01850
OG0000569	Prbd.g_00673	Prbf.g_01851
OG0000570	Prbd.g_00672	Prbf.g_01852
OG0000571	Prbd.g_00670	Prbf.g_01854
OG0000572	Prbd.g_00657	Prbf.g_01868
OG0000573	Prbd.g_00652	Prbf.g_01874
OG0000574	Prbd.g_00651	Prbf.g_01875
OG0000575	Prbd.g_00647	Prbf.g_01879
OG0000576	Prbd.g_00645	Prbf.g_01881
OG0000577	Prbd.g_00644	Prbf.g_01882
OG0000578	Prbd.g_00643	Prbf.g_01883
OG0000579	Prbd.g_00642	Prbf.g_01884
OG0000580	Prbd.g_00641	Prbf.g_01885
OG0000581	Prbd.g_00639	Prbf.g_01888
OG0000582	Prbd.g_00636	Prbf.g_01891
OG0000583	Prbd.g_00635	Prbf.g_01892
OG0000584	Prbd.g_00634	Prbf.g_01893
OG0000585	Prbd.g_00632	Prbf.g_01895
OG0000586	Prbd.g_00631	Prbf.g_01896
OG0000587	Prbd.g_00630	Prbf.g_01897
OG0000588	Prbd.g_00626	Prbf.g_01901
OG0000589	Prbd.g_00623	Prbf.g_01903
OG0000590	Prbd.g_00622	Prbf.g_01904
OG0000591	Prbd.g_00619	Prbf.g_01908
OG0000592	Prbd.g_00618	Prbf.g_01909
OG0000593	Prbd.g_00612	Prbf.g_00979
OG0000594	Prbd.g_00611	Prbf.g_00980
OG0000595	Prbd.g_00610	Prbf.g_00981
OG0000596	Prbd.g_00606	Prbf.g_00985
OG0000597	Prbd.g_00604	Prbf.g_00988
OG0000598	Prbd.g_00603	Prbf.g_00989
OG0000599	Prbd.g_00600	Prbf.g_00992
OG0000600	Prbd.g_00599	Prbf.g_00993
OG0000601	Prbd.g_00598	Prbf.g_00994
OG0000602	Prbd.g_00596	Prbf.g_00996
OG0000603	Prbd.g_00595	Prbf.g_00997
OG0000604	Prbd.g_00594	Prbf.g_00998
OG0000605	Prbd.g_00593	Prbf.g_00999
OG0000606	Prbd.g_00590	Prbf.g_01002
OG0000607	Prbd.g_00587	Prbf.g_01005
OG0000608	Prbd.g_00586	Prbf.g_01006
OG0000609	Prbd.g_00585	Prbf.g_01007
OG0000610	Prbd.g_00580	Prbf.g_01013
OG0000611	Prbd.g_00577	Prbf.g_01016
OG0000612	Prbd.g_00576	Prbf.g_01017
OG0000613	Prbd.g_00571	Prbf.g_01290
OG0000614	Prbd.g_00552	Prbf.g_01269
OG0000615	Prbd.g_00544	Prbf.g_01258
OG0000616	Prbd.g_00540	Prbf.g_00404
OG0000617	Prbd.g_00013	Prbf.g_01033
OG0000618	Prbd.g_00014	Prbf.g_01034
OG0000619	Prbd.g_00015	Prbf.g_01035
OG0000620	Prbd.g_00018	Prbf.g_01038
OG0000621	Prbd.g_00019	Prbf.g_01039
OG0000622	Prbd.g_00020	Prbf.g_01040
OG0000623	Prbd.g_00021	Prbf.g_01041
OG0000624	Prbd.g_00022	Prbf.g_01043
OG0000625	Prbd.g_00023	Prbf.g_01044
OG0000626	Prbd.g_00024	Prbf.g_01045
OG0000627	Prbd.g_00025	Prbf.g_01046
OG0000628	Prbd.g_00026	Prbf.g_01047
OG0000629	Prbd.g_00027	Prbf.g_01048
OG0000630	Prbd.g_00030	Prbf.g_01051
OG0000631	Prbd.g_00093	Prbf.g_01144
OG0000632	Prbd.g_00094	Prbf.g_01143
OG0000633	Prbd.g_00095	Prbf.g_01142
OG0000634	Prbd.g_00098	Prbf.g_01249
OG0000635	Prbd.g_00099	Prbf.g_01248
OG0000636	Prbd.g_00101	Prbf.g_01246
OG0000637	Prbd.g_00103	Prbf.g_01244
OG0000638	Prbd.g_00104	Prbf.g_01243
OG0000639	Prbd.g_00105	Prbf.g_01242
OG0000640	Prbd.g_00106	Prbf.g_01241
OG0000641	Prbd.g_00110	Prbf.g_01237
OG0000642	Prbd.g_00111	Prbf.g_01236
OG0000643	Prbd.g_00112	Prbf.g_01235
OG0000644	Prbd.g_00113	Prbf.g_01234
OG0000645	Prbd.g_00114	Prbf.g_01233
OG0000646	Prbd.g_00116	Prbf.g_01231
OG0000647	Prbd.g_00117	Prbf.g_01229
OG0000648	Prbd.g_00119	Prbf.g_01227
OG0000649	Prbd.g_00120	Prbf.g_01226
OG0000650	Prbd.g_00121	Prbf.g_01225
OG0000651	Prbd.g_00122	Prbf.g_01224
OG0000652	Prbd.g_00123	Prbf.g_01223
OG0000653	Prbd.g_00125	Prbf.g_01221
OG0000654	Prbd.g_00126	Prbf.g_01220
OG0000655	Prbd.g_00127	Prbf.g_01219
OG0000656	Prbd.g_00130	Prbf.g_01216
OG0000657	Prbd.g_00138	Prbf.g_01208
OG0000658	Prbd.g_00139	Prbf.g_01206
OG0000659	Prbd.g_00140	Prbf.g_01205
OG0000660	Prbd.g_00144	Prbf.g_01201
OG0000661	Prbd.g_00146	Prbf.g_01199
OG0000662	Prbd.g_00148	Prbf.g_01197
OG0000663	Prbd.g_00150	Prbf.g_01195
OG0000664	Prbd.g_00151	Prbf.g_01194
OG0000665	Prbd.g_00155	Prbf.g_01188
OG0000666	Prbd.g_00156	Prbf.g_01187
OG0000667	Prbd.g_00160	Prbf.g_01183
OG0000668	Prbd.g_00190	Prbf.g_00838
OG0000669	Prbd.g_00197	Prbf.g_01331
OG0000670	Prbd.g_00199	Prbf.g_01328
OG0000671	Prbd.g_00201	Prbf.g_01325
OG0000672	Prbd.g_00204	Prbf.g_01322
OG0000673	Prbd.g_00207	Prbf.g_01319
OG0000674	Prbd.g_00209	Prbf.g_01317
OG0000675	Prbd.g_00210	Prbf.g_01316
OG0000676	Prbd.g_00212	Prbf.g_01314
OG0000677	Prbd.g_00213	Prbf.g_01313
OG0000678	Prbd.g_00215	Prbf.g_01311
OG0000679	Prbd.g_00219	Prbf.g_01307
OG0000680	Prbd.g_00220	Prbf.g_01306
OG0000681	Prbd.g_00222	Prbf.g_01303
OG0000682	Prbd.g_00223	Prbf.g_01302
OG0000683	Prbd.g_00224	Prbf.g_01301
OG0000684	Prbd.g_00226	Prbf.g_01299
OG0000685	Prbd.g_00228	Prbf.g_01297
OG0000686	Prbd.g_00229	Prbf.g_01296
OG0000687	Prbd.g_00230	Prbf.g_01295
OG0000688	Prbd.g_00233	Prbf.g_01021
OG0000689	Prbd.g_00234	Prbf.g_01022
OG0000690	Prbd.g_00235	Prbf.g_01023
OG0000691	Prbd.g_00236	Prbf.g_01024
OG0000692	Prbd.g_00238	Prbf.g_01026
OG0000693	Prbd.g_00239	Prbf.g_01027
OG0000694	Prbd.g_00240	Prbf.g_01028
OG0000695	Prbd.g_00242	Prbf.g_01140
OG0000696	Prbd.g_00243	Prbf.g_01139
OG0000697	Prbd.g_00244	Prbf.g_01138
OG0000698	Prbd.g_00247	Prbf.g_01135
OG0000699	Prbd.g_00248	Prbf.g_01134
OG0000700	Prbd.g_00249	Prbf.g_01133
OG0000701	Prbd.g_00250	Prbf.g_01132
OG0000702	Prbd.g_00252	Prbf.g_01130
OG0000703	Prbd.g_00253	Prbf.g_01129
OG0000704	Prbd.g_00254	Prbf.g_01127
OG0000705	Prbd.g_00258	Prbf.g_01124
OG0000706	Prbd.g_00259	Prbf.g_01123
OG0000707	Prbd.g_00260	Prbf.g_01122
OG0000708	Prbd.g_00261	Prbf.g_01120
OG0000709	Prbd.g_00265	Prbf.g_01116
OG0000710	Prbd.g_00268	Prbf.g_01113
OG0000711	Prbd.g_00285	Prbf.g_01095
OG0000712	Prbd.g_00287	Prbf.g_01094
OG0000713	Prbd.g_00288	Prbf.g_01093
OG0000714	Prbd.g_00289	Prbf.g_01092
OG0000715	Prbd.g_00291	Prbf.g_01090
OG0000716	Prbd.g_00293	Prbf.g_01088
OG0000717	Prbd.g_00294	Prbf.g_01087
OG0000718	Prbd.g_00309	Prbf.g_01083
OG0000719	Prbd.g_00311	Prbf.g_01081
OG0000720	Prbd.g_00320	Prbf.g_01069
OG0000721	Prbd.g_00322	Prbf.g_01065
OG0000722	Prbd.g_00323	Prbf.g_01064
OG0000723	Prbd.g_00326	Prbf.g_01060
OG0000724	Prbd.g_00335	Prbf.g_01165
OG0000725	Prbd.g_00341	Prbf.g_01171
OG0000726	Prbd.g_00342	Prbf.g_01172
OG0000727	Prbd.g_00343	Prbf.g_01173
OG0000728	Prbd.g_00345	Prbf.g_01175
OG0000729	Prbd.g_00391	Prbf.g_00048
OG0000730	Prbd.g_00395	Prbf.g_00876
OG0000731	Prbd.g_00399	Prbf.g_01684
OG0000732	Prbd.g_00408	Prbf.g_00453
OG0000733	Prbd.g_00428	Prbf.g_00787
OG0000734	Prbd.g_00453	Prbf.g_00902
OG0000735	Prbd.g_00455	Prbf.g_00904
OG0000736	Prbd.g_00456	Prbf.g_00905
OG0000737	Prbd.g_00457	Prbf.g_00906
OG0000738	Prbd.g_00461	Prbf.g_00910
OG0000739	Prbd.g_00462	Prbf.g_00911
OG0000740	Prbd.g_00463	Prbf.g_00912
OG0000741	Prbd.g_00464	Prbf.g_00914
OG0000742	Prbd.g_00467	Prbf.g_00917
OG0000743	Prbd.g_00469	Prbf.g_00919
OG0000744	Prbd.g_00470	Prbf.g_00920
OG0000745	Prbd.g_00471	Prbf.g_00921
OG0000746	Prbd.g_00473	Prbf.g_00923
OG0000747	Prbd.g_00474	Prbf.g_00924
OG0000748	Prbd.g_00477	Prbf.g_00928
OG0000749	Prbd.g_00478	Prbf.g_00929
OG0000750	Prbd.g_00479	Prbf.g_00930
OG0000751	Prbd.g_00481	Prbf.g_00933
OG0000752	Prbd.g_00483	Prbf.g_00935
OG0000753	Prbd.g_00486	Prbf.g_00937
OG0000754	Prbd.g_00489	Prbf.g_00940
OG0000755	Prbd.g_00492	Prbf.g_00946
OG0000756	Prbd.g_00493	Prbf.g_00947
OG0000757	Prbd.g_00499	Prbf.g_00954
OG0000758	Prbd.g_00500	Prbf.g_00955
OG0000759	Prbd.g_00501	Prbf.g_00956
OG0000760	Prbd.g_00502	Prbf.g_00957
OG0000761	Prbd.g_00503	Prbf.g_00958
OG0000762	Prbd.g_00504	Prbf.g_00959
OG0000763	Prbd.g_00506	Prbf.g_00961
OG0000764	Prbd.g_00507	Prbf.g_00962
OG0000765	Prbd.g_00516	Prbf.g_00970
OG0000766	Prbd.g_00517	Prbf.g_00971
OG0000767	Prbd.g_00519	Prbf.g_00973
OG0000768	Prbd.g_00520	Prbf.g_00974
OG0000769	Prbd.g_00522	Prbf.g_00976
OG0000770	Prbd.g_00524	Prbf.g_01914
OG0000771	Prbd.g_01921	Prbf.g_00253
OG0000772	Prbd.g_01858	Prbf.g_00767
OG0000773	Prbd.g_01810	Prbf.g_00035
OG0000774	Prbd.g_01808	Prbf.g_00033
OG0000775	Prbd.g_01806	Prbf.g_00031
OG0000776	Prbd.g_01805	Prbf.g_00030
OG0000777	Prbd.g_01804	Prbf.g_00029
OG0000778	Prbd.g_01803	Prbf.g_00028
OG0000779	Prbd.g_01799	Prbf.g_00024
OG0000780	Prbd.g_01798	Prbf.g_00023
OG0000781	Prbd.g_01795	Prbf.g_00019
OG0000782	Prbd.g_01794	Prbf.g_00018
OG0000783	Prbd.g_01793	Prbf.g_00017
OG0000784	Prbd.g_01792	Prbf.g_00016
OG0000785	Prbd.g_01790	Prbf.g_00014
OG0000786	Prbd.g_01788	Prbf.g_00011
OG0000787	Prbd.g_01787	Prbf.g_00010
OG0000788	Prbd.g_01777	Prbf.g_01782
OG0000789	Prbd.g_01774	Prbf.g_00256
OG0000790	Prbd.g_01759	Prbf.g_00100
OG0000791	Prbd.g_01757	Prbf.g_00102
OG0000792	Prbd.g_01756	Prbf.g_00103
OG0000793	Prbd.g_01753	Prbf.g_00106
OG0000794	Prbd.g_01752	Prbf.g_00107
OG0000795	Prbd.g_01751	Prbf.g_00108
OG0000796	Prbd.g_01747	Prbf.g_00112
OG0000797	Prbd.g_01746	Prbf.g_00113
OG0000799	Prbd.g_01707	Prbf.g_00140
OG0000800	Prbd.g_01706	Prbf.g_00141
OG0000801	Prbd.g_01705	Prbf.g_00142
OG0000802	Prbd.g_01703	Prbf.g_00144
OG0000803	Prbd.g_01701	Prbf.g_00146
OG0000804	Prbd.g_01700	Prbf.g_00147
OG0000805	Prbd.g_01698	Prbf.g_00149
OG0000806	Prbd.g_01696	Prbf.g_00151
OG0000807	Prbd.g_01695	Prbf.g_00152
OG0000808	Prbd.g_01694	Prbf.g_00153
OG0000809	Prbd.g_01691	Prbf.g_00155
OG0000810	Prbd.g_01690	Prbf.g_00156
OG0000811	Prbd.g_01686	Prbf.g_00160
OG0000812	Prbd.g_01684	Prbf.g_00162
OG0000813	Prbd.g_01683	Prbf.g_00163
OG0000814	Prbd.g_01681	Prbf.g_00165
OG0000815	Prbd.g_01680	Prbf.g_00166
OG0000816	Prbd.g_01678	Prbf.g_00168
OG0000817	Prbd.g_01677	Prbf.g_00169
OG0000818	Prbd.g_01672	Prbf.g_00174
OG0000819	Prbd.g_01671	Prbf.g_00175
OG0000820	Prbd.g_01670	Prbf.g_00176
OG0000821	Prbd.g_01666	Prbf.g_00180
OG0000822	Prbd.g_01665	Prbf.g_00181
OG0000823	Prbd.g_01664	Prbf.g_00182
OG0000824	Prbd.g_01661	Prbf.g_00185
OG0000825	Prbd.g_01660	Prbf.g_00186
OG0000826	Prbd.g_01659	Prbf.g_00187
OG0000827	Prbd.g_01658	Prbf.g_00188
OG0000828	Prbd.g_01655	Prbf.g_00191
OG0000829	Prbd.g_01654	Prbf.g_00192
OG0000830	Prbd.g_01653	Prbf.g_00193
OG0000831	Prbd.g_01651	Prbf.g_00195
OG0000832	Prbd.g_01645	Prbf.g_00205
OG0000833	Prbd.g_01637	Prbf.g_00214
OG0000834	Prbd.g_01636	Prbf.g_00215
OG0000835	Prbd.g_01635	Prbf.g_00216
OG0000836	Prbd.g_01634	Prbf.g_00217
OG0000837	Prbd.g_01633	Prbf.g_00218
OG0000838	Prbd.g_01631	Prbf.g_00220
OG0000839	Prbd.g_01630	Prbf.g_00221
OG0000840	Prbd.g_01629	Prbf.g_00222
OG0000841	Prbd.g_01628	Prbf.g_00223
OG0000842	Prbd.g_01627	Prbf.g_00224
OG0000843	Prbd.g_01626	Prbf.g_00225
OG0000844	Prbd.g_01625	Prbf.g_00226
OG0000845	Prbd.g_01624	Prbf.g_00227
OG0000846	Prbd.g_01623	Prbf.g_00228
OG0000847	Prbd.g_01622	Prbf.g_00229
OG0000848	Prbd.g_01621	Prbf.g_00230
OG0000849	Prbd.g_01620	Prbf.g_00231
OG0000850	Prbd.g_01617	Prbf.g_00233
OG0000851	Prbd.g_01616	Prbf.g_00234
OG0000852	Prbd.g_01615	Prbf.g_00235
OG0000853	Prbd.g_01611	Prbf.g_00241
OG0000854	Prbd.g_01609	Prbf.g_00243
OG0000855	Prbd.g_01608	Prbf.g_00244
OG0000856	Prbd.g_01593	Prbf.g_01911
OG0000857	Prbd.g_01566	Prbf.g_01230
OG0000858	Prbd.g_01531	Prbf.g_00700
OG0000859	Prbd.g_01530	Prbf.g_00699
OG0000860	Prbd.g_01523	Prbf.g_00691
OG0000861	Prbd.g_01522	Prbf.g_00690
OG0000862	Prbd.g_01521	Prbf.g_00689
OG0000863	Prbd.g_01519	Prbf.g_00687
OG0000864	Prbd.g_01518	Prbf.g_00686
OG0000865	Prbd.g_01517	Prbf.g_00685
OG0000866	Prbd.g_01516	Prbf.g_00684
OG0000867	Prbd.g_01515	Prbf.g_00683
OG0000868	Prbd.g_01514	Prbf.g_00681
OG0000869	Prbd.g_01510	Prbf.g_00678
OG0000870	Prbd.g_01505	Prbf.g_00673
OG0000871	Prbd.g_01504	Prbf.g_00672
OG0000872	Prbd.g_01503	Prbf.g_00671
OG0000873	Prbd.g_01500	Prbf.g_00668
OG0000874	Prbd.g_01497	Prbf.g_00665
OG0000875	Prbd.g_01496	Prbf.g_00664
OG0000876	Prbd.g_01495	Prbf.g_00663
OG0000877	Prbd.g_01493	Prbf.g_00661
OG0000878	Prbd.g_01492	Prbf.g_00660
OG0000879	Prbd.g_01491	Prbf.g_00659
OG0000880	Prbd.g_01490	Prbf.g_00658
OG0000881	Prbd.g_01486	Prbf.g_00654
OG0000882	Prbd.g_01481	Prbf.g_00649
OG0000883	Prbd.g_01479	Prbf.g_00647
OG0000884	Prbd.g_01477	Prbf.g_00645
OG0000885	Prbd.g_01476	Prbf.g_00644
OG0000886	Prbd.g_01475	Prbf.g_00643
OG0000887	Prbd.g_01474	Prbf.g_00642
OG0000888	Prbd.g_01472	Prbf.g_00640
OG0000889	Prbd.g_01470	Prbf.g_00638
OG0000890	Prbd.g_01469	Prbf.g_00637
OG0000891	Prbd.g_01468	Prbf.g_00636
OG0000892	Prbd.g_01466	Prbf.g_00634
OG0000893	Prbd.g_01463	Prbf.g_00630
OG0000894	Prbd.g_01461	Prbf.g_00627
OG0000895	Prbd.g_01458	Prbf.g_00623
OG0000896	Prbd.g_01457	Prbf.g_00622
OG0000897	Prbd.g_01455	Prbf.g_00620
OG0000898	Prbd.g_01454	Prbf.g_00619
OG0000899	Prbd.g_01453	Prbf.g_00618
OG0000900	Prbd.g_01452	Prbf.g_00617
OG0000901	Prbd.g_01449	Prbf.g_00614
OG0000902	Prbd.g_01447	Prbf.g_00612
OG0000903	Prbd.g_01444	Prbf.g_00608
OG0000904	Prbd.g_01442	Prbf.g_00604
OG0000905	Prbd.g_01437	Prbf.g_00610
OG0000906	Prbd.g_01436	Prbf.g_00611
OG0000907	Prbd.g_01433	Prbf.g_00601
OG0000908	Prbd.g_01430	Prbf.g_00598
OG0000909	Prbd.g_01429	Prbf.g_00597
OG0000910	Prbd.g_01428	Prbf.g_00596
OG0000911	Prbd.g_01426	Prbf.g_00594
OG0000912	Prbd.g_01425	Prbf.g_00593
OG0000913	Prbd.g_01424	Prbf.g_00592
OG0000914	Prbd.g_01423	Prbf.g_00591
OG0000915	Prbd.g_01422	Prbf.g_00590
OG0000916	Prbd.g_01421	Prbf.g_00589
OG0000917	Prbd.g_01420	Prbf.g_00588
OG0000918	Prbd.g_01419	Prbf.g_00587
OG0000919	Prbd.g_01418	Prbf.g_00586
OG0000920	Prbd.g_01417	Prbf.g_00585
OG0000921	Prbd.g_01416	Prbf.g_00584
OG0000922	Prbd.g_01415	Prbf.g_00583
OG0000923	Prbd.g_01411	Prbf.g_00579
OG0000924	Prbd.g_01410	Prbf.g_00578
OG0000925	Prbd.g_01409	Prbf.g_00577
OG0000926	Prbd.g_01408	Prbf.g_00576
OG0000927	Prbd.g_01406	Prbf.g_00574
OG0000928	Prbd.g_01405	Prbf.g_00573
OG0000929	Prbd.g_01404	Prbf.g_00572
OG0000930	Prbd.g_01403	Prbf.g_00571
OG0000931	Prbd.g_01402	Prbf.g_00570
OG0000932	Prbd.g_01401	Prbf.g_00569
OG0000933	Prbd.g_01397	Prbf.g_00565
OG0000934	Prbd.g_01395	Prbf.g_00563
OG0000935	Prbd.g_01394	Prbf.g_00562
OG0000936	Prbd.g_01393	Prbf.g_00561
OG0000937	Prbd.g_01392	Prbf.g_00560
OG0000938	Prbd.g_01390	Prbf.g_00557
OG0000939	Prbd.g_01389	Prbf.g_00556
OG0000940	Prbd.g_01382	Prbf.g_00549
OG0000941	Prbd.g_01380	Prbf.g_00547
OG0000942	Prbd.g_01378	Prbf.g_00545
OG0000943	Prbd.g_01377	Prbf.g_00544
OG0000944	Prbd.g_01376	Prbf.g_00542
OG0000945	Prbd.g_01375	Prbf.g_00541
OG0000946	Prbd.g_01371	Prbf.g_00536
OG0000947	Prbd.g_01369	Prbf.g_00534
OG0000948	Prbd.g_01368	Prbf.g_00533
OG0000949	Prbd.g_01365	Prbf.g_00530
OG0000950	Prbd.g_01360	Prbf.g_00523
OG0000951	Prbd.g_01356	Prbf.g_00519
OG0000952	Prbd.g_01352	Prbf.g_00515
OG0000953	Prbd.g_01349	Prbf.g_00511
OG0000954	Prbd.g_01345	Prbf.g_00507
OG0000955	Prbd.g_01344	Prbf.g_00506
OG0000956	Prbd.g_01342	Prbf.g_00504
OG0000957	Prbd.g_01337	Prbf.g_00498
OG0000958	Prbd.g_01336	Prbf.g_00497
OG0000959	Prbd.g_01332	Prbf.g_00493
OG0000960	Prbd.g_01331	Prbf.g_00492
OG0000961	Prbd.g_01329	Prbf.g_00488
OG0000962	Prbd.g_01327	Prbf.g_00486
OG0000963	Prbd.g_01323	Prbf.g_00482
OG0000964	Prbd.g_01321	Prbf.g_00481
OG0000965	Prbd.g_01320	Prbf.g_00480
OG0000966	Prbd.g_01312	Prbf.g_00474
OG0000967	Prbd.g_01308	Prbf.g_00470
OG0000968	Prbd.g_01306	Prbf.g_00468
OG0000969	Prbd.g_01305	Prbf.g_00467
OG0000970	Prbd.g_01304	Prbf.g_00466
OG0000971	Prbd.g_01303	Prbf.g_00465
OG0000972	Prbd.g_01302	Prbf.g_00464
OG0000973	Prbd.g_01301	Prbf.g_00463
OG0000974	Prbd.g_01300	Prbf.g_00462
OG0000975	Prbd.g_01299	Prbf.g_00461
OG0000976	Prbd.g_01298	Prbf.g_00460
OG0000977	Prbd.g_01297	Prbf.g_00459
OG0000978	Prbd.g_01296	Prbf.g_00458
OG0000979	Prbd.g_01293	Prbf.g_00456
OG0000980	Prbd.g_01291	Prbf.g_00454
OG0000981	Prbd.g_01289	Prbf.g_00451
OG0000982	Prbd.g_01287	Prbf.g_00449
OG0000983	Prbd.g_01286	Prbf.g_00448
OG0000984	Prbd.g_01285	Prbf.g_00447
OG0000985	Prbd.g_01282	Prbf.g_00444
OG0000986	Prbd.g_01280	Prbf.g_00442
OG0000987	Prbd.g_01279	Prbf.g_00441
OG0000988	Prbd.g_01276	Prbf.g_00438
OG0000989	Prbd.g_01273	Prbf.g_00434
OG0000990	Prbd.g_01270	Prbf.g_00430
OG0000991	Prbd.g_01269	Prbf.g_00429
OG0000992	Prbd.g_01267	Prbf.g_00426
OG0000993	Prbd.g_01266	Prbf.g_00425
OG0000994	Prbd.g_01265	Prbf.g_00424
OG0000995	Prbd.g_01261	Prbf.g_00420
OG0000996	Prbd.g_01260	Prbf.g_00419
OG0000997	Prbd.g_01259	Prbf.g_00416
OG0000998	Prbd.g_01257	Prbf.g_00414
OG0000999	Prbd.g_01256	Prbf.g_00413
OG0001000	Prbd.g_01253	Prbf.g_00410
OG0001001	Prbd.g_01251	Prbf.g_00407
OG0001002	Prbd.g_01247	Prbf.g_00402
OG0001003	Prbd.g_01245	Prbf.g_00401
OG0001004	Prbd.g_01244	Prbf.g_00400
OG0001005	Prbd.g_01243	Prbf.g_00399
OG0001006	Prbd.g_01239	Prbf.g_00395
OG0001007	Prbd.g_01237	Prbf.g_00393
OG0001008	Prbd.g_00805	Prbf.g_01721
OG0001009	Prbd.g_01210	Prbf.g_01349
OG0001010	Prbd.g_01209	Prbf.g_01350
OG0001011	Prbd.g_01208	Prbf.g_01352
OG0001012	Prbd.g_01195	Prbf.g_01366
OG0001013	Prbd.g_01189	Prbf.g_01373
OG0001014	Prbd.g_01186	Prbf.g_01376
OG0001015	Prbd.g_01185	Prbf.g_01378
OG0001016	Prbd.g_01171	Prbf.g_01400
OG0001017	Prbd.g_01167	Prbf.g_01404
OG0001018	Prbd.g_01164	Prbf.g_01406
OG0001019	Prbd.g_01155	Prbf.g_01415
OG0001020	Prbd.g_01154	Prbf.g_01416
OG0001021	Prbd.g_01153	Prbf.g_01417
OG0001022	Prbd.g_01150	Prbf.g_01420
OG0001023	Prbd.g_01149	Prbf.g_01421
OG0001024	Prbd.g_01146	Prbf.g_01425
OG0001025	Prbd.g_01140	Prbf.g_01432
OG0001026	Prbd.g_01133	Prbf.g_01441
OG0001027	Prbd.g_01132	Prbf.g_01442
OG0001028	Prbd.g_01130	Prbf.g_01444
OG0001029	Prbd.g_01128	Prbf.g_01445
OG0001030	Prbd.g_01113	Prbf.g_01461
OG0001031	Prbd.g_01054	Prbf.g_01521
OG0001032	Prbd.g_01053	Prbf.g_01522
OG0001033	Prbd.g_01032	Prbf.g_01543
OG0001034	Prbd.g_01003	Prbf.g_01574
OG0001035	Prbd.g_00985	Prbf.g_01594
OG0001036	Prbd.g_00980	Prbf.g_01598
OG0001037	Prbd.g_00979	Prbf.g_01599
OG0001038	Prbd.g_00961	Prbf.g_01618
OG0001039	Prbd.g_00958	Prbf.g_01621
OG0001040	Prbd.g_00956	Prbf.g_01623
OG0001041	Prbd.g_00952	Prbf.g_01628
OG0001042	Prbd.g_00935	Prbf.g_01645
OG0001043	Prbd.g_00934	Prbf.g_01646
OG0001044	Prbd.g_00906	Prbf.g_01677
OG0001045	Prbd.g_00897	Prbf.g_01686
OG0001046	Prbd.g_00859	Prbf.g_00741
OG0001047	Prbd.g_00803	Prbf.g_01723
OG0001048	Prbd.g_00802	Prbf.g_01724
OG0001049	Prbd.g_00800	Prbf.g_01726
OG0001050	Prbd.g_00799	Prbf.g_01727
OG0001051	Prbd.g_00798	Prbf.g_01728
OG0001052	Prbd.g_00771	Prbf.g_01754
OG0001053	Prbd.g_00759	Prbf.g_01766
OG0001054	Prbd.g_00744	Prbf.g_01781
OG0001055	Prbd.g_00725	Prbf.g_01800
OG0001056	Prbd.g_00706	Prbf.g_01817
OG0001057	Prbd.g_00701	Prbf.g_01822
OG0001058	Prbd.g_00693	Prbf.g_01830
OG0001059	Prbd.g_00689	Prbf.g_01834
OG0001060	Prbd.g_00682	Prbf.g_01840
OG0001061	Prbd.g_00669	Prbf.g_01855
OG0001062	Prbd.g_00667	Prbf.g_01857
OG0001063	Prbd.g_00665	Prbf.g_01859
OG0001064	Prbd.g_00664	Prbf.g_01860
OG0001065	Prbd.g_00663	Prbf.g_01861
OG0001066	Prbd.g_00662	Prbf.g_01862
OG0001067	Prbd.g_00661	Prbf.g_01863
OG0001068	Prbd.g_00660	Prbf.g_01864
OG0001069	Prbd.g_00659	Prbf.g_01865
OG0001070	Prbd.g_00656	Prbf.g_01869
OG0001071	Prbd.g_00655	Prbf.g_01870
OG0001072	Prbd.g_00654	Prbf.g_01872
OG0001073	Prbd.g_00640	Prbf.g_01886
OG0001074	Prbd.g_00629	Prbf.g_01898
OG0001075	Prbd.g_00628	Prbf.g_01899
OG0001076	Prbd.g_00620	Prbf.g_01906
OG0001077	Prbd.g_00616	Prbf.g_01912
OG0001078	Prbd.g_00608	Prbf.g_00983
