Orthogroup	Prbd	Prbe
OG0000541	Prbd.g_00739	Prbe.g_00629
OG0000542	Prbd.g_00737	Prbe.g_00628
OG0000543	Prbd.g_00735	Prbe.g_00626
OG0000544	Prbd.g_00734	Prbe.g_00625
OG0000545	Prbd.g_00732	Prbe.g_00623
OG0000546	Prbd.g_00729	Prbe.g_00620
OG0000547	Prbd.g_00727	Prbe.g_00618
OG0000548	Prbd.g_00726	Prbe.g_00617
OG0000549	Prbd.g_00724	Prbe.g_00615
OG0000550	Prbd.g_00719	Prbe.g_00611
OG0000551	Prbd.g_00715	Prbe.g_00608
OG0000552	Prbd.g_00714	Prbe.g_00607
OG0000553	Prbd.g_00713	Prbe.g_00606
OG0000554	Prbd.g_00708	Prbe.g_00601
OG0000555	Prbd.g_00700	Prbe.g_00593
OG0000556	Prbd.g_00698	Prbe.g_00591
OG0000557	Prbd.g_00697	Prbe.g_00590
OG0000558	Prbd.g_00695	Prbe.g_00588
OG0000559	Prbd.g_00691	Prbe.g_00584
OG0000560	Prbd.g_00688	Prbe.g_00581
OG0000561	Prbd.g_00687	Prbe.g_00580
OG0000562	Prbd.g_00686	Prbe.g_00579
OG0000563	Prbd.g_00685	Prbe.g_00578
OG0000564	Prbd.g_00684	Prbe.g_00577
OG0000565	Prbd.g_00681	Prbe.g_00575
OG0000566	Prbd.g_00679	Prbe.g_00571
OG0000567	Prbd.g_00675	Prbe.g_00567
OG0000568	Prbd.g_00674	Prbe.g_00566
OG0000569	Prbd.g_00673	Prbe.g_00565
OG0000570	Prbd.g_00672	Prbe.g_00564
OG0000571	Prbd.g_00670	Prbe.g_00562
OG0000572	Prbd.g_00657	Prbe.g_00548
OG0000573	Prbd.g_00652	Prbe.g_00542
OG0000574	Prbd.g_00651	Prbe.g_00541
OG0000575	Prbd.g_00647	Prbe.g_00537
OG0000576	Prbd.g_00645	Prbe.g_00535
OG0000577	Prbd.g_00644	Prbe.g_00534
OG0000578	Prbd.g_00643	Prbe.g_00533
OG0000579	Prbd.g_00642	Prbe.g_00532
OG0000580	Prbd.g_00641	Prbe.g_00531
OG0000581	Prbd.g_00639	Prbe.g_00528
OG0000582	Prbd.g_00636	Prbe.g_00525
OG0000583	Prbd.g_00635	Prbe.g_00524
OG0000584	Prbd.g_00634	Prbe.g_00523
OG0000585	Prbd.g_00632	Prbe.g_00521
OG0000586	Prbd.g_00631	Prbe.g_00520
OG0000587	Prbd.g_00630	Prbe.g_00519
OG0000588	Prbd.g_00626	Prbe.g_00515
OG0000589	Prbd.g_00623	Prbe.g_00513
OG0000590	Prbd.g_00622	Prbe.g_00512
OG0000591	Prbd.g_00619	Prbe.g_00508
OG0000592	Prbd.g_00618	Prbe.g_00507
OG0000593	Prbd.g_00612	Prbe.g_01488
OG0000594	Prbd.g_00611	Prbe.g_01487
OG0000595	Prbd.g_00610	Prbe.g_01486
OG0000596	Prbd.g_00606	Prbe.g_01482
OG0000597	Prbd.g_00604	Prbe.g_01479
OG0000598	Prbd.g_00603	Prbe.g_01478
OG0000599	Prbd.g_00600	Prbe.g_01475
OG0000600	Prbd.g_00599	Prbe.g_01474
OG0000601	Prbd.g_00598	Prbe.g_01473
OG0000602	Prbd.g_00596	Prbe.g_01471
OG0000603	Prbd.g_00595	Prbe.g_01470
OG0000604	Prbd.g_00594	Prbe.g_01469
OG0000605	Prbd.g_00593	Prbe.g_01468
OG0000606	Prbd.g_00590	Prbe.g_01465
OG0000607	Prbd.g_00587	Prbe.g_01462
OG0000608	Prbd.g_00586	Prbe.g_01461
OG0000609	Prbd.g_00585	Prbe.g_01460
OG0000610	Prbd.g_00580	Prbe.g_01454
OG0000611	Prbd.g_00577	Prbe.g_01451
OG0000612	Prbd.g_00576	Prbe.g_01450
OG0000613	Prbd.g_00571	Prbe.g_00447
OG0000614	Prbd.g_00552	Prbe.g_00468
OG0000615	Prbd.g_00544	Prbe.g_01209
OG0000616	Prbd.g_00540	Prbe.g_01197
OG0000617	Prbd.g_00013	Prbe.g_01434
OG0000618	Prbd.g_00014	Prbe.g_01433
OG0000619	Prbd.g_00015	Prbe.g_01432
OG0000620	Prbd.g_00018	Prbe.g_01429
OG0000621	Prbd.g_00019	Prbe.g_01428
OG0000622	Prbd.g_00020	Prbe.g_01427
OG0000623	Prbd.g_00021	Prbe.g_01426
OG0000624	Prbd.g_00022	Prbe.g_01424
OG0000625	Prbd.g_00023	Prbe.g_01423
OG0000626	Prbd.g_00024	Prbe.g_01422
OG0000627	Prbd.g_00025	Prbe.g_01421
OG0000628	Prbd.g_00026	Prbe.g_01420
OG0000629	Prbd.g_00027	Prbe.g_01419
OG0000630	Prbd.g_00030	Prbe.g_01416
OG0000631	Prbd.g_00093	Prbe.g_01323
OG0000632	Prbd.g_00094	Prbe.g_01324
OG0000633	Prbd.g_00095	Prbe.g_01325
OG0000634	Prbd.g_00098	Prbe.g_01218
OG0000635	Prbd.g_00099	Prbe.g_01219
OG0000636	Prbd.g_00101	Prbe.g_01221
OG0000637	Prbd.g_00103	Prbe.g_01223
OG0000638	Prbd.g_00104	Prbe.g_01224
OG0000639	Prbd.g_00105	Prbe.g_01225
OG0000640	Prbd.g_00106	Prbe.g_01226
OG0000641	Prbd.g_00110	Prbe.g_01230
OG0000642	Prbd.g_00111	Prbe.g_01231
OG0000643	Prbd.g_00112	Prbe.g_01232
OG0000644	Prbd.g_00113	Prbe.g_01233
OG0000645	Prbd.g_00114	Prbe.g_01234
OG0000646	Prbd.g_00116	Prbe.g_01236
OG0000647	Prbd.g_00117	Prbe.g_01238
OG0000648	Prbd.g_00119	Prbe.g_01240
OG0000649	Prbd.g_00120	Prbe.g_01241
OG0000650	Prbd.g_00121	Prbe.g_01242
OG0000651	Prbd.g_00122	Prbe.g_01243
OG0000652	Prbd.g_00123	Prbe.g_01244
OG0000653	Prbd.g_00125	Prbe.g_01246
OG0000654	Prbd.g_00126	Prbe.g_01247
OG0000655	Prbd.g_00127	Prbe.g_01248
OG0000656	Prbd.g_00130	Prbe.g_01251
OG0000657	Prbd.g_00138	Prbe.g_01259
OG0000658	Prbd.g_00139	Prbe.g_01261
OG0000659	Prbd.g_00140	Prbe.g_01262
OG0000660	Prbd.g_00144	Prbe.g_01266
OG0000661	Prbd.g_00146	Prbe.g_01268
OG0000662	Prbd.g_00148	Prbe.g_01270
OG0000663	Prbd.g_00150	Prbe.g_01272
OG0000664	Prbd.g_00151	Prbe.g_01273
OG0000665	Prbd.g_00155	Prbe.g_01279
OG0000666	Prbd.g_00156	Prbe.g_01280
OG0000667	Prbd.g_00160	Prbe.g_01284
OG0000668	Prbd.g_00190	Prbe.g_00105
OG0000669	Prbd.g_00197	Prbe.g_00406
OG0000670	Prbd.g_00199	Prbe.g_00409
OG0000671	Prbd.g_00201	Prbe.g_00412
OG0000672	Prbd.g_00204	Prbe.g_00415
OG0000673	Prbd.g_00207	Prbe.g_00418
OG0000674	Prbd.g_00209	Prbe.g_00420
OG0000675	Prbd.g_00210	Prbe.g_00421
OG0000676	Prbd.g_00212	Prbe.g_00423
OG0000677	Prbd.g_00213	Prbe.g_00424
OG0000678	Prbd.g_00215	Prbe.g_00426
OG0000679	Prbd.g_00219	Prbe.g_00430
OG0000680	Prbd.g_00220	Prbe.g_00431
OG0000681	Prbd.g_00222	Prbe.g_00434
OG0000682	Prbd.g_00223	Prbe.g_00435
OG0000683	Prbd.g_00224	Prbe.g_00436
OG0000684	Prbd.g_00226	Prbe.g_00438
OG0000685	Prbd.g_00228	Prbe.g_00440
OG0000686	Prbd.g_00229	Prbe.g_00441
OG0000687	Prbd.g_00230	Prbe.g_00442
OG0000688	Prbd.g_00233	Prbe.g_01446
OG0000689	Prbd.g_00234	Prbe.g_01445
OG0000690	Prbd.g_00235	Prbe.g_01444
OG0000691	Prbd.g_00236	Prbe.g_01443
OG0000692	Prbd.g_00238	Prbe.g_01441
OG0000693	Prbd.g_00239	Prbe.g_01440
OG0000694	Prbd.g_00240	Prbe.g_01439
OG0000695	Prbd.g_00242	Prbe.g_01327
OG0000696	Prbd.g_00243	Prbe.g_01328
OG0000697	Prbd.g_00244	Prbe.g_01329
OG0000698	Prbd.g_00247	Prbe.g_01332
OG0000699	Prbd.g_00248	Prbe.g_01333
OG0000700	Prbd.g_00249	Prbe.g_01334
OG0000701	Prbd.g_00250	Prbe.g_01335
OG0000702	Prbd.g_00252	Prbe.g_01337
OG0000703	Prbd.g_00253	Prbe.g_01338
OG0000704	Prbd.g_00254	Prbe.g_01340
OG0000705	Prbd.g_00258	Prbe.g_01343
OG0000706	Prbd.g_00259	Prbe.g_01344
OG0000707	Prbd.g_00260	Prbe.g_01345
OG0000708	Prbd.g_00261	Prbe.g_01347
OG0000709	Prbd.g_00265	Prbe.g_01351
OG0000710	Prbd.g_00268	Prbe.g_01354
OG0000711	Prbd.g_00285	Prbe.g_01372
OG0000712	Prbd.g_00287	Prbe.g_01373
OG0000713	Prbd.g_00288	Prbe.g_01374
OG0000714	Prbd.g_00289	Prbe.g_01375
OG0000715	Prbd.g_00291	Prbe.g_01377
OG0000716	Prbd.g_00293	Prbe.g_01379
OG0000717	Prbd.g_00294	Prbe.g_01380
OG0000718	Prbd.g_00309	Prbe.g_01384
OG0000719	Prbd.g_00311	Prbe.g_01386
OG0000720	Prbd.g_00320	Prbe.g_01398
OG0000721	Prbd.g_00322	Prbe.g_01402
OG0000722	Prbd.g_00323	Prbe.g_01403
OG0000723	Prbd.g_00326	Prbe.g_01407
OG0000724	Prbd.g_00335	Prbe.g_01302
OG0000725	Prbd.g_00341	Prbe.g_01296
OG0000726	Prbd.g_00342	Prbe.g_01295
OG0000727	Prbd.g_00343	Prbe.g_01294
OG0000728	Prbd.g_00345	Prbe.g_01292
OG0000729	Prbd.g_00391	Prbe.g_00915
OG0000730	Prbd.g_00395	Prbe.g_01591
OG0000731	Prbd.g_00399	Prbe.g_01898
OG0000732	Prbd.g_00408	Prbe.g_01148
OG0000733	Prbd.g_00428	Prbe.g_00042
OG0000734	Prbd.g_00453	Prbe.g_01565
OG0000735	Prbd.g_00455	Prbe.g_01563
OG0000736	Prbd.g_00456	Prbe.g_01562
OG0000737	Prbd.g_00457	Prbe.g_01561
OG0000738	Prbd.g_00461	Prbe.g_01557
OG0000739	Prbd.g_00462	Prbe.g_01556
OG0000740	Prbd.g_00463	Prbe.g_01555
OG0000741	Prbd.g_00464	Prbe.g_01553
OG0000742	Prbd.g_00467	Prbe.g_01550
OG0000743	Prbd.g_00469	Prbe.g_01548
OG0000744	Prbd.g_00470	Prbe.g_01547
OG0000745	Prbd.g_00471	Prbe.g_01546
OG0000746	Prbd.g_00473	Prbe.g_01544
OG0000747	Prbd.g_00474	Prbe.g_01543
OG0000748	Prbd.g_00477	Prbe.g_01539
OG0000749	Prbd.g_00478	Prbe.g_01538
OG0000750	Prbd.g_00479	Prbe.g_01537
OG0000751	Prbd.g_00481	Prbe.g_01534
OG0000752	Prbd.g_00483	Prbe.g_01532
OG0000753	Prbd.g_00486	Prbe.g_01530
OG0000754	Prbd.g_00489	Prbe.g_01527
OG0000755	Prbd.g_00492	Prbe.g_01521
OG0000756	Prbd.g_00493	Prbe.g_01520
OG0000757	Prbd.g_00499	Prbe.g_01513
OG0000758	Prbd.g_00500	Prbe.g_01512
OG0000759	Prbd.g_00501	Prbe.g_01511
OG0000760	Prbd.g_00502	Prbe.g_01510
OG0000761	Prbd.g_00503	Prbe.g_01509
OG0000762	Prbd.g_00504	Prbe.g_01508
OG0000763	Prbd.g_00506	Prbe.g_01506
OG0000764	Prbd.g_00507	Prbe.g_01505
OG0000765	Prbd.g_00516	Prbe.g_01497
OG0000766	Prbd.g_00517	Prbe.g_01496
OG0000767	Prbd.g_00519	Prbe.g_01494
OG0000768	Prbd.g_00520	Prbe.g_01493
OG0000769	Prbd.g_00522	Prbe.g_01491
OG0000770	Prbd.g_00524	Prbe.g_00502
OG0000771	Prbd.g_01921	Prbe.g_00215
OG0000772	Prbd.g_01858	Prbe.g_01128
OG0000773	Prbd.g_01810	Prbe.g_00902
OG0000774	Prbd.g_01808	Prbe.g_00900
OG0000775	Prbd.g_01806	Prbe.g_00898
OG0000776	Prbd.g_01805	Prbe.g_00897
OG0000777	Prbd.g_01804	Prbe.g_00896
OG0000778	Prbd.g_01803	Prbe.g_00895
OG0000779	Prbd.g_01799	Prbe.g_00891
OG0000780	Prbd.g_01798	Prbe.g_00890
OG0000781	Prbd.g_01795	Prbe.g_00886
OG0000782	Prbd.g_01794	Prbe.g_00885
OG0000783	Prbd.g_01793	Prbe.g_00884
OG0000784	Prbd.g_01792	Prbe.g_00883
OG0000785	Prbd.g_01790	Prbe.g_00881
OG0000786	Prbd.g_01788	Prbe.g_00878
OG0000787	Prbd.g_01787	Prbe.g_00877
OG0000788	Prbd.g_01777	Prbe.g_00634
OG0000789	Prbd.g_01774	Prbe.g_00212
OG0000790	Prbd.g_01759	Prbe.g_00368
OG0000791	Prbd.g_01757	Prbe.g_00366
OG0000792	Prbd.g_01756	Prbe.g_00365
OG0000793	Prbd.g_01753	Prbe.g_00362
OG0000794	Prbd.g_01752	Prbe.g_00361
OG0000795	Prbd.g_01751	Prbe.g_00360
OG0000796	Prbd.g_01747	Prbe.g_00356
OG0000797	Prbd.g_01746	Prbe.g_00355
OG0000799	Prbd.g_01707	Prbe.g_00328
OG0000800	Prbd.g_01706	Prbe.g_00327
OG0000801	Prbd.g_01705	Prbe.g_00326
OG0000802	Prbd.g_01703	Prbe.g_00324
OG0000803	Prbd.g_01701	Prbe.g_00322
OG0000804	Prbd.g_01700	Prbe.g_00321
OG0000805	Prbd.g_01698	Prbe.g_00319
OG0000806	Prbd.g_01696	Prbe.g_00317
OG0000807	Prbd.g_01695	Prbe.g_00316
OG0000808	Prbd.g_01694	Prbe.g_00315
OG0000809	Prbd.g_01691	Prbe.g_00313
OG0000810	Prbd.g_01690	Prbe.g_00312
OG0000811	Prbd.g_01686	Prbe.g_00308
OG0000812	Prbd.g_01684	Prbe.g_00306
OG0000813	Prbd.g_01683	Prbe.g_00305
OG0000814	Prbd.g_01681	Prbe.g_00303
OG0000815	Prbd.g_01680	Prbe.g_00302
OG0000816	Prbd.g_01678	Prbe.g_00300
OG0000817	Prbd.g_01677	Prbe.g_00299
OG0000818	Prbd.g_01672	Prbe.g_00294
OG0000819	Prbd.g_01671	Prbe.g_00293
OG0000820	Prbd.g_01670	Prbe.g_00292
OG0000821	Prbd.g_01666	Prbe.g_00288
OG0000822	Prbd.g_01665	Prbe.g_00287
OG0000823	Prbd.g_01664	Prbe.g_00286
OG0000824	Prbd.g_01661	Prbe.g_00283
OG0000825	Prbd.g_01660	Prbe.g_00282
OG0000826	Prbd.g_01659	Prbe.g_00281
OG0000827	Prbd.g_01658	Prbe.g_00280
OG0000828	Prbd.g_01655	Prbe.g_00277
OG0000829	Prbd.g_01654	Prbe.g_00276
OG0000830	Prbd.g_01653	Prbe.g_00275
OG0000831	Prbd.g_01651	Prbe.g_00273
OG0000832	Prbd.g_01645	Prbe.g_00263
OG0000833	Prbd.g_01637	Prbe.g_00254
OG0000834	Prbd.g_01636	Prbe.g_00253
OG0000835	Prbd.g_01635	Prbe.g_00252
OG0000836	Prbd.g_01634	Prbe.g_00251
OG0000837	Prbd.g_01633	Prbe.g_00250
OG0000838	Prbd.g_01631	Prbe.g_00248
OG0000839	Prbd.g_01630	Prbe.g_00247
OG0000840	Prbd.g_01629	Prbe.g_00246
OG0000841	Prbd.g_01628	Prbe.g_00245
OG0000842	Prbd.g_01627	Prbe.g_00244
OG0000843	Prbd.g_01626	Prbe.g_00243
OG0000844	Prbd.g_01625	Prbe.g_00242
OG0000845	Prbd.g_01624	Prbe.g_00241
OG0000846	Prbd.g_01623	Prbe.g_00240
OG0000847	Prbd.g_01622	Prbe.g_00239
OG0000848	Prbd.g_01621	Prbe.g_00238
OG0000849	Prbd.g_01620	Prbe.g_00237
OG0000850	Prbd.g_01617	Prbe.g_00235
OG0000851	Prbd.g_01616	Prbe.g_00234
OG0000852	Prbd.g_01615	Prbe.g_00233
OG0000853	Prbd.g_01611	Prbe.g_00227
OG0000854	Prbd.g_01609	Prbe.g_00225
OG0000855	Prbd.g_01608	Prbe.g_00224
OG0000856	Prbd.g_01593	Prbe.g_00505
OG0000857	Prbd.g_01566	Prbe.g_01237
OG0000858	Prbd.g_01531	Prbe.g_00992
OG0000859	Prbd.g_01530	Prbe.g_00991
OG0000860	Prbd.g_01523	Prbe.g_00983
OG0000861	Prbd.g_01522	Prbe.g_00982
OG0000862	Prbd.g_01521	Prbe.g_00981
OG0000863	Prbd.g_01519	Prbe.g_00979
OG0000864	Prbd.g_01518	Prbe.g_00978
OG0000865	Prbd.g_01517	Prbe.g_00977
OG0000866	Prbd.g_01516	Prbe.g_00976
OG0000867	Prbd.g_01515	Prbe.g_00975
OG0000868	Prbd.g_01514	Prbe.g_00973
OG0000869	Prbd.g_01510	Prbe.g_00970
OG0000870	Prbd.g_01505	Prbe.g_00965
OG0000871	Prbd.g_01504	Prbe.g_00964
OG0000872	Prbd.g_01503	Prbe.g_00963
OG0000873	Prbd.g_01500	Prbe.g_00960
OG0000874	Prbd.g_01497	Prbe.g_00957
OG0000875	Prbd.g_01496	Prbe.g_00956
OG0000876	Prbd.g_01495	Prbe.g_00955
OG0000877	Prbd.g_01493	Prbe.g_00953
OG0000878	Prbd.g_01492	Prbe.g_00952
OG0000879	Prbd.g_01491	Prbe.g_00951
OG0000880	Prbd.g_01490	Prbe.g_00950
OG0000881	Prbd.g_01486	Prbe.g_00946
OG0000882	Prbd.g_01481	Prbe.g_00941
OG0000883	Prbd.g_01479	Prbe.g_00939
OG0000884	Prbd.g_01477	Prbe.g_00937
OG0000885	Prbd.g_01476	Prbe.g_00936
OG0000886	Prbd.g_01475	Prbe.g_00935
OG0000887	Prbd.g_01474	Prbe.g_00934
OG0000888	Prbd.g_01472	Prbe.g_00932
OG0000889	Prbd.g_01470	Prbe.g_00930
OG0000890	Prbd.g_01469	Prbe.g_00929
OG0000891	Prbd.g_01468	Prbe.g_00928
OG0000892	Prbd.g_01466	Prbe.g_00926
OG0000893	Prbd.g_01463	Prbe.g_00922
OG0000894	Prbd.g_01461	Prbe.g_00919
OG0000895	Prbd.g_01458	Prbe.g_01111
OG0000896	Prbd.g_01457	Prbe.g_01110
OG0000897	Prbd.g_01455	Prbe.g_01108
OG0000898	Prbd.g_01454	Prbe.g_01107
OG0000899	Prbd.g_01453	Prbe.g_01106
OG0000900	Prbd.g_01452	Prbe.g_01105
OG0000901	Prbd.g_01449	Prbe.g_01102
OG0000902	Prbd.g_01447	Prbe.g_01100
OG0000903	Prbd.g_01444	Prbe.g_01096
OG0000904	Prbd.g_01442	Prbe.g_01092
OG0000905	Prbd.g_01437	Prbe.g_01098
OG0000906	Prbd.g_01436	Prbe.g_01099
OG0000907	Prbd.g_01433	Prbe.g_01089
OG0000908	Prbd.g_01430	Prbe.g_01086
OG0000909	Prbd.g_01429	Prbe.g_01085
OG0000910	Prbd.g_01428	Prbe.g_01084
OG0000911	Prbd.g_01426	Prbe.g_01082
OG0000912	Prbd.g_01425	Prbe.g_01081
OG0000913	Prbd.g_01424	Prbe.g_01080
OG0000914	Prbd.g_01423	Prbe.g_01079
OG0000915	Prbd.g_01422	Prbe.g_01078
OG0000916	Prbd.g_01421	Prbe.g_00867
OG0000917	Prbd.g_01420	Prbe.g_00866
OG0000918	Prbd.g_01419	Prbe.g_00865
OG0000919	Prbd.g_01418	Prbe.g_00864
OG0000920	Prbd.g_01417	Prbe.g_00863
OG0000921	Prbd.g_01416	Prbe.g_00862
OG0000922	Prbd.g_01415	Prbe.g_00861
OG0000923	Prbd.g_01411	Prbe.g_00857
OG0000924	Prbd.g_01410	Prbe.g_00856
OG0000925	Prbd.g_01409	Prbe.g_00855
OG0000926	Prbd.g_01408	Prbe.g_00854
OG0000927	Prbd.g_01406	Prbe.g_00852
OG0000928	Prbd.g_01405	Prbe.g_00851
OG0000929	Prbd.g_01404	Prbe.g_00850
OG0000930	Prbd.g_01403	Prbe.g_00849
OG0000931	Prbd.g_01402	Prbe.g_00848
OG0000932	Prbd.g_01401	Prbe.g_00847
OG0000933	Prbd.g_01397	Prbe.g_00843
OG0000934	Prbd.g_01395	Prbe.g_00841
OG0000935	Prbd.g_01394	Prbe.g_00840
OG0000936	Prbd.g_01393	Prbe.g_00839
OG0000937	Prbd.g_01392	Prbe.g_00838
OG0000938	Prbd.g_01390	Prbe.g_00835
OG0000939	Prbd.g_01389	Prbe.g_00834
OG0000940	Prbd.g_01382	Prbe.g_00827
OG0000941	Prbd.g_01380	Prbe.g_00825
OG0000942	Prbd.g_01378	Prbe.g_00823
OG0000943	Prbd.g_01377	Prbe.g_00822
OG0000944	Prbd.g_01376	Prbe.g_00820
OG0000945	Prbd.g_01375	Prbe.g_00819
OG0000946	Prbd.g_01371	Prbe.g_00814
OG0000947	Prbd.g_01369	Prbe.g_00812
OG0000948	Prbd.g_01368	Prbe.g_00811
OG0000949	Prbd.g_01365	Prbe.g_00808
OG0000950	Prbd.g_01360	Prbe.g_00801
OG0000951	Prbd.g_01356	Prbe.g_00797
OG0000952	Prbd.g_01352	Prbe.g_00793
OG0000953	Prbd.g_01349	Prbe.g_00789
OG0000954	Prbd.g_01345	Prbe.g_00785
OG0000955	Prbd.g_01344	Prbe.g_00784
OG0000956	Prbd.g_01342	Prbe.g_00782
OG0000957	Prbd.g_01337	Prbe.g_00776
OG0000958	Prbd.g_01336	Prbe.g_00775
OG0000959	Prbd.g_01332	Prbe.g_00771
OG0000960	Prbd.g_01331	Prbe.g_00770
OG0000961	Prbd.g_01329	Prbe.g_00767
OG0000962	Prbd.g_01327	Prbe.g_00765
OG0000963	Prbd.g_01323	Prbe.g_00761
OG0000964	Prbd.g_01321	Prbe.g_00760
OG0000965	Prbd.g_01320	Prbe.g_00759
OG0000966	Prbd.g_01312	Prbe.g_00749
OG0000967	Prbd.g_01308	Prbe.g_00753
OG0000968	Prbd.g_01306	Prbe.g_00755
OG0000969	Prbd.g_01305	Prbe.g_00756
OG0000970	Prbd.g_01304	Prbe.g_01134
OG0000971	Prbd.g_01303	Prbe.g_01135
OG0000972	Prbd.g_01302	Prbe.g_01136
OG0000973	Prbd.g_01301	Prbe.g_01137
OG0000974	Prbd.g_01300	Prbe.g_01138
OG0000975	Prbd.g_01299	Prbe.g_01139
OG0000976	Prbd.g_01298	Prbe.g_01140
OG0000977	Prbd.g_01297	Prbe.g_01141
OG0000978	Prbd.g_01296	Prbe.g_01142
OG0000979	Prbd.g_01293	Prbe.g_01145
OG0000980	Prbd.g_01291	Prbe.g_01147
OG0000981	Prbd.g_01289	Prbe.g_01150
OG0000982	Prbd.g_01287	Prbe.g_01152
OG0000983	Prbd.g_01286	Prbe.g_01153
OG0000984	Prbd.g_01285	Prbe.g_01154
OG0000985	Prbd.g_01282	Prbe.g_01157
OG0000986	Prbd.g_01280	Prbe.g_01159
OG0000987	Prbd.g_01279	Prbe.g_01160
OG0000988	Prbd.g_01276	Prbe.g_01163
OG0000989	Prbd.g_01273	Prbe.g_01167
OG0000990	Prbd.g_01270	Prbe.g_01171
OG0000991	Prbd.g_01269	Prbe.g_01172
OG0000992	Prbd.g_01267	Prbe.g_01175
OG0000993	Prbd.g_01266	Prbe.g_01176
OG0000994	Prbd.g_01265	Prbe.g_01177
OG0000995	Prbd.g_01261	Prbe.g_01181
OG0000996	Prbd.g_01260	Prbe.g_01182
OG0000997	Prbd.g_01259	Prbe.g_01185
OG0000998	Prbd.g_01257	Prbe.g_01187
OG0000999	Prbd.g_01256	Prbe.g_01188
OG0001000	Prbd.g_01253	Prbe.g_01191
OG0001001	Prbd.g_01251	Prbe.g_01194
OG0001002	Prbd.g_01247	Prbe.g_01056
OG0001003	Prbd.g_01245	Prbe.g_01057
OG0001004	Prbd.g_01244	Prbe.g_01058
OG0001005	Prbd.g_01243	Prbe.g_01059
OG0001006	Prbd.g_01239	Prbe.g_01063
OG0001007	Prbd.g_01237	Prbe.g_01065
OG0001008	Prbd.g_00805	Prbe.g_01935
OG0001009	Prbd.g_01210	Prbe.g_00127
OG0001010	Prbd.g_01209	Prbe.g_00128
OG0001011	Prbd.g_01208	Prbe.g_00130
OG0001012	Prbd.g_01195	Prbe.g_00144
OG0001013	Prbd.g_01189	Prbe.g_00151
OG0001014	Prbd.g_01186	Prbe.g_00154
OG0001015	Prbd.g_01185	Prbe.g_00156
OG0001016	Prbd.g_01171	Prbe.g_00178
OG0001017	Prbd.g_01167	Prbe.g_00182
OG0001018	Prbd.g_01164	Prbe.g_00184
OG0001019	Prbd.g_01155	Prbe.g_00193
OG0001020	Prbd.g_01154	Prbe.g_01630
OG0001021	Prbd.g_01153	Prbe.g_01631
OG0001022	Prbd.g_01150	Prbe.g_01634
OG0001023	Prbd.g_01149	Prbe.g_01635
OG0001024	Prbd.g_01146	Prbe.g_01639
OG0001025	Prbd.g_01140	Prbe.g_01646
OG0001026	Prbd.g_01133	Prbe.g_01655
OG0001027	Prbd.g_01132	Prbe.g_01656
OG0001028	Prbd.g_01130	Prbe.g_01658
OG0001029	Prbd.g_01128	Prbe.g_01659
OG0001030	Prbd.g_01113	Prbe.g_01675
OG0001031	Prbd.g_01054	Prbe.g_01735
OG0001032	Prbd.g_01053	Prbe.g_01736
OG0001033	Prbd.g_01032	Prbe.g_01757
OG0001034	Prbd.g_01003	Prbe.g_01788
OG0001035	Prbd.g_00985	Prbe.g_01808
OG0001036	Prbd.g_00980	Prbe.g_01812
OG0001037	Prbd.g_00979	Prbe.g_01813
OG0001038	Prbd.g_00961	Prbe.g_01832
OG0001039	Prbd.g_00958	Prbe.g_01835
OG0001040	Prbd.g_00956	Prbe.g_01837
OG0001041	Prbd.g_00952	Prbe.g_01842
OG0001042	Prbd.g_00935	Prbe.g_01859
OG0001043	Prbd.g_00934	Prbe.g_01860
OG0001044	Prbd.g_00906	Prbe.g_01891
OG0001045	Prbd.g_00897	Prbe.g_01900
OG0001046	Prbd.g_00859	Prbe.g_01033
OG0001047	Prbd.g_00803	Prbe.g_01937
OG0001048	Prbd.g_00802	Prbe.g_01938
OG0001049	Prbd.g_00800	Prbe.g_01940
OG0001050	Prbd.g_00799	Prbe.g_01941
OG0001051	Prbd.g_00798	Prbe.g_01942
OG0001052	Prbd.g_00771	Prbe.g_00662
OG0001053	Prbd.g_00759	Prbe.g_00650
OG0001054	Prbd.g_00744	Prbe.g_00635
OG0001055	Prbd.g_00725	Prbe.g_00616
OG0001056	Prbd.g_00706	Prbe.g_00599
OG0001057	Prbd.g_00701	Prbe.g_00594
OG0001058	Prbd.g_00693	Prbe.g_00586
OG0001059	Prbd.g_00689	Prbe.g_00582
OG0001060	Prbd.g_00682	Prbe.g_00576
OG0001061	Prbd.g_00669	Prbe.g_00561
OG0001062	Prbd.g_00667	Prbe.g_00559
OG0001063	Prbd.g_00665	Prbe.g_00557
OG0001064	Prbd.g_00664	Prbe.g_00556
OG0001065	Prbd.g_00663	Prbe.g_00555
OG0001066	Prbd.g_00662	Prbe.g_00554
OG0001067	Prbd.g_00661	Prbe.g_00553
OG0001068	Prbd.g_00660	Prbe.g_00552
OG0001069	Prbd.g_00659	Prbe.g_00551
OG0001070	Prbd.g_00656	Prbe.g_00547
OG0001071	Prbd.g_00655	Prbe.g_00546
OG0001072	Prbd.g_00654	Prbe.g_00544
OG0001073	Prbd.g_00640	Prbe.g_00530
OG0001074	Prbd.g_00629	Prbe.g_00518
OG0001075	Prbd.g_00628	Prbe.g_00517
OG0001076	Prbd.g_00620	Prbe.g_00510
OG0001077	Prbd.g_00616	Prbe.g_00504
OG0001078	Prbd.g_00608	Prbe.g_01484
