Orthogroup	Prbd	Syan
OG0000578	Prbd.g_00643	Syan.g_01009
OG0000579	Prbd.g_00642	Syan.g_01010
OG0000580	Prbd.g_00641	Syan.g_01011
OG0000581	Prbd.g_00639	Syan.g_01018
OG0000582	Prbd.g_00636	Syan.g_01030
OG0000583	Prbd.g_00635	Syan.g_01029
OG0000584	Prbd.g_00634	Syan.g_01028
OG0000585	Prbd.g_00632	Syan.g_01024
OG0000586	Prbd.g_00631	Syan.g_01022
OG0000587	Prbd.g_00630	Syan.g_01020
OG0000588	Prbd.g_00626	Syan.g_00215
OG0000589	Prbd.g_00623	Syan.g_00016
OG0000590	Prbd.g_00622	Syan.g_00015
OG0000591	Prbd.g_00619	Syan.g_00003
OG0000592	Prbd.g_00618	Syan.g_00002
OG0000593	Prbd.g_00612	Syan.g_00820
OG0000594	Prbd.g_00611	Syan.g_00819
OG0000595	Prbd.g_00610	Syan.g_00818
OG0000596	Prbd.g_00606	Syan.g_00813
OG0000597	Prbd.g_00604	Syan.g_00810
OG0000598	Prbd.g_00603	Syan.g_00809
OG0000599	Prbd.g_00600	Syan.g_00802
OG0000600	Prbd.g_00599	Syan.g_00801
OG0000601	Prbd.g_00598	Syan.g_00800
OG0000602	Prbd.g_00596	Syan.g_00796
OG0000603	Prbd.g_00595	Syan.g_00795
OG0000604	Prbd.g_00594	Syan.g_00792
OG0000605	Prbd.g_00593	Syan.g_00783
OG0000606	Prbd.g_00590	Syan.g_00780
OG0000607	Prbd.g_00587	Syan.g_00777
OG0000608	Prbd.g_00586	Syan.g_00776
OG0000609	Prbd.g_00585	Syan.g_00774
OG0000610	Prbd.g_00580	Syan.g_00766
OG0000611	Prbd.g_00577	Syan.g_00763
OG0000612	Prbd.g_00576	Syan.g_00762
OG0000613	Prbd.g_00571	Syan.g_01965
OG0000614	Prbd.g_00552	Syan.g_00184
OG0000615	Prbd.g_00544	Syan.g_00728
OG0000616	Prbd.g_00540	Syan.g_01694
OG0000617	Prbd.g_00013	Syan.g_00324
OG0000618	Prbd.g_00014	Syan.g_00325
OG0000619	Prbd.g_00015	Syan.g_00326
OG0000620	Prbd.g_00018	Syan.g_00331
OG0000621	Prbd.g_00019	Syan.g_00332
OG0000622	Prbd.g_00020	Syan.g_00334
OG0000623	Prbd.g_00021	Syan.g_00335
OG0000624	Prbd.g_00022	Syan.g_00337
OG0000625	Prbd.g_00023	Syan.g_00338
OG0000626	Prbd.g_00024	Syan.g_00339
OG0000627	Prbd.g_00025	Syan.g_00465
OG0000628	Prbd.g_00026	Syan.g_00466
OG0000629	Prbd.g_00027	Syan.g_00469
OG0000630	Prbd.g_00030	Syan.g_00474
OG0000631	Prbd.g_00093	Syan.g_00484
OG0000632	Prbd.g_00094	Syan.g_00485
OG0000633	Prbd.g_00095	Syan.g_00489
OG0000634	Prbd.g_00098	Syan.g_00694
OG0000635	Prbd.g_00099	Syan.g_00693
OG0000636	Prbd.g_00101	Syan.g_00691
OG0000637	Prbd.g_00103	Syan.g_00689
OG0000638	Prbd.g_00104	Syan.g_00688
OG0000639	Prbd.g_00105	Syan.g_00687
OG0000640	Prbd.g_00106	Syan.g_00686
OG0000641	Prbd.g_00110	Syan.g_00682
OG0000642	Prbd.g_00111	Syan.g_00681
OG0000643	Prbd.g_00112	Syan.g_00679
OG0000644	Prbd.g_00113	Syan.g_00678
OG0000645	Prbd.g_00114	Syan.g_00676
OG0000646	Prbd.g_00116	Syan.g_00673
OG0000647	Prbd.g_00117	Syan.g_00671
OG0000648	Prbd.g_00119	Syan.g_00669
OG0000649	Prbd.g_00120	Syan.g_00668
OG0000650	Prbd.g_00121	Syan.g_00667
OG0000651	Prbd.g_00122	Syan.g_00666
OG0000652	Prbd.g_00123	Syan.g_00665
OG0000653	Prbd.g_00125	Syan.g_00663
OG0000654	Prbd.g_00126	Syan.g_00661
OG0000655	Prbd.g_00127	Syan.g_00660
OG0000656	Prbd.g_00130	Syan.g_00656
OG0000657	Prbd.g_00138	Syan.g_00375
OG0000658	Prbd.g_00139	Syan.g_00378
OG0000659	Prbd.g_00140	Syan.g_00379
OG0000660	Prbd.g_00144	Syan.g_00383
OG0000661	Prbd.g_00146	Syan.g_00385
OG0000662	Prbd.g_00148	Syan.g_00392
OG0000663	Prbd.g_00150	Syan.g_00395
OG0000664	Prbd.g_00151	Syan.g_00397
OG0000665	Prbd.g_00155	Syan.g_00788
OG0000666	Prbd.g_00156	Syan.g_02100
OG0000667	Prbd.g_00160	Syan.g_00044
OG0000668	Prbd.g_00190	Syan.g_00365
OG0000669	Prbd.g_00197	Syan.g_00751
OG0000670	Prbd.g_00199	Syan.g_00748
OG0000671	Prbd.g_00201	Syan.g_00746
OG0000672	Prbd.g_00204	Syan.g_00743
OG0000673	Prbd.g_00207	Syan.g_00740
OG0000674	Prbd.g_00209	Syan.g_00738
OG0000675	Prbd.g_00210	Syan.g_00737
OG0000676	Prbd.g_00212	Syan.g_00735
OG0000677	Prbd.g_00213	Syan.g_00734
OG0000678	Prbd.g_00215	Syan.g_00732
OG0000679	Prbd.g_00219	Syan.g_00724
OG0000680	Prbd.g_00220	Syan.g_00723
OG0000681	Prbd.g_00222	Syan.g_00720
OG0000682	Prbd.g_00223	Syan.g_00719
OG0000683	Prbd.g_00224	Syan.g_00718
OG0000684	Prbd.g_00226	Syan.g_00715
OG0000685	Prbd.g_00228	Syan.g_00713
OG0000686	Prbd.g_00229	Syan.g_00712
OG0000687	Prbd.g_00230	Syan.g_00711
OG0000688	Prbd.g_00233	Syan.g_00706
OG0000689	Prbd.g_00234	Syan.g_00704
OG0000690	Prbd.g_00235	Syan.g_00703
OG0000691	Prbd.g_00236	Syan.g_00702
OG0000692	Prbd.g_00238	Syan.g_00700
OG0000693	Prbd.g_00239	Syan.g_00698
OG0000694	Prbd.g_00240	Syan.g_00697
OG0000695	Prbd.g_00242	Syan.g_00492
OG0000696	Prbd.g_00243	Syan.g_00493
OG0000697	Prbd.g_00244	Syan.g_00495
OG0000698	Prbd.g_00247	Syan.g_00498
OG0000699	Prbd.g_00248	Syan.g_00500
OG0000700	Prbd.g_00249	Syan.g_00501
OG0000701	Prbd.g_00250	Syan.g_00502
OG0000702	Prbd.g_00252	Syan.g_00534
OG0000703	Prbd.g_00253	Syan.g_00546
OG0000704	Prbd.g_00254	Syan.g_00550
OG0000705	Prbd.g_00258	Syan.g_00557
OG0000706	Prbd.g_00259	Syan.g_00558
OG0000707	Prbd.g_00260	Syan.g_00559
OG0000708	Prbd.g_00261	Syan.g_00562
OG0000709	Prbd.g_00265	Syan.g_00570
OG0000710	Prbd.g_00268	Syan.g_00574
OG0000711	Prbd.g_00285	Syan.g_00607
OG0000712	Prbd.g_00287	Syan.g_00609
OG0000713	Prbd.g_00288	Syan.g_00610
OG0000714	Prbd.g_00289	Syan.g_00624
OG0000715	Prbd.g_00291	Syan.g_00626
OG0000716	Prbd.g_00293	Syan.g_00630
OG0000717	Prbd.g_00294	Syan.g_00631
OG0000718	Prbd.g_00309	Syan.g_00651
OG0000719	Prbd.g_00311	Syan.g_00367
OG0000720	Prbd.g_00320	Syan.g_00354
OG0000721	Prbd.g_00322	Syan.g_00352
OG0000722	Prbd.g_00323	Syan.g_00351
OG0000723	Prbd.g_00326	Syan.g_00341
OG0000724	Prbd.g_00335	Syan.g_00299
OG0000725	Prbd.g_00341	Syan.g_00194
OG0000726	Prbd.g_00342	Syan.g_00193
OG0000727	Prbd.g_00343	Syan.g_00192
OG0000728	Prbd.g_00345	Syan.g_00190
OG0000729	Prbd.g_00391	Syan.g_01885
OG0000730	Prbd.g_00395	Syan.g_02147
OG0000731	Prbd.g_00399	Syan.g_02135
OG0000732	Prbd.g_00408	Syan.g_01726
OG0000733	Prbd.g_00428	Syan.g_01147
OG0000734	Prbd.g_00453	Syan.g_02982
OG0000735	Prbd.g_00455	Syan.g_02713
OG0000736	Prbd.g_00456	Syan.g_02712
OG0000737	Prbd.g_00457	Syan.g_02711
OG0000738	Prbd.g_00461	Syan.g_02705
OG0000739	Prbd.g_00462	Syan.g_02704
OG0000740	Prbd.g_00463	Syan.g_02703
OG0000741	Prbd.g_00464	Syan.g_02700
OG0000742	Prbd.g_00467	Syan.g_02697
OG0000743	Prbd.g_00469	Syan.g_02694
OG0000744	Prbd.g_00470	Syan.g_02693
OG0000745	Prbd.g_00471	Syan.g_02690
OG0000746	Prbd.g_00473	Syan.g_02687
OG0000747	Prbd.g_00474	Syan.g_02685
OG0000748	Prbd.g_00477	Syan.g_02669
OG0000749	Prbd.g_00478	Syan.g_02668
OG0000750	Prbd.g_00479	Syan.g_02667
OG0000751	Prbd.g_00481	Syan.g_02661
OG0000752	Prbd.g_00483	Syan.g_02659
OG0000753	Prbd.g_00486	Syan.g_02656
OG0000754	Prbd.g_00489	Syan.g_02650
OG0000755	Prbd.g_00492	Syan.g_02641
OG0000756	Prbd.g_00493	Syan.g_02640
OG0000757	Prbd.g_00499	Syan.g_02623
OG0000758	Prbd.g_00500	Syan.g_02622
OG0000759	Prbd.g_00501	Syan.g_02621
OG0000760	Prbd.g_00502	Syan.g_02620
OG0000761	Prbd.g_00503	Syan.g_02619
OG0000762	Prbd.g_00504	Syan.g_02617
OG0000763	Prbd.g_00506	Syan.g_02615
OG0000764	Prbd.g_00507	Syan.g_02614
OG0000765	Prbd.g_00516	Syan.g_02587
OG0000766	Prbd.g_00517	Syan.g_02586
OG0000767	Prbd.g_00519	Syan.g_02584
OG0000768	Prbd.g_00520	Syan.g_02583
OG0000769	Prbd.g_00522	Syan.g_02581
OG0000770	Prbd.g_00524	Syan.g_02561
OG0000771	Prbd.g_01921	Syan.g_00305
OG0000772	Prbd.g_01858	Syan.g_00436
OG0000773	Prbd.g_01810	Syan.g_01199
OG0000774	Prbd.g_01808	Syan.g_01205
OG0000775	Prbd.g_01806	Syan.g_01207
OG0000776	Prbd.g_01805	Syan.g_01208
OG0000777	Prbd.g_01804	Syan.g_01209
OG0000778	Prbd.g_01803	Syan.g_01210
OG0000779	Prbd.g_01799	Syan.g_01215
OG0000780	Prbd.g_01798	Syan.g_01218
OG0000781	Prbd.g_01795	Syan.g_01222
OG0000782	Prbd.g_01794	Syan.g_01223
OG0000783	Prbd.g_01793	Syan.g_01224
OG0000784	Prbd.g_01792	Syan.g_01225
OG0000785	Prbd.g_01790	Syan.g_01228
OG0000786	Prbd.g_01788	Syan.g_01243
OG0000787	Prbd.g_01787	Syan.g_01244
OG0000788	Prbd.g_01777	Syan.g_00843
OG0000789	Prbd.g_01774	Syan.g_00075
OG0000790	Prbd.g_01759	Syan.g_02778
OG0000791	Prbd.g_01757	Syan.g_02780
OG0000792	Prbd.g_01756	Syan.g_02781
OG0000793	Prbd.g_01753	Syan.g_02879
OG0000794	Prbd.g_01752	Syan.g_02881
OG0000795	Prbd.g_01751	Syan.g_02882
OG0000796	Prbd.g_01747	Syan.g_02886
OG0000797	Prbd.g_01746	Syan.g_02888
OG0000799	Prbd.g_01707	Syan.g_01310
OG0000800	Prbd.g_01706	Syan.g_01308
OG0000801	Prbd.g_01705	Syan.g_01307
OG0000802	Prbd.g_01703	Syan.g_01303
OG0000803	Prbd.g_01701	Syan.g_01294
OG0000804	Prbd.g_01700	Syan.g_01291
OG0000805	Prbd.g_01698	Syan.g_01289
OG0000806	Prbd.g_01696	Syan.g_01287
OG0000807	Prbd.g_01695	Syan.g_01286
OG0000808	Prbd.g_01694	Syan.g_01285
OG0000809	Prbd.g_01691	Syan.g_01281
OG0000810	Prbd.g_01690	Syan.g_01280
OG0000811	Prbd.g_01686	Syan.g_01272
OG0000812	Prbd.g_01684	Syan.g_01270
OG0000813	Prbd.g_01683	Syan.g_01269
OG0000814	Prbd.g_01681	Syan.g_01267
OG0000815	Prbd.g_01680	Syan.g_01249
OG0000816	Prbd.g_01678	Syan.g_01247
OG0000817	Prbd.g_01677	Syan.g_01328
OG0000818	Prbd.g_01672	Syan.g_02807
OG0000819	Prbd.g_01671	Syan.g_02808
OG0000820	Prbd.g_01670	Syan.g_02809
OG0000821	Prbd.g_01666	Syan.g_02815
OG0000822	Prbd.g_01665	Syan.g_02817
OG0000823	Prbd.g_01664	Syan.g_02818
OG0000824	Prbd.g_01661	Syan.g_02824
OG0000825	Prbd.g_01660	Syan.g_02825
OG0000826	Prbd.g_01659	Syan.g_02826
OG0000827	Prbd.g_01658	Syan.g_02827
OG0000828	Prbd.g_01655	Syan.g_02830
OG0000829	Prbd.g_01654	Syan.g_02831
OG0000830	Prbd.g_01653	Syan.g_02832
OG0000831	Prbd.g_01651	Syan.g_02834
OG0000832	Prbd.g_01645	Syan.g_02408
OG0000833	Prbd.g_01637	Syan.g_01343
OG0000834	Prbd.g_01636	Syan.g_01345
OG0000835	Prbd.g_01635	Syan.g_01346
OG0000836	Prbd.g_01634	Syan.g_01349
OG0000837	Prbd.g_01633	Syan.g_01351
OG0000838	Prbd.g_01631	Syan.g_01355
OG0000839	Prbd.g_01630	Syan.g_01356
OG0000840	Prbd.g_01629	Syan.g_01357
OG0000841	Prbd.g_01628	Syan.g_01358
OG0000842	Prbd.g_01627	Syan.g_01359
OG0000843	Prbd.g_01626	Syan.g_01360
OG0000844	Prbd.g_01625	Syan.g_01362
OG0000845	Prbd.g_01624	Syan.g_01363
OG0000846	Prbd.g_01623	Syan.g_01364
OG0000847	Prbd.g_01622	Syan.g_01365
OG0000848	Prbd.g_01621	Syan.g_01367
OG0000849	Prbd.g_01620	Syan.g_01368
OG0000850	Prbd.g_01617	Syan.g_01371
OG0000851	Prbd.g_01616	Syan.g_01374
OG0000852	Prbd.g_01615	Syan.g_01375
OG0000853	Prbd.g_01611	Syan.g_01379
OG0000854	Prbd.g_01609	Syan.g_01381
OG0000855	Prbd.g_01608	Syan.g_01382
OG0000856	Prbd.g_01593	Syan.g_01136
OG0000857	Prbd.g_01566	Syan.g_00672
OG0000858	Prbd.g_01531	Syan.g_01389
OG0000859	Prbd.g_01530	Syan.g_01390
OG0000860	Prbd.g_01523	Syan.g_01402
OG0000861	Prbd.g_01522	Syan.g_01403
OG0000862	Prbd.g_01521	Syan.g_01412
OG0000863	Prbd.g_01519	Syan.g_01414
OG0000864	Prbd.g_01518	Syan.g_00969
OG0000865	Prbd.g_01517	Syan.g_01415
OG0000866	Prbd.g_01516	Syan.g_01416
OG0000867	Prbd.g_01515	Syan.g_01417
OG0000868	Prbd.g_01514	Syan.g_01421
OG0000869	Prbd.g_01510	Syan.g_01426
OG0000870	Prbd.g_01505	Syan.g_01431
OG0000871	Prbd.g_01504	Syan.g_01432
OG0000872	Prbd.g_01503	Syan.g_01438
OG0000873	Prbd.g_01500	Syan.g_01441
OG0000874	Prbd.g_01497	Syan.g_01443
OG0000875	Prbd.g_01496	Syan.g_01445
OG0000876	Prbd.g_01495	Syan.g_00391
OG0000877	Prbd.g_01493	Syan.g_01449
OG0000878	Prbd.g_01492	Syan.g_01450
OG0000879	Prbd.g_01491	Syan.g_01451
OG0000880	Prbd.g_01490	Syan.g_01452
OG0000881	Prbd.g_01486	Syan.g_01457
OG0000882	Prbd.g_01481	Syan.g_01462
OG0000883	Prbd.g_01479	Syan.g_01464
OG0000884	Prbd.g_01477	Syan.g_01466
OG0000885	Prbd.g_01476	Syan.g_01467
OG0000886	Prbd.g_01475	Syan.g_01468
OG0000887	Prbd.g_01474	Syan.g_01469
OG0000888	Prbd.g_01472	Syan.g_01471
OG0000889	Prbd.g_01470	Syan.g_01473
OG0000890	Prbd.g_01469	Syan.g_01476
OG0000891	Prbd.g_01468	Syan.g_01477
OG0000892	Prbd.g_01466	Syan.g_01480
OG0000893	Prbd.g_01463	Syan.g_02103
OG0000894	Prbd.g_01461	Syan.g_02108
OG0000895	Prbd.g_01458	Syan.g_02112
OG0000896	Prbd.g_01457	Syan.g_02113
OG0000897	Prbd.g_01455	Syan.g_02115
OG0000898	Prbd.g_01454	Syan.g_02116
OG0000899	Prbd.g_01453	Syan.g_02117
OG0000900	Prbd.g_01452	Syan.g_02118
OG0000901	Prbd.g_01449	Syan.g_02123
OG0000902	Prbd.g_01447	Syan.g_02125
OG0000903	Prbd.g_01444	Syan.g_02252
OG0000904	Prbd.g_01442	Syan.g_02258
OG0000905	Prbd.g_01437	Syan.g_02129
OG0000906	Prbd.g_01436	Syan.g_02127
OG0000907	Prbd.g_01433	Syan.g_02245
OG0000908	Prbd.g_01430	Syan.g_02242
OG0000909	Prbd.g_01429	Syan.g_02241
OG0000910	Prbd.g_01428	Syan.g_02240
OG0000911	Prbd.g_01426	Syan.g_02238
OG0000912	Prbd.g_01425	Syan.g_02237
OG0000913	Prbd.g_01424	Syan.g_02236
OG0000914	Prbd.g_01423	Syan.g_02235
OG0000915	Prbd.g_01422	Syan.g_02233
OG0000916	Prbd.g_01421	Syan.g_02232
OG0000917	Prbd.g_01420	Syan.g_02231
OG0000918	Prbd.g_01419	Syan.g_02230
OG0000919	Prbd.g_01418	Syan.g_02229
OG0000920	Prbd.g_01417	Syan.g_02228
OG0000921	Prbd.g_01416	Syan.g_02227
OG0000922	Prbd.g_01415	Syan.g_02226
OG0000923	Prbd.g_01411	Syan.g_02222
OG0000924	Prbd.g_01410	Syan.g_02221
OG0000925	Prbd.g_01409	Syan.g_02220
OG0000926	Prbd.g_01408	Syan.g_02219
OG0000927	Prbd.g_01406	Syan.g_02217
OG0000928	Prbd.g_01405	Syan.g_02216
OG0000929	Prbd.g_01404	Syan.g_02215
OG0000930	Prbd.g_01403	Syan.g_02214
OG0000931	Prbd.g_01402	Syan.g_02213
OG0000932	Prbd.g_01401	Syan.g_02212
OG0000933	Prbd.g_01397	Syan.g_02206
OG0000934	Prbd.g_01395	Syan.g_02204
OG0000935	Prbd.g_01394	Syan.g_02203
OG0000936	Prbd.g_01393	Syan.g_02202
OG0000937	Prbd.g_01392	Syan.g_02201
OG0000938	Prbd.g_01390	Syan.g_02198
OG0000939	Prbd.g_01389	Syan.g_02197
OG0000940	Prbd.g_01382	Syan.g_02188
OG0000941	Prbd.g_01380	Syan.g_02186
OG0000942	Prbd.g_01378	Syan.g_02184
OG0000943	Prbd.g_01377	Syan.g_02183
OG0000944	Prbd.g_01376	Syan.g_02181
OG0000945	Prbd.g_01375	Syan.g_02180
OG0000946	Prbd.g_01371	Syan.g_02167
OG0000947	Prbd.g_01369	Syan.g_02164
OG0000948	Prbd.g_01368	Syan.g_02163
OG0000949	Prbd.g_01365	Syan.g_01951
OG0000950	Prbd.g_01360	Syan.g_01940
OG0000951	Prbd.g_01356	Syan.g_01932
OG0000952	Prbd.g_01352	Syan.g_01927
OG0000953	Prbd.g_01349	Syan.g_01922
OG0000954	Prbd.g_01345	Syan.g_01916
OG0000955	Prbd.g_01344	Syan.g_01915
OG0000956	Prbd.g_01342	Syan.g_01913
OG0000957	Prbd.g_01337	Syan.g_01898
OG0000958	Prbd.g_01336	Syan.g_01897
OG0000959	Prbd.g_01332	Syan.g_01893
OG0000960	Prbd.g_01331	Syan.g_01892
OG0000961	Prbd.g_01329	Syan.g_03024
OG0000962	Prbd.g_01327	Syan.g_01887
OG0000963	Prbd.g_01323	Syan.g_01881
OG0000964	Prbd.g_01321	Syan.g_01880
OG0000965	Prbd.g_01320	Syan.g_01879
OG0000966	Prbd.g_01312	Syan.g_01812
OG0000967	Prbd.g_01308	Syan.g_01804
OG0000968	Prbd.g_01306	Syan.g_01706
OG0000969	Prbd.g_01305	Syan.g_01708
OG0000970	Prbd.g_01304	Syan.g_01709
OG0000971	Prbd.g_01303	Syan.g_01711
OG0000972	Prbd.g_01302	Syan.g_01712
OG0000973	Prbd.g_01301	Syan.g_01713
OG0000974	Prbd.g_01300	Syan.g_01714
OG0000975	Prbd.g_01299	Syan.g_01715
OG0000976	Prbd.g_01298	Syan.g_01716
OG0000977	Prbd.g_01297	Syan.g_01718
OG0000978	Prbd.g_01296	Syan.g_01719
OG0000979	Prbd.g_01293	Syan.g_01722
OG0000980	Prbd.g_01291	Syan.g_01725
OG0000981	Prbd.g_01289	Syan.g_01728
OG0000982	Prbd.g_01287	Syan.g_01566
OG0000983	Prbd.g_01286	Syan.g_01567
OG0000984	Prbd.g_01285	Syan.g_01568
OG0000985	Prbd.g_01282	Syan.g_01572
OG0000986	Prbd.g_01280	Syan.g_01574
OG0000987	Prbd.g_01279	Syan.g_01576
OG0000988	Prbd.g_01276	Syan.g_01581
OG0000989	Prbd.g_01273	Syan.g_01587
OG0000990	Prbd.g_01270	Syan.g_01615
OG0000991	Prbd.g_01269	Syan.g_01618
OG0000992	Prbd.g_01267	Syan.g_01622
OG0000993	Prbd.g_01266	Syan.g_01623
OG0000994	Prbd.g_01265	Syan.g_01625
OG0000995	Prbd.g_01261	Syan.g_01629
OG0000996	Prbd.g_01260	Syan.g_01653
OG0000997	Prbd.g_01259	Syan.g_01677
OG0000998	Prbd.g_01257	Syan.g_01679
OG0000999	Prbd.g_01256	Syan.g_01680
OG0001000	Prbd.g_01253	Syan.g_01684
OG0001001	Prbd.g_01251	Syan.g_01690
OG0001002	Prbd.g_01247	Syan.g_01697
OG0001003	Prbd.g_01245	Syan.g_01699
OG0001004	Prbd.g_01244	Syan.g_01700
OG0001005	Prbd.g_01243	Syan.g_01701
OG0001006	Prbd.g_01239	Syan.g_01794
OG0001007	Prbd.g_01237	Syan.g_01796
OG0001008	Prbd.g_00805	Syan.g_02397
OG0001009	Prbd.g_01210	Syan.g_01748
OG0001010	Prbd.g_01209	Syan.g_01747
OG0001011	Prbd.g_01208	Syan.g_01745
OG0001012	Prbd.g_01195	Syan.g_00281
OG0001013	Prbd.g_01189	Syan.g_01542
OG0001014	Prbd.g_01186	Syan.g_01535
OG0001015	Prbd.g_01185	Syan.g_01534
OG0001016	Prbd.g_01171	Syan.g_02912
OG0001017	Prbd.g_01167	Syan.g_02918
OG0001018	Prbd.g_01164	Syan.g_02920
OG0001019	Prbd.g_01155	Syan.g_02947
OG0001020	Prbd.g_01154	Syan.g_02951
OG0001021	Prbd.g_01153	Syan.g_02958
OG0001022	Prbd.g_01150	Syan.g_02964
OG0001023	Prbd.g_01149	Syan.g_02965
OG0001024	Prbd.g_01146	Syan.g_00968
OG0001025	Prbd.g_01140	Syan.g_02971
OG0001026	Prbd.g_01133	Syan.g_02984
OG0001027	Prbd.g_01132	Syan.g_02308
OG0001028	Prbd.g_01130	Syan.g_02305
OG0001029	Prbd.g_01128	Syan.g_02303
OG0001030	Prbd.g_01113	Syan.g_02281
OG0001031	Prbd.g_01054	Syan.g_03060
OG0001032	Prbd.g_01053	Syan.g_03063
OG0001033	Prbd.g_01032	Syan.g_00970
OG0001034	Prbd.g_01003	Syan.g_02425
OG0001035	Prbd.g_00985	Syan.g_02062
OG0001036	Prbd.g_00980	Syan.g_02056
OG0001037	Prbd.g_00979	Syan.g_02054
OG0001038	Prbd.g_00961	Syan.g_02025
OG0001039	Prbd.g_00958	Syan.g_02022
OG0001040	Prbd.g_00956	Syan.g_02019
OG0001041	Prbd.g_00952	Syan.g_02015
OG0001042	Prbd.g_00935	Syan.g_01992
OG0001043	Prbd.g_00934	Syan.g_01988
OG0001044	Prbd.g_00906	Syan.g_02145
OG0001045	Prbd.g_00897	Syan.g_02132
OG0001046	Prbd.g_00859	Syan.g_00591
OG0001047	Prbd.g_00803	Syan.g_02399
OG0001048	Prbd.g_00802	Syan.g_02400
OG0001049	Prbd.g_00800	Syan.g_01340
OG0001050	Prbd.g_00799	Syan.g_01339
OG0001051	Prbd.g_00798	Syan.g_01338
OG0001052	Prbd.g_00771	Syan.g_02850
OG0001053	Prbd.g_00759	Syan.g_02761
OG0001054	Prbd.g_00744	Syan.g_02742
OG0001055	Prbd.g_00725	Syan.g_02721
OG0001056	Prbd.g_00706	Syan.g_01161
OG0001057	Prbd.g_00701	Syan.g_00832
OG0001058	Prbd.g_00693	Syan.g_00851
OG0001059	Prbd.g_00689	Syan.g_00855
OG0001060	Prbd.g_00682	Syan.g_00861
OG0001061	Prbd.g_00669	Syan.g_00880
OG0001063	Prbd.g_00665	Syan.g_00945
OG0001064	Prbd.g_00664	Syan.g_00946
OG0001065	Prbd.g_00663	Syan.g_00947
OG0001066	Prbd.g_00662	Syan.g_00948
OG0001067	Prbd.g_00661	Syan.g_00949
OG0001068	Prbd.g_00660	Syan.g_00950
OG0001069	Prbd.g_00659	Syan.g_00951
OG0001070	Prbd.g_00656	Syan.g_00955
OG0001071	Prbd.g_00655	Syan.g_00956
OG0001072	Prbd.g_00654	Syan.g_00960
OG0001073	Prbd.g_00640	Syan.g_01012
OG0001074	Prbd.g_00629	Syan.g_00202
OG0001075	Prbd.g_00628	Syan.g_00200
OG0001076	Prbd.g_00620	Syan.g_00012
OG0001077	Prbd.g_00616	Syan.g_01140
OG0001078	Prbd.g_00608	Syan.g_00815
OG0001079	Prbd.g_00597	Syan.g_00799
OG0001080	Prbd.g_00591	Syan.g_00781
OG0001081	Prbd.g_00589	Syan.g_00779
OG0001082	Prbd.g_00588	Syan.g_00778
OG0001083	Prbd.g_00583	Syan.g_00771
OG0001084	Prbd.g_00582	Syan.g_00770
OG0001086	Prbd.g_00573	Syan.g_00757
OG0001087	Prbd.g_00556	Syan.g_01159
OG0001088	Prbd.g_00555	Syan.g_02688
OG0001089	Prbd.g_00547	Syan.g_00185
OG0001090	Prbd.g_00008	Syan.g_00317
OG0001091	Prbd.g_00010	Syan.g_00320
OG0001092	Prbd.g_00011	Syan.g_00322
OG0001093	Prbd.g_00016	Syan.g_00328
OG0001094	Prbd.g_00096	Syan.g_00696
OG0001095	Prbd.g_00115	Syan.g_00675
OG0001096	Prbd.g_00128	Syan.g_00659
OG0001097	Prbd.g_00147	Syan.g_00386
OG0001099	Prbd.g_00194	Syan.g_02304
OG0001100	Prbd.g_00198	Syan.g_00749
OG0001101	Prbd.g_00200	Syan.g_00747
OG0001102	Prbd.g_00203	Syan.g_00744
OG0001103	Prbd.g_00205	Syan.g_00742
OG0001104	Prbd.g_00227	Syan.g_00714
OG0001106	Prbd.g_00255	Syan.g_00551
OG0001107	Prbd.g_00262	Syan.g_00563
OG0001108	Prbd.g_00266	Syan.g_00571
OG0001109	Prbd.g_00267	Syan.g_00573
OG0001110	Prbd.g_00269	Syan.g_00575
OG0001111	Prbd.g_00270	Syan.g_00577
OG0001112	Prbd.g_00271	Syan.g_00579
OG0001113	Prbd.g_00272	Syan.g_00580
OG0001114	Prbd.g_00273	Syan.g_00581
OG0001115	Prbd.g_00275	Syan.g_00586
OG0001116	Prbd.g_00276	Syan.g_00588
OG0001117	Prbd.g_00277	Syan.g_00589
OG0001118	Prbd.g_00278	Syan.g_00590
OG0001119	Prbd.g_00279	Syan.g_00592
OG0001120	Prbd.g_00281	Syan.g_00597
OG0001122	Prbd.g_00312	Syan.g_00366
OG0001123	Prbd.g_00316	Syan.g_00359
OG0001124	Prbd.g_00318	Syan.g_00357
OG0001125	Prbd.g_00319	Syan.g_00355
OG0001126	Prbd.g_00329	Syan.g_00307
OG0001127	Prbd.g_00330	Syan.g_00306
OG0001128	Prbd.g_00332	Syan.g_00303
OG0001129	Prbd.g_00333	Syan.g_00301
OG0001130	Prbd.g_00334	Syan.g_00300
OG0001131	Prbd.g_00370	Syan.g_00079
OG0001132	Prbd.g_00380	Syan.g_00100
OG0001133	Prbd.g_00414	Syan.g_00006
OG0001134	Prbd.g_00427	Syan.g_01146
OG0001135	Prbd.g_00430	Syan.g_01150
OG0001136	Prbd.g_00465	Syan.g_02699
OG0001137	Prbd.g_00476	Syan.g_02670
OG0001138	Prbd.g_00494	Syan.g_02638
OG0001139	Prbd.g_00495	Syan.g_02636
OG0001140	Prbd.g_00496	Syan.g_02635
OG0001141	Prbd.g_00497	Syan.g_02625
OG0001142	Prbd.g_00498	Syan.g_02624
