Orthogroup	Prba	Syap
OG0000604	Prba.g_01667	Syap.g_02769
OG0000605	Prba.g_01666	Syap.g_02501, Syap.g_02771
OG0000606	Prba.g_01663	Syap.g_02506
OG0000607	Prba.g_01660	Syap.g_00093
OG0000608	Prba.g_01659	Syap.g_00094
OG0000609	Prba.g_01658	Syap.g_00096
OG0000610	Prba.g_01653	Syap.g_01963
OG0000611	Prba.g_01650	Syap.g_01958
OG0000612	Prba.g_01649	Syap.g_01957
OG0000613	Prba.g_01644	Syap.g_02480
OG0000615	Prba.g_01617	Syap.g_00154
OG0000616	Prba.g_01613	Syap.g_00127
OG0000617	Prba.g_01588	Syap.g_00513
OG0000618	Prba.g_01587	Syap.g_00514
OG0000619	Prba.g_01586	Syap.g_00515
OG0000620	Prba.g_01583	Syap.g_00520
OG0000621	Prba.g_01582	Syap.g_00521
OG0000622	Prba.g_01581	Syap.g_00523
OG0000623	Prba.g_01580	Syap.g_00526
OG0000624	Prba.g_01579	Syap.g_00527
OG0000625	Prba.g_01578	Syap.g_00528
OG0000626	Prba.g_01577	Syap.g_00529
OG0000627	Prba.g_01576	Syap.g_00848
OG0000628	Prba.g_01575	Syap.g_00850
OG0000629	Prba.g_01574	Syap.g_02334
OG0000630	Prba.g_01571	Syap.g_02793
OG0000631	Prba.g_01508	Syap.g_01724
OG0000632	Prba.g_01507	Syap.g_01725
OG0000633	Prba.g_01506	Syap.g_01726
OG0000634	Prba.g_01503	Syap.g_00190
OG0000635	Prba.g_01502	Syap.g_00191
OG0000636	Prba.g_01500	Syap.g_00193
OG0000637	Prba.g_01498	Syap.g_00195
OG0000638	Prba.g_01497	Syap.g_00196
OG0000639	Prba.g_01496	Syap.g_00197
OG0000640	Prba.g_01495	Syap.g_00198
OG0000641	Prba.g_01491	Syap.g_00203
OG0000642	Prba.g_01490	Syap.g_02732
OG0000643	Prba.g_01489	Syap.g_02731
OG0000644	Prba.g_01488	Syap.g_02730
OG0000645	Prba.g_01487	Syap.g_02726
OG0000646	Prba.g_01485	Syap.g_02723
OG0000647	Prba.g_01484	Syap.g_02721
OG0000648	Prba.g_01482	Syap.g_02719
OG0000649	Prba.g_01481	Syap.g_02718
OG0000650	Prba.g_01480	Syap.g_02717
OG0000651	Prba.g_01479	Syap.g_02716
OG0000652	Prba.g_01478	Syap.g_02715
OG0000653	Prba.g_01476	Syap.g_02713
OG0000654	Prba.g_01475	Syap.g_02711
OG0000655	Prba.g_01474	Syap.g_02710
OG0000656	Prba.g_01471	Syap.g_02706
OG0000657	Prba.g_01463	Syap.g_01845
OG0000658	Prba.g_01462	Syap.g_01841
OG0000659	Prba.g_01461	Syap.g_01840
OG0000660	Prba.g_01457	Syap.g_01835
OG0000662	Prba.g_01453	Syap.g_00823
OG0000663	Prba.g_01451	Syap.g_00826
OG0000664	Prba.g_01450	Syap.g_00828
OG0000665	Prba.g_01446	Syap.g_02331
OG0000666	Prba.g_01445	Syap.g_01573
OG0000667	Prba.g_01441	Syap.g_01979
OG0000668	Prba.g_01411	Syap.g_02765
OG0000669	Prba.g_01404	Syap.g_02371
OG0000670	Prba.g_01402	Syap.g_02368
OG0000671	Prba.g_01400	Syap.g_01260
OG0000672	Prba.g_01397	Syap.g_01257
OG0000673	Prba.g_01394	Syap.g_01253
OG0000674	Prba.g_01392	Syap.g_01251
OG0000675	Prba.g_01391	Syap.g_01250
OG0000676	Prba.g_01389	Syap.g_01248
OG0000677	Prba.g_01388	Syap.g_01246
OG0000678	Prba.g_01386	Syap.g_01239
OG0000679	Prba.g_01382	Syap.g_00157
OG0000680	Prba.g_01381	Syap.g_00158
OG0000681	Prba.g_01379	Syap.g_00163
OG0000682	Prba.g_01378	Syap.g_00165
OG0000683	Prba.g_01377	Syap.g_00166
OG0000684	Prba.g_01375	Syap.g_00169
OG0000685	Prba.g_01373	Syap.g_00172
OG0000686	Prba.g_01372	Syap.g_00173
OG0000687	Prba.g_01371	Syap.g_00174
OG0000688	Prba.g_01368	Syap.g_00178
OG0000689	Prba.g_01367	Syap.g_00180
OG0000690	Prba.g_01366	Syap.g_00181
OG0000691	Prba.g_01365	Syap.g_00182
OG0000692	Prba.g_01363	Syap.g_00184
OG0000693	Prba.g_01362	Syap.g_00185
OG0000694	Prba.g_01361	Syap.g_00186
OG0000695	Prba.g_01359	Syap.g_01729
OG0000696	Prba.g_01358	Syap.g_01730
OG0000697	Prba.g_01357	Syap.g_01734
OG0000698	Prba.g_01354	Syap.g_01737
OG0000699	Prba.g_01353	Syap.g_01738
OG0000700	Prba.g_01352	Syap.g_01739
OG0000701	Prba.g_01351	Syap.g_01740
OG0000702	Prba.g_01349	Syap.g_01747
OG0000703	Prba.g_01348	Syap.g_01750
OG0000704	Prba.g_01347	Syap.g_01753
OG0000705	Prba.g_01343	Syap.g_02022
OG0000706	Prba.g_01342	Syap.g_02020
OG0000707	Prba.g_01341	Syap.g_02019
OG0000708	Prba.g_01340	Syap.g_02016
OG0000709	Prba.g_01336	Syap.g_00121
OG0000711	Prba.g_01316	Syap.g_02686
OG0000712	Prba.g_01314	Syap.g_02688
OG0000713	Prba.g_01313	Syap.g_02689
OG0000714	Prba.g_01312	Syap.g_02691
OG0000715	Prba.g_01310	Syap.g_02693
OG0000716	Prba.g_01308	Syap.g_02696
OG0000717	Prba.g_01307	Syap.g_02697
OG0000718	Prba.g_01295	Syap.g_02701
OG0000719	Prba.g_01293	Syap.g_02767
OG0000720	Prba.g_01284	Syap.g_02780
OG0000721	Prba.g_01282	Syap.g_02782
OG0000722	Prba.g_01281	Syap.g_02783
OG0000723	Prba.g_01278	Syap.g_00532
OG0000725	Prba.g_01263	Syap.g_01559
OG0000726	Prba.g_01262	Syap.g_01560
OG0000727	Prba.g_01261	Syap.g_01561
OG0000728	Prba.g_01259	Syap.g_01564
OG0000729	Prba.g_01214	Syap.g_01122
OG0000730	Prba.g_00749	Syap.g_00572
OG0000731	Prba.g_00745	Syap.g_00560
OG0000732	Prba.g_00735	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prba.g_00096	Syap.g_01971
OG0000734	Prba.g_00079	Syap.g_02628
OG0000735	Prba.g_00077	Syap.g_00244
OG0000736	Prba.g_00076	Syap.g_00243
OG0000737	Prba.g_00075	Syap.g_00242
OG0000738	Prba.g_00071	Syap.g_00236
OG0000739	Prba.g_00070	Syap.g_00235
OG0000740	Prba.g_00069	Syap.g_00234
OG0000741	Prba.g_00068	Syap.g_00231
OG0000742	Prba.g_00065	Syap.g_00229
OG0000743	Prba.g_00063	Syap.g_00226
OG0000744	Prba.g_00062	Syap.g_00225
OG0000745	Prba.g_00060	Syap.g_00222
OG0000746	Prba.g_00058	Syap.g_00220
OG0000747	Prba.g_00057	Syap.g_00219
OG0000748	Prba.g_00054	Syap.g_00212
OG0000749	Prba.g_00053	Syap.g_00211
OG0000750	Prba.g_00052	Syap.g_00210
OG0000751	Prba.g_00050	Syap.g_00205
OG0000752	Prba.g_00048	Syap.g_01793
OG0000753	Prba.g_00045	Syap.g_02775
OG0000754	Prba.g_00042	Syap.g_01883
OG0000755	Prba.g_00039	Syap.g_01893
OG0000757	Prba.g_00032	Syap.g_00427
OG0000758	Prba.g_00031	Syap.g_00428
OG0000759	Prba.g_00030	Syap.g_00429
OG0000760	Prba.g_00029	Syap.g_00430
OG0000761	Prba.g_00028	Syap.g_00431
OG0000762	Prba.g_00027	Syap.g_00434
OG0000763	Prba.g_00025	Syap.g_02624
OG0000764	Prba.g_00024	Syap.g_02623
OG0000765	Prba.g_00015	Syap.g_02440
OG0000766	Prba.g_00014	Syap.g_02439
OG0000767	Prba.g_00012	Syap.g_02437
OG0000768	Prba.g_00011	Syap.g_02436
OG0000769	Prba.g_00009	Syap.g_02434
OG0000770	Prba.g_00007	Syap.g_02431
OG0000772	Prba.g_01167	Syap.g_02295
OG0000773	Prba.g_01183	Syap.g_00885
OG0000774	Prba.g_01185	Syap.g_01473
OG0000775	Prba.g_01187	Syap.g_01475
OG0000776	Prba.g_01188	Syap.g_01476
OG0000777	Prba.g_01189	Syap.g_01478
OG0000778	Prba.g_01190	Syap.g_01479
OG0000779	Prba.g_01194	Syap.g_01494
OG0000780	Prba.g_01195	Syap.g_01496
OG0000781	Prba.g_01198	Syap.g_02609
OG0000782	Prba.g_01199	Syap.g_02611
OG0000783	Prba.g_01200	Syap.g_02612
OG0000784	Prba.g_01201	Syap.g_02613
OG0000785	Prba.g_01203	Syap.g_02281
OG0000786	Prba.g_01205	Syap.g_02287
OG0000787	Prba.g_01206	Syap.g_02288
OG0000788	Prba.g_00209	Syap.g_01932
OG0000789	Prba.g_00206	Syap.g_00372
OG0000791	Prba.g_00189	Syap.g_02520
OG0000792	Prba.g_00188	Syap.g_02519
OG0000793	Prba.g_00185	Syap.g_02141
OG0000794	Prba.g_00184	Syap.g_02200
OG0000795	Prba.g_00183	Syap.g_02199
OG0000796	Prba.g_00179	Syap.g_02448
OG0000797	Prba.g_00178	Syap.g_02449
OG0000798	Prba.g_00166	Syap.g_01269
OG0000799	Prba.g_00115	Syap.g_02488
OG0000800	Prba.g_00114	Syap.g_02487
OG0000801	Prba.g_00113	Syap.g_02486
OG0000802	Prba.g_00111	Syap.g_02659
OG0000803	Prba.g_00109	Syap.g_02109
OG0000804	Prba.g_00108	Syap.g_02113
OG0000805	Prba.g_00106	Syap.g_02115
OG0000806	Prba.g_00720	Syap.g_02117
OG0000807	Prba.g_00719	Syap.g_02118
OG0000808	Prba.g_00718	Syap.g_02119
OG0000809	Prba.g_00715	Syap.g_02122
OG0000810	Prba.g_00714	Syap.g_02124
OG0000811	Prba.g_00710	Syap.g_02472
OG0000812	Prba.g_00708	Syap.g_02474
OG0000813	Prba.g_00707	Syap.g_02475
OG0000814	Prba.g_00705	Syap.g_02753
OG0000815	Prba.g_00704	Syap.g_02752
OG0000816	Prba.g_00702	Syap.g_02289
OG0000817	Prba.g_00701	Syap.g_02527
OG0000818	Prba.g_00696	Syap.g_02001
OG0000819	Prba.g_00695	Syap.g_02002
OG0000820	Prba.g_00694	Syap.g_02003
OG0000821	Prba.g_00690	Syap.g_02009
OG0000822	Prba.g_00689	Syap.g_02011
OG0000824	Prba.g_00685	Syap.g_00008
OG0000825	Prba.g_00684	Syap.g_00009
OG0000826	Prba.g_00683	Syap.g_00010
OG0000827	Prba.g_00682	Syap.g_00011
OG0000828	Prba.g_00679	Syap.g_00014
OG0000829	Prba.g_00678	Syap.g_00015
OG0000830	Prba.g_00677	Syap.g_00016
OG0000831	Prba.g_00350	Syap.g_00019
OG0000832	Prba.g_00344	Syap.g_00752
OG0000833	Prba.g_00336	Syap.g_00021
OG0000834	Prba.g_00335	Syap.g_00023
OG0000835	Prba.g_00334	Syap.g_00024
OG0000836	Prba.g_00333	Syap.g_00026
OG0000837	Prba.g_00332	Syap.g_00027
OG0000838	Prba.g_00330	Syap.g_00031
OG0000839	Prba.g_00329	Syap.g_00032
OG0000840	Prba.g_00328	Syap.g_00033
OG0000841	Prba.g_00327	Syap.g_00034
OG0000842	Prba.g_00326	Syap.g_00035
OG0000843	Prba.g_00325	Syap.g_00036
OG0000844	Prba.g_00324	Syap.g_00039
OG0000845	Prba.g_00323	Syap.g_00040
OG0000846	Prba.g_00322	Syap.g_00042
OG0000847	Prba.g_00321	Syap.g_00043
OG0000848	Prba.g_00320	Syap.g_00045
OG0000849	Prba.g_00319	Syap.g_00046
OG0000850	Prba.g_00317	Syap.g_00310
OG0000851	Prba.g_00316	Syap.g_01214
OG0000852	Prba.g_00315	Syap.g_01215
OG0000853	Prba.g_00311	Syap.g_01219
OG0000854	Prba.g_00309	Syap.g_01222
OG0000855	Prba.g_00308	Syap.g_01223
OG0000856	Prba.g_00293	Syap.g_01286
OG0000857	Prba.g_00266	Syap.g_02722
OG0000858	Prba.g_00232	Syap.g_00612
OG0000859	Prba.g_00231	Syap.g_00613
OG0000860	Prba.g_00618	Syap.g_00623
OG0000861	Prba.g_00617	Syap.g_02789
OG0000862	Prba.g_00616	Syap.g_01789
OG0000863	Prba.g_00614	Syap.g_01784
OG0000864	Prba.g_00613	Syap.g_01783
OG0000865	Prba.g_00612	Syap.g_01781, Syap.g_01782
OG0000866	Prba.g_00611	Syap.g_01780
OG0000867	Prba.g_00610	Syap.g_01779
OG0000868	Prba.g_00609	Syap.g_01775
OG0000869	Prba.g_00605	Syap.g_01770
OG0000870	Prba.g_00600	Syap.g_01401
OG0000871	Prba.g_00599	Syap.g_01400
OG0000872	Prba.g_00598	Syap.g_01394
OG0000873	Prba.g_00595	Syap.g_01390
OG0000874	Prba.g_00592	Syap.g_01388
OG0000875	Prba.g_00591	Syap.g_01386
OG0000876	Prba.g_00590	Syap.g_00822
OG0000877	Prba.g_00588	Syap.g_01380
OG0000878	Prba.g_00587	Syap.g_01378
OG0000879	Prba.g_00586	Syap.g_01377
OG0000880	Prba.g_00585	Syap.g_01376
OG0000882	Prba.g_00576	Syap.g_01516
OG0000883	Prba.g_00574	Syap.g_01511
OG0000884	Prba.g_00573	Syap.g_01509
OG0000885	Prba.g_00572	Syap.g_01508
OG0000886	Prba.g_00571	Syap.g_01507
OG0000887	Prba.g_00570	Syap.g_01506
OG0000888	Prba.g_00568	Syap.g_01504
OG0000889	Prba.g_00566	Syap.g_01502
OG0000890	Prba.g_00565	Syap.g_01499
OG0000891	Prba.g_00564	Syap.g_01498
OG0000892	Prba.g_00352	Syap.g_02671
OG0000893	Prba.g_00357	Syap.g_02497
OG0000894	Prba.g_00359	Syap.g_02679
OG0000895	Prba.g_00362	Syap.g_00546
OG0000896	Prba.g_00363	Syap.g_00545
OG0000897	Prba.g_00365	Syap.g_00543
OG0000898	Prba.g_00366	Syap.g_00542
OG0000899	Prba.g_00367	Syap.g_00541
OG0000900	Prba.g_00368	Syap.g_00540
OG0000901	Prba.g_00371	Syap.g_01930
OG0000902	Prba.g_00373	Syap.g_01929
OG0000903	Prba.g_00376	Syap.g_01916
OG0000904	Prba.g_00378	Syap.g_01922
OG0000905	Prba.g_00383	Syap.g_01925
OG0000906	Prba.g_00384	Syap.g_01927
OG0000907	Prba.g_00387	Syap.g_01914
OG0000908	Prba.g_00390	Syap.g_01235
OG0000909	Prba.g_00391	Syap.g_01236
OG0000910	Prba.g_00392	Syap.g_01237
OG0000911	Prba.g_00394	Syap.g_00511
OG0000912	Prba.g_00395	Syap.g_00510
OG0000913	Prba.g_00396	Syap.g_00509
OG0000914	Prba.g_00397	Syap.g_00508
OG0000915	Prba.g_00398	Syap.g_00506
OG0000916	Prba.g_00399	Syap.g_00505
OG0000917	Prba.g_00400	Syap.g_00504
OG0000918	Prba.g_00401	Syap.g_00503
OG0000919	Prba.g_00402	Syap.g_00502
OG0000920	Prba.g_00403	Syap.g_00501
OG0000921	Prba.g_00404	Syap.g_00500
OG0000922	Prba.g_00405	Syap.g_00499
OG0000923	Prba.g_00409	Syap.g_00495
OG0000924	Prba.g_00410	Syap.g_00494
OG0000925	Prba.g_00411	Syap.g_00493
OG0000926	Prba.g_00412	Syap.g_00492
OG0000927	Prba.g_00414	Syap.g_00490
OG0000928	Prba.g_00415	Syap.g_00489
OG0000929	Prba.g_00416	Syap.g_00488
OG0000930	Prba.g_00417	Syap.g_00487
OG0000931	Prba.g_00418	Syap.g_00486
OG0000932	Prba.g_00419	Syap.g_00485
OG0000933	Prba.g_00423	Syap.g_00479
OG0000934	Prba.g_00425	Syap.g_00477
OG0000935	Prba.g_00426	Syap.g_00476
OG0000936	Prba.g_00427	Syap.g_00475
OG0000937	Prba.g_00428	Syap.g_00474
OG0000938	Prba.g_00430	Syap.g_00471
OG0000939	Prba.g_00431	Syap.g_00469
OG0000940	Prba.g_00438	Syap.g_00460
OG0000941	Prba.g_01049	Syap.g_00458
OG0000942	Prba.g_01051	Syap.g_00606
OG0000943	Prba.g_01052	Syap.g_00604
OG0000944	Prba.g_01053	Syap.g_00602
OG0000945	Prba.g_01054	Syap.g_00601
OG0000946	Prba.g_01059	Syap.g_00595
OG0000947	Prba.g_01061	Syap.g_00591
OG0000948	Prba.g_01062	Syap.g_00590
OG0000949	Prba.g_01065	Syap.g_01051
OG0000950	Prba.g_01070	Syap.g_01061
OG0000951	Prba.g_01074	Syap.g_01070
OG0000952	Prba.g_01078	Syap.g_01074
OG0000953	Prba.g_00753	Syap.g_01078
OG0000954	Prba.g_00757	Syap.g_01089
OG0000955	Prba.g_00758	Syap.g_01090
OG0000956	Prba.g_00760	Syap.g_01092
OG0000957	Prba.g_00766	Syap.g_01109
OG0000958	Prba.g_00767	Syap.g_01110
OG0000959	Prba.g_00771	Syap.g_01114
OG0000960	Prba.g_00772	Syap.g_01115
OG0000961	Prba.g_00774	Syap.g_02170
OG0000962	Prba.g_00776	Syap.g_01121
OG0000963	Prba.g_00780	Syap.g_01124
OG0000964	Prba.g_00781	Syap.g_01125
OG0000965	Prba.g_00782	Syap.g_01126
OG0000966	Prba.g_00789	Syap.g_01141
OG0000967	Prba.g_00794	Syap.g_00633
OG0000968	Prba.g_00796	Syap.g_00998
OG0000969	Prba.g_00797	Syap.g_00996
OG0000970	Prba.g_00798	Syap.g_00995
OG0000971	Prba.g_00799	Syap.g_00993
OG0000972	Prba.g_00800	Syap.g_00992
OG0000973	Prba.g_00801	Syap.g_00991
OG0000974	Prba.g_00802	Syap.g_00990
OG0000975	Prba.g_00803	Syap.g_00989
OG0000976	Prba.g_00804	Syap.g_00988
OG0000977	Prba.g_00805	Syap.g_00986
OG0000978	Prba.g_00806	Syap.g_00985
OG0000979	Prba.g_00809	Syap.g_00980
OG0000980	Prba.g_00811	Syap.g_00977
OG0000981	Prba.g_00813	Syap.g_01812
OG0000982	Prba.g_00815	Syap.g_00132
OG0000983	Prba.g_00816	Syap.g_00134
OG0000984	Prba.g_00817	Syap.g_00135
OG0000985	Prba.g_00820	Syap.g_00140
OG0000986	Prba.g_00822	Syap.g_01044
OG0000987	Prba.g_00823	Syap.g_01033
OG0000988	Prba.g_00826	Syap.g_01027
OG0000989	Prba.g_00830	Syap.g_01011
OG0000990	Prba.g_00833	Syap.g_02087
OG0000991	Prba.g_00834	Syap.g_02091
OG0000992	Prba.g_00836	Syap.g_02095
OG0000993	Prba.g_00837	Syap.g_02097
OG0000994	Prba.g_00838	Syap.g_02101
OG0000996	Prba.g_00843	Syap.g_01817
OG0000997	Prba.g_00844	Syap.g_02590
OG0000998	Prba.g_00846	Syap.g_02591
OG0000999	Prba.g_00847	Syap.g_02592
OG0001001	Prba.g_01780	Syap.g_02605
OG0001002	Prba.g_01784	Syap.g_00124
OG0001003	Prba.g_01785	Syap.g_02310
OG0001004	Prba.g_01786	Syap.g_02311
OG0001005	Prba.g_01787	Syap.g_02312
OG0001006	Prba.g_01791	Syap.g_00053
OG0001007	Prba.g_01793	Syap.g_00055
OG0001008	Prba.g_01024	Syap.g_02060
OG0001012	Prba.g_01837	Syap.g_00371
OG0001013	Prba.g_01842	Syap.g_01325
OG0001016	Prba.g_01861	Syap.g_01695
OG0001033	Prba.g_00664	Syap.g_00105
OG0001035	Prba.g_00473	Syap.g_01594
OG0001038	Prba.g_00495	Syap.g_01362
OG0001039	Prba.g_00498	Syap.g_01359
OG0001040	Prba.g_00500	Syap.g_01356
OG0001041	Prba.g_00504	Syap.g_01352
OG0001043	Prba.g_00521	Syap.g_01676
OG0001044	Prba.g_00549	Syap.g_00571
OG0001053	Prba.g_00978	Syap.g_02253
OG0001054	Prba.g_00963	Syap.g_00274
OG0001055	Prba.g_00944	Syap.g_00252
OG0001059	Prba.g_01762	Syap.g_00306
OG0001060	Prba.g_01755	Syap.g_00299
OG0001061	Prba.g_01742	Syap.g_01309
OG0001062	Prba.g_01740	Syap.g_01314
OG0001072	Prba.g_01727	Syap.g_00441
OG0001073	Prba.g_01713	Syap.g_00122, Syap.g_00455
OG0001078	Prba.g_01681	Syap.g_00896
OG0001080	Prba.g_01664	Syap.g_02505
OG0001085	Prba.g_01647	Syap.g_01953
OG0001094	Prba.g_01505	Syap.g_00187
OG0001095	Prba.g_01486	Syap.g_02725
OG0001096	Prba.g_01473	Syap.g_02709
OG0001100	Prba.g_01403	Syap.g_02369
OG0001102	Prba.g_01398	Syap.g_01258
OG0001103	Prba.g_01396	Syap.g_01256
OG0001104	Prba.g_01374	Syap.g_00171
OG0001105	Prba.g_01370	Syap.g_00175
OG0001107	Prba.g_01339	Syap.g_02015
OG0001108	Prba.g_01335	Syap.g_00119
OG0001122	Prba.g_01292	Syap.g_02766
OG0001123	Prba.g_01288	Syap.g_01872
OG0001133	Prba.g_00729	Syap.g_01292
OG0001136	Prba.g_00067	Syap.g_00230
OG0001137	Prba.g_00055	Syap.g_00213
OG0001140	Prba.g_00035	Syap.g_02134
OG0001152	Prba.g_00180	Syap.g_02447
OG0001154	Prba.g_00680	Syap.g_00013
OG0001155	Prba.g_00343	Syap.g_00750
OG0001160	Prba.g_00313	Syap.g_01217
OG0001162	Prba.g_00289	Syap.g_02366
OG0001163	Prba.g_00234	Syap.g_00609
OG0001164	Prba.g_00230	Syap.g_00614
OG0001165	Prba.g_00227	Syap.g_00619
OG0001168	Prba.g_00582	Syap.g_01372
OG0001171	Prba.g_00569	Syap.g_01505
OG0001172	Prba.g_00360	Syap.g_00547
OG0001177	Prba.g_00380	Syap.g_01920
OG0001178	Prba.g_00385	Syap.g_01786, Syap.g_01787
OG0001179	Prba.g_00413	Syap.g_00491
OG0001180	Prba.g_00435	Syap.g_00097, Syap.g_00465
OG0001181	Prba.g_01048	Syap.g_00459
OG0001183	Prba.g_01060	Syap.g_00594
OG0001185	Prba.g_00762	Syap.g_01104
OG0001186	Prba.g_00786	Syap.g_01140
OG0001187	Prba.g_00790	Syap.g_01142
OG0001188	Prba.g_00793	Syap.g_00634
OG0001189	Prba.g_00810	Syap.g_00979
OG0001191	Prba.g_00824	Syap.g_01030
OG0001192	Prba.g_00829	Syap.g_01021
OG0001197	Prba.g_01783	Syap.g_00126
OG0001198	Prba.g_01790	Syap.g_00052
OG0001199	Prba.g_01862	Syap.g_01696
OG0001200	Prba.g_01864	Syap.g_01698
OG0001202	Prba.g_00655	Syap.g_01613
OG0001203	Prba.g_00457	Syap.g_01154
OG0001204	Prba.g_00462	Syap.g_01577
OG0001214	Prba.g_01680	Syap.g_00897
OG0001217	Prba.g_01554	Syap.g_01464
OG0001218	Prba.g_01547	Syap.g_00020
OG0001219	Prba.g_01510	Syap.g_02794
OG0001221	Prba.g_01384	Syap.g_01777
OG0001222	Prba.g_01345	Syap.g_02027
OG0001224	Prba.g_01268	Syap.g_01551
OG0001225	Prba.g_01266	Syap.g_01553
OG0001226	Prba.g_01240	Syap.g_02551
OG0001228	Prba.g_00018	Syap.g_01063
OG0001229	Prba.g_00198	Syap.g_00827
OG0001230	Prba.g_00105	Syap.g_02116
OG0001231	Prba.g_00291	Syap.g_00073
OG0001232	Prba.g_00597	Syap.g_01393
OG0001235	Prba.g_00382	Syap.g_01924
OG0001236	Prba.g_01073	Syap.g_01069
OG0001237	Prba.g_01077	Syap.g_01073
OG0001238	Prba.g_00825	Syap.g_01028
OG0001239	Prba.g_01859	Syap.g_01693, Syap.g_01692
OG0001242	Prba.g_01907	Syap.g_02227, Syap.g_02229
OG0001243	Prba.g_01913	Syap.g_02219
OG0001244	Prba.g_01929	Syap.g_02192
OG0001246	Prba.g_00957	Syap.g_00267, Syap.g_01165
OG0001248	Prba.g_01632	Syap.g_00423
OG0001249	Prba.g_01521	Syap.g_00575
OG0001250	Prba.g_01458	Syap.g_01836
OG0001251	Prba.g_01410	Syap.g_01549, Syap.g_01727
OG0001253	Prba.g_01221	Syap.g_01969
OG0001255	Prba.g_00080	Syap.g_02523
OG0001256	Prba.g_00298	Syap.g_01225
OG0001257	Prba.g_00292	Syap.g_00374, Syap.g_00373
OG0001258	Prba.g_00229	Syap.g_00617
OG0001260	Prba.g_00563	Syap.g_01497
OG0001261	Prba.g_00421	Syap.g_00482
OG0001262	Prba.g_00808	Syap.g_00981
OG0001263	Prba.g_01916	Syap.g_02216
OG0001265	Prba.g_01906	Syap.g_02231
OG0001266	Prba.g_00659	Syap.g_01618
OG0001267	Prba.g_00497	Syap.g_01360
OG0001268	Prba.g_00555	Syap.g_00563
OG0001270	Prba.g_01027	Syap.g_02056
OG0001271	Prba.g_00989	Syap.g_02759
OG0001272	Prba.g_00975	Syap.g_02250
OG0001274	Prba.g_01614	Syap.g_01897
OG0001275	Prba.g_01309	Syap.g_02694
OG0001276	Prba.g_01289	Syap.g_01873
OG0001277	Prba.g_01232	Syap.g_01293
OG0001278	Prba.g_00013	Syap.g_02438
OG0001279	Prba.g_01136	Syap.g_02663
OG0001282	Prba.g_00195	Syap.g_01701
OG0001284	Prba.g_00318	Syap.g_00047
OG0001286	Prba.g_00433	Syap.g_00467
OG0001287	Prba.g_00770	Syap.g_00418
OG0001288	Prba.g_00779	Syap.g_01123
OG0001289	Prba.g_01875	Syap.g_02365
OG0001291	Prba.g_01923	Syap.g_02207
OG0001292	Prba.g_00467	Syap.g_01583
OG0001297	Prba.g_00947	Syap.g_00255
OG0001299	Prba.g_01651	Syap.g_01959
OG0001303	Prba.g_01305	Syap.g_02795
OG0001304	Prba.g_01279	Syap.g_00536
OG0001305	Prba.g_01260	Syap.g_01562
OG0001306	Prba.g_00078	Syap.g_00245
OG0001307	Prba.g_00213	Syap.g_00403
OG0001308	Prba.g_00703	Syap.g_02751, Syap.g_02750
OG0001310	Prba.g_00608	Syap.g_01774
OG0001311	Prba.g_01287	Syap.g_01871
OG0001312	Prba.g_01356	Syap.g_01735
OG0001314	Prba.g_01562	Syap.g_00330, Syap.g_00391
OG0001315	Prba.g_01850	Syap.g_00596
OG0001318	Prba.g_00475	Syap.g_01596, Syap.g_01597
OG0001319	Prba.g_00490	Syap.g_02338
OG0001323	Prba.g_00942	Syap.g_00757
OG0001326	Prba.g_01422	Syap.g_02646
OG0001332	Prba.g_00345	Syap.g_01548
OG0001333	Prba.g_00583	Syap.g_01373
OG0001336	Prba.g_01779	Syap.g_02602
OG0001345	Prba.g_00044	Syap.g_01877, Syap.g_02776
OG0001346	Prba.g_01193	Syap.g_01484
OG0001349	Prba.g_00116	Syap.g_01264, Syap.g_00851
OG0001351	Prba.g_01007	Syap.g_01996
OG0001353	Prba.g_01467	Syap.g_01849
OG0001358	Prba.g_01697	Syap.g_00942
OG0001360	Prba.g_01220	Syap.g_01881, Syap.g_02778
OG0001361	Prba.g_00047	Syap.g_01792
OG0001364	Prba.g_01066	Syap.g_01052
OG0001365	Prba.g_00818	Syap.g_00138
OG0001371	Prba.g_01638	Syap.g_02545, Syap.g_02544
OG0001373	Prba.g_01423	Syap.g_02647
OG0001374	Prba.g_01415	Syap.g_01829, Syap.g_01830
OG0001376	Prba.g_01254	Syap.g_01991
OG0001377	Prba.g_01253	Syap.g_01992
OG0001378	Prba.g_00750	Syap.g_02055
OG0001379	Prba.g_01186	Syap.g_01474
OG0001382	Prba.g_00277	Syap.g_00677
OG0001385	Prba.g_01426	Syap.g_02650
OG0001386	Prba.g_01425	Syap.g_02649
OG0001387	Prba.g_01424	Syap.g_02648
OG0001388	Prba.g_01421	Syap.g_02645
OG0001389	Prba.g_01420	Syap.g_02644
OG0001390	Prba.g_01419	Syap.g_02643
OG0001391	Prba.g_01418	Syap.g_01833
OG0001392	Prba.g_01417	Syap.g_01832
OG0001393	Prba.g_01416	Syap.g_01831
OG0001395	Prba.g_01277	Syap.g_00531
OG0001398	Prba.g_00265	Syap.g_02356
OG0001406	Prba.g_01255	Syap.g_01989
OG0001408	Prba.g_01237	Syap.g_01862
OG0001411	Prba.g_00151	Syap.g_00853
OG0001415	Prba.g_00450	Syap.g_00447, Syap.g_00446
