Orthogroup	Prba	Syag
OG0000594	Prba.g_01684	Syag.g_00407
OG0000595	Prba.g_01683	Syag.g_00408
OG0000596	Prba.g_01679	Syag.g_00413
OG0000597	Prba.g_01677	Syag.g_00416
OG0000598	Prba.g_01676	Syag.g_00417
OG0000599	Prba.g_01673	Syag.g_00424
OG0000600	Prba.g_01672	Syag.g_00425
OG0000601	Prba.g_01671	Syag.g_00426
OG0000602	Prba.g_01669	Syag.g_00431
OG0000603	Prba.g_01668	Syag.g_00432
OG0000604	Prba.g_01667	Syag.g_00434
OG0000605	Prba.g_01666	Syag.g_00522
OG0000606	Prba.g_01663	Syag.g_00550
OG0000607	Prba.g_01660	Syag.g_00553
OG0000608	Prba.g_01659	Syag.g_00554
OG0000609	Prba.g_01658	Syag.g_00556
OG0000610	Prba.g_01653	Syag.g_00580
OG0000611	Prba.g_01650	Syag.g_00583
OG0000612	Prba.g_01649	Syag.g_00584
OG0000613	Prba.g_01644	Syag.g_02533
OG0000614	Prba.g_01625	Syag.g_01004
OG0000615	Prba.g_01617	Syag.g_00630
OG0000616	Prba.g_01613	Syag.g_02255
OG0000617	Prba.g_01588	Syag.g_00915
OG0000618	Prba.g_01587	Syag.g_00914
OG0000619	Prba.g_01586	Syag.g_00913
OG0000620	Prba.g_01583	Syag.g_00906
OG0000621	Prba.g_01582	Syag.g_00905
OG0000622	Prba.g_01581	Syag.g_00904
OG0000623	Prba.g_01580	Syag.g_00903
OG0000624	Prba.g_01579	Syag.g_00901
OG0000625	Prba.g_01578	Syag.g_00900
OG0000626	Prba.g_01577	Syag.g_00899
OG0000627	Prba.g_01576	Syag.g_00756
OG0000628	Prba.g_01575	Syag.g_00757
OG0000629	Prba.g_01574	Syag.g_00761
OG0000630	Prba.g_01571	Syag.g_00765
OG0000631	Prba.g_01508	Syag.g_00772
OG0000632	Prba.g_01507	Syag.g_00773
OG0000633	Prba.g_01506	Syag.g_00774
OG0000634	Prba.g_01503	Syag.g_00663
OG0000635	Prba.g_01502	Syag.g_00664
OG0000636	Prba.g_01500	Syag.g_00666
OG0000637	Prba.g_01498	Syag.g_00668
OG0000638	Prba.g_01497	Syag.g_00669
OG0000639	Prba.g_01496	Syag.g_00670
OG0000640	Prba.g_01495	Syag.g_00671
OG0000641	Prba.g_01491	Syag.g_00675
OG0000642	Prba.g_01490	Syag.g_00676
OG0000643	Prba.g_01489	Syag.g_00677
OG0000644	Prba.g_01488	Syag.g_00678
OG0000645	Prba.g_01487	Syag.g_00680
OG0000646	Prba.g_01485	Syag.g_00683
OG0000647	Prba.g_01484	Syag.g_00685
OG0000648	Prba.g_01482	Syag.g_00694
OG0000649	Prba.g_01481	Syag.g_00695
OG0000650	Prba.g_01480	Syag.g_00696
OG0000651	Prba.g_01479	Syag.g_00697
OG0000652	Prba.g_01478	Syag.g_00698
OG0000653	Prba.g_01476	Syag.g_00700
OG0000654	Prba.g_01475	Syag.g_00701
OG0000655	Prba.g_01474	Syag.g_00702
OG0000656	Prba.g_01471	Syag.g_00705
OG0000657	Prba.g_01463	Syag.g_00719
OG0000658	Prba.g_01462	Syag.g_00721
OG0000659	Prba.g_01461	Syag.g_00722
OG0000660	Prba.g_01457	Syag.g_00726
OG0000661	Prba.g_01455	Syag.g_00728
OG0000662	Prba.g_01453	Syag.g_00730
OG0000663	Prba.g_01451	Syag.g_00733
OG0000664	Prba.g_01450	Syag.g_00734
OG0000665	Prba.g_01446	Syag.g_00456
OG0000666	Prba.g_01445	Syag.g_00445
OG0000667	Prba.g_01441	Syag.g_00574
OG0000668	Prba.g_01411	Syag.g_00868
OG0000669	Prba.g_01404	Syag.g_00600
OG0000670	Prba.g_01402	Syag.g_00399
OG0000671	Prba.g_01400	Syag.g_00604
OG0000672	Prba.g_01397	Syag.g_00607
OG0000673	Prba.g_01394	Syag.g_00610
OG0000674	Prba.g_01392	Syag.g_00612
OG0000675	Prba.g_01391	Syag.g_00613
OG0000676	Prba.g_01389	Syag.g_00615
OG0000677	Prba.g_01388	Syag.g_00616
OG0000678	Prba.g_01386	Syag.g_00622
OG0000679	Prba.g_01382	Syag.g_00633
OG0000680	Prba.g_01381	Syag.g_00634
OG0000681	Prba.g_01379	Syag.g_00637
OG0000682	Prba.g_01378	Syag.g_00638
OG0000683	Prba.g_01377	Syag.g_00639
OG0000684	Prba.g_01375	Syag.g_00641
OG0000685	Prba.g_01373	Syag.g_00643
OG0000686	Prba.g_01372	Syag.g_00644
OG0000687	Prba.g_01371	Syag.g_00645
OG0000688	Prba.g_01368	Syag.g_00651
OG0000689	Prba.g_01367	Syag.g_00653
OG0000690	Prba.g_01366	Syag.g_00654
OG0000691	Prba.g_01365	Syag.g_00655
OG0000692	Prba.g_01363	Syag.g_00656
OG0000693	Prba.g_01362	Syag.g_00658
OG0000694	Prba.g_01361	Syag.g_00659
OG0000695	Prba.g_01359	Syag.g_00776
OG0000696	Prba.g_01358	Syag.g_00777
OG0000697	Prba.g_01357	Syag.g_00778
OG0000698	Prba.g_01354	Syag.g_00781
OG0000699	Prba.g_01353	Syag.g_00782
OG0000700	Prba.g_01352	Syag.g_00783
OG0000701	Prba.g_01351	Syag.g_00784
OG0000702	Prba.g_01349	Syag.g_00792
OG0000703	Prba.g_01348	Syag.g_00793
OG0000704	Prba.g_01347	Syag.g_00795
OG0000705	Prba.g_01343	Syag.g_00802
OG0000706	Prba.g_01342	Syag.g_00803
OG0000707	Prba.g_01341	Syag.g_00804
OG0000708	Prba.g_01340	Syag.g_00807
OG0000709	Prba.g_01336	Syag.g_00816
OG0000710	Prba.g_01333	Syag.g_00820
OG0000711	Prba.g_01316	Syag.g_00848
OG0000712	Prba.g_01314	Syag.g_00850
OG0000713	Prba.g_01313	Syag.g_00851
OG0000714	Prba.g_01312	Syag.g_00853
OG0000715	Prba.g_01310	Syag.g_00855
OG0000716	Prba.g_01308	Syag.g_00859
OG0000717	Prba.g_01307	Syag.g_00860
OG0000718	Prba.g_01295	Syag.g_00864
OG0000719	Prba.g_01293	Syag.g_00866
OG0000720	Prba.g_01284	Syag.g_00880
OG0000721	Prba.g_01282	Syag.g_00882
OG0000722	Prba.g_01281	Syag.g_00883
OG0000723	Prba.g_01278	Syag.g_00897
OG0000724	Prba.g_01269	Syag.g_00967
OG0000725	Prba.g_01263	Syag.g_00978
OG0000726	Prba.g_01262	Syag.g_00979
OG0000727	Prba.g_01261	Syag.g_00980
OG0000728	Prba.g_01259	Syag.g_00982
OG0000729	Prba.g_01214	Syag.g_02376
OG0000730	Prba.g_00749	Syag.g_02840
OG0000731	Prba.g_00745	Syag.g_02853
OG0000732	Prba.g_00735	Syag.g_02331
OG0000733	Prba.g_00096	Syag.g_00145
OG0000734	Prba.g_00079	Syag.g_01892
OG0000735	Prba.g_00077	Syag.g_01159
OG0000736	Prba.g_00076	Syag.g_01158
OG0000737	Prba.g_00075	Syag.g_01157
OG0000738	Prba.g_00071	Syag.g_01152
OG0000739	Prba.g_00070	Syag.g_01149
OG0000740	Prba.g_00069	Syag.g_01148
OG0000741	Prba.g_00068	Syag.g_01145
OG0000742	Prba.g_00065	Syag.g_01142
OG0000743	Prba.g_00063	Syag.g_01140
OG0000744	Prba.g_00062	Syag.g_01139
OG0000745	Prba.g_00060	Syag.g_01137
OG0000746	Prba.g_00058	Syag.g_01135
OG0000747	Prba.g_00057	Syag.g_01134
OG0000748	Prba.g_00054	Syag.g_01122
OG0000749	Prba.g_00053	Syag.g_01121
OG0000750	Prba.g_00052	Syag.g_01120
OG0000751	Prba.g_00050	Syag.g_01114
OG0000752	Prba.g_00048	Syag.g_01112
OG0000753	Prba.g_00045	Syag.g_01109
OG0000754	Prba.g_00042	Syag.g_01103
OG0000755	Prba.g_00039	Syag.g_01092
OG0000756	Prba.g_00038	Syag.g_01091
OG0000757	Prba.g_00032	Syag.g_01084
OG0000758	Prba.g_00031	Syag.g_01083
OG0000759	Prba.g_00030	Syag.g_01082
OG0000760	Prba.g_00029	Syag.g_01081
OG0000761	Prba.g_00028	Syag.g_01080
OG0000762	Prba.g_00027	Syag.g_01078
OG0000763	Prba.g_00025	Syag.g_01076
OG0000764	Prba.g_00024	Syag.g_01075
OG0000765	Prba.g_00015	Syag.g_01056
OG0000766	Prba.g_00014	Syag.g_01055
OG0000767	Prba.g_00012	Syag.g_01053
OG0000768	Prba.g_00011	Syag.g_01052
OG0000769	Prba.g_00009	Syag.g_01047
OG0000770	Prba.g_00007	Syag.g_01043
OG0000771	Prba.g_01084	Syag.g_00959
OG0000772	Prba.g_01167	Syag.g_02043
OG0000773	Prba.g_01183	Syag.g_01168
OG0000774	Prba.g_01185	Syag.g_01182
OG0000775	Prba.g_01187	Syag.g_01185
OG0000776	Prba.g_01188	Syag.g_01186
OG0000777	Prba.g_01189	Syag.g_01187
OG0000778	Prba.g_01190	Syag.g_01188
OG0000779	Prba.g_01194	Syag.g_01194
OG0000780	Prba.g_01195	Syag.g_01217
OG0000781	Prba.g_01198	Syag.g_01221
OG0000782	Prba.g_01199	Syag.g_01222
OG0000783	Prba.g_01200	Syag.g_01223
OG0000784	Prba.g_01201	Syag.g_01224
OG0000785	Prba.g_01203	Syag.g_01226
OG0000786	Prba.g_01205	Syag.g_01235
OG0000787	Prba.g_01206	Syag.g_01236
OG0000788	Prba.g_00209	Syag.g_00427
OG0000789	Prba.g_00206	Syag.g_00453
OG0000790	Prba.g_00191	Syag.g_01542
OG0000791	Prba.g_00189	Syag.g_01544
OG0000792	Prba.g_00188	Syag.g_01545
OG0000793	Prba.g_00185	Syag.g_01550
OG0000794	Prba.g_00184	Syag.g_01551
OG0000795	Prba.g_00183	Syag.g_01552
OG0000796	Prba.g_00179	Syag.g_01556
OG0000797	Prba.g_00178	Syag.g_01557
OG0000799	Prba.g_00115	Syag.g_01278
OG0000800	Prba.g_00114	Syag.g_01280
OG0000801	Prba.g_00113	Syag.g_01285
OG0000802	Prba.g_00111	Syag.g_01293
OG0000803	Prba.g_00109	Syag.g_01321
OG0000804	Prba.g_00108	Syag.g_01438
OG0000805	Prba.g_00106	Syag.g_01433
OG0000806	Prba.g_00720	Syag.g_01429
OG0000807	Prba.g_00719	Syag.g_01428
OG0000808	Prba.g_00718	Syag.g_01427
OG0000809	Prba.g_00715	Syag.g_01423
OG0000810	Prba.g_00714	Syag.g_01422
OG0000811	Prba.g_00710	Syag.g_01413
OG0000812	Prba.g_00708	Syag.g_01411
OG0000813	Prba.g_00707	Syag.g_01410
OG0000814	Prba.g_00705	Syag.g_01408
OG0000815	Prba.g_00704	Syag.g_01407
OG0000816	Prba.g_00702	Syag.g_01405
OG0000817	Prba.g_00701	Syag.g_01404
OG0000818	Prba.g_00696	Syag.g_01400
OG0000819	Prba.g_00695	Syag.g_01399
OG0000820	Prba.g_00694	Syag.g_01398
OG0000821	Prba.g_00690	Syag.g_01388
OG0000822	Prba.g_00689	Syag.g_01386
OG0000823	Prba.g_00688	Syag.g_01385
OG0000824	Prba.g_00685	Syag.g_01379
OG0000825	Prba.g_00684	Syag.g_01378
OG0000826	Prba.g_00683	Syag.g_01377
OG0000827	Prba.g_00682	Syag.g_01376
OG0000828	Prba.g_00679	Syag.g_01373
OG0000829	Prba.g_00678	Syag.g_01372
OG0000830	Prba.g_00677	Syag.g_01371
OG0000831	Prba.g_00350	Syag.g_01367
OG0000832	Prba.g_00344	Syag.g_01614
OG0000833	Prba.g_00336	Syag.g_01628
OG0000834	Prba.g_00335	Syag.g_01632
OG0000835	Prba.g_00334	Syag.g_01633
OG0000836	Prba.g_00333	Syag.g_01637
OG0000837	Prba.g_00332	Syag.g_01638
OG0000838	Prba.g_00330	Syag.g_01642
OG0000839	Prba.g_00329	Syag.g_01643
OG0000840	Prba.g_00328	Syag.g_01644
OG0000841	Prba.g_00327	Syag.g_01645
OG0000842	Prba.g_00326	Syag.g_01646
OG0000843	Prba.g_00325	Syag.g_01647
OG0000844	Prba.g_00324	Syag.g_01649
OG0000845	Prba.g_00323	Syag.g_01650
OG0000846	Prba.g_00322	Syag.g_01651
OG0000847	Prba.g_00321	Syag.g_01652
OG0000848	Prba.g_00320	Syag.g_01654
OG0000849	Prba.g_00319	Syag.g_01655
OG0000850	Prba.g_00317	Syag.g_01657
OG0000851	Prba.g_00316	Syag.g_01663
OG0000852	Prba.g_00315	Syag.g_01664
OG0000853	Prba.g_00311	Syag.g_01668
OG0000854	Prba.g_00309	Syag.g_01670
OG0000855	Prba.g_00308	Syag.g_01671
OG0000856	Prba.g_00293	Syag.g_00386
OG0000857	Prba.g_00266	Syag.g_00684
OG0000858	Prba.g_00232	Syag.g_01677
OG0000859	Prba.g_00231	Syag.g_01678
OG0000860	Prba.g_00618	Syag.g_01689
OG0000861	Prba.g_00617	Syag.g_01690
OG0000862	Prba.g_00616	Syag.g_01693
OG0000863	Prba.g_00614	Syag.g_01695
OG0000864	Prba.g_00613	Syag.g_01696
OG0000865	Prba.g_00612	Syag.g_01697
OG0000866	Prba.g_00611	Syag.g_01698
OG0000867	Prba.g_00610	Syag.g_01699
OG0000868	Prba.g_00609	Syag.g_01707
OG0000869	Prba.g_00605	Syag.g_01711
OG0000870	Prba.g_00600	Syag.g_01716
OG0000871	Prba.g_00599	Syag.g_01717
OG0000872	Prba.g_00598	Syag.g_01723
OG0000873	Prba.g_00595	Syag.g_01726
OG0000874	Prba.g_00592	Syag.g_01729
OG0000875	Prba.g_00591	Syag.g_01731
OG0000876	Prba.g_00590	Syag.g_01732
OG0000877	Prba.g_00588	Syag.g_01734
OG0000878	Prba.g_00587	Syag.g_01735
OG0000879	Prba.g_00586	Syag.g_02356
OG0000880	Prba.g_00585	Syag.g_01736
OG0000881	Prba.g_00581	Syag.g_01741
OG0000882	Prba.g_00576	Syag.g_01746
OG0000883	Prba.g_00574	Syag.g_01749
OG0000884	Prba.g_00573	Syag.g_01751
OG0000885	Prba.g_00572	Syag.g_01752
OG0000886	Prba.g_00571	Syag.g_01753
OG0000887	Prba.g_00570	Syag.g_01754
OG0000888	Prba.g_00568	Syag.g_01756
OG0000889	Prba.g_00566	Syag.g_01758
OG0000890	Prba.g_00565	Syag.g_01761
OG0000891	Prba.g_00564	Syag.g_01762
OG0000892	Prba.g_00352	Syag.g_01765
OG0000893	Prba.g_00357	Syag.g_02688
OG0000894	Prba.g_00359	Syag.g_02691
OG0000895	Prba.g_00362	Syag.g_02695
OG0000896	Prba.g_00363	Syag.g_02696
OG0000897	Prba.g_00365	Syag.g_02699
OG0000898	Prba.g_00366	Syag.g_02700
OG0000899	Prba.g_00367	Syag.g_02701
OG0000900	Prba.g_00368	Syag.g_02702
OG0000901	Prba.g_00371	Syag.g_02707
OG0000902	Prba.g_00373	Syag.g_02709
OG0000903	Prba.g_00376	Syag.g_02724
OG0000904	Prba.g_00378	Syag.g_02718
OG0000905	Prba.g_00383	Syag.g_02714
OG0000906	Prba.g_00384	Syag.g_02711
OG0000907	Prba.g_00387	Syag.g_02727
OG0000908	Prba.g_00390	Syag.g_02730
OG0000909	Prba.g_00391	Syag.g_02731
OG0000910	Prba.g_00392	Syag.g_02732
OG0000911	Prba.g_00394	Syag.g_02734
OG0000912	Prba.g_00395	Syag.g_02735
OG0000913	Prba.g_00396	Syag.g_02736
OG0000914	Prba.g_00397	Syag.g_02737
OG0000915	Prba.g_00398	Syag.g_02739
OG0000916	Prba.g_00399	Syag.g_02740
OG0000917	Prba.g_00400	Syag.g_02741
OG0000918	Prba.g_00401	Syag.g_02742
OG0000919	Prba.g_00402	Syag.g_02743
OG0000920	Prba.g_00403	Syag.g_02744
OG0000921	Prba.g_00404	Syag.g_02745
OG0000922	Prba.g_00405	Syag.g_02746
OG0000923	Prba.g_00409	Syag.g_02750
OG0000924	Prba.g_00410	Syag.g_02751
OG0000925	Prba.g_00411	Syag.g_02752
OG0000926	Prba.g_00412	Syag.g_02753
OG0000927	Prba.g_00414	Syag.g_02755
OG0000928	Prba.g_00415	Syag.g_02756
OG0000929	Prba.g_00416	Syag.g_02757
OG0000930	Prba.g_00417	Syag.g_02758
OG0000931	Prba.g_00418	Syag.g_02759
OG0000932	Prba.g_00419	Syag.g_02760
OG0000933	Prba.g_00423	Syag.g_02766
OG0000934	Prba.g_00425	Syag.g_02768
OG0000935	Prba.g_00426	Syag.g_02769
OG0000936	Prba.g_00427	Syag.g_02770
OG0000937	Prba.g_00428	Syag.g_02771
OG0000938	Prba.g_00430	Syag.g_02774
OG0000939	Prba.g_00431	Syag.g_02775
OG0000940	Prba.g_00438	Syag.g_02783
OG0000941	Prba.g_01049	Syag.g_02785
OG0000942	Prba.g_01051	Syag.g_02787
OG0000943	Prba.g_01052	Syag.g_02788
OG0000944	Prba.g_01053	Syag.g_02790
OG0000945	Prba.g_01054	Syag.g_02792
OG0000946	Prba.g_01059	Syag.g_02797
OG0000947	Prba.g_01061	Syag.g_02801
OG0000948	Prba.g_01062	Syag.g_02802
OG0000949	Prba.g_01065	Syag.g_02449
OG0000950	Prba.g_01070	Syag.g_02436
OG0000951	Prba.g_01074	Syag.g_02431
OG0000952	Prba.g_01078	Syag.g_02423
OG0000953	Prba.g_00753	Syag.g_02415
OG0000954	Prba.g_00757	Syag.g_02409
OG0000955	Prba.g_00758	Syag.g_02408
OG0000956	Prba.g_00760	Syag.g_02406
OG0000957	Prba.g_00766	Syag.g_02395
OG0000958	Prba.g_00767	Syag.g_02394
OG0000959	Prba.g_00771	Syag.g_02389
OG0000960	Prba.g_00772	Syag.g_02388
OG0000961	Prba.g_00774	Syag.g_02379
OG0000962	Prba.g_00776	Syag.g_02377
OG0000963	Prba.g_00780	Syag.g_02372
OG0000964	Prba.g_00781	Syag.g_02371
OG0000965	Prba.g_00782	Syag.g_02370
OG0000966	Prba.g_00789	Syag.g_02362
OG0000967	Prba.g_00794	Syag.g_02358
OG0000968	Prba.g_00796	Syag.g_02355
OG0000969	Prba.g_00797	Syag.g_02354
OG0000970	Prba.g_00798	Syag.g_02353
OG0000971	Prba.g_00799	Syag.g_02348
OG0000972	Prba.g_00800	Syag.g_02347
OG0000973	Prba.g_00801	Syag.g_02346
OG0000974	Prba.g_00802	Syag.g_02345
OG0000975	Prba.g_00803	Syag.g_02344
OG0000976	Prba.g_00804	Syag.g_02343
OG0000977	Prba.g_00805	Syag.g_02340
OG0000978	Prba.g_00806	Syag.g_02338
OG0000979	Prba.g_00809	Syag.g_02335
OG0000980	Prba.g_00811	Syag.g_02332
OG0000981	Prba.g_00813	Syag.g_02329
OG0000982	Prba.g_00815	Syag.g_02127
OG0000983	Prba.g_00816	Syag.g_02128
OG0000984	Prba.g_00817	Syag.g_02129
OG0000985	Prba.g_00820	Syag.g_02133
OG0000986	Prba.g_00822	Syag.g_02138
OG0000987	Prba.g_00823	Syag.g_02140
OG0000988	Prba.g_00826	Syag.g_02145
OG0000989	Prba.g_00830	Syag.g_02156
OG0000990	Prba.g_00833	Syag.g_02169
OG0000991	Prba.g_00834	Syag.g_02174
OG0000992	Prba.g_00836	Syag.g_02177
OG0000993	Prba.g_00837	Syag.g_02178
OG0000994	Prba.g_00838	Syag.g_02181
OG0000995	Prba.g_00842	Syag.g_02187
OG0000996	Prba.g_00843	Syag.g_02229
OG0000997	Prba.g_00844	Syag.g_02239
OG0000998	Prba.g_00846	Syag.g_02241
OG0000999	Prba.g_00847	Syag.g_02242
OG0001000	Prba.g_01778	Syag.g_02246
OG0001001	Prba.g_01780	Syag.g_02251
OG0001002	Prba.g_01784	Syag.g_02258
OG0001003	Prba.g_01785	Syag.g_02260
OG0001004	Prba.g_01786	Syag.g_02261
OG0001005	Prba.g_01787	Syag.g_02263
OG0001006	Prba.g_01791	Syag.g_02270
OG0001007	Prba.g_01793	Syag.g_02272
OG0001008	Prba.g_01024	Syag.g_00034
OG0001009	Prba.g_01820	Syag.g_02304
OG0001010	Prba.g_01821	Syag.g_02305
OG0001011	Prba.g_01822	Syag.g_02307
OG0001012	Prba.g_01837	Syag.g_02123
OG0001013	Prba.g_01842	Syag.g_02098
OG0001014	Prba.g_01845	Syag.g_02084
OG0001015	Prba.g_01846	Syag.g_02083
OG0001016	Prba.g_01861	Syag.g_01824
OG0001017	Prba.g_01865	Syag.g_01830
OG0001018	Prba.g_01868	Syag.g_01832
OG0001019	Prba.g_01877	Syag.g_01854
OG0001020	Prba.g_01878	Syag.g_01861
OG0001021	Prba.g_01879	Syag.g_01865
OG0001022	Prba.g_01882	Syag.g_01870
OG0001023	Prba.g_01883	Syag.g_01871
OG0001024	Prba.g_01886	Syag.g_01875
OG0001025	Prba.g_01892	Syag.g_01882
OG0001026	Prba.g_01899	Syag.g_01894
OG0001027	Prba.g_01900	Syag.g_01902
OG0001028	Prba.g_01902	Syag.g_01904
OG0001029	Prba.g_01903	Syag.g_01906
OG0001030	Prba.g_01918	Syag.g_01927
OG0001031	Prba.g_00642	Syag.g_02000
OG0001032	Prba.g_00643	Syag.g_02005
OG0001033	Prba.g_00664	Syag.g_02048
OG0001034	Prba.g_00455	Syag.g_01784
OG0001035	Prba.g_00473	Syag.g_02635
OG0001036	Prba.g_00477	Syag.g_02630
OG0001037	Prba.g_00478	Syag.g_02628
OG0001038	Prba.g_00495	Syag.g_02600
OG0001039	Prba.g_00498	Syag.g_02597
OG0001040	Prba.g_00500	Syag.g_02594
OG0001041	Prba.g_00504	Syag.g_02589
OG0001042	Prba.g_00520	Syag.g_02564
OG0001043	Prba.g_00521	Syag.g_02560
OG0001044	Prba.g_00549	Syag.g_02842
OG0001045	Prba.g_00558	Syag.g_02856
OG0001046	Prba.g_00873	Syag.g_00836
OG0001047	Prba.g_01022	Syag.g_00036
OG0001048	Prba.g_01021	Syag.g_00037
OG0001049	Prba.g_01019	Syag.g_00040
OG0001050	Prba.g_01018	Syag.g_00041
OG0001051	Prba.g_01017	Syag.g_00042
OG0001052	Prba.g_00990	Syag.g_01352
OG0001053	Prba.g_00978	Syag.g_01525
OG0001054	Prba.g_00963	Syag.g_01506
OG0001055	Prba.g_00944	Syag.g_01485
OG0001056	Prba.g_00925	Syag.g_01449
OG0001057	Prba.g_01774	Syag.g_01241
OG0001058	Prba.g_01766	Syag.g_00271
OG0001059	Prba.g_01762	Syag.g_00275
OG0001060	Prba.g_01755	Syag.g_00282
OG0001061	Prba.g_01742	Syag.g_00302
OG0001062	Prba.g_01740	Syag.g_00304
OG0001063	Prba.g_01738	Syag.g_00310
OG0001064	Prba.g_01737	Syag.g_00311
OG0001065	Prba.g_01736	Syag.g_00312
OG0001066	Prba.g_01735	Syag.g_00313
OG0001067	Prba.g_01734	Syag.g_00314
OG0001068	Prba.g_01733	Syag.g_00315
OG0001069	Prba.g_01732	Syag.g_00317
OG0001070	Prba.g_01729	Syag.g_00321
OG0001071	Prba.g_01728	Syag.g_00322
OG0001072	Prba.g_01727	Syag.g_00327
OG0001073	Prba.g_01713	Syag.g_00342
OG0001074	Prba.g_01702	Syag.g_00467
OG0001075	Prba.g_01701	Syag.g_00362
OG0001076	Prba.g_01693	Syag.g_00378
OG0001077	Prba.g_01689	Syag.g_00388
OG0001078	Prba.g_01681	Syag.g_00411
OG0001079	Prba.g_01670	Syag.g_00428
OG0001080	Prba.g_01664	Syag.g_00495
OG0001081	Prba.g_01662	Syag.g_00551
OG0001082	Prba.g_01661	Syag.g_00552
OG0001083	Prba.g_01656	Syag.g_00565
OG0001084	Prba.g_01655	Syag.g_00569
OG0001085	Prba.g_01647	Syag.g_00592
OG0001086	Prba.g_01646	Syag.g_00594
OG0001087	Prba.g_01629	Syag.g_01018
OG0001088	Prba.g_01628	Syag.g_01016
OG0001089	Prba.g_01620	Syag.g_00986
OG0001090	Prba.g_01593	Syag.g_00922
OG0001091	Prba.g_01591	Syag.g_00919
OG0001092	Prba.g_01590	Syag.g_00917
OG0001093	Prba.g_01585	Syag.g_00910
OG0001094	Prba.g_01505	Syag.g_00661
OG0001095	Prba.g_01486	Syag.g_00681
OG0001096	Prba.g_01473	Syag.g_00703
OG0001097	Prba.g_01454	Syag.g_00729
OG0001098	Prba.g_01439	Syag.g_00744
OG0001099	Prba.g_01407	Syag.g_01905
OG0001101	Prba.g_01401	Syag.g_00603
OG0001102	Prba.g_01398	Syag.g_00606
OG0001103	Prba.g_01396	Syag.g_00608
OG0001104	Prba.g_01374	Syag.g_00642
OG0001105	Prba.g_01370	Syag.g_00646
OG0001106	Prba.g_01346	Syag.g_00796
OG0001107	Prba.g_01339	Syag.g_00808
OG0001108	Prba.g_01335	Syag.g_00817
OG0001109	Prba.g_01334	Syag.g_00819
OG0001110	Prba.g_01332	Syag.g_00821
OG0001111	Prba.g_01331	Syag.g_00823
OG0001112	Prba.g_01330	Syag.g_00825
OG0001113	Prba.g_01329	Syag.g_00826
OG0001114	Prba.g_01328	Syag.g_00827
OG0001115	Prba.g_01326	Syag.g_00831
OG0001116	Prba.g_01325	Syag.g_00833
OG0001117	Prba.g_01324	Syag.g_00834
OG0001118	Prba.g_01323	Syag.g_00835
OG0001119	Prba.g_01322	Syag.g_00837
OG0001120	Prba.g_01320	Syag.g_00841
OG0001121	Prba.g_00099, Prba.g_01317	Syag.g_01584
OG0001122	Prba.g_01292	Syag.g_00867
OG0001123	Prba.g_01288	Syag.g_00875
OG0001124	Prba.g_01286	Syag.g_00877
OG0001125	Prba.g_01285	Syag.g_00879
OG0001126	Prba.g_01275	Syag.g_00957
OG0001127	Prba.g_01274	Syag.g_00958
OG0001128	Prba.g_01272	Syag.g_00961
OG0001129	Prba.g_01271	Syag.g_00963
OG0001130	Prba.g_01270	Syag.g_00964
OG0001131	Prba.g_01234	Syag.g_00624
OG0001132	Prba.g_01225	Syag.g_00096
OG0001133	Prba.g_00729	Syag.g_00380
OG0001134	Prba.g_00097	Syag.g_02164
OG0001135	Prba.g_00094	Syag.g_00147
OG0001136	Prba.g_00067	Syag.g_01144
OG0001137	Prba.g_00055	Syag.g_01123
OG0001138	Prba.g_00037	Syag.g_01090
OG0001139	Prba.g_00036	Syag.g_01088
OG0001140	Prba.g_00035	Syag.g_01087
OG0001141	Prba.g_00034	Syag.g_01086
OG0001142	Prba.g_00033	Syag.g_01085
OG0001143	Prba.g_00026	Syag.g_01077
OG0001144	Prba.g_00021	Syag.g_01064
OG0001145	Prba.g_01184	Syag.g_01169
OG0001146	Prba.g_01196	Syag.g_01218
OG0001147	Prba.g_00210	Syag.g_01360
OG0001148	Prba.g_00194	Syag.g_01539
OG0001149	Prba.g_00193	Syag.g_01540
OG0001150	Prba.g_00192	Syag.g_01541
OG0001151	Prba.g_00181	Syag.g_01554
OG0001152	Prba.g_00180	Syag.g_01555
OG0001153	Prba.g_00681	Syag.g_01375
OG0001154	Prba.g_00680	Syag.g_01374
OG0001155	Prba.g_00343	Syag.g_01616
OG0001156	Prba.g_00340	Syag.g_01619
OG0001157	Prba.g_00339	Syag.g_01620
OG0001158	Prba.g_00338	Syag.g_01621
OG0001159	Prba.g_00337	Syag.g_01622, Syag.g_01625
OG0001160	Prba.g_00313	Syag.g_01666
OG0001161	Prba.g_00300	Syag.g_02163
OG0001162	Prba.g_00289	Syag.g_01238
OG0001163	Prba.g_00234	Syag.g_01674
OG0001164	Prba.g_00230	Syag.g_01680
OG0001165	Prba.g_00227	Syag.g_01685
OG0001166	Prba.g_00601	Syag.g_01715
OG0001167	Prba.g_00584	Syag.g_02383
OG0001168	Prba.g_00582	Syag.g_01740
OG0001169	Prba.g_00580	Syag.g_01742
OG0001170	Prba.g_00578	Syag.g_01744
OG0001171	Prba.g_00569	Syag.g_01755
OG0001172	Prba.g_00360	Syag.g_02693
OG0001173	Prba.g_00361	Syag.g_02694
OG0001174	Prba.g_00369	Syag.g_02703
OG0001175	Prba.g_00370	Syag.g_02704
OG0001176	Prba.g_00377	Syag.g_02723
