Orthogroup	Prba	Syal
OG0000588	Prba.g_01699	Syal.g_02717
OG0000589	Prba.g_01696	Syal.g_02714
OG0000590	Prba.g_01695	Syal.g_02713
OG0000591	Prba.g_01692	Syal.g_02707
OG0000592	Prba.g_01691	Syal.g_02706
OG0000593	Prba.g_01685	Syal.g_02640
OG0000594	Prba.g_01684	Syal.g_02639
OG0000595	Prba.g_01683	Syal.g_02638
OG0000596	Prba.g_01679	Syal.g_02633
OG0000597	Prba.g_01677	Syal.g_02630
OG0000598	Prba.g_01676	Syal.g_02629
OG0000599	Prba.g_01673	Syal.g_02622
OG0000600	Prba.g_01672	Syal.g_02621
OG0000601	Prba.g_01671	Syal.g_02620
OG0000602	Prba.g_01669	Syal.g_02615
OG0000603	Prba.g_01668	Syal.g_02614
OG0000604	Prba.g_01667	Syal.g_02612
OG0000605	Prba.g_01666	Syal.g_02516
OG0000606	Prba.g_01663	Syal.g_02174
OG0000607	Prba.g_01660	Syal.g_02177
OG0000608	Prba.g_01659	Syal.g_02178
OG0000609	Prba.g_01658	Syal.g_02180
OG0000610	Prba.g_01653	Syal.g_02198
OG0000611	Prba.g_01650	Syal.g_02201
OG0000612	Prba.g_01649	Syal.g_02202
OG0000613	Prba.g_01644	Syal.g_01325
OG0000614	Prba.g_01625	Syal.g_01794
OG0000615	Prba.g_01617	Syal.g_02256
OG0000616	Prba.g_01613	Syal.g_00079
OG0000617	Prba.g_01588	Syal.g_01866
OG0000618	Prba.g_01587	Syal.g_01867
OG0000619	Prba.g_01586	Syal.g_02417
OG0000620	Prba.g_01583	Syal.g_02422
OG0000621	Prba.g_01582	Syal.g_02423
OG0000622	Prba.g_01581	Syal.g_02424
OG0000623	Prba.g_01580	Syal.g_02425
OG0000624	Prba.g_01579	Syal.g_02427
OG0000625	Prba.g_01578	Syal.g_02428
OG0000626	Prba.g_01577	Syal.g_02429
OG0000627	Prba.g_01576	Syal.g_02048
OG0000628	Prba.g_01575	Syal.g_02047
OG0000629	Prba.g_01574	Syal.g_02044
OG0000630	Prba.g_01571	Syal.g_02040
OG0000631	Prba.g_01508	Syal.g_02031
OG0000632	Prba.g_01507	Syal.g_02030
OG0000633	Prba.g_01506	Syal.g_02029
OG0000634	Prba.g_01503	Syal.g_02410
OG0000635	Prba.g_01502	Syal.g_02411
OG0000636	Prba.g_01500	Syal.g_02413
OG0000637	Prba.g_01498	Syal.g_02415
OG0000638	Prba.g_01497	Syal.g_02416
OG0000639	Prba.g_01496	Syal.g_01868
OG0000640	Prba.g_01495	Syal.g_01869
OG0000641	Prba.g_01491	Syal.g_01873
OG0000642	Prba.g_01490	Syal.g_01874
OG0000643	Prba.g_01489	Syal.g_01875
OG0000644	Prba.g_01488	Syal.g_01876
OG0000645	Prba.g_01487	Syal.g_01878
OG0000646	Prba.g_01485	Syal.g_01881
OG0000647	Prba.g_01484	Syal.g_01883
OG0000648	Prba.g_01482	Syal.g_02438
OG0000649	Prba.g_01481	Syal.g_02439
OG0000650	Prba.g_01480	Syal.g_02440
OG0000651	Prba.g_01479	Syal.g_02441
OG0000652	Prba.g_01478	Syal.g_02442
OG0000653	Prba.g_01476	Syal.g_02444
OG0000654	Prba.g_01475	Syal.g_02445
OG0000655	Prba.g_01474	Syal.g_02446
OG0000656	Prba.g_01471	Syal.g_02449
OG0000657	Prba.g_01463	Syal.g_02460
OG0000658	Prba.g_01462	Syal.g_02465
OG0000659	Prba.g_01461	Syal.g_02466
OG0000660	Prba.g_01457	Syal.g_02470
OG0000661	Prba.g_01455	Syal.g_02472
OG0000662	Prba.g_01453	Syal.g_02474
OG0000663	Prba.g_01451	Syal.g_02477
OG0000664	Prba.g_01450	Syal.g_02478
OG0000665	Prba.g_01446	Syal.g_02593
OG0000666	Prba.g_01445	Syal.g_02605
OG0000667	Prba.g_01441	Syal.g_02192
OG0000668	Prba.g_01411	Syal.g_01920
OG0000669	Prba.g_01404	Syal.g_02295
OG0000670	Prba.g_01402	Syal.g_02956
OG0000671	Prba.g_01400	Syal.g_02291
OG0000672	Prba.g_01397	Syal.g_02288
OG0000673	Prba.g_01394	Syal.g_02285
OG0000674	Prba.g_01392	Syal.g_02283
OG0000675	Prba.g_01391	Syal.g_02282
OG0000676	Prba.g_01389	Syal.g_02272
OG0000677	Prba.g_01388	Syal.g_02271
OG0000678	Prba.g_01386	Syal.g_02264
OG0000679	Prba.g_01382	Syal.g_02252
OG0000680	Prba.g_01381	Syal.g_02251
OG0000681	Prba.g_01379	Syal.g_02248
OG0000682	Prba.g_01378	Syal.g_02247
OG0000683	Prba.g_01377	Syal.g_02246
OG0000684	Prba.g_01375	Syal.g_02242
OG0000685	Prba.g_01373	Syal.g_02240
OG0000686	Prba.g_01372	Syal.g_02239
OG0000687	Prba.g_01371	Syal.g_02237
OG0000688	Prba.g_01368	Syal.g_02225
OG0000689	Prba.g_01367	Syal.g_02223
OG0000690	Prba.g_01366	Syal.g_02222
OG0000691	Prba.g_01365	Syal.g_02221
OG0000692	Prba.g_01363	Syal.g_02220
OG0000693	Prba.g_01362	Syal.g_02218
OG0000694	Prba.g_01361	Syal.g_02217
OG0000695	Prba.g_01359	Syal.g_02027
OG0000696	Prba.g_01358	Syal.g_02026
OG0000697	Prba.g_01357	Syal.g_02025
OG0000698	Prba.g_01354	Syal.g_02022
OG0000699	Prba.g_01353	Syal.g_02021
OG0000700	Prba.g_01352	Syal.g_02020
OG0000701	Prba.g_01351	Syal.g_02019
OG0000702	Prba.g_01349	Syal.g_02011
OG0000703	Prba.g_01348	Syal.g_02010
OG0000704	Prba.g_01347	Syal.g_02008
OG0000705	Prba.g_01343	Syal.g_01999
OG0000706	Prba.g_01342	Syal.g_01998
OG0000707	Prba.g_01341	Syal.g_01997
OG0000708	Prba.g_01340	Syal.g_01994
OG0000709	Prba.g_01336	Syal.g_01986
OG0000710	Prba.g_01333	Syal.g_01982
OG0000711	Prba.g_01316	Syal.g_01954
OG0000712	Prba.g_01314	Syal.g_01952
OG0000713	Prba.g_01313	Syal.g_01951
OG0000714	Prba.g_01312	Syal.g_01948
OG0000715	Prba.g_01310	Syal.g_01934
OG0000716	Prba.g_01308	Syal.g_01930
OG0000717	Prba.g_01307	Syal.g_01929
OG0000718	Prba.g_01295	Syal.g_01925
OG0000719	Prba.g_01293	Syal.g_01922
OG0000720	Prba.g_01284	Syal.g_01908
OG0000721	Prba.g_01282	Syal.g_01906
OG0000722	Prba.g_01281	Syal.g_01905
OG0000723	Prba.g_01278	Syal.g_02433
OG0000724	Prba.g_01269	Syal.g_01829
OG0000725	Prba.g_01263	Syal.g_01820
OG0000726	Prba.g_01262	Syal.g_01819
OG0000727	Prba.g_01261	Syal.g_01818
OG0000728	Prba.g_01259	Syal.g_01816
OG0000729	Prba.g_01214	Syal.g_01510
OG0000730	Prba.g_00749	Syal.g_00345
OG0000731	Prba.g_00745	Syal.g_00356
OG0000732	Prba.g_00735	Syal.g_00149
OG0000733	Prba.g_00096	Syal.g_01105
OG0000734	Prba.g_00079	Syal.g_00828
OG0000735	Prba.g_00077	Syal.g_01627
OG0000736	Prba.g_00076	Syal.g_01628
OG0000737	Prba.g_00075	Syal.g_01629
OG0000738	Prba.g_00071	Syal.g_01634
OG0000739	Prba.g_00070	Syal.g_01645
OG0000740	Prba.g_00069	Syal.g_01646
OG0000741	Prba.g_00068	Syal.g_01649
OG0000742	Prba.g_00065	Syal.g_01652
OG0000743	Prba.g_00063	Syal.g_01654
OG0000744	Prba.g_00062	Syal.g_01655
OG0000745	Prba.g_00060	Syal.g_01657
OG0000746	Prba.g_00058	Syal.g_01659
OG0000747	Prba.g_00057	Syal.g_01660
OG0000748	Prba.g_00054	Syal.g_01674
OG0000749	Prba.g_00053	Syal.g_01675
OG0000750	Prba.g_00052	Syal.g_01676
OG0000751	Prba.g_00050	Syal.g_01688
OG0000752	Prba.g_00048	Syal.g_01690
OG0000753	Prba.g_00045	Syal.g_01693
OG0000754	Prba.g_00042	Syal.g_01698
OG0000755	Prba.g_00039	Syal.g_01707
OG0000756	Prba.g_00038	Syal.g_01708
OG0000757	Prba.g_00032	Syal.g_01715
OG0000758	Prba.g_00031	Syal.g_01716
OG0000759	Prba.g_00030	Syal.g_01717
OG0000760	Prba.g_00029	Syal.g_01718
OG0000761	Prba.g_00028	Syal.g_01719
OG0000762	Prba.g_00027	Syal.g_01721
OG0000763	Prba.g_00025	Syal.g_01723
OG0000764	Prba.g_00024	Syal.g_01724
OG0000765	Prba.g_00015	Syal.g_01768
OG0000766	Prba.g_00014	Syal.g_01767
OG0000767	Prba.g_00012	Syal.g_01765
OG0000768	Prba.g_00011	Syal.g_01764
OG0000769	Prba.g_00009	Syal.g_01762
OG0000770	Prba.g_00007	Syal.g_01758
OG0000771	Prba.g_01084	Syal.g_01835
OG0000772	Prba.g_01167	Syal.g_01641
OG0000773	Prba.g_01183	Syal.g_01618
OG0000774	Prba.g_01185	Syal.g_01610
OG0000775	Prba.g_01187	Syal.g_01608
OG0000776	Prba.g_01188	Syal.g_01607
OG0000777	Prba.g_01189	Syal.g_01606
OG0000778	Prba.g_01190	Syal.g_01605
OG0000779	Prba.g_01194	Syal.g_01599
OG0000780	Prba.g_01195	Syal.g_01594
OG0000781	Prba.g_01198	Syal.g_01590
OG0000782	Prba.g_01199	Syal.g_01589
OG0000783	Prba.g_01200	Syal.g_01588
OG0000784	Prba.g_01201	Syal.g_01587
OG0000785	Prba.g_01203	Syal.g_01585
OG0000786	Prba.g_01205	Syal.g_01579
OG0000787	Prba.g_01206	Syal.g_01578
OG0000788	Prba.g_00209	Syal.g_02619
OG0000789	Prba.g_00206	Syal.g_02598
OG0000790	Prba.g_00191	Syal.g_02883
OG0000791	Prba.g_00189	Syal.g_02882
OG0000792	Prba.g_00188	Syal.g_02881
OG0000793	Prba.g_00185	Syal.g_02876
OG0000794	Prba.g_00184	Syal.g_02875
OG0000795	Prba.g_00183	Syal.g_02874
OG0000796	Prba.g_00179	Syal.g_02870
OG0000797	Prba.g_00178	Syal.g_02869
OG0000798	Prba.g_00166	Syal.g_01372
OG0000799	Prba.g_00115	Syal.g_01547
OG0000800	Prba.g_00114	Syal.g_01542
OG0000801	Prba.g_00113	Syal.g_01541
OG0000802	Prba.g_00111	Syal.g_01536
OG0000803	Prba.g_00109	Syal.g_00040
OG0000804	Prba.g_00108	Syal.g_00036
OG0000805	Prba.g_00106	Syal.g_00030
OG0000806	Prba.g_00720	Syal.g_00028
OG0000807	Prba.g_00719	Syal.g_00026
OG0000808	Prba.g_00718	Syal.g_00025
OG0000809	Prba.g_00715	Syal.g_00022
OG0000810	Prba.g_00714	Syal.g_00021
OG0000811	Prba.g_00710	Syal.g_00380
OG0000812	Prba.g_00708	Syal.g_00382
OG0000813	Prba.g_00707	Syal.g_00383
OG0000814	Prba.g_00705	Syal.g_00385
OG0000815	Prba.g_00704	Syal.g_00391
OG0000816	Prba.g_00702	Syal.g_00393
OG0000817	Prba.g_00701	Syal.g_00394
OG0000818	Prba.g_00696	Syal.g_00401
OG0000819	Prba.g_00695	Syal.g_00402
OG0000820	Prba.g_00694	Syal.g_00403
OG0000821	Prba.g_00690	Syal.g_00409
OG0000822	Prba.g_00689	Syal.g_00411
OG0000823	Prba.g_00688	Syal.g_00412
OG0000824	Prba.g_00685	Syal.g_00417
OG0000825	Prba.g_00684	Syal.g_00418
OG0000826	Prba.g_00683	Syal.g_00419
OG0000827	Prba.g_00682	Syal.g_00420
OG0000828	Prba.g_00679	Syal.g_00423
OG0000829	Prba.g_00678	Syal.g_00424
OG0000830	Prba.g_00677	Syal.g_00425
OG0000831	Prba.g_00350	Syal.g_00427
OG0000832	Prba.g_00344	Syal.g_02967
OG0000833	Prba.g_00336	Syal.g_02976
OG0000834	Prba.g_00335	Syal.g_02979
OG0000835	Prba.g_00334	Syal.g_02980
OG0000836	Prba.g_00333	Syal.g_02983
OG0000837	Prba.g_00332	Syal.g_02984
OG0000838	Prba.g_00330	Syal.g_02988
OG0000839	Prba.g_00329	Syal.g_02989
OG0000840	Prba.g_00328	Syal.g_02990
OG0000841	Prba.g_00327	Syal.g_02991
OG0000842	Prba.g_00326	Syal.g_02992
OG0000843	Prba.g_00325	Syal.g_02993
OG0000844	Prba.g_00324	Syal.g_02995
OG0000845	Prba.g_00323	Syal.g_02996
OG0000846	Prba.g_00322	Syal.g_02997
OG0000847	Prba.g_00321	Syal.g_02998
OG0000848	Prba.g_00320	Syal.g_03000
OG0000849	Prba.g_00319	Syal.g_03001
OG0000850	Prba.g_00317	Syal.g_03008
OG0000851	Prba.g_00316	Syal.g_00561
OG0000852	Prba.g_00315	Syal.g_00562
OG0000853	Prba.g_00311	Syal.g_00566
OG0000854	Prba.g_00309	Syal.g_00568
OG0000855	Prba.g_00308	Syal.g_00569
OG0000856	Prba.g_00293	Syal.g_02704
OG0000857	Prba.g_00266	Syal.g_01882
OG0000858	Prba.g_00232	Syal.g_00576
OG0000859	Prba.g_00231	Syal.g_00577
OG0000860	Prba.g_00618	Syal.g_00589
OG0000861	Prba.g_00617	Syal.g_00590
OG0000862	Prba.g_00616	Syal.g_00591
OG0000863	Prba.g_00614	Syal.g_00594
OG0000864	Prba.g_00613	Syal.g_00595
OG0000865	Prba.g_00612	Syal.g_00596
OG0000866	Prba.g_00611	Syal.g_00597
OG0000867	Prba.g_00610	Syal.g_00598
OG0000868	Prba.g_00609	Syal.g_00604
OG0000869	Prba.g_00605	Syal.g_00609
OG0000870	Prba.g_00600	Syal.g_00614
OG0000871	Prba.g_00599	Syal.g_00615
OG0000872	Prba.g_00598	Syal.g_00621
OG0000873	Prba.g_00595	Syal.g_00624
OG0000874	Prba.g_00592	Syal.g_00627
OG0000875	Prba.g_00591	Syal.g_00629
OG0000876	Prba.g_00590	Syal.g_00631
OG0000877	Prba.g_00588	Syal.g_00633
OG0000878	Prba.g_00587	Syal.g_00634
OG0000879	Prba.g_00586	Syal.g_00635
OG0000880	Prba.g_00585	Syal.g_00636
OG0000881	Prba.g_00581	Syal.g_00641
OG0000882	Prba.g_00576	Syal.g_00646
OG0000883	Prba.g_00574	Syal.g_00648
OG0000884	Prba.g_00573	Syal.g_00650
OG0000885	Prba.g_00572	Syal.g_00651
OG0000886	Prba.g_00571	Syal.g_00652
OG0000887	Prba.g_00570	Syal.g_00653
OG0000888	Prba.g_00568	Syal.g_00655
OG0000889	Prba.g_00566	Syal.g_00657
OG0000890	Prba.g_00565	Syal.g_00663
OG0000891	Prba.g_00564	Syal.g_00664
OG0000892	Prba.g_00352	Syal.g_00668
OG0000893	Prba.g_00357	Syal.g_00193
OG0000894	Prba.g_00359	Syal.g_00196
OG0000895	Prba.g_00362	Syal.g_00200
OG0000896	Prba.g_00363	Syal.g_00201
OG0000897	Prba.g_00365	Syal.g_00203
OG0000898	Prba.g_00366	Syal.g_00204
OG0000899	Prba.g_00367	Syal.g_00205
OG0000900	Prba.g_00368	Syal.g_00206
OG0000901	Prba.g_00371	Syal.g_00211
OG0000902	Prba.g_00373	Syal.g_00213
OG0000903	Prba.g_00376	Syal.g_00227
OG0000904	Prba.g_00378	Syal.g_00222
OG0000905	Prba.g_00383	Syal.g_00217
OG0000906	Prba.g_00384	Syal.g_00215
OG0000907	Prba.g_00387	Syal.g_00229
OG0000908	Prba.g_00390	Syal.g_00232
OG0000909	Prba.g_00391	Syal.g_00233
OG0000910	Prba.g_00392	Syal.g_00234
OG0000911	Prba.g_00394	Syal.g_00237
OG0000912	Prba.g_00395	Syal.g_00238
OG0000913	Prba.g_00396	Syal.g_00239
OG0000914	Prba.g_00397	Syal.g_00240
OG0000915	Prba.g_00398	Syal.g_00241
OG0000916	Prba.g_00399	Syal.g_00242
OG0000917	Prba.g_00400	Syal.g_00243
OG0000918	Prba.g_00401	Syal.g_00244
OG0000919	Prba.g_00402	Syal.g_00245
OG0000920	Prba.g_00403	Syal.g_00246
OG0000921	Prba.g_00404	Syal.g_00247
OG0000922	Prba.g_00405	Syal.g_00248
OG0000923	Prba.g_00409	Syal.g_00252
OG0000924	Prba.g_00410	Syal.g_00253
OG0000925	Prba.g_00411	Syal.g_00254
OG0000926	Prba.g_00412	Syal.g_00255
OG0000927	Prba.g_00414	Syal.g_00257
OG0000928	Prba.g_00415	Syal.g_00258
OG0000929	Prba.g_00416	Syal.g_00259
OG0000930	Prba.g_00417	Syal.g_00260
OG0000931	Prba.g_00418	Syal.g_00261
OG0000932	Prba.g_00419	Syal.g_00262
OG0000933	Prba.g_00423	Syal.g_00268
OG0000934	Prba.g_00425	Syal.g_00270
OG0000935	Prba.g_00426	Syal.g_00271
OG0000936	Prba.g_00427	Syal.g_00272
OG0000937	Prba.g_00428	Syal.g_00273
OG0000938	Prba.g_00430	Syal.g_00276
OG0000939	Prba.g_00431	Syal.g_00277
OG0000940	Prba.g_00438	Syal.g_00285
OG0000941	Prba.g_01049	Syal.g_00287
OG0000942	Prba.g_01051	Syal.g_00289
OG0000943	Prba.g_01052	Syal.g_00290
OG0000944	Prba.g_01053	Syal.g_00292
OG0000945	Prba.g_01054	Syal.g_00294
OG0000946	Prba.g_01059	Syal.g_00301
OG0000947	Prba.g_01061	Syal.g_00304
OG0000948	Prba.g_01062	Syal.g_00305
OG0000949	Prba.g_01065	Syal.g_01341
OG0000950	Prba.g_01070	Syal.g_01348
OG0000951	Prba.g_01074	Syal.g_01353
OG0000952	Prba.g_01078	Syal.g_01363
OG0000953	Prba.g_00753	Syal.g_01435
OG0000954	Prba.g_00757	Syal.g_01443
OG0000955	Prba.g_00758	Syal.g_01444
OG0000956	Prba.g_00760	Syal.g_01446
OG0000957	Prba.g_00766	Syal.g_01457
OG0000958	Prba.g_00767	Syal.g_01458
OG0000959	Prba.g_00771	Syal.g_01482
OG0000960	Prba.g_00772	Syal.g_01483
OG0000961	Prba.g_00774	Syal.g_01507
OG0000962	Prba.g_00776	Syal.g_01509
OG0000963	Prba.g_00780	Syal.g_01514
OG0000964	Prba.g_00781	Syal.g_01515
OG0000965	Prba.g_00782	Syal.g_01516
OG0000966	Prba.g_00789	Syal.g_00176
OG0000967	Prba.g_00794	Syal.g_00171
OG0000968	Prba.g_00796	Syal.g_00169
OG0000969	Prba.g_00797	Syal.g_00167
OG0000970	Prba.g_00798	Syal.g_00166
OG0000971	Prba.g_00799	Syal.g_00164
OG0000972	Prba.g_00800	Syal.g_00163
OG0000973	Prba.g_00801	Syal.g_00162
OG0000974	Prba.g_00802	Syal.g_00161
OG0000975	Prba.g_00803	Syal.g_00160
OG0000976	Prba.g_00804	Syal.g_00159
OG0000977	Prba.g_00805	Syal.g_00157
OG0000978	Prba.g_00806	Syal.g_00156
OG0000979	Prba.g_00809	Syal.g_00153
OG0000980	Prba.g_00811	Syal.g_00150
OG0000981	Prba.g_00813	Syal.g_00147
OG0000982	Prba.g_00815	Syal.g_01068
OG0000983	Prba.g_00816	Syal.g_01069
OG0000984	Prba.g_00817	Syal.g_01070
OG0000985	Prba.g_00820	Syal.g_01074
OG0000986	Prba.g_00822	Syal.g_01076
OG0000987	Prba.g_00823	Syal.g_01080
OG0000988	Prba.g_00826	Syal.g_01086
OG0000989	Prba.g_00830	Syal.g_01098
OG0000990	Prba.g_00833	Syal.g_01118
OG0000991	Prba.g_00834	Syal.g_01120
OG0000992	Prba.g_00836	Syal.g_01122
OG0000993	Prba.g_00837	Syal.g_01123
OG0000994	Prba.g_00838	Syal.g_01127
OG0000995	Prba.g_00842	Syal.g_01132
OG0000996	Prba.g_00843	Syal.g_01162
OG0000997	Prba.g_00844	Syal.g_01171
OG0000998	Prba.g_00846	Syal.g_01173
OG0000999	Prba.g_00847	Syal.g_01174
OG0001000	Prba.g_01778	Syal.g_01177
OG0001001	Prba.g_01780	Syal.g_01182
OG0001002	Prba.g_01784	Syal.g_00082
OG0001003	Prba.g_01785	Syal.g_00084
OG0001004	Prba.g_01786	Syal.g_00085
OG0001005	Prba.g_01787	Syal.g_00087
OG0001006	Prba.g_01791	Syal.g_00094
OG0001007	Prba.g_01793	Syal.g_00096
OG0001008	Prba.g_01024	Syal.g_00524
OG0001009	Prba.g_01820	Syal.g_00129
OG0001010	Prba.g_01821	Syal.g_00130
OG0001011	Prba.g_01822	Syal.g_00131
OG0001012	Prba.g_01837	Syal.g_01064
OG0001013	Prba.g_01842	Syal.g_01026
OG0001014	Prba.g_01845	Syal.g_01022
OG0001015	Prba.g_01846	Syal.g_01021
OG0001016	Prba.g_01861	Syal.g_00756
OG0001017	Prba.g_01865	Syal.g_00762
OG0001018	Prba.g_01868	Syal.g_00764
OG0001019	Prba.g_01877	Syal.g_00785
OG0001020	Prba.g_01878	Syal.g_00796
OG0001021	Prba.g_01879	Syal.g_00800
OG0001022	Prba.g_01882	Syal.g_00805
OG0001023	Prba.g_01883	Syal.g_00806
OG0001024	Prba.g_01886	Syal.g_00810
OG0001025	Prba.g_01892	Syal.g_00817
OG0001026	Prba.g_01899	Syal.g_00830
OG0001027	Prba.g_01900	Syal.g_00834
OG0001028	Prba.g_01902	Syal.g_00836
OG0001029	Prba.g_01903	Syal.g_00838
OG0001030	Prba.g_01918	Syal.g_00860
OG0001031	Prba.g_00642	Syal.g_00936
OG0001032	Prba.g_00643	Syal.g_00938
OG0001033	Prba.g_00664	Syal.g_00972
OG0001034	Prba.g_00455	Syal.g_00684
OG0001035	Prba.g_00473	Syal.g_01226
OG0001036	Prba.g_00477	Syal.g_01231
OG0001037	Prba.g_00478	Syal.g_01233
OG0001038	Prba.g_00495	Syal.g_01261
OG0001039	Prba.g_00498	Syal.g_01264
OG0001040	Prba.g_00500	Syal.g_01267
OG0001041	Prba.g_00504	Syal.g_01272
OG0001042	Prba.g_00520	Syal.g_01300
OG0001043	Prba.g_00521	Syal.g_01304
OG0001044	Prba.g_00549	Syal.g_00346
OG0001045	Prba.g_00558	Syal.g_00359
OG0001046	Prba.g_00873	Syal.g_01967
OG0001047	Prba.g_01022	Syal.g_00522
OG0001048	Prba.g_01021	Syal.g_00521
OG0001049	Prba.g_01019	Syal.g_00518
OG0001050	Prba.g_01018	Syal.g_00517
OG0001051	Prba.g_01017	Syal.g_00516
OG0001052	Prba.g_00990	Syal.g_00467
OG0001053	Prba.g_00978	Syal.g_02900
OG0001054	Prba.g_00963	Syal.g_02919
OG0001055	Prba.g_00944	Syal.g_02940
OG0001056	Prba.g_00925	Syal.g_02833
OG0001057	Prba.g_01774	Syal.g_01574
OG0001058	Prba.g_01766	Syal.g_02812
OG0001059	Prba.g_01762	Syal.g_02808
OG0001060	Prba.g_01755	Syal.g_02801
OG0001061	Prba.g_01742	Syal.g_02783
OG0001062	Prba.g_01740	Syal.g_02781
OG0001063	Prba.g_01738	Syal.g_02776
OG0001064	Prba.g_01737	Syal.g_02775
OG0001065	Prba.g_01736	Syal.g_02774
OG0001066	Prba.g_01735	Syal.g_02773
OG0001067	Prba.g_01734	Syal.g_02772
OG0001068	Prba.g_01733	Syal.g_02771
OG0001069	Prba.g_01732	Syal.g_02770
OG0001070	Prba.g_01729	Syal.g_02766
OG0001071	Prba.g_01728	Syal.g_02765
OG0001072	Prba.g_01727	Syal.g_02761
OG0001073	Prba.g_01713	Syal.g_02746
OG0001074	Prba.g_01702	Syal.g_02575
OG0001075	Prba.g_01701	Syal.g_02726
OG0001076	Prba.g_01693	Syal.g_02712
OG0001077	Prba.g_01689	Syal.g_02702
OG0001078	Prba.g_01681	Syal.g_02635
OG0001079	Prba.g_01670	Syal.g_02618
OG0001080	Prba.g_01664	Syal.g_02514
OG0001081	Prba.g_01662	Syal.g_02175
OG0001082	Prba.g_01661	Syal.g_02176
OG0001083	Prba.g_01656	Syal.g_02184
OG0001084	Prba.g_01655	Syal.g_02187
OG0001085	Prba.g_01647	Syal.g_02206
OG0001086	Prba.g_01646	Syal.g_02208
OG0001087	Prba.g_01629	Syal.g_01782
OG0001088	Prba.g_01628	Syal.g_01785
OG0001089	Prba.g_01620	Syal.g_01811
OG0001090	Prba.g_01593	Syal.g_01859
OG0001091	Prba.g_01591	Syal.g_01862
OG0001092	Prba.g_01590	Syal.g_01864
OG0001093	Prba.g_01585	Syal.g_02419
OG0001094	Prba.g_01505	Syal.g_02216
OG0001095	Prba.g_01486	Syal.g_01879
OG0001096	Prba.g_01473	Syal.g_02447
OG0001097	Prba.g_01454	Syal.g_02473
OG0001098	Prba.g_01439	Syal.g_02083
OG0001099	Prba.g_01407	Syal.g_00837
OG0001100	Prba.g_01403	Syal.g_02293
OG0001101	Prba.g_01401	Syal.g_02292
OG0001102	Prba.g_01398	Syal.g_02289
OG0001103	Prba.g_01396	Syal.g_02287
OG0001104	Prba.g_01374	Syal.g_02241
OG0001105	Prba.g_01370	Syal.g_02236
OG0001106	Prba.g_01346	Syal.g_02007
OG0001107	Prba.g_01339	Syal.g_01993
OG0001108	Prba.g_01335	Syal.g_01985
OG0001109	Prba.g_01334	Syal.g_01983
OG0001110	Prba.g_01332	Syal.g_01981
OG0001111	Prba.g_01331	Syal.g_01979
OG0001112	Prba.g_01330	Syal.g_01977
OG0001113	Prba.g_01329	Syal.g_02244
OG0001114	Prba.g_01328	Syal.g_01976
OG0001115	Prba.g_01326	Syal.g_01972
OG0001116	Prba.g_01325	Syal.g_01970
OG0001117	Prba.g_01324	Syal.g_01969
OG0001118	Prba.g_01323	Syal.g_01968
OG0001119	Prba.g_01322	Syal.g_01966
OG0001120	Prba.g_01320	Syal.g_01962
OG0001121	Prba.g_00099, Prba.g_01317	Syal.g_02960
OG0001122	Prba.g_01292	Syal.g_01921
OG0001123	Prba.g_01288	Syal.g_01913
OG0001124	Prba.g_01286	Syal.g_01911
OG0001125	Prba.g_01285	Syal.g_01909
OG0001126	Prba.g_01275	Syal.g_01837
OG0001127	Prba.g_01274	Syal.g_01836
OG0001128	Prba.g_01272	Syal.g_01833
OG0001129	Prba.g_01271	Syal.g_01831
OG0001130	Prba.g_01270	Syal.g_01830
OG0001131	Prba.g_01234	Syal.g_02260
OG0001132	Prba.g_01225	Syal.g_02553
OG0001133	Prba.g_00729	Syal.g_02710
OG0001134	Prba.g_00097	Syal.g_02506
OG0001136	Prba.g_00067	Syal.g_01650
OG0001137	Prba.g_00055	Syal.g_01673
OG0001138	Prba.g_00037	Syal.g_01709
OG0001139	Prba.g_00036	Syal.g_01711
OG0001140	Prba.g_00035	Syal.g_01712
OG0001141	Prba.g_00034	Syal.g_01713
OG0001142	Prba.g_00033	Syal.g_01714
OG0001143	Prba.g_00026	Syal.g_01722
OG0001144	Prba.g_00021	Syal.g_01736
OG0001145	Prba.g_01184	Syal.g_01614
OG0001146	Prba.g_01196	Syal.g_01593
OG0001147	Prba.g_00210	Syal.g_00458
OG0001148	Prba.g_00194	Syal.g_02886
OG0001149	Prba.g_00193	Syal.g_02885
OG0001150	Prba.g_00192	Syal.g_02884
OG0001151	Prba.g_00181	Syal.g_02872
OG0001152	Prba.g_00180	Syal.g_02871
OG0001153	Prba.g_00681	Syal.g_00421
OG0001154	Prba.g_00680	Syal.g_00422
OG0001155	Prba.g_00343	Syal.g_02969
OG0001156	Prba.g_00340	Syal.g_02972
OG0001157	Prba.g_00339	Syal.g_02973
OG0001158	Prba.g_00338	Syal.g_02974
OG0001159	Prba.g_00337	Syal.g_02975
OG0001160	Prba.g_00313	Syal.g_00564
OG0001161	Prba.g_00300	Syal.g_01104
OG0001162	Prba.g_00289	Syal.g_01577
OG0001163	Prba.g_00234	Syal.g_00573
OG0001164	Prba.g_00230	Syal.g_00579
OG0001165	Prba.g_00227	Syal.g_00584
OG0001166	Prba.g_00601	Syal.g_00613
OG0001167	Prba.g_00584	Syal.g_00638
OG0001168	Prba.g_00582	Syal.g_00640
OG0001169	Prba.g_00580	Syal.g_00642
OG0001170	Prba.g_00578	Syal.g_00644
