Orthogroup	Syai	Prad
OG0000577	Syai.g_00803	Prad.g_01389
OG0000578	Syai.g_00804	Prad.g_01390
OG0000579	Syai.g_00805	Prad.g_01391
OG0000580	Syai.g_00806	Prad.g_01392
OG0000581	Syai.g_00812	Prad.g_01394
OG0000582	Syai.g_01042	Prad.g_01397
OG0000583	Syai.g_01043	Prad.g_01398
OG0000584	Syai.g_01044	Prad.g_01399
OG0000585	Syai.g_01046	Prad.g_01401
OG0000586	Syai.g_01047	Prad.g_01402
OG0000587	Syai.g_01049	Prad.g_01403
OG0000588	Syai.g_01063	Prad.g_01407
OG0000589	Syai.g_01066	Prad.g_01410
OG0000590	Syai.g_01067	Prad.g_01411
OG0000591	Syai.g_01075	Prad.g_01414
OG0000592	Syai.g_01076	Prad.g_01415
OG0000593	Syai.g_01100	Prad.g_01421
OG0000594	Syai.g_01101	Prad.g_01422
OG0000595	Syai.g_01102	Prad.g_01423
OG0000596	Syai.g_01107	Prad.g_01427
OG0000597	Syai.g_01110	Prad.g_01429
OG0000598	Syai.g_01111	Prad.g_01430
OG0000599	Syai.g_01114	Prad.g_01433
OG0000600	Syai.g_01115	Prad.g_01219
OG0000601	Syai.g_01116	Prad.g_01220
OG0000602	Syai.g_01121	Prad.g_01222
OG0000603	Syai.g_01122	Prad.g_01223
OG0000604	Syai.g_01125	Prad.g_01224
OG0000605	Syai.g_01609	Prad.g_01225
OG0000606	Syai.g_01221	Prad.g_01228
OG0000607	Syai.g_01224	Prad.g_01231
OG0000608	Syai.g_01225	Prad.g_01232
OG0000609	Syai.g_01227	Prad.g_01233
OG0000610	Syai.g_01234	Prad.g_01238
OG0000611	Syai.g_01237	Prad.g_01241
OG0000612	Syai.g_01238	Prad.g_01242
OG0000613	Syai.g_00196	Prad.g_01247
OG0000614	Syai.g_01981	Prad.g_01266
OG0000615	Syai.g_01286	Prad.g_01274
OG0000616	Syai.g_02914	Prad.g_01278
OG0000617	Syai.g_01393	Prad.g_01055
OG0000618	Syai.g_01394	Prad.g_01056
OG0000619	Syai.g_01395	Prad.g_01057
OG0000620	Syai.g_01402	Prad.g_01060
OG0000621	Syai.g_01403	Prad.g_01061
OG0000622	Syai.g_01404	Prad.g_01062
OG0000623	Syai.g_01405	Prad.g_01063
OG0000624	Syai.g_01407	Prad.g_01064
OG0000625	Syai.g_01408	Prad.g_01065
OG0000626	Syai.g_01409	Prad.g_01066
OG0000627	Syai.g_01575	Prad.g_01067
OG0000628	Syai.g_01573	Prad.g_01068
OG0000629	Syai.g_01570	Prad.g_01069
OG0000630	Syai.g_01566	Prad.g_01072
OG0000631	Syai.g_01557	Prad.g_01137
OG0000632	Syai.g_01556	Prad.g_01138
OG0000633	Syai.g_01555	Prad.g_01139
OG0000634	Syai.g_01317	Prad.g_01142
OG0000635	Syai.g_01318	Prad.g_01143
OG0000636	Syai.g_01320	Prad.g_01145
OG0000637	Syai.g_01322	Prad.g_01147
OG0000638	Syai.g_01323	Prad.g_01148
OG0000639	Syai.g_01324	Prad.g_01149
OG0000640	Syai.g_01325	Prad.g_01150
OG0000641	Syai.g_01329	Prad.g_01154
OG0000642	Syai.g_01330	Prad.g_01155
OG0000643	Syai.g_01349	Prad.g_01156
OG0000644	Syai.g_01350	Prad.g_01157
OG0000645	Syai.g_01352	Prad.g_01158
OG0000646	Syai.g_01355	Prad.g_01160
OG0000647	Syai.g_01357	Prad.g_01161
OG0000648	Syai.g_01362	Prad.g_01163
OG0000649	Syai.g_01363	Prad.g_01164
OG0000650	Syai.g_01364	Prad.g_01165
OG0000651	Syai.g_01365	Prad.g_01166
OG0000652	Syai.g_01366	Prad.g_01167
OG0000653	Syai.g_01368	Prad.g_01169
OG0000654	Syai.g_01369	Prad.g_01170
OG0000655	Syai.g_01370	Prad.g_01171
OG0000656	Syai.g_01373	Prad.g_01174
OG0000657	Syai.g_02045	Prad.g_01182
OG0000658	Syai.g_02049	Prad.g_01183
OG0000659	Syai.g_02050	Prad.g_01184
OG0000660	Syai.g_02054	Prad.g_00306
OG0000661	Syai.g_02056	Prad.g_00304
OG0000662	Syai.g_02058	Prad.g_00302
OG0000663	Syai.g_02061	Prad.g_00300
OG0000664	Syai.g_02062	Prad.g_00299
OG0000665	Syai.g_02431	Prad.g_00295
OG0000666	Syai.g_01610	Prad.g_00294
OG0000667	Syai.g_01724	Prad.g_00290
OG0000668	Syai.g_01436	Prad.g_00260
OG0000669	Syai.g_01251	Prad.g_00253
OG0000670	Syai.g_00561	Prad.g_00251
OG0000671	Syai.g_01255	Prad.g_00249
OG0000672	Syai.g_01259	Prad.g_00247
OG0000673	Syai.g_01262	Prad.g_00244
OG0000674	Syai.g_01264	Prad.g_00242
OG0000675	Syai.g_01265	Prad.g_00241
OG0000676	Syai.g_01275	Prad.g_00239
OG0000677	Syai.g_01276	Prad.g_00238
OG0000678	Syai.g_01279	Prad.g_00236
OG0000679	Syai.g_01288	Prad.g_00232
OG0000680	Syai.g_01289	Prad.g_00231
OG0000681	Syai.g_01292	Prad.g_00228
OG0000682	Syai.g_01293	Prad.g_00227
OG0000683	Syai.g_01294	Prad.g_00226
OG0000684	Syai.g_01299	Prad.g_00224
OG0000685	Syai.g_01301	Prad.g_00222
OG0000686	Syai.g_01302	Prad.g_00221
OG0000687	Syai.g_01303	Prad.g_00220
OG0000688	Syai.g_01307	Prad.g_00217
OG0000689	Syai.g_01309	Prad.g_00216
OG0000690	Syai.g_01310	Prad.g_00215
OG0000691	Syai.g_01311	Prad.g_00214
OG0000692	Syai.g_01312	Prad.g_00212
OG0000693	Syai.g_01313	Prad.g_00211
OG0000694	Syai.g_01314	Prad.g_00210
OG0000695	Syai.g_01553	Prad.g_00208
OG0000696	Syai.g_01552	Prad.g_00207
OG0000697	Syai.g_01550	Prad.g_00206
OG0000698	Syai.g_01547	Prad.g_00203
OG0000699	Syai.g_01545	Prad.g_00202
OG0000700	Syai.g_01544	Prad.g_00201
OG0000701	Syai.g_01543	Prad.g_00200
OG0000702	Syai.g_01521	Prad.g_00198
OG0000703	Syai.g_01520	Prad.g_00197
OG0000704	Syai.g_01518	Prad.g_00196
OG0000705	Syai.g_01511	Prad.g_00192
OG0000706	Syai.g_01510	Prad.g_00191
OG0000707	Syai.g_01509	Prad.g_00190
OG0000708	Syai.g_01506	Prad.g_00189
OG0000709	Syai.g_01497	Prad.g_00185
OG0000710	Syai.g_01487	Prad.g_00182
OG0000711	Syai.g_01456	Prad.g_00165
OG0000712	Syai.g_01454	Prad.g_00163
OG0000713	Syai.g_01453	Prad.g_00162
OG0000714	Syai.g_01451	Prad.g_00161
OG0000715	Syai.g_01449	Prad.g_00159
OG0000716	Syai.g_01445	Prad.g_00157
OG0000717	Syai.g_01444	Prad.g_00156
OG0000718	Syai.g_01440	Prad.g_00144
OG0000719	Syai.g_01438	Prad.g_00142
OG0000720	Syai.g_01425	Prad.g_01039
OG0000721	Syai.g_01423	Prad.g_01037
OG0000722	Syai.g_01422	Prad.g_01036
OG0000723	Syai.g_01411	Prad.g_01033
OG0000724	Syai.g_02013	Prad.g_01023
OG0000725	Syai.g_02004	Prad.g_01017
OG0000726	Syai.g_02003	Prad.g_01016
OG0000727	Syai.g_02002	Prad.g_01015
OG0000728	Syai.g_02000	Prad.g_01013
OG0000729	Syai.g_00097	Prad.g_00970
OG0000730	Syai.g_00483	Prad.g_00635
OG0000731	Syai.g_00495	Prad.g_00639
OG0000732	Syai.g_00058	Prad.g_00649
OG0000733	Syai.g_02805	Prad.g_01988
OG0000734	Syai.g_02548	Prad.g_01511
OG0000735	Syai.g_02159	Prad.g_01509
OG0000736	Syai.g_02158	Prad.g_01508
OG0000737	Syai.g_02157	Prad.g_01507
OG0000738	Syai.g_02152	Prad.g_01503
OG0000739	Syai.g_02151	Prad.g_01502
OG0000740	Syai.g_02150	Prad.g_01501
OG0000741	Syai.g_02147	Prad.g_01500
OG0000742	Syai.g_02145	Prad.g_01497
OG0000743	Syai.g_02143	Prad.g_01495
OG0000744	Syai.g_02142	Prad.g_01494
OG0000745	Syai.g_02140	Prad.g_01493
OG0000746	Syai.g_02138	Prad.g_01491
OG0000747	Syai.g_02137	Prad.g_01490
OG0000748	Syai.g_02125	Prad.g_01487
OG0000749	Syai.g_02123	Prad.g_01486
OG0000750	Syai.g_02122	Prad.g_01485
OG0000751	Syai.g_02116	Prad.g_01483
OG0000752	Syai.g_02114	Prad.g_01481
OG0000753	Syai.g_02111	Prad.g_01478
OG0000754	Syai.g_01750	Prad.g_01475
OG0000755	Syai.g_01760	Prad.g_01472
OG0000756	Syai.g_01761	Prad.g_01470, Prad.g_01471
OG0000757	Syai.g_01769	Prad.g_01464
OG0000758	Syai.g_01770	Prad.g_01463
OG0000759	Syai.g_01771	Prad.g_01462
OG0000760	Syai.g_01772	Prad.g_01461
OG0000761	Syai.g_01775	Prad.g_01460
OG0000762	Syai.g_01777	Prad.g_01459
OG0000763	Syai.g_01779	Prad.g_01457
OG0000764	Syai.g_01780	Prad.g_01456
OG0000765	Syai.g_01797	Prad.g_01447
OG0000766	Syai.g_01798	Prad.g_01446
OG0000767	Syai.g_01800	Prad.g_01444
OG0000768	Syai.g_01801	Prad.g_01443
OG0000769	Syai.g_01803	Prad.g_01441
OG0000770	Syai.g_01822	Prad.g_01439
OG0000771	Syai.g_02019	Prad.g_00076
OG0000772	Syai.g_01639	Prad.g_00341
OG0000773	Syai.g_02164	Prad.g_00361
OG0000774	Syai.g_02168	Prad.g_00363
OG0000775	Syai.g_02172	Prad.g_00365
OG0000776	Syai.g_02173	Prad.g_00366
OG0000777	Syai.g_02174	Prad.g_00631
OG0000778	Syai.g_02175	Prad.g_00630
OG0000779	Syai.g_02181	Prad.g_00626
OG0000780	Syai.g_02184	Prad.g_00625
OG0000781	Syai.g_02188	Prad.g_00622
OG0000782	Syai.g_02189	Prad.g_00621
OG0000783	Syai.g_02190	Prad.g_00620
OG0000784	Syai.g_02191	Prad.g_00619
OG0000785	Syai.g_02193	Prad.g_00617
OG0000786	Syai.g_00816	Prad.g_00615
OG0000787	Syai.g_00815	Prad.g_00614
OG0000788	Syai.g_01117	Prad.g_00607
OG0000789	Syai.g_01596	Prad.g_00604
OG0000790	Syai.g_00623	Prad.g_00589
OG0000791	Syai.g_00621	Prad.g_00587
OG0000792	Syai.g_00620	Prad.g_00586
OG0000793	Syai.g_00615	Prad.g_00583
OG0000794	Syai.g_00614	Prad.g_00582
OG0000795	Syai.g_00613	Prad.g_00581
OG0000796	Syai.g_00609	Prad.g_00577
OG0000797	Syai.g_00608	Prad.g_00576
OG0000799	Syai.g_00996	Prad.g_00533
OG0000800	Syai.g_00993	Prad.g_00532
OG0000801	Syai.g_00992	Prad.g_00531
OG0000802	Syai.g_00988	Prad.g_00529
OG0000803	Syai.g_00983	Prad.g_00527
OG0000804	Syai.g_00980	Prad.g_00526
OG0000805	Syai.g_00965	Prad.g_00524
OG0000806	Syai.g_00963	Prad.g_00522
OG0000807	Syai.g_00961	Prad.g_00521
OG0000808	Syai.g_00960	Prad.g_00520
OG0000809	Syai.g_00957	Prad.g_00517
OG0000810	Syai.g_00956	Prad.g_00516
OG0000811	Syai.g_00950	Prad.g_00512
OG0000812	Syai.g_00948	Prad.g_00510
OG0000813	Syai.g_00947	Prad.g_00509
OG0000814	Syai.g_00945	Prad.g_00507
OG0000815	Syai.g_00944	Prad.g_00506
OG0000816	Syai.g_00942	Prad.g_00504
OG0000817	Syai.g_00941	Prad.g_00503
OG0000818	Syai.g_00935	Prad.g_00498
OG0000819	Syai.g_00934	Prad.g_00497
OG0000820	Syai.g_00933	Prad.g_00496
OG0000821	Syai.g_00916	Prad.g_00491
OG0000822	Syai.g_00914	Prad.g_00490
OG0000823	Syai.g_00913	Prad.g_00489
OG0000824	Syai.g_00907	Prad.g_00486
OG0000825	Syai.g_00906	Prad.g_00485
OG0000826	Syai.g_00905	Prad.g_00484
OG0000827	Syai.g_00904	Prad.g_00483
OG0000828	Syai.g_00900	Prad.g_00480
OG0000829	Syai.g_00899	Prad.g_00479
OG0000830	Syai.g_00898	Prad.g_00478
OG0000831	Syai.g_00896	Prad.g_00476
OG0000832	Syai.g_02296	Prad.g_00470
OG0000833	Syai.g_02305	Prad.g_00462
OG0000834	Syai.g_02307	Prad.g_00461
OG0000835	Syai.g_02308	Prad.g_00460
OG0000836	Syai.g_02312	Prad.g_00459
OG0000837	Syai.g_02313	Prad.g_00458
OG0000838	Syai.g_02323	Prad.g_00456
OG0000839	Syai.g_02324	Prad.g_00455
OG0000840	Syai.g_02325	Prad.g_00454
OG0000841	Syai.g_02326	Prad.g_00453
OG0000842	Syai.g_02327	Prad.g_00452
OG0000843	Syai.g_02328	Prad.g_00451
OG0000844	Syai.g_02330	Prad.g_00450
OG0000845	Syai.g_02331	Prad.g_00449
OG0000846	Syai.g_02332	Prad.g_00448
OG0000847	Syai.g_02333	Prad.g_00447
OG0000848	Syai.g_02335	Prad.g_00446
OG0000849	Syai.g_02336	Prad.g_00445
OG0000850	Syai.g_02339	Prad.g_00443
OG0000851	Syai.g_02352	Prad.g_00442
OG0000852	Syai.g_02353	Prad.g_00441
OG0000853	Syai.g_02357	Prad.g_00437
OG0000854	Syai.g_02359	Prad.g_00435
OG0000855	Syai.g_02360	Prad.g_00434
OG0000856	Syai.g_01078	Prad.g_00419
OG0000857	Syai.g_01356	Prad.g_00388
OG0000858	Syai.g_02366	Prad.g_00947
OG0000859	Syai.g_02367	Prad.g_00946
OG0000860	Syai.g_02380	Prad.g_00939
OG0000861	Syai.g_02381	Prad.g_00938
OG0000862	Syai.g_02382	Prad.g_00937
OG0000863	Syai.g_02385	Prad.g_00935
OG0000864	Syai.g_02386	Prad.g_00934
OG0000865	Syai.g_02387	Prad.g_00933
OG0000866	Syai.g_02388	Prad.g_00932
OG0000867	Syai.g_02389	Prad.g_00931
OG0000868	Syai.g_02392	Prad.g_00930
OG0000869	Syai.g_02396	Prad.g_00926
OG0000870	Syai.g_02401	Prad.g_00921
OG0000871	Syai.g_02402	Prad.g_00920
OG0000872	Syai.g_02409	Prad.g_00919
OG0000873	Syai.g_02412	Prad.g_00916
OG0000874	Syai.g_02408	Prad.g_00913
OG0000875	Syai.g_02416	Prad.g_00912
OG0000876	Syai.g_02243	Prad.g_00911
OG0000877	Syai.g_02250	Prad.g_00909
OG0000878	Syai.g_02251	Prad.g_00908
OG0000879	Syai.g_02252	Prad.g_00907
OG0000880	Syai.g_02253	Prad.g_00906
OG0000881	Syai.g_02257	Prad.g_00902
OG0000882	Syai.g_02262	Prad.g_00897
OG0000883	Syai.g_02264	Prad.g_00895
OG0000884	Syai.g_02266	Prad.g_00893
OG0000885	Syai.g_02267	Prad.g_00892
OG0000886	Syai.g_02268	Prad.g_00891
OG0000887	Syai.g_02269	Prad.g_00890
OG0000888	Syai.g_02271	Prad.g_00888
OG0000889	Syai.g_02273	Prad.g_00886
OG0000890	Syai.g_02279	Prad.g_00885
OG0000891	Syai.g_02280	Prad.g_00884
OG0000892	Syai.g_02282	Prad.g_00882
OG0000893	Syai.g_00318	Prad.g_00879
OG0000894	Syai.g_00321	Prad.g_00877
OG0000895	Syai.g_00325	Prad.g_00874
OG0000896	Syai.g_00326	Prad.g_00873
OG0000897	Syai.g_00328	Prad.g_00871
OG0000898	Syai.g_00329	Prad.g_00870
OG0000899	Syai.g_00330	Prad.g_00869
OG0000900	Syai.g_00331	Prad.g_00868
OG0000901	Syai.g_00336	Prad.g_00865
OG0000902	Syai.g_00338	Prad.g_00863
OG0000903	Syai.g_00353	Prad.g_00860
OG0000904	Syai.g_00348	Prad.g_00858
OG0000905	Syai.g_00342	Prad.g_00853
OG0000906	Syai.g_00340	Prad.g_00852
OG0000907	Syai.g_00358	Prad.g_00849
OG0000908	Syai.g_00361	Prad.g_00846
OG0000909	Syai.g_00362	Prad.g_00845
OG0000910	Syai.g_00363	Prad.g_00844
OG0000911	Syai.g_00365	Prad.g_00842
OG0000912	Syai.g_00366	Prad.g_00841
OG0000913	Syai.g_00367	Prad.g_00840
OG0000914	Syai.g_00368	Prad.g_00839
OG0000915	Syai.g_00370	Prad.g_00838
OG0000916	Syai.g_00371	Prad.g_00837
OG0000917	Syai.g_00372	Prad.g_00836
OG0000918	Syai.g_00373	Prad.g_00835
OG0000919	Syai.g_00374	Prad.g_00834
OG0000920	Syai.g_00375	Prad.g_00833
OG0000921	Syai.g_00376	Prad.g_00832
OG0000922	Syai.g_00377	Prad.g_00831
OG0000923	Syai.g_00381	Prad.g_00827
OG0000924	Syai.g_00382	Prad.g_00826
OG0000925	Syai.g_00383	Prad.g_00825
OG0000926	Syai.g_00384	Prad.g_00824
OG0000927	Syai.g_00386	Prad.g_00822
OG0000928	Syai.g_00387	Prad.g_00821
OG0000929	Syai.g_00388	Prad.g_00820
OG0000930	Syai.g_00389	Prad.g_00819
OG0000931	Syai.g_00390	Prad.g_00818
OG0000932	Syai.g_00391	Prad.g_00817
OG0000933	Syai.g_00397	Prad.g_00813
OG0000934	Syai.g_00399	Prad.g_00811
OG0000935	Syai.g_00400	Prad.g_00810
OG0000936	Syai.g_00401	Prad.g_00809
OG0000937	Syai.g_00402	Prad.g_00808
OG0000938	Syai.g_00405	Prad.g_00806
OG0000939	Syai.g_00406	Prad.g_00805
OG0000940	Syai.g_00413	Prad.g_00798
OG0000941	Syai.g_00415	Prad.g_00796
OG0000942	Syai.g_00417	Prad.g_00794
OG0000943	Syai.g_00418	Prad.g_00793
OG0000944	Syai.g_00420	Prad.g_00792
OG0000945	Syai.g_00422	Prad.g_00791
OG0000946	Syai.g_00428	Prad.g_00787
OG0000947	Syai.g_00431	Prad.g_00785
OG0000948	Syai.g_00432	Prad.g_00784
OG0000949	Syai.g_00174	Prad.g_00781
OG0000950	Syai.g_00163	Prad.g_00776
OG0000951	Syai.g_00158	Prad.g_00772
OG0000952	Syai.g_00136	Prad.g_00768
OG0000953	Syai.g_00132	Prad.g_00765
OG0000954	Syai.g_00127	Prad.g_01641
OG0000955	Syai.g_00126	Prad.g_01640
OG0000956	Syai.g_00124	Prad.g_01638
OG0000957	Syai.g_00113	Prad.g_01633
OG0000958	Syai.g_00112	Prad.g_01632
OG0000959	Syai.g_00108	Prad.g_01628
OG0000960	Syai.g_00107	Prad.g_01627
OG0000961	Syai.g_00100	Prad.g_01625
OG0000962	Syai.g_00098	Prad.g_01623
OG0000963	Syai.g_00094	Prad.g_01620
OG0000964	Syai.g_00093	Prad.g_01619
OG0000965	Syai.g_00092	Prad.g_01618
OG0000966	Syai.g_00082	Prad.g_01611
OG0000967	Syai.g_00077	Prad.g_01607
OG0000968	Syai.g_00085	Prad.g_01605
OG0000969	Syai.g_00080	Prad.g_01604
OG0000970	Syai.g_00079	Prad.g_01603
OG0000971	Syai.g_00074	Prad.g_01602
OG0000972	Syai.g_00073	Prad.g_01601
OG0000973	Syai.g_00072	Prad.g_01600
OG0000974	Syai.g_00071	Prad.g_01599
OG0000975	Syai.g_00070	Prad.g_01598
OG0000976	Syai.g_00069	Prad.g_01597
OG0000977	Syai.g_00067	Prad.g_01596
OG0000978	Syai.g_00065	Prad.g_01595
OG0000979	Syai.g_00062	Prad.g_01592
OG0000980	Syai.g_00059	Prad.g_01590
OG0000981	Syai.g_00056	Prad.g_01588
OG0000982	Syai.g_02777	Prad.g_01586
OG0000983	Syai.g_02778	Prad.g_01585
OG0000984	Syai.g_02779	Prad.g_01584
OG0000985	Syai.g_02781	Prad.g_01581
OG0000986	Syai.g_02784	Prad.g_01579
OG0000987	Syai.g_02786	Prad.g_01578
OG0000988	Syai.g_02790	Prad.g_01575
OG0000989	Syai.g_02797	Prad.g_01571
OG0000990	Syai.g_02825	Prad.g_01568
OG0000991	Syai.g_02827	Prad.g_01567
OG0000992	Syai.g_02830	Prad.g_01565
OG0000993	Syai.g_02831	Prad.g_01564
OG0000994	Syai.g_02834	Prad.g_01563
OG0000995	Syai.g_02840	Prad.g_01559
OG0000996	Syai.g_02891	Prad.g_01558
OG0000997	Syai.g_02900	Prad.g_01557
OG0000998	Syai.g_02902	Prad.g_01555
OG0000999	Syai.g_02903	Prad.g_01554
OG0001000	Syai.g_02906	Prad.g_01551
OG0001001	Syai.g_02911	Prad.g_01549
OG0001002	Syai.g_02918	Prad.g_01545
OG0001003	Syai.g_02919	Prad.g_01544
OG0001004	Syai.g_02920	Prad.g_01543
OG0001005	Syai.g_02921	Prad.g_01542
OG0001006	Syai.g_02931	Prad.g_01538
OG0001007	Syai.g_02933	Prad.g_01536
OG0001008	Syai.g_02227	Prad.g_00070
OG0001009	Syai.g_00034	Prad.g_01959
OG0001010	Syai.g_00035	Prad.g_01958
OG0001011	Syai.g_00037	Prad.g_01957
OG0001012	Syai.g_02773	Prad.g_01944
OG0001013	Syai.g_02750	Prad.g_01938
OG0001014	Syai.g_02726	Prad.g_01935
OG0001015	Syai.g_02725	Prad.g_01934
OG0001016	Syai.g_02479	Prad.g_01920
OG0001017	Syai.g_02485	Prad.g_01916
OG0001018	Syai.g_02487	Prad.g_01913
OG0001019	Syai.g_02508	Prad.g_01904
OG0001020	Syai.g_02516	Prad.g_01903
OG0001021	Syai.g_02523	Prad.g_01902
OG0001022	Syai.g_02528	Prad.g_01899
OG0001023	Syai.g_02529	Prad.g_01898
OG0001024	Syai.g_02533	Prad.g_01895
OG0001025	Syai.g_02540	Prad.g_01889
OG0001026	Syai.g_02550	Prad.g_01882
OG0001027	Syai.g_02555	Prad.g_01881
OG0001028	Syai.g_02557	Prad.g_01879
OG0001029	Syai.g_02559	Prad.g_01878
OG0001030	Syai.g_02580	Prad.g_01863
OG0001031	Syai.g_02656	Prad.g_01805
OG0001032	Syai.g_02658	Prad.g_01804
OG0001033	Syai.g_02685	Prad.g_01783
OG0001034	Syai.g_00537	Prad.g_01755
OG0001035	Syai.g_00295	Prad.g_01737
OG0001036	Syai.g_00290	Prad.g_01732
OG0001037	Syai.g_00288	Prad.g_01731
OG0001038	Syai.g_00261	Prad.g_01713
OG0001039	Syai.g_00258	Prad.g_01710
OG0001040	Syai.g_00255	Prad.g_01708
OG0001041	Syai.g_00250	Prad.g_01704
OG0001042	Syai.g_00225	Prad.g_01687
OG0001043	Syai.g_00221	Prad.g_01686
OG0001044	Syai.g_00485	Prad.g_01658
OG0001045	Syai.g_00498	Prad.g_01649
OG0001046	Syai.g_01471	Prad.g_00730
OG0001047	Syai.g_02225	Prad.g_00068
OG0001048	Syai.g_02224	Prad.g_00067
OG0001049	Syai.g_02215	Prad.g_00065
OG0001050	Syai.g_02214	Prad.g_00064
OG0001051	Syai.g_02213	Prad.g_00063
OG0001052	Syai.g_00861	Prad.g_00036
OG0001053	Syai.g_00641	Prad.g_00024
OG0001054	Syai.g_00658	Prad.g_00131
OG0001055	Syai.g_00679	Prad.g_00112
OG0001056	Syai.g_00713	Prad.g_00093
OG0001057	Syai.g_00721	Prad.g_01331
OG0001058	Syai.g_00734	Prad.g_01339
OG0001059	Syai.g_00738	Prad.g_01343
OG0001060	Syai.g_00744	Prad.g_01350
OG0001061	Syai.g_00765	Prad.g_01363
OG0001062	Syai.g_00767	Prad.g_01365
OG0001063	Syai.g_00774	Prad.g_01367
OG0001064	Syai.g_00775	Prad.g_01368
OG0001065	Syai.g_00776	Prad.g_01369
OG0001066	Syai.g_00777	Prad.g_01370
OG0001067	Syai.g_00778	Prad.g_01371
OG0001068	Syai.g_00779	Prad.g_01372
OG0001069	Syai.g_00780	Prad.g_01373
OG0001070	Syai.g_00783	Prad.g_01376
OG0001071	Syai.g_00784	Prad.g_01377
OG0001072	Syai.g_00788	Prad.g_01379
OG0001073	Syai.g_00807	Prad.g_01393
OG0001074	Syai.g_01051	Prad.g_01404
OG0001075	Syai.g_01053	Prad.g_01405
OG0001076	Syai.g_01069	Prad.g_01413
OG0001077	Syai.g_01081	Prad.g_01417
OG0001078	Syai.g_01105	Prad.g_01425
OG0001079	Syai.g_01118	Prad.g_01221
OG0001080	Syai.g_01606	Prad.g_01227
OG0001081	Syai.g_01222	Prad.g_01229
OG0001082	Syai.g_01223	Prad.g_01230
OG0001083	Syai.g_01230	Prad.g_01235
OG0001084	Syai.g_01231	Prad.g_01236
OG0001085	Syai.g_01241	Prad.g_01244
OG0001086	Syai.g_01243	Prad.g_01245
OG0001087	Syai.g_01953	Prad.g_01262
OG0001088	Syai.g_01957	Prad.g_01263
OG0001089	Syai.g_01996	Prad.g_01271
OG0001090	Syai.g_01387	Prad.g_01050
OG0001091	Syai.g_01389	Prad.g_01052
OG0001092	Syai.g_01391	Prad.g_01053
OG0001093	Syai.g_01397	Prad.g_01058
OG0001094	Syai.g_01315	Prad.g_01140
OG0001096	Syai.g_01371	Prad.g_01172
OG0001097	Syai.g_02057	Prad.g_00303
OG0001098	Syai.g_01603	Prad.g_00288
OG0001099	Syai.g_02558	Prad.g_00256
OG0001100	Syai.g_01253	Prad.g_00252
OG0001101	Syai.g_01254	Prad.g_00250
OG0001102	Syai.g_01257	Prad.g_00248
OG0001103	Syai.g_01260	Prad.g_00246
OG0001104	Syai.g_01300	Prad.g_00223
OG0001105	Syai.g_01304	Prad.g_00219
OG0001106	Syai.g_01517	Prad.g_00195
OG0001107	Syai.g_01505	Prad.g_00188
OG0001108	Syai.g_01496	Prad.g_00184
OG0001109	Syai.g_01488	Prad.g_00183
OG0001110	Syai.g_01486	Prad.g_00181
OG0001111	Syai.g_01484	Prad.g_00180
OG0001112	Syai.g_01482	Prad.g_00179
OG0001113	Syai.g_01481	Prad.g_00178
OG0001114	Syai.g_01480	Prad.g_00177
OG0001115	Syai.g_01476	Prad.g_00175
OG0001116	Syai.g_01474	Prad.g_00174
OG0001117	Syai.g_01473	Prad.g_00173
OG0001118	Syai.g_01472	Prad.g_00172
OG0001119	Syai.g_01470	Prad.g_00171
OG0001120	Syai.g_01466	Prad.g_00169
OG0001121	Syai.g_01676	Prad.g_01991, Prad.g_00166
OG0001122	Syai.g_01437	Prad.g_00141
OG0001123	Syai.g_01430	Prad.g_00137
OG0001124	Syai.g_01428	Prad.g_00135
OG0001125	Syai.g_01426	Prad.g_00134
OG0001126	Syai.g_02021	Prad.g_01030
OG0001127	Syai.g_02020	Prad.g_01029
OG0001128	Syai.g_02017	Prad.g_01026
OG0001129	Syai.g_02015	Prad.g_01025
OG0001130	Syai.g_02014	Prad.g_01024
OG0001131	Syai.g_01281	Prad.g_00990
OG0001132	Syai.g_01620	Prad.g_00981
OG0001133	Syai.g_01072	Prad.g_00655
OG0001134	Syai.g_01745	Prad.g_01989
OG0001135	Syai.g_01742	Prad.g_01526
OG0001136	Syai.g_02146	Prad.g_01499
OG0001137	Syai.g_02126	Prad.g_01488
OG0001138	Syai.g_01763	Prad.g_01469
OG0001139	Syai.g_01765	Prad.g_01468
OG0001140	Syai.g_01766	Prad.g_01467
OG0001141	Syai.g_01767	Prad.g_01466
OG0001142	Syai.g_01768	Prad.g_01465
OG0001143	Syai.g_01778	Prad.g_01458
OG0001144	Syai.g_01788	Prad.g_01453
OG0001145	Syai.g_02165	Prad.g_00362
OG0001146	Syai.g_02185	Prad.g_00624
OG0001147	Syai.g_00869	Prad.g_00608
OG0001148	Syai.g_00626	Prad.g_00592
OG0001149	Syai.g_00625	Prad.g_00591
OG0001150	Syai.g_00624	Prad.g_00590
OG0001151	Syai.g_00611	Prad.g_00579
OG0001152	Syai.g_00610	Prad.g_00578
OG0001153	Syai.g_00903	Prad.g_00482
OG0001154	Syai.g_00901	Prad.g_00481
OG0001155	Syai.g_02298	Prad.g_00469
OG0001156	Syai.g_02301	Prad.g_00466
OG0001157	Syai.g_02302	Prad.g_00465
OG0001158	Syai.g_02303	Prad.g_00464
OG0001159	Syai.g_02304	Prad.g_00463
