Orthogroup	Syai	Praj
OG0000578	Syai.g_00804	Praj.g_00588
OG0000579	Syai.g_00805	Praj.g_00589
OG0000580	Syai.g_00806	Praj.g_00590
OG0000581	Syai.g_00812	Praj.g_00593
OG0000582	Syai.g_01042	Praj.g_00596
OG0000583	Syai.g_01043	Praj.g_00597
OG0000584	Syai.g_01044	Praj.g_00598
OG0000585	Syai.g_01046	Praj.g_00600
OG0000586	Syai.g_01047	Praj.g_00601
OG0000587	Syai.g_01049	Praj.g_00602
OG0000588	Syai.g_01063	Praj.g_00606
OG0000589	Syai.g_01066	Praj.g_00609
OG0000590	Syai.g_01067	Praj.g_00610
OG0000591	Syai.g_01075	Praj.g_00613
OG0000592	Syai.g_01076	Praj.g_00614
OG0000593	Syai.g_01100	Praj.g_00620
OG0000594	Syai.g_01101	Praj.g_00621
OG0000595	Syai.g_01102	Praj.g_00622
OG0000596	Syai.g_01107	Praj.g_00626
OG0000597	Syai.g_01110	Praj.g_00628
OG0000598	Syai.g_01111	Praj.g_00629
OG0000599	Syai.g_01114	Praj.g_00632
OG0000600	Syai.g_01115	Praj.g_00633
OG0000601	Syai.g_01116	Praj.g_00634
OG0000602	Syai.g_01121	Praj.g_00636
OG0000603	Syai.g_01122	Praj.g_00637
OG0000604	Syai.g_01125	Praj.g_00638
OG0000605	Syai.g_01609	Praj.g_00639
OG0000606	Syai.g_01221	Praj.g_00642
OG0000607	Syai.g_01224	Praj.g_00645
OG0000608	Syai.g_01225	Praj.g_00646
OG0000609	Syai.g_01227	Praj.g_00647
OG0000610	Syai.g_01234	Praj.g_00653
OG0000611	Syai.g_01237	Praj.g_00656
OG0000612	Syai.g_01238	Praj.g_00657
OG0000613	Syai.g_00196	Praj.g_00663
OG0000614	Syai.g_01981	Praj.g_00686
OG0000615	Syai.g_01286	Praj.g_00693
OG0000616	Syai.g_02914	Praj.g_02137
OG0000617	Syai.g_01393	Praj.g_00704
OG0000618	Syai.g_01394	Praj.g_00705
OG0000619	Syai.g_01395	Praj.g_00706
OG0000620	Syai.g_01402	Praj.g_00709
OG0000621	Syai.g_01403	Praj.g_00710
OG0000622	Syai.g_01404	Praj.g_00711
OG0000623	Syai.g_01405	Praj.g_00712
OG0000624	Syai.g_01407	Praj.g_00714
OG0000625	Syai.g_01408	Praj.g_00715
OG0000626	Syai.g_01409	Praj.g_00716
OG0000627	Syai.g_01575	Praj.g_00718
OG0000628	Syai.g_01573	Praj.g_00719
OG0000629	Syai.g_01570	Praj.g_00720
OG0000630	Syai.g_01566	Praj.g_00723
OG0000631	Syai.g_01557	Praj.g_00917
OG0000632	Syai.g_01556	Praj.g_00918
OG0000633	Syai.g_01555	Praj.g_00919
OG0000634	Syai.g_01317	Praj.g_00765
OG0000635	Syai.g_01318	Praj.g_00766
OG0000636	Syai.g_01320	Praj.g_00768
OG0000637	Syai.g_01322	Praj.g_00770
OG0000638	Syai.g_01323	Praj.g_00771
OG0000639	Syai.g_01324	Praj.g_00772
OG0000640	Syai.g_01325	Praj.g_00773
OG0000641	Syai.g_01329	Praj.g_00777
OG0000642	Syai.g_01330	Praj.g_00778
OG0000643	Syai.g_01349	Praj.g_00779
OG0000644	Syai.g_01350	Praj.g_00780
OG0000645	Syai.g_01352	Praj.g_00781
OG0000646	Syai.g_01355	Praj.g_00784
OG0000647	Syai.g_01357	Praj.g_00786
OG0000648	Syai.g_01362	Praj.g_00788
OG0000649	Syai.g_01363	Praj.g_00789
OG0000650	Syai.g_01364	Praj.g_00790
OG0000651	Syai.g_01365	Praj.g_00791
OG0000652	Syai.g_01366	Praj.g_00792
OG0000653	Syai.g_01368	Praj.g_00794
OG0000654	Syai.g_01369	Praj.g_00795
OG0000655	Syai.g_01370	Praj.g_00796
OG0000656	Syai.g_01373	Praj.g_00799
OG0000657	Syai.g_02045	Praj.g_00806
OG0000658	Syai.g_02049	Praj.g_00808
OG0000659	Syai.g_02050	Praj.g_00809
OG0000660	Syai.g_02054	Praj.g_00814
OG0000661	Syai.g_02056	Praj.g_00816
OG0000662	Syai.g_02058	Praj.g_00818
OG0000663	Syai.g_02061	Praj.g_00820
OG0000664	Syai.g_02062	Praj.g_00821
OG0000665	Syai.g_02431	Praj.g_00826
OG0000666	Syai.g_01610	Praj.g_00827
OG0000667	Syai.g_01724	Praj.g_00831
OG0000668	Syai.g_01436	Praj.g_00869
OG0000669	Syai.g_01251	Praj.g_00877
OG0000670	Syai.g_00561	Praj.g_00880
OG0000671	Syai.g_01255	Praj.g_00882
OG0000672	Syai.g_01259	Praj.g_00885
OG0000673	Syai.g_01262	Praj.g_00888
OG0000674	Syai.g_01264	Praj.g_00890
OG0000675	Syai.g_01265	Praj.g_00891
OG0000676	Syai.g_01275	Praj.g_00893
OG0000677	Syai.g_01276	Praj.g_00894
OG0000678	Syai.g_01279	Praj.g_00897
OG0000679	Syai.g_01288	Praj.g_00901
OG0000680	Syai.g_01289	Praj.g_00902
OG0000681	Syai.g_01292	Praj.g_00905
OG0000682	Syai.g_01293	Praj.g_00906
OG0000683	Syai.g_01294	Praj.g_00907
OG0000684	Syai.g_01299	Praj.g_00748
OG0000685	Syai.g_01301	Praj.g_00750
OG0000686	Syai.g_01302	Praj.g_00751
OG0000687	Syai.g_01303	Praj.g_00752
OG0000688	Syai.g_01307	Praj.g_00755
OG0000689	Syai.g_01309	Praj.g_00756
OG0000690	Syai.g_01310	Praj.g_00757
OG0000691	Syai.g_01311	Praj.g_00758
OG0000692	Syai.g_01312	Praj.g_00760
OG0000693	Syai.g_01313	Praj.g_00761
OG0000694	Syai.g_01314	Praj.g_00762
OG0000695	Syai.g_01553	Praj.g_00921
OG0000696	Syai.g_01552	Praj.g_00922
OG0000697	Syai.g_01550	Praj.g_00923
OG0000698	Syai.g_01547	Praj.g_00926
OG0000699	Syai.g_01545	Praj.g_00927
OG0000700	Syai.g_01544	Praj.g_00928
OG0000701	Syai.g_01543	Praj.g_00929
OG0000702	Syai.g_01521	Praj.g_00931
OG0000703	Syai.g_01520	Praj.g_00932
OG0000704	Syai.g_01518	Praj.g_00933
OG0000705	Syai.g_01511	Praj.g_00939
OG0000706	Syai.g_01510	Praj.g_00940
OG0000707	Syai.g_01509	Praj.g_00941
OG0000708	Syai.g_01506	Praj.g_00943
OG0000709	Syai.g_01497	Praj.g_00947
OG0000710	Syai.g_01487	Praj.g_00950
OG0000711	Syai.g_01456	Praj.g_00966
OG0000712	Syai.g_01454	Praj.g_00968
OG0000713	Syai.g_01453	Praj.g_00969
OG0000714	Syai.g_01451	Praj.g_00970
OG0000715	Syai.g_01449	Praj.g_00972
OG0000716	Syai.g_01445	Praj.g_00973
OG0000717	Syai.g_01444	Praj.g_00974
OG0000718	Syai.g_01440	Praj.g_00991
OG0000719	Syai.g_01438	Praj.g_00992
OG0000720	Syai.g_01425	Praj.g_01002
OG0000721	Syai.g_01423	Praj.g_01003
OG0000722	Syai.g_01422	Praj.g_01004
OG0000723	Syai.g_01411	Praj.g_01008
OG0000724	Syai.g_02013	Praj.g_01019
OG0000725	Syai.g_02004	Praj.g_00845
OG0000726	Syai.g_02003	Praj.g_00844
OG0000727	Syai.g_02002	Praj.g_00843
OG0000728	Syai.g_02000	Praj.g_00841
OG0000729	Syai.g_00097	Praj.g_02022
OG0000730	Syai.g_00483	Praj.g_00378
OG0000731	Syai.g_00495	Praj.g_00386
OG0000732	Syai.g_00058	Praj.g_02081
OG0000733	Syai.g_02805	Praj.g_01833
OG0000734	Syai.g_02548	Praj.g_01476
OG0000735	Syai.g_02159	Praj.g_01474
OG0000736	Syai.g_02158	Praj.g_01473
OG0000737	Syai.g_02157	Praj.g_01472
OG0000738	Syai.g_02152	Praj.g_01468
OG0000739	Syai.g_02151	Praj.g_01467
OG0000740	Syai.g_02150	Praj.g_01466
OG0000741	Syai.g_02147	Praj.g_01464
OG0000742	Syai.g_02145	Praj.g_01462
OG0000743	Syai.g_02143	Praj.g_01460
OG0000744	Syai.g_02142	Praj.g_01459
OG0000745	Syai.g_02140	Praj.g_01458
OG0000746	Syai.g_02138	Praj.g_01456
OG0000747	Syai.g_02137	Praj.g_01455
OG0000748	Syai.g_02125	Praj.g_01451
OG0000749	Syai.g_02123	Praj.g_01450
OG0000750	Syai.g_02122	Praj.g_01449
OG0000751	Syai.g_02116	Praj.g_01446
OG0000752	Syai.g_02114	Praj.g_01444
OG0000753	Syai.g_02111	Praj.g_01442
OG0000754	Syai.g_01750	Praj.g_01438
OG0000755	Syai.g_01760	Praj.g_01434
OG0000756	Syai.g_01761	Praj.g_01433
OG0000757	Syai.g_01769	Praj.g_01426
OG0000758	Syai.g_01770	Praj.g_01425
OG0000759	Syai.g_01771	Praj.g_01424
OG0000760	Syai.g_01772	Praj.g_01423
OG0000761	Syai.g_01775	Praj.g_01422
OG0000762	Syai.g_01777	Praj.g_01421
OG0000763	Syai.g_01779	Praj.g_01419
OG0000764	Syai.g_01780	Praj.g_01418
OG0000765	Syai.g_01797	Praj.g_01409
OG0000766	Syai.g_01798	Praj.g_01408
OG0000767	Syai.g_01800	Praj.g_01407
OG0000768	Syai.g_01801	Praj.g_01406
OG0000769	Syai.g_01803	Praj.g_01404
OG0000770	Syai.g_01822	Praj.g_01403
OG0000771	Syai.g_02019	Praj.g_01014
OG0000772	Syai.g_01639	Praj.g_01246
OG0000773	Syai.g_02164	Praj.g_01519
OG0000774	Syai.g_02168	Praj.g_01522
OG0000775	Syai.g_02172	Praj.g_01523
OG0000776	Syai.g_02173	Praj.g_01524
OG0000777	Syai.g_02174	Praj.g_01525
OG0000778	Syai.g_02175	Praj.g_01526
OG0000779	Syai.g_02181	Praj.g_01530
OG0000780	Syai.g_02184	Praj.g_01531
OG0000781	Syai.g_02188	Praj.g_01534
OG0000782	Syai.g_02189	Praj.g_01535
OG0000783	Syai.g_02190	Praj.g_01536
OG0000784	Syai.g_02191	Praj.g_01537
OG0000785	Syai.g_02193	Praj.g_01539
OG0000786	Syai.g_00816	Praj.g_01542
OG0000787	Syai.g_00815	Praj.g_01543
OG0000788	Syai.g_01117	Praj.g_00732
OG0000789	Syai.g_01596	Praj.g_01011
OG0000790	Syai.g_00623	Praj.g_01580
OG0000791	Syai.g_00621	Praj.g_01582
OG0000792	Syai.g_00620	Praj.g_01583
OG0000793	Syai.g_00615	Praj.g_01586
OG0000794	Syai.g_00614	Praj.g_01587
OG0000795	Syai.g_00613	Praj.g_01588
OG0000796	Syai.g_00609	Praj.g_01592
OG0000797	Syai.g_00608	Praj.g_01593
OG0000799	Syai.g_00996	Praj.g_01613
OG0000800	Syai.g_00993	Praj.g_01614
OG0000801	Syai.g_00992	Praj.g_01615
OG0000802	Syai.g_00988	Praj.g_01617
OG0000803	Syai.g_00983	Praj.g_01619
OG0000804	Syai.g_00980	Praj.g_01620
OG0000805	Syai.g_00965	Praj.g_01622
OG0000806	Syai.g_00963	Praj.g_01624
OG0000807	Syai.g_00961	Praj.g_01625
OG0000808	Syai.g_00960	Praj.g_01626
OG0000809	Syai.g_00957	Praj.g_01630
OG0000810	Syai.g_00956	Praj.g_01631
OG0000811	Syai.g_00950	Praj.g_01635
OG0000812	Syai.g_00948	Praj.g_01637
OG0000813	Syai.g_00947	Praj.g_01638
OG0000814	Syai.g_00945	Praj.g_01640
OG0000815	Syai.g_00944	Praj.g_01641
OG0000816	Syai.g_00942	Praj.g_01643
OG0000817	Syai.g_00941	Praj.g_01644
OG0000818	Syai.g_00935	Praj.g_01648
OG0000819	Syai.g_00934	Praj.g_01649
OG0000820	Syai.g_00933	Praj.g_01650
OG0000821	Syai.g_00916	Praj.g_01653
OG0000822	Syai.g_00914	Praj.g_01654
OG0000823	Syai.g_00913	Praj.g_01655
OG0000824	Syai.g_00907	Praj.g_01658
OG0000825	Syai.g_00906	Praj.g_01659
OG0000826	Syai.g_00905	Praj.g_01660
OG0000827	Syai.g_00904	Praj.g_01661
OG0000828	Syai.g_00900	Praj.g_01664
OG0000829	Syai.g_00899	Praj.g_01665
OG0000830	Syai.g_00898	Praj.g_01666
OG0000831	Syai.g_00896	Praj.g_01668
OG0000832	Syai.g_02296	Praj.g_01678
OG0000833	Syai.g_02305	Praj.g_01686
OG0000834	Syai.g_02307	Praj.g_01687
OG0000835	Syai.g_02308	Praj.g_01688
OG0000836	Syai.g_02312	Praj.g_01690
OG0000837	Syai.g_02313	Praj.g_01691
OG0000838	Syai.g_02323	Praj.g_01693
OG0000839	Syai.g_02324	Praj.g_01694
OG0000840	Syai.g_02325	Praj.g_01695
OG0000841	Syai.g_02326	Praj.g_01696
OG0000842	Syai.g_02327	Praj.g_01697
OG0000843	Syai.g_02328	Praj.g_01698
OG0000844	Syai.g_02330	Praj.g_01699
OG0000845	Syai.g_02331	Praj.g_01700
OG0000846	Syai.g_02332	Praj.g_01701
OG0000847	Syai.g_02333	Praj.g_01702
OG0000848	Syai.g_02335	Praj.g_01703
OG0000849	Syai.g_02336	Praj.g_01704
OG0000850	Syai.g_02339	Praj.g_01706
OG0000851	Syai.g_02352	Praj.g_01707
OG0000852	Syai.g_02353	Praj.g_01708
OG0000853	Syai.g_02357	Praj.g_01713
OG0000854	Syai.g_02359	Praj.g_01715
OG0000855	Syai.g_02360	Praj.g_01716
OG0000856	Syai.g_01078	Praj.g_01599
OG0000857	Syai.g_01356	Praj.g_00785
OG0000858	Syai.g_02366	Praj.g_01763
OG0000859	Syai.g_02367	Praj.g_01764
OG0000860	Syai.g_02380	Praj.g_01770
OG0000861	Syai.g_02381	Praj.g_01771
OG0000862	Syai.g_02382	Praj.g_01772
OG0000863	Syai.g_02385	Praj.g_01773
OG0000864	Syai.g_02386	Praj.g_01774
OG0000865	Syai.g_02387	Praj.g_01775
OG0000866	Syai.g_02388	Praj.g_01776
OG0000867	Syai.g_02389	Praj.g_01777
OG0000868	Syai.g_02392	Praj.g_01778
OG0000869	Syai.g_02396	Praj.g_01781
OG0000870	Syai.g_02401	Praj.g_01786
OG0000871	Syai.g_02402	Praj.g_01787
OG0000872	Syai.g_02409	Praj.g_01788
OG0000873	Syai.g_02412	Praj.g_01791
OG0000874	Syai.g_02408	Praj.g_01794
OG0000875	Syai.g_02416	Praj.g_01796
OG0000876	Syai.g_02243	Praj.g_01797
OG0000877	Syai.g_02250	Praj.g_01799
OG0000878	Syai.g_02251	Praj.g_01800
OG0000879	Syai.g_02252	Praj.g_01801
OG0000880	Syai.g_02253	Praj.g_01802
OG0000881	Syai.g_02257	Praj.g_01805
OG0000882	Syai.g_02262	Praj.g_01810
OG0000883	Syai.g_02264	Praj.g_01812
OG0000884	Syai.g_02266	Praj.g_01814
OG0000885	Syai.g_02267	Praj.g_01815
OG0000886	Syai.g_02268	Praj.g_01816
OG0000887	Syai.g_02269	Praj.g_01817
OG0000888	Syai.g_02271	Praj.g_01819
OG0000889	Syai.g_02273	Praj.g_01821
OG0000890	Syai.g_02279	Praj.g_01822
OG0000891	Syai.g_02280	Praj.g_01823
OG0000892	Syai.g_02282	Praj.g_01825
OG0000893	Syai.g_00318	Praj.g_01868
OG0000894	Syai.g_00321	Praj.g_01871
OG0000895	Syai.g_00325	Praj.g_01874
OG0000896	Syai.g_00326	Praj.g_01875
OG0000897	Syai.g_00328	Praj.g_01877
OG0000898	Syai.g_00329	Praj.g_01878
OG0000899	Syai.g_00330	Praj.g_01879
OG0000900	Syai.g_00331	Praj.g_01880
OG0000901	Syai.g_00336	Praj.g_01883
OG0000902	Syai.g_00338	Praj.g_01885
OG0000903	Syai.g_00353	Praj.g_01894
OG0000904	Syai.g_00348	Praj.g_01889
OG0000905	Syai.g_00342	Praj.g_01887
OG0000906	Syai.g_00340	Praj.g_01886
OG0000907	Syai.g_00358	Praj.g_01909
OG0000908	Syai.g_00361	Praj.g_01912
OG0000909	Syai.g_00362	Praj.g_01913
OG0000910	Syai.g_00363	Praj.g_01914
OG0000911	Syai.g_00365	Praj.g_01916
OG0000912	Syai.g_00366	Praj.g_01917
OG0000913	Syai.g_00367	Praj.g_01918
OG0000914	Syai.g_00368	Praj.g_01919
OG0000915	Syai.g_00370	Praj.g_01920
OG0000916	Syai.g_00371	Praj.g_01921
OG0000917	Syai.g_00372	Praj.g_01922
OG0000918	Syai.g_00373	Praj.g_01923
OG0000919	Syai.g_00374	Praj.g_01924
OG0000920	Syai.g_00375	Praj.g_01925
OG0000921	Syai.g_00376	Praj.g_01926
OG0000922	Syai.g_00377	Praj.g_01927
OG0000923	Syai.g_00381	Praj.g_01931
OG0000924	Syai.g_00382	Praj.g_01932
OG0000925	Syai.g_00383	Praj.g_01933
OG0000926	Syai.g_00384	Praj.g_01934
OG0000927	Syai.g_00386	Praj.g_01936
OG0000928	Syai.g_00387	Praj.g_01937
OG0000929	Syai.g_00388	Praj.g_01938
OG0000930	Syai.g_00389	Praj.g_01939
OG0000931	Syai.g_00390	Praj.g_01940
OG0000932	Syai.g_00391	Praj.g_01941
OG0000933	Syai.g_00397	Praj.g_01945
OG0000934	Syai.g_00399	Praj.g_01947
OG0000935	Syai.g_00400	Praj.g_01948
OG0000936	Syai.g_00401	Praj.g_01949
OG0000937	Syai.g_00402	Praj.g_01950
OG0000938	Syai.g_00405	Praj.g_01953
OG0000939	Syai.g_00406	Praj.g_01954
OG0000940	Syai.g_00413	Praj.g_01961
OG0000941	Syai.g_00415	Praj.g_01963
OG0000942	Syai.g_00417	Praj.g_01965
OG0000943	Syai.g_00418	Praj.g_01966
OG0000944	Syai.g_00420	Praj.g_01968
OG0000945	Syai.g_00422	Praj.g_01969
OG0000946	Syai.g_00428	Praj.g_01975
OG0000947	Syai.g_00431	Praj.g_01977
OG0000948	Syai.g_00432	Praj.g_01978
OG0000949	Syai.g_00174	Praj.g_01981
OG0000950	Syai.g_00163	Praj.g_01986
OG0000951	Syai.g_00158	Praj.g_01990
OG0000952	Syai.g_00136	Praj.g_01994
OG0000953	Syai.g_00132	Praj.g_01998
OG0000954	Syai.g_00127	Praj.g_02002
OG0000955	Syai.g_00126	Praj.g_02003
OG0000956	Syai.g_00124	Praj.g_02005
OG0000957	Syai.g_00113	Praj.g_02010
OG0000958	Syai.g_00112	Praj.g_02011
OG0000959	Syai.g_00108	Praj.g_02015
OG0000960	Syai.g_00107	Praj.g_02016
OG0000961	Syai.g_00100	Praj.g_02019
OG0000962	Syai.g_00098	Praj.g_02021
OG0000963	Syai.g_00094	Praj.g_02026
OG0000964	Syai.g_00093	Praj.g_02027
OG0000965	Syai.g_00092	Praj.g_02028
OG0000966	Syai.g_00082	Praj.g_02059
OG0000967	Syai.g_00077	Praj.g_02063
OG0000968	Syai.g_00085	Praj.g_02065
OG0000969	Syai.g_00080	Praj.g_02066
OG0000970	Syai.g_00079	Praj.g_02067
OG0000971	Syai.g_00074	Praj.g_02068
OG0000972	Syai.g_00073	Praj.g_02069
OG0000973	Syai.g_00072	Praj.g_02070
OG0000974	Syai.g_00071	Praj.g_02071
OG0000975	Syai.g_00070	Praj.g_02072
OG0000976	Syai.g_00069	Praj.g_02073
OG0000977	Syai.g_00067	Praj.g_02074
OG0000978	Syai.g_00065	Praj.g_02075
OG0000979	Syai.g_00062	Praj.g_02078
OG0000980	Syai.g_00059	Praj.g_02080
OG0000981	Syai.g_00056	Praj.g_02083
OG0000982	Syai.g_02777	Praj.g_02085
OG0000983	Syai.g_02778	Praj.g_02086
OG0000984	Syai.g_02779	Praj.g_02087
OG0000985	Syai.g_02781	Praj.g_02090
OG0000986	Syai.g_02784	Praj.g_02092
OG0000987	Syai.g_02786	Praj.g_02093
OG0000988	Syai.g_02790	Praj.g_02096
OG0000989	Syai.g_02797	Praj.g_02100
OG0000990	Syai.g_02825	Praj.g_02105
OG0000991	Syai.g_02827	Praj.g_02106
OG0000992	Syai.g_02830	Praj.g_02109
OG0000993	Syai.g_02831	Praj.g_02110
OG0000994	Syai.g_02834	Praj.g_02111
OG0000995	Syai.g_02840	Praj.g_02115
OG0000996	Syai.g_02891	Praj.g_02116
OG0000997	Syai.g_02900	Praj.g_02124
OG0000998	Syai.g_02902	Praj.g_02126
OG0000999	Syai.g_02903	Praj.g_02127
OG0001000	Syai.g_02906	Praj.g_02130, Praj.g_02131
OG0001001	Syai.g_02911	Praj.g_02134
OG0001002	Syai.g_02918	Praj.g_02139
OG0001003	Syai.g_02919	Praj.g_02141
OG0001004	Syai.g_02920	Praj.g_02142
OG0001005	Syai.g_02921	Praj.g_02143
OG0001006	Syai.g_02931	Praj.g_02147
OG0001007	Syai.g_02933	Praj.g_02149
OG0001008	Syai.g_02227	Praj.g_00431
OG0001009	Syai.g_00034	Praj.g_00027
OG0001010	Syai.g_00035	Praj.g_00028
OG0001011	Syai.g_00037	Praj.g_00029
OG0001012	Syai.g_02773	Praj.g_00047
OG0001013	Syai.g_02750	Praj.g_00052
OG0001014	Syai.g_02726	Praj.g_00055
OG0001015	Syai.g_02725	Praj.g_00056
OG0001016	Syai.g_02479	Praj.g_00111
OG0001017	Syai.g_02485	Praj.g_00115
OG0001018	Syai.g_02487	Praj.g_00118
OG0001019	Syai.g_02508	Praj.g_00127
OG0001020	Syai.g_02516	Praj.g_00128
OG0001021	Syai.g_02523	Praj.g_00129
OG0001022	Syai.g_02528	Praj.g_00132
OG0001023	Syai.g_02529	Praj.g_00133
OG0001024	Syai.g_02533	Praj.g_00136
OG0001025	Syai.g_02540	Praj.g_00143
OG0001026	Syai.g_02550	Praj.g_00151
OG0001027	Syai.g_02555	Praj.g_00152
OG0001028	Syai.g_02557	Praj.g_00154
OG0001029	Syai.g_02559	Praj.g_00156
OG0001030	Syai.g_02580	Praj.g_00172
OG0001031	Syai.g_02656	Praj.g_00226
OG0001032	Syai.g_02658	Praj.g_00227
OG0001033	Syai.g_02685	Praj.g_00247
OG0001034	Syai.g_00537	Praj.g_00276
OG0001035	Syai.g_00295	Praj.g_00293
OG0001036	Syai.g_00290	Praj.g_00297
OG0001037	Syai.g_00288	Praj.g_00298
OG0001038	Syai.g_00261	Praj.g_00314
OG0001039	Syai.g_00258	Praj.g_00316
OG0001040	Syai.g_00255	Praj.g_00319
OG0001041	Syai.g_00250	Praj.g_00323
OG0001042	Syai.g_00225	Praj.g_00339
OG0001043	Syai.g_00221	Praj.g_00340
OG0001044	Syai.g_00485	Praj.g_00379
OG0001045	Syai.g_00498	Praj.g_00388
OG0001046	Syai.g_01471	Praj.g_01081
OG0001047	Syai.g_02225	Praj.g_00433
OG0001048	Syai.g_02224	Praj.g_00434
OG0001049	Syai.g_02215	Praj.g_00436
OG0001050	Syai.g_02214	Praj.g_00437
OG0001051	Syai.g_02213	Praj.g_00438
OG0001052	Syai.g_00861	Praj.g_00464
OG0001053	Syai.g_00641	Praj.g_00476
OG0001054	Syai.g_00658	Praj.g_00490
OG0001055	Syai.g_00679	Praj.g_00509
OG0001056	Syai.g_00713	Praj.g_00527
OG0001057	Syai.g_00721	Praj.g_00532
OG0001058	Syai.g_00734	Praj.g_00540
OG0001059	Syai.g_00738	Praj.g_00544
OG0001060	Syai.g_00744	Praj.g_00551
OG0001061	Syai.g_00765	Praj.g_00564
OG0001062	Syai.g_00767	Praj.g_00566
OG0001063	Syai.g_00774	Praj.g_00567
OG0001064	Syai.g_00775	Praj.g_00568
OG0001065	Syai.g_00776	Praj.g_00569
OG0001066	Syai.g_00777	Praj.g_00570
OG0001067	Syai.g_00778	Praj.g_00571
OG0001068	Syai.g_00779	Praj.g_00572
OG0001069	Syai.g_00780	Praj.g_00573
OG0001070	Syai.g_00783	Praj.g_00575
OG0001071	Syai.g_00784	Praj.g_00576
OG0001072	Syai.g_00788	Praj.g_00577
OG0001073	Syai.g_00807	Praj.g_00591
OG0001074	Syai.g_01051	Praj.g_00603
OG0001075	Syai.g_01053	Praj.g_00604
OG0001076	Syai.g_01069	Praj.g_00611
OG0001077	Syai.g_01081	Praj.g_00616
OG0001078	Syai.g_01105	Praj.g_00624
OG0001079	Syai.g_01118	Praj.g_00635
OG0001080	Syai.g_01606	Praj.g_00641
OG0001081	Syai.g_01222	Praj.g_00643
OG0001082	Syai.g_01223	Praj.g_00644
OG0001083	Syai.g_01230	Praj.g_00649
OG0001084	Syai.g_01231	Praj.g_00650
OG0001085	Syai.g_01241	Praj.g_00660
OG0001086	Syai.g_01243	Praj.g_00661
OG0001087	Syai.g_01953	Praj.g_00681
OG0001088	Syai.g_01957	Praj.g_00682
OG0001089	Syai.g_01996	Praj.g_00690
OG0001090	Syai.g_01387	Praj.g_00699
OG0001091	Syai.g_01389	Praj.g_00701
OG0001092	Syai.g_01391	Praj.g_00702
OG0001093	Syai.g_01397	Praj.g_00707
OG0001094	Syai.g_01315	Praj.g_00763
OG0001096	Syai.g_01371	Praj.g_00797
OG0001097	Syai.g_02057	Praj.g_00817
OG0001098	Syai.g_01603	Praj.g_00835
OG0001099	Syai.g_02558	Praj.g_00872
OG0001100	Syai.g_01253	Praj.g_00879
OG0001101	Syai.g_01254	Praj.g_00881
OG0001102	Syai.g_01257	Praj.g_00884
OG0001103	Syai.g_01260	Praj.g_00886
OG0001104	Syai.g_01300	Praj.g_00749
OG0001105	Syai.g_01304	Praj.g_00753
OG0001106	Syai.g_01517	Praj.g_00934
OG0001107	Syai.g_01505	Praj.g_00944
OG0001108	Syai.g_01496	Praj.g_00948
OG0001109	Syai.g_01488	Praj.g_00949
OG0001110	Syai.g_01486	Praj.g_00951
OG0001111	Syai.g_01484	Praj.g_00952
OG0001112	Syai.g_01482	Praj.g_00953
OG0001113	Syai.g_01481	Praj.g_00954
OG0001114	Syai.g_01480	Praj.g_00955
OG0001115	Syai.g_01476	Praj.g_00957
OG0001116	Syai.g_01474	Praj.g_00958
OG0001117	Syai.g_01473	Praj.g_00959
OG0001118	Syai.g_01472	Praj.g_00960
OG0001119	Syai.g_01470	Praj.g_00961
OG0001120	Syai.g_01466	Praj.g_00963
OG0001121	Syai.g_01676	Praj.g_01563
OG0001122	Syai.g_01437	Praj.g_00993
OG0001123	Syai.g_01430	Praj.g_00997
OG0001124	Syai.g_01428	Praj.g_00999
OG0001125	Syai.g_01426	Praj.g_01001
OG0001126	Syai.g_02021	Praj.g_01012
OG0001127	Syai.g_02020	Praj.g_01013
OG0001128	Syai.g_02017	Praj.g_01016
OG0001129	Syai.g_02015	Praj.g_01017
OG0001130	Syai.g_02014	Praj.g_01018
OG0001131	Syai.g_01281	Praj.g_00852
OG0001132	Syai.g_01620	Praj.g_01063
OG0001133	Syai.g_01072	Praj.g_01040
OG0001134	Syai.g_01745	Praj.g_01832
OG0001135	Syai.g_01742	Praj.g_01835
OG0001136	Syai.g_02146	Praj.g_01463
OG0001137	Syai.g_02126	Praj.g_01452
OG0001138	Syai.g_01763	Praj.g_01432
OG0001139	Syai.g_01765	Praj.g_01430
OG0001140	Syai.g_01766	Praj.g_01429
OG0001141	Syai.g_01767	Praj.g_01428
OG0001142	Syai.g_01768	Praj.g_01427
OG0001143	Syai.g_01778	Praj.g_01420
OG0001144	Syai.g_01788	Praj.g_01415
OG0001145	Syai.g_02165	Praj.g_01520
OG0001146	Syai.g_02185	Praj.g_01532
OG0001147	Syai.g_00869	Praj.g_01550
OG0001148	Syai.g_00626	Praj.g_01577
OG0001149	Syai.g_00625	Praj.g_01578
OG0001150	Syai.g_00624	Praj.g_01579
OG0001151	Syai.g_00611	Praj.g_01590
OG0001152	Syai.g_00610	Praj.g_01591
OG0001153	Syai.g_00903	Praj.g_01662
OG0001154	Syai.g_00901	Praj.g_01663
OG0001155	Syai.g_02298	Praj.g_01679
OG0001156	Syai.g_02301	Praj.g_01682
OG0001157	Syai.g_02302	Praj.g_01683
OG0001158	Syai.g_02303	Praj.g_01684
OG0001159	Syai.g_02304	Praj.g_01685
OG0001160	Syai.g_02355	Praj.g_01711
OG0001161	Syai.g_02803	Praj.g_01499
