Orthogroup	Syai	Pram
OG0000576	Syai.g_00802	Pram.g_00536
OG0000577	Syai.g_00803	Pram.g_00537
OG0000578	Syai.g_00804	Pram.g_00538
OG0000579	Syai.g_00805	Pram.g_00539
OG0000580	Syai.g_00806	Pram.g_00540
OG0000581	Syai.g_00812	Pram.g_00543
OG0000582	Syai.g_01042	Pram.g_00546
OG0000583	Syai.g_01043	Pram.g_00547
OG0000584	Syai.g_01044	Pram.g_00548
OG0000585	Syai.g_01046	Pram.g_00550
OG0000586	Syai.g_01047	Pram.g_00551
OG0000587	Syai.g_01049	Pram.g_00552
OG0000588	Syai.g_01063	Pram.g_00556
OG0000589	Syai.g_01066	Pram.g_00559
OG0000590	Syai.g_01067	Pram.g_00560
OG0000591	Syai.g_01075	Pram.g_00564
OG0000592	Syai.g_01076	Pram.g_00565
OG0000593	Syai.g_01100	Pram.g_01078
OG0000594	Syai.g_01101	Pram.g_01077
OG0000595	Syai.g_01102	Pram.g_01076
OG0000596	Syai.g_01107	Pram.g_01073
OG0000597	Syai.g_01110	Pram.g_01070
OG0000598	Syai.g_01111	Pram.g_01069
OG0000599	Syai.g_01114	Pram.g_01066
OG0000600	Syai.g_01115	Pram.g_01065
OG0000601	Syai.g_01116	Pram.g_01064
OG0000602	Syai.g_01121	Pram.g_01062
OG0000603	Syai.g_01122	Pram.g_01061
OG0000604	Syai.g_01125	Pram.g_01060
OG0000605	Syai.g_01609	Pram.g_01059
OG0000606	Syai.g_01221	Pram.g_01056
OG0000607	Syai.g_01224	Pram.g_01053
OG0000608	Syai.g_01225	Pram.g_01052
OG0000609	Syai.g_01227	Pram.g_01051
OG0000610	Syai.g_01234	Pram.g_01045
OG0000611	Syai.g_01237	Pram.g_01042
OG0000612	Syai.g_01238	Pram.g_01041
OG0000613	Syai.g_00196	Pram.g_00763
OG0000614	Syai.g_01981	Pram.g_00784
OG0000615	Syai.g_01286	Pram.g_00795
OG0000616	Syai.g_02914	Pram.g_01927
OG0000617	Syai.g_01393	Pram.g_01024
OG0000618	Syai.g_01394	Pram.g_01023
OG0000619	Syai.g_01395	Pram.g_01022
OG0000620	Syai.g_01402	Pram.g_01019
OG0000621	Syai.g_01403	Pram.g_01018
OG0000622	Syai.g_01404	Pram.g_01017
OG0000623	Syai.g_01405	Pram.g_01016
OG0000624	Syai.g_01407	Pram.g_01014
OG0000625	Syai.g_01408	Pram.g_01013
OG0000626	Syai.g_01409	Pram.g_01012
OG0000627	Syai.g_01575	Pram.g_01011
OG0000628	Syai.g_01573	Pram.g_01010
OG0000629	Syai.g_01570	Pram.g_01008
OG0000630	Syai.g_01566	Pram.g_01005
OG0000631	Syai.g_01557	Pram.g_00913
OG0000632	Syai.g_01556	Pram.g_00914
OG0000633	Syai.g_01555	Pram.g_00915
OG0000634	Syai.g_01317	Pram.g_00805
OG0000635	Syai.g_01318	Pram.g_00806
OG0000636	Syai.g_01320	Pram.g_00808
OG0000637	Syai.g_01322	Pram.g_00810
OG0000638	Syai.g_01323	Pram.g_00811
OG0000639	Syai.g_01324	Pram.g_00812
OG0000640	Syai.g_01325	Pram.g_00813
OG0000641	Syai.g_01329	Pram.g_00817
OG0000642	Syai.g_01330	Pram.g_00818
OG0000643	Syai.g_01349	Pram.g_00819
OG0000644	Syai.g_01350	Pram.g_00820
OG0000645	Syai.g_01352	Pram.g_00821
OG0000646	Syai.g_01355	Pram.g_00823
OG0000647	Syai.g_01357	Pram.g_00825
OG0000648	Syai.g_01362	Pram.g_00827
OG0000649	Syai.g_01363	Pram.g_00828
OG0000650	Syai.g_01364	Pram.g_00829
OG0000651	Syai.g_01365	Pram.g_00830
OG0000652	Syai.g_01366	Pram.g_00831
OG0000653	Syai.g_01368	Pram.g_00833
OG0000654	Syai.g_01369	Pram.g_00834
OG0000655	Syai.g_01370	Pram.g_00835
OG0000656	Syai.g_01373	Pram.g_00838
OG0000657	Syai.g_02045	Pram.g_00845
OG0000658	Syai.g_02049	Pram.g_00847
OG0000659	Syai.g_02050	Pram.g_00848
OG0000660	Syai.g_02054	Pram.g_00852
OG0000661	Syai.g_02056	Pram.g_00854
OG0000662	Syai.g_02058	Pram.g_00857
OG0000663	Syai.g_02061	Pram.g_00859
OG0000664	Syai.g_02062	Pram.g_00860
OG0000665	Syai.g_02431	Pram.g_00866
OG0000666	Syai.g_01610	Pram.g_00867
OG0000667	Syai.g_01724	Pram.g_00872
OG0000668	Syai.g_01436	Pram.g_00713
OG0000669	Syai.g_01251	Pram.g_00724
OG0000670	Syai.g_00561	Pram.g_00727
OG0000671	Syai.g_01255	Pram.g_00729
OG0000672	Syai.g_01259	Pram.g_00732
OG0000673	Syai.g_01262	Pram.g_00735
OG0000674	Syai.g_01264	Pram.g_00737
OG0000675	Syai.g_01265	Pram.g_00738
OG0000676	Syai.g_01275	Pram.g_00740
OG0000677	Syai.g_01276	Pram.g_00741
OG0000678	Syai.g_01279	Pram.g_00743
OG0000679	Syai.g_01288	Pram.g_00747
OG0000680	Syai.g_01289	Pram.g_00748
OG0000681	Syai.g_01292	Pram.g_00751
OG0000682	Syai.g_01293	Pram.g_00752
OG0000683	Syai.g_01294	Pram.g_00753
OG0000684	Syai.g_01299	Pram.g_00754
OG0000685	Syai.g_01301	Pram.g_00756
OG0000686	Syai.g_01302	Pram.g_00757
OG0000687	Syai.g_01303	Pram.g_00758
OG0000688	Syai.g_01307	Pram.g_01036
OG0000689	Syai.g_01309	Pram.g_01035
OG0000690	Syai.g_01310	Pram.g_01034
OG0000691	Syai.g_01311	Pram.g_01033
OG0000692	Syai.g_01312	Pram.g_01031
OG0000693	Syai.g_01313	Pram.g_01030
OG0000694	Syai.g_01314	Pram.g_01029
OG0000695	Syai.g_01553	Pram.g_00917
OG0000696	Syai.g_01552	Pram.g_00918
OG0000697	Syai.g_01550	Pram.g_00919
OG0000698	Syai.g_01547	Pram.g_00922
OG0000699	Syai.g_01545	Pram.g_00923
OG0000700	Syai.g_01544	Pram.g_00924
OG0000701	Syai.g_01543	Pram.g_00925
OG0000702	Syai.g_01521	Pram.g_00927
OG0000703	Syai.g_01520	Pram.g_00928
OG0000704	Syai.g_01518	Pram.g_00930
OG0000705	Syai.g_01511	Pram.g_00936
OG0000706	Syai.g_01510	Pram.g_00937
OG0000707	Syai.g_01509	Pram.g_00938
OG0000708	Syai.g_01506	Pram.g_00940
OG0000709	Syai.g_01497	Pram.g_00944
OG0000710	Syai.g_01487	Pram.g_00947
OG0000711	Syai.g_01456	Pram.g_00963
OG0000712	Syai.g_01454	Pram.g_00964
OG0000713	Syai.g_01453	Pram.g_00965
OG0000714	Syai.g_01451	Pram.g_00966
OG0000715	Syai.g_01449	Pram.g_00968
OG0000716	Syai.g_01445	Pram.g_00970
OG0000717	Syai.g_01444	Pram.g_00971
OG0000718	Syai.g_01440	Pram.g_00973
OG0000719	Syai.g_01438	Pram.g_00975
OG0000720	Syai.g_01425	Pram.g_00986
OG0000721	Syai.g_01423	Pram.g_00990
OG0000722	Syai.g_01422	Pram.g_00991
OG0000723	Syai.g_01411	Pram.g_00995
OG0000724	Syai.g_02013	Pram.g_00893
OG0000725	Syai.g_02004	Pram.g_00887
OG0000726	Syai.g_02003	Pram.g_00886
OG0000727	Syai.g_02002	Pram.g_00885
OG0000728	Syai.g_02000	Pram.g_00883
OG0000729	Syai.g_00097	Pram.g_01208
OG0000730	Syai.g_00483	Pram.g_01182
OG0000731	Syai.g_00495	Pram.g_00335
OG0000733	Syai.g_02805	Pram.g_01547
OG0000734	Syai.g_02548	Pram.g_01156
OG0000735	Syai.g_02159	Pram.g_01154
OG0000736	Syai.g_02158	Pram.g_01153
OG0000737	Syai.g_02157	Pram.g_01152
OG0000738	Syai.g_02152	Pram.g_01148
OG0000739	Syai.g_02151	Pram.g_01147
OG0000740	Syai.g_02150	Pram.g_01146
OG0000741	Syai.g_02147	Pram.g_01144
OG0000742	Syai.g_02145	Pram.g_01141
OG0000743	Syai.g_02143	Pram.g_01139
OG0000744	Syai.g_02142	Pram.g_01137
OG0000745	Syai.g_02140	Pram.g_01136
OG0000746	Syai.g_02138	Pram.g_01134
OG0000747	Syai.g_02137	Pram.g_01133
OG0000748	Syai.g_02125	Pram.g_01129
OG0000749	Syai.g_02123	Pram.g_01128
OG0000750	Syai.g_02122	Pram.g_01127
OG0000751	Syai.g_02116	Pram.g_01124
OG0000752	Syai.g_02114	Pram.g_01122
OG0000753	Syai.g_02111	Pram.g_01119
OG0000754	Syai.g_01750	Pram.g_01117
OG0000755	Syai.g_01760	Pram.g_01111
OG0000756	Syai.g_01761	Pram.g_01110
OG0000757	Syai.g_01769	Pram.g_01103
OG0000758	Syai.g_01770	Pram.g_01102
OG0000759	Syai.g_01771	Pram.g_01101
OG0000760	Syai.g_01772	Pram.g_01100
OG0000761	Syai.g_01775	Pram.g_01099
OG0000762	Syai.g_01777	Pram.g_01098
OG0000763	Syai.g_01779	Pram.g_01096
OG0000764	Syai.g_01780	Pram.g_01095
OG0000765	Syai.g_01797	Pram.g_01087
OG0000766	Syai.g_01798	Pram.g_01086
OG0000767	Syai.g_01800	Pram.g_01084
OG0000768	Syai.g_01801	Pram.g_01083
OG0000769	Syai.g_01803	Pram.g_01081
OG0000770	Syai.g_01822	Pram.g_00570
OG0000771	Syai.g_02019	Pram.g_01254
OG0000772	Syai.g_01639	Pram.g_01569
OG0000773	Syai.g_02164	Pram.g_01221
OG0000774	Syai.g_02168	Pram.g_01223
OG0000775	Syai.g_02172	Pram.g_01225
OG0000776	Syai.g_02173	Pram.g_01226
OG0000777	Syai.g_02174	Pram.g_01227
OG0000778	Syai.g_02175	Pram.g_01228
OG0000779	Syai.g_02181	Pram.g_01232
OG0000780	Syai.g_02184	Pram.g_01233
OG0000781	Syai.g_02188	Pram.g_01236
OG0000782	Syai.g_02189	Pram.g_01237
OG0000783	Syai.g_02190	Pram.g_01238
OG0000784	Syai.g_02191	Pram.g_01239
OG0000785	Syai.g_02193	Pram.g_01241
OG0000786	Syai.g_00816	Pram.g_01244
OG0000787	Syai.g_00815	Pram.g_01245
OG0000788	Syai.g_01117	Pram.g_01271
OG0000789	Syai.g_01596	Pram.g_01281
OG0000790	Syai.g_00623	Pram.g_01463
OG0000791	Syai.g_00621	Pram.g_01461
OG0000792	Syai.g_00620	Pram.g_01460
OG0000793	Syai.g_00615	Pram.g_01456
OG0000794	Syai.g_00614	Pram.g_01455
OG0000795	Syai.g_00613	Pram.g_01454
OG0000796	Syai.g_00609	Pram.g_01450
OG0000797	Syai.g_00608	Pram.g_01449
OG0000798	Syai.g_00262	Pram.g_01444
OG0000799	Syai.g_00996	Pram.g_01398
OG0000800	Syai.g_00993	Pram.g_01397
OG0000801	Syai.g_00992	Pram.g_01396
OG0000802	Syai.g_00988	Pram.g_01394
OG0000803	Syai.g_00983	Pram.g_01392
OG0000804	Syai.g_00980	Pram.g_01391
OG0000805	Syai.g_00965	Pram.g_01389
OG0000806	Syai.g_00963	Pram.g_01387
OG0000807	Syai.g_00961	Pram.g_01386
OG0000808	Syai.g_00960	Pram.g_01385
OG0000809	Syai.g_00957	Pram.g_01383
OG0000810	Syai.g_00956	Pram.g_01382
OG0000811	Syai.g_00950	Pram.g_01375
OG0000812	Syai.g_00948	Pram.g_01373
OG0000813	Syai.g_00947	Pram.g_01372
OG0000814	Syai.g_00945	Pram.g_01370
OG0000815	Syai.g_00944	Pram.g_01369
OG0000816	Syai.g_00942	Pram.g_01367
OG0000817	Syai.g_00941	Pram.g_01366
OG0000818	Syai.g_00935	Pram.g_01361
OG0000819	Syai.g_00934	Pram.g_01360
OG0000820	Syai.g_00933	Pram.g_01359
OG0000821	Syai.g_00916	Pram.g_01355
OG0000822	Syai.g_00914	Pram.g_01354
OG0000823	Syai.g_00913	Pram.g_01353
OG0000824	Syai.g_00907	Pram.g_01350
OG0000825	Syai.g_00906	Pram.g_01349
OG0000826	Syai.g_00905	Pram.g_01348
OG0000827	Syai.g_00904	Pram.g_01347
OG0000828	Syai.g_00900	Pram.g_01344
OG0000829	Syai.g_00899	Pram.g_01343
OG0000830	Syai.g_00898	Pram.g_01342
OG0000831	Syai.g_00896	Pram.g_01340
OG0000832	Syai.g_02296	Pram.g_01330
OG0000833	Syai.g_02305	Pram.g_01321
OG0000834	Syai.g_02307	Pram.g_01320
OG0000835	Syai.g_02308	Pram.g_01319
OG0000836	Syai.g_02312	Pram.g_01318
OG0000837	Syai.g_02313	Pram.g_01317
OG0000838	Syai.g_02323	Pram.g_01314
OG0000839	Syai.g_02324	Pram.g_01313
OG0000840	Syai.g_02325	Pram.g_01312
OG0000841	Syai.g_02326	Pram.g_01311
OG0000842	Syai.g_02327	Pram.g_01310
OG0000843	Syai.g_02328	Pram.g_01309
OG0000844	Syai.g_02330	Pram.g_01308
OG0000845	Syai.g_02331	Pram.g_01307
OG0000846	Syai.g_02332	Pram.g_01306
OG0000847	Syai.g_02333	Pram.g_01305
OG0000848	Syai.g_02335	Pram.g_01304
OG0000849	Syai.g_02336	Pram.g_01303
OG0000850	Syai.g_02339	Pram.g_01301
OG0000851	Syai.g_02352	Pram.g_01300
OG0000852	Syai.g_02353	Pram.g_01299
OG0000853	Syai.g_02357	Pram.g_01294
OG0000854	Syai.g_02359	Pram.g_01292
OG0000855	Syai.g_02360	Pram.g_01291
OG0000856	Syai.g_01078	Pram.g_00567
OG0000857	Syai.g_01356	Pram.g_00824
OG0000858	Syai.g_02366	Pram.g_01625
OG0000859	Syai.g_02367	Pram.g_01626
OG0000860	Syai.g_02380	Pram.g_01634
OG0000861	Syai.g_02381	Pram.g_01635
OG0000862	Syai.g_02382	Pram.g_01636
OG0000863	Syai.g_02385	Pram.g_01638
OG0000864	Syai.g_02386	Pram.g_01639
OG0000865	Syai.g_02387	Pram.g_01640
OG0000866	Syai.g_02388	Pram.g_01641
OG0000867	Syai.g_02389	Pram.g_01642
OG0000868	Syai.g_02392	Pram.g_01644
OG0000869	Syai.g_02396	Pram.g_01647
OG0000870	Syai.g_02401	Pram.g_01652
OG0000871	Syai.g_02402	Pram.g_01653
OG0000872	Syai.g_02409	Pram.g_01654
OG0000873	Syai.g_02412	Pram.g_01657
OG0000874	Syai.g_02408	Pram.g_01660
OG0000875	Syai.g_02416	Pram.g_01662
OG0000876	Syai.g_02243	Pram.g_01663
OG0000877	Syai.g_02250	Pram.g_01665
OG0000878	Syai.g_02251	Pram.g_01666
OG0000879	Syai.g_02252	Pram.g_01667
OG0000880	Syai.g_02253	Pram.g_01668
OG0000881	Syai.g_02257	Pram.g_01672
OG0000882	Syai.g_02262	Pram.g_01677
OG0000883	Syai.g_02264	Pram.g_01679
OG0000884	Syai.g_02266	Pram.g_01681
OG0000885	Syai.g_02267	Pram.g_01682
OG0000886	Syai.g_02268	Pram.g_01683
OG0000887	Syai.g_02269	Pram.g_01684
OG0000888	Syai.g_02271	Pram.g_01686
OG0000889	Syai.g_02273	Pram.g_01688
OG0000890	Syai.g_02279	Pram.g_01689
OG0000891	Syai.g_02280	Pram.g_01690
OG0000892	Syai.g_02282	Pram.g_01691
OG0000893	Syai.g_00318	Pram.g_01695
OG0000894	Syai.g_00321	Pram.g_01698
OG0000895	Syai.g_00325	Pram.g_01702
OG0000896	Syai.g_00326	Pram.g_01703
OG0000897	Syai.g_00328	Pram.g_01705
OG0000898	Syai.g_00329	Pram.g_01706
OG0000899	Syai.g_00330	Pram.g_01707
OG0000900	Syai.g_00331	Pram.g_01708
OG0000901	Syai.g_00336	Pram.g_01711
OG0000902	Syai.g_00338	Pram.g_01713
OG0000903	Syai.g_00353	Pram.g_01717
OG0000904	Syai.g_00348	Pram.g_01722
OG0000905	Syai.g_00342	Pram.g_01715
OG0000906	Syai.g_00340	Pram.g_01714
OG0000907	Syai.g_00358	Pram.g_01727
OG0000908	Syai.g_00361	Pram.g_01730
OG0000909	Syai.g_00362	Pram.g_01731
OG0000910	Syai.g_00363	Pram.g_01732
OG0000911	Syai.g_00365	Pram.g_01734
OG0000912	Syai.g_00366	Pram.g_01735
OG0000913	Syai.g_00367	Pram.g_01736
OG0000914	Syai.g_00368	Pram.g_01737
OG0000915	Syai.g_00370	Pram.g_01738
OG0000916	Syai.g_00371	Pram.g_01739
OG0000917	Syai.g_00372	Pram.g_01740
OG0000918	Syai.g_00373	Pram.g_01741
OG0000919	Syai.g_00374	Pram.g_01742
OG0000920	Syai.g_00375	Pram.g_01743
OG0000921	Syai.g_00376	Pram.g_01744
OG0000922	Syai.g_00377	Pram.g_01745
OG0000923	Syai.g_00381	Pram.g_01749
OG0000924	Syai.g_00382	Pram.g_01750
OG0000925	Syai.g_00383	Pram.g_01751
OG0000926	Syai.g_00384	Pram.g_01752
OG0000927	Syai.g_00386	Pram.g_01754
OG0000928	Syai.g_00387	Pram.g_01755
OG0000929	Syai.g_00388	Pram.g_01756
OG0000930	Syai.g_00389	Pram.g_01757
OG0000931	Syai.g_00390	Pram.g_01758
OG0000932	Syai.g_00391	Pram.g_01759
OG0000933	Syai.g_00397	Pram.g_01763
OG0000934	Syai.g_00399	Pram.g_01765
OG0000935	Syai.g_00400	Pram.g_01766
OG0000936	Syai.g_00401	Pram.g_01767
OG0000937	Syai.g_00402	Pram.g_01768
OG0000938	Syai.g_00405	Pram.g_01771
OG0000939	Syai.g_00406	Pram.g_01772
OG0000940	Syai.g_00413	Pram.g_01779
OG0000941	Syai.g_00415	Pram.g_01781
OG0000942	Syai.g_00417	Pram.g_01783
OG0000943	Syai.g_00418	Pram.g_01784
OG0000944	Syai.g_00420	Pram.g_01786
OG0000945	Syai.g_00422	Pram.g_01787
OG0000946	Syai.g_00428	Pram.g_01793
OG0000947	Syai.g_00431	Pram.g_01795
OG0000948	Syai.g_00432	Pram.g_01796
OG0000949	Syai.g_00174	Pram.g_01799
OG0000950	Syai.g_00163	Pram.g_01806
OG0000951	Syai.g_00158	Pram.g_01810
OG0000952	Syai.g_00136	Pram.g_01814
OG0000953	Syai.g_00132	Pram.g_01818
OG0000954	Syai.g_00127	Pram.g_01822
OG0000955	Syai.g_00126	Pram.g_01823
OG0000956	Syai.g_00124	Pram.g_01825
OG0000957	Syai.g_00113	Pram.g_01831
OG0000958	Syai.g_00112	Pram.g_01832
OG0000959	Syai.g_00108	Pram.g_01836
OG0000960	Syai.g_00107	Pram.g_01837
OG0000961	Syai.g_00100	Pram.g_01840
OG0000962	Syai.g_00098	Pram.g_01842
OG0000963	Syai.g_00094	Pram.g_01846
OG0000964	Syai.g_00093	Pram.g_01847
OG0000965	Syai.g_00092	Pram.g_01848
OG0000966	Syai.g_00082	Pram.g_01854
OG0000967	Syai.g_00077	Pram.g_01858
OG0000968	Syai.g_00085	Pram.g_01860
OG0000969	Syai.g_00080	Pram.g_01861
OG0000970	Syai.g_00079	Pram.g_01862
OG0000971	Syai.g_00074	Pram.g_01863
OG0000972	Syai.g_00073	Pram.g_01864
OG0000973	Syai.g_00072	Pram.g_01865
OG0000974	Syai.g_00071	Pram.g_01866
OG0000975	Syai.g_00070	Pram.g_01867
OG0000976	Syai.g_00069	Pram.g_01868
OG0000977	Syai.g_00067	Pram.g_01869
OG0000978	Syai.g_00065	Pram.g_01870
OG0000979	Syai.g_00062	Pram.g_01873
OG0000980	Syai.g_00059	Pram.g_01875
OG0000981	Syai.g_00056	Pram.g_01878
OG0000982	Syai.g_02777	Pram.g_01880
OG0000983	Syai.g_02778	Pram.g_01881
OG0000984	Syai.g_02779	Pram.g_01882
OG0000985	Syai.g_02781	Pram.g_01885
OG0000986	Syai.g_02784	Pram.g_01887
OG0000987	Syai.g_02786	Pram.g_01888
OG0000988	Syai.g_02790	Pram.g_01891
OG0000989	Syai.g_02797	Pram.g_01895
OG0000990	Syai.g_02825	Pram.g_01900
OG0000991	Syai.g_02827	Pram.g_01901
OG0000992	Syai.g_02830	Pram.g_01904
OG0000993	Syai.g_02831	Pram.g_01905
OG0000994	Syai.g_02834	Pram.g_01906
OG0000995	Syai.g_02840	Pram.g_01910
OG0000996	Syai.g_02891	Pram.g_01911
OG0000997	Syai.g_02900	Pram.g_01913
OG0000998	Syai.g_02902	Pram.g_01915
OG0000999	Syai.g_02903	Pram.g_01916
OG0001000	Syai.g_02906	Pram.g_01919
OG0001001	Syai.g_02911	Pram.g_01924
OG0001002	Syai.g_02918	Pram.g_01929
OG0001003	Syai.g_02919	Pram.g_01930
OG0001004	Syai.g_02920	Pram.g_01931
OG0001005	Syai.g_02921	Pram.g_01932
OG0001006	Syai.g_02931	Pram.g_01936
OG0001007	Syai.g_02933	Pram.g_01938
OG0001008	Syai.g_02227	Pram.g_00372
OG0001009	Syai.g_00034	Pram.g_00014
OG0001010	Syai.g_00035	Pram.g_00015
OG0001011	Syai.g_00037	Pram.g_00016
OG0001012	Syai.g_02773	Pram.g_00028
OG0001013	Syai.g_02750	Pram.g_00035
OG0001014	Syai.g_02726	Pram.g_00038
OG0001015	Syai.g_02725	Pram.g_00039
OG0001016	Syai.g_02479	Pram.g_00058
OG0001017	Syai.g_02485	Pram.g_00062
OG0001018	Syai.g_02487	Pram.g_00064
OG0001019	Syai.g_02508	Pram.g_00073
OG0001020	Syai.g_02516	Pram.g_00074
OG0001021	Syai.g_02523	Pram.g_00075
OG0001022	Syai.g_02528	Pram.g_00078
OG0001023	Syai.g_02529	Pram.g_00079
OG0001024	Syai.g_02533	Pram.g_00082
OG0001025	Syai.g_02540	Pram.g_00089
OG0001026	Syai.g_02550	Pram.g_00097
OG0001027	Syai.g_02555	Pram.g_00098
OG0001028	Syai.g_02557	Pram.g_00100
OG0001029	Syai.g_02559	Pram.g_00101
OG0001030	Syai.g_02580	Pram.g_00117
OG0001031	Syai.g_02656	Pram.g_00171
OG0001032	Syai.g_02658	Pram.g_00172
OG0001033	Syai.g_02685	Pram.g_00193
OG0001034	Syai.g_00537	Pram.g_00223
OG0001035	Syai.g_00295	Pram.g_00243
OG0001036	Syai.g_00290	Pram.g_00247
OG0001037	Syai.g_00288	Pram.g_00248
OG0001038	Syai.g_00261	Pram.g_00266
OG0001039	Syai.g_00258	Pram.g_00269
OG0001040	Syai.g_00255	Pram.g_00271
OG0001041	Syai.g_00250	Pram.g_00276
OG0001042	Syai.g_00225	Pram.g_00293
OG0001043	Syai.g_00221	Pram.g_00294
OG0001044	Syai.g_00485	Pram.g_00327
OG0001045	Syai.g_00498	Pram.g_00337
OG0001046	Syai.g_01471	Pram.g_01537
OG0001047	Syai.g_02225	Pram.g_00374
OG0001048	Syai.g_02224	Pram.g_00375
OG0001049	Syai.g_02215	Pram.g_00377
OG0001050	Syai.g_02214	Pram.g_00378
OG0001051	Syai.g_02213	Pram.g_00379
OG0001052	Syai.g_00861	Pram.g_00407
OG0001053	Syai.g_00641	Pram.g_00419
OG0001054	Syai.g_00658	Pram.g_00434
OG0001055	Syai.g_00679	Pram.g_00454
OG0001056	Syai.g_00713	Pram.g_00474
OG0001057	Syai.g_00721	Pram.g_00478
OG0001058	Syai.g_00734	Pram.g_00486
OG0001059	Syai.g_00738	Pram.g_00490
OG0001060	Syai.g_00744	Pram.g_00497
OG0001061	Syai.g_00765	Pram.g_00512
OG0001062	Syai.g_00767	Pram.g_00514
OG0001063	Syai.g_00774	Pram.g_00516
OG0001064	Syai.g_00775	Pram.g_00517
OG0001065	Syai.g_00776	Pram.g_00518
OG0001066	Syai.g_00777	Pram.g_00519
OG0001067	Syai.g_00778	Pram.g_00520
OG0001068	Syai.g_00779	Pram.g_00521
OG0001069	Syai.g_00780	Pram.g_00522
OG0001070	Syai.g_00783	Pram.g_00524
OG0001071	Syai.g_00784	Pram.g_00525
OG0001072	Syai.g_00788	Pram.g_00527
OG0001073	Syai.g_00807	Pram.g_00541
OG0001074	Syai.g_01051	Pram.g_00553
OG0001075	Syai.g_01053	Pram.g_00554
OG0001076	Syai.g_01069	Pram.g_00562
OG0001077	Syai.g_01081	Pram.g_00568
OG0001078	Syai.g_01105	Pram.g_01074
OG0001079	Syai.g_01118	Pram.g_01063
OG0001080	Syai.g_01606	Pram.g_01057
OG0001081	Syai.g_01222	Pram.g_01055
OG0001082	Syai.g_01223	Pram.g_01054
OG0001083	Syai.g_01230	Pram.g_01049
OG0001084	Syai.g_01231	Pram.g_01048
OG0001085	Syai.g_01241	Pram.g_00760
OG0001086	Syai.g_01243	Pram.g_00761
OG0001087	Syai.g_01953	Pram.g_00779
OG0001088	Syai.g_01957	Pram.g_00780
OG0001089	Syai.g_01996	Pram.g_00791
OG0001090	Syai.g_01387	Pram.g_00802
OG0001091	Syai.g_01389	Pram.g_01027
OG0001092	Syai.g_01391	Pram.g_01026
OG0001093	Syai.g_01397	Pram.g_01021
OG0001094	Syai.g_01315	Pram.g_01028
OG0001096	Syai.g_01371	Pram.g_00836
OG0001097	Syai.g_02057	Pram.g_00855
OG0001098	Syai.g_01603	Pram.g_00876
OG0001099	Syai.g_02558	Pram.g_00717
OG0001100	Syai.g_01253	Pram.g_00726
OG0001101	Syai.g_01254	Pram.g_00728
OG0001102	Syai.g_01257	Pram.g_00731
OG0001103	Syai.g_01260	Pram.g_00733
OG0001104	Syai.g_01300	Pram.g_00755
OG0001105	Syai.g_01304	Pram.g_00759
OG0001106	Syai.g_01517	Pram.g_00931
OG0001107	Syai.g_01505	Pram.g_00941
OG0001108	Syai.g_01496	Pram.g_00945
OG0001109	Syai.g_01488	Pram.g_00946
OG0001110	Syai.g_01486	Pram.g_00948
OG0001111	Syai.g_01484	Pram.g_00949
OG0001112	Syai.g_01482	Pram.g_00950
OG0001113	Syai.g_01481	Pram.g_00951
OG0001114	Syai.g_01480	Pram.g_00952
OG0001115	Syai.g_01476	Pram.g_00954
OG0001116	Syai.g_01474	Pram.g_00955
OG0001117	Syai.g_01473	Pram.g_00956
OG0001118	Syai.g_01472	Pram.g_00957
OG0001119	Syai.g_01470	Pram.g_00958
OG0001120	Syai.g_01466	Pram.g_00959
OG0001122	Syai.g_01437	Pram.g_00976
OG0001123	Syai.g_01430	Pram.g_00981
OG0001124	Syai.g_01428	Pram.g_00983
OG0001125	Syai.g_01426	Pram.g_00985
OG0001126	Syai.g_02021	Pram.g_00899
OG0001127	Syai.g_02020	Pram.g_00898
OG0001128	Syai.g_02017	Pram.g_00896
OG0001129	Syai.g_02015	Pram.g_00895
OG0001130	Syai.g_02014	Pram.g_00894
OG0001131	Syai.g_01281	Pram.g_00356
OG0001132	Syai.g_01620	Pram.g_00683
OG0001133	Syai.g_01072	Pram.g_01469
OG0001134	Syai.g_01745	Pram.g_01546
OG0001135	Syai.g_01742	Pram.g_01549
OG0001136	Syai.g_02146	Pram.g_01143
OG0001137	Syai.g_02126	Pram.g_01130
OG0001138	Syai.g_01763	Pram.g_01109
OG0001139	Syai.g_01765	Pram.g_01107
OG0001140	Syai.g_01766	Pram.g_01106
OG0001141	Syai.g_01767	Pram.g_01105
OG0001142	Syai.g_01768	Pram.g_01104
OG0001143	Syai.g_01778	Pram.g_01097
OG0001144	Syai.g_01788	Pram.g_01092
OG0001145	Syai.g_02165	Pram.g_01222
OG0001146	Syai.g_02185	Pram.g_01234
OG0001147	Syai.g_00869	Pram.g_01475
OG0001148	Syai.g_00626	Pram.g_01466
OG0001149	Syai.g_00625	Pram.g_01465
OG0001150	Syai.g_00624	Pram.g_01464
OG0001151	Syai.g_00611	Pram.g_01452
OG0001152	Syai.g_00610	Pram.g_01451
OG0001153	Syai.g_00903	Pram.g_01346
OG0001154	Syai.g_00901	Pram.g_01345
OG0001155	Syai.g_02298	Pram.g_01328
OG0001156	Syai.g_02301	Pram.g_01325
OG0001157	Syai.g_02302	Pram.g_01324
OG0001158	Syai.g_02303	Pram.g_01323
OG0001159	Syai.g_02304	Pram.g_01322
OG0001160	Syai.g_02355	Pram.g_01296
