Orthogroup	Syai	Prar
OG0000580	Syai.g_00806	Prar.g_01433
OG0000581	Syai.g_00812	Prar.g_01435
OG0000582	Syai.g_01042	Prar.g_01438
OG0000583	Syai.g_01043	Prar.g_01439
OG0000584	Syai.g_01044	Prar.g_01440
OG0000585	Syai.g_01046	Prar.g_01442
OG0000586	Syai.g_01047	Prar.g_01443
OG0000587	Syai.g_01049	Prar.g_01444
OG0000588	Syai.g_01063	Prar.g_01448
OG0000589	Syai.g_01066	Prar.g_01451
OG0000590	Syai.g_01067	Prar.g_01452
OG0000591	Syai.g_01075	Prar.g_01455
OG0000592	Syai.g_01076	Prar.g_01456
OG0000593	Syai.g_01100	Prar.g_01462
OG0000594	Syai.g_01101	Prar.g_01463
OG0000595	Syai.g_01102	Prar.g_01464
OG0000596	Syai.g_01107	Prar.g_01468
OG0000597	Syai.g_01110	Prar.g_01470
OG0000598	Syai.g_01111	Prar.g_01471
OG0000599	Syai.g_01114	Prar.g_01474
OG0000600	Syai.g_01115	Prar.g_01475
OG0000601	Syai.g_01116	Prar.g_01476
OG0000602	Syai.g_01121	Prar.g_01478
OG0000603	Syai.g_01122	Prar.g_01479
OG0000604	Syai.g_01125	Prar.g_01480
OG0000605	Syai.g_01609	Prar.g_01481
OG0000606	Syai.g_01221	Prar.g_01484
OG0000607	Syai.g_01224	Prar.g_01487
OG0000608	Syai.g_01225	Prar.g_01488
OG0000609	Syai.g_01227	Prar.g_01489
OG0000610	Syai.g_01234	Prar.g_01494
OG0000611	Syai.g_01237	Prar.g_01497
OG0000612	Syai.g_01238	Prar.g_01498
OG0000613	Syai.g_00196	Prar.g_01503
OG0000614	Syai.g_01981	Prar.g_01522
OG0000615	Syai.g_01286	Prar.g_01530
OG0000616	Syai.g_02914	Prar.g_01534
OG0000617	Syai.g_01393	Prar.g_01605
OG0000618	Syai.g_01394	Prar.g_01606
OG0000619	Syai.g_01395	Prar.g_01607
OG0000620	Syai.g_01402	Prar.g_01610
OG0000621	Syai.g_01403	Prar.g_01611
OG0000622	Syai.g_01404	Prar.g_01612
OG0000623	Syai.g_01405	Prar.g_01613
OG0000624	Syai.g_01407	Prar.g_01614
OG0000625	Syai.g_01408	Prar.g_01615
OG0000626	Syai.g_01409	Prar.g_01616
OG0000627	Syai.g_01575	Prar.g_01617
OG0000628	Syai.g_01573	Prar.g_01618
OG0000629	Syai.g_01570	Prar.g_01619
OG0000630	Syai.g_01566	Prar.g_01622
OG0000631	Syai.g_01557	Prar.g_01675
OG0000632	Syai.g_01556	Prar.g_01676
OG0000633	Syai.g_01555	Prar.g_01677
OG0000634	Syai.g_01317	Prar.g_01680
OG0000635	Syai.g_01318	Prar.g_01681
OG0000636	Syai.g_01320	Prar.g_01683
OG0000637	Syai.g_01322	Prar.g_01685
OG0000638	Syai.g_01323	Prar.g_01686
OG0000639	Syai.g_01324	Prar.g_01687
OG0000640	Syai.g_01325	Prar.g_01688
OG0000641	Syai.g_01329	Prar.g_01692
OG0000642	Syai.g_01330	Prar.g_01693
OG0000643	Syai.g_01349	Prar.g_01694
OG0000644	Syai.g_01350	Prar.g_01695
OG0000645	Syai.g_01352	Prar.g_01696
OG0000646	Syai.g_01355	Prar.g_01698
OG0000647	Syai.g_01357	Prar.g_01699
OG0000648	Syai.g_01362	Prar.g_01701
OG0000649	Syai.g_01363	Prar.g_01702
OG0000650	Syai.g_01364	Prar.g_01703
OG0000651	Syai.g_01365	Prar.g_01704
OG0000652	Syai.g_01366	Prar.g_01705
OG0000653	Syai.g_01368	Prar.g_01707
OG0000654	Syai.g_01369	Prar.g_01708
OG0000655	Syai.g_01370	Prar.g_01709
OG0000656	Syai.g_01373	Prar.g_01712
OG0000657	Syai.g_02045	Prar.g_01719
OG0000658	Syai.g_02049	Prar.g_01720
OG0000659	Syai.g_02050	Prar.g_01721
OG0000660	Syai.g_02054	Prar.g_01725
OG0000661	Syai.g_02056	Prar.g_01727
OG0000662	Syai.g_02058	Prar.g_01729
OG0000663	Syai.g_02061	Prar.g_01731
OG0000664	Syai.g_02062	Prar.g_01732
OG0000665	Syai.g_02431	Prar.g_01736
OG0000666	Syai.g_01610	Prar.g_01737
OG0000667	Syai.g_01724	Prar.g_01742
OG0000668	Syai.g_01436	Prar.g_01759
OG0000669	Syai.g_01251	Prar.g_01767
OG0000670	Syai.g_00561	Prar.g_01769
OG0000671	Syai.g_01255	Prar.g_01771
OG0000672	Syai.g_01259	Prar.g_01774
OG0000673	Syai.g_01262	Prar.g_01777
OG0000674	Syai.g_01264	Prar.g_01779
OG0000675	Syai.g_01265	Prar.g_01780
OG0000676	Syai.g_01275	Prar.g_01782
OG0000677	Syai.g_01276	Prar.g_01783
OG0000678	Syai.g_01279	Prar.g_01785
OG0000679	Syai.g_01288	Prar.g_01789
OG0000680	Syai.g_01289	Prar.g_01790
OG0000681	Syai.g_01292	Prar.g_01792
OG0000682	Syai.g_01293	Prar.g_01793
OG0000683	Syai.g_01294	Prar.g_01794
OG0000684	Syai.g_01299	Prar.g_01795
OG0000685	Syai.g_01301	Prar.g_01797
OG0000686	Syai.g_01302	Prar.g_01798
OG0000687	Syai.g_01303	Prar.g_01799
OG0000688	Syai.g_01307	Prar.g_01802
OG0000689	Syai.g_01309	Prar.g_01803
OG0000690	Syai.g_01310	Prar.g_01804
OG0000691	Syai.g_01311	Prar.g_01805
OG0000692	Syai.g_01312	Prar.g_01807
OG0000693	Syai.g_01313	Prar.g_01808
OG0000694	Syai.g_01314	Prar.g_01809
OG0000695	Syai.g_01553	Prar.g_01811
OG0000696	Syai.g_01552	Prar.g_01812
OG0000697	Syai.g_01550	Prar.g_01813
OG0000698	Syai.g_01547	Prar.g_01816
OG0000699	Syai.g_01545	Prar.g_01817
OG0000700	Syai.g_01544	Prar.g_01818
OG0000701	Syai.g_01543	Prar.g_01819
OG0000702	Syai.g_01521	Prar.g_01821
OG0000703	Syai.g_01520	Prar.g_01822
OG0000704	Syai.g_01518	Prar.g_01823
OG0000705	Syai.g_01511	Prar.g_01827
OG0000706	Syai.g_01510	Prar.g_01828
OG0000707	Syai.g_01509	Prar.g_01829
OG0000708	Syai.g_01506	Prar.g_01830
OG0000709	Syai.g_01497	Prar.g_01834
OG0000710	Syai.g_01487	Prar.g_01837
OG0000711	Syai.g_01456	Prar.g_01853
OG0000712	Syai.g_01454	Prar.g_01855
OG0000713	Syai.g_01453	Prar.g_01856
OG0000714	Syai.g_01451	Prar.g_01857
OG0000715	Syai.g_01449	Prar.g_01859
OG0000716	Syai.g_01445	Prar.g_01861
OG0000717	Syai.g_01444	Prar.g_01862
OG0000718	Syai.g_01440	Prar.g_01873
OG0000719	Syai.g_01438	Prar.g_01875
OG0000720	Syai.g_01425	Prar.g_01884
OG0000721	Syai.g_01423	Prar.g_01886
OG0000722	Syai.g_01422	Prar.g_01887
OG0000723	Syai.g_01411	Prar.g_01890
OG0000724	Syai.g_02013	Prar.g_01899
OG0000725	Syai.g_02004	Prar.g_01905
OG0000726	Syai.g_02003	Prar.g_01906
OG0000727	Syai.g_02002	Prar.g_01907
OG0000728	Syai.g_02000	Prar.g_01909
OG0000729	Syai.g_00097	Prar.g_01955
OG0000730	Syai.g_00483	Prar.g_01324
OG0000731	Syai.g_00495	Prar.g_01320
OG0000732	Syai.g_00058	Prar.g_01314
OG0000733	Syai.g_02805	Prar.g_01295
OG0000734	Syai.g_02548	Prar.g_01278
OG0000735	Syai.g_02159	Prar.g_01276
OG0000736	Syai.g_02158	Prar.g_01275
OG0000737	Syai.g_02157	Prar.g_01274
OG0000738	Syai.g_02152	Prar.g_01270
OG0000739	Syai.g_02151	Prar.g_01269
OG0000740	Syai.g_02150	Prar.g_01268
OG0000741	Syai.g_02147	Prar.g_01267
OG0000742	Syai.g_02145	Prar.g_01264
OG0000743	Syai.g_02143	Prar.g_01262
OG0000744	Syai.g_02142	Prar.g_01261
OG0000745	Syai.g_02140	Prar.g_01260
OG0000746	Syai.g_02138	Prar.g_01258
OG0000747	Syai.g_02137	Prar.g_01257
OG0000748	Syai.g_02125	Prar.g_01254
OG0000749	Syai.g_02123	Prar.g_01253
OG0000750	Syai.g_02122	Prar.g_01252
OG0000751	Syai.g_02116	Prar.g_01250
OG0000752	Syai.g_02114	Prar.g_01248
OG0000753	Syai.g_02111	Prar.g_01245
OG0000754	Syai.g_01750	Prar.g_01242
OG0000755	Syai.g_01760	Prar.g_01239
OG0000756	Syai.g_01761	Prar.g_01238
OG0000757	Syai.g_01769	Prar.g_01232
OG0000758	Syai.g_01770	Prar.g_01231
OG0000759	Syai.g_01771	Prar.g_01230
OG0000760	Syai.g_01772	Prar.g_01229
OG0000761	Syai.g_01775	Prar.g_01228
OG0000762	Syai.g_01777	Prar.g_01227
OG0000763	Syai.g_01779	Prar.g_01225
OG0000764	Syai.g_01780	Prar.g_01224
OG0000765	Syai.g_01797	Prar.g_01215
OG0000766	Syai.g_01798	Prar.g_01214
OG0000767	Syai.g_01800	Prar.g_01212
OG0000768	Syai.g_01801	Prar.g_01211
OG0000769	Syai.g_01803	Prar.g_01209
OG0000770	Syai.g_01822	Prar.g_01207
OG0000771	Syai.g_02019	Prar.g_00376
OG0000772	Syai.g_01639	Prar.g_00976
OG0000773	Syai.g_02164	Prar.g_00964
OG0000774	Syai.g_02168	Prar.g_00962
OG0000775	Syai.g_02172	Prar.g_00960
OG0000776	Syai.g_02173	Prar.g_00959
OG0000777	Syai.g_02174	Prar.g_00958
OG0000778	Syai.g_02175	Prar.g_00957
OG0000779	Syai.g_02181	Prar.g_00953
OG0000780	Syai.g_02184	Prar.g_00952
OG0000781	Syai.g_02188	Prar.g_00949
OG0000782	Syai.g_02189	Prar.g_00948
OG0000783	Syai.g_02190	Prar.g_00947
OG0000784	Syai.g_02191	Prar.g_00946
OG0000785	Syai.g_02193	Prar.g_00944
OG0000786	Syai.g_00816	Prar.g_00942
OG0000787	Syai.g_00815	Prar.g_00941
OG0000788	Syai.g_01117	Prar.g_00924
OG0000789	Syai.g_01596	Prar.g_00921
OG0000790	Syai.g_00623	Prar.g_00906
OG0000791	Syai.g_00621	Prar.g_00904
OG0000792	Syai.g_00620	Prar.g_00903
OG0000793	Syai.g_00615	Prar.g_00900
OG0000794	Syai.g_00614	Prar.g_00899
OG0000795	Syai.g_00613	Prar.g_00898
OG0000796	Syai.g_00609	Prar.g_00894
OG0000797	Syai.g_00608	Prar.g_00893
OG0000798	Syai.g_00262	Prar.g_00866
OG0000799	Syai.g_00996	Prar.g_00357
OG0000800	Syai.g_00993	Prar.g_00356
OG0000801	Syai.g_00992	Prar.g_00355
OG0000802	Syai.g_00988	Prar.g_00353
OG0000803	Syai.g_00983	Prar.g_00351
OG0000804	Syai.g_00980	Prar.g_00350
OG0000805	Syai.g_00965	Prar.g_00348
OG0000806	Syai.g_00963	Prar.g_00346
OG0000807	Syai.g_00961	Prar.g_00345
OG0000808	Syai.g_00960	Prar.g_00344
OG0000809	Syai.g_00957	Prar.g_00341
OG0000810	Syai.g_00956	Prar.g_00340
OG0000811	Syai.g_00950	Prar.g_00336
OG0000812	Syai.g_00948	Prar.g_00842
OG0000813	Syai.g_00947	Prar.g_00841
OG0000814	Syai.g_00945	Prar.g_00839
OG0000815	Syai.g_00944	Prar.g_00838
OG0000816	Syai.g_00942	Prar.g_00836
OG0000817	Syai.g_00941	Prar.g_00835
OG0000818	Syai.g_00935	Prar.g_00830
OG0000819	Syai.g_00934	Prar.g_00829
OG0000820	Syai.g_00933	Prar.g_00828
OG0000821	Syai.g_00916	Prar.g_00824
OG0000822	Syai.g_00914	Prar.g_00823
OG0000823	Syai.g_00913	Prar.g_00822
OG0000824	Syai.g_00907	Prar.g_00819
OG0000825	Syai.g_00906	Prar.g_00818
OG0000826	Syai.g_00905	Prar.g_00817
OG0000827	Syai.g_00904	Prar.g_00816
OG0000828	Syai.g_00900	Prar.g_00813
OG0000829	Syai.g_00899	Prar.g_00812
OG0000830	Syai.g_00898	Prar.g_00811
OG0000831	Syai.g_00896	Prar.g_00809
OG0000832	Syai.g_02296	Prar.g_00803
OG0000833	Syai.g_02305	Prar.g_00795
OG0000834	Syai.g_02307	Prar.g_00794
OG0000835	Syai.g_02308	Prar.g_00793
OG0000836	Syai.g_02312	Prar.g_00792
OG0000837	Syai.g_02313	Prar.g_00791
OG0000838	Syai.g_02323	Prar.g_00789
OG0000839	Syai.g_02324	Prar.g_00788
OG0000840	Syai.g_02325	Prar.g_00787
OG0000841	Syai.g_02326	Prar.g_00786
OG0000842	Syai.g_02327	Prar.g_00785
OG0000843	Syai.g_02328	Prar.g_00784
OG0000844	Syai.g_02330	Prar.g_00783
OG0000845	Syai.g_02331	Prar.g_00782
OG0000846	Syai.g_02332	Prar.g_00781
OG0000847	Syai.g_02333	Prar.g_00780
OG0000848	Syai.g_02335	Prar.g_00779
OG0000849	Syai.g_02336	Prar.g_00778
OG0000850	Syai.g_02339	Prar.g_00776
OG0000851	Syai.g_02352	Prar.g_00775
OG0000852	Syai.g_02353	Prar.g_00774
OG0000853	Syai.g_02357	Prar.g_00770
OG0000854	Syai.g_02359	Prar.g_00768
OG0000855	Syai.g_02360	Prar.g_00767
OG0000856	Syai.g_01078	Prar.g_00753
OG0000857	Syai.g_01356	Prar.g_00725
OG0000858	Syai.g_02366	Prar.g_01149
OG0000859	Syai.g_02367	Prar.g_01148
OG0000860	Syai.g_02380	Prar.g_01141
OG0000861	Syai.g_02381	Prar.g_01140
OG0000862	Syai.g_02382	Prar.g_01139
OG0000863	Syai.g_02385	Prar.g_01137
OG0000864	Syai.g_02386	Prar.g_01136
OG0000865	Syai.g_02387	Prar.g_01135
OG0000866	Syai.g_02388	Prar.g_01134
OG0000867	Syai.g_02389	Prar.g_01133
OG0000868	Syai.g_02392	Prar.g_01132
OG0000869	Syai.g_02396	Prar.g_01128
OG0000870	Syai.g_02401	Prar.g_01123
OG0000871	Syai.g_02402	Prar.g_01122
OG0000872	Syai.g_02409	Prar.g_01121
OG0000873	Syai.g_02412	Prar.g_01965
OG0000874	Syai.g_02408	Prar.g_01968
OG0000875	Syai.g_02416	Prar.g_01969
OG0000876	Syai.g_02243	Prar.g_01970
OG0000877	Syai.g_02250	Prar.g_01963
OG0000878	Syai.g_02251	Prar.g_01962
OG0000879	Syai.g_02252	Prar.g_01961
OG0000880	Syai.g_02253	Prar.g_01960
OG0000881	Syai.g_02257	Prar.g_00595, Prar.g_01956
OG0000882	Syai.g_02262	Prar.g_00600
OG0000883	Syai.g_02264	Prar.g_00601
OG0000884	Syai.g_02266	Prar.g_00603
OG0000885	Syai.g_02267	Prar.g_00604
OG0000886	Syai.g_02268	Prar.g_00605
OG0000887	Syai.g_02269	Prar.g_00606
OG0000888	Syai.g_02271	Prar.g_00608
OG0000889	Syai.g_02273	Prar.g_00610
OG0000890	Syai.g_02279	Prar.g_00611
OG0000891	Syai.g_02280	Prar.g_00612
OG0000892	Syai.g_02282	Prar.g_01119
OG0000893	Syai.g_00318	Prar.g_01114
OG0000894	Syai.g_00321	Prar.g_01112
OG0000895	Syai.g_00325	Prar.g_01109
OG0000896	Syai.g_00326	Prar.g_01108
OG0000897	Syai.g_00328	Prar.g_01106
OG0000898	Syai.g_00329	Prar.g_01105
OG0000899	Syai.g_00330	Prar.g_01104
OG0000900	Syai.g_00331	Prar.g_01103
OG0000901	Syai.g_00336	Prar.g_01100
OG0000902	Syai.g_00338	Prar.g_01098
OG0000903	Syai.g_00353	Prar.g_01095
OG0000904	Syai.g_00348	Prar.g_01093
OG0000905	Syai.g_00342	Prar.g_01088
OG0000906	Syai.g_00340	Prar.g_01087
OG0000907	Syai.g_00358	Prar.g_01069
OG0000908	Syai.g_00361	Prar.g_01066
OG0000909	Syai.g_00362	Prar.g_01065
OG0000910	Syai.g_00363	Prar.g_01064
OG0000911	Syai.g_00365	Prar.g_01062
OG0000912	Syai.g_00366	Prar.g_01061
OG0000913	Syai.g_00367	Prar.g_01060
OG0000914	Syai.g_00368	Prar.g_01059
OG0000915	Syai.g_00370	Prar.g_01058
OG0000916	Syai.g_00371	Prar.g_01057
OG0000917	Syai.g_00372	Prar.g_01056
OG0000918	Syai.g_00373	Prar.g_01055
OG0000919	Syai.g_00374	Prar.g_01054
OG0000920	Syai.g_00375	Prar.g_01053
OG0000921	Syai.g_00376	Prar.g_01052
OG0000922	Syai.g_00377	Prar.g_01051
OG0000923	Syai.g_00381	Prar.g_01047
OG0000924	Syai.g_00382	Prar.g_01046
OG0000925	Syai.g_00383	Prar.g_01045
OG0000926	Syai.g_00384	Prar.g_01044
OG0000927	Syai.g_00386	Prar.g_01042
OG0000928	Syai.g_00387	Prar.g_01041
OG0000929	Syai.g_00388	Prar.g_01040
OG0000930	Syai.g_00389	Prar.g_01039
OG0000931	Syai.g_00390	Prar.g_01038
OG0000932	Syai.g_00391	Prar.g_01037
OG0000933	Syai.g_00397	Prar.g_01033
OG0000934	Syai.g_00399	Prar.g_01031
OG0000935	Syai.g_00400	Prar.g_01030
OG0000936	Syai.g_00401	Prar.g_01029
OG0000937	Syai.g_00402	Prar.g_01028
OG0000938	Syai.g_00405	Prar.g_01026
OG0000939	Syai.g_00406	Prar.g_01025
OG0000940	Syai.g_00413	Prar.g_01019
OG0000941	Syai.g_00415	Prar.g_01017
OG0000942	Syai.g_00417	Prar.g_01015
OG0000943	Syai.g_00418	Prar.g_01014
OG0000944	Syai.g_00420	Prar.g_01013
OG0000945	Syai.g_00422	Prar.g_01012
OG0000946	Syai.g_00428	Prar.g_00617
OG0000947	Syai.g_00431	Prar.g_00619
OG0000948	Syai.g_00432	Prar.g_00620
OG0000949	Syai.g_00174	Prar.g_00623
OG0000950	Syai.g_00163	Prar.g_00628
OG0000951	Syai.g_00158	Prar.g_00632
OG0000952	Syai.g_00136	Prar.g_00636
OG0000953	Syai.g_00132	Prar.g_00639
OG0000954	Syai.g_00127	Prar.g_00643
OG0000955	Syai.g_00126	Prar.g_00644
OG0000956	Syai.g_00124	Prar.g_00646
OG0000957	Syai.g_00113	Prar.g_00651
OG0000958	Syai.g_00112	Prar.g_00652
OG0000959	Syai.g_00108	Prar.g_00656
OG0000960	Syai.g_00107	Prar.g_00657
OG0000961	Syai.g_00100	Prar.g_00659
OG0000962	Syai.g_00098	Prar.g_00661
OG0000963	Syai.g_00094	Prar.g_00664
OG0000964	Syai.g_00093	Prar.g_00665
OG0000965	Syai.g_00092	Prar.g_00666
OG0000966	Syai.g_00082	Prar.g_00673
OG0000967	Syai.g_00077	Prar.g_00677
OG0000968	Syai.g_00085	Prar.g_00679
OG0000969	Syai.g_00080	Prar.g_00680
OG0000970	Syai.g_00079	Prar.g_00681
OG0000971	Syai.g_00074	Prar.g_00682
OG0000972	Syai.g_00073	Prar.g_00683
OG0000973	Syai.g_00072	Prar.g_00684
OG0000974	Syai.g_00071	Prar.g_00685
OG0000975	Syai.g_00070	Prar.g_00686
OG0000976	Syai.g_00069	Prar.g_00687
OG0000977	Syai.g_00067	Prar.g_00688
OG0000978	Syai.g_00065	Prar.g_00689
OG0000979	Syai.g_00062	Prar.g_00692
OG0000980	Syai.g_00059	Prar.g_00694
OG0000981	Syai.g_00056	Prar.g_00696
OG0000982	Syai.g_02777	Prar.g_00698
OG0000983	Syai.g_02778	Prar.g_00699
OG0000984	Syai.g_02779	Prar.g_00700
OG0000985	Syai.g_02781	Prar.g_00703
OG0000986	Syai.g_02784	Prar.g_00705
OG0000987	Syai.g_02786	Prar.g_00706
OG0000988	Syai.g_02790	Prar.g_00709
OG0000989	Syai.g_02797	Prar.g_00073
OG0000990	Syai.g_02825	Prar.g_00070
OG0000991	Syai.g_02827	Prar.g_00069
OG0000992	Syai.g_02830	Prar.g_00067
OG0000993	Syai.g_02831	Prar.g_00066
OG0000994	Syai.g_02834	Prar.g_00065
OG0000995	Syai.g_02840	Prar.g_00061
OG0000996	Syai.g_02891	Prar.g_00060
OG0000997	Syai.g_02900	Prar.g_00059
OG0000998	Syai.g_02902	Prar.g_00057
OG0000999	Syai.g_02903	Prar.g_00056
OG0001000	Syai.g_02906	Prar.g_00053
OG0001001	Syai.g_02911	Prar.g_00051
OG0001002	Syai.g_02918	Prar.g_00047
OG0001003	Syai.g_02919	Prar.g_00046
OG0001004	Syai.g_02920	Prar.g_00045
OG0001005	Syai.g_02921	Prar.g_00044
OG0001006	Syai.g_02931	Prar.g_00040
OG0001007	Syai.g_02933	Prar.g_00038
OG0001008	Syai.g_02227	Prar.g_00485
OG0001009	Syai.g_00034	Prar.g_00011
OG0001010	Syai.g_00035	Prar.g_00010
OG0001011	Syai.g_00037	Prar.g_00009
OG0001012	Syai.g_02773	Prar.g_00577
OG0001013	Syai.g_02750	Prar.g_00571
OG0001014	Syai.g_02726	Prar.g_00568
OG0001015	Syai.g_02725	Prar.g_00567
OG0001016	Syai.g_02479	Prar.g_00255
OG0001017	Syai.g_02485	Prar.g_00251
OG0001018	Syai.g_02487	Prar.g_00248
OG0001019	Syai.g_02508	Prar.g_00239
OG0001020	Syai.g_02516	Prar.g_00238
OG0001021	Syai.g_02523	Prar.g_00237
OG0001022	Syai.g_02528	Prar.g_00234
OG0001023	Syai.g_02529	Prar.g_00233
OG0001024	Syai.g_02533	Prar.g_00230
OG0001025	Syai.g_02540	Prar.g_00224
OG0001026	Syai.g_02550	Prar.g_00217
OG0001027	Syai.g_02555	Prar.g_00216
OG0001028	Syai.g_02557	Prar.g_00214
OG0001029	Syai.g_02559	Prar.g_00213
OG0001030	Syai.g_02580	Prar.g_00198
OG0001031	Syai.g_02656	Prar.g_00141
OG0001032	Syai.g_02658	Prar.g_00140
OG0001033	Syai.g_02685	Prar.g_00119
OG0001034	Syai.g_00537	Prar.g_00091
OG0001035	Syai.g_00295	Prar.g_00333
OG0001036	Syai.g_00290	Prar.g_00328
OG0001037	Syai.g_00288	Prar.g_00327
OG0001038	Syai.g_00261	Prar.g_00309
OG0001039	Syai.g_00258	Prar.g_00306
OG0001040	Syai.g_00255	Prar.g_00304
OG0001041	Syai.g_00250	Prar.g_00300
OG0001042	Syai.g_00225	Prar.g_00283
OG0001043	Syai.g_00221	Prar.g_00282
OG0001044	Syai.g_00485	Prar.g_00393
OG0001045	Syai.g_00498	Prar.g_00402
OG0001046	Syai.g_01471	Prar.g_00440
OG0001047	Syai.g_02225	Prar.g_00487
OG0001048	Syai.g_02224	Prar.g_00488
OG0001049	Syai.g_02215	Prar.g_00490
OG0001050	Syai.g_02214	Prar.g_00491
OG0001051	Syai.g_02213	Prar.g_00492
OG0001052	Syai.g_00861	Prar.g_00521
OG0001053	Syai.g_00641	Prar.g_00533
OG0001054	Syai.g_00658	Prar.g_01329
OG0001055	Syai.g_00679	Prar.g_01347
OG0001056	Syai.g_00713	Prar.g_01366
OG0001057	Syai.g_00721	Prar.g_01371
OG0001058	Syai.g_00734	Prar.g_01379
OG0001059	Syai.g_00738	Prar.g_01383
OG0001060	Syai.g_00744	Prar.g_01390
OG0001061	Syai.g_00765	Prar.g_01403
OG0001062	Syai.g_00767	Prar.g_01405
OG0001063	Syai.g_00774	Prar.g_01407
OG0001064	Syai.g_00775	Prar.g_01408
OG0001065	Syai.g_00776	Prar.g_01409
OG0001066	Syai.g_00777	Prar.g_01410
OG0001067	Syai.g_00778	Prar.g_01411
OG0001068	Syai.g_00779	Prar.g_01412
OG0001069	Syai.g_00780	Prar.g_01413
OG0001070	Syai.g_00783	Prar.g_01416
OG0001071	Syai.g_00784	Prar.g_01417
OG0001072	Syai.g_00788	Prar.g_01419
OG0001073	Syai.g_00807	Prar.g_01434
OG0001074	Syai.g_01051	Prar.g_01445
OG0001075	Syai.g_01053	Prar.g_01446
OG0001076	Syai.g_01069	Prar.g_01454
OG0001077	Syai.g_01081	Prar.g_01458
OG0001078	Syai.g_01105	Prar.g_01466
OG0001079	Syai.g_01118	Prar.g_01477
OG0001080	Syai.g_01606	Prar.g_01483
OG0001081	Syai.g_01222	Prar.g_01485
OG0001082	Syai.g_01223	Prar.g_01486
OG0001083	Syai.g_01230	Prar.g_01491
OG0001084	Syai.g_01231	Prar.g_01492
OG0001085	Syai.g_01241	Prar.g_01500
OG0001086	Syai.g_01243	Prar.g_01501
OG0001087	Syai.g_01953	Prar.g_01518
OG0001088	Syai.g_01957	Prar.g_01519
OG0001089	Syai.g_01996	Prar.g_01527
OG0001090	Syai.g_01387	Prar.g_01600
OG0001091	Syai.g_01389	Prar.g_01602
OG0001092	Syai.g_01391	Prar.g_01603
OG0001093	Syai.g_01397	Prar.g_01608
OG0001094	Syai.g_01315	Prar.g_01678
OG0001096	Syai.g_01371	Prar.g_01710
OG0001097	Syai.g_02057	Prar.g_01728
OG0001098	Syai.g_01603	Prar.g_01744
OG0001099	Syai.g_02558	Prar.g_01764
OG0001100	Syai.g_01253	Prar.g_01768
OG0001101	Syai.g_01254	Prar.g_01770
OG0001102	Syai.g_01257	Prar.g_01773
OG0001103	Syai.g_01260	Prar.g_01775
OG0001104	Syai.g_01300	Prar.g_01796
OG0001105	Syai.g_01304	Prar.g_01800
OG0001106	Syai.g_01517	Prar.g_01824
OG0001107	Syai.g_01505	Prar.g_01831
OG0001108	Syai.g_01496	Prar.g_01835
OG0001109	Syai.g_01488	Prar.g_01836
OG0001110	Syai.g_01486	Prar.g_01838
OG0001111	Syai.g_01484	Prar.g_01839
OG0001112	Syai.g_01482	Prar.g_01840
OG0001113	Syai.g_01481	Prar.g_01841
OG0001114	Syai.g_01480	Prar.g_01842
OG0001115	Syai.g_01476	Prar.g_01844
OG0001116	Syai.g_01474	Prar.g_01845
OG0001117	Syai.g_01473	Prar.g_01846
OG0001118	Syai.g_01472	Prar.g_01847
OG0001119	Syai.g_01470	Prar.g_01848
OG0001120	Syai.g_01466	Prar.g_01850
OG0001121	Syai.g_01676	Prar.g_01298
OG0001122	Syai.g_01437	Prar.g_01876
OG0001123	Syai.g_01430	Prar.g_01880
OG0001124	Syai.g_01428	Prar.g_01882
OG0001125	Syai.g_01426	Prar.g_01883
OG0001126	Syai.g_02021	Prar.g_01893
OG0001127	Syai.g_02020	Prar.g_01894
OG0001128	Syai.g_02017	Prar.g_01896
OG0001129	Syai.g_02015	Prar.g_01897
OG0001130	Syai.g_02014	Prar.g_01898
OG0001131	Syai.g_01281	Prar.g_01935
OG0001132	Syai.g_01620	Prar.g_01944
OG0001133	Syai.g_01072	Prar.g_01309
OG0001134	Syai.g_01745	Prar.g_01296
OG0001135	Syai.g_01742	Prar.g_01293
OG0001136	Syai.g_02146	Prar.g_01266
OG0001137	Syai.g_02126	Prar.g_01255
OG0001138	Syai.g_01763	Prar.g_01237
OG0001139	Syai.g_01765	Prar.g_01236
OG0001140	Syai.g_01766	Prar.g_01235
OG0001141	Syai.g_01767	Prar.g_01234
OG0001142	Syai.g_01768	Prar.g_01233
OG0001143	Syai.g_01778	Prar.g_01226
OG0001144	Syai.g_01788	Prar.g_01221
OG0001145	Syai.g_02165	Prar.g_00963
OG0001146	Syai.g_02185	Prar.g_00951
OG0001147	Syai.g_00869	Prar.g_00925
OG0001148	Syai.g_00626	Prar.g_00909
OG0001149	Syai.g_00625	Prar.g_00908
OG0001150	Syai.g_00624	Prar.g_00907
OG0001151	Syai.g_00611	Prar.g_00896
OG0001152	Syai.g_00610	Prar.g_00895
OG0001153	Syai.g_00903	Prar.g_00815
OG0001154	Syai.g_00901	Prar.g_00814
OG0001155	Syai.g_02298	Prar.g_00802
OG0001156	Syai.g_02301	Prar.g_00799
OG0001157	Syai.g_02302	Prar.g_00798
OG0001158	Syai.g_02303	Prar.g_00797
OG0001159	Syai.g_02304	Prar.g_00796
OG0001160	Syai.g_02355	Prar.g_00772
OG0001161	Syai.g_02803	Prar.g_00760
OG0001162	Syai.g_01374	Prar.g_00749
