Orthogroup	Syai	Syag
OG0000573	Syai.g_00790	Syag.g_00329
OG0000574	Syai.g_00796	Syag.g_00330
OG0000575	Syai.g_00800	Syag.g_00335
OG0000576	Syai.g_00802	Syag.g_00337
OG0000577	Syai.g_00803	Syag.g_00338
OG0000578	Syai.g_00804	Syag.g_00339
OG0000579	Syai.g_00805	Syag.g_00340
OG0000580	Syai.g_00806	Syag.g_00341
OG0000581	Syai.g_00812	Syag.g_00348
OG0000582	Syai.g_01042	Syag.g_00353
OG0000583	Syai.g_01043	Syag.g_00354
OG0000584	Syai.g_01044	Syag.g_00355
OG0000585	Syai.g_01046	Syag.g_00357
OG0000586	Syai.g_01047	Syag.g_00358
OG0000587	Syai.g_01049	Syag.g_00360
OG0000588	Syai.g_01063	Syag.g_00371
OG0000589	Syai.g_01066	Syag.g_00375
OG0000590	Syai.g_01067	Syag.g_00376
OG0000591	Syai.g_01075	Syag.g_00383
OG0000592	Syai.g_01076	Syag.g_00384
OG0000593	Syai.g_01100	Syag.g_00406
OG0000594	Syai.g_01101	Syag.g_00407
OG0000595	Syai.g_01102	Syag.g_00408
OG0000596	Syai.g_01107	Syag.g_00413
OG0000597	Syai.g_01110	Syag.g_00416
OG0000598	Syai.g_01111	Syag.g_00417
OG0000599	Syai.g_01114	Syag.g_00424
OG0000600	Syai.g_01115	Syag.g_00425
OG0000601	Syai.g_01116	Syag.g_00426
OG0000602	Syai.g_01121	Syag.g_00431
OG0000603	Syai.g_01122	Syag.g_00432
OG0000604	Syai.g_01125	Syag.g_00434
OG0000605	Syai.g_01609	Syag.g_00522
OG0000606	Syai.g_01221	Syag.g_00550
OG0000607	Syai.g_01224	Syag.g_00553
OG0000608	Syai.g_01225	Syag.g_00554
OG0000609	Syai.g_01227	Syag.g_00556
OG0000610	Syai.g_01234	Syag.g_00580
OG0000611	Syai.g_01237	Syag.g_00583
OG0000612	Syai.g_01238	Syag.g_00584
OG0000613	Syai.g_00196	Syag.g_02533
OG0000614	Syai.g_01981	Syag.g_01004
OG0000615	Syai.g_01286	Syag.g_00630
OG0000616	Syai.g_02914	Syag.g_02255
OG0000617	Syai.g_01393	Syag.g_00915
OG0000618	Syai.g_01394	Syag.g_00914
OG0000619	Syai.g_01395	Syag.g_00913
OG0000620	Syai.g_01402	Syag.g_00906
OG0000621	Syai.g_01403	Syag.g_00905
OG0000622	Syai.g_01404	Syag.g_00904
OG0000623	Syai.g_01405	Syag.g_00903
OG0000624	Syai.g_01407	Syag.g_00901
OG0000625	Syai.g_01408	Syag.g_00900
OG0000626	Syai.g_01409	Syag.g_00899
OG0000627	Syai.g_01575	Syag.g_00756
OG0000628	Syai.g_01573	Syag.g_00757
OG0000629	Syai.g_01570	Syag.g_00761
OG0000630	Syai.g_01566	Syag.g_00765
OG0000631	Syai.g_01557	Syag.g_00772
OG0000632	Syai.g_01556	Syag.g_00773
OG0000633	Syai.g_01555	Syag.g_00774
OG0000634	Syai.g_01317	Syag.g_00663
OG0000635	Syai.g_01318	Syag.g_00664
OG0000636	Syai.g_01320	Syag.g_00666
OG0000637	Syai.g_01322	Syag.g_00668
OG0000638	Syai.g_01323	Syag.g_00669
OG0000639	Syai.g_01324	Syag.g_00670
OG0000640	Syai.g_01325	Syag.g_00671
OG0000641	Syai.g_01329	Syag.g_00675
OG0000642	Syai.g_01330	Syag.g_00676
OG0000643	Syai.g_01349	Syag.g_00677
OG0000644	Syai.g_01350	Syag.g_00678
OG0000645	Syai.g_01352	Syag.g_00680
OG0000646	Syai.g_01355	Syag.g_00683
OG0000647	Syai.g_01357	Syag.g_00685
OG0000648	Syai.g_01362	Syag.g_00694
OG0000649	Syai.g_01363	Syag.g_00695
OG0000650	Syai.g_01364	Syag.g_00696
OG0000651	Syai.g_01365	Syag.g_00697
OG0000652	Syai.g_01366	Syag.g_00698
OG0000653	Syai.g_01368	Syag.g_00700
OG0000654	Syai.g_01369	Syag.g_00701
OG0000655	Syai.g_01370	Syag.g_00702
OG0000656	Syai.g_01373	Syag.g_00705
OG0000657	Syai.g_02045	Syag.g_00719
OG0000658	Syai.g_02049	Syag.g_00721
OG0000659	Syai.g_02050	Syag.g_00722
OG0000660	Syai.g_02054	Syag.g_00726
OG0000661	Syai.g_02056	Syag.g_00728
OG0000662	Syai.g_02058	Syag.g_00730
OG0000663	Syai.g_02061	Syag.g_00733
OG0000664	Syai.g_02062	Syag.g_00734
OG0000665	Syai.g_02431	Syag.g_00456
OG0000666	Syai.g_01610	Syag.g_00445
OG0000667	Syai.g_01724	Syag.g_00574
OG0000668	Syai.g_01436	Syag.g_00868
OG0000669	Syai.g_01251	Syag.g_00600
OG0000670	Syai.g_00561	Syag.g_00399
OG0000671	Syai.g_01255	Syag.g_00604
OG0000672	Syai.g_01259	Syag.g_00607
OG0000673	Syai.g_01262	Syag.g_00610
OG0000674	Syai.g_01264	Syag.g_00612
OG0000675	Syai.g_01265	Syag.g_00613
OG0000676	Syai.g_01275	Syag.g_00615
OG0000677	Syai.g_01276	Syag.g_00616
OG0000678	Syai.g_01279	Syag.g_00622
OG0000679	Syai.g_01288	Syag.g_00633
OG0000680	Syai.g_01289	Syag.g_00634
OG0000681	Syai.g_01292	Syag.g_00637
OG0000682	Syai.g_01293	Syag.g_00638
OG0000683	Syai.g_01294	Syag.g_00639
OG0000684	Syai.g_01299	Syag.g_00641
OG0000685	Syai.g_01301	Syag.g_00643
OG0000686	Syai.g_01302	Syag.g_00644
OG0000687	Syai.g_01303	Syag.g_00645
OG0000688	Syai.g_01307	Syag.g_00651
OG0000689	Syai.g_01309	Syag.g_00653
OG0000690	Syai.g_01310	Syag.g_00654
OG0000691	Syai.g_01311	Syag.g_00655
OG0000692	Syai.g_01312	Syag.g_00656
OG0000693	Syai.g_01313	Syag.g_00658
OG0000694	Syai.g_01314	Syag.g_00659
OG0000695	Syai.g_01553	Syag.g_00776
OG0000696	Syai.g_01552	Syag.g_00777
OG0000697	Syai.g_01550	Syag.g_00778
OG0000698	Syai.g_01547	Syag.g_00781
OG0000699	Syai.g_01545	Syag.g_00782
OG0000700	Syai.g_01544	Syag.g_00783
OG0000701	Syai.g_01543	Syag.g_00784
OG0000702	Syai.g_01521	Syag.g_00792
OG0000703	Syai.g_01520	Syag.g_00793
OG0000704	Syai.g_01518	Syag.g_00795
OG0000705	Syai.g_01511	Syag.g_00802
OG0000706	Syai.g_01510	Syag.g_00803
OG0000707	Syai.g_01509	Syag.g_00804
OG0000708	Syai.g_01506	Syag.g_00807
OG0000709	Syai.g_01497	Syag.g_00816
OG0000710	Syai.g_01487	Syag.g_00820
OG0000711	Syai.g_01456	Syag.g_00848
OG0000712	Syai.g_01454	Syag.g_00850
OG0000713	Syai.g_01453	Syag.g_00851
OG0000714	Syai.g_01451	Syag.g_00853
OG0000715	Syai.g_01449	Syag.g_00855
OG0000716	Syai.g_01445	Syag.g_00859
OG0000717	Syai.g_01444	Syag.g_00860
OG0000718	Syai.g_01440	Syag.g_00864
OG0000719	Syai.g_01438	Syag.g_00866
OG0000720	Syai.g_01425	Syag.g_00880
OG0000721	Syai.g_01423	Syag.g_00882
OG0000722	Syai.g_01422	Syag.g_00883
OG0000723	Syai.g_01411	Syag.g_00897
OG0000724	Syai.g_02013	Syag.g_00967
OG0000725	Syai.g_02004	Syag.g_00978
OG0000726	Syai.g_02003	Syag.g_00979
OG0000727	Syai.g_02002	Syag.g_00980
OG0000728	Syai.g_02000	Syag.g_00982
OG0000729	Syai.g_00097	Syag.g_02376
OG0000730	Syai.g_00483	Syag.g_02840
OG0000731	Syai.g_00495	Syag.g_02853
OG0000732	Syai.g_00058	Syag.g_02331
OG0000733	Syai.g_02805	Syag.g_00145
OG0000734	Syai.g_02548	Syag.g_01892
OG0000735	Syai.g_02159	Syag.g_01159
OG0000736	Syai.g_02158	Syag.g_01158
OG0000737	Syai.g_02157	Syag.g_01157
OG0000738	Syai.g_02152	Syag.g_01152
OG0000739	Syai.g_02151	Syag.g_01149
OG0000740	Syai.g_02150	Syag.g_01148
OG0000741	Syai.g_02147	Syag.g_01145
OG0000742	Syai.g_02145	Syag.g_01142
OG0000743	Syai.g_02143	Syag.g_01140
OG0000744	Syai.g_02142	Syag.g_01139
OG0000745	Syai.g_02140	Syag.g_01137
OG0000746	Syai.g_02138	Syag.g_01135
OG0000747	Syai.g_02137	Syag.g_01134
OG0000748	Syai.g_02125	Syag.g_01122
OG0000749	Syai.g_02123	Syag.g_01121
OG0000750	Syai.g_02122	Syag.g_01120
OG0000751	Syai.g_02116	Syag.g_01114
OG0000752	Syai.g_02114	Syag.g_01112
OG0000753	Syai.g_02111	Syag.g_01109
OG0000754	Syai.g_01750	Syag.g_01103
OG0000755	Syai.g_01760	Syag.g_01092
OG0000756	Syai.g_01761	Syag.g_01091
OG0000757	Syai.g_01769	Syag.g_01084
OG0000758	Syai.g_01770	Syag.g_01083
OG0000759	Syai.g_01771	Syag.g_01082
OG0000760	Syai.g_01772	Syag.g_01081
OG0000761	Syai.g_01775	Syag.g_01080
OG0000762	Syai.g_01777	Syag.g_01078
OG0000763	Syai.g_01779	Syag.g_01076
OG0000764	Syai.g_01780	Syag.g_01075
OG0000765	Syai.g_01797	Syag.g_01056
OG0000766	Syai.g_01798	Syag.g_01055
OG0000767	Syai.g_01800	Syag.g_01053
OG0000768	Syai.g_01801	Syag.g_01052
OG0000769	Syai.g_01803	Syag.g_01047
OG0000770	Syai.g_01822	Syag.g_01043
OG0000771	Syai.g_02019	Syag.g_00959
OG0000772	Syai.g_01639	Syag.g_02043
OG0000773	Syai.g_02164	Syag.g_01168
OG0000774	Syai.g_02168	Syag.g_01182
OG0000775	Syai.g_02172	Syag.g_01185
OG0000776	Syai.g_02173	Syag.g_01186
OG0000777	Syai.g_02174	Syag.g_01187
OG0000778	Syai.g_02175	Syag.g_01188
OG0000779	Syai.g_02181	Syag.g_01194
OG0000780	Syai.g_02184	Syag.g_01217
OG0000781	Syai.g_02188	Syag.g_01221
OG0000782	Syai.g_02189	Syag.g_01222
OG0000783	Syai.g_02190	Syag.g_01223
OG0000784	Syai.g_02191	Syag.g_01224
OG0000785	Syai.g_02193	Syag.g_01226
OG0000786	Syai.g_00816	Syag.g_01235
OG0000787	Syai.g_00815	Syag.g_01236
OG0000788	Syai.g_01117	Syag.g_00427
OG0000789	Syai.g_01596	Syag.g_00453
OG0000790	Syai.g_00623	Syag.g_01542
OG0000791	Syai.g_00621	Syag.g_01544
OG0000792	Syai.g_00620	Syag.g_01545
OG0000793	Syai.g_00615	Syag.g_01550
OG0000794	Syai.g_00614	Syag.g_01551
OG0000795	Syai.g_00613	Syag.g_01552
OG0000796	Syai.g_00609	Syag.g_01556
OG0000797	Syai.g_00608	Syag.g_01557
OG0000798	Syai.g_00262	Syag.g_02601
OG0000799	Syai.g_00996	Syag.g_01278
OG0000800	Syai.g_00993	Syag.g_01280
OG0000801	Syai.g_00992	Syag.g_01285
OG0000802	Syai.g_00988	Syag.g_01293
OG0000803	Syai.g_00983	Syag.g_01321
OG0000804	Syai.g_00980	Syag.g_01438
OG0000805	Syai.g_00965	Syag.g_01433
OG0000806	Syai.g_00963	Syag.g_01429
OG0000807	Syai.g_00961	Syag.g_01428
OG0000808	Syai.g_00960	Syag.g_01427
OG0000809	Syai.g_00957	Syag.g_01423
OG0000810	Syai.g_00956	Syag.g_01422
OG0000811	Syai.g_00950	Syag.g_01413
OG0000812	Syai.g_00948	Syag.g_01411
OG0000813	Syai.g_00947	Syag.g_01410
OG0000814	Syai.g_00945	Syag.g_01408
OG0000815	Syai.g_00944	Syag.g_01407
OG0000816	Syai.g_00942	Syag.g_01405
OG0000817	Syai.g_00941	Syag.g_01404
OG0000818	Syai.g_00935	Syag.g_01400
OG0000819	Syai.g_00934	Syag.g_01399
OG0000820	Syai.g_00933	Syag.g_01398
OG0000821	Syai.g_00916	Syag.g_01388
OG0000822	Syai.g_00914	Syag.g_01386
OG0000823	Syai.g_00913	Syag.g_01385
OG0000824	Syai.g_00907	Syag.g_01379
OG0000825	Syai.g_00906	Syag.g_01378
OG0000826	Syai.g_00905	Syag.g_01377
OG0000827	Syai.g_00904	Syag.g_01376
OG0000828	Syai.g_00900	Syag.g_01373
OG0000829	Syai.g_00899	Syag.g_01372
OG0000830	Syai.g_00898	Syag.g_01371
OG0000831	Syai.g_00896	Syag.g_01367
OG0000832	Syai.g_02296	Syag.g_01614
OG0000833	Syai.g_02305	Syag.g_01628
OG0000834	Syai.g_02307	Syag.g_01632
OG0000835	Syai.g_02308	Syag.g_01633
OG0000836	Syai.g_02312	Syag.g_01637
OG0000837	Syai.g_02313	Syag.g_01638
OG0000838	Syai.g_02323	Syag.g_01642
OG0000839	Syai.g_02324	Syag.g_01643
OG0000840	Syai.g_02325	Syag.g_01644
OG0000841	Syai.g_02326	Syag.g_01645
OG0000842	Syai.g_02327	Syag.g_01646
OG0000843	Syai.g_02328	Syag.g_01647
OG0000844	Syai.g_02330	Syag.g_01649
OG0000845	Syai.g_02331	Syag.g_01650
OG0000846	Syai.g_02332	Syag.g_01651
OG0000847	Syai.g_02333	Syag.g_01652
OG0000848	Syai.g_02335	Syag.g_01654
OG0000849	Syai.g_02336	Syag.g_01655
OG0000850	Syai.g_02339	Syag.g_01657
OG0000851	Syai.g_02352	Syag.g_01663
OG0000852	Syai.g_02353	Syag.g_01664
OG0000853	Syai.g_02357	Syag.g_01668
OG0000854	Syai.g_02359	Syag.g_01670
OG0000855	Syai.g_02360	Syag.g_01671
OG0000856	Syai.g_01078	Syag.g_00386
OG0000857	Syai.g_01356	Syag.g_00684
OG0000858	Syai.g_02366	Syag.g_01677
OG0000859	Syai.g_02367	Syag.g_01678
OG0000860	Syai.g_02380	Syag.g_01689
OG0000861	Syai.g_02381	Syag.g_01690
OG0000862	Syai.g_02382	Syag.g_01693
OG0000863	Syai.g_02385	Syag.g_01695
OG0000864	Syai.g_02386	Syag.g_01696
OG0000865	Syai.g_02387	Syag.g_01697
OG0000866	Syai.g_02388	Syag.g_01698
OG0000867	Syai.g_02389	Syag.g_01699
OG0000868	Syai.g_02392	Syag.g_01707
OG0000869	Syai.g_02396	Syag.g_01711
OG0000870	Syai.g_02401	Syag.g_01716
OG0000871	Syai.g_02402	Syag.g_01717
OG0000872	Syai.g_02409	Syag.g_01723
OG0000873	Syai.g_02412	Syag.g_01726
OG0000874	Syai.g_02408	Syag.g_01729
OG0000875	Syai.g_02416	Syag.g_01731
OG0000876	Syai.g_02243	Syag.g_01732
OG0000877	Syai.g_02250	Syag.g_01734
OG0000878	Syai.g_02251	Syag.g_01735
OG0000879	Syai.g_02252	Syag.g_02356
OG0000880	Syai.g_02253	Syag.g_01736
OG0000881	Syai.g_02257	Syag.g_01741
OG0000882	Syai.g_02262	Syag.g_01746
OG0000883	Syai.g_02264	Syag.g_01749
OG0000884	Syai.g_02266	Syag.g_01751
OG0000885	Syai.g_02267	Syag.g_01752
OG0000886	Syai.g_02268	Syag.g_01753
OG0000887	Syai.g_02269	Syag.g_01754
OG0000888	Syai.g_02271	Syag.g_01756
OG0000889	Syai.g_02273	Syag.g_01758
OG0000890	Syai.g_02279	Syag.g_01761
OG0000891	Syai.g_02280	Syag.g_01762
OG0000892	Syai.g_02282	Syag.g_01765
OG0000893	Syai.g_00318	Syag.g_02688
OG0000894	Syai.g_00321	Syag.g_02691
OG0000895	Syai.g_00325	Syag.g_02695
OG0000896	Syai.g_00326	Syag.g_02696
OG0000897	Syai.g_00328	Syag.g_02699
OG0000898	Syai.g_00329	Syag.g_02700
OG0000899	Syai.g_00330	Syag.g_02701
OG0000900	Syai.g_00331	Syag.g_02702
OG0000901	Syai.g_00336	Syag.g_02707
OG0000902	Syai.g_00338	Syag.g_02709
OG0000903	Syai.g_00353	Syag.g_02724
OG0000904	Syai.g_00348	Syag.g_02718
OG0000905	Syai.g_00342	Syag.g_02714
OG0000906	Syai.g_00340	Syag.g_02711
OG0000907	Syai.g_00358	Syag.g_02727
OG0000908	Syai.g_00361	Syag.g_02730
OG0000909	Syai.g_00362	Syag.g_02731
OG0000910	Syai.g_00363	Syag.g_02732
OG0000911	Syai.g_00365	Syag.g_02734
OG0000912	Syai.g_00366	Syag.g_02735
OG0000913	Syai.g_00367	Syag.g_02736
OG0000914	Syai.g_00368	Syag.g_02737
OG0000915	Syai.g_00370	Syag.g_02739
OG0000916	Syai.g_00371	Syag.g_02740
OG0000917	Syai.g_00372	Syag.g_02741
OG0000918	Syai.g_00373	Syag.g_02742
OG0000919	Syai.g_00374	Syag.g_02743
OG0000920	Syai.g_00375	Syag.g_02744
OG0000921	Syai.g_00376	Syag.g_02745
OG0000922	Syai.g_00377	Syag.g_02746
OG0000923	Syai.g_00381	Syag.g_02750
OG0000924	Syai.g_00382	Syag.g_02751
OG0000925	Syai.g_00383	Syag.g_02752
OG0000926	Syai.g_00384	Syag.g_02753
OG0000927	Syai.g_00386	Syag.g_02755
OG0000928	Syai.g_00387	Syag.g_02756
OG0000929	Syai.g_00388	Syag.g_02757
OG0000930	Syai.g_00389	Syag.g_02758
OG0000931	Syai.g_00390	Syag.g_02759
OG0000932	Syai.g_00391	Syag.g_02760
OG0000933	Syai.g_00397	Syag.g_02766
OG0000934	Syai.g_00399	Syag.g_02768
OG0000935	Syai.g_00400	Syag.g_02769
OG0000936	Syai.g_00401	Syag.g_02770
OG0000937	Syai.g_00402	Syag.g_02771
OG0000938	Syai.g_00405	Syag.g_02774
OG0000939	Syai.g_00406	Syag.g_02775
OG0000940	Syai.g_00413	Syag.g_02783
OG0000941	Syai.g_00415	Syag.g_02785
OG0000942	Syai.g_00417	Syag.g_02787
OG0000943	Syai.g_00418	Syag.g_02788
OG0000944	Syai.g_00420	Syag.g_02790
OG0000945	Syai.g_00422	Syag.g_02792
OG0000946	Syai.g_00428	Syag.g_02797
OG0000947	Syai.g_00431	Syag.g_02801
OG0000948	Syai.g_00432	Syag.g_02802
OG0000949	Syai.g_00174	Syag.g_02449
OG0000950	Syai.g_00163	Syag.g_02436
OG0000951	Syai.g_00158	Syag.g_02431
OG0000952	Syai.g_00136	Syag.g_02423
OG0000953	Syai.g_00132	Syag.g_02415
OG0000954	Syai.g_00127	Syag.g_02409
OG0000955	Syai.g_00126	Syag.g_02408
OG0000956	Syai.g_00124	Syag.g_02406
OG0000957	Syai.g_00113	Syag.g_02395
OG0000958	Syai.g_00112	Syag.g_02394
OG0000959	Syai.g_00108	Syag.g_02389
OG0000960	Syai.g_00107	Syag.g_02388
OG0000961	Syai.g_00100	Syag.g_02379
OG0000962	Syai.g_00098	Syag.g_02377
OG0000963	Syai.g_00094	Syag.g_02372
OG0000964	Syai.g_00093	Syag.g_02371
OG0000965	Syai.g_00092	Syag.g_02370
OG0000966	Syai.g_00082	Syag.g_02362
OG0000967	Syai.g_00077	Syag.g_02358
OG0000968	Syai.g_00085	Syag.g_02355
OG0000969	Syai.g_00080	Syag.g_02354
OG0000970	Syai.g_00079	Syag.g_02353
OG0000971	Syai.g_00074	Syag.g_02348
OG0000972	Syai.g_00073	Syag.g_02347
OG0000973	Syai.g_00072	Syag.g_02346
OG0000974	Syai.g_00071	Syag.g_02345
OG0000975	Syai.g_00070	Syag.g_02344
OG0000976	Syai.g_00069	Syag.g_02343
OG0000977	Syai.g_00067	Syag.g_02340
OG0000978	Syai.g_00065	Syag.g_02338
OG0000979	Syai.g_00062	Syag.g_02335
OG0000980	Syai.g_00059	Syag.g_02332
OG0000981	Syai.g_00056	Syag.g_02329
OG0000982	Syai.g_02777	Syag.g_02127
OG0000983	Syai.g_02778	Syag.g_02128
OG0000984	Syai.g_02779	Syag.g_02129
OG0000985	Syai.g_02781	Syag.g_02133
OG0000986	Syai.g_02784	Syag.g_02138
OG0000987	Syai.g_02786	Syag.g_02140
OG0000988	Syai.g_02790	Syag.g_02145
OG0000989	Syai.g_02797	Syag.g_02156
OG0000990	Syai.g_02825	Syag.g_02169
OG0000991	Syai.g_02827	Syag.g_02174
OG0000992	Syai.g_02830	Syag.g_02177
OG0000993	Syai.g_02831	Syag.g_02178
OG0000994	Syai.g_02834	Syag.g_02181
OG0000995	Syai.g_02840	Syag.g_02187
OG0000996	Syai.g_02891	Syag.g_02229
OG0000997	Syai.g_02900	Syag.g_02239
OG0000998	Syai.g_02902	Syag.g_02241
OG0000999	Syai.g_02903	Syag.g_02242
OG0001000	Syai.g_02906	Syag.g_02246
OG0001001	Syai.g_02911	Syag.g_02251
OG0001002	Syai.g_02918	Syag.g_02258
OG0001003	Syai.g_02919	Syag.g_02260
OG0001004	Syai.g_02920	Syag.g_02261
OG0001005	Syai.g_02921	Syag.g_02263
OG0001006	Syai.g_02931	Syag.g_02270
OG0001007	Syai.g_02933	Syag.g_02272
OG0001008	Syai.g_02227	Syag.g_00034
OG0001009	Syai.g_00034	Syag.g_02304
OG0001010	Syai.g_00035	Syag.g_02305
OG0001011	Syai.g_00037	Syag.g_02307
OG0001012	Syai.g_02773	Syag.g_02123
OG0001013	Syai.g_02750	Syag.g_02098
OG0001014	Syai.g_02726	Syag.g_02084
OG0001015	Syai.g_02725	Syag.g_02083
OG0001016	Syai.g_02479	Syag.g_01824
OG0001017	Syai.g_02485	Syag.g_01830
OG0001018	Syai.g_02487	Syag.g_01832
OG0001019	Syai.g_02508	Syag.g_01854
OG0001020	Syai.g_02516	Syag.g_01861
OG0001021	Syai.g_02523	Syag.g_01865
OG0001022	Syai.g_02528	Syag.g_01870
OG0001023	Syai.g_02529	Syag.g_01871
OG0001024	Syai.g_02533	Syag.g_01875
OG0001025	Syai.g_02540	Syag.g_01882
OG0001026	Syai.g_02550	Syag.g_01894
OG0001027	Syai.g_02555	Syag.g_01902
OG0001028	Syai.g_02557	Syag.g_01904
OG0001029	Syai.g_02559	Syag.g_01906
OG0001030	Syai.g_02580	Syag.g_01927
OG0001031	Syai.g_02656	Syag.g_02000
OG0001032	Syai.g_02658	Syag.g_02005
OG0001033	Syai.g_02685	Syag.g_02048
OG0001034	Syai.g_00537	Syag.g_01784
OG0001035	Syai.g_00295	Syag.g_02635
OG0001036	Syai.g_00290	Syag.g_02630
OG0001037	Syai.g_00288	Syag.g_02628
OG0001038	Syai.g_00261	Syag.g_02600
OG0001039	Syai.g_00258	Syag.g_02597
OG0001040	Syai.g_00255	Syag.g_02594
OG0001041	Syai.g_00250	Syag.g_02589
OG0001042	Syai.g_00225	Syag.g_02564
OG0001043	Syai.g_00221	Syag.g_02560
OG0001044	Syai.g_00485	Syag.g_02842
OG0001045	Syai.g_00498	Syag.g_02856
OG0001046	Syai.g_01471	Syag.g_00836
OG0001047	Syai.g_02225	Syag.g_00036
OG0001048	Syai.g_02224	Syag.g_00037
OG0001049	Syai.g_02215	Syag.g_00040
OG0001050	Syai.g_02214	Syag.g_00041
OG0001051	Syai.g_02213	Syag.g_00042
OG0001052	Syai.g_00861	Syag.g_01352
OG0001053	Syai.g_00641	Syag.g_01525
OG0001054	Syai.g_00658	Syag.g_01506
OG0001055	Syai.g_00679	Syag.g_01485
OG0001056	Syai.g_00713	Syag.g_01449
OG0001057	Syai.g_00721	Syag.g_01241
OG0001058	Syai.g_00734	Syag.g_00271
OG0001059	Syai.g_00738	Syag.g_00275
OG0001060	Syai.g_00744	Syag.g_00282
OG0001061	Syai.g_00765	Syag.g_00302
OG0001062	Syai.g_00767	Syag.g_00304
OG0001063	Syai.g_00774	Syag.g_00310
OG0001064	Syai.g_00775	Syag.g_00311
OG0001065	Syai.g_00776	Syag.g_00312
OG0001066	Syai.g_00777	Syag.g_00313
OG0001067	Syai.g_00778	Syag.g_00314
OG0001068	Syai.g_00779	Syag.g_00315
OG0001069	Syai.g_00780	Syag.g_00317
OG0001070	Syai.g_00783	Syag.g_00321
OG0001071	Syai.g_00784	Syag.g_00322
OG0001072	Syai.g_00788	Syag.g_00327
OG0001073	Syai.g_00807	Syag.g_00342
OG0001074	Syai.g_01051	Syag.g_00467
OG0001075	Syai.g_01053	Syag.g_00362
OG0001076	Syai.g_01069	Syag.g_00378
OG0001077	Syai.g_01081	Syag.g_00388
OG0001078	Syai.g_01105	Syag.g_00411
OG0001079	Syai.g_01118	Syag.g_00428
OG0001080	Syai.g_01606	Syag.g_00495
OG0001081	Syai.g_01222	Syag.g_00551
OG0001082	Syai.g_01223	Syag.g_00552
OG0001083	Syai.g_01230	Syag.g_00565
OG0001084	Syai.g_01231	Syag.g_00569
OG0001085	Syai.g_01241	Syag.g_00592
OG0001086	Syai.g_01243	Syag.g_00594
OG0001087	Syai.g_01953	Syag.g_01018
OG0001088	Syai.g_01957	Syag.g_01016
OG0001089	Syai.g_01996	Syag.g_00986
OG0001090	Syai.g_01387	Syag.g_00922
OG0001091	Syai.g_01389	Syag.g_00919
OG0001092	Syai.g_01391	Syag.g_00917
OG0001093	Syai.g_01397	Syag.g_00910
OG0001094	Syai.g_01315	Syag.g_00661
OG0001096	Syai.g_01371	Syag.g_00703
OG0001097	Syai.g_02057	Syag.g_00729
OG0001098	Syai.g_01603	Syag.g_00744
OG0001099	Syai.g_02558	Syag.g_01905
OG0001101	Syai.g_01254	Syag.g_00603
OG0001102	Syai.g_01257	Syag.g_00606
OG0001103	Syai.g_01260	Syag.g_00608
OG0001104	Syai.g_01300	Syag.g_00642
OG0001105	Syai.g_01304	Syag.g_00646
OG0001106	Syai.g_01517	Syag.g_00796
OG0001107	Syai.g_01505	Syag.g_00808
OG0001108	Syai.g_01496	Syag.g_00817
OG0001109	Syai.g_01488	Syag.g_00819
OG0001110	Syai.g_01486	Syag.g_00821
OG0001111	Syai.g_01484	Syag.g_00823
OG0001112	Syai.g_01482	Syag.g_00825
OG0001113	Syai.g_01481	Syag.g_00826
OG0001114	Syai.g_01480	Syag.g_00827
OG0001115	Syai.g_01476	Syag.g_00831
OG0001116	Syai.g_01474	Syag.g_00833
OG0001117	Syai.g_01473	Syag.g_00834
OG0001118	Syai.g_01472	Syag.g_00835
OG0001119	Syai.g_01470	Syag.g_00837
OG0001120	Syai.g_01466	Syag.g_00841
OG0001121	Syai.g_01676	Syag.g_01584
OG0001122	Syai.g_01437	Syag.g_00867
OG0001123	Syai.g_01430	Syag.g_00875
OG0001124	Syai.g_01428	Syag.g_00877
OG0001125	Syai.g_01426	Syag.g_00879
OG0001126	Syai.g_02021	Syag.g_00957
OG0001127	Syai.g_02020	Syag.g_00958
OG0001128	Syai.g_02017	Syag.g_00961
OG0001129	Syai.g_02015	Syag.g_00963
OG0001130	Syai.g_02014	Syag.g_00964
OG0001131	Syai.g_01281	Syag.g_00624
OG0001132	Syai.g_01620	Syag.g_00096
OG0001133	Syai.g_01072	Syag.g_00380
OG0001134	Syai.g_01745	Syag.g_02164
OG0001135	Syai.g_01742	Syag.g_00147
OG0001136	Syai.g_02146	Syag.g_01144
OG0001137	Syai.g_02126	Syag.g_01123
OG0001138	Syai.g_01763	Syag.g_01090
OG0001139	Syai.g_01765	Syag.g_01088
OG0001140	Syai.g_01766	Syag.g_01087
OG0001141	Syai.g_01767	Syag.g_01086
OG0001142	Syai.g_01768	Syag.g_01085
OG0001143	Syai.g_01778	Syag.g_01077
OG0001144	Syai.g_01788	Syag.g_01064
OG0001145	Syai.g_02165	Syag.g_01169
OG0001146	Syai.g_02185	Syag.g_01218
OG0001147	Syai.g_00869	Syag.g_01360
OG0001148	Syai.g_00626	Syag.g_01539
OG0001149	Syai.g_00625	Syag.g_01540
OG0001150	Syai.g_00624	Syag.g_01541
OG0001151	Syai.g_00611	Syag.g_01554
OG0001152	Syai.g_00610	Syag.g_01555
OG0001153	Syai.g_00903	Syag.g_01375
OG0001154	Syai.g_00901	Syag.g_01374
OG0001155	Syai.g_02298	Syag.g_01616
OG0001156	Syai.g_02301	Syag.g_01619
