Orthogroup	Syai	Prak
OG0000577	Syai.g_00803	Prak.g_00561
OG0000578	Syai.g_00804	Prak.g_00562
OG0000579	Syai.g_00805	Prak.g_00563
OG0000580	Syai.g_00806	Prak.g_00564
OG0000581	Syai.g_00812	Prak.g_00567
OG0000582	Syai.g_01042	Prak.g_00570
OG0000583	Syai.g_01043	Prak.g_00571
OG0000584	Syai.g_01044	Prak.g_00572
OG0000585	Syai.g_01046	Prak.g_00574
OG0000586	Syai.g_01047	Prak.g_00575
OG0000587	Syai.g_01049	Prak.g_00576
OG0000588	Syai.g_01063	Prak.g_00580
OG0000589	Syai.g_01066	Prak.g_00582
OG0000590	Syai.g_01067	Prak.g_00583
OG0000591	Syai.g_01075	Prak.g_00587
OG0000592	Syai.g_01076	Prak.g_00588
OG0000593	Syai.g_01100	Prak.g_01111
OG0000594	Syai.g_01101	Prak.g_01110
OG0000595	Syai.g_01102	Prak.g_01109
OG0000596	Syai.g_01107	Prak.g_01105
OG0000597	Syai.g_01110	Prak.g_01102
OG0000598	Syai.g_01111	Prak.g_01101
OG0000599	Syai.g_01114	Prak.g_01098
OG0000600	Syai.g_01115	Prak.g_01097
OG0000601	Syai.g_01116	Prak.g_01096
OG0000602	Syai.g_01121	Prak.g_01094
OG0000603	Syai.g_01122	Prak.g_01093
OG0000604	Syai.g_01125	Prak.g_01092
OG0000605	Syai.g_01609	Prak.g_01091
OG0000606	Syai.g_01221	Prak.g_01088
OG0000607	Syai.g_01224	Prak.g_01085
OG0000608	Syai.g_01225	Prak.g_01084
OG0000609	Syai.g_01227	Prak.g_01083
OG0000610	Syai.g_01234	Prak.g_01077
OG0000611	Syai.g_01237	Prak.g_01074
OG0000612	Syai.g_01238	Prak.g_01073
OG0000613	Syai.g_00196	Prak.g_00800
OG0000614	Syai.g_01981	Prak.g_00821
OG0000615	Syai.g_01286	Prak.g_00832
OG0000616	Syai.g_02914	Prak.g_01934
OG0000617	Syai.g_01393	Prak.g_01057
OG0000618	Syai.g_01394	Prak.g_01056
OG0000619	Syai.g_01395	Prak.g_01055
OG0000620	Syai.g_01402	Prak.g_01052
OG0000621	Syai.g_01403	Prak.g_01051
OG0000622	Syai.g_01404	Prak.g_01050
OG0000623	Syai.g_01405	Prak.g_01049
OG0000624	Syai.g_01407	Prak.g_01047
OG0000625	Syai.g_01408	Prak.g_01046
OG0000626	Syai.g_01409	Prak.g_01045
OG0000627	Syai.g_01575	Prak.g_01044
OG0000628	Syai.g_01573	Prak.g_01043
OG0000629	Syai.g_01570	Prak.g_01042
OG0000630	Syai.g_01566	Prak.g_01039
OG0000631	Syai.g_01557	Prak.g_00946
OG0000632	Syai.g_01556	Prak.g_00947
OG0000633	Syai.g_01555	Prak.g_00948
OG0000634	Syai.g_01317	Prak.g_00841
OG0000635	Syai.g_01318	Prak.g_00842
OG0000636	Syai.g_01320	Prak.g_00844
OG0000637	Syai.g_01322	Prak.g_00846
OG0000638	Syai.g_01323	Prak.g_00847
OG0000639	Syai.g_01324	Prak.g_00848
OG0000640	Syai.g_01325	Prak.g_00849
OG0000641	Syai.g_01329	Prak.g_00853
OG0000642	Syai.g_01330	Prak.g_00854
OG0000643	Syai.g_01349	Prak.g_00855
OG0000644	Syai.g_01350	Prak.g_00856
OG0000645	Syai.g_01352	Prak.g_00857
OG0000646	Syai.g_01355	Prak.g_00859
OG0000647	Syai.g_01357	Prak.g_00861
OG0000648	Syai.g_01362	Prak.g_00863
OG0000649	Syai.g_01363	Prak.g_00864
OG0000650	Syai.g_01364	Prak.g_00865
OG0000651	Syai.g_01365	Prak.g_00866
OG0000652	Syai.g_01366	Prak.g_00867
OG0000653	Syai.g_01368	Prak.g_00869
OG0000654	Syai.g_01369	Prak.g_00870
OG0000655	Syai.g_01370	Prak.g_00871
OG0000656	Syai.g_01373	Prak.g_00874
OG0000657	Syai.g_02045	Prak.g_00882
OG0000658	Syai.g_02049	Prak.g_00884
OG0000659	Syai.g_02050	Prak.g_00885
OG0000660	Syai.g_02054	Prak.g_00889
OG0000661	Syai.g_02056	Prak.g_00891
OG0000662	Syai.g_02058	Prak.g_00893
OG0000663	Syai.g_02061	Prak.g_00895
OG0000664	Syai.g_02062	Prak.g_00896
OG0000665	Syai.g_02431	Prak.g_00902
OG0000666	Syai.g_01610	Prak.g_00903
OG0000667	Syai.g_01724	Prak.g_00907
OG0000668	Syai.g_01436	Prak.g_00748
OG0000669	Syai.g_01251	Prak.g_00759
OG0000670	Syai.g_00561	Prak.g_00762
OG0000671	Syai.g_01255	Prak.g_00765
OG0000672	Syai.g_01259	Prak.g_00768
OG0000673	Syai.g_01262	Prak.g_00771
OG0000674	Syai.g_01264	Prak.g_00773
OG0000675	Syai.g_01265	Prak.g_00774
OG0000676	Syai.g_01275	Prak.g_00776
OG0000677	Syai.g_01276	Prak.g_00777
OG0000678	Syai.g_01279	Prak.g_00779
OG0000679	Syai.g_01288	Prak.g_00783
OG0000680	Syai.g_01289	Prak.g_00784
OG0000681	Syai.g_01292	Prak.g_00787
OG0000682	Syai.g_01293	Prak.g_00788
OG0000683	Syai.g_01294	Prak.g_00789
OG0000684	Syai.g_01299	Prak.g_00791
OG0000685	Syai.g_01301	Prak.g_00793
OG0000686	Syai.g_01302	Prak.g_00794
OG0000687	Syai.g_01303	Prak.g_00795
OG0000688	Syai.g_01307	Prak.g_01069
OG0000689	Syai.g_01309	Prak.g_01068
OG0000690	Syai.g_01310	Prak.g_01067
OG0000691	Syai.g_01311	Prak.g_01066
OG0000692	Syai.g_01312	Prak.g_01064
OG0000693	Syai.g_01313	Prak.g_01063
OG0000694	Syai.g_01314	Prak.g_01062
OG0000695	Syai.g_01553	Prak.g_00950
OG0000696	Syai.g_01552	Prak.g_00951
OG0000697	Syai.g_01550	Prak.g_00952
OG0000698	Syai.g_01547	Prak.g_00955
OG0000699	Syai.g_01545	Prak.g_00956
OG0000700	Syai.g_01544	Prak.g_00957
OG0000701	Syai.g_01543	Prak.g_00958
OG0000702	Syai.g_01521	Prak.g_00960
OG0000703	Syai.g_01520	Prak.g_00961
OG0000704	Syai.g_01518	Prak.g_00963
OG0000705	Syai.g_01511	Prak.g_00966
OG0000706	Syai.g_01510	Prak.g_00967
OG0000707	Syai.g_01509	Prak.g_00968
OG0000708	Syai.g_01506	Prak.g_00970
OG0000709	Syai.g_01497	Prak.g_00974
OG0000710	Syai.g_01487	Prak.g_00977
OG0000711	Syai.g_01456	Prak.g_00995
OG0000712	Syai.g_01454	Prak.g_00996
OG0000713	Syai.g_01453	Prak.g_00997
OG0000714	Syai.g_01451	Prak.g_00998
OG0000715	Syai.g_01449	Prak.g_01000
OG0000716	Syai.g_01445	Prak.g_01002
OG0000717	Syai.g_01444	Prak.g_01003
OG0000718	Syai.g_01440	Prak.g_01007
OG0000719	Syai.g_01438	Prak.g_01009
OG0000720	Syai.g_01425	Prak.g_01021
OG0000721	Syai.g_01423	Prak.g_01025
OG0000722	Syai.g_01422	Prak.g_01026
OG0000723	Syai.g_01411	Prak.g_01030
OG0000724	Syai.g_02013	Prak.g_00925
OG0000725	Syai.g_02004	Prak.g_00919
OG0000726	Syai.g_02003	Prak.g_00918
OG0000727	Syai.g_02002	Prak.g_00917
OG0000728	Syai.g_02000	Prak.g_00915
OG0000729	Syai.g_00097	Prak.g_01255
OG0000730	Syai.g_00483	Prak.g_01214
OG0000731	Syai.g_00495	Prak.g_00362
OG0000732	Syai.g_00058	Prak.g_01885
OG0000733	Syai.g_02805	Prak.g_01551
OG0000734	Syai.g_02548	Prak.g_01188
OG0000735	Syai.g_02159	Prak.g_01186
OG0000736	Syai.g_02158	Prak.g_01185
OG0000737	Syai.g_02157	Prak.g_01184
OG0000738	Syai.g_02152	Prak.g_01180
OG0000739	Syai.g_02151	Prak.g_01179
OG0000740	Syai.g_02150	Prak.g_01178
OG0000741	Syai.g_02147	Prak.g_01176
OG0000742	Syai.g_02145	Prak.g_01173
OG0000743	Syai.g_02143	Prak.g_01171
OG0000744	Syai.g_02142	Prak.g_01170
OG0000745	Syai.g_02140	Prak.g_01169
OG0000746	Syai.g_02138	Prak.g_01167
OG0000747	Syai.g_02137	Prak.g_01166
OG0000748	Syai.g_02125	Prak.g_01162
OG0000749	Syai.g_02123	Prak.g_01161
OG0000750	Syai.g_02122	Prak.g_01160
OG0000751	Syai.g_02116	Prak.g_01157
OG0000752	Syai.g_02114	Prak.g_01155
OG0000753	Syai.g_02111	Prak.g_01153
OG0000754	Syai.g_01750	Prak.g_01150
OG0000755	Syai.g_01760	Prak.g_01144
OG0000756	Syai.g_01761	Prak.g_01143
OG0000757	Syai.g_01769	Prak.g_01136
OG0000758	Syai.g_01770	Prak.g_01135
OG0000759	Syai.g_01771	Prak.g_01134
OG0000760	Syai.g_01772	Prak.g_01133
OG0000761	Syai.g_01775	Prak.g_01132
OG0000762	Syai.g_01777	Prak.g_01131
OG0000763	Syai.g_01779	Prak.g_01129
OG0000764	Syai.g_01780	Prak.g_01128
OG0000765	Syai.g_01797	Prak.g_01120
OG0000766	Syai.g_01798	Prak.g_01119
OG0000767	Syai.g_01800	Prak.g_01117
OG0000768	Syai.g_01801	Prak.g_01116
OG0000769	Syai.g_01803	Prak.g_01114
OG0000770	Syai.g_01822	Prak.g_00593
OG0000771	Syai.g_02019	Prak.g_01487
OG0000772	Syai.g_01639	Prak.g_01571
OG0000773	Syai.g_02164	Prak.g_01268
OG0000774	Syai.g_02168	Prak.g_01270
OG0000775	Syai.g_02172	Prak.g_01272
OG0000776	Syai.g_02173	Prak.g_01273
OG0000777	Syai.g_02174	Prak.g_01274
OG0000778	Syai.g_02175	Prak.g_01275
OG0000779	Syai.g_02181	Prak.g_01279
OG0000780	Syai.g_02184	Prak.g_01280
OG0000781	Syai.g_02188	Prak.g_01284
OG0000782	Syai.g_02189	Prak.g_01285
OG0000783	Syai.g_02190	Prak.g_01286
OG0000784	Syai.g_02191	Prak.g_01287
OG0000785	Syai.g_02193	Prak.g_01289
OG0000786	Syai.g_00816	Prak.g_01292
OG0000787	Syai.g_00815	Prak.g_01293
OG0000788	Syai.g_01117	Prak.g_00460
OG0000789	Syai.g_01596	Prak.g_01490
OG0000790	Syai.g_00623	Prak.g_01334
OG0000791	Syai.g_00621	Prak.g_01336
OG0000792	Syai.g_00620	Prak.g_01337
OG0000793	Syai.g_00615	Prak.g_01340
OG0000794	Syai.g_00614	Prak.g_01341
OG0000795	Syai.g_00613	Prak.g_01342
OG0000796	Syai.g_00609	Prak.g_01346
OG0000797	Syai.g_00608	Prak.g_01347
OG0000799	Syai.g_00996	Prak.g_01374
OG0000800	Syai.g_00993	Prak.g_01375
OG0000801	Syai.g_00992	Prak.g_01376
OG0000802	Syai.g_00988	Prak.g_01378
OG0000803	Syai.g_00983	Prak.g_01380
OG0000804	Syai.g_00980	Prak.g_01381
OG0000805	Syai.g_00965	Prak.g_01383
OG0000806	Syai.g_00963	Prak.g_01385
OG0000807	Syai.g_00961	Prak.g_01386
OG0000808	Syai.g_00960	Prak.g_01387
OG0000809	Syai.g_00957	Prak.g_01389
OG0000810	Syai.g_00956	Prak.g_01390
OG0000811	Syai.g_00950	Prak.g_01394
OG0000812	Syai.g_00948	Prak.g_01396
OG0000813	Syai.g_00947	Prak.g_01397
OG0000814	Syai.g_00945	Prak.g_01399
OG0000815	Syai.g_00944	Prak.g_01400
OG0000816	Syai.g_00942	Prak.g_01402
OG0000817	Syai.g_00941	Prak.g_01403
OG0000818	Syai.g_00935	Prak.g_01408
OG0000819	Syai.g_00934	Prak.g_01409
OG0000820	Syai.g_00933	Prak.g_01410
OG0000821	Syai.g_00916	Prak.g_01414
OG0000822	Syai.g_00914	Prak.g_01415
OG0000823	Syai.g_00913	Prak.g_01416
OG0000824	Syai.g_00907	Prak.g_01419
OG0000825	Syai.g_00906	Prak.g_01420
OG0000826	Syai.g_00905	Prak.g_01421
OG0000827	Syai.g_00904	Prak.g_01422
OG0000828	Syai.g_00900	Prak.g_01425
OG0000829	Syai.g_00899	Prak.g_01426
OG0000830	Syai.g_00898	Prak.g_01427
OG0000831	Syai.g_00896	Prak.g_01429
OG0000832	Syai.g_02296	Prak.g_01439
OG0000833	Syai.g_02305	Prak.g_01448
OG0000834	Syai.g_02307	Prak.g_01449
OG0000835	Syai.g_02308	Prak.g_01450
OG0000836	Syai.g_02312	Prak.g_01451
OG0000837	Syai.g_02313	Prak.g_01452
OG0000838	Syai.g_02323	Prak.g_01454
OG0000839	Syai.g_02324	Prak.g_01455
OG0000840	Syai.g_02325	Prak.g_01456
OG0000841	Syai.g_02326	Prak.g_01457
OG0000842	Syai.g_02327	Prak.g_01458
OG0000843	Syai.g_02328	Prak.g_01459
OG0000844	Syai.g_02330	Prak.g_01460
OG0000845	Syai.g_02331	Prak.g_01461
OG0000846	Syai.g_02332	Prak.g_01462
OG0000847	Syai.g_02333	Prak.g_01463
OG0000848	Syai.g_02335	Prak.g_01464
OG0000849	Syai.g_02336	Prak.g_01465
OG0000850	Syai.g_02339	Prak.g_01467
OG0000851	Syai.g_02352	Prak.g_01468
OG0000852	Syai.g_02353	Prak.g_01469
OG0000853	Syai.g_02357	Prak.g_01475
OG0000854	Syai.g_02359	Prak.g_01477
OG0000855	Syai.g_02360	Prak.g_01478
OG0000856	Syai.g_01078	Prak.g_00590
OG0000857	Syai.g_01356	Prak.g_00860
OG0000858	Syai.g_02366	Prak.g_01638
OG0000859	Syai.g_02367	Prak.g_01639
OG0000860	Syai.g_02380	Prak.g_01647
OG0000861	Syai.g_02381	Prak.g_01648
OG0000862	Syai.g_02382	Prak.g_01649
OG0000863	Syai.g_02385	Prak.g_01651
OG0000864	Syai.g_02386	Prak.g_01652
OG0000865	Syai.g_02387	Prak.g_01653
OG0000866	Syai.g_02388	Prak.g_01654
OG0000867	Syai.g_02389	Prak.g_01655
OG0000868	Syai.g_02392	Prak.g_01657
OG0000869	Syai.g_02396	Prak.g_01660
OG0000870	Syai.g_02401	Prak.g_01665
OG0000871	Syai.g_02402	Prak.g_01666
OG0000872	Syai.g_02409	Prak.g_01667
OG0000873	Syai.g_02412	Prak.g_01670
OG0000874	Syai.g_02408	Prak.g_01673
OG0000875	Syai.g_02416	Prak.g_01674
OG0000876	Syai.g_02243	Prak.g_01675
OG0000877	Syai.g_02250	Prak.g_01677
OG0000878	Syai.g_02251	Prak.g_01678
OG0000879	Syai.g_02252	Prak.g_01679
OG0000880	Syai.g_02253	Prak.g_01680
OG0000881	Syai.g_02257	Prak.g_01684
OG0000882	Syai.g_02262	Prak.g_01689
OG0000883	Syai.g_02264	Prak.g_01691
OG0000884	Syai.g_02266	Prak.g_01693
OG0000885	Syai.g_02267	Prak.g_01694
OG0000886	Syai.g_02268	Prak.g_01695
OG0000887	Syai.g_02269	Prak.g_01696
OG0000888	Syai.g_02271	Prak.g_01698
OG0000889	Syai.g_02273	Prak.g_01700
OG0000890	Syai.g_02279	Prak.g_01701
OG0000891	Syai.g_02280	Prak.g_01702
OG0000892	Syai.g_02282	Prak.g_01704
OG0000893	Syai.g_00318	Prak.g_01708
OG0000894	Syai.g_00321	Prak.g_01711
OG0000895	Syai.g_00325	Prak.g_01715
OG0000896	Syai.g_00326	Prak.g_01716
OG0000897	Syai.g_00328	Prak.g_01718
OG0000898	Syai.g_00329	Prak.g_01719
OG0000899	Syai.g_00330	Prak.g_01720
OG0000900	Syai.g_00331	Prak.g_01721
OG0000901	Syai.g_00336	Prak.g_01724
OG0000902	Syai.g_00338	Prak.g_01726
OG0000903	Syai.g_00353	Prak.g_01730
OG0000904	Syai.g_00348	Prak.g_01734
OG0000905	Syai.g_00342	Prak.g_01728
OG0000906	Syai.g_00340	Prak.g_01727
OG0000907	Syai.g_00358	Prak.g_01737
OG0000908	Syai.g_00361	Prak.g_01740
OG0000909	Syai.g_00362	Prak.g_01741
OG0000910	Syai.g_00363	Prak.g_01742
OG0000911	Syai.g_00365	Prak.g_01744
OG0000912	Syai.g_00366	Prak.g_01745
OG0000913	Syai.g_00367	Prak.g_01746
OG0000914	Syai.g_00368	Prak.g_01747
OG0000915	Syai.g_00370	Prak.g_01748
OG0000916	Syai.g_00371	Prak.g_01749
OG0000917	Syai.g_00372	Prak.g_01750
OG0000918	Syai.g_00373	Prak.g_01751
OG0000919	Syai.g_00374	Prak.g_01752
OG0000920	Syai.g_00375	Prak.g_01753
OG0000921	Syai.g_00376	Prak.g_01754
OG0000922	Syai.g_00377	Prak.g_01755
OG0000923	Syai.g_00381	Prak.g_01759
OG0000924	Syai.g_00382	Prak.g_01760
OG0000925	Syai.g_00383	Prak.g_01761
OG0000926	Syai.g_00384	Prak.g_01762
OG0000927	Syai.g_00386	Prak.g_01764
OG0000928	Syai.g_00387	Prak.g_01765
OG0000929	Syai.g_00388	Prak.g_01766
OG0000930	Syai.g_00389	Prak.g_01767
OG0000931	Syai.g_00390	Prak.g_01768
OG0000932	Syai.g_00391	Prak.g_01769
OG0000933	Syai.g_00397	Prak.g_01773
OG0000934	Syai.g_00399	Prak.g_01775
OG0000935	Syai.g_00400	Prak.g_01776
OG0000936	Syai.g_00401	Prak.g_01777
OG0000937	Syai.g_00402	Prak.g_01778
OG0000938	Syai.g_00405	Prak.g_01781
OG0000939	Syai.g_00406	Prak.g_01782
OG0000940	Syai.g_00413	Prak.g_01789
OG0000941	Syai.g_00415	Prak.g_01791
OG0000942	Syai.g_00417	Prak.g_01793
OG0000943	Syai.g_00418	Prak.g_01794
OG0000944	Syai.g_00420	Prak.g_01796
OG0000945	Syai.g_00422	Prak.g_01797
OG0000946	Syai.g_00428	Prak.g_01802
OG0000947	Syai.g_00431	Prak.g_01804
OG0000948	Syai.g_00432	Prak.g_01805
OG0000949	Syai.g_00174	Prak.g_01808
OG0000950	Syai.g_00163	Prak.g_01815
OG0000951	Syai.g_00158	Prak.g_01819
OG0000952	Syai.g_00136	Prak.g_01823
OG0000953	Syai.g_00132	Prak.g_01827
OG0000954	Syai.g_00127	Prak.g_01831
OG0000955	Syai.g_00126	Prak.g_01832
OG0000956	Syai.g_00124	Prak.g_01834
OG0000957	Syai.g_00113	Prak.g_01840
OG0000958	Syai.g_00112	Prak.g_01841
OG0000959	Syai.g_00108	Prak.g_01845
OG0000960	Syai.g_00107	Prak.g_01846
OG0000961	Syai.g_00100	Prak.g_01849
OG0000962	Syai.g_00098	Prak.g_01851
OG0000963	Syai.g_00094	Prak.g_01855
OG0000964	Syai.g_00093	Prak.g_01856
OG0000965	Syai.g_00092	Prak.g_01857
OG0000966	Syai.g_00082	Prak.g_01863
OG0000967	Syai.g_00077	Prak.g_01867
OG0000968	Syai.g_00085	Prak.g_01869
OG0000969	Syai.g_00080	Prak.g_01870
OG0000970	Syai.g_00079	Prak.g_01871
OG0000971	Syai.g_00074	Prak.g_01872
OG0000972	Syai.g_00073	Prak.g_01873
OG0000973	Syai.g_00072	Prak.g_01874
OG0000974	Syai.g_00071	Prak.g_01875
OG0000975	Syai.g_00070	Prak.g_01876
OG0000976	Syai.g_00069	Prak.g_01877
OG0000977	Syai.g_00067	Prak.g_01878
OG0000978	Syai.g_00065	Prak.g_01879
OG0000979	Syai.g_00062	Prak.g_01882
OG0000980	Syai.g_00059	Prak.g_01884
OG0000981	Syai.g_00056	Prak.g_01887
OG0000982	Syai.g_02777	Prak.g_01889
OG0000983	Syai.g_02778	Prak.g_01890
OG0000984	Syai.g_02779	Prak.g_01891
OG0000985	Syai.g_02781	Prak.g_01894
OG0000986	Syai.g_02784	Prak.g_01896
OG0000987	Syai.g_02786	Prak.g_01897
OG0000988	Syai.g_02790	Prak.g_01900
OG0000989	Syai.g_02797	Prak.g_01904
OG0000990	Syai.g_02825	Prak.g_01908
OG0000991	Syai.g_02827	Prak.g_01909
OG0000992	Syai.g_02830	Prak.g_01912
OG0000993	Syai.g_02831	Prak.g_01913
OG0000994	Syai.g_02834	Prak.g_01914
OG0000995	Syai.g_02840	Prak.g_01918
OG0000996	Syai.g_02891	Prak.g_01919
OG0000997	Syai.g_02900	Prak.g_01922
OG0000998	Syai.g_02902	Prak.g_01924
OG0000999	Syai.g_02903	Prak.g_01925
OG0001000	Syai.g_02906	Prak.g_01928
OG0001001	Syai.g_02911	Prak.g_01931
OG0001002	Syai.g_02918	Prak.g_01936
OG0001003	Syai.g_02919	Prak.g_01937
OG0001004	Syai.g_02920	Prak.g_01938
OG0001005	Syai.g_02921	Prak.g_01939
OG0001006	Syai.g_02931	Prak.g_01943
OG0001007	Syai.g_02933	Prak.g_01945
OG0001008	Syai.g_02227	Prak.g_00399
OG0001009	Syai.g_00034	Prak.g_00027
OG0001010	Syai.g_00035	Prak.g_00028
OG0001011	Syai.g_00037	Prak.g_00030
OG0001012	Syai.g_02773	Prak.g_00044
OG0001013	Syai.g_02750	Prak.g_00051
OG0001014	Syai.g_02726	Prak.g_00054
OG0001015	Syai.g_02725	Prak.g_00056
OG0001016	Syai.g_02479	Prak.g_00078
OG0001017	Syai.g_02485	Prak.g_00082
OG0001018	Syai.g_02487	Prak.g_00084
OG0001019	Syai.g_02508	Prak.g_00093
OG0001020	Syai.g_02516	Prak.g_00094
OG0001021	Syai.g_02523	Prak.g_00095
OG0001022	Syai.g_02528	Prak.g_00098
OG0001023	Syai.g_02529	Prak.g_00099
OG0001024	Syai.g_02533	Prak.g_00103
OG0001025	Syai.g_02540	Prak.g_00110
OG0001026	Syai.g_02550	Prak.g_00119
OG0001027	Syai.g_02555	Prak.g_00120
OG0001028	Syai.g_02557	Prak.g_00122
OG0001029	Syai.g_02559	Prak.g_00123
OG0001030	Syai.g_02580	Prak.g_00139
OG0001031	Syai.g_02656	Prak.g_00199
OG0001032	Syai.g_02658	Prak.g_00200
OG0001033	Syai.g_02685	Prak.g_00221
OG0001034	Syai.g_00537	Prak.g_00252
OG0001035	Syai.g_00295	Prak.g_00272
OG0001036	Syai.g_00290	Prak.g_00276
OG0001037	Syai.g_00288	Prak.g_00277
OG0001038	Syai.g_00261	Prak.g_00296
OG0001039	Syai.g_00258	Prak.g_00299
OG0001040	Syai.g_00255	Prak.g_00301
OG0001041	Syai.g_00250	Prak.g_00306
OG0001042	Syai.g_00225	Prak.g_00323
OG0001043	Syai.g_00221	Prak.g_00324
OG0001044	Syai.g_00485	Prak.g_00355
OG0001045	Syai.g_00498	Prak.g_00364
OG0001046	Syai.g_01471	Prak.g_01597
OG0001047	Syai.g_02225	Prak.g_00401
OG0001048	Syai.g_02224	Prak.g_00402
OG0001049	Syai.g_02215	Prak.g_00404
OG0001050	Syai.g_02214	Prak.g_00405
OG0001051	Syai.g_02213	Prak.g_00406
OG0001052	Syai.g_00861	Prak.g_00432
OG0001053	Syai.g_00641	Prak.g_00444
OG0001054	Syai.g_00658	Prak.g_00459
OG0001055	Syai.g_00679	Prak.g_00478
OG0001056	Syai.g_00713	Prak.g_00495
OG0001057	Syai.g_00721	Prak.g_00500
OG0001058	Syai.g_00734	Prak.g_00509
OG0001059	Syai.g_00738	Prak.g_00513
OG0001060	Syai.g_00744	Prak.g_00519
OG0001061	Syai.g_00765	Prak.g_00534
OG0001062	Syai.g_00767	Prak.g_00536
OG0001063	Syai.g_00774	Prak.g_00538
OG0001064	Syai.g_00775	Prak.g_00539
OG0001065	Syai.g_00776	Prak.g_00540
OG0001066	Syai.g_00777	Prak.g_00541
OG0001067	Syai.g_00778	Prak.g_00542
OG0001068	Syai.g_00779	Prak.g_00543
OG0001069	Syai.g_00780	Prak.g_00544
OG0001070	Syai.g_00783	Prak.g_00548
OG0001071	Syai.g_00784	Prak.g_00549
OG0001072	Syai.g_00788	Prak.g_00551
OG0001073	Syai.g_00807	Prak.g_00565
OG0001074	Syai.g_01051	Prak.g_00577
OG0001075	Syai.g_01053	Prak.g_00578
OG0001076	Syai.g_01069	Prak.g_00585
OG0001077	Syai.g_01081	Prak.g_00591
OG0001078	Syai.g_01105	Prak.g_01107
OG0001079	Syai.g_01118	Prak.g_01095
OG0001080	Syai.g_01606	Prak.g_01089
OG0001081	Syai.g_01222	Prak.g_01087
OG0001082	Syai.g_01223	Prak.g_01086
OG0001083	Syai.g_01230	Prak.g_01081
OG0001084	Syai.g_01231	Prak.g_01080
OG0001085	Syai.g_01241	Prak.g_00797
OG0001086	Syai.g_01243	Prak.g_00798
OG0001087	Syai.g_01953	Prak.g_00816
OG0001088	Syai.g_01957	Prak.g_00817
OG0001089	Syai.g_01996	Prak.g_00828
OG0001090	Syai.g_01387	Prak.g_00838
OG0001091	Syai.g_01389	Prak.g_01060
OG0001092	Syai.g_01391	Prak.g_01059
OG0001093	Syai.g_01397	Prak.g_01054
OG0001094	Syai.g_01315	Prak.g_01061
OG0001096	Syai.g_01371	Prak.g_00872
OG0001097	Syai.g_02057	Prak.g_00892
OG0001098	Syai.g_01603	Prak.g_00911
OG0001099	Syai.g_02558	Prak.g_00753
OG0001100	Syai.g_01253	Prak.g_00761
OG0001101	Syai.g_01254	Prak.g_00764
OG0001102	Syai.g_01257	Prak.g_00767
OG0001103	Syai.g_01260	Prak.g_00769
OG0001104	Syai.g_01300	Prak.g_00792
OG0001105	Syai.g_01304	Prak.g_00796
OG0001106	Syai.g_01517	Prak.g_00964
OG0001107	Syai.g_01505	Prak.g_00971
OG0001108	Syai.g_01496	Prak.g_00975
OG0001109	Syai.g_01488	Prak.g_00976
OG0001110	Syai.g_01486	Prak.g_00978
OG0001111	Syai.g_01484	Prak.g_00979
OG0001112	Syai.g_01482	Prak.g_00980
OG0001113	Syai.g_01481	Prak.g_00981
OG0001114	Syai.g_01480	Prak.g_00982
OG0001115	Syai.g_01476	Prak.g_00984
OG0001116	Syai.g_01474	Prak.g_00985
OG0001117	Syai.g_01473	Prak.g_00986
OG0001118	Syai.g_01472	Prak.g_00987
OG0001119	Syai.g_01470	Prak.g_00988
OG0001120	Syai.g_01466	Prak.g_00990
OG0001122	Syai.g_01437	Prak.g_01010
OG0001123	Syai.g_01430	Prak.g_01016
OG0001124	Syai.g_01428	Prak.g_01018
OG0001125	Syai.g_01426	Prak.g_01020
OG0001126	Syai.g_02021	Prak.g_00931
OG0001127	Syai.g_02020	Prak.g_00930
OG0001128	Syai.g_02017	Prak.g_00928
OG0001129	Syai.g_02015	Prak.g_00927
OG0001130	Syai.g_02014	Prak.g_00926
OG0001131	Syai.g_01281	Prak.g_00383
OG0001132	Syai.g_01620	Prak.g_00712
OG0001133	Syai.g_01072	Prak.g_01328
OG0001134	Syai.g_01745	Prak.g_01550
OG0001135	Syai.g_01742	Prak.g_01553
OG0001136	Syai.g_02146	Prak.g_01175
OG0001137	Syai.g_02126	Prak.g_01163
OG0001138	Syai.g_01763	Prak.g_01142
OG0001139	Syai.g_01765	Prak.g_01140
OG0001140	Syai.g_01766	Prak.g_01139
OG0001141	Syai.g_01767	Prak.g_01138
OG0001142	Syai.g_01768	Prak.g_01137
OG0001143	Syai.g_01778	Prak.g_01130
OG0001144	Syai.g_01788	Prak.g_01125
OG0001145	Syai.g_02165	Prak.g_01269
OG0001146	Syai.g_02185	Prak.g_01281
OG0001147	Syai.g_00869	Prak.g_01301
OG0001148	Syai.g_00626	Prak.g_01331
OG0001149	Syai.g_00625	Prak.g_01332
OG0001150	Syai.g_00624	Prak.g_01333
OG0001151	Syai.g_00611	Prak.g_01344
OG0001152	Syai.g_00610	Prak.g_01345
OG0001153	Syai.g_00903	Prak.g_01423
OG0001154	Syai.g_00901	Prak.g_01424
OG0001155	Syai.g_02298	Prak.g_01441
OG0001156	Syai.g_02301	Prak.g_01444
OG0001157	Syai.g_02302	Prak.g_01445
OG0001158	Syai.g_02303	Prak.g_01446
OG0001159	Syai.g_02304	Prak.g_01447
OG0001160	Syai.g_02355	Prak.g_01473
OG0001161	Syai.g_02803	Prak.g_01588
