Orthogroup	Syai	Prav
OG0000578	Syai.g_00804	Prav.g_01197
OG0000579	Syai.g_00805	Prav.g_01198
OG0000580	Syai.g_00806	Prav.g_01199
OG0000581	Syai.g_00812	Prav.g_01201
OG0000582	Syai.g_01042	Prav.g_01204
OG0000583	Syai.g_01043	Prav.g_01205
OG0000584	Syai.g_01044	Prav.g_01206
OG0000585	Syai.g_01046	Prav.g_01208
OG0000586	Syai.g_01047	Prav.g_01209
OG0000587	Syai.g_01049	Prav.g_01210
OG0000588	Syai.g_01063	Prav.g_01214
OG0000589	Syai.g_01066	Prav.g_01219
OG0000590	Syai.g_01067	Prav.g_01220
OG0000591	Syai.g_01075	Prav.g_01223
OG0000592	Syai.g_01076	Prav.g_01224
OG0000593	Syai.g_01100	Prav.g_01230
OG0000594	Syai.g_01101	Prav.g_01231
OG0000595	Syai.g_01102	Prav.g_01232
OG0000596	Syai.g_01107	Prav.g_01236
OG0000597	Syai.g_01110	Prav.g_01238
OG0000598	Syai.g_01111	Prav.g_01239
OG0000599	Syai.g_01114	Prav.g_01242
OG0000600	Syai.g_01115	Prav.g_01243
OG0000601	Syai.g_01116	Prav.g_01244
OG0000602	Syai.g_01121	Prav.g_01246
OG0000603	Syai.g_01122	Prav.g_01247
OG0000604	Syai.g_01125	Prav.g_01248
OG0000605	Syai.g_01609	Prav.g_01249
OG0000606	Syai.g_01221	Prav.g_01252
OG0000607	Syai.g_01224	Prav.g_01255
OG0000608	Syai.g_01225	Prav.g_01256
OG0000609	Syai.g_01227	Prav.g_01257
OG0000610	Syai.g_01234	Prav.g_01262
OG0000611	Syai.g_01237	Prav.g_01265
OG0000612	Syai.g_01238	Prav.g_01266
OG0000613	Syai.g_00196	Prav.g_01271
OG0000614	Syai.g_01981	Prav.g_01290
OG0000615	Syai.g_01286	Prav.g_01298
OG0000616	Syai.g_02914	Prav.g_01312
OG0000617	Syai.g_01393	Prav.g_00312
OG0000618	Syai.g_01394	Prav.g_00313
OG0000619	Syai.g_01395	Prav.g_00314
OG0000620	Syai.g_01402	Prav.g_00317
OG0000621	Syai.g_01403	Prav.g_00318
OG0000622	Syai.g_01404	Prav.g_00319
OG0000623	Syai.g_01405	Prav.g_00320
OG0000624	Syai.g_01407	Prav.g_00321
OG0000625	Syai.g_01408	Prav.g_00322
OG0000626	Syai.g_01409	Prav.g_00323
OG0000627	Syai.g_01575	Prav.g_00324
OG0000628	Syai.g_01573	Prav.g_00325
OG0000629	Syai.g_01570	Prav.g_00326
OG0000630	Syai.g_01566	Prav.g_00329
OG0000631	Syai.g_01557	Prav.g_00388
OG0000632	Syai.g_01556	Prav.g_00389
OG0000633	Syai.g_01555	Prav.g_00390
OG0000634	Syai.g_01317	Prav.g_00393
OG0000635	Syai.g_01318	Prav.g_00394
OG0000636	Syai.g_01320	Prav.g_00396
OG0000637	Syai.g_01322	Prav.g_00398
OG0000638	Syai.g_01323	Prav.g_00399
OG0000639	Syai.g_01324	Prav.g_00400
OG0000640	Syai.g_01325	Prav.g_00401
OG0000641	Syai.g_01329	Prav.g_00405
OG0000642	Syai.g_01330	Prav.g_00406
OG0000643	Syai.g_01349	Prav.g_00407
OG0000644	Syai.g_01350	Prav.g_00408
OG0000645	Syai.g_01352	Prav.g_00409
OG0000646	Syai.g_01355	Prav.g_00411
OG0000647	Syai.g_01357	Prav.g_00412
OG0000648	Syai.g_01362	Prav.g_00414
OG0000649	Syai.g_01363	Prav.g_00415
OG0000650	Syai.g_01364	Prav.g_00416
OG0000651	Syai.g_01365	Prav.g_00417
OG0000652	Syai.g_01366	Prav.g_00418
OG0000653	Syai.g_01368	Prav.g_00420
OG0000654	Syai.g_01369	Prav.g_00421
OG0000655	Syai.g_01370	Prav.g_00422
OG0000656	Syai.g_01373	Prav.g_00425
OG0000657	Syai.g_02045	Prav.g_00432
OG0000658	Syai.g_02049	Prav.g_00433
OG0000659	Syai.g_02050	Prav.g_00434
OG0000660	Syai.g_02054	Prav.g_00438
OG0000661	Syai.g_02056	Prav.g_00440
OG0000662	Syai.g_02058	Prav.g_00442
OG0000663	Syai.g_02061	Prav.g_00444
OG0000664	Syai.g_02062	Prav.g_00445
OG0000665	Syai.g_02431	Prav.g_00449
OG0000666	Syai.g_01610	Prav.g_00450
OG0000667	Syai.g_01724	Prav.g_00454
OG0000668	Syai.g_01436	Prav.g_00483
OG0000669	Syai.g_01251	Prav.g_00490
OG0000670	Syai.g_00561	Prav.g_00492
OG0000671	Syai.g_01255	Prav.g_00494
OG0000672	Syai.g_01259	Prav.g_00497
OG0000673	Syai.g_01262	Prav.g_00500
OG0000674	Syai.g_01264	Prav.g_00502
OG0000675	Syai.g_01265	Prav.g_00503
OG0000676	Syai.g_01275	Prav.g_00505
OG0000677	Syai.g_01276	Prav.g_00506
OG0000678	Syai.g_01279	Prav.g_00508
OG0000679	Syai.g_01288	Prav.g_00512
OG0000680	Syai.g_01289	Prav.g_00513
OG0000681	Syai.g_01292	Prav.g_00515
OG0000682	Syai.g_01293	Prav.g_00516
OG0000683	Syai.g_01294	Prav.g_00517
OG0000684	Syai.g_01299	Prav.g_00519
OG0000685	Syai.g_01301	Prav.g_00521
OG0000686	Syai.g_01302	Prav.g_00522
OG0000687	Syai.g_01303	Prav.g_00523
OG0000688	Syai.g_01307	Prav.g_00526
OG0000689	Syai.g_01309	Prav.g_00527
OG0000690	Syai.g_01310	Prav.g_00528
OG0000691	Syai.g_01311	Prav.g_00529
OG0000692	Syai.g_01312	Prav.g_00530
OG0000693	Syai.g_01313	Prav.g_00531
OG0000694	Syai.g_01314	Prav.g_00532
OG0000695	Syai.g_01553	Prav.g_00534
OG0000696	Syai.g_01552	Prav.g_00535
OG0000697	Syai.g_01550	Prav.g_00536
OG0000698	Syai.g_01547	Prav.g_00539
OG0000699	Syai.g_01545	Prav.g_00540
OG0000700	Syai.g_01544	Prav.g_00541
OG0000701	Syai.g_01543	Prav.g_00542
OG0000702	Syai.g_01521	Prav.g_00544
OG0000703	Syai.g_01520	Prav.g_00545
OG0000704	Syai.g_01518	Prav.g_00546
OG0000705	Syai.g_01511	Prav.g_00550
OG0000706	Syai.g_01510	Prav.g_00551
OG0000707	Syai.g_01509	Prav.g_00552
OG0000708	Syai.g_01506	Prav.g_00553
OG0000709	Syai.g_01497	Prav.g_00557
OG0000710	Syai.g_01487	Prav.g_00560
OG0000711	Syai.g_01456	Prav.g_00577
OG0000712	Syai.g_01454	Prav.g_00579
OG0000713	Syai.g_01453	Prav.g_00580
OG0000714	Syai.g_01451	Prav.g_00581
OG0000715	Syai.g_01449	Prav.g_00583
OG0000716	Syai.g_01445	Prav.g_00585
OG0000717	Syai.g_01444	Prav.g_00586
OG0000718	Syai.g_01440	Prav.g_00902
OG0000719	Syai.g_01438	Prav.g_00904
OG0000720	Syai.g_01425	Prav.g_00913
OG0000721	Syai.g_01423	Prav.g_00915
OG0000722	Syai.g_01422	Prav.g_00916
OG0000723	Syai.g_01411	Prav.g_00919
OG0000724	Syai.g_02013	Prav.g_00928
OG0000725	Syai.g_02004	Prav.g_00934
OG0000726	Syai.g_02003	Prav.g_00935
OG0000727	Syai.g_02002	Prav.g_00936
OG0000728	Syai.g_02000	Prav.g_00938
OG0000729	Syai.g_00097	Prav.g_00263
OG0000730	Syai.g_00483	Prav.g_00004
OG0000731	Syai.g_00495	Prav.g_00008
OG0000732	Syai.g_00058	Prav.g_00016
OG0000733	Syai.g_02805	Prav.g_00034
OG0000734	Syai.g_02548	Prav.g_00050
OG0000735	Syai.g_02159	Prav.g_00052
OG0000736	Syai.g_02158	Prav.g_00053
OG0000737	Syai.g_02157	Prav.g_00054
OG0000738	Syai.g_02152	Prav.g_00058
OG0000739	Syai.g_02151	Prav.g_00059
OG0000740	Syai.g_02150	Prav.g_00060
OG0000741	Syai.g_02147	Prav.g_00061
OG0000742	Syai.g_02145	Prav.g_00064
OG0000743	Syai.g_02143	Prav.g_00066
OG0000744	Syai.g_02142	Prav.g_00067
OG0000745	Syai.g_02140	Prav.g_00068
OG0000746	Syai.g_02138	Prav.g_00070
OG0000747	Syai.g_02137	Prav.g_00071
OG0000748	Syai.g_02125	Prav.g_00074
OG0000749	Syai.g_02123	Prav.g_00075
OG0000750	Syai.g_02122	Prav.g_00076
OG0000751	Syai.g_02116	Prav.g_01868
OG0000752	Syai.g_02114	Prav.g_01866
OG0000753	Syai.g_02111	Prav.g_01863
OG0000754	Syai.g_01750	Prav.g_01860
OG0000755	Syai.g_01760	Prav.g_01857
OG0000756	Syai.g_01761	Prav.g_01856
OG0000757	Syai.g_01769	Prav.g_01850
OG0000758	Syai.g_01770	Prav.g_01849
OG0000759	Syai.g_01771	Prav.g_01848
OG0000760	Syai.g_01772	Prav.g_01847
OG0000761	Syai.g_01775	Prav.g_01846
OG0000762	Syai.g_01777	Prav.g_01845
OG0000763	Syai.g_01779	Prav.g_01843
OG0000764	Syai.g_01780	Prav.g_01842
OG0000765	Syai.g_01797	Prav.g_01833
OG0000766	Syai.g_01798	Prav.g_01832
OG0000767	Syai.g_01800	Prav.g_01830
OG0000768	Syai.g_01801	Prav.g_01829
OG0000769	Syai.g_01803	Prav.g_01827
OG0000770	Syai.g_01822	Prav.g_01825
OG0000771	Syai.g_02019	Prav.g_02003
OG0000772	Syai.g_01639	Prav.g_01409
OG0000773	Syai.g_02164	Prav.g_01429
OG0000774	Syai.g_02168	Prav.g_01431
OG0000775	Syai.g_02172	Prav.g_01433
OG0000776	Syai.g_02173	Prav.g_01434
OG0000777	Syai.g_02174	Prav.g_01435
OG0000778	Syai.g_02175	Prav.g_01436
OG0000779	Syai.g_02181	Prav.g_01440
OG0000780	Syai.g_02184	Prav.g_01441
OG0000781	Syai.g_02188	Prav.g_01444
OG0000782	Syai.g_02189	Prav.g_01445
OG0000783	Syai.g_02190	Prav.g_01446
OG0000784	Syai.g_02191	Prav.g_01447
OG0000785	Syai.g_02193	Prav.g_01449
OG0000786	Syai.g_00816	Prav.g_01451
OG0000787	Syai.g_00815	Prav.g_01452
OG0000788	Syai.g_01117	Prav.g_01460
OG0000789	Syai.g_01596	Prav.g_01463
OG0000790	Syai.g_00623	Prav.g_01478
OG0000791	Syai.g_00621	Prav.g_01480
OG0000792	Syai.g_00620	Prav.g_01481
OG0000793	Syai.g_00615	Prav.g_01484
OG0000794	Syai.g_00614	Prav.g_01485
OG0000795	Syai.g_00613	Prav.g_01486
OG0000796	Syai.g_00609	Prav.g_01490
OG0000797	Syai.g_00608	Prav.g_01491
OG0000799	Syai.g_00996	Prav.g_01560
OG0000800	Syai.g_00993	Prav.g_01561
OG0000801	Syai.g_00992	Prav.g_01562
OG0000802	Syai.g_00988	Prav.g_01564
OG0000803	Syai.g_00983	Prav.g_01566
OG0000804	Syai.g_00980	Prav.g_01567
OG0000805	Syai.g_00965	Prav.g_01569
OG0000806	Syai.g_00963	Prav.g_01571
OG0000807	Syai.g_00961	Prav.g_01572
OG0000808	Syai.g_00960	Prav.g_01573
OG0000809	Syai.g_00957	Prav.g_01576
OG0000810	Syai.g_00956	Prav.g_01577
OG0000811	Syai.g_00950	Prav.g_01581
OG0000812	Syai.g_00948	Prav.g_01583
OG0000813	Syai.g_00947	Prav.g_01584
OG0000814	Syai.g_00945	Prav.g_01586
OG0000815	Syai.g_00944	Prav.g_01587
OG0000816	Syai.g_00942	Prav.g_01589
OG0000817	Syai.g_00941	Prav.g_01590
OG0000818	Syai.g_00935	Prav.g_01595
OG0000819	Syai.g_00934	Prav.g_01596
OG0000820	Syai.g_00933	Prav.g_01597
OG0000821	Syai.g_00916	Prav.g_01601
OG0000822	Syai.g_00914	Prav.g_01602
OG0000823	Syai.g_00913	Prav.g_01603
OG0000824	Syai.g_00907	Prav.g_01606
OG0000825	Syai.g_00906	Prav.g_01607
OG0000826	Syai.g_00905	Prav.g_01608
OG0000827	Syai.g_00904	Prav.g_01609
OG0000828	Syai.g_00900	Prav.g_01612
OG0000829	Syai.g_00899	Prav.g_01613
OG0000830	Syai.g_00898	Prav.g_01614
OG0000831	Syai.g_00896	Prav.g_01616
OG0000832	Syai.g_02296	Prav.g_01622
OG0000833	Syai.g_02305	Prav.g_01630
OG0000834	Syai.g_02307	Prav.g_01631
OG0000835	Syai.g_02308	Prav.g_01632
OG0000836	Syai.g_02312	Prav.g_01633
OG0000837	Syai.g_02313	Prav.g_01634
OG0000838	Syai.g_02323	Prav.g_01636
OG0000839	Syai.g_02324	Prav.g_01637
OG0000840	Syai.g_02325	Prav.g_01638
OG0000841	Syai.g_02326	Prav.g_01639
OG0000842	Syai.g_02327	Prav.g_01640
OG0000843	Syai.g_02328	Prav.g_01641
OG0000844	Syai.g_02330	Prav.g_01642
OG0000845	Syai.g_02331	Prav.g_01643
OG0000846	Syai.g_02332	Prav.g_01644
OG0000847	Syai.g_02333	Prav.g_01645
OG0000848	Syai.g_02335	Prav.g_01646
OG0000849	Syai.g_02336	Prav.g_01647
OG0000850	Syai.g_02339	Prav.g_01649
OG0000851	Syai.g_02352	Prav.g_01650
OG0000852	Syai.g_02353	Prav.g_01651
OG0000853	Syai.g_02357	Prav.g_01655
OG0000854	Syai.g_02359	Prav.g_01657
OG0000855	Syai.g_02360	Prav.g_01658
OG0000856	Syai.g_01078	Prav.g_01671
OG0000857	Syai.g_01356	Prav.g_01699
OG0000858	Syai.g_02366	Prav.g_01755
OG0000859	Syai.g_02367	Prav.g_01756
OG0000860	Syai.g_02380	Prav.g_01763
OG0000861	Syai.g_02381	Prav.g_01764
OG0000862	Syai.g_02382	Prav.g_01765
OG0000863	Syai.g_02385	Prav.g_01767
OG0000864	Syai.g_02386	Prav.g_01768
OG0000865	Syai.g_02387	Prav.g_01769
OG0000866	Syai.g_02388	Prav.g_01770
OG0000867	Syai.g_02389	Prav.g_01771
OG0000868	Syai.g_02392	Prav.g_01772
OG0000869	Syai.g_02396	Prav.g_01776
OG0000870	Syai.g_02401	Prav.g_01781
OG0000871	Syai.g_02402	Prav.g_01782
OG0000872	Syai.g_02409	Prav.g_01783
OG0000873	Syai.g_02412	Prav.g_01786
OG0000874	Syai.g_02408	Prav.g_01789
OG0000875	Syai.g_02416	Prav.g_01790
OG0000876	Syai.g_02243	Prav.g_01791
OG0000877	Syai.g_02250	Prav.g_01793
OG0000878	Syai.g_02251	Prav.g_01794
OG0000879	Syai.g_02252	Prav.g_01795
OG0000880	Syai.g_02253	Prav.g_01796
OG0000881	Syai.g_02257	Prav.g_01800
OG0000882	Syai.g_02262	Prav.g_01805
OG0000883	Syai.g_02264	Prav.g_01807
OG0000884	Syai.g_02266	Prav.g_01809
OG0000885	Syai.g_02267	Prav.g_01810
OG0000886	Syai.g_02268	Prav.g_01811
OG0000887	Syai.g_02269	Prav.g_01812
OG0000888	Syai.g_02271	Prav.g_01814
OG0000889	Syai.g_02273	Prav.g_01816
OG0000890	Syai.g_02279	Prav.g_01817
OG0000891	Syai.g_02280	Prav.g_01818
OG0000892	Syai.g_02282	Prav.g_00264
OG0000893	Syai.g_00318	Prav.g_00268
OG0000894	Syai.g_00321	Prav.g_00270
OG0000895	Syai.g_00325	Prav.g_00273
OG0000896	Syai.g_00326	Prav.g_00274
OG0000897	Syai.g_00328	Prav.g_00276
OG0000898	Syai.g_00329	Prav.g_00277
OG0000899	Syai.g_00330	Prav.g_00278
OG0000900	Syai.g_00331	Prav.g_00279
OG0000901	Syai.g_00336	Prav.g_00282
OG0000902	Syai.g_00338	Prav.g_00284
OG0000903	Syai.g_00353	Prav.g_00287
OG0000904	Syai.g_00348	Prav.g_00289
OG0000905	Syai.g_00342	Prav.g_00294
OG0000906	Syai.g_00340	Prav.g_00295
OG0000907	Syai.g_00358	Prav.g_00590
OG0000908	Syai.g_00361	Prav.g_00593
OG0000909	Syai.g_00362	Prav.g_00594
OG0000910	Syai.g_00363	Prav.g_00595
OG0000911	Syai.g_00365	Prav.g_00597
OG0000912	Syai.g_00366	Prav.g_00598
OG0000913	Syai.g_00367	Prav.g_00599
OG0000914	Syai.g_00368	Prav.g_00600
OG0000915	Syai.g_00370	Prav.g_00601
OG0000916	Syai.g_00371	Prav.g_00602
OG0000917	Syai.g_00372	Prav.g_00603
OG0000918	Syai.g_00373	Prav.g_00604
OG0000919	Syai.g_00374	Prav.g_00605
OG0000920	Syai.g_00375	Prav.g_00606
OG0000921	Syai.g_00376	Prav.g_00607
OG0000922	Syai.g_00377	Prav.g_00608
OG0000923	Syai.g_00381	Prav.g_00612
OG0000924	Syai.g_00382	Prav.g_00613
OG0000925	Syai.g_00383	Prav.g_00614
OG0000926	Syai.g_00384	Prav.g_00615
OG0000927	Syai.g_00386	Prav.g_00617
OG0000928	Syai.g_00387	Prav.g_00618
OG0000929	Syai.g_00388	Prav.g_00619
OG0000930	Syai.g_00389	Prav.g_00620
OG0000931	Syai.g_00390	Prav.g_00621
OG0000932	Syai.g_00391	Prav.g_00622
OG0000933	Syai.g_00397	Prav.g_00626
OG0000934	Syai.g_00399	Prav.g_00628
OG0000935	Syai.g_00400	Prav.g_00629
OG0000936	Syai.g_00401	Prav.g_00630
OG0000937	Syai.g_00402	Prav.g_00631
OG0000938	Syai.g_00405	Prav.g_00633
OG0000939	Syai.g_00406	Prav.g_00634
OG0000940	Syai.g_00413	Prav.g_00641
OG0000941	Syai.g_00415	Prav.g_00643
OG0000942	Syai.g_00417	Prav.g_00645
OG0000943	Syai.g_00418	Prav.g_00646
OG0000944	Syai.g_00420	Prav.g_00647
OG0000945	Syai.g_00422	Prav.g_00648
OG0000946	Syai.g_00428	Prav.g_00653
OG0000947	Syai.g_00431	Prav.g_00655
OG0000948	Syai.g_00432	Prav.g_00656
OG0000949	Syai.g_00174	Prav.g_00659
OG0000950	Syai.g_00163	Prav.g_00664
OG0000951	Syai.g_00158	Prav.g_00668
OG0000952	Syai.g_00136	Prav.g_00672
OG0000953	Syai.g_00132	Prav.g_00675
OG0000954	Syai.g_00127	Prav.g_00679
OG0000955	Syai.g_00126	Prav.g_00680
OG0000956	Syai.g_00124	Prav.g_00682
OG0000957	Syai.g_00113	Prav.g_00687
OG0000958	Syai.g_00112	Prav.g_00688
OG0000959	Syai.g_00108	Prav.g_00692
OG0000960	Syai.g_00107	Prav.g_00693
OG0000961	Syai.g_00100	Prav.g_00695
OG0000962	Syai.g_00098	Prav.g_00697
OG0000963	Syai.g_00094	Prav.g_00701
OG0000964	Syai.g_00093	Prav.g_00702
OG0000965	Syai.g_00092	Prav.g_00703
OG0000966	Syai.g_00082	Prav.g_00710
OG0000967	Syai.g_00077	Prav.g_00714
OG0000968	Syai.g_00085	Prav.g_00716
OG0000969	Syai.g_00080	Prav.g_00717
OG0000970	Syai.g_00079	Prav.g_00718
OG0000971	Syai.g_00074	Prav.g_00719
OG0000972	Syai.g_00073	Prav.g_00720
OG0000973	Syai.g_00072	Prav.g_00721
OG0000974	Syai.g_00071	Prav.g_00722
OG0000975	Syai.g_00070	Prav.g_00723
OG0000976	Syai.g_00069	Prav.g_00724
OG0000977	Syai.g_00067	Prav.g_00725
OG0000978	Syai.g_00065	Prav.g_00726
OG0000979	Syai.g_00062	Prav.g_00729
OG0000980	Syai.g_00059	Prav.g_00731
OG0000981	Syai.g_00056	Prav.g_00733
OG0000982	Syai.g_02777	Prav.g_00735
OG0000983	Syai.g_02778	Prav.g_00736
OG0000984	Syai.g_02779	Prav.g_00737
OG0000985	Syai.g_02781	Prav.g_00740
OG0000986	Syai.g_02784	Prav.g_00742
OG0000987	Syai.g_02786	Prav.g_00743
OG0000988	Syai.g_02790	Prav.g_00746
OG0000989	Syai.g_02797	Prav.g_00750
OG0000990	Syai.g_02825	Prav.g_00753
OG0000991	Syai.g_02827	Prav.g_00754
OG0000992	Syai.g_02830	Prav.g_00756
OG0000993	Syai.g_02831	Prav.g_00757
OG0000994	Syai.g_02834	Prav.g_00758
OG0000995	Syai.g_02840	Prav.g_00762
OG0000996	Syai.g_02891	Prav.g_00763
OG0000997	Syai.g_02900	Prav.g_00764
OG0000998	Syai.g_02902	Prav.g_00766
OG0000999	Syai.g_02903	Prav.g_00767
OG0001000	Syai.g_02906	Prav.g_00770
OG0001001	Syai.g_02911	Prav.g_00772
OG0001002	Syai.g_02918	Prav.g_00776
OG0001003	Syai.g_02919	Prav.g_00778
OG0001004	Syai.g_02920	Prav.g_00779
OG0001005	Syai.g_02921	Prav.g_00780
OG0001006	Syai.g_02931	Prav.g_00784
OG0001007	Syai.g_02933	Prav.g_00786
OG0001008	Syai.g_02227	Prav.g_01036
OG0001009	Syai.g_00034	Prav.g_00095
OG0001010	Syai.g_00035	Prav.g_00096
OG0001011	Syai.g_00037	Prav.g_00097
OG0001012	Syai.g_02773	Prav.g_00114
OG0001013	Syai.g_02750	Prav.g_00119
OG0001014	Syai.g_02726	Prav.g_00122
OG0001015	Syai.g_02725	Prav.g_00123
OG0001016	Syai.g_02479	Prav.g_00138
OG0001017	Syai.g_02485	Prav.g_00142
OG0001018	Syai.g_02487	Prav.g_00145
OG0001019	Syai.g_02508	Prav.g_00154
OG0001020	Syai.g_02516	Prav.g_00155
OG0001021	Syai.g_02523	Prav.g_00156
OG0001022	Syai.g_02528	Prav.g_00159
OG0001023	Syai.g_02529	Prav.g_00160
OG0001024	Syai.g_02533	Prav.g_00163
OG0001025	Syai.g_02540	Prav.g_00169
OG0001026	Syai.g_02550	Prav.g_00176
OG0001027	Syai.g_02555	Prav.g_00177
OG0001028	Syai.g_02557	Prav.g_00179
OG0001029	Syai.g_02559	Prav.g_00180
OG0001030	Syai.g_02580	Prav.g_00195
OG0001031	Syai.g_02656	Prav.g_00852
OG0001032	Syai.g_02658	Prav.g_00851
OG0001033	Syai.g_02685	Prav.g_00830
OG0001034	Syai.g_00537	Prav.g_00802
OG0001035	Syai.g_00295	Prav.g_01901
OG0001036	Syai.g_00290	Prav.g_01906
OG0001037	Syai.g_00288	Prav.g_01907
OG0001038	Syai.g_00261	Prav.g_01924
OG0001039	Syai.g_00258	Prav.g_01927
OG0001040	Syai.g_00255	Prav.g_01929
OG0001041	Syai.g_00250	Prav.g_01933
OG0001042	Syai.g_00225	Prav.g_01950
OG0001043	Syai.g_00221	Prav.g_01951
OG0001044	Syai.g_00485	Prav.g_01979
OG0001045	Syai.g_00498	Prav.g_01988
OG0001046	Syai.g_01471	Prav.g_00996
OG0001047	Syai.g_02225	Prav.g_01038
OG0001048	Syai.g_02224	Prav.g_01039
OG0001049	Syai.g_02215	Prav.g_01041
OG0001050	Syai.g_02214	Prav.g_01042
OG0001051	Syai.g_02213	Prav.g_01043
OG0001052	Syai.g_00861	Prav.g_01069
OG0001053	Syai.g_00641	Prav.g_01081
OG0001054	Syai.g_00658	Prav.g_01096
OG0001055	Syai.g_00679	Prav.g_01115
OG0001056	Syai.g_00713	Prav.g_01134
OG0001057	Syai.g_00721	Prav.g_01139
OG0001058	Syai.g_00734	Prav.g_01147
OG0001059	Syai.g_00738	Prav.g_01151
OG0001060	Syai.g_00744	Prav.g_01158
OG0001061	Syai.g_00765	Prav.g_01171
OG0001062	Syai.g_00767	Prav.g_01173
OG0001063	Syai.g_00774	Prav.g_01175
OG0001064	Syai.g_00775	Prav.g_01176
OG0001065	Syai.g_00776	Prav.g_01177
OG0001066	Syai.g_00777	Prav.g_01178
OG0001067	Syai.g_00778	Prav.g_01179
OG0001068	Syai.g_00779	Prav.g_01180
OG0001069	Syai.g_00780	Prav.g_01181
OG0001070	Syai.g_00783	Prav.g_01184
OG0001071	Syai.g_00784	Prav.g_01185
OG0001072	Syai.g_00788	Prav.g_01186
OG0001073	Syai.g_00807	Prav.g_01200
OG0001074	Syai.g_01051	Prav.g_01211
OG0001075	Syai.g_01053	Prav.g_01212
OG0001076	Syai.g_01069	Prav.g_01222
OG0001077	Syai.g_01081	Prav.g_01226
OG0001078	Syai.g_01105	Prav.g_01234
OG0001079	Syai.g_01118	Prav.g_01245
OG0001080	Syai.g_01606	Prav.g_01251
OG0001081	Syai.g_01222	Prav.g_01253
OG0001082	Syai.g_01223	Prav.g_01254
OG0001083	Syai.g_01230	Prav.g_01259
OG0001084	Syai.g_01231	Prav.g_01260
OG0001085	Syai.g_01241	Prav.g_01268
OG0001086	Syai.g_01243	Prav.g_01269
OG0001087	Syai.g_01953	Prav.g_01286
OG0001088	Syai.g_01957	Prav.g_01287
OG0001089	Syai.g_01996	Prav.g_01295
OG0001090	Syai.g_01387	Prav.g_00307
OG0001091	Syai.g_01389	Prav.g_00309
OG0001092	Syai.g_01391	Prav.g_00310
OG0001093	Syai.g_01397	Prav.g_00315
OG0001094	Syai.g_01315	Prav.g_00391
OG0001096	Syai.g_01371	Prav.g_00423
OG0001097	Syai.g_02057	Prav.g_00441
OG0001098	Syai.g_01603	Prav.g_00456
OG0001099	Syai.g_02558	Prav.g_00487
OG0001100	Syai.g_01253	Prav.g_00491
OG0001101	Syai.g_01254	Prav.g_00493
OG0001102	Syai.g_01257	Prav.g_00496
OG0001103	Syai.g_01260	Prav.g_00498
OG0001104	Syai.g_01300	Prav.g_00520
OG0001105	Syai.g_01304	Prav.g_00524
OG0001106	Syai.g_01517	Prav.g_00547
OG0001107	Syai.g_01505	Prav.g_00554
OG0001108	Syai.g_01496	Prav.g_00558
OG0001109	Syai.g_01488	Prav.g_00559
OG0001110	Syai.g_01486	Prav.g_00561
OG0001111	Syai.g_01484	Prav.g_00562
OG0001112	Syai.g_01482	Prav.g_00563
OG0001113	Syai.g_01481	Prav.g_00564
OG0001114	Syai.g_01480	Prav.g_00565
OG0001115	Syai.g_01476	Prav.g_00567
OG0001116	Syai.g_01474	Prav.g_00568
OG0001117	Syai.g_01473	Prav.g_00569
OG0001118	Syai.g_01472	Prav.g_00570
OG0001119	Syai.g_01470	Prav.g_00571
OG0001120	Syai.g_01466	Prav.g_00573
OG0001121	Syai.g_01676	Prav.g_00031, Prav.g_00576
OG0001122	Syai.g_01437	Prav.g_00905
OG0001123	Syai.g_01430	Prav.g_00909
OG0001124	Syai.g_01428	Prav.g_00911
OG0001125	Syai.g_01426	Prav.g_00912
OG0001126	Syai.g_02021	Prav.g_00922
OG0001127	Syai.g_02020	Prav.g_00923
OG0001128	Syai.g_02017	Prav.g_00925
OG0001129	Syai.g_02015	Prav.g_00926
OG0001130	Syai.g_02014	Prav.g_00927
OG0001131	Syai.g_01281	Prav.g_00242
OG0001132	Syai.g_01620	Prav.g_00252
OG0001133	Syai.g_01072	Prav.g_00019
OG0001134	Syai.g_01745	Prav.g_00033
OG0001135	Syai.g_01742	Prav.g_00036
OG0001136	Syai.g_02146	Prav.g_00062
OG0001137	Syai.g_02126	Prav.g_00073
OG0001138	Syai.g_01763	Prav.g_01855
OG0001139	Syai.g_01765	Prav.g_01854
OG0001140	Syai.g_01766	Prav.g_01853
OG0001141	Syai.g_01767	Prav.g_01852
OG0001142	Syai.g_01768	Prav.g_01851
OG0001143	Syai.g_01778	Prav.g_01844
OG0001144	Syai.g_01788	Prav.g_01839
OG0001145	Syai.g_02165	Prav.g_01430
OG0001146	Syai.g_02185	Prav.g_01442
OG0001147	Syai.g_00869	Prav.g_01459
OG0001148	Syai.g_00626	Prav.g_01475
OG0001149	Syai.g_00625	Prav.g_01476
OG0001150	Syai.g_00624	Prav.g_01477
OG0001151	Syai.g_00611	Prav.g_01488
OG0001152	Syai.g_00610	Prav.g_01489
OG0001153	Syai.g_00903	Prav.g_01610
OG0001154	Syai.g_00901	Prav.g_01611
OG0001155	Syai.g_02298	Prav.g_01623
OG0001156	Syai.g_02301	Prav.g_01626
OG0001157	Syai.g_02302	Prav.g_01627
OG0001158	Syai.g_02303	Prav.g_01628
OG0001159	Syai.g_02304	Prav.g_01629
OG0001160	Syai.g_02355	Prav.g_01653
OG0001161	Syai.g_02803	Prav.g_01664
