Orthogroup	Syai	Syao
OG0000593	Syai.g_01100	Syao.g_00890
OG0000594	Syai.g_01101	Syao.g_00891
OG0000595	Syai.g_01102	Syao.g_00892
OG0000596	Syai.g_01107	Syao.g_00897
OG0000597	Syai.g_01110	Syao.g_00900
OG0000598	Syai.g_01111	Syao.g_00901
OG0000599	Syai.g_01114	Syao.g_00908
OG0000600	Syai.g_01115	Syao.g_00909
OG0000601	Syai.g_01116	Syao.g_00910
OG0000602	Syai.g_01121	Syao.g_00914
OG0000603	Syai.g_01122	Syao.g_00915
OG0000604	Syai.g_01125	Syao.g_00918
OG0000606	Syai.g_01221	Syao.g_00924
OG0000607	Syai.g_01224	Syao.g_00927
OG0000608	Syai.g_01225	Syao.g_00928
OG0000609	Syai.g_01227	Syao.g_00930
OG0000610	Syai.g_01234	Syao.g_00940
OG0000611	Syai.g_01237	Syao.g_00943
OG0000612	Syai.g_01238	Syao.g_00944
OG0000613	Syai.g_00196	Syao.g_01979
OG0000614	Syai.g_01981	Syao.g_00375
OG0000615	Syai.g_01286	Syao.g_00978
OG0000616	Syai.g_02914	Syao.g_02342
OG0000617	Syai.g_01393	Syao.g_00486
OG0000618	Syai.g_01394	Syao.g_00485
OG0000619	Syai.g_01395	Syao.g_00484
OG0000620	Syai.g_01402	Syao.g_00479
OG0000621	Syai.g_01403	Syao.g_00478
OG0000622	Syai.g_01404	Syao.g_00476
OG0000623	Syai.g_01405	Syao.g_00475
OG0000624	Syai.g_01407	Syao.g_00473
OG0000625	Syai.g_01408	Syao.g_00472
OG0000626	Syai.g_01409	Syao.g_00471
OG0000627	Syai.g_01575	Syao.g_00567
OG0000628	Syai.g_01573	Syao.g_00566
OG0000629	Syai.g_01570	Syao.g_00590
OG0000630	Syai.g_01566	Syao.g_00585
OG0000631	Syai.g_01557	Syao.g_00644
OG0000632	Syai.g_01556	Syao.g_00643
OG0000633	Syai.g_01555	Syao.g_00642
OG0000634	Syai.g_01317	Syao.g_00752
OG0000635	Syai.g_01318	Syao.g_00753
OG0000636	Syai.g_01320	Syao.g_00755
OG0000637	Syai.g_01322	Syao.g_00757
OG0000638	Syai.g_01323	Syao.g_00758
OG0000639	Syai.g_01324	Syao.g_00759
OG0000640	Syai.g_01325	Syao.g_00760
OG0000641	Syai.g_01329	Syao.g_00764
OG0000642	Syai.g_01330	Syao.g_00765
OG0000643	Syai.g_01349	Syao.g_00767
OG0000644	Syai.g_01350	Syao.g_00768
OG0000645	Syai.g_01352	Syao.g_00770
OG0000646	Syai.g_01355	Syao.g_00773
OG0000647	Syai.g_01357	Syao.g_00775
OG0000648	Syai.g_01362	Syao.g_00777
OG0000649	Syai.g_01363	Syao.g_00778
OG0000650	Syai.g_01364	Syao.g_00779
OG0000651	Syai.g_01365	Syao.g_00780
OG0000652	Syai.g_01366	Syao.g_00781
OG0000653	Syai.g_01368	Syao.g_00783
OG0000654	Syai.g_01369	Syao.g_00784
OG0000655	Syai.g_01370	Syao.g_00785
OG0000656	Syai.g_01373	Syao.g_00789
OG0000657	Syai.g_02045	Syao.g_00435
OG0000658	Syai.g_02049	Syao.g_00560
OG0000659	Syai.g_02050	Syao.g_00559
OG0000660	Syai.g_02054	Syao.g_00555
OG0000662	Syai.g_02058	Syao.g_00535
OG0000663	Syai.g_02061	Syao.g_00532
OG0000664	Syai.g_02062	Syao.g_00530
OG0000665	Syai.g_02431	Syao.g_01436
OG0000666	Syai.g_01610	Syao.g_02120
OG0000667	Syai.g_01724	Syao.g_01375
OG0000668	Syai.g_01436	Syao.g_02678
OG0000669	Syai.g_01251	Syao.g_00955
OG0000670	Syai.g_00561	Syao.g_00958
OG0000671	Syai.g_01255	Syao.g_00960
OG0000672	Syai.g_01259	Syao.g_00963
OG0000673	Syai.g_01262	Syao.g_00966
OG0000674	Syai.g_01264	Syao.g_00968
OG0000675	Syai.g_01265	Syao.g_00969
OG0000676	Syai.g_01275	Syao.g_00971
OG0000677	Syai.g_01276	Syao.g_00972
OG0000678	Syai.g_01279	Syao.g_00974
OG0000679	Syai.g_01288	Syao.g_00981
OG0000680	Syai.g_01289	Syao.g_00982
OG0000681	Syai.g_01292	Syao.g_00985
OG0000682	Syai.g_01293	Syao.g_00986
OG0000683	Syai.g_01294	Syao.g_00987
OG0000684	Syai.g_01299	Syao.g_00990
OG0000685	Syai.g_01301	Syao.g_00733
OG0000686	Syai.g_01302	Syao.g_00734
OG0000687	Syai.g_01303	Syao.g_00735
OG0000688	Syai.g_01307	Syao.g_00741
OG0000689	Syai.g_01309	Syao.g_00743
OG0000690	Syai.g_01310	Syao.g_00744
OG0000691	Syai.g_01311	Syao.g_00745
OG0000692	Syai.g_01312	Syao.g_00747
OG0000693	Syai.g_01313	Syao.g_00748
OG0000694	Syai.g_01314	Syao.g_00749
OG0000695	Syai.g_01553	Syao.g_00639
OG0000696	Syai.g_01552	Syao.g_00638
OG0000697	Syai.g_01550	Syao.g_00636
OG0000698	Syai.g_01547	Syao.g_00633
OG0000699	Syai.g_01545	Syao.g_00631
OG0000700	Syai.g_01544	Syao.g_00630
OG0000701	Syai.g_01543	Syao.g_00629
OG0000702	Syai.g_01521	Syao.g_00705
OG0000703	Syai.g_01520	Syao.g_00693
OG0000704	Syai.g_01518	Syao.g_00689
OG0000705	Syai.g_01511	Syao.g_00682
OG0000706	Syai.g_01510	Syao.g_00681
OG0000707	Syai.g_01509	Syao.g_00680
OG0000708	Syai.g_01506	Syao.g_00677
OG0000709	Syai.g_01497	Syao.g_00670
OG0000710	Syai.g_01487	Syao.g_00666
OG0000711	Syai.g_01456	Syao.g_00815
OG0000712	Syai.g_01454	Syao.g_00813
OG0000713	Syai.g_01453	Syao.g_00812
OG0000714	Syai.g_01451	Syao.g_00810
OG0000715	Syai.g_01449	Syao.g_00808
OG0000716	Syai.g_01445	Syao.g_00804
OG0000717	Syai.g_01444	Syao.g_00803
OG0000718	Syai.g_01440	Syao.g_00794
OG0000719	Syai.g_01438	Syao.g_00444
OG0000720	Syai.g_01425	Syao.g_00457
OG0000721	Syai.g_01423	Syao.g_00459
OG0000722	Syai.g_01422	Syao.g_00460
OG0000723	Syai.g_01411	Syao.g_00469
OG0000724	Syai.g_02013	Syao.g_00513
OG0000725	Syai.g_02004	Syao.g_00385
OG0000726	Syai.g_02003	Syao.g_00384
OG0000727	Syai.g_02002	Syao.g_00383
OG0000728	Syai.g_02000	Syao.g_00381
OG0000729	Syai.g_00097	Syao.g_02190
OG0000730	Syai.g_00483	Syao.g_01880
OG0000731	Syai.g_00495	Syao.g_01868
OG0000732	Syai.g_00058	Syao.g_02218
OG0000733	Syai.g_02805	Syao.g_01427
OG0000734	Syai.g_02548	Syao.g_02592
OG0000735	Syai.g_02159	Syao.g_00140
OG0000736	Syai.g_02158	Syao.g_00139
OG0000737	Syai.g_02157	Syao.g_00138
OG0000738	Syai.g_02152	Syao.g_00132
OG0000739	Syai.g_02151	Syao.g_00131
OG0000740	Syai.g_02150	Syao.g_00130
OG0000741	Syai.g_02147	Syao.g_00127
OG0000742	Syai.g_02145	Syao.g_00124
OG0000743	Syai.g_02143	Syao.g_00217
OG0000744	Syai.g_02142	Syao.g_00216
OG0000745	Syai.g_02140	Syao.g_00213
OG0000746	Syai.g_02138	Syao.g_00210
OG0000747	Syai.g_02137	Syao.g_00208
OG0000748	Syai.g_02125	Syao.g_00193
OG0000749	Syai.g_02123	Syao.g_00192
OG0000750	Syai.g_02122	Syao.g_00191
OG0000751	Syai.g_02116	Syao.g_00185
OG0000752	Syai.g_02114	Syao.g_00183
OG0000753	Syai.g_02111	Syao.g_00180
OG0000754	Syai.g_01750	Syao.g_00175
OG0000755	Syai.g_01760	Syao.g_00021
OG0000756	Syai.g_01761	Syao.g_00229
OG0000757	Syai.g_01769	Syao.g_00252
OG0000758	Syai.g_01770	Syao.g_00251
OG0000759	Syai.g_01771	Syao.g_00250
OG0000760	Syai.g_01772	Syao.g_00249
OG0000761	Syai.g_01775	Syao.g_00248
OG0000762	Syai.g_01777	Syao.g_00246
OG0000763	Syai.g_01779	Syao.g_00242
OG0000764	Syai.g_01780	Syao.g_00241
OG0000765	Syai.g_01797	Syao.g_00267
OG0000766	Syai.g_01798	Syao.g_00266
OG0000767	Syai.g_01800	Syao.g_00264
OG0000768	Syai.g_01801	Syao.g_00263
OG0000769	Syai.g_01803	Syao.g_00261
OG0000770	Syai.g_01822	Syao.g_00257
OG0000771	Syai.g_02019	Syao.g_00506
OG0000772	Syai.g_01639	Syao.g_01523
OG0000773	Syai.g_02164	Syao.g_01447
OG0000774	Syai.g_02168	Syao.g_01442
OG0000775	Syai.g_02172	Syao.g_01440
OG0000776	Syai.g_02173	Syao.g_01439
OG0000777	Syai.g_02174	Syao.g_01438
OG0000778	Syai.g_02175	Syao.g_01437
OG0000779	Syai.g_02181	Syao.g_01469
OG0000780	Syai.g_02184	Syao.g_01456
OG0000781	Syai.g_02188	Syao.g_01452
OG0000782	Syai.g_02189	Syao.g_01451
OG0000783	Syai.g_02190	Syao.g_01450
OG0000784	Syai.g_02191	Syao.g_01449
OG0000785	Syai.g_02193	Syao.g_01481
OG0000786	Syai.g_00816	Syao.g_01473
OG0000787	Syai.g_00815	Syao.g_01472
OG0000788	Syai.g_01117	Syao.g_00870
OG0000789	Syai.g_01596	Syao.g_00623
OG0000790	Syai.g_00623	Syao.g_00041, Syao.g_00315
OG0000791	Syai.g_00621	Syao.g_00043
OG0000792	Syai.g_00620	Syao.g_00044
OG0000793	Syai.g_00615	Syao.g_02700
OG0000794	Syai.g_00614	Syao.g_02703
OG0000795	Syai.g_00613	Syao.g_02704
OG0000796	Syai.g_00609	Syao.g_02708
OG0000797	Syai.g_00608	Syao.g_02709
OG0000798	Syai.g_00262	Syao.g_02066
OG0000799	Syai.g_00996	Syao.g_01525
OG0000800	Syai.g_00993	Syao.g_01526
OG0000801	Syai.g_00992	Syao.g_01527
OG0000802	Syai.g_00988	Syao.g_01531
OG0000803	Syai.g_00983	Syao.g_01534
OG0000804	Syai.g_00980	Syao.g_01537
OG0000805	Syai.g_00965	Syao.g_01502
OG0000806	Syai.g_00963	Syao.g_01504
OG0000807	Syai.g_00961	Syao.g_01506
OG0000808	Syai.g_00960	Syao.g_01507
OG0000809	Syai.g_00957	Syao.g_01511
OG0000810	Syai.g_00956	Syao.g_01482
OG0000811	Syai.g_00950	Syao.g_01490
OG0000812	Syai.g_00948	Syao.g_01492
OG0000813	Syai.g_00947	Syao.g_01493
OG0000814	Syai.g_00945	Syao.g_01495
OG0000815	Syai.g_00944	Syao.g_01499
OG0000816	Syai.g_00942	Syao.g_01471
OG0000817	Syai.g_00941	Syao.g_01519
OG0000818	Syai.g_00935	Syao.g_00062
OG0000819	Syai.g_00934	Syao.g_00063
OG0000820	Syai.g_00933	Syao.g_00064
OG0000821	Syai.g_00916	Syao.g_00070
OG0000822	Syai.g_00914	Syao.g_00072
OG0000823	Syai.g_00913	Syao.g_00073
OG0000824	Syai.g_00907	Syao.g_00079
OG0000825	Syai.g_00906	Syao.g_00080
OG0000826	Syai.g_00905	Syao.g_00081
OG0000827	Syai.g_00904	Syao.g_00082
OG0000828	Syai.g_00900	Syao.g_00085
OG0000829	Syai.g_00899	Syao.g_00086
OG0000830	Syai.g_00898	Syao.g_00087
OG0000831	Syai.g_00896	Syao.g_00089
OG0000832	Syai.g_02296	Syao.g_01696
OG0000833	Syai.g_02305	Syao.g_01612
OG0000834	Syai.g_02307	Syao.g_01610
OG0000835	Syai.g_02308	Syao.g_01609
OG0000836	Syai.g_02312	Syao.g_01606
OG0000837	Syai.g_02313	Syao.g_01605
OG0000838	Syai.g_02323	Syao.g_01601
OG0000839	Syai.g_02324	Syao.g_01600
OG0000840	Syai.g_02325	Syao.g_01599
OG0000841	Syai.g_02326	Syao.g_01598
OG0000842	Syai.g_02327	Syao.g_01597
OG0000843	Syai.g_02328	Syao.g_01596
OG0000844	Syai.g_02330	Syao.g_01594
OG0000845	Syai.g_02331	Syao.g_01593
OG0000846	Syai.g_02332	Syao.g_01592
OG0000847	Syai.g_02333	Syao.g_01591
OG0000848	Syai.g_02335	Syao.g_01589
OG0000849	Syai.g_02336	Syao.g_01588
OG0000850	Syai.g_02339	Syao.g_01585
OG0000851	Syai.g_02352	Syao.g_01582
OG0000852	Syai.g_02353	Syao.g_01581
OG0000853	Syai.g_02357	Syao.g_01577
OG0000854	Syai.g_02359	Syao.g_01575
OG0000855	Syai.g_02360	Syao.g_01574
OG0000856	Syai.g_01078	Syao.g_01327
OG0000857	Syai.g_01356	Syao.g_00774
OG0000858	Syai.g_02366	Syao.g_01567
OG0000859	Syai.g_02367	Syao.g_01566
OG0000860	Syai.g_02380	Syao.g_01552
OG0000861	Syai.g_02381	Syao.g_01551
OG0000862	Syai.g_02382	Syao.g_01542
OG0000863	Syai.g_02385	Syao.g_01540
OG0000864	Syai.g_02386	Syao.g_01017
OG0000866	Syai.g_02388	Syao.g_01686
OG0000867	Syai.g_02389	Syao.g_01685
OG0000868	Syai.g_02392	Syao.g_01682
OG0000869	Syai.g_02396	Syao.g_01677
OG0000870	Syai.g_02401	Syao.g_01672
OG0000871	Syai.g_02402	Syao.g_01671
OG0000872	Syai.g_02409	Syao.g_01665
OG0000873	Syai.g_02412	Syao.g_01662
OG0000874	Syai.g_02408	Syao.g_01660
OG0000875	Syai.g_02416	Syao.g_01658
OG0000876	Syai.g_02243	Syao.g_00536
OG0000877	Syai.g_02250	Syao.g_01654
OG0000878	Syai.g_02251	Syao.g_01653
OG0000879	Syai.g_02252	Syao.g_01652
OG0000880	Syai.g_02253	Syao.g_01651
OG0000881	Syai.g_02257	Syao.g_01647
OG0000882	Syai.g_02262	Syao.g_01642
OG0000883	Syai.g_02264	Syao.g_01638
OG0000884	Syai.g_02266	Syao.g_01636
OG0000885	Syai.g_02267	Syao.g_01635
OG0000886	Syai.g_02268	Syao.g_01634
OG0000887	Syai.g_02269	Syao.g_01633
OG0000888	Syai.g_02271	Syao.g_01631
OG0000889	Syai.g_02273	Syao.g_01629
OG0000890	Syai.g_02279	Syao.g_01626
OG0000891	Syai.g_02280	Syao.g_01625
OG0000892	Syai.g_02282	Syao.g_01695
OG0000893	Syai.g_00318	Syao.g_01934
OG0000894	Syai.g_00321	Syao.g_01937
OG0000895	Syai.g_00325	Syao.g_01916
OG0000896	Syai.g_00326	Syao.g_01917
OG0000897	Syai.g_00328	Syao.g_01919
OG0000898	Syai.g_00329	Syao.g_01920
OG0000899	Syai.g_00330	Syao.g_01921
OG0000900	Syai.g_00331	Syao.g_01922
OG0000901	Syai.g_00336	Syao.g_01927
OG0000902	Syai.g_00338	Syao.g_01929
OG0000903	Syai.g_00353	Syao.g_01798
OG0000904	Syai.g_00348	Syao.g_01804
OG0000905	Syai.g_00342	Syao.g_01862
OG0000906	Syai.g_00340	Syao.g_01931
OG0000907	Syai.g_00358	Syao.g_01796
OG0000908	Syai.g_00361	Syao.g_01793
OG0000909	Syai.g_00362	Syao.g_01792
OG0000910	Syai.g_00363	Syao.g_01791
OG0000911	Syai.g_00365	Syao.g_01789
OG0000912	Syai.g_00366	Syao.g_01788
OG0000913	Syai.g_00367	Syao.g_01787
OG0000914	Syai.g_00368	Syao.g_01786
OG0000915	Syai.g_00370	Syao.g_01784
OG0000916	Syai.g_00371	Syao.g_01783
OG0000917	Syai.g_00372	Syao.g_01782
OG0000918	Syai.g_00373	Syao.g_01781
OG0000919	Syai.g_00374	Syao.g_01780
OG0000920	Syai.g_00375	Syao.g_01779
OG0000921	Syai.g_00376	Syao.g_01778
OG0000922	Syai.g_00377	Syao.g_01777
OG0000923	Syai.g_00381	Syao.g_01772
OG0000924	Syai.g_00382	Syao.g_01771
OG0000925	Syai.g_00383	Syao.g_01770
OG0000926	Syai.g_00384	Syao.g_01769
OG0000927	Syai.g_00386	Syao.g_01767
OG0000928	Syai.g_00387	Syao.g_01766
OG0000929	Syai.g_00388	Syao.g_01765
OG0000930	Syai.g_00389	Syao.g_01764
OG0000931	Syai.g_00390	Syao.g_01763
OG0000932	Syai.g_00391	Syao.g_01762
OG0000933	Syai.g_00397	Syao.g_01811
OG0000934	Syai.g_00399	Syao.g_01809
OG0000935	Syai.g_00400	Syao.g_01808
OG0000936	Syai.g_00401	Syao.g_01843
OG0000937	Syai.g_00402	Syao.g_01842
OG0000938	Syai.g_00405	Syao.g_01839
OG0000939	Syai.g_00406	Syao.g_01838
OG0000940	Syai.g_00413	Syao.g_01830
OG0000941	Syai.g_00415	Syao.g_01828
OG0000942	Syai.g_00417	Syao.g_01826
OG0000943	Syai.g_00418	Syao.g_01824
OG0000944	Syai.g_00420	Syao.g_01822
OG0000945	Syai.g_00422	Syao.g_01821
OG0000946	Syai.g_00428	Syao.g_01852
OG0000947	Syai.g_00431	Syao.g_01849
OG0000948	Syai.g_00432	Syao.g_01848
OG0000949	Syai.g_00174	Syao.g_01970
OG0000950	Syai.g_00163	Syao.g_01957
OG0000951	Syai.g_00158	Syao.g_02262
OG0000952	Syai.g_00136	Syao.g_02266
OG0000953	Syai.g_00132	Syao.g_02130
OG0000954	Syai.g_00127	Syao.g_02135
OG0000955	Syai.g_00126	Syao.g_02136
OG0000956	Syai.g_00124	Syao.g_02138
OG0000957	Syai.g_00113	Syao.g_01951
OG0000958	Syai.g_00112	Syao.g_01950
OG0000959	Syai.g_00108	Syao.g_01947
OG0000960	Syai.g_00107	Syao.g_01946
OG0000961	Syai.g_00100	Syao.g_02496
OG0000962	Syai.g_00098	Syao.g_02191
OG0000963	Syai.g_00094	Syao.g_02186
OG0000964	Syai.g_00093	Syao.g_02185
OG0000965	Syai.g_00092	Syao.g_02184
OG0000966	Syai.g_00082	Syao.g_02172
OG0000967	Syai.g_00077	Syao.g_02167
OG0000968	Syai.g_00085	Syao.g_02199
OG0000969	Syai.g_00080	Syao.g_02200
OG0000970	Syai.g_00079	Syao.g_02201
OG0000971	Syai.g_00074	Syao.g_02203
OG0000972	Syai.g_00073	Syao.g_02204
OG0000973	Syai.g_00072	Syao.g_02205
OG0000974	Syai.g_00071	Syao.g_02206
OG0000975	Syai.g_00070	Syao.g_02207
OG0000976	Syai.g_00069	Syao.g_02208
OG0000977	Syai.g_00067	Syao.g_02210
OG0000978	Syai.g_00065	Syao.g_02211
OG0000979	Syai.g_00062	Syao.g_02214
OG0000980	Syai.g_00059	Syao.g_02217
OG0000981	Syai.g_00056	Syao.g_02220
OG0000982	Syai.g_02777	Syao.g_02437
OG0000983	Syai.g_02778	Syao.g_02438
OG0000984	Syai.g_02779	Syao.g_02439
OG0000985	Syai.g_02781	Syao.g_02443
OG0000986	Syai.g_02784	Syao.g_02445
OG0000987	Syai.g_02786	Syao.g_02447
OG0000988	Syai.g_02790	Syao.g_02452
OG0000989	Syai.g_02797	Syao.g_02368
OG0000990	Syai.g_02825	Syao.g_02362
OG0000991	Syai.g_02827	Syao.g_02354
OG0000992	Syai.g_02830	Syao.g_02279
OG0000993	Syai.g_02831	Syao.g_02280
OG0000994	Syai.g_02834	Syao.g_02283
OG0000995	Syai.g_02840	Syao.g_02287
OG0000996	Syai.g_02891	Syao.g_02305
OG0000997	Syai.g_02900	Syao.g_02326
OG0000998	Syai.g_02902	Syao.g_02328
OG0000999	Syai.g_02903	Syao.g_02329
OG0001000	Syai.g_02906	Syao.g_02333
OG0001001	Syai.g_02911	Syao.g_02338
OG0001002	Syai.g_02918	Syao.g_02345
OG0001003	Syai.g_02919	Syao.g_02347
OG0001004	Syai.g_02920	Syao.g_02348
OG0001005	Syai.g_02921	Syao.g_02194
OG0001006	Syai.g_02931	Syao.g_02159
OG0001007	Syai.g_02933	Syao.g_02161
OG0001008	Syai.g_02227	Syao.g_01737
OG0001009	Syai.g_00034	Syao.g_02239
OG0001010	Syai.g_00035	Syao.g_02238
OG0001011	Syai.g_00037	Syao.g_02236
OG0001012	Syai.g_02773	Syao.g_00322
OG0001013	Syai.g_02750	Syao.g_02413
OG0001014	Syai.g_02726	Syao.g_02407
OG0001015	Syai.g_02725	Syao.g_02406
OG0001016	Syai.g_02479	Syao.g_02622
OG0001017	Syai.g_02485	Syao.g_02628
OG0001018	Syai.g_02487	Syao.g_02630
OG0001019	Syai.g_02508	Syao.g_02654
OG0001020	Syai.g_02516	Syao.g_02663
OG0001021	Syai.g_02523	Syao.g_02666
OG0001022	Syai.g_02528	Syao.g_02670
OG0001023	Syai.g_02529	Syao.g_02671
OG0001024	Syai.g_02533	Syao.g_01018
OG0001025	Syai.g_02540	Syao.g_02597
OG0001026	Syai.g_02550	Syao.g_02594
OG0001027	Syai.g_02555	Syao.g_02564
OG0001028	Syai.g_02557	Syao.g_02568
OG0001029	Syai.g_02559	Syao.g_02570
OG0001030	Syai.g_02580	Syao.g_02545
OG0001031	Syai.g_02656	Syao.g_02528
OG0001032	Syai.g_02658	Syao.g_02530
OG0001033	Syai.g_02685	Syao.g_01016
OG0001034	Syai.g_00537	Syao.g_01704
OG0001035	Syai.g_00295	Syao.g_02101
OG0001036	Syai.g_00290	Syao.g_02096
OG0001037	Syai.g_00288	Syao.g_02094
OG0001038	Syai.g_00261	Syao.g_02065
OG0001039	Syai.g_00258	Syao.g_02062
OG0001040	Syai.g_00255	Syao.g_02059
OG0001041	Syai.g_00250	Syao.g_02055
OG0001042	Syai.g_00225	Syao.g_02032
OG0001043	Syai.g_00221	Syao.g_02028
OG0001044	Syai.g_00485	Syao.g_01878
OG0001045	Syai.g_00498	Syao.g_01865
OG0001046	Syai.g_01471	Syao.g_00827
OG0001047	Syai.g_02225	Syao.g_01739
OG0001048	Syai.g_02224	Syao.g_01740
OG0001049	Syai.g_02215	Syao.g_01616
OG0001050	Syai.g_02214	Syao.g_01618
OG0001051	Syai.g_02213	Syao.g_01619
OG0001052	Syai.g_00861	Syao.g_02686
OG0001053	Syai.g_00641	Syao.g_00025
OG0001054	Syai.g_00658	Syao.g_00104
OG0001055	Syai.g_00679	Syao.g_00156
OG0001056	Syai.g_00713	Syao.g_01417
OG0001057	Syai.g_00721	Syao.g_00879
OG0001058	Syai.g_00734	Syao.g_00862
OG0001059	Syai.g_00738	Syao.g_00858
OG0001060	Syai.g_00744	Syao.g_00852
OG0001062	Syai.g_00767	Syao.g_01050
OG0001063	Syai.g_00774	Syao.g_01042
OG0001064	Syai.g_00775	Syao.g_01041
OG0001065	Syai.g_00776	Syao.g_01040
OG0001066	Syai.g_00777	Syao.g_01039
OG0001067	Syai.g_00778	Syao.g_01038
OG0001068	Syai.g_00779	Syao.g_01037
OG0001069	Syai.g_00780	Syao.g_01036
OG0001070	Syai.g_00783	Syao.g_01032
OG0001071	Syai.g_00784	Syao.g_01031
OG0001072	Syai.g_00788	Syao.g_01027
OG0001073	Syai.g_00807	Syao.g_00991
OG0001074	Syai.g_01051	Syao.g_00392
OG0001075	Syai.g_01053	Syao.g_00391
OG0001076	Syai.g_01069	Syao.g_01339
OG0001077	Syai.g_01081	Syao.g_01323
OG0001078	Syai.g_01105	Syao.g_00895
OG0001079	Syai.g_01118	Syao.g_00911
OG0001081	Syai.g_01222	Syao.g_00925
OG0001082	Syai.g_01223	Syao.g_00926
OG0001083	Syai.g_01230	Syao.g_00934
OG0001084	Syai.g_01231	Syao.g_00935
OG0001085	Syai.g_01241	Syao.g_00947
OG0001086	Syai.g_01243	Syao.g_00949
OG0001087	Syai.g_01953	Syao.g_01419
OG0001088	Syai.g_01957	Syao.g_00211
OG0001089	Syai.g_01996	Syao.g_00376
OG0001090	Syai.g_01387	Syao.g_00494
OG0001091	Syai.g_01389	Syao.g_00491
OG0001092	Syai.g_01391	Syao.g_00489
OG0001093	Syai.g_01397	Syao.g_00482
OG0001094	Syai.g_01315	Syao.g_00750
OG0001096	Syai.g_01371	Syao.g_00786
OG0001097	Syai.g_02057	Syao.g_00552
OG0001098	Syai.g_01603	Syao.g_00731
OG0001099	Syai.g_02558	Syao.g_02569
OG0001100	Syai.g_01253	Syao.g_00957
OG0001101	Syai.g_01254	Syao.g_00959
OG0001102	Syai.g_01257	Syao.g_00962
OG0001103	Syai.g_01260	Syao.g_00964
OG0001105	Syai.g_01304	Syao.g_00736
OG0001106	Syai.g_01517	Syao.g_00688
OG0001107	Syai.g_01505	Syao.g_00676
OG0001108	Syai.g_01496	Syao.g_00669
OG0001109	Syai.g_01488	Syao.g_00667
OG0001110	Syai.g_01486	Syao.g_00665
OG0001111	Syai.g_01484	Syao.g_00663
OG0001112	Syai.g_01482	Syao.g_00661
OG0001113	Syai.g_01481	Syao.g_00660
OG0001114	Syai.g_01480	Syao.g_00659
OG0001115	Syai.g_01476	Syao.g_00832
OG0001116	Syai.g_01474	Syao.g_00830
OG0001117	Syai.g_01473	Syao.g_00829
OG0001118	Syai.g_01472	Syao.g_00828
OG0001119	Syai.g_01470	Syao.g_00826
OG0001120	Syai.g_01466	Syao.g_00822
OG0001121	Syai.g_01676	Syao.g_01294
OG0001122	Syai.g_01437	Syao.g_00445
OG0001123	Syai.g_01430	Syao.g_00451
OG0001124	Syai.g_01428	Syao.g_00453
OG0001125	Syai.g_01426	Syao.g_00456
OG0001126	Syai.g_02021	Syao.g_00504
OG0001127	Syai.g_02020	Syao.g_00505
OG0001128	Syai.g_02017	Syao.g_00508
OG0001129	Syai.g_02015	Syao.g_00510
OG0001130	Syai.g_02014	Syao.g_00511
OG0001131	Syai.g_01281	Syao.g_01387
OG0001132	Syai.g_01620	Syao.g_01221
OG0001133	Syai.g_01072	Syao.g_01333
OG0001134	Syai.g_01745	Syao.g_01428
OG0001135	Syai.g_01742	Syao.g_01424
OG0001136	Syai.g_02146	Syao.g_00126
OG0001137	Syai.g_02126	Syao.g_00194
OG0001138	Syai.g_01763	Syao.g_00227
OG0001139	Syai.g_01765	Syao.g_00225
OG0001140	Syai.g_01766	Syao.g_00224
OG0001141	Syai.g_01767	Syao.g_00254
OG0001142	Syai.g_01768	Syao.g_00253
OG0001143	Syai.g_01778	Syao.g_00243
OG0001144	Syai.g_01788	Syao.g_00276
OG0001145	Syai.g_02165	Syao.g_01446
OG0001146	Syai.g_02185	Syao.g_01455
OG0001147	Syai.g_00869	Syao.g_00095
OG0001148	Syai.g_00626	Syao.g_00038
OG0001149	Syai.g_00625	Syao.g_00039
OG0001150	Syai.g_00624	Syao.g_00040
OG0001151	Syai.g_00611	Syao.g_02706
OG0001152	Syai.g_00610	Syao.g_02707
OG0001153	Syai.g_00903	Syao.g_00083
OG0001154	Syai.g_00901	Syao.g_00084
OG0001155	Syai.g_02298	Syao.g_01747
OG0001156	Syai.g_02301	Syao.g_01744
OG0001157	Syai.g_02302	Syao.g_01743
OG0001158	Syai.g_02303	Syao.g_01742
OG0001159	Syai.g_02304	Syao.g_01741
OG0001160	Syai.g_02355	Syao.g_01579
OG0001161	Syai.g_02803	Syao.g_02373
OG0001162	Syai.g_01374	Syao.g_02650
OG0001163	Syai.g_02363	Syao.g_01571
OG0001164	Syai.g_02369	Syao.g_01564
OG0001165	Syai.g_02374	Syao.g_01559
OG0001166	Syai.g_02400	Syao.g_01673
OG0001167	Syai.g_02254	Syao.g_01006
OG0001168	Syai.g_02256	Syao.g_01648
OG0001169	Syai.g_02258	Syao.g_01646
OG0001170	Syai.g_02260	Syao.g_01644
OG0001171	Syai.g_02270	Syao.g_01632
OG0001172	Syai.g_00323	Syao.g_01914
OG0001173	Syai.g_00324	Syao.g_01915
OG0001174	Syai.g_00332	Syao.g_01923
OG0001175	Syai.g_00333	Syao.g_01924
OG0001176	Syai.g_00352	Syao.g_01799
OG0001177	Syai.g_00350	Syao.g_01802
OG0001178	Syai.g_02383	Syao.g_01541
OG0001179	Syai.g_00385	Syao.g_01768
OG0001180	Syai.g_00410	Syao.g_01833
OG0001181	Syai.g_00414	Syao.g_01829
