Orthogroup	Syai	Prbf
OG0000555	Syai.g_00725	Prbf.g_01823
OG0000556	Syai.g_00728	Prbf.g_01825
OG0000557	Syai.g_00730	Prbf.g_01826
OG0000558	Syai.g_00732	Prbf.g_01828
OG0000559	Syai.g_00736	Prbf.g_01832
OG0000560	Syai.g_00739	Prbf.g_01835
OG0000561	Syai.g_00740	Prbf.g_01836
OG0000562	Syai.g_00741	Prbf.g_01837
OG0000563	Syai.g_00742	Prbf.g_01838
OG0000564	Syai.g_00743	Prbf.g_01839
OG0000565	Syai.g_00746	Prbf.g_01841
OG0000566	Syai.g_00750	Prbf.g_01845
OG0000567	Syai.g_00754	Prbf.g_01849
OG0000568	Syai.g_00758	Prbf.g_01850
OG0000569	Syai.g_00759	Prbf.g_01851
OG0000570	Syai.g_00760	Prbf.g_01852
OG0000571	Syai.g_00764	Prbf.g_01854
OG0000572	Syai.g_00782	Prbf.g_01868
OG0000573	Syai.g_00790	Prbf.g_01874
OG0000574	Syai.g_00796	Prbf.g_01875
OG0000575	Syai.g_00800	Prbf.g_01879
OG0000576	Syai.g_00802	Prbf.g_01881
OG0000577	Syai.g_00803	Prbf.g_01882
OG0000578	Syai.g_00804	Prbf.g_01883
OG0000579	Syai.g_00805	Prbf.g_01884
OG0000580	Syai.g_00806	Prbf.g_01885
OG0000581	Syai.g_00812	Prbf.g_01888
OG0000582	Syai.g_01042	Prbf.g_01891
OG0000583	Syai.g_01043	Prbf.g_01892
OG0000584	Syai.g_01044	Prbf.g_01893
OG0000585	Syai.g_01046	Prbf.g_01895
OG0000586	Syai.g_01047	Prbf.g_01896
OG0000587	Syai.g_01049	Prbf.g_01897
OG0000588	Syai.g_01063	Prbf.g_01901
OG0000589	Syai.g_01066	Prbf.g_01903
OG0000590	Syai.g_01067	Prbf.g_01904
OG0000591	Syai.g_01075	Prbf.g_01908
OG0000592	Syai.g_01076	Prbf.g_01909
OG0000593	Syai.g_01100	Prbf.g_00979
OG0000594	Syai.g_01101	Prbf.g_00980
OG0000595	Syai.g_01102	Prbf.g_00981
OG0000596	Syai.g_01107	Prbf.g_00985
OG0000597	Syai.g_01110	Prbf.g_00988
OG0000598	Syai.g_01111	Prbf.g_00989
OG0000599	Syai.g_01114	Prbf.g_00992
OG0000600	Syai.g_01115	Prbf.g_00993
OG0000601	Syai.g_01116	Prbf.g_00994
OG0000602	Syai.g_01121	Prbf.g_00996
OG0000603	Syai.g_01122	Prbf.g_00997
OG0000604	Syai.g_01125	Prbf.g_00998
OG0000605	Syai.g_01609	Prbf.g_00999
OG0000606	Syai.g_01221	Prbf.g_01002
OG0000607	Syai.g_01224	Prbf.g_01005
OG0000608	Syai.g_01225	Prbf.g_01006
OG0000609	Syai.g_01227	Prbf.g_01007
OG0000610	Syai.g_01234	Prbf.g_01013
OG0000611	Syai.g_01237	Prbf.g_01016
OG0000612	Syai.g_01238	Prbf.g_01017
OG0000613	Syai.g_00196	Prbf.g_01290
OG0000614	Syai.g_01981	Prbf.g_01269
OG0000615	Syai.g_01286	Prbf.g_01258
OG0000616	Syai.g_02914	Prbf.g_00404
OG0000617	Syai.g_01393	Prbf.g_01033
OG0000618	Syai.g_01394	Prbf.g_01034
OG0000619	Syai.g_01395	Prbf.g_01035
OG0000620	Syai.g_01402	Prbf.g_01038
OG0000621	Syai.g_01403	Prbf.g_01039
OG0000622	Syai.g_01404	Prbf.g_01040
OG0000623	Syai.g_01405	Prbf.g_01041
OG0000624	Syai.g_01407	Prbf.g_01043
OG0000625	Syai.g_01408	Prbf.g_01044
OG0000626	Syai.g_01409	Prbf.g_01045
OG0000627	Syai.g_01575	Prbf.g_01046
OG0000628	Syai.g_01573	Prbf.g_01047
OG0000629	Syai.g_01570	Prbf.g_01048
OG0000630	Syai.g_01566	Prbf.g_01051
OG0000631	Syai.g_01557	Prbf.g_01144
OG0000632	Syai.g_01556	Prbf.g_01143
OG0000633	Syai.g_01555	Prbf.g_01142
OG0000634	Syai.g_01317	Prbf.g_01249
OG0000635	Syai.g_01318	Prbf.g_01248
OG0000636	Syai.g_01320	Prbf.g_01246
OG0000637	Syai.g_01322	Prbf.g_01244
OG0000638	Syai.g_01323	Prbf.g_01243
OG0000639	Syai.g_01324	Prbf.g_01242
OG0000640	Syai.g_01325	Prbf.g_01241
OG0000641	Syai.g_01329	Prbf.g_01237
OG0000642	Syai.g_01330	Prbf.g_01236
OG0000643	Syai.g_01349	Prbf.g_01235
OG0000644	Syai.g_01350	Prbf.g_01234
OG0000645	Syai.g_01352	Prbf.g_01233
OG0000646	Syai.g_01355	Prbf.g_01231
OG0000647	Syai.g_01357	Prbf.g_01229
OG0000648	Syai.g_01362	Prbf.g_01227
OG0000649	Syai.g_01363	Prbf.g_01226
OG0000650	Syai.g_01364	Prbf.g_01225
OG0000651	Syai.g_01365	Prbf.g_01224
OG0000652	Syai.g_01366	Prbf.g_01223
OG0000653	Syai.g_01368	Prbf.g_01221
OG0000654	Syai.g_01369	Prbf.g_01220
OG0000655	Syai.g_01370	Prbf.g_01219
OG0000656	Syai.g_01373	Prbf.g_01216
OG0000657	Syai.g_02045	Prbf.g_01208
OG0000658	Syai.g_02049	Prbf.g_01206
OG0000659	Syai.g_02050	Prbf.g_01205
OG0000660	Syai.g_02054	Prbf.g_01201
OG0000661	Syai.g_02056	Prbf.g_01199
OG0000662	Syai.g_02058	Prbf.g_01197
OG0000663	Syai.g_02061	Prbf.g_01195
OG0000664	Syai.g_02062	Prbf.g_01194
OG0000665	Syai.g_02431	Prbf.g_01188
OG0000666	Syai.g_01610	Prbf.g_01187
OG0000667	Syai.g_01724	Prbf.g_01183
OG0000668	Syai.g_01436	Prbf.g_00838
OG0000669	Syai.g_01251	Prbf.g_01331
OG0000670	Syai.g_00561	Prbf.g_01328
OG0000671	Syai.g_01255	Prbf.g_01325
OG0000672	Syai.g_01259	Prbf.g_01322
OG0000673	Syai.g_01262	Prbf.g_01319
OG0000674	Syai.g_01264	Prbf.g_01317
OG0000675	Syai.g_01265	Prbf.g_01316
OG0000676	Syai.g_01275	Prbf.g_01314
OG0000677	Syai.g_01276	Prbf.g_01313
OG0000678	Syai.g_01279	Prbf.g_01311
OG0000679	Syai.g_01288	Prbf.g_01307
OG0000680	Syai.g_01289	Prbf.g_01306
OG0000681	Syai.g_01292	Prbf.g_01303
OG0000682	Syai.g_01293	Prbf.g_01302
OG0000683	Syai.g_01294	Prbf.g_01301
OG0000684	Syai.g_01299	Prbf.g_01299
OG0000685	Syai.g_01301	Prbf.g_01297
OG0000686	Syai.g_01302	Prbf.g_01296
OG0000687	Syai.g_01303	Prbf.g_01295
OG0000688	Syai.g_01307	Prbf.g_01021
OG0000689	Syai.g_01309	Prbf.g_01022
OG0000690	Syai.g_01310	Prbf.g_01023
OG0000691	Syai.g_01311	Prbf.g_01024
OG0000692	Syai.g_01312	Prbf.g_01026
OG0000693	Syai.g_01313	Prbf.g_01027
OG0000694	Syai.g_01314	Prbf.g_01028
OG0000695	Syai.g_01553	Prbf.g_01140
OG0000696	Syai.g_01552	Prbf.g_01139
OG0000697	Syai.g_01550	Prbf.g_01138
OG0000698	Syai.g_01547	Prbf.g_01135
OG0000699	Syai.g_01545	Prbf.g_01134
OG0000700	Syai.g_01544	Prbf.g_01133
OG0000701	Syai.g_01543	Prbf.g_01132
OG0000702	Syai.g_01521	Prbf.g_01130
OG0000703	Syai.g_01520	Prbf.g_01129
OG0000704	Syai.g_01518	Prbf.g_01127
OG0000705	Syai.g_01511	Prbf.g_01124
OG0000706	Syai.g_01510	Prbf.g_01123
OG0000707	Syai.g_01509	Prbf.g_01122
OG0000708	Syai.g_01506	Prbf.g_01120
OG0000709	Syai.g_01497	Prbf.g_01116
OG0000710	Syai.g_01487	Prbf.g_01113
OG0000711	Syai.g_01456	Prbf.g_01095
OG0000712	Syai.g_01454	Prbf.g_01094
OG0000713	Syai.g_01453	Prbf.g_01093
OG0000714	Syai.g_01451	Prbf.g_01092
OG0000715	Syai.g_01449	Prbf.g_01090
OG0000716	Syai.g_01445	Prbf.g_01088
OG0000717	Syai.g_01444	Prbf.g_01087
OG0000718	Syai.g_01440	Prbf.g_01083
OG0000719	Syai.g_01438	Prbf.g_01081
OG0000720	Syai.g_01425	Prbf.g_01069
OG0000721	Syai.g_01423	Prbf.g_01065
OG0000722	Syai.g_01422	Prbf.g_01064
OG0000723	Syai.g_01411	Prbf.g_01060
OG0000724	Syai.g_02013	Prbf.g_01165
OG0000725	Syai.g_02004	Prbf.g_01171
OG0000726	Syai.g_02003	Prbf.g_01172
OG0000727	Syai.g_02002	Prbf.g_01173
OG0000728	Syai.g_02000	Prbf.g_01175
OG0000729	Syai.g_00097	Prbf.g_00048
OG0000730	Syai.g_00483	Prbf.g_00876
OG0000731	Syai.g_00495	Prbf.g_01684
OG0000732	Syai.g_00058	Prbf.g_00453
OG0000733	Syai.g_02805	Prbf.g_00787
OG0000734	Syai.g_02548	Prbf.g_00902
OG0000735	Syai.g_02159	Prbf.g_00904
OG0000736	Syai.g_02158	Prbf.g_00905
OG0000737	Syai.g_02157	Prbf.g_00906
OG0000738	Syai.g_02152	Prbf.g_00910
OG0000739	Syai.g_02151	Prbf.g_00911
OG0000740	Syai.g_02150	Prbf.g_00912
OG0000741	Syai.g_02147	Prbf.g_00914
OG0000742	Syai.g_02145	Prbf.g_00917
OG0000743	Syai.g_02143	Prbf.g_00919
OG0000744	Syai.g_02142	Prbf.g_00920
OG0000745	Syai.g_02140	Prbf.g_00921
OG0000746	Syai.g_02138	Prbf.g_00923
OG0000747	Syai.g_02137	Prbf.g_00924
OG0000748	Syai.g_02125	Prbf.g_00928
OG0000749	Syai.g_02123	Prbf.g_00929
OG0000750	Syai.g_02122	Prbf.g_00930
OG0000751	Syai.g_02116	Prbf.g_00933
OG0000752	Syai.g_02114	Prbf.g_00935
OG0000753	Syai.g_02111	Prbf.g_00937
OG0000754	Syai.g_01750	Prbf.g_00940
OG0000755	Syai.g_01760	Prbf.g_00946
OG0000756	Syai.g_01761	Prbf.g_00947
OG0000757	Syai.g_01769	Prbf.g_00954
OG0000758	Syai.g_01770	Prbf.g_00955
OG0000759	Syai.g_01771	Prbf.g_00956
OG0000760	Syai.g_01772	Prbf.g_00957
OG0000761	Syai.g_01775	Prbf.g_00958
OG0000762	Syai.g_01777	Prbf.g_00959
OG0000763	Syai.g_01779	Prbf.g_00961
OG0000764	Syai.g_01780	Prbf.g_00962
OG0000765	Syai.g_01797	Prbf.g_00970
OG0000766	Syai.g_01798	Prbf.g_00971
OG0000767	Syai.g_01800	Prbf.g_00973
OG0000768	Syai.g_01801	Prbf.g_00974
OG0000769	Syai.g_01803	Prbf.g_00976
OG0000770	Syai.g_01822	Prbf.g_01914
OG0000771	Syai.g_02019	Prbf.g_00253
OG0000772	Syai.g_01639	Prbf.g_00767
OG0000773	Syai.g_02164	Prbf.g_00035
OG0000774	Syai.g_02168	Prbf.g_00033
OG0000775	Syai.g_02172	Prbf.g_00031
OG0000776	Syai.g_02173	Prbf.g_00030
OG0000777	Syai.g_02174	Prbf.g_00029
OG0000778	Syai.g_02175	Prbf.g_00028
OG0000779	Syai.g_02181	Prbf.g_00024
OG0000780	Syai.g_02184	Prbf.g_00023
OG0000781	Syai.g_02188	Prbf.g_00019
OG0000782	Syai.g_02189	Prbf.g_00018
OG0000783	Syai.g_02190	Prbf.g_00017
OG0000784	Syai.g_02191	Prbf.g_00016
OG0000785	Syai.g_02193	Prbf.g_00014
OG0000786	Syai.g_00816	Prbf.g_00011
OG0000787	Syai.g_00815	Prbf.g_00010
OG0000788	Syai.g_01117	Prbf.g_01782
OG0000789	Syai.g_01596	Prbf.g_00256
OG0000790	Syai.g_00623	Prbf.g_00100
OG0000791	Syai.g_00621	Prbf.g_00102
OG0000792	Syai.g_00620	Prbf.g_00103
OG0000793	Syai.g_00615	Prbf.g_00106
OG0000794	Syai.g_00614	Prbf.g_00107
OG0000795	Syai.g_00613	Prbf.g_00108
OG0000796	Syai.g_00609	Prbf.g_00112
OG0000797	Syai.g_00608	Prbf.g_00113
OG0000799	Syai.g_00996	Prbf.g_00140
OG0000800	Syai.g_00993	Prbf.g_00141
OG0000801	Syai.g_00992	Prbf.g_00142
OG0000802	Syai.g_00988	Prbf.g_00144
OG0000803	Syai.g_00983	Prbf.g_00146
OG0000804	Syai.g_00980	Prbf.g_00147
OG0000805	Syai.g_00965	Prbf.g_00149
OG0000806	Syai.g_00963	Prbf.g_00151
OG0000807	Syai.g_00961	Prbf.g_00152
OG0000808	Syai.g_00960	Prbf.g_00153
OG0000809	Syai.g_00957	Prbf.g_00155
OG0000810	Syai.g_00956	Prbf.g_00156
OG0000811	Syai.g_00950	Prbf.g_00160
OG0000812	Syai.g_00948	Prbf.g_00162
OG0000813	Syai.g_00947	Prbf.g_00163
OG0000814	Syai.g_00945	Prbf.g_00165
OG0000815	Syai.g_00944	Prbf.g_00166
OG0000816	Syai.g_00942	Prbf.g_00168
OG0000817	Syai.g_00941	Prbf.g_00169
OG0000818	Syai.g_00935	Prbf.g_00174
OG0000819	Syai.g_00934	Prbf.g_00175
OG0000820	Syai.g_00933	Prbf.g_00176
OG0000821	Syai.g_00916	Prbf.g_00180
OG0000822	Syai.g_00914	Prbf.g_00181
OG0000823	Syai.g_00913	Prbf.g_00182
OG0000824	Syai.g_00907	Prbf.g_00185
OG0000825	Syai.g_00906	Prbf.g_00186
OG0000826	Syai.g_00905	Prbf.g_00187
OG0000827	Syai.g_00904	Prbf.g_00188
OG0000828	Syai.g_00900	Prbf.g_00191
OG0000829	Syai.g_00899	Prbf.g_00192
OG0000830	Syai.g_00898	Prbf.g_00193
OG0000831	Syai.g_00896	Prbf.g_00195
OG0000832	Syai.g_02296	Prbf.g_00205
OG0000833	Syai.g_02305	Prbf.g_00214
OG0000834	Syai.g_02307	Prbf.g_00215
OG0000835	Syai.g_02308	Prbf.g_00216
OG0000836	Syai.g_02312	Prbf.g_00217
OG0000837	Syai.g_02313	Prbf.g_00218
OG0000838	Syai.g_02323	Prbf.g_00220
OG0000839	Syai.g_02324	Prbf.g_00221
OG0000840	Syai.g_02325	Prbf.g_00222
OG0000841	Syai.g_02326	Prbf.g_00223
OG0000842	Syai.g_02327	Prbf.g_00224
OG0000843	Syai.g_02328	Prbf.g_00225
OG0000844	Syai.g_02330	Prbf.g_00226
OG0000845	Syai.g_02331	Prbf.g_00227
OG0000846	Syai.g_02332	Prbf.g_00228
OG0000847	Syai.g_02333	Prbf.g_00229
OG0000848	Syai.g_02335	Prbf.g_00230
OG0000849	Syai.g_02336	Prbf.g_00231
OG0000850	Syai.g_02339	Prbf.g_00233
OG0000851	Syai.g_02352	Prbf.g_00234
OG0000852	Syai.g_02353	Prbf.g_00235
OG0000853	Syai.g_02357	Prbf.g_00241
OG0000854	Syai.g_02359	Prbf.g_00243
OG0000855	Syai.g_02360	Prbf.g_00244
OG0000856	Syai.g_01078	Prbf.g_01911
OG0000857	Syai.g_01356	Prbf.g_01230
OG0000858	Syai.g_02366	Prbf.g_00700
OG0000859	Syai.g_02367	Prbf.g_00699
OG0000860	Syai.g_02380	Prbf.g_00691
OG0000861	Syai.g_02381	Prbf.g_00690
OG0000862	Syai.g_02382	Prbf.g_00689
OG0000863	Syai.g_02385	Prbf.g_00687
OG0000864	Syai.g_02386	Prbf.g_00686
OG0000865	Syai.g_02387	Prbf.g_00685
OG0000866	Syai.g_02388	Prbf.g_00684
OG0000867	Syai.g_02389	Prbf.g_00683
OG0000868	Syai.g_02392	Prbf.g_00681
OG0000869	Syai.g_02396	Prbf.g_00678
OG0000870	Syai.g_02401	Prbf.g_00673
OG0000871	Syai.g_02402	Prbf.g_00672
OG0000872	Syai.g_02409	Prbf.g_00671
OG0000873	Syai.g_02412	Prbf.g_00668
OG0000874	Syai.g_02408	Prbf.g_00665
OG0000875	Syai.g_02416	Prbf.g_00664
OG0000876	Syai.g_02243	Prbf.g_00663
OG0000877	Syai.g_02250	Prbf.g_00661
OG0000878	Syai.g_02251	Prbf.g_00660
OG0000879	Syai.g_02252	Prbf.g_00659
OG0000880	Syai.g_02253	Prbf.g_00658
OG0000881	Syai.g_02257	Prbf.g_00654
OG0000882	Syai.g_02262	Prbf.g_00649
OG0000883	Syai.g_02264	Prbf.g_00647
OG0000884	Syai.g_02266	Prbf.g_00645
OG0000885	Syai.g_02267	Prbf.g_00644
OG0000886	Syai.g_02268	Prbf.g_00643
OG0000887	Syai.g_02269	Prbf.g_00642
OG0000888	Syai.g_02271	Prbf.g_00640
OG0000889	Syai.g_02273	Prbf.g_00638
OG0000890	Syai.g_02279	Prbf.g_00637
OG0000891	Syai.g_02280	Prbf.g_00636
OG0000892	Syai.g_02282	Prbf.g_00634
OG0000893	Syai.g_00318	Prbf.g_00630
OG0000894	Syai.g_00321	Prbf.g_00627
OG0000895	Syai.g_00325	Prbf.g_00623
OG0000896	Syai.g_00326	Prbf.g_00622
OG0000897	Syai.g_00328	Prbf.g_00620
OG0000898	Syai.g_00329	Prbf.g_00619
OG0000899	Syai.g_00330	Prbf.g_00618
OG0000900	Syai.g_00331	Prbf.g_00617
OG0000901	Syai.g_00336	Prbf.g_00614
OG0000902	Syai.g_00338	Prbf.g_00612
OG0000903	Syai.g_00353	Prbf.g_00608
OG0000904	Syai.g_00348	Prbf.g_00604
OG0000905	Syai.g_00342	Prbf.g_00610
OG0000906	Syai.g_00340	Prbf.g_00611
OG0000907	Syai.g_00358	Prbf.g_00601
OG0000908	Syai.g_00361	Prbf.g_00598
OG0000909	Syai.g_00362	Prbf.g_00597
OG0000910	Syai.g_00363	Prbf.g_00596
OG0000911	Syai.g_00365	Prbf.g_00594
OG0000912	Syai.g_00366	Prbf.g_00593
OG0000913	Syai.g_00367	Prbf.g_00592
OG0000914	Syai.g_00368	Prbf.g_00591
OG0000915	Syai.g_00370	Prbf.g_00590
OG0000916	Syai.g_00371	Prbf.g_00589
OG0000917	Syai.g_00372	Prbf.g_00588
OG0000918	Syai.g_00373	Prbf.g_00587
OG0000919	Syai.g_00374	Prbf.g_00586
OG0000920	Syai.g_00375	Prbf.g_00585
OG0000921	Syai.g_00376	Prbf.g_00584
OG0000922	Syai.g_00377	Prbf.g_00583
OG0000923	Syai.g_00381	Prbf.g_00579
OG0000924	Syai.g_00382	Prbf.g_00578
OG0000925	Syai.g_00383	Prbf.g_00577
OG0000926	Syai.g_00384	Prbf.g_00576
OG0000927	Syai.g_00386	Prbf.g_00574
OG0000928	Syai.g_00387	Prbf.g_00573
OG0000929	Syai.g_00388	Prbf.g_00572
OG0000930	Syai.g_00389	Prbf.g_00571
OG0000931	Syai.g_00390	Prbf.g_00570
OG0000932	Syai.g_00391	Prbf.g_00569
OG0000933	Syai.g_00397	Prbf.g_00565
OG0000934	Syai.g_00399	Prbf.g_00563
OG0000935	Syai.g_00400	Prbf.g_00562
OG0000936	Syai.g_00401	Prbf.g_00561
OG0000937	Syai.g_00402	Prbf.g_00560
OG0000938	Syai.g_00405	Prbf.g_00557
OG0000939	Syai.g_00406	Prbf.g_00556
OG0000940	Syai.g_00413	Prbf.g_00549
OG0000941	Syai.g_00415	Prbf.g_00547
OG0000942	Syai.g_00417	Prbf.g_00545
OG0000943	Syai.g_00418	Prbf.g_00544
OG0000944	Syai.g_00420	Prbf.g_00542
OG0000945	Syai.g_00422	Prbf.g_00541
OG0000946	Syai.g_00428	Prbf.g_00536
OG0000947	Syai.g_00431	Prbf.g_00534
OG0000948	Syai.g_00432	Prbf.g_00533
OG0000949	Syai.g_00174	Prbf.g_00530
OG0000950	Syai.g_00163	Prbf.g_00523
OG0000951	Syai.g_00158	Prbf.g_00519
OG0000952	Syai.g_00136	Prbf.g_00515
OG0000953	Syai.g_00132	Prbf.g_00511
OG0000954	Syai.g_00127	Prbf.g_00507
OG0000955	Syai.g_00126	Prbf.g_00506
OG0000956	Syai.g_00124	Prbf.g_00504
OG0000957	Syai.g_00113	Prbf.g_00498
OG0000958	Syai.g_00112	Prbf.g_00497
OG0000959	Syai.g_00108	Prbf.g_00493
OG0000960	Syai.g_00107	Prbf.g_00492
OG0000961	Syai.g_00100	Prbf.g_00488
OG0000962	Syai.g_00098	Prbf.g_00486
OG0000963	Syai.g_00094	Prbf.g_00482
OG0000964	Syai.g_00093	Prbf.g_00481
OG0000965	Syai.g_00092	Prbf.g_00480
OG0000966	Syai.g_00082	Prbf.g_00474
OG0000967	Syai.g_00077	Prbf.g_00470
OG0000968	Syai.g_00085	Prbf.g_00468
OG0000969	Syai.g_00080	Prbf.g_00467
OG0000970	Syai.g_00079	Prbf.g_00466
OG0000971	Syai.g_00074	Prbf.g_00465
OG0000972	Syai.g_00073	Prbf.g_00464
OG0000973	Syai.g_00072	Prbf.g_00463
OG0000974	Syai.g_00071	Prbf.g_00462
OG0000975	Syai.g_00070	Prbf.g_00461
OG0000976	Syai.g_00069	Prbf.g_00460
OG0000977	Syai.g_00067	Prbf.g_00459
OG0000978	Syai.g_00065	Prbf.g_00458
OG0000979	Syai.g_00062	Prbf.g_00456
OG0000980	Syai.g_00059	Prbf.g_00454
OG0000981	Syai.g_00056	Prbf.g_00451
OG0000982	Syai.g_02777	Prbf.g_00449
OG0000983	Syai.g_02778	Prbf.g_00448
OG0000984	Syai.g_02779	Prbf.g_00447
OG0000985	Syai.g_02781	Prbf.g_00444
OG0000986	Syai.g_02784	Prbf.g_00442
OG0000987	Syai.g_02786	Prbf.g_00441
OG0000988	Syai.g_02790	Prbf.g_00438
OG0000989	Syai.g_02797	Prbf.g_00434
OG0000990	Syai.g_02825	Prbf.g_00430
OG0000991	Syai.g_02827	Prbf.g_00429
OG0000992	Syai.g_02830	Prbf.g_00426
OG0000993	Syai.g_02831	Prbf.g_00425
OG0000994	Syai.g_02834	Prbf.g_00424
OG0000995	Syai.g_02840	Prbf.g_00420
OG0000996	Syai.g_02891	Prbf.g_00419
OG0000997	Syai.g_02900	Prbf.g_00416
OG0000998	Syai.g_02902	Prbf.g_00414
OG0000999	Syai.g_02903	Prbf.g_00413
OG0001000	Syai.g_02906	Prbf.g_00410
OG0001001	Syai.g_02911	Prbf.g_00407
OG0001002	Syai.g_02918	Prbf.g_00402
OG0001003	Syai.g_02919	Prbf.g_00401
OG0001004	Syai.g_02920	Prbf.g_00400
OG0001005	Syai.g_02921	Prbf.g_00399
OG0001006	Syai.g_02931	Prbf.g_00395
OG0001007	Syai.g_02933	Prbf.g_00393
OG0001008	Syai.g_02227	Prbf.g_01721
OG0001009	Syai.g_00034	Prbf.g_01349
OG0001010	Syai.g_00035	Prbf.g_01350
OG0001011	Syai.g_00037	Prbf.g_01352
OG0001012	Syai.g_02773	Prbf.g_01366
OG0001013	Syai.g_02750	Prbf.g_01373
OG0001014	Syai.g_02726	Prbf.g_01376
OG0001015	Syai.g_02725	Prbf.g_01378
OG0001016	Syai.g_02479	Prbf.g_01400
OG0001017	Syai.g_02485	Prbf.g_01404
OG0001018	Syai.g_02487	Prbf.g_01406
OG0001019	Syai.g_02508	Prbf.g_01415
OG0001020	Syai.g_02516	Prbf.g_01416
OG0001021	Syai.g_02523	Prbf.g_01417
OG0001022	Syai.g_02528	Prbf.g_01420
OG0001023	Syai.g_02529	Prbf.g_01421
OG0001024	Syai.g_02533	Prbf.g_01425
OG0001025	Syai.g_02540	Prbf.g_01432
OG0001026	Syai.g_02550	Prbf.g_01441
OG0001027	Syai.g_02555	Prbf.g_01442
OG0001028	Syai.g_02557	Prbf.g_01444
OG0001029	Syai.g_02559	Prbf.g_01445
OG0001030	Syai.g_02580	Prbf.g_01461
OG0001031	Syai.g_02656	Prbf.g_01521
OG0001032	Syai.g_02658	Prbf.g_01522
OG0001033	Syai.g_02685	Prbf.g_01543
OG0001034	Syai.g_00537	Prbf.g_01574
OG0001035	Syai.g_00295	Prbf.g_01594
OG0001036	Syai.g_00290	Prbf.g_01598
OG0001037	Syai.g_00288	Prbf.g_01599
OG0001038	Syai.g_00261	Prbf.g_01618
OG0001039	Syai.g_00258	Prbf.g_01621
OG0001040	Syai.g_00255	Prbf.g_01623
OG0001041	Syai.g_00250	Prbf.g_01628
OG0001042	Syai.g_00225	Prbf.g_01645
OG0001043	Syai.g_00221	Prbf.g_01646
OG0001044	Syai.g_00485	Prbf.g_01677
OG0001045	Syai.g_00498	Prbf.g_01686
OG0001046	Syai.g_01471	Prbf.g_00741
OG0001047	Syai.g_02225	Prbf.g_01723
OG0001048	Syai.g_02224	Prbf.g_01724
OG0001049	Syai.g_02215	Prbf.g_01726
OG0001050	Syai.g_02214	Prbf.g_01727
OG0001051	Syai.g_02213	Prbf.g_01728
OG0001052	Syai.g_00861	Prbf.g_01754
OG0001053	Syai.g_00641	Prbf.g_01766
OG0001054	Syai.g_00658	Prbf.g_01781
OG0001055	Syai.g_00679	Prbf.g_01800
OG0001056	Syai.g_00713	Prbf.g_01817
OG0001057	Syai.g_00721	Prbf.g_01822
OG0001058	Syai.g_00734	Prbf.g_01830
OG0001059	Syai.g_00738	Prbf.g_01834
OG0001060	Syai.g_00744	Prbf.g_01840
OG0001061	Syai.g_00765	Prbf.g_01855
OG0001062	Syai.g_00767	Prbf.g_01857
OG0001063	Syai.g_00774	Prbf.g_01859
OG0001064	Syai.g_00775	Prbf.g_01860
OG0001065	Syai.g_00776	Prbf.g_01861
OG0001066	Syai.g_00777	Prbf.g_01862
OG0001067	Syai.g_00778	Prbf.g_01863
OG0001068	Syai.g_00779	Prbf.g_01864
OG0001069	Syai.g_00780	Prbf.g_01865
OG0001070	Syai.g_00783	Prbf.g_01869
OG0001071	Syai.g_00784	Prbf.g_01870
OG0001072	Syai.g_00788	Prbf.g_01872
OG0001073	Syai.g_00807	Prbf.g_01886
OG0001074	Syai.g_01051	Prbf.g_01898
OG0001075	Syai.g_01053	Prbf.g_01899
OG0001076	Syai.g_01069	Prbf.g_01906
OG0001077	Syai.g_01081	Prbf.g_01912
OG0001078	Syai.g_01105	Prbf.g_00983
OG0001079	Syai.g_01118	Prbf.g_00995
OG0001080	Syai.g_01606	Prbf.g_01001
OG0001081	Syai.g_01222	Prbf.g_01003
OG0001082	Syai.g_01223	Prbf.g_01004
OG0001083	Syai.g_01230	Prbf.g_01009
OG0001084	Syai.g_01231	Prbf.g_01010
OG0001085	Syai.g_01241	Prbf.g_01293
OG0001086	Syai.g_01243	Prbf.g_01292
OG0001087	Syai.g_01953	Prbf.g_01274
OG0001088	Syai.g_01957	Prbf.g_01273
OG0001089	Syai.g_01996	Prbf.g_01262
OG0001090	Syai.g_01387	Prbf.g_01252
OG0001091	Syai.g_01389	Prbf.g_01030
OG0001092	Syai.g_01391	Prbf.g_01031
OG0001093	Syai.g_01397	Prbf.g_01036
OG0001094	Syai.g_01315	Prbf.g_01029
OG0001096	Syai.g_01371	Prbf.g_01218
OG0001097	Syai.g_02057	Prbf.g_01198
OG0001098	Syai.g_01603	Prbf.g_01179
OG0001099	Syai.g_02558	Prbf.g_00833
OG0001100	Syai.g_01253	Prbf.g_01329
OG0001101	Syai.g_01254	Prbf.g_01326
OG0001102	Syai.g_01257	Prbf.g_01323
OG0001103	Syai.g_01260	Prbf.g_01321
OG0001104	Syai.g_01300	Prbf.g_01298
OG0001105	Syai.g_01304	Prbf.g_01294
OG0001106	Syai.g_01517	Prbf.g_01126
OG0001107	Syai.g_01505	Prbf.g_01119
OG0001108	Syai.g_01496	Prbf.g_01115
OG0001109	Syai.g_01488	Prbf.g_01114
OG0001110	Syai.g_01486	Prbf.g_01112
OG0001111	Syai.g_01484	Prbf.g_01111
OG0001112	Syai.g_01482	Prbf.g_01110
OG0001113	Syai.g_01481	Prbf.g_01109
OG0001114	Syai.g_01480	Prbf.g_01108
OG0001115	Syai.g_01476	Prbf.g_01106
