Orthogroup	Syat	Pram
OG0000591	Syat.g_03308	Pram.g_00564
OG0000592	Syat.g_03307	Pram.g_00565
OG0000593	Syat.g_00113	Pram.g_01078
OG0000594	Syat.g_00114	Pram.g_01077
OG0000595	Syat.g_00115	Pram.g_01076
OG0000596	Syat.g_00129	Pram.g_01073
OG0000597	Syat.g_00132	Pram.g_01070
OG0000598	Syat.g_00133	Pram.g_01069
OG0000599	Syat.g_00381	Pram.g_01066
OG0000600	Syat.g_00380	Pram.g_01065
OG0000601	Syat.g_00379	Pram.g_01064
OG0000602	Syat.g_00375	Pram.g_01062
OG0000603	Syat.g_00374	Pram.g_01061
OG0000604	Syat.g_00372	Pram.g_01060
OG0000605	Syat.g_00370	Pram.g_01059
OG0000606	Syat.g_00367	Pram.g_01056
OG0000607	Syat.g_00364	Pram.g_01053
OG0000608	Syat.g_00363	Pram.g_01052
OG0000609	Syat.g_00344	Pram.g_01051
OG0000610	Syat.g_00399	Pram.g_01045
OG0000611	Syat.g_00402	Pram.g_01042
OG0000612	Syat.g_00403	Pram.g_01041
OG0000613	Syat.g_02129	Pram.g_00763
OG0000614	Syat.g_01084	Pram.g_00784
OG0000615	Syat.g_00442	Pram.g_00795
OG0000616	Syat.g_02397	Pram.g_01927
OG0000617	Syat.g_00665	Pram.g_01024
OG0000618	Syat.g_00666	Pram.g_01023
OG0000619	Syat.g_00667	Pram.g_01022
OG0000620	Syat.g_02591	Pram.g_01019
OG0000621	Syat.g_02590	Pram.g_01018
OG0000622	Syat.g_02572	Pram.g_01017
OG0000623	Syat.g_00672	Pram.g_01016
OG0000624	Syat.g_00673	Pram.g_01014
OG0000625	Syat.g_00674	Pram.g_01013
OG0000626	Syat.g_00675	Pram.g_01012
OG0000627	Syat.g_00641	Pram.g_01011
OG0000628	Syat.g_00640	Pram.g_01010
OG0000629	Syat.g_00637	Pram.g_01008
OG0000630	Syat.g_00631	Pram.g_01005
OG0000631	Syat.g_00624	Pram.g_00913
OG0000632	Syat.g_00623	Pram.g_00914
OG0000633	Syat.g_00622	Pram.g_00915
OG0000634	Syat.g_00475	Pram.g_00805
OG0000635	Syat.g_00476	Pram.g_00806
OG0000636	Syat.g_00478	Pram.g_00808
OG0000637	Syat.g_00480	Pram.g_00810
OG0000638	Syat.g_00481	Pram.g_00811
OG0000639	Syat.g_00482	Pram.g_00812
OG0000640	Syat.g_00483	Pram.g_00813
OG0000641	Syat.g_00488	Pram.g_00817
OG0000642	Syat.g_00489	Pram.g_00818
OG0000643	Syat.g_00494	Pram.g_00819
OG0000644	Syat.g_00495	Pram.g_00820
OG0000645	Syat.g_00496	Pram.g_00821
OG0000646	Syat.g_00499	Pram.g_00823
OG0000647	Syat.g_00501	Pram.g_00825
OG0000648	Syat.g_00504	Pram.g_00827
OG0000649	Syat.g_00505	Pram.g_00828
OG0000650	Syat.g_00506	Pram.g_00829
OG0000651	Syat.g_00507	Pram.g_00830
OG0000652	Syat.g_00508	Pram.g_00831
OG0000653	Syat.g_00510	Pram.g_00833
OG0000654	Syat.g_00514	Pram.g_00834
OG0000655	Syat.g_00515	Pram.g_00835
OG0000656	Syat.g_00518	Pram.g_00838
OG0000657	Syat.g_00720	Pram.g_00845
OG0000658	Syat.g_00723	Pram.g_00847
OG0000659	Syat.g_00724	Pram.g_00848
OG0000660	Syat.g_00740	Pram.g_00852
OG0000661	Syat.g_00742	Pram.g_00854
OG0000662	Syat.g_00746	Pram.g_00857
OG0000663	Syat.g_00749	Pram.g_00859
OG0000664	Syat.g_00752	Pram.g_00860
OG0000665	Syat.g_03302	Pram.g_00866
OG0000666	Syat.g_01415	Pram.g_00867
OG0000667	Syat.g_00958, Syat.g_03278	Pram.g_00872
OG0000668	Syat.g_00710	Pram.g_00713
OG0000669	Syat.g_00416	Pram.g_00724
OG0000670	Syat.g_00419	Pram.g_00727
OG0000671	Syat.g_00421	Pram.g_00729
OG0000672	Syat.g_00424	Pram.g_00732
OG0000673	Syat.g_00430	Pram.g_00735
OG0000674	Syat.g_00432	Pram.g_00737
OG0000675	Syat.g_00433	Pram.g_00738
OG0000676	Syat.g_00436	Pram.g_00740
OG0000677	Syat.g_00437	Pram.g_00741
OG0000678	Syat.g_00439	Pram.g_00743
OG0000679	Syat.g_00448	Pram.g_00747
OG0000680	Syat.g_00449	Pram.g_00748
OG0000681	Syat.g_00452	Pram.g_00751
OG0000682	Syat.g_00453	Pram.g_00752
OG0000683	Syat.g_00454	Pram.g_00753
OG0000684	Syat.g_00457	Pram.g_00754
OG0000685	Syat.g_02571	Pram.g_00756
OG0000686	Syat.g_00459	Pram.g_00757
OG0000687	Syat.g_00460	Pram.g_00758
OG0000688	Syat.g_00463	Pram.g_01036
OG0000689	Syat.g_00465	Pram.g_01035
OG0000690	Syat.g_00466	Pram.g_01034
OG0000691	Syat.g_00467	Pram.g_01033
OG0000692	Syat.g_00469	Pram.g_01031
OG0000693	Syat.g_00471	Pram.g_01030
OG0000694	Syat.g_00472	Pram.g_01029
OG0000695	Syat.g_00619	Pram.g_00917
OG0000696	Syat.g_00618	Pram.g_00918
OG0000697	Syat.g_00616	Pram.g_00919
OG0000698	Syat.g_00613	Pram.g_00922
OG0000699	Syat.g_00611	Pram.g_00923
OG0000700	Syat.g_00610	Pram.g_00924
OG0000701	Syat.g_00609	Pram.g_00925
OG0000702	Syat.g_00606	Pram.g_00927
OG0000703	Syat.g_00601	Pram.g_00928
OG0000704	Syat.g_00599	Pram.g_00930
OG0000705	Syat.g_00592	Pram.g_00936
OG0000706	Syat.g_00591	Pram.g_00937
OG0000707	Syat.g_00590	Pram.g_00938
OG0000708	Syat.g_00587	Pram.g_00940
OG0000709	Syat.g_00573	Pram.g_00944
OG0000710	Syat.g_00567	Pram.g_00947
OG0000711	Syat.g_00539	Pram.g_00963
OG0000712	Syat.g_00537	Pram.g_00964
OG0000713	Syat.g_00536	Pram.g_00965
OG0000714	Syat.g_00532	Pram.g_00966
OG0000715	Syat.g_00530	Pram.g_00968
OG0000716	Syat.g_00527	Pram.g_00970
OG0000717	Syat.g_00526	Pram.g_00971
OG0000718	Syat.g_00522	Pram.g_00973
OG0000719	Syat.g_00712	Pram.g_00975
OG0000720	Syat.g_00699	Pram.g_00986
OG0000721	Syat.g_00697	Pram.g_00990
OG0000722	Syat.g_00696	Pram.g_00991
OG0000723	Syat.g_00686	Pram.g_00995
OG0000724	Syat.g_00782	Pram.g_00893
OG0000725	Syat.g_00810	Pram.g_00887
OG0000726	Syat.g_00811	Pram.g_00886
OG0000727	Syat.g_00812	Pram.g_00885
OG0000728	Syat.g_00814	Pram.g_00883
OG0000729	Syat.g_02224	Pram.g_01208
OG0000730	Syat.g_01617	Pram.g_01182
OG0000731	Syat.g_01605	Pram.g_00335
OG0000733	Syat.g_03285	Pram.g_01547
OG0000734	Syat.g_01579	Pram.g_01156
OG0000735	Syat.g_03235	Pram.g_01154
OG0000736	Syat.g_03236	Pram.g_01153
OG0000737	Syat.g_03237	Pram.g_01152
OG0000738	Syat.g_03251	Pram.g_01148
OG0000739	Syat.g_03252	Pram.g_01147
OG0000740	Syat.g_03253	Pram.g_01146
OG0000741	Syat.g_03256	Pram.g_01144
OG0000742	Syat.g_03259	Pram.g_01141
OG0000743	Syat.g_03262	Pram.g_01139
OG0000744	Syat.g_03263	Pram.g_01137
OG0000745	Syat.g_03266	Pram.g_01136
OG0000746	Syat.g_00314	Pram.g_01134
OG0000747	Syat.g_00313	Pram.g_01133
OG0000748	Syat.g_00305	Pram.g_01129
OG0000749	Syat.g_00303	Pram.g_01128
OG0000750	Syat.g_00302	Pram.g_01127
OG0000751	Syat.g_00296	Pram.g_01124
OG0000752	Syat.g_00294	Pram.g_01122
OG0000753	Syat.g_00291	Pram.g_01119
OG0000754	Syat.g_00250	Pram.g_01117
OG0000755	Syat.g_00217	Pram.g_01111
OG0000756	Syat.g_00216	Pram.g_01110
OG0000757	Syat.g_00205	Pram.g_01103
OG0000758	Syat.g_00204	Pram.g_01102
OG0000759	Syat.g_00203	Pram.g_01101
OG0000760	Syat.g_00202	Pram.g_01100
OG0000761	Syat.g_00201	Pram.g_01099
OG0000762	Syat.g_00199	Pram.g_01098
OG0000763	Syat.g_00924	Pram.g_01096
OG0000764	Syat.g_00923	Pram.g_01095
OG0000765	Syat.g_00897	Pram.g_01087
OG0000766	Syat.g_00896	Pram.g_01086
OG0000767	Syat.g_00894	Pram.g_01084
OG0000768	Syat.g_00893	Pram.g_01083
OG0000769	Syat.g_00891	Pram.g_01081
OG0000770	Syat.g_00886	Pram.g_00570
OG0000771	Syat.g_00788	Pram.g_01254
OG0000772	Syat.g_01768	Pram.g_01569
OG0000773	Syat.g_01114	Pram.g_01221
OG0000774	Syat.g_01146	Pram.g_01223
OG0000775	Syat.g_01148	Pram.g_01225
OG0000776	Syat.g_01149	Pram.g_01226
OG0000777	Syat.g_01150	Pram.g_01227
OG0000778	Syat.g_01151	Pram.g_01228
OG0000779	Syat.g_01154	Pram.g_01232
OG0000780	Syat.g_01157	Pram.g_01233
OG0000781	Syat.g_01161	Pram.g_01236
OG0000782	Syat.g_01162	Pram.g_01237
OG0000783	Syat.g_01163	Pram.g_01238
OG0000784	Syat.g_01164	Pram.g_01239
OG0000785	Syat.g_01166	Pram.g_01241
OG0000786	Syat.g_01170	Pram.g_01244
OG0000787	Syat.g_01171	Pram.g_01245
OG0000788	Syat.g_00087	Pram.g_01271
OG0000789	Syat.g_00845	Pram.g_01281
OG0000790	Syat.g_01300	Pram.g_01463
OG0000791	Syat.g_01302	Pram.g_01461
OG0000792	Syat.g_01303	Pram.g_01460
OG0000793	Syat.g_01412	Pram.g_01456
OG0000794	Syat.g_01414	Pram.g_01455
OG0000795	Syat.g_01416	Pram.g_01454
OG0000796	Syat.g_01422	Pram.g_01450
OG0000797	Syat.g_01423	Pram.g_01449
OG0000798	Syat.g_02057	Pram.g_01444
OG0000798	Syat.g_01214	Pram.g_01415
OG0000799	Syat.g_01256	Pram.g_01398
OG0000800	Syat.g_01255	Pram.g_01397
OG0000801	Syat.g_01253	Pram.g_01396
OG0000802	Syat.g_01245	Pram.g_01394
OG0000803	Syat.g_01241	Pram.g_01392
OG0000804	Syat.g_01238	Pram.g_01391
OG0000805	Syat.g_01236	Pram.g_01389
OG0000806	Syat.g_01234	Pram.g_01387
OG0000807	Syat.g_01233	Pram.g_01386
OG0000808	Syat.g_01232	Pram.g_01385
OG0000809	Syat.g_01229	Pram.g_01383
OG0000810	Syat.g_01228	Pram.g_01382
OG0000811	Syat.g_01186	Pram.g_01375
OG0000812	Syat.g_01182	Pram.g_01373
OG0000813	Syat.g_01181	Pram.g_01372
OG0000814	Syat.g_01179	Pram.g_01370
OG0000815	Syat.g_01177	Pram.g_01369
OG0000816	Syat.g_01175	Pram.g_01367
OG0000817	Syat.g_01279	Pram.g_01366
OG0000818	Syat.g_01325	Pram.g_01361
OG0000819	Syat.g_01326	Pram.g_01360
OG0000820	Syat.g_01327	Pram.g_01359
OG0000821	Syat.g_01333	Pram.g_01355
OG0000822	Syat.g_01335	Pram.g_01354
OG0000823	Syat.g_01336	Pram.g_01353
OG0000824	Syat.g_01342	Pram.g_01350
OG0000825	Syat.g_01343	Pram.g_01349
OG0000826	Syat.g_01344	Pram.g_01348
OG0000827	Syat.g_01345	Pram.g_01347
OG0000828	Syat.g_01348	Pram.g_01344
OG0000829	Syat.g_01349	Pram.g_01343
OG0000830	Syat.g_01350	Pram.g_01342
OG0000831	Syat.g_01353	Pram.g_01340
OG0000832	Syat.g_02982	Pram.g_01330
OG0000833	Syat.g_03072	Pram.g_01321
OG0000834	Syat.g_03073	Pram.g_01320
OG0000835	Syat.g_03075	Pram.g_01319
OG0000836	Syat.g_03078	Pram.g_01318
OG0000837	Syat.g_03079	Pram.g_01317
OG0000838	Syat.g_03083	Pram.g_01314
OG0000839	Syat.g_03084	Pram.g_01313
OG0000840	Syat.g_03085	Pram.g_01312
OG0000841	Syat.g_03086	Pram.g_01311
OG0000842	Syat.g_03087	Pram.g_01310
OG0000843	Syat.g_03088	Pram.g_01309
OG0000844	Syat.g_03090	Pram.g_01308
OG0000845	Syat.g_03091	Pram.g_01307
OG0000846	Syat.g_03092	Pram.g_01306
OG0000847	Syat.g_03093	Pram.g_01305
OG0000848	Syat.g_03095	Pram.g_01304
OG0000849	Syat.g_03096	Pram.g_01303
OG0000850	Syat.g_03098	Pram.g_01301
OG0000851	Syat.g_03101	Pram.g_01300
OG0000852	Syat.g_03102	Pram.g_01299
OG0000853	Syat.g_03106	Pram.g_01294
OG0000854	Syat.g_03108	Pram.g_01292
OG0000855	Syat.g_03109	Pram.g_01291
OG0000856	Syat.g_03305	Pram.g_00567
OG0000857	Syat.g_00500	Pram.g_00824
OG0000858	Syat.g_03114	Pram.g_01625
OG0000859	Syat.g_03115	Pram.g_01626
OG0000860	Syat.g_03126	Pram.g_01634
OG0000861	Syat.g_03127	Pram.g_01635
OG0000862	Syat.g_03136	Pram.g_01636
OG0000863	Syat.g_03138	Pram.g_01638
OG0000864	Syat.g_03139	Pram.g_01639
OG0000865	Syat.g_03140	Pram.g_01640
OG0000866	Syat.g_03141	Pram.g_01641
OG0000867	Syat.g_03142	Pram.g_01642
OG0000868	Syat.g_03067	Pram.g_01644
OG0000869	Syat.g_03054	Pram.g_01647
OG0000870	Syat.g_03049	Pram.g_01652
OG0000871	Syat.g_03048	Pram.g_01653
OG0000872	Syat.g_03042	Pram.g_01654
OG0000873	Syat.g_03039	Pram.g_01657
OG0000874	Syat.g_03037	Pram.g_01660
OG0000875	Syat.g_03035	Pram.g_01662
OG0000876	Syat.g_00745	Pram.g_01663
OG0000877	Syat.g_03024	Pram.g_01665
OG0000878	Syat.g_03023	Pram.g_01666
OG0000879	Syat.g_03022	Pram.g_01667
OG0000880	Syat.g_03021	Pram.g_01668
OG0000881	Syat.g_03016	Pram.g_01672
OG0000882	Syat.g_03011	Pram.g_01677
OG0000883	Syat.g_03007	Pram.g_01679
OG0000884	Syat.g_03005	Pram.g_01681
OG0000885	Syat.g_03004	Pram.g_01682
OG0000886	Syat.g_03003	Pram.g_01683
OG0000887	Syat.g_03002	Pram.g_01684
OG0000888	Syat.g_03000	Pram.g_01686
OG0000889	Syat.g_02997	Pram.g_01688
OG0000890	Syat.g_02994	Pram.g_01689
OG0000891	Syat.g_02993	Pram.g_01690
OG0000892	Syat.g_02992	Pram.g_01691
OG0000893	Syat.g_01864	Pram.g_01695
OG0000894	Syat.g_01860	Pram.g_01698
OG0000895	Syat.g_01856	Pram.g_01702
OG0000896	Syat.g_01855	Pram.g_01703
OG0000897	Syat.g_01853	Pram.g_01705
OG0000898	Syat.g_01852	Pram.g_01706
OG0000899	Syat.g_01851	Pram.g_01707
OG0000900	Syat.g_01850	Pram.g_01708
OG0000901	Syat.g_01845	Pram.g_01711
OG0000902	Syat.g_01843	Pram.g_01713
OG0000903	Syat.g_01830	Pram.g_01717
OG0000904	Syat.g_01834	Pram.g_01722
OG0000905	Syat.g_01839	Pram.g_01715
OG0000906	Syat.g_01841	Pram.g_01714
OG0000907	Syat.g_01828	Pram.g_01727
OG0000908	Syat.g_01825	Pram.g_01730
OG0000909	Syat.g_01824	Pram.g_01731
OG0000910	Syat.g_01823	Pram.g_01732
OG0000911	Syat.g_01821	Pram.g_01734
OG0000912	Syat.g_01820	Pram.g_01735
OG0000913	Syat.g_01819	Pram.g_01736
OG0000914	Syat.g_01818	Pram.g_01737
OG0000915	Syat.g_01816	Pram.g_01738
OG0000916	Syat.g_01815	Pram.g_01739
OG0000917	Syat.g_01814	Pram.g_01740
OG0000918	Syat.g_01813	Pram.g_01741
OG0000919	Syat.g_01812	Pram.g_01742
OG0000920	Syat.g_01811	Pram.g_01743
OG0000921	Syat.g_01810	Pram.g_01744
OG0000922	Syat.g_01809	Pram.g_01745
OG0000923	Syat.g_01805	Pram.g_01749
OG0000924	Syat.g_01804	Pram.g_01750
OG0000925	Syat.g_01803	Pram.g_01751
OG0000926	Syat.g_01802	Pram.g_01752
OG0000927	Syat.g_01800	Pram.g_01754
OG0000928	Syat.g_01799	Pram.g_01755
OG0000929	Syat.g_01798	Pram.g_01756
OG0000930	Syat.g_01797	Pram.g_01757
OG0000931	Syat.g_01796	Pram.g_01758
OG0000932	Syat.g_01794	Pram.g_01759
OG0000933	Syat.g_01788	Pram.g_01763
OG0000934	Syat.g_01786	Pram.g_01765
OG0000935	Syat.g_01665	Pram.g_01766
OG0000936	Syat.g_01664	Pram.g_01767
OG0000937	Syat.g_01663	Pram.g_01768
OG0000938	Syat.g_01659	Pram.g_01771
OG0000939	Syat.g_01658	Pram.g_01772
OG0000940	Syat.g_01651	Pram.g_01779
OG0000941	Syat.g_01649	Pram.g_01781
OG0000942	Syat.g_01647	Pram.g_01783
OG0000943	Syat.g_01646	Pram.g_01784
OG0000944	Syat.g_01644	Pram.g_01786
OG0000945	Syat.g_01643	Pram.g_01787
OG0000946	Syat.g_01633	Pram.g_01793
OG0000947	Syat.g_01630	Pram.g_01795
OG0000948	Syat.g_01629	Pram.g_01796
OG0000949	Syat.g_02142	Pram.g_01799
OG0000950	Syat.g_02152	Pram.g_01806
OG0000951	Syat.g_02157	Pram.g_01810
OG0000952	Syat.g_02162	Pram.g_01814
OG0000953	Syat.g_02166	Pram.g_01818
OG0000954	Syat.g_02187	Pram.g_01822
OG0000955	Syat.g_02188	Pram.g_01823
OG0000956	Syat.g_02191	Pram.g_01825
OG0000957	Syat.g_02204	Pram.g_01831
OG0000958	Syat.g_02205	Pram.g_01832
OG0000959	Syat.g_02212	Pram.g_01836
OG0000960	Syat.g_02213	Pram.g_01837
OG0000961	Syat.g_02873	Pram.g_01840
OG0000962	Syat.g_02223	Pram.g_01842
OG0000963	Syat.g_02226	Pram.g_01846
OG0000964	Syat.g_02227	Pram.g_01847
OG0000965	Syat.g_02228	Pram.g_01848
OG0000966	Syat.g_02259	Pram.g_01854
OG0000967	Syat.g_02263	Pram.g_01858
OG0000968	Syat.g_02269	Pram.g_01860
OG0000969	Syat.g_02271	Pram.g_01861
OG0000970	Syat.g_02272	Pram.g_01862
OG0000971	Syat.g_02274	Pram.g_01863
OG0000972	Syat.g_02275	Pram.g_01864
OG0000973	Syat.g_02276	Pram.g_01865
OG0000974	Syat.g_02277	Pram.g_01866
OG0000975	Syat.g_02278	Pram.g_01867
OG0000976	Syat.g_02279	Pram.g_01868
OG0000977	Syat.g_02281	Pram.g_01869
OG0000978	Syat.g_02283	Pram.g_01870
OG0000979	Syat.g_02286	Pram.g_01873
OG0000980	Syat.g_02289	Pram.g_01875
OG0000981	Syat.g_02292	Pram.g_01878
OG0000982	Syat.g_02691	Pram.g_01880
OG0000983	Syat.g_02690	Pram.g_01881
OG0000984	Syat.g_02689	Pram.g_01882
OG0000985	Syat.g_02685	Pram.g_01885
OG0000986	Syat.g_02680	Pram.g_01887
OG0000987	Syat.g_02678	Pram.g_01888
OG0000988	Syat.g_02672	Pram.g_01891
OG0000989	Syat.g_02657	Pram.g_01895
OG0000990	Syat.g_02500	Pram.g_01900
OG0000991	Syat.g_02503	Pram.g_01901
OG0000992	Syat.g_02507	Pram.g_01904
OG0000993	Syat.g_02508	Pram.g_01905
OG0000994	Syat.g_02512	Pram.g_01906
OG0000995	Syat.g_02517	Pram.g_01910
OG0000996	Syat.g_02446	Pram.g_01911
OG0000997	Syat.g_02417	Pram.g_01913
OG0000998	Syat.g_02415	Pram.g_01915
OG0000999	Syat.g_02414	Pram.g_01916
OG0001001	Syat.g_02400	Pram.g_01924
OG0001002	Syat.g_02394	Pram.g_01929
OG0001003	Syat.g_02392	Pram.g_01930
OG0001004	Syat.g_02391	Pram.g_01931
OG0001005	Syat.g_02390	Pram.g_01932
OG0001006	Syat.g_02378	Pram.g_01936
OG0001007	Syat.g_02376	Pram.g_01938
OG0001008	Syat.g_02971	Pram.g_00372
OG0001009	Syat.g_02311	Pram.g_00014
OG0001010	Syat.g_02310	Pram.g_00015
OG0001011	Syat.g_02308	Pram.g_00016
OG0001012	Syat.g_01004	Pram.g_00028
OG0001013	Syat.g_02716	Pram.g_00035
OG0001014	Syat.g_02721	Pram.g_00038
OG0001015	Syat.g_02722	Pram.g_00039
OG0001016	Syat.g_01474	Pram.g_00058
OG0001017	Syat.g_01480	Pram.g_00062
OG0001018	Syat.g_01482	Pram.g_00064
OG0001019	Syat.g_01532	Pram.g_00073
OG0001020	Syat.g_01539	Pram.g_00074
OG0001021	Syat.g_01552	Pram.g_00075
OG0001022	Syat.g_01555	Pram.g_00078
OG0001023	Syat.g_01556	Pram.g_00079
OG0001024	Syat.g_01560	Pram.g_00082
OG0001025	Syat.g_01566	Pram.g_00089
OG0001026	Syat.g_01582	Pram.g_00097
OG0001027	Syat.g_02947	Pram.g_00098
OG0001028	Syat.g_02944	Pram.g_00100
OG0001029	Syat.g_02942	Pram.g_00101
OG0001030	Syat.g_02922	Pram.g_00117
OG0001031	Syat.g_02836	Pram.g_00171
OG0001032	Syat.g_02834	Pram.g_00172
OG0001033	Syat.g_02784	Pram.g_00193
OG0001034	Syat.g_01448	Pram.g_00223
OG0001035	Syat.g_01885	Pram.g_00243
OG0001036	Syat.g_01939	Pram.g_00247
OG0001037	Syat.g_01941	Pram.g_00248
OG0001038	Syat.g_02058	Pram.g_00266
OG0001039	Syat.g_02061	Pram.g_00269
OG0001040	Syat.g_02064	Pram.g_00271
OG0001041	Syat.g_02070	Pram.g_00276
OG0001042	Syat.g_02100	Pram.g_00293
OG0001043	Syat.g_02103	Pram.g_00294
OG0001044	Syat.g_01615	Pram.g_00327
OG0001045	Syat.g_01602	Pram.g_00337
OG0001046	Syat.g_00552	Pram.g_01537
OG0001047	Syat.g_02973	Pram.g_00374
OG0001048	Syat.g_02974	Pram.g_00375
OG0001049	Syat.g_01290	Pram.g_00377
OG0001050	Syat.g_01289	Pram.g_00378
OG0001051	Syat.g_01288	Pram.g_00379
OG0001052	Syat.g_01375	Pram.g_00407
OG0001053	Syat.g_03173	Pram.g_00419
OG0001054	Syat.g_03192	Pram.g_00434
OG0001055	Syat.g_03224	Pram.g_00454
OG0001056	Syat.g_03275	Pram.g_00474
OG0001057	Syat.g_00102	Pram.g_00478
OG0001058	Syat.g_00079	Pram.g_00486
OG0001059	Syat.g_00075	Pram.g_00490
OG0001061	Syat.g_00051	Pram.g_00512
OG0001062	Syat.g_00048	Pram.g_00514
OG0001063	Syat.g_00042	Pram.g_00516
OG0001064	Syat.g_00041	Pram.g_00517
OG0001065	Syat.g_00040	Pram.g_00518
OG0001066	Syat.g_00039	Pram.g_00519
OG0001067	Syat.g_00038	Pram.g_00520
OG0001068	Syat.g_00037	Pram.g_00521
OG0001069	Syat.g_00036	Pram.g_00522
OG0001070	Syat.g_00032	Pram.g_00524
OG0001071	Syat.g_00031	Pram.g_00525
OG0001072	Syat.g_00028	Pram.g_00527
OG0001073	Syat.g_00009	Pram.g_00541
OG0001074	Syat.g_01015	Pram.g_00553
OG0001075	Syat.g_01037	Pram.g_00554
OG0001076	Syat.g_03315	Pram.g_00562
OG0001077	Syat.g_03290	Pram.g_00568
OG0001078	Syat.g_00118	Pram.g_01074
OG0001079	Syat.g_00378	Pram.g_01063
OG0001080	Syat.g_00368	Pram.g_01057
OG0001081	Syat.g_00366	Pram.g_01055
OG0001082	Syat.g_00365	Pram.g_01054
OG0001083	Syat.g_00390	Pram.g_01049
OG0001084	Syat.g_00391	Pram.g_01048
OG0001085	Syat.g_00408	Pram.g_00760
OG0001086	Syat.g_00410	Pram.g_00761
OG0001087	Syat.g_03277	Pram.g_00779
OG0001088	Syat.g_02496	Pram.g_00780
OG0001089	Syat.g_00818	Pram.g_00791
OG0001090	Syat.g_00659	Pram.g_00802
OG0001091	Syat.g_00661	Pram.g_01027
OG0001092	Syat.g_00663	Pram.g_01026
OG0001093	Syat.g_00669	Pram.g_01021
OG0001094	Syat.g_00473	Pram.g_01028
OG0001095	Syat.g_00497	Pram.g_00822
OG0001096	Syat.g_00516	Pram.g_00836
OG0001097	Syat.g_00743	Pram.g_00855
OG0001098	Syat.g_01672	Pram.g_00876
OG0001099	Syat.g_02943	Pram.g_00717
OG0001100	Syat.g_00418	Pram.g_00726
OG0001101	Syat.g_00420	Pram.g_00728
OG0001102	Syat.g_00423	Pram.g_00731
OG0001103	Syat.g_00425	Pram.g_00733
OG0001104	Syat.g_00458	Pram.g_00755
OG0001105	Syat.g_00461	Pram.g_00759
OG0001106	Syat.g_00598	Pram.g_00931
OG0001107	Syat.g_00580	Pram.g_00941
OG0001108	Syat.g_00570	Pram.g_00945
OG0001109	Syat.g_00568	Pram.g_00946
OG0001110	Syat.g_00566	Pram.g_00948
OG0001111	Syat.g_00564	Pram.g_00949
OG0001112	Syat.g_00562	Pram.g_00950
OG0001113	Syat.g_00561	Pram.g_00951
OG0001114	Syat.g_00560	Pram.g_00952
OG0001115	Syat.g_00557	Pram.g_00954
OG0001116	Syat.g_00555	Pram.g_00955
OG0001117	Syat.g_00554	Pram.g_00956
OG0001118	Syat.g_00553	Pram.g_00957
OG0001119	Syat.g_00551	Pram.g_00958
OG0001120	Syat.g_00546	Pram.g_00959
OG0001122	Syat.g_00711	Pram.g_00976
OG0001123	Syat.g_00704	Pram.g_00981
OG0001124	Syat.g_00702	Pram.g_00983
OG0001125	Syat.g_00700	Pram.g_00985
OG0001126	Syat.g_00790	Pram.g_00899
OG0001127	Syat.g_00789	Pram.g_00898
OG0001128	Syat.g_00786	Pram.g_00896
OG0001129	Syat.g_00784	Pram.g_00895
OG0001130	Syat.g_00783	Pram.g_00894
OG0001131	Syat.g_01674	Pram.g_00356
OG0001132	Syat.g_00965	Pram.g_00683
OG0001133	Syat.g_03311	Pram.g_01469
OG0001136	Syat.g_03257	Pram.g_01143
OG0001137	Syat.g_00306	Pram.g_01130
OG0001138	Syat.g_00214	Pram.g_01109
OG0001139	Syat.g_00209	Pram.g_01107
OG0001140	Syat.g_00208	Pram.g_01106
OG0001141	Syat.g_00207	Pram.g_01105
OG0001142	Syat.g_00206	Pram.g_01104
OG0001143	Syat.g_00925	Pram.g_01097
OG0001144	Syat.g_00906	Pram.g_01092
OG0001145	Syat.g_01117	Pram.g_01222
OG0001146	Syat.g_01158	Pram.g_01234
OG0001147	Syat.g_01368	Pram.g_01475
OG0001148	Syat.g_01297	Pram.g_01466
OG0001149	Syat.g_01298	Pram.g_01465
OG0001150	Syat.g_01299	Pram.g_01464
OG0001151	Syat.g_01420	Pram.g_01452
OG0001152	Syat.g_01421	Pram.g_01451
OG0001153	Syat.g_01346	Pram.g_01346
OG0001154	Syat.g_01347	Pram.g_01345
OG0001155	Syat.g_02774	Pram.g_01328
OG0001156	Syat.g_02978	Pram.g_01325
OG0001157	Syat.g_02977	Pram.g_01324
OG0001158	Syat.g_02976	Pram.g_01323
OG0001159	Syat.g_02975	Pram.g_01322
OG0001160	Syat.g_03104	Pram.g_01296
OG0001161	Syat.g_02384	Pram.g_01577
OG0001162	Syat.g_01528	Pram.g_01590
OG0001163	Syat.g_03112	Pram.g_01624
OG0001164	Syat.g_03116	Pram.g_01627
OG0001165	Syat.g_03121	Pram.g_01630
OG0001166	Syat.g_03050	Pram.g_01651
OG0001167	Syat.g_03019	Pram.g_01669
OG0001168	Syat.g_03017	Pram.g_01671
OG0001169	Syat.g_03015	Pram.g_01673
OG0001170	Syat.g_03013	Pram.g_01675
OG0001171	Syat.g_03001	Pram.g_01685
OG0001172	Syat.g_01858	Pram.g_01700
OG0001173	Syat.g_01857	Pram.g_01701
OG0001174	Syat.g_01849	Pram.g_01709
OG0001175	Syat.g_01848	Pram.g_01710
OG0001176	Syat.g_01831	Pram.g_01718
OG0001178	Syat.g_03137	Pram.g_01637
