Orthogroup	Syat	Syap
OG0000580	Syat.g_00010	Syap.g_00454
OG0000581	Syat.g_00003	Syap.g_01521
OG0000582	Syat.g_03403	Syap.g_01533
OG0000583	Syat.g_03404	Syap.g_01532
OG0000584	Syat.g_03405	Syap.g_01530
OG0000585	Syat.g_03408	Syap.g_01526
OG0000586	Syat.g_03409	Syap.g_01525
OG0000587	Syat.g_00001	Syap.g_01523
OG0000588	Syat.g_00338	Syap.g_00776
OG0000589	Syat.g_03318	Syap.g_00941
OG0000590	Syat.g_03317	Syap.g_00940
OG0000591	Syat.g_03308	Syap.g_01289
OG0000592	Syat.g_03307	Syap.g_01288
OG0000593	Syat.g_00113	Syap.g_00890
OG0000594	Syat.g_00114	Syap.g_00891
OG0000595	Syat.g_00115	Syap.g_00892
OG0000596	Syat.g_00129	Syap.g_00898
OG0000597	Syat.g_00132	Syap.g_00903
OG0000598	Syat.g_00133	Syap.g_00904
OG0000599	Syat.g_00381	Syap.g_00908
OG0000600	Syat.g_00380	Syap.g_00909
OG0000601	Syat.g_00379	Syap.g_00910
OG0000602	Syat.g_00375	Syap.g_00640
OG0000603	Syat.g_00374	Syap.g_00641
OG0000604	Syat.g_00372	Syap.g_02769
OG0000605	Syat.g_00370	Syap.g_02501, Syap.g_02771
OG0000606	Syat.g_00367	Syap.g_02506
OG0000607	Syat.g_00364	Syap.g_00093
OG0000608	Syat.g_00363	Syap.g_00094
OG0000609	Syat.g_00344	Syap.g_00096
OG0000610	Syat.g_00399	Syap.g_01963
OG0000611	Syat.g_00402	Syap.g_01958
OG0000612	Syat.g_00403	Syap.g_01957
OG0000613	Syat.g_02129	Syap.g_02480
OG0000615	Syat.g_00442	Syap.g_00154
OG0000616	Syat.g_02397	Syap.g_00127
OG0000617	Syat.g_00665	Syap.g_00513
OG0000618	Syat.g_00666	Syap.g_00514
OG0000619	Syat.g_00667	Syap.g_00515
OG0000620	Syat.g_02591	Syap.g_00520
OG0000621	Syat.g_02590	Syap.g_00521
OG0000622	Syat.g_02572	Syap.g_00523
OG0000623	Syat.g_00672	Syap.g_00526
OG0000624	Syat.g_00673	Syap.g_00527
OG0000625	Syat.g_00674	Syap.g_00528
OG0000626	Syat.g_00675	Syap.g_00529
OG0000627	Syat.g_00641	Syap.g_00848
OG0000628	Syat.g_00640	Syap.g_00850
OG0000629	Syat.g_00637	Syap.g_02334
OG0000630	Syat.g_00631	Syap.g_02793
OG0000631	Syat.g_00624	Syap.g_01724
OG0000632	Syat.g_00623	Syap.g_01725
OG0000633	Syat.g_00622	Syap.g_01726
OG0000634	Syat.g_00475	Syap.g_00190
OG0000635	Syat.g_00476	Syap.g_00191
OG0000636	Syat.g_00478	Syap.g_00193
OG0000637	Syat.g_00480	Syap.g_00195
OG0000638	Syat.g_00481	Syap.g_00196
OG0000639	Syat.g_00482	Syap.g_00197
OG0000640	Syat.g_00483	Syap.g_00198
OG0000641	Syat.g_00488	Syap.g_00203
OG0000642	Syat.g_00489	Syap.g_02732
OG0000643	Syat.g_00494	Syap.g_02731
OG0000644	Syat.g_00495	Syap.g_02730
OG0000645	Syat.g_00496	Syap.g_02726
OG0000646	Syat.g_00499	Syap.g_02723
OG0000647	Syat.g_00501	Syap.g_02721
OG0000648	Syat.g_00504	Syap.g_02719
OG0000649	Syat.g_00505	Syap.g_02718
OG0000650	Syat.g_00506	Syap.g_02717
OG0000651	Syat.g_00507	Syap.g_02716
OG0000652	Syat.g_00508	Syap.g_02715
OG0000653	Syat.g_00510	Syap.g_02713
OG0000654	Syat.g_00514	Syap.g_02711
OG0000655	Syat.g_00515	Syap.g_02710
OG0000656	Syat.g_00518	Syap.g_02706
OG0000657	Syat.g_00720	Syap.g_01845
OG0000658	Syat.g_00723	Syap.g_01841
OG0000659	Syat.g_00724	Syap.g_01840
OG0000660	Syat.g_00740	Syap.g_01835
OG0000662	Syat.g_00746	Syap.g_00823
OG0000663	Syat.g_00749	Syap.g_00826
OG0000664	Syat.g_00752	Syap.g_00828
OG0000665	Syat.g_03302	Syap.g_02331
OG0000666	Syat.g_01415	Syap.g_01573
OG0000667	Syat.g_00958, Syat.g_03278	Syap.g_01979
OG0000668	Syat.g_00710	Syap.g_02765
OG0000669	Syat.g_00416	Syap.g_02371
OG0000670	Syat.g_00419	Syap.g_02368
OG0000671	Syat.g_00421	Syap.g_01260
OG0000672	Syat.g_00424	Syap.g_01257
OG0000673	Syat.g_00430	Syap.g_01253
OG0000674	Syat.g_00432	Syap.g_01251
OG0000675	Syat.g_00433	Syap.g_01250
OG0000676	Syat.g_00436	Syap.g_01248
OG0000677	Syat.g_00437	Syap.g_01246
OG0000678	Syat.g_00439	Syap.g_01239
OG0000679	Syat.g_00448	Syap.g_00157
OG0000680	Syat.g_00449	Syap.g_00158
OG0000681	Syat.g_00452	Syap.g_00163
OG0000682	Syat.g_00453	Syap.g_00165
OG0000683	Syat.g_00454	Syap.g_00166
OG0000684	Syat.g_00457	Syap.g_00169
OG0000685	Syat.g_02571	Syap.g_00172
OG0000686	Syat.g_00459	Syap.g_00173
OG0000687	Syat.g_00460	Syap.g_00174
OG0000688	Syat.g_00463	Syap.g_00178
OG0000689	Syat.g_00465	Syap.g_00180
OG0000690	Syat.g_00466	Syap.g_00181
OG0000691	Syat.g_00467	Syap.g_00182
OG0000692	Syat.g_00469	Syap.g_00184
OG0000693	Syat.g_00471	Syap.g_00185
OG0000694	Syat.g_00472	Syap.g_00186
OG0000695	Syat.g_00619	Syap.g_01729
OG0000696	Syat.g_00618	Syap.g_01730
OG0000697	Syat.g_00616	Syap.g_01734
OG0000698	Syat.g_00613	Syap.g_01737
OG0000699	Syat.g_00611	Syap.g_01738
OG0000700	Syat.g_00610	Syap.g_01739
OG0000701	Syat.g_00609	Syap.g_01740
OG0000702	Syat.g_00606	Syap.g_01747
OG0000703	Syat.g_00601	Syap.g_01750
OG0000704	Syat.g_00599	Syap.g_01753
OG0000705	Syat.g_00592	Syap.g_02022
OG0000706	Syat.g_00591	Syap.g_02020
OG0000707	Syat.g_00590	Syap.g_02019
OG0000708	Syat.g_00587	Syap.g_02016
OG0000709	Syat.g_00573	Syap.g_00121
OG0000711	Syat.g_00539	Syap.g_02686
OG0000712	Syat.g_00537	Syap.g_02688
OG0000713	Syat.g_00536	Syap.g_02689
OG0000714	Syat.g_00532	Syap.g_02691
OG0000715	Syat.g_00530	Syap.g_02693
OG0000716	Syat.g_00527	Syap.g_02696
OG0000717	Syat.g_00526	Syap.g_02697
OG0000718	Syat.g_00522	Syap.g_02701
OG0000719	Syat.g_00712	Syap.g_02767
OG0000720	Syat.g_00699	Syap.g_02780
OG0000721	Syat.g_00697	Syap.g_02782
OG0000722	Syat.g_00696	Syap.g_02783
OG0000723	Syat.g_00686	Syap.g_00532
OG0000725	Syat.g_00810	Syap.g_01559
OG0000726	Syat.g_00811	Syap.g_01560
OG0000727	Syat.g_00812	Syap.g_01561
OG0000728	Syat.g_00814	Syap.g_01564
OG0000729	Syat.g_02224	Syap.g_01122
OG0000730	Syat.g_01617	Syap.g_00572
OG0000731	Syat.g_01605	Syap.g_00560
OG0000732	Syat.g_02290	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syat.g_03285	Syap.g_01971
OG0000734	Syat.g_01579	Syap.g_02628
OG0000735	Syat.g_03235	Syap.g_00244
OG0000736	Syat.g_03236	Syap.g_00243
OG0000737	Syat.g_03237	Syap.g_00242
OG0000738	Syat.g_03251	Syap.g_00236
OG0000739	Syat.g_03252	Syap.g_00235
OG0000740	Syat.g_03253	Syap.g_00234
OG0000741	Syat.g_03256	Syap.g_00231
OG0000742	Syat.g_03259	Syap.g_00229
OG0000743	Syat.g_03262	Syap.g_00226
OG0000744	Syat.g_03263	Syap.g_00225
OG0000745	Syat.g_03266	Syap.g_00222
OG0000746	Syat.g_00314	Syap.g_00220
OG0000747	Syat.g_00313	Syap.g_00219
OG0000748	Syat.g_00305	Syap.g_00212
OG0000749	Syat.g_00303	Syap.g_00211
OG0000750	Syat.g_00302	Syap.g_00210
OG0000751	Syat.g_00296	Syap.g_00205
OG0000752	Syat.g_00294	Syap.g_01793
OG0000753	Syat.g_00291	Syap.g_02775
OG0000754	Syat.g_00250	Syap.g_01883
OG0000755	Syat.g_00217	Syap.g_01893
OG0000757	Syat.g_00205	Syap.g_00427
OG0000758	Syat.g_00204	Syap.g_00428
OG0000759	Syat.g_00203	Syap.g_00429
OG0000760	Syat.g_00202	Syap.g_00430
OG0000761	Syat.g_00201	Syap.g_00431
OG0000762	Syat.g_00199	Syap.g_00434
OG0000763	Syat.g_00924	Syap.g_02624
OG0000764	Syat.g_00923	Syap.g_02623
OG0000765	Syat.g_00897	Syap.g_02440
OG0000766	Syat.g_00896	Syap.g_02439
OG0000767	Syat.g_00894	Syap.g_02437
OG0000768	Syat.g_00893	Syap.g_02436
OG0000769	Syat.g_00891	Syap.g_02434
OG0000770	Syat.g_00886	Syap.g_02431
OG0000772	Syat.g_01768	Syap.g_02295
OG0000773	Syat.g_01114	Syap.g_00885
OG0000774	Syat.g_01146	Syap.g_01473
OG0000775	Syat.g_01148	Syap.g_01475
OG0000776	Syat.g_01149	Syap.g_01476
OG0000777	Syat.g_01150	Syap.g_01478
OG0000778	Syat.g_01151	Syap.g_01479
OG0000779	Syat.g_01154	Syap.g_01494
OG0000780	Syat.g_01157	Syap.g_01496
OG0000781	Syat.g_01161	Syap.g_02609
OG0000782	Syat.g_01162	Syap.g_02611
OG0000783	Syat.g_01163	Syap.g_02612
OG0000784	Syat.g_01164	Syap.g_02613
OG0000785	Syat.g_01166	Syap.g_02281
OG0000786	Syat.g_01170	Syap.g_02287
OG0000787	Syat.g_01171	Syap.g_02288
OG0000788	Syat.g_00087	Syap.g_01932
OG0000789	Syat.g_00845	Syap.g_00372
OG0000791	Syat.g_01302	Syap.g_02520
OG0000792	Syat.g_01303	Syap.g_02519
OG0000793	Syat.g_01412	Syap.g_02141
OG0000794	Syat.g_01414	Syap.g_02200
OG0000795	Syat.g_01416	Syap.g_02199
OG0000796	Syat.g_01422	Syap.g_02448
OG0000797	Syat.g_01423	Syap.g_02449
OG0000798	Syat.g_02057	Syap.g_01363
OG0000798	Syat.g_01214	Syap.g_01269
OG0000799	Syat.g_01256	Syap.g_02488
OG0000800	Syat.g_01255	Syap.g_02487
OG0000801	Syat.g_01253	Syap.g_02486
OG0000802	Syat.g_01245	Syap.g_02659
OG0000803	Syat.g_01241	Syap.g_02109
OG0000804	Syat.g_01238	Syap.g_02113
OG0000805	Syat.g_01236	Syap.g_02115
OG0000806	Syat.g_01234	Syap.g_02117
OG0000807	Syat.g_01233	Syap.g_02118
OG0000808	Syat.g_01232	Syap.g_02119
OG0000809	Syat.g_01229	Syap.g_02122
OG0000810	Syat.g_01228	Syap.g_02124
OG0000811	Syat.g_01186	Syap.g_02472
OG0000812	Syat.g_01182	Syap.g_02474
OG0000813	Syat.g_01181	Syap.g_02475
OG0000814	Syat.g_01179	Syap.g_02753
OG0000815	Syat.g_01177	Syap.g_02752
OG0000816	Syat.g_01175	Syap.g_02289
OG0000817	Syat.g_01279	Syap.g_02527
OG0000818	Syat.g_01325	Syap.g_02001
OG0000819	Syat.g_01326	Syap.g_02002
OG0000820	Syat.g_01327	Syap.g_02003
OG0000821	Syat.g_01333	Syap.g_02009
OG0000822	Syat.g_01335	Syap.g_02011
OG0000824	Syat.g_01342	Syap.g_00008
OG0000825	Syat.g_01343	Syap.g_00009
OG0000826	Syat.g_01344	Syap.g_00010
OG0000827	Syat.g_01345	Syap.g_00011
OG0000828	Syat.g_01348	Syap.g_00014
OG0000829	Syat.g_01349	Syap.g_00015
OG0000830	Syat.g_01350	Syap.g_00016
OG0000831	Syat.g_01353	Syap.g_00019
OG0000832	Syat.g_02982	Syap.g_00752
OG0000833	Syat.g_03072	Syap.g_00021
OG0000834	Syat.g_03073	Syap.g_00023
OG0000835	Syat.g_03075	Syap.g_00024
OG0000836	Syat.g_03078	Syap.g_00026
OG0000837	Syat.g_03079	Syap.g_00027
OG0000838	Syat.g_03083	Syap.g_00031
OG0000839	Syat.g_03084	Syap.g_00032
OG0000840	Syat.g_03085	Syap.g_00033
OG0000841	Syat.g_03086	Syap.g_00034
OG0000842	Syat.g_03087	Syap.g_00035
OG0000843	Syat.g_03088	Syap.g_00036
OG0000844	Syat.g_03090	Syap.g_00039
OG0000845	Syat.g_03091	Syap.g_00040
OG0000846	Syat.g_03092	Syap.g_00042
OG0000847	Syat.g_03093	Syap.g_00043
OG0000848	Syat.g_03095	Syap.g_00045
OG0000849	Syat.g_03096	Syap.g_00046
OG0000850	Syat.g_03098	Syap.g_00310
OG0000851	Syat.g_03101	Syap.g_01214
OG0000852	Syat.g_03102	Syap.g_01215
OG0000853	Syat.g_03106	Syap.g_01219
OG0000854	Syat.g_03108	Syap.g_01222
OG0000855	Syat.g_03109	Syap.g_01223
OG0000856	Syat.g_03305	Syap.g_01286
OG0000857	Syat.g_00500	Syap.g_02722
OG0000858	Syat.g_03114	Syap.g_00612
OG0000859	Syat.g_03115	Syap.g_00613
OG0000860	Syat.g_03126	Syap.g_00623
OG0000861	Syat.g_03127	Syap.g_02789
OG0000862	Syat.g_03136	Syap.g_01789
OG0000863	Syat.g_03138	Syap.g_01784
OG0000864	Syat.g_03139	Syap.g_01783
OG0000865	Syat.g_03140	Syap.g_01781, Syap.g_01782
OG0000866	Syat.g_03141	Syap.g_01780
OG0000867	Syat.g_03142	Syap.g_01779
OG0000868	Syat.g_03067	Syap.g_01775
OG0000869	Syat.g_03054	Syap.g_01770
OG0000870	Syat.g_03049	Syap.g_01401
OG0000871	Syat.g_03048	Syap.g_01400
OG0000872	Syat.g_03042	Syap.g_01394
OG0000873	Syat.g_03039	Syap.g_01390
OG0000874	Syat.g_03037	Syap.g_01388
OG0000875	Syat.g_03035	Syap.g_01386
OG0000876	Syat.g_00745	Syap.g_00822
OG0000877	Syat.g_03024	Syap.g_01380
OG0000878	Syat.g_03023	Syap.g_01378
OG0000879	Syat.g_03022	Syap.g_01377
OG0000880	Syat.g_03021	Syap.g_01376
OG0000882	Syat.g_03011	Syap.g_01516
OG0000883	Syat.g_03007	Syap.g_01511
OG0000884	Syat.g_03005	Syap.g_01509
OG0000885	Syat.g_03004	Syap.g_01508
OG0000886	Syat.g_03003	Syap.g_01507
OG0000887	Syat.g_03002	Syap.g_01506
OG0000888	Syat.g_03000	Syap.g_01504
OG0000889	Syat.g_02997	Syap.g_01502
OG0000890	Syat.g_02994	Syap.g_01499
OG0000891	Syat.g_02993	Syap.g_01498
OG0000892	Syat.g_02992	Syap.g_02671
OG0000893	Syat.g_01864	Syap.g_02497
OG0000894	Syat.g_01860	Syap.g_02679
OG0000895	Syat.g_01856	Syap.g_00546
OG0000896	Syat.g_01855	Syap.g_00545
OG0000897	Syat.g_01853	Syap.g_00543
OG0000898	Syat.g_01852	Syap.g_00542
OG0000899	Syat.g_01851	Syap.g_00541
OG0000900	Syat.g_01850	Syap.g_00540
OG0000901	Syat.g_01845	Syap.g_01930
OG0000902	Syat.g_01843	Syap.g_01929
OG0000903	Syat.g_01830	Syap.g_01916
OG0000904	Syat.g_01834	Syap.g_01922
OG0000905	Syat.g_01839	Syap.g_01925
OG0000906	Syat.g_01841	Syap.g_01927
OG0000907	Syat.g_01828	Syap.g_01914
OG0000908	Syat.g_01825	Syap.g_01235
OG0000909	Syat.g_01824	Syap.g_01236
OG0000910	Syat.g_01823	Syap.g_01237
OG0000911	Syat.g_01821	Syap.g_00511
OG0000912	Syat.g_01820	Syap.g_00510
OG0000913	Syat.g_01819	Syap.g_00509
OG0000914	Syat.g_01818	Syap.g_00508
OG0000915	Syat.g_01816	Syap.g_00506
OG0000916	Syat.g_01815	Syap.g_00505
OG0000917	Syat.g_01814	Syap.g_00504
OG0000918	Syat.g_01813	Syap.g_00503
OG0000919	Syat.g_01812	Syap.g_00502
OG0000920	Syat.g_01811	Syap.g_00501
OG0000921	Syat.g_01810	Syap.g_00500
OG0000922	Syat.g_01809	Syap.g_00499
OG0000923	Syat.g_01805	Syap.g_00495
OG0000924	Syat.g_01804	Syap.g_00494
OG0000925	Syat.g_01803	Syap.g_00493
OG0000926	Syat.g_01802	Syap.g_00492
OG0000927	Syat.g_01800	Syap.g_00490
OG0000928	Syat.g_01799	Syap.g_00489
OG0000929	Syat.g_01798	Syap.g_00488
OG0000930	Syat.g_01797	Syap.g_00487
OG0000931	Syat.g_01796	Syap.g_00486
OG0000932	Syat.g_01794	Syap.g_00485
OG0000933	Syat.g_01788	Syap.g_00479
OG0000934	Syat.g_01786	Syap.g_00477
OG0000935	Syat.g_01665	Syap.g_00476
OG0000936	Syat.g_01664	Syap.g_00475
OG0000937	Syat.g_01663	Syap.g_00474
OG0000938	Syat.g_01659	Syap.g_00471
OG0000939	Syat.g_01658	Syap.g_00469
OG0000940	Syat.g_01651	Syap.g_00460
OG0000941	Syat.g_01649	Syap.g_00458
OG0000942	Syat.g_01647	Syap.g_00606
OG0000943	Syat.g_01646	Syap.g_00604
OG0000944	Syat.g_01644	Syap.g_00602
OG0000945	Syat.g_01643	Syap.g_00601
OG0000946	Syat.g_01633	Syap.g_00595
OG0000947	Syat.g_01630	Syap.g_00591
OG0000948	Syat.g_01629	Syap.g_00590
OG0000949	Syat.g_02142	Syap.g_01051
OG0000950	Syat.g_02152	Syap.g_01061
OG0000951	Syat.g_02157	Syap.g_01070
OG0000952	Syat.g_02162	Syap.g_01074
OG0000953	Syat.g_02166	Syap.g_01078
OG0000954	Syat.g_02187	Syap.g_01089
OG0000955	Syat.g_02188	Syap.g_01090
OG0000956	Syat.g_02191	Syap.g_01092
OG0000957	Syat.g_02204	Syap.g_01109
OG0000958	Syat.g_02205	Syap.g_01110
OG0000959	Syat.g_02212	Syap.g_01114
OG0000960	Syat.g_02213	Syap.g_01115
OG0000961	Syat.g_02873	Syap.g_02170
OG0000962	Syat.g_02223	Syap.g_01121
OG0000963	Syat.g_02226	Syap.g_01124
OG0000964	Syat.g_02227	Syap.g_01125
OG0000965	Syat.g_02228	Syap.g_01126
OG0000966	Syat.g_02259	Syap.g_01141
OG0000967	Syat.g_02263	Syap.g_00633
OG0000968	Syat.g_02269	Syap.g_00998
OG0000969	Syat.g_02271	Syap.g_00996
OG0000970	Syat.g_02272	Syap.g_00995
OG0000971	Syat.g_02274	Syap.g_00993
OG0000972	Syat.g_02275	Syap.g_00992
OG0000973	Syat.g_02276	Syap.g_00991
OG0000974	Syat.g_02277	Syap.g_00990
OG0000975	Syat.g_02278	Syap.g_00989
OG0000976	Syat.g_02279	Syap.g_00988
OG0000977	Syat.g_02281	Syap.g_00986
OG0000978	Syat.g_02283	Syap.g_00985
OG0000979	Syat.g_02286	Syap.g_00980
OG0000980	Syat.g_02289	Syap.g_00977
OG0000981	Syat.g_02292	Syap.g_01812
OG0000982	Syat.g_02691	Syap.g_00132
OG0000983	Syat.g_02690	Syap.g_00134
OG0000984	Syat.g_02689	Syap.g_00135
OG0000985	Syat.g_02685	Syap.g_00140
OG0000986	Syat.g_02680	Syap.g_01044
OG0000987	Syat.g_02678	Syap.g_01033
OG0000988	Syat.g_02672	Syap.g_01027
OG0000989	Syat.g_02657	Syap.g_01011
OG0000990	Syat.g_02500	Syap.g_02087
OG0000991	Syat.g_02503	Syap.g_02091
OG0000992	Syat.g_02507	Syap.g_02095
OG0000993	Syat.g_02508	Syap.g_02097
OG0000994	Syat.g_02512	Syap.g_02101
OG0000996	Syat.g_02446	Syap.g_01817
OG0000997	Syat.g_02417	Syap.g_02590
OG0000998	Syat.g_02415	Syap.g_02591
OG0000999	Syat.g_02414	Syap.g_02592
OG0001001	Syat.g_02400	Syap.g_02605
OG0001002	Syat.g_02394	Syap.g_00124
OG0001003	Syat.g_02392	Syap.g_02310
OG0001004	Syat.g_02391	Syap.g_02311
OG0001005	Syat.g_02390	Syap.g_02312
OG0001006	Syat.g_02378	Syap.g_00053
OG0001007	Syat.g_02376	Syap.g_00055
OG0001008	Syat.g_02971	Syap.g_02060
OG0001012	Syat.g_01004	Syap.g_00371
OG0001013	Syat.g_02716	Syap.g_01325
OG0001016	Syat.g_01474	Syap.g_01695
OG0001033	Syat.g_02784	Syap.g_00105
OG0001035	Syat.g_01885	Syap.g_01594
OG0001038	Syat.g_02058	Syap.g_01362
OG0001039	Syat.g_02061	Syap.g_01359
OG0001040	Syat.g_02064	Syap.g_01356
OG0001041	Syat.g_02070	Syap.g_01352
OG0001043	Syat.g_02103	Syap.g_01676
OG0001044	Syat.g_01615	Syap.g_00571
OG0001053	Syat.g_03173	Syap.g_02253
OG0001054	Syat.g_03192	Syap.g_00274
OG0001055	Syat.g_03224	Syap.g_00252
OG0001059	Syat.g_00075	Syap.g_00306
OG0001061	Syat.g_00051	Syap.g_01309
OG0001062	Syat.g_00048	Syap.g_01314
OG0001072	Syat.g_00028	Syap.g_00441
OG0001073	Syat.g_00009	Syap.g_00122, Syap.g_00455
OG0001078	Syat.g_00118	Syap.g_00896
OG0001080	Syat.g_00368	Syap.g_02505
OG0001085	Syat.g_00408	Syap.g_01953
OG0001094	Syat.g_00473	Syap.g_00187
OG0001095	Syat.g_00497	Syap.g_02725
OG0001096	Syat.g_00516	Syap.g_02709
OG0001100	Syat.g_00418	Syap.g_02369
OG0001102	Syat.g_00423	Syap.g_01258
OG0001103	Syat.g_00425	Syap.g_01256
OG0001104	Syat.g_00458	Syap.g_00171
OG0001105	Syat.g_00461	Syap.g_00175
OG0001107	Syat.g_00580	Syap.g_02015
OG0001108	Syat.g_00570	Syap.g_00119
OG0001122	Syat.g_00711	Syap.g_02766
OG0001123	Syat.g_00704	Syap.g_01872
OG0001133	Syat.g_03311	Syap.g_01292
OG0001136	Syat.g_03257	Syap.g_00230
OG0001137	Syat.g_00306	Syap.g_00213
OG0001140	Syat.g_00208	Syap.g_02134
OG0001152	Syat.g_01421	Syap.g_02447
OG0001154	Syat.g_01347	Syap.g_00013
OG0001155	Syat.g_02774	Syap.g_00750
OG0001160	Syat.g_03104	Syap.g_01217
OG0001162	Syat.g_01528	Syap.g_02366
OG0001163	Syat.g_03112	Syap.g_00609
OG0001164	Syat.g_03116	Syap.g_00614
OG0001165	Syat.g_03121	Syap.g_00619
OG0001168	Syat.g_03017	Syap.g_01372
OG0001171	Syat.g_03001	Syap.g_01505
OG0001172	Syat.g_01858	Syap.g_00547
OG0001178	Syat.g_03137	Syap.g_01786, Syap.g_01787
OG0001180	Syat.g_01654	Syap.g_00097, Syap.g_00465
OG0001181	Syat.g_01650	Syap.g_00459
OG0001183	Syat.g_01632	Syap.g_00594
OG0001185	Syat.g_02200	Syap.g_01104
OG0001186	Syat.g_02235	Syap.g_01140
OG0001187	Syat.g_02256	Syap.g_01142
OG0001188	Syat.g_02261	Syap.g_00634
OG0001189	Syat.g_02287	Syap.g_00979
OG0001191	Syat.g_02675	Syap.g_01030
OG0001192	Syat.g_02663	Syap.g_01021
OG0001197	Syat.g_02396	Syap.g_00126
OG0001199	Syat.g_01475	Syap.g_01696
OG0001200	Syat.g_01477	Syap.g_01698
OG0001202	Syat.g_02812	Syap.g_01613
OG0001203	Syat.g_01447	Syap.g_01154
OG0001204	Syat.g_01867	Syap.g_01577
OG0001214	Syat.g_00128	Syap.g_00897
OG0001217	Syat.g_02587	Syap.g_01464
OG0001218	Syat.g_01356	Syap.g_00020
OG0001219	Syat.g_00629	Syap.g_02794
OG0001222	Syat.g_00597	Syap.g_02027
OG0001224	Syat.g_00804	Syap.g_01551
OG0001225	Syat.g_00806	Syap.g_01553
OG0001226	Syat.g_01485	Syap.g_02551
OG0001228	Syat.g_00938	Syap.g_01063
OG0001229	Syat.g_00981	Syap.g_00827
OG0001230	Syat.g_01235	Syap.g_02116
OG0001231	Syat.g_02327	Syap.g_00073
OG0001232	Syat.g_03041	Syap.g_01393
OG0001235	Syat.g_01838	Syap.g_01924
OG0001236	Syat.g_02156	Syap.g_01069
OG0001237	Syat.g_02161	Syap.g_01073
OG0001238	Syat.g_02673	Syap.g_01028
OG0001239	Syat.g_01472	Syap.g_01693, Syap.g_01692
OG0001242	Syat.g_02936	Syap.g_02227, Syap.g_02229
OG0001243	Syat.g_02928	Syap.g_02219
OG0001244	Syat.g_02901	Syap.g_02192
OG0001246	Syat.g_03209	Syap.g_00267
OG0001248	Syat.g_03159	Syap.g_00423
OG0001249	Syat.g_01620	Syap.g_00575
OG0001250	Syat.g_00739	Syap.g_01836
OG0001251	Syat.g_00963	Syap.g_01549
OG0001251	Syat.g_00621	Syap.g_01727
OG0001255	Syat.g_00843	Syap.g_02523
OG0001256	Syat.g_03111	Syap.g_01225
OG0001257	Syat.g_01716	Syap.g_00374, Syap.g_00373
OG0001257	Syat.g_00729, Syat.g_00918	Syap.g_01821
OG0001258	Syat.g_03119	Syap.g_00617
OG0001261	Syat.g_01791	Syap.g_00482
OG0001262	Syat.g_02285	Syap.g_00981
OG0001263	Syat.g_02926	Syap.g_02216
OG0001265	Syat.g_02938	Syap.g_02231
OG0001266	Syat.g_02808	Syap.g_01618
OG0001267	Syat.g_02060	Syap.g_01360
OG0001268	Syat.g_01608	Syap.g_00563
OG0001270	Syat.g_02968	Syap.g_02056
OG0001271	Syat.g_01374	Syap.g_02759
OG0001272	Syat.g_03176	Syap.g_02250
OG0001274	Syat.g_02727	Syap.g_01897
OG0001275	Syat.g_00529	Syap.g_02694
OG0001276	Syat.g_00705	Syap.g_01873
OG0001277	Syat.g_03312	Syap.g_01293
OG0001278	Syat.g_00895	Syap.g_02438
OG0001279	Syat.g_01252	Syap.g_02663
OG0001282	Syat.g_02780	Syap.g_01701
OG0001286	Syat.g_01656	Syap.g_00467
OG0001287	Syat.g_02208	Syap.g_00418
OG0001288	Syat.g_02225	Syap.g_01123
OG0001289	Syat.g_01527	Syap.g_02365
OG0001291	Syat.g_02916	Syap.g_02207
OG0001292	Syat.g_01873	Syap.g_01583
OG0001297	Syat.g_03221	Syap.g_00255
OG0001299	Syat.g_00401	Syap.g_01959
OG0001303	Syat.g_00628	Syap.g_02795
OG0001304	Syat.g_00690	Syap.g_00536
OG0001305	Syat.g_00813	Syap.g_01562
OG0001306	Syat.g_03234	Syap.g_00245
OG0001307	Syat.g_02082	Syap.g_00403
OG0001308	Syat.g_01176	Syap.g_02750
OG0001310	Syat.g_03066	Syap.g_01774
OG0001311	Syat.g_00703	Syap.g_01871
OG0001312	Syat.g_00615	Syap.g_01735
OG0001314	Syat.g_00137	Syap.g_00330
OG0001315	Syat.g_01634	Syap.g_00596
OG0001318	Syat.g_01888	Syap.g_01596, Syap.g_01597
OG0001319	Syat.g_02048	Syap.g_02338
OG0001323	Syat.g_01111	Syap.g_00757
OG0001326	Syat.g_02525	Syap.g_02646
OG0001333	Syat.g_03018	Syap.g_01373
OG0001336	Syat.g_02402	Syap.g_02602
OG0001337	Syat.g_01621	Syap.g_00576
OG0001345	Syat.g_00290	Syap.g_01877, Syap.g_02776
OG0001347	Syat.g_02666	Syap.g_02536
OG0001348	Syat.g_03316	Syap.g_00938
OG0001349	Syat.g_01220	Syap.g_01264, Syap.g_00851
OG0001351	Syat.g_01318	Syap.g_01996
OG0001353	Syat.g_00717	Syap.g_01849
OG0001358	Syat.g_03319	Syap.g_00942
OG0001360	Syat.g_00256	Syap.g_01881, Syap.g_02778
OG0001361	Syat.g_00293	Syap.g_01792
OG0001364	Syat.g_02143	Syap.g_01052
OG0001365	Syat.g_02687	Syap.g_00138
OG0001366	Syat.g_03047	Syap.g_01399
OG0001371	Syat.g_01490	Syap.g_02544
OG0001373	Syat.g_02524	Syap.g_02647
OG0001374	Syat.g_02541	Syap.g_01829, Syap.g_01830
OG0001376	Syat.g_00841	Syap.g_01991
