Orthogroup	Syat	Syab
OG0000587	Syat.g_00001	Syab.g_01921
OG0000588	Syat.g_00338	Syab.g_01910
OG0000589	Syat.g_03318	Syab.g_01899
OG0000590	Syat.g_03317	Syab.g_01898
OG0000591	Syat.g_03308	Syab.g_01892
OG0000592	Syat.g_03307	Syab.g_01891
OG0000593	Syat.g_00113	Syab.g_01877
OG0000594	Syat.g_00114	Syab.g_01876
OG0000595	Syat.g_00115	Syab.g_01875
OG0000596	Syat.g_00129	Syab.g_01871
OG0000597	Syat.g_00132	Syab.g_01868
OG0000598	Syat.g_00133	Syab.g_01867
OG0000599	Syat.g_00381	Syab.g_01860
OG0000600	Syat.g_00380	Syab.g_01859
OG0000601	Syat.g_00379	Syab.g_01858
OG0000602	Syat.g_00375	Syab.g_01853
OG0000603	Syat.g_00374	Syab.g_01852
OG0000604	Syat.g_00372	Syab.g_01850
OG0000605	Syat.g_00370	Syab.g_01758
OG0000606	Syat.g_00367	Syab.g_01529
OG0000607	Syat.g_00364	Syab.g_01533
OG0000608	Syat.g_00363	Syab.g_01534
OG0000609	Syat.g_00344	Syab.g_01536
OG0000610	Syat.g_00399	Syab.g_01555
OG0000611	Syat.g_00402	Syab.g_01558
OG0000612	Syat.g_00403	Syab.g_01559
OG0000613	Syat.g_02129	Syab.g_00228
OG0000614	Syat.g_01084	Syab.g_01179
OG0000615	Syat.g_00442	Syab.g_01605
OG0000616	Syat.g_02397	Syab.g_02897
OG0000617	Syat.g_00665	Syab.g_01274
OG0000618	Syat.g_00666	Syab.g_01275
OG0000619	Syat.g_00667	Syab.g_01662
OG0000620	Syat.g_02591	Syab.g_01668
OG0000621	Syat.g_02590	Syab.g_01669
OG0000622	Syat.g_02572	Syab.g_01670
OG0000623	Syat.g_00672	Syab.g_01671
OG0000624	Syat.g_00673	Syab.g_01673
OG0000625	Syat.g_00674	Syab.g_01674
OG0000626	Syat.g_00675	Syab.g_01675
OG0000627	Syat.g_00641	Syab.g_01438
OG0000628	Syat.g_00640	Syab.g_01437
OG0000629	Syat.g_00637	Syab.g_01434
OG0000630	Syat.g_00631	Syab.g_01430
OG0000631	Syat.g_00624	Syab.g_01421
OG0000632	Syat.g_00623	Syab.g_01420
OG0000633	Syat.g_00622	Syab.g_01419
OG0000634	Syat.g_00475	Syab.g_01651
OG0000635	Syat.g_00476	Syab.g_01656
OG0000636	Syat.g_00478	Syab.g_01658
OG0000637	Syat.g_00480	Syab.g_01660
OG0000638	Syat.g_00481	Syab.g_01661
OG0000639	Syat.g_00482	Syab.g_01276
OG0000640	Syat.g_00483	Syab.g_01277
OG0000641	Syat.g_00488	Syab.g_01281
OG0000642	Syat.g_00489	Syab.g_01282
OG0000643	Syat.g_00494	Syab.g_01283
OG0000644	Syat.g_00495	Syab.g_01284
OG0000645	Syat.g_00496	Syab.g_01286
OG0000646	Syat.g_00499	Syab.g_01289
OG0000647	Syat.g_00501	Syab.g_01291
OG0000648	Syat.g_00504	Syab.g_01684
OG0000649	Syat.g_00505	Syab.g_01685
OG0000650	Syat.g_00506	Syab.g_01686
OG0000651	Syat.g_00507	Syab.g_01687
OG0000652	Syat.g_00508	Syab.g_01688
OG0000653	Syat.g_00510	Syab.g_01690
OG0000654	Syat.g_00514	Syab.g_01691
OG0000655	Syat.g_00515	Syab.g_01692
OG0000656	Syat.g_00518	Syab.g_01695
OG0000657	Syat.g_00720	Syab.g_01706
OG0000658	Syat.g_00723	Syab.g_01710
OG0000659	Syat.g_00724	Syab.g_01711
OG0000660	Syat.g_00740	Syab.g_01715
OG0000661	Syat.g_00742	Syab.g_01717
OG0000662	Syat.g_00746	Syab.g_01719
OG0000663	Syat.g_00749	Syab.g_01722
OG0000664	Syat.g_00752	Syab.g_01723
OG0000665	Syat.g_03302	Syab.g_01829
OG0000666	Syat.g_01415	Syab.g_01842
OG0000667	Syat.g_00958, Syat.g_03278	Syab.g_01548
OG0000668	Syat.g_00710	Syab.g_01319
OG0000669	Syat.g_00416	Syab.g_01642
OG0000670	Syat.g_00419	Syab.g_02156
OG0000671	Syat.g_00421	Syab.g_01638
OG0000672	Syat.g_00424	Syab.g_01635
OG0000673	Syat.g_00430	Syab.g_01632
OG0000674	Syat.g_00432	Syab.g_01630
OG0000675	Syat.g_00433	Syab.g_01629
OG0000676	Syat.g_00436	Syab.g_01620
OG0000677	Syat.g_00437	Syab.g_01619
OG0000678	Syat.g_00439	Syab.g_01613
OG0000679	Syat.g_00448	Syab.g_01601
OG0000680	Syat.g_00449	Syab.g_01600
OG0000681	Syat.g_00452	Syab.g_01597
OG0000682	Syat.g_00453	Syab.g_01596
OG0000683	Syat.g_00454	Syab.g_01595
OG0000684	Syat.g_00457	Syab.g_01591
OG0000685	Syat.g_02571	Syab.g_01589
OG0000686	Syat.g_00459	Syab.g_01588
OG0000687	Syat.g_00460	Syab.g_01586
OG0000688	Syat.g_00463	Syab.g_01576
OG0000689	Syat.g_00465	Syab.g_01574
OG0000690	Syat.g_00466	Syab.g_01573
OG0000691	Syat.g_00467	Syab.g_01572
OG0000692	Syat.g_00469	Syab.g_01571
OG0000693	Syat.g_00471	Syab.g_01569
OG0000694	Syat.g_00472	Syab.g_01568
OG0000695	Syat.g_00619	Syab.g_01417
OG0000696	Syat.g_00618	Syab.g_01416
OG0000697	Syat.g_00616	Syab.g_01415
OG0000698	Syat.g_00613	Syab.g_01412
OG0000699	Syat.g_00611	Syab.g_01411
OG0000700	Syat.g_00610	Syab.g_01410
OG0000701	Syat.g_00609	Syab.g_01409
OG0000702	Syat.g_00606	Syab.g_01401
OG0000703	Syat.g_00601	Syab.g_01400
OG0000704	Syat.g_00599	Syab.g_01398
OG0000705	Syat.g_00592	Syab.g_01391
OG0000706	Syat.g_00591	Syab.g_01390
OG0000707	Syat.g_00590	Syab.g_01389
OG0000708	Syat.g_00587	Syab.g_01386
OG0000709	Syat.g_00573	Syab.g_01378
OG0000710	Syat.g_00567	Syab.g_01367
OG0000711	Syat.g_00539	Syab.g_01340
OG0000712	Syat.g_00537	Syab.g_01338
OG0000713	Syat.g_00536	Syab.g_01337
OG0000714	Syat.g_00532	Syab.g_01334
OG0000715	Syat.g_00530	Syab.g_01332
OG0000716	Syat.g_00527	Syab.g_01328
OG0000717	Syat.g_00526	Syab.g_01327
OG0000718	Syat.g_00522	Syab.g_01323
OG0000719	Syat.g_00712	Syab.g_01321
OG0000720	Syat.g_00699	Syab.g_01307
OG0000721	Syat.g_00697	Syab.g_01305
OG0000722	Syat.g_00696	Syab.g_01304
OG0000723	Syat.g_00686	Syab.g_01678
OG0000724	Syat.g_00782	Syab.g_01223
OG0000725	Syat.g_00810	Syab.g_01207
OG0000726	Syat.g_00811	Syab.g_01206
OG0000727	Syat.g_00812	Syab.g_01205
OG0000728	Syat.g_00814	Syab.g_01203
OG0000729	Syat.g_02224	Syab.g_00097
OG0000730	Syat.g_01617	Syab.g_00521
OG0000731	Syat.g_01605	Syab.g_00531
OG0000732	Syat.g_02290	Syab.g_00055
OG0000733	Syat.g_03285	Syab.g_02798
OG0000734	Syat.g_01579	Syab.g_02508
OG0000735	Syat.g_03235	Syab.g_00942
OG0000736	Syat.g_03236	Syab.g_00943
OG0000737	Syat.g_03237	Syab.g_00944
OG0000738	Syat.g_03251	Syab.g_00949
OG0000739	Syat.g_03252	Syab.g_00961
OG0000740	Syat.g_03253	Syab.g_00962
OG0000741	Syat.g_03256	Syab.g_00965
OG0000742	Syat.g_03259	Syab.g_00968
OG0000743	Syat.g_03262	Syab.g_00970
OG0000744	Syat.g_03263	Syab.g_00971
OG0000745	Syat.g_03266	Syab.g_00973
OG0000746	Syat.g_00314	Syab.g_00975
OG0000747	Syat.g_00313	Syab.g_00976
OG0000748	Syat.g_00305	Syab.g_00991
OG0000749	Syat.g_00303	Syab.g_00992
OG0000750	Syat.g_00302	Syab.g_00993
OG0000751	Syat.g_00296	Syab.g_01002
OG0000752	Syat.g_00294	Syab.g_01004
OG0000753	Syat.g_00291	Syab.g_01007
OG0000754	Syat.g_00250	Syab.g_01012
OG0000755	Syat.g_00217	Syab.g_01021
OG0000756	Syat.g_00216	Syab.g_01022
OG0000757	Syat.g_00205	Syab.g_01029
OG0000758	Syat.g_00204	Syab.g_01030
OG0000759	Syat.g_00203	Syab.g_01031
OG0000760	Syat.g_00202	Syab.g_01032
OG0000761	Syat.g_00201	Syab.g_01034
OG0000762	Syat.g_00199	Syab.g_01036
OG0000763	Syat.g_00924	Syab.g_01038
OG0000764	Syat.g_00923	Syab.g_01039
OG0000765	Syat.g_00897	Syab.g_01154
OG0000766	Syat.g_00896	Syab.g_01153
OG0000767	Syat.g_00894	Syab.g_01151
OG0000768	Syat.g_00893	Syab.g_01150
OG0000769	Syat.g_00891	Syab.g_01148
OG0000770	Syat.g_00886	Syab.g_01145
OG0000771	Syat.g_00788	Syab.g_01229
OG0000772	Syat.g_01768	Syab.g_00957
OG0000773	Syat.g_01114	Syab.g_00931
OG0000774	Syat.g_01146	Syab.g_00924
OG0000775	Syat.g_01148	Syab.g_00922
OG0000776	Syat.g_01149	Syab.g_00921
OG0000777	Syat.g_01150	Syab.g_00920
OG0000778	Syat.g_01151	Syab.g_00919
OG0000779	Syat.g_01154	Syab.g_00913
OG0000780	Syat.g_01157	Syab.g_00908
OG0000781	Syat.g_01161	Syab.g_00904
OG0000782	Syat.g_01162	Syab.g_00903
OG0000783	Syat.g_01163	Syab.g_00902
OG0000784	Syat.g_01164	Syab.g_00901
OG0000785	Syat.g_01166	Syab.g_00899
OG0000786	Syat.g_01170	Syab.g_00895
OG0000787	Syat.g_01171	Syab.g_00894
OG0000788	Syat.g_00087	Syab.g_01857
OG0000789	Syat.g_00845	Syab.g_01835
OG0000790	Syat.g_01300	Syab.g_02082
OG0000791	Syat.g_01302	Syab.g_02080
OG0000792	Syat.g_01303	Syab.g_02079
OG0000793	Syat.g_01412	Syab.g_02074
OG0000794	Syat.g_01414	Syab.g_02073
OG0000795	Syat.g_01416	Syab.g_02072
OG0000796	Syat.g_01422	Syab.g_02068
OG0000797	Syat.g_01423	Syab.g_02067
OG0000798	Syat.g_02057	Syab.g_00298
OG0000799	Syat.g_01256	Syab.g_00826
OG0000800	Syat.g_01255	Syab.g_00821
OG0000801	Syat.g_01253	Syab.g_00820
OG0000802	Syat.g_01245	Syab.g_00816
OG0000803	Syat.g_01241	Syab.g_00806
OG0000804	Syat.g_01238	Syab.g_00802
OG0000805	Syat.g_01236	Syab.g_00792
OG0000806	Syat.g_01234	Syab.g_00790
OG0000807	Syat.g_01233	Syab.g_00788
OG0000808	Syat.g_01232	Syab.g_00783
OG0000809	Syat.g_01229	Syab.g_00780
OG0000810	Syat.g_01228	Syab.g_00779
OG0000811	Syat.g_01186	Syab.g_00770
OG0000812	Syat.g_01182	Syab.g_00768
OG0000813	Syat.g_01181	Syab.g_00767
OG0000814	Syat.g_01179	Syab.g_00765
OG0000815	Syat.g_01177	Syab.g_00760
OG0000816	Syat.g_01175	Syab.g_00758
OG0000817	Syat.g_01279	Syab.g_00757
OG0000818	Syat.g_01325	Syab.g_00751
OG0000819	Syat.g_01326	Syab.g_00750
OG0000820	Syat.g_01327	Syab.g_00749
OG0000821	Syat.g_01333	Syab.g_00743
OG0000822	Syat.g_01335	Syab.g_00741
OG0000823	Syat.g_01336	Syab.g_00740
OG0000824	Syat.g_01342	Syab.g_00735
OG0000825	Syat.g_01343	Syab.g_00734
OG0000826	Syat.g_01344	Syab.g_00733
OG0000827	Syat.g_01345	Syab.g_00732
OG0000828	Syat.g_01348	Syab.g_00729
OG0000829	Syat.g_01349	Syab.g_00728
OG0000830	Syat.g_01350	Syab.g_00727
OG0000831	Syat.g_01353	Syab.g_00725
OG0000832	Syat.g_02982	Syab.g_02169
OG0000833	Syat.g_03072	Syab.g_02178
OG0000834	Syat.g_03073	Syab.g_02181
OG0000835	Syat.g_03075	Syab.g_02182
OG0000836	Syat.g_03078	Syab.g_02185
OG0000837	Syat.g_03079	Syab.g_02186
OG0000838	Syat.g_03083	Syab.g_02190
OG0000839	Syat.g_03084	Syab.g_02191
OG0000840	Syat.g_03085	Syab.g_02192
OG0000841	Syat.g_03086	Syab.g_02193
OG0000842	Syat.g_03087	Syab.g_02194
OG0000843	Syat.g_03088	Syab.g_02195
OG0000844	Syat.g_03090	Syab.g_02197
OG0000845	Syat.g_03091	Syab.g_02198
OG0000846	Syat.g_03092	Syab.g_02199
OG0000847	Syat.g_03093	Syab.g_02200
OG0000848	Syat.g_03095	Syab.g_02202
OG0000849	Syat.g_03096	Syab.g_02203
OG0000850	Syat.g_03098	Syab.g_02212
OG0000851	Syat.g_03101	Syab.g_02226
OG0000852	Syat.g_03102	Syab.g_02227
OG0000853	Syat.g_03106	Syab.g_02233
OG0000854	Syat.g_03108	Syab.g_02235
OG0000855	Syat.g_03109	Syab.g_02236
OG0000856	Syat.g_03305	Syab.g_01889
OG0000857	Syat.g_00500	Syab.g_01290
OG0000858	Syat.g_03114	Syab.g_02244
OG0000859	Syat.g_03115	Syab.g_02245
OG0000860	Syat.g_03126	Syab.g_02258
OG0000861	Syat.g_03127	Syab.g_02259
OG0000862	Syat.g_03136	Syab.g_02261
OG0000863	Syat.g_03138	Syab.g_02265
OG0000864	Syat.g_03139	Syab.g_02266
OG0000865	Syat.g_03140	Syab.g_02267
OG0000866	Syat.g_03141	Syab.g_02268
OG0000867	Syat.g_03142	Syab.g_02269
OG0000868	Syat.g_03067	Syab.g_02287
OG0000869	Syat.g_03054	Syab.g_02292
OG0000870	Syat.g_03049	Syab.g_02297
OG0000871	Syat.g_03048	Syab.g_02298
OG0000872	Syat.g_03042	Syab.g_02305
OG0000873	Syat.g_03039	Syab.g_02308
OG0000874	Syat.g_03037	Syab.g_02311
OG0000875	Syat.g_03035	Syab.g_02313
OG0000876	Syat.g_00745	Syab.g_02315
OG0000877	Syat.g_03024	Syab.g_02317
OG0000878	Syat.g_03023	Syab.g_02318
OG0000879	Syat.g_03022	Syab.g_02319
OG0000880	Syat.g_03021	Syab.g_02320
OG0000881	Syat.g_03016	Syab.g_02325
OG0000882	Syat.g_03011	Syab.g_02330
OG0000883	Syat.g_03007	Syab.g_02332
OG0000884	Syat.g_03005	Syab.g_02334
OG0000885	Syat.g_03004	Syab.g_02335
OG0000886	Syat.g_03003	Syab.g_02336
OG0000887	Syat.g_03002	Syab.g_02338
OG0000888	Syat.g_03000	Syab.g_02340
OG0000889	Syat.g_02997	Syab.g_02342
OG0000890	Syat.g_02994	Syab.g_02348
OG0000891	Syat.g_02993	Syab.g_02349
OG0000892	Syat.g_02992	Syab.g_02353
OG0000893	Syat.g_01864	Syab.g_00366
OG0000894	Syat.g_01860	Syab.g_00369
OG0000895	Syat.g_01856	Syab.g_00373
OG0000896	Syat.g_01855	Syab.g_00374
OG0000897	Syat.g_01853	Syab.g_00376
OG0000898	Syat.g_01852	Syab.g_00377
OG0000899	Syat.g_01851	Syab.g_00378
OG0000900	Syat.g_01850	Syab.g_00379
OG0000901	Syat.g_01845	Syab.g_00384
OG0000902	Syat.g_01843	Syab.g_00386
OG0000903	Syat.g_01830	Syab.g_00399
OG0000904	Syat.g_01834	Syab.g_00395
OG0000905	Syat.g_01839	Syab.g_00390
OG0000906	Syat.g_01841	Syab.g_00388
OG0000907	Syat.g_01828	Syab.g_00401
OG0000908	Syat.g_01825	Syab.g_00404
OG0000909	Syat.g_01824	Syab.g_00405
OG0000910	Syat.g_01823	Syab.g_00406
OG0000911	Syat.g_01821	Syab.g_00408
OG0000912	Syat.g_01820	Syab.g_00409
OG0000913	Syat.g_01819	Syab.g_00410
OG0000914	Syat.g_01818	Syab.g_00411
OG0000915	Syat.g_01816	Syab.g_00412
OG0000916	Syat.g_01815	Syab.g_00413
OG0000917	Syat.g_01814	Syab.g_00414
OG0000918	Syat.g_01813	Syab.g_00415
OG0000919	Syat.g_01812	Syab.g_00416
OG0000920	Syat.g_01811	Syab.g_00417
OG0000921	Syat.g_01810	Syab.g_00418
OG0000922	Syat.g_01809	Syab.g_00419
OG0000923	Syat.g_01805	Syab.g_00423
OG0000924	Syat.g_01804	Syab.g_00424
OG0000925	Syat.g_01803	Syab.g_00425
OG0000926	Syat.g_01802	Syab.g_00426
OG0000927	Syat.g_01800	Syab.g_00428
OG0000928	Syat.g_01799	Syab.g_00429
OG0000929	Syat.g_01798	Syab.g_00430
OG0000930	Syat.g_01797	Syab.g_00431
OG0000931	Syat.g_01796	Syab.g_00432
OG0000932	Syat.g_01794	Syab.g_00433
OG0000933	Syat.g_01788	Syab.g_00439
OG0000934	Syat.g_01786	Syab.g_00441
OG0000935	Syat.g_01665	Syab.g_00442
OG0000936	Syat.g_01664	Syab.g_00443
OG0000937	Syat.g_01663	Syab.g_00444
OG0000938	Syat.g_01659	Syab.g_00447
OG0000939	Syat.g_01658	Syab.g_00448
OG0000940	Syat.g_01651	Syab.g_00456
OG0000941	Syat.g_01649	Syab.g_00458
OG0000942	Syat.g_01647	Syab.g_00460
OG0000943	Syat.g_01646	Syab.g_00461
OG0000944	Syat.g_01644	Syab.g_00463
OG0000945	Syat.g_01643	Syab.g_00466
OG0000946	Syat.g_01633	Syab.g_00473
OG0000947	Syat.g_01630	Syab.g_00476
OG0000948	Syat.g_01629	Syab.g_00477
OG0000949	Syat.g_02142	Syab.g_00212
OG0000950	Syat.g_02152	Syab.g_00204
OG0000951	Syat.g_02157	Syab.g_00199
OG0000952	Syat.g_02162	Syab.g_00191
OG0000953	Syat.g_02166	Syab.g_00134
OG0000954	Syat.g_02187	Syab.g_00129
OG0000955	Syat.g_02188	Syab.g_00128
OG0000956	Syat.g_02191	Syab.g_00126
OG0000957	Syat.g_02204	Syab.g_00115
OG0000958	Syat.g_02205	Syab.g_00114
OG0000959	Syat.g_02212	Syab.g_00110
OG0000960	Syat.g_02213	Syab.g_00109
OG0000961	Syat.g_02873	Syab.g_00100
OG0000962	Syat.g_02223	Syab.g_00098
OG0000963	Syat.g_02226	Syab.g_00093
OG0000964	Syat.g_02227	Syab.g_00092
OG0000965	Syat.g_02228	Syab.g_00091
OG0000966	Syat.g_02259	Syab.g_00082
OG0000967	Syat.g_02263	Syab.g_00078
OG0000968	Syat.g_02269	Syab.g_00075
OG0000969	Syat.g_02271	Syab.g_00073
OG0000970	Syat.g_02272	Syab.g_00072
OG0000971	Syat.g_02274	Syab.g_00070
OG0000972	Syat.g_02275	Syab.g_00069
OG0000973	Syat.g_02276	Syab.g_00068
OG0000974	Syat.g_02277	Syab.g_00067
OG0000975	Syat.g_02278	Syab.g_00066
OG0000976	Syat.g_02279	Syab.g_00065
OG0000977	Syat.g_02281	Syab.g_00063
OG0000978	Syat.g_02283	Syab.g_00062
OG0000979	Syat.g_02286	Syab.g_00059
OG0000980	Syat.g_02289	Syab.g_00056
OG0000981	Syat.g_02292	Syab.g_00053
OG0000982	Syat.g_02691	Syab.g_02756
OG0000983	Syat.g_02690	Syab.g_02757
OG0000984	Syat.g_02689	Syab.g_02758
OG0000985	Syat.g_02685	Syab.g_02762
OG0000986	Syat.g_02680	Syab.g_02764
OG0000987	Syat.g_02678	Syab.g_02768
OG0000988	Syat.g_02672	Syab.g_02774
OG0000989	Syat.g_02657	Syab.g_02792
OG0000990	Syat.g_02500	Syab.g_02811
OG0000991	Syat.g_02503	Syab.g_02818
OG0000992	Syat.g_02507	Syab.g_02821
OG0000993	Syat.g_02508	Syab.g_02822
OG0000994	Syat.g_02512	Syab.g_02826
OG0000995	Syat.g_02517	Syab.g_02835
OG0000996	Syat.g_02446	Syab.g_02866
OG0000997	Syat.g_02417	Syab.g_02875
OG0000998	Syat.g_02415	Syab.g_02877
OG0000999	Syat.g_02414	Syab.g_02878
OG0001001	Syat.g_02400	Syab.g_02888
OG0001002	Syat.g_02394	Syab.g_02900
OG0001003	Syat.g_02392	Syab.g_02902
OG0001004	Syat.g_02391	Syab.g_02903
OG0001005	Syat.g_02390	Syab.g_02905
OG0001006	Syat.g_02378	Syab.g_02912
OG0001007	Syat.g_02376	Syab.g_02914
OG0001008	Syat.g_02971	Syab.g_00584
OG0001009	Syat.g_02311	Syab.g_00033
OG0001010	Syat.g_02310	Syab.g_00034
OG0001011	Syat.g_02308	Syab.g_00035
OG0001012	Syat.g_01004	Syab.g_02752
OG0001013	Syat.g_02716	Syab.g_02716
OG0001014	Syat.g_02721	Syab.g_02712
OG0001015	Syat.g_02722	Syab.g_02711
OG0001016	Syat.g_01474	Syab.g_02439
OG0001017	Syat.g_01480	Syab.g_02445
OG0001018	Syat.g_01482	Syab.g_02447
OG0001019	Syat.g_01532	Syab.g_02469
OG0001020	Syat.g_01539	Syab.g_02477
OG0001021	Syat.g_01552	Syab.g_02481
OG0001022	Syat.g_01555	Syab.g_02485
OG0001023	Syat.g_01556	Syab.g_02486
OG0001024	Syat.g_01560	Syab.g_02490
OG0001025	Syat.g_01566	Syab.g_02497
OG0001026	Syat.g_01582	Syab.g_02510
OG0001027	Syat.g_02947	Syab.g_02515
OG0001028	Syat.g_02944	Syab.g_02517
OG0001029	Syat.g_02942	Syab.g_02519
OG0001030	Syat.g_02922	Syab.g_02540
OG0001031	Syat.g_02836	Syab.g_02615
OG0001032	Syat.g_02834	Syab.g_02617
OG0001033	Syat.g_02784	Syab.g_02675
OG0001034	Syat.g_01448	Syab.g_02370
OG0001035	Syat.g_01885	Syab.g_00335
OG0001036	Syat.g_01939	Syab.g_00327
OG0001037	Syat.g_01941	Syab.g_00325
OG0001038	Syat.g_02058	Syab.g_00297
OG0001039	Syat.g_02061	Syab.g_00294
OG0001040	Syat.g_02064	Syab.g_00291
OG0001041	Syat.g_02070	Syab.g_00286
OG0001042	Syat.g_02100	Syab.g_00254
OG0001043	Syat.g_02103	Syab.g_00250
OG0001044	Syat.g_01615	Syab.g_00522
OG0001045	Syat.g_01602	Syab.g_00534
OG0001046	Syat.g_00552	Syab.g_01352
OG0001047	Syat.g_02973	Syab.g_00586
OG0001048	Syat.g_02974	Syab.g_00587
OG0001049	Syat.g_01290	Syab.g_00590
OG0001050	Syat.g_01289	Syab.g_00591
OG0001051	Syat.g_01288	Syab.g_00592
OG0001052	Syat.g_01375	Syab.g_00693
OG0001053	Syat.g_03173	Syab.g_02099
OG0001054	Syat.g_03192	Syab.g_02118
OG0001055	Syat.g_03224	Syab.g_02139
OG0001056	Syat.g_03275	Syab.g_02036
OG0001057	Syat.g_00102	Syab.g_00882
OG0001058	Syat.g_00079	Syab.g_02014
OG0001059	Syat.g_00075	Syab.g_02010
OG0001061	Syat.g_00051	Syab.g_01985
OG0001062	Syat.g_00048	Syab.g_01983
OG0001063	Syat.g_00042	Syab.g_01979
OG0001064	Syat.g_00041	Syab.g_01978
OG0001065	Syat.g_00040	Syab.g_01976
OG0001066	Syat.g_00039	Syab.g_01975
OG0001067	Syat.g_00038	Syab.g_01974
OG0001068	Syat.g_00037	Syab.g_01973
OG0001069	Syat.g_00036	Syab.g_01972
OG0001070	Syat.g_00032	Syab.g_01968
OG0001071	Syat.g_00031	Syab.g_01967
OG0001072	Syat.g_00028	Syab.g_01962
OG0001073	Syat.g_00009	Syab.g_01947
OG0001074	Syat.g_01015	Syab.g_01815
OG0001075	Syat.g_01037	Syab.g_01919
OG0001076	Syat.g_03315	Syab.g_01897
OG0001077	Syat.g_03290	Syab.g_01887
OG0001079	Syat.g_00378	Syab.g_01856
OG0001080	Syat.g_00368	Syab.g_01756
OG0001081	Syat.g_00366	Syab.g_01530
OG0001082	Syat.g_00365	Syab.g_01531
OG0001083	Syat.g_00390	Syab.g_01540
OG0001084	Syat.g_00391	Syab.g_01543
OG0001085	Syat.g_00408	Syab.g_01563
OG0001086	Syat.g_00410	Syab.g_01565
OG0001087	Syat.g_03277	Syab.g_01167
OG0001088	Syat.g_02496	Syab.g_01170
OG0001089	Syat.g_00818	Syab.g_01198
OG0001090	Syat.g_00659	Syab.g_01267
OG0001091	Syat.g_00661	Syab.g_01270
OG0001092	Syat.g_00663	Syab.g_01272
OG0001093	Syat.g_00669	Syab.g_01664
OG0001094	Syat.g_00473	Syab.g_01567
OG0001095	Syat.g_00497	Syab.g_01287
OG0001096	Syat.g_00516	Syab.g_01693
OG0001097	Syat.g_00743	Syab.g_01718
OG0001098	Syat.g_01672	Syab.g_01497
OG0001099	Syat.g_02943	Syab.g_02518
OG0001100	Syat.g_00418	Syab.g_01640
OG0001101	Syat.g_00420	Syab.g_01639
OG0001102	Syat.g_00423	Syab.g_01636
OG0001103	Syat.g_00425	Syab.g_01634
OG0001104	Syat.g_00458	Syab.g_01590
OG0001105	Syat.g_00461	Syab.g_01585
OG0001106	Syat.g_00598	Syab.g_01397
OG0001107	Syat.g_00580	Syab.g_01385
OG0001108	Syat.g_00570	Syab.g_01377
OG0001109	Syat.g_00568	Syab.g_01368
OG0001110	Syat.g_00566	Syab.g_01366
OG0001111	Syat.g_00564	Syab.g_01364
OG0001112	Syat.g_00562	Syab.g_01362
OG0001113	Syat.g_00561	Syab.g_01593
OG0001114	Syat.g_00560	Syab.g_01361
OG0001115	Syat.g_00557	Syab.g_01357
OG0001116	Syat.g_00555	Syab.g_01355
OG0001117	Syat.g_00554	Syab.g_01354
OG0001118	Syat.g_00553	Syab.g_01353
OG0001119	Syat.g_00551	Syab.g_01351
OG0001120	Syat.g_00546	Syab.g_01347
OG0001122	Syat.g_00711	Syab.g_01320
OG0001123	Syat.g_00704	Syab.g_01312
OG0001124	Syat.g_00702	Syab.g_01310
OG0001125	Syat.g_00700	Syab.g_01308
OG0001126	Syat.g_00790	Syab.g_01231
OG0001127	Syat.g_00789	Syab.g_01230
OG0001128	Syat.g_00786	Syab.g_01227
OG0001129	Syat.g_00784	Syab.g_01225
OG0001130	Syat.g_00783	Syab.g_01224
OG0001131	Syat.g_01674	Syab.g_01609
OG0001132	Syat.g_00965	Syab.g_01790
OG0001133	Syat.g_03311	Syab.g_01895
OG0001136	Syat.g_03257	Syab.g_00966
OG0001137	Syat.g_00306	Syab.g_00990
OG0001138	Syat.g_00214	Syab.g_01023
OG0001139	Syat.g_00209	Syab.g_01025
OG0001140	Syat.g_00208	Syab.g_01026
OG0001141	Syat.g_00207	Syab.g_01027
OG0001142	Syat.g_00206	Syab.g_01028
OG0001143	Syat.g_00925	Syab.g_01037
OG0001144	Syat.g_00906	Syab.g_01052
OG0001145	Syat.g_01117	Syab.g_00928
OG0001146	Syat.g_01158	Syab.g_00907
OG0001147	Syat.g_01368	Syab.g_00716
OG0001148	Syat.g_01297	Syab.g_02085
OG0001149	Syat.g_01298	Syab.g_02084
OG0001150	Syat.g_01299	Syab.g_02083
OG0001151	Syat.g_01420	Syab.g_02070
OG0001152	Syat.g_01421	Syab.g_02069
OG0001153	Syat.g_01346	Syab.g_00731
OG0001154	Syat.g_01347	Syab.g_00730
OG0001155	Syat.g_02774	Syab.g_02171
OG0001156	Syat.g_02978	Syab.g_02174
OG0001157	Syat.g_02977	Syab.g_02175
OG0001158	Syat.g_02976	Syab.g_02176
OG0001159	Syat.g_02975	Syab.g_02177
OG0001160	Syat.g_03104	Syab.g_02231
OG0001161	Syat.g_02384	Syab.g_02797
OG0001162	Syat.g_01528	Syab.g_00893
OG0001163	Syat.g_03112	Syab.g_02241
OG0001164	Syat.g_03116	Syab.g_02247
OG0001165	Syat.g_03121	Syab.g_02252
OG0001166	Syat.g_03050	Syab.g_02296
OG0001167	Syat.g_03019	Syab.g_02322
OG0001168	Syat.g_03017	Syab.g_02324
OG0001169	Syat.g_03015	Syab.g_02326
OG0001170	Syat.g_03013	Syab.g_02328
OG0001171	Syat.g_03001	Syab.g_02339
OG0001172	Syat.g_01858	Syab.g_00371
OG0001173	Syat.g_01857	Syab.g_00372
OG0001174	Syat.g_01849	Syab.g_00380
