Orthogroup	Syat	Prau
OG0000588	Syat.g_00338	Prau.g_00656
OG0000589	Syat.g_03318	Prau.g_00661
OG0000590	Syat.g_03317	Prau.g_00662
OG0000591	Syat.g_03308	Prau.g_00665
OG0000592	Syat.g_03307	Prau.g_00666
OG0000593	Syat.g_00113	Prau.g_00672
OG0000594	Syat.g_00114	Prau.g_00673
OG0000595	Syat.g_00115	Prau.g_00674
OG0000596	Syat.g_00129	Prau.g_00678
OG0000597	Syat.g_00132	Prau.g_00680
OG0000598	Syat.g_00133	Prau.g_00681
OG0000599	Syat.g_00381	Prau.g_00684
OG0000600	Syat.g_00380	Prau.g_00685
OG0000601	Syat.g_00379	Prau.g_00686
OG0000602	Syat.g_00375	Prau.g_00688
OG0000603	Syat.g_00374	Prau.g_00689
OG0000604	Syat.g_00372	Prau.g_00690
OG0000605	Syat.g_00370	Prau.g_00691
OG0000606	Syat.g_00367	Prau.g_00694
OG0000607	Syat.g_00364	Prau.g_00697
OG0000608	Syat.g_00363	Prau.g_00698
OG0000609	Syat.g_00344	Prau.g_00699
OG0000610	Syat.g_00399	Prau.g_00704
OG0000611	Syat.g_00402	Prau.g_00707
OG0000612	Syat.g_00403	Prau.g_00708
OG0000613	Syat.g_02129	Prau.g_00713
OG0000614	Syat.g_01084	Prau.g_00732
OG0000615	Syat.g_00442	Prau.g_00740
OG0000616	Syat.g_02397	Prau.g_00744
OG0000617	Syat.g_00665	Prau.g_00761
OG0000618	Syat.g_00666	Prau.g_00762
OG0000619	Syat.g_00667	Prau.g_00763
OG0000620	Syat.g_02591	Prau.g_00766
OG0000621	Syat.g_02590	Prau.g_00767
OG0000622	Syat.g_02572	Prau.g_00768
OG0000623	Syat.g_00672	Prau.g_00769
OG0000624	Syat.g_00673	Prau.g_00770
OG0000625	Syat.g_00674	Prau.g_00771
OG0000626	Syat.g_00675	Prau.g_00772
OG0000627	Syat.g_00641	Prau.g_00773
OG0000628	Syat.g_00640	Prau.g_00774
OG0000629	Syat.g_00637	Prau.g_00775
OG0000630	Syat.g_00631	Prau.g_00778
OG0000631	Syat.g_00624	Prau.g_00845
OG0000632	Syat.g_00623	Prau.g_00846
OG0000633	Syat.g_00622	Prau.g_00847
OG0000634	Syat.g_00475	Prau.g_00850
OG0000635	Syat.g_00476	Prau.g_00851
OG0000636	Syat.g_00478	Prau.g_00853
OG0000637	Syat.g_00480	Prau.g_00855
OG0000638	Syat.g_00481	Prau.g_00856
OG0000639	Syat.g_00482	Prau.g_00857
OG0000640	Syat.g_00483	Prau.g_00858
OG0000641	Syat.g_00488	Prau.g_00862
OG0000642	Syat.g_00489	Prau.g_00863
OG0000643	Syat.g_00494	Prau.g_00864
OG0000644	Syat.g_00495	Prau.g_00865
OG0000645	Syat.g_00496	Prau.g_00866
OG0000646	Syat.g_00499	Prau.g_00868
OG0000647	Syat.g_00501	Prau.g_00869
OG0000648	Syat.g_00504	Prau.g_00871
OG0000649	Syat.g_00505	Prau.g_00872
OG0000650	Syat.g_00506	Prau.g_00873
OG0000651	Syat.g_00507	Prau.g_00874
OG0000652	Syat.g_00508	Prau.g_00875
OG0000653	Syat.g_00510	Prau.g_00877
OG0000654	Syat.g_00514	Prau.g_00878
OG0000655	Syat.g_00515	Prau.g_00879
OG0000656	Syat.g_00518	Prau.g_00882
OG0000657	Syat.g_00720	Prau.g_00889
OG0000658	Syat.g_00723	Prau.g_00890
OG0000659	Syat.g_00724	Prau.g_00891
OG0000660	Syat.g_00740	Prau.g_00895
OG0000661	Syat.g_00742	Prau.g_00897
OG0000662	Syat.g_00746	Prau.g_00899
OG0000663	Syat.g_00749	Prau.g_00902
OG0000664	Syat.g_00752	Prau.g_00903
OG0000665	Syat.g_03302	Prau.g_00907
OG0000666	Syat.g_01415	Prau.g_00908
OG0000667	Syat.g_00958, Syat.g_03278	Prau.g_00912
OG0000668	Syat.g_00710	Prau.g_00942
OG0000669	Syat.g_00416	Prau.g_00949
OG0000670	Syat.g_00419	Prau.g_00951
OG0000671	Syat.g_00421	Prau.g_00953
OG0000672	Syat.g_00424	Prau.g_00955
OG0000673	Syat.g_00430	Prau.g_00957
OG0000674	Syat.g_00432	Prau.g_00959
OG0000675	Syat.g_00433	Prau.g_00960
OG0000676	Syat.g_00436	Prau.g_00962
OG0000677	Syat.g_00437	Prau.g_00963
OG0000678	Syat.g_00439	Prau.g_00965
OG0000679	Syat.g_00448	Prau.g_00969
OG0000680	Syat.g_00449	Prau.g_00970
OG0000681	Syat.g_00452	Prau.g_00973
OG0000682	Syat.g_00453	Prau.g_00974
OG0000683	Syat.g_00454	Prau.g_00975
OG0000684	Syat.g_00457	Prau.g_00977
OG0000685	Syat.g_02571	Prau.g_00979
OG0000686	Syat.g_00459	Prau.g_00980
OG0000687	Syat.g_00460	Prau.g_00981
OG0000688	Syat.g_00463	Prau.g_00984
OG0000689	Syat.g_00465	Prau.g_00985
OG0000690	Syat.g_00466	Prau.g_00986
OG0000691	Syat.g_00467	Prau.g_00987
OG0000692	Syat.g_00469	Prau.g_00989
OG0000693	Syat.g_00471	Prau.g_00990
OG0000694	Syat.g_00472	Prau.g_00991
OG0000695	Syat.g_00619	Prau.g_00993
OG0000696	Syat.g_00618	Prau.g_00994
OG0000697	Syat.g_00616	Prau.g_00995
OG0000698	Syat.g_00613	Prau.g_00998
OG0000699	Syat.g_00611	Prau.g_00999
OG0000700	Syat.g_00610	Prau.g_01000
OG0000701	Syat.g_00609	Prau.g_01001
OG0000702	Syat.g_00606	Prau.g_01003
OG0000703	Syat.g_00601	Prau.g_01004
OG0000704	Syat.g_00599	Prau.g_01005
OG0000705	Syat.g_00592	Prau.g_01009
OG0000706	Syat.g_00591	Prau.g_01010
OG0000707	Syat.g_00590	Prau.g_01011
OG0000708	Syat.g_00587	Prau.g_01012
OG0000709	Syat.g_00573	Prau.g_01016
OG0000710	Syat.g_00567	Prau.g_01019
OG0000711	Syat.g_00539	Prau.g_01036
OG0000712	Syat.g_00537	Prau.g_01038
OG0000713	Syat.g_00536	Prau.g_01039
OG0000714	Syat.g_00532	Prau.g_01040
OG0000715	Syat.g_00530	Prau.g_01042
OG0000716	Syat.g_00527	Prau.g_01044
OG0000717	Syat.g_00526	Prau.g_01045
OG0000718	Syat.g_00522	Prau.g_01058
OG0000719	Syat.g_00712	Prau.g_01060
OG0000720	Syat.g_00699	Prau.g_01069
OG0000721	Syat.g_00697	Prau.g_01071
OG0000722	Syat.g_00696	Prau.g_01072
OG0000723	Syat.g_00686	Prau.g_01075
OG0000724	Syat.g_00782	Prau.g_01084
OG0000725	Syat.g_00810	Prau.g_01090
OG0000726	Syat.g_00811	Prau.g_01091
OG0000727	Syat.g_00812	Prau.g_01092
OG0000728	Syat.g_00814	Prau.g_01094
OG0000729	Syat.g_02224	Prau.g_01138
OG0000730	Syat.g_01617	Prau.g_01142
OG0000731	Syat.g_01605	Prau.g_01146
OG0000732	Syat.g_02290	Prau.g_01155
OG0000733	Syat.g_03285	Prau.g_01175
OG0000734	Syat.g_01579	Prau.g_01192
OG0000735	Syat.g_03235	Prau.g_01194
OG0000736	Syat.g_03236	Prau.g_01195
OG0000737	Syat.g_03237	Prau.g_01196
OG0000738	Syat.g_03251	Prau.g_01200
OG0000739	Syat.g_03252	Prau.g_01201
OG0000740	Syat.g_03253	Prau.g_01202
OG0000741	Syat.g_03256	Prau.g_01203
OG0000742	Syat.g_03259	Prau.g_01205
OG0000743	Syat.g_03262	Prau.g_01207
OG0000744	Syat.g_03263	Prau.g_01208
OG0000745	Syat.g_03266	Prau.g_01209
OG0000746	Syat.g_00314	Prau.g_01211
OG0000747	Syat.g_00313	Prau.g_01212
OG0000748	Syat.g_00305	Prau.g_01215
OG0000749	Syat.g_00303	Prau.g_01216
OG0000750	Syat.g_00302	Prau.g_01217
OG0000751	Syat.g_00296	Prau.g_01219
OG0000752	Syat.g_00294	Prau.g_01221
OG0000753	Syat.g_00291	Prau.g_01224
OG0000754	Syat.g_00250	Prau.g_01227
OG0000755	Syat.g_00217	Prau.g_01230
OG0000756	Syat.g_00216	Prau.g_01231
OG0000757	Syat.g_00205	Prau.g_01237
OG0000758	Syat.g_00204	Prau.g_01238
OG0000759	Syat.g_00203	Prau.g_01239
OG0000760	Syat.g_00202	Prau.g_01240
OG0000761	Syat.g_00201	Prau.g_01241
OG0000762	Syat.g_00199	Prau.g_01242
OG0000763	Syat.g_00924	Prau.g_01244
OG0000764	Syat.g_00923	Prau.g_01245
OG0000765	Syat.g_00897	Prau.g_01254
OG0000766	Syat.g_00896	Prau.g_01255
OG0000767	Syat.g_00894	Prau.g_01257
OG0000768	Syat.g_00893	Prau.g_01258
OG0000769	Syat.g_00891	Prau.g_01260
OG0000770	Syat.g_00886	Prau.g_01262
OG0000771	Syat.g_00788	Prau.g_01271, Prau.g_01496
OG0000772	Syat.g_01768	Prau.g_01346
OG0000773	Syat.g_01114	Prau.g_01361
OG0000774	Syat.g_01146	Prau.g_01363
OG0000775	Syat.g_01148	Prau.g_01366
OG0000776	Syat.g_01149	Prau.g_01367
OG0000777	Syat.g_01150	Prau.g_01368
OG0000778	Syat.g_01151	Prau.g_01369
OG0000779	Syat.g_01154	Prau.g_01373
OG0000780	Syat.g_01157	Prau.g_01374
OG0000781	Syat.g_01161	Prau.g_01377
OG0000782	Syat.g_01162	Prau.g_01378
OG0000783	Syat.g_01163	Prau.g_01379
OG0000784	Syat.g_01164	Prau.g_01380
OG0000785	Syat.g_01166	Prau.g_01382
OG0000786	Syat.g_01170	Prau.g_01384
OG0000787	Syat.g_01171	Prau.g_01385
OG0000788	Syat.g_00087	Prau.g_01396
OG0000789	Syat.g_00845	Prau.g_01399
OG0000790	Syat.g_01300	Prau.g_01414
OG0000791	Syat.g_01302	Prau.g_01416
OG0000792	Syat.g_01303	Prau.g_01417
OG0000793	Syat.g_01412	Prau.g_01420
OG0000794	Syat.g_01414	Prau.g_01421
OG0000795	Syat.g_01416	Prau.g_01422
OG0000796	Syat.g_01422	Prau.g_01426
OG0000797	Syat.g_01423	Prau.g_01427
OG0000799	Syat.g_01256	Prau.g_01510
OG0000800	Syat.g_01255	Prau.g_01511
OG0000801	Syat.g_01253	Prau.g_01512
OG0000802	Syat.g_01245	Prau.g_01514
OG0000803	Syat.g_01241	Prau.g_01516
OG0000804	Syat.g_01238	Prau.g_01517
OG0000805	Syat.g_01236	Prau.g_01519
OG0000806	Syat.g_01234	Prau.g_01521
OG0000807	Syat.g_01233	Prau.g_01522
OG0000808	Syat.g_01232	Prau.g_01523
OG0000809	Syat.g_01229	Prau.g_01526
OG0000810	Syat.g_01228	Prau.g_01527
OG0000811	Syat.g_01186	Prau.g_01534
OG0000812	Syat.g_01182	Prau.g_01536
OG0000813	Syat.g_01181	Prau.g_01537
OG0000814	Syat.g_01179	Prau.g_01539
OG0000815	Syat.g_01177	Prau.g_01540
OG0000816	Syat.g_01175	Prau.g_01542
OG0000817	Syat.g_01279	Prau.g_01543
OG0000818	Syat.g_01325	Prau.g_01548
OG0000819	Syat.g_01326	Prau.g_01549
OG0000820	Syat.g_01327	Prau.g_01550
OG0000821	Syat.g_01333	Prau.g_01554
OG0000822	Syat.g_01335	Prau.g_01555
OG0000823	Syat.g_01336	Prau.g_01556
OG0000824	Syat.g_01342	Prau.g_01559
OG0000825	Syat.g_01343	Prau.g_01560
OG0000826	Syat.g_01344	Prau.g_01561
OG0000827	Syat.g_01345	Prau.g_01562
OG0000828	Syat.g_01348	Prau.g_01565
OG0000829	Syat.g_01349	Prau.g_01566
OG0000830	Syat.g_01350	Prau.g_01567
OG0000831	Syat.g_01353	Prau.g_01569
OG0000832	Syat.g_02982	Prau.g_01575
OG0000833	Syat.g_03072	Prau.g_01583
OG0000834	Syat.g_03073	Prau.g_01584
OG0000835	Syat.g_03075	Prau.g_01585
OG0000836	Syat.g_03078	Prau.g_01586
OG0000837	Syat.g_03079	Prau.g_01587
OG0000838	Syat.g_03083	Prau.g_01589
OG0000839	Syat.g_03084	Prau.g_01590
OG0000840	Syat.g_03085	Prau.g_01591
OG0000841	Syat.g_03086	Prau.g_01592
OG0000842	Syat.g_03087	Prau.g_01593
OG0000843	Syat.g_03088	Prau.g_01594
OG0000844	Syat.g_03090	Prau.g_01595
OG0000845	Syat.g_03091	Prau.g_01596
OG0000846	Syat.g_03092	Prau.g_01597
OG0000847	Syat.g_03093	Prau.g_01598
OG0000848	Syat.g_03095	Prau.g_01599
OG0000849	Syat.g_03096	Prau.g_01600
OG0000850	Syat.g_03098	Prau.g_01602
OG0000851	Syat.g_03101	Prau.g_01603
OG0000852	Syat.g_03102	Prau.g_01604
OG0000853	Syat.g_03106	Prau.g_01608
OG0000854	Syat.g_03108	Prau.g_01610
OG0000855	Syat.g_03109	Prau.g_01611
OG0000856	Syat.g_03305	Prau.g_01626
OG0000857	Syat.g_00500	Prau.g_01652
OG0000858	Syat.g_03114	Prau.g_01726
OG0000859	Syat.g_03115	Prau.g_01727
OG0000860	Syat.g_03126	Prau.g_01734
OG0000861	Syat.g_03127	Prau.g_01735
OG0000862	Syat.g_03136	Prau.g_01736
OG0000863	Syat.g_03138	Prau.g_01738
OG0000864	Syat.g_03139	Prau.g_01739
OG0000865	Syat.g_03140	Prau.g_01740
OG0000866	Syat.g_03141	Prau.g_01741
OG0000867	Syat.g_03142	Prau.g_01742
OG0000868	Syat.g_03067	Prau.g_01743
OG0000869	Syat.g_03054	Prau.g_01747
OG0000870	Syat.g_03049	Prau.g_01752
OG0000871	Syat.g_03048	Prau.g_01753
OG0000872	Syat.g_03042	Prau.g_01754
OG0000873	Syat.g_03039	Prau.g_01757
OG0000874	Syat.g_03037	Prau.g_01760
OG0000875	Syat.g_03035	Prau.g_01761
OG0000876	Syat.g_00745	Prau.g_01762
OG0000877	Syat.g_03024	Prau.g_01764
OG0000878	Syat.g_03023	Prau.g_01765
OG0000879	Syat.g_03022	Prau.g_01766
OG0000880	Syat.g_03021	Prau.g_01767
OG0000881	Syat.g_03016	Prau.g_01771
OG0000882	Syat.g_03011	Prau.g_01776
OG0000883	Syat.g_03007	Prau.g_01777
OG0000884	Syat.g_03005	Prau.g_01779
OG0000885	Syat.g_03004	Prau.g_01780
OG0000886	Syat.g_03003	Prau.g_01781
OG0000887	Syat.g_03002	Prau.g_01782
OG0000888	Syat.g_03000	Prau.g_01784
OG0000889	Syat.g_02997	Prau.g_01786
OG0000890	Syat.g_02994	Prau.g_01787
OG0000891	Syat.g_02993	Prau.g_01788
OG0000892	Syat.g_02992	Prau.g_01790
OG0000893	Syat.g_01864	Prau.g_01794
OG0000894	Syat.g_01860	Prau.g_01796
OG0000895	Syat.g_01856	Prau.g_01799
OG0000896	Syat.g_01855	Prau.g_01800
OG0000897	Syat.g_01853	Prau.g_01802
OG0000898	Syat.g_01852	Prau.g_01803
OG0000899	Syat.g_01851	Prau.g_01804
OG0000900	Syat.g_01850	Prau.g_01805
OG0000901	Syat.g_01845	Prau.g_01808
OG0000902	Syat.g_01843	Prau.g_01810
OG0000903	Syat.g_01830	Prau.g_01813
OG0000904	Syat.g_01834	Prau.g_01815
OG0000905	Syat.g_01839	Prau.g_01820
OG0000906	Syat.g_01841	Prau.g_01821
OG0000907	Syat.g_01828	Prau.g_01827
OG0000908	Syat.g_01825	Prau.g_01830
OG0000909	Syat.g_01824	Prau.g_01831
OG0000910	Syat.g_01823	Prau.g_01832
OG0000911	Syat.g_01821	Prau.g_01834
OG0000912	Syat.g_01820	Prau.g_01835
OG0000913	Syat.g_01819	Prau.g_01836
OG0000914	Syat.g_01818	Prau.g_01837
OG0000915	Syat.g_01816	Prau.g_01838
OG0000916	Syat.g_01815	Prau.g_01839
OG0000917	Syat.g_01814	Prau.g_01840
OG0000918	Syat.g_01813	Prau.g_01841
OG0000919	Syat.g_01812	Prau.g_01842
OG0000920	Syat.g_01811	Prau.g_01843
OG0000921	Syat.g_01810	Prau.g_01844
OG0000922	Syat.g_01809	Prau.g_01845
OG0000923	Syat.g_01805	Prau.g_01849
OG0000924	Syat.g_01804	Prau.g_01850
OG0000925	Syat.g_01803	Prau.g_01851
OG0000926	Syat.g_01802	Prau.g_01852
OG0000927	Syat.g_01800	Prau.g_01854
OG0000928	Syat.g_01799	Prau.g_01855
OG0000929	Syat.g_01798	Prau.g_01856
OG0000930	Syat.g_01797	Prau.g_01857
OG0000931	Syat.g_01796	Prau.g_01858
OG0000932	Syat.g_01794	Prau.g_01859
OG0000933	Syat.g_01788	Prau.g_01863
OG0000934	Syat.g_01786	Prau.g_01865
OG0000935	Syat.g_01665	Prau.g_01866
OG0000936	Syat.g_01664	Prau.g_01867
OG0000937	Syat.g_01663	Prau.g_01868
OG0000938	Syat.g_01659	Prau.g_01870
OG0000939	Syat.g_01658	Prau.g_01871
OG0000940	Syat.g_01651	Prau.g_01878
OG0000941	Syat.g_01649	Prau.g_01880
OG0000942	Syat.g_01647	Prau.g_01882
OG0000943	Syat.g_01646	Prau.g_01883
OG0000944	Syat.g_01644	Prau.g_01884
OG0000945	Syat.g_01643	Prau.g_01885
OG0000946	Syat.g_01633	Prau.g_01889
OG0000947	Syat.g_01630	Prau.g_01891
OG0000948	Syat.g_01629	Prau.g_01892
OG0000949	Syat.g_02142	Prau.g_01895
OG0000950	Syat.g_02152	Prau.g_01900
OG0000951	Syat.g_02157	Prau.g_01904
OG0000952	Syat.g_02162	Prau.g_01908
OG0000953	Syat.g_02166	Prau.g_01911
OG0000954	Syat.g_02187	Prau.g_01915
OG0000955	Syat.g_02188	Prau.g_01916
OG0000956	Syat.g_02191	Prau.g_01918
OG0000957	Syat.g_02204	Prau.g_01923
OG0000958	Syat.g_02205	Prau.g_01924
OG0000959	Syat.g_02212	Prau.g_01928
OG0000960	Syat.g_02213	Prau.g_01929
OG0000961	Syat.g_02873	Prau.g_01931
OG0000962	Syat.g_02223	Prau.g_01933
OG0000963	Syat.g_02226	Prau.g_01937
OG0000964	Syat.g_02227	Prau.g_01938
OG0000965	Syat.g_02228	Prau.g_01939
OG0000966	Syat.g_02259	Prau.g_01946
OG0000967	Syat.g_02263	Prau.g_01951
OG0000968	Syat.g_02269	Prau.g_01953
OG0000969	Syat.g_02271	Prau.g_01954
OG0000970	Syat.g_02272	Prau.g_01955
OG0000971	Syat.g_02274	Prau.g_01956
OG0000972	Syat.g_02275	Prau.g_01957
OG0000973	Syat.g_02276	Prau.g_01958
OG0000974	Syat.g_02277	Prau.g_01959
OG0000975	Syat.g_02278	Prau.g_01960
OG0000976	Syat.g_02279	Prau.g_01961
OG0000977	Syat.g_02281	Prau.g_01962
OG0000978	Syat.g_02283	Prau.g_01963
OG0000979	Syat.g_02286	Prau.g_01966
OG0000980	Syat.g_02289	Prau.g_01968
OG0000981	Syat.g_02292	Prau.g_01970
OG0000982	Syat.g_02691	Prau.g_01972
OG0000983	Syat.g_02690	Prau.g_01973
OG0000984	Syat.g_02689	Prau.g_01974
OG0000985	Syat.g_02685	Prau.g_01977
OG0000986	Syat.g_02680	Prau.g_01979
OG0000987	Syat.g_02678	Prau.g_01980
OG0000988	Syat.g_02672	Prau.g_01983
OG0000989	Syat.g_02657	Prau.g_01986
OG0000990	Syat.g_02500	Prau.g_01989
OG0000991	Syat.g_02503	Prau.g_01990
OG0000992	Syat.g_02507	Prau.g_01992
OG0000993	Syat.g_02508	Prau.g_01993
OG0000994	Syat.g_02512	Prau.g_01994
OG0000995	Syat.g_02517	Prau.g_01998
OG0000996	Syat.g_02446	Prau.g_01999
OG0000997	Syat.g_02417	Prau.g_02000
OG0000998	Syat.g_02415	Prau.g_02002
OG0000999	Syat.g_02414	Prau.g_02003
OG0001001	Syat.g_02400	Prau.g_02008
OG0001002	Syat.g_02394	Prau.g_02012
OG0001003	Syat.g_02392	Prau.g_02014
OG0001004	Syat.g_02391	Prau.g_02015
OG0001005	Syat.g_02390	Prau.g_02016
OG0001006	Syat.g_02378	Prau.g_02020
OG0001007	Syat.g_02376	Prau.g_02022
OG0001008	Syat.g_02971	Prau.g_00478
OG0001009	Syat.g_02311	Prau.g_00027
OG0001010	Syat.g_02310	Prau.g_00028
OG0001011	Syat.g_02308	Prau.g_00029
OG0001012	Syat.g_01004	Prau.g_00050
OG0001013	Syat.g_02716	Prau.g_00056
OG0001014	Syat.g_02721	Prau.g_00059
OG0001015	Syat.g_02722	Prau.g_00060
OG0001016	Syat.g_01474	Prau.g_00074
OG0001017	Syat.g_01480	Prau.g_00078
OG0001018	Syat.g_01482	Prau.g_00081
OG0001019	Syat.g_01532	Prau.g_00090
OG0001020	Syat.g_01539	Prau.g_00091
OG0001021	Syat.g_01552	Prau.g_00092
OG0001022	Syat.g_01555	Prau.g_00095
OG0001023	Syat.g_01556	Prau.g_00096
OG0001024	Syat.g_01560	Prau.g_00099
OG0001025	Syat.g_01566	Prau.g_00105
OG0001026	Syat.g_01582	Prau.g_00112
OG0001027	Syat.g_02947	Prau.g_00113
OG0001028	Syat.g_02944	Prau.g_00115
OG0001029	Syat.g_02942	Prau.g_00116
OG0001030	Syat.g_02922	Prau.g_00131
OG0001031	Syat.g_02836	Prau.g_00187
OG0001032	Syat.g_02834	Prau.g_00188
OG0001033	Syat.g_02784	Prau.g_00209
OG0001034	Syat.g_01448	Prau.g_00237
OG0001035	Syat.g_01885	Prau.g_00256
OG0001036	Syat.g_01939	Prau.g_00261
OG0001037	Syat.g_01941	Prau.g_00262
OG0001038	Syat.g_02058	Prau.g_00280
OG0001039	Syat.g_02061	Prau.g_00283
OG0001040	Syat.g_02064	Prau.g_00285
OG0001041	Syat.g_02070	Prau.g_00289
OG0001042	Syat.g_02100	Prau.g_00306
OG0001043	Syat.g_02103	Prau.g_00307
OG0001044	Syat.g_01615	Prau.g_00335
OG0001045	Syat.g_01602	Prau.g_00344
OG0001046	Syat.g_00552	Prau.g_00382
OG0001047	Syat.g_02973	Prau.g_00480
OG0001048	Syat.g_02974	Prau.g_00481
OG0001049	Syat.g_01290	Prau.g_00483
OG0001050	Syat.g_01289	Prau.g_00484
OG0001051	Syat.g_01288	Prau.g_00485
OG0001052	Syat.g_01375	Prau.g_00512
OG0001053	Syat.g_03173	Prau.g_00524
OG0001054	Syat.g_03192	Prau.g_00539
OG0001055	Syat.g_03224	Prau.g_00558
OG0001056	Syat.g_03275	Prau.g_00576
OG0001057	Syat.g_00102	Prau.g_00581
OG0001058	Syat.g_00079	Prau.g_00589
OG0001059	Syat.g_00075	Prau.g_00593
OG0001061	Syat.g_00051	Prau.g_00613
OG0001062	Syat.g_00048	Prau.g_00615
OG0001063	Syat.g_00042	Prau.g_00617
OG0001064	Syat.g_00041	Prau.g_00618
OG0001065	Syat.g_00040	Prau.g_00619
OG0001066	Syat.g_00039	Prau.g_00620
OG0001067	Syat.g_00038	Prau.g_00621
OG0001068	Syat.g_00037	Prau.g_00622
OG0001069	Syat.g_00036	Prau.g_00623
OG0001070	Syat.g_00032	Prau.g_00626
OG0001071	Syat.g_00031	Prau.g_00627
OG0001072	Syat.g_00028	Prau.g_00628
OG0001073	Syat.g_00009	Prau.g_00642
OG0001074	Syat.g_01015	Prau.g_00653
OG0001075	Syat.g_01037	Prau.g_00654
OG0001076	Syat.g_03315	Prau.g_00664
OG0001077	Syat.g_03290	Prau.g_00668
OG0001078	Syat.g_00118	Prau.g_00676
OG0001079	Syat.g_00378	Prau.g_00687
OG0001080	Syat.g_00368	Prau.g_00693
OG0001081	Syat.g_00366	Prau.g_00695
OG0001082	Syat.g_00365	Prau.g_00696
OG0001083	Syat.g_00390	Prau.g_00701
OG0001084	Syat.g_00391	Prau.g_00702
OG0001085	Syat.g_00408	Prau.g_00710
OG0001086	Syat.g_00410	Prau.g_00711
OG0001087	Syat.g_03277	Prau.g_00728
OG0001088	Syat.g_02496	Prau.g_00729
OG0001089	Syat.g_00818	Prau.g_00737
OG0001090	Syat.g_00659	Prau.g_00756
OG0001091	Syat.g_00661	Prau.g_00758
OG0001092	Syat.g_00663	Prau.g_00759
OG0001093	Syat.g_00669	Prau.g_00764
OG0001094	Syat.g_00473	Prau.g_00848
OG0001095	Syat.g_00497	Prau.g_00867
OG0001096	Syat.g_00516	Prau.g_00880
OG0001097	Syat.g_00743	Prau.g_00898
OG0001098	Syat.g_01672	Prau.g_00914
OG0001099	Syat.g_02943	Prau.g_00946
OG0001100	Syat.g_00418	Prau.g_00950
OG0001101	Syat.g_00420	Prau.g_00952
OG0001102	Syat.g_00423	Prau.g_00954
OG0001104	Syat.g_00458	Prau.g_00978
OG0001105	Syat.g_00461	Prau.g_00982
OG0001106	Syat.g_00598	Prau.g_01006
OG0001107	Syat.g_00580	Prau.g_01013
OG0001108	Syat.g_00570	Prau.g_01017
OG0001109	Syat.g_00568	Prau.g_01018
OG0001110	Syat.g_00566	Prau.g_01020
OG0001111	Syat.g_00564	Prau.g_01021
OG0001112	Syat.g_00562	Prau.g_01022
OG0001113	Syat.g_00561	Prau.g_01023
OG0001114	Syat.g_00560	Prau.g_01024
OG0001115	Syat.g_00557	Prau.g_01026
OG0001116	Syat.g_00555	Prau.g_01027
OG0001117	Syat.g_00554	Prau.g_01028
OG0001118	Syat.g_00553	Prau.g_01029
OG0001119	Syat.g_00551	Prau.g_01030
OG0001120	Syat.g_00546	Prau.g_01032
OG0001122	Syat.g_00711	Prau.g_01061
OG0001123	Syat.g_00704	Prau.g_01065
OG0001124	Syat.g_00702	Prau.g_01067
OG0001125	Syat.g_00700	Prau.g_01068
OG0001126	Syat.g_00790	Prau.g_01078
OG0001127	Syat.g_00789	Prau.g_01079
OG0001128	Syat.g_00786	Prau.g_01081
OG0001129	Syat.g_00784	Prau.g_01082
OG0001130	Syat.g_00783	Prau.g_01083
OG0001131	Syat.g_01674	Prau.g_01118
OG0001132	Syat.g_00965	Prau.g_01127
OG0001133	Syat.g_03311	Prau.g_01160
OG0001136	Syat.g_03257	Prau.g_01204
OG0001137	Syat.g_00306	Prau.g_01214
OG0001138	Syat.g_00214	Prau.g_01232
OG0001139	Syat.g_00209	Prau.g_01233
OG0001140	Syat.g_00208	Prau.g_01234
OG0001141	Syat.g_00207	Prau.g_01235
OG0001142	Syat.g_00206	Prau.g_01236
OG0001143	Syat.g_00925	Prau.g_01243
OG0001144	Syat.g_00906	Prau.g_01248
OG0001145	Syat.g_01117	Prau.g_01362
OG0001146	Syat.g_01158	Prau.g_01375
OG0001147	Syat.g_01368	Prau.g_01395
OG0001148	Syat.g_01297	Prau.g_01411
OG0001149	Syat.g_01298	Prau.g_01412
OG0001150	Syat.g_01299	Prau.g_01413
OG0001151	Syat.g_01420	Prau.g_01424
OG0001152	Syat.g_01421	Prau.g_01425
OG0001153	Syat.g_01346	Prau.g_01563
OG0001154	Syat.g_01347	Prau.g_01564
OG0001155	Syat.g_02774	Prau.g_01576
OG0001156	Syat.g_02978	Prau.g_01579
OG0001157	Syat.g_02977	Prau.g_01580
OG0001158	Syat.g_02976	Prau.g_01581
OG0001159	Syat.g_02975	Prau.g_01582
OG0001160	Syat.g_03104	Prau.g_01606
OG0001161	Syat.g_02384	Prau.g_01619
OG0001162	Syat.g_01528	Prau.g_01630
OG0001163	Syat.g_03112	Prau.g_01724
OG0001164	Syat.g_03116	Prau.g_01728
OG0001165	Syat.g_03121	Prau.g_01731
OG0001166	Syat.g_03050	Prau.g_01751
OG0001167	Syat.g_03019	Prau.g_01768
OG0001168	Syat.g_03017	Prau.g_01770
OG0001169	Syat.g_03015	Prau.g_01772
OG0001170	Syat.g_03013	Prau.g_01774
OG0001171	Syat.g_03001	Prau.g_01783
OG0001172	Syat.g_01858	Prau.g_01797
OG0001173	Syat.g_01857	Prau.g_01798
OG0001174	Syat.g_01849	Prau.g_01806
OG0001175	Syat.g_01848	Prau.g_01807
