Orthogroup	Syat	Syad
OG0000592	Syat.g_03307	Syad.g_02168
OG0000593	Syat.g_00113	Syad.g_02156
OG0000594	Syat.g_00114	Syad.g_02155
OG0000595	Syat.g_00115	Syad.g_02154
OG0000596	Syat.g_00129	Syad.g_02149
OG0000597	Syat.g_00132	Syad.g_02146
OG0000598	Syat.g_00133	Syad.g_02145
OG0000599	Syat.g_00381	Syad.g_02142
OG0000600	Syat.g_00380	Syad.g_02141
OG0000601	Syat.g_00379	Syad.g_02140
OG0000602	Syat.g_00375	Syad.g_02135
OG0000603	Syat.g_00374	Syad.g_02134
OG0000604	Syat.g_00372	Syad.g_02131
OG0000605	Syat.g_00370	Syad.g_02026
OG0000606	Syat.g_00367	Syad.g_01567
OG0000607	Syat.g_00364	Syad.g_01571
OG0000608	Syat.g_00363	Syad.g_01572
OG0000609	Syat.g_00344	Syad.g_01574
OG0000610	Syat.g_00399	Syad.g_01589
OG0000611	Syat.g_00402	Syad.g_01592
OG0000612	Syat.g_00403	Syad.g_01593
OG0000613	Syat.g_02129	Syad.g_00457
OG0000614	Syat.g_01084	Syad.g_01340
OG0000615	Syat.g_00442	Syad.g_01948
OG0000616	Syat.g_02397	Syad.g_00145
OG0000617	Syat.g_00665	Syad.g_01810
OG0000618	Syat.g_00666	Syad.g_01809
OG0000619	Syat.g_00667	Syad.g_01808
OG0000620	Syat.g_02591	Syad.g_01803
OG0000621	Syat.g_02590	Syad.g_01802
OG0000622	Syat.g_02572	Syad.g_01801
OG0000623	Syat.g_00672	Syad.g_01800
OG0000624	Syat.g_00673	Syad.g_01798
OG0000625	Syat.g_00674	Syad.g_01797
OG0000626	Syat.g_00675	Syad.g_01796
OG0000627	Syat.g_00641	Syad.g_01640
OG0000628	Syat.g_00640	Syad.g_01641
OG0000629	Syat.g_00637	Syad.g_01644
OG0000630	Syat.g_00631	Syad.g_01648
OG0000631	Syat.g_00624	Syad.g_01658
OG0000632	Syat.g_00623	Syad.g_01659
OG0000633	Syat.g_00622	Syad.g_01660
OG0000634	Syat.g_00475	Syad.g_01893
OG0000635	Syat.g_00476	Syad.g_01892
OG0000636	Syat.g_00478	Syad.g_01890
OG0000637	Syat.g_00480	Syad.g_01888
OG0000638	Syat.g_00481	Syad.g_01887
OG0000639	Syat.g_00482	Syad.g_01886
OG0000640	Syat.g_00483	Syad.g_01885
OG0000641	Syat.g_00488	Syad.g_01881
OG0000642	Syat.g_00489	Syad.g_01880
OG0000643	Syat.g_00494	Syad.g_01878
OG0000644	Syat.g_00495	Syad.g_01877
OG0000645	Syat.g_00496	Syad.g_01875
OG0000646	Syat.g_00499	Syad.g_01872
OG0000647	Syat.g_00501	Syad.g_01870
OG0000648	Syat.g_00504	Syad.g_01860
OG0000649	Syat.g_00505	Syad.g_01859
OG0000650	Syat.g_00506	Syad.g_01858
OG0000651	Syat.g_00507	Syad.g_01857
OG0000652	Syat.g_00508	Syad.g_01856
OG0000653	Syat.g_00510	Syad.g_01850
OG0000654	Syat.g_00514	Syad.g_01849
OG0000655	Syat.g_00515	Syad.g_01848
OG0000656	Syat.g_00518	Syad.g_01845
OG0000657	Syat.g_00720	Syad.g_01240
OG0000658	Syat.g_00723	Syad.g_01231
OG0000659	Syat.g_00724	Syad.g_01230
OG0000660	Syat.g_00740	Syad.g_01226
OG0000661	Syat.g_00742	Syad.g_01224
OG0000662	Syat.g_00746	Syad.g_01222
OG0000663	Syat.g_00749	Syad.g_01219
OG0000664	Syat.g_00752	Syad.g_01209
OG0000665	Syat.g_03302	Syad.g_02115
OG0000666	Syat.g_01415	Syad.g_02027
OG0000667	Syat.g_00958, Syat.g_03278	Syad.g_00612
OG0000668	Syat.g_00710	Syad.g_01688
OG0000669	Syat.g_00416	Syad.g_01606
OG0000670	Syat.g_00419	Syad.g_01609
OG0000671	Syat.g_00421	Syad.g_01611
OG0000672	Syat.g_00424	Syad.g_01615
OG0000673	Syat.g_00430	Syad.g_01618
OG0000674	Syat.g_00432	Syad.g_01620
OG0000675	Syat.g_00433	Syad.g_01633
OG0000676	Syat.g_00436	Syad.g_01635
OG0000677	Syat.g_00437	Syad.g_01636
OG0000678	Syat.g_00439	Syad.g_01957
OG0000679	Syat.g_00448	Syad.g_01922
OG0000680	Syat.g_00449	Syad.g_01921
OG0000681	Syat.g_00452	Syad.g_01919
OG0000682	Syat.g_00453	Syad.g_01918
OG0000683	Syat.g_00454	Syad.g_01917
OG0000684	Syat.g_00457	Syad.g_01912
OG0000685	Syat.g_02571	Syad.g_01910
OG0000686	Syat.g_00459	Syad.g_01909
OG0000687	Syat.g_00460	Syad.g_01908
OG0000688	Syat.g_00463	Syad.g_01904
OG0000689	Syat.g_00465	Syad.g_01902
OG0000690	Syat.g_00466	Syad.g_01901
OG0000691	Syat.g_00467	Syad.g_01900
OG0000692	Syat.g_00469	Syad.g_01899
OG0000693	Syat.g_00471	Syad.g_01897
OG0000694	Syat.g_00472	Syad.g_01896
OG0000695	Syat.g_00619	Syad.g_01662
OG0000696	Syat.g_00618	Syad.g_01663
OG0000697	Syat.g_00616	Syad.g_01789
OG0000698	Syat.g_00613	Syad.g_01786
OG0000699	Syat.g_00611	Syad.g_01785
OG0000700	Syat.g_00610	Syad.g_01784
OG0000701	Syat.g_00609	Syad.g_01783
OG0000702	Syat.g_00606	Syad.g_01775
OG0000703	Syat.g_00601	Syad.g_01774
OG0000704	Syat.g_00599	Syad.g_01772
OG0000705	Syat.g_00592	Syad.g_01765
OG0000706	Syat.g_00591	Syad.g_01764
OG0000707	Syat.g_00590	Syad.g_01763
OG0000708	Syat.g_00587	Syad.g_01760
OG0000709	Syat.g_00573	Syad.g_01745
OG0000710	Syat.g_00567	Syad.g_01738
OG0000711	Syat.g_00539	Syad.g_01710
OG0000712	Syat.g_00537	Syad.g_01708
OG0000713	Syat.g_00536	Syad.g_01707
OG0000714	Syat.g_00532	Syad.g_01705
OG0000715	Syat.g_00530	Syad.g_01703
OG0000716	Syat.g_00527	Syad.g_01697
OG0000717	Syat.g_00526	Syad.g_01696
OG0000718	Syat.g_00522	Syad.g_01692
OG0000719	Syat.g_00712	Syad.g_01690
OG0000720	Syat.g_00699	Syad.g_01677
OG0000721	Syat.g_00697	Syad.g_01675
OG0000722	Syat.g_00696	Syad.g_01674
OG0000723	Syat.g_00686	Syad.g_01791
OG0000724	Syat.g_00782	Syad.g_01284
OG0000725	Syat.g_00810	Syad.g_01293
OG0000726	Syat.g_00811	Syad.g_01294
OG0000727	Syat.g_00812	Syad.g_01295
OG0000728	Syat.g_00814	Syad.g_01297
OG0000729	Syat.g_02224	Syad.g_00331
OG0000730	Syat.g_01617	Syad.g_00758
OG0000731	Syat.g_01605	Syad.g_00770
OG0000732	Syat.g_02290	Syad.g_00214
OG0000733	Syat.g_03285	Syad.g_00028
OG0000734	Syat.g_01579	Syad.g_02809
OG0000735	Syat.g_03235	Syad.g_01120
OG0000736	Syat.g_03236	Syad.g_01121
OG0000737	Syat.g_03237	Syad.g_01122
OG0000738	Syat.g_03251	Syad.g_01127
OG0000739	Syat.g_03252	Syad.g_01145
OG0000740	Syat.g_03253	Syad.g_01146
OG0000741	Syat.g_03256	Syad.g_01149
OG0000742	Syat.g_03259	Syad.g_01151
OG0000743	Syat.g_03262	Syad.g_01153
OG0000744	Syat.g_03263	Syad.g_01154
OG0000745	Syat.g_03266	Syad.g_01156
OG0000746	Syat.g_00314	Syad.g_01158
OG0000747	Syat.g_00313	Syad.g_01159
OG0000748	Syat.g_00305	Syad.g_01170
OG0000749	Syat.g_00303	Syad.g_01173
OG0000750	Syat.g_00302	Syad.g_01174
OG0000751	Syat.g_00296	Syad.g_01182
OG0000752	Syat.g_00294	Syad.g_01184
OG0000753	Syat.g_00291	Syad.g_01187
OG0000754	Syat.g_00250	Syad.g_01516
OG0000755	Syat.g_00217	Syad.g_01504
OG0000756	Syat.g_00216	Syad.g_01498
OG0000757	Syat.g_00205	Syad.g_01487
OG0000758	Syat.g_00204	Syad.g_01486
OG0000759	Syat.g_00203	Syad.g_01485
OG0000760	Syat.g_00202	Syad.g_01484
OG0000761	Syat.g_00201	Syad.g_01480
OG0000762	Syat.g_00199	Syad.g_01474
OG0000763	Syat.g_00924	Syad.g_01468
OG0000764	Syat.g_00923	Syad.g_01467
OG0000765	Syat.g_00897	Syad.g_01447
OG0000766	Syat.g_00896	Syad.g_01446
OG0000767	Syat.g_00894	Syad.g_01444
OG0000768	Syat.g_00893	Syad.g_01443
OG0000769	Syat.g_00891	Syad.g_01441
OG0000770	Syat.g_00886	Syad.g_01437
OG0000771	Syat.g_00788	Syad.g_01278
OG0000772	Syat.g_01768	Syad.g_02078
OG0000773	Syat.g_01114	Syad.g_01114
OG0000774	Syat.g_01146	Syad.g_02396
OG0000775	Syat.g_01148	Syad.g_02398
OG0000776	Syat.g_01149	Syad.g_02399
OG0000777	Syat.g_01150	Syad.g_02400
OG0000778	Syat.g_01151	Syad.g_02401
OG0000779	Syat.g_01154	Syad.g_02407
OG0000780	Syat.g_01157	Syad.g_02411
OG0000781	Syat.g_01161	Syad.g_02415
OG0000782	Syat.g_01162	Syad.g_02416
OG0000783	Syat.g_01163	Syad.g_02418
OG0000784	Syat.g_01164	Syad.g_02419
OG0000785	Syat.g_01166	Syad.g_02421
OG0000786	Syat.g_01170	Syad.g_01101
OG0000787	Syat.g_01171	Syad.g_01100
OG0000788	Syat.g_00087	Syad.g_02139
OG0000789	Syat.g_00845	Syad.g_01982
OG0000790	Syat.g_01300	Syad.g_00886
OG0000791	Syat.g_01302	Syad.g_00885
OG0000792	Syat.g_01303	Syad.g_00884
OG0000793	Syat.g_01412	Syad.g_00879
OG0000794	Syat.g_01414	Syad.g_00878
OG0000795	Syat.g_01416	Syad.g_00877
OG0000796	Syat.g_01422	Syad.g_00871
OG0000797	Syat.g_01423	Syad.g_00870
OG0000798	Syat.g_02057	Syad.g_00525
OG0000799	Syat.g_01256	Syad.g_02243
OG0000800	Syat.g_01255	Syad.g_02245
OG0000801	Syat.g_01253	Syad.g_02246
OG0000802	Syat.g_01245	Syad.g_02251
OG0000803	Syat.g_01241	Syad.g_02255
OG0000804	Syat.g_01238	Syad.g_02260
OG0000805	Syat.g_01236	Syad.g_02266
OG0000806	Syat.g_01234	Syad.g_02267
OG0000807	Syat.g_01233	Syad.g_02269
OG0000808	Syat.g_01232	Syad.g_02270
OG0000809	Syat.g_01229	Syad.g_02273
OG0000810	Syat.g_01228	Syad.g_02274
OG0000811	Syat.g_01186	Syad.g_02283
OG0000812	Syat.g_01182	Syad.g_02285
OG0000813	Syat.g_01181	Syad.g_02286
OG0000814	Syat.g_01179	Syad.g_02288
OG0000815	Syat.g_01177	Syad.g_02289
OG0000816	Syat.g_01175	Syad.g_02290
OG0000817	Syat.g_01279	Syad.g_02291
OG0000818	Syat.g_01325	Syad.g_02297
OG0000819	Syat.g_01326	Syad.g_02298
OG0000820	Syat.g_01327	Syad.g_02299
OG0000821	Syat.g_01333	Syad.g_02305
OG0000822	Syat.g_01335	Syad.g_02307
OG0000823	Syat.g_01336	Syad.g_02308
OG0000824	Syat.g_01342	Syad.g_02314
OG0000825	Syat.g_01343	Syad.g_02315
OG0000826	Syat.g_01344	Syad.g_02316
OG0000827	Syat.g_01345	Syad.g_02317
OG0000828	Syat.g_01348	Syad.g_02320
OG0000829	Syat.g_01349	Syad.g_02321
OG0000830	Syat.g_01350	Syad.g_02322
OG0000831	Syat.g_01353	Syad.g_02325
OG0000832	Syat.g_02982	Syad.g_02538
OG0000833	Syat.g_03072	Syad.g_02550
OG0000834	Syat.g_03073	Syad.g_02552
OG0000835	Syat.g_03075	Syad.g_02553
OG0000836	Syat.g_03078	Syad.g_02557
OG0000837	Syat.g_03079	Syad.g_02561
OG0000838	Syat.g_03083	Syad.g_02565
OG0000839	Syat.g_03084	Syad.g_02566
OG0000840	Syat.g_03085	Syad.g_02567
OG0000841	Syat.g_03086	Syad.g_02568
OG0000842	Syat.g_03087	Syad.g_02569
OG0000843	Syat.g_03088	Syad.g_02570
OG0000844	Syat.g_03090	Syad.g_02577
OG0000845	Syat.g_03091	Syad.g_02578
OG0000846	Syat.g_03092	Syad.g_02579
OG0000847	Syat.g_03093	Syad.g_02580
OG0000848	Syat.g_03095	Syad.g_02582
OG0000849	Syat.g_03096	Syad.g_02583
OG0000850	Syat.g_03098	Syad.g_02586
OG0000851	Syat.g_03101	Syad.g_02592
OG0000852	Syat.g_03102	Syad.g_02593
OG0000853	Syat.g_03106	Syad.g_02597
OG0000854	Syat.g_03108	Syad.g_02606
OG0000855	Syat.g_03109	Syad.g_02607
OG0000856	Syat.g_03305	Syad.g_02166
OG0000857	Syat.g_00500	Syad.g_01871
OG0000858	Syat.g_03114	Syad.g_02613
OG0000859	Syat.g_03115	Syad.g_02614
OG0000860	Syat.g_03126	Syad.g_02625
OG0000861	Syat.g_03127	Syad.g_02626
OG0000862	Syat.g_03136	Syad.g_02628
OG0000863	Syat.g_03138	Syad.g_02631
OG0000864	Syat.g_03139	Syad.g_02632
OG0000865	Syat.g_03140	Syad.g_02633
OG0000866	Syat.g_03141	Syad.g_02634
OG0000867	Syat.g_03142	Syad.g_02635
OG0000868	Syat.g_03067	Syad.g_02637
OG0000869	Syat.g_03054	Syad.g_02643
OG0000870	Syat.g_03049	Syad.g_02648
OG0000871	Syat.g_03048	Syad.g_02649
OG0000872	Syat.g_03042	Syad.g_02657
OG0000873	Syat.g_03039	Syad.g_02660
OG0000874	Syat.g_03037	Syad.g_02655
OG0000875	Syat.g_03035	Syad.g_02662
OG0000876	Syat.g_00745	Syad.g_03003
OG0000877	Syat.g_03024	Syad.g_02480
OG0000878	Syat.g_03023	Syad.g_02481
OG0000879	Syat.g_03022	Syad.g_02482
OG0000880	Syat.g_03021	Syad.g_02483
OG0000881	Syat.g_03016	Syad.g_02489
OG0000882	Syat.g_03011	Syad.g_02494
OG0000883	Syat.g_03007	Syad.g_02497
OG0000884	Syat.g_03005	Syad.g_02499
OG0000885	Syat.g_03004	Syad.g_02500
OG0000886	Syat.g_03003	Syad.g_02501
OG0000887	Syat.g_03002	Syad.g_02502
OG0000888	Syat.g_03000	Syad.g_02504
OG0000889	Syat.g_02997	Syad.g_02506
OG0000890	Syat.g_02994	Syad.g_02512
OG0000891	Syat.g_02993	Syad.g_02513
OG0000892	Syat.g_02992	Syad.g_02517
OG0000893	Syat.g_01864	Syad.g_00589
OG0000894	Syat.g_01860	Syad.g_00592
OG0000895	Syat.g_01856	Syad.g_00596
OG0000896	Syat.g_01855	Syad.g_00597
OG0000897	Syat.g_01853	Syad.g_00599
OG0000898	Syat.g_01852	Syad.g_00600
OG0000899	Syat.g_01851	Syad.g_00601
OG0000900	Syat.g_01850	Syad.g_00602
OG0000901	Syat.g_01845	Syad.g_00607
OG0000902	Syat.g_01843	Syad.g_00609
OG0000903	Syat.g_01830	Syad.g_00645
OG0000904	Syat.g_01834	Syad.g_00640
OG0000905	Syat.g_01839	Syad.g_00632
OG0000906	Syat.g_01841	Syad.g_00630
OG0000907	Syat.g_01828	Syad.g_00648
OG0000908	Syat.g_01825	Syad.g_00651
OG0000909	Syat.g_01824	Syad.g_00652
OG0000910	Syat.g_01823	Syad.g_00653
OG0000911	Syat.g_01821	Syad.g_00655
OG0000912	Syat.g_01820	Syad.g_00656
OG0000913	Syat.g_01819	Syad.g_00657
OG0000914	Syat.g_01818	Syad.g_00658
OG0000915	Syat.g_01816	Syad.g_00660
OG0000916	Syat.g_01815	Syad.g_00661
OG0000917	Syat.g_01814	Syad.g_00662
OG0000918	Syat.g_01813	Syad.g_00663
OG0000919	Syat.g_01812	Syad.g_00664
OG0000920	Syat.g_01811	Syad.g_00665
OG0000921	Syat.g_01810	Syad.g_00666
OG0000922	Syat.g_01809	Syad.g_00667
OG0000923	Syat.g_01805	Syad.g_00671
OG0000924	Syat.g_01804	Syad.g_00672
OG0000925	Syat.g_01803	Syad.g_00673
OG0000926	Syat.g_01802	Syad.g_00674
OG0000927	Syat.g_01800	Syad.g_00676
OG0000928	Syat.g_01799	Syad.g_00677
OG0000929	Syat.g_01798	Syad.g_00678
OG0000930	Syat.g_01797	Syad.g_00679
OG0000931	Syat.g_01796	Syad.g_00680
OG0000932	Syat.g_01794	Syad.g_00681
OG0000933	Syat.g_01788	Syad.g_00687
OG0000934	Syat.g_01786	Syad.g_00689
OG0000935	Syat.g_01665	Syad.g_00690
OG0000936	Syat.g_01664	Syad.g_00691
OG0000937	Syat.g_01663	Syad.g_00692
OG0000938	Syat.g_01659	Syad.g_00695
OG0000939	Syat.g_01658	Syad.g_00696
OG0000940	Syat.g_01651	Syad.g_00703
OG0000941	Syat.g_01649	Syad.g_00705
OG0000942	Syat.g_01647	Syad.g_00707
OG0000943	Syat.g_01646	Syad.g_00708
OG0000944	Syat.g_01644	Syad.g_00710
OG0000945	Syat.g_01643	Syad.g_00711
OG0000946	Syat.g_01633	Syad.g_00716
OG0000947	Syat.g_01630	Syad.g_00719
OG0000948	Syat.g_01629	Syad.g_00720
OG0000949	Syat.g_02142	Syad.g_00432
OG0000950	Syat.g_02152	Syad.g_00418
OG0000951	Syat.g_02157	Syad.g_00411
OG0000952	Syat.g_02162	Syad.g_00375
OG0000953	Syat.g_02166	Syad.g_00369
OG0000954	Syat.g_02187	Syad.g_00364
OG0000955	Syat.g_02188	Syad.g_00363
OG0000956	Syat.g_02191	Syad.g_00361
OG0000957	Syat.g_02204	Syad.g_00350
OG0000958	Syat.g_02205	Syad.g_00349
OG0000959	Syat.g_02212	Syad.g_00345
OG0000960	Syat.g_02213	Syad.g_00344
OG0000961	Syat.g_02873	Syad.g_00335
OG0000962	Syat.g_02223	Syad.g_00332
OG0000963	Syat.g_02226	Syad.g_00325
OG0000964	Syat.g_02227	Syad.g_00324
OG0000965	Syat.g_02228	Syad.g_00323
OG0000966	Syat.g_02259	Syad.g_00246
OG0000967	Syat.g_02263	Syad.g_00234
OG0000968	Syat.g_02269	Syad.g_00243
OG0000969	Syat.g_02271	Syad.g_00240
OG0000970	Syat.g_02272	Syad.g_00239
OG0000971	Syat.g_02274	Syad.g_00229
OG0000972	Syat.g_02275	Syad.g_00228
OG0000973	Syat.g_02276	Syad.g_00227
OG0000974	Syat.g_02277	Syad.g_00226
OG0000975	Syat.g_02278	Syad.g_00225
OG0000976	Syat.g_02279	Syad.g_00224
OG0000977	Syat.g_02281	Syad.g_00222
OG0000978	Syat.g_02283	Syad.g_00221
OG0000979	Syat.g_02286	Syad.g_00218
OG0000980	Syat.g_02289	Syad.g_00215
OG0000981	Syat.g_02292	Syad.g_00212
OG0000982	Syat.g_02691	Syad.g_03035
OG0000983	Syat.g_02690	Syad.g_03036
OG0000984	Syat.g_02689	Syad.g_03037
OG0000985	Syat.g_02685	Syad.g_03039
OG0000986	Syat.g_02680	Syad.g_03049
OG0000987	Syat.g_02678	Syad.g_00002
OG0000988	Syat.g_02672	Syad.g_00008
OG0000989	Syat.g_02657	Syad.g_00020
OG0000990	Syat.g_02500	Syad.g_00061
OG0000991	Syat.g_02503	Syad.g_00064
OG0000992	Syat.g_02507	Syad.g_00067
OG0000993	Syat.g_02508	Syad.g_00069
OG0000994	Syat.g_02512	Syad.g_00071
OG0000995	Syat.g_02517	Syad.g_00077
OG0000996	Syat.g_02446	Syad.g_00121
OG0000997	Syat.g_02417	Syad.g_00128
OG0000998	Syat.g_02415	Syad.g_00130
OG0000999	Syat.g_02414	Syad.g_00131
OG0001001	Syat.g_02400	Syad.g_00141
OG0001002	Syat.g_02394	Syad.g_00148
OG0001003	Syat.g_02392	Syad.g_00150
OG0001004	Syat.g_02391	Syad.g_00151
OG0001005	Syat.g_02390	Syad.g_00152
OG0001006	Syat.g_02378	Syad.g_00160
OG0001007	Syat.g_02376	Syad.g_00162
OG0001008	Syat.g_02971	Syad.g_02449
OG0001009	Syat.g_02311	Syad.g_00194
OG0001010	Syat.g_02310	Syad.g_00195
OG0001011	Syat.g_02308	Syad.g_00196
OG0001012	Syat.g_01004	Syad.g_03030
OG0001013	Syat.g_02716	Syad.g_03011
OG0001014	Syat.g_02721	Syad.g_03002
OG0001015	Syat.g_02722	Syad.g_03001
OG0001016	Syat.g_01474	Syad.g_02734
OG0001017	Syat.g_01480	Syad.g_02740
OG0001018	Syat.g_01482	Syad.g_02742
OG0001019	Syat.g_01532	Syad.g_02771
OG0001020	Syat.g_01539	Syad.g_02777
OG0001021	Syat.g_01552	Syad.g_02781
OG0001022	Syat.g_01555	Syad.g_02786
OG0001023	Syat.g_01556	Syad.g_02787
OG0001024	Syat.g_01560	Syad.g_02791
OG0001025	Syat.g_01566	Syad.g_02798
OG0001026	Syat.g_01582	Syad.g_02811
OG0001027	Syat.g_02947	Syad.g_02817
OG0001028	Syat.g_02944	Syad.g_02819
OG0001029	Syat.g_02942	Syad.g_02821
OG0001030	Syat.g_02922	Syad.g_02848
OG0001031	Syat.g_02836	Syad.g_02925
OG0001032	Syat.g_02834	Syad.g_02928
OG0001033	Syat.g_02784	Syad.g_02956
OG0001034	Syat.g_01448	Syad.g_00819
OG0001035	Syat.g_01885	Syad.g_00559
OG0001036	Syat.g_01939	Syad.g_00554
OG0001037	Syat.g_01941	Syad.g_00552
OG0001039	Syat.g_02061	Syad.g_00522
OG0001040	Syat.g_02064	Syad.g_00519
OG0001041	Syat.g_02070	Syad.g_00514
OG0001042	Syat.g_02100	Syad.g_00485
OG0001043	Syat.g_02103	Syad.g_00481
OG0001044	Syat.g_01615	Syad.g_00760
OG0001045	Syat.g_01602	Syad.g_00773
OG0001046	Syat.g_00552	Syad.g_01722
OG0001047	Syat.g_02973	Syad.g_02447
OG0001048	Syat.g_02974	Syad.g_02446
OG0001049	Syat.g_01290	Syad.g_02443
OG0001050	Syat.g_01289	Syad.g_02442
OG0001051	Syat.g_01288	Syad.g_02441
OG0001052	Syat.g_01375	Syad.g_02357
OG0001054	Syat.g_03192	Syad.g_00925
OG0001055	Syat.g_03224	Syad.g_00946
OG0001056	Syat.g_03275	Syad.g_00982
OG0001057	Syat.g_00102	Syad.g_00996
OG0001058	Syat.g_00079	Syad.g_01015
OG0001059	Syat.g_00075	Syad.g_01018
OG0001061	Syat.g_00051	Syad.g_01047
OG0001062	Syat.g_00048	Syad.g_01049
OG0001063	Syat.g_00042	Syad.g_01056
OG0001064	Syat.g_00041	Syad.g_01057
OG0001065	Syat.g_00040	Syad.g_01058
OG0001066	Syat.g_00039	Syad.g_01059
OG0001067	Syat.g_00038	Syad.g_01060
OG0001068	Syat.g_00037	Syad.g_01061
OG0001069	Syat.g_00036	Syad.g_01062
OG0001070	Syat.g_00032	Syad.g_01065
OG0001071	Syat.g_00031	Syad.g_01066
OG0001072	Syat.g_00028	Syad.g_01070
OG0001073	Syat.g_00009	Syad.g_01090
OG0001074	Syat.g_01015	Syad.g_02197
OG0001075	Syat.g_01037	Syad.g_02196
OG0001076	Syat.g_03315	Syad.g_02175
OG0001077	Syat.g_03290	Syad.g_02164
OG0001078	Syat.g_00118	Syad.g_02151
OG0001079	Syat.g_00378	Syad.g_02138
OG0001080	Syat.g_00368	Syad.g_02008
OG0001081	Syat.g_00366	Syad.g_01568
OG0001082	Syat.g_00365	Syad.g_01569
OG0001083	Syat.g_00390	Syad.g_01578
OG0001084	Syat.g_00391	Syad.g_01586
OG0001085	Syat.g_00408	Syad.g_01596
OG0001086	Syat.g_00410	Syad.g_01598
OG0001087	Syat.g_03277	Syad.g_01372
OG0001088	Syat.g_02496	Syad.g_01368
OG0001089	Syat.g_00818	Syad.g_01302
OG0001090	Syat.g_00659	Syad.g_01817
OG0001091	Syat.g_00661	Syad.g_01815
OG0001092	Syat.g_00663	Syad.g_01812
OG0001093	Syat.g_00669	Syad.g_01806
OG0001094	Syat.g_00473	Syad.g_01895
OG0001095	Syat.g_00497	Syad.g_01874
OG0001096	Syat.g_00516	Syad.g_01847
OG0001097	Syat.g_00743	Syad.g_01223
OG0001098	Syat.g_01672	Syad.g_02005, Syad.g_01995
OG0001099	Syat.g_02943	Syad.g_02820
OG0001100	Syat.g_00418	Syad.g_01608
OG0001101	Syat.g_00420	Syad.g_01610
OG0001102	Syat.g_00423	Syad.g_01613
OG0001103	Syat.g_00425	Syad.g_01616
OG0001104	Syat.g_00458	Syad.g_01911
OG0001105	Syat.g_00461	Syad.g_01907
OG0001106	Syat.g_00598	Syad.g_01771
OG0001107	Syat.g_00580	Syad.g_01759
OG0001108	Syat.g_00570	Syad.g_01744
OG0001109	Syat.g_00568	Syad.g_01739
OG0001110	Syat.g_00566	Syad.g_01737
OG0001111	Syat.g_00564	Syad.g_01735
OG0001112	Syat.g_00562	Syad.g_01733
OG0001113	Syat.g_00561	Syad.g_01732
OG0001114	Syat.g_00560	Syad.g_01731
OG0001115	Syat.g_00557	Syad.g_01727
OG0001116	Syat.g_00555	Syad.g_01725
OG0001117	Syat.g_00554	Syad.g_01724
OG0001118	Syat.g_00553	Syad.g_01723
OG0001119	Syat.g_00551	Syad.g_01721
OG0001120	Syat.g_00546	Syad.g_01717
OG0001122	Syat.g_00711	Syad.g_01689
OG0001123	Syat.g_00704	Syad.g_01682
OG0001124	Syat.g_00702	Syad.g_01680
OG0001125	Syat.g_00700	Syad.g_01678
OG0001126	Syat.g_00790	Syad.g_01276
OG0001127	Syat.g_00789	Syad.g_01277
OG0001128	Syat.g_00786	Syad.g_01280
OG0001129	Syat.g_00784	Syad.g_01282
OG0001130	Syat.g_00783	Syad.g_01283
OG0001131	Syat.g_01674	Syad.g_01953
OG0001132	Syat.g_00965	Syad.g_02038
OG0001133	Syat.g_03311	Syad.g_02172
OG0001136	Syat.g_03257	Syad.g_01150
OG0001137	Syat.g_00306	Syad.g_01169
OG0001138	Syat.g_00214	Syad.g_01493
OG0001139	Syat.g_00209	Syad.g_01491
OG0001140	Syat.g_00208	Syad.g_01490
OG0001141	Syat.g_00207	Syad.g_01489
OG0001142	Syat.g_00206	Syad.g_01488
OG0001143	Syat.g_00925	Syad.g_01473
OG0001144	Syat.g_00906	Syad.g_01457
OG0001145	Syat.g_01117	Syad.g_01112
OG0001146	Syat.g_01158	Syad.g_02412
OG0001147	Syat.g_01368	Syad.g_02349
OG0001148	Syat.g_01297	Syad.g_00889
OG0001149	Syat.g_01298	Syad.g_00888
OG0001150	Syat.g_01299	Syad.g_00887
OG0001151	Syat.g_01420	Syad.g_00875
OG0001152	Syat.g_01421	Syad.g_00872
OG0001153	Syat.g_01346	Syad.g_02318
OG0001154	Syat.g_01347	Syad.g_02319
OG0001155	Syat.g_02774	Syad.g_02540
OG0001156	Syat.g_02978	Syad.g_02543
OG0001157	Syat.g_02977	Syad.g_02544
OG0001158	Syat.g_02976	Syad.g_02546
OG0001159	Syat.g_02975	Syad.g_02547
OG0001160	Syat.g_03104	Syad.g_02595
OG0001161	Syat.g_02384	Syad.g_00026
OG0001162	Syat.g_01528	Syad.g_01844
OG0001163	Syat.g_03112	Syad.g_02610
OG0001164	Syat.g_03116	Syad.g_02616
OG0001165	Syat.g_03121	Syad.g_02621
OG0001166	Syat.g_03050	Syad.g_02647
OG0001167	Syat.g_03019	Syad.g_02486
OG0001168	Syat.g_03017	Syad.g_02488
OG0001169	Syat.g_03015	Syad.g_02490
OG0001170	Syat.g_03013	Syad.g_02492
OG0001171	Syat.g_03001	Syad.g_02503
OG0001172	Syat.g_01858	Syad.g_00594
OG0001173	Syat.g_01857	Syad.g_00595
OG0001174	Syat.g_01849	Syad.g_00603
OG0001175	Syat.g_01848	Syad.g_00604
OG0001176	Syat.g_01831	Syad.g_00644
OG0001178	Syat.g_03137	Syad.g_02629
OG0001180	Syat.g_01654	Syad.g_00700
OG0001181	Syat.g_01650	Syad.g_00704
