Orthogroup	Syat	Prah
OG0000591	Syat.g_03308	Prah.g_00518
OG0000592	Syat.g_03307	Prah.g_00517
OG0000593	Syat.g_00113	Prah.g_00505
OG0000594	Syat.g_00114	Prah.g_00504
OG0000595	Syat.g_00115	Prah.g_00503
OG0000596	Syat.g_00129	Prah.g_00498
OG0000597	Syat.g_00132	Prah.g_00495
OG0000598	Syat.g_00133	Prah.g_00494
OG0000599	Syat.g_00381	Prah.g_00485
OG0000600	Syat.g_00380	Prah.g_00484
OG0000601	Syat.g_00379	Prah.g_00483
OG0000602	Syat.g_00375	Prah.g_00478
OG0000603	Syat.g_00374	Prah.g_00477
OG0000604	Syat.g_00372	Prah.g_00476
OG0000605	Syat.g_00370	Prah.g_00474
OG0000606	Syat.g_00367	Prah.g_00466
OG0000607	Syat.g_00364	Prah.g_00463
OG0000608	Syat.g_00363	Prah.g_00462
OG0000609	Syat.g_00344	Prah.g_00460
OG0000610	Syat.g_00399	Prah.g_00452
OG0000611	Syat.g_00402	Prah.g_00449
OG0000612	Syat.g_00403	Prah.g_00448
OG0000613	Syat.g_02129	Prah.g_02193
OG0000614	Syat.g_01084	Prah.g_00985
OG0000615	Syat.g_00442	Prah.g_00706
OG0000616	Syat.g_02397	Prah.g_02588
OG0000617	Syat.g_00665	Prah.g_00881
OG0000618	Syat.g_00666	Prah.g_00880
OG0000619	Syat.g_00667	Prah.g_00879
OG0000620	Syat.g_02591	Prah.g_00875
OG0000621	Syat.g_02590	Prah.g_00874
OG0000622	Syat.g_02572	Prah.g_00873
OG0000623	Syat.g_00672	Prah.g_00872
OG0000624	Syat.g_00673	Prah.g_00871
OG0000625	Syat.g_00674	Prah.g_00870
OG0000626	Syat.g_00675	Prah.g_00869
OG0000627	Syat.g_00641	Prah.g_00746
OG0000628	Syat.g_00640	Prah.g_00747
OG0000629	Syat.g_00637	Prah.g_00750
OG0000630	Syat.g_00631	Prah.g_00754
OG0000631	Syat.g_00624	Prah.g_00758
OG0000632	Syat.g_00623	Prah.g_00759
OG0000633	Syat.g_00622	Prah.g_00760
OG0000634	Syat.g_00475	Prah.g_00671
OG0000635	Syat.g_00476	Prah.g_00670
OG0000636	Syat.g_00478	Prah.g_00668
OG0000637	Syat.g_00480	Prah.g_00666
OG0000638	Syat.g_00481	Prah.g_00665
OG0000639	Syat.g_00482	Prah.g_00664
OG0000640	Syat.g_00483	Prah.g_00663
OG0000641	Syat.g_00488	Prah.g_00659
OG0000642	Syat.g_00489	Prah.g_00658
OG0000643	Syat.g_00494	Prah.g_00657
OG0000644	Syat.g_00495	Prah.g_00656
OG0000645	Syat.g_00496	Prah.g_00655
OG0000646	Syat.g_00499	Prah.g_00652
OG0000647	Syat.g_00501	Prah.g_00650
OG0000648	Syat.g_00504	Prah.g_00648
OG0000649	Syat.g_00505	Prah.g_00647
OG0000650	Syat.g_00506	Prah.g_00646
OG0000651	Syat.g_00507	Prah.g_00645
OG0000652	Syat.g_00508	Prah.g_00644
OG0000653	Syat.g_00510	Prah.g_00640
OG0000654	Syat.g_00514	Prah.g_00639
OG0000655	Syat.g_00515	Prah.g_00638
OG0000656	Syat.g_00518	Prah.g_00635
OG0000657	Syat.g_00720	Prah.g_00603
OG0000658	Syat.g_00723	Prah.g_00601
OG0000659	Syat.g_00724	Prah.g_00600
OG0000660	Syat.g_00740	Prah.g_00596
OG0000661	Syat.g_00742	Prah.g_00594
OG0000662	Syat.g_00746	Prah.g_00592
OG0000663	Syat.g_00749	Prah.g_00589
OG0000664	Syat.g_00752	Prah.g_00588
OG0000665	Syat.g_03302	Prah.g_00574
OG0000666	Syat.g_01415	Prah.g_00572
OG0000667	Syat.g_00958, Syat.g_03278	Prah.g_00564
OG0000668	Syat.g_00710	Prah.g_00850
OG0000669	Syat.g_00416	Prah.g_00558
OG0000670	Syat.g_00419	Prah.g_01212
OG0000671	Syat.g_00421	Prah.g_00738
OG0000672	Syat.g_00424	Prah.g_00735
OG0000673	Syat.g_00430	Prah.g_00732
OG0000674	Syat.g_00432	Prah.g_00730
OG0000675	Syat.g_00433	Prah.g_00729
OG0000676	Syat.g_00436	Prah.g_00726
OG0000677	Syat.g_00437	Prah.g_00724
OG0000678	Syat.g_00439	Prah.g_00721
OG0000679	Syat.g_00448	Prah.g_00702
OG0000680	Syat.g_00449	Prah.g_00701
OG0000681	Syat.g_00452	Prah.g_00699
OG0000682	Syat.g_00453	Prah.g_00698
OG0000683	Syat.g_00454	Prah.g_00697
OG0000684	Syat.g_00457	Prah.g_00683
OG0000685	Syat.g_02571	Prah.g_00685
OG0000686	Syat.g_00459	Prah.g_00686
OG0000687	Syat.g_00460	Prah.g_00687
OG0000688	Syat.g_00463	Prah.g_00681
OG0000689	Syat.g_00465	Prah.g_00680
OG0000690	Syat.g_00466	Prah.g_00679
OG0000691	Syat.g_00467	Prah.g_00678
OG0000692	Syat.g_00469	Prah.g_00677
OG0000693	Syat.g_00471	Prah.g_00675
OG0000694	Syat.g_00472	Prah.g_00674
OG0000695	Syat.g_00619	Prah.g_00762
OG0000696	Syat.g_00618	Prah.g_00763
OG0000697	Syat.g_00616	Prah.g_00765
OG0000698	Syat.g_00613	Prah.g_00768
OG0000699	Syat.g_00611	Prah.g_00770
OG0000700	Syat.g_00610	Prah.g_00771
OG0000701	Syat.g_00609	Prah.g_00772
OG0000702	Syat.g_00606	Prah.g_00780
OG0000703	Syat.g_00601	Prah.g_00781
OG0000704	Syat.g_00599	Prah.g_00783
OG0000705	Syat.g_00592	Prah.g_00789
OG0000706	Syat.g_00591	Prah.g_00790
OG0000707	Syat.g_00590	Prah.g_00791
OG0000708	Syat.g_00587	Prah.g_00793
OG0000709	Syat.g_00573	Prah.g_00800
OG0000710	Syat.g_00567	Prah.g_00805
OG0000711	Syat.g_00539	Prah.g_00828
OG0000712	Syat.g_00537	Prah.g_00829
OG0000713	Syat.g_00536	Prah.g_00830
OG0000714	Syat.g_00532	Prah.g_00833
OG0000715	Syat.g_00530	Prah.g_00835
OG0000716	Syat.g_00527	Prah.g_00839
OG0000717	Syat.g_00526	Prah.g_00840
OG0000718	Syat.g_00522	Prah.g_00846
OG0000719	Syat.g_00712	Prah.g_00848
OG0000720	Syat.g_00699	Prah.g_00861
OG0000721	Syat.g_00697	Prah.g_00862
OG0000722	Syat.g_00696	Prah.g_00863
OG0000723	Syat.g_00686	Prah.g_00867
OG0000724	Syat.g_00782	Prah.g_00910
OG0000725	Syat.g_00810	Prah.g_00919
OG0000726	Syat.g_00811	Prah.g_00920
OG0000727	Syat.g_00812	Prah.g_00921
OG0000728	Syat.g_00814	Prah.g_00922
OG0000729	Syat.g_02224	Prah.g_00133
OG0000730	Syat.g_01617	Prah.g_01942
OG0000731	Syat.g_01605	Prah.g_01932
OG0000732	Syat.g_02290	Prah.g_00054
OG0000733	Syat.g_03285	Prah.g_02532
OG0000734	Syat.g_01579	Prah.g_01905
OG0000735	Syat.g_03235	Prah.g_01340
OG0000736	Syat.g_03236	Prah.g_01339
OG0000737	Syat.g_03237	Prah.g_01338
OG0000738	Syat.g_03251	Prah.g_01331
OG0000739	Syat.g_03252	Prah.g_01329
OG0000740	Syat.g_03253	Prah.g_01328
OG0000741	Syat.g_03256	Prah.g_01325
OG0000742	Syat.g_03259	Prah.g_01323
OG0000743	Syat.g_03262	Prah.g_01321
OG0000744	Syat.g_03263	Prah.g_01320
OG0000745	Syat.g_03266	Prah.g_01318
OG0000746	Syat.g_00314	Prah.g_01316
OG0000747	Syat.g_00313	Prah.g_01315
OG0000748	Syat.g_00305	Prah.g_01304
OG0000749	Syat.g_00303	Prah.g_01303
OG0000750	Syat.g_00302	Prah.g_01302
OG0000751	Syat.g_00296	Prah.g_01297
OG0000752	Syat.g_00294	Prah.g_01295
OG0000753	Syat.g_00291	Prah.g_01292
OG0000754	Syat.g_00250	Prah.g_01262
OG0000755	Syat.g_00217	Prah.g_01255
OG0000756	Syat.g_00216	Prah.g_01254
OG0000757	Syat.g_00205	Prah.g_01247
OG0000758	Syat.g_00204	Prah.g_01246
OG0000759	Syat.g_00203	Prah.g_01245
OG0000760	Syat.g_00202	Prah.g_01244
OG0000761	Syat.g_00201	Prah.g_01243
OG0000762	Syat.g_00199	Prah.g_01263
OG0000763	Syat.g_00924	Prah.g_01265
OG0000764	Syat.g_00923	Prah.g_01266
OG0000765	Syat.g_00897	Prah.g_01282
OG0000766	Syat.g_00896	Prah.g_01283
OG0000767	Syat.g_00894	Prah.g_01285
OG0000768	Syat.g_00893	Prah.g_01286
OG0000769	Syat.g_00891	Prah.g_01290
OG0000770	Syat.g_00886	Prah.g_01239
OG0000771	Syat.g_00788	Prah.g_00905
OG0000772	Syat.g_01768	Prah.g_01610
OG0000773	Syat.g_01114	Prah.g_01351
OG0000774	Syat.g_01146	Prah.g_01355
OG0000775	Syat.g_01148	Prah.g_01357
OG0000776	Syat.g_01149	Prah.g_01358
OG0000777	Syat.g_01150	Prah.g_01359
OG0000778	Syat.g_01151	Prah.g_01360
OG0000779	Syat.g_01154	Prah.g_01365
OG0000780	Syat.g_01157	Prah.g_01368
OG0000781	Syat.g_01161	Prah.g_01372
OG0000782	Syat.g_01162	Prah.g_01373
OG0000783	Syat.g_01163	Prah.g_01374
OG0000784	Syat.g_01164	Prah.g_01375
OG0000785	Syat.g_01166	Prah.g_01377
OG0000786	Syat.g_01170	Prah.g_01380
OG0000787	Syat.g_01171	Prah.g_01381
OG0000788	Syat.g_00087	Prah.g_00224
OG0000789	Syat.g_00845	Prah.g_01183
OG0000790	Syat.g_01300	Prah.g_01580
OG0000791	Syat.g_01302	Prah.g_01582
OG0000792	Syat.g_01303	Prah.g_01583
OG0000793	Syat.g_01412	Prah.g_01587
OG0000794	Syat.g_01414	Prah.g_01588
OG0000795	Syat.g_01416	Prah.g_01589
OG0000796	Syat.g_01422	Prah.g_01593
OG0000797	Syat.g_01423	Prah.g_01594
OG0000798	Syat.g_02057	Prah.g_02131
OG0000799	Syat.g_01256	Prah.g_00435
OG0000800	Syat.g_01255	Prah.g_00434
OG0000801	Syat.g_01253	Prah.g_00433
OG0000802	Syat.g_01245	Prah.g_00427
OG0000803	Syat.g_01241	Prah.g_00423
OG0000804	Syat.g_01238	Prah.g_00421
OG0000805	Syat.g_01236	Prah.g_00419
OG0000806	Syat.g_01234	Prah.g_00417
OG0000807	Syat.g_01233	Prah.g_00415
OG0000808	Syat.g_01232	Prah.g_00414
OG0000809	Syat.g_01229	Prah.g_00410
OG0000810	Syat.g_01228	Prah.g_00409
OG0000811	Syat.g_01186	Prah.g_00403
OG0000812	Syat.g_01182	Prah.g_00401
OG0000813	Syat.g_01181	Prah.g_00400
OG0000814	Syat.g_01179	Prah.g_00398
OG0000815	Syat.g_01177	Prah.g_00397
OG0000816	Syat.g_01175	Prah.g_00395
OG0000817	Syat.g_01279	Prah.g_00394
OG0000818	Syat.g_01325	Prah.g_00386
OG0000819	Syat.g_01326	Prah.g_00385
OG0000820	Syat.g_01327	Prah.g_00384
OG0000821	Syat.g_01333	Prah.g_00379
OG0000822	Syat.g_01335	Prah.g_00376
OG0000823	Syat.g_01336	Prah.g_00374
OG0000824	Syat.g_01342	Prah.g_00370
OG0000825	Syat.g_01343	Prah.g_00369
OG0000826	Syat.g_01344	Prah.g_00368
OG0000827	Syat.g_01345	Prah.g_00367
OG0000828	Syat.g_01348	Prah.g_00364
OG0000829	Syat.g_01349	Prah.g_00363
OG0000830	Syat.g_01350	Prah.g_00362
OG0000831	Syat.g_01353	Prah.g_00360
OG0000832	Syat.g_02982	Prah.g_01615
OG0000833	Syat.g_03072	Prah.g_01623
OG0000834	Syat.g_03073	Prah.g_01624
OG0000835	Syat.g_03075	Prah.g_01625
OG0000836	Syat.g_03078	Prah.g_01627
OG0000837	Syat.g_03079	Prah.g_01628
OG0000838	Syat.g_03083	Prah.g_01632
OG0000839	Syat.g_03084	Prah.g_01633
OG0000840	Syat.g_03085	Prah.g_01634
OG0000841	Syat.g_03086	Prah.g_01635
OG0000842	Syat.g_03087	Prah.g_01636
OG0000843	Syat.g_03088	Prah.g_01637
OG0000844	Syat.g_03090	Prah.g_01639
OG0000845	Syat.g_03091	Prah.g_01640
OG0000846	Syat.g_03092	Prah.g_01641
OG0000847	Syat.g_03093	Prah.g_01642
OG0000848	Syat.g_03095	Prah.g_01643
OG0000849	Syat.g_03096	Prah.g_01644
OG0000850	Syat.g_03098	Prah.g_01645
OG0000851	Syat.g_03101	Prah.g_01648
OG0000852	Syat.g_03102	Prah.g_01649
OG0000853	Syat.g_03106	Prah.g_01653
OG0000854	Syat.g_03108	Prah.g_01655
OG0000855	Syat.g_03109	Prah.g_01656
OG0000856	Syat.g_03305	Prah.g_00515
OG0000857	Syat.g_00500	Prah.g_00651
OG0000858	Syat.g_03114	Prah.g_01667
OG0000859	Syat.g_03115	Prah.g_01668
OG0000860	Syat.g_03126	Prah.g_01678
OG0000861	Syat.g_03127	Prah.g_01679
OG0000862	Syat.g_03136	Prah.g_01681
OG0000863	Syat.g_03138	Prah.g_01685
OG0000864	Syat.g_03139	Prah.g_01687
OG0000865	Syat.g_03140	Prah.g_01688
OG0000866	Syat.g_03141	Prah.g_01689
OG0000867	Syat.g_03142	Prah.g_01690
OG0000868	Syat.g_03067	Prah.g_01692
OG0000869	Syat.g_03054	Prah.g_01695
OG0000870	Syat.g_03049	Prah.g_01700
OG0000871	Syat.g_03048	Prah.g_01701
OG0000872	Syat.g_03042	Prah.g_01703
OG0000873	Syat.g_03039	Prah.g_01707
OG0000874	Syat.g_03037	Prah.g_01711
OG0000875	Syat.g_03035	Prah.g_01713
OG0000876	Syat.g_00745	Prah.g_01714
OG0000877	Syat.g_03024	Prah.g_01717
OG0000878	Syat.g_03023	Prah.g_01718
OG0000879	Syat.g_03022	Prah.g_01719
OG0000880	Syat.g_03021	Prah.g_01720
OG0000881	Syat.g_03016	Prah.g_01728
OG0000882	Syat.g_03011	Prah.g_01733
OG0000883	Syat.g_03007	Prah.g_01736
OG0000884	Syat.g_03005	Prah.g_01738
OG0000885	Syat.g_03004	Prah.g_01739
OG0000886	Syat.g_03003	Prah.g_01740
OG0000887	Syat.g_03002	Prah.g_01741
OG0000888	Syat.g_03000	Prah.g_01743
OG0000889	Syat.g_02997	Prah.g_01745
OG0000890	Syat.g_02994	Prah.g_01759
OG0000891	Syat.g_02993	Prah.g_01760
OG0000892	Syat.g_02992	Prah.g_01762
OG0000893	Syat.g_01864	Prah.g_02073
OG0000894	Syat.g_01860	Prah.g_02070
OG0000895	Syat.g_01856	Prah.g_02066
OG0000896	Syat.g_01855	Prah.g_02065
OG0000897	Syat.g_01853	Prah.g_02063
OG0000898	Syat.g_01852	Prah.g_02062
OG0000899	Syat.g_01851	Prah.g_02061
OG0000900	Syat.g_01850	Prah.g_02060
OG0000901	Syat.g_01845	Prah.g_02056
OG0000902	Syat.g_01843	Prah.g_02054
OG0000903	Syat.g_01830	Prah.g_02041
OG0000904	Syat.g_01834	Prah.g_02046
OG0000905	Syat.g_01839	Prah.g_02048
OG0000906	Syat.g_01841	Prah.g_02050
OG0000907	Syat.g_01828	Prah.g_02039
OG0000908	Syat.g_01825	Prah.g_02036
OG0000909	Syat.g_01824	Prah.g_02035
OG0000910	Syat.g_01823	Prah.g_02034
OG0000911	Syat.g_01821	Prah.g_02032
OG0000912	Syat.g_01820	Prah.g_02031
OG0000913	Syat.g_01819	Prah.g_02030
OG0000914	Syat.g_01818	Prah.g_02029
OG0000915	Syat.g_01816	Prah.g_02028
OG0000916	Syat.g_01815	Prah.g_02027
OG0000917	Syat.g_01814	Prah.g_02026
OG0000918	Syat.g_01813	Prah.g_02025
OG0000919	Syat.g_01812	Prah.g_02024
OG0000920	Syat.g_01811	Prah.g_02023
OG0000921	Syat.g_01810	Prah.g_02022
OG0000922	Syat.g_01809	Prah.g_02021
OG0000923	Syat.g_01805	Prah.g_02017
OG0000924	Syat.g_01804	Prah.g_02016
OG0000925	Syat.g_01803	Prah.g_02015
OG0000926	Syat.g_01802	Prah.g_02014
OG0000927	Syat.g_01800	Prah.g_02012
OG0000928	Syat.g_01799	Prah.g_02011
OG0000929	Syat.g_01798	Prah.g_02010
OG0000930	Syat.g_01797	Prah.g_02009
OG0000931	Syat.g_01796	Prah.g_02008
OG0000932	Syat.g_01794	Prah.g_02007
OG0000933	Syat.g_01788	Prah.g_02002
OG0000934	Syat.g_01786	Prah.g_02000
OG0000935	Syat.g_01665	Prah.g_01999
OG0000936	Syat.g_01664	Prah.g_01998
OG0000937	Syat.g_01663	Prah.g_01997
OG0000938	Syat.g_01659	Prah.g_01994
OG0000939	Syat.g_01658	Prah.g_01993
OG0000940	Syat.g_01651	Prah.g_01985
OG0000941	Syat.g_01649	Prah.g_01983
OG0000942	Syat.g_01647	Prah.g_01981
OG0000943	Syat.g_01646	Prah.g_01980
OG0000944	Syat.g_01644	Prah.g_01978
OG0000945	Syat.g_01643	Prah.g_01977
OG0000946	Syat.g_01633	Prah.g_01966
OG0000947	Syat.g_01630	Prah.g_01963
OG0000948	Syat.g_01629	Prah.g_01962
OG0000949	Syat.g_02142	Prah.g_01958
OG0000950	Syat.g_02152	Prah.g_02231
OG0000951	Syat.g_02157	Prah.g_02236
OG0000952	Syat.g_02162	Prah.g_02241
OG0000953	Syat.g_02166	Prah.g_02245
OG0000954	Syat.g_02187	Prah.g_00167
OG0000955	Syat.g_02188	Prah.g_00166
OG0000956	Syat.g_02191	Prah.g_00164
OG0000957	Syat.g_02204	Prah.g_00152
OG0000958	Syat.g_02205	Prah.g_00151
OG0000959	Syat.g_02212	Prah.g_00146
OG0000960	Syat.g_02213	Prah.g_00145
OG0000961	Syat.g_02873	Prah.g_00136
OG0000962	Syat.g_02223	Prah.g_00134
OG0000963	Syat.g_02226	Prah.g_00129
OG0000964	Syat.g_02227	Prah.g_00128
OG0000965	Syat.g_02228	Prah.g_00127
OG0000966	Syat.g_02259	Prah.g_00086
OG0000967	Syat.g_02263	Prah.g_00079
OG0000968	Syat.g_02269	Prah.g_00076
OG0000969	Syat.g_02271	Prah.g_00074
OG0000970	Syat.g_02272	Prah.g_00073
OG0000971	Syat.g_02274	Prah.g_00071
OG0000972	Syat.g_02275	Prah.g_00070
OG0000973	Syat.g_02276	Prah.g_00068
OG0000974	Syat.g_02277	Prah.g_00067
OG0000975	Syat.g_02278	Prah.g_00066
OG0000976	Syat.g_02279	Prah.g_00065
OG0000977	Syat.g_02281	Prah.g_00063
OG0000978	Syat.g_02283	Prah.g_00062
OG0000979	Syat.g_02286	Prah.g_00059
OG0000980	Syat.g_02289	Prah.g_00055
OG0000981	Syat.g_02292	Prah.g_00052
OG0000982	Syat.g_02691	Prah.g_02491
OG0000983	Syat.g_02690	Prah.g_02492
OG0000984	Syat.g_02689	Prah.g_02493
OG0000985	Syat.g_02685	Prah.g_02497
OG0000986	Syat.g_02680	Prah.g_02499
OG0000987	Syat.g_02678	Prah.g_02501
OG0000988	Syat.g_02672	Prah.g_02505
OG0000989	Syat.g_02657	Prah.g_02513
OG0000990	Syat.g_02500	Prah.g_02536
OG0000991	Syat.g_02503	Prah.g_02540
OG0000992	Syat.g_02507	Prah.g_02543
OG0000993	Syat.g_02508	Prah.g_02544
OG0000994	Syat.g_02512	Prah.g_02547
OG0000995	Syat.g_02517	Prah.g_02552
OG0000996	Syat.g_02446	Prah.g_02565
OG0000997	Syat.g_02417	Prah.g_02574
OG0000998	Syat.g_02415	Prah.g_02576
OG0000999	Syat.g_02414	Prah.g_02577
OG0001001	Syat.g_02400	Prah.g_02584
OG0001002	Syat.g_02394	Prah.g_02591
OG0001003	Syat.g_02392	Prah.g_02593
OG0001004	Syat.g_02391	Prah.g_02594
OG0001005	Syat.g_02390	Prah.g_02596
OG0001006	Syat.g_02378	Prah.g_02602
OG0001007	Syat.g_02376	Prah.g_02604
OG0001008	Syat.g_02971	Prah.g_00231
OG0001009	Syat.g_02311	Prah.g_00033
OG0001010	Syat.g_02310	Prah.g_00034
OG0001011	Syat.g_02308	Prah.g_00036
OG0001012	Syat.g_01004	Prah.g_02488
OG0001013	Syat.g_02716	Prah.g_02466
OG0001014	Syat.g_02721	Prah.g_02454
OG0001015	Syat.g_02722	Prah.g_02453
OG0001016	Syat.g_01474	Prah.g_01843
OG0001017	Syat.g_01480	Prah.g_01849
OG0001018	Syat.g_01482	Prah.g_01851
OG0001019	Syat.g_01532	Prah.g_01867
OG0001020	Syat.g_01539	Prah.g_01873
OG0001021	Syat.g_01552	Prah.g_01877
OG0001022	Syat.g_01555	Prah.g_01882
OG0001023	Syat.g_01556	Prah.g_01883
OG0001024	Syat.g_01560	Prah.g_01887
OG0001025	Syat.g_01566	Prah.g_01894
OG0001026	Syat.g_01582	Prah.g_01908
OG0001027	Syat.g_02947	Prah.g_00195
OG0001028	Syat.g_02944	Prah.g_00193
OG0001029	Syat.g_02942	Prah.g_00191
OG0001030	Syat.g_02922	Prah.g_02257
OG0001031	Syat.g_02836	Prah.g_02336
OG0001032	Syat.g_02834	Prah.g_02339
OG0001033	Syat.g_02784	Prah.g_02372
OG0001034	Syat.g_01448	Prah.g_01779
OG0001035	Syat.g_01885	Prah.g_02099
OG0001036	Syat.g_01939	Prah.g_02103
OG0001037	Syat.g_01941	Prah.g_02105
OG0001038	Syat.g_02058	Prah.g_02132
OG0001039	Syat.g_02061	Prah.g_02135
OG0001040	Syat.g_02064	Prah.g_02138
OG0001041	Syat.g_02070	Prah.g_02143
OG0001042	Syat.g_02100	Prah.g_02168
OG0001043	Syat.g_02103	Prah.g_02170
OG0001044	Syat.g_01615	Prah.g_01941
OG0001045	Syat.g_01602	Prah.g_01929
OG0001046	Syat.g_00552	Prah.g_01661
OG0001047	Syat.g_02973	Prah.g_00233
OG0001048	Syat.g_02974	Prah.g_00234
OG0001049	Syat.g_01290	Prah.g_00237
OG0001050	Syat.g_01289	Prah.g_00238
OG0001051	Syat.g_01288	Prah.g_00239
OG0001052	Syat.g_01375	Prah.g_00308
OG0001053	Syat.g_03173	Prah.g_01563
OG0001054	Syat.g_03192	Prah.g_01545
OG0001055	Syat.g_03224	Prah.g_01524
OG0001056	Syat.g_03275	Prah.g_01496
OG0001057	Syat.g_00102	Prah.g_01482
OG0001058	Syat.g_00079	Prah.g_01468
OG0001059	Syat.g_00075	Prah.g_01464
OG0001061	Syat.g_00051	Prah.g_01440
OG0001062	Syat.g_00048	Prah.g_01438
OG0001063	Syat.g_00042	Prah.g_01434
OG0001064	Syat.g_00041	Prah.g_01433
OG0001065	Syat.g_00040	Prah.g_01432
OG0001066	Syat.g_00039	Prah.g_01431
OG0001067	Syat.g_00038	Prah.g_01430
OG0001068	Syat.g_00037	Prah.g_01429
OG0001069	Syat.g_00036	Prah.g_01428
OG0001070	Syat.g_00032	Prah.g_01424
OG0001071	Syat.g_00031	Prah.g_01423
OG0001072	Syat.g_00028	Prah.g_01418
OG0001073	Syat.g_00009	Prah.g_01399
OG0001074	Syat.g_01015	Prah.g_00532
OG0001075	Syat.g_01037	Prah.g_00531
OG0001076	Syat.g_03315	Prah.g_00523
OG0001077	Syat.g_03290	Prah.g_00513
OG0001078	Syat.g_00118	Prah.g_00500
OG0001079	Syat.g_00378	Prah.g_00482
OG0001080	Syat.g_00368	Prah.g_00472
OG0001081	Syat.g_00366	Prah.g_00465
OG0001082	Syat.g_00365	Prah.g_00464
OG0001083	Syat.g_00390	Prah.g_00456
OG0001084	Syat.g_00391	Prah.g_00455
OG0001085	Syat.g_00408	Prah.g_00444
OG0001086	Syat.g_00410	Prah.g_00442
OG0001087	Syat.g_03277	Prah.g_00968
OG0001088	Syat.g_02496	Prah.g_00972
OG0001089	Syat.g_00818	Prah.g_01025
OG0001090	Syat.g_00659	Prah.g_00886
OG0001091	Syat.g_00661	Prah.g_00884
OG0001092	Syat.g_00663	Prah.g_00882
OG0001093	Syat.g_00669	Prah.g_00878
OG0001094	Syat.g_00473	Prah.g_00673
OG0001095	Syat.g_00497	Prah.g_00654
OG0001096	Syat.g_00516	Prah.g_00637
OG0001097	Syat.g_00743	Prah.g_00593
OG0001098	Syat.g_01672	Prah.g_00743
OG0001099	Syat.g_02943	Prah.g_00192
OG0001100	Syat.g_00418	Prah.g_00740
OG0001101	Syat.g_00420	Prah.g_00739
OG0001102	Syat.g_00423	Prah.g_00736
OG0001103	Syat.g_00425	Prah.g_00734
OG0001104	Syat.g_00458	Prah.g_00684
OG0001105	Syat.g_00461	Prah.g_00689
OG0001106	Syat.g_00598	Prah.g_00784
OG0001107	Syat.g_00580	Prah.g_00794
OG0001108	Syat.g_00570	Prah.g_00801
OG0001109	Syat.g_00568	Prah.g_00803
OG0001110	Syat.g_00566	Prah.g_00806
OG0001111	Syat.g_00564	Prah.g_00808
OG0001112	Syat.g_00562	Prah.g_00810
OG0001113	Syat.g_00561	Prah.g_00811
OG0001114	Syat.g_00560	Prah.g_00812
OG0001115	Syat.g_00557	Prah.g_00814
OG0001116	Syat.g_00555	Prah.g_00815
OG0001117	Syat.g_00554	Prah.g_00816
OG0001118	Syat.g_00553	Prah.g_00817
OG0001119	Syat.g_00551	Prah.g_00818
OG0001120	Syat.g_00546	Prah.g_00821
OG0001122	Syat.g_00711	Prah.g_00849
OG0001123	Syat.g_00704	Prah.g_00856
OG0001124	Syat.g_00702	Prah.g_00858
OG0001125	Syat.g_00700	Prah.g_00860
OG0001126	Syat.g_00790	Prah.g_00903
OG0001127	Syat.g_00789	Prah.g_00904
OG0001128	Syat.g_00786	Prah.g_00907
OG0001129	Syat.g_00784	Prah.g_00908
OG0001130	Syat.g_00783	Prah.g_00909
OG0001131	Syat.g_01674	Prah.g_00893
OG0001132	Syat.g_00965	Prah.g_00539
OG0001133	Syat.g_03311	Prah.g_00521
OG0001136	Syat.g_03257	Prah.g_01324
OG0001137	Syat.g_00306	Prah.g_01305
OG0001138	Syat.g_00214	Prah.g_01253
OG0001139	Syat.g_00209	Prah.g_01251
OG0001140	Syat.g_00208	Prah.g_01250
OG0001141	Syat.g_00207	Prah.g_01249
OG0001142	Syat.g_00206	Prah.g_01248
OG0001143	Syat.g_00925	Prah.g_01264
OG0001144	Syat.g_00906	Prah.g_01273
OG0001145	Syat.g_01117	Prah.g_01353
OG0001146	Syat.g_01158	Prah.g_01369
OG0001147	Syat.g_01368	Prah.g_00323
OG0001148	Syat.g_01297	Prah.g_01577
OG0001149	Syat.g_01298	Prah.g_01578
OG0001150	Syat.g_01299	Prah.g_01579
OG0001151	Syat.g_01420	Prah.g_01591
OG0001152	Syat.g_01421	Prah.g_01592
OG0001153	Syat.g_01346	Prah.g_00366
OG0001154	Syat.g_01347	Prah.g_00365
OG0001155	Syat.g_02774	Prah.g_01617
OG0001156	Syat.g_02978	Prah.g_01620
OG0001157	Syat.g_02977	Prah.g_00538
OG0001158	Syat.g_02976	Prah.g_01621
OG0001159	Syat.g_02975	Prah.g_01622
OG0001160	Syat.g_03104	Prah.g_01651
OG0001161	Syat.g_02384	Prah.g_00541
OG0001162	Syat.g_01528	Prah.g_01050
OG0001163	Syat.g_03112	Prah.g_01665
OG0001164	Syat.g_03116	Prah.g_01670
OG0001165	Syat.g_03121	Prah.g_01673
OG0001166	Syat.g_03050	Prah.g_01699
OG0001167	Syat.g_03019	Prah.g_01725
OG0001168	Syat.g_03017	Prah.g_01727
OG0001169	Syat.g_03015	Prah.g_01729
OG0001170	Syat.g_03013	Prah.g_01731
OG0001171	Syat.g_03001	Prah.g_01742
OG0001172	Syat.g_01858	Prah.g_02068
OG0001173	Syat.g_01857	Prah.g_02067
OG0001174	Syat.g_01849	Prah.g_02059
OG0001175	Syat.g_01848	Prah.g_02058
OG0001176	Syat.g_01831	Prah.g_02042
OG0001178	Syat.g_03137	Prah.g_01682
