Orthogroup	Syat	Pral
OG0000589	Syat.g_03318	Pral.g_00466
OG0000590	Syat.g_03317	Pral.g_00465
OG0000591	Syat.g_03308	Pral.g_00462
OG0000592	Syat.g_03307	Pral.g_00461
OG0000593	Syat.g_00113	Pral.g_01433
OG0000594	Syat.g_00114	Pral.g_01434
OG0000595	Syat.g_00115	Pral.g_01435
OG0000596	Syat.g_00129	Pral.g_01439
OG0000597	Syat.g_00132	Pral.g_01441
OG0000598	Syat.g_00133	Pral.g_01442
OG0000599	Syat.g_00381	Pral.g_01445
OG0000600	Syat.g_00380	Pral.g_01446
OG0000601	Syat.g_00379	Pral.g_01447
OG0000602	Syat.g_00375	Pral.g_01449
OG0000603	Syat.g_00374	Pral.g_01450
OG0000604	Syat.g_00372	Pral.g_01451
OG0000605	Syat.g_00370	Pral.g_01452
OG0000606	Syat.g_00367	Pral.g_01455
OG0000607	Syat.g_00364	Pral.g_01458
OG0000608	Syat.g_00363	Pral.g_01459
OG0000609	Syat.g_00344	Pral.g_01460
OG0000610	Syat.g_00399	Pral.g_01466
OG0000611	Syat.g_00402	Pral.g_01469
OG0000612	Syat.g_00403	Pral.g_01470
OG0000613	Syat.g_02129	Pral.g_01769
OG0000614	Syat.g_01084	Pral.g_01748
OG0000615	Syat.g_00442	Pral.g_01737
OG0000616	Syat.g_02397	Pral.g_00399
OG0000617	Syat.g_00665	Pral.g_01723
OG0000618	Syat.g_00666	Pral.g_01722
OG0000619	Syat.g_00667	Pral.g_01721
OG0000620	Syat.g_02591	Pral.g_01718
OG0000621	Syat.g_02590	Pral.g_01717
OG0000622	Syat.g_02572	Pral.g_01716
OG0000623	Syat.g_00672	Pral.g_01715
OG0000624	Syat.g_00673	Pral.g_01713
OG0000625	Syat.g_00674	Pral.g_01712
OG0000626	Syat.g_00675	Pral.g_01711
OG0000627	Syat.g_00641	Pral.g_01709
OG0000628	Syat.g_00640	Pral.g_01708
OG0000629	Syat.g_00637	Pral.g_01707
OG0000630	Syat.g_00631	Pral.g_01704
OG0000631	Syat.g_00624	Pral.g_01658
OG0000632	Syat.g_00623	Pral.g_01657
OG0000633	Syat.g_00622	Pral.g_01656
OG0000634	Syat.g_00475	Pral.g_01484
OG0000635	Syat.g_00476	Pral.g_01485
OG0000636	Syat.g_00478	Pral.g_01487
OG0000637	Syat.g_00480	Pral.g_01489
OG0000638	Syat.g_00481	Pral.g_01490
OG0000639	Syat.g_00482	Pral.g_01491
OG0000640	Syat.g_00483	Pral.g_01492
OG0000641	Syat.g_00488	Pral.g_01496
OG0000642	Syat.g_00489	Pral.g_01497
OG0000643	Syat.g_00494	Pral.g_01498
OG0000644	Syat.g_00495	Pral.g_01499
OG0000645	Syat.g_00496	Pral.g_01500
OG0000646	Syat.g_00499	Pral.g_01502
OG0000647	Syat.g_00501	Pral.g_01504
OG0000648	Syat.g_00504	Pral.g_01506
OG0000649	Syat.g_00505	Pral.g_01507
OG0000650	Syat.g_00506	Pral.g_01508
OG0000651	Syat.g_00507	Pral.g_01509
OG0000652	Syat.g_00508	Pral.g_01510
OG0000653	Syat.g_00510	Pral.g_01512
OG0000654	Syat.g_00514	Pral.g_01513
OG0000655	Syat.g_00515	Pral.g_01514
OG0000656	Syat.g_00518	Pral.g_01517
OG0000657	Syat.g_00720	Pral.g_01524
OG0000658	Syat.g_00723	Pral.g_01525
OG0000659	Syat.g_00724	Pral.g_01526
OG0000660	Syat.g_00740	Pral.g_01530
OG0000661	Syat.g_00742	Pral.g_01532
OG0000662	Syat.g_00746	Pral.g_01534
OG0000663	Syat.g_00749	Pral.g_01536
OG0000664	Syat.g_00752	Pral.g_01537
OG0000665	Syat.g_03302	Pral.g_01543
OG0000666	Syat.g_01415	Pral.g_01544
OG0000667	Syat.g_00958, Syat.g_03278	Pral.g_01548
OG0000668	Syat.g_00710	Pral.g_01820
OG0000669	Syat.g_00416	Pral.g_01809
OG0000670	Syat.g_00419	Pral.g_01806
OG0000671	Syat.g_00421	Pral.g_01804
OG0000672	Syat.g_00424	Pral.g_01801
OG0000673	Syat.g_00430	Pral.g_01798
OG0000674	Syat.g_00432	Pral.g_01796
OG0000675	Syat.g_00433	Pral.g_01795
OG0000676	Syat.g_00436	Pral.g_01793
OG0000677	Syat.g_00437	Pral.g_01792
OG0000678	Syat.g_00439	Pral.g_01790
OG0000679	Syat.g_00448	Pral.g_01786
OG0000680	Syat.g_00449	Pral.g_01785
OG0000681	Syat.g_00452	Pral.g_01782
OG0000682	Syat.g_00453	Pral.g_01781
OG0000683	Syat.g_00454	Pral.g_01780
OG0000684	Syat.g_00457	Pral.g_01778
OG0000685	Syat.g_02571	Pral.g_01776
OG0000686	Syat.g_00459	Pral.g_01775
OG0000687	Syat.g_00460	Pral.g_01774
OG0000688	Syat.g_00463	Pral.g_01474
OG0000689	Syat.g_00465	Pral.g_01475
OG0000690	Syat.g_00466	Pral.g_01476
OG0000691	Syat.g_00467	Pral.g_01477
OG0000692	Syat.g_00469	Pral.g_01479
OG0000693	Syat.g_00471	Pral.g_01480
OG0000694	Syat.g_00472	Pral.g_01481
OG0000695	Syat.g_00619	Pral.g_01654
OG0000696	Syat.g_00618	Pral.g_01653
OG0000697	Syat.g_00616	Pral.g_01652
OG0000698	Syat.g_00613	Pral.g_01649
OG0000699	Syat.g_00611	Pral.g_01647
OG0000700	Syat.g_00610	Pral.g_01646
OG0000701	Syat.g_00609	Pral.g_01645
OG0000702	Syat.g_00606	Pral.g_01643
OG0000703	Syat.g_00601	Pral.g_01642
OG0000704	Syat.g_00599	Pral.g_01640
OG0000705	Syat.g_00592	Pral.g_01634
OG0000706	Syat.g_00591	Pral.g_01633
OG0000707	Syat.g_00590	Pral.g_01632
OG0000708	Syat.g_00587	Pral.g_01630
OG0000709	Syat.g_00573	Pral.g_01626
OG0000710	Syat.g_00567	Pral.g_01623
OG0000711	Syat.g_00539	Pral.g_01579
OG0000712	Syat.g_00537	Pral.g_01580
OG0000713	Syat.g_00536	Pral.g_01581
OG0000714	Syat.g_00532	Pral.g_01582
OG0000715	Syat.g_00530	Pral.g_01584
OG0000716	Syat.g_00527	Pral.g_01586
OG0000717	Syat.g_00526	Pral.g_01587
OG0000718	Syat.g_00522	Pral.g_01590
OG0000719	Syat.g_00712	Pral.g_01592
OG0000720	Syat.g_00699	Pral.g_01603
OG0000721	Syat.g_00697	Pral.g_01607
OG0000722	Syat.g_00696	Pral.g_01608
OG0000723	Syat.g_00686	Pral.g_01575
OG0000724	Syat.g_00782	Pral.g_01566
OG0000725	Syat.g_00810	Pral.g_01560
OG0000726	Syat.g_00811	Pral.g_01559
OG0000727	Syat.g_00812	Pral.g_01558
OG0000728	Syat.g_00814	Pral.g_01556
OG0000729	Syat.g_02224	Pral.g_01311
OG0000730	Syat.g_01617	Pral.g_01324
OG0000731	Syat.g_01605	Pral.g_00692
OG0000732	Syat.g_02290	Pral.g_00348
OG0000733	Syat.g_03285	Pral.g_00077
OG0000734	Syat.g_01579	Pral.g_01351
OG0000735	Syat.g_03235	Pral.g_01353
OG0000736	Syat.g_03236	Pral.g_01354
OG0000737	Syat.g_03237	Pral.g_01355
OG0000738	Syat.g_03251	Pral.g_01359
OG0000739	Syat.g_03252	Pral.g_01360
OG0000740	Syat.g_03253	Pral.g_01361
OG0000741	Syat.g_03256	Pral.g_01363
OG0000742	Syat.g_03259	Pral.g_01366
OG0000743	Syat.g_03262	Pral.g_01368
OG0000744	Syat.g_03263	Pral.g_01369
OG0000745	Syat.g_03266	Pral.g_01370
OG0000746	Syat.g_00314	Pral.g_01372
OG0000747	Syat.g_00313	Pral.g_01373
OG0000748	Syat.g_00305	Pral.g_01378
OG0000749	Syat.g_00303	Pral.g_01379
OG0000750	Syat.g_00302	Pral.g_01380
OG0000751	Syat.g_00296	Pral.g_01383
OG0000752	Syat.g_00294	Pral.g_01385
OG0000753	Syat.g_00291	Pral.g_01388
OG0000754	Syat.g_00250	Pral.g_01391
OG0000755	Syat.g_00217	Pral.g_01399
OG0000756	Syat.g_00216	Pral.g_01400
OG0000757	Syat.g_00205	Pral.g_01406
OG0000758	Syat.g_00204	Pral.g_01407
OG0000759	Syat.g_00203	Pral.g_01408
OG0000760	Syat.g_00202	Pral.g_01409
OG0000761	Syat.g_00201	Pral.g_01410
OG0000762	Syat.g_00199	Pral.g_01411
OG0000763	Syat.g_00924	Pral.g_01413
OG0000764	Syat.g_00923	Pral.g_01414
OG0000765	Syat.g_00897	Pral.g_01423
OG0000766	Syat.g_00896	Pral.g_01424
OG0000767	Syat.g_00894	Pral.g_01426
OG0000768	Syat.g_00893	Pral.g_01427
OG0000769	Syat.g_00891	Pral.g_01429
OG0000770	Syat.g_00886	Pral.g_00456
OG0000771	Syat.g_00788	Pral.g_01064
OG0000772	Syat.g_01768	Pral.g_01893
OG0000773	Syat.g_01114	Pral.g_01290
OG0000774	Syat.g_01146	Pral.g_01288
OG0000775	Syat.g_01148	Pral.g_01286
OG0000776	Syat.g_01149	Pral.g_01285
OG0000777	Syat.g_01150	Pral.g_01284
OG0000778	Syat.g_01151	Pral.g_01283
OG0000779	Syat.g_01154	Pral.g_01279
OG0000780	Syat.g_01157	Pral.g_01278
OG0000781	Syat.g_01161	Pral.g_01275
OG0000782	Syat.g_01162	Pral.g_01274
OG0000783	Syat.g_01163	Pral.g_01273
OG0000784	Syat.g_01164	Pral.g_01272
OG0000785	Syat.g_01166	Pral.g_01270
OG0000786	Syat.g_01170	Pral.g_01267
OG0000787	Syat.g_01171	Pral.g_01266
OG0000788	Syat.g_00087	Pral.g_00440
OG0000789	Syat.g_00845	Pral.g_01060
OG0000790	Syat.g_01300	Pral.g_01217
OG0000791	Syat.g_01302	Pral.g_01215
OG0000792	Syat.g_01303	Pral.g_01214
OG0000793	Syat.g_01412	Pral.g_01211
OG0000794	Syat.g_01414	Pral.g_01210
OG0000795	Syat.g_01416	Pral.g_01209
OG0000796	Syat.g_01422	Pral.g_01205
OG0000797	Syat.g_01423	Pral.g_01204
OG0000799	Syat.g_01256	Pral.g_01184
OG0000800	Syat.g_01255	Pral.g_01183
OG0000801	Syat.g_01253	Pral.g_01182
OG0000802	Syat.g_01245	Pral.g_01180
OG0000803	Syat.g_01241	Pral.g_01178
OG0000804	Syat.g_01238	Pral.g_01177
OG0000805	Syat.g_01236	Pral.g_01175
OG0000806	Syat.g_01234	Pral.g_01173
OG0000807	Syat.g_01233	Pral.g_01172
OG0000808	Syat.g_01232	Pral.g_01171
OG0000809	Syat.g_01229	Pral.g_01167
OG0000810	Syat.g_01228	Pral.g_01166
OG0000811	Syat.g_01186	Pral.g_01158
OG0000812	Syat.g_01182	Pral.g_01156
OG0000813	Syat.g_01181	Pral.g_01155
OG0000814	Syat.g_01179	Pral.g_01153
OG0000815	Syat.g_01177	Pral.g_01152
OG0000816	Syat.g_01175	Pral.g_01150
OG0000817	Syat.g_01279	Pral.g_01149
OG0000818	Syat.g_01325	Pral.g_01144
OG0000819	Syat.g_01326	Pral.g_01143
OG0000820	Syat.g_01327	Pral.g_01142
OG0000821	Syat.g_01333	Pral.g_01137
OG0000822	Syat.g_01335	Pral.g_01136
OG0000823	Syat.g_01336	Pral.g_01135
OG0000824	Syat.g_01342	Pral.g_01132
OG0000825	Syat.g_01343	Pral.g_01131
OG0000826	Syat.g_01344	Pral.g_01130
OG0000827	Syat.g_01345	Pral.g_01129
OG0000828	Syat.g_01348	Pral.g_01126
OG0000829	Syat.g_01349	Pral.g_01125
OG0000830	Syat.g_01350	Pral.g_01124
OG0000831	Syat.g_01353	Pral.g_01122
OG0000832	Syat.g_02982	Pral.g_01110
OG0000833	Syat.g_03072	Pral.g_01101
OG0000834	Syat.g_03073	Pral.g_01100
OG0000835	Syat.g_03075	Pral.g_01099
OG0000836	Syat.g_03078	Pral.g_01098
OG0000837	Syat.g_03079	Pral.g_01097
OG0000838	Syat.g_03083	Pral.g_01094
OG0000839	Syat.g_03084	Pral.g_01093
OG0000840	Syat.g_03085	Pral.g_01092
OG0000841	Syat.g_03086	Pral.g_01091
OG0000842	Syat.g_03087	Pral.g_01090
OG0000843	Syat.g_03088	Pral.g_01089
OG0000844	Syat.g_03090	Pral.g_01088
OG0000845	Syat.g_03091	Pral.g_01087
OG0000846	Syat.g_03092	Pral.g_01086
OG0000847	Syat.g_03093	Pral.g_01085
OG0000848	Syat.g_03095	Pral.g_01084
OG0000849	Syat.g_03096	Pral.g_01083
OG0000850	Syat.g_03098	Pral.g_01081
OG0000851	Syat.g_03101	Pral.g_01080
OG0000852	Syat.g_03102	Pral.g_01079
OG0000853	Syat.g_03106	Pral.g_01074
OG0000854	Syat.g_03108	Pral.g_01072
OG0000855	Syat.g_03109	Pral.g_01071
OG0000856	Syat.g_03305	Pral.g_01058
OG0000857	Syat.g_00500	Pral.g_01503
OG0000858	Syat.g_03114	Pral.g_00100
OG0000859	Syat.g_03115	Pral.g_00101
OG0000860	Syat.g_03126	Pral.g_00109
OG0000861	Syat.g_03127	Pral.g_00110
OG0000862	Syat.g_03136	Pral.g_00111
OG0000863	Syat.g_03138	Pral.g_00113
OG0000864	Syat.g_03139	Pral.g_00114
OG0000865	Syat.g_03140	Pral.g_00115
OG0000866	Syat.g_03141	Pral.g_00116
OG0000867	Syat.g_03142	Pral.g_00117
OG0000868	Syat.g_03067	Pral.g_00119
OG0000869	Syat.g_03054	Pral.g_00122
OG0000870	Syat.g_03049	Pral.g_00127
OG0000871	Syat.g_03048	Pral.g_00128
OG0000872	Syat.g_03042	Pral.g_00129
OG0000873	Syat.g_03039	Pral.g_00132
OG0000874	Syat.g_03037	Pral.g_00135
OG0000875	Syat.g_03035	Pral.g_00136
OG0000876	Syat.g_00745	Pral.g_00137
OG0000877	Syat.g_03024	Pral.g_00139
OG0000878	Syat.g_03023	Pral.g_00140
OG0000879	Syat.g_03022	Pral.g_00141
OG0000880	Syat.g_03021	Pral.g_00142
OG0000881	Syat.g_03016	Pral.g_00146
OG0000882	Syat.g_03011	Pral.g_00151
OG0000883	Syat.g_03007	Pral.g_00154
OG0000884	Syat.g_03005	Pral.g_00156
OG0000885	Syat.g_03004	Pral.g_00157
OG0000886	Syat.g_03003	Pral.g_00158
OG0000887	Syat.g_03002	Pral.g_00159
OG0000888	Syat.g_03000	Pral.g_00161
OG0000889	Syat.g_02997	Pral.g_00163
OG0000890	Syat.g_02994	Pral.g_00164
OG0000891	Syat.g_02993	Pral.g_00165
OG0000892	Syat.g_02992	Pral.g_00167
OG0000893	Syat.g_01864	Pral.g_00170
OG0000894	Syat.g_01860	Pral.g_00173
OG0000895	Syat.g_01856	Pral.g_00177
OG0000896	Syat.g_01855	Pral.g_00178
OG0000897	Syat.g_01853	Pral.g_00180
OG0000898	Syat.g_01852	Pral.g_00181
OG0000899	Syat.g_01851	Pral.g_00182
OG0000900	Syat.g_01850	Pral.g_00183
OG0000901	Syat.g_01845	Pral.g_00187
OG0000902	Syat.g_01843	Pral.g_00189
OG0000903	Syat.g_01830	Pral.g_00193
OG0000904	Syat.g_01834	Pral.g_00198
OG0000905	Syat.g_01839	Pral.g_00191
OG0000906	Syat.g_01841	Pral.g_00190
OG0000907	Syat.g_01828	Pral.g_00200
OG0000908	Syat.g_01825	Pral.g_00203
OG0000909	Syat.g_01824	Pral.g_00204
OG0000910	Syat.g_01823	Pral.g_00205
OG0000911	Syat.g_01821	Pral.g_00207
OG0000912	Syat.g_01820	Pral.g_00208
OG0000913	Syat.g_01819	Pral.g_00209
OG0000914	Syat.g_01818	Pral.g_00210
OG0000915	Syat.g_01816	Pral.g_00211
OG0000916	Syat.g_01815	Pral.g_00212
OG0000917	Syat.g_01814	Pral.g_00213
OG0000918	Syat.g_01813	Pral.g_00214
OG0000919	Syat.g_01812	Pral.g_00215
OG0000920	Syat.g_01811	Pral.g_00216
OG0000921	Syat.g_01810	Pral.g_00217
OG0000922	Syat.g_01809	Pral.g_00218
OG0000923	Syat.g_01805	Pral.g_00222
OG0000924	Syat.g_01804	Pral.g_00223
OG0000925	Syat.g_01803	Pral.g_00224
OG0000926	Syat.g_01802	Pral.g_00225
OG0000927	Syat.g_01800	Pral.g_00227
OG0000928	Syat.g_01799	Pral.g_00228
OG0000929	Syat.g_01798	Pral.g_00229
OG0000930	Syat.g_01797	Pral.g_00230
OG0000931	Syat.g_01796	Pral.g_00232
OG0000932	Syat.g_01794	Pral.g_01190
OG0000933	Syat.g_01788	Pral.g_00236
OG0000934	Syat.g_01786	Pral.g_00238
OG0000935	Syat.g_01665	Pral.g_00239
OG0000936	Syat.g_01664	Pral.g_00240
OG0000937	Syat.g_01663	Pral.g_00241
OG0000938	Syat.g_01659	Pral.g_00244
OG0000939	Syat.g_01658	Pral.g_00245
OG0000940	Syat.g_01651	Pral.g_00252
OG0000941	Syat.g_01649	Pral.g_00254
OG0000942	Syat.g_01647	Pral.g_00256
OG0000943	Syat.g_01646	Pral.g_00257
OG0000944	Syat.g_01644	Pral.g_00259
OG0000945	Syat.g_01643	Pral.g_00260
OG0000946	Syat.g_01633	Pral.g_00266
OG0000947	Syat.g_01630	Pral.g_00268
OG0000948	Syat.g_01629	Pral.g_00269
OG0000949	Syat.g_02142	Pral.g_00272
OG0000950	Syat.g_02152	Pral.g_00278
OG0000951	Syat.g_02157	Pral.g_00282
OG0000952	Syat.g_02162	Pral.g_00286
OG0000953	Syat.g_02166	Pral.g_00290
OG0000954	Syat.g_02187	Pral.g_00294
OG0000955	Syat.g_02188	Pral.g_00295
OG0000956	Syat.g_02191	Pral.g_00297
OG0000957	Syat.g_02204	Pral.g_00303
OG0000958	Syat.g_02205	Pral.g_00304
OG0000959	Syat.g_02212	Pral.g_00308
OG0000960	Syat.g_02213	Pral.g_00309
OG0000961	Syat.g_02873	Pral.g_00312
OG0000962	Syat.g_02223	Pral.g_00314
OG0000963	Syat.g_02226	Pral.g_00318
OG0000964	Syat.g_02227	Pral.g_00319
OG0000965	Syat.g_02228	Pral.g_00320
OG0000966	Syat.g_02259	Pral.g_00326
OG0000967	Syat.g_02263	Pral.g_00330
OG0000968	Syat.g_02269	Pral.g_00332
OG0000969	Syat.g_02271	Pral.g_00333
OG0000970	Syat.g_02272	Pral.g_00334
OG0000971	Syat.g_02274	Pral.g_00335
OG0000972	Syat.g_02275	Pral.g_00336
OG0000973	Syat.g_02276	Pral.g_00337
OG0000974	Syat.g_02277	Pral.g_00338
OG0000975	Syat.g_02278	Pral.g_00339
OG0000976	Syat.g_02279	Pral.g_00340
OG0000977	Syat.g_02281	Pral.g_00341
OG0000978	Syat.g_02283	Pral.g_00342
OG0000979	Syat.g_02286	Pral.g_00345
OG0000980	Syat.g_02289	Pral.g_00347
OG0000981	Syat.g_02292	Pral.g_00350
OG0000982	Syat.g_02691	Pral.g_00352
OG0000983	Syat.g_02690	Pral.g_00353
OG0000984	Syat.g_02689	Pral.g_00354
OG0000985	Syat.g_02685	Pral.g_00357
OG0000986	Syat.g_02680	Pral.g_00359
OG0000987	Syat.g_02678	Pral.g_00360
OG0000988	Syat.g_02672	Pral.g_00363
OG0000989	Syat.g_02657	Pral.g_00367
OG0000990	Syat.g_02500	Pral.g_00373
OG0000991	Syat.g_02503	Pral.g_00374
OG0000992	Syat.g_02507	Pral.g_00377
OG0000993	Syat.g_02508	Pral.g_00378
OG0000994	Syat.g_02512	Pral.g_00379
OG0000995	Syat.g_02517	Pral.g_00383
OG0000996	Syat.g_02446	Pral.g_00384
OG0000997	Syat.g_02417	Pral.g_00386
OG0000998	Syat.g_02415	Pral.g_00388
OG0000999	Syat.g_02414	Pral.g_00389
OG0001001	Syat.g_02400	Pral.g_00396
OG0001002	Syat.g_02394	Pral.g_00401
OG0001003	Syat.g_02392	Pral.g_00402
OG0001004	Syat.g_02391	Pral.g_00403
OG0001005	Syat.g_02390	Pral.g_00404
OG0001006	Syat.g_02378	Pral.g_00408
OG0001007	Syat.g_02376	Pral.g_00410
OG0001008	Syat.g_02971	Pral.g_00657
OG0001009	Syat.g_02311	Pral.g_01017
OG0001010	Syat.g_02310	Pral.g_01016
OG0001011	Syat.g_02308	Pral.g_01014
OG0001012	Syat.g_01004	Pral.g_01001
OG0001013	Syat.g_02716	Pral.g_00994
OG0001014	Syat.g_02721	Pral.g_00991
OG0001015	Syat.g_02722	Pral.g_00990
OG0001016	Syat.g_01474	Pral.g_00974
OG0001017	Syat.g_01480	Pral.g_00970
OG0001018	Syat.g_01482	Pral.g_00968
OG0001019	Syat.g_01532	Pral.g_00958
OG0001020	Syat.g_01539	Pral.g_00957
OG0001021	Syat.g_01552	Pral.g_00956
OG0001022	Syat.g_01555	Pral.g_00953
OG0001023	Syat.g_01556	Pral.g_00952
OG0001024	Syat.g_01560	Pral.g_00949
OG0001025	Syat.g_01566	Pral.g_00942
OG0001026	Syat.g_01582	Pral.g_00934
OG0001027	Syat.g_02947	Pral.g_00933
OG0001028	Syat.g_02944	Pral.g_00931
OG0001029	Syat.g_02942	Pral.g_00930
OG0001030	Syat.g_02922	Pral.g_00914
OG0001031	Syat.g_02836	Pral.g_00857
OG0001032	Syat.g_02834	Pral.g_00856
OG0001033	Syat.g_02784	Pral.g_00836
OG0001034	Syat.g_01448	Pral.g_00804
OG0001035	Syat.g_01885	Pral.g_00784
OG0001036	Syat.g_01939	Pral.g_00780
OG0001037	Syat.g_01941	Pral.g_00779
OG0001038	Syat.g_02058	Pral.g_00761
OG0001039	Syat.g_02061	Pral.g_00758
OG0001040	Syat.g_02064	Pral.g_00755
OG0001041	Syat.g_02070	Pral.g_00751
OG0001042	Syat.g_02100	Pral.g_00734
OG0001043	Syat.g_02103	Pral.g_00733
OG0001044	Syat.g_01615	Pral.g_00699
OG0001045	Syat.g_01602	Pral.g_00690
OG0001046	Syat.g_00552	Pral.g_01039
OG0001047	Syat.g_02973	Pral.g_00655
OG0001048	Syat.g_02974	Pral.g_00654
OG0001049	Syat.g_01290	Pral.g_00651
OG0001050	Syat.g_01289	Pral.g_00650
OG0001051	Syat.g_01288	Pral.g_00649
OG0001052	Syat.g_01375	Pral.g_00621
OG0001053	Syat.g_03173	Pral.g_00608
OG0001055	Syat.g_03224	Pral.g_00573
OG0001056	Syat.g_03275	Pral.g_00554
OG0001057	Syat.g_00102	Pral.g_00549
OG0001058	Syat.g_00079	Pral.g_00541
OG0001059	Syat.g_00075	Pral.g_00537
OG0001061	Syat.g_00051	Pral.g_00514
OG0001062	Syat.g_00048	Pral.g_00512
OG0001063	Syat.g_00042	Pral.g_00510
OG0001064	Syat.g_00041	Pral.g_00509
OG0001065	Syat.g_00040	Pral.g_00508
OG0001066	Syat.g_00039	Pral.g_00507
OG0001067	Syat.g_00038	Pral.g_00506
OG0001068	Syat.g_00037	Pral.g_00505
OG0001069	Syat.g_00036	Pral.g_00504
OG0001070	Syat.g_00032	Pral.g_00502
OG0001071	Syat.g_00031	Pral.g_00501
OG0001072	Syat.g_00028	Pral.g_00499
OG0001073	Syat.g_00009	Pral.g_00485
OG0001074	Syat.g_01015	Pral.g_00472
OG0001075	Syat.g_01037	Pral.g_00471
OG0001076	Syat.g_03315	Pral.g_00464
OG0001077	Syat.g_03290	Pral.g_00459
OG0001078	Syat.g_00118	Pral.g_01437
OG0001079	Syat.g_00378	Pral.g_01448
OG0001080	Syat.g_00368	Pral.g_01454
OG0001081	Syat.g_00366	Pral.g_01456
OG0001082	Syat.g_00365	Pral.g_01457
OG0001083	Syat.g_00390	Pral.g_01462
OG0001084	Syat.g_00391	Pral.g_01463
OG0001085	Syat.g_00408	Pral.g_01772
OG0001086	Syat.g_00410	Pral.g_01771
OG0001087	Syat.g_03277	Pral.g_01753
OG0001088	Syat.g_02496	Pral.g_01752
OG0001089	Syat.g_00818	Pral.g_01741
OG0001090	Syat.g_00659	Pral.g_01728
OG0001091	Syat.g_00661	Pral.g_01726
OG0001092	Syat.g_00663	Pral.g_01725
OG0001093	Syat.g_00669	Pral.g_01720
OG0001094	Syat.g_00473	Pral.g_01482
OG0001095	Syat.g_00497	Pral.g_01501
OG0001096	Syat.g_00516	Pral.g_01515
OG0001097	Syat.g_00743	Pral.g_01533
OG0001098	Syat.g_01672	Pral.g_01552
OG0001099	Syat.g_02943	Pral.g_01815
OG0001100	Syat.g_00418	Pral.g_01807
OG0001101	Syat.g_00420	Pral.g_01805
OG0001102	Syat.g_00423	Pral.g_01802
OG0001103	Syat.g_00425	Pral.g_01800
OG0001104	Syat.g_00458	Pral.g_01777
OG0001105	Syat.g_00461	Pral.g_01773
OG0001106	Syat.g_00598	Pral.g_01639
OG0001107	Syat.g_00580	Pral.g_01629
OG0001108	Syat.g_00570	Pral.g_01625
OG0001109	Syat.g_00568	Pral.g_01624
OG0001110	Syat.g_00566	Pral.g_01622
OG0001111	Syat.g_00564	Pral.g_01621
OG0001112	Syat.g_00562	Pral.g_01620
OG0001113	Syat.g_00561	Pral.g_01619
OG0001114	Syat.g_00560	Pral.g_01618
OG0001115	Syat.g_00557	Pral.g_01616
OG0001116	Syat.g_00555	Pral.g_01615
OG0001117	Syat.g_00554	Pral.g_01614
OG0001118	Syat.g_00553	Pral.g_01613
OG0001119	Syat.g_00551	Pral.g_01612
OG0001120	Syat.g_00546	Pral.g_01611
OG0001122	Syat.g_00711	Pral.g_01593
OG0001123	Syat.g_00704	Pral.g_01598
OG0001124	Syat.g_00702	Pral.g_01600
OG0001125	Syat.g_00700	Pral.g_01602
OG0001126	Syat.g_00790	Pral.g_01571
OG0001127	Syat.g_00789	Pral.g_01570
OG0001128	Syat.g_00786	Pral.g_01569
OG0001129	Syat.g_00784	Pral.g_01568
OG0001130	Syat.g_00783	Pral.g_01567
OG0001131	Syat.g_01674	Pral.g_01321
OG0001132	Syat.g_00965	Pral.g_01033
OG0001133	Syat.g_03311	Pral.g_01314
OG0001136	Syat.g_03257	Pral.g_01364
OG0001137	Syat.g_00306	Pral.g_01377
OG0001138	Syat.g_00214	Pral.g_01401
OG0001139	Syat.g_00209	Pral.g_01403
OG0001141	Syat.g_00207	Pral.g_01404
OG0001142	Syat.g_00206	Pral.g_01405
OG0001143	Syat.g_00925	Pral.g_01412
OG0001144	Syat.g_00906	Pral.g_01417
OG0001145	Syat.g_01117	Pral.g_01289
OG0001146	Syat.g_01158	Pral.g_01277
OG0001147	Syat.g_01368	Pral.g_01235
OG0001148	Syat.g_01297	Pral.g_01220
OG0001149	Syat.g_01298	Pral.g_01219
OG0001150	Syat.g_01299	Pral.g_01218
OG0001151	Syat.g_01420	Pral.g_01207
OG0001152	Syat.g_01421	Pral.g_01206
OG0001153	Syat.g_01346	Pral.g_01128
OG0001154	Syat.g_01347	Pral.g_01127
OG0001155	Syat.g_02774	Pral.g_01108
OG0001156	Syat.g_02978	Pral.g_01105
OG0001157	Syat.g_02977	Pral.g_01104
OG0001158	Syat.g_02976	Pral.g_01103
OG0001159	Syat.g_02975	Pral.g_01102
OG0001160	Syat.g_03104	Pral.g_01076
OG0001161	Syat.g_02384	Pral.g_00045
OG0001163	Syat.g_03112	Pral.g_00098
OG0001164	Syat.g_03116	Pral.g_00102
OG0001165	Syat.g_03121	Pral.g_00105
OG0001166	Syat.g_03050	Pral.g_00126
OG0001167	Syat.g_03019	Pral.g_00143
OG0001168	Syat.g_03017	Pral.g_00145
OG0001169	Syat.g_03015	Pral.g_00147
OG0001170	Syat.g_03013	Pral.g_00149
OG0001171	Syat.g_03001	Pral.g_00160
OG0001172	Syat.g_01858	Pral.g_00175
OG0001173	Syat.g_01857	Pral.g_00176
OG0001174	Syat.g_01849	Pral.g_00184
OG0001175	Syat.g_01848	Pral.g_00185
OG0001176	Syat.g_01831	Pral.g_00194
OG0001178	Syat.g_03137	Pral.g_00112
OG0001180	Syat.g_01654	Pral.g_00249
OG0001181	Syat.g_01650	Pral.g_00253
