Orthogroup	Syat	Syaq
OG0000568	Syat.g_00057	Syaq.g_01954
OG0000569	Syat.g_00056	Syaq.g_01955
OG0000570	Syat.g_00055	Syaq.g_01956
OG0000571	Syat.g_00052	Syaq.g_01960
OG0000572	Syat.g_00033	Syaq.g_01977
OG0000573	Syat.g_00024	Syaq.g_01985
OG0000574	Syat.g_00023	Syaq.g_01986
OG0000575	Syat.g_00018	Syaq.g_01991
OG0000576	Syat.g_00014	Syaq.g_01993
OG0000577	Syat.g_00013	Syaq.g_01994
OG0000578	Syat.g_00012	Syaq.g_01995
OG0000579	Syat.g_00011	Syaq.g_01996
OG0000580	Syat.g_00010	Syaq.g_01997
OG0000581	Syat.g_00003	Syaq.g_02003
OG0000582	Syat.g_03403	Syaq.g_02012
OG0000583	Syat.g_03404	Syaq.g_02013
OG0000584	Syat.g_03405	Syaq.g_02014
OG0000585	Syat.g_03408	Syaq.g_02017
OG0000586	Syat.g_03409	Syaq.g_02018
OG0000587	Syat.g_00001	Syaq.g_02020
OG0000588	Syat.g_00338	Syaq.g_02043
OG0000589	Syat.g_03318	Syaq.g_02057
OG0000590	Syat.g_03317	Syaq.g_02058
OG0000591	Syat.g_03308	Syaq.g_02066
OG0000592	Syat.g_03307	Syaq.g_02067
OG0000593	Syat.g_00113	Syaq.g_02078
OG0000594	Syat.g_00114	Syaq.g_02079
OG0000595	Syat.g_00115	Syaq.g_02080
OG0000596	Syat.g_00129	Syaq.g_02085
OG0000597	Syat.g_00132	Syaq.g_02088
OG0000598	Syat.g_00133	Syaq.g_02089
OG0000599	Syat.g_00381	Syaq.g_02096
OG0000600	Syat.g_00380	Syaq.g_02097
OG0000601	Syat.g_00379	Syaq.g_02098
OG0000602	Syat.g_00375	Syaq.g_02104
OG0000603	Syat.g_00374	Syaq.g_02105
OG0000604	Syat.g_00372	Syaq.g_02107
OG0000605	Syat.g_00370	Syaq.g_02151
OG0000606	Syat.g_00367	Syaq.g_02231
OG0000607	Syat.g_00364	Syaq.g_02234
OG0000608	Syat.g_00363	Syaq.g_02235
OG0000609	Syat.g_00344	Syaq.g_02237
OG0000610	Syat.g_00399	Syaq.g_02244
OG0000611	Syat.g_00402	Syaq.g_02247
OG0000612	Syat.g_00403	Syaq.g_02248
OG0000613	Syat.g_02129	Syaq.g_00885
OG0000614	Syat.g_01084	Syaq.g_02588
OG0000615	Syat.g_00442	Syaq.g_02302
OG0000616	Syat.g_02397	Syaq.g_01168
OG0000617	Syat.g_00665	Syaq.g_00031
OG0000618	Syat.g_00666	Syaq.g_00032
OG0000619	Syat.g_00667	Syaq.g_00033
OG0000620	Syat.g_02591	Syaq.g_00038
OG0000621	Syat.g_02590	Syaq.g_00039
OG0000622	Syat.g_02572	Syaq.g_00040
OG0000623	Syat.g_00672	Syaq.g_00041
OG0000624	Syat.g_00673	Syaq.g_00042
OG0000625	Syat.g_00674	Syaq.g_00043
OG0000626	Syat.g_00675	Syaq.g_00044
OG0000627	Syat.g_00641	Syaq.g_02425
OG0000628	Syat.g_00640	Syaq.g_02426
OG0000629	Syat.g_00637	Syaq.g_02429
OG0000630	Syat.g_00631	Syaq.g_02433
OG0000631	Syat.g_00624	Syaq.g_02441
OG0000632	Syat.g_00623	Syaq.g_02442
OG0000633	Syat.g_00622	Syaq.g_02444
OG0000634	Syat.g_00475	Syaq.g_02336
OG0000635	Syat.g_00476	Syaq.g_02337
OG0000636	Syat.g_00478	Syaq.g_02339
OG0000637	Syat.g_00480	Syaq.g_02341
OG0000638	Syat.g_00481	Syaq.g_02342
OG0000639	Syat.g_00482	Syaq.g_02343
OG0000640	Syat.g_00483	Syaq.g_02344
OG0000641	Syat.g_00488	Syaq.g_02348
OG0000642	Syat.g_00489	Syaq.g_02349
OG0000643	Syat.g_00494	Syaq.g_02350
OG0000644	Syat.g_00495	Syaq.g_02351
OG0000645	Syat.g_00496	Syaq.g_02353
OG0000646	Syat.g_00499	Syaq.g_02356
OG0000647	Syat.g_00501	Syaq.g_02358
OG0000648	Syat.g_00504	Syaq.g_02360
OG0000649	Syat.g_00505	Syaq.g_02361
OG0000650	Syat.g_00506	Syaq.g_02362
OG0000651	Syat.g_00507	Syaq.g_02363
OG0000652	Syat.g_00508	Syaq.g_02364
OG0000653	Syat.g_00510	Syaq.g_02367
OG0000654	Syat.g_00514	Syaq.g_02368
OG0000655	Syat.g_00515	Syaq.g_02369
OG0000656	Syat.g_00518	Syaq.g_02372
OG0000657	Syat.g_00720	Syaq.g_02382
OG0000658	Syat.g_00723	Syaq.g_02385
OG0000659	Syat.g_00724	Syaq.g_02386
OG0000660	Syat.g_00740	Syaq.g_02390
OG0000661	Syat.g_00742	Syaq.g_02392
OG0000662	Syat.g_00746	Syaq.g_02394
OG0000663	Syat.g_00749	Syaq.g_02397
OG0000664	Syat.g_00752	Syaq.g_02400
OG0000665	Syat.g_03302	Syaq.g_02124
OG0000666	Syat.g_01415	Syaq.g_02117
OG0000667	Syat.g_00958, Syat.g_03278	Syaq.g_02222
OG0000668	Syat.g_00710	Syaq.g_00068
OG0000669	Syat.g_00416	Syaq.g_02260
OG0000670	Syat.g_00419	Syaq.g_00079
OG0000671	Syat.g_00421	Syaq.g_02264
OG0000672	Syat.g_00424	Syaq.g_02267
OG0000673	Syat.g_00430	Syaq.g_02270
OG0000674	Syat.g_00432	Syaq.g_02272
OG0000675	Syat.g_00433	Syaq.g_02273
OG0000676	Syat.g_00436	Syaq.g_02275
OG0000677	Syat.g_00437	Syaq.g_02276
OG0000678	Syat.g_00439	Syaq.g_02282
OG0000679	Syat.g_00448	Syaq.g_02305
OG0000680	Syat.g_00449	Syaq.g_02306
OG0000681	Syat.g_00452	Syaq.g_02309
OG0000682	Syat.g_00453	Syaq.g_02310
OG0000683	Syat.g_00454	Syaq.g_02311
OG0000684	Syat.g_00457	Syaq.g_02315
OG0000685	Syat.g_02571	Syaq.g_02317
OG0000686	Syat.g_00459	Syaq.g_02318
OG0000687	Syat.g_00460	Syaq.g_02319
OG0000688	Syat.g_00463	Syaq.g_02325
OG0000689	Syat.g_00465	Syaq.g_02327
OG0000690	Syat.g_00466	Syaq.g_02328
OG0000691	Syat.g_00467	Syaq.g_02329
OG0000692	Syat.g_00469	Syaq.g_02330
OG0000693	Syat.g_00471	Syaq.g_02332
OG0000694	Syat.g_00472	Syaq.g_02333
OG0000695	Syat.g_00619	Syaq.g_02446
OG0000696	Syat.g_00618	Syaq.g_02447
OG0000697	Syat.g_00616	Syaq.g_02448
OG0000698	Syat.g_00613	Syaq.g_02451
OG0000699	Syat.g_00611	Syaq.g_02452
OG0000700	Syat.g_00610	Syaq.g_02453
OG0000701	Syat.g_00609	Syaq.g_02454
OG0000702	Syat.g_00606	Syaq.g_02467
OG0000703	Syat.g_00601	Syaq.g_02468
OG0000704	Syat.g_00599	Syaq.g_02470
OG0000705	Syat.g_00592	Syaq.g_02477
OG0000706	Syat.g_00591	Syaq.g_02478
OG0000707	Syat.g_00590	Syaq.g_02479
OG0000708	Syat.g_00587	Syaq.g_02482
OG0000709	Syat.g_00573	Syaq.g_02490
OG0000710	Syat.g_00567	Syaq.g_02494
OG0000711	Syat.g_00539	Syaq.g_02521
OG0000712	Syat.g_00537	Syaq.g_02523
OG0000713	Syat.g_00536	Syaq.g_02524
OG0000714	Syat.g_00532	Syaq.g_02527
OG0000715	Syat.g_00530	Syaq.g_02529
OG0000716	Syat.g_00527	Syaq.g_02533
OG0000717	Syat.g_00526	Syaq.g_02534
OG0000718	Syat.g_00522	Syaq.g_00072
OG0000719	Syat.g_00712	Syaq.g_00070
OG0000720	Syat.g_00699	Syaq.g_00057
OG0000721	Syat.g_00697	Syaq.g_00055
OG0000722	Syat.g_00696	Syaq.g_00054
OG0000723	Syat.g_00686	Syaq.g_00046
OG0000724	Syat.g_00782	Syaq.g_02685
OG0000725	Syat.g_00810	Syaq.g_02676
OG0000726	Syat.g_00811	Syaq.g_02675
OG0000727	Syat.g_00812	Syaq.g_02674
OG0000728	Syat.g_00814	Syaq.g_02672
OG0000729	Syat.g_02224	Syaq.g_01046
OG0000730	Syat.g_01617	Syaq.g_00561
OG0000731	Syat.g_01605	Syaq.g_00550
OG0000732	Syat.g_02290	Syaq.g_01098
OG0000733	Syat.g_03285	Syaq.g_01232
OG0000734	Syat.g_01579	Syaq.g_01479
OG0000735	Syat.g_03235	Syaq.g_00266
OG0000736	Syat.g_03236	Syaq.g_00265
OG0000737	Syat.g_03237	Syaq.g_00264
OG0000738	Syat.g_03251	Syaq.g_00258
OG0000739	Syat.g_03252	Syaq.g_00257
OG0000740	Syat.g_03253	Syaq.g_00256
OG0000741	Syat.g_03256	Syaq.g_00253
OG0000742	Syat.g_03259	Syaq.g_00250
OG0000743	Syat.g_03262	Syaq.g_00248
OG0000744	Syat.g_03263	Syaq.g_00247
OG0000745	Syat.g_03266	Syaq.g_00245
OG0000746	Syat.g_00314	Syaq.g_00242
OG0000747	Syat.g_00313	Syaq.g_00241
OG0000748	Syat.g_00305	Syaq.g_00227
OG0000749	Syat.g_00303	Syaq.g_00226
OG0000750	Syat.g_00302	Syaq.g_00225
OG0000751	Syat.g_00296	Syaq.g_00219
OG0000752	Syat.g_00294	Syaq.g_00217
OG0000753	Syat.g_00291	Syaq.g_00214
OG0000754	Syat.g_00250	Syaq.g_00209
OG0000755	Syat.g_00217	Syaq.g_00198
OG0000756	Syat.g_00216	Syaq.g_00197
OG0000757	Syat.g_00205	Syaq.g_00190
OG0000758	Syat.g_00204	Syaq.g_00189
OG0000759	Syat.g_00203	Syaq.g_00188
OG0000760	Syat.g_00202	Syaq.g_00187
OG0000761	Syat.g_00201	Syaq.g_00186
OG0000762	Syat.g_00199	Syaq.g_00183
OG0000763	Syat.g_00924	Syaq.g_00181
OG0000764	Syat.g_00923	Syaq.g_00180
OG0000765	Syat.g_00897	Syaq.g_00157
OG0000766	Syat.g_00896	Syaq.g_00156
OG0000767	Syat.g_00894	Syaq.g_00154
OG0000768	Syat.g_00893	Syaq.g_00153
OG0000769	Syat.g_00891	Syaq.g_00151
OG0000770	Syat.g_00886	Syaq.g_00148
OG0000771	Syat.g_00788	Syaq.g_02691
OG0000772	Syat.g_01768	Syaq.g_01887
OG0000773	Syat.g_01114	Syaq.g_00283
OG0000774	Syat.g_01146	Syaq.g_00288
OG0000775	Syat.g_01148	Syaq.g_00290
OG0000776	Syat.g_01149	Syaq.g_00291
OG0000777	Syat.g_01150	Syaq.g_00292
OG0000778	Syat.g_01151	Syaq.g_00293
OG0000779	Syat.g_01154	Syaq.g_00299
OG0000780	Syat.g_01157	Syaq.g_00304
OG0000781	Syat.g_01161	Syaq.g_00308
OG0000782	Syat.g_01162	Syaq.g_00309
OG0000783	Syat.g_01163	Syaq.g_00310
OG0000784	Syat.g_01164	Syaq.g_00311
OG0000785	Syat.g_01166	Syaq.g_00313
OG0000786	Syat.g_01170	Syaq.g_00328
OG0000787	Syat.g_01171	Syaq.g_00329
OG0000788	Syat.g_00087	Syaq.g_02099
OG0000789	Syat.g_00845	Syaq.g_02123
OG0000790	Syat.g_01300	Syaq.g_01758
OG0000791	Syat.g_01302	Syaq.g_01756
OG0000792	Syat.g_01303	Syaq.g_01755
OG0000793	Syat.g_01412	Syaq.g_01750
OG0000794	Syat.g_01414	Syaq.g_01749
OG0000795	Syat.g_01416	Syaq.g_01748
OG0000796	Syat.g_01422	Syaq.g_01744
OG0000797	Syat.g_01423	Syaq.g_01743
OG0000798	Syat.g_02057	Syaq.g_00760
OG0000799	Syat.g_01256	Syaq.g_00341
OG0000800	Syat.g_01255	Syaq.g_00342
OG0000801	Syat.g_01253	Syaq.g_00343
OG0000802	Syat.g_01245	Syaq.g_00350
OG0000803	Syat.g_01241	Syaq.g_00353
OG0000804	Syat.g_01238	Syaq.g_00358
OG0000805	Syat.g_01236	Syaq.g_00360
OG0000806	Syat.g_01234	Syaq.g_00362
OG0000807	Syat.g_01233	Syaq.g_00364
OG0000808	Syat.g_01232	Syaq.g_00365
OG0000809	Syat.g_01229	Syaq.g_00369
OG0000810	Syat.g_01228	Syaq.g_00370
OG0000811	Syat.g_01186	Syaq.g_00378
OG0000812	Syat.g_01182	Syaq.g_00380
OG0000813	Syat.g_01181	Syaq.g_00381
OG0000814	Syat.g_01179	Syaq.g_00383
OG0000815	Syat.g_01177	Syaq.g_00384
OG0000816	Syat.g_01175	Syaq.g_00386
OG0000817	Syat.g_01279	Syaq.g_00387
OG0000818	Syat.g_01325	Syaq.g_00392
OG0000819	Syat.g_01326	Syaq.g_00393
OG0000820	Syat.g_01327	Syaq.g_00394
OG0000821	Syat.g_01333	Syaq.g_00400
OG0000822	Syat.g_01335	Syaq.g_00402
OG0000823	Syat.g_01336	Syaq.g_00403
OG0000824	Syat.g_01342	Syaq.g_00409
OG0000825	Syat.g_01343	Syaq.g_00410
OG0000826	Syat.g_01344	Syaq.g_00411
OG0000827	Syat.g_01345	Syaq.g_00412
OG0000828	Syat.g_01348	Syaq.g_00415
OG0000829	Syat.g_01349	Syaq.g_00416
OG0000830	Syat.g_01350	Syaq.g_00417
OG0000831	Syat.g_01353	Syaq.g_00419
OG0000832	Syat.g_02982	Syaq.g_01737
OG0000833	Syat.g_03072	Syaq.g_01725
OG0000834	Syat.g_03073	Syaq.g_01724
OG0000835	Syat.g_03075	Syaq.g_01723
OG0000836	Syat.g_03078	Syaq.g_01720
OG0000837	Syat.g_03079	Syaq.g_01719
OG0000838	Syat.g_03083	Syaq.g_01715
OG0000839	Syat.g_03084	Syaq.g_01714
OG0000840	Syat.g_03085	Syaq.g_01713
OG0000841	Syat.g_03086	Syaq.g_01712
OG0000842	Syat.g_03087	Syaq.g_01711
OG0000843	Syat.g_03088	Syaq.g_01710
OG0000844	Syat.g_03090	Syaq.g_01708
OG0000845	Syat.g_03091	Syaq.g_01707
OG0000846	Syat.g_03092	Syaq.g_01706
OG0000847	Syat.g_03093	Syaq.g_01705
OG0000848	Syat.g_03095	Syaq.g_01703
OG0000849	Syat.g_03096	Syaq.g_01702
OG0000850	Syat.g_03098	Syaq.g_01699
OG0000851	Syat.g_03101	Syaq.g_01696
OG0000852	Syat.g_03102	Syaq.g_01695
OG0000853	Syat.g_03106	Syaq.g_01691
OG0000854	Syat.g_03108	Syaq.g_01689
OG0000855	Syat.g_03109	Syaq.g_01688
OG0000856	Syat.g_03305	Syaq.g_02069
OG0000857	Syat.g_00500	Syaq.g_02357
OG0000858	Syat.g_03114	Syaq.g_01682
OG0000859	Syat.g_03115	Syaq.g_01681
OG0000860	Syat.g_03126	Syaq.g_01671
OG0000861	Syat.g_03127	Syaq.g_01670
OG0000862	Syat.g_03136	Syaq.g_01668
OG0000863	Syat.g_03138	Syaq.g_01665
OG0000864	Syat.g_03139	Syaq.g_01664
OG0000865	Syat.g_03140	Syaq.g_01663
OG0000866	Syat.g_03141	Syaq.g_01662
OG0000867	Syat.g_03142	Syaq.g_01661
OG0000868	Syat.g_03067	Syaq.g_01659
OG0000869	Syat.g_03054	Syaq.g_01656
OG0000870	Syat.g_03049	Syaq.g_01651
OG0000871	Syat.g_03048	Syaq.g_01650
OG0000872	Syat.g_03042	Syaq.g_01644
OG0000873	Syat.g_03039	Syaq.g_01641
OG0000874	Syat.g_03037	Syaq.g_01637
OG0000875	Syat.g_03035	Syaq.g_01633
OG0000876	Syat.g_00745	Syaq.g_01631
OG0000877	Syat.g_03024	Syaq.g_01628
OG0000878	Syat.g_03023	Syaq.g_01627
OG0000879	Syat.g_03022	Syaq.g_01626
OG0000880	Syat.g_03021	Syaq.g_01625
OG0000881	Syat.g_03016	Syaq.g_01621
OG0000882	Syat.g_03011	Syaq.g_01616
OG0000883	Syat.g_03007	Syaq.g_01613
OG0000884	Syat.g_03005	Syaq.g_01611
OG0000885	Syat.g_03004	Syaq.g_01610
OG0000886	Syat.g_03003	Syaq.g_01609
OG0000887	Syat.g_03002	Syaq.g_01608
OG0000888	Syat.g_03000	Syaq.g_01606
OG0000889	Syat.g_02997	Syaq.g_01604
OG0000890	Syat.g_02994	Syaq.g_01597
OG0000891	Syat.g_02993	Syaq.g_01596
OG0000892	Syat.g_02992	Syaq.g_01594
OG0000893	Syat.g_01864	Syaq.g_00695
OG0000894	Syat.g_01860	Syaq.g_00692
OG0000895	Syat.g_01856	Syaq.g_00688
OG0000896	Syat.g_01855	Syaq.g_00687
OG0000897	Syat.g_01853	Syaq.g_00685
OG0000898	Syat.g_01852	Syaq.g_00684
OG0000899	Syat.g_01851	Syaq.g_00683
OG0000900	Syat.g_01850	Syaq.g_00682
OG0000901	Syat.g_01845	Syaq.g_00677
OG0000902	Syat.g_01843	Syaq.g_00671
OG0000903	Syat.g_01830	Syaq.g_00655
OG0000904	Syat.g_01834	Syaq.g_00660
OG0000905	Syat.g_01839	Syaq.g_00666
OG0000906	Syat.g_01841	Syaq.g_00669
OG0000907	Syat.g_01828	Syaq.g_00653
OG0000908	Syat.g_01825	Syaq.g_00650
OG0000909	Syat.g_01824	Syaq.g_00649
OG0000910	Syat.g_01823	Syaq.g_00648
OG0000911	Syat.g_01821	Syaq.g_00646
OG0000912	Syat.g_01820	Syaq.g_00645
OG0000913	Syat.g_01819	Syaq.g_00644
OG0000914	Syat.g_01818	Syaq.g_00643
OG0000915	Syat.g_01816	Syaq.g_00641
OG0000916	Syat.g_01815	Syaq.g_00640
OG0000917	Syat.g_01814	Syaq.g_00639
OG0000918	Syat.g_01813	Syaq.g_00638
OG0000919	Syat.g_01812	Syaq.g_00637
OG0000920	Syat.g_01811	Syaq.g_00636
OG0000921	Syat.g_01810	Syaq.g_00635
OG0000922	Syat.g_01809	Syaq.g_00634
OG0000923	Syat.g_01805	Syaq.g_00630
OG0000924	Syat.g_01804	Syaq.g_00629
OG0000925	Syat.g_01803	Syaq.g_00628
OG0000926	Syat.g_01802	Syaq.g_00627
OG0000927	Syat.g_01800	Syaq.g_00625
OG0000928	Syat.g_01799	Syaq.g_00624
OG0000929	Syat.g_01798	Syaq.g_00623
OG0000930	Syat.g_01797	Syaq.g_00622
OG0000931	Syat.g_01796	Syaq.g_00621
OG0000932	Syat.g_01794	Syaq.g_00620
OG0000933	Syat.g_01788	Syaq.g_00614
OG0000934	Syat.g_01786	Syaq.g_00612
OG0000935	Syat.g_01665	Syaq.g_00611
OG0000936	Syat.g_01664	Syaq.g_00610
OG0000937	Syat.g_01663	Syaq.g_00609
OG0000938	Syat.g_01659	Syaq.g_00606
OG0000939	Syat.g_01658	Syaq.g_00604
OG0000940	Syat.g_01651	Syaq.g_00597
OG0000941	Syat.g_01649	Syaq.g_00595
OG0000942	Syat.g_01647	Syaq.g_00593
OG0000943	Syat.g_01646	Syaq.g_00592
OG0000944	Syat.g_01644	Syaq.g_00590
OG0000945	Syat.g_01643	Syaq.g_00588
OG0000946	Syat.g_01633	Syaq.g_00580
OG0000947	Syat.g_01630	Syaq.g_00577
OG0000948	Syat.g_01629	Syaq.g_00576
OG0000949	Syat.g_02142	Syaq.g_00971
OG0000950	Syat.g_02152	Syaq.g_00984
OG0000951	Syat.g_02157	Syaq.g_00991
OG0000952	Syat.g_02162	Syaq.g_01002
OG0000953	Syat.g_02166	Syaq.g_01006
OG0000954	Syat.g_02187	Syaq.g_01012
OG0000955	Syat.g_02188	Syaq.g_01013
OG0000956	Syat.g_02191	Syaq.g_01015
OG0000957	Syat.g_02204	Syaq.g_01026
OG0000958	Syat.g_02205	Syaq.g_01027
OG0000959	Syat.g_02212	Syaq.g_01031
OG0000960	Syat.g_02213	Syaq.g_01032
OG0000961	Syat.g_02873	Syaq.g_01043
OG0000962	Syat.g_02223	Syaq.g_01045
OG0000963	Syat.g_02226	Syaq.g_01049
OG0000964	Syat.g_02227	Syaq.g_01050
OG0000965	Syat.g_02228	Syaq.g_01051
OG0000966	Syat.g_02259	Syaq.g_01060
OG0000967	Syat.g_02263	Syaq.g_01067
OG0000968	Syat.g_02269	Syaq.g_01071
OG0000969	Syat.g_02271	Syaq.g_01078
OG0000970	Syat.g_02272	Syaq.g_01079
OG0000971	Syat.g_02274	Syaq.g_01081
OG0000972	Syat.g_02275	Syaq.g_01082
OG0000973	Syat.g_02276	Syaq.g_01083
OG0000974	Syat.g_02277	Syaq.g_01084
OG0000975	Syat.g_02278	Syaq.g_01085
OG0000976	Syat.g_02279	Syaq.g_01086
OG0000977	Syat.g_02281	Syaq.g_01088
OG0000978	Syat.g_02283	Syaq.g_01091
OG0000979	Syat.g_02286	Syaq.g_01094
OG0000980	Syat.g_02289	Syaq.g_01097
OG0000981	Syat.g_02292	Syaq.g_01100
OG0000982	Syat.g_02691	Syaq.g_01263
OG0000983	Syat.g_02690	Syaq.g_01262
OG0000984	Syat.g_02689	Syaq.g_01261
OG0000985	Syat.g_02685	Syaq.g_01257
OG0000986	Syat.g_02680	Syaq.g_01253
OG0000987	Syat.g_02678	Syaq.g_01251
OG0000988	Syat.g_02672	Syaq.g_01245
OG0000989	Syat.g_02657	Syaq.g_01239
OG0000990	Syat.g_02500	Syaq.g_01229
OG0000991	Syat.g_02503	Syaq.g_01225
OG0000992	Syat.g_02507	Syaq.g_01222
OG0000993	Syat.g_02508	Syaq.g_01221
OG0000994	Syat.g_02512	Syaq.g_01218
OG0000995	Syat.g_02517	Syaq.g_01212
OG0000996	Syat.g_02446	Syaq.g_01193
OG0000997	Syat.g_02417	Syaq.g_01184
OG0000998	Syat.g_02415	Syaq.g_01182
OG0000999	Syat.g_02414	Syaq.g_01181
OG0001001	Syat.g_02400	Syaq.g_01172
OG0001002	Syat.g_02394	Syaq.g_01165
OG0001003	Syat.g_02392	Syaq.g_01163
OG0001004	Syat.g_02391	Syaq.g_01162
OG0001005	Syat.g_02390	Syaq.g_01161
OG0001006	Syat.g_02378	Syaq.g_01152
OG0001007	Syat.g_02376	Syaq.g_01150
OG0001008	Syat.g_02971	Syaq.g_00500
OG0001009	Syat.g_02311	Syaq.g_01118
OG0001010	Syat.g_02310	Syaq.g_01117
OG0001011	Syat.g_02308	Syaq.g_01115
OG0001012	Syat.g_01004	Syaq.g_01267
OG0001013	Syat.g_02716	Syaq.g_01289
OG0001014	Syat.g_02721	Syaq.g_01295
OG0001015	Syat.g_02722	Syaq.g_01296
OG0001016	Syat.g_01474	Syaq.g_01554
OG0001017	Syat.g_01480	Syaq.g_01548
OG0001018	Syat.g_01482	Syaq.g_01546
OG0001019	Syat.g_01532	Syaq.g_01524
OG0001020	Syat.g_01539	Syaq.g_01510
OG0001021	Syat.g_01552	Syaq.g_01506
OG0001022	Syat.g_01555	Syaq.g_01501
OG0001023	Syat.g_01556	Syaq.g_01500
OG0001024	Syat.g_01560	Syaq.g_01496
OG0001025	Syat.g_01566	Syaq.g_01490
OG0001026	Syat.g_01582	Syaq.g_01477
OG0001027	Syat.g_02947	Syaq.g_01474
OG0001028	Syat.g_02944	Syaq.g_01472
OG0001029	Syat.g_02942	Syaq.g_01470
OG0001030	Syat.g_02922	Syaq.g_01450
OG0001031	Syat.g_02836	Syaq.g_01378
OG0001032	Syat.g_02834	Syaq.g_01376
OG0001033	Syat.g_02784	Syaq.g_01344
OG0001034	Syat.g_01448	Syaq.g_01579
OG0001035	Syat.g_01885	Syaq.g_00726
OG0001036	Syat.g_01939	Syaq.g_00731
OG0001037	Syat.g_01941	Syaq.g_00733
OG0001038	Syat.g_02058	Syaq.g_00761
OG0001039	Syat.g_02061	Syaq.g_00764
OG0001040	Syat.g_02064	Syaq.g_00767
OG0001041	Syat.g_02070	Syaq.g_00772
OG0001042	Syat.g_02100	Syaq.g_00858
OG0001044	Syat.g_01615	Syaq.g_00560
OG0001045	Syat.g_01602	Syaq.g_00547
OG0001046	Syat.g_00552	Syaq.g_02509
OG0001047	Syat.g_02973	Syaq.g_00498
OG0001048	Syat.g_02974	Syaq.g_00497
OG0001049	Syat.g_01290	Syaq.g_00494
OG0001050	Syat.g_01289	Syaq.g_00493
OG0001051	Syat.g_01288	Syaq.g_00492
OG0001052	Syat.g_01375	Syaq.g_00446
OG0001053	Syat.g_03173	Syaq.g_01775
OG0001054	Syat.g_03192	Syaq.g_01794
OG0001055	Syat.g_03224	Syaq.g_01815
OG0001056	Syat.g_03275	Syaq.g_01843
OG0001057	Syat.g_00102	Syaq.g_00334
OG0001058	Syat.g_00079	Syaq.g_01931
OG0001059	Syat.g_00075	Syaq.g_01935
OG0001061	Syat.g_00051	Syaq.g_01961
OG0001062	Syat.g_00048	Syaq.g_01963
OG0001063	Syat.g_00042	Syaq.g_01968
OG0001064	Syat.g_00041	Syaq.g_01969
OG0001065	Syat.g_00040	Syaq.g_01970
OG0001066	Syat.g_00039	Syaq.g_01971
OG0001067	Syat.g_00038	Syaq.g_01972
OG0001068	Syat.g_00037	Syaq.g_01973
OG0001069	Syat.g_00036	Syaq.g_01974
OG0001070	Syat.g_00032	Syaq.g_01978
OG0001071	Syat.g_00031	Syaq.g_01979
OG0001072	Syat.g_00028	Syaq.g_01983
OG0001073	Syat.g_00009	Syaq.g_01998
OG0001074	Syat.g_01015	Syaq.g_02132
OG0001075	Syat.g_01037	Syaq.g_02025
OG0001076	Syat.g_03315	Syaq.g_02060
OG0001077	Syat.g_03290	Syaq.g_02071
OG0001078	Syat.g_00118	Syaq.g_02083
OG0001079	Syat.g_00378	Syaq.g_02100
OG0001080	Syat.g_00368	Syaq.g_02161
OG0001081	Syat.g_00366	Syaq.g_02232
OG0001082	Syat.g_00365	Syaq.g_02233
OG0001083	Syat.g_00390	Syaq.g_02240
OG0001084	Syat.g_00391	Syaq.g_02241
OG0001085	Syat.g_00408	Syaq.g_02251
OG0001086	Syat.g_00410	Syaq.g_02253
OG0001087	Syat.g_03277	Syaq.g_02574
OG0001088	Syat.g_02496	Syaq.g_02576
OG0001089	Syat.g_00818	Syaq.g_02604
OG0001090	Syat.g_00659	Syaq.g_00024
OG0001091	Syat.g_00661	Syaq.g_00027
OG0001092	Syat.g_00663	Syaq.g_00029
OG0001093	Syat.g_00669	Syaq.g_00035
OG0001094	Syat.g_00473	Syaq.g_02334
OG0001095	Syat.g_00497	Syaq.g_02354
OG0001096	Syat.g_00516	Syaq.g_02370
OG0001097	Syat.g_00743	Syaq.g_02393
OG0001098	Syat.g_01672	Syaq.g_02415
OG0001099	Syat.g_02943	Syaq.g_01471
OG0001100	Syat.g_00418	Syaq.g_02262
OG0001101	Syat.g_00420	Syaq.g_02263
OG0001102	Syat.g_00423	Syaq.g_02266
OG0001103	Syat.g_00425	Syaq.g_02268
OG0001104	Syat.g_00458	Syaq.g_02316
OG0001105	Syat.g_00461	Syaq.g_02320
OG0001106	Syat.g_00598	Syaq.g_02471
OG0001108	Syat.g_00570	Syaq.g_02491
OG0001109	Syat.g_00568	Syaq.g_02493
OG0001110	Syat.g_00566	Syaq.g_02495
OG0001111	Syat.g_00564	Syaq.g_02497
OG0001112	Syat.g_00562	Syaq.g_02499
OG0001113	Syat.g_00561	Syaq.g_02539
OG0001114	Syat.g_00560	Syaq.g_02500
OG0001115	Syat.g_00557	Syaq.g_02504
OG0001116	Syat.g_00555	Syaq.g_02506
OG0001117	Syat.g_00554	Syaq.g_02507
OG0001118	Syat.g_00553	Syaq.g_02508
OG0001119	Syat.g_00551	Syaq.g_02510
OG0001120	Syat.g_00546	Syaq.g_02514
OG0001122	Syat.g_00711	Syaq.g_00069
OG0001123	Syat.g_00704	Syaq.g_00061
OG0001124	Syat.g_00702	Syaq.g_00060
OG0001125	Syat.g_00700	Syaq.g_00058
OG0001126	Syat.g_00790	Syaq.g_02693
OG0001127	Syat.g_00789	Syaq.g_02692
OG0001128	Syat.g_00786	Syaq.g_02689
OG0001129	Syat.g_00784	Syaq.g_02687
OG0001130	Syat.g_00783	Syaq.g_02686
OG0001131	Syat.g_01674	Syaq.g_02284
