Orthogroup	Syat	Prbf
OG0000564	Syat.g_00070	Prbf.g_01839
OG0000565	Syat.g_00067	Prbf.g_01841
OG0000566	Syat.g_00063	Prbf.g_01845
OG0000567	Syat.g_00059	Prbf.g_01849
OG0000568	Syat.g_00057	Prbf.g_01850
OG0000569	Syat.g_00056	Prbf.g_01851
OG0000570	Syat.g_00055	Prbf.g_01852
OG0000571	Syat.g_00052	Prbf.g_01854
OG0000572	Syat.g_00033	Prbf.g_01868
OG0000573	Syat.g_00024	Prbf.g_01874
OG0000574	Syat.g_00023	Prbf.g_01875
OG0000575	Syat.g_00018	Prbf.g_01879
OG0000576	Syat.g_00014	Prbf.g_01881
OG0000577	Syat.g_00013	Prbf.g_01882
OG0000578	Syat.g_00012	Prbf.g_01883
OG0000579	Syat.g_00011	Prbf.g_01884
OG0000580	Syat.g_00010	Prbf.g_01885
OG0000581	Syat.g_00003	Prbf.g_01888
OG0000582	Syat.g_03403	Prbf.g_01891
OG0000583	Syat.g_03404	Prbf.g_01892
OG0000584	Syat.g_03405	Prbf.g_01893
OG0000585	Syat.g_03408	Prbf.g_01895
OG0000586	Syat.g_03409	Prbf.g_01896
OG0000587	Syat.g_00001	Prbf.g_01897
OG0000588	Syat.g_00338	Prbf.g_01901
OG0000589	Syat.g_03318	Prbf.g_01903
OG0000590	Syat.g_03317	Prbf.g_01904
OG0000591	Syat.g_03308	Prbf.g_01908
OG0000592	Syat.g_03307	Prbf.g_01909
OG0000593	Syat.g_00113	Prbf.g_00979
OG0000594	Syat.g_00114	Prbf.g_00980
OG0000595	Syat.g_00115	Prbf.g_00981
OG0000596	Syat.g_00129	Prbf.g_00985
OG0000597	Syat.g_00132	Prbf.g_00988
OG0000598	Syat.g_00133	Prbf.g_00989
OG0000599	Syat.g_00381	Prbf.g_00992
OG0000600	Syat.g_00380	Prbf.g_00993
OG0000601	Syat.g_00379	Prbf.g_00994
OG0000602	Syat.g_00375	Prbf.g_00996
OG0000603	Syat.g_00374	Prbf.g_00997
OG0000604	Syat.g_00372	Prbf.g_00998
OG0000605	Syat.g_00370	Prbf.g_00999
OG0000606	Syat.g_00367	Prbf.g_01002
OG0000607	Syat.g_00364	Prbf.g_01005
OG0000608	Syat.g_00363	Prbf.g_01006
OG0000609	Syat.g_00344	Prbf.g_01007
OG0000610	Syat.g_00399	Prbf.g_01013
OG0000611	Syat.g_00402	Prbf.g_01016
OG0000612	Syat.g_00403	Prbf.g_01017
OG0000613	Syat.g_02129	Prbf.g_01290
OG0000614	Syat.g_01084	Prbf.g_01269
OG0000615	Syat.g_00442	Prbf.g_01258
OG0000616	Syat.g_02397	Prbf.g_00404
OG0000617	Syat.g_00665	Prbf.g_01033
OG0000618	Syat.g_00666	Prbf.g_01034
OG0000619	Syat.g_00667	Prbf.g_01035
OG0000620	Syat.g_02591	Prbf.g_01038
OG0000621	Syat.g_02590	Prbf.g_01039
OG0000622	Syat.g_02572	Prbf.g_01040
OG0000623	Syat.g_00672	Prbf.g_01041
OG0000624	Syat.g_00673	Prbf.g_01043
OG0000625	Syat.g_00674	Prbf.g_01044
OG0000626	Syat.g_00675	Prbf.g_01045
OG0000627	Syat.g_00641	Prbf.g_01046
OG0000628	Syat.g_00640	Prbf.g_01047
OG0000629	Syat.g_00637	Prbf.g_01048
OG0000630	Syat.g_00631	Prbf.g_01051
OG0000631	Syat.g_00624	Prbf.g_01144
OG0000632	Syat.g_00623	Prbf.g_01143
OG0000633	Syat.g_00622	Prbf.g_01142
OG0000634	Syat.g_00475	Prbf.g_01249
OG0000635	Syat.g_00476	Prbf.g_01248
OG0000636	Syat.g_00478	Prbf.g_01246
OG0000637	Syat.g_00480	Prbf.g_01244
OG0000638	Syat.g_00481	Prbf.g_01243
OG0000639	Syat.g_00482	Prbf.g_01242
OG0000640	Syat.g_00483	Prbf.g_01241
OG0000641	Syat.g_00488	Prbf.g_01237
OG0000642	Syat.g_00489	Prbf.g_01236
OG0000643	Syat.g_00494	Prbf.g_01235
OG0000644	Syat.g_00495	Prbf.g_01234
OG0000645	Syat.g_00496	Prbf.g_01233
OG0000646	Syat.g_00499	Prbf.g_01231
OG0000647	Syat.g_00501	Prbf.g_01229
OG0000648	Syat.g_00504	Prbf.g_01227
OG0000649	Syat.g_00505	Prbf.g_01226
OG0000650	Syat.g_00506	Prbf.g_01225
OG0000651	Syat.g_00507	Prbf.g_01224
OG0000652	Syat.g_00508	Prbf.g_01223
OG0000653	Syat.g_00510	Prbf.g_01221
OG0000654	Syat.g_00514	Prbf.g_01220
OG0000655	Syat.g_00515	Prbf.g_01219
OG0000656	Syat.g_00518	Prbf.g_01216
OG0000657	Syat.g_00720	Prbf.g_01208
OG0000658	Syat.g_00723	Prbf.g_01206
OG0000659	Syat.g_00724	Prbf.g_01205
OG0000660	Syat.g_00740	Prbf.g_01201
OG0000661	Syat.g_00742	Prbf.g_01199
OG0000662	Syat.g_00746	Prbf.g_01197
OG0000663	Syat.g_00749	Prbf.g_01195
OG0000664	Syat.g_00752	Prbf.g_01194
OG0000665	Syat.g_03302	Prbf.g_01188
OG0000666	Syat.g_01415	Prbf.g_01187
OG0000667	Syat.g_00958, Syat.g_03278	Prbf.g_01183
OG0000668	Syat.g_00710	Prbf.g_00838
OG0000669	Syat.g_00416	Prbf.g_01331
OG0000670	Syat.g_00419	Prbf.g_01328
OG0000671	Syat.g_00421	Prbf.g_01325
OG0000672	Syat.g_00424	Prbf.g_01322
OG0000673	Syat.g_00430	Prbf.g_01319
OG0000674	Syat.g_00432	Prbf.g_01317
OG0000675	Syat.g_00433	Prbf.g_01316
OG0000676	Syat.g_00436	Prbf.g_01314
OG0000677	Syat.g_00437	Prbf.g_01313
OG0000678	Syat.g_00439	Prbf.g_01311
OG0000679	Syat.g_00448	Prbf.g_01307
OG0000680	Syat.g_00449	Prbf.g_01306
OG0000681	Syat.g_00452	Prbf.g_01303
OG0000682	Syat.g_00453	Prbf.g_01302
OG0000683	Syat.g_00454	Prbf.g_01301
OG0000684	Syat.g_00457	Prbf.g_01299
OG0000685	Syat.g_02571	Prbf.g_01297
OG0000686	Syat.g_00459	Prbf.g_01296
OG0000687	Syat.g_00460	Prbf.g_01295
OG0000688	Syat.g_00463	Prbf.g_01021
OG0000689	Syat.g_00465	Prbf.g_01022
OG0000690	Syat.g_00466	Prbf.g_01023
OG0000691	Syat.g_00467	Prbf.g_01024
OG0000692	Syat.g_00469	Prbf.g_01026
OG0000693	Syat.g_00471	Prbf.g_01027
OG0000694	Syat.g_00472	Prbf.g_01028
OG0000695	Syat.g_00619	Prbf.g_01140
OG0000696	Syat.g_00618	Prbf.g_01139
OG0000697	Syat.g_00616	Prbf.g_01138
OG0000698	Syat.g_00613	Prbf.g_01135
OG0000699	Syat.g_00611	Prbf.g_01134
OG0000700	Syat.g_00610	Prbf.g_01133
OG0000701	Syat.g_00609	Prbf.g_01132
OG0000702	Syat.g_00606	Prbf.g_01130
OG0000703	Syat.g_00601	Prbf.g_01129
OG0000704	Syat.g_00599	Prbf.g_01127
OG0000705	Syat.g_00592	Prbf.g_01124
OG0000706	Syat.g_00591	Prbf.g_01123
OG0000707	Syat.g_00590	Prbf.g_01122
OG0000708	Syat.g_00587	Prbf.g_01120
OG0000709	Syat.g_00573	Prbf.g_01116
OG0000710	Syat.g_00567	Prbf.g_01113
OG0000711	Syat.g_00539	Prbf.g_01095
OG0000712	Syat.g_00537	Prbf.g_01094
OG0000713	Syat.g_00536	Prbf.g_01093
OG0000714	Syat.g_00532	Prbf.g_01092
OG0000715	Syat.g_00530	Prbf.g_01090
OG0000716	Syat.g_00527	Prbf.g_01088
OG0000717	Syat.g_00526	Prbf.g_01087
OG0000718	Syat.g_00522	Prbf.g_01083
OG0000719	Syat.g_00712	Prbf.g_01081
OG0000720	Syat.g_00699	Prbf.g_01069
OG0000721	Syat.g_00697	Prbf.g_01065
OG0000722	Syat.g_00696	Prbf.g_01064
OG0000723	Syat.g_00686	Prbf.g_01060
OG0000724	Syat.g_00782	Prbf.g_01165
OG0000725	Syat.g_00810	Prbf.g_01171
OG0000726	Syat.g_00811	Prbf.g_01172
OG0000727	Syat.g_00812	Prbf.g_01173
OG0000728	Syat.g_00814	Prbf.g_01175
OG0000729	Syat.g_02224	Prbf.g_00048
OG0000730	Syat.g_01617	Prbf.g_00876
OG0000731	Syat.g_01605	Prbf.g_01684
OG0000732	Syat.g_02290	Prbf.g_00453
OG0000733	Syat.g_03285	Prbf.g_00787
OG0000734	Syat.g_01579	Prbf.g_00902
OG0000735	Syat.g_03235	Prbf.g_00904
OG0000736	Syat.g_03236	Prbf.g_00905
OG0000737	Syat.g_03237	Prbf.g_00906
OG0000738	Syat.g_03251	Prbf.g_00910
OG0000739	Syat.g_03252	Prbf.g_00911
OG0000740	Syat.g_03253	Prbf.g_00912
OG0000741	Syat.g_03256	Prbf.g_00914
OG0000742	Syat.g_03259	Prbf.g_00917
OG0000743	Syat.g_03262	Prbf.g_00919
OG0000744	Syat.g_03263	Prbf.g_00920
OG0000745	Syat.g_03266	Prbf.g_00921
OG0000746	Syat.g_00314	Prbf.g_00923
OG0000747	Syat.g_00313	Prbf.g_00924
OG0000748	Syat.g_00305	Prbf.g_00928
OG0000749	Syat.g_00303	Prbf.g_00929
OG0000750	Syat.g_00302	Prbf.g_00930
OG0000751	Syat.g_00296	Prbf.g_00933
OG0000752	Syat.g_00294	Prbf.g_00935
OG0000753	Syat.g_00291	Prbf.g_00937
OG0000754	Syat.g_00250	Prbf.g_00940
OG0000755	Syat.g_00217	Prbf.g_00946
OG0000756	Syat.g_00216	Prbf.g_00947
OG0000757	Syat.g_00205	Prbf.g_00954
OG0000758	Syat.g_00204	Prbf.g_00955
OG0000759	Syat.g_00203	Prbf.g_00956
OG0000760	Syat.g_00202	Prbf.g_00957
OG0000761	Syat.g_00201	Prbf.g_00958
OG0000762	Syat.g_00199	Prbf.g_00959
OG0000763	Syat.g_00924	Prbf.g_00961
OG0000764	Syat.g_00923	Prbf.g_00962
OG0000765	Syat.g_00897	Prbf.g_00970
OG0000766	Syat.g_00896	Prbf.g_00971
OG0000767	Syat.g_00894	Prbf.g_00973
OG0000768	Syat.g_00893	Prbf.g_00974
OG0000769	Syat.g_00891	Prbf.g_00976
OG0000770	Syat.g_00886	Prbf.g_01914
OG0000771	Syat.g_00788	Prbf.g_00253
OG0000772	Syat.g_01768	Prbf.g_00767
OG0000773	Syat.g_01114	Prbf.g_00035
OG0000774	Syat.g_01146	Prbf.g_00033
OG0000775	Syat.g_01148	Prbf.g_00031
OG0000776	Syat.g_01149	Prbf.g_00030
OG0000777	Syat.g_01150	Prbf.g_00029
OG0000778	Syat.g_01151	Prbf.g_00028
OG0000779	Syat.g_01154	Prbf.g_00024
OG0000780	Syat.g_01157	Prbf.g_00023
OG0000781	Syat.g_01161	Prbf.g_00019
OG0000782	Syat.g_01162	Prbf.g_00018
OG0000783	Syat.g_01163	Prbf.g_00017
OG0000784	Syat.g_01164	Prbf.g_00016
OG0000785	Syat.g_01166	Prbf.g_00014
OG0000786	Syat.g_01170	Prbf.g_00011
OG0000787	Syat.g_01171	Prbf.g_00010
OG0000788	Syat.g_00087	Prbf.g_01782
OG0000789	Syat.g_00845	Prbf.g_00256
OG0000790	Syat.g_01300	Prbf.g_00100
OG0000791	Syat.g_01302	Prbf.g_00102
OG0000792	Syat.g_01303	Prbf.g_00103
OG0000793	Syat.g_01412	Prbf.g_00106
OG0000794	Syat.g_01414	Prbf.g_00107
OG0000795	Syat.g_01416	Prbf.g_00108
OG0000796	Syat.g_01422	Prbf.g_00112
OG0000797	Syat.g_01423	Prbf.g_00113
OG0000798	Syat.g_01214	Prbf.g_00312
OG0000799	Syat.g_01256	Prbf.g_00140
OG0000800	Syat.g_01255	Prbf.g_00141
OG0000801	Syat.g_01253	Prbf.g_00142
OG0000802	Syat.g_01245	Prbf.g_00144
OG0000803	Syat.g_01241	Prbf.g_00146
OG0000804	Syat.g_01238	Prbf.g_00147
OG0000805	Syat.g_01236	Prbf.g_00149
OG0000806	Syat.g_01234	Prbf.g_00151
OG0000807	Syat.g_01233	Prbf.g_00152
OG0000808	Syat.g_01232	Prbf.g_00153
OG0000809	Syat.g_01229	Prbf.g_00155
OG0000810	Syat.g_01228	Prbf.g_00156
OG0000811	Syat.g_01186	Prbf.g_00160
OG0000812	Syat.g_01182	Prbf.g_00162
OG0000813	Syat.g_01181	Prbf.g_00163
OG0000814	Syat.g_01179	Prbf.g_00165
OG0000815	Syat.g_01177	Prbf.g_00166
OG0000816	Syat.g_01175	Prbf.g_00168
OG0000817	Syat.g_01279	Prbf.g_00169
OG0000818	Syat.g_01325	Prbf.g_00174
OG0000819	Syat.g_01326	Prbf.g_00175
OG0000820	Syat.g_01327	Prbf.g_00176
OG0000821	Syat.g_01333	Prbf.g_00180
OG0000822	Syat.g_01335	Prbf.g_00181
OG0000823	Syat.g_01336	Prbf.g_00182
OG0000824	Syat.g_01342	Prbf.g_00185
OG0000825	Syat.g_01343	Prbf.g_00186
OG0000826	Syat.g_01344	Prbf.g_00187
OG0000827	Syat.g_01345	Prbf.g_00188
OG0000828	Syat.g_01348	Prbf.g_00191
OG0000829	Syat.g_01349	Prbf.g_00192
OG0000830	Syat.g_01350	Prbf.g_00193
OG0000831	Syat.g_01353	Prbf.g_00195
OG0000832	Syat.g_02982	Prbf.g_00205
OG0000833	Syat.g_03072	Prbf.g_00214
OG0000834	Syat.g_03073	Prbf.g_00215
OG0000835	Syat.g_03075	Prbf.g_00216
OG0000836	Syat.g_03078	Prbf.g_00217
OG0000837	Syat.g_03079	Prbf.g_00218
OG0000838	Syat.g_03083	Prbf.g_00220
OG0000839	Syat.g_03084	Prbf.g_00221
OG0000840	Syat.g_03085	Prbf.g_00222
OG0000841	Syat.g_03086	Prbf.g_00223
OG0000842	Syat.g_03087	Prbf.g_00224
OG0000843	Syat.g_03088	Prbf.g_00225
OG0000844	Syat.g_03090	Prbf.g_00226
OG0000845	Syat.g_03091	Prbf.g_00227
OG0000846	Syat.g_03092	Prbf.g_00228
OG0000847	Syat.g_03093	Prbf.g_00229
OG0000848	Syat.g_03095	Prbf.g_00230
OG0000849	Syat.g_03096	Prbf.g_00231
OG0000850	Syat.g_03098	Prbf.g_00233
OG0000851	Syat.g_03101	Prbf.g_00234
OG0000852	Syat.g_03102	Prbf.g_00235
OG0000853	Syat.g_03106	Prbf.g_00241
OG0000854	Syat.g_03108	Prbf.g_00243
OG0000855	Syat.g_03109	Prbf.g_00244
OG0000856	Syat.g_03305	Prbf.g_01911
OG0000857	Syat.g_00500	Prbf.g_01230
OG0000858	Syat.g_03114	Prbf.g_00700
OG0000859	Syat.g_03115	Prbf.g_00699
OG0000860	Syat.g_03126	Prbf.g_00691
OG0000861	Syat.g_03127	Prbf.g_00690
OG0000862	Syat.g_03136	Prbf.g_00689
OG0000863	Syat.g_03138	Prbf.g_00687
OG0000864	Syat.g_03139	Prbf.g_00686
OG0000865	Syat.g_03140	Prbf.g_00685
OG0000866	Syat.g_03141	Prbf.g_00684
OG0000867	Syat.g_03142	Prbf.g_00683
OG0000868	Syat.g_03067	Prbf.g_00681
OG0000869	Syat.g_03054	Prbf.g_00678
OG0000870	Syat.g_03049	Prbf.g_00673
OG0000871	Syat.g_03048	Prbf.g_00672
OG0000872	Syat.g_03042	Prbf.g_00671
OG0000873	Syat.g_03039	Prbf.g_00668
OG0000874	Syat.g_03037	Prbf.g_00665
OG0000875	Syat.g_03035	Prbf.g_00664
OG0000876	Syat.g_00745	Prbf.g_00663
OG0000877	Syat.g_03024	Prbf.g_00661
OG0000878	Syat.g_03023	Prbf.g_00660
OG0000879	Syat.g_03022	Prbf.g_00659
OG0000880	Syat.g_03021	Prbf.g_00658
OG0000881	Syat.g_03016	Prbf.g_00654
OG0000882	Syat.g_03011	Prbf.g_00649
OG0000883	Syat.g_03007	Prbf.g_00647
OG0000884	Syat.g_03005	Prbf.g_00645
OG0000885	Syat.g_03004	Prbf.g_00644
OG0000886	Syat.g_03003	Prbf.g_00643
OG0000887	Syat.g_03002	Prbf.g_00642
OG0000888	Syat.g_03000	Prbf.g_00640
OG0000889	Syat.g_02997	Prbf.g_00638
OG0000890	Syat.g_02994	Prbf.g_00637
OG0000891	Syat.g_02993	Prbf.g_00636
OG0000892	Syat.g_02992	Prbf.g_00634
OG0000893	Syat.g_01864	Prbf.g_00630
OG0000894	Syat.g_01860	Prbf.g_00627
OG0000895	Syat.g_01856	Prbf.g_00623
OG0000896	Syat.g_01855	Prbf.g_00622
OG0000897	Syat.g_01853	Prbf.g_00620
OG0000898	Syat.g_01852	Prbf.g_00619
OG0000899	Syat.g_01851	Prbf.g_00618
OG0000900	Syat.g_01850	Prbf.g_00617
OG0000901	Syat.g_01845	Prbf.g_00614
OG0000902	Syat.g_01843	Prbf.g_00612
OG0000903	Syat.g_01830	Prbf.g_00608
OG0000904	Syat.g_01834	Prbf.g_00604
OG0000905	Syat.g_01839	Prbf.g_00610
OG0000906	Syat.g_01841	Prbf.g_00611
OG0000907	Syat.g_01828	Prbf.g_00601
OG0000908	Syat.g_01825	Prbf.g_00598
OG0000909	Syat.g_01824	Prbf.g_00597
OG0000910	Syat.g_01823	Prbf.g_00596
OG0000911	Syat.g_01821	Prbf.g_00594
OG0000912	Syat.g_01820	Prbf.g_00593
OG0000913	Syat.g_01819	Prbf.g_00592
OG0000914	Syat.g_01818	Prbf.g_00591
OG0000915	Syat.g_01816	Prbf.g_00590
OG0000916	Syat.g_01815	Prbf.g_00589
OG0000917	Syat.g_01814	Prbf.g_00588
OG0000918	Syat.g_01813	Prbf.g_00587
OG0000919	Syat.g_01812	Prbf.g_00586
OG0000920	Syat.g_01811	Prbf.g_00585
OG0000921	Syat.g_01810	Prbf.g_00584
OG0000922	Syat.g_01809	Prbf.g_00583
OG0000923	Syat.g_01805	Prbf.g_00579
OG0000924	Syat.g_01804	Prbf.g_00578
OG0000925	Syat.g_01803	Prbf.g_00577
OG0000926	Syat.g_01802	Prbf.g_00576
OG0000927	Syat.g_01800	Prbf.g_00574
OG0000928	Syat.g_01799	Prbf.g_00573
OG0000929	Syat.g_01798	Prbf.g_00572
OG0000930	Syat.g_01797	Prbf.g_00571
OG0000931	Syat.g_01796	Prbf.g_00570
OG0000932	Syat.g_01794	Prbf.g_00569
OG0000933	Syat.g_01788	Prbf.g_00565
OG0000934	Syat.g_01786	Prbf.g_00563
OG0000935	Syat.g_01665	Prbf.g_00562
OG0000936	Syat.g_01664	Prbf.g_00561
OG0000937	Syat.g_01663	Prbf.g_00560
OG0000938	Syat.g_01659	Prbf.g_00557
OG0000939	Syat.g_01658	Prbf.g_00556
OG0000940	Syat.g_01651	Prbf.g_00549
OG0000941	Syat.g_01649	Prbf.g_00547
OG0000942	Syat.g_01647	Prbf.g_00545
OG0000943	Syat.g_01646	Prbf.g_00544
OG0000944	Syat.g_01644	Prbf.g_00542
OG0000945	Syat.g_01643	Prbf.g_00541
OG0000946	Syat.g_01633	Prbf.g_00536
OG0000947	Syat.g_01630	Prbf.g_00534
OG0000948	Syat.g_01629	Prbf.g_00533
OG0000949	Syat.g_02142	Prbf.g_00530
OG0000950	Syat.g_02152	Prbf.g_00523
OG0000951	Syat.g_02157	Prbf.g_00519
OG0000952	Syat.g_02162	Prbf.g_00515
OG0000953	Syat.g_02166	Prbf.g_00511
OG0000954	Syat.g_02187	Prbf.g_00507
OG0000955	Syat.g_02188	Prbf.g_00506
OG0000956	Syat.g_02191	Prbf.g_00504
OG0000957	Syat.g_02204	Prbf.g_00498
OG0000958	Syat.g_02205	Prbf.g_00497
OG0000959	Syat.g_02212	Prbf.g_00493
OG0000960	Syat.g_02213	Prbf.g_00492
OG0000961	Syat.g_02873	Prbf.g_00488
OG0000962	Syat.g_02223	Prbf.g_00486
OG0000963	Syat.g_02226	Prbf.g_00482
OG0000964	Syat.g_02227	Prbf.g_00481
OG0000965	Syat.g_02228	Prbf.g_00480
OG0000966	Syat.g_02259	Prbf.g_00474
OG0000967	Syat.g_02263	Prbf.g_00470
OG0000968	Syat.g_02269	Prbf.g_00468
OG0000969	Syat.g_02271	Prbf.g_00467
OG0000970	Syat.g_02272	Prbf.g_00466
OG0000971	Syat.g_02274	Prbf.g_00465
OG0000972	Syat.g_02275	Prbf.g_00464
OG0000973	Syat.g_02276	Prbf.g_00463
OG0000974	Syat.g_02277	Prbf.g_00462
OG0000975	Syat.g_02278	Prbf.g_00461
OG0000976	Syat.g_02279	Prbf.g_00460
OG0000977	Syat.g_02281	Prbf.g_00459
OG0000978	Syat.g_02283	Prbf.g_00458
OG0000979	Syat.g_02286	Prbf.g_00456
OG0000980	Syat.g_02289	Prbf.g_00454
OG0000981	Syat.g_02292	Prbf.g_00451
OG0000982	Syat.g_02691	Prbf.g_00449
OG0000983	Syat.g_02690	Prbf.g_00448
OG0000984	Syat.g_02689	Prbf.g_00447
OG0000985	Syat.g_02685	Prbf.g_00444
OG0000986	Syat.g_02680	Prbf.g_00442
OG0000987	Syat.g_02678	Prbf.g_00441
OG0000988	Syat.g_02672	Prbf.g_00438
OG0000989	Syat.g_02657	Prbf.g_00434
OG0000990	Syat.g_02500	Prbf.g_00430
OG0000991	Syat.g_02503	Prbf.g_00429
OG0000992	Syat.g_02507	Prbf.g_00426
OG0000993	Syat.g_02508	Prbf.g_00425
OG0000994	Syat.g_02512	Prbf.g_00424
OG0000995	Syat.g_02517	Prbf.g_00420
OG0000996	Syat.g_02446	Prbf.g_00419
OG0000997	Syat.g_02417	Prbf.g_00416
OG0000998	Syat.g_02415	Prbf.g_00414
OG0000999	Syat.g_02414	Prbf.g_00413
OG0001001	Syat.g_02400	Prbf.g_00407
OG0001002	Syat.g_02394	Prbf.g_00402
OG0001003	Syat.g_02392	Prbf.g_00401
OG0001004	Syat.g_02391	Prbf.g_00400
OG0001005	Syat.g_02390	Prbf.g_00399
OG0001006	Syat.g_02378	Prbf.g_00395
OG0001007	Syat.g_02376	Prbf.g_00393
OG0001008	Syat.g_02971	Prbf.g_01721
OG0001009	Syat.g_02311	Prbf.g_01349
OG0001010	Syat.g_02310	Prbf.g_01350
OG0001011	Syat.g_02308	Prbf.g_01352
OG0001012	Syat.g_01004	Prbf.g_01366
OG0001013	Syat.g_02716	Prbf.g_01373
OG0001014	Syat.g_02721	Prbf.g_01376
OG0001015	Syat.g_02722	Prbf.g_01378
OG0001016	Syat.g_01474	Prbf.g_01400
OG0001017	Syat.g_01480	Prbf.g_01404
OG0001018	Syat.g_01482	Prbf.g_01406
OG0001019	Syat.g_01532	Prbf.g_01415
OG0001020	Syat.g_01539	Prbf.g_01416
OG0001021	Syat.g_01552	Prbf.g_01417
OG0001022	Syat.g_01555	Prbf.g_01420
OG0001023	Syat.g_01556	Prbf.g_01421
OG0001024	Syat.g_01560	Prbf.g_01425
OG0001025	Syat.g_01566	Prbf.g_01432
OG0001026	Syat.g_01582	Prbf.g_01441
OG0001027	Syat.g_02947	Prbf.g_01442
OG0001028	Syat.g_02944	Prbf.g_01444
OG0001029	Syat.g_02942	Prbf.g_01445
OG0001030	Syat.g_02922	Prbf.g_01461
OG0001031	Syat.g_02836	Prbf.g_01521
OG0001032	Syat.g_02834	Prbf.g_01522
OG0001033	Syat.g_02784	Prbf.g_01543
OG0001034	Syat.g_01448	Prbf.g_01574
OG0001035	Syat.g_01885	Prbf.g_01594
OG0001036	Syat.g_01939	Prbf.g_01598
OG0001037	Syat.g_01941	Prbf.g_01599
OG0001038	Syat.g_02058	Prbf.g_01618
OG0001039	Syat.g_02061	Prbf.g_01621
OG0001040	Syat.g_02064	Prbf.g_01623
OG0001041	Syat.g_02070	Prbf.g_01628
OG0001042	Syat.g_02100	Prbf.g_01645
OG0001043	Syat.g_02103	Prbf.g_01646
OG0001044	Syat.g_01615	Prbf.g_01677
OG0001045	Syat.g_01602	Prbf.g_01686
OG0001046	Syat.g_00552	Prbf.g_00741
OG0001047	Syat.g_02973	Prbf.g_01723
OG0001048	Syat.g_02974	Prbf.g_01724
OG0001049	Syat.g_01290	Prbf.g_01726
OG0001050	Syat.g_01289	Prbf.g_01727
OG0001051	Syat.g_01288	Prbf.g_01728
OG0001052	Syat.g_01375	Prbf.g_01754
OG0001053	Syat.g_03173	Prbf.g_01766
OG0001054	Syat.g_03192	Prbf.g_01781
OG0001055	Syat.g_03224	Prbf.g_01800
OG0001056	Syat.g_03275	Prbf.g_01817
OG0001057	Syat.g_00102	Prbf.g_01822
OG0001058	Syat.g_00079	Prbf.g_01830
OG0001059	Syat.g_00075	Prbf.g_01834
OG0001061	Syat.g_00051	Prbf.g_01855
OG0001062	Syat.g_00048	Prbf.g_01857
OG0001063	Syat.g_00042	Prbf.g_01859
OG0001064	Syat.g_00041	Prbf.g_01860
OG0001065	Syat.g_00040	Prbf.g_01861
OG0001066	Syat.g_00039	Prbf.g_01862
OG0001067	Syat.g_00038	Prbf.g_01863
OG0001068	Syat.g_00037	Prbf.g_01864
OG0001069	Syat.g_00036	Prbf.g_01865
OG0001070	Syat.g_00032	Prbf.g_01869
OG0001071	Syat.g_00031	Prbf.g_01870
OG0001072	Syat.g_00028	Prbf.g_01872
OG0001073	Syat.g_00009	Prbf.g_01886
OG0001074	Syat.g_01015	Prbf.g_01898
OG0001075	Syat.g_01037	Prbf.g_01899
OG0001076	Syat.g_03315	Prbf.g_01906
OG0001077	Syat.g_03290	Prbf.g_01912
OG0001078	Syat.g_00118	Prbf.g_00983
OG0001079	Syat.g_00378	Prbf.g_00995
OG0001080	Syat.g_00368	Prbf.g_01001
OG0001081	Syat.g_00366	Prbf.g_01003
OG0001082	Syat.g_00365	Prbf.g_01004
OG0001083	Syat.g_00390	Prbf.g_01009
OG0001084	Syat.g_00391	Prbf.g_01010
OG0001085	Syat.g_00408	Prbf.g_01293
OG0001086	Syat.g_00410	Prbf.g_01292
OG0001087	Syat.g_03277	Prbf.g_01274
OG0001088	Syat.g_02496	Prbf.g_01273
OG0001089	Syat.g_00818	Prbf.g_01262
OG0001090	Syat.g_00659	Prbf.g_01252
OG0001091	Syat.g_00661	Prbf.g_01030
OG0001092	Syat.g_00663	Prbf.g_01031
OG0001093	Syat.g_00669	Prbf.g_01036
OG0001094	Syat.g_00473	Prbf.g_01029
OG0001095	Syat.g_00497	Prbf.g_01232
OG0001096	Syat.g_00516	Prbf.g_01218
OG0001097	Syat.g_00743	Prbf.g_01198
OG0001098	Syat.g_01672	Prbf.g_01179
OG0001099	Syat.g_02943	Prbf.g_00833
OG0001100	Syat.g_00418	Prbf.g_01329
OG0001101	Syat.g_00420	Prbf.g_01326
OG0001102	Syat.g_00423	Prbf.g_01323
OG0001103	Syat.g_00425	Prbf.g_01321
OG0001104	Syat.g_00458	Prbf.g_01298
OG0001105	Syat.g_00461	Prbf.g_01294
OG0001106	Syat.g_00598	Prbf.g_01126
OG0001107	Syat.g_00580	Prbf.g_01119
OG0001108	Syat.g_00570	Prbf.g_01115
OG0001109	Syat.g_00568	Prbf.g_01114
OG0001110	Syat.g_00566	Prbf.g_01112
OG0001111	Syat.g_00564	Prbf.g_01111
OG0001112	Syat.g_00562	Prbf.g_01110
OG0001113	Syat.g_00561	Prbf.g_01109
OG0001114	Syat.g_00560	Prbf.g_01108
OG0001115	Syat.g_00557	Prbf.g_01106
OG0001116	Syat.g_00555	Prbf.g_01105
OG0001117	Syat.g_00554	Prbf.g_01104
OG0001118	Syat.g_00553	Prbf.g_01103
OG0001119	Syat.g_00551	Prbf.g_01102
OG0001120	Syat.g_00546	Prbf.g_01100
OG0001122	Syat.g_00711	Prbf.g_01080
OG0001123	Syat.g_00704	Prbf.g_01074
OG0001124	Syat.g_00702	Prbf.g_01072
OG0001125	Syat.g_00700	Prbf.g_01070
