Orthogroup	Syat	Prav
OG0000592	Syat.g_03307	Prav.g_01224
OG0000593	Syat.g_00113	Prav.g_01230
OG0000594	Syat.g_00114	Prav.g_01231
OG0000595	Syat.g_00115	Prav.g_01232
OG0000596	Syat.g_00129	Prav.g_01236
OG0000597	Syat.g_00132	Prav.g_01238
OG0000598	Syat.g_00133	Prav.g_01239
OG0000599	Syat.g_00381	Prav.g_01242
OG0000600	Syat.g_00380	Prav.g_01243
OG0000601	Syat.g_00379	Prav.g_01244
OG0000602	Syat.g_00375	Prav.g_01246
OG0000603	Syat.g_00374	Prav.g_01247
OG0000604	Syat.g_00372	Prav.g_01248
OG0000605	Syat.g_00370	Prav.g_01249
OG0000606	Syat.g_00367	Prav.g_01252
OG0000607	Syat.g_00364	Prav.g_01255
OG0000608	Syat.g_00363	Prav.g_01256
OG0000609	Syat.g_00344	Prav.g_01257
OG0000610	Syat.g_00399	Prav.g_01262
OG0000611	Syat.g_00402	Prav.g_01265
OG0000612	Syat.g_00403	Prav.g_01266
OG0000613	Syat.g_02129	Prav.g_01271
OG0000614	Syat.g_01084	Prav.g_01290
OG0000615	Syat.g_00442	Prav.g_01298
OG0000616	Syat.g_02397	Prav.g_01312
OG0000617	Syat.g_00665	Prav.g_00312
OG0000618	Syat.g_00666	Prav.g_00313
OG0000619	Syat.g_00667	Prav.g_00314
OG0000620	Syat.g_02591	Prav.g_00317
OG0000621	Syat.g_02590	Prav.g_00318
OG0000622	Syat.g_02572	Prav.g_00319
OG0000623	Syat.g_00672	Prav.g_00320
OG0000624	Syat.g_00673	Prav.g_00321
OG0000625	Syat.g_00674	Prav.g_00322
OG0000626	Syat.g_00675	Prav.g_00323
OG0000627	Syat.g_00641	Prav.g_00324
OG0000628	Syat.g_00640	Prav.g_00325
OG0000629	Syat.g_00637	Prav.g_00326
OG0000630	Syat.g_00631	Prav.g_00329
OG0000631	Syat.g_00624	Prav.g_00388
OG0000632	Syat.g_00623	Prav.g_00389
OG0000633	Syat.g_00622	Prav.g_00390
OG0000634	Syat.g_00475	Prav.g_00393
OG0000635	Syat.g_00476	Prav.g_00394
OG0000636	Syat.g_00478	Prav.g_00396
OG0000637	Syat.g_00480	Prav.g_00398
OG0000638	Syat.g_00481	Prav.g_00399
OG0000639	Syat.g_00482	Prav.g_00400
OG0000640	Syat.g_00483	Prav.g_00401
OG0000641	Syat.g_00488	Prav.g_00405
OG0000642	Syat.g_00489	Prav.g_00406
OG0000643	Syat.g_00494	Prav.g_00407
OG0000644	Syat.g_00495	Prav.g_00408
OG0000645	Syat.g_00496	Prav.g_00409
OG0000646	Syat.g_00499	Prav.g_00411
OG0000647	Syat.g_00501	Prav.g_00412
OG0000648	Syat.g_00504	Prav.g_00414
OG0000649	Syat.g_00505	Prav.g_00415
OG0000650	Syat.g_00506	Prav.g_00416
OG0000651	Syat.g_00507	Prav.g_00417
OG0000652	Syat.g_00508	Prav.g_00418
OG0000653	Syat.g_00510	Prav.g_00420
OG0000654	Syat.g_00514	Prav.g_00421
OG0000655	Syat.g_00515	Prav.g_00422
OG0000656	Syat.g_00518	Prav.g_00425
OG0000657	Syat.g_00720	Prav.g_00432
OG0000658	Syat.g_00723	Prav.g_00433
OG0000659	Syat.g_00724	Prav.g_00434
OG0000660	Syat.g_00740	Prav.g_00438
OG0000661	Syat.g_00742	Prav.g_00440
OG0000662	Syat.g_00746	Prav.g_00442
OG0000663	Syat.g_00749	Prav.g_00444
OG0000664	Syat.g_00752	Prav.g_00445
OG0000665	Syat.g_03302	Prav.g_00449
OG0000666	Syat.g_01415	Prav.g_00450
OG0000667	Syat.g_00958, Syat.g_03278	Prav.g_00454
OG0000668	Syat.g_00710	Prav.g_00483
OG0000669	Syat.g_00416	Prav.g_00490
OG0000670	Syat.g_00419	Prav.g_00492
OG0000671	Syat.g_00421	Prav.g_00494
OG0000672	Syat.g_00424	Prav.g_00497
OG0000673	Syat.g_00430	Prav.g_00500
OG0000674	Syat.g_00432	Prav.g_00502
OG0000675	Syat.g_00433	Prav.g_00503
OG0000676	Syat.g_00436	Prav.g_00505
OG0000677	Syat.g_00437	Prav.g_00506
OG0000678	Syat.g_00439	Prav.g_00508
OG0000679	Syat.g_00448	Prav.g_00512
OG0000680	Syat.g_00449	Prav.g_00513
OG0000681	Syat.g_00452	Prav.g_00515
OG0000682	Syat.g_00453	Prav.g_00516
OG0000683	Syat.g_00454	Prav.g_00517
OG0000684	Syat.g_00457	Prav.g_00519
OG0000685	Syat.g_02571	Prav.g_00521
OG0000686	Syat.g_00459	Prav.g_00522
OG0000687	Syat.g_00460	Prav.g_00523
OG0000688	Syat.g_00463	Prav.g_00526
OG0000689	Syat.g_00465	Prav.g_00527
OG0000690	Syat.g_00466	Prav.g_00528
OG0000691	Syat.g_00467	Prav.g_00529
OG0000692	Syat.g_00469	Prav.g_00530
OG0000693	Syat.g_00471	Prav.g_00531
OG0000694	Syat.g_00472	Prav.g_00532
OG0000695	Syat.g_00619	Prav.g_00534
OG0000696	Syat.g_00618	Prav.g_00535
OG0000697	Syat.g_00616	Prav.g_00536
OG0000698	Syat.g_00613	Prav.g_00539
OG0000699	Syat.g_00611	Prav.g_00540
OG0000700	Syat.g_00610	Prav.g_00541
OG0000701	Syat.g_00609	Prav.g_00542
OG0000702	Syat.g_00606	Prav.g_00544
OG0000703	Syat.g_00601	Prav.g_00545
OG0000704	Syat.g_00599	Prav.g_00546
OG0000705	Syat.g_00592	Prav.g_00550
OG0000706	Syat.g_00591	Prav.g_00551
OG0000707	Syat.g_00590	Prav.g_00552
OG0000708	Syat.g_00587	Prav.g_00553
OG0000709	Syat.g_00573	Prav.g_00557
OG0000710	Syat.g_00567	Prav.g_00560
OG0000711	Syat.g_00539	Prav.g_00577
OG0000712	Syat.g_00537	Prav.g_00579
OG0000713	Syat.g_00536	Prav.g_00580
OG0000714	Syat.g_00532	Prav.g_00581
OG0000715	Syat.g_00530	Prav.g_00583
OG0000716	Syat.g_00527	Prav.g_00585
OG0000717	Syat.g_00526	Prav.g_00586
OG0000718	Syat.g_00522	Prav.g_00902
OG0000719	Syat.g_00712	Prav.g_00904
OG0000720	Syat.g_00699	Prav.g_00913
OG0000721	Syat.g_00697	Prav.g_00915
OG0000722	Syat.g_00696	Prav.g_00916
OG0000723	Syat.g_00686	Prav.g_00919
OG0000724	Syat.g_00782	Prav.g_00928
OG0000725	Syat.g_00810	Prav.g_00934
OG0000726	Syat.g_00811	Prav.g_00935
OG0000727	Syat.g_00812	Prav.g_00936
OG0000728	Syat.g_00814	Prav.g_00938
OG0000729	Syat.g_02224	Prav.g_00263
OG0000730	Syat.g_01617	Prav.g_00004
OG0000731	Syat.g_01605	Prav.g_00008
OG0000732	Syat.g_02290	Prav.g_00016
OG0000733	Syat.g_03285	Prav.g_00034
OG0000734	Syat.g_01579	Prav.g_00050
OG0000735	Syat.g_03235	Prav.g_00052
OG0000736	Syat.g_03236	Prav.g_00053
OG0000737	Syat.g_03237	Prav.g_00054
OG0000738	Syat.g_03251	Prav.g_00058
OG0000739	Syat.g_03252	Prav.g_00059
OG0000740	Syat.g_03253	Prav.g_00060
OG0000741	Syat.g_03256	Prav.g_00061
OG0000742	Syat.g_03259	Prav.g_00064
OG0000743	Syat.g_03262	Prav.g_00066
OG0000744	Syat.g_03263	Prav.g_00067
OG0000745	Syat.g_03266	Prav.g_00068
OG0000746	Syat.g_00314	Prav.g_00070
OG0000747	Syat.g_00313	Prav.g_00071
OG0000748	Syat.g_00305	Prav.g_00074
OG0000749	Syat.g_00303	Prav.g_00075
OG0000750	Syat.g_00302	Prav.g_00076
OG0000751	Syat.g_00296	Prav.g_01868
OG0000752	Syat.g_00294	Prav.g_01866
OG0000753	Syat.g_00291	Prav.g_01863
OG0000754	Syat.g_00250	Prav.g_01860
OG0000755	Syat.g_00217	Prav.g_01857
OG0000756	Syat.g_00216	Prav.g_01856
OG0000757	Syat.g_00205	Prav.g_01850
OG0000758	Syat.g_00204	Prav.g_01849
OG0000759	Syat.g_00203	Prav.g_01848
OG0000760	Syat.g_00202	Prav.g_01847
OG0000761	Syat.g_00201	Prav.g_01846
OG0000762	Syat.g_00199	Prav.g_01845
OG0000763	Syat.g_00924	Prav.g_01843
OG0000764	Syat.g_00923	Prav.g_01842
OG0000765	Syat.g_00897	Prav.g_01833
OG0000766	Syat.g_00896	Prav.g_01832
OG0000767	Syat.g_00894	Prav.g_01830
OG0000768	Syat.g_00893	Prav.g_01829
OG0000769	Syat.g_00891	Prav.g_01827
OG0000770	Syat.g_00886	Prav.g_01825
OG0000771	Syat.g_00788	Prav.g_02003
OG0000772	Syat.g_01768	Prav.g_01409
OG0000773	Syat.g_01114	Prav.g_01429
OG0000774	Syat.g_01146	Prav.g_01431
OG0000775	Syat.g_01148	Prav.g_01433
OG0000776	Syat.g_01149	Prav.g_01434
OG0000777	Syat.g_01150	Prav.g_01435
OG0000778	Syat.g_01151	Prav.g_01436
OG0000779	Syat.g_01154	Prav.g_01440
OG0000780	Syat.g_01157	Prav.g_01441
OG0000781	Syat.g_01161	Prav.g_01444
OG0000782	Syat.g_01162	Prav.g_01445
OG0000783	Syat.g_01163	Prav.g_01446
OG0000784	Syat.g_01164	Prav.g_01447
OG0000785	Syat.g_01166	Prav.g_01449
OG0000786	Syat.g_01170	Prav.g_01451
OG0000787	Syat.g_01171	Prav.g_01452
OG0000788	Syat.g_00087	Prav.g_01460
OG0000789	Syat.g_00845	Prav.g_01463
OG0000790	Syat.g_01300	Prav.g_01478
OG0000791	Syat.g_01302	Prav.g_01480
OG0000792	Syat.g_01303	Prav.g_01481
OG0000793	Syat.g_01412	Prav.g_01484
OG0000794	Syat.g_01414	Prav.g_01485
OG0000795	Syat.g_01416	Prav.g_01486
OG0000796	Syat.g_01422	Prav.g_01490
OG0000797	Syat.g_01423	Prav.g_01491
OG0000798	Syat.g_01214	Prav.g_01556
OG0000799	Syat.g_01256	Prav.g_01560
OG0000800	Syat.g_01255	Prav.g_01561
OG0000801	Syat.g_01253	Prav.g_01562
OG0000802	Syat.g_01245	Prav.g_01564
OG0000803	Syat.g_01241	Prav.g_01566
OG0000804	Syat.g_01238	Prav.g_01567
OG0000805	Syat.g_01236	Prav.g_01569
OG0000806	Syat.g_01234	Prav.g_01571
OG0000807	Syat.g_01233	Prav.g_01572
OG0000808	Syat.g_01232	Prav.g_01573
OG0000809	Syat.g_01229	Prav.g_01576
OG0000810	Syat.g_01228	Prav.g_01577
OG0000811	Syat.g_01186	Prav.g_01581
OG0000812	Syat.g_01182	Prav.g_01583
OG0000813	Syat.g_01181	Prav.g_01584
OG0000814	Syat.g_01179	Prav.g_01586
OG0000815	Syat.g_01177	Prav.g_01587
OG0000816	Syat.g_01175	Prav.g_01589
OG0000817	Syat.g_01279	Prav.g_01590
OG0000818	Syat.g_01325	Prav.g_01595
OG0000819	Syat.g_01326	Prav.g_01596
OG0000820	Syat.g_01327	Prav.g_01597
OG0000821	Syat.g_01333	Prav.g_01601
OG0000822	Syat.g_01335	Prav.g_01602
OG0000823	Syat.g_01336	Prav.g_01603
OG0000824	Syat.g_01342	Prav.g_01606
OG0000825	Syat.g_01343	Prav.g_01607
OG0000826	Syat.g_01344	Prav.g_01608
OG0000827	Syat.g_01345	Prav.g_01609
OG0000828	Syat.g_01348	Prav.g_01612
OG0000829	Syat.g_01349	Prav.g_01613
OG0000830	Syat.g_01350	Prav.g_01614
OG0000831	Syat.g_01353	Prav.g_01616
OG0000832	Syat.g_02982	Prav.g_01622
OG0000833	Syat.g_03072	Prav.g_01630
OG0000834	Syat.g_03073	Prav.g_01631
OG0000835	Syat.g_03075	Prav.g_01632
OG0000836	Syat.g_03078	Prav.g_01633
OG0000837	Syat.g_03079	Prav.g_01634
OG0000838	Syat.g_03083	Prav.g_01636
OG0000839	Syat.g_03084	Prav.g_01637
OG0000840	Syat.g_03085	Prav.g_01638
OG0000841	Syat.g_03086	Prav.g_01639
OG0000842	Syat.g_03087	Prav.g_01640
OG0000843	Syat.g_03088	Prav.g_01641
OG0000844	Syat.g_03090	Prav.g_01642
OG0000845	Syat.g_03091	Prav.g_01643
OG0000846	Syat.g_03092	Prav.g_01644
OG0000847	Syat.g_03093	Prav.g_01645
OG0000848	Syat.g_03095	Prav.g_01646
OG0000849	Syat.g_03096	Prav.g_01647
OG0000850	Syat.g_03098	Prav.g_01649
OG0000851	Syat.g_03101	Prav.g_01650
OG0000852	Syat.g_03102	Prav.g_01651
OG0000853	Syat.g_03106	Prav.g_01655
OG0000854	Syat.g_03108	Prav.g_01657
OG0000855	Syat.g_03109	Prav.g_01658
OG0000856	Syat.g_03305	Prav.g_01671
OG0000857	Syat.g_00500	Prav.g_01699
OG0000858	Syat.g_03114	Prav.g_01755
OG0000859	Syat.g_03115	Prav.g_01756
OG0000860	Syat.g_03126	Prav.g_01763
OG0000861	Syat.g_03127	Prav.g_01764
OG0000862	Syat.g_03136	Prav.g_01765
OG0000863	Syat.g_03138	Prav.g_01767
OG0000864	Syat.g_03139	Prav.g_01768
OG0000865	Syat.g_03140	Prav.g_01769
OG0000866	Syat.g_03141	Prav.g_01770
OG0000867	Syat.g_03142	Prav.g_01771
OG0000868	Syat.g_03067	Prav.g_01772
OG0000869	Syat.g_03054	Prav.g_01776
OG0000870	Syat.g_03049	Prav.g_01781
OG0000871	Syat.g_03048	Prav.g_01782
OG0000872	Syat.g_03042	Prav.g_01783
OG0000873	Syat.g_03039	Prav.g_01786
OG0000874	Syat.g_03037	Prav.g_01789
OG0000875	Syat.g_03035	Prav.g_01790
OG0000876	Syat.g_00745	Prav.g_01791
OG0000877	Syat.g_03024	Prav.g_01793
OG0000878	Syat.g_03023	Prav.g_01794
OG0000879	Syat.g_03022	Prav.g_01795
OG0000880	Syat.g_03021	Prav.g_01796
OG0000881	Syat.g_03016	Prav.g_01800
OG0000882	Syat.g_03011	Prav.g_01805
OG0000883	Syat.g_03007	Prav.g_01807
OG0000884	Syat.g_03005	Prav.g_01809
OG0000885	Syat.g_03004	Prav.g_01810
OG0000886	Syat.g_03003	Prav.g_01811
OG0000887	Syat.g_03002	Prav.g_01812
OG0000888	Syat.g_03000	Prav.g_01814
OG0000889	Syat.g_02997	Prav.g_01816
OG0000890	Syat.g_02994	Prav.g_01817
OG0000891	Syat.g_02993	Prav.g_01818
OG0000892	Syat.g_02992	Prav.g_00264
OG0000893	Syat.g_01864	Prav.g_00268
OG0000894	Syat.g_01860	Prav.g_00270
OG0000895	Syat.g_01856	Prav.g_00273
OG0000896	Syat.g_01855	Prav.g_00274
OG0000897	Syat.g_01853	Prav.g_00276
OG0000898	Syat.g_01852	Prav.g_00277
OG0000899	Syat.g_01851	Prav.g_00278
OG0000900	Syat.g_01850	Prav.g_00279
OG0000901	Syat.g_01845	Prav.g_00282
OG0000902	Syat.g_01843	Prav.g_00284
OG0000903	Syat.g_01830	Prav.g_00287
OG0000904	Syat.g_01834	Prav.g_00289
OG0000905	Syat.g_01839	Prav.g_00294
OG0000906	Syat.g_01841	Prav.g_00295
OG0000907	Syat.g_01828	Prav.g_00590
OG0000908	Syat.g_01825	Prav.g_00593
OG0000909	Syat.g_01824	Prav.g_00594
OG0000910	Syat.g_01823	Prav.g_00595
OG0000911	Syat.g_01821	Prav.g_00597
OG0000912	Syat.g_01820	Prav.g_00598
OG0000913	Syat.g_01819	Prav.g_00599
OG0000914	Syat.g_01818	Prav.g_00600
OG0000915	Syat.g_01816	Prav.g_00601
OG0000916	Syat.g_01815	Prav.g_00602
OG0000917	Syat.g_01814	Prav.g_00603
OG0000918	Syat.g_01813	Prav.g_00604
OG0000919	Syat.g_01812	Prav.g_00605
OG0000920	Syat.g_01811	Prav.g_00606
OG0000921	Syat.g_01810	Prav.g_00607
OG0000922	Syat.g_01809	Prav.g_00608
OG0000923	Syat.g_01805	Prav.g_00612
OG0000924	Syat.g_01804	Prav.g_00613
OG0000925	Syat.g_01803	Prav.g_00614
OG0000926	Syat.g_01802	Prav.g_00615
OG0000927	Syat.g_01800	Prav.g_00617
OG0000928	Syat.g_01799	Prav.g_00618
OG0000929	Syat.g_01798	Prav.g_00619
OG0000930	Syat.g_01797	Prav.g_00620
OG0000931	Syat.g_01796	Prav.g_00621
OG0000932	Syat.g_01794	Prav.g_00622
OG0000933	Syat.g_01788	Prav.g_00626
OG0000934	Syat.g_01786	Prav.g_00628
OG0000935	Syat.g_01665	Prav.g_00629
OG0000936	Syat.g_01664	Prav.g_00630
OG0000937	Syat.g_01663	Prav.g_00631
OG0000938	Syat.g_01659	Prav.g_00633
OG0000939	Syat.g_01658	Prav.g_00634
OG0000940	Syat.g_01651	Prav.g_00641
OG0000941	Syat.g_01649	Prav.g_00643
OG0000942	Syat.g_01647	Prav.g_00645
OG0000943	Syat.g_01646	Prav.g_00646
OG0000944	Syat.g_01644	Prav.g_00647
OG0000945	Syat.g_01643	Prav.g_00648
OG0000946	Syat.g_01633	Prav.g_00653
OG0000947	Syat.g_01630	Prav.g_00655
OG0000948	Syat.g_01629	Prav.g_00656
OG0000949	Syat.g_02142	Prav.g_00659
OG0000950	Syat.g_02152	Prav.g_00664
OG0000951	Syat.g_02157	Prav.g_00668
OG0000952	Syat.g_02162	Prav.g_00672
OG0000953	Syat.g_02166	Prav.g_00675
OG0000954	Syat.g_02187	Prav.g_00679
OG0000955	Syat.g_02188	Prav.g_00680
OG0000956	Syat.g_02191	Prav.g_00682
OG0000957	Syat.g_02204	Prav.g_00687
OG0000958	Syat.g_02205	Prav.g_00688
OG0000959	Syat.g_02212	Prav.g_00692
OG0000960	Syat.g_02213	Prav.g_00693
OG0000961	Syat.g_02873	Prav.g_00695
OG0000962	Syat.g_02223	Prav.g_00697
OG0000963	Syat.g_02226	Prav.g_00701
OG0000964	Syat.g_02227	Prav.g_00702
OG0000965	Syat.g_02228	Prav.g_00703
OG0000966	Syat.g_02259	Prav.g_00710
OG0000967	Syat.g_02263	Prav.g_00714
OG0000968	Syat.g_02269	Prav.g_00716
OG0000969	Syat.g_02271	Prav.g_00717
OG0000970	Syat.g_02272	Prav.g_00718
OG0000971	Syat.g_02274	Prav.g_00719
OG0000972	Syat.g_02275	Prav.g_00720
OG0000973	Syat.g_02276	Prav.g_00721
OG0000974	Syat.g_02277	Prav.g_00722
OG0000975	Syat.g_02278	Prav.g_00723
OG0000976	Syat.g_02279	Prav.g_00724
OG0000977	Syat.g_02281	Prav.g_00725
OG0000978	Syat.g_02283	Prav.g_00726
OG0000979	Syat.g_02286	Prav.g_00729
OG0000980	Syat.g_02289	Prav.g_00731
OG0000981	Syat.g_02292	Prav.g_00733
OG0000982	Syat.g_02691	Prav.g_00735
OG0000983	Syat.g_02690	Prav.g_00736
OG0000984	Syat.g_02689	Prav.g_00737
OG0000985	Syat.g_02685	Prav.g_00740
OG0000986	Syat.g_02680	Prav.g_00742
OG0000987	Syat.g_02678	Prav.g_00743
OG0000988	Syat.g_02672	Prav.g_00746
OG0000989	Syat.g_02657	Prav.g_00750
OG0000990	Syat.g_02500	Prav.g_00753
OG0000991	Syat.g_02503	Prav.g_00754
OG0000992	Syat.g_02507	Prav.g_00756
OG0000993	Syat.g_02508	Prav.g_00757
OG0000994	Syat.g_02512	Prav.g_00758
OG0000995	Syat.g_02517	Prav.g_00762
OG0000996	Syat.g_02446	Prav.g_00763
OG0000997	Syat.g_02417	Prav.g_00764
OG0000998	Syat.g_02415	Prav.g_00766
OG0000999	Syat.g_02414	Prav.g_00767
OG0001001	Syat.g_02400	Prav.g_00772
OG0001002	Syat.g_02394	Prav.g_00776
OG0001003	Syat.g_02392	Prav.g_00778
OG0001004	Syat.g_02391	Prav.g_00779
OG0001005	Syat.g_02390	Prav.g_00780
OG0001006	Syat.g_02378	Prav.g_00784
OG0001007	Syat.g_02376	Prav.g_00786
OG0001008	Syat.g_02971	Prav.g_01036
OG0001009	Syat.g_02311	Prav.g_00095
OG0001010	Syat.g_02310	Prav.g_00096
OG0001011	Syat.g_02308	Prav.g_00097
OG0001012	Syat.g_01004	Prav.g_00114
OG0001013	Syat.g_02716	Prav.g_00119
OG0001014	Syat.g_02721	Prav.g_00122
OG0001015	Syat.g_02722	Prav.g_00123
OG0001016	Syat.g_01474	Prav.g_00138
OG0001017	Syat.g_01480	Prav.g_00142
OG0001018	Syat.g_01482	Prav.g_00145
OG0001019	Syat.g_01532	Prav.g_00154
OG0001020	Syat.g_01539	Prav.g_00155
OG0001021	Syat.g_01552	Prav.g_00156
OG0001022	Syat.g_01555	Prav.g_00159
OG0001023	Syat.g_01556	Prav.g_00160
OG0001024	Syat.g_01560	Prav.g_00163
OG0001025	Syat.g_01566	Prav.g_00169
OG0001026	Syat.g_01582	Prav.g_00176
OG0001027	Syat.g_02947	Prav.g_00177
OG0001028	Syat.g_02944	Prav.g_00179
OG0001029	Syat.g_02942	Prav.g_00180
OG0001030	Syat.g_02922	Prav.g_00195
OG0001031	Syat.g_02836	Prav.g_00852
OG0001032	Syat.g_02834	Prav.g_00851
OG0001033	Syat.g_02784	Prav.g_00830
OG0001034	Syat.g_01448	Prav.g_00802
OG0001035	Syat.g_01885	Prav.g_01901
OG0001036	Syat.g_01939	Prav.g_01906
OG0001037	Syat.g_01941	Prav.g_01907
OG0001038	Syat.g_02058	Prav.g_01924
OG0001039	Syat.g_02061	Prav.g_01927
OG0001040	Syat.g_02064	Prav.g_01929
OG0001041	Syat.g_02070	Prav.g_01933
OG0001042	Syat.g_02100	Prav.g_01950
OG0001043	Syat.g_02103	Prav.g_01951
OG0001044	Syat.g_01615	Prav.g_01979
OG0001045	Syat.g_01602	Prav.g_01988
OG0001046	Syat.g_00552	Prav.g_00996
OG0001047	Syat.g_02973	Prav.g_01038
OG0001048	Syat.g_02974	Prav.g_01039
OG0001049	Syat.g_01290	Prav.g_01041
OG0001050	Syat.g_01289	Prav.g_01042
OG0001051	Syat.g_01288	Prav.g_01043
OG0001052	Syat.g_01375	Prav.g_01069
OG0001053	Syat.g_03173	Prav.g_01081
OG0001054	Syat.g_03192	Prav.g_01096
OG0001055	Syat.g_03224	Prav.g_01115
OG0001056	Syat.g_03275	Prav.g_01134
OG0001057	Syat.g_00102	Prav.g_01139
OG0001058	Syat.g_00079	Prav.g_01147
OG0001059	Syat.g_00075	Prav.g_01151
OG0001061	Syat.g_00051	Prav.g_01171
OG0001062	Syat.g_00048	Prav.g_01173
OG0001063	Syat.g_00042	Prav.g_01175
OG0001064	Syat.g_00041	Prav.g_01176
OG0001065	Syat.g_00040	Prav.g_01177
OG0001066	Syat.g_00039	Prav.g_01178
OG0001067	Syat.g_00038	Prav.g_01179
OG0001068	Syat.g_00037	Prav.g_01180
OG0001069	Syat.g_00036	Prav.g_01181
OG0001070	Syat.g_00032	Prav.g_01184
OG0001071	Syat.g_00031	Prav.g_01185
OG0001072	Syat.g_00028	Prav.g_01186
OG0001073	Syat.g_00009	Prav.g_01200
OG0001074	Syat.g_01015	Prav.g_01211
OG0001075	Syat.g_01037	Prav.g_01212
OG0001076	Syat.g_03315	Prav.g_01222
OG0001077	Syat.g_03290	Prav.g_01226
OG0001078	Syat.g_00118	Prav.g_01234
OG0001079	Syat.g_00378	Prav.g_01245
OG0001080	Syat.g_00368	Prav.g_01251
OG0001081	Syat.g_00366	Prav.g_01253
OG0001082	Syat.g_00365	Prav.g_01254
OG0001083	Syat.g_00390	Prav.g_01259
OG0001084	Syat.g_00391	Prav.g_01260
OG0001085	Syat.g_00408	Prav.g_01268
OG0001086	Syat.g_00410	Prav.g_01269
OG0001087	Syat.g_03277	Prav.g_01286
OG0001088	Syat.g_02496	Prav.g_01287
OG0001089	Syat.g_00818	Prav.g_01295
OG0001090	Syat.g_00659	Prav.g_00307
OG0001091	Syat.g_00661	Prav.g_00309
OG0001092	Syat.g_00663	Prav.g_00310
OG0001093	Syat.g_00669	Prav.g_00315
OG0001094	Syat.g_00473	Prav.g_00391
OG0001095	Syat.g_00497	Prav.g_00410
OG0001096	Syat.g_00516	Prav.g_00423
OG0001097	Syat.g_00743	Prav.g_00441
OG0001098	Syat.g_01672	Prav.g_00456
OG0001099	Syat.g_02943	Prav.g_00487
OG0001100	Syat.g_00418	Prav.g_00491
OG0001101	Syat.g_00420	Prav.g_00493
OG0001102	Syat.g_00423	Prav.g_00496
OG0001103	Syat.g_00425	Prav.g_00498
OG0001104	Syat.g_00458	Prav.g_00520
OG0001105	Syat.g_00461	Prav.g_00524
OG0001106	Syat.g_00598	Prav.g_00547
OG0001107	Syat.g_00580	Prav.g_00554
OG0001108	Syat.g_00570	Prav.g_00558
OG0001109	Syat.g_00568	Prav.g_00559
OG0001110	Syat.g_00566	Prav.g_00561
OG0001111	Syat.g_00564	Prav.g_00562
OG0001112	Syat.g_00562	Prav.g_00563
OG0001113	Syat.g_00561	Prav.g_00564
OG0001114	Syat.g_00560	Prav.g_00565
OG0001115	Syat.g_00557	Prav.g_00567
OG0001116	Syat.g_00555	Prav.g_00568
OG0001117	Syat.g_00554	Prav.g_00569
OG0001118	Syat.g_00553	Prav.g_00570
OG0001119	Syat.g_00551	Prav.g_00571
OG0001120	Syat.g_00546	Prav.g_00573
OG0001122	Syat.g_00711	Prav.g_00905
OG0001123	Syat.g_00704	Prav.g_00909
OG0001124	Syat.g_00702	Prav.g_00911
OG0001125	Syat.g_00700	Prav.g_00912
OG0001126	Syat.g_00790	Prav.g_00922
OG0001127	Syat.g_00789	Prav.g_00923
OG0001128	Syat.g_00786	Prav.g_00925
OG0001129	Syat.g_00784	Prav.g_00926
OG0001130	Syat.g_00783	Prav.g_00927
OG0001131	Syat.g_01674	Prav.g_00242
OG0001132	Syat.g_00965	Prav.g_00252
OG0001133	Syat.g_03311	Prav.g_00019
OG0001136	Syat.g_03257	Prav.g_00062
OG0001137	Syat.g_00306	Prav.g_00073
OG0001138	Syat.g_00214	Prav.g_01855
OG0001139	Syat.g_00209	Prav.g_01854
OG0001140	Syat.g_00208	Prav.g_01853
OG0001141	Syat.g_00207	Prav.g_01852
OG0001142	Syat.g_00206	Prav.g_01851
OG0001143	Syat.g_00925	Prav.g_01844
OG0001144	Syat.g_00906	Prav.g_01839
OG0001145	Syat.g_01117	Prav.g_01430
OG0001146	Syat.g_01158	Prav.g_01442
OG0001147	Syat.g_01368	Prav.g_01459
OG0001148	Syat.g_01297	Prav.g_01475
OG0001149	Syat.g_01298	Prav.g_01476
OG0001150	Syat.g_01299	Prav.g_01477
OG0001151	Syat.g_01420	Prav.g_01488
OG0001152	Syat.g_01421	Prav.g_01489
OG0001153	Syat.g_01346	Prav.g_01610
OG0001154	Syat.g_01347	Prav.g_01611
OG0001155	Syat.g_02774	Prav.g_01623
OG0001156	Syat.g_02978	Prav.g_01626
OG0001157	Syat.g_02977	Prav.g_01627
OG0001158	Syat.g_02976	Prav.g_01628
OG0001159	Syat.g_02975	Prav.g_01629
OG0001160	Syat.g_03104	Prav.g_01653
OG0001161	Syat.g_02384	Prav.g_01664
OG0001162	Syat.g_01528	Prav.g_01675
OG0001163	Syat.g_03112	Prav.g_01753
OG0001164	Syat.g_03116	Prav.g_01757
OG0001165	Syat.g_03121	Prav.g_01760
OG0001166	Syat.g_03050	Prav.g_01780
OG0001167	Syat.g_03019	Prav.g_01797
OG0001168	Syat.g_03017	Prav.g_01799
OG0001169	Syat.g_03015	Prav.g_01801
OG0001170	Syat.g_03013	Prav.g_01803
OG0001171	Syat.g_03001	Prav.g_01813
OG0001172	Syat.g_01858	Prav.g_00271
OG0001173	Syat.g_01857	Prav.g_00272
OG0001174	Syat.g_01849	Prav.g_00280
OG0001175	Syat.g_01848	Prav.g_00281
OG0001176	Syat.g_01831	Prav.g_00288
OG0001178	Syat.g_03137	Prav.g_00296
OG0001180	Syat.g_01654	Prav.g_00638
