Orthogroup	Syam	Prbl
OG0000571	Syam.g_01745	Prbl.g_01797
OG0000572	Syam.g_01729	Prbl.g_01781
OG0000573	Syam.g_01721	Prbl.g_01774
OG0000574	Syam.g_01720	Prbl.g_01773
OG0000575	Syam.g_01716	Prbl.g_01764
OG0000576	Syam.g_01714	Prbl.g_01762
OG0000577	Syam.g_01713	Prbl.g_01761
OG0000578	Syam.g_01712	Prbl.g_01760
OG0000579	Syam.g_01711	Prbl.g_01759
OG0000580	Syam.g_01710	Prbl.g_01758
OG0000581	Syam.g_01704	Prbl.g_01754
OG0000582	Syam.g_01513	Prbl.g_01750
OG0000583	Syam.g_01512	Prbl.g_01749
OG0000584	Syam.g_01511	Prbl.g_01748
OG0000585	Syam.g_01509	Prbl.g_01746
OG0000586	Syam.g_01508	Prbl.g_01744
OG0000587	Syam.g_01506	Prbl.g_01742
OG0000588	Syam.g_01498	Prbl.g_01613
OG0000589	Syam.g_01494	Prbl.g_01616
OG0000590	Syam.g_01493	Prbl.g_01617
OG0000591	Syam.g_01486	Prbl.g_01624
OG0000592	Syam.g_01485	Prbl.g_01625
OG0000593	Syam.g_01471	Prbl.g_01635
OG0000594	Syam.g_01470	Prbl.g_01636
OG0000595	Syam.g_01469	Prbl.g_01637
OG0000596	Syam.g_01465	Prbl.g_01642
OG0000597	Syam.g_01462	Prbl.g_01645
OG0000598	Syam.g_01461	Prbl.g_01646
OG0000599	Syam.g_01458	Prbl.g_01656
OG0000600	Syam.g_01457	Prbl.g_01657
OG0000601	Syam.g_01456	Prbl.g_01658
OG0000602	Syam.g_01451	Prbl.g_01662
OG0000603	Syam.g_01450	Prbl.g_01663
OG0000604	Syam.g_01447	Prbl.g_01664
OG0000605	Syam.g_01031	Prbl.g_01043
OG0000606	Syam.g_01387	Prbl.g_01032
OG0000607	Syam.g_01384	Prbl.g_01412
OG0000608	Syam.g_01383	Prbl.g_01411
OG0000609	Syam.g_01380	Prbl.g_01409
OG0000610	Syam.g_01373	Prbl.g_01401
OG0000611	Syam.g_01370	Prbl.g_01398
OG0000612	Syam.g_01369	Prbl.g_01397
OG0000613	Syam.g_00170	Prbl.g_00891
OG0000614	Syam.g_00801	Prbl.g_01872
OG0000615	Syam.g_01332	Prbl.g_02373
OG0000616	Syam.g_02430	Prbl.g_02137
OG0000617	Syam.g_01240	Prbl.g_02561
OG0000618	Syam.g_01239	Prbl.g_02560
OG0000619	Syam.g_01238	Prbl.g_02559
OG0000620	Syam.g_01233	Prbl.g_02555
OG0000621	Syam.g_01232	Prbl.g_02554
OG0000622	Syam.g_01231	Prbl.g_02553
OG0000623	Syam.g_01230	Prbl.g_02552
OG0000624	Syam.g_01228	Prbl.g_02551
OG0000625	Syam.g_01227	Prbl.g_02550
OG0000626	Syam.g_01226	Prbl.g_02549
OG0000627	Syam.g_01065	Prbl.g_02426
OG0000628	Syam.g_01067	Prbl.g_02427
OG0000629	Syam.g_01070	Prbl.g_02430
OG0000630	Syam.g_01074	Prbl.g_02434
OG0000631	Syam.g_01084	Prbl.g_02440
OG0000632	Syam.g_01085	Prbl.g_02441
OG0000633	Syam.g_01086	Prbl.g_02442
OG0000634	Syam.g_01294	Prbl.g_02339
OG0000635	Syam.g_01293	Prbl.g_02338
OG0000636	Syam.g_01291	Prbl.g_02336
OG0000637	Syam.g_01289	Prbl.g_02334
OG0000638	Syam.g_01288	Prbl.g_02333
OG0000639	Syam.g_01287	Prbl.g_02332
OG0000640	Syam.g_01286	Prbl.g_02331
OG0000641	Syam.g_01282	Prbl.g_02327
OG0000642	Syam.g_01281	Prbl.g_02326
OG0000643	Syam.g_01280	Prbl.g_02325
OG0000644	Syam.g_01279	Prbl.g_02324
OG0000645	Syam.g_01277	Prbl.g_02323
OG0000646	Syam.g_01274	Prbl.g_02320
OG0000647	Syam.g_01272	Prbl.g_02317
OG0000648	Syam.g_01269	Prbl.g_02315
OG0000649	Syam.g_01268	Prbl.g_02314
OG0000650	Syam.g_01267	Prbl.g_02313
OG0000651	Syam.g_01266	Prbl.g_02312
OG0000652	Syam.g_01265	Prbl.g_02311
OG0000653	Syam.g_01263	Prbl.g_02309
OG0000654	Syam.g_01262	Prbl.g_02308
OG0000655	Syam.g_01261	Prbl.g_02307
OG0000656	Syam.g_01258	Prbl.g_02304
OG0000657	Syam.g_00739	Prbl.g_01540
OG0000658	Syam.g_00735	Prbl.g_01542
OG0000659	Syam.g_00734	Prbl.g_01543
OG0000660	Syam.g_00730	Prbl.g_01547
OG0000661	Syam.g_00728	Prbl.g_01549
OG0000662	Syam.g_00726	Prbl.g_01551
OG0000663	Syam.g_00723	Prbl.g_01554
OG0000664	Syam.g_00722	Prbl.g_01555
OG0000665	Syam.g_02027	Prbl.g_01568
OG0000666	Syam.g_01030	Prbl.g_01571
OG0000667	Syam.g_00937	Prbl.g_01579
OG0000668	Syam.g_01185	Prbl.g_02530
OG0000669	Syam.g_01358	Prbl.g_01588
OG0000670	Syam.g_00528	Prbl.g_01078
OG0000671	Syam.g_01354	Prbl.g_02412
OG0000672	Syam.g_01351	Prbl.g_02409
OG0000673	Syam.g_01348	Prbl.g_02406
OG0000674	Syam.g_01346	Prbl.g_02404
OG0000675	Syam.g_01345	Prbl.g_02403
OG0000676	Syam.g_01343	Prbl.g_02395
OG0000677	Syam.g_01342	Prbl.g_02393
OG0000678	Syam.g_01339	Prbl.g_02388
OG0000679	Syam.g_01323	Prbl.g_02368
OG0000680	Syam.g_01322	Prbl.g_02367
OG0000681	Syam.g_01319	Prbl.g_02365
OG0000682	Syam.g_01318	Prbl.g_02364
OG0000683	Syam.g_01317	Prbl.g_02363
OG0000684	Syam.g_01312	Prbl.g_02350
OG0000685	Syam.g_01310	Prbl.g_02352
OG0000686	Syam.g_01309	Prbl.g_02353
OG0000687	Syam.g_01308	Prbl.g_02354
OG0000688	Syam.g_01304	Prbl.g_02348
OG0000689	Syam.g_01302	Prbl.g_02347
OG0000690	Syam.g_01301	Prbl.g_02346
OG0000691	Syam.g_01300	Prbl.g_02345
OG0000692	Syam.g_01299	Prbl.g_02344
OG0000693	Syam.g_01298	Prbl.g_02343
OG0000694	Syam.g_01297	Prbl.g_02342
OG0000695	Syam.g_01088	Prbl.g_02444
OG0000696	Syam.g_01089	Prbl.g_02445
OG0000697	Syam.g_01091	Prbl.g_02447
OG0000698	Syam.g_01094	Prbl.g_02450
OG0000699	Syam.g_01096	Prbl.g_02452
OG0000700	Syam.g_01097	Prbl.g_02453
OG0000701	Syam.g_01098	Prbl.g_02454
OG0000702	Syam.g_01106	Prbl.g_02462
OG0000703	Syam.g_01107	Prbl.g_02463
OG0000704	Syam.g_01109	Prbl.g_02465
OG0000705	Syam.g_01116	Prbl.g_02471
OG0000706	Syam.g_01117	Prbl.g_02472
OG0000707	Syam.g_01118	Prbl.g_02473
OG0000708	Syam.g_01121	Prbl.g_02475
OG0000709	Syam.g_01131	Prbl.g_02482
OG0000710	Syam.g_01135	Prbl.g_02486
OG0000711	Syam.g_01165	Prbl.g_02508
OG0000712	Syam.g_01167	Prbl.g_02509
OG0000713	Syam.g_01168	Prbl.g_02510
OG0000714	Syam.g_01170	Prbl.g_02514
OG0000715	Syam.g_01172	Prbl.g_02516
OG0000716	Syam.g_01176	Prbl.g_02520
OG0000717	Syam.g_01177	Prbl.g_02521
OG0000718	Syam.g_01181	Prbl.g_02526
OG0000719	Syam.g_01183	Prbl.g_02528
OG0000720	Syam.g_01197	Prbl.g_02541
OG0000721	Syam.g_01199	Prbl.g_02542
OG0000722	Syam.g_01200	Prbl.g_02543
OG0000723	Syam.g_01224	Prbl.g_02547
OG0000724	Syam.g_00768	Prbl.g_00932
OG0000725	Syam.g_00777	Prbl.g_00925
OG0000726	Syam.g_00778	Prbl.g_00924
OG0000727	Syam.g_00779	Prbl.g_00923
OG0000728	Syam.g_00781	Prbl.g_00922
OG0000729	Syam.g_00105	Prbl.g_02062
OG0000730	Syam.g_00454	Prbl.g_01199
OG0000731	Syam.g_00466	Prbl.g_01208
OG0000732	Syam.g_00051	Prbl.g_01993
OG0000733	Syam.g_02339	Prbl.g_02197
OG0000734	Syam.g_02128	Prbl.g_00545
OG0000735	Syam.g_01810	Prbl.g_02066
OG0000736	Syam.g_01809	Prbl.g_02067
OG0000737	Syam.g_01808	Prbl.g_02068
OG0000738	Syam.g_01803	Prbl.g_02075
OG0000739	Syam.g_01802	Prbl.g_02077
OG0000740	Syam.g_01801	Prbl.g_02078
OG0000741	Syam.g_01798	Prbl.g_02081
OG0000742	Syam.g_01796	Prbl.g_02083
OG0000743	Syam.g_01794	Prbl.g_02085
OG0000744	Syam.g_01793	Prbl.g_02086
OG0000745	Syam.g_01791	Prbl.g_02088
OG0000746	Syam.g_01789	Prbl.g_02090
OG0000747	Syam.g_01788	Prbl.g_02091
OG0000748	Syam.g_01779	Prbl.g_02103
OG0000749	Syam.g_01776	Prbl.g_02104
OG0000750	Syam.g_01775	Prbl.g_02105
OG0000751	Syam.g_01770	Prbl.g_00179
OG0000752	Syam.g_01768	Prbl.g_00181
OG0000753	Syam.g_01765	Prbl.g_00184
OG0000754	Syam.g_00910	Prbl.g_01379
OG0000755	Syam.g_00900	Prbl.g_01120
OG0000756	Syam.g_00899	Prbl.g_01119
OG0000757	Syam.g_00891	Prbl.g_01112
OG0000758	Syam.g_00890	Prbl.g_01111
OG0000759	Syam.g_00889	Prbl.g_01110
OG0000760	Syam.g_00888	Prbl.g_01109
OG0000761	Syam.g_00886	Prbl.g_01108
OG0000762	Syam.g_00884	Prbl.g_01377
OG0000763	Syam.g_00882	Prbl.g_01375
OG0000764	Syam.g_00881	Prbl.g_01374
OG0000765	Syam.g_00864	Prbl.g_02590
OG0000766	Syam.g_00863	Prbl.g_02591
OG0000767	Syam.g_00861	Prbl.g_02593
OG0000768	Syam.g_00860	Prbl.g_02594
OG0000769	Syam.g_00858	Prbl.g_00186
OG0000770	Syam.g_00855	Prbl.g_01103
OG0000771	Syam.g_00762	Prbl.g_00937
OG0000772	Syam.g_01005	Prbl.g_00461
OG0000773	Syam.g_01816	Prbl.g_00113
OG0000774	Syam.g_01820	Prbl.g_01713
OG0000775	Syam.g_01823	Prbl.g_01715
OG0000776	Syam.g_01824	Prbl.g_01716
OG0000777	Syam.g_01825	Prbl.g_01717
OG0000778	Syam.g_01826	Prbl.g_01718
OG0000779	Syam.g_01832	Prbl.g_01723
OG0000780	Syam.g_01835	Prbl.g_01726
OG0000781	Syam.g_01839	Prbl.g_01730
OG0000782	Syam.g_01840	Prbl.g_01731
OG0000783	Syam.g_01841	Prbl.g_01732
OG0000784	Syam.g_01842	Prbl.g_01733
OG0000785	Syam.g_01844	Prbl.g_01735
OG0000786	Syam.g_01700	Prbl.g_01738
OG0000787	Syam.g_01701	Prbl.g_01739
OG0000788	Syam.g_01455	Prbl.g_00658
OG0000789	Syam.g_01044	Prbl.g_01695
OG0000790	Syam.g_00570	Prbl.g_00498
OG0000791	Syam.g_00568	Prbl.g_00496
OG0000792	Syam.g_00567	Prbl.g_00495
OG0000793	Syam.g_00562	Prbl.g_00491
OG0000794	Syam.g_00561	Prbl.g_00490
OG0000795	Syam.g_00560	Prbl.g_00489
OG0000796	Syam.g_00556	Prbl.g_00485
OG0000797	Syam.g_00555	Prbl.g_00484
OG0000798	Syam.g_00233	Prbl.g_01456
OG0000799	Syam.g_01585	Prbl.g_00152
OG0000800	Syam.g_01588	Prbl.g_00153
OG0000801	Syam.g_01589	Prbl.g_00154
OG0000802	Syam.g_01592	Prbl.g_00161
OG0000803	Syam.g_01597	Prbl.g_00257
OG0000804	Syam.g_01600	Prbl.g_00255
OG0000805	Syam.g_01602	Prbl.g_00253
OG0000806	Syam.g_01604	Prbl.g_00251
OG0000807	Syam.g_01606	Prbl.g_00249
OG0000808	Syam.g_01607	Prbl.g_00248
OG0000809	Syam.g_01610	Prbl.g_00244
OG0000810	Syam.g_01611	Prbl.g_00243
OG0000811	Syam.g_01616	Prbl.g_00231
OG0000812	Syam.g_01618	Prbl.g_00229
OG0000813	Syam.g_01619	Prbl.g_00228
OG0000814	Syam.g_01621	Prbl.g_00226
OG0000815	Syam.g_01622	Prbl.g_00225
OG0000816	Syam.g_01624	Prbl.g_00223
OG0000817	Syam.g_01625	Prbl.g_00222
OG0000818	Syam.g_01631	Prbl.g_00684
OG0000819	Syam.g_01632	Prbl.g_00685
OG0000820	Syam.g_01633	Prbl.g_00686
OG0000821	Syam.g_01639	Prbl.g_00693
OG0000822	Syam.g_01641	Prbl.g_00695
OG0000823	Syam.g_01642	Prbl.g_00696
OG0000824	Syam.g_01648	Prbl.g_00700
OG0000825	Syam.g_01649	Prbl.g_00701
OG0000826	Syam.g_01650	Prbl.g_00702
OG0000827	Syam.g_01651	Prbl.g_00703
OG0000828	Syam.g_01655	Prbl.g_00706
OG0000829	Syam.g_01656	Prbl.g_00707
OG0000830	Syam.g_01657	Prbl.g_00708
OG0000831	Syam.g_01659	Prbl.g_00710
OG0000832	Syam.g_01923	Prbl.g_00456
OG0000833	Syam.g_01932	Prbl.g_00448
OG0000834	Syam.g_01933	Prbl.g_00447
OG0000835	Syam.g_01934	Prbl.g_00446
OG0000836	Syam.g_01937	Prbl.g_00444
OG0000837	Syam.g_01938	Prbl.g_00443
OG0000838	Syam.g_01946	Prbl.g_00440
OG0000839	Syam.g_01947	Prbl.g_00439
OG0000840	Syam.g_01948	Prbl.g_00438
OG0000841	Syam.g_01949	Prbl.g_00437
OG0000842	Syam.g_01950	Prbl.g_00436
OG0000843	Syam.g_01951	Prbl.g_00435
OG0000844	Syam.g_01953	Prbl.g_00433
OG0000845	Syam.g_01954	Prbl.g_00432
OG0000846	Syam.g_01955	Prbl.g_00431
OG0000847	Syam.g_01956	Prbl.g_00430
OG0000848	Syam.g_01958	Prbl.g_00429
OG0000849	Syam.g_01959	Prbl.g_00428
OG0000850	Syam.g_01961	Prbl.g_00427
OG0000851	Syam.g_01966	Prbl.g_00423
OG0000852	Syam.g_01967	Prbl.g_00422
OG0000853	Syam.g_01971	Prbl.g_00418
OG0000854	Syam.g_01973	Prbl.g_00416
OG0000855	Syam.g_01974	Prbl.g_00415
OG0000856	Syam.g_01483	Prbl.g_01627
OG0000857	Syam.g_01273	Prbl.g_02318
OG0000858	Syam.g_01980	Prbl.g_00404
OG0000859	Syam.g_01981	Prbl.g_00403
OG0000860	Syam.g_01992	Prbl.g_00392
OG0000861	Syam.g_01993	Prbl.g_00391
OG0000862	Syam.g_01994	Prbl.g_00389
OG0000863	Syam.g_01996	Prbl.g_00385
OG0000864	Syam.g_01997	Prbl.g_00383
OG0000865	Syam.g_01998	Prbl.g_00382
OG0000866	Syam.g_01999	Prbl.g_00381
OG0000867	Syam.g_02000	Prbl.g_00380
OG0000868	Syam.g_02003	Prbl.g_00378
OG0000869	Syam.g_02007	Prbl.g_00375
OG0000870	Syam.g_02012	Prbl.g_00370
OG0000871	Syam.g_02013	Prbl.g_00369
OG0000872	Syam.g_02021	Prbl.g_00367
OG0000873	Syam.g_02024	Prbl.g_00364
OG0000874	Syam.g_02019	Prbl.g_00360
OG0000875	Syam.g_02026	Prbl.g_00359
OG0000876	Syam.g_01877	Prbl.g_00358
OG0000877	Syam.g_01882	Prbl.g_00355
OG0000878	Syam.g_01883	Prbl.g_00354
OG0000879	Syam.g_01884	Prbl.g_00353
OG0000880	Syam.g_01885	Prbl.g_00352
OG0000881	Syam.g_01891	Prbl.g_00347
OG0000882	Syam.g_01896	Prbl.g_00342
OG0000883	Syam.g_01898	Prbl.g_00340
OG0000884	Syam.g_01900	Prbl.g_00338
OG0000885	Syam.g_01901	Prbl.g_00337
OG0000886	Syam.g_01902	Prbl.g_00336
OG0000887	Syam.g_01903	Prbl.g_00335
OG0000888	Syam.g_01905	Prbl.g_00333
OG0000889	Syam.g_01907	Prbl.g_00331
OG0000890	Syam.g_01910	Prbl.g_00317
OG0000891	Syam.g_01911	Prbl.g_00316
OG0000892	Syam.g_01913	Prbl.g_02620
OG0000893	Syam.g_00287	Prbl.g_02680
OG0000894	Syam.g_00290	Prbl.g_02684
OG0000895	Syam.g_00294	Prbl.g_01061
OG0000896	Syam.g_00295	Prbl.g_01060
OG0000897	Syam.g_00297	Prbl.g_01058
OG0000898	Syam.g_00298	Prbl.g_01057
OG0000899	Syam.g_00299	Prbl.g_01056
OG0000900	Syam.g_00300	Prbl.g_01055
OG0000901	Syam.g_00305	Prbl.g_01051
OG0000902	Syam.g_00307	Prbl.g_01049
OG0000903	Syam.g_00322	Prbl.g_00954
OG0000904	Syam.g_00317	Prbl.g_00949
OG0000905	Syam.g_00312	Prbl.g_00947
OG0000906	Syam.g_00309	Prbl.g_01045
OG0000907	Syam.g_00324	Prbl.g_00956
OG0000908	Syam.g_00327	Prbl.g_00959
OG0000909	Syam.g_00328	Prbl.g_00960
OG0000910	Syam.g_00329	Prbl.g_00961
OG0000911	Syam.g_00331	Prbl.g_00963
OG0000912	Syam.g_00332	Prbl.g_00964
OG0000913	Syam.g_00333	Prbl.g_00965
OG0000914	Syam.g_00334	Prbl.g_00966
OG0000915	Syam.g_00336	Prbl.g_00967
OG0000916	Syam.g_00337	Prbl.g_00968
OG0000917	Syam.g_00338	Prbl.g_00969
OG0000918	Syam.g_00339	Prbl.g_00970
OG0000919	Syam.g_00340	Prbl.g_00971
OG0000920	Syam.g_00341	Prbl.g_00972
OG0000921	Syam.g_00342	Prbl.g_00973
OG0000922	Syam.g_00343	Prbl.g_00974
OG0000923	Syam.g_00347	Prbl.g_00978
OG0000924	Syam.g_00348	Prbl.g_00979
OG0000925	Syam.g_00349	Prbl.g_00980
OG0000926	Syam.g_00350	Prbl.g_00981
OG0000927	Syam.g_00352	Prbl.g_00983
OG0000928	Syam.g_00353	Prbl.g_00984
OG0000929	Syam.g_00354	Prbl.g_00985
OG0000930	Syam.g_00355	Prbl.g_00986
OG0000931	Syam.g_00356	Prbl.g_00987
OG0000932	Syam.g_00357	Prbl.g_00988
OG0000933	Syam.g_00363	Prbl.g_00993
OG0000934	Syam.g_00365	Prbl.g_00995
OG0000935	Syam.g_00366	Prbl.g_00996
OG0000936	Syam.g_00368	Prbl.g_00997
OG0000937	Syam.g_00369	Prbl.g_00998
OG0000938	Syam.g_00373	Prbl.g_01127
OG0000939	Syam.g_00374	Prbl.g_01128
OG0000940	Syam.g_00381	Prbl.g_01137
OG0000941	Syam.g_00383	Prbl.g_01139
OG0000942	Syam.g_00385	Prbl.g_01141
OG0000943	Syam.g_00386	Prbl.g_01142
OG0000944	Syam.g_00388	Prbl.g_01144
OG0000945	Syam.g_00390	Prbl.g_01146
OG0000946	Syam.g_00395	Prbl.g_01174
OG0000947	Syam.g_00398	Prbl.g_01177
OG0000948	Syam.g_00399	Prbl.g_01178
OG0000949	Syam.g_00159	Prbl.g_01181
OG0000950	Syam.g_00150	Prbl.g_00856
OG0000951	Syam.g_00145	Prbl.g_00851
OG0000952	Syam.g_00140	Prbl.g_00844
OG0000953	Syam.g_00136	Prbl.g_00840
OG0000954	Syam.g_00131	Prbl.g_01306
OG0000955	Syam.g_00130	Prbl.g_01305
OG0000956	Syam.g_00128	Prbl.g_01303
OG0000957	Syam.g_00117	Prbl.g_01287
OG0000958	Syam.g_00116	Prbl.g_01286
OG0000959	Syam.g_00112	Prbl.g_02638
OG0000960	Syam.g_00111	Prbl.g_02637
OG0000961	Syam.g_00108	Prbl.g_01235
OG0000962	Syam.g_00106	Prbl.g_02063
OG0000963	Syam.g_00101	Prbl.g_02058
OG0000964	Syam.g_00100	Prbl.g_02057
OG0000965	Syam.g_00099	Prbl.g_02056
OG0000966	Syam.g_00074	Prbl.g_02023
OG0000967	Syam.g_00069	Prbl.g_02017
OG0000968	Syam.g_00077	Prbl.g_02014
OG0000969	Syam.g_00072	Prbl.g_02012
OG0000970	Syam.g_00071	Prbl.g_02011
OG0000971	Syam.g_00066	Prbl.g_02009
OG0000972	Syam.g_00065	Prbl.g_02008
OG0000973	Syam.g_00064	Prbl.g_02007
OG0000974	Syam.g_00063	Prbl.g_02006
OG0000975	Syam.g_00062	Prbl.g_02005
OG0000976	Syam.g_00061	Prbl.g_02004
OG0000977	Syam.g_00059	Prbl.g_02002
OG0000978	Syam.g_00058	Prbl.g_02001
OG0000979	Syam.g_00055	Prbl.g_01998
OG0000980	Syam.g_00052	Prbl.g_01994
OG0000981	Syam.g_00049	Prbl.g_01991
OG0000982	Syam.g_02314	Prbl.g_02238
OG0000983	Syam.g_02315	Prbl.g_02237
OG0000984	Syam.g_02316	Prbl.g_02236
OG0000985	Syam.g_02318	Prbl.g_02232
OG0000986	Syam.g_02320	Prbl.g_02230
OG0000987	Syam.g_02322	Prbl.g_02228
OG0000988	Syam.g_02327	Prbl.g_02224
OG0000989	Syam.g_02334	Prbl.g_02214
OG0000990	Syam.g_02346	Prbl.g_02192
OG0000991	Syam.g_02348	Prbl.g_02189
OG0000992	Syam.g_02351	Prbl.g_02186
OG0000993	Syam.g_02352	Prbl.g_02185
OG0000994	Syam.g_02354	Prbl.g_02182
OG0000995	Syam.g_02359	Prbl.g_02173
OG0000996	Syam.g_02405	Prbl.g_02160
OG0000997	Syam.g_02416	Prbl.g_02151
OG0000998	Syam.g_02418	Prbl.g_02149
OG0000999	Syam.g_02419	Prbl.g_02148
OG0001000	Syam.g_02422	Prbl.g_02145
OG0001001	Syam.g_02427	Prbl.g_02141
OG0001002	Syam.g_02433	Prbl.g_02134
OG0001003	Syam.g_02434	Prbl.g_02132
OG0001004	Syam.g_02435	Prbl.g_02131
OG0001005	Syam.g_02436	Prbl.g_02129
OG0001006	Syam.g_02444	Prbl.g_02123
OG0001007	Syam.g_02446	Prbl.g_02121
OG0001008	Syam.g_01866	Prbl.g_00651
OG0001009	Syam.g_00032	Prbl.g_01972
OG0001010	Syam.g_00033	Prbl.g_01973
OG0001011	Syam.g_00034	Prbl.g_01975
OG0001012	Syam.g_02310	Prbl.g_02241
OG0001013	Syam.g_02296	Prbl.g_02266
OG0001014	Syam.g_02292	Prbl.g_02275
OG0001015	Syam.g_02291	Prbl.g_02276
OG0001016	Syam.g_02067	Prbl.g_00603
OG0001017	Syam.g_02073	Prbl.g_00597
OG0001018	Syam.g_02075	Prbl.g_00595
OG0001019	Syam.g_02093	Prbl.g_00582
OG0001020	Syam.g_02098	Prbl.g_00576
OG0001021	Syam.g_02102	Prbl.g_00572
OG0001022	Syam.g_02106	Prbl.g_00567
OG0001023	Syam.g_02107	Prbl.g_00566
OG0001024	Syam.g_02111	Prbl.g_00562
OG0001025	Syam.g_02118	Prbl.g_00555
OG0001026	Syam.g_02130	Prbl.g_00542
OG0001027	Syam.g_02135	Prbl.g_01332
OG0001028	Syam.g_02137	Prbl.g_01330
OG0001029	Syam.g_02139	Prbl.g_01328
OG0001030	Syam.g_02163	Prbl.g_00822
OG0001031	Syam.g_02239	Prbl.g_00074
OG0001032	Syam.g_02241	Prbl.g_00077
OG0001033	Syam.g_02265	Prbl.g_01281
OG0001034	Syam.g_00508	Prbl.g_00199
OG0001035	Syam.g_00265	Prbl.g_01498
OG0001036	Syam.g_00261	Prbl.g_01494
OG0001037	Syam.g_00259	Prbl.g_01492
OG0001038	Syam.g_00232	Prbl.g_01455
OG0001039	Syam.g_00229	Prbl.g_01452
OG0001040	Syam.g_00226	Prbl.g_01449
OG0001041	Syam.g_00221	Prbl.g_01444
OG0001042	Syam.g_00196	Prbl.g_01419
OG0001043	Syam.g_00192	Prbl.g_01417
OG0001044	Syam.g_00456	Prbl.g_01200
OG0001045	Syam.g_00469	Prbl.g_01211
OG0001046	Syam.g_01151	Prbl.g_00410
OG0001047	Syam.g_01864	Prbl.g_00649
OG0001048	Syam.g_01863	Prbl.g_00648
OG0001049	Syam.g_01855	Prbl.g_00645
OG0001050	Syam.g_01854	Prbl.g_00644
OG0001051	Syam.g_01853	Prbl.g_00643
OG0001052	Syam.g_01672	Prbl.g_01344
OG0001053	Syam.g_00586	Prbl.g_00514
OG0001054	Syam.g_00603	Prbl.g_00532
OG0001055	Syam.g_00624	Prbl.g_00790
OG0001056	Syam.g_00656	Prbl.g_00761
OG0001057	Syam.g_00664	Prbl.g_00749
OG0001058	Syam.g_00677	Prbl.g_01883
OG0001059	Syam.g_00681	Prbl.g_01887
OG0001060	Syam.g_00688	Prbl.g_01894
OG0001061	Syam.g_01744	Prbl.g_01796
OG0001062	Syam.g_01742	Prbl.g_01794
OG0001063	Syam.g_01737	Prbl.g_01790
OG0001064	Syam.g_01736	Prbl.g_01789
OG0001065	Syam.g_01735	Prbl.g_01788
OG0001066	Syam.g_01734	Prbl.g_01787
OG0001067	Syam.g_01733	Prbl.g_01786
OG0001068	Syam.g_01732	Prbl.g_01785
OG0001069	Syam.g_01731	Prbl.g_01784
OG0001070	Syam.g_01728	Prbl.g_01780
OG0001071	Syam.g_01727	Prbl.g_01779
OG0001072	Syam.g_01723	Prbl.g_01776
OG0001073	Syam.g_01709	Prbl.g_01757
OG0001074	Syam.g_01504	Prbl.g_01610
OG0001075	Syam.g_01502	Prbl.g_01611
OG0001076	Syam.g_01491	Prbl.g_01619
OG0001077	Syam.g_01480	Prbl.g_01629
OG0001078	Syam.g_01467	Prbl.g_01640
OG0001079	Syam.g_01454	Prbl.g_01659
OG0001080	Syam.g_01034	Prbl.g_01041
OG0001081	Syam.g_01386	Prbl.g_01031
OG0001082	Syam.g_01385	Prbl.g_01030
OG0001083	Syam.g_01377	Prbl.g_01405
OG0001084	Syam.g_01376	Prbl.g_01404
OG0001085	Syam.g_01366	Prbl.g_01394
OG0001086	Syam.g_01364	Prbl.g_01392
OG0001087	Syam.g_00813	Prbl.g_01853
OG0001088	Syam.g_00809	Prbl.g_01857
OG0001089	Syam.g_00785	Prbl.g_00024
OG0001090	Syam.g_01246	Prbl.g_02565
OG0001091	Syam.g_01244	Prbl.g_02563
OG0001092	Syam.g_01242	Prbl.g_02562
OG0001093	Syam.g_01236	Prbl.g_02558
OG0001094	Syam.g_01296	Prbl.g_02341
OG0001095	Syam.g_01276	Prbl.g_02322
OG0001096	Syam.g_01260	Prbl.g_02306
OG0001097	Syam.g_00727	Prbl.g_01550
OG0001098	Syam.g_01037	Prbl.g_02423
OG0001099	Syam.g_02138	Prbl.g_01329
OG0001100	Syam.g_01356	Prbl.g_02414
OG0001101	Syam.g_01355	Prbl.g_02413
OG0001103	Syam.g_01350	Prbl.g_02408
OG0001104	Syam.g_01311	Prbl.g_02351
OG0001105	Syam.g_01307	Prbl.g_02356
OG0001106	Syam.g_01110	Prbl.g_02466
OG0001107	Syam.g_01122	Prbl.g_02476
OG0001108	Syam.g_01132	Prbl.g_02483
OG0001109	Syam.g_01134	Prbl.g_02485
OG0001110	Syam.g_01136	Prbl.g_02487
OG0001111	Syam.g_01138	Prbl.g_02489
OG0001112	Syam.g_01140	Prbl.g_02491
OG0001113	Syam.g_01141	Prbl.g_02492
OG0001114	Syam.g_01142	Prbl.g_02493
OG0001115	Syam.g_01146	Prbl.g_02495
OG0001116	Syam.g_01148	Prbl.g_02496
OG0001117	Syam.g_01149	Prbl.g_02497
OG0001118	Syam.g_01150	Prbl.g_02498
OG0001119	Syam.g_01152	Prbl.g_02499
OG0001120	Syam.g_01156	Prbl.g_02501
OG0001122	Syam.g_01184	Prbl.g_02529
OG0001123	Syam.g_01191	Prbl.g_02536
OG0001124	Syam.g_01194	Prbl.g_02538
OG0001125	Syam.g_01196	Prbl.g_02540
OG0001126	Syam.g_00757	Prbl.g_00939
OG0001127	Syam.g_00758	Prbl.g_00938
OG0001128	Syam.g_00764	Prbl.g_00935
OG0001129	Syam.g_00766	Prbl.g_00934
OG0001130	Syam.g_00767	Prbl.g_00933
OG0001131	Syam.g_01337	Prbl.g_02575
