Orthogroup	Syam	Prbj
OG0000571	Syam.g_01745	Prbj.g_01803
OG0000572	Syam.g_01729	Prbj.g_01787
OG0000573	Syam.g_01721	Prbj.g_01780
OG0000574	Syam.g_01720	Prbj.g_01779
OG0000575	Syam.g_01716	Prbj.g_01770
OG0000576	Syam.g_01714	Prbj.g_01768
OG0000577	Syam.g_01713	Prbj.g_01767
OG0000578	Syam.g_01712	Prbj.g_01766
OG0000579	Syam.g_01711	Prbj.g_01765
OG0000580	Syam.g_01710	Prbj.g_01764
OG0000581	Syam.g_01704	Prbj.g_01760
OG0000582	Syam.g_01513	Prbj.g_01756
OG0000583	Syam.g_01512	Prbj.g_01755
OG0000584	Syam.g_01511	Prbj.g_01754
OG0000585	Syam.g_01509	Prbj.g_01752
OG0000586	Syam.g_01508	Prbj.g_01750
OG0000587	Syam.g_01506	Prbj.g_01748
OG0000588	Syam.g_01498	Prbj.g_02547
OG0000589	Syam.g_01494	Prbj.g_02550
OG0000590	Syam.g_01493	Prbj.g_02551
OG0000591	Syam.g_01486	Prbj.g_02558
OG0000592	Syam.g_01485	Prbj.g_02559
OG0000593	Syam.g_01471	Prbj.g_02569
OG0000594	Syam.g_01470	Prbj.g_02570
OG0000595	Syam.g_01469	Prbj.g_02571
OG0000596	Syam.g_01465	Prbj.g_02576
OG0000597	Syam.g_01462	Prbj.g_02579
OG0000598	Syam.g_01461	Prbj.g_02580
OG0000599	Syam.g_01458	Prbj.g_02590
OG0000600	Syam.g_01457	Prbj.g_02591
OG0000601	Syam.g_01456	Prbj.g_02592
OG0000602	Syam.g_01451	Prbj.g_02596
OG0000603	Syam.g_01450	Prbj.g_02597
OG0000604	Syam.g_01447	Prbj.g_02598
OG0000605	Syam.g_01031	Prbj.g_00792
OG0000606	Syam.g_01387	Prbj.g_00803
OG0000607	Syam.g_01384	Prbj.g_00806
OG0000608	Syam.g_01383	Prbj.g_00807
OG0000609	Syam.g_01380	Prbj.g_00809
OG0000610	Syam.g_01373	Prbj.g_00818
OG0000611	Syam.g_01370	Prbj.g_00821
OG0000612	Syam.g_01369	Prbj.g_00822
OG0000613	Syam.g_00170	Prbj.g_01466
OG0000614	Syam.g_00801	Prbj.g_00946
OG0000615	Syam.g_01332	Prbj.g_02373
OG0000616	Syam.g_02430	Prbj.g_02057
OG0000617	Syam.g_01240	Prbj.g_02184
OG0000618	Syam.g_01239	Prbj.g_02185
OG0000619	Syam.g_01238	Prbj.g_02186
OG0000620	Syam.g_01233	Prbj.g_02190
OG0000621	Syam.g_01232	Prbj.g_02191
OG0000622	Syam.g_01231	Prbj.g_02192
OG0000623	Syam.g_01230	Prbj.g_02193
OG0000624	Syam.g_01228	Prbj.g_02194
OG0000625	Syam.g_01227	Prbj.g_02195
OG0000626	Syam.g_01226	Prbj.g_02196
OG0000627	Syam.g_01065	Prbj.g_02320
OG0000628	Syam.g_01067	Prbj.g_02319
OG0000629	Syam.g_01070	Prbj.g_02316
OG0000630	Syam.g_01074	Prbj.g_02312
OG0000631	Syam.g_01084	Prbj.g_02306
OG0000632	Syam.g_01085	Prbj.g_02305
OG0000633	Syam.g_01086	Prbj.g_02304
OG0000634	Syam.g_01294	Prbj.g_02408
OG0000635	Syam.g_01293	Prbj.g_02409
OG0000636	Syam.g_01291	Prbj.g_02411
OG0000637	Syam.g_01289	Prbj.g_02413
OG0000638	Syam.g_01288	Prbj.g_02414
OG0000639	Syam.g_01287	Prbj.g_02415
OG0000640	Syam.g_01286	Prbj.g_02416
OG0000641	Syam.g_01282	Prbj.g_02420
OG0000642	Syam.g_01281	Prbj.g_02421
OG0000643	Syam.g_01280	Prbj.g_02422
OG0000644	Syam.g_01279	Prbj.g_02423
OG0000645	Syam.g_01277	Prbj.g_02424
OG0000646	Syam.g_01274	Prbj.g_02427
OG0000647	Syam.g_01272	Prbj.g_02430
OG0000648	Syam.g_01269	Prbj.g_02432
OG0000649	Syam.g_01268	Prbj.g_02433
OG0000650	Syam.g_01267	Prbj.g_02434
OG0000651	Syam.g_01266	Prbj.g_02435
OG0000652	Syam.g_01265	Prbj.g_02436
OG0000653	Syam.g_01263	Prbj.g_02438
OG0000654	Syam.g_01262	Prbj.g_02439
OG0000655	Syam.g_01261	Prbj.g_02440
OG0000656	Syam.g_01258	Prbj.g_02443
OG0000657	Syam.g_00739	Prbj.g_02476
OG0000658	Syam.g_00735	Prbj.g_02478
OG0000659	Syam.g_00734	Prbj.g_02479
OG0000660	Syam.g_00730	Prbj.g_02483
OG0000661	Syam.g_00728	Prbj.g_02485
OG0000662	Syam.g_00726	Prbj.g_02487
OG0000663	Syam.g_00723	Prbj.g_02490
OG0000664	Syam.g_00722	Prbj.g_02491
OG0000665	Syam.g_02027	Prbj.g_02504
OG0000666	Syam.g_01030	Prbj.g_02507
OG0000667	Syam.g_00937	Prbj.g_02514
OG0000668	Syam.g_01185	Prbj.g_02215
OG0000669	Syam.g_01358	Prbj.g_02523
OG0000670	Syam.g_00528	Prbj.g_00044
OG0000671	Syam.g_01354	Prbj.g_02335
OG0000672	Syam.g_01351	Prbj.g_02338
OG0000673	Syam.g_01348	Prbj.g_02341
OG0000674	Syam.g_01346	Prbj.g_02343
OG0000675	Syam.g_01345	Prbj.g_02344
OG0000676	Syam.g_01343	Prbj.g_02352
OG0000677	Syam.g_01342	Prbj.g_02354
OG0000678	Syam.g_01339	Prbj.g_02359
OG0000679	Syam.g_01323	Prbj.g_02379
OG0000680	Syam.g_01322	Prbj.g_02380
OG0000681	Syam.g_01319	Prbj.g_02382
OG0000682	Syam.g_01318	Prbj.g_02383
OG0000683	Syam.g_01317	Prbj.g_02384
OG0000684	Syam.g_01312	Prbj.g_02397
OG0000685	Syam.g_01310	Prbj.g_02395
OG0000686	Syam.g_01309	Prbj.g_02394
OG0000687	Syam.g_01308	Prbj.g_02393
OG0000688	Syam.g_01304	Prbj.g_02399
OG0000689	Syam.g_01302	Prbj.g_02400
OG0000690	Syam.g_01301	Prbj.g_02401
OG0000691	Syam.g_01300	Prbj.g_02402
OG0000692	Syam.g_01299	Prbj.g_02403
OG0000693	Syam.g_01298	Prbj.g_02404
OG0000694	Syam.g_01297	Prbj.g_02405
OG0000695	Syam.g_01088	Prbj.g_02302
OG0000696	Syam.g_01089	Prbj.g_02301
OG0000697	Syam.g_01091	Prbj.g_02299
OG0000698	Syam.g_01094	Prbj.g_02296
OG0000699	Syam.g_01096	Prbj.g_02294
OG0000700	Syam.g_01097	Prbj.g_02293
OG0000701	Syam.g_01098	Prbj.g_02292
OG0000702	Syam.g_01106	Prbj.g_02284
OG0000703	Syam.g_01107	Prbj.g_02283
OG0000704	Syam.g_01109	Prbj.g_02281
OG0000705	Syam.g_01116	Prbj.g_02275
OG0000706	Syam.g_01117	Prbj.g_02274
OG0000707	Syam.g_01118	Prbj.g_02273
OG0000708	Syam.g_01121	Prbj.g_02271
OG0000709	Syam.g_01131	Prbj.g_02264
OG0000710	Syam.g_01135	Prbj.g_02260
OG0000711	Syam.g_01165	Prbj.g_02237
OG0000712	Syam.g_01167	Prbj.g_02236
OG0000713	Syam.g_01168	Prbj.g_02235
OG0000714	Syam.g_01170	Prbj.g_02231
OG0000715	Syam.g_01172	Prbj.g_02229
OG0000716	Syam.g_01176	Prbj.g_02225
OG0000717	Syam.g_01177	Prbj.g_02224
OG0000718	Syam.g_01181	Prbj.g_02219
OG0000719	Syam.g_01183	Prbj.g_02217
OG0000720	Syam.g_01197	Prbj.g_02204
OG0000721	Syam.g_01199	Prbj.g_02203
OG0000722	Syam.g_01200	Prbj.g_02202
OG0000723	Syam.g_01224	Prbj.g_02198
OG0000724	Syam.g_00768	Prbj.g_01843
OG0000725	Syam.g_00777	Prbj.g_01836
OG0000726	Syam.g_00778	Prbj.g_01835
OG0000727	Syam.g_00779	Prbj.g_01834
OG0000728	Syam.g_00781	Prbj.g_01833
OG0000729	Syam.g_00105	Prbj.g_01289
OG0000730	Syam.g_00454	Prbj.g_00343
OG0000731	Syam.g_00466	Prbj.g_00333
OG0000732	Syam.g_00051	Prbj.g_01220
OG0000733	Syam.g_02339	Prbj.g_01997
OG0000734	Syam.g_02128	Prbj.g_00627
OG0000735	Syam.g_01810	Prbj.g_00953
OG0000736	Syam.g_01809	Prbj.g_00954
OG0000737	Syam.g_01808	Prbj.g_00955
OG0000738	Syam.g_01803	Prbj.g_00962
OG0000739	Syam.g_01802	Prbj.g_00964
OG0000740	Syam.g_01801	Prbj.g_00965
OG0000741	Syam.g_01798	Prbj.g_00968
OG0000742	Syam.g_01796	Prbj.g_00970
OG0000743	Syam.g_01794	Prbj.g_00972
OG0000744	Syam.g_01793	Prbj.g_00973
OG0000745	Syam.g_01791	Prbj.g_00846
OG0000746	Syam.g_01789	Prbj.g_00844
OG0000747	Syam.g_01788	Prbj.g_00843
OG0000748	Syam.g_01779	Prbj.g_00831
OG0000749	Syam.g_01776	Prbj.g_00830
OG0000750	Syam.g_01775	Prbj.g_00829
OG0000751	Syam.g_01770	Prbj.g_00305
OG0000752	Syam.g_01768	Prbj.g_00308
OG0000753	Syam.g_01765	Prbj.g_00311
OG0000754	Syam.g_00910	Prbj.g_01910
OG0000755	Syam.g_00900	Prbj.g_00002
OG0000756	Syam.g_00899	Prbj.g_00003
OG0000757	Syam.g_00891	Prbj.g_00010
OG0000758	Syam.g_00890	Prbj.g_00011
OG0000759	Syam.g_00889	Prbj.g_00012
OG0000760	Syam.g_00888	Prbj.g_00013
OG0000761	Syam.g_00886	Prbj.g_00014
OG0000762	Syam.g_00884	Prbj.g_01908
OG0000763	Syam.g_00882	Prbj.g_01906
OG0000764	Syam.g_00881	Prbj.g_01905
OG0000765	Syam.g_00864	Prbj.g_02163
OG0000766	Syam.g_00863	Prbj.g_02164
OG0000767	Syam.g_00861	Prbj.g_02166
OG0000768	Syam.g_00860	Prbj.g_02167
OG0000769	Syam.g_00858	Prbj.g_00313
OG0000770	Syam.g_00855	Prbj.g_00019
OG0000771	Syam.g_00762	Prbj.g_01848
OG0000772	Syam.g_01005	Prbj.g_01679
OG0000773	Syam.g_01816	Prbj.g_00161
OG0000774	Syam.g_01820	Prbj.g_01719
OG0000775	Syam.g_01823	Prbj.g_01721
OG0000776	Syam.g_01824	Prbj.g_01722
OG0000777	Syam.g_01825	Prbj.g_01723
OG0000778	Syam.g_01826	Prbj.g_01724
OG0000779	Syam.g_01832	Prbj.g_01729
OG0000780	Syam.g_01835	Prbj.g_01732
OG0000781	Syam.g_01839	Prbj.g_01736
OG0000782	Syam.g_01840	Prbj.g_01737
OG0000783	Syam.g_01841	Prbj.g_01738
OG0000784	Syam.g_01842	Prbj.g_01739
OG0000785	Syam.g_01844	Prbj.g_01741
OG0000786	Syam.g_01700	Prbj.g_01744
OG0000787	Syam.g_01701	Prbj.g_01745
OG0000788	Syam.g_01455	Prbj.g_00094
OG0000789	Syam.g_01044	Prbj.g_00687
OG0000790	Syam.g_00570	Prbj.g_01643
OG0000791	Syam.g_00568	Prbj.g_01645
OG0000792	Syam.g_00567	Prbj.g_01646
OG0000793	Syam.g_00562	Prbj.g_01650
OG0000794	Syam.g_00561	Prbj.g_01651
OG0000795	Syam.g_00560	Prbj.g_01652
OG0000796	Syam.g_00556	Prbj.g_01656
OG0000797	Syam.g_00555	Prbj.g_01657
OG0000798	Syam.g_00233	Prbj.g_01402
OG0000799	Syam.g_01585	Prbj.g_01304
OG0000800	Syam.g_01588	Prbj.g_01303
OG0000801	Syam.g_01589	Prbj.g_01302
OG0000802	Syam.g_01592	Prbj.g_01293
OG0000803	Syam.g_01597	Prbj.g_01041
OG0000804	Syam.g_01600	Prbj.g_01043
OG0000805	Syam.g_01602	Prbj.g_01045
OG0000806	Syam.g_01604	Prbj.g_01047
OG0000807	Syam.g_01606	Prbj.g_01049
OG0000808	Syam.g_01607	Prbj.g_01050
OG0000809	Syam.g_01610	Prbj.g_01054
OG0000810	Syam.g_01611	Prbj.g_01055
OG0000811	Syam.g_01616	Prbj.g_01067
OG0000812	Syam.g_01618	Prbj.g_01069
OG0000813	Syam.g_01619	Prbj.g_01070
OG0000814	Syam.g_01621	Prbj.g_01072
OG0000815	Syam.g_01622	Prbj.g_01073
OG0000816	Syam.g_01624	Prbj.g_01075
OG0000817	Syam.g_01625	Prbj.g_01076
OG0000818	Syam.g_01631	Prbj.g_00631
OG0000819	Syam.g_01632	Prbj.g_00632
OG0000820	Syam.g_01633	Prbj.g_00633
OG0000821	Syam.g_01639	Prbj.g_00640
OG0000822	Syam.g_01641	Prbj.g_00642
OG0000823	Syam.g_01642	Prbj.g_00643
OG0000824	Syam.g_01648	Prbj.g_00647
OG0000825	Syam.g_01649	Prbj.g_00648
OG0000826	Syam.g_01650	Prbj.g_00649
OG0000827	Syam.g_01651	Prbj.g_00650
OG0000828	Syam.g_01655	Prbj.g_00653
OG0000829	Syam.g_01656	Prbj.g_00654
OG0000830	Syam.g_01657	Prbj.g_00655
OG0000831	Syam.g_01659	Prbj.g_00657
OG0000832	Syam.g_01923	Prbj.g_01684
OG0000833	Syam.g_01932	Prbj.g_01692
OG0000834	Syam.g_01933	Prbj.g_01693
OG0000835	Syam.g_01934	Prbj.g_01694
OG0000836	Syam.g_01937	Prbj.g_01696
OG0000837	Syam.g_01938	Prbj.g_01697
OG0000838	Syam.g_01946	Prbj.g_01700
OG0000839	Syam.g_01947	Prbj.g_01701
OG0000840	Syam.g_01948	Prbj.g_01702
OG0000841	Syam.g_01949	Prbj.g_01703
OG0000842	Syam.g_01950	Prbj.g_01704
OG0000843	Syam.g_01951	Prbj.g_01705
OG0000844	Syam.g_01953	Prbj.g_01707
OG0000845	Syam.g_01954	Prbj.g_01708
OG0000846	Syam.g_01955	Prbj.g_01709
OG0000847	Syam.g_01956	Prbj.g_01710
OG0000848	Syam.g_01958	Prbj.g_01711
OG0000849	Syam.g_01959	Prbj.g_01712
OG0000850	Syam.g_01961	Prbj.g_01713
OG0000851	Syam.g_01966	Prbj.g_00888
OG0000852	Syam.g_01967	Prbj.g_00887
OG0000853	Syam.g_01971	Prbj.g_00882
OG0000854	Syam.g_01973	Prbj.g_00880
OG0000855	Syam.g_01974	Prbj.g_00879
OG0000856	Syam.g_01483	Prbj.g_02561
OG0000857	Syam.g_01273	Prbj.g_02429
OG0000858	Syam.g_01980	Prbj.g_00868
OG0000859	Syam.g_01981	Prbj.g_00867
OG0000860	Syam.g_01992	Prbj.g_00855
OG0000861	Syam.g_01993	Prbj.g_00854
OG0000862	Syam.g_01994	Prbj.g_00852
OG0000863	Syam.g_01996	Prbj.g_00495
OG0000864	Syam.g_01997	Prbj.g_00494
OG0000865	Syam.g_01998	Prbj.g_00493
OG0000866	Syam.g_01999	Prbj.g_00492
OG0000867	Syam.g_02000	Prbj.g_00491
OG0000868	Syam.g_02003	Prbj.g_00489
OG0000869	Syam.g_02007	Prbj.g_00486
OG0000870	Syam.g_02012	Prbj.g_00481
OG0000871	Syam.g_02013	Prbj.g_00480
OG0000872	Syam.g_02021	Prbj.g_00478
OG0000873	Syam.g_02024	Prbj.g_00475
OG0000874	Syam.g_02019	Prbj.g_00471
OG0000875	Syam.g_02026	Prbj.g_00470
OG0000876	Syam.g_01877	Prbj.g_00469
OG0000877	Syam.g_01882	Prbj.g_00466
OG0000878	Syam.g_01883	Prbj.g_00465
OG0000879	Syam.g_01884	Prbj.g_00464
OG0000880	Syam.g_01885	Prbj.g_00463
OG0000881	Syam.g_01891	Prbj.g_00458
OG0000882	Syam.g_01896	Prbj.g_00453
OG0000883	Syam.g_01898	Prbj.g_00451
OG0000884	Syam.g_01900	Prbj.g_00449
OG0000885	Syam.g_01901	Prbj.g_00448
OG0000886	Syam.g_01902	Prbj.g_00447
OG0000887	Syam.g_01903	Prbj.g_00446
OG0000888	Syam.g_01905	Prbj.g_00444
OG0000889	Syam.g_01907	Prbj.g_00442
OG0000890	Syam.g_01910	Prbj.g_00428
OG0000891	Syam.g_01911	Prbj.g_00427
OG0000892	Syam.g_01913	Prbj.g_00425
OG0000893	Syam.g_00287	Prbj.g_02660
OG0000894	Syam.g_00290	Prbj.g_02656
OG0000895	Syam.g_00294	Prbj.g_02651
OG0000896	Syam.g_00295	Prbj.g_02650
OG0000897	Syam.g_00297	Prbj.g_02648
OG0000898	Syam.g_00298	Prbj.g_02647
OG0000899	Syam.g_00299	Prbj.g_02646
OG0000900	Syam.g_00300	Prbj.g_02645
OG0000901	Syam.g_00305	Prbj.g_02641
OG0000902	Syam.g_00307	Prbj.g_02639
OG0000903	Syam.g_00322	Prbj.g_01027
OG0000904	Syam.g_00317	Prbj.g_01032
OG0000905	Syam.g_00312	Prbj.g_01034
OG0000906	Syam.g_00309	Prbj.g_02635
OG0000907	Syam.g_00324	Prbj.g_01025
OG0000908	Syam.g_00327	Prbj.g_01022
OG0000909	Syam.g_00328	Prbj.g_01021
OG0000910	Syam.g_00329	Prbj.g_01020
OG0000911	Syam.g_00331	Prbj.g_01018
OG0000912	Syam.g_00332	Prbj.g_01017
OG0000913	Syam.g_00333	Prbj.g_01016
OG0000914	Syam.g_00334	Prbj.g_01015
OG0000915	Syam.g_00336	Prbj.g_01014
OG0000916	Syam.g_00337	Prbj.g_01013
OG0000917	Syam.g_00338	Prbj.g_01012
OG0000918	Syam.g_00339	Prbj.g_01011
OG0000919	Syam.g_00340	Prbj.g_01010
OG0000920	Syam.g_00341	Prbj.g_01009
OG0000921	Syam.g_00342	Prbj.g_01008
OG0000922	Syam.g_00343	Prbj.g_01007
OG0000923	Syam.g_00347	Prbj.g_01003
OG0000924	Syam.g_00348	Prbj.g_01002
OG0000925	Syam.g_00349	Prbj.g_01001
OG0000926	Syam.g_00350	Prbj.g_01000
OG0000927	Syam.g_00352	Prbj.g_00998
OG0000928	Syam.g_00353	Prbj.g_00997
OG0000929	Syam.g_00354	Prbj.g_00996
OG0000930	Syam.g_00355	Prbj.g_00995
OG0000931	Syam.g_00356	Prbj.g_00994
OG0000932	Syam.g_00357	Prbj.g_00993
OG0000933	Syam.g_00363	Prbj.g_00988
OG0000934	Syam.g_00365	Prbj.g_00986
OG0000935	Syam.g_00366	Prbj.g_00985
OG0000936	Syam.g_00368	Prbj.g_00984
OG0000937	Syam.g_00369	Prbj.g_00983
OG0000938	Syam.g_00373	Prbj.g_00414
OG0000939	Syam.g_00374	Prbj.g_00413
OG0000940	Syam.g_00381	Prbj.g_00404
OG0000941	Syam.g_00383	Prbj.g_00402
OG0000942	Syam.g_00385	Prbj.g_00400
OG0000943	Syam.g_00386	Prbj.g_00399
OG0000944	Syam.g_00388	Prbj.g_00397
OG0000945	Syam.g_00390	Prbj.g_00395
OG0000946	Syam.g_00395	Prbj.g_00368
OG0000947	Syam.g_00398	Prbj.g_00365
OG0000948	Syam.g_00399	Prbj.g_00364
OG0000949	Syam.g_00159	Prbj.g_00361
OG0000950	Syam.g_00150	Prbj.g_01501
OG0000951	Syam.g_00145	Prbj.g_01506
OG0000952	Syam.g_00140	Prbj.g_01513
OG0000953	Syam.g_00136	Prbj.g_01517
OG0000954	Syam.g_00131	Prbj.g_01577
OG0000955	Syam.g_00130	Prbj.g_01578
OG0000956	Syam.g_00128	Prbj.g_01580
OG0000957	Syam.g_00117	Prbj.g_01596
OG0000958	Syam.g_00116	Prbj.g_01597
OG0000959	Syam.g_00112	Prbj.g_01821
OG0000960	Syam.g_00111	Prbj.g_01820
OG0000961	Syam.g_00108	Prbj.g_01809
OG0000962	Syam.g_00106	Prbj.g_01290
OG0000963	Syam.g_00101	Prbj.g_01285
OG0000964	Syam.g_00100	Prbj.g_01284
OG0000965	Syam.g_00099	Prbj.g_01283
OG0000966	Syam.g_00074	Prbj.g_01250
OG0000967	Syam.g_00069	Prbj.g_01244
OG0000968	Syam.g_00077	Prbj.g_01241
OG0000969	Syam.g_00072	Prbj.g_01239
OG0000970	Syam.g_00071	Prbj.g_01238
OG0000971	Syam.g_00066	Prbj.g_01236
OG0000972	Syam.g_00065	Prbj.g_01235
OG0000973	Syam.g_00064	Prbj.g_01234
OG0000974	Syam.g_00063	Prbj.g_01233
OG0000975	Syam.g_00062	Prbj.g_01232
OG0000976	Syam.g_00061	Prbj.g_01231
OG0000977	Syam.g_00059	Prbj.g_01229
OG0000978	Syam.g_00058	Prbj.g_01228
OG0000979	Syam.g_00055	Prbj.g_01225
OG0000980	Syam.g_00052	Prbj.g_01221
OG0000981	Syam.g_00049	Prbj.g_01218
OG0000982	Syam.g_02314	Prbj.g_01956
OG0000983	Syam.g_02315	Prbj.g_01957
OG0000984	Syam.g_02316	Prbj.g_01958
OG0000985	Syam.g_02318	Prbj.g_01962
OG0000986	Syam.g_02320	Prbj.g_01964
OG0000987	Syam.g_02322	Prbj.g_01966
OG0000988	Syam.g_02327	Prbj.g_01970
OG0000989	Syam.g_02334	Prbj.g_01980
OG0000990	Syam.g_02346	Prbj.g_02002
OG0000991	Syam.g_02348	Prbj.g_02005
OG0000992	Syam.g_02351	Prbj.g_02008
OG0000993	Syam.g_02352	Prbj.g_02009
OG0000994	Syam.g_02354	Prbj.g_02012
OG0000995	Syam.g_02359	Prbj.g_02021
OG0000996	Syam.g_02405	Prbj.g_02034
OG0000997	Syam.g_02416	Prbj.g_02043
OG0000998	Syam.g_02418	Prbj.g_02045
OG0000999	Syam.g_02419	Prbj.g_02046
OG0001000	Syam.g_02422	Prbj.g_02049
OG0001001	Syam.g_02427	Prbj.g_02053
OG0001002	Syam.g_02433	Prbj.g_02060
OG0001003	Syam.g_02434	Prbj.g_02062
OG0001004	Syam.g_02435	Prbj.g_02063
OG0001005	Syam.g_02436	Prbj.g_02065
OG0001006	Syam.g_02444	Prbj.g_02071
OG0001007	Syam.g_02446	Prbj.g_02073
OG0001008	Syam.g_01866	Prbj.g_00101
OG0001009	Syam.g_00032	Prbj.g_01199
OG0001010	Syam.g_00033	Prbj.g_01200
OG0001011	Syam.g_00034	Prbj.g_01202
OG0001012	Syam.g_02310	Prbj.g_01953
OG0001013	Syam.g_02296	Prbj.g_01928
OG0001014	Syam.g_02292	Prbj.g_01919
OG0001015	Syam.g_02291	Prbj.g_01918
OG0001016	Syam.g_02067	Prbj.g_00569
OG0001017	Syam.g_02073	Prbj.g_00575
OG0001018	Syam.g_02075	Prbj.g_00577
OG0001019	Syam.g_02093	Prbj.g_00590
OG0001020	Syam.g_02098	Prbj.g_00596
OG0001021	Syam.g_02102	Prbj.g_00600
OG0001022	Syam.g_02106	Prbj.g_00605
OG0001023	Syam.g_02107	Prbj.g_00606
OG0001024	Syam.g_02111	Prbj.g_00610
OG0001025	Syam.g_02118	Prbj.g_00617
OG0001026	Syam.g_02130	Prbj.g_00630
OG0001027	Syam.g_02135	Prbj.g_01550
OG0001028	Syam.g_02137	Prbj.g_01552
OG0001029	Syam.g_02139	Prbj.g_01554
OG0001030	Syam.g_02163	Prbj.g_01535
OG0001031	Syam.g_02239	Prbj.g_01143
OG0001032	Syam.g_02241	Prbj.g_01146
OG0001033	Syam.g_02265	Prbj.g_00287
OG0001034	Syam.g_00508	Prbj.g_02608
OG0001035	Syam.g_00265	Prbj.g_01360
OG0001036	Syam.g_00261	Prbj.g_01364
OG0001037	Syam.g_00259	Prbj.g_01366
OG0001038	Syam.g_00232	Prbj.g_01403
OG0001039	Syam.g_00229	Prbj.g_01406
OG0001040	Syam.g_00226	Prbj.g_01409
OG0001041	Syam.g_00221	Prbj.g_01414
OG0001042	Syam.g_00196	Prbj.g_01439
OG0001043	Syam.g_00192	Prbj.g_01441
OG0001044	Syam.g_00456	Prbj.g_00342
OG0001045	Syam.g_00469	Prbj.g_00330
OG0001046	Syam.g_01151	Prbj.g_00874
OG0001047	Syam.g_01864	Prbj.g_00103
OG0001048	Syam.g_01863	Prbj.g_00104
OG0001049	Syam.g_01855	Prbj.g_00107
OG0001050	Syam.g_01854	Prbj.g_00108
OG0001051	Syam.g_01853	Prbj.g_00109
OG0001052	Syam.g_01672	Prbj.g_00132
OG0001053	Syam.g_00586	Prbj.g_01627
OG0001054	Syam.g_00603	Prbj.g_01609
OG0001055	Syam.g_00624	Prbj.g_02103
OG0001056	Syam.g_00656	Prbj.g_02132
OG0001057	Syam.g_00664	Prbj.g_02144
OG0001058	Syam.g_00677	Prbj.g_01863
OG0001059	Syam.g_00681	Prbj.g_01867
OG0001060	Syam.g_00688	Prbj.g_01874
OG0001061	Syam.g_01744	Prbj.g_01802
OG0001062	Syam.g_01742	Prbj.g_01800
OG0001063	Syam.g_01737	Prbj.g_01796
OG0001064	Syam.g_01736	Prbj.g_01795
OG0001065	Syam.g_01735	Prbj.g_01794
OG0001066	Syam.g_01734	Prbj.g_01793
OG0001067	Syam.g_01733	Prbj.g_01792
OG0001068	Syam.g_01732	Prbj.g_01791
OG0001069	Syam.g_01731	Prbj.g_01790
OG0001070	Syam.g_01728	Prbj.g_01786
OG0001071	Syam.g_01727	Prbj.g_01785
OG0001072	Syam.g_01723	Prbj.g_01782
OG0001073	Syam.g_01709	Prbj.g_01763
OG0001074	Syam.g_01504	Prbj.g_02544
OG0001075	Syam.g_01502	Prbj.g_02545
OG0001076	Syam.g_01491	Prbj.g_02553
OG0001077	Syam.g_01480	Prbj.g_02563
OG0001078	Syam.g_01467	Prbj.g_02574
OG0001079	Syam.g_01454	Prbj.g_02593
OG0001080	Syam.g_01034	Prbj.g_00794
OG0001081	Syam.g_01386	Prbj.g_00804
OG0001082	Syam.g_01385	Prbj.g_00805
OG0001083	Syam.g_01377	Prbj.g_00813
OG0001084	Syam.g_01376	Prbj.g_00815
OG0001085	Syam.g_01366	Prbj.g_00825
OG0001086	Syam.g_01364	Prbj.g_02707
OG0001087	Syam.g_00813	Prbj.g_00927
OG0001088	Syam.g_00809	Prbj.g_00931
OG0001089	Syam.g_00785	Prbj.g_00757
OG0001090	Syam.g_01246	Prbj.g_02180
OG0001091	Syam.g_01244	Prbj.g_02182
OG0001092	Syam.g_01242	Prbj.g_02183
OG0001093	Syam.g_01236	Prbj.g_02187
OG0001094	Syam.g_01296	Prbj.g_02406
OG0001095	Syam.g_01276	Prbj.g_02425
OG0001096	Syam.g_01260	Prbj.g_02441
OG0001097	Syam.g_00727	Prbj.g_02486
OG0001098	Syam.g_01037	Prbj.g_02323
OG0001099	Syam.g_02138	Prbj.g_01553
OG0001100	Syam.g_01356	Prbj.g_02333
OG0001101	Syam.g_01355	Prbj.g_02334
OG0001103	Syam.g_01350	Prbj.g_02339
OG0001104	Syam.g_01311	Prbj.g_02396
OG0001105	Syam.g_01307	Prbj.g_02391
OG0001106	Syam.g_01110	Prbj.g_02280
OG0001107	Syam.g_01122	Prbj.g_02270
OG0001108	Syam.g_01132	Prbj.g_02263
OG0001109	Syam.g_01134	Prbj.g_02261
OG0001110	Syam.g_01136	Prbj.g_02259
OG0001111	Syam.g_01138	Prbj.g_02257
OG0001112	Syam.g_01140	Prbj.g_02255
OG0001113	Syam.g_01141	Prbj.g_02254
OG0001114	Syam.g_01142	Prbj.g_02253
OG0001115	Syam.g_01146	Prbj.g_02251
OG0001116	Syam.g_01148	Prbj.g_02250
OG0001117	Syam.g_01149	Prbj.g_02249
OG0001118	Syam.g_01150	Prbj.g_02248
OG0001119	Syam.g_01152	Prbj.g_02247
OG0001120	Syam.g_01156	Prbj.g_02245
OG0001122	Syam.g_01184	Prbj.g_02216
OG0001123	Syam.g_01191	Prbj.g_02209
OG0001124	Syam.g_01194	Prbj.g_02207
OG0001125	Syam.g_01196	Prbj.g_02205
OG0001126	Syam.g_00757	Prbj.g_01850
OG0001127	Syam.g_00758	Prbj.g_01849
OG0001128	Syam.g_00764	Prbj.g_01846
OG0001129	Syam.g_00766	Prbj.g_01845
OG0001130	Syam.g_00767	Prbj.g_01844
OG0001131	Syam.g_01337	Prbj.g_02687
