Orthogroup	Syam	Praj
OG0000584	Syam.g_01511	Praj.g_00598
OG0000585	Syam.g_01509	Praj.g_00600
OG0000586	Syam.g_01508	Praj.g_00601
OG0000587	Syam.g_01506	Praj.g_00602
OG0000588	Syam.g_01498	Praj.g_00606
OG0000589	Syam.g_01494	Praj.g_00609
OG0000590	Syam.g_01493	Praj.g_00610
OG0000591	Syam.g_01486	Praj.g_00613
OG0000592	Syam.g_01485	Praj.g_00614
OG0000593	Syam.g_01471	Praj.g_00620
OG0000594	Syam.g_01470	Praj.g_00621
OG0000595	Syam.g_01469	Praj.g_00622
OG0000596	Syam.g_01465	Praj.g_00626
OG0000597	Syam.g_01462	Praj.g_00628
OG0000598	Syam.g_01461	Praj.g_00629
OG0000599	Syam.g_01458	Praj.g_00632
OG0000600	Syam.g_01457	Praj.g_00633
OG0000601	Syam.g_01456	Praj.g_00634
OG0000602	Syam.g_01451	Praj.g_00636
OG0000603	Syam.g_01450	Praj.g_00637
OG0000604	Syam.g_01447	Praj.g_00638
OG0000605	Syam.g_01031	Praj.g_00639
OG0000606	Syam.g_01387	Praj.g_00642
OG0000607	Syam.g_01384	Praj.g_00645
OG0000608	Syam.g_01383	Praj.g_00646
OG0000609	Syam.g_01380	Praj.g_00647
OG0000610	Syam.g_01373	Praj.g_00653
OG0000611	Syam.g_01370	Praj.g_00656
OG0000612	Syam.g_01369	Praj.g_00657
OG0000613	Syam.g_00170	Praj.g_00663
OG0000614	Syam.g_00801	Praj.g_00686
OG0000615	Syam.g_01332	Praj.g_00693
OG0000616	Syam.g_02430	Praj.g_02137
OG0000617	Syam.g_01240	Praj.g_00704
OG0000618	Syam.g_01239	Praj.g_00705
OG0000619	Syam.g_01238	Praj.g_00706
OG0000620	Syam.g_01233	Praj.g_00709
OG0000621	Syam.g_01232	Praj.g_00710
OG0000622	Syam.g_01231	Praj.g_00711
OG0000623	Syam.g_01230	Praj.g_00712
OG0000624	Syam.g_01228	Praj.g_00714
OG0000625	Syam.g_01227	Praj.g_00715
OG0000626	Syam.g_01226	Praj.g_00716
OG0000627	Syam.g_01065	Praj.g_00718
OG0000628	Syam.g_01067	Praj.g_00719
OG0000629	Syam.g_01070	Praj.g_00720
OG0000630	Syam.g_01074	Praj.g_00723
OG0000631	Syam.g_01084	Praj.g_00917
OG0000632	Syam.g_01085	Praj.g_00918
OG0000633	Syam.g_01086	Praj.g_00919
OG0000634	Syam.g_01294	Praj.g_00765
OG0000635	Syam.g_01293	Praj.g_00766
OG0000636	Syam.g_01291	Praj.g_00768
OG0000637	Syam.g_01289	Praj.g_00770
OG0000638	Syam.g_01288	Praj.g_00771
OG0000639	Syam.g_01287	Praj.g_00772
OG0000640	Syam.g_01286	Praj.g_00773
OG0000641	Syam.g_01282	Praj.g_00777
OG0000642	Syam.g_01281	Praj.g_00778
OG0000643	Syam.g_01280	Praj.g_00779
OG0000644	Syam.g_01279	Praj.g_00780
OG0000645	Syam.g_01277	Praj.g_00781
OG0000646	Syam.g_01274	Praj.g_00784
OG0000647	Syam.g_01272	Praj.g_00786
OG0000648	Syam.g_01269	Praj.g_00788
OG0000649	Syam.g_01268	Praj.g_00789
OG0000650	Syam.g_01267	Praj.g_00790
OG0000651	Syam.g_01266	Praj.g_00791
OG0000652	Syam.g_01265	Praj.g_00792
OG0000653	Syam.g_01263	Praj.g_00794
OG0000654	Syam.g_01262	Praj.g_00795
OG0000655	Syam.g_01261	Praj.g_00796
OG0000656	Syam.g_01258	Praj.g_00799
OG0000657	Syam.g_00739	Praj.g_00806
OG0000658	Syam.g_00735	Praj.g_00808
OG0000659	Syam.g_00734	Praj.g_00809
OG0000660	Syam.g_00730	Praj.g_00814
OG0000661	Syam.g_00728	Praj.g_00816
OG0000662	Syam.g_00726	Praj.g_00818
OG0000663	Syam.g_00723	Praj.g_00820
OG0000664	Syam.g_00722	Praj.g_00821
OG0000665	Syam.g_02027	Praj.g_00826
OG0000666	Syam.g_01030	Praj.g_00827
OG0000667	Syam.g_00937	Praj.g_00831
OG0000668	Syam.g_01185	Praj.g_00869
OG0000669	Syam.g_01358	Praj.g_00877
OG0000670	Syam.g_00528	Praj.g_00880
OG0000671	Syam.g_01354	Praj.g_00882
OG0000672	Syam.g_01351	Praj.g_00885
OG0000673	Syam.g_01348	Praj.g_00888
OG0000674	Syam.g_01346	Praj.g_00890
OG0000675	Syam.g_01345	Praj.g_00891
OG0000676	Syam.g_01343	Praj.g_00893
OG0000677	Syam.g_01342	Praj.g_00894
OG0000678	Syam.g_01339	Praj.g_00897
OG0000679	Syam.g_01323	Praj.g_00901
OG0000680	Syam.g_01322	Praj.g_00902
OG0000681	Syam.g_01319	Praj.g_00905
OG0000682	Syam.g_01318	Praj.g_00906
OG0000683	Syam.g_01317	Praj.g_00907
OG0000684	Syam.g_01312	Praj.g_00748
OG0000685	Syam.g_01310	Praj.g_00750
OG0000686	Syam.g_01309	Praj.g_00751
OG0000687	Syam.g_01308	Praj.g_00752
OG0000688	Syam.g_01304	Praj.g_00755
OG0000689	Syam.g_01302	Praj.g_00756
OG0000690	Syam.g_01301	Praj.g_00757
OG0000691	Syam.g_01300	Praj.g_00758
OG0000692	Syam.g_01299	Praj.g_00760
OG0000693	Syam.g_01298	Praj.g_00761
OG0000694	Syam.g_01297	Praj.g_00762
OG0000695	Syam.g_01088	Praj.g_00921
OG0000696	Syam.g_01089	Praj.g_00922
OG0000697	Syam.g_01091	Praj.g_00923
OG0000698	Syam.g_01094	Praj.g_00926
OG0000699	Syam.g_01096	Praj.g_00927
OG0000700	Syam.g_01097	Praj.g_00928
OG0000701	Syam.g_01098	Praj.g_00929
OG0000702	Syam.g_01106	Praj.g_00931
OG0000703	Syam.g_01107	Praj.g_00932
OG0000704	Syam.g_01109	Praj.g_00933
OG0000705	Syam.g_01116	Praj.g_00939
OG0000706	Syam.g_01117	Praj.g_00940
OG0000707	Syam.g_01118	Praj.g_00941
OG0000708	Syam.g_01121	Praj.g_00943
OG0000709	Syam.g_01131	Praj.g_00947
OG0000710	Syam.g_01135	Praj.g_00950
OG0000711	Syam.g_01165	Praj.g_00966
OG0000712	Syam.g_01167	Praj.g_00968
OG0000713	Syam.g_01168	Praj.g_00969
OG0000714	Syam.g_01170	Praj.g_00970
OG0000715	Syam.g_01172	Praj.g_00972
OG0000716	Syam.g_01176	Praj.g_00973
OG0000717	Syam.g_01177	Praj.g_00974
OG0000718	Syam.g_01181	Praj.g_00991
OG0000719	Syam.g_01183	Praj.g_00992
OG0000720	Syam.g_01197	Praj.g_01002
OG0000721	Syam.g_01199	Praj.g_01003
OG0000722	Syam.g_01200	Praj.g_01004
OG0000723	Syam.g_01224	Praj.g_01008
OG0000724	Syam.g_00768	Praj.g_01019
OG0000725	Syam.g_00777	Praj.g_00845
OG0000726	Syam.g_00778	Praj.g_00844
OG0000727	Syam.g_00779	Praj.g_00843
OG0000728	Syam.g_00781	Praj.g_00841
OG0000729	Syam.g_00105	Praj.g_02022
OG0000730	Syam.g_00454	Praj.g_00378
OG0000731	Syam.g_00466	Praj.g_00386
OG0000732	Syam.g_00051	Praj.g_02081
OG0000733	Syam.g_02339	Praj.g_01833
OG0000734	Syam.g_02128	Praj.g_01476
OG0000735	Syam.g_01810	Praj.g_01474
OG0000736	Syam.g_01809	Praj.g_01473
OG0000737	Syam.g_01808	Praj.g_01472
OG0000738	Syam.g_01803	Praj.g_01468
OG0000739	Syam.g_01802	Praj.g_01467
OG0000740	Syam.g_01801	Praj.g_01466
OG0000741	Syam.g_01798	Praj.g_01464
OG0000742	Syam.g_01796	Praj.g_01462
OG0000743	Syam.g_01794	Praj.g_01460
OG0000744	Syam.g_01793	Praj.g_01459
OG0000745	Syam.g_01791	Praj.g_01458
OG0000746	Syam.g_01789	Praj.g_01456
OG0000747	Syam.g_01788	Praj.g_01455
OG0000748	Syam.g_01779	Praj.g_01451
OG0000749	Syam.g_01776	Praj.g_01450
OG0000750	Syam.g_01775	Praj.g_01449
OG0000751	Syam.g_01770	Praj.g_01446
OG0000752	Syam.g_01768	Praj.g_01444
OG0000753	Syam.g_01765	Praj.g_01442
OG0000754	Syam.g_00910	Praj.g_01438
OG0000755	Syam.g_00900	Praj.g_01434
OG0000756	Syam.g_00899	Praj.g_01433
OG0000757	Syam.g_00891	Praj.g_01426
OG0000758	Syam.g_00890	Praj.g_01425
OG0000759	Syam.g_00889	Praj.g_01424
OG0000760	Syam.g_00888	Praj.g_01423
OG0000761	Syam.g_00886	Praj.g_01422
OG0000762	Syam.g_00884	Praj.g_01421
OG0000763	Syam.g_00882	Praj.g_01419
OG0000764	Syam.g_00881	Praj.g_01418
OG0000765	Syam.g_00864	Praj.g_01409
OG0000766	Syam.g_00863	Praj.g_01408
OG0000767	Syam.g_00861	Praj.g_01407
OG0000768	Syam.g_00860	Praj.g_01406
OG0000769	Syam.g_00858	Praj.g_01404
OG0000770	Syam.g_00855	Praj.g_01403
OG0000771	Syam.g_00762	Praj.g_01014
OG0000772	Syam.g_01005	Praj.g_01246
OG0000773	Syam.g_01816	Praj.g_01519
OG0000774	Syam.g_01820	Praj.g_01522
OG0000775	Syam.g_01823	Praj.g_01523
OG0000776	Syam.g_01824	Praj.g_01524
OG0000777	Syam.g_01825	Praj.g_01525
OG0000778	Syam.g_01826	Praj.g_01526
OG0000779	Syam.g_01832	Praj.g_01530
OG0000780	Syam.g_01835	Praj.g_01531
OG0000781	Syam.g_01839	Praj.g_01534
OG0000782	Syam.g_01840	Praj.g_01535
OG0000783	Syam.g_01841	Praj.g_01536
OG0000784	Syam.g_01842	Praj.g_01537
OG0000785	Syam.g_01844	Praj.g_01539
OG0000786	Syam.g_01700	Praj.g_01542
OG0000787	Syam.g_01701	Praj.g_01543
OG0000788	Syam.g_01455	Praj.g_00732
OG0000789	Syam.g_01044	Praj.g_01011
OG0000790	Syam.g_00570	Praj.g_01580
OG0000791	Syam.g_00568	Praj.g_01582
OG0000792	Syam.g_00567	Praj.g_01583
OG0000793	Syam.g_00562	Praj.g_01586
OG0000794	Syam.g_00561	Praj.g_01587
OG0000795	Syam.g_00560	Praj.g_01588
OG0000796	Syam.g_00556	Praj.g_01592
OG0000797	Syam.g_00555	Praj.g_01593
OG0000799	Syam.g_01585	Praj.g_01613
OG0000800	Syam.g_01588	Praj.g_01614
OG0000801	Syam.g_01589	Praj.g_01615
OG0000802	Syam.g_01592	Praj.g_01617
OG0000803	Syam.g_01597	Praj.g_01619
OG0000804	Syam.g_01600	Praj.g_01620
OG0000805	Syam.g_01602	Praj.g_01622
OG0000806	Syam.g_01604	Praj.g_01624
OG0000807	Syam.g_01606	Praj.g_01625
OG0000808	Syam.g_01607	Praj.g_01626
OG0000809	Syam.g_01610	Praj.g_01630
OG0000810	Syam.g_01611	Praj.g_01631
OG0000811	Syam.g_01616	Praj.g_01635
OG0000812	Syam.g_01618	Praj.g_01637
OG0000813	Syam.g_01619	Praj.g_01638
OG0000814	Syam.g_01621	Praj.g_01640
OG0000815	Syam.g_01622	Praj.g_01641
OG0000816	Syam.g_01624	Praj.g_01643
OG0000817	Syam.g_01625	Praj.g_01644
OG0000818	Syam.g_01631	Praj.g_01648
OG0000819	Syam.g_01632	Praj.g_01649
OG0000820	Syam.g_01633	Praj.g_01650
OG0000821	Syam.g_01639	Praj.g_01653
OG0000822	Syam.g_01641	Praj.g_01654
OG0000823	Syam.g_01642	Praj.g_01655
OG0000824	Syam.g_01648	Praj.g_01658
OG0000825	Syam.g_01649	Praj.g_01659
OG0000826	Syam.g_01650	Praj.g_01660
OG0000827	Syam.g_01651	Praj.g_01661
OG0000828	Syam.g_01655	Praj.g_01664
OG0000829	Syam.g_01656	Praj.g_01665
OG0000830	Syam.g_01657	Praj.g_01666
OG0000831	Syam.g_01659	Praj.g_01668
OG0000832	Syam.g_01923	Praj.g_01678
OG0000833	Syam.g_01932	Praj.g_01686
OG0000834	Syam.g_01933	Praj.g_01687
OG0000835	Syam.g_01934	Praj.g_01688
OG0000836	Syam.g_01937	Praj.g_01690
OG0000837	Syam.g_01938	Praj.g_01691
OG0000838	Syam.g_01946	Praj.g_01693
OG0000839	Syam.g_01947	Praj.g_01694
OG0000840	Syam.g_01948	Praj.g_01695
OG0000841	Syam.g_01949	Praj.g_01696
OG0000842	Syam.g_01950	Praj.g_01697
OG0000843	Syam.g_01951	Praj.g_01698
OG0000844	Syam.g_01953	Praj.g_01699
OG0000845	Syam.g_01954	Praj.g_01700
OG0000846	Syam.g_01955	Praj.g_01701
OG0000847	Syam.g_01956	Praj.g_01702
OG0000848	Syam.g_01958	Praj.g_01703
OG0000849	Syam.g_01959	Praj.g_01704
OG0000850	Syam.g_01961	Praj.g_01706
OG0000851	Syam.g_01966	Praj.g_01707
OG0000852	Syam.g_01967	Praj.g_01708
OG0000853	Syam.g_01971	Praj.g_01713
OG0000854	Syam.g_01973	Praj.g_01715
OG0000855	Syam.g_01974	Praj.g_01716
OG0000856	Syam.g_01483	Praj.g_01599
OG0000857	Syam.g_01273	Praj.g_00785
OG0000858	Syam.g_01980	Praj.g_01763
OG0000859	Syam.g_01981	Praj.g_01764
OG0000860	Syam.g_01992	Praj.g_01770
OG0000861	Syam.g_01993	Praj.g_01771
OG0000862	Syam.g_01994	Praj.g_01772
OG0000863	Syam.g_01996	Praj.g_01773
OG0000864	Syam.g_01997	Praj.g_01774
OG0000865	Syam.g_01998	Praj.g_01775
OG0000866	Syam.g_01999	Praj.g_01776
OG0000867	Syam.g_02000	Praj.g_01777
OG0000868	Syam.g_02003	Praj.g_01778
OG0000869	Syam.g_02007	Praj.g_01781
OG0000870	Syam.g_02012	Praj.g_01786
OG0000871	Syam.g_02013	Praj.g_01787
OG0000872	Syam.g_02021	Praj.g_01788
OG0000873	Syam.g_02024	Praj.g_01791
OG0000874	Syam.g_02019	Praj.g_01794
OG0000875	Syam.g_02026	Praj.g_01796
OG0000876	Syam.g_01877	Praj.g_01797
OG0000877	Syam.g_01882	Praj.g_01799
OG0000878	Syam.g_01883	Praj.g_01800
OG0000879	Syam.g_01884	Praj.g_01801
OG0000880	Syam.g_01885	Praj.g_01802
OG0000881	Syam.g_01891	Praj.g_01805
OG0000882	Syam.g_01896	Praj.g_01810
OG0000883	Syam.g_01898	Praj.g_01812
OG0000884	Syam.g_01900	Praj.g_01814
OG0000885	Syam.g_01901	Praj.g_01815
OG0000886	Syam.g_01902	Praj.g_01816
OG0000887	Syam.g_01903	Praj.g_01817
OG0000888	Syam.g_01905	Praj.g_01819
OG0000889	Syam.g_01907	Praj.g_01821
OG0000890	Syam.g_01910	Praj.g_01822
OG0000891	Syam.g_01911	Praj.g_01823
OG0000892	Syam.g_01913	Praj.g_01825
OG0000893	Syam.g_00287	Praj.g_01868
OG0000894	Syam.g_00290	Praj.g_01871
OG0000895	Syam.g_00294	Praj.g_01874
OG0000896	Syam.g_00295	Praj.g_01875
OG0000897	Syam.g_00297	Praj.g_01877
OG0000898	Syam.g_00298	Praj.g_01878
OG0000899	Syam.g_00299	Praj.g_01879
OG0000900	Syam.g_00300	Praj.g_01880
OG0000901	Syam.g_00305	Praj.g_01883
OG0000902	Syam.g_00307	Praj.g_01885
OG0000903	Syam.g_00322	Praj.g_01894
OG0000904	Syam.g_00317	Praj.g_01889
OG0000905	Syam.g_00312	Praj.g_01887
OG0000906	Syam.g_00309	Praj.g_01886
OG0000907	Syam.g_00324	Praj.g_01909
OG0000908	Syam.g_00327	Praj.g_01912
OG0000909	Syam.g_00328	Praj.g_01913
OG0000910	Syam.g_00329	Praj.g_01914
OG0000911	Syam.g_00331	Praj.g_01916
OG0000912	Syam.g_00332	Praj.g_01917
OG0000913	Syam.g_00333	Praj.g_01918
OG0000914	Syam.g_00334	Praj.g_01919
OG0000915	Syam.g_00336	Praj.g_01920
OG0000916	Syam.g_00337	Praj.g_01921
OG0000917	Syam.g_00338	Praj.g_01922
OG0000918	Syam.g_00339	Praj.g_01923
OG0000919	Syam.g_00340	Praj.g_01924
OG0000920	Syam.g_00341	Praj.g_01925
OG0000921	Syam.g_00342	Praj.g_01926
OG0000922	Syam.g_00343	Praj.g_01927
OG0000923	Syam.g_00347	Praj.g_01931
OG0000924	Syam.g_00348	Praj.g_01932
OG0000925	Syam.g_00349	Praj.g_01933
OG0000926	Syam.g_00350	Praj.g_01934
OG0000927	Syam.g_00352	Praj.g_01936
OG0000928	Syam.g_00353	Praj.g_01937
OG0000929	Syam.g_00354	Praj.g_01938
OG0000930	Syam.g_00355	Praj.g_01939
OG0000931	Syam.g_00356	Praj.g_01940
OG0000932	Syam.g_00357	Praj.g_01941
OG0000933	Syam.g_00363	Praj.g_01945
OG0000934	Syam.g_00365	Praj.g_01947
OG0000935	Syam.g_00366	Praj.g_01948
OG0000936	Syam.g_00368	Praj.g_01949
OG0000937	Syam.g_00369	Praj.g_01950
OG0000938	Syam.g_00373	Praj.g_01953
OG0000939	Syam.g_00374	Praj.g_01954
OG0000940	Syam.g_00381	Praj.g_01961
OG0000941	Syam.g_00383	Praj.g_01963
OG0000942	Syam.g_00385	Praj.g_01965
OG0000943	Syam.g_00386	Praj.g_01966
OG0000944	Syam.g_00388	Praj.g_01968
OG0000945	Syam.g_00390	Praj.g_01969
OG0000946	Syam.g_00395	Praj.g_01975
OG0000947	Syam.g_00398	Praj.g_01977
OG0000948	Syam.g_00399	Praj.g_01978
OG0000949	Syam.g_00159	Praj.g_01981
OG0000950	Syam.g_00150	Praj.g_01986
OG0000951	Syam.g_00145	Praj.g_01990
OG0000952	Syam.g_00140	Praj.g_01994
OG0000953	Syam.g_00136	Praj.g_01998
OG0000954	Syam.g_00131	Praj.g_02002
OG0000955	Syam.g_00130	Praj.g_02003
OG0000956	Syam.g_00128	Praj.g_02005
OG0000957	Syam.g_00117	Praj.g_02010
OG0000958	Syam.g_00116	Praj.g_02011
OG0000959	Syam.g_00112	Praj.g_02015
OG0000960	Syam.g_00111	Praj.g_02016
OG0000961	Syam.g_00108	Praj.g_02019
OG0000962	Syam.g_00106	Praj.g_02021
OG0000963	Syam.g_00101	Praj.g_02026
OG0000964	Syam.g_00100	Praj.g_02027
OG0000965	Syam.g_00099	Praj.g_02028
OG0000966	Syam.g_00074	Praj.g_02059
OG0000967	Syam.g_00069	Praj.g_02063
OG0000968	Syam.g_00077	Praj.g_02065
OG0000969	Syam.g_00072	Praj.g_02066
OG0000970	Syam.g_00071	Praj.g_02067
OG0000971	Syam.g_00066	Praj.g_02068
OG0000972	Syam.g_00065	Praj.g_02069
OG0000973	Syam.g_00064	Praj.g_02070
OG0000974	Syam.g_00063	Praj.g_02071
OG0000975	Syam.g_00062	Praj.g_02072
OG0000976	Syam.g_00061	Praj.g_02073
OG0000977	Syam.g_00059	Praj.g_02074
OG0000978	Syam.g_00058	Praj.g_02075
OG0000979	Syam.g_00055	Praj.g_02078
OG0000980	Syam.g_00052	Praj.g_02080
OG0000981	Syam.g_00049	Praj.g_02083
OG0000982	Syam.g_02314	Praj.g_02085
OG0000983	Syam.g_02315	Praj.g_02086
OG0000984	Syam.g_02316	Praj.g_02087
OG0000985	Syam.g_02318	Praj.g_02090
OG0000986	Syam.g_02320	Praj.g_02092
OG0000987	Syam.g_02322	Praj.g_02093
OG0000988	Syam.g_02327	Praj.g_02096
OG0000989	Syam.g_02334	Praj.g_02100
OG0000990	Syam.g_02346	Praj.g_02105
OG0000991	Syam.g_02348	Praj.g_02106
OG0000992	Syam.g_02351	Praj.g_02109
OG0000993	Syam.g_02352	Praj.g_02110
OG0000994	Syam.g_02354	Praj.g_02111
OG0000995	Syam.g_02359	Praj.g_02115
OG0000996	Syam.g_02405	Praj.g_02116
OG0000997	Syam.g_02416	Praj.g_02124
OG0000998	Syam.g_02418	Praj.g_02126
OG0000999	Syam.g_02419	Praj.g_02127
OG0001000	Syam.g_02422	Praj.g_02130, Praj.g_02131
OG0001001	Syam.g_02427	Praj.g_02134
OG0001002	Syam.g_02433	Praj.g_02139
OG0001003	Syam.g_02434	Praj.g_02141
OG0001004	Syam.g_02435	Praj.g_02142
OG0001005	Syam.g_02436	Praj.g_02143
OG0001006	Syam.g_02444	Praj.g_02147
OG0001007	Syam.g_02446	Praj.g_02149
OG0001008	Syam.g_01866	Praj.g_00431
OG0001009	Syam.g_00032	Praj.g_00027
OG0001010	Syam.g_00033	Praj.g_00028
OG0001011	Syam.g_00034	Praj.g_00029
OG0001012	Syam.g_02310	Praj.g_00047
OG0001013	Syam.g_02296	Praj.g_00052
OG0001014	Syam.g_02292	Praj.g_00055
OG0001015	Syam.g_02291	Praj.g_00056
OG0001016	Syam.g_02067	Praj.g_00111
OG0001017	Syam.g_02073	Praj.g_00115
OG0001018	Syam.g_02075	Praj.g_00118
OG0001019	Syam.g_02093	Praj.g_00127
OG0001020	Syam.g_02098	Praj.g_00128
OG0001021	Syam.g_02102	Praj.g_00129
OG0001022	Syam.g_02106	Praj.g_00132
OG0001023	Syam.g_02107	Praj.g_00133
OG0001024	Syam.g_02111	Praj.g_00136
OG0001025	Syam.g_02118	Praj.g_00143
OG0001026	Syam.g_02130	Praj.g_00151
OG0001027	Syam.g_02135	Praj.g_00152
OG0001028	Syam.g_02137	Praj.g_00154
OG0001029	Syam.g_02139	Praj.g_00156
OG0001030	Syam.g_02163	Praj.g_00172
OG0001031	Syam.g_02239	Praj.g_00226
OG0001032	Syam.g_02241	Praj.g_00227
OG0001033	Syam.g_02265	Praj.g_00247
OG0001034	Syam.g_00508	Praj.g_00276
OG0001035	Syam.g_00265	Praj.g_00293
OG0001036	Syam.g_00261	Praj.g_00297
OG0001037	Syam.g_00259	Praj.g_00298
OG0001038	Syam.g_00232	Praj.g_00314
OG0001039	Syam.g_00229	Praj.g_00316
OG0001040	Syam.g_00226	Praj.g_00319
OG0001041	Syam.g_00221	Praj.g_00323
OG0001042	Syam.g_00196	Praj.g_00339
OG0001043	Syam.g_00192	Praj.g_00340
OG0001044	Syam.g_00456	Praj.g_00379
OG0001045	Syam.g_00469	Praj.g_00388
OG0001046	Syam.g_01151	Praj.g_01081
OG0001047	Syam.g_01864	Praj.g_00433
OG0001048	Syam.g_01863	Praj.g_00434
OG0001049	Syam.g_01855	Praj.g_00436
OG0001050	Syam.g_01854	Praj.g_00437
OG0001051	Syam.g_01853	Praj.g_00438
OG0001052	Syam.g_01672	Praj.g_00464
OG0001053	Syam.g_00586	Praj.g_00476
OG0001054	Syam.g_00603	Praj.g_00490
OG0001055	Syam.g_00624	Praj.g_00509
OG0001056	Syam.g_00656	Praj.g_00527
OG0001057	Syam.g_00664	Praj.g_00532
OG0001058	Syam.g_00677	Praj.g_00540
OG0001059	Syam.g_00681	Praj.g_00544
OG0001060	Syam.g_00688	Praj.g_00551
OG0001061	Syam.g_01744	Praj.g_00564
OG0001062	Syam.g_01742	Praj.g_00566
OG0001063	Syam.g_01737	Praj.g_00567
OG0001064	Syam.g_01736	Praj.g_00568
OG0001065	Syam.g_01735	Praj.g_00569
OG0001066	Syam.g_01734	Praj.g_00570
OG0001067	Syam.g_01733	Praj.g_00571
OG0001068	Syam.g_01732	Praj.g_00572
OG0001069	Syam.g_01731	Praj.g_00573
OG0001070	Syam.g_01728	Praj.g_00575
OG0001071	Syam.g_01727	Praj.g_00576
OG0001072	Syam.g_01723	Praj.g_00577
OG0001073	Syam.g_01709	Praj.g_00591
OG0001074	Syam.g_01504	Praj.g_00603
OG0001075	Syam.g_01502	Praj.g_00604
OG0001076	Syam.g_01491	Praj.g_00611
OG0001077	Syam.g_01480	Praj.g_00616
OG0001078	Syam.g_01467	Praj.g_00624
OG0001079	Syam.g_01454	Praj.g_00635
OG0001080	Syam.g_01034	Praj.g_00641
OG0001081	Syam.g_01386	Praj.g_00643
OG0001082	Syam.g_01385	Praj.g_00644
OG0001083	Syam.g_01377	Praj.g_00649
OG0001084	Syam.g_01376	Praj.g_00650
OG0001085	Syam.g_01366	Praj.g_00660
OG0001086	Syam.g_01364	Praj.g_00661
OG0001087	Syam.g_00813	Praj.g_00681
OG0001088	Syam.g_00809	Praj.g_00682
OG0001089	Syam.g_00785	Praj.g_00690
OG0001090	Syam.g_01246	Praj.g_00699
OG0001091	Syam.g_01244	Praj.g_00701
OG0001092	Syam.g_01242	Praj.g_00702
OG0001093	Syam.g_01236	Praj.g_00707
OG0001094	Syam.g_01296	Praj.g_00763
OG0001095	Syam.g_01276	Praj.g_00782
OG0001096	Syam.g_01260	Praj.g_00797
OG0001097	Syam.g_00727	Praj.g_00817
OG0001098	Syam.g_01037	Praj.g_00835
OG0001099	Syam.g_02138	Praj.g_00872
OG0001100	Syam.g_01356	Praj.g_00879
OG0001101	Syam.g_01355	Praj.g_00881
OG0001103	Syam.g_01350	Praj.g_00886
OG0001104	Syam.g_01311	Praj.g_00749
OG0001105	Syam.g_01307	Praj.g_00753
OG0001106	Syam.g_01110	Praj.g_00934
OG0001107	Syam.g_01122	Praj.g_00944
OG0001108	Syam.g_01132	Praj.g_00948
OG0001109	Syam.g_01134	Praj.g_00949
OG0001110	Syam.g_01136	Praj.g_00951
OG0001111	Syam.g_01138	Praj.g_00952
OG0001112	Syam.g_01140	Praj.g_00953
OG0001113	Syam.g_01141	Praj.g_00954
OG0001114	Syam.g_01142	Praj.g_00955
OG0001115	Syam.g_01146	Praj.g_00957
OG0001116	Syam.g_01148	Praj.g_00958
OG0001117	Syam.g_01149	Praj.g_00959
OG0001118	Syam.g_01150	Praj.g_00960
OG0001119	Syam.g_01152	Praj.g_00961
OG0001120	Syam.g_01156	Praj.g_00963
OG0001121	Syam.g_00970	Praj.g_01563
OG0001122	Syam.g_01184	Praj.g_00993
OG0001123	Syam.g_01191	Praj.g_00997
OG0001124	Syam.g_01194	Praj.g_00999
OG0001125	Syam.g_01196	Praj.g_01001
OG0001126	Syam.g_00757	Praj.g_01012
OG0001127	Syam.g_00758	Praj.g_01013
OG0001128	Syam.g_00764	Praj.g_01016
OG0001129	Syam.g_00766	Praj.g_01017
OG0001130	Syam.g_00767	Praj.g_01018
OG0001131	Syam.g_01337	Praj.g_00852
OG0001132	Syam.g_01020	Praj.g_01063
OG0001134	Syam.g_00915	Praj.g_01832
OG0001135	Syam.g_00917	Praj.g_01835
OG0001136	Syam.g_01797	Praj.g_01463
OG0001137	Syam.g_01780	Praj.g_01452
OG0001138	Syam.g_00898	Praj.g_01432
OG0001139	Syam.g_00896	Praj.g_01430
OG0001140	Syam.g_00895	Praj.g_01429
OG0001141	Syam.g_00894	Praj.g_01428
OG0001142	Syam.g_00892	Praj.g_01427
OG0001143	Syam.g_00883	Praj.g_01420
OG0001144	Syam.g_00873	Praj.g_01415
OG0001145	Syam.g_01817	Praj.g_01520
OG0001146	Syam.g_01836	Praj.g_01532
OG0001147	Syam.g_01665	Praj.g_01550
OG0001148	Syam.g_00573	Praj.g_01577
OG0001149	Syam.g_00572	Praj.g_01578
OG0001150	Syam.g_00571	Praj.g_01579
OG0001151	Syam.g_00558	Praj.g_01590
OG0001152	Syam.g_00557	Praj.g_01591
OG0001153	Syam.g_01652	Praj.g_01662
OG0001154	Syam.g_01654	Praj.g_01663
OG0001155	Syam.g_01925	Praj.g_01679
OG0001156	Syam.g_01928	Praj.g_01682
OG0001157	Syam.g_01929	Praj.g_01683
OG0001158	Syam.g_01930	Praj.g_01684
OG0001159	Syam.g_01931	Praj.g_01685
OG0001160	Syam.g_01969	Praj.g_01711
OG0001161	Syam.g_02338	Praj.g_01499
OG0001162	Syam.g_01257	Praj.g_01723
OG0001163	Syam.g_01977	Praj.g_01761
OG0001164	Syam.g_01983	Praj.g_01765
OG0001165	Syam.g_01988	Praj.g_01767
OG0001166	Syam.g_02011	Praj.g_01785
OG0001167	Syam.g_01888	Praj.g_01803
OG0001168	Syam.g_01890	Praj.g_01804
