Orthogroup	Syam	Praw
OG0000587	Syam.g_01506	Praw.g_00150
OG0000588	Syam.g_01498	Praw.g_00154
OG0000589	Syam.g_01494	Praw.g_00157
OG0000590	Syam.g_01493	Praw.g_00158
OG0000591	Syam.g_01486	Praw.g_00161
OG0000592	Syam.g_01485	Praw.g_00162
OG0000593	Syam.g_01471	Praw.g_00168
OG0000594	Syam.g_01470	Praw.g_00169
OG0000595	Syam.g_01469	Praw.g_01888
OG0000596	Syam.g_01465	Praw.g_01884
OG0000597	Syam.g_01462	Praw.g_01882
OG0000598	Syam.g_01461	Praw.g_01881
OG0000599	Syam.g_01458	Praw.g_01878
OG0000600	Syam.g_01457	Praw.g_01877
OG0000601	Syam.g_01456	Praw.g_01876
OG0000602	Syam.g_01451	Praw.g_01874
OG0000603	Syam.g_01450	Praw.g_01873
OG0000604	Syam.g_01447	Praw.g_01872
OG0000605	Syam.g_01031	Praw.g_01871
OG0000606	Syam.g_01387	Praw.g_01868
OG0000607	Syam.g_01384	Praw.g_01865
OG0000608	Syam.g_01383	Praw.g_01864
OG0000609	Syam.g_01380	Praw.g_01863
OG0000610	Syam.g_01373	Praw.g_01858
OG0000611	Syam.g_01370	Praw.g_01855
OG0000612	Syam.g_01369	Praw.g_01854
OG0000613	Syam.g_00170	Praw.g_01849
OG0000614	Syam.g_00801	Praw.g_01830
OG0000615	Syam.g_01332	Praw.g_01822
OG0000616	Syam.g_02430	Praw.g_01818
OG0000617	Syam.g_01240	Praw.g_01803
OG0000618	Syam.g_01239	Praw.g_01802
OG0000619	Syam.g_01238	Praw.g_01801
OG0000620	Syam.g_01233	Praw.g_01798
OG0000621	Syam.g_01232	Praw.g_01797
OG0000622	Syam.g_01231	Praw.g_01796
OG0000623	Syam.g_01230	Praw.g_01795
OG0000624	Syam.g_01228	Praw.g_01794
OG0000625	Syam.g_01227	Praw.g_01793
OG0000626	Syam.g_01226	Praw.g_01792
OG0000627	Syam.g_01065	Praw.g_01791
OG0000628	Syam.g_01067	Praw.g_01790
OG0000629	Syam.g_01070	Praw.g_01789
OG0000630	Syam.g_01074	Praw.g_01786
OG0000631	Syam.g_01084	Praw.g_01706
OG0000632	Syam.g_01085	Praw.g_01705
OG0000633	Syam.g_01086	Praw.g_01704
OG0000634	Syam.g_01294	Praw.g_01701
OG0000635	Syam.g_01293	Praw.g_01700
OG0000636	Syam.g_01291	Praw.g_01698
OG0000637	Syam.g_01289	Praw.g_01696
OG0000638	Syam.g_01288	Praw.g_01695
OG0000639	Syam.g_01287	Praw.g_01694
OG0000640	Syam.g_01286	Praw.g_01693
OG0000641	Syam.g_01282	Praw.g_01689
OG0000642	Syam.g_01281	Praw.g_01688
OG0000643	Syam.g_01280	Praw.g_01687
OG0000644	Syam.g_01279	Praw.g_01686
OG0000645	Syam.g_01277	Praw.g_01685
OG0000646	Syam.g_01274	Praw.g_01683
OG0000647	Syam.g_01272	Praw.g_01682
OG0000648	Syam.g_01269	Praw.g_01680
OG0000649	Syam.g_01268	Praw.g_01679
OG0000650	Syam.g_01267	Praw.g_01678
OG0000651	Syam.g_01266	Praw.g_01677
OG0000652	Syam.g_01265	Praw.g_01676
OG0000653	Syam.g_01263	Praw.g_01674
OG0000654	Syam.g_01262	Praw.g_01673
OG0000655	Syam.g_01261	Praw.g_01672
OG0000656	Syam.g_01258	Praw.g_01669
OG0000657	Syam.g_00739	Praw.g_01663
OG0000658	Syam.g_00735	Praw.g_01662
OG0000659	Syam.g_00734	Praw.g_01661
OG0000660	Syam.g_00730	Praw.g_01657
OG0000661	Syam.g_00728	Praw.g_01655
OG0000662	Syam.g_00726	Praw.g_01653
OG0000663	Syam.g_00723	Praw.g_01651
OG0000664	Syam.g_00722	Praw.g_01650
OG0000665	Syam.g_02027	Praw.g_01646
OG0000666	Syam.g_01030	Praw.g_01645
OG0000667	Syam.g_00937	Praw.g_01641
OG0000668	Syam.g_01185	Praw.g_01611
OG0000669	Syam.g_01358	Praw.g_01605
OG0000670	Syam.g_00528	Praw.g_01603
OG0000671	Syam.g_01354	Praw.g_01601
OG0000672	Syam.g_01351	Praw.g_01599
OG0000673	Syam.g_01348	Praw.g_01596
OG0000674	Syam.g_01346	Praw.g_01594
OG0000675	Syam.g_01345	Praw.g_01593
OG0000676	Syam.g_01343	Praw.g_01591
OG0000677	Syam.g_01342	Praw.g_01590
OG0000678	Syam.g_01339	Praw.g_01588
OG0000679	Syam.g_01323	Praw.g_01584
OG0000680	Syam.g_01322	Praw.g_01583
OG0000681	Syam.g_01319	Praw.g_01581
OG0000682	Syam.g_01318	Praw.g_01580
OG0000683	Syam.g_01317	Praw.g_01579
OG0000684	Syam.g_01312	Praw.g_01577
OG0000685	Syam.g_01310	Praw.g_01575
OG0000686	Syam.g_01309	Praw.g_01574
OG0000687	Syam.g_01308	Praw.g_01573
OG0000688	Syam.g_01304	Praw.g_01570
OG0000689	Syam.g_01302	Praw.g_01569
OG0000690	Syam.g_01301	Praw.g_01568
OG0000691	Syam.g_01300	Praw.g_01567
OG0000692	Syam.g_01299	Praw.g_01565
OG0000693	Syam.g_01298	Praw.g_01564
OG0000694	Syam.g_01297	Praw.g_01563
OG0000695	Syam.g_01088	Praw.g_01561
OG0000696	Syam.g_01089	Praw.g_01560
OG0000697	Syam.g_01091	Praw.g_01559
OG0000698	Syam.g_01094	Praw.g_01556
OG0000699	Syam.g_01096	Praw.g_01555
OG0000700	Syam.g_01097	Praw.g_01554
OG0000701	Syam.g_01098	Praw.g_01553
OG0000702	Syam.g_01106	Praw.g_01551
OG0000703	Syam.g_01107	Praw.g_01550
OG0000704	Syam.g_01109	Praw.g_01549
OG0000705	Syam.g_01116	Praw.g_01545
OG0000706	Syam.g_01117	Praw.g_01544
OG0000707	Syam.g_01118	Praw.g_01543
OG0000708	Syam.g_01121	Praw.g_01542
OG0000709	Syam.g_01131	Praw.g_01538
OG0000710	Syam.g_01135	Praw.g_01535
OG0000711	Syam.g_01165	Praw.g_01518
OG0000712	Syam.g_01167	Praw.g_01516
OG0000713	Syam.g_01168	Praw.g_01515
OG0000714	Syam.g_01170	Praw.g_01514
OG0000715	Syam.g_01172	Praw.g_01512
OG0000716	Syam.g_01176	Praw.g_01510
OG0000717	Syam.g_01177	Praw.g_01509
OG0000718	Syam.g_01181	Praw.g_01498
OG0000719	Syam.g_01183	Praw.g_01496
OG0000720	Syam.g_01197	Praw.g_01487
OG0000721	Syam.g_01199	Praw.g_01485
OG0000722	Syam.g_01200	Praw.g_01484
OG0000723	Syam.g_01224	Praw.g_01481
OG0000724	Syam.g_00768	Praw.g_01472
OG0000725	Syam.g_00777	Praw.g_01466
OG0000726	Syam.g_00778	Praw.g_01465
OG0000727	Syam.g_00779	Praw.g_01464
OG0000728	Syam.g_00781	Praw.g_01462
OG0000729	Syam.g_00105	Praw.g_01416
OG0000730	Syam.g_00454	Praw.g_00172
OG0000731	Syam.g_00466	Praw.g_00176
OG0000732	Syam.g_00051	Praw.g_00183
OG0000733	Syam.g_02339	Praw.g_00202
OG0000734	Syam.g_02128	Praw.g_00219
OG0000735	Syam.g_01810	Praw.g_00221
OG0000736	Syam.g_01809	Praw.g_00222
OG0000737	Syam.g_01808	Praw.g_00223
OG0000738	Syam.g_01803	Praw.g_00227
OG0000739	Syam.g_01802	Praw.g_00228
OG0000740	Syam.g_01801	Praw.g_00229
OG0000741	Syam.g_01798	Praw.g_00230
OG0000742	Syam.g_01796	Praw.g_00233
OG0000743	Syam.g_01794	Praw.g_00235
OG0000744	Syam.g_01793	Praw.g_00236
OG0000745	Syam.g_01791	Praw.g_00237
OG0000746	Syam.g_01789	Praw.g_00239
OG0000747	Syam.g_01788	Praw.g_00240
OG0000748	Syam.g_01779	Praw.g_00243
OG0000749	Syam.g_01776	Praw.g_00244
OG0000750	Syam.g_01775	Praw.g_00245
OG0000751	Syam.g_01770	Praw.g_00247
OG0000752	Syam.g_01768	Praw.g_00249
OG0000753	Syam.g_01765	Praw.g_00252
OG0000754	Syam.g_00910	Praw.g_00255
OG0000755	Syam.g_00900	Praw.g_00258
OG0000756	Syam.g_00899	Praw.g_00259
OG0000757	Syam.g_00891	Praw.g_00265
OG0000758	Syam.g_00890	Praw.g_00266
OG0000759	Syam.g_00889	Praw.g_00267
OG0000760	Syam.g_00888	Praw.g_00268
OG0000761	Syam.g_00886	Praw.g_00269
OG0000762	Syam.g_00884	Praw.g_00270
OG0000763	Syam.g_00882	Praw.g_00272
OG0000764	Syam.g_00881	Praw.g_00273
OG0000765	Syam.g_00864	Praw.g_00282
OG0000766	Syam.g_00863	Praw.g_00283
OG0000767	Syam.g_00861	Praw.g_00285
OG0000768	Syam.g_00860	Praw.g_00286
OG0000769	Syam.g_00858	Praw.g_00288
OG0000770	Syam.g_00855	Praw.g_00290
OG0000771	Syam.g_00762	Praw.g_00904
OG0000772	Syam.g_01005	Praw.g_00954
OG0000773	Syam.g_01816	Praw.g_00970
OG0000774	Syam.g_01820	Praw.g_00972
OG0000775	Syam.g_01823	Praw.g_00976
OG0000776	Syam.g_01824	Praw.g_00977
OG0000777	Syam.g_01825	Praw.g_00978
OG0000778	Syam.g_01826	Praw.g_00979
OG0000779	Syam.g_01832	Praw.g_00983
OG0000780	Syam.g_01835	Praw.g_00984
OG0000781	Syam.g_01839	Praw.g_00987
OG0000782	Syam.g_01840	Praw.g_00988
OG0000783	Syam.g_01841	Praw.g_00989
OG0000784	Syam.g_01842	Praw.g_00990
OG0000785	Syam.g_01844	Praw.g_00992
OG0000786	Syam.g_01700	Praw.g_00994
OG0000787	Syam.g_01701	Praw.g_00995
OG0000788	Syam.g_01455	Praw.g_01002
OG0000789	Syam.g_01044	Praw.g_01006
OG0000790	Syam.g_00570	Praw.g_01021
OG0000791	Syam.g_00568	Praw.g_01023
OG0000792	Syam.g_00567	Praw.g_01024
OG0000793	Syam.g_00562	Praw.g_01027
OG0000794	Syam.g_00561	Praw.g_01028
OG0000795	Syam.g_00560	Praw.g_01029
OG0000796	Syam.g_00556	Praw.g_01033
OG0000797	Syam.g_00555	Praw.g_01034
OG0000798	Syam.g_00233	Praw.g_01057
OG0000799	Syam.g_01585	Praw.g_01101
OG0000800	Syam.g_01588	Praw.g_01100
OG0000801	Syam.g_01589	Praw.g_01099
OG0000802	Syam.g_01592	Praw.g_01097
OG0000803	Syam.g_01597	Praw.g_01095
OG0000804	Syam.g_01600	Praw.g_01094
OG0000805	Syam.g_01602	Praw.g_01092
OG0000806	Syam.g_01604	Praw.g_01090
OG0000807	Syam.g_01606	Praw.g_01089
OG0000808	Syam.g_01607	Praw.g_01088
OG0000809	Syam.g_01610	Praw.g_01085
OG0000810	Syam.g_01611	Praw.g_01084
OG0000811	Syam.g_01616	Praw.g_01077
OG0000812	Syam.g_01618	Praw.g_01075
OG0000813	Syam.g_01619	Praw.g_00343
OG0000814	Syam.g_01621	Praw.g_00345
OG0000815	Syam.g_01622	Praw.g_00346
OG0000816	Syam.g_01624	Praw.g_00348
OG0000817	Syam.g_01625	Praw.g_00349
OG0000818	Syam.g_01631	Praw.g_00354
OG0000819	Syam.g_01632	Praw.g_00355
OG0000820	Syam.g_01633	Praw.g_00356
OG0000821	Syam.g_01639	Praw.g_00359
OG0000822	Syam.g_01641	Praw.g_00360
OG0000823	Syam.g_01642	Praw.g_00361
OG0000824	Syam.g_01648	Praw.g_00364
OG0000825	Syam.g_01649	Praw.g_00365
OG0000826	Syam.g_01650	Praw.g_00366
OG0000827	Syam.g_01651	Praw.g_00367
OG0000828	Syam.g_01655	Praw.g_00371
OG0000829	Syam.g_01656	Praw.g_00372
OG0000830	Syam.g_01657	Praw.g_00373
OG0000831	Syam.g_01659	Praw.g_00375
OG0000832	Syam.g_01923	Praw.g_00381
OG0000833	Syam.g_01932	Praw.g_00389
OG0000834	Syam.g_01933	Praw.g_00390
OG0000835	Syam.g_01934	Praw.g_00391
OG0000836	Syam.g_01937	Praw.g_00392
OG0000837	Syam.g_01938	Praw.g_00393
OG0000838	Syam.g_01946	Praw.g_00395
OG0000839	Syam.g_01947	Praw.g_00396
OG0000840	Syam.g_01948	Praw.g_00397
OG0000841	Syam.g_01949	Praw.g_00398
OG0000842	Syam.g_01950	Praw.g_00399
OG0000843	Syam.g_01951	Praw.g_00400
OG0000844	Syam.g_01953	Praw.g_00401
OG0000845	Syam.g_01954	Praw.g_00402
OG0000846	Syam.g_01955	Praw.g_00403
OG0000847	Syam.g_01956	Praw.g_00404
OG0000848	Syam.g_01958	Praw.g_00405
OG0000849	Syam.g_01959	Praw.g_00406
OG0000850	Syam.g_01961	Praw.g_00408
OG0000851	Syam.g_01966	Praw.g_00409
OG0000852	Syam.g_01967	Praw.g_00410
OG0000853	Syam.g_01971	Praw.g_00414
OG0000854	Syam.g_01973	Praw.g_00416
OG0000855	Syam.g_01974	Praw.g_00417
OG0000856	Syam.g_01483	Praw.g_00430
OG0000857	Syam.g_01273	Praw.g_00458
OG0000858	Syam.g_01980	Praw.g_00509
OG0000859	Syam.g_01981	Praw.g_00510
OG0000860	Syam.g_01992	Praw.g_00517
OG0000861	Syam.g_01993	Praw.g_00518
OG0000862	Syam.g_01994	Praw.g_00519
OG0000863	Syam.g_01996	Praw.g_00521
OG0000864	Syam.g_01997	Praw.g_00522
OG0000865	Syam.g_01998	Praw.g_00523
OG0000866	Syam.g_01999	Praw.g_00524
OG0000867	Syam.g_02000	Praw.g_00525
OG0000868	Syam.g_02003	Praw.g_00526
OG0000869	Syam.g_02007	Praw.g_00530
OG0000870	Syam.g_02012	Praw.g_00535
OG0000871	Syam.g_02013	Praw.g_00536
OG0000872	Syam.g_02021	Praw.g_00537
OG0000873	Syam.g_02024	Praw.g_00540
OG0000874	Syam.g_02019	Praw.g_00543
OG0000875	Syam.g_02026	Praw.g_00544
OG0000876	Syam.g_01877	Praw.g_00545
OG0000877	Syam.g_01882	Praw.g_00547
OG0000878	Syam.g_01883	Praw.g_00548
OG0000879	Syam.g_01884	Praw.g_00549
OG0000880	Syam.g_01885	Praw.g_00550
OG0000881	Syam.g_01891	Praw.g_00554
OG0000882	Syam.g_01896	Praw.g_00559
OG0000883	Syam.g_01898	Praw.g_00561
OG0000884	Syam.g_01900	Praw.g_00563
OG0000885	Syam.g_01901	Praw.g_00564
OG0000886	Syam.g_01902	Praw.g_00565
OG0000887	Syam.g_01903	Praw.g_00566
OG0000888	Syam.g_01905	Praw.g_00568
OG0000889	Syam.g_01907	Praw.g_00570
OG0000890	Syam.g_01910	Praw.g_00571
OG0000891	Syam.g_01911	Praw.g_00572
OG0000892	Syam.g_01913	Praw.g_01921
OG0000893	Syam.g_00287	Praw.g_01917
OG0000894	Syam.g_00290	Praw.g_01915
OG0000895	Syam.g_00294	Praw.g_01912
OG0000896	Syam.g_00295	Praw.g_01911
OG0000897	Syam.g_00297	Praw.g_01909
OG0000898	Syam.g_00298	Praw.g_01908
OG0000899	Syam.g_00299	Praw.g_01907
OG0000900	Syam.g_00300	Praw.g_01906
OG0000901	Syam.g_00305	Praw.g_01903
OG0000902	Syam.g_00307	Praw.g_01901
OG0000903	Syam.g_00322	Praw.g_01898
OG0000904	Syam.g_00317	Praw.g_01896
OG0000905	Syam.g_00312	Praw.g_01892
OG0000906	Syam.g_00309	Praw.g_01891
OG0000907	Syam.g_00324	Praw.g_00138
OG0000908	Syam.g_00327	Praw.g_00135
OG0000909	Syam.g_00328	Praw.g_00134
OG0000910	Syam.g_00329	Praw.g_00133
OG0000911	Syam.g_00331	Praw.g_00131
OG0000912	Syam.g_00332	Praw.g_00130
OG0000913	Syam.g_00333	Praw.g_00129
OG0000914	Syam.g_00334	Praw.g_00128
OG0000915	Syam.g_00336	Praw.g_00127
OG0000916	Syam.g_00337	Praw.g_00126
OG0000917	Syam.g_00338	Praw.g_00125
OG0000918	Syam.g_00339	Praw.g_00124
OG0000919	Syam.g_00340	Praw.g_00123
OG0000920	Syam.g_00341	Praw.g_00122
OG0000921	Syam.g_00342	Praw.g_00121
OG0000922	Syam.g_00343	Praw.g_00120
OG0000923	Syam.g_00347	Praw.g_00116
OG0000924	Syam.g_00348	Praw.g_00115
OG0000925	Syam.g_00349	Praw.g_00114
OG0000926	Syam.g_00350	Praw.g_00113
OG0000927	Syam.g_00352	Praw.g_00111
OG0000928	Syam.g_00353	Praw.g_00110
OG0000929	Syam.g_00354	Praw.g_00109
OG0000930	Syam.g_00355	Praw.g_00108
OG0000931	Syam.g_00356	Praw.g_00107
OG0000932	Syam.g_00357	Praw.g_00106
OG0000933	Syam.g_00363	Praw.g_00102
OG0000934	Syam.g_00365	Praw.g_00100
OG0000935	Syam.g_00366	Praw.g_00099
OG0000936	Syam.g_00368	Praw.g_00098
OG0000937	Syam.g_00369	Praw.g_00097
OG0000938	Syam.g_00373	Praw.g_00095
OG0000939	Syam.g_00374	Praw.g_00094
OG0000940	Syam.g_00381	Praw.g_00087
OG0000941	Syam.g_00383	Praw.g_00085
OG0000942	Syam.g_00385	Praw.g_00083
OG0000943	Syam.g_00386	Praw.g_00082
OG0000944	Syam.g_00388	Praw.g_00081
OG0000945	Syam.g_00390	Praw.g_00080
OG0000946	Syam.g_00395	Praw.g_00076
OG0000947	Syam.g_00398	Praw.g_00074
OG0000948	Syam.g_00399	Praw.g_00073
OG0000949	Syam.g_00159	Praw.g_00070
OG0000950	Syam.g_00150	Praw.g_00065
OG0000951	Syam.g_00145	Praw.g_00061
OG0000952	Syam.g_00140	Praw.g_00057
OG0000953	Syam.g_00136	Praw.g_00054
OG0000954	Syam.g_00131	Praw.g_00050
OG0000955	Syam.g_00130	Praw.g_00049
OG0000956	Syam.g_00128	Praw.g_00047
OG0000957	Syam.g_00117	Praw.g_00041
OG0000958	Syam.g_00116	Praw.g_00040
OG0000959	Syam.g_00112	Praw.g_00036
OG0000960	Syam.g_00111	Praw.g_00035
OG0000961	Syam.g_00108	Praw.g_00033
OG0000962	Syam.g_00106	Praw.g_00031
OG0000963	Syam.g_00101	Praw.g_00027
OG0000964	Syam.g_00100	Praw.g_00026
OG0000965	Syam.g_00099	Praw.g_00025
OG0000966	Syam.g_00074	Praw.g_00018
OG0000967	Syam.g_00069	Praw.g_00014
OG0000968	Syam.g_00077	Praw.g_00012
OG0000969	Syam.g_00072	Praw.g_00011
OG0000970	Syam.g_00071	Praw.g_00010
OG0000971	Syam.g_00066	Praw.g_00009
OG0000972	Syam.g_00065	Praw.g_00008
OG0000973	Syam.g_00064	Praw.g_00007
OG0000974	Syam.g_00063	Praw.g_00006
OG0000975	Syam.g_00062	Praw.g_00005
OG0000976	Syam.g_00061	Praw.g_00004
OG0000977	Syam.g_00059	Praw.g_00003
OG0000978	Syam.g_00058	Praw.g_00002
OG0000979	Syam.g_00055	Praw.g_01192
OG0000980	Syam.g_00052	Praw.g_01190
OG0000981	Syam.g_00049	Praw.g_01188
OG0000982	Syam.g_02314	Praw.g_01186
OG0000983	Syam.g_02315	Praw.g_01185
OG0000984	Syam.g_02316	Praw.g_01184
OG0000985	Syam.g_02318	Praw.g_01181
OG0000986	Syam.g_02320	Praw.g_01179
OG0000987	Syam.g_02322	Praw.g_01178
OG0000988	Syam.g_02327	Praw.g_01175
OG0000989	Syam.g_02334	Praw.g_01171
OG0000990	Syam.g_02346	Praw.g_01168
OG0000991	Syam.g_02348	Praw.g_01167
OG0000992	Syam.g_02351	Praw.g_01165
OG0000993	Syam.g_02352	Praw.g_01164
OG0000994	Syam.g_02354	Praw.g_01163
OG0000995	Syam.g_02359	Praw.g_01159
OG0000996	Syam.g_02405	Praw.g_01158
OG0000997	Syam.g_02416	Praw.g_01157
OG0000998	Syam.g_02418	Praw.g_01155
OG0000999	Syam.g_02419	Praw.g_01154
OG0001000	Syam.g_02422	Praw.g_01151
OG0001001	Syam.g_02427	Praw.g_01149
OG0001002	Syam.g_02433	Praw.g_01145
OG0001003	Syam.g_02434	Praw.g_01144
OG0001004	Syam.g_02435	Praw.g_01143
OG0001005	Syam.g_02436	Praw.g_01142
OG0001006	Syam.g_02444	Praw.g_01138
OG0001007	Syam.g_02446	Praw.g_01136
OG0001008	Syam.g_01866	Praw.g_00710
OG0001009	Syam.g_00032	Praw.g_01401
OG0001010	Syam.g_00033	Praw.g_01400
OG0001011	Syam.g_00034	Praw.g_01399
OG0001012	Syam.g_02310	Praw.g_01385
OG0001013	Syam.g_02296	Praw.g_01380
OG0001014	Syam.g_02292	Praw.g_01377
OG0001015	Syam.g_02291	Praw.g_01376
OG0001016	Syam.g_02067	Praw.g_01361
OG0001017	Syam.g_02073	Praw.g_01357
OG0001018	Syam.g_02075	Praw.g_01354
OG0001019	Syam.g_02093	Praw.g_01345
OG0001020	Syam.g_02098	Praw.g_01344
OG0001021	Syam.g_02102	Praw.g_01343
OG0001022	Syam.g_02106	Praw.g_01341
OG0001023	Syam.g_02107	Praw.g_01340
OG0001024	Syam.g_02111	Praw.g_01337
OG0001025	Syam.g_02118	Praw.g_01331
OG0001026	Syam.g_02130	Praw.g_01324
OG0001027	Syam.g_02135	Praw.g_01323
OG0001028	Syam.g_02137	Praw.g_01321
OG0001029	Syam.g_02139	Praw.g_01320
OG0001030	Syam.g_02163	Praw.g_01305
OG0001031	Syam.g_02239	Praw.g_01249
OG0001032	Syam.g_02241	Praw.g_01248
OG0001033	Syam.g_02265	Praw.g_01227
OG0001034	Syam.g_00508	Praw.g_01199
OG0001035	Syam.g_00265	Praw.g_00879
OG0001036	Syam.g_00261	Praw.g_00875
OG0001037	Syam.g_00259	Praw.g_00874
OG0001038	Syam.g_00232	Praw.g_00856
OG0001039	Syam.g_00229	Praw.g_00853
OG0001040	Syam.g_00226	Praw.g_00851
OG0001041	Syam.g_00221	Praw.g_00847
OG0001042	Syam.g_00196	Praw.g_00830
OG0001043	Syam.g_00192	Praw.g_00829
OG0001044	Syam.g_00456	Praw.g_00797
OG0001045	Syam.g_00469	Praw.g_00789
OG0001046	Syam.g_01151	Praw.g_00754
OG0001047	Syam.g_01864	Praw.g_00708
OG0001048	Syam.g_01863	Praw.g_00707
OG0001049	Syam.g_01855	Praw.g_00705
OG0001050	Syam.g_01854	Praw.g_00704
OG0001051	Syam.g_01853	Praw.g_00703
OG0001052	Syam.g_01672	Praw.g_00676
OG0001053	Syam.g_00586	Praw.g_00665
OG0001054	Syam.g_00603	Praw.g_00650
OG0001055	Syam.g_00624	Praw.g_00631
OG0001056	Syam.g_00656	Praw.g_00612
OG0001057	Syam.g_00664	Praw.g_00607
OG0001058	Syam.g_00677	Praw.g_00599
OG0001059	Syam.g_00681	Praw.g_00595
OG0001060	Syam.g_00688	Praw.g_00588
OG0001061	Syam.g_01744	Praw.g_00575
OG0001062	Syam.g_01742	Praw.g_01923
OG0001063	Syam.g_01737	Praw.g_01925
OG0001064	Syam.g_01736	Praw.g_01926
OG0001065	Syam.g_01735	Praw.g_01927
OG0001066	Syam.g_01734	Praw.g_01928
OG0001067	Syam.g_01733	Praw.g_01929
OG0001068	Syam.g_01732	Praw.g_01930
OG0001069	Syam.g_01731	Praw.g_01931
OG0001070	Syam.g_01728	Praw.g_01934
OG0001071	Syam.g_01727	Praw.g_01935
OG0001073	Syam.g_01709	Praw.g_00140
OG0001074	Syam.g_01504	Praw.g_00151
OG0001075	Syam.g_01502	Praw.g_00152
OG0001076	Syam.g_01491	Praw.g_00160
OG0001077	Syam.g_01480	Praw.g_00164
OG0001078	Syam.g_01467	Praw.g_01886
OG0001079	Syam.g_01454	Praw.g_01875
OG0001080	Syam.g_01034	Praw.g_01869
OG0001081	Syam.g_01386	Praw.g_01867
OG0001082	Syam.g_01385	Praw.g_01866
OG0001083	Syam.g_01377	Praw.g_01861
OG0001084	Syam.g_01376	Praw.g_01860
OG0001085	Syam.g_01366	Praw.g_01852
OG0001086	Syam.g_01364	Praw.g_01851
OG0001087	Syam.g_00813	Praw.g_01834
OG0001088	Syam.g_00809	Praw.g_01833
OG0001089	Syam.g_00785	Praw.g_01825
OG0001090	Syam.g_01246	Praw.g_01808
OG0001091	Syam.g_01244	Praw.g_01806
OG0001092	Syam.g_01242	Praw.g_01805
OG0001093	Syam.g_01236	Praw.g_01800
OG0001094	Syam.g_01296	Praw.g_01703
OG0001095	Syam.g_01276	Praw.g_01684
OG0001096	Syam.g_01260	Praw.g_01671
OG0001097	Syam.g_00727	Praw.g_01654
OG0001098	Syam.g_01037	Praw.g_01639
OG0001099	Syam.g_02138	Praw.g_01608
OG0001100	Syam.g_01356	Praw.g_01604
OG0001101	Syam.g_01355	Praw.g_01602
OG0001103	Syam.g_01350	Praw.g_01598
OG0001104	Syam.g_01311	Praw.g_01576
OG0001105	Syam.g_01307	Praw.g_01572
OG0001106	Syam.g_01110	Praw.g_01548
OG0001107	Syam.g_01122	Praw.g_01541
OG0001108	Syam.g_01132	Praw.g_01537
OG0001109	Syam.g_01134	Praw.g_01536
OG0001110	Syam.g_01136	Praw.g_01534
OG0001111	Syam.g_01138	Praw.g_01533
OG0001112	Syam.g_01140	Praw.g_01532
OG0001113	Syam.g_01141	Praw.g_01531
OG0001114	Syam.g_01142	Praw.g_01530
OG0001115	Syam.g_01146	Praw.g_01528
OG0001116	Syam.g_01148	Praw.g_01527
OG0001117	Syam.g_01149	Praw.g_01526
OG0001118	Syam.g_01150	Praw.g_01525
OG0001119	Syam.g_01152	Praw.g_01524
OG0001120	Syam.g_01156	Praw.g_01522
OG0001121	Syam.g_00970	Praw.g_00199, Praw.g_01519
OG0001122	Syam.g_01184	Praw.g_01495
OG0001123	Syam.g_01191	Praw.g_01491
OG0001124	Syam.g_01194	Praw.g_01489
OG0001125	Syam.g_01196	Praw.g_01488
OG0001126	Syam.g_00757	Praw.g_01478
OG0001127	Syam.g_00758	Praw.g_01477
OG0001128	Syam.g_00764	Praw.g_01475
OG0001129	Syam.g_00766	Praw.g_01474
OG0001130	Syam.g_00767	Praw.g_01473
OG0001131	Syam.g_01337	Praw.g_01437
OG0001132	Syam.g_01020	Praw.g_01427
OG0001134	Syam.g_00915	Praw.g_00201
OG0001135	Syam.g_00917	Praw.g_00204
OG0001136	Syam.g_01797	Praw.g_00231
OG0001137	Syam.g_01780	Praw.g_00242
OG0001138	Syam.g_00898	Praw.g_00260
OG0001139	Syam.g_00896	Praw.g_00261
OG0001140	Syam.g_00895	Praw.g_00262
OG0001141	Syam.g_00894	Praw.g_00263
OG0001142	Syam.g_00892	Praw.g_00264
OG0001143	Syam.g_00883	Praw.g_00271
OG0001144	Syam.g_00873	Praw.g_00276
OG0001145	Syam.g_01817	Praw.g_00971
OG0001146	Syam.g_01836	Praw.g_00985
OG0001147	Syam.g_01665	Praw.g_01001
OG0001148	Syam.g_00573	Praw.g_01018
OG0001149	Syam.g_00572	Praw.g_01019
OG0001150	Syam.g_00571	Praw.g_01020
OG0001151	Syam.g_00558	Praw.g_01031
OG0001152	Syam.g_00557	Praw.g_01032
OG0001153	Syam.g_01652	Praw.g_00368
OG0001154	Syam.g_01654	Praw.g_00370
OG0001155	Syam.g_01925	Praw.g_00382
OG0001156	Syam.g_01928	Praw.g_00385
OG0001157	Syam.g_01929	Praw.g_00386
OG0001158	Syam.g_01930	Praw.g_00387
OG0001159	Syam.g_01931	Praw.g_00388
OG0001160	Syam.g_01969	Praw.g_00412
OG0001161	Syam.g_02338	Praw.g_00423
OG0001162	Syam.g_01257	Praw.g_00434
OG0001163	Syam.g_01977	Praw.g_00507
OG0001164	Syam.g_01983	Praw.g_00511
OG0001165	Syam.g_01988	Praw.g_00514
OG0001166	Syam.g_02011	Praw.g_00534
OG0001167	Syam.g_01888	Praw.g_00551
OG0001168	Syam.g_01890	Praw.g_00553
OG0001169	Syam.g_01892	Praw.g_00555
OG0001170	Syam.g_01894	Praw.g_00557
OG0001171	Syam.g_01904	Praw.g_00567
