Orthogroup	Prap	Pran
OG0000591	Prap.g_00822	Pran.g_01499
OG0000592	Prap.g_00821	Pran.g_01498
OG0000593	Prap.g_00820	Pran.g_01497
OG0000594	Prap.g_00817	Pran.g_01495
OG0000595	Prap.g_00816	Pran.g_01494
OG0000596	Prap.g_00815	Pran.g_01493
OG0000597	Prap.g_00813	Pran.g_01491
OG0000598	Prap.g_00812	Pran.g_01490
OG0000599	Prap.g_00811	Pran.g_01489
OG0000600	Prap.g_00810	Pran.g_01488
OG0000601	Prap.g_00807	Pran.g_01486
OG0000602	Prap.g_00806	Pran.g_01485
OG0000603	Prap.g_00805	Pran.g_01484
OG0000604	Prap.g_00802	Pran.g_01483
OG0000605	Prap.g_00801	Pran.g_01482
OG0000606	Prap.g_00800	Pran.g_01481
OG0000607	Prap.g_00798	Pran.g_01479
OG0000608	Prap.g_00796	Pran.g_01478
OG0000609	Prap.g_01489	Pran.g_01472
OG0000610	Prap.g_00872	Pran.g_01471
OG0000611	Prap.g_00790	Pran.g_01459
OG0000612	Prap.g_00789	Pran.g_01458
OG0000613	Prap.g_00344	Pran.g_01457
OG0000614	Prap.g_00343	Pran.g_01456
OG0000615	Prap.g_00341	Pran.g_01454
OG0000616	Prap.g_00340	Pran.g_01453
OG0000617	Prap.g_00339	Pran.g_01452
OG0000618	Prap.g_00338	Pran.g_01451
OG0000619	Prap.g_00337	Pran.g_01450
OG0000620	Prap.g_00336	Pran.g_01449
OG0000621	Prap.g_00335	Pran.g_01448
OG0000622	Prap.g_00334	Pran.g_01447
OG0000623	Prap.g_00333	Pran.g_01446
OG0000624	Prap.g_00331	Pran.g_01445
OG0000625	Prap.g_00330	Pran.g_01444
OG0000626	Prap.g_00329	Pran.g_01443
OG0000627	Prap.g_00328	Pran.g_01442
OG0000628	Prap.g_00327	Pran.g_01441
OG0000629	Prap.g_00326	Pran.g_01440
OG0000630	Prap.g_00325	Pran.g_01439
OG0000631	Prap.g_00323	Pran.g_01437
OG0000632	Prap.g_00322	Pran.g_01420
OG0000633	Prap.g_00036	Pran.g_01415
OG0000634	Prap.g_00545	Pran.g_01400
OG0000635	Prap.g_01121	Pran.g_01378
OG0000636	Prap.g_01122	Pran.g_01377
OG0000637	Prap.g_01123	Pran.g_01376
OG0000638	Prap.g_01375	Pran.g_01365
OG0000639	Prap.g_00688	Pran.g_01356
OG0000640	Prap.g_00685	Pran.g_01354
OG0000641	Prap.g_00683	Pran.g_01352
OG0000642	Prap.g_00682	Pran.g_01351
OG0000643	Prap.g_00681	Pran.g_01350
OG0000644	Prap.g_00345	Pran.g_01349
OG0000645	Prap.g_00788	Pran.g_01348
OG0000646	Prap.g_00787	Pran.g_01347
OG0000647	Prap.g_00786	Pran.g_01346
OG0000648	Prap.g_00784	Pran.g_01344
OG0000649	Prap.g_00783	Pran.g_01343
OG0000650	Prap.g_00782	Pran.g_01342
OG0000651	Prap.g_00781	Pran.g_01341
OG0000652	Prap.g_00780	Pran.g_01340
OG0000653	Prap.g_00779	Pran.g_01339
OG0000654	Prap.g_00777	Pran.g_01337
OG0000655	Prap.g_00775	Pran.g_01335
OG0000656	Prap.g_00774	Pran.g_01334
OG0000657	Prap.g_00773	Pran.g_01333
OG0000658	Prap.g_00772	Pran.g_01332
OG0000659	Prap.g_00771	Pran.g_01331
OG0000660	Prap.g_00770	Pran.g_01330
OG0000661	Prap.g_00769	Pran.g_01329
OG0000662	Prap.g_00767	Pran.g_01328
OG0000663	Prap.g_00766	Pran.g_01327
OG0000664	Prap.g_00765	Pran.g_01326
OG0000665	Prap.g_00764	Pran.g_01325
OG0000666	Prap.g_00763	Pran.g_01324
OG0000667	Prap.g_00762	Pran.g_01323
OG0000668	Prap.g_00761	Pran.g_01322
OG0000669	Prap.g_00759	Pran.g_01320
OG0000670	Prap.g_00758	Pran.g_01319
OG0000671	Prap.g_00757	Pran.g_01318
OG0000672	Prap.g_00756	Pran.g_01317
OG0000673	Prap.g_00755	Pran.g_01316
OG0000674	Prap.g_00754	Pran.g_01315
OG0000675	Prap.g_00752	Pran.g_01313
OG0000676	Prap.g_00751	Pran.g_01312
OG0000677	Prap.g_00748	Pran.g_01310
OG0000678	Prap.g_00746	Pran.g_01308
OG0000679	Prap.g_00744	Pran.g_01307
OG0000680	Prap.g_00743	Pran.g_01306
OG0000681	Prap.g_00742	Pran.g_01305
OG0000682	Prap.g_00741	Pran.g_01304
OG0000683	Prap.g_00739	Pran.g_01302
OG0000684	Prap.g_00738	Pran.g_01301
OG0000685	Prap.g_00737	Pran.g_01300
OG0000686	Prap.g_00736	Pran.g_01299
OG0000687	Prap.g_00735	Pran.g_01298
OG0000688	Prap.g_00734	Pran.g_01297
OG0000689	Prap.g_00733	Pran.g_01296
OG0000690	Prap.g_00732	Pran.g_01295
OG0000691	Prap.g_00731	Pran.g_01294
OG0000692	Prap.g_00727	Pran.g_01292
OG0000693	Prap.g_00726	Pran.g_01291
OG0000694	Prap.g_00725	Pran.g_01290
OG0000695	Prap.g_00724	Pran.g_01289
OG0000696	Prap.g_00723	Pran.g_01287
OG0000697	Prap.g_00721	Pran.g_01285
OG0000698	Prap.g_00717	Pran.g_01283
OG0000699	Prap.g_00716	Pran.g_01282
OG0000700	Prap.g_00660	Pran.g_00413
OG0000701	Prap.g_00655	Pran.g_00418
OG0000702	Prap.g_00869	Pran.g_00421
OG0000703	Prap.g_00867	Pran.g_00422
OG0000704	Prap.g_00866	Pran.g_00423
OG0000705	Prap.g_00864	Pran.g_00424
OG0000706	Prap.g_00863	Pran.g_00425
OG0000707	Prap.g_00861	Pran.g_00426
OG0000708	Prap.g_00860	Pran.g_00427
OG0000709	Prap.g_00858	Pran.g_00429
OG0000710	Prap.g_00857	Pran.g_00430
OG0000711	Prap.g_00856	Pran.g_00431
OG0000712	Prap.g_00855	Pran.g_00432
OG0000713	Prap.g_00854	Pran.g_00433
OG0000714	Prap.g_00852	Pran.g_00435
OG0000715	Prap.g_00851	Pran.g_00436
OG0000716	Prap.g_00849	Pran.g_00438
OG0000717	Prap.g_00848	Pran.g_00439
OG0000718	Prap.g_00847	Pran.g_00440
OG0000719	Prap.g_00845	Pran.g_00442
OG0000720	Prap.g_00844	Pran.g_00443
OG0000721	Prap.g_00841	Pran.g_00445
OG0000722	Prap.g_00840	Pran.g_00446
OG0000723	Prap.g_00839	Pran.g_00447
OG0000724	Prap.g_00837	Pran.g_00449
OG0000725	Prap.g_00836	Pran.g_00450
OG0000726	Prap.g_00835	Pran.g_00451
OG0000727	Prap.g_00834	Pran.g_00452
OG0000728	Prap.g_00833	Pran.g_00453
OG0000729	Prap.g_00832	Pran.g_00454
OG0000730	Prap.g_00355	Pran.g_00455
OG0000731	Prap.g_00353	Pran.g_00456
OG0000732	Prap.g_00352	Pran.g_00457
OG0000733	Prap.g_00351	Pran.g_00458
OG0000734	Prap.g_00350	Pran.g_00459
OG0000735	Prap.g_00348	Pran.g_00461
OG0000736	Prap.g_00347	Pran.g_00462
OG0000737	Prap.g_00346	Pran.g_00463
OG0000738	Prap.g_00680	Pran.g_00464
OG0000739	Prap.g_00679	Pran.g_00465
OG0000740	Prap.g_00678	Pran.g_00466
OG0000741	Prap.g_00677	Pran.g_00467
OG0000742	Prap.g_00675	Pran.g_00469
OG0000743	Prap.g_00239	Pran.g_00470
OG0000744	Prap.g_00240	Pran.g_00471
OG0000745	Prap.g_00241	Pran.g_00472
OG0000746	Prap.g_00242	Pran.g_00473
OG0000747	Prap.g_00243	Pran.g_00474
OG0000748	Prap.g_00244	Pran.g_00475
OG0000749	Prap.g_00245	Pran.g_00476
OG0000750	Prap.g_00247	Pran.g_00477
OG0000751	Prap.g_00248	Pran.g_00478
OG0000752	Prap.g_00307	Pran.g_00479
OG0000753	Prap.g_00250	Pran.g_00481
OG0000754	Prap.g_00251	Pran.g_00482
OG0000755	Prap.g_00252	Pran.g_00483
OG0000756	Prap.g_00254	Pran.g_00484
OG0000757	Prap.g_00255	Pran.g_00485
OG0000758	Prap.g_00256	Pran.g_00486
OG0000759	Prap.g_00258	Pran.g_00488
OG0000760	Prap.g_00259	Pran.g_00489
OG0000761	Prap.g_00260	Pran.g_00490
OG0000762	Prap.g_00262	Pran.g_00492
OG0000763	Prap.g_00263	Pran.g_00493
OG0000764	Prap.g_00264	Pran.g_00494
OG0000765	Prap.g_00265	Pran.g_00495
OG0000766	Prap.g_00266	Pran.g_00496
OG0000767	Prap.g_00268	Pran.g_00498
OG0000768	Prap.g_00269	Pran.g_00499
OG0000769	Prap.g_00270	Pran.g_00500
OG0000770	Prap.g_00271	Pran.g_00501
OG0000771	Prap.g_00272	Pran.g_00502
OG0000772	Prap.g_00522	Pran.g_00503
OG0000773	Prap.g_00274	Pran.g_00504
OG0000774	Prap.g_00275	Pran.g_00505
OG0000775	Prap.g_00276	Pran.g_00506
OG0000776	Prap.g_00279	Pran.g_00508
OG0000777	Prap.g_00280	Pran.g_00510
OG0000778	Prap.g_00281	Pran.g_00511
OG0000779	Prap.g_00282	Pran.g_00512
OG0000780	Prap.g_00284	Pran.g_00514
OG0000781	Prap.g_00286	Pran.g_00516
OG0000782	Prap.g_00287	Pran.g_00517
OG0000783	Prap.g_00291	Pran.g_00537
OG0000784	Prap.g_00293	Pran.g_00539
OG0000785	Prap.g_00294	Pran.g_00540
OG0000786	Prap.g_00295	Pran.g_00541
OG0000787	Prap.g_00296	Pran.g_00542
OG0000788	Prap.g_00302	Pran.g_00546
OG0000789	Prap.g_00305	Pran.g_00548
OG0000790	Prap.g_00306	Pran.g_00549
OG0000791	Prap.g_00309	Pran.g_00550
OG0000792	Prap.g_00310	Pran.g_00551
OG0000793	Prap.g_00311	Pran.g_00552
OG0000794	Prap.g_00314	Pran.g_00554
OG0000795	Prap.g_00697	Pran.g_00557
OG0000796	Prap.g_00698	Pran.g_00558
OG0000797	Prap.g_00700	Pran.g_00560
OG0000798	Prap.g_00701	Pran.g_00561
OG0000799	Prap.g_00702	Pran.g_00562
OG0000800	Prap.g_00703	Pran.g_00563
OG0000801	Prap.g_00706	Pran.g_00566
OG0000802	Prap.g_00707	Pran.g_00567
OG0000803	Prap.g_00709	Pran.g_00569
OG0000804	Prap.g_00710	Pran.g_00570
OG0000805	Prap.g_00711	Pran.g_00571
OG0000806	Prap.g_00713	Pran.g_00573
OG0000807	Prap.g_01345	Pran.g_00154
OG0000808	Prap.g_00020	Pran.g_00144
OG0000809	Prap.g_00504	Pran.g_00141
OG0000810	Prap.g_01126	Pran.g_00140
OG0000811	Prap.g_00539	Pran.g_00133
OG0000812	Prap.g_00498	Pran.g_00129
OG0000813	Prap.g_01366	Pran.g_00125
OG0000814	Prap.g_00525	Pran.g_00123
OG0000815	Prap.g_00058	Pran.g_00110
OG0000816	Prap.g_01882	Pran.g_00092
OG0000817	Prap.g_01881	Pran.g_00091
OG0000818	Prap.g_00031	Pran.g_00085
OG0000819	Prap.g_00478	Pran.g_00078
OG0000820	Prap.g_00472	Pran.g_00075
OG0000821	Prap.g_00470	Pran.g_00073
OG0000822	Prap.g_00469	Pran.g_00072
OG0000823	Prap.g_00468	Pran.g_00071
OG0000824	Prap.g_00467	Pran.g_00070
OG0000825	Prap.g_00466	Pran.g_00069
OG0000826	Prap.g_00465	Pran.g_00068
OG0000827	Prap.g_00464	Pran.g_00067
OG0000828	Prap.g_00463	Pran.g_00066
OG0000829	Prap.g_00462	Pran.g_00065
OG0000830	Prap.g_00460	Pran.g_00064
OG0000831	Prap.g_00457	Pran.g_00061
OG0000832	Prap.g_00455	Pran.g_00059
OG0000833	Prap.g_00454	Pran.g_00058
OG0000834	Prap.g_00453	Pran.g_00057
OG0000835	Prap.g_00452	Pran.g_00056
OG0000836	Prap.g_00451	Pran.g_00055
OG0000837	Prap.g_00448	Pran.g_00053
OG0000838	Prap.g_00447	Pran.g_00052
OG0000839	Prap.g_00446	Pran.g_00051
OG0000840	Prap.g_00445	Pran.g_00050
OG0000841	Prap.g_00444	Pran.g_00049
OG0000842	Prap.g_00442	Pran.g_00048
OG0000843	Prap.g_00441	Pran.g_00047
OG0000844	Prap.g_00440	Pran.g_00046
OG0000845	Prap.g_00439	Pran.g_00045
OG0000846	Prap.g_00437	Pran.g_00042
OG0000847	Prap.g_00435	Pran.g_00040
OG0000848	Prap.g_00434	Pran.g_00039
OG0000849	Prap.g_00431	Pran.g_00038
OG0000850	Prap.g_00430	Pran.g_00037
OG0000851	Prap.g_00428	Pran.g_00036
OG0000852	Prap.g_00426	Pran.g_00034
OG0000853	Prap.g_00424	Pran.g_00033
OG0000854	Prap.g_00422	Pran.g_00031
OG0000855	Prap.g_00421	Pran.g_00030
OG0000856	Prap.g_00420	Pran.g_00029
OG0000857	Prap.g_00419	Pran.g_00028
OG0000858	Prap.g_00418	Pran.g_00027
OG0000859	Prap.g_00417	Pran.g_00026
OG0000860	Prap.g_00416	Pran.g_00025
OG0000861	Prap.g_00415	Pran.g_00024
OG0000862	Prap.g_00414	Pran.g_00023
OG0000863	Prap.g_00413	Pran.g_00022
OG0000864	Prap.g_00412	Pran.g_00021
OG0000865	Prap.g_00411	Pran.g_00020
OG0000866	Prap.g_00410	Pran.g_00019
OG0000867	Prap.g_00409	Pran.g_00018
OG0000868	Prap.g_00408	Pran.g_00017
OG0000869	Prap.g_00406	Pran.g_00015
OG0000870	Prap.g_00405	Pran.g_00014
OG0000871	Prap.g_00404	Pran.g_00012
OG0000872	Prap.g_00403	Pran.g_00011
OG0000873	Prap.g_00401	Pran.g_00009
OG0000874	Prap.g_00400	Pran.g_00008
OG0000875	Prap.g_00399	Pran.g_00007
OG0000876	Prap.g_00398	Pran.g_00006
OG0000877	Prap.g_01136	Pran.g_00004
OG0000878	Prap.g_01853	Pran.g_00899
OG0000879	Prap.g_00550	Pran.g_00887
OG0000880	Prap.g_00551	Pran.g_00886
OG0000881	Prap.g_00552	Pran.g_00885
OG0000882	Prap.g_00553	Pran.g_00884
OG0000883	Prap.g_00554	Pran.g_00883
OG0000884	Prap.g_00556	Pran.g_00881
OG0000885	Prap.g_00557	Pran.g_00880
OG0000886	Prap.g_00558	Pran.g_00879
OG0000887	Prap.g_00559	Pran.g_00878
OG0000888	Prap.g_00560	Pran.g_00877
OG0000889	Prap.g_00563	Pran.g_00874
OG0000890	Prap.g_00564	Pran.g_00873
OG0000891	Prap.g_00565	Pran.g_00872
OG0000892	Prap.g_00568	Pran.g_00870
OG0000893	Prap.g_00569	Pran.g_00869
OG0000894	Prap.g_00570	Pran.g_00868
OG0000895	Prap.g_00571	Pran.g_00867
OG0000896	Prap.g_00572	Pran.g_00866
OG0000897	Prap.g_00573	Pran.g_00865
OG0000898	Prap.g_00576	Pran.g_00863
OG0000899	Prap.g_00577	Pran.g_00862
OG0000900	Prap.g_01928	Pran.g_00855
OG0000901	Prap.g_00585	Pran.g_00854
OG0000902	Prap.g_01268	Pran.g_00853
OG0000903	Prap.g_00521	Pran.g_00852
OG0000904	Prap.g_00220	Pran.g_00850
OG0000905	Prap.g_00499	Pran.g_00848
OG0000906	Prap.g_00481	Pran.g_00847
OG0000907	Prap.g_00719	Pran.g_00846
OG0000908	Prap.g_00518	Pran.g_00843
OG0000909	Prap.g_00061	Pran.g_00839
OG0000910	Prap.g_00062	Pran.g_00838
OG0000911	Prap.g_00063	Pran.g_00837
OG0000912	Prap.g_00064	Pran.g_00836
OG0000913	Prap.g_00065	Pran.g_00835
OG0000914	Prap.g_00066	Pran.g_00834
OG0000915	Prap.g_00067	Pran.g_00833
OG0000916	Prap.g_00068	Pran.g_00832
OG0000917	Prap.g_00069	Pran.g_00831
OG0000918	Prap.g_00070	Pran.g_00830
OG0000919	Prap.g_00071	Pran.g_00829
OG0000920	Prap.g_00072	Pran.g_00828
OG0000921	Prap.g_00073	Pran.g_00827
OG0000922	Prap.g_00074	Pran.g_00826
OG0000923	Prap.g_00075	Pran.g_00825
OG0000924	Prap.g_00076	Pran.g_00824
OG0000925	Prap.g_00077	Pran.g_00823
OG0000926	Prap.g_01598	Pran.g_00822
OG0000927	Prap.g_00104	Pran.g_00751
OG0000928	Prap.g_00105	Pran.g_00750
OG0000929	Prap.g_00106	Pran.g_00749
OG0000930	Prap.g_00107	Pran.g_00748
OG0000931	Prap.g_00108	Pran.g_00747
OG0000932	Prap.g_00110	Pran.g_00745
OG0000933	Prap.g_00111	Pran.g_00744
OG0000934	Prap.g_00112	Pran.g_00743
OG0000935	Prap.g_00113	Pran.g_00742
OG0000936	Prap.g_00114	Pran.g_00741
OG0000937	Prap.g_00115	Pran.g_00740
OG0000938	Prap.g_00116	Pran.g_00739
OG0000939	Prap.g_00117	Pran.g_00738
OG0000940	Prap.g_00118	Pran.g_00737
OG0000941	Prap.g_00119	Pran.g_00735
OG0000942	Prap.g_00120	Pran.g_00734
OG0000943	Prap.g_00123	Pran.g_00731
OG0000944	Prap.g_00124	Pran.g_00730
OG0000945	Prap.g_00125	Pran.g_00729
OG0000946	Prap.g_00126	Pran.g_00728
OG0000947	Prap.g_00127	Pran.g_00727
OG0000948	Prap.g_00128	Pran.g_00726
OG0000949	Prap.g_00129	Pran.g_00725
OG0000950	Prap.g_00130	Pran.g_00724
OG0000951	Prap.g_00131	Pran.g_00723
OG0000952	Prap.g_00132	Pran.g_00722
OG0000953	Prap.g_00133	Pran.g_00721
OG0000954	Prap.g_00134	Pran.g_00720
OG0000955	Prap.g_00135	Pran.g_00719
OG0000956	Prap.g_00136	Pran.g_00718
OG0000957	Prap.g_00137	Pran.g_00717
OG0000958	Prap.g_00138	Pran.g_00716
OG0000959	Prap.g_00139	Pran.g_00715
OG0000960	Prap.g_00140	Pran.g_00714
OG0000961	Prap.g_00144	Pran.g_00710
OG0000962	Prap.g_00145	Pran.g_00709
OG0000963	Prap.g_00146	Pran.g_00708
OG0000964	Prap.g_00148	Pran.g_00706
OG0000965	Prap.g_00149	Pran.g_00705
OG0000966	Prap.g_00150	Pran.g_00704
OG0000967	Prap.g_00151	Pran.g_00703
OG0000968	Prap.g_00152	Pran.g_00702
OG0000969	Prap.g_00153	Pran.g_00701
OG0000970	Prap.g_00154	Pran.g_00700
OG0000971	Prap.g_00155	Pran.g_00699
OG0000972	Prap.g_00156	Pran.g_00698
OG0000973	Prap.g_00157	Pran.g_00697
OG0000974	Prap.g_00159	Pran.g_00695
OG0000975	Prap.g_00165	Pran.g_00692
OG0000976	Prap.g_00167	Pran.g_00690
OG0000977	Prap.g_00169	Pran.g_00689
OG0000978	Prap.g_00171	Pran.g_00688
OG0000979	Prap.g_00173	Pran.g_00686
OG0000980	Prap.g_00174	Pran.g_00685
OG0000981	Prap.g_00175	Pran.g_00684
OG0000982	Prap.g_00176	Pran.g_00683
OG0000983	Prap.g_00178	Pran.g_00681
OG0000984	Prap.g_00179	Pran.g_00680
OG0000985	Prap.g_00180	Pran.g_00679
OG0000986	Prap.g_00181	Pran.g_00678
OG0000987	Prap.g_00182	Pran.g_00677
OG0000988	Prap.g_00183	Pran.g_00676
OG0000989	Prap.g_00184	Pran.g_00675
OG0000990	Prap.g_00185	Pran.g_00674
OG0000991	Prap.g_00186	Pran.g_00673
OG0000992	Prap.g_00187	Pran.g_00672
OG0000993	Prap.g_00188	Pran.g_00671
OG0000994	Prap.g_00189	Pran.g_00670
OG0000995	Prap.g_00190	Pran.g_00669
OG0000996	Prap.g_00191	Pran.g_00668
OG0000997	Prap.g_00192	Pran.g_00667
OG0000998	Prap.g_00193	Pran.g_00666
OG0000999	Prap.g_00194	Pran.g_00665
OG0001000	Prap.g_00195	Pran.g_00664
OG0001001	Prap.g_00197	Pran.g_00662
OG0001002	Prap.g_00198	Pran.g_00661
OG0001003	Prap.g_00199	Pran.g_00660
OG0001004	Prap.g_00200	Pran.g_00659
OG0001005	Prap.g_00203	Pran.g_00658
OG0001006	Prap.g_00204	Pran.g_00657
OG0001007	Prap.g_00205	Pran.g_00656
OG0001008	Prap.g_00207	Pran.g_00654
OG0001009	Prap.g_00208	Pran.g_00653
OG0001010	Prap.g_01836	Pran.g_00646
OG0001011	Prap.g_01139	Pran.g_00636
OG0001012	Prap.g_00768	Pran.g_00598
OG0001013	Prap.g_01786	Pran.g_00964
OG0001014	Prap.g_01785	Pran.g_00965
OG0001015	Prap.g_01778	Pran.g_00971
OG0001016	Prap.g_01777	Pran.g_00972
OG0001017	Prap.g_01776	Pran.g_00973
OG0001018	Prap.g_01775	Pran.g_00974
OG0001019	Prap.g_01773	Pran.g_00976
OG0001020	Prap.g_01772	Pran.g_00977
OG0001021	Prap.g_01771	Pran.g_00978
OG0001022	Prap.g_01770	Pran.g_00979
OG0001023	Prap.g_01769	Pran.g_00980
OG0001024	Prap.g_01767	Pran.g_00981
OG0001025	Prap.g_01766	Pran.g_00982
OG0001026	Prap.g_01765	Pran.g_00984
OG0001027	Prap.g_01764	Pran.g_00985
OG0001028	Prap.g_01763	Pran.g_00986
OG0001029	Prap.g_01762	Pran.g_00987
OG0001030	Prap.g_01761	Pran.g_00988
OG0001031	Prap.g_01760	Pran.g_00989
OG0001032	Prap.g_01759	Pran.g_00990
OG0001033	Prap.g_01758	Pran.g_00991
OG0001034	Prap.g_01757	Pran.g_00992
OG0001035	Prap.g_01754	Pran.g_00994
OG0001036	Prap.g_01753	Pran.g_00995
OG0001037	Prap.g_01752	Pran.g_00996
OG0001038	Prap.g_01751	Pran.g_00997
OG0001039	Prap.g_01750	Pran.g_00998
OG0001040	Prap.g_01749	Pran.g_00999
OG0001041	Prap.g_01748	Pran.g_01000
OG0001042	Prap.g_01747	Pran.g_01001
OG0001043	Prap.g_01746	Pran.g_01002
OG0001044	Prap.g_01745	Pran.g_01003
OG0001045	Prap.g_01744	Pran.g_01004
OG0001046	Prap.g_01743	Pran.g_01005
OG0001047	Prap.g_01740	Pran.g_01008
OG0001048	Prap.g_01738	Pran.g_01010
OG0001049	Prap.g_01737	Pran.g_01011
OG0001050	Prap.g_01736	Pran.g_01012
OG0001051	Prap.g_01735	Pran.g_01013
OG0001052	Prap.g_01734	Pran.g_01014
OG0001053	Prap.g_01732	Pran.g_01015
OG0001054	Prap.g_01730	Pran.g_01017
OG0001055	Prap.g_01729	Pran.g_01018
OG0001056	Prap.g_01728	Pran.g_01019
OG0001057	Prap.g_01727	Pran.g_01020
OG0001058	Prap.g_01726	Pran.g_01021
OG0001059	Prap.g_01725	Pran.g_01022
OG0001060	Prap.g_01724	Pran.g_01023
OG0001061	Prap.g_01723	Pran.g_01024
OG0001062	Prap.g_01722	Pran.g_01025
OG0001063	Prap.g_01721	Pran.g_01026
OG0001064	Prap.g_01719	Pran.g_01028
OG0001065	Prap.g_01715	Pran.g_01032
OG0001066	Prap.g_01713	Pran.g_01033
OG0001067	Prap.g_01712	Pran.g_01034
OG0001068	Prap.g_01709	Pran.g_01036
OG0001069	Prap.g_01708	Pran.g_01037
OG0001070	Prap.g_01707	Pran.g_01038
OG0001071	Prap.g_01706	Pran.g_01039
OG0001072	Prap.g_01705	Pran.g_01040
OG0001073	Prap.g_01704	Pran.g_01041
OG0001074	Prap.g_01703	Pran.g_01042
OG0001075	Prap.g_01702	Pran.g_01044
OG0001076	Prap.g_01701	Pran.g_01045
OG0001077	Prap.g_01700	Pran.g_01046
OG0001078	Prap.g_01699	Pran.g_01047
OG0001079	Prap.g_01698	Pran.g_01048
OG0001080	Prap.g_01697	Pran.g_01049
OG0001081	Prap.g_01693	Pran.g_01052
OG0001082	Prap.g_01692	Pran.g_01053
OG0001083	Prap.g_01689	Pran.g_01054
OG0001084	Prap.g_01690	Pran.g_01055
OG0001085	Prap.g_01691	Pran.g_01056
OG0001086	Prap.g_01694	Pran.g_01057
OG0001087	Prap.g_01695	Pran.g_01058
OG0001088	Prap.g_01696	Pran.g_01059
OG0001089	Prap.g_01686	Pran.g_01062
OG0001090	Prap.g_01684	Pran.g_01064
OG0001091	Prap.g_01683	Pran.g_01065
OG0001092	Prap.g_01682	Pran.g_01066
OG0001093	Prap.g_01681	Pran.g_01067
OG0001094	Prap.g_01680	Pran.g_01069
OG0001095	Prap.g_01679	Pran.g_01070
OG0001096	Prap.g_01678	Pran.g_01071
OG0001097	Prap.g_01677	Pran.g_01072
OG0001098	Prap.g_01676	Pran.g_01073
OG0001099	Prap.g_01675	Pran.g_01074
OG0001100	Prap.g_01674	Pran.g_01075
OG0001101	Prap.g_01673	Pran.g_01076
OG0001102	Prap.g_01672	Pran.g_01077
OG0001103	Prap.g_01671	Pran.g_01078
OG0001104	Prap.g_01670	Pran.g_01079
OG0001105	Prap.g_01669	Pran.g_01080
OG0001106	Prap.g_01668	Pran.g_01081
OG0001107	Prap.g_01667	Pran.g_01082
OG0001108	Prap.g_01666	Pran.g_01083
OG0001109	Prap.g_01665	Pran.g_01084
OG0001110	Prap.g_01664	Pran.g_01085
OG0001111	Prap.g_01663	Pran.g_01086
OG0001112	Prap.g_01662	Pran.g_01087
OG0001113	Prap.g_01661	Pran.g_01088
OG0001114	Prap.g_01660	Pran.g_01089
OG0001115	Prap.g_01659	Pran.g_01090
OG0001116	Prap.g_01658	Pran.g_01091
OG0001117	Prap.g_01657	Pran.g_01092
OG0001118	Prap.g_01656	Pran.g_01093
OG0001119	Prap.g_01655	Pran.g_01094
OG0001120	Prap.g_01654	Pran.g_01095
OG0001121	Prap.g_01652	Pran.g_01097
OG0001122	Prap.g_01651	Pran.g_01098
OG0001123	Prap.g_01650	Pran.g_01099
OG0001124	Prap.g_01647	Pran.g_01101
OG0001125	Prap.g_01645	Pran.g_01103
OG0001126	Prap.g_01644	Pran.g_01104
OG0001127	Prap.g_01641	Pran.g_01106
OG0001128	Prap.g_01640	Pran.g_01107
OG0001129	Prap.g_01639	Pran.g_01108
OG0001130	Prap.g_01636	Pran.g_01111
OG0001131	Prap.g_01635	Pran.g_01112
OG0001132	Prap.g_01634	Pran.g_01113
OG0001133	Prap.g_01633	Pran.g_01114
OG0001134	Prap.g_01632	Pran.g_01115
OG0001135	Prap.g_01631	Pran.g_01116
OG0001136	Prap.g_01630	Pran.g_01117
OG0001137	Prap.g_01629	Pran.g_01118
OG0001138	Prap.g_01628	Pran.g_01119
OG0001139	Prap.g_01626	Pran.g_01120
OG0001140	Prap.g_01625	Pran.g_01121
OG0001141	Prap.g_01624	Pran.g_01122
OG0001142	Prap.g_01620	Pran.g_01125
OG0001143	Prap.g_01619	Pran.g_01126
OG0001144	Prap.g_01618	Pran.g_01127
OG0001145	Prap.g_01617	Pran.g_01128
OG0001146	Prap.g_01616	Pran.g_01129
OG0001147	Prap.g_01615	Pran.g_01130
OG0001148	Prap.g_01614	Pran.g_01131
OG0001149	Prap.g_01612	Pran.g_01133
OG0001150	Prap.g_01611	Pran.g_01134
OG0001151	Prap.g_01607	Pran.g_01136
OG0001152	Prap.g_01606	Pran.g_01137
OG0001153	Prap.g_01605	Pran.g_01138
OG0001154	Prap.g_01603	Pran.g_01139
OG0001155	Prap.g_01601	Pran.g_01141
OG0001156	Prap.g_01599	Pran.g_01143
OG0001157	Prap.g_01597	Pran.g_01144
OG0001158	Prap.g_01595	Pran.g_01146
OG0001159	Prap.g_01594	Pran.g_01147
OG0001160	Prap.g_01593	Pran.g_01148
OG0001161	Prap.g_01592	Pran.g_01149
OG0001162	Prap.g_01591	Pran.g_01150
OG0001163	Prap.g_01590	Pran.g_01151
OG0001164	Prap.g_01589	Pran.g_01152
OG0001165	Prap.g_01588	Pran.g_01153
OG0001166	Prap.g_01587	Pran.g_01154
OG0001167	Prap.g_01585	Pran.g_01155
OG0001168	Prap.g_01584	Pran.g_01156
OG0001169	Prap.g_01583	Pran.g_01157
OG0001170	Prap.g_01582	Pran.g_01158
OG0001171	Prap.g_01581	Pran.g_01159
OG0001172	Prap.g_01579	Pran.g_01161
