Orthogroup	Prap	Pras
OG0000586	Prap.g_00358	Pras.g_01543
OG0000587	Prap.g_00357	Pras.g_01544
OG0000588	Prap.g_00831	Pras.g_01546
OG0000589	Prap.g_00830	Pras.g_01547
OG0000590	Prap.g_00828	Pras.g_01549
OG0000591	Prap.g_00822	Pras.g_01555
OG0000592	Prap.g_00821	Pras.g_01556
OG0000593	Prap.g_00820	Pras.g_01557
OG0000594	Prap.g_00817	Pras.g_01559
OG0000595	Prap.g_00816	Pras.g_01560
OG0000596	Prap.g_00815	Pras.g_01561
OG0000597	Prap.g_00813	Pras.g_01563
OG0000598	Prap.g_00812	Pras.g_01564
OG0000599	Prap.g_00811	Pras.g_01565
OG0000600	Prap.g_00810	Pras.g_01566
OG0000601	Prap.g_00807	Pras.g_01568
OG0000602	Prap.g_00806	Pras.g_01569
OG0000603	Prap.g_00805	Pras.g_01570
OG0000604	Prap.g_00802	Pras.g_01571
OG0000605	Prap.g_00801	Pras.g_01572
OG0000606	Prap.g_00800	Pras.g_01573
OG0000607	Prap.g_00798	Pras.g_01575
OG0000608	Prap.g_00796	Pras.g_01576
OG0000609	Prap.g_01489	Pras.g_01580
OG0000610	Prap.g_00872	Pras.g_01581
OG0000611	Prap.g_00790	Pras.g_01607
OG0000612	Prap.g_00789	Pras.g_01608
OG0000613	Prap.g_00344	Pras.g_01609
OG0000614	Prap.g_00343	Pras.g_01610
OG0000615	Prap.g_00341	Pras.g_01612
OG0000616	Prap.g_00340	Pras.g_01613
OG0000617	Prap.g_00339	Pras.g_01614
OG0000618	Prap.g_00338	Pras.g_01615
OG0000619	Prap.g_00337	Pras.g_01616
OG0000620	Prap.g_00336	Pras.g_01617
OG0000621	Prap.g_00335	Pras.g_01618
OG0000622	Prap.g_00334	Pras.g_01619
OG0000623	Prap.g_00333	Pras.g_01620
OG0000624	Prap.g_00331	Pras.g_01621
OG0000625	Prap.g_00330	Pras.g_01622
OG0000626	Prap.g_00329	Pras.g_01623
OG0000627	Prap.g_00328	Pras.g_01624
OG0000628	Prap.g_00327	Pras.g_01625
OG0000629	Prap.g_00326	Pras.g_01626
OG0000630	Prap.g_00325	Pras.g_01627
OG0000631	Prap.g_00323	Pras.g_01629
OG0000632	Prap.g_00322	Pras.g_01645
OG0000633	Prap.g_00036	Pras.g_01649
OG0000634	Prap.g_00545	Pras.g_01664
OG0000635	Prap.g_01121	Pras.g_01665
OG0000636	Prap.g_01122	Pras.g_01666
OG0000637	Prap.g_01123	Pras.g_01667
OG0000638	Prap.g_01375	Pras.g_01679
OG0000639	Prap.g_00688	Pras.g_01688
OG0000640	Prap.g_00685	Pras.g_01690
OG0000641	Prap.g_00683	Pras.g_01692
OG0000642	Prap.g_00682	Pras.g_01693
OG0000643	Prap.g_00681	Pras.g_01694
OG0000644	Prap.g_00345	Pras.g_01695
OG0000645	Prap.g_00788	Pras.g_01696
OG0000646	Prap.g_00787	Pras.g_01697
OG0000647	Prap.g_00786	Pras.g_01698
OG0000648	Prap.g_00784	Pras.g_01700
OG0000649	Prap.g_00783	Pras.g_01701
OG0000650	Prap.g_00782	Pras.g_01702
OG0000651	Prap.g_00781	Pras.g_01703
OG0000652	Prap.g_00780	Pras.g_01704
OG0000653	Prap.g_00779	Pras.g_01705
OG0000654	Prap.g_00777	Pras.g_01707
OG0000655	Prap.g_00775	Pras.g_01709
OG0000656	Prap.g_00774	Pras.g_01710
OG0000657	Prap.g_00773	Pras.g_01711
OG0000658	Prap.g_00772	Pras.g_01712
OG0000659	Prap.g_00771	Pras.g_01713
OG0000660	Prap.g_00770	Pras.g_01714
OG0000661	Prap.g_00769	Pras.g_01715
OG0000662	Prap.g_00767	Pras.g_01716
OG0000663	Prap.g_00766	Pras.g_01717
OG0000664	Prap.g_00765	Pras.g_01718
OG0000665	Prap.g_00764	Pras.g_01719
OG0000666	Prap.g_00763	Pras.g_01720
OG0000667	Prap.g_00762	Pras.g_01721
OG0000668	Prap.g_00761	Pras.g_01722
OG0000669	Prap.g_00759	Pras.g_01724
OG0000670	Prap.g_00758	Pras.g_01725
OG0000671	Prap.g_00757	Pras.g_01726
OG0000672	Prap.g_00756	Pras.g_01727
OG0000673	Prap.g_00755	Pras.g_01728
OG0000674	Prap.g_00754	Pras.g_01729
OG0000675	Prap.g_00752	Pras.g_01731
OG0000676	Prap.g_00751	Pras.g_01732
OG0000677	Prap.g_00748	Pras.g_01734
OG0000678	Prap.g_00746	Pras.g_01736
OG0000679	Prap.g_00744	Pras.g_01737
OG0000680	Prap.g_00743	Pras.g_01738
OG0000681	Prap.g_00742	Pras.g_01739
OG0000682	Prap.g_00741	Pras.g_01740
OG0000683	Prap.g_00739	Pras.g_01742
OG0000684	Prap.g_00738	Pras.g_01743
OG0000685	Prap.g_00737	Pras.g_01744
OG0000686	Prap.g_00736	Pras.g_01745
OG0000687	Prap.g_00735	Pras.g_01746
OG0000688	Prap.g_00734	Pras.g_01747
OG0000689	Prap.g_00733	Pras.g_01748
OG0000690	Prap.g_00732	Pras.g_01749
OG0000691	Prap.g_00731	Pras.g_01750
OG0000692	Prap.g_00727	Pras.g_01752
OG0000693	Prap.g_00726	Pras.g_01753
OG0000694	Prap.g_00725	Pras.g_01754
OG0000695	Prap.g_00724	Pras.g_01755
OG0000696	Prap.g_00723	Pras.g_01756
OG0000697	Prap.g_00721	Pras.g_01758
OG0000698	Prap.g_00717	Pras.g_01760
OG0000699	Prap.g_00716	Pras.g_01761
OG0000700	Prap.g_00660	Pras.g_01788
OG0000701	Prap.g_00655	Pras.g_01791
OG0000702	Prap.g_00869	Pras.g_01792
OG0000703	Prap.g_00867	Pras.g_01793
OG0000704	Prap.g_00866	Pras.g_01794
OG0000705	Prap.g_00864	Pras.g_01795
OG0000706	Prap.g_00863	Pras.g_01796
OG0000707	Prap.g_00861	Pras.g_01798
OG0000708	Prap.g_00860	Pras.g_01799
OG0000709	Prap.g_00858	Pras.g_01801
OG0000710	Prap.g_00857	Pras.g_01802
OG0000711	Prap.g_00856	Pras.g_01803
OG0000712	Prap.g_00855	Pras.g_01804
OG0000713	Prap.g_00854	Pras.g_01805
OG0000714	Prap.g_00852	Pras.g_01807
OG0000715	Prap.g_00851	Pras.g_01808
OG0000716	Prap.g_00849	Pras.g_01810
OG0000717	Prap.g_00848	Pras.g_01811
OG0000718	Prap.g_00847	Pras.g_01812
OG0000719	Prap.g_00845	Pras.g_01814
OG0000720	Prap.g_00844	Pras.g_01815
OG0000721	Prap.g_00841	Pras.g_01818
OG0000722	Prap.g_00840	Pras.g_01819
OG0000723	Prap.g_00839	Pras.g_01820
OG0000724	Prap.g_00837	Pras.g_01821
OG0000725	Prap.g_00836	Pras.g_01822
OG0000726	Prap.g_00835	Pras.g_01823
OG0000727	Prap.g_00834	Pras.g_01824
OG0000728	Prap.g_00833	Pras.g_01825
OG0000729	Prap.g_00832	Pras.g_01826
OG0000730	Prap.g_00355	Pras.g_01827
OG0000731	Prap.g_00353	Pras.g_01828
OG0000732	Prap.g_00352	Pras.g_01829
OG0000733	Prap.g_00351	Pras.g_01830
OG0000734	Prap.g_00350	Pras.g_01831
OG0000735	Prap.g_00348	Pras.g_01833
OG0000736	Prap.g_00347	Pras.g_01834
OG0000737	Prap.g_00346	Pras.g_01835
OG0000738	Prap.g_00680	Pras.g_01836
OG0000739	Prap.g_00679	Pras.g_01837
OG0000740	Prap.g_00678	Pras.g_01838
OG0000741	Prap.g_00677	Pras.g_01839
OG0000742	Prap.g_00675	Pras.g_01841
OG0000743	Prap.g_00239	Pras.g_01842
OG0000744	Prap.g_00240	Pras.g_01843
OG0000745	Prap.g_00241	Pras.g_01844
OG0000746	Prap.g_00242	Pras.g_01845
OG0000747	Prap.g_00243	Pras.g_01846
OG0000748	Prap.g_00244	Pras.g_01847
OG0000749	Prap.g_00245	Pras.g_01848
OG0000750	Prap.g_00247	Pras.g_01849
OG0000751	Prap.g_00248	Pras.g_01850
OG0000752	Prap.g_00307	Pras.g_01851
OG0000753	Prap.g_00250	Pras.g_01853
OG0000754	Prap.g_00251	Pras.g_01854
OG0000755	Prap.g_00252	Pras.g_01855
OG0000756	Prap.g_00254	Pras.g_01856
OG0000757	Prap.g_00255	Pras.g_01857
OG0000758	Prap.g_00256	Pras.g_01858
OG0000759	Prap.g_00258	Pras.g_01860
OG0000760	Prap.g_00259	Pras.g_01861
OG0000761	Prap.g_00260	Pras.g_01862
OG0000762	Prap.g_00262	Pras.g_01864
OG0000763	Prap.g_00263	Pras.g_01865
OG0000764	Prap.g_00264	Pras.g_01866
OG0000765	Prap.g_00265	Pras.g_01867
OG0000766	Prap.g_00266	Pras.g_01868
OG0000767	Prap.g_00268	Pras.g_01870
OG0000768	Prap.g_00269	Pras.g_01871
OG0000769	Prap.g_00270	Pras.g_01872
OG0000770	Prap.g_00271	Pras.g_01873
OG0000771	Prap.g_00272	Pras.g_01874
OG0000772	Prap.g_00522	Pras.g_01875
OG0000773	Prap.g_00274	Pras.g_01876
OG0000774	Prap.g_00275	Pras.g_01877
OG0000775	Prap.g_00276	Pras.g_01878
OG0000776	Prap.g_00279	Pras.g_01881
OG0000777	Prap.g_00280	Pras.g_01883
OG0000778	Prap.g_00281	Pras.g_01884
OG0000779	Prap.g_00282	Pras.g_01885
OG0000780	Prap.g_00284	Pras.g_01887
OG0000781	Prap.g_00286	Pras.g_01889
OG0000782	Prap.g_00287	Pras.g_01890
OG0000783	Prap.g_00291	Pras.g_01903
OG0000784	Prap.g_00293	Pras.g_01905
OG0000785	Prap.g_00294	Pras.g_01906
OG0000786	Prap.g_00295	Pras.g_01907
OG0000787	Prap.g_00296	Pras.g_01908
OG0000788	Prap.g_00302	Pras.g_01912
OG0000789	Prap.g_00305	Pras.g_01914
OG0000790	Prap.g_00306	Pras.g_01915
OG0000791	Prap.g_00309	Pras.g_01916
OG0000792	Prap.g_00310	Pras.g_01917
OG0000793	Prap.g_00311	Pras.g_01918
OG0000794	Prap.g_00314	Pras.g_01920
OG0000795	Prap.g_00697	Pras.g_01923
OG0000796	Prap.g_00698	Pras.g_01924
OG0000797	Prap.g_00700	Pras.g_01926
OG0000798	Prap.g_00701	Pras.g_01927
OG0000799	Prap.g_00702	Pras.g_01928
OG0000800	Prap.g_00703	Pras.g_01929
OG0000801	Prap.g_00706	Pras.g_01932
OG0000802	Prap.g_00707	Pras.g_01933
OG0000803	Prap.g_00709	Pras.g_01935
OG0000804	Prap.g_00710	Pras.g_01936
OG0000805	Prap.g_00711	Pras.g_01937
OG0000806	Prap.g_00713	Pras.g_01939
OG0000807	Prap.g_01345	Pras.g_01964
OG0000808	Prap.g_00020	Pras.g_01973
OG0000809	Prap.g_00504	Pras.g_01976
OG0000810	Prap.g_01126	Pras.g_01977
OG0000811	Prap.g_00539	Pras.g_01984
OG0000812	Prap.g_00498	Pras.g_01988
OG0000813	Prap.g_01366	Pras.g_01992
OG0000814	Prap.g_00525	Pras.g_01994
OG0000815	Prap.g_00058	Pras.g_00009
OG0000816	Prap.g_01882	Pras.g_00024
OG0000817	Prap.g_01881	Pras.g_00025
OG0000818	Prap.g_00031	Pras.g_00030
OG0000819	Prap.g_00478	Pras.g_00037
OG0000820	Prap.g_00472	Pras.g_00041
OG0000821	Prap.g_00470	Pras.g_00043
OG0000822	Prap.g_00469	Pras.g_00044
OG0000823	Prap.g_00468	Pras.g_00045
OG0000824	Prap.g_00467	Pras.g_00046
OG0000825	Prap.g_00466	Pras.g_00047
OG0000826	Prap.g_00465	Pras.g_00048
OG0000827	Prap.g_00464	Pras.g_00049
OG0000828	Prap.g_00463	Pras.g_00050
OG0000829	Prap.g_00462	Pras.g_00051
OG0000830	Prap.g_00460	Pras.g_00052
OG0000831	Prap.g_00457	Pras.g_00055
OG0000832	Prap.g_00455	Pras.g_00057
OG0000833	Prap.g_00454	Pras.g_00058
OG0000834	Prap.g_00453	Pras.g_00059
OG0000835	Prap.g_00452	Pras.g_00060
OG0000836	Prap.g_00451	Pras.g_00061
OG0000837	Prap.g_00448	Pras.g_00063
OG0000838	Prap.g_00447	Pras.g_00064
OG0000839	Prap.g_00446	Pras.g_00065
OG0000840	Prap.g_00445	Pras.g_00066
OG0000841	Prap.g_00444	Pras.g_00067
OG0000842	Prap.g_00442	Pras.g_00068
OG0000843	Prap.g_00441	Pras.g_00069
OG0000844	Prap.g_00440	Pras.g_00070
OG0000845	Prap.g_00439	Pras.g_00071
OG0000846	Prap.g_00437	Pras.g_00074
OG0000847	Prap.g_00435	Pras.g_00076
OG0000848	Prap.g_00434	Pras.g_00077
OG0000849	Prap.g_00431	Pras.g_00078
OG0000850	Prap.g_00430	Pras.g_00079
OG0000851	Prap.g_00428	Pras.g_00080
OG0000852	Prap.g_00426	Pras.g_00082
OG0000853	Prap.g_00424	Pras.g_00083
OG0000854	Prap.g_00422	Pras.g_00085
OG0000855	Prap.g_00421	Pras.g_00086
OG0000856	Prap.g_00420	Pras.g_00087
OG0000857	Prap.g_00419	Pras.g_00088
OG0000858	Prap.g_00418	Pras.g_00089
OG0000859	Prap.g_00417	Pras.g_00090
OG0000860	Prap.g_00416	Pras.g_00091
OG0000861	Prap.g_00415	Pras.g_00092
OG0000862	Prap.g_00414	Pras.g_00093
OG0000863	Prap.g_00413	Pras.g_00094
OG0000864	Prap.g_00412	Pras.g_00095
OG0000865	Prap.g_00411	Pras.g_00097
OG0000866	Prap.g_00410	Pras.g_00098
OG0000867	Prap.g_00409	Pras.g_00099
OG0000868	Prap.g_00408	Pras.g_00100
OG0000869	Prap.g_00406	Pras.g_00102
OG0000870	Prap.g_00405	Pras.g_00103
OG0000871	Prap.g_00404	Pras.g_00105
OG0000872	Prap.g_00403	Pras.g_00106
OG0000873	Prap.g_00401	Pras.g_00108
OG0000874	Prap.g_00400	Pras.g_00109
OG0000875	Prap.g_00399	Pras.g_00110
OG0000876	Prap.g_00398	Pras.g_00111
OG0000877	Prap.g_01136	Pras.g_00113
OG0000878	Prap.g_01853	Pras.g_00178
OG0000879	Prap.g_00550	Pras.g_00197
OG0000880	Prap.g_00551	Pras.g_00198
OG0000881	Prap.g_00552	Pras.g_00199
OG0000882	Prap.g_00553	Pras.g_00200
OG0000883	Prap.g_00554	Pras.g_00201
OG0000884	Prap.g_00556	Pras.g_00204
OG0000885	Prap.g_00557	Pras.g_00205
OG0000886	Prap.g_00558	Pras.g_00206
OG0000887	Prap.g_00559	Pras.g_00207
OG0000888	Prap.g_00560	Pras.g_00208
OG0000889	Prap.g_00563	Pras.g_00211
OG0000890	Prap.g_00564	Pras.g_00212
OG0000891	Prap.g_00565	Pras.g_00213
OG0000892	Prap.g_00568	Pras.g_00214
OG0000893	Prap.g_00569	Pras.g_00216
OG0000894	Prap.g_00570	Pras.g_00217
OG0000895	Prap.g_00571	Pras.g_00218
OG0000896	Prap.g_00572	Pras.g_00219
OG0000897	Prap.g_00573	Pras.g_00220
OG0000898	Prap.g_00576	Pras.g_00223
OG0000899	Prap.g_00577	Pras.g_00224
OG0000900	Prap.g_01928	Pras.g_00232
OG0000901	Prap.g_00585	Pras.g_00236
OG0000902	Prap.g_01268	Pras.g_00237
OG0000903	Prap.g_00521	Pras.g_00238
OG0000904	Prap.g_00220	Pras.g_00240
OG0000905	Prap.g_00499	Pras.g_00242
OG0000906	Prap.g_00481	Pras.g_00244
OG0000907	Prap.g_00719	Pras.g_00245
OG0000908	Prap.g_00518	Pras.g_00248
OG0000909	Prap.g_00061	Pras.g_00252
OG0000910	Prap.g_00062	Pras.g_00253
OG0000911	Prap.g_00063	Pras.g_00254
OG0000912	Prap.g_00064	Pras.g_00255
OG0000913	Prap.g_00065	Pras.g_00256
OG0000914	Prap.g_00066	Pras.g_00257
OG0000915	Prap.g_00067	Pras.g_00258
OG0000916	Prap.g_00068	Pras.g_00259
OG0000917	Prap.g_00069	Pras.g_00260
OG0000918	Prap.g_00070	Pras.g_00261
OG0000919	Prap.g_00071	Pras.g_00262
OG0000920	Prap.g_00072	Pras.g_00263
OG0000921	Prap.g_00073	Pras.g_00264
OG0000922	Prap.g_00074	Pras.g_00265
OG0000923	Prap.g_00075	Pras.g_00266
OG0000924	Prap.g_00076	Pras.g_00267
OG0000925	Prap.g_00077	Pras.g_00268
OG0000926	Prap.g_01598	Pras.g_00289
OG0000927	Prap.g_00104	Pras.g_00332
OG0000928	Prap.g_00105	Pras.g_00333
OG0000929	Prap.g_00106	Pras.g_00334
OG0000930	Prap.g_00107	Pras.g_00335
OG0000931	Prap.g_00108	Pras.g_00336
OG0000932	Prap.g_00110	Pras.g_00338
OG0000933	Prap.g_00111	Pras.g_00339
OG0000934	Prap.g_00112	Pras.g_00340
OG0000935	Prap.g_00113	Pras.g_00341
OG0000936	Prap.g_00114	Pras.g_00342
OG0000937	Prap.g_00115	Pras.g_00343
OG0000938	Prap.g_00116	Pras.g_00344
OG0000939	Prap.g_00117	Pras.g_00345
OG0000940	Prap.g_00118	Pras.g_00346
OG0000941	Prap.g_00119	Pras.g_00348
OG0000942	Prap.g_00120	Pras.g_00349
OG0000943	Prap.g_00123	Pras.g_00352
OG0000944	Prap.g_00124	Pras.g_00353
OG0000945	Prap.g_00125	Pras.g_00354
OG0000946	Prap.g_00126	Pras.g_00355
OG0000947	Prap.g_00127	Pras.g_00356
OG0000948	Prap.g_00128	Pras.g_00357
OG0000949	Prap.g_00129	Pras.g_00358
OG0000950	Prap.g_00130	Pras.g_00359
OG0000951	Prap.g_00131	Pras.g_00360
OG0000952	Prap.g_00132	Pras.g_00361
OG0000953	Prap.g_00133	Pras.g_00362
OG0000954	Prap.g_00134	Pras.g_00363
OG0000955	Prap.g_00135	Pras.g_00364
OG0000956	Prap.g_00136	Pras.g_00365
OG0000957	Prap.g_00137	Pras.g_00366
OG0000958	Prap.g_00138	Pras.g_00367
OG0000959	Prap.g_00139	Pras.g_00368
OG0000960	Prap.g_00140	Pras.g_00369
OG0000961	Prap.g_00144	Pras.g_00373
OG0000962	Prap.g_00145	Pras.g_00374
OG0000963	Prap.g_00146	Pras.g_00375
OG0000964	Prap.g_00148	Pras.g_00377
OG0000965	Prap.g_00149	Pras.g_00378
OG0000966	Prap.g_00150	Pras.g_00379
OG0000967	Prap.g_00151	Pras.g_00380
OG0000968	Prap.g_00152	Pras.g_00381
OG0000969	Prap.g_00153	Pras.g_00382
OG0000970	Prap.g_00154	Pras.g_00384
OG0000971	Prap.g_00155	Pras.g_00385
OG0000972	Prap.g_00156	Pras.g_00386
OG0000973	Prap.g_00157	Pras.g_00387
OG0000974	Prap.g_00159	Pras.g_00389
OG0000975	Prap.g_00165	Pras.g_00392
OG0000976	Prap.g_00167	Pras.g_00394
OG0000977	Prap.g_00169	Pras.g_00395
OG0000978	Prap.g_00171	Pras.g_00396
OG0000979	Prap.g_00173	Pras.g_00399
OG0000980	Prap.g_00174	Pras.g_00400
OG0000981	Prap.g_00175	Pras.g_00401
OG0000982	Prap.g_00176	Pras.g_00402
OG0000983	Prap.g_00178	Pras.g_00405
OG0000984	Prap.g_00179	Pras.g_00406
OG0000985	Prap.g_00180	Pras.g_00407
OG0000986	Prap.g_00181	Pras.g_00408
OG0000987	Prap.g_00182	Pras.g_00409
OG0000988	Prap.g_00183	Pras.g_00410
OG0000989	Prap.g_00184	Pras.g_00411
OG0000990	Prap.g_00185	Pras.g_00412
OG0000991	Prap.g_00186	Pras.g_00413
OG0000992	Prap.g_00187	Pras.g_00414
OG0000993	Prap.g_00188	Pras.g_00415
OG0000994	Prap.g_00189	Pras.g_00416
OG0000995	Prap.g_00190	Pras.g_00417
OG0000996	Prap.g_00191	Pras.g_00418
OG0000997	Prap.g_00192	Pras.g_00419
OG0000998	Prap.g_00193	Pras.g_00420
OG0000999	Prap.g_00194	Pras.g_00421
OG0001000	Prap.g_00195	Pras.g_00422
OG0001001	Prap.g_00197	Pras.g_00424
OG0001002	Prap.g_00198	Pras.g_00425
OG0001003	Prap.g_00199	Pras.g_00426
OG0001004	Prap.g_00200	Pras.g_00427
OG0001005	Prap.g_00203	Pras.g_00428
OG0001006	Prap.g_00204	Pras.g_00429
OG0001007	Prap.g_00205	Pras.g_00430
OG0001008	Prap.g_00207	Pras.g_00432
OG0001009	Prap.g_00208	Pras.g_00433
OG0001010	Prap.g_01836	Pras.g_00441
OG0001011	Prap.g_01139	Pras.g_00448
OG0001012	Prap.g_00768	Pras.g_00473
OG0001013	Prap.g_01786	Pras.g_00544
OG0001014	Prap.g_01785	Pras.g_00545
OG0001015	Prap.g_01778	Pras.g_00551
OG0001016	Prap.g_01777	Pras.g_00552
OG0001017	Prap.g_01776	Pras.g_00553
OG0001018	Prap.g_01775	Pras.g_00554
OG0001019	Prap.g_01773	Pras.g_00556
OG0001020	Prap.g_01772	Pras.g_00557
OG0001021	Prap.g_01771	Pras.g_00558
OG0001022	Prap.g_01770	Pras.g_00559
OG0001023	Prap.g_01769	Pras.g_00560
OG0001024	Prap.g_01767	Pras.g_00561
OG0001025	Prap.g_01766	Pras.g_00562
OG0001026	Prap.g_01765	Pras.g_00564
OG0001027	Prap.g_01764	Pras.g_00565
OG0001028	Prap.g_01763	Pras.g_00566
OG0001029	Prap.g_01762	Pras.g_00567
OG0001030	Prap.g_01761	Pras.g_00568
OG0001031	Prap.g_01760	Pras.g_00569
OG0001032	Prap.g_01759	Pras.g_00570
OG0001033	Prap.g_01758	Pras.g_00571
OG0001034	Prap.g_01757	Pras.g_00572
OG0001035	Prap.g_01754	Pras.g_00574
OG0001036	Prap.g_01753	Pras.g_00575
OG0001037	Prap.g_01752	Pras.g_00576
OG0001038	Prap.g_01751	Pras.g_00577
OG0001039	Prap.g_01750	Pras.g_00578
OG0001040	Prap.g_01749	Pras.g_00579
OG0001041	Prap.g_01748	Pras.g_00580
OG0001042	Prap.g_01747	Pras.g_00581
OG0001043	Prap.g_01746	Pras.g_00582
OG0001044	Prap.g_01745	Pras.g_00583
OG0001045	Prap.g_01744	Pras.g_00584
OG0001046	Prap.g_01743	Pras.g_00585
OG0001047	Prap.g_01740	Pras.g_00588
OG0001048	Prap.g_01738	Pras.g_00590
OG0001049	Prap.g_01737	Pras.g_00591
OG0001050	Prap.g_01736	Pras.g_00592
OG0001051	Prap.g_01735	Pras.g_00593
OG0001052	Prap.g_01734	Pras.g_00594
OG0001053	Prap.g_01732	Pras.g_00596
OG0001054	Prap.g_01730	Pras.g_00598
OG0001055	Prap.g_01729	Pras.g_00599
OG0001056	Prap.g_01728	Pras.g_00600
OG0001057	Prap.g_01727	Pras.g_00601
OG0001058	Prap.g_01726	Pras.g_00602
OG0001059	Prap.g_01725	Pras.g_00603
OG0001060	Prap.g_01724	Pras.g_00604
OG0001061	Prap.g_01723	Pras.g_00605
OG0001062	Prap.g_01722	Pras.g_00606
OG0001063	Prap.g_01721	Pras.g_00607
OG0001064	Prap.g_01719	Pras.g_00609
OG0001065	Prap.g_01715	Pras.g_00613
OG0001066	Prap.g_01713	Pras.g_00614
OG0001067	Prap.g_01712	Pras.g_00615
OG0001068	Prap.g_01709	Pras.g_00617
OG0001069	Prap.g_01708	Pras.g_00618
OG0001070	Prap.g_01707	Pras.g_00619
OG0001071	Prap.g_01706	Pras.g_00620
OG0001072	Prap.g_01705	Pras.g_00621
OG0001073	Prap.g_01704	Pras.g_00622
OG0001074	Prap.g_01703	Pras.g_00623
OG0001075	Prap.g_01702	Pras.g_00624
OG0001076	Prap.g_01701	Pras.g_00625
OG0001077	Prap.g_01700	Pras.g_00626
OG0001078	Prap.g_01699	Pras.g_00627
OG0001079	Prap.g_01698	Pras.g_00628
OG0001080	Prap.g_01697	Pras.g_00629
OG0001081	Prap.g_01693	Pras.g_00632
OG0001082	Prap.g_01692	Pras.g_00633
OG0001083	Prap.g_01689	Pras.g_00634
OG0001084	Prap.g_01690	Pras.g_00636
OG0001085	Prap.g_01691	Pras.g_00637
OG0001086	Prap.g_01694	Pras.g_00638
OG0001087	Prap.g_01695	Pras.g_00639
OG0001088	Prap.g_01696	Pras.g_00640
OG0001089	Prap.g_01686	Pras.g_00645
OG0001090	Prap.g_01684	Pras.g_00647
OG0001091	Prap.g_01683	Pras.g_00648
OG0001092	Prap.g_01682	Pras.g_00649
OG0001093	Prap.g_01681	Pras.g_00650
OG0001094	Prap.g_01680	Pras.g_00651
OG0001095	Prap.g_01679	Pras.g_00652
OG0001096	Prap.g_01678	Pras.g_00653
OG0001097	Prap.g_01677	Pras.g_00654
OG0001098	Prap.g_01676	Pras.g_00655
OG0001099	Prap.g_01675	Pras.g_00656
OG0001100	Prap.g_01674	Pras.g_00657
OG0001101	Prap.g_01673	Pras.g_00658
OG0001102	Prap.g_01672	Pras.g_00659
OG0001103	Prap.g_01671	Pras.g_00660
OG0001104	Prap.g_01670	Pras.g_00661
OG0001105	Prap.g_01669	Pras.g_00662
OG0001106	Prap.g_01668	Pras.g_00663
OG0001107	Prap.g_01667	Pras.g_00664
OG0001108	Prap.g_01666	Pras.g_00665
OG0001109	Prap.g_01665	Pras.g_00666
OG0001110	Prap.g_01664	Pras.g_00667
OG0001111	Prap.g_01663	Pras.g_00668
OG0001112	Prap.g_01662	Pras.g_00669
OG0001113	Prap.g_01661	Pras.g_00670
OG0001114	Prap.g_01660	Pras.g_00671
OG0001115	Prap.g_01659	Pras.g_00672
OG0001116	Prap.g_01658	Pras.g_00673
OG0001117	Prap.g_01657	Pras.g_00674
OG0001118	Prap.g_01656	Pras.g_00675
OG0001119	Prap.g_01655	Pras.g_00676
OG0001120	Prap.g_01654	Pras.g_00677
OG0001121	Prap.g_01652	Pras.g_00679
OG0001122	Prap.g_01651	Pras.g_00680
OG0001123	Prap.g_01650	Pras.g_00681
OG0001124	Prap.g_01647	Pras.g_00683
OG0001125	Prap.g_01645	Pras.g_00685
OG0001126	Prap.g_01644	Pras.g_00686
OG0001127	Prap.g_01641	Pras.g_00688
OG0001128	Prap.g_01640	Pras.g_00689
OG0001129	Prap.g_01639	Pras.g_00690
OG0001130	Prap.g_01636	Pras.g_00693
OG0001131	Prap.g_01635	Pras.g_00694
OG0001132	Prap.g_01634	Pras.g_00695
OG0001133	Prap.g_01633	Pras.g_00696
OG0001134	Prap.g_01632	Pras.g_00697
OG0001135	Prap.g_01631	Pras.g_00698
OG0001136	Prap.g_01630	Pras.g_00699
OG0001137	Prap.g_01629	Pras.g_00700
OG0001138	Prap.g_01628	Pras.g_00701
OG0001139	Prap.g_01626	Pras.g_00702
OG0001140	Prap.g_01625	Pras.g_00703
OG0001141	Prap.g_01624	Pras.g_00704
OG0001142	Prap.g_01620	Pras.g_00707
OG0001143	Prap.g_01619	Pras.g_00708
OG0001144	Prap.g_01618	Pras.g_00709
OG0001145	Prap.g_01617	Pras.g_00710
OG0001146	Prap.g_01616	Pras.g_00711
OG0001147	Prap.g_01615	Pras.g_00712
OG0001148	Prap.g_01614	Pras.g_00713
OG0001149	Prap.g_01612	Pras.g_00715
OG0001150	Prap.g_01611	Pras.g_00716
OG0001151	Prap.g_01607	Pras.g_00718
OG0001152	Prap.g_01606	Pras.g_00719
OG0001153	Prap.g_01605	Pras.g_00720
OG0001154	Prap.g_01603	Pras.g_00722
OG0001155	Prap.g_01601	Pras.g_00724
OG0001156	Prap.g_01599	Pras.g_00726
OG0001157	Prap.g_01597	Pras.g_00727
OG0001158	Prap.g_01595	Pras.g_00729
OG0001159	Prap.g_01594	Pras.g_00730
OG0001160	Prap.g_01593	Pras.g_00731
OG0001161	Prap.g_01592	Pras.g_00732
OG0001162	Prap.g_01591	Pras.g_00733
OG0001163	Prap.g_01590	Pras.g_00734
OG0001164	Prap.g_01589	Pras.g_00735
OG0001165	Prap.g_01588	Pras.g_00736
OG0001166	Prap.g_01587	Pras.g_00737
OG0001167	Prap.g_01585	Pras.g_00738
