Orthogroup	Prbe	Syal
OG0000560	Prbe.g_00581	Syal.g_02807
OG0000561	Prbe.g_00580	Syal.g_02806
OG0000562	Prbe.g_00579	Syal.g_02805
OG0000563	Prbe.g_00578	Syal.g_02804
OG0000564	Prbe.g_00577	Syal.g_02803
OG0000565	Prbe.g_00575	Syal.g_02799
OG0000566	Prbe.g_00571	Syal.g_02795
OG0000567	Prbe.g_00567	Syal.g_02791
OG0000568	Prbe.g_00566	Syal.g_02789
OG0000569	Prbe.g_00565	Syal.g_02788
OG0000570	Prbe.g_00564	Syal.g_02787
OG0000571	Prbe.g_00562	Syal.g_02784
OG0000572	Prbe.g_00548	Syal.g_02767
OG0000573	Prbe.g_00542	Syal.g_02759
OG0000574	Prbe.g_00541	Syal.g_02758
OG0000575	Prbe.g_00537	Syal.g_02753
OG0000576	Prbe.g_00535	Syal.g_02751
OG0000577	Prbe.g_00534	Syal.g_02750
OG0000578	Prbe.g_00533	Syal.g_02749
OG0000579	Prbe.g_00532	Syal.g_02748
OG0000580	Prbe.g_00531	Syal.g_02747
OG0000581	Prbe.g_00528	Syal.g_02741
OG0000582	Prbe.g_00525	Syal.g_02736
OG0000583	Prbe.g_00524	Syal.g_02735
OG0000584	Prbe.g_00523	Syal.g_02734
OG0000585	Prbe.g_00521	Syal.g_02731
OG0000586	Prbe.g_00520	Syal.g_02730
OG0000587	Prbe.g_00519	Syal.g_02728
OG0000588	Prbe.g_00515	Syal.g_02717
OG0000589	Prbe.g_00513	Syal.g_02714
OG0000590	Prbe.g_00512	Syal.g_02713
OG0000591	Prbe.g_00508	Syal.g_02707
OG0000592	Prbe.g_00507	Syal.g_02706
OG0000593	Prbe.g_01488	Syal.g_02640
OG0000594	Prbe.g_01487	Syal.g_02639
OG0000595	Prbe.g_01486	Syal.g_02638
OG0000596	Prbe.g_01482	Syal.g_02633
OG0000597	Prbe.g_01479	Syal.g_02630
OG0000598	Prbe.g_01478	Syal.g_02629
OG0000599	Prbe.g_01475	Syal.g_02622
OG0000600	Prbe.g_01474	Syal.g_02621
OG0000601	Prbe.g_01473	Syal.g_02620
OG0000602	Prbe.g_01471	Syal.g_02615
OG0000603	Prbe.g_01470	Syal.g_02614
OG0000604	Prbe.g_01469	Syal.g_02612
OG0000605	Prbe.g_01468	Syal.g_02516
OG0000606	Prbe.g_01465	Syal.g_02174
OG0000607	Prbe.g_01462	Syal.g_02177
OG0000608	Prbe.g_01461	Syal.g_02178
OG0000609	Prbe.g_01460	Syal.g_02180
OG0000610	Prbe.g_01454	Syal.g_02198
OG0000611	Prbe.g_01451	Syal.g_02201
OG0000612	Prbe.g_01450	Syal.g_02202
OG0000613	Prbe.g_00447	Syal.g_01325
OG0000614	Prbe.g_00468	Syal.g_01794
OG0000615	Prbe.g_01209	Syal.g_02256
OG0000616	Prbe.g_01197	Syal.g_00079
OG0000617	Prbe.g_01434	Syal.g_01866
OG0000618	Prbe.g_01433	Syal.g_01867
OG0000619	Prbe.g_01432	Syal.g_02417
OG0000620	Prbe.g_01429	Syal.g_02422
OG0000621	Prbe.g_01428	Syal.g_02423
OG0000622	Prbe.g_01427	Syal.g_02424
OG0000623	Prbe.g_01426	Syal.g_02425
OG0000624	Prbe.g_01424	Syal.g_02427
OG0000625	Prbe.g_01423	Syal.g_02428
OG0000626	Prbe.g_01422	Syal.g_02429
OG0000627	Prbe.g_01421	Syal.g_02048
OG0000628	Prbe.g_01420	Syal.g_02047
OG0000629	Prbe.g_01419	Syal.g_02044
OG0000630	Prbe.g_01416	Syal.g_02040
OG0000631	Prbe.g_01323	Syal.g_02031
OG0000632	Prbe.g_01324	Syal.g_02030
OG0000633	Prbe.g_01325	Syal.g_02029
OG0000634	Prbe.g_01218	Syal.g_02410
OG0000635	Prbe.g_01219	Syal.g_02411
OG0000636	Prbe.g_01221	Syal.g_02413
OG0000637	Prbe.g_01223	Syal.g_02415
OG0000638	Prbe.g_01224	Syal.g_02416
OG0000639	Prbe.g_01225	Syal.g_01868
OG0000640	Prbe.g_01226	Syal.g_01869
OG0000641	Prbe.g_01230	Syal.g_01873
OG0000642	Prbe.g_01231	Syal.g_01874
OG0000643	Prbe.g_01232	Syal.g_01875
OG0000644	Prbe.g_01233	Syal.g_01876
OG0000645	Prbe.g_01234	Syal.g_01878
OG0000646	Prbe.g_01236	Syal.g_01881
OG0000647	Prbe.g_01238	Syal.g_01883
OG0000648	Prbe.g_01240	Syal.g_02438
OG0000649	Prbe.g_01241	Syal.g_02439
OG0000650	Prbe.g_01242	Syal.g_02440
OG0000651	Prbe.g_01243	Syal.g_02441
OG0000652	Prbe.g_01244	Syal.g_02442
OG0000653	Prbe.g_01246	Syal.g_02444
OG0000654	Prbe.g_01247	Syal.g_02445
OG0000655	Prbe.g_01248	Syal.g_02446
OG0000656	Prbe.g_01251	Syal.g_02449
OG0000657	Prbe.g_01259	Syal.g_02460
OG0000658	Prbe.g_01261	Syal.g_02465
OG0000659	Prbe.g_01262	Syal.g_02466
OG0000660	Prbe.g_01266	Syal.g_02470
OG0000661	Prbe.g_01268	Syal.g_02472
OG0000662	Prbe.g_01270	Syal.g_02474
OG0000663	Prbe.g_01272	Syal.g_02477
OG0000664	Prbe.g_01273	Syal.g_02478
OG0000665	Prbe.g_01279	Syal.g_02593
OG0000666	Prbe.g_01280	Syal.g_02605
OG0000667	Prbe.g_01284	Syal.g_02192
OG0000668	Prbe.g_00105	Syal.g_01920
OG0000669	Prbe.g_00406	Syal.g_02295
OG0000670	Prbe.g_00409	Syal.g_02956
OG0000671	Prbe.g_00412	Syal.g_02291
OG0000672	Prbe.g_00415	Syal.g_02288
OG0000673	Prbe.g_00418	Syal.g_02285
OG0000674	Prbe.g_00420	Syal.g_02283
OG0000675	Prbe.g_00421	Syal.g_02282
OG0000676	Prbe.g_00423	Syal.g_02272
OG0000677	Prbe.g_00424	Syal.g_02271
OG0000678	Prbe.g_00426	Syal.g_02264
OG0000679	Prbe.g_00430	Syal.g_02252
OG0000680	Prbe.g_00431	Syal.g_02251
OG0000681	Prbe.g_00434	Syal.g_02248
OG0000682	Prbe.g_00435	Syal.g_02247
OG0000683	Prbe.g_00436	Syal.g_02246
OG0000684	Prbe.g_00438	Syal.g_02242
OG0000685	Prbe.g_00440	Syal.g_02240
OG0000686	Prbe.g_00441	Syal.g_02239
OG0000687	Prbe.g_00442	Syal.g_02237
OG0000688	Prbe.g_01446	Syal.g_02225
OG0000689	Prbe.g_01445	Syal.g_02223
OG0000690	Prbe.g_01444	Syal.g_02222
OG0000691	Prbe.g_01443	Syal.g_02221
OG0000692	Prbe.g_01441	Syal.g_02220
OG0000693	Prbe.g_01440	Syal.g_02218
OG0000694	Prbe.g_01439	Syal.g_02217
OG0000695	Prbe.g_01327	Syal.g_02027
OG0000696	Prbe.g_01328	Syal.g_02026
OG0000697	Prbe.g_01329	Syal.g_02025
OG0000698	Prbe.g_01332	Syal.g_02022
OG0000699	Prbe.g_01333	Syal.g_02021
OG0000700	Prbe.g_01334	Syal.g_02020
OG0000701	Prbe.g_01335	Syal.g_02019
OG0000702	Prbe.g_01337	Syal.g_02011
OG0000703	Prbe.g_01338	Syal.g_02010
OG0000704	Prbe.g_01340	Syal.g_02008
OG0000705	Prbe.g_01343	Syal.g_01999
OG0000706	Prbe.g_01344	Syal.g_01998
OG0000707	Prbe.g_01345	Syal.g_01997
OG0000708	Prbe.g_01347	Syal.g_01994
OG0000709	Prbe.g_01351	Syal.g_01986
OG0000710	Prbe.g_01354	Syal.g_01982
OG0000711	Prbe.g_01372	Syal.g_01954
OG0000712	Prbe.g_01373	Syal.g_01952
OG0000713	Prbe.g_01374	Syal.g_01951
OG0000714	Prbe.g_01375	Syal.g_01948
OG0000715	Prbe.g_01377	Syal.g_01934
OG0000716	Prbe.g_01379	Syal.g_01930
OG0000717	Prbe.g_01380	Syal.g_01929
OG0000718	Prbe.g_01384	Syal.g_01925
OG0000719	Prbe.g_01386	Syal.g_01922
OG0000720	Prbe.g_01398	Syal.g_01908
OG0000721	Prbe.g_01402	Syal.g_01906
OG0000722	Prbe.g_01403	Syal.g_01905
OG0000723	Prbe.g_01407	Syal.g_02433
OG0000724	Prbe.g_01302	Syal.g_01829
OG0000725	Prbe.g_01296	Syal.g_01820
OG0000726	Prbe.g_01295	Syal.g_01819
OG0000727	Prbe.g_01294	Syal.g_01818
OG0000728	Prbe.g_01292	Syal.g_01816
OG0000729	Prbe.g_00915	Syal.g_01510
OG0000730	Prbe.g_01591	Syal.g_00345
OG0000731	Prbe.g_01898	Syal.g_00356
OG0000732	Prbe.g_01148	Syal.g_00149
OG0000733	Prbe.g_00042	Syal.g_01105
OG0000734	Prbe.g_01565	Syal.g_00828
OG0000735	Prbe.g_01563	Syal.g_01627
OG0000736	Prbe.g_01562	Syal.g_01628
OG0000737	Prbe.g_01561	Syal.g_01629
OG0000738	Prbe.g_01557	Syal.g_01634
OG0000739	Prbe.g_01556	Syal.g_01645
OG0000740	Prbe.g_01555	Syal.g_01646
OG0000741	Prbe.g_01553	Syal.g_01649
OG0000742	Prbe.g_01550	Syal.g_01652
OG0000743	Prbe.g_01548	Syal.g_01654
OG0000744	Prbe.g_01547	Syal.g_01655
OG0000745	Prbe.g_01546	Syal.g_01657
OG0000746	Prbe.g_01544	Syal.g_01659
OG0000747	Prbe.g_01543	Syal.g_01660
OG0000748	Prbe.g_01539	Syal.g_01674
OG0000749	Prbe.g_01538	Syal.g_01675
OG0000750	Prbe.g_01537	Syal.g_01676
OG0000751	Prbe.g_01534	Syal.g_01688
OG0000752	Prbe.g_01532	Syal.g_01690
OG0000753	Prbe.g_01530	Syal.g_01693
OG0000754	Prbe.g_01527	Syal.g_01698
OG0000755	Prbe.g_01521	Syal.g_01707
OG0000756	Prbe.g_01520	Syal.g_01708
OG0000757	Prbe.g_01513	Syal.g_01715
OG0000758	Prbe.g_01512	Syal.g_01716
OG0000759	Prbe.g_01511	Syal.g_01717
OG0000760	Prbe.g_01510	Syal.g_01718
OG0000761	Prbe.g_01509	Syal.g_01719
OG0000762	Prbe.g_01508	Syal.g_01721
OG0000763	Prbe.g_01506	Syal.g_01723
OG0000764	Prbe.g_01505	Syal.g_01724
OG0000765	Prbe.g_01497	Syal.g_01768
OG0000766	Prbe.g_01496	Syal.g_01767
OG0000767	Prbe.g_01494	Syal.g_01765
OG0000768	Prbe.g_01493	Syal.g_01764
OG0000769	Prbe.g_01491	Syal.g_01762
OG0000770	Prbe.g_00502	Syal.g_01758
OG0000771	Prbe.g_00215	Syal.g_01835
OG0000772	Prbe.g_01128	Syal.g_01641
OG0000773	Prbe.g_00902	Syal.g_01618
OG0000774	Prbe.g_00900	Syal.g_01610
OG0000775	Prbe.g_00898	Syal.g_01608
OG0000776	Prbe.g_00897	Syal.g_01607
OG0000777	Prbe.g_00896	Syal.g_01606
OG0000778	Prbe.g_00895	Syal.g_01605
OG0000779	Prbe.g_00891	Syal.g_01599
OG0000780	Prbe.g_00890	Syal.g_01594
OG0000781	Prbe.g_00886	Syal.g_01590
OG0000782	Prbe.g_00885	Syal.g_01589
OG0000783	Prbe.g_00884	Syal.g_01588
OG0000784	Prbe.g_00883	Syal.g_01587
OG0000785	Prbe.g_00881	Syal.g_01585
OG0000786	Prbe.g_00878	Syal.g_01579
OG0000787	Prbe.g_00877	Syal.g_01578
OG0000788	Prbe.g_00634	Syal.g_02619
OG0000789	Prbe.g_00212	Syal.g_02598
OG0000790	Prbe.g_00368	Syal.g_02883
OG0000791	Prbe.g_00366	Syal.g_02882
OG0000792	Prbe.g_00365	Syal.g_02881
OG0000793	Prbe.g_00362	Syal.g_02876
OG0000794	Prbe.g_00361	Syal.g_02875
OG0000795	Prbe.g_00360	Syal.g_02874
OG0000796	Prbe.g_00356	Syal.g_02870
OG0000797	Prbe.g_00355	Syal.g_02869
OG0000798	Prbe.g_00087	Syal.g_01372
OG0000799	Prbe.g_00328	Syal.g_01547
OG0000800	Prbe.g_00327	Syal.g_01542
OG0000801	Prbe.g_00326	Syal.g_01541
OG0000802	Prbe.g_00324	Syal.g_01536
OG0000803	Prbe.g_00322	Syal.g_00040
OG0000804	Prbe.g_00321	Syal.g_00036
OG0000805	Prbe.g_00319	Syal.g_00030
OG0000806	Prbe.g_00317	Syal.g_00028
OG0000807	Prbe.g_00316	Syal.g_00026
OG0000808	Prbe.g_00315	Syal.g_00025
OG0000809	Prbe.g_00313	Syal.g_00022
OG0000810	Prbe.g_00312	Syal.g_00021
OG0000811	Prbe.g_00308	Syal.g_00380
OG0000812	Prbe.g_00306	Syal.g_00382
OG0000813	Prbe.g_00305	Syal.g_00383
OG0000814	Prbe.g_00303	Syal.g_00385
OG0000815	Prbe.g_00302	Syal.g_00391
OG0000816	Prbe.g_00300	Syal.g_00393
OG0000817	Prbe.g_00299	Syal.g_00394
OG0000818	Prbe.g_00294	Syal.g_00401
OG0000819	Prbe.g_00293	Syal.g_00402
OG0000820	Prbe.g_00292	Syal.g_00403
OG0000821	Prbe.g_00288	Syal.g_00409
OG0000822	Prbe.g_00287	Syal.g_00411
OG0000823	Prbe.g_00286	Syal.g_00412
OG0000824	Prbe.g_00283	Syal.g_00417
OG0000825	Prbe.g_00282	Syal.g_00418
OG0000826	Prbe.g_00281	Syal.g_00419
OG0000827	Prbe.g_00280	Syal.g_00420
OG0000828	Prbe.g_00277	Syal.g_00423
OG0000829	Prbe.g_00276	Syal.g_00424
OG0000830	Prbe.g_00275	Syal.g_00425
OG0000831	Prbe.g_00273	Syal.g_00427
OG0000832	Prbe.g_00263	Syal.g_02967
OG0000833	Prbe.g_00254	Syal.g_02976
OG0000834	Prbe.g_00253	Syal.g_02979
OG0000835	Prbe.g_00252	Syal.g_02980
OG0000836	Prbe.g_00251	Syal.g_02983
OG0000837	Prbe.g_00250	Syal.g_02984
OG0000838	Prbe.g_00248	Syal.g_02988
OG0000839	Prbe.g_00247	Syal.g_02989
OG0000840	Prbe.g_00246	Syal.g_02990
OG0000841	Prbe.g_00245	Syal.g_02991
OG0000842	Prbe.g_00244	Syal.g_02992
OG0000843	Prbe.g_00243	Syal.g_02993
OG0000844	Prbe.g_00242	Syal.g_02995
OG0000845	Prbe.g_00241	Syal.g_02996
OG0000846	Prbe.g_00240	Syal.g_02997
OG0000847	Prbe.g_00239	Syal.g_02998
OG0000848	Prbe.g_00238	Syal.g_03000
OG0000849	Prbe.g_00237	Syal.g_03001
OG0000850	Prbe.g_00235	Syal.g_03008
OG0000851	Prbe.g_00234	Syal.g_00561
OG0000852	Prbe.g_00233	Syal.g_00562
OG0000853	Prbe.g_00227	Syal.g_00566
OG0000854	Prbe.g_00225	Syal.g_00568
OG0000855	Prbe.g_00224	Syal.g_00569
OG0000856	Prbe.g_00505	Syal.g_02704
OG0000857	Prbe.g_01237	Syal.g_01882
OG0000858	Prbe.g_00992	Syal.g_00576
OG0000859	Prbe.g_00991	Syal.g_00577
OG0000860	Prbe.g_00983	Syal.g_00589
OG0000861	Prbe.g_00982	Syal.g_00590
OG0000862	Prbe.g_00981	Syal.g_00591
OG0000863	Prbe.g_00979	Syal.g_00594
OG0000864	Prbe.g_00978	Syal.g_00595
OG0000865	Prbe.g_00977	Syal.g_00596
OG0000866	Prbe.g_00976	Syal.g_00597
OG0000867	Prbe.g_00975	Syal.g_00598
OG0000868	Prbe.g_00973	Syal.g_00604
OG0000869	Prbe.g_00970	Syal.g_00609
OG0000870	Prbe.g_00965	Syal.g_00614
OG0000871	Prbe.g_00964	Syal.g_00615
OG0000872	Prbe.g_00963	Syal.g_00621
OG0000873	Prbe.g_00960	Syal.g_00624
OG0000874	Prbe.g_00957	Syal.g_00627
OG0000875	Prbe.g_00956	Syal.g_00629
OG0000876	Prbe.g_00955	Syal.g_00631
OG0000877	Prbe.g_00953	Syal.g_00633
OG0000878	Prbe.g_00952	Syal.g_00634
OG0000879	Prbe.g_00951	Syal.g_00635
OG0000880	Prbe.g_00950	Syal.g_00636
OG0000881	Prbe.g_00946	Syal.g_00641
OG0000882	Prbe.g_00941	Syal.g_00646
OG0000883	Prbe.g_00939	Syal.g_00648
OG0000884	Prbe.g_00937	Syal.g_00650
OG0000885	Prbe.g_00936	Syal.g_00651
OG0000886	Prbe.g_00935	Syal.g_00652
OG0000887	Prbe.g_00934	Syal.g_00653
OG0000888	Prbe.g_00932	Syal.g_00655
OG0000889	Prbe.g_00930	Syal.g_00657
OG0000890	Prbe.g_00929	Syal.g_00663
OG0000891	Prbe.g_00928	Syal.g_00664
OG0000892	Prbe.g_00926	Syal.g_00668
OG0000893	Prbe.g_00922	Syal.g_00193
OG0000894	Prbe.g_00919	Syal.g_00196
OG0000895	Prbe.g_01111	Syal.g_00200
OG0000896	Prbe.g_01110	Syal.g_00201
OG0000897	Prbe.g_01108	Syal.g_00203
OG0000898	Prbe.g_01107	Syal.g_00204
OG0000899	Prbe.g_01106	Syal.g_00205
OG0000900	Prbe.g_01105	Syal.g_00206
OG0000901	Prbe.g_01102	Syal.g_00211
OG0000902	Prbe.g_01100	Syal.g_00213
OG0000903	Prbe.g_01096	Syal.g_00227
OG0000904	Prbe.g_01092	Syal.g_00222
OG0000905	Prbe.g_01098	Syal.g_00217
OG0000906	Prbe.g_01099	Syal.g_00215
OG0000907	Prbe.g_01089	Syal.g_00229
OG0000908	Prbe.g_01086	Syal.g_00232
OG0000909	Prbe.g_01085	Syal.g_00233
OG0000910	Prbe.g_01084	Syal.g_00234
OG0000911	Prbe.g_01082	Syal.g_00237
OG0000912	Prbe.g_01081	Syal.g_00238
OG0000913	Prbe.g_01080	Syal.g_00239
OG0000914	Prbe.g_01079	Syal.g_00240
OG0000915	Prbe.g_01078	Syal.g_00241
OG0000916	Prbe.g_00867	Syal.g_00242
OG0000917	Prbe.g_00866	Syal.g_00243
OG0000918	Prbe.g_00865	Syal.g_00244
OG0000919	Prbe.g_00864	Syal.g_00245
OG0000920	Prbe.g_00863	Syal.g_00246
OG0000921	Prbe.g_00862	Syal.g_00247
OG0000922	Prbe.g_00861	Syal.g_00248
OG0000923	Prbe.g_00857	Syal.g_00252
OG0000924	Prbe.g_00856	Syal.g_00253
OG0000925	Prbe.g_00855	Syal.g_00254
OG0000926	Prbe.g_00854	Syal.g_00255
OG0000927	Prbe.g_00852	Syal.g_00257
OG0000928	Prbe.g_00851	Syal.g_00258
OG0000929	Prbe.g_00850	Syal.g_00259
OG0000930	Prbe.g_00849	Syal.g_00260
OG0000931	Prbe.g_00848	Syal.g_00261
OG0000932	Prbe.g_00847	Syal.g_00262
OG0000933	Prbe.g_00843	Syal.g_00268
OG0000934	Prbe.g_00841	Syal.g_00270
OG0000935	Prbe.g_00840	Syal.g_00271
OG0000936	Prbe.g_00839	Syal.g_00272
OG0000937	Prbe.g_00838	Syal.g_00273
OG0000938	Prbe.g_00835	Syal.g_00276
OG0000939	Prbe.g_00834	Syal.g_00277
OG0000940	Prbe.g_00827	Syal.g_00285
OG0000941	Prbe.g_00825	Syal.g_00287
OG0000942	Prbe.g_00823	Syal.g_00289
OG0000943	Prbe.g_00822	Syal.g_00290
OG0000944	Prbe.g_00820	Syal.g_00292
OG0000945	Prbe.g_00819	Syal.g_00294
OG0000946	Prbe.g_00814	Syal.g_00301
OG0000947	Prbe.g_00812	Syal.g_00304
OG0000948	Prbe.g_00811	Syal.g_00305
OG0000949	Prbe.g_00808	Syal.g_01341
OG0000950	Prbe.g_00801	Syal.g_01348
OG0000951	Prbe.g_00797	Syal.g_01353
OG0000952	Prbe.g_00793	Syal.g_01363
OG0000953	Prbe.g_00789	Syal.g_01435
OG0000954	Prbe.g_00785	Syal.g_01443
OG0000955	Prbe.g_00784	Syal.g_01444
OG0000956	Prbe.g_00782	Syal.g_01446
OG0000957	Prbe.g_00776	Syal.g_01457
OG0000958	Prbe.g_00775	Syal.g_01458
OG0000959	Prbe.g_00771	Syal.g_01482
OG0000960	Prbe.g_00770	Syal.g_01483
OG0000961	Prbe.g_00767	Syal.g_01507
OG0000962	Prbe.g_00765	Syal.g_01509
OG0000963	Prbe.g_00761	Syal.g_01514
OG0000964	Prbe.g_00760	Syal.g_01515
OG0000965	Prbe.g_00759	Syal.g_01516
OG0000966	Prbe.g_00749	Syal.g_00176
OG0000967	Prbe.g_00753	Syal.g_00171
OG0000968	Prbe.g_00755	Syal.g_00169
OG0000969	Prbe.g_00756	Syal.g_00167
OG0000970	Prbe.g_01134	Syal.g_00166
OG0000971	Prbe.g_01135	Syal.g_00164
OG0000972	Prbe.g_01136	Syal.g_00163
OG0000973	Prbe.g_01137	Syal.g_00162
OG0000974	Prbe.g_01138	Syal.g_00161
OG0000975	Prbe.g_01139	Syal.g_00160
OG0000976	Prbe.g_01140	Syal.g_00159
OG0000977	Prbe.g_01141	Syal.g_00157
OG0000978	Prbe.g_01142	Syal.g_00156
OG0000979	Prbe.g_01145	Syal.g_00153
OG0000980	Prbe.g_01147	Syal.g_00150
OG0000981	Prbe.g_01150	Syal.g_00147
OG0000982	Prbe.g_01152	Syal.g_01068
OG0000983	Prbe.g_01153	Syal.g_01069
OG0000984	Prbe.g_01154	Syal.g_01070
OG0000985	Prbe.g_01157	Syal.g_01074
OG0000986	Prbe.g_01159	Syal.g_01076
OG0000987	Prbe.g_01160	Syal.g_01080
OG0000988	Prbe.g_01163	Syal.g_01086
OG0000989	Prbe.g_01167	Syal.g_01098
OG0000990	Prbe.g_01171	Syal.g_01118
OG0000991	Prbe.g_01172	Syal.g_01120
OG0000992	Prbe.g_01175	Syal.g_01122
OG0000993	Prbe.g_01176	Syal.g_01123
OG0000994	Prbe.g_01177	Syal.g_01127
OG0000995	Prbe.g_01181	Syal.g_01132
OG0000996	Prbe.g_01182	Syal.g_01162
OG0000997	Prbe.g_01185	Syal.g_01171
OG0000998	Prbe.g_01187	Syal.g_01173
OG0000999	Prbe.g_01188	Syal.g_01174
OG0001000	Prbe.g_01191	Syal.g_01177
OG0001001	Prbe.g_01194	Syal.g_01182
OG0001002	Prbe.g_01056	Syal.g_00082
OG0001003	Prbe.g_01057	Syal.g_00084
OG0001004	Prbe.g_01058	Syal.g_00085
OG0001005	Prbe.g_01059	Syal.g_00087
OG0001006	Prbe.g_01063	Syal.g_00094
OG0001007	Prbe.g_01065	Syal.g_00096
OG0001008	Prbe.g_01935	Syal.g_00524
OG0001009	Prbe.g_00127	Syal.g_00129
OG0001010	Prbe.g_00128	Syal.g_00130
OG0001011	Prbe.g_00130	Syal.g_00131
OG0001012	Prbe.g_00144	Syal.g_01064
OG0001013	Prbe.g_00151	Syal.g_01026
OG0001014	Prbe.g_00154	Syal.g_01022
OG0001015	Prbe.g_00156	Syal.g_01021
OG0001016	Prbe.g_00178	Syal.g_00756
OG0001017	Prbe.g_00182	Syal.g_00762
OG0001018	Prbe.g_00184	Syal.g_00764
OG0001019	Prbe.g_00193	Syal.g_00785
OG0001020	Prbe.g_01630	Syal.g_00796
OG0001021	Prbe.g_01631	Syal.g_00800
OG0001022	Prbe.g_01634	Syal.g_00805
OG0001023	Prbe.g_01635	Syal.g_00806
OG0001024	Prbe.g_01639	Syal.g_00810
OG0001025	Prbe.g_01646	Syal.g_00817
OG0001026	Prbe.g_01655	Syal.g_00830
OG0001027	Prbe.g_01656	Syal.g_00834
OG0001028	Prbe.g_01658	Syal.g_00836
OG0001029	Prbe.g_01659	Syal.g_00838
OG0001030	Prbe.g_01675	Syal.g_00860
OG0001031	Prbe.g_01735	Syal.g_00936
OG0001032	Prbe.g_01736	Syal.g_00938
OG0001033	Prbe.g_01757	Syal.g_00972
OG0001034	Prbe.g_01788	Syal.g_00684
OG0001035	Prbe.g_01808	Syal.g_01226
OG0001036	Prbe.g_01812	Syal.g_01231
OG0001037	Prbe.g_01813	Syal.g_01233
OG0001038	Prbe.g_01832	Syal.g_01261
OG0001039	Prbe.g_01835	Syal.g_01264
OG0001040	Prbe.g_01837	Syal.g_01267
OG0001041	Prbe.g_01842	Syal.g_01272
OG0001042	Prbe.g_01859	Syal.g_01300
OG0001043	Prbe.g_01860	Syal.g_01304
OG0001044	Prbe.g_01891	Syal.g_00346
OG0001045	Prbe.g_01900	Syal.g_00359
OG0001046	Prbe.g_01033	Syal.g_01967
OG0001047	Prbe.g_01937	Syal.g_00522
OG0001048	Prbe.g_01938	Syal.g_00521
OG0001049	Prbe.g_01940	Syal.g_00518
OG0001050	Prbe.g_01941	Syal.g_00517
OG0001051	Prbe.g_01942	Syal.g_00516
OG0001052	Prbe.g_00662	Syal.g_00467
OG0001053	Prbe.g_00650	Syal.g_02900
OG0001054	Prbe.g_00635	Syal.g_02919
OG0001055	Prbe.g_00616	Syal.g_02940
OG0001056	Prbe.g_00599	Syal.g_02833
OG0001057	Prbe.g_00594	Syal.g_01574
OG0001058	Prbe.g_00586	Syal.g_02812
OG0001059	Prbe.g_00582	Syal.g_02808
OG0001060	Prbe.g_00576	Syal.g_02801
OG0001061	Prbe.g_00561	Syal.g_02783
OG0001062	Prbe.g_00559	Syal.g_02781
OG0001063	Prbe.g_00557	Syal.g_02776
OG0001064	Prbe.g_00556	Syal.g_02775
OG0001065	Prbe.g_00555	Syal.g_02774
OG0001066	Prbe.g_00554	Syal.g_02773
OG0001067	Prbe.g_00553	Syal.g_02772
OG0001068	Prbe.g_00552	Syal.g_02771
OG0001069	Prbe.g_00551	Syal.g_02770
OG0001070	Prbe.g_00547	Syal.g_02766
OG0001071	Prbe.g_00546	Syal.g_02765
OG0001072	Prbe.g_00544	Syal.g_02761
OG0001073	Prbe.g_00530	Syal.g_02746
OG0001074	Prbe.g_00518	Syal.g_02575
OG0001075	Prbe.g_00517	Syal.g_02726
OG0001076	Prbe.g_00510	Syal.g_02712
OG0001077	Prbe.g_00504	Syal.g_02702
OG0001078	Prbe.g_01484	Syal.g_02635
OG0001079	Prbe.g_01472	Syal.g_02618
OG0001080	Prbe.g_01466	Syal.g_02514
OG0001081	Prbe.g_01464	Syal.g_02175
OG0001082	Prbe.g_01463	Syal.g_02176
OG0001083	Prbe.g_01458	Syal.g_02184
OG0001084	Prbe.g_01457	Syal.g_02187
OG0001085	Prbe.g_00444	Syal.g_02206
OG0001086	Prbe.g_00445	Syal.g_02208
OG0001087	Prbe.g_00463	Syal.g_01782
OG0001088	Prbe.g_00464	Syal.g_01785
OG0001089	Prbe.g_01205	Syal.g_01811
OG0001090	Prbe.g_01215	Syal.g_01859
OG0001091	Prbe.g_01437	Syal.g_01862
OG0001092	Prbe.g_01436	Syal.g_01864
OG0001093	Prbe.g_01431	Syal.g_02419
OG0001094	Prbe.g_01438	Syal.g_02216
OG0001095	Prbe.g_01235	Syal.g_01879
OG0001096	Prbe.g_01249	Syal.g_02447
OG0001097	Prbe.g_01269	Syal.g_02473
OG0001098	Prbe.g_01288	Syal.g_02083
OG0001099	Prbe.g_00110	Syal.g_00837
OG0001100	Prbe.g_00408	Syal.g_02293
OG0001101	Prbe.g_00411	Syal.g_02292
OG0001102	Prbe.g_00414	Syal.g_02289
OG0001103	Prbe.g_00416	Syal.g_02287
OG0001104	Prbe.g_00439	Syal.g_02241
OG0001105	Prbe.g_00443	Syal.g_02236
OG0001106	Prbe.g_01341	Syal.g_02007
OG0001107	Prbe.g_01348	Syal.g_01993
OG0001108	Prbe.g_01352	Syal.g_01985
OG0001109	Prbe.g_01353	Syal.g_01983
OG0001110	Prbe.g_01355	Syal.g_01981
OG0001111	Prbe.g_01356	Syal.g_01979
OG0001112	Prbe.g_01357	Syal.g_01977
OG0001113	Prbe.g_01358	Syal.g_02244
OG0001114	Prbe.g_01359	Syal.g_01976
OG0001115	Prbe.g_01361	Syal.g_01972
OG0001116	Prbe.g_01362	Syal.g_01970
OG0001117	Prbe.g_01363	Syal.g_01969
OG0001118	Prbe.g_01364	Syal.g_01968
