Orthogroup	Prbe	Syak
OG0000558	Prbe.g_00588	Syak.g_02666
OG0000559	Prbe.g_00584	Syak.g_02670
OG0000560	Prbe.g_00581	Syak.g_02672
OG0000561	Prbe.g_00580	Syak.g_02673
OG0000562	Prbe.g_00579	Syak.g_02674
OG0000563	Prbe.g_00578	Syak.g_02675
OG0000564	Prbe.g_00577	Syak.g_02676
OG0000565	Prbe.g_00575	Syak.g_02679
OG0000566	Prbe.g_00571	Syak.g_02683
OG0000567	Prbe.g_00567	Syak.g_02687
OG0000568	Prbe.g_00566	Syak.g_02690
OG0000569	Prbe.g_00565	Syak.g_02691
OG0000570	Prbe.g_00564	Syak.g_02692
OG0000571	Prbe.g_00562	Syak.g_02696
OG0000572	Prbe.g_00548	Syak.g_02713
OG0000573	Prbe.g_00542	Syak.g_02723
OG0000574	Prbe.g_00541	Syak.g_02724
OG0000575	Prbe.g_00537	Syak.g_02729
OG0000576	Prbe.g_00535	Syak.g_02731
OG0000577	Prbe.g_00534	Syak.g_02732
OG0000578	Prbe.g_00533	Syak.g_02733
OG0000579	Prbe.g_00532	Syak.g_02734
OG0000580	Prbe.g_00531	Syak.g_02735
OG0000581	Prbe.g_00528	Syak.g_02742
OG0000582	Prbe.g_00525	Syak.g_02748
OG0000583	Prbe.g_00524	Syak.g_02749
OG0000584	Prbe.g_00523	Syak.g_02750
OG0000585	Prbe.g_00521	Syak.g_02753
OG0000586	Prbe.g_00520	Syak.g_02754
OG0000587	Prbe.g_00519	Syak.g_02756
OG0000588	Prbe.g_00515	Syak.g_00004
OG0000589	Prbe.g_00513	Syak.g_00008
OG0000590	Prbe.g_00512	Syak.g_00009
OG0000591	Prbe.g_00508	Syak.g_00017
OG0000592	Prbe.g_00507	Syak.g_00018
OG0000593	Prbe.g_01488	Syak.g_00031
OG0000594	Prbe.g_01487	Syak.g_00032
OG0000595	Prbe.g_01486	Syak.g_00033
OG0000596	Prbe.g_01482	Syak.g_00038
OG0000597	Prbe.g_01479	Syak.g_00041
OG0000598	Prbe.g_01478	Syak.g_00042
OG0000599	Prbe.g_01475	Syak.g_00045
OG0000600	Prbe.g_01474	Syak.g_00046
OG0000601	Prbe.g_01473	Syak.g_00047
OG0000602	Prbe.g_01471	Syak.g_00053
OG0000603	Prbe.g_01470	Syak.g_00054
OG0000604	Prbe.g_01469	Syak.g_00056
OG0000605	Prbe.g_01468	Syak.g_00259
OG0000606	Prbe.g_01465	Syak.g_00326
OG0000607	Prbe.g_01462	Syak.g_00329
OG0000608	Prbe.g_01461	Syak.g_00330
OG0000609	Prbe.g_01460	Syak.g_00332
OG0000610	Prbe.g_01454	Syak.g_00347
OG0000611	Prbe.g_01451	Syak.g_00350
OG0000612	Prbe.g_01450	Syak.g_00351
OG0000613	Prbe.g_00447	Syak.g_01525
OG0000614	Prbe.g_00468	Syak.g_00705
OG0000615	Prbe.g_01209	Syak.g_00393
OG0000616	Prbe.g_01197	Syak.g_01810
OG0000617	Prbe.g_01434	Syak.g_00799
OG0000618	Prbe.g_01433	Syak.g_00798
OG0000619	Prbe.g_01432	Syak.g_00797
OG0000620	Prbe.g_01429	Syak.g_00779
OG0000621	Prbe.g_01428	Syak.g_00780
OG0000622	Prbe.g_01427	Syak.g_00781
OG0000623	Prbe.g_01426	Syak.g_00782
OG0000624	Prbe.g_01424	Syak.g_00784
OG0000625	Prbe.g_01423	Syak.g_00785
OG0000626	Prbe.g_01422	Syak.g_00786
OG0000627	Prbe.g_01421	Syak.g_00561
OG0000628	Prbe.g_01420	Syak.g_00560
OG0000629	Prbe.g_01419	Syak.g_00556
OG0000630	Prbe.g_01416	Syak.g_00552
OG0000631	Prbe.g_01323	Syak.g_00545
OG0000632	Prbe.g_01324	Syak.g_00544
OG0000633	Prbe.g_01325	Syak.g_00542
OG0000634	Prbe.g_01218	Syak.g_00430
OG0000635	Prbe.g_01219	Syak.g_00431
OG0000636	Prbe.g_01221	Syak.g_00433
OG0000637	Prbe.g_01223	Syak.g_00435
OG0000638	Prbe.g_01224	Syak.g_00436
OG0000639	Prbe.g_01225	Syak.g_00437
OG0000640	Prbe.g_01226	Syak.g_00438
OG0000641	Prbe.g_01230	Syak.g_00442
OG0000642	Prbe.g_01231	Syak.g_00443
OG0000643	Prbe.g_01232	Syak.g_00444
OG0000644	Prbe.g_01233	Syak.g_00445
OG0000645	Prbe.g_01234	Syak.g_00447
OG0000646	Prbe.g_01236	Syak.g_00450
OG0000647	Prbe.g_01238	Syak.g_00452
OG0000648	Prbe.g_01240	Syak.g_00456
OG0000649	Prbe.g_01241	Syak.g_00457
OG0000650	Prbe.g_01242	Syak.g_00458
OG0000651	Prbe.g_01243	Syak.g_00459
OG0000652	Prbe.g_01244	Syak.g_00460
OG0000653	Prbe.g_01246	Syak.g_00462
OG0000654	Prbe.g_01247	Syak.g_00625
OG0000655	Prbe.g_01248	Syak.g_00624
OG0000656	Prbe.g_01251	Syak.g_00621
OG0000657	Prbe.g_01259	Syak.g_00609
OG0000658	Prbe.g_01261	Syak.g_00606
OG0000659	Prbe.g_01262	Syak.g_00605
OG0000660	Prbe.g_01266	Syak.g_00601
OG0000661	Prbe.g_01268	Syak.g_00599
OG0000662	Prbe.g_01270	Syak.g_00597
OG0000663	Prbe.g_01272	Syak.g_00594
OG0000664	Prbe.g_01273	Syak.g_00593
OG0000665	Prbe.g_01279	Syak.g_00086
OG0000666	Prbe.g_01280	Syak.g_00078
OG0000667	Prbe.g_01284	Syak.g_00340
OG0000668	Prbe.g_00105	Syak.g_00643
OG0000669	Prbe.g_00406	Syak.g_00363
OG0000670	Prbe.g_00409	Syak.g_00366
OG0000671	Prbe.g_00412	Syak.g_00368
OG0000672	Prbe.g_00415	Syak.g_00371
OG0000673	Prbe.g_00418	Syak.g_00374
OG0000674	Prbe.g_00420	Syak.g_00376
OG0000675	Prbe.g_00421	Syak.g_00377
OG0000676	Prbe.g_00423	Syak.g_00379
OG0000677	Prbe.g_00424	Syak.g_00380
OG0000678	Prbe.g_00426	Syak.g_00386
OG0000679	Prbe.g_00430	Syak.g_00397
OG0000680	Prbe.g_00431	Syak.g_00398
OG0000681	Prbe.g_00434	Syak.g_00401
OG0000682	Prbe.g_00435	Syak.g_00402
OG0000683	Prbe.g_00436	Syak.g_00403
OG0000684	Prbe.g_00438	Syak.g_00409
OG0000685	Prbe.g_00440	Syak.g_00411
OG0000686	Prbe.g_00441	Syak.g_00412
OG0000687	Prbe.g_00442	Syak.g_00413
OG0000688	Prbe.g_01446	Syak.g_00418
OG0000689	Prbe.g_01445	Syak.g_00421
OG0000690	Prbe.g_01444	Syak.g_00422
OG0000691	Prbe.g_01443	Syak.g_00423
OG0000692	Prbe.g_01441	Syak.g_00424
OG0000693	Prbe.g_01440	Syak.g_00426
OG0000694	Prbe.g_01439	Syak.g_00427
OG0000695	Prbe.g_01327	Syak.g_00540
OG0000696	Prbe.g_01328	Syak.g_00539
OG0000697	Prbe.g_01329	Syak.g_00538
OG0000698	Prbe.g_01332	Syak.g_00535
OG0000699	Prbe.g_01333	Syak.g_00534
OG0000700	Prbe.g_01334	Syak.g_00533
OG0000701	Prbe.g_01335	Syak.g_00532
OG0000702	Prbe.g_01337	Syak.g_00522
OG0000703	Prbe.g_01338	Syak.g_00521
OG0000704	Prbe.g_01340	Syak.g_00519
OG0000705	Prbe.g_01343	Syak.g_00511
OG0000706	Prbe.g_01344	Syak.g_00510
OG0000707	Prbe.g_01345	Syak.g_00509
OG0000708	Prbe.g_01347	Syak.g_00506
OG0000709	Prbe.g_01351	Syak.g_00498
OG0000710	Prbe.g_01354	Syak.g_00494
OG0000711	Prbe.g_01372	Syak.g_00466
OG0000712	Prbe.g_01373	Syak.g_00464
OG0000713	Prbe.g_01374	Syak.g_00463
OG0000714	Prbe.g_01375	Syak.g_00629
OG0000715	Prbe.g_01377	Syak.g_00631
OG0000716	Prbe.g_01379	Syak.g_00635
OG0000717	Prbe.g_01380	Syak.g_00636
OG0000718	Prbe.g_01384	Syak.g_00640
OG0000719	Prbe.g_01386	Syak.g_00642
OG0000720	Prbe.g_01398	Syak.g_00655
OG0000721	Prbe.g_01402	Syak.g_00657
OG0000722	Prbe.g_01403	Syak.g_00658
OG0000723	Prbe.g_01407	Syak.g_00790
OG0000724	Prbe.g_01302	Syak.g_00749
OG0000725	Prbe.g_01296	Syak.g_00731
OG0000726	Prbe.g_01295	Syak.g_00730
OG0000727	Prbe.g_01294	Syak.g_00729
OG0000728	Prbe.g_01292	Syak.g_00727
OG0000729	Prbe.g_00915	Syak.g_01683
OG0000730	Prbe.g_01591	Syak.g_01248
OG0000731	Prbe.g_01898	Syak.g_01237
OG0000732	Prbe.g_01148	Syak.g_01739
OG0000733	Prbe.g_00042	Syak.g_01905
OG0000734	Prbe.g_01565	Syak.g_02184
OG0000735	Prbe.g_01563	Syak.g_00914
OG0000736	Prbe.g_01562	Syak.g_00913
OG0000737	Prbe.g_01561	Syak.g_00912
OG0000738	Prbe.g_01557	Syak.g_00907
OG0000739	Prbe.g_01556	Syak.g_00906
OG0000740	Prbe.g_01555	Syak.g_00905
OG0000741	Prbe.g_01553	Syak.g_00902
OG0000742	Prbe.g_01550	Syak.g_00899
OG0000743	Prbe.g_01548	Syak.g_00897
OG0000744	Prbe.g_01547	Syak.g_00896
OG0000745	Prbe.g_01546	Syak.g_00894
OG0000746	Prbe.g_01544	Syak.g_00892
OG0000747	Prbe.g_01543	Syak.g_00891
OG0000748	Prbe.g_01539	Syak.g_00875
OG0000749	Prbe.g_01538	Syak.g_00874
OG0000750	Prbe.g_01537	Syak.g_00873
OG0000751	Prbe.g_01534	Syak.g_00862
OG0000752	Prbe.g_01532	Syak.g_00860
OG0000753	Prbe.g_01530	Syak.g_00857
OG0000754	Prbe.g_01527	Syak.g_00852
OG0000755	Prbe.g_01521	Syak.g_00841
OG0000756	Prbe.g_01520	Syak.g_00840
OG0000757	Prbe.g_01513	Syak.g_00833
OG0000758	Prbe.g_01512	Syak.g_00832
OG0000759	Prbe.g_01511	Syak.g_00831
OG0000760	Prbe.g_01510	Syak.g_00830
OG0000761	Prbe.g_01509	Syak.g_00829
OG0000762	Prbe.g_01508	Syak.g_00827
OG0000763	Prbe.g_01506	Syak.g_00825
OG0000764	Prbe.g_01505	Syak.g_00824
OG0000765	Prbe.g_01497	Syak.g_00669
OG0000766	Prbe.g_01496	Syak.g_00670
OG0000767	Prbe.g_01494	Syak.g_00672
OG0000768	Prbe.g_01493	Syak.g_00673
OG0000769	Prbe.g_01491	Syak.g_00675
OG0000770	Prbe.g_00502	Syak.g_00678
OG0000771	Prbe.g_00215	Syak.g_00755
OG0000772	Prbe.g_01128	Syak.g_02048
OG0000773	Prbe.g_00902	Syak.g_00921
OG0000774	Prbe.g_00900	Syak.g_00926
OG0000775	Prbe.g_00898	Syak.g_00929
OG0000776	Prbe.g_00897	Syak.g_00930
OG0000777	Prbe.g_00896	Syak.g_00931
OG0000778	Prbe.g_00895	Syak.g_00932
OG0000779	Prbe.g_00891	Syak.g_00938
OG0000780	Prbe.g_00890	Syak.g_00942
OG0000781	Prbe.g_00886	Syak.g_00946
OG0000782	Prbe.g_00885	Syak.g_00947
OG0000783	Prbe.g_00884	Syak.g_00948
OG0000784	Prbe.g_00883	Syak.g_00949
OG0000785	Prbe.g_00881	Syak.g_00951
OG0000786	Prbe.g_00878	Syak.g_00956
OG0000787	Prbe.g_00877	Syak.g_00957
OG0000788	Prbe.g_00634	Syak.g_00048
OG0000789	Prbe.g_00212	Syak.g_00085
OG0000790	Prbe.g_00368	Syak.g_02560
OG0000791	Prbe.g_00366	Syak.g_02558
OG0000792	Prbe.g_00365	Syak.g_02557
OG0000793	Prbe.g_00362	Syak.g_02552
OG0000794	Prbe.g_00361	Syak.g_02551
OG0000795	Prbe.g_00360	Syak.g_02550
OG0000796	Prbe.g_00356	Syak.g_02547
OG0000797	Prbe.g_00355	Syak.g_02546
OG0000799	Prbe.g_00328	Syak.g_00981
OG0000800	Prbe.g_00327	Syak.g_00989
OG0000801	Prbe.g_00326	Syak.g_00990
OG0000802	Prbe.g_00324	Syak.g_00995
OG0000803	Prbe.g_00322	Syak.g_01021
OG0000804	Prbe.g_00321	Syak.g_01026
OG0000805	Prbe.g_00319	Syak.g_01029
OG0000806	Prbe.g_00317	Syak.g_01031
OG0000807	Prbe.g_00316	Syak.g_01033
OG0000808	Prbe.g_00315	Syak.g_01034
OG0000809	Prbe.g_00313	Syak.g_01038
OG0000810	Prbe.g_00312	Syak.g_01039
OG0000811	Prbe.g_00308	Syak.g_01045
OG0000812	Prbe.g_00306	Syak.g_01047
OG0000813	Prbe.g_00305	Syak.g_01048
OG0000814	Prbe.g_00303	Syak.g_01051
OG0000815	Prbe.g_00302	Syak.g_01053
OG0000816	Prbe.g_00300	Syak.g_01055
OG0000817	Prbe.g_00299	Syak.g_01056
OG0000818	Prbe.g_00294	Syak.g_01060
OG0000819	Prbe.g_00293	Syak.g_01064
OG0000820	Prbe.g_00292	Syak.g_01065
OG0000821	Prbe.g_00288	Syak.g_01071
OG0000822	Prbe.g_00287	Syak.g_01073
OG0000823	Prbe.g_00286	Syak.g_01074
OG0000824	Prbe.g_00283	Syak.g_01080
OG0000825	Prbe.g_00282	Syak.g_01081
OG0000826	Prbe.g_00281	Syak.g_01082
OG0000827	Prbe.g_00280	Syak.g_01083
OG0000828	Prbe.g_00277	Syak.g_01086
OG0000829	Prbe.g_00276	Syak.g_01087
OG0000830	Prbe.g_00275	Syak.g_01088
OG0000831	Prbe.g_00273	Syak.g_01091
OG0000832	Prbe.g_00263	Syak.g_02482
OG0000833	Prbe.g_00254	Syak.g_02473
OG0000834	Prbe.g_00253	Syak.g_02470
OG0000835	Prbe.g_00252	Syak.g_02469
OG0000836	Prbe.g_00251	Syak.g_02466
OG0000837	Prbe.g_00250	Syak.g_02465
OG0000838	Prbe.g_00248	Syak.g_02461
OG0000839	Prbe.g_00247	Syak.g_02460
OG0000840	Prbe.g_00246	Syak.g_02459
OG0000841	Prbe.g_00245	Syak.g_02458
OG0000842	Prbe.g_00244	Syak.g_02457
OG0000843	Prbe.g_00243	Syak.g_02456
OG0000844	Prbe.g_00242	Syak.g_02454
OG0000845	Prbe.g_00241	Syak.g_02453
OG0000846	Prbe.g_00240	Syak.g_02452
OG0000847	Prbe.g_00239	Syak.g_02451
OG0000848	Prbe.g_00238	Syak.g_02449
OG0000849	Prbe.g_00237	Syak.g_02448
OG0000850	Prbe.g_00235	Syak.g_02445
OG0000851	Prbe.g_00234	Syak.g_02440
OG0000852	Prbe.g_00233	Syak.g_02439
OG0000853	Prbe.g_00227	Syak.g_02435
OG0000854	Prbe.g_00225	Syak.g_02433
OG0000855	Prbe.g_00224	Syak.g_02432
OG0000856	Prbe.g_00505	Syak.g_00021
OG0000857	Prbe.g_01237	Syak.g_00451
OG0000858	Prbe.g_00992	Syak.g_02426
OG0000859	Prbe.g_00991	Syak.g_02425
OG0000860	Prbe.g_00983	Syak.g_02414
OG0000861	Prbe.g_00982	Syak.g_02413
OG0000862	Prbe.g_00981	Syak.g_02412
OG0000863	Prbe.g_00979	Syak.g_02409
OG0000864	Prbe.g_00978	Syak.g_02408
OG0000865	Prbe.g_00977	Syak.g_02407
OG0000866	Prbe.g_00976	Syak.g_02406
OG0000867	Prbe.g_00975	Syak.g_02405
OG0000868	Prbe.g_00973	Syak.g_02402
OG0000869	Prbe.g_00970	Syak.g_02398
OG0000870	Prbe.g_00965	Syak.g_02393
OG0000871	Prbe.g_00964	Syak.g_02392
OG0000872	Prbe.g_00963	Syak.g_02386
OG0000873	Prbe.g_00960	Syak.g_02383
OG0000874	Prbe.g_00957	Syak.g_02379
OG0000875	Prbe.g_00956	Syak.g_02377
OG0000876	Prbe.g_00955	Syak.g_02375
OG0000877	Prbe.g_00953	Syak.g_02372
OG0000878	Prbe.g_00952	Syak.g_02371
OG0000879	Prbe.g_00951	Syak.g_02370
OG0000880	Prbe.g_00950	Syak.g_02369
OG0000881	Prbe.g_00946	Syak.g_02363
OG0000882	Prbe.g_00941	Syak.g_02358
OG0000883	Prbe.g_00939	Syak.g_02355
OG0000884	Prbe.g_00937	Syak.g_02353
OG0000885	Prbe.g_00936	Syak.g_02352
OG0000886	Prbe.g_00935	Syak.g_02351
OG0000887	Prbe.g_00934	Syak.g_02350
OG0000888	Prbe.g_00932	Syak.g_02348
OG0000889	Prbe.g_00930	Syak.g_02346
OG0000890	Prbe.g_00929	Syak.g_02334
OG0000891	Prbe.g_00928	Syak.g_02333
OG0000892	Prbe.g_00926	Syak.g_02329
OG0000893	Prbe.g_00922	Syak.g_01393
OG0000894	Prbe.g_00919	Syak.g_01390
OG0000895	Prbe.g_01111	Syak.g_01386
OG0000896	Prbe.g_01110	Syak.g_01385
OG0000897	Prbe.g_01108	Syak.g_01383
OG0000898	Prbe.g_01107	Syak.g_01382
OG0000899	Prbe.g_01106	Syak.g_01381
OG0000900	Prbe.g_01105	Syak.g_01380
OG0000901	Prbe.g_01102	Syak.g_01375
OG0000902	Prbe.g_01100	Syak.g_01368
OG0000903	Prbe.g_01096	Syak.g_01353
OG0000904	Prbe.g_01092	Syak.g_01358
OG0000905	Prbe.g_01098	Syak.g_01363
OG0000906	Prbe.g_01099	Syak.g_01366
OG0000907	Prbe.g_01089	Syak.g_01351
OG0000908	Prbe.g_01086	Syak.g_01348
OG0000909	Prbe.g_01085	Syak.g_01347
OG0000910	Prbe.g_01084	Syak.g_01346
OG0000911	Prbe.g_01082	Syak.g_01344
OG0000912	Prbe.g_01081	Syak.g_01343
OG0000913	Prbe.g_01080	Syak.g_01342
OG0000914	Prbe.g_01079	Syak.g_01341
OG0000915	Prbe.g_01078	Syak.g_01339
OG0000916	Prbe.g_00867	Syak.g_01338
OG0000917	Prbe.g_00866	Syak.g_01337
OG0000918	Prbe.g_00865	Syak.g_01336
OG0000919	Prbe.g_00864	Syak.g_01335
OG0000920	Prbe.g_00863	Syak.g_01334
OG0000921	Prbe.g_00862	Syak.g_01333
OG0000922	Prbe.g_00861	Syak.g_01332
OG0000923	Prbe.g_00857	Syak.g_01328
OG0000924	Prbe.g_00856	Syak.g_01327
OG0000925	Prbe.g_00855	Syak.g_01326
OG0000926	Prbe.g_00854	Syak.g_01325
OG0000927	Prbe.g_00852	Syak.g_01323
OG0000928	Prbe.g_00851	Syak.g_01322
OG0000929	Prbe.g_00850	Syak.g_01321
OG0000930	Prbe.g_00849	Syak.g_01320
OG0000931	Prbe.g_00848	Syak.g_01319
OG0000932	Prbe.g_00847	Syak.g_01318
OG0000933	Prbe.g_00843	Syak.g_01312
OG0000934	Prbe.g_00841	Syak.g_01310
OG0000935	Prbe.g_00840	Syak.g_01309
OG0000936	Prbe.g_00839	Syak.g_01308
OG0000937	Prbe.g_00838	Syak.g_01307
OG0000938	Prbe.g_00835	Syak.g_01304
OG0000939	Prbe.g_00834	Syak.g_01303
OG0000940	Prbe.g_00827	Syak.g_01297
OG0000941	Prbe.g_00825	Syak.g_01295
OG0000942	Prbe.g_00823	Syak.g_01293
OG0000943	Prbe.g_00822	Syak.g_01292
OG0000944	Prbe.g_00820	Syak.g_01290
OG0000945	Prbe.g_00819	Syak.g_01288
OG0000946	Prbe.g_00814	Syak.g_01283
OG0000947	Prbe.g_00812	Syak.g_01280
OG0000948	Prbe.g_00811	Syak.g_01279
OG0000949	Prbe.g_00808	Syak.g_01551
OG0000950	Prbe.g_00801	Syak.g_01562
OG0000951	Prbe.g_00797	Syak.g_01569
OG0000952	Prbe.g_00793	Syak.g_01574
OG0000953	Prbe.g_00789	Syak.g_01627
OG0000954	Prbe.g_00785	Syak.g_01633
OG0000955	Prbe.g_00784	Syak.g_01634
OG0000956	Prbe.g_00782	Syak.g_01636
OG0000957	Prbe.g_00776	Syak.g_01648
OG0000958	Prbe.g_00775	Syak.g_01649
OG0000959	Prbe.g_00771	Syak.g_01653
OG0000960	Prbe.g_00770	Syak.g_01654
OG0000961	Prbe.g_00767	Syak.g_01679
OG0000962	Prbe.g_00765	Syak.g_01682
OG0000963	Prbe.g_00761	Syak.g_01687
OG0000964	Prbe.g_00760	Syak.g_01688
OG0000965	Prbe.g_00759	Syak.g_01689
OG0000966	Prbe.g_00749	Syak.g_01711
OG0000967	Prbe.g_00753	Syak.g_01715
OG0000968	Prbe.g_00755	Syak.g_01719
OG0000969	Prbe.g_00756	Syak.g_01721
OG0000970	Prbe.g_01134	Syak.g_01722
OG0000971	Prbe.g_01135	Syak.g_01724
OG0000972	Prbe.g_01136	Syak.g_01725
OG0000973	Prbe.g_01137	Syak.g_01726
OG0000974	Prbe.g_01138	Syak.g_01727
OG0000975	Prbe.g_01139	Syak.g_01728
OG0000976	Prbe.g_01140	Syak.g_01729
OG0000977	Prbe.g_01141	Syak.g_01731
OG0000978	Prbe.g_01142	Syak.g_01732
OG0000979	Prbe.g_01145	Syak.g_01735
OG0000980	Prbe.g_01147	Syak.g_01738
OG0000981	Prbe.g_01150	Syak.g_01741
OG0000982	Prbe.g_01152	Syak.g_01941
OG0000983	Prbe.g_01153	Syak.g_01940
OG0000984	Prbe.g_01154	Syak.g_01939
OG0000985	Prbe.g_01157	Syak.g_01935
OG0000986	Prbe.g_01159	Syak.g_01933
OG0000987	Prbe.g_01160	Syak.g_01931
OG0000988	Prbe.g_01163	Syak.g_01925
OG0000989	Prbe.g_01167	Syak.g_01912
OG0000990	Prbe.g_01171	Syak.g_01900
OG0000991	Prbe.g_01172	Syak.g_01896
OG0000992	Prbe.g_01175	Syak.g_01893
OG0000993	Prbe.g_01176	Syak.g_01892
OG0000994	Prbe.g_01177	Syak.g_01889
OG0000995	Prbe.g_01181	Syak.g_01880
OG0000996	Prbe.g_01182	Syak.g_01839
OG0000997	Prbe.g_01185	Syak.g_01828
OG0000998	Prbe.g_01187	Syak.g_01826
OG0000999	Prbe.g_01188	Syak.g_01825
OG0001000	Prbe.g_01191	Syak.g_01821
OG0001001	Prbe.g_01194	Syak.g_01814
OG0001002	Prbe.g_01056	Syak.g_01807
OG0001003	Prbe.g_01057	Syak.g_01806
OG0001004	Prbe.g_01058	Syak.g_01805
OG0001005	Prbe.g_01059	Syak.g_01804
OG0001006	Prbe.g_01063	Syak.g_01797
OG0001007	Prbe.g_01065	Syak.g_01795
OG0001008	Prbe.g_01935	Syak.g_01190
OG0001009	Prbe.g_00127	Syak.g_01762
OG0001010	Prbe.g_00128	Syak.g_01761
OG0001011	Prbe.g_00130	Syak.g_01759
OG0001012	Prbe.g_00144	Syak.g_01946
OG0001013	Prbe.g_00151	Syak.g_01969
OG0001014	Prbe.g_00154	Syak.g_01975
OG0001015	Prbe.g_00156	Syak.g_01976
OG0001016	Prbe.g_00178	Syak.g_02250
OG0001017	Prbe.g_00182	Syak.g_02244
OG0001018	Prbe.g_00184	Syak.g_02242
OG0001019	Prbe.g_00193	Syak.g_02218
OG0001020	Prbe.g_01630	Syak.g_02214
OG0001021	Prbe.g_01631	Syak.g_02210
OG0001022	Prbe.g_01634	Syak.g_02205
OG0001023	Prbe.g_01635	Syak.g_02204
OG0001024	Prbe.g_01639	Syak.g_02201
OG0001025	Prbe.g_01646	Syak.g_02195
OG0001026	Prbe.g_01655	Syak.g_02182
OG0001027	Prbe.g_01656	Syak.g_02178
OG0001028	Prbe.g_01658	Syak.g_02176
OG0001029	Prbe.g_01659	Syak.g_02174
OG0001030	Prbe.g_01675	Syak.g_02153
OG0001031	Prbe.g_01735	Syak.g_02079
OG0001032	Prbe.g_01736	Syak.g_02077
OG0001033	Prbe.g_01757	Syak.g_02037
OG0001034	Prbe.g_01788	Syak.g_02305
OG0001035	Prbe.g_01808	Syak.g_01422
OG0001036	Prbe.g_01812	Syak.g_01427
OG0001037	Prbe.g_01813	Syak.g_01429
OG0001038	Prbe.g_01832	Syak.g_01457
OG0001039	Prbe.g_01835	Syak.g_01460
OG0001040	Prbe.g_01837	Syak.g_01463
OG0001041	Prbe.g_01842	Syak.g_01468
OG0001042	Prbe.g_01859	Syak.g_01500
OG0001043	Prbe.g_01860	Syak.g_01504
OG0001044	Prbe.g_01891	Syak.g_01247
OG0001045	Prbe.g_01900	Syak.g_01234
OG0001046	Prbe.g_01033	Syak.g_00479
OG0001047	Prbe.g_01937	Syak.g_01188
OG0001048	Prbe.g_01938	Syak.g_01187
OG0001049	Prbe.g_01940	Syak.g_01184
OG0001050	Prbe.g_01941	Syak.g_01183
OG0001051	Prbe.g_01942	Syak.g_01182
OG0001052	Prbe.g_00662	Syak.g_01122
OG0001053	Prbe.g_00650	Syak.g_02577
OG0001054	Prbe.g_00635	Syak.g_02596
OG0001055	Prbe.g_00616	Syak.g_02617
OG0001056	Prbe.g_00599	Syak.g_02645
OG0001057	Prbe.g_00594	Syak.g_00964
OG0001058	Prbe.g_00586	Syak.g_02668
OG0001060	Prbe.g_00576	Syak.g_02677
OG0001061	Prbe.g_00561	Syak.g_02697
OG0001062	Prbe.g_00559	Syak.g_02699
OG0001063	Prbe.g_00557	Syak.g_02704
OG0001064	Prbe.g_00556	Syak.g_02705
OG0001065	Prbe.g_00555	Syak.g_02706
OG0001066	Prbe.g_00554	Syak.g_02707
OG0001067	Prbe.g_00553	Syak.g_02708
OG0001068	Prbe.g_00552	Syak.g_02709
OG0001069	Prbe.g_00551	Syak.g_02710
OG0001070	Prbe.g_00547	Syak.g_02714
OG0001071	Prbe.g_00546	Syak.g_02715
OG0001072	Prbe.g_00544	Syak.g_02721
OG0001073	Prbe.g_00530	Syak.g_02736
OG0001074	Prbe.g_00518	Syak.g_00098
OG0001075	Prbe.g_00517	Syak.g_02760
OG0001076	Prbe.g_00510	Syak.g_00011
OG0001077	Prbe.g_00504	Syak.g_00024
OG0001078	Prbe.g_01484	Syak.g_00036
OG0001079	Prbe.g_01472	Syak.g_00049
OG0001080	Prbe.g_01466	Syak.g_00264
OG0001081	Prbe.g_01464	Syak.g_00327
OG0001082	Prbe.g_01463	Syak.g_00328
OG0001083	Prbe.g_01458	Syak.g_00336
OG0001084	Prbe.g_01457	Syak.g_00337
OG0001085	Prbe.g_00444	Syak.g_00354
OG0001086	Prbe.g_00445	Syak.g_00356
OG0001087	Prbe.g_00463	Syak.g_00691
OG0001088	Prbe.g_00464	Syak.g_00694
OG0001089	Prbe.g_01205	Syak.g_00722
OG0001090	Prbe.g_01215	Syak.g_00806
OG0001091	Prbe.g_01437	Syak.g_00804
OG0001092	Prbe.g_01436	Syak.g_00801
OG0001093	Prbe.g_01431	Syak.g_00794
OG0001094	Prbe.g_01438	Syak.g_00428
OG0001095	Prbe.g_01235	Syak.g_00448
OG0001096	Prbe.g_01249	Syak.g_00623
OG0001097	Prbe.g_01269	Syak.g_00598
OG0001098	Prbe.g_01288	Syak.g_00578
OG0001099	Prbe.g_00110	Syak.g_02175
OG0001100	Prbe.g_00408	Syak.g_00365
OG0001101	Prbe.g_00411	Syak.g_00367
OG0001102	Prbe.g_00414	Syak.g_00370
OG0001103	Prbe.g_00416	Syak.g_00372
OG0001104	Prbe.g_00439	Syak.g_00410
OG0001105	Prbe.g_00443	Syak.g_00414
OG0001106	Prbe.g_01341	Syak.g_00518
OG0001107	Prbe.g_01348	Syak.g_00505
OG0001108	Prbe.g_01352	Syak.g_00497
OG0001109	Prbe.g_01353	Syak.g_00495
OG0001110	Prbe.g_01355	Syak.g_00493
OG0001111	Prbe.g_01356	Syak.g_00491
OG0001112	Prbe.g_01357	Syak.g_00489
OG0001113	Prbe.g_01358	Syak.g_00406
OG0001114	Prbe.g_01359	Syak.g_00488
OG0001115	Prbe.g_01361	Syak.g_00484
OG0001116	Prbe.g_01362	Syak.g_00482
OG0001117	Prbe.g_01363	Syak.g_00481
OG0001118	Prbe.g_01364	Syak.g_00480
