Orthogroup	Prbe	Syai
OG0000555	Prbe.g_00593	Syai.g_00725
OG0000556	Prbe.g_00591	Syai.g_00728
OG0000557	Prbe.g_00590	Syai.g_00730
OG0000558	Prbe.g_00588	Syai.g_00732
OG0000559	Prbe.g_00584	Syai.g_00736
OG0000560	Prbe.g_00581	Syai.g_00739
OG0000561	Prbe.g_00580	Syai.g_00740
OG0000562	Prbe.g_00579	Syai.g_00741
OG0000563	Prbe.g_00578	Syai.g_00742
OG0000564	Prbe.g_00577	Syai.g_00743
OG0000565	Prbe.g_00575	Syai.g_00746
OG0000566	Prbe.g_00571	Syai.g_00750
OG0000567	Prbe.g_00567	Syai.g_00754
OG0000568	Prbe.g_00566	Syai.g_00758
OG0000569	Prbe.g_00565	Syai.g_00759
OG0000570	Prbe.g_00564	Syai.g_00760
OG0000571	Prbe.g_00562	Syai.g_00764
OG0000572	Prbe.g_00548	Syai.g_00782
OG0000573	Prbe.g_00542	Syai.g_00790
OG0000574	Prbe.g_00541	Syai.g_00796
OG0000575	Prbe.g_00537	Syai.g_00800
OG0000576	Prbe.g_00535	Syai.g_00802
OG0000577	Prbe.g_00534	Syai.g_00803
OG0000578	Prbe.g_00533	Syai.g_00804
OG0000579	Prbe.g_00532	Syai.g_00805
OG0000580	Prbe.g_00531	Syai.g_00806
OG0000581	Prbe.g_00528	Syai.g_00812
OG0000582	Prbe.g_00525	Syai.g_01042
OG0000583	Prbe.g_00524	Syai.g_01043
OG0000584	Prbe.g_00523	Syai.g_01044
OG0000585	Prbe.g_00521	Syai.g_01046
OG0000586	Prbe.g_00520	Syai.g_01047
OG0000587	Prbe.g_00519	Syai.g_01049
OG0000588	Prbe.g_00515	Syai.g_01063
OG0000589	Prbe.g_00513	Syai.g_01066
OG0000590	Prbe.g_00512	Syai.g_01067
OG0000591	Prbe.g_00508	Syai.g_01075
OG0000592	Prbe.g_00507	Syai.g_01076
OG0000593	Prbe.g_01488	Syai.g_01100
OG0000594	Prbe.g_01487	Syai.g_01101
OG0000595	Prbe.g_01486	Syai.g_01102
OG0000596	Prbe.g_01482	Syai.g_01107
OG0000597	Prbe.g_01479	Syai.g_01110
OG0000598	Prbe.g_01478	Syai.g_01111
OG0000599	Prbe.g_01475	Syai.g_01114
OG0000600	Prbe.g_01474	Syai.g_01115
OG0000601	Prbe.g_01473	Syai.g_01116
OG0000602	Prbe.g_01471	Syai.g_01121
OG0000603	Prbe.g_01470	Syai.g_01122
OG0000604	Prbe.g_01469	Syai.g_01125
OG0000605	Prbe.g_01468	Syai.g_01609
OG0000606	Prbe.g_01465	Syai.g_01221
OG0000607	Prbe.g_01462	Syai.g_01224
OG0000608	Prbe.g_01461	Syai.g_01225
OG0000609	Prbe.g_01460	Syai.g_01227
OG0000610	Prbe.g_01454	Syai.g_01234
OG0000611	Prbe.g_01451	Syai.g_01237
OG0000612	Prbe.g_01450	Syai.g_01238
OG0000613	Prbe.g_00447	Syai.g_00196
OG0000614	Prbe.g_00468	Syai.g_01981
OG0000615	Prbe.g_01209	Syai.g_01286
OG0000616	Prbe.g_01197	Syai.g_02914
OG0000617	Prbe.g_01434	Syai.g_01393
OG0000618	Prbe.g_01433	Syai.g_01394
OG0000619	Prbe.g_01432	Syai.g_01395
OG0000620	Prbe.g_01429	Syai.g_01402
OG0000621	Prbe.g_01428	Syai.g_01403
OG0000622	Prbe.g_01427	Syai.g_01404
OG0000623	Prbe.g_01426	Syai.g_01405
OG0000624	Prbe.g_01424	Syai.g_01407
OG0000625	Prbe.g_01423	Syai.g_01408
OG0000626	Prbe.g_01422	Syai.g_01409
OG0000627	Prbe.g_01421	Syai.g_01575
OG0000628	Prbe.g_01420	Syai.g_01573
OG0000629	Prbe.g_01419	Syai.g_01570
OG0000630	Prbe.g_01416	Syai.g_01566
OG0000631	Prbe.g_01323	Syai.g_01557
OG0000632	Prbe.g_01324	Syai.g_01556
OG0000633	Prbe.g_01325	Syai.g_01555
OG0000634	Prbe.g_01218	Syai.g_01317
OG0000635	Prbe.g_01219	Syai.g_01318
OG0000636	Prbe.g_01221	Syai.g_01320
OG0000637	Prbe.g_01223	Syai.g_01322
OG0000638	Prbe.g_01224	Syai.g_01323
OG0000639	Prbe.g_01225	Syai.g_01324
OG0000640	Prbe.g_01226	Syai.g_01325
OG0000641	Prbe.g_01230	Syai.g_01329
OG0000642	Prbe.g_01231	Syai.g_01330
OG0000643	Prbe.g_01232	Syai.g_01349
OG0000644	Prbe.g_01233	Syai.g_01350
OG0000645	Prbe.g_01234	Syai.g_01352
OG0000646	Prbe.g_01236	Syai.g_01355
OG0000647	Prbe.g_01238	Syai.g_01357
OG0000648	Prbe.g_01240	Syai.g_01362
OG0000649	Prbe.g_01241	Syai.g_01363
OG0000650	Prbe.g_01242	Syai.g_01364
OG0000651	Prbe.g_01243	Syai.g_01365
OG0000652	Prbe.g_01244	Syai.g_01366
OG0000653	Prbe.g_01246	Syai.g_01368
OG0000654	Prbe.g_01247	Syai.g_01369
OG0000655	Prbe.g_01248	Syai.g_01370
OG0000656	Prbe.g_01251	Syai.g_01373
OG0000657	Prbe.g_01259	Syai.g_02045
OG0000658	Prbe.g_01261	Syai.g_02049
OG0000659	Prbe.g_01262	Syai.g_02050
OG0000660	Prbe.g_01266	Syai.g_02054
OG0000661	Prbe.g_01268	Syai.g_02056
OG0000662	Prbe.g_01270	Syai.g_02058
OG0000663	Prbe.g_01272	Syai.g_02061
OG0000664	Prbe.g_01273	Syai.g_02062
OG0000665	Prbe.g_01279	Syai.g_02431
OG0000666	Prbe.g_01280	Syai.g_01610
OG0000667	Prbe.g_01284	Syai.g_01724
OG0000668	Prbe.g_00105	Syai.g_01436
OG0000669	Prbe.g_00406	Syai.g_01251
OG0000670	Prbe.g_00409	Syai.g_00561
OG0000671	Prbe.g_00412	Syai.g_01255
OG0000672	Prbe.g_00415	Syai.g_01259
OG0000673	Prbe.g_00418	Syai.g_01262
OG0000674	Prbe.g_00420	Syai.g_01264
OG0000675	Prbe.g_00421	Syai.g_01265
OG0000676	Prbe.g_00423	Syai.g_01275
OG0000677	Prbe.g_00424	Syai.g_01276
OG0000678	Prbe.g_00426	Syai.g_01279
OG0000679	Prbe.g_00430	Syai.g_01288
OG0000680	Prbe.g_00431	Syai.g_01289
OG0000681	Prbe.g_00434	Syai.g_01292
OG0000682	Prbe.g_00435	Syai.g_01293
OG0000683	Prbe.g_00436	Syai.g_01294
OG0000684	Prbe.g_00438	Syai.g_01299
OG0000685	Prbe.g_00440	Syai.g_01301
OG0000686	Prbe.g_00441	Syai.g_01302
OG0000687	Prbe.g_00442	Syai.g_01303
OG0000688	Prbe.g_01446	Syai.g_01307
OG0000689	Prbe.g_01445	Syai.g_01309
OG0000690	Prbe.g_01444	Syai.g_01310
OG0000691	Prbe.g_01443	Syai.g_01311
OG0000692	Prbe.g_01441	Syai.g_01312
OG0000693	Prbe.g_01440	Syai.g_01313
OG0000694	Prbe.g_01439	Syai.g_01314
OG0000695	Prbe.g_01327	Syai.g_01553
OG0000696	Prbe.g_01328	Syai.g_01552
OG0000697	Prbe.g_01329	Syai.g_01550
OG0000698	Prbe.g_01332	Syai.g_01547
OG0000699	Prbe.g_01333	Syai.g_01545
OG0000700	Prbe.g_01334	Syai.g_01544
OG0000701	Prbe.g_01335	Syai.g_01543
OG0000702	Prbe.g_01337	Syai.g_01521
OG0000703	Prbe.g_01338	Syai.g_01520
OG0000704	Prbe.g_01340	Syai.g_01518
OG0000705	Prbe.g_01343	Syai.g_01511
OG0000706	Prbe.g_01344	Syai.g_01510
OG0000707	Prbe.g_01345	Syai.g_01509
OG0000708	Prbe.g_01347	Syai.g_01506
OG0000709	Prbe.g_01351	Syai.g_01497
OG0000710	Prbe.g_01354	Syai.g_01487
OG0000711	Prbe.g_01372	Syai.g_01456
OG0000712	Prbe.g_01373	Syai.g_01454
OG0000713	Prbe.g_01374	Syai.g_01453
OG0000714	Prbe.g_01375	Syai.g_01451
OG0000715	Prbe.g_01377	Syai.g_01449
OG0000716	Prbe.g_01379	Syai.g_01445
OG0000717	Prbe.g_01380	Syai.g_01444
OG0000718	Prbe.g_01384	Syai.g_01440
OG0000719	Prbe.g_01386	Syai.g_01438
OG0000720	Prbe.g_01398	Syai.g_01425
OG0000721	Prbe.g_01402	Syai.g_01423
OG0000722	Prbe.g_01403	Syai.g_01422
OG0000723	Prbe.g_01407	Syai.g_01411
OG0000724	Prbe.g_01302	Syai.g_02013
OG0000725	Prbe.g_01296	Syai.g_02004
OG0000726	Prbe.g_01295	Syai.g_02003
OG0000727	Prbe.g_01294	Syai.g_02002
OG0000728	Prbe.g_01292	Syai.g_02000
OG0000729	Prbe.g_00915	Syai.g_00097
OG0000730	Prbe.g_01591	Syai.g_00483
OG0000731	Prbe.g_01898	Syai.g_00495
OG0000732	Prbe.g_01148	Syai.g_00058
OG0000733	Prbe.g_00042	Syai.g_02805
OG0000734	Prbe.g_01565	Syai.g_02548
OG0000735	Prbe.g_01563	Syai.g_02159
OG0000736	Prbe.g_01562	Syai.g_02158
OG0000737	Prbe.g_01561	Syai.g_02157
OG0000738	Prbe.g_01557	Syai.g_02152
OG0000739	Prbe.g_01556	Syai.g_02151
OG0000740	Prbe.g_01555	Syai.g_02150
OG0000741	Prbe.g_01553	Syai.g_02147
OG0000742	Prbe.g_01550	Syai.g_02145
OG0000743	Prbe.g_01548	Syai.g_02143
OG0000744	Prbe.g_01547	Syai.g_02142
OG0000745	Prbe.g_01546	Syai.g_02140
OG0000746	Prbe.g_01544	Syai.g_02138
OG0000747	Prbe.g_01543	Syai.g_02137
OG0000748	Prbe.g_01539	Syai.g_02125
OG0000749	Prbe.g_01538	Syai.g_02123
OG0000750	Prbe.g_01537	Syai.g_02122
OG0000751	Prbe.g_01534	Syai.g_02116
OG0000752	Prbe.g_01532	Syai.g_02114
OG0000753	Prbe.g_01530	Syai.g_02111
OG0000754	Prbe.g_01527	Syai.g_01750
OG0000755	Prbe.g_01521	Syai.g_01760
OG0000756	Prbe.g_01520	Syai.g_01761
OG0000757	Prbe.g_01513	Syai.g_01769
OG0000758	Prbe.g_01512	Syai.g_01770
OG0000759	Prbe.g_01511	Syai.g_01771
OG0000760	Prbe.g_01510	Syai.g_01772
OG0000761	Prbe.g_01509	Syai.g_01775
OG0000762	Prbe.g_01508	Syai.g_01777
OG0000763	Prbe.g_01506	Syai.g_01779
OG0000764	Prbe.g_01505	Syai.g_01780
OG0000765	Prbe.g_01497	Syai.g_01797
OG0000766	Prbe.g_01496	Syai.g_01798
OG0000767	Prbe.g_01494	Syai.g_01800
OG0000768	Prbe.g_01493	Syai.g_01801
OG0000769	Prbe.g_01491	Syai.g_01803
OG0000770	Prbe.g_00502	Syai.g_01822
OG0000771	Prbe.g_00215	Syai.g_02019
OG0000772	Prbe.g_01128	Syai.g_01639
OG0000773	Prbe.g_00902	Syai.g_02164
OG0000774	Prbe.g_00900	Syai.g_02168
OG0000775	Prbe.g_00898	Syai.g_02172
OG0000776	Prbe.g_00897	Syai.g_02173
OG0000777	Prbe.g_00896	Syai.g_02174
OG0000778	Prbe.g_00895	Syai.g_02175
OG0000779	Prbe.g_00891	Syai.g_02181
OG0000780	Prbe.g_00890	Syai.g_02184
OG0000781	Prbe.g_00886	Syai.g_02188
OG0000782	Prbe.g_00885	Syai.g_02189
OG0000783	Prbe.g_00884	Syai.g_02190
OG0000784	Prbe.g_00883	Syai.g_02191
OG0000785	Prbe.g_00881	Syai.g_02193
OG0000786	Prbe.g_00878	Syai.g_00816
OG0000787	Prbe.g_00877	Syai.g_00815
OG0000788	Prbe.g_00634	Syai.g_01117
OG0000789	Prbe.g_00212	Syai.g_01596
OG0000790	Prbe.g_00368	Syai.g_00623
OG0000791	Prbe.g_00366	Syai.g_00621
OG0000792	Prbe.g_00365	Syai.g_00620
OG0000793	Prbe.g_00362	Syai.g_00615
OG0000794	Prbe.g_00361	Syai.g_00614
OG0000795	Prbe.g_00360	Syai.g_00613
OG0000796	Prbe.g_00356	Syai.g_00609
OG0000797	Prbe.g_00355	Syai.g_00608
OG0000799	Prbe.g_00328	Syai.g_00996
OG0000800	Prbe.g_00327	Syai.g_00993
OG0000801	Prbe.g_00326	Syai.g_00992
OG0000802	Prbe.g_00324	Syai.g_00988
OG0000803	Prbe.g_00322	Syai.g_00983
OG0000804	Prbe.g_00321	Syai.g_00980
OG0000805	Prbe.g_00319	Syai.g_00965
OG0000806	Prbe.g_00317	Syai.g_00963
OG0000807	Prbe.g_00316	Syai.g_00961
OG0000808	Prbe.g_00315	Syai.g_00960
OG0000809	Prbe.g_00313	Syai.g_00957
OG0000810	Prbe.g_00312	Syai.g_00956
OG0000811	Prbe.g_00308	Syai.g_00950
OG0000812	Prbe.g_00306	Syai.g_00948
OG0000813	Prbe.g_00305	Syai.g_00947
OG0000814	Prbe.g_00303	Syai.g_00945
OG0000815	Prbe.g_00302	Syai.g_00944
OG0000816	Prbe.g_00300	Syai.g_00942
OG0000817	Prbe.g_00299	Syai.g_00941
OG0000818	Prbe.g_00294	Syai.g_00935
OG0000819	Prbe.g_00293	Syai.g_00934
OG0000820	Prbe.g_00292	Syai.g_00933
OG0000821	Prbe.g_00288	Syai.g_00916
OG0000822	Prbe.g_00287	Syai.g_00914
OG0000823	Prbe.g_00286	Syai.g_00913
OG0000824	Prbe.g_00283	Syai.g_00907
OG0000825	Prbe.g_00282	Syai.g_00906
OG0000826	Prbe.g_00281	Syai.g_00905
OG0000827	Prbe.g_00280	Syai.g_00904
OG0000828	Prbe.g_00277	Syai.g_00900
OG0000829	Prbe.g_00276	Syai.g_00899
OG0000830	Prbe.g_00275	Syai.g_00898
OG0000831	Prbe.g_00273	Syai.g_00896
OG0000832	Prbe.g_00263	Syai.g_02296
OG0000833	Prbe.g_00254	Syai.g_02305
OG0000834	Prbe.g_00253	Syai.g_02307
OG0000835	Prbe.g_00252	Syai.g_02308
OG0000836	Prbe.g_00251	Syai.g_02312
OG0000837	Prbe.g_00250	Syai.g_02313
OG0000838	Prbe.g_00248	Syai.g_02323
OG0000839	Prbe.g_00247	Syai.g_02324
OG0000840	Prbe.g_00246	Syai.g_02325
OG0000841	Prbe.g_00245	Syai.g_02326
OG0000842	Prbe.g_00244	Syai.g_02327
OG0000843	Prbe.g_00243	Syai.g_02328
OG0000844	Prbe.g_00242	Syai.g_02330
OG0000845	Prbe.g_00241	Syai.g_02331
OG0000846	Prbe.g_00240	Syai.g_02332
OG0000847	Prbe.g_00239	Syai.g_02333
OG0000848	Prbe.g_00238	Syai.g_02335
OG0000849	Prbe.g_00237	Syai.g_02336
OG0000850	Prbe.g_00235	Syai.g_02339
OG0000851	Prbe.g_00234	Syai.g_02352
OG0000852	Prbe.g_00233	Syai.g_02353
OG0000853	Prbe.g_00227	Syai.g_02357
OG0000854	Prbe.g_00225	Syai.g_02359
OG0000855	Prbe.g_00224	Syai.g_02360
OG0000856	Prbe.g_00505	Syai.g_01078
OG0000857	Prbe.g_01237	Syai.g_01356
OG0000858	Prbe.g_00992	Syai.g_02366
OG0000859	Prbe.g_00991	Syai.g_02367
OG0000860	Prbe.g_00983	Syai.g_02380
OG0000861	Prbe.g_00982	Syai.g_02381
OG0000862	Prbe.g_00981	Syai.g_02382
OG0000863	Prbe.g_00979	Syai.g_02385
OG0000864	Prbe.g_00978	Syai.g_02386
OG0000865	Prbe.g_00977	Syai.g_02387
OG0000866	Prbe.g_00976	Syai.g_02388
OG0000867	Prbe.g_00975	Syai.g_02389
OG0000868	Prbe.g_00973	Syai.g_02392
OG0000869	Prbe.g_00970	Syai.g_02396
OG0000870	Prbe.g_00965	Syai.g_02401
OG0000871	Prbe.g_00964	Syai.g_02402
OG0000872	Prbe.g_00963	Syai.g_02409
OG0000873	Prbe.g_00960	Syai.g_02412
OG0000874	Prbe.g_00957	Syai.g_02408
OG0000875	Prbe.g_00956	Syai.g_02416
OG0000876	Prbe.g_00955	Syai.g_02243
OG0000877	Prbe.g_00953	Syai.g_02250
OG0000878	Prbe.g_00952	Syai.g_02251
OG0000879	Prbe.g_00951	Syai.g_02252
OG0000880	Prbe.g_00950	Syai.g_02253
OG0000881	Prbe.g_00946	Syai.g_02257
OG0000882	Prbe.g_00941	Syai.g_02262
OG0000883	Prbe.g_00939	Syai.g_02264
OG0000884	Prbe.g_00937	Syai.g_02266
OG0000885	Prbe.g_00936	Syai.g_02267
OG0000886	Prbe.g_00935	Syai.g_02268
OG0000887	Prbe.g_00934	Syai.g_02269
OG0000888	Prbe.g_00932	Syai.g_02271
OG0000889	Prbe.g_00930	Syai.g_02273
OG0000890	Prbe.g_00929	Syai.g_02279
OG0000891	Prbe.g_00928	Syai.g_02280
OG0000892	Prbe.g_00926	Syai.g_02282
OG0000893	Prbe.g_00922	Syai.g_00318
OG0000894	Prbe.g_00919	Syai.g_00321
OG0000895	Prbe.g_01111	Syai.g_00325
OG0000896	Prbe.g_01110	Syai.g_00326
OG0000897	Prbe.g_01108	Syai.g_00328
OG0000898	Prbe.g_01107	Syai.g_00329
OG0000899	Prbe.g_01106	Syai.g_00330
OG0000900	Prbe.g_01105	Syai.g_00331
OG0000901	Prbe.g_01102	Syai.g_00336
OG0000902	Prbe.g_01100	Syai.g_00338
OG0000903	Prbe.g_01096	Syai.g_00353
OG0000904	Prbe.g_01092	Syai.g_00348
OG0000905	Prbe.g_01098	Syai.g_00342
OG0000906	Prbe.g_01099	Syai.g_00340
OG0000907	Prbe.g_01089	Syai.g_00358
OG0000908	Prbe.g_01086	Syai.g_00361
OG0000909	Prbe.g_01085	Syai.g_00362
OG0000910	Prbe.g_01084	Syai.g_00363
OG0000911	Prbe.g_01082	Syai.g_00365
OG0000912	Prbe.g_01081	Syai.g_00366
OG0000913	Prbe.g_01080	Syai.g_00367
OG0000914	Prbe.g_01079	Syai.g_00368
OG0000915	Prbe.g_01078	Syai.g_00370
OG0000916	Prbe.g_00867	Syai.g_00371
OG0000917	Prbe.g_00866	Syai.g_00372
OG0000918	Prbe.g_00865	Syai.g_00373
OG0000919	Prbe.g_00864	Syai.g_00374
OG0000920	Prbe.g_00863	Syai.g_00375
OG0000921	Prbe.g_00862	Syai.g_00376
OG0000922	Prbe.g_00861	Syai.g_00377
OG0000923	Prbe.g_00857	Syai.g_00381
OG0000924	Prbe.g_00856	Syai.g_00382
OG0000925	Prbe.g_00855	Syai.g_00383
OG0000926	Prbe.g_00854	Syai.g_00384
OG0000927	Prbe.g_00852	Syai.g_00386
OG0000928	Prbe.g_00851	Syai.g_00387
OG0000929	Prbe.g_00850	Syai.g_00388
OG0000930	Prbe.g_00849	Syai.g_00389
OG0000931	Prbe.g_00848	Syai.g_00390
OG0000932	Prbe.g_00847	Syai.g_00391
OG0000933	Prbe.g_00843	Syai.g_00397
OG0000934	Prbe.g_00841	Syai.g_00399
OG0000935	Prbe.g_00840	Syai.g_00400
OG0000936	Prbe.g_00839	Syai.g_00401
OG0000937	Prbe.g_00838	Syai.g_00402
OG0000938	Prbe.g_00835	Syai.g_00405
OG0000939	Prbe.g_00834	Syai.g_00406
OG0000940	Prbe.g_00827	Syai.g_00413
OG0000941	Prbe.g_00825	Syai.g_00415
OG0000942	Prbe.g_00823	Syai.g_00417
OG0000943	Prbe.g_00822	Syai.g_00418
OG0000944	Prbe.g_00820	Syai.g_00420
OG0000945	Prbe.g_00819	Syai.g_00422
OG0000946	Prbe.g_00814	Syai.g_00428
OG0000947	Prbe.g_00812	Syai.g_00431
OG0000948	Prbe.g_00811	Syai.g_00432
OG0000949	Prbe.g_00808	Syai.g_00174
OG0000950	Prbe.g_00801	Syai.g_00163
OG0000951	Prbe.g_00797	Syai.g_00158
OG0000952	Prbe.g_00793	Syai.g_00136
OG0000953	Prbe.g_00789	Syai.g_00132
OG0000954	Prbe.g_00785	Syai.g_00127
OG0000955	Prbe.g_00784	Syai.g_00126
OG0000956	Prbe.g_00782	Syai.g_00124
OG0000957	Prbe.g_00776	Syai.g_00113
OG0000958	Prbe.g_00775	Syai.g_00112
OG0000959	Prbe.g_00771	Syai.g_00108
OG0000960	Prbe.g_00770	Syai.g_00107
OG0000961	Prbe.g_00767	Syai.g_00100
OG0000962	Prbe.g_00765	Syai.g_00098
OG0000963	Prbe.g_00761	Syai.g_00094
OG0000964	Prbe.g_00760	Syai.g_00093
OG0000965	Prbe.g_00759	Syai.g_00092
OG0000966	Prbe.g_00749	Syai.g_00082
OG0000967	Prbe.g_00753	Syai.g_00077
OG0000968	Prbe.g_00755	Syai.g_00085
OG0000969	Prbe.g_00756	Syai.g_00080
OG0000970	Prbe.g_01134	Syai.g_00079
OG0000971	Prbe.g_01135	Syai.g_00074
OG0000972	Prbe.g_01136	Syai.g_00073
OG0000973	Prbe.g_01137	Syai.g_00072
OG0000974	Prbe.g_01138	Syai.g_00071
OG0000975	Prbe.g_01139	Syai.g_00070
OG0000976	Prbe.g_01140	Syai.g_00069
OG0000977	Prbe.g_01141	Syai.g_00067
OG0000978	Prbe.g_01142	Syai.g_00065
OG0000979	Prbe.g_01145	Syai.g_00062
OG0000980	Prbe.g_01147	Syai.g_00059
OG0000981	Prbe.g_01150	Syai.g_00056
OG0000982	Prbe.g_01152	Syai.g_02777
OG0000983	Prbe.g_01153	Syai.g_02778
OG0000984	Prbe.g_01154	Syai.g_02779
OG0000985	Prbe.g_01157	Syai.g_02781
OG0000986	Prbe.g_01159	Syai.g_02784
OG0000987	Prbe.g_01160	Syai.g_02786
OG0000988	Prbe.g_01163	Syai.g_02790
OG0000989	Prbe.g_01167	Syai.g_02797
OG0000990	Prbe.g_01171	Syai.g_02825
OG0000991	Prbe.g_01172	Syai.g_02827
OG0000992	Prbe.g_01175	Syai.g_02830
OG0000993	Prbe.g_01176	Syai.g_02831
OG0000994	Prbe.g_01177	Syai.g_02834
OG0000995	Prbe.g_01181	Syai.g_02840
OG0000996	Prbe.g_01182	Syai.g_02891
OG0000997	Prbe.g_01185	Syai.g_02900
OG0000998	Prbe.g_01187	Syai.g_02902
OG0000999	Prbe.g_01188	Syai.g_02903
OG0001000	Prbe.g_01191	Syai.g_02906
OG0001001	Prbe.g_01194	Syai.g_02911
OG0001002	Prbe.g_01056	Syai.g_02918
OG0001003	Prbe.g_01057	Syai.g_02919
OG0001004	Prbe.g_01058	Syai.g_02920
OG0001005	Prbe.g_01059	Syai.g_02921
OG0001006	Prbe.g_01063	Syai.g_02931
OG0001007	Prbe.g_01065	Syai.g_02933
OG0001008	Prbe.g_01935	Syai.g_02227
OG0001009	Prbe.g_00127	Syai.g_00034
OG0001010	Prbe.g_00128	Syai.g_00035
OG0001011	Prbe.g_00130	Syai.g_00037
OG0001012	Prbe.g_00144	Syai.g_02773
OG0001013	Prbe.g_00151	Syai.g_02750
OG0001014	Prbe.g_00154	Syai.g_02726
OG0001015	Prbe.g_00156	Syai.g_02725
OG0001016	Prbe.g_00178	Syai.g_02479
OG0001017	Prbe.g_00182	Syai.g_02485
OG0001018	Prbe.g_00184	Syai.g_02487
OG0001019	Prbe.g_00193	Syai.g_02508
OG0001020	Prbe.g_01630	Syai.g_02516
OG0001021	Prbe.g_01631	Syai.g_02523
OG0001022	Prbe.g_01634	Syai.g_02528
OG0001023	Prbe.g_01635	Syai.g_02529
OG0001024	Prbe.g_01639	Syai.g_02533
OG0001025	Prbe.g_01646	Syai.g_02540
OG0001026	Prbe.g_01655	Syai.g_02550
OG0001027	Prbe.g_01656	Syai.g_02555
OG0001028	Prbe.g_01658	Syai.g_02557
OG0001029	Prbe.g_01659	Syai.g_02559
OG0001030	Prbe.g_01675	Syai.g_02580
OG0001031	Prbe.g_01735	Syai.g_02656
OG0001032	Prbe.g_01736	Syai.g_02658
OG0001033	Prbe.g_01757	Syai.g_02685
OG0001034	Prbe.g_01788	Syai.g_00537
OG0001035	Prbe.g_01808	Syai.g_00295
OG0001036	Prbe.g_01812	Syai.g_00290
OG0001037	Prbe.g_01813	Syai.g_00288
OG0001038	Prbe.g_01832	Syai.g_00261
OG0001039	Prbe.g_01835	Syai.g_00258
OG0001040	Prbe.g_01837	Syai.g_00255
OG0001041	Prbe.g_01842	Syai.g_00250
OG0001042	Prbe.g_01859	Syai.g_00225
OG0001043	Prbe.g_01860	Syai.g_00221
OG0001044	Prbe.g_01891	Syai.g_00485
OG0001045	Prbe.g_01900	Syai.g_00498
OG0001046	Prbe.g_01033	Syai.g_01471
OG0001047	Prbe.g_01937	Syai.g_02225
OG0001048	Prbe.g_01938	Syai.g_02224
OG0001049	Prbe.g_01940	Syai.g_02215
OG0001050	Prbe.g_01941	Syai.g_02214
OG0001051	Prbe.g_01942	Syai.g_02213
OG0001052	Prbe.g_00662	Syai.g_00861
OG0001053	Prbe.g_00650	Syai.g_00641
OG0001054	Prbe.g_00635	Syai.g_00658
OG0001055	Prbe.g_00616	Syai.g_00679
OG0001056	Prbe.g_00599	Syai.g_00713
OG0001057	Prbe.g_00594	Syai.g_00721
OG0001058	Prbe.g_00586	Syai.g_00734
OG0001059	Prbe.g_00582	Syai.g_00738
OG0001060	Prbe.g_00576	Syai.g_00744
OG0001061	Prbe.g_00561	Syai.g_00765
OG0001062	Prbe.g_00559	Syai.g_00767
OG0001063	Prbe.g_00557	Syai.g_00774
OG0001064	Prbe.g_00556	Syai.g_00775
OG0001065	Prbe.g_00555	Syai.g_00776
OG0001066	Prbe.g_00554	Syai.g_00777
OG0001067	Prbe.g_00553	Syai.g_00778
OG0001068	Prbe.g_00552	Syai.g_00779
OG0001069	Prbe.g_00551	Syai.g_00780
OG0001070	Prbe.g_00547	Syai.g_00783
OG0001071	Prbe.g_00546	Syai.g_00784
OG0001072	Prbe.g_00544	Syai.g_00788
OG0001073	Prbe.g_00530	Syai.g_00807
OG0001074	Prbe.g_00518	Syai.g_01051
OG0001075	Prbe.g_00517	Syai.g_01053
OG0001076	Prbe.g_00510	Syai.g_01069
OG0001077	Prbe.g_00504	Syai.g_01081
OG0001078	Prbe.g_01484	Syai.g_01105
OG0001079	Prbe.g_01472	Syai.g_01118
OG0001080	Prbe.g_01466	Syai.g_01606
OG0001081	Prbe.g_01464	Syai.g_01222
OG0001082	Prbe.g_01463	Syai.g_01223
OG0001083	Prbe.g_01458	Syai.g_01230
OG0001084	Prbe.g_01457	Syai.g_01231
OG0001085	Prbe.g_00444	Syai.g_01241
OG0001086	Prbe.g_00445	Syai.g_01243
OG0001087	Prbe.g_00463	Syai.g_01953
OG0001088	Prbe.g_00464	Syai.g_01957
OG0001089	Prbe.g_01205	Syai.g_01996
OG0001090	Prbe.g_01215	Syai.g_01387
OG0001091	Prbe.g_01437	Syai.g_01389
OG0001092	Prbe.g_01436	Syai.g_01391
OG0001093	Prbe.g_01431	Syai.g_01397
OG0001094	Prbe.g_01438	Syai.g_01315
OG0001096	Prbe.g_01249	Syai.g_01371
OG0001097	Prbe.g_01269	Syai.g_02057
OG0001098	Prbe.g_01288	Syai.g_01603
OG0001099	Prbe.g_00110	Syai.g_02558
OG0001100	Prbe.g_00408	Syai.g_01253
OG0001101	Prbe.g_00411	Syai.g_01254
OG0001102	Prbe.g_00414	Syai.g_01257
OG0001103	Prbe.g_00416	Syai.g_01260
OG0001104	Prbe.g_00439	Syai.g_01300
OG0001105	Prbe.g_00443	Syai.g_01304
OG0001106	Prbe.g_01341	Syai.g_01517
OG0001107	Prbe.g_01348	Syai.g_01505
OG0001108	Prbe.g_01352	Syai.g_01496
OG0001109	Prbe.g_01353	Syai.g_01488
OG0001110	Prbe.g_01355	Syai.g_01486
OG0001111	Prbe.g_01356	Syai.g_01484
OG0001112	Prbe.g_01357	Syai.g_01482
OG0001113	Prbe.g_01358	Syai.g_01481
OG0001114	Prbe.g_01359	Syai.g_01480
OG0001115	Prbe.g_01361	Syai.g_01476
