Orthogroup	Prbe	Syam
OG0000559	Prbe.g_00584	Syam.g_00679
OG0000560	Prbe.g_00581	Syam.g_00682
OG0000561	Prbe.g_00580	Syam.g_00683
OG0000562	Prbe.g_00579	Syam.g_00684
OG0000563	Prbe.g_00578	Syam.g_00685
OG0000564	Prbe.g_00577	Syam.g_00686
OG0000565	Prbe.g_00575	Syam.g_00690
OG0000566	Prbe.g_00571	Syam.g_00694
OG0000567	Prbe.g_00567	Syam.g_00698
OG0000568	Prbe.g_00566	Syam.g_01751
OG0000569	Prbe.g_00565	Syam.g_01750
OG0000570	Prbe.g_00564	Syam.g_01749
OG0000571	Prbe.g_00562	Syam.g_01745
OG0000572	Prbe.g_00548	Syam.g_01729
OG0000573	Prbe.g_00542	Syam.g_01721
OG0000574	Prbe.g_00541	Syam.g_01720
OG0000575	Prbe.g_00537	Syam.g_01716
OG0000576	Prbe.g_00535	Syam.g_01714
OG0000577	Prbe.g_00534	Syam.g_01713
OG0000578	Prbe.g_00533	Syam.g_01712
OG0000579	Prbe.g_00532	Syam.g_01711
OG0000580	Prbe.g_00531	Syam.g_01710
OG0000581	Prbe.g_00528	Syam.g_01704
OG0000582	Prbe.g_00525	Syam.g_01513
OG0000583	Prbe.g_00524	Syam.g_01512
OG0000584	Prbe.g_00523	Syam.g_01511
OG0000585	Prbe.g_00521	Syam.g_01509
OG0000586	Prbe.g_00520	Syam.g_01508
OG0000587	Prbe.g_00519	Syam.g_01506
OG0000588	Prbe.g_00515	Syam.g_01498
OG0000589	Prbe.g_00513	Syam.g_01494
OG0000590	Prbe.g_00512	Syam.g_01493
OG0000591	Prbe.g_00508	Syam.g_01486
OG0000592	Prbe.g_00507	Syam.g_01485
OG0000593	Prbe.g_01488	Syam.g_01471
OG0000594	Prbe.g_01487	Syam.g_01470
OG0000595	Prbe.g_01486	Syam.g_01469
OG0000596	Prbe.g_01482	Syam.g_01465
OG0000597	Prbe.g_01479	Syam.g_01462
OG0000598	Prbe.g_01478	Syam.g_01461
OG0000599	Prbe.g_01475	Syam.g_01458
OG0000600	Prbe.g_01474	Syam.g_01457
OG0000601	Prbe.g_01473	Syam.g_01456
OG0000602	Prbe.g_01471	Syam.g_01451
OG0000603	Prbe.g_01470	Syam.g_01450
OG0000604	Prbe.g_01469	Syam.g_01447
OG0000605	Prbe.g_01468	Syam.g_01031
OG0000606	Prbe.g_01465	Syam.g_01387
OG0000607	Prbe.g_01462	Syam.g_01384
OG0000608	Prbe.g_01461	Syam.g_01383
OG0000609	Prbe.g_01460	Syam.g_01380
OG0000610	Prbe.g_01454	Syam.g_01373
OG0000611	Prbe.g_01451	Syam.g_01370
OG0000612	Prbe.g_01450	Syam.g_01369
OG0000613	Prbe.g_00447	Syam.g_00170
OG0000614	Prbe.g_00468	Syam.g_00801
OG0000615	Prbe.g_01209	Syam.g_01332
OG0000616	Prbe.g_01197	Syam.g_02430
OG0000617	Prbe.g_01434	Syam.g_01240
OG0000618	Prbe.g_01433	Syam.g_01239
OG0000619	Prbe.g_01432	Syam.g_01238
OG0000620	Prbe.g_01429	Syam.g_01233
OG0000621	Prbe.g_01428	Syam.g_01232
OG0000622	Prbe.g_01427	Syam.g_01231
OG0000623	Prbe.g_01426	Syam.g_01230
OG0000624	Prbe.g_01424	Syam.g_01228
OG0000625	Prbe.g_01423	Syam.g_01227
OG0000626	Prbe.g_01422	Syam.g_01226
OG0000627	Prbe.g_01421	Syam.g_01065
OG0000628	Prbe.g_01420	Syam.g_01067
OG0000629	Prbe.g_01419	Syam.g_01070
OG0000630	Prbe.g_01416	Syam.g_01074
OG0000631	Prbe.g_01323	Syam.g_01084
OG0000632	Prbe.g_01324	Syam.g_01085
OG0000633	Prbe.g_01325	Syam.g_01086
OG0000634	Prbe.g_01218	Syam.g_01294
OG0000635	Prbe.g_01219	Syam.g_01293
OG0000636	Prbe.g_01221	Syam.g_01291
OG0000637	Prbe.g_01223	Syam.g_01289
OG0000638	Prbe.g_01224	Syam.g_01288
OG0000639	Prbe.g_01225	Syam.g_01287
OG0000640	Prbe.g_01226	Syam.g_01286
OG0000641	Prbe.g_01230	Syam.g_01282
OG0000642	Prbe.g_01231	Syam.g_01281
OG0000643	Prbe.g_01232	Syam.g_01280
OG0000644	Prbe.g_01233	Syam.g_01279
OG0000645	Prbe.g_01234	Syam.g_01277
OG0000646	Prbe.g_01236	Syam.g_01274
OG0000647	Prbe.g_01238	Syam.g_01272
OG0000648	Prbe.g_01240	Syam.g_01269
OG0000649	Prbe.g_01241	Syam.g_01268
OG0000650	Prbe.g_01242	Syam.g_01267
OG0000651	Prbe.g_01243	Syam.g_01266
OG0000652	Prbe.g_01244	Syam.g_01265
OG0000653	Prbe.g_01246	Syam.g_01263
OG0000654	Prbe.g_01247	Syam.g_01262
OG0000655	Prbe.g_01248	Syam.g_01261
OG0000656	Prbe.g_01251	Syam.g_01258
OG0000657	Prbe.g_01259	Syam.g_00739
OG0000658	Prbe.g_01261	Syam.g_00735
OG0000659	Prbe.g_01262	Syam.g_00734
OG0000660	Prbe.g_01266	Syam.g_00730
OG0000661	Prbe.g_01268	Syam.g_00728
OG0000662	Prbe.g_01270	Syam.g_00726
OG0000663	Prbe.g_01272	Syam.g_00723
OG0000664	Prbe.g_01273	Syam.g_00722
OG0000665	Prbe.g_01279	Syam.g_02027
OG0000666	Prbe.g_01280	Syam.g_01030
OG0000667	Prbe.g_01284	Syam.g_00937
OG0000668	Prbe.g_00105	Syam.g_01185
OG0000669	Prbe.g_00406	Syam.g_01358
OG0000670	Prbe.g_00409	Syam.g_00528
OG0000671	Prbe.g_00412	Syam.g_01354
OG0000672	Prbe.g_00415	Syam.g_01351
OG0000673	Prbe.g_00418	Syam.g_01348
OG0000674	Prbe.g_00420	Syam.g_01346
OG0000675	Prbe.g_00421	Syam.g_01345
OG0000676	Prbe.g_00423	Syam.g_01343
OG0000677	Prbe.g_00424	Syam.g_01342
OG0000678	Prbe.g_00426	Syam.g_01339
OG0000679	Prbe.g_00430	Syam.g_01323
OG0000680	Prbe.g_00431	Syam.g_01322
OG0000681	Prbe.g_00434	Syam.g_01319
OG0000682	Prbe.g_00435	Syam.g_01318
OG0000683	Prbe.g_00436	Syam.g_01317
OG0000684	Prbe.g_00438	Syam.g_01312
OG0000685	Prbe.g_00440	Syam.g_01310
OG0000686	Prbe.g_00441	Syam.g_01309
OG0000687	Prbe.g_00442	Syam.g_01308
OG0000688	Prbe.g_01446	Syam.g_01304
OG0000689	Prbe.g_01445	Syam.g_01302
OG0000690	Prbe.g_01444	Syam.g_01301
OG0000691	Prbe.g_01443	Syam.g_01300
OG0000692	Prbe.g_01441	Syam.g_01299
OG0000693	Prbe.g_01440	Syam.g_01298
OG0000694	Prbe.g_01439	Syam.g_01297
OG0000695	Prbe.g_01327	Syam.g_01088
OG0000696	Prbe.g_01328	Syam.g_01089
OG0000697	Prbe.g_01329	Syam.g_01091
OG0000698	Prbe.g_01332	Syam.g_01094
OG0000699	Prbe.g_01333	Syam.g_01096
OG0000700	Prbe.g_01334	Syam.g_01097
OG0000701	Prbe.g_01335	Syam.g_01098
OG0000702	Prbe.g_01337	Syam.g_01106
OG0000703	Prbe.g_01338	Syam.g_01107
OG0000704	Prbe.g_01340	Syam.g_01109
OG0000705	Prbe.g_01343	Syam.g_01116
OG0000706	Prbe.g_01344	Syam.g_01117
OG0000707	Prbe.g_01345	Syam.g_01118
OG0000708	Prbe.g_01347	Syam.g_01121
OG0000709	Prbe.g_01351	Syam.g_01131
OG0000710	Prbe.g_01354	Syam.g_01135
OG0000711	Prbe.g_01372	Syam.g_01165
OG0000712	Prbe.g_01373	Syam.g_01167
OG0000713	Prbe.g_01374	Syam.g_01168
OG0000714	Prbe.g_01375	Syam.g_01170
OG0000715	Prbe.g_01377	Syam.g_01172
OG0000716	Prbe.g_01379	Syam.g_01176
OG0000717	Prbe.g_01380	Syam.g_01177
OG0000718	Prbe.g_01384	Syam.g_01181
OG0000719	Prbe.g_01386	Syam.g_01183
OG0000720	Prbe.g_01398	Syam.g_01197
OG0000721	Prbe.g_01402	Syam.g_01199
OG0000722	Prbe.g_01403	Syam.g_01200
OG0000723	Prbe.g_01407	Syam.g_01224
OG0000724	Prbe.g_01302	Syam.g_00768
OG0000725	Prbe.g_01296	Syam.g_00777
OG0000726	Prbe.g_01295	Syam.g_00778
OG0000727	Prbe.g_01294	Syam.g_00779
OG0000728	Prbe.g_01292	Syam.g_00781
OG0000729	Prbe.g_00915	Syam.g_00105
OG0000730	Prbe.g_01591	Syam.g_00454
OG0000731	Prbe.g_01898	Syam.g_00466
OG0000732	Prbe.g_01148	Syam.g_00051
OG0000733	Prbe.g_00042	Syam.g_02339
OG0000734	Prbe.g_01565	Syam.g_02128
OG0000735	Prbe.g_01563	Syam.g_01810
OG0000736	Prbe.g_01562	Syam.g_01809
OG0000737	Prbe.g_01561	Syam.g_01808
OG0000738	Prbe.g_01557	Syam.g_01803
OG0000739	Prbe.g_01556	Syam.g_01802
OG0000740	Prbe.g_01555	Syam.g_01801
OG0000741	Prbe.g_01553	Syam.g_01798
OG0000742	Prbe.g_01550	Syam.g_01796
OG0000743	Prbe.g_01548	Syam.g_01794
OG0000744	Prbe.g_01547	Syam.g_01793
OG0000745	Prbe.g_01546	Syam.g_01791
OG0000746	Prbe.g_01544	Syam.g_01789
OG0000747	Prbe.g_01543	Syam.g_01788
OG0000748	Prbe.g_01539	Syam.g_01779
OG0000749	Prbe.g_01538	Syam.g_01776
OG0000750	Prbe.g_01537	Syam.g_01775
OG0000751	Prbe.g_01534	Syam.g_01770
OG0000752	Prbe.g_01532	Syam.g_01768
OG0000753	Prbe.g_01530	Syam.g_01765
OG0000754	Prbe.g_01527	Syam.g_00910
OG0000755	Prbe.g_01521	Syam.g_00900
OG0000756	Prbe.g_01520	Syam.g_00899
OG0000757	Prbe.g_01513	Syam.g_00891
OG0000758	Prbe.g_01512	Syam.g_00890
OG0000759	Prbe.g_01511	Syam.g_00889
OG0000760	Prbe.g_01510	Syam.g_00888
OG0000761	Prbe.g_01509	Syam.g_00886
OG0000762	Prbe.g_01508	Syam.g_00884
OG0000763	Prbe.g_01506	Syam.g_00882
OG0000764	Prbe.g_01505	Syam.g_00881
OG0000765	Prbe.g_01497	Syam.g_00864
OG0000766	Prbe.g_01496	Syam.g_00863
OG0000767	Prbe.g_01494	Syam.g_00861
OG0000768	Prbe.g_01493	Syam.g_00860
OG0000769	Prbe.g_01491	Syam.g_00858
OG0000770	Prbe.g_00502	Syam.g_00855
OG0000771	Prbe.g_00215	Syam.g_00762
OG0000772	Prbe.g_01128	Syam.g_01005
OG0000773	Prbe.g_00902	Syam.g_01816
OG0000774	Prbe.g_00900	Syam.g_01820
OG0000775	Prbe.g_00898	Syam.g_01823
OG0000776	Prbe.g_00897	Syam.g_01824
OG0000777	Prbe.g_00896	Syam.g_01825
OG0000778	Prbe.g_00895	Syam.g_01826
OG0000779	Prbe.g_00891	Syam.g_01832
OG0000780	Prbe.g_00890	Syam.g_01835
OG0000781	Prbe.g_00886	Syam.g_01839
OG0000782	Prbe.g_00885	Syam.g_01840
OG0000783	Prbe.g_00884	Syam.g_01841
OG0000784	Prbe.g_00883	Syam.g_01842
OG0000785	Prbe.g_00881	Syam.g_01844
OG0000786	Prbe.g_00878	Syam.g_01700
OG0000787	Prbe.g_00877	Syam.g_01701
OG0000788	Prbe.g_00634	Syam.g_01455
OG0000789	Prbe.g_00212	Syam.g_01044
OG0000790	Prbe.g_00368	Syam.g_00570
OG0000791	Prbe.g_00366	Syam.g_00568
OG0000792	Prbe.g_00365	Syam.g_00567
OG0000793	Prbe.g_00362	Syam.g_00562
OG0000794	Prbe.g_00361	Syam.g_00561
OG0000795	Prbe.g_00360	Syam.g_00560
OG0000796	Prbe.g_00356	Syam.g_00556
OG0000797	Prbe.g_00355	Syam.g_00555
OG0000799	Prbe.g_00328	Syam.g_01585
OG0000800	Prbe.g_00327	Syam.g_01588
OG0000801	Prbe.g_00326	Syam.g_01589
OG0000802	Prbe.g_00324	Syam.g_01592
OG0000803	Prbe.g_00322	Syam.g_01597
OG0000804	Prbe.g_00321	Syam.g_01600
OG0000805	Prbe.g_00319	Syam.g_01602
OG0000806	Prbe.g_00317	Syam.g_01604
OG0000807	Prbe.g_00316	Syam.g_01606
OG0000808	Prbe.g_00315	Syam.g_01607
OG0000809	Prbe.g_00313	Syam.g_01610
OG0000810	Prbe.g_00312	Syam.g_01611
OG0000811	Prbe.g_00308	Syam.g_01616
OG0000812	Prbe.g_00306	Syam.g_01618
OG0000813	Prbe.g_00305	Syam.g_01619
OG0000814	Prbe.g_00303	Syam.g_01621
OG0000815	Prbe.g_00302	Syam.g_01622
OG0000816	Prbe.g_00300	Syam.g_01624
OG0000817	Prbe.g_00299	Syam.g_01625
OG0000818	Prbe.g_00294	Syam.g_01631
OG0000819	Prbe.g_00293	Syam.g_01632
OG0000820	Prbe.g_00292	Syam.g_01633
OG0000821	Prbe.g_00288	Syam.g_01639
OG0000822	Prbe.g_00287	Syam.g_01641
OG0000823	Prbe.g_00286	Syam.g_01642
OG0000824	Prbe.g_00283	Syam.g_01648
OG0000825	Prbe.g_00282	Syam.g_01649
OG0000826	Prbe.g_00281	Syam.g_01650
OG0000827	Prbe.g_00280	Syam.g_01651
OG0000828	Prbe.g_00277	Syam.g_01655
OG0000829	Prbe.g_00276	Syam.g_01656
OG0000830	Prbe.g_00275	Syam.g_01657
OG0000831	Prbe.g_00273	Syam.g_01659
OG0000832	Prbe.g_00263	Syam.g_01923
OG0000833	Prbe.g_00254	Syam.g_01932
OG0000834	Prbe.g_00253	Syam.g_01933
OG0000835	Prbe.g_00252	Syam.g_01934
OG0000836	Prbe.g_00251	Syam.g_01937
OG0000837	Prbe.g_00250	Syam.g_01938
OG0000838	Prbe.g_00248	Syam.g_01946
OG0000839	Prbe.g_00247	Syam.g_01947
OG0000840	Prbe.g_00246	Syam.g_01948
OG0000841	Prbe.g_00245	Syam.g_01949
OG0000842	Prbe.g_00244	Syam.g_01950
OG0000843	Prbe.g_00243	Syam.g_01951
OG0000844	Prbe.g_00242	Syam.g_01953
OG0000845	Prbe.g_00241	Syam.g_01954
OG0000846	Prbe.g_00240	Syam.g_01955
OG0000847	Prbe.g_00239	Syam.g_01956
OG0000848	Prbe.g_00238	Syam.g_01958
OG0000849	Prbe.g_00237	Syam.g_01959
OG0000850	Prbe.g_00235	Syam.g_01961
OG0000851	Prbe.g_00234	Syam.g_01966
OG0000852	Prbe.g_00233	Syam.g_01967
OG0000853	Prbe.g_00227	Syam.g_01971
OG0000854	Prbe.g_00225	Syam.g_01973
OG0000855	Prbe.g_00224	Syam.g_01974
OG0000856	Prbe.g_00505	Syam.g_01483
OG0000857	Prbe.g_01237	Syam.g_01273
OG0000858	Prbe.g_00992	Syam.g_01980
OG0000859	Prbe.g_00991	Syam.g_01981
OG0000860	Prbe.g_00983	Syam.g_01992
OG0000861	Prbe.g_00982	Syam.g_01993
OG0000862	Prbe.g_00981	Syam.g_01994
OG0000863	Prbe.g_00979	Syam.g_01996
OG0000864	Prbe.g_00978	Syam.g_01997
OG0000865	Prbe.g_00977	Syam.g_01998
OG0000866	Prbe.g_00976	Syam.g_01999
OG0000867	Prbe.g_00975	Syam.g_02000
OG0000868	Prbe.g_00973	Syam.g_02003
OG0000869	Prbe.g_00970	Syam.g_02007
OG0000870	Prbe.g_00965	Syam.g_02012
OG0000871	Prbe.g_00964	Syam.g_02013
OG0000872	Prbe.g_00963	Syam.g_02021
OG0000873	Prbe.g_00960	Syam.g_02024
OG0000874	Prbe.g_00957	Syam.g_02019
OG0000875	Prbe.g_00956	Syam.g_02026
OG0000876	Prbe.g_00955	Syam.g_01877
OG0000877	Prbe.g_00953	Syam.g_01882
OG0000878	Prbe.g_00952	Syam.g_01883
OG0000879	Prbe.g_00951	Syam.g_01884
OG0000880	Prbe.g_00950	Syam.g_01885
OG0000881	Prbe.g_00946	Syam.g_01891
OG0000882	Prbe.g_00941	Syam.g_01896
OG0000883	Prbe.g_00939	Syam.g_01898
OG0000884	Prbe.g_00937	Syam.g_01900
OG0000885	Prbe.g_00936	Syam.g_01901
OG0000886	Prbe.g_00935	Syam.g_01902
OG0000887	Prbe.g_00934	Syam.g_01903
OG0000888	Prbe.g_00932	Syam.g_01905
OG0000889	Prbe.g_00930	Syam.g_01907
OG0000890	Prbe.g_00929	Syam.g_01910
OG0000891	Prbe.g_00928	Syam.g_01911
OG0000892	Prbe.g_00926	Syam.g_01913
OG0000893	Prbe.g_00922	Syam.g_00287
OG0000894	Prbe.g_00919	Syam.g_00290
OG0000895	Prbe.g_01111	Syam.g_00294
OG0000896	Prbe.g_01110	Syam.g_00295
OG0000897	Prbe.g_01108	Syam.g_00297
OG0000898	Prbe.g_01107	Syam.g_00298
OG0000899	Prbe.g_01106	Syam.g_00299
OG0000900	Prbe.g_01105	Syam.g_00300
OG0000901	Prbe.g_01102	Syam.g_00305
OG0000902	Prbe.g_01100	Syam.g_00307
OG0000903	Prbe.g_01096	Syam.g_00322
OG0000904	Prbe.g_01092	Syam.g_00317
OG0000905	Prbe.g_01098	Syam.g_00312
OG0000906	Prbe.g_01099	Syam.g_00309
OG0000907	Prbe.g_01089	Syam.g_00324
OG0000908	Prbe.g_01086	Syam.g_00327
OG0000909	Prbe.g_01085	Syam.g_00328
OG0000910	Prbe.g_01084	Syam.g_00329
OG0000911	Prbe.g_01082	Syam.g_00331
OG0000912	Prbe.g_01081	Syam.g_00332
OG0000913	Prbe.g_01080	Syam.g_00333
OG0000914	Prbe.g_01079	Syam.g_00334
OG0000915	Prbe.g_01078	Syam.g_00336
OG0000916	Prbe.g_00867	Syam.g_00337
OG0000917	Prbe.g_00866	Syam.g_00338
OG0000918	Prbe.g_00865	Syam.g_00339
OG0000919	Prbe.g_00864	Syam.g_00340
OG0000920	Prbe.g_00863	Syam.g_00341
OG0000921	Prbe.g_00862	Syam.g_00342
OG0000922	Prbe.g_00861	Syam.g_00343
OG0000923	Prbe.g_00857	Syam.g_00347
OG0000924	Prbe.g_00856	Syam.g_00348
OG0000925	Prbe.g_00855	Syam.g_00349
OG0000926	Prbe.g_00854	Syam.g_00350
OG0000927	Prbe.g_00852	Syam.g_00352
OG0000928	Prbe.g_00851	Syam.g_00353
OG0000929	Prbe.g_00850	Syam.g_00354
OG0000930	Prbe.g_00849	Syam.g_00355
OG0000931	Prbe.g_00848	Syam.g_00356
OG0000932	Prbe.g_00847	Syam.g_00357
OG0000933	Prbe.g_00843	Syam.g_00363
OG0000934	Prbe.g_00841	Syam.g_00365
OG0000935	Prbe.g_00840	Syam.g_00366
OG0000936	Prbe.g_00839	Syam.g_00368
OG0000937	Prbe.g_00838	Syam.g_00369
OG0000938	Prbe.g_00835	Syam.g_00373
OG0000939	Prbe.g_00834	Syam.g_00374
OG0000940	Prbe.g_00827	Syam.g_00381
OG0000941	Prbe.g_00825	Syam.g_00383
OG0000942	Prbe.g_00823	Syam.g_00385
OG0000943	Prbe.g_00822	Syam.g_00386
OG0000944	Prbe.g_00820	Syam.g_00388
OG0000945	Prbe.g_00819	Syam.g_00390
OG0000946	Prbe.g_00814	Syam.g_00395
OG0000947	Prbe.g_00812	Syam.g_00398
OG0000948	Prbe.g_00811	Syam.g_00399
OG0000949	Prbe.g_00808	Syam.g_00159
OG0000950	Prbe.g_00801	Syam.g_00150
OG0000951	Prbe.g_00797	Syam.g_00145
OG0000952	Prbe.g_00793	Syam.g_00140
OG0000953	Prbe.g_00789	Syam.g_00136
OG0000954	Prbe.g_00785	Syam.g_00131
OG0000955	Prbe.g_00784	Syam.g_00130
OG0000956	Prbe.g_00782	Syam.g_00128
OG0000957	Prbe.g_00776	Syam.g_00117
OG0000958	Prbe.g_00775	Syam.g_00116
OG0000959	Prbe.g_00771	Syam.g_00112
OG0000960	Prbe.g_00770	Syam.g_00111
OG0000961	Prbe.g_00767	Syam.g_00108
OG0000962	Prbe.g_00765	Syam.g_00106
OG0000963	Prbe.g_00761	Syam.g_00101
OG0000964	Prbe.g_00760	Syam.g_00100
OG0000965	Prbe.g_00759	Syam.g_00099
OG0000966	Prbe.g_00749	Syam.g_00074
OG0000967	Prbe.g_00753	Syam.g_00069
OG0000968	Prbe.g_00755	Syam.g_00077
OG0000969	Prbe.g_00756	Syam.g_00072
OG0000970	Prbe.g_01134	Syam.g_00071
OG0000971	Prbe.g_01135	Syam.g_00066
OG0000972	Prbe.g_01136	Syam.g_00065
OG0000973	Prbe.g_01137	Syam.g_00064
OG0000974	Prbe.g_01138	Syam.g_00063
OG0000975	Prbe.g_01139	Syam.g_00062
OG0000976	Prbe.g_01140	Syam.g_00061
OG0000977	Prbe.g_01141	Syam.g_00059
OG0000978	Prbe.g_01142	Syam.g_00058
OG0000979	Prbe.g_01145	Syam.g_00055
OG0000980	Prbe.g_01147	Syam.g_00052
OG0000981	Prbe.g_01150	Syam.g_00049
OG0000982	Prbe.g_01152	Syam.g_02314
OG0000983	Prbe.g_01153	Syam.g_02315
OG0000984	Prbe.g_01154	Syam.g_02316
OG0000985	Prbe.g_01157	Syam.g_02318
OG0000986	Prbe.g_01159	Syam.g_02320
OG0000987	Prbe.g_01160	Syam.g_02322
OG0000988	Prbe.g_01163	Syam.g_02327
OG0000989	Prbe.g_01167	Syam.g_02334
OG0000990	Prbe.g_01171	Syam.g_02346
OG0000991	Prbe.g_01172	Syam.g_02348
OG0000992	Prbe.g_01175	Syam.g_02351
OG0000993	Prbe.g_01176	Syam.g_02352
OG0000994	Prbe.g_01177	Syam.g_02354
OG0000995	Prbe.g_01181	Syam.g_02359
OG0000996	Prbe.g_01182	Syam.g_02405
OG0000997	Prbe.g_01185	Syam.g_02416
OG0000998	Prbe.g_01187	Syam.g_02418
OG0000999	Prbe.g_01188	Syam.g_02419
OG0001000	Prbe.g_01191	Syam.g_02422
OG0001001	Prbe.g_01194	Syam.g_02427
OG0001002	Prbe.g_01056	Syam.g_02433
OG0001003	Prbe.g_01057	Syam.g_02434
OG0001004	Prbe.g_01058	Syam.g_02435
OG0001005	Prbe.g_01059	Syam.g_02436
OG0001006	Prbe.g_01063	Syam.g_02444
OG0001007	Prbe.g_01065	Syam.g_02446
OG0001008	Prbe.g_01935	Syam.g_01866
OG0001009	Prbe.g_00127	Syam.g_00032
OG0001010	Prbe.g_00128	Syam.g_00033
OG0001011	Prbe.g_00130	Syam.g_00034
OG0001012	Prbe.g_00144	Syam.g_02310
OG0001013	Prbe.g_00151	Syam.g_02296
OG0001014	Prbe.g_00154	Syam.g_02292
OG0001015	Prbe.g_00156	Syam.g_02291
OG0001016	Prbe.g_00178	Syam.g_02067
OG0001017	Prbe.g_00182	Syam.g_02073
OG0001018	Prbe.g_00184	Syam.g_02075
OG0001019	Prbe.g_00193	Syam.g_02093
OG0001020	Prbe.g_01630	Syam.g_02098
OG0001021	Prbe.g_01631	Syam.g_02102
OG0001022	Prbe.g_01634	Syam.g_02106
OG0001023	Prbe.g_01635	Syam.g_02107
OG0001024	Prbe.g_01639	Syam.g_02111
OG0001025	Prbe.g_01646	Syam.g_02118
OG0001026	Prbe.g_01655	Syam.g_02130
OG0001027	Prbe.g_01656	Syam.g_02135
OG0001028	Prbe.g_01658	Syam.g_02137
OG0001029	Prbe.g_01659	Syam.g_02139
OG0001030	Prbe.g_01675	Syam.g_02163
OG0001031	Prbe.g_01735	Syam.g_02239
OG0001032	Prbe.g_01736	Syam.g_02241
OG0001033	Prbe.g_01757	Syam.g_02265
OG0001034	Prbe.g_01788	Syam.g_00508
OG0001035	Prbe.g_01808	Syam.g_00265
OG0001036	Prbe.g_01812	Syam.g_00261
OG0001037	Prbe.g_01813	Syam.g_00259
OG0001038	Prbe.g_01832	Syam.g_00232
OG0001039	Prbe.g_01835	Syam.g_00229
OG0001040	Prbe.g_01837	Syam.g_00226
OG0001041	Prbe.g_01842	Syam.g_00221
OG0001042	Prbe.g_01859	Syam.g_00196
OG0001043	Prbe.g_01860	Syam.g_00192
OG0001044	Prbe.g_01891	Syam.g_00456
OG0001045	Prbe.g_01900	Syam.g_00469
OG0001046	Prbe.g_01033	Syam.g_01151
OG0001047	Prbe.g_01937	Syam.g_01864
OG0001048	Prbe.g_01938	Syam.g_01863
OG0001049	Prbe.g_01940	Syam.g_01855
OG0001050	Prbe.g_01941	Syam.g_01854
OG0001051	Prbe.g_01942	Syam.g_01853
OG0001052	Prbe.g_00662	Syam.g_01672
OG0001053	Prbe.g_00650	Syam.g_00586
OG0001054	Prbe.g_00635	Syam.g_00603
OG0001055	Prbe.g_00616	Syam.g_00624
OG0001056	Prbe.g_00599	Syam.g_00656
OG0001057	Prbe.g_00594	Syam.g_00664
OG0001058	Prbe.g_00586	Syam.g_00677
OG0001059	Prbe.g_00582	Syam.g_00681
OG0001060	Prbe.g_00576	Syam.g_00688
OG0001061	Prbe.g_00561	Syam.g_01744
OG0001062	Prbe.g_00559	Syam.g_01742
OG0001063	Prbe.g_00557	Syam.g_01737
OG0001064	Prbe.g_00556	Syam.g_01736
OG0001065	Prbe.g_00555	Syam.g_01735
OG0001066	Prbe.g_00554	Syam.g_01734
OG0001067	Prbe.g_00553	Syam.g_01733
OG0001068	Prbe.g_00552	Syam.g_01732
OG0001069	Prbe.g_00551	Syam.g_01731
OG0001070	Prbe.g_00547	Syam.g_01728
OG0001071	Prbe.g_00546	Syam.g_01727
OG0001072	Prbe.g_00544	Syam.g_01723
OG0001073	Prbe.g_00530	Syam.g_01709
OG0001074	Prbe.g_00518	Syam.g_01504
OG0001075	Prbe.g_00517	Syam.g_01502
OG0001076	Prbe.g_00510	Syam.g_01491
OG0001077	Prbe.g_00504	Syam.g_01480
OG0001078	Prbe.g_01484	Syam.g_01467
OG0001079	Prbe.g_01472	Syam.g_01454
OG0001080	Prbe.g_01466	Syam.g_01034
OG0001081	Prbe.g_01464	Syam.g_01386
OG0001082	Prbe.g_01463	Syam.g_01385
OG0001083	Prbe.g_01458	Syam.g_01377
OG0001084	Prbe.g_01457	Syam.g_01376
OG0001085	Prbe.g_00444	Syam.g_01366
OG0001086	Prbe.g_00445	Syam.g_01364
OG0001087	Prbe.g_00463	Syam.g_00813
OG0001088	Prbe.g_00464	Syam.g_00809
OG0001089	Prbe.g_01205	Syam.g_00785
OG0001090	Prbe.g_01215	Syam.g_01246
OG0001091	Prbe.g_01437	Syam.g_01244
OG0001092	Prbe.g_01436	Syam.g_01242
OG0001093	Prbe.g_01431	Syam.g_01236
OG0001094	Prbe.g_01438	Syam.g_01296
OG0001095	Prbe.g_01235	Syam.g_01276
OG0001096	Prbe.g_01249	Syam.g_01260
OG0001097	Prbe.g_01269	Syam.g_00727
OG0001098	Prbe.g_01288	Syam.g_01037
OG0001099	Prbe.g_00110	Syam.g_02138
OG0001100	Prbe.g_00408	Syam.g_01356
OG0001101	Prbe.g_00411	Syam.g_01355
OG0001103	Prbe.g_00416	Syam.g_01350
OG0001104	Prbe.g_00439	Syam.g_01311
OG0001105	Prbe.g_00443	Syam.g_01307
OG0001106	Prbe.g_01341	Syam.g_01110
OG0001107	Prbe.g_01348	Syam.g_01122
OG0001108	Prbe.g_01352	Syam.g_01132
OG0001109	Prbe.g_01353	Syam.g_01134
OG0001110	Prbe.g_01355	Syam.g_01136
OG0001111	Prbe.g_01356	Syam.g_01138
OG0001112	Prbe.g_01357	Syam.g_01140
OG0001113	Prbe.g_01358	Syam.g_01141
OG0001114	Prbe.g_01359	Syam.g_01142
OG0001115	Prbe.g_01361	Syam.g_01146
OG0001116	Prbe.g_01362	Syam.g_01148
OG0001117	Prbe.g_01363	Syam.g_01149
OG0001118	Prbe.g_01364	Syam.g_01150
OG0001119	Prbe.g_01365	Syam.g_01152
