Orthogroup	Praz	Prbn
OG0000560	Praz.g_01774	Prbn.g_00562
OG0000561	Praz.g_01773	Prbn.g_00561
OG0000562	Praz.g_01772	Prbn.g_00560
OG0000563	Praz.g_01771	Prbn.g_00559
OG0000564	Praz.g_01770	Prbn.g_00558
OG0000565	Praz.g_01767	Prbn.g_00556
OG0000566	Praz.g_01765	Prbn.g_00552
OG0000567	Praz.g_01761	Prbn.g_00548
OG0000568	Praz.g_01760	Prbn.g_00547
OG0000569	Praz.g_01759	Prbn.g_00546
OG0000570	Praz.g_01758	Prbn.g_00545
OG0000571	Praz.g_01756	Prbn.g_00543
OG0000572	Praz.g_01743	Prbn.g_00529
OG0000573	Praz.g_01738	Prbn.g_00523
OG0000574	Praz.g_01737	Prbn.g_00522
OG0000575	Praz.g_01733	Prbn.g_00518
OG0000576	Praz.g_01731	Prbn.g_00516
OG0000577	Praz.g_01730	Prbn.g_00515
OG0000578	Praz.g_01729	Prbn.g_00514
OG0000579	Praz.g_01728	Prbn.g_00513
OG0000580	Praz.g_01727	Prbn.g_00512
OG0000581	Praz.g_01725	Prbn.g_00509
OG0000582	Praz.g_01722	Prbn.g_00506
OG0000583	Praz.g_01721	Prbn.g_00505
OG0000584	Praz.g_01720	Prbn.g_00504
OG0000585	Praz.g_01718	Prbn.g_00502
OG0000586	Praz.g_01717	Prbn.g_00501
OG0000587	Praz.g_01716	Prbn.g_00500
OG0000588	Praz.g_01712	Prbn.g_00496
OG0000589	Praz.g_01709	Prbn.g_00494
OG0000590	Praz.g_01708	Prbn.g_00493
OG0000591	Praz.g_01705	Prbn.g_00489
OG0000592	Praz.g_01704	Prbn.g_00488
OG0000593	Praz.g_01698	Prbn.g_00423
OG0000594	Praz.g_01697	Prbn.g_00424
OG0000595	Praz.g_01696	Prbn.g_00425
OG0000596	Praz.g_01692	Prbn.g_00429
OG0000597	Praz.g_01690	Prbn.g_00432
OG0000598	Praz.g_01689	Prbn.g_00433
OG0000599	Praz.g_01686	Prbn.g_00436
OG0000600	Praz.g_01685	Prbn.g_00437
OG0000601	Praz.g_01684	Prbn.g_00438
OG0000602	Praz.g_01682	Prbn.g_00440
OG0000603	Praz.g_01681	Prbn.g_00441
OG0000604	Praz.g_01680	Prbn.g_00442
OG0000605	Praz.g_01679	Prbn.g_00443
OG0000606	Praz.g_01676	Prbn.g_00446
OG0000607	Praz.g_01673	Prbn.g_00449
OG0000608	Praz.g_01672	Prbn.g_00450
OG0000609	Praz.g_01671	Prbn.g_00834
OG0000610	Praz.g_01666	Prbn.g_00840
OG0000611	Praz.g_01663	Prbn.g_00843
OG0000612	Praz.g_01662	Prbn.g_00844
OG0000613	Praz.g_01657	Prbn.g_01591
OG0000614	Praz.g_01638	Prbn.g_01570
OG0000615	Praz.g_01630	Prbn.g_01559
OG0000616	Praz.g_01626	Prbn.g_00905
OG0000617	Praz.g_01601	Prbn.g_00860
OG0000618	Praz.g_01600	Prbn.g_00861
OG0000619	Praz.g_01599	Prbn.g_00862
OG0000620	Praz.g_01596	Prbn.g_01947
OG0000621	Praz.g_01595	Prbn.g_01948
OG0000622	Praz.g_01594	Prbn.g_01949
OG0000623	Praz.g_01593	Prbn.g_01950
OG0000624	Praz.g_01592	Prbn.g_01952
OG0000625	Praz.g_01591	Prbn.g_01345
OG0000626	Praz.g_01590	Prbn.g_01346
OG0000627	Praz.g_01589	Prbn.g_01347
OG0000628	Praz.g_01588	Prbn.g_01348
OG0000629	Praz.g_01587	Prbn.g_01349
OG0000630	Praz.g_01584	Prbn.g_01352
OG0000631	Praz.g_01521	Prbn.g_01445
OG0000632	Praz.g_01520	Prbn.g_01444
OG0000633	Praz.g_01519	Prbn.g_01443
OG0000634	Praz.g_01516	Prbn.g_01550
OG0000635	Praz.g_01515	Prbn.g_01549
OG0000636	Praz.g_01513	Prbn.g_01547
OG0000637	Praz.g_01511	Prbn.g_01545
OG0000638	Praz.g_01510	Prbn.g_01544
OG0000639	Praz.g_01509	Prbn.g_01543
OG0000640	Praz.g_01508	Prbn.g_01542
OG0000641	Praz.g_01504	Prbn.g_01538
OG0000642	Praz.g_01503	Prbn.g_01537
OG0000643	Praz.g_01502	Prbn.g_01536
OG0000644	Praz.g_01501	Prbn.g_01535
OG0000645	Praz.g_01500	Prbn.g_01534
OG0000646	Praz.g_01498	Prbn.g_01532
OG0000647	Praz.g_01497	Prbn.g_01530
OG0000648	Praz.g_01495	Prbn.g_01528
OG0000649	Praz.g_01494	Prbn.g_01527
OG0000650	Praz.g_01493	Prbn.g_01526
OG0000651	Praz.g_01492	Prbn.g_01525
OG0000652	Praz.g_01491	Prbn.g_01524
OG0000653	Praz.g_01489	Prbn.g_01522
OG0000654	Praz.g_01488	Prbn.g_01521
OG0000655	Praz.g_01487	Prbn.g_01520
OG0000656	Praz.g_01484	Prbn.g_01517
OG0000657	Praz.g_01476	Prbn.g_01509
OG0000658	Praz.g_01475	Prbn.g_01507
OG0000659	Praz.g_01474	Prbn.g_01506
OG0000660	Praz.g_01470	Prbn.g_01502
OG0000661	Praz.g_01468	Prbn.g_01500
OG0000662	Praz.g_01466	Prbn.g_01498
OG0000663	Praz.g_01464	Prbn.g_01496
OG0000664	Praz.g_01463	Prbn.g_01495
OG0000665	Praz.g_01459	Prbn.g_01489
OG0000666	Praz.g_01458	Prbn.g_01488
OG0000667	Praz.g_01454	Prbn.g_01484
OG0000668	Praz.g_01424	Prbn.g_01930
OG0000669	Praz.g_01417	Prbn.g_01632
OG0000670	Praz.g_01415	Prbn.g_01629
OG0000671	Praz.g_01413	Prbn.g_01626
OG0000672	Praz.g_01410	Prbn.g_01623
OG0000673	Praz.g_01407	Prbn.g_01620
OG0000674	Praz.g_01405	Prbn.g_01618
OG0000675	Praz.g_01404	Prbn.g_01617
OG0000676	Praz.g_01402	Prbn.g_01615
OG0000677	Praz.g_01401	Prbn.g_01614
OG0000678	Praz.g_01399	Prbn.g_01612
OG0000679	Praz.g_01395	Prbn.g_01608
OG0000680	Praz.g_01394	Prbn.g_01607
OG0000681	Praz.g_01392	Prbn.g_01604
OG0000682	Praz.g_01391	Prbn.g_01603
OG0000683	Praz.g_01390	Prbn.g_01602
OG0000684	Praz.g_01388	Prbn.g_01600
OG0000685	Praz.g_01386	Prbn.g_01598
OG0000686	Praz.g_01385	Prbn.g_01597
OG0000687	Praz.g_01384	Prbn.g_01596
OG0000688	Praz.g_01381	Prbn.g_00848
OG0000689	Praz.g_01380	Prbn.g_00849
OG0000690	Praz.g_01379	Prbn.g_00850
OG0000691	Praz.g_01378	Prbn.g_00851
OG0000692	Praz.g_01376	Prbn.g_00853
OG0000693	Praz.g_01375	Prbn.g_00854
OG0000694	Praz.g_01374	Prbn.g_00855
OG0000695	Praz.g_01372	Prbn.g_01441
OG0000696	Praz.g_01371	Prbn.g_01440
OG0000697	Praz.g_01370	Prbn.g_01439
OG0000698	Praz.g_01367	Prbn.g_01436
OG0000699	Praz.g_01366	Prbn.g_01435
OG0000700	Praz.g_01365	Prbn.g_01434
OG0000701	Praz.g_01364	Prbn.g_01433
OG0000702	Praz.g_01362	Prbn.g_01431
OG0000703	Praz.g_01361	Prbn.g_01430
OG0000704	Praz.g_01360	Prbn.g_01428
OG0000705	Praz.g_01356	Prbn.g_01425
OG0000706	Praz.g_01355	Prbn.g_01424
OG0000707	Praz.g_01354	Prbn.g_01423
OG0000708	Praz.g_01353	Prbn.g_01421
OG0000709	Praz.g_01349	Prbn.g_01417
OG0000710	Praz.g_01346	Prbn.g_01414
OG0000711	Praz.g_01329	Prbn.g_01396
OG0000712	Praz.g_01327	Prbn.g_01395
OG0000713	Praz.g_01326	Prbn.g_01394
OG0000714	Praz.g_01325	Prbn.g_01393
OG0000715	Praz.g_01323	Prbn.g_01391
OG0000716	Praz.g_01321	Prbn.g_01389
OG0000717	Praz.g_01320	Prbn.g_01388
OG0000718	Praz.g_01308	Prbn.g_01384
OG0000719	Praz.g_01306	Prbn.g_01382
OG0000720	Praz.g_01297	Prbn.g_01370
OG0000721	Praz.g_01294	Prbn.g_01366
OG0000722	Praz.g_01293	Prbn.g_01365
OG0000723	Praz.g_01290	Prbn.g_01361
OG0000724	Praz.g_01281	Prbn.g_01466
OG0000725	Praz.g_00067	Prbn.g_01472
OG0000726	Praz.g_00068	Prbn.g_01473
OG0000727	Praz.g_00069	Prbn.g_01474
OG0000728	Praz.g_00071	Prbn.g_01476
OG0000729	Praz.g_00116	Prbn.g_01106
OG0000730	Praz.g_00060	Prbn.g_01147
OG0000731	Praz.g_00056	Prbn.g_00111
OG0000732	Praz.g_00046	Prbn.g_00954
OG0000733	Praz.g_00024	Prbn.g_01651
OG0000734	Praz.g_00007	Prbn.g_01173
OG0000735	Praz.g_00005	Prbn.g_01175
OG0000736	Praz.g_00004	Prbn.g_01176
OG0000737	Praz.g_00003	Prbn.g_01177
OG0000738	Praz.g_00762	Prbn.g_01181
OG0000739	Praz.g_00761	Prbn.g_01182
OG0000740	Praz.g_00760	Prbn.g_01183
OG0000741	Praz.g_00759	Prbn.g_01185
OG0000742	Praz.g_00756	Prbn.g_01188
OG0000743	Praz.g_00754	Prbn.g_01190
OG0000744	Praz.g_00753	Prbn.g_01191
OG0000745	Praz.g_00751	Prbn.g_01192
OG0000746	Praz.g_00749	Prbn.g_01194
OG0000747	Praz.g_00748	Prbn.g_01195
OG0000748	Praz.g_00745	Prbn.g_01199
OG0000749	Praz.g_00744	Prbn.g_01200
OG0000750	Praz.g_00743	Prbn.g_01201
OG0000751	Praz.g_00741	Prbn.g_01204
OG0000752	Praz.g_00739	Prbn.g_01206
OG0000753	Praz.g_00736	Prbn.g_01208
OG0000754	Praz.g_00733	Prbn.g_01211
OG0000755	Praz.g_00730	Prbn.g_00390
OG0000756	Praz.g_00729	Prbn.g_00391
OG0000757	Praz.g_00723	Prbn.g_00398
OG0000758	Praz.g_00722	Prbn.g_00399
OG0000759	Praz.g_00721	Prbn.g_00400
OG0000760	Praz.g_00720	Prbn.g_00401
OG0000761	Praz.g_00719	Prbn.g_00402
OG0000762	Praz.g_00718	Prbn.g_00403
OG0000763	Praz.g_00716	Prbn.g_00405
OG0000764	Praz.g_00715	Prbn.g_00406
OG0000765	Praz.g_00706	Prbn.g_00414
OG0000766	Praz.g_00705	Prbn.g_00415
OG0000767	Praz.g_00703	Prbn.g_00417
OG0000768	Praz.g_00702	Prbn.g_00418
OG0000769	Praz.g_00700	Prbn.g_00420
OG0000770	Praz.g_00698	Prbn.g_00483
OG0000771	Praz.g_01936	Prbn.g_00886
OG0000772	Praz.g_01205	Prbn.g_01671
OG0000773	Praz.g_01189	Prbn.g_01093
OG0000774	Praz.g_01187	Prbn.g_01091
OG0000775	Praz.g_01185	Prbn.g_01089
OG0000776	Praz.g_01184	Prbn.g_01088
OG0000777	Praz.g_01183	Prbn.g_01087
OG0000778	Praz.g_01182	Prbn.g_01086
OG0000779	Praz.g_01178	Prbn.g_01082
OG0000780	Praz.g_01177	Prbn.g_01081
OG0000781	Praz.g_01174	Prbn.g_01077
OG0000782	Praz.g_01173	Prbn.g_01076
OG0000783	Praz.g_01172	Prbn.g_01075
OG0000784	Praz.g_01171	Prbn.g_01074
OG0000785	Praz.g_01169	Prbn.g_01072
OG0000786	Praz.g_01167	Prbn.g_01069
OG0000787	Praz.g_01166	Prbn.g_01068
OG0000788	Praz.g_01152	Prbn.g_00615
OG0000789	Praz.g_01149	Prbn.g_00883
OG0000790	Praz.g_01134	Prbn.g_00155
OG0000791	Praz.g_01132	Prbn.g_00157
OG0000792	Praz.g_01131	Prbn.g_00158
OG0000793	Praz.g_01128	Prbn.g_00161
OG0000794	Praz.g_01127	Prbn.g_00162
OG0000795	Praz.g_01126	Prbn.g_00163
OG0000796	Praz.g_01122	Prbn.g_00167
OG0000797	Praz.g_01121	Prbn.g_00168
OG0000798	Praz.g_01109	Prbn.g_01055
OG0000799	Praz.g_01059	Prbn.g_00195
OG0000800	Praz.g_01058	Prbn.g_00196
OG0000801	Praz.g_01057	Prbn.g_00197
OG0000802	Praz.g_01055	Prbn.g_00199
OG0000803	Praz.g_01053	Prbn.g_00201
OG0000804	Praz.g_01052	Prbn.g_00202
OG0000805	Praz.g_01050	Prbn.g_00204
OG0000806	Praz.g_01048	Prbn.g_00206
OG0000807	Praz.g_01047	Prbn.g_00207
OG0000808	Praz.g_01046	Prbn.g_00208
OG0000809	Praz.g_01043	Prbn.g_00210
OG0000810	Praz.g_01042	Prbn.g_00211
OG0000811	Praz.g_01038	Prbn.g_00215
OG0000812	Praz.g_01036	Prbn.g_00217
OG0000813	Praz.g_01035	Prbn.g_00218
OG0000814	Praz.g_01033	Prbn.g_00220
OG0000815	Praz.g_01032	Prbn.g_00221
OG0000816	Praz.g_01030	Prbn.g_00223
OG0000817	Praz.g_01029	Prbn.g_00224
OG0000818	Praz.g_01024	Prbn.g_00229
OG0000819	Praz.g_01023	Prbn.g_00230
OG0000820	Praz.g_01022	Prbn.g_00231
OG0000821	Praz.g_01018	Prbn.g_00235
OG0000822	Praz.g_01017	Prbn.g_00236
OG0000823	Praz.g_01016	Prbn.g_00237
OG0000824	Praz.g_01013	Prbn.g_00240
OG0000825	Praz.g_01012	Prbn.g_00241
OG0000826	Praz.g_01011	Prbn.g_00242
OG0000827	Praz.g_01010	Prbn.g_00243
OG0000828	Praz.g_01007	Prbn.g_00246
OG0000829	Praz.g_01006	Prbn.g_00247
OG0000830	Praz.g_01005	Prbn.g_00248
OG0000831	Praz.g_01003	Prbn.g_00250
OG0000832	Praz.g_00997	Prbn.g_00260
OG0000833	Praz.g_00989	Prbn.g_00269
OG0000834	Praz.g_00988	Prbn.g_00270
OG0000835	Praz.g_00987	Prbn.g_00271
OG0000836	Praz.g_00986	Prbn.g_00272
OG0000837	Praz.g_00985	Prbn.g_00273
OG0000838	Praz.g_00983	Prbn.g_00275
OG0000839	Praz.g_00982	Prbn.g_00276
OG0000840	Praz.g_00981	Prbn.g_00277
OG0000841	Praz.g_00980	Prbn.g_00278
OG0000842	Praz.g_00979	Prbn.g_00279
OG0000843	Praz.g_00978	Prbn.g_00280
OG0000844	Praz.g_00977	Prbn.g_00281
OG0000845	Praz.g_00976	Prbn.g_00282
OG0000846	Praz.g_00975	Prbn.g_00283
OG0000847	Praz.g_00974	Prbn.g_00284
OG0000848	Praz.g_00973	Prbn.g_00285
OG0000849	Praz.g_00972	Prbn.g_00286
OG0000850	Praz.g_00970	Prbn.g_00288
OG0000851	Praz.g_00969	Prbn.g_00289
OG0000852	Praz.g_00968	Prbn.g_00904
OG0000853	Praz.g_00964	Prbn.g_00898
OG0000854	Praz.g_00962	Prbn.g_00896
OG0000855	Praz.g_00961	Prbn.g_00895
OG0000856	Praz.g_00946	Prbn.g_00486
OG0000857	Praz.g_00918	Prbn.g_01531
OG0000858	Praz.g_00883	Prbn.g_01738
OG0000859	Praz.g_00882	Prbn.g_01739
OG0000860	Praz.g_00875	Prbn.g_01747
OG0000861	Praz.g_00874	Prbn.g_01748
OG0000862	Praz.g_00873	Prbn.g_01749
OG0000863	Praz.g_00871	Prbn.g_01751
OG0000864	Praz.g_00870	Prbn.g_01752
OG0000865	Praz.g_00869	Prbn.g_01753
OG0000866	Praz.g_00868	Prbn.g_01754
OG0000867	Praz.g_00867	Prbn.g_01755
OG0000868	Praz.g_00866	Prbn.g_01757
OG0000869	Praz.g_00862	Prbn.g_01760
OG0000870	Praz.g_00857	Prbn.g_01765
OG0000871	Praz.g_00856	Prbn.g_01766
OG0000872	Praz.g_00855	Prbn.g_01767
OG0000873	Praz.g_00852	Prbn.g_01771
OG0000874	Praz.g_00849	Prbn.g_01774
OG0000875	Praz.g_00848	Prbn.g_01775
OG0000876	Praz.g_00847	Prbn.g_01776
OG0000877	Praz.g_00845	Prbn.g_01778
OG0000878	Praz.g_00844	Prbn.g_01779
OG0000879	Praz.g_00843	Prbn.g_01780
OG0000880	Praz.g_00842	Prbn.g_01781
OG0000881	Praz.g_00838	Prbn.g_01785
OG0000882	Praz.g_00833	Prbn.g_01790
OG0000883	Praz.g_00831	Prbn.g_01792
OG0000884	Praz.g_00830	Prbn.g_01794
OG0000885	Praz.g_00829	Prbn.g_01795
OG0000886	Praz.g_00828	Prbn.g_01796
OG0000887	Praz.g_00827	Prbn.g_01797
OG0000888	Praz.g_00825	Prbn.g_01799
OG0000889	Praz.g_00823	Prbn.g_01801
OG0000890	Praz.g_00822	Prbn.g_01802
OG0000891	Praz.g_00821	Prbn.g_01803
OG0000892	Praz.g_00340	Prbn.g_01805
OG0000893	Praz.g_00335	Prbn.g_01809
OG0000894	Praz.g_00333	Prbn.g_01812
OG0000895	Praz.g_00330	Prbn.g_01816
OG0000896	Praz.g_00329	Prbn.g_01817
OG0000897	Praz.g_00327	Prbn.g_01819
OG0000898	Praz.g_00326	Prbn.g_01820
OG0000899	Praz.g_00325	Prbn.g_01821
OG0000900	Praz.g_00324	Prbn.g_01822
OG0000901	Praz.g_00321	Prbn.g_01825
OG0000902	Praz.g_00319	Prbn.g_01827
OG0000903	Praz.g_00316	Prbn.g_01831
OG0000904	Praz.g_00314	Prbn.g_01835
OG0000905	Praz.g_00309	Prbn.g_01829
OG0000906	Praz.g_00308	Prbn.g_01828
OG0000907	Praz.g_00305	Prbn.g_01838
OG0000908	Praz.g_00302	Prbn.g_01841
OG0000909	Praz.g_00301	Prbn.g_01842
OG0000910	Praz.g_00300	Prbn.g_01843
OG0000911	Praz.g_00298	Prbn.g_01845
OG0000912	Praz.g_00297	Prbn.g_01846
OG0000913	Praz.g_00296	Prbn.g_01847
OG0000914	Praz.g_00295	Prbn.g_01848
OG0000915	Praz.g_00294	Prbn.g_01849
OG0000916	Praz.g_00293	Prbn.g_01850
OG0000917	Praz.g_00292	Prbn.g_01851
OG0000918	Praz.g_00291	Prbn.g_01852
OG0000919	Praz.g_00290	Prbn.g_01853
OG0000920	Praz.g_00289	Prbn.g_01854
OG0000921	Praz.g_00288	Prbn.g_01855
OG0000922	Praz.g_00287	Prbn.g_01856
OG0000923	Praz.g_00283	Prbn.g_01860
OG0000924	Praz.g_00282	Prbn.g_01861
OG0000925	Praz.g_00281	Prbn.g_01862
OG0000926	Praz.g_00280	Prbn.g_01863
OG0000927	Praz.g_00278	Prbn.g_01865
OG0000928	Praz.g_00277	Prbn.g_01866
OG0000929	Praz.g_00276	Prbn.g_01867
OG0000930	Praz.g_00275	Prbn.g_01868
OG0000931	Praz.g_00274	Prbn.g_01869
OG0000932	Praz.g_00273	Prbn.g_01870
OG0000933	Praz.g_00269	Prbn.g_01874
OG0000934	Praz.g_00267	Prbn.g_01876
OG0000935	Praz.g_00266	Prbn.g_01877
OG0000936	Praz.g_00265	Prbn.g_01878
OG0000937	Praz.g_00264	Prbn.g_01879
OG0000938	Praz.g_00262	Prbn.g_01882
OG0000939	Praz.g_00261	Prbn.g_01883
OG0000940	Praz.g_00254	Prbn.g_01890
OG0000941	Praz.g_00252	Prbn.g_01892
OG0000942	Praz.g_00250	Prbn.g_01894
OG0000943	Praz.g_00249	Prbn.g_01895
OG0000944	Praz.g_00248	Prbn.g_01897
OG0000945	Praz.g_00247	Prbn.g_01898
OG0000946	Praz.g_00242	Prbn.g_01903
OG0000947	Praz.g_00240	Prbn.g_01905
OG0000948	Praz.g_00239	Prbn.g_01906
OG0000949	Praz.g_00236	Prbn.g_01909
OG0000950	Praz.g_00231	Prbn.g_01916
OG0000951	Praz.g_00227	Prbn.g_01920
OG0000952	Praz.g_00223	Prbn.g_01015
OG0000953	Praz.g_00220	Prbn.g_01011
OG0000954	Praz.g_00216	Prbn.g_01007
OG0000955	Praz.g_00215	Prbn.g_01006
OG0000956	Praz.g_00213	Prbn.g_01004
OG0000957	Praz.g_00207	Prbn.g_00998
OG0000958	Praz.g_00206	Prbn.g_00997
OG0000959	Praz.g_00202	Prbn.g_00993
OG0000960	Praz.g_00201	Prbn.g_00992
OG0000961	Praz.g_00199	Prbn.g_00989
OG0000962	Praz.g_00197	Prbn.g_00987
OG0000963	Praz.g_00193	Prbn.g_00983
OG0000964	Praz.g_00192	Prbn.g_00982
OG0000965	Praz.g_00191	Prbn.g_00981
OG0000966	Praz.g_00184	Prbn.g_00975
OG0000967	Praz.g_00179	Prbn.g_00971
OG0000968	Praz.g_00177	Prbn.g_00969
OG0000969	Praz.g_00176	Prbn.g_00968
OG0000970	Praz.g_00175	Prbn.g_00967
OG0000971	Praz.g_00174	Prbn.g_00966
OG0000972	Praz.g_00173	Prbn.g_00965
OG0000973	Praz.g_00172	Prbn.g_00964
OG0000974	Praz.g_00171	Prbn.g_00963
OG0000975	Praz.g_00170	Prbn.g_00962
OG0000976	Praz.g_00169	Prbn.g_00961
OG0000977	Praz.g_00168	Prbn.g_00960
OG0000978	Praz.g_00167	Prbn.g_00959
OG0000979	Praz.g_00164	Prbn.g_00957
OG0000980	Praz.g_00162	Prbn.g_00955
OG0000981	Praz.g_00160	Prbn.g_00952
OG0000982	Praz.g_00158	Prbn.g_00950
OG0000983	Praz.g_00157	Prbn.g_00949
OG0000984	Praz.g_00156	Prbn.g_00948
OG0000985	Praz.g_00153	Prbn.g_00945
OG0000986	Praz.g_00151	Prbn.g_00943
OG0000987	Praz.g_00150	Prbn.g_00942
OG0000988	Praz.g_00147	Prbn.g_00939
OG0000989	Praz.g_00143	Prbn.g_00935
OG0000990	Praz.g_00140	Prbn.g_00931
OG0000991	Praz.g_00139	Prbn.g_00930
OG0000992	Praz.g_00137	Prbn.g_00927
OG0000993	Praz.g_00136	Prbn.g_00926
OG0000994	Praz.g_00135	Prbn.g_00925
OG0000995	Praz.g_00131	Prbn.g_00921
OG0000996	Praz.g_00130	Prbn.g_00920
OG0000997	Praz.g_00129	Prbn.g_00917
OG0000998	Praz.g_00127	Prbn.g_00915
OG0000999	Praz.g_00126	Prbn.g_00914
OG0001000	Praz.g_00123	Prbn.g_00911
OG0001001	Praz.g_00121	Prbn.g_00908
OG0001002	Praz.g_00117	Prbn.g_00291
OG0001003	Praz.g_00357	Prbn.g_00292
OG0001004	Praz.g_00358	Prbn.g_00293
OG0001005	Praz.g_00359	Prbn.g_00294
OG0001006	Praz.g_00363	Prbn.g_00298
OG0001007	Praz.g_00365	Prbn.g_00300
OG0001008	Praz.g_01891	Prbn.g_00676
OG0001009	Praz.g_00392	Prbn.g_00755
OG0001010	Praz.g_00393	Prbn.g_00754
OG0001011	Praz.g_00394	Prbn.g_00752
OG0001012	Praz.g_00409	Prbn.g_00738
OG0001013	Praz.g_00414	Prbn.g_00731
OG0001014	Praz.g_00417	Prbn.g_00728
OG0001015	Praz.g_00418	Prbn.g_00726
OG0001016	Praz.g_00433	Prbn.g_00704
OG0001017	Praz.g_00437	Prbn.g_01343
OG0001018	Praz.g_00440	Prbn.g_01341
OG0001019	Praz.g_00449	Prbn.g_01332
OG0001020	Praz.g_00450	Prbn.g_01331
OG0001021	Praz.g_00451	Prbn.g_01330
OG0001022	Praz.g_00454	Prbn.g_01327
OG0001023	Praz.g_00455	Prbn.g_01326
OG0001024	Praz.g_00458	Prbn.g_01322
OG0001025	Praz.g_00464	Prbn.g_01315
OG0001026	Praz.g_00471	Prbn.g_01306
OG0001027	Praz.g_00472	Prbn.g_01305
OG0001028	Praz.g_00474	Prbn.g_01303
OG0001029	Praz.g_00475	Prbn.g_01302
OG0001030	Praz.g_00490	Prbn.g_01286
OG0001031	Praz.g_00546	Prbn.g_00367
OG0001032	Praz.g_00547	Prbn.g_00366
OG0001033	Praz.g_00568	Prbn.g_00345
OG0001034	Praz.g_00596	Prbn.g_00314
OG0001035	Praz.g_00614	Prbn.g_00021
OG0001036	Praz.g_00618	Prbn.g_00025
OG0001037	Praz.g_00619	Prbn.g_00026
OG0001038	Praz.g_00636	Prbn.g_00045
OG0001039	Praz.g_00639	Prbn.g_00048
OG0001040	Praz.g_00641	Prbn.g_00050
OG0001041	Praz.g_00645	Prbn.g_00055
OG0001042	Praz.g_00661	Prbn.g_00072
OG0001043	Praz.g_00662	Prbn.g_00073
OG0001044	Praz.g_00690	Prbn.g_00104
OG0001045	Praz.g_00344	Prbn.g_00113
OG0001046	Praz.g_00795	Prbn.g_01697
OG0001047	Praz.g_01889	Prbn.g_00674
OG0001048	Praz.g_01888	Prbn.g_00673
OG0001049	Praz.g_01886	Prbn.g_00671
OG0001050	Praz.g_01885	Prbn.g_00670
OG0001051	Praz.g_01884	Prbn.g_00669
OG0001052	Praz.g_01857	Prbn.g_00643
OG0001053	Praz.g_01845	Prbn.g_00631
OG0001054	Praz.g_01830	Prbn.g_00616
OG0001055	Praz.g_01811	Prbn.g_00597
OG0001056	Praz.g_01792	Prbn.g_00580
OG0001057	Praz.g_01787	Prbn.g_00575
OG0001058	Praz.g_01779	Prbn.g_00567
OG0001059	Praz.g_01775	Prbn.g_00563
OG0001060	Praz.g_01768	Prbn.g_00557
OG0001061	Praz.g_01755	Prbn.g_00542
OG0001062	Praz.g_01753	Prbn.g_00540
OG0001063	Praz.g_01751	Prbn.g_00538
OG0001064	Praz.g_01750	Prbn.g_00537
OG0001065	Praz.g_01749	Prbn.g_00536
OG0001066	Praz.g_01748	Prbn.g_00535
OG0001067	Praz.g_01747	Prbn.g_00534
OG0001068	Praz.g_01746	Prbn.g_00533
OG0001069	Praz.g_01745	Prbn.g_00532
OG0001070	Praz.g_01742	Prbn.g_00528
OG0001071	Praz.g_01741	Prbn.g_00527
OG0001072	Praz.g_01740	Prbn.g_00525
OG0001073	Praz.g_01726	Prbn.g_00511
OG0001074	Praz.g_01715	Prbn.g_00499
OG0001075	Praz.g_01714	Prbn.g_00498
OG0001076	Praz.g_01706	Prbn.g_00491
OG0001077	Praz.g_01702	Prbn.g_00485
OG0001078	Praz.g_01694	Prbn.g_00427
OG0001079	Praz.g_01683	Prbn.g_00439
OG0001080	Praz.g_01677	Prbn.g_00445
OG0001081	Praz.g_01675	Prbn.g_00447
OG0001082	Praz.g_01674	Prbn.g_00448
OG0001083	Praz.g_01669	Prbn.g_00836
OG0001084	Praz.g_01668	Prbn.g_00837
OG0001085	Praz.g_01660	Prbn.g_01594
OG0001086	Praz.g_01659	Prbn.g_01593
OG0001087	Praz.g_01642	Prbn.g_01575
OG0001088	Praz.g_01641	Prbn.g_01574
OG0001089	Praz.g_01633	Prbn.g_01563
OG0001090	Praz.g_01606	Prbn.g_01553
OG0001091	Praz.g_01604	Prbn.g_00857
OG0001092	Praz.g_01603	Prbn.g_00858
OG0001093	Praz.g_01598	Prbn.g_00863
OG0001094	Praz.g_01518	Prbn.g_00856
OG0001095	Praz.g_01499	Prbn.g_01533
OG0001096	Praz.g_01486	Prbn.g_01519
OG0001097	Praz.g_01467	Prbn.g_01499
OG0001098	Praz.g_01452	Prbn.g_01480
OG0001099	Praz.g_01420	Prbn.g_01925
OG0001100	Praz.g_01416	Prbn.g_01630
OG0001101	Praz.g_01414	Prbn.g_01627
OG0001102	Praz.g_01411	Prbn.g_01624
OG0001103	Praz.g_01409	Prbn.g_01622
OG0001104	Praz.g_01387	Prbn.g_01599
OG0001105	Praz.g_01383	Prbn.g_01595
OG0001106	Praz.g_01359	Prbn.g_01427
OG0001107	Praz.g_01352	Prbn.g_01420
OG0001108	Praz.g_01348	Prbn.g_01416
OG0001109	Praz.g_01347	Prbn.g_01415
OG0001110	Praz.g_01345	Prbn.g_01413
OG0001111	Praz.g_01344	Prbn.g_01412
OG0001112	Praz.g_01343	Prbn.g_01411
OG0001113	Praz.g_01342	Prbn.g_01410
OG0001114	Praz.g_01341	Prbn.g_01409
OG0001115	Praz.g_01339	Prbn.g_01407
OG0001116	Praz.g_01338	Prbn.g_01406
OG0001117	Praz.g_01337	Prbn.g_01405
OG0001118	Praz.g_01336	Prbn.g_01404
