Orthogroup	Praz	Syap
OG0000586	Praz.g_01717	Syap.g_01525
OG0000587	Praz.g_01716	Syap.g_01523
OG0000588	Praz.g_01712	Syap.g_00776
OG0000589	Praz.g_01709	Syap.g_00941
OG0000590	Praz.g_01708	Syap.g_00940
OG0000591	Praz.g_01705	Syap.g_01289
OG0000592	Praz.g_01704	Syap.g_01288
OG0000593	Praz.g_01698	Syap.g_00890
OG0000594	Praz.g_01697	Syap.g_00891
OG0000595	Praz.g_01696	Syap.g_00892
OG0000596	Praz.g_01692	Syap.g_00898
OG0000597	Praz.g_01690	Syap.g_00903
OG0000598	Praz.g_01689	Syap.g_00904
OG0000599	Praz.g_01686	Syap.g_00908
OG0000600	Praz.g_01685	Syap.g_00909
OG0000601	Praz.g_01684	Syap.g_00910
OG0000602	Praz.g_01682	Syap.g_00640
OG0000603	Praz.g_01681	Syap.g_00641
OG0000604	Praz.g_01680	Syap.g_02769
OG0000605	Praz.g_01679	Syap.g_02501, Syap.g_02771
OG0000606	Praz.g_01676	Syap.g_02506
OG0000607	Praz.g_01673	Syap.g_00093
OG0000608	Praz.g_01672	Syap.g_00094
OG0000609	Praz.g_01671	Syap.g_00096
OG0000610	Praz.g_01666	Syap.g_01963
OG0000611	Praz.g_01663	Syap.g_01958
OG0000612	Praz.g_01662	Syap.g_01957
OG0000613	Praz.g_01657	Syap.g_02480
OG0000615	Praz.g_01630	Syap.g_00154
OG0000616	Praz.g_01626	Syap.g_00127
OG0000617	Praz.g_01601	Syap.g_00513
OG0000618	Praz.g_01600	Syap.g_00514
OG0000619	Praz.g_01599	Syap.g_00515
OG0000620	Praz.g_01596	Syap.g_00520
OG0000621	Praz.g_01595	Syap.g_00521
OG0000622	Praz.g_01594	Syap.g_00523
OG0000623	Praz.g_01593	Syap.g_00526
OG0000624	Praz.g_01592	Syap.g_00527
OG0000625	Praz.g_01591	Syap.g_00528
OG0000626	Praz.g_01590	Syap.g_00529
OG0000627	Praz.g_01589	Syap.g_00848
OG0000628	Praz.g_01588	Syap.g_00850
OG0000629	Praz.g_01587	Syap.g_02334
OG0000630	Praz.g_01584	Syap.g_02793
OG0000631	Praz.g_01521	Syap.g_01724
OG0000632	Praz.g_01520	Syap.g_01725
OG0000633	Praz.g_01519	Syap.g_01726
OG0000634	Praz.g_01516	Syap.g_00190
OG0000635	Praz.g_01515	Syap.g_00191
OG0000636	Praz.g_01513	Syap.g_00193
OG0000637	Praz.g_01511	Syap.g_00195
OG0000638	Praz.g_01510	Syap.g_00196
OG0000639	Praz.g_01509	Syap.g_00197
OG0000640	Praz.g_01508	Syap.g_00198
OG0000641	Praz.g_01504	Syap.g_00203
OG0000642	Praz.g_01503	Syap.g_02732
OG0000643	Praz.g_01502	Syap.g_02731
OG0000644	Praz.g_01501	Syap.g_02730
OG0000645	Praz.g_01500	Syap.g_02726
OG0000646	Praz.g_01498	Syap.g_02723
OG0000647	Praz.g_01497	Syap.g_02721
OG0000648	Praz.g_01495	Syap.g_02719
OG0000649	Praz.g_01494	Syap.g_02718
OG0000650	Praz.g_01493	Syap.g_02717
OG0000651	Praz.g_01492	Syap.g_02716
OG0000652	Praz.g_01491	Syap.g_02715
OG0000653	Praz.g_01489	Syap.g_02713
OG0000654	Praz.g_01488	Syap.g_02711
OG0000655	Praz.g_01487	Syap.g_02710
OG0000656	Praz.g_01484	Syap.g_02706
OG0000657	Praz.g_01476	Syap.g_01845
OG0000658	Praz.g_01475	Syap.g_01841
OG0000659	Praz.g_01474	Syap.g_01840
OG0000660	Praz.g_01470	Syap.g_01835
OG0000662	Praz.g_01466	Syap.g_00823
OG0000663	Praz.g_01464	Syap.g_00826
OG0000664	Praz.g_01463	Syap.g_00828
OG0000665	Praz.g_01459	Syap.g_02331
OG0000666	Praz.g_01458	Syap.g_01573
OG0000667	Praz.g_01454	Syap.g_01979
OG0000668	Praz.g_01424	Syap.g_02765
OG0000669	Praz.g_01417	Syap.g_02371
OG0000670	Praz.g_01415	Syap.g_02368
OG0000671	Praz.g_01413	Syap.g_01260
OG0000672	Praz.g_01410	Syap.g_01257
OG0000673	Praz.g_01407	Syap.g_01253
OG0000674	Praz.g_01405	Syap.g_01251
OG0000675	Praz.g_01404	Syap.g_01250
OG0000676	Praz.g_01402	Syap.g_01248
OG0000677	Praz.g_01401	Syap.g_01246
OG0000678	Praz.g_01399	Syap.g_01239
OG0000679	Praz.g_01395	Syap.g_00157
OG0000680	Praz.g_01394	Syap.g_00158
OG0000681	Praz.g_01392	Syap.g_00163
OG0000682	Praz.g_01391	Syap.g_00165
OG0000683	Praz.g_01390	Syap.g_00166
OG0000684	Praz.g_01388	Syap.g_00169
OG0000685	Praz.g_01386	Syap.g_00172
OG0000686	Praz.g_01385	Syap.g_00173
OG0000687	Praz.g_01384	Syap.g_00174
OG0000688	Praz.g_01381	Syap.g_00178
OG0000689	Praz.g_01380	Syap.g_00180
OG0000690	Praz.g_01379	Syap.g_00181
OG0000691	Praz.g_01378	Syap.g_00182
OG0000692	Praz.g_01376	Syap.g_00184
OG0000693	Praz.g_01375	Syap.g_00185
OG0000694	Praz.g_01374	Syap.g_00186
OG0000695	Praz.g_01372	Syap.g_01729
OG0000696	Praz.g_01371	Syap.g_01730
OG0000697	Praz.g_01370	Syap.g_01734
OG0000698	Praz.g_01367	Syap.g_01737
OG0000699	Praz.g_01366	Syap.g_01738
OG0000700	Praz.g_01365	Syap.g_01739
OG0000701	Praz.g_01364	Syap.g_01740
OG0000702	Praz.g_01362	Syap.g_01747
OG0000703	Praz.g_01361	Syap.g_01750
OG0000704	Praz.g_01360	Syap.g_01753
OG0000705	Praz.g_01356	Syap.g_02022
OG0000706	Praz.g_01355	Syap.g_02020
OG0000707	Praz.g_01354	Syap.g_02019
OG0000708	Praz.g_01353	Syap.g_02016
OG0000709	Praz.g_01349	Syap.g_00121
OG0000711	Praz.g_01329	Syap.g_02686
OG0000712	Praz.g_01327	Syap.g_02688
OG0000713	Praz.g_01326	Syap.g_02689
OG0000714	Praz.g_01325	Syap.g_02691
OG0000715	Praz.g_01323	Syap.g_02693
OG0000716	Praz.g_01321	Syap.g_02696
OG0000717	Praz.g_01320	Syap.g_02697
OG0000718	Praz.g_01308	Syap.g_02701
OG0000719	Praz.g_01306	Syap.g_02767
OG0000720	Praz.g_01297	Syap.g_02780
OG0000721	Praz.g_01294	Syap.g_02782
OG0000722	Praz.g_01293	Syap.g_02783
OG0000723	Praz.g_01290	Syap.g_00532
OG0000725	Praz.g_00067	Syap.g_01559
OG0000726	Praz.g_00068	Syap.g_01560
OG0000727	Praz.g_00069	Syap.g_01561
OG0000728	Praz.g_00071	Syap.g_01564
OG0000729	Praz.g_00116	Syap.g_01122
OG0000730	Praz.g_00060	Syap.g_00572
OG0000731	Praz.g_00056	Syap.g_00560
OG0000732	Praz.g_00046	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Praz.g_00024	Syap.g_01971
OG0000734	Praz.g_00007	Syap.g_02628
OG0000735	Praz.g_00005	Syap.g_00244
OG0000736	Praz.g_00004	Syap.g_00243
OG0000737	Praz.g_00003	Syap.g_00242
OG0000738	Praz.g_00762	Syap.g_00236
OG0000739	Praz.g_00761	Syap.g_00235
OG0000740	Praz.g_00760	Syap.g_00234
OG0000741	Praz.g_00759	Syap.g_00231
OG0000742	Praz.g_00756	Syap.g_00229
OG0000743	Praz.g_00754	Syap.g_00226
OG0000744	Praz.g_00753	Syap.g_00225
OG0000745	Praz.g_00751	Syap.g_00222
OG0000746	Praz.g_00749	Syap.g_00220
OG0000747	Praz.g_00748	Syap.g_00219
OG0000748	Praz.g_00745	Syap.g_00212
OG0000749	Praz.g_00744	Syap.g_00211
OG0000750	Praz.g_00743	Syap.g_00210
OG0000751	Praz.g_00741	Syap.g_00205
OG0000752	Praz.g_00739	Syap.g_01793
OG0000753	Praz.g_00736	Syap.g_02775
OG0000754	Praz.g_00733	Syap.g_01883
OG0000755	Praz.g_00730	Syap.g_01893
OG0000757	Praz.g_00723	Syap.g_00427
OG0000758	Praz.g_00722	Syap.g_00428
OG0000759	Praz.g_00721	Syap.g_00429
OG0000760	Praz.g_00720	Syap.g_00430
OG0000761	Praz.g_00719	Syap.g_00431
OG0000762	Praz.g_00718	Syap.g_00434
OG0000763	Praz.g_00716	Syap.g_02624
OG0000764	Praz.g_00715	Syap.g_02623
OG0000765	Praz.g_00706	Syap.g_02440
OG0000766	Praz.g_00705	Syap.g_02439
OG0000767	Praz.g_00703	Syap.g_02437
OG0000768	Praz.g_00702	Syap.g_02436
OG0000769	Praz.g_00700	Syap.g_02434
OG0000770	Praz.g_00698	Syap.g_02431
OG0000772	Praz.g_01205	Syap.g_02295
OG0000773	Praz.g_01189	Syap.g_00885
OG0000774	Praz.g_01187	Syap.g_01473
OG0000775	Praz.g_01185	Syap.g_01475
OG0000776	Praz.g_01184	Syap.g_01476
OG0000777	Praz.g_01183	Syap.g_01478
OG0000778	Praz.g_01182	Syap.g_01479
OG0000779	Praz.g_01178	Syap.g_01494
OG0000780	Praz.g_01177	Syap.g_01496
OG0000781	Praz.g_01174	Syap.g_02609
OG0000782	Praz.g_01173	Syap.g_02611
OG0000783	Praz.g_01172	Syap.g_02612
OG0000784	Praz.g_01171	Syap.g_02613
OG0000785	Praz.g_01169	Syap.g_02281
OG0000786	Praz.g_01167	Syap.g_02287
OG0000787	Praz.g_01166	Syap.g_02288
OG0000788	Praz.g_01152	Syap.g_01932
OG0000789	Praz.g_01149	Syap.g_00372
OG0000791	Praz.g_01132	Syap.g_02520
OG0000792	Praz.g_01131	Syap.g_02519
OG0000793	Praz.g_01128	Syap.g_02141
OG0000794	Praz.g_01127	Syap.g_02200
OG0000795	Praz.g_01126	Syap.g_02199
OG0000796	Praz.g_01122	Syap.g_02448
OG0000797	Praz.g_01121	Syap.g_02449
OG0000798	Praz.g_01109	Syap.g_01269
OG0000799	Praz.g_01059	Syap.g_02488
OG0000800	Praz.g_01058	Syap.g_02487
OG0000801	Praz.g_01057	Syap.g_02486
OG0000802	Praz.g_01055	Syap.g_02659
OG0000803	Praz.g_01053	Syap.g_02109
OG0000804	Praz.g_01052	Syap.g_02113
OG0000805	Praz.g_01050	Syap.g_02115
OG0000806	Praz.g_01048	Syap.g_02117
OG0000807	Praz.g_01047	Syap.g_02118
OG0000808	Praz.g_01046	Syap.g_02119
OG0000809	Praz.g_01043	Syap.g_02122
OG0000810	Praz.g_01042	Syap.g_02124
OG0000811	Praz.g_01038	Syap.g_02472
OG0000812	Praz.g_01036	Syap.g_02474
OG0000813	Praz.g_01035	Syap.g_02475
OG0000814	Praz.g_01033	Syap.g_02753
OG0000815	Praz.g_01032	Syap.g_02752
OG0000816	Praz.g_01030	Syap.g_02289
OG0000817	Praz.g_01029	Syap.g_02527
OG0000818	Praz.g_01024	Syap.g_02001
OG0000819	Praz.g_01023	Syap.g_02002
OG0000820	Praz.g_01022	Syap.g_02003
OG0000821	Praz.g_01018	Syap.g_02009
OG0000822	Praz.g_01017	Syap.g_02011
OG0000824	Praz.g_01013	Syap.g_00008
OG0000825	Praz.g_01012	Syap.g_00009
OG0000826	Praz.g_01011	Syap.g_00010
OG0000827	Praz.g_01010	Syap.g_00011
OG0000828	Praz.g_01007	Syap.g_00014
OG0000829	Praz.g_01006	Syap.g_00015
OG0000830	Praz.g_01005	Syap.g_00016
OG0000831	Praz.g_01003	Syap.g_00019
OG0000832	Praz.g_00997	Syap.g_00752
OG0000833	Praz.g_00989	Syap.g_00021
OG0000834	Praz.g_00988	Syap.g_00023
OG0000835	Praz.g_00987	Syap.g_00024
OG0000836	Praz.g_00986	Syap.g_00026
OG0000837	Praz.g_00985	Syap.g_00027
OG0000838	Praz.g_00983	Syap.g_00031
OG0000839	Praz.g_00982	Syap.g_00032
OG0000840	Praz.g_00981	Syap.g_00033
OG0000841	Praz.g_00980	Syap.g_00034
OG0000842	Praz.g_00979	Syap.g_00035
OG0000843	Praz.g_00978	Syap.g_00036
OG0000844	Praz.g_00977	Syap.g_00039
OG0000845	Praz.g_00976	Syap.g_00040
OG0000846	Praz.g_00975	Syap.g_00042
OG0000847	Praz.g_00974	Syap.g_00043
OG0000848	Praz.g_00973	Syap.g_00045
OG0000849	Praz.g_00972	Syap.g_00046
OG0000850	Praz.g_00970	Syap.g_00310
OG0000851	Praz.g_00969	Syap.g_01214
OG0000852	Praz.g_00968	Syap.g_01215
OG0000853	Praz.g_00964	Syap.g_01219
OG0000854	Praz.g_00962	Syap.g_01222
OG0000855	Praz.g_00961	Syap.g_01223
OG0000856	Praz.g_00946	Syap.g_01286
OG0000857	Praz.g_00918	Syap.g_02722
OG0000858	Praz.g_00883	Syap.g_00612
OG0000859	Praz.g_00882	Syap.g_00613
OG0000860	Praz.g_00875	Syap.g_00623
OG0000861	Praz.g_00874	Syap.g_02789
OG0000862	Praz.g_00873	Syap.g_01789
OG0000863	Praz.g_00871	Syap.g_01784
OG0000864	Praz.g_00870	Syap.g_01783
OG0000865	Praz.g_00869	Syap.g_01781, Syap.g_01782
OG0000866	Praz.g_00868	Syap.g_01780
OG0000867	Praz.g_00867	Syap.g_01779
OG0000868	Praz.g_00866	Syap.g_01775
OG0000869	Praz.g_00862	Syap.g_01770
OG0000870	Praz.g_00857	Syap.g_01401
OG0000871	Praz.g_00856	Syap.g_01400
OG0000872	Praz.g_00855	Syap.g_01394
OG0000873	Praz.g_00852	Syap.g_01390
OG0000874	Praz.g_00849	Syap.g_01388
OG0000875	Praz.g_00848	Syap.g_01386
OG0000876	Praz.g_00847	Syap.g_00822
OG0000877	Praz.g_00845	Syap.g_01380
OG0000878	Praz.g_00844	Syap.g_01378
OG0000879	Praz.g_00843	Syap.g_01377
OG0000880	Praz.g_00842	Syap.g_01376
OG0000882	Praz.g_00833	Syap.g_01516
OG0000883	Praz.g_00831	Syap.g_01511
OG0000884	Praz.g_00830	Syap.g_01509
OG0000885	Praz.g_00829	Syap.g_01508
OG0000886	Praz.g_00828	Syap.g_01507
OG0000887	Praz.g_00827	Syap.g_01506
OG0000888	Praz.g_00825	Syap.g_01504
OG0000889	Praz.g_00823	Syap.g_01502
OG0000890	Praz.g_00822	Syap.g_01499
OG0000891	Praz.g_00821	Syap.g_01498
OG0000892	Praz.g_00340	Syap.g_02671
OG0000893	Praz.g_00335	Syap.g_02497
OG0000894	Praz.g_00333	Syap.g_02679
OG0000895	Praz.g_00330	Syap.g_00546
OG0000896	Praz.g_00329	Syap.g_00545
OG0000897	Praz.g_00327	Syap.g_00543
OG0000898	Praz.g_00326	Syap.g_00542
OG0000899	Praz.g_00325	Syap.g_00541
OG0000900	Praz.g_00324	Syap.g_00540
OG0000901	Praz.g_00321	Syap.g_01930
OG0000902	Praz.g_00319	Syap.g_01929
OG0000903	Praz.g_00316	Syap.g_01916
OG0000904	Praz.g_00314	Syap.g_01922
OG0000905	Praz.g_00309	Syap.g_01925
OG0000906	Praz.g_00308	Syap.g_01927
OG0000907	Praz.g_00305	Syap.g_01914
OG0000908	Praz.g_00302	Syap.g_01235
OG0000909	Praz.g_00301	Syap.g_01236
OG0000910	Praz.g_00300	Syap.g_01237
OG0000911	Praz.g_00298	Syap.g_00511
OG0000912	Praz.g_00297	Syap.g_00510
OG0000913	Praz.g_00296	Syap.g_00509
OG0000914	Praz.g_00295	Syap.g_00508
OG0000915	Praz.g_00294	Syap.g_00506
OG0000916	Praz.g_00293	Syap.g_00505
OG0000917	Praz.g_00292	Syap.g_00504
OG0000918	Praz.g_00291	Syap.g_00503
OG0000919	Praz.g_00290	Syap.g_00502
OG0000920	Praz.g_00289	Syap.g_00501
OG0000921	Praz.g_00288	Syap.g_00500
OG0000922	Praz.g_00287	Syap.g_00499
OG0000923	Praz.g_00283	Syap.g_00495
OG0000924	Praz.g_00282	Syap.g_00494
OG0000925	Praz.g_00281	Syap.g_00493
OG0000926	Praz.g_00280	Syap.g_00492
OG0000927	Praz.g_00278	Syap.g_00490
OG0000928	Praz.g_00277	Syap.g_00489
OG0000929	Praz.g_00276	Syap.g_00488
OG0000930	Praz.g_00275	Syap.g_00487
OG0000931	Praz.g_00274	Syap.g_00486
OG0000932	Praz.g_00273	Syap.g_00485
OG0000933	Praz.g_00269	Syap.g_00479
OG0000934	Praz.g_00267	Syap.g_00477
OG0000935	Praz.g_00266	Syap.g_00476
OG0000936	Praz.g_00265	Syap.g_00475
OG0000937	Praz.g_00264	Syap.g_00474
OG0000938	Praz.g_00262	Syap.g_00471
OG0000939	Praz.g_00261	Syap.g_00469
OG0000940	Praz.g_00254	Syap.g_00460
OG0000941	Praz.g_00252	Syap.g_00458
OG0000942	Praz.g_00250	Syap.g_00606
OG0000943	Praz.g_00249	Syap.g_00604
OG0000944	Praz.g_00248	Syap.g_00602
OG0000945	Praz.g_00247	Syap.g_00601
OG0000946	Praz.g_00242	Syap.g_00595
OG0000947	Praz.g_00240	Syap.g_00591
OG0000948	Praz.g_00239	Syap.g_00590
OG0000949	Praz.g_00236	Syap.g_01051
OG0000950	Praz.g_00231	Syap.g_01061
OG0000951	Praz.g_00227	Syap.g_01070
OG0000952	Praz.g_00223	Syap.g_01074
OG0000953	Praz.g_00220	Syap.g_01078
OG0000954	Praz.g_00216	Syap.g_01089
OG0000955	Praz.g_00215	Syap.g_01090
OG0000956	Praz.g_00213	Syap.g_01092
OG0000957	Praz.g_00207	Syap.g_01109
OG0000958	Praz.g_00206	Syap.g_01110
OG0000959	Praz.g_00202	Syap.g_01114
OG0000960	Praz.g_00201	Syap.g_01115
OG0000961	Praz.g_00199	Syap.g_02170
OG0000962	Praz.g_00197	Syap.g_01121
OG0000963	Praz.g_00193	Syap.g_01124
OG0000964	Praz.g_00192	Syap.g_01125
OG0000965	Praz.g_00191	Syap.g_01126
OG0000966	Praz.g_00184	Syap.g_01141
OG0000967	Praz.g_00179	Syap.g_00633
OG0000968	Praz.g_00177	Syap.g_00998
OG0000969	Praz.g_00176	Syap.g_00996
OG0000970	Praz.g_00175	Syap.g_00995
OG0000971	Praz.g_00174	Syap.g_00993
OG0000972	Praz.g_00173	Syap.g_00992
OG0000973	Praz.g_00172	Syap.g_00991
OG0000974	Praz.g_00171	Syap.g_00990
OG0000975	Praz.g_00170	Syap.g_00989
OG0000976	Praz.g_00169	Syap.g_00988
OG0000977	Praz.g_00168	Syap.g_00986
OG0000978	Praz.g_00167	Syap.g_00985
OG0000979	Praz.g_00164	Syap.g_00980
OG0000980	Praz.g_00162	Syap.g_00977
OG0000981	Praz.g_00160	Syap.g_01812
OG0000982	Praz.g_00158	Syap.g_00132
OG0000983	Praz.g_00157	Syap.g_00134
OG0000984	Praz.g_00156	Syap.g_00135
OG0000985	Praz.g_00153	Syap.g_00140
OG0000986	Praz.g_00151	Syap.g_01044
OG0000987	Praz.g_00150	Syap.g_01033
OG0000988	Praz.g_00147	Syap.g_01027
OG0000989	Praz.g_00143	Syap.g_01011
OG0000990	Praz.g_00140	Syap.g_02087
OG0000991	Praz.g_00139	Syap.g_02091
OG0000992	Praz.g_00137	Syap.g_02095
OG0000993	Praz.g_00136	Syap.g_02097
OG0000994	Praz.g_00135	Syap.g_02101
OG0000996	Praz.g_00130	Syap.g_01817
OG0000997	Praz.g_00129	Syap.g_02590
OG0000998	Praz.g_00127	Syap.g_02591
OG0000999	Praz.g_00126	Syap.g_02592
OG0001001	Praz.g_00121	Syap.g_02605
OG0001002	Praz.g_00117	Syap.g_00124
OG0001003	Praz.g_00357	Syap.g_02310
OG0001004	Praz.g_00358	Syap.g_02311
OG0001005	Praz.g_00359	Syap.g_02312
OG0001006	Praz.g_00363	Syap.g_00053
OG0001007	Praz.g_00365	Syap.g_00055
OG0001008	Praz.g_01891	Syap.g_02060
OG0001012	Praz.g_00409	Syap.g_00371
OG0001013	Praz.g_00414	Syap.g_01325
OG0001016	Praz.g_00433	Syap.g_01695
OG0001033	Praz.g_00568	Syap.g_00105
OG0001035	Praz.g_00614	Syap.g_01594
OG0001038	Praz.g_00636	Syap.g_01362
OG0001039	Praz.g_00639	Syap.g_01359
OG0001040	Praz.g_00641	Syap.g_01356
OG0001041	Praz.g_00645	Syap.g_01352
OG0001043	Praz.g_00662	Syap.g_01676
OG0001044	Praz.g_00690	Syap.g_00571
OG0001053	Praz.g_01845	Syap.g_02253
OG0001054	Praz.g_01830	Syap.g_00274
OG0001055	Praz.g_01811	Syap.g_00252
OG0001059	Praz.g_01775	Syap.g_00306
OG0001060	Praz.g_01768	Syap.g_00299
OG0001061	Praz.g_01755	Syap.g_01309
OG0001062	Praz.g_01753	Syap.g_01314
OG0001072	Praz.g_01740	Syap.g_00441
OG0001073	Praz.g_01726	Syap.g_00122, Syap.g_00455
OG0001078	Praz.g_01694	Syap.g_00896
OG0001080	Praz.g_01677	Syap.g_02505
OG0001085	Praz.g_01660	Syap.g_01953
OG0001094	Praz.g_01518	Syap.g_00187
OG0001095	Praz.g_01499	Syap.g_02725
OG0001096	Praz.g_01486	Syap.g_02709
OG0001100	Praz.g_01416	Syap.g_02369
OG0001102	Praz.g_01411	Syap.g_01258
OG0001103	Praz.g_01409	Syap.g_01256
OG0001104	Praz.g_01387	Syap.g_00171
OG0001105	Praz.g_01383	Syap.g_00175
OG0001107	Praz.g_01352	Syap.g_02015
OG0001108	Praz.g_01348	Syap.g_00119
OG0001122	Praz.g_01305	Syap.g_02766
OG0001123	Praz.g_01301	Syap.g_01872
OG0001133	Praz.g_00040	Syap.g_01292
OG0001136	Praz.g_00758	Syap.g_00230
OG0001137	Praz.g_00746	Syap.g_00213
OG0001140	Praz.g_00726	Syap.g_02134
OG0001152	Praz.g_01123	Syap.g_02447
OG0001154	Praz.g_01008	Syap.g_00013
OG0001155	Praz.g_00996	Syap.g_00750
OG0001160	Praz.g_00966	Syap.g_01217
OG0001162	Praz.g_00942	Syap.g_02366
OG0001163	Praz.g_00885	Syap.g_00609
OG0001164	Praz.g_00881	Syap.g_00614
OG0001165	Praz.g_00878	Syap.g_00619
OG0001168	Praz.g_00839	Syap.g_01372
OG0001171	Praz.g_00826	Syap.g_01505
OG0001172	Praz.g_00332	Syap.g_00547
OG0001177	Praz.g_00312	Syap.g_01920
OG0001178	Praz.g_00307	Syap.g_01786, Syap.g_01787
OG0001179	Praz.g_00279	Syap.g_00491
OG0001180	Praz.g_00257	Syap.g_00097, Syap.g_00465
OG0001181	Praz.g_00253	Syap.g_00459
OG0001183	Praz.g_00241	Syap.g_00594
OG0001185	Praz.g_00211	Syap.g_01104
OG0001186	Praz.g_00187	Syap.g_01140
OG0001187	Praz.g_00183	Syap.g_01142
OG0001188	Praz.g_00180	Syap.g_00634
OG0001189	Praz.g_00163	Syap.g_00979
OG0001191	Praz.g_00149	Syap.g_01030
OG0001192	Praz.g_00144	Syap.g_01021
OG0001197	Praz.g_00118	Syap.g_00126
OG0001198	Praz.g_00362	Syap.g_00052
OG0001199	Praz.g_00434	Syap.g_01696
OG0001200	Praz.g_00436	Syap.g_01698
OG0001202	Praz.g_00559	Syap.g_01613
OG0001203	Praz.g_00598	Syap.g_01154
OG0001204	Praz.g_00603	Syap.g_01577
OG0001214	Praz.g_01693	Syap.g_00897
OG0001217	Praz.g_01567	Syap.g_01464
OG0001218	Praz.g_01560	Syap.g_00020
OG0001219	Praz.g_01523	Syap.g_02794
OG0001221	Praz.g_01397	Syap.g_01777
OG0001222	Praz.g_01358	Syap.g_02027
OG0001224	Praz.g_01280	Syap.g_01551
OG0001225	Praz.g_00064	Syap.g_01553
OG0001226	Praz.g_00090	Syap.g_02551
OG0001228	Praz.g_00709	Syap.g_01063
OG0001229	Praz.g_01141	Syap.g_00827
OG0001230	Praz.g_01049	Syap.g_02116
OG0001231	Praz.g_00944	Syap.g_00073
OG0001232	Praz.g_00854	Syap.g_01393
OG0001235	Praz.g_00310	Syap.g_01924
OG0001236	Praz.g_00228	Syap.g_01069
OG0001237	Praz.g_00224	Syap.g_01073
OG0001238	Praz.g_00148	Syap.g_01028
OG0001239	Praz.g_00431	Syap.g_01693, Syap.g_01692
OG0001242	Praz.g_00479	Syap.g_02227, Syap.g_02229
OG0001243	Praz.g_00485	Syap.g_02219
OG0001244	Praz.g_00501	Syap.g_02192
OG0001246	Praz.g_01824	Syap.g_01165, Syap.g_00267
OG0001248	Praz.g_01645	Syap.g_00423
OG0001249	Praz.g_01534	Syap.g_00575
OG0001250	Praz.g_01471	Syap.g_01836
OG0001251	Praz.g_01423	Syap.g_01549, Syap.g_01727
OG0001253	Praz.g_00109	Syap.g_01969
OG0001255	Praz.g_00008	Syap.g_02523
OG0001256	Praz.g_00951	Syap.g_01225
OG0001257	Praz.g_00945	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Praz.g_00880	Syap.g_00617
OG0001260	Praz.g_00820	Syap.g_01497
OG0001261	Praz.g_00271	Syap.g_00482
OG0001262	Praz.g_00165	Syap.g_00981
OG0001263	Praz.g_00488	Syap.g_02216
OG0001265	Praz.g_00478	Syap.g_02231
OG0001266	Praz.g_00563	Syap.g_01618
OG0001267	Praz.g_00638	Syap.g_01360
OG0001268	Praz.g_00341	Syap.g_00563
OG0001270	Praz.g_01894	Syap.g_02056
OG0001271	Praz.g_01856	Syap.g_02759
OG0001272	Praz.g_01842	Syap.g_02250
OG0001274	Praz.g_01627	Syap.g_01897
OG0001275	Praz.g_01322	Syap.g_02694
OG0001276	Praz.g_01302	Syap.g_01873
OG0001277	Praz.g_00098	Syap.g_01293
OG0001278	Praz.g_00704	Syap.g_02438
OG0001279	Praz.g_01236	Syap.g_02663
OG0001282	Praz.g_01138	Syap.g_01701
OG0001284	Praz.g_00971	Syap.g_00047
OG0001286	Praz.g_00259	Syap.g_00467
OG0001287	Praz.g_00203	Syap.g_00418
OG0001288	Praz.g_00194	Syap.g_01123
OG0001289	Praz.g_00447	Syap.g_02365
OG0001291	Praz.g_00495	Syap.g_02207
OG0001292	Praz.g_00608	Syap.g_01583
OG0001297	Praz.g_01814	Syap.g_00255
OG0001299	Praz.g_01664	Syap.g_01959
OG0001303	Praz.g_01318	Syap.g_02795
OG0001304	Praz.g_01291	Syap.g_00536
OG0001305	Praz.g_00070	Syap.g_01562
OG0001306	Praz.g_00006	Syap.g_00245
OG0001307	Praz.g_01156	Syap.g_00403
OG0001308	Praz.g_01031	Syap.g_02751, Syap.g_02750
OG0001310	Praz.g_00865	Syap.g_01774
OG0001311	Praz.g_01300	Syap.g_01871
OG0001312	Praz.g_01369	Syap.g_01735
OG0001314	Praz.g_01575	Syap.g_00330, Syap.g_00391
OG0001315	Praz.g_00422	Syap.g_00596
OG0001318	Praz.g_00616	Syap.g_01596, Syap.g_01597
OG0001319	Praz.g_00631	Syap.g_02338
OG0001323	Praz.g_01809	Syap.g_00757
OG0001326	Praz.g_01435	Syap.g_02646
OG0001332	Praz.g_00998	Syap.g_01548
OG0001333	Praz.g_00840	Syap.g_01373
OG0001336	Praz.g_00122	Syap.g_02602
OG0001345	Praz.g_00735	Syap.g_01877, Syap.g_02776
OG0001346	Praz.g_01179	Syap.g_01484
OG0001351	Praz.g_01874	Syap.g_01996
OG0001353	Praz.g_01480	Syap.g_01849
OG0001358	Praz.g_01710	Syap.g_00942
OG0001360	Praz.g_00110	Syap.g_01881, Syap.g_02778
OG0001361	Praz.g_00738	Syap.g_01792
OG0001364	Praz.g_00235	Syap.g_01052
OG0001365	Praz.g_00155	Syap.g_00138
OG0001371	Praz.g_01651	Syap.g_02544, Syap.g_02545
OG0001373	Praz.g_01436	Syap.g_02647
OG0001374	Praz.g_01428	Syap.g_01829, Syap.g_01830
OG0001376	Praz.g_00076	Syap.g_01991
OG0001377	Praz.g_00077	Syap.g_01992
OG0001378	Praz.g_00061	Syap.g_02055
OG0001379	Praz.g_01186	Syap.g_01474
