Orthogroup	Praz	Prbc
OG0000545	Praz.g_01818	Prbc.g_01590
OG0000546	Praz.g_01815	Prbc.g_01593
OG0000547	Praz.g_01813	Prbc.g_01595
OG0000548	Praz.g_01812	Prbc.g_01596
OG0000549	Praz.g_01810	Prbc.g_01599
OG0000550	Praz.g_01805	Prbc.g_01603
OG0000551	Praz.g_01801	Prbc.g_01606
OG0000552	Praz.g_01800	Prbc.g_01607
OG0000553	Praz.g_01799	Prbc.g_01608
OG0000554	Praz.g_01794	Prbc.g_01613
OG0000555	Praz.g_01786	Prbc.g_01621
OG0000556	Praz.g_01784	Prbc.g_01623
OG0000557	Praz.g_01783	Prbc.g_01624
OG0000558	Praz.g_01781	Prbc.g_01627
OG0000559	Praz.g_01777	Prbc.g_01631
OG0000560	Praz.g_01774	Prbc.g_01634
OG0000561	Praz.g_01773	Prbc.g_01635
OG0000562	Praz.g_01772	Prbc.g_01636
OG0000563	Praz.g_01771	Prbc.g_01637
OG0000564	Praz.g_01770	Prbc.g_01638
OG0000565	Praz.g_01767	Prbc.g_01641
OG0000566	Praz.g_01765	Prbc.g_01643
OG0000567	Praz.g_01761	Prbc.g_01647
OG0000568	Praz.g_01760	Prbc.g_01648
OG0000569	Praz.g_01759	Prbc.g_01649
OG0000570	Praz.g_01758	Prbc.g_01650
OG0000571	Praz.g_01756	Prbc.g_01652
OG0000572	Praz.g_01743	Prbc.g_01663
OG0000573	Praz.g_01738	Prbc.g_01668
OG0000574	Praz.g_01737	Prbc.g_01670
OG0000575	Praz.g_01733	Prbc.g_01673
OG0000576	Praz.g_01731	Prbc.g_01675
OG0000577	Praz.g_01730	Prbc.g_01676
OG0000578	Praz.g_01729	Prbc.g_01677
OG0000579	Praz.g_01728	Prbc.g_01678
OG0000580	Praz.g_01727	Prbc.g_01679
OG0000581	Praz.g_01725	Prbc.g_01682
OG0000582	Praz.g_01722	Prbc.g_01685
OG0000583	Praz.g_01721	Prbc.g_01686
OG0000584	Praz.g_01720	Prbc.g_01687
OG0000585	Praz.g_01718	Prbc.g_01689
OG0000586	Praz.g_01717	Prbc.g_01690
OG0000587	Praz.g_01716	Prbc.g_01691
OG0000588	Praz.g_01712	Prbc.g_01695
OG0000589	Praz.g_01709	Prbc.g_01698
OG0000590	Praz.g_01708	Prbc.g_01699
OG0000591	Praz.g_01705	Prbc.g_01702
OG0000592	Praz.g_01704	Prbc.g_01703
OG0000593	Praz.g_01698	Prbc.g_01709
OG0000594	Praz.g_01697	Prbc.g_01710
OG0000595	Praz.g_01696	Prbc.g_01711
OG0000596	Praz.g_01692	Prbc.g_01715
OG0000597	Praz.g_01690	Prbc.g_01717
OG0000598	Praz.g_01689	Prbc.g_01718
OG0000599	Praz.g_01686	Prbc.g_01721
OG0000600	Praz.g_01685	Prbc.g_01722
OG0000601	Praz.g_01684	Prbc.g_01723
OG0000602	Praz.g_01682	Prbc.g_01725
OG0000603	Praz.g_01681	Prbc.g_01726
OG0000604	Praz.g_01680	Prbc.g_01727
OG0000605	Praz.g_01679	Prbc.g_01728
OG0000606	Praz.g_01676	Prbc.g_01731
OG0000607	Praz.g_01673	Prbc.g_01734
OG0000608	Praz.g_01672	Prbc.g_01735
OG0000609	Praz.g_01671	Prbc.g_01736
OG0000610	Praz.g_01666	Prbc.g_01742
OG0000611	Praz.g_01663	Prbc.g_01745
OG0000612	Praz.g_01662	Prbc.g_01746
OG0000613	Praz.g_01657	Prbc.g_01752
OG0000614	Praz.g_01638	Prbc.g_01775
OG0000615	Praz.g_01630	Prbc.g_01782
OG0000616	Praz.g_01626	Prbc.g_01055
OG0000617	Praz.g_01601	Prbc.g_01793
OG0000618	Praz.g_01600	Prbc.g_01794
OG0000619	Praz.g_01599	Prbc.g_01795
OG0000620	Praz.g_01596	Prbc.g_01798
OG0000621	Praz.g_01595	Prbc.g_01799
OG0000622	Praz.g_01594	Prbc.g_01800
OG0000623	Praz.g_01593	Prbc.g_01801
OG0000624	Praz.g_01592	Prbc.g_01803
OG0000625	Praz.g_01591	Prbc.g_01804
OG0000626	Praz.g_01590	Prbc.g_01805
OG0000627	Praz.g_01589	Prbc.g_01807
OG0000628	Praz.g_01588	Prbc.g_01808
OG0000629	Praz.g_01587	Prbc.g_01809
OG0000630	Praz.g_01584	Prbc.g_01812
OG0000631	Praz.g_01521	Prbc.g_02007
OG0000632	Praz.g_01520	Prbc.g_02008
OG0000633	Praz.g_01519	Prbc.g_02009
OG0000634	Praz.g_01516	Prbc.g_01854
OG0000635	Praz.g_01515	Prbc.g_01855
OG0000636	Praz.g_01513	Prbc.g_01857
OG0000637	Praz.g_01511	Prbc.g_01859
OG0000638	Praz.g_01510	Prbc.g_01860
OG0000639	Praz.g_01509	Prbc.g_01861
OG0000640	Praz.g_01508	Prbc.g_01862
OG0000641	Praz.g_01504	Prbc.g_01866
OG0000642	Praz.g_01503	Prbc.g_01867
OG0000643	Praz.g_01502	Prbc.g_01868
OG0000644	Praz.g_01501	Prbc.g_01869
OG0000645	Praz.g_01500	Prbc.g_01870
OG0000646	Praz.g_01498	Prbc.g_01873
OG0000647	Praz.g_01497	Prbc.g_01875
OG0000648	Praz.g_01495	Prbc.g_01877
OG0000649	Praz.g_01494	Prbc.g_01878
OG0000650	Praz.g_01493	Prbc.g_01879
OG0000651	Praz.g_01492	Prbc.g_01880
OG0000652	Praz.g_01491	Prbc.g_01881
OG0000653	Praz.g_01489	Prbc.g_01883
OG0000654	Praz.g_01488	Prbc.g_01884
OG0000655	Praz.g_01487	Prbc.g_01885
OG0000656	Praz.g_01484	Prbc.g_01888
OG0000657	Praz.g_01476	Prbc.g_01895
OG0000658	Praz.g_01475	Prbc.g_01897
OG0000659	Praz.g_01474	Prbc.g_01898
OG0000660	Praz.g_01470	Prbc.g_01903
OG0000661	Praz.g_01468	Prbc.g_01905
OG0000662	Praz.g_01466	Prbc.g_01907
OG0000663	Praz.g_01464	Prbc.g_01909
OG0000664	Praz.g_01463	Prbc.g_01910
OG0000665	Praz.g_01459	Prbc.g_01914
OG0000666	Praz.g_01458	Prbc.g_01915
OG0000667	Praz.g_01454	Prbc.g_01919
OG0000668	Praz.g_01424	Prbc.g_01959
OG0000669	Praz.g_01417	Prbc.g_01967
OG0000670	Praz.g_01415	Prbc.g_01970
OG0000671	Praz.g_01413	Prbc.g_01972
OG0000672	Praz.g_01410	Prbc.g_01975
OG0000673	Praz.g_01407	Prbc.g_01978
OG0000674	Praz.g_01405	Prbc.g_01980
OG0000675	Praz.g_01404	Prbc.g_01981
OG0000676	Praz.g_01402	Prbc.g_01983
OG0000677	Praz.g_01401	Prbc.g_01984
OG0000678	Praz.g_01399	Prbc.g_01987
OG0000679	Praz.g_01395	Prbc.g_01991
OG0000680	Praz.g_01394	Prbc.g_01992
OG0000681	Praz.g_01392	Prbc.g_01995
OG0000682	Praz.g_01391	Prbc.g_01996
OG0000683	Praz.g_01390	Prbc.g_01997
OG0000684	Praz.g_01388	Prbc.g_01837
OG0000685	Praz.g_01386	Prbc.g_01839
OG0000686	Praz.g_01385	Prbc.g_01840
OG0000687	Praz.g_01384	Prbc.g_01841
OG0000688	Praz.g_01381	Prbc.g_01844
OG0000689	Praz.g_01380	Prbc.g_01845
OG0000690	Praz.g_01379	Prbc.g_01846
OG0000691	Praz.g_01378	Prbc.g_01847
OG0000692	Praz.g_01376	Prbc.g_01849
OG0000693	Praz.g_01375	Prbc.g_01850
OG0000694	Praz.g_01374	Prbc.g_01851
OG0000695	Praz.g_01372	Prbc.g_02011
OG0000696	Praz.g_01371	Prbc.g_02012
OG0000697	Praz.g_01370	Prbc.g_02013
OG0000698	Praz.g_01367	Prbc.g_02016
OG0000699	Praz.g_01366	Prbc.g_02017
OG0000700	Praz.g_01365	Prbc.g_02018
OG0000701	Praz.g_01364	Prbc.g_02019
OG0000702	Praz.g_01362	Prbc.g_02021
OG0000703	Praz.g_01361	Prbc.g_02022
OG0000704	Praz.g_01360	Prbc.g_02023
OG0000705	Praz.g_01356	Prbc.g_02029
OG0000706	Praz.g_01355	Prbc.g_02030
OG0000707	Praz.g_01354	Prbc.g_02031
OG0000708	Praz.g_01353	Prbc.g_02033
OG0000709	Praz.g_01349	Prbc.g_02037
OG0000710	Praz.g_01346	Prbc.g_02040
OG0000711	Praz.g_01329	Prbc.g_02055
OG0000712	Praz.g_01327	Prbc.g_02057
OG0000713	Praz.g_01326	Prbc.g_02058
OG0000714	Praz.g_01325	Prbc.g_02059
OG0000715	Praz.g_01323	Prbc.g_02061
OG0000716	Praz.g_01321	Prbc.g_02062
OG0000717	Praz.g_01320	Prbc.g_02063
OG0000718	Praz.g_01308	Prbc.g_02079
OG0000719	Praz.g_01306	Prbc.g_02080
OG0000720	Praz.g_01297	Prbc.g_02091
OG0000721	Praz.g_01294	Prbc.g_02092
OG0000722	Praz.g_01293	Prbc.g_02093
OG0000723	Praz.g_01290	Prbc.g_02097
OG0000724	Praz.g_01281	Prbc.g_02108
OG0000725	Praz.g_00067	Prbc.g_01934
OG0000726	Praz.g_00068	Prbc.g_01933
OG0000727	Praz.g_00069	Prbc.g_01932
OG0000728	Praz.g_00071	Prbc.g_01930
OG0000729	Praz.g_00116	Prbc.g_00201
OG0000730	Praz.g_00060	Prbc.g_01244
OG0000731	Praz.g_00056	Prbc.g_01252
OG0000732	Praz.g_00046	Prbc.g_00987
OG0000733	Praz.g_00024	Prbc.g_00897
OG0000734	Praz.g_00007	Prbc.g_01462
OG0000735	Praz.g_00005	Prbc.g_01460
OG0000736	Praz.g_00004	Prbc.g_01459
OG0000737	Praz.g_00003	Prbc.g_01458
OG0000738	Praz.g_00762	Prbc.g_01454
OG0000739	Praz.g_00761	Prbc.g_01453
OG0000740	Praz.g_00760	Prbc.g_01452
OG0000741	Praz.g_00759	Prbc.g_01450
OG0000742	Praz.g_00756	Prbc.g_01447
OG0000743	Praz.g_00754	Prbc.g_01445
OG0000744	Praz.g_00753	Prbc.g_01444
OG0000745	Praz.g_00751	Prbc.g_01442
OG0000746	Praz.g_00749	Prbc.g_01440
OG0000747	Praz.g_00748	Prbc.g_01439
OG0000748	Praz.g_00745	Prbc.g_01435
OG0000749	Praz.g_00744	Prbc.g_01434
OG0000750	Praz.g_00743	Prbc.g_01433
OG0000751	Praz.g_00741	Prbc.g_01430
OG0000752	Praz.g_00739	Prbc.g_01428
OG0000753	Praz.g_00736	Prbc.g_01426
OG0000754	Praz.g_00733	Prbc.g_01422
OG0000755	Praz.g_00730	Prbc.g_01418
OG0000756	Praz.g_00729	Prbc.g_01417
OG0000757	Praz.g_00723	Prbc.g_01410
OG0000758	Praz.g_00722	Prbc.g_01409
OG0000759	Praz.g_00721	Prbc.g_01408
OG0000760	Praz.g_00720	Prbc.g_01407
OG0000761	Praz.g_00719	Prbc.g_01406
OG0000762	Praz.g_00718	Prbc.g_01405
OG0000763	Praz.g_00716	Prbc.g_01403
OG0000764	Praz.g_00715	Prbc.g_01402
OG0000765	Praz.g_00706	Prbc.g_01394
OG0000766	Praz.g_00705	Prbc.g_01393
OG0000767	Praz.g_00703	Prbc.g_01392
OG0000768	Praz.g_00702	Prbc.g_01391
OG0000769	Praz.g_00700	Prbc.g_01389
OG0000770	Praz.g_00698	Prbc.g_01388
OG0000771	Praz.g_01936	Prbc.g_02103
OG0000772	Praz.g_01205	Prbc.g_01320
OG0000773	Praz.g_01189	Prbc.g_00557
OG0000774	Praz.g_01187	Prbc.g_00560
OG0000775	Praz.g_01185	Prbc.g_00561
OG0000776	Praz.g_01184	Prbc.g_00562
OG0000777	Praz.g_01183	Prbc.g_00563
OG0000778	Praz.g_01182	Prbc.g_00564
OG0000779	Praz.g_01178	Prbc.g_00568
OG0000780	Praz.g_01177	Prbc.g_00569
OG0000781	Praz.g_01174	Prbc.g_00571
OG0000782	Praz.g_01173	Prbc.g_00572
OG0000783	Praz.g_01172	Prbc.g_00573
OG0000784	Praz.g_01171	Prbc.g_00574
OG0000785	Praz.g_01169	Prbc.g_00576
OG0000786	Praz.g_01167	Prbc.g_00579
OG0000787	Praz.g_01166	Prbc.g_00580
OG0000788	Praz.g_01152	Prbc.g_01820
OG0000789	Praz.g_01149	Prbc.g_02100
OG0000790	Praz.g_01134	Prbc.g_00662
OG0000791	Praz.g_01132	Prbc.g_00664
OG0000792	Praz.g_01131	Prbc.g_00665
OG0000793	Praz.g_01128	Prbc.g_00668
OG0000794	Praz.g_01127	Prbc.g_00669
OG0000795	Praz.g_01126	Prbc.g_00670
OG0000796	Praz.g_01122	Prbc.g_00674
OG0000797	Praz.g_01121	Prbc.g_00675
OG0000799	Praz.g_01059	Prbc.g_00690
OG0000800	Praz.g_01058	Prbc.g_00691
OG0000801	Praz.g_01057	Prbc.g_00692
OG0000802	Praz.g_01055	Prbc.g_00694
OG0000803	Praz.g_01053	Prbc.g_00696
OG0000804	Praz.g_01052	Prbc.g_00697
OG0000805	Praz.g_01050	Prbc.g_00699
OG0000806	Praz.g_01048	Prbc.g_00701
OG0000807	Praz.g_01047	Prbc.g_00702
OG0000808	Praz.g_01046	Prbc.g_00703
OG0000809	Praz.g_01043	Prbc.g_00707
OG0000810	Praz.g_01042	Prbc.g_00708
OG0000811	Praz.g_01038	Prbc.g_00712
OG0000812	Praz.g_01036	Prbc.g_00714
OG0000813	Praz.g_01035	Prbc.g_00715
OG0000814	Praz.g_01033	Prbc.g_00717
OG0000815	Praz.g_01032	Prbc.g_00718
OG0000816	Praz.g_01030	Prbc.g_00720
OG0000817	Praz.g_01029	Prbc.g_00721
OG0000818	Praz.g_01024	Prbc.g_00725
OG0000819	Praz.g_01023	Prbc.g_00726
OG0000820	Praz.g_01022	Prbc.g_00727
OG0000821	Praz.g_01018	Prbc.g_00730
OG0000822	Praz.g_01017	Prbc.g_00731
OG0000823	Praz.g_01016	Prbc.g_00732
OG0000824	Praz.g_01013	Prbc.g_00735
OG0000825	Praz.g_01012	Prbc.g_00736
OG0000826	Praz.g_01011	Prbc.g_00737
OG0000827	Praz.g_01010	Prbc.g_00738
OG0000828	Praz.g_01007	Prbc.g_00741
OG0000829	Praz.g_01006	Prbc.g_00742
OG0000830	Praz.g_01005	Prbc.g_00743
OG0000831	Praz.g_01003	Prbc.g_00745
OG0000832	Praz.g_00997	Prbc.g_00755
OG0000833	Praz.g_00989	Prbc.g_00763
OG0000834	Praz.g_00988	Prbc.g_00764
OG0000835	Praz.g_00987	Prbc.g_00765
OG0000836	Praz.g_00986	Prbc.g_00766
OG0000837	Praz.g_00985	Prbc.g_00767
OG0000838	Praz.g_00983	Prbc.g_00769
OG0000839	Praz.g_00982	Prbc.g_00770
OG0000840	Praz.g_00981	Prbc.g_00771
OG0000841	Praz.g_00980	Prbc.g_00772
OG0000842	Praz.g_00979	Prbc.g_00773
OG0000843	Praz.g_00978	Prbc.g_00774
OG0000844	Praz.g_00977	Prbc.g_00775
OG0000845	Praz.g_00976	Prbc.g_00776
OG0000846	Praz.g_00975	Prbc.g_00777
OG0000847	Praz.g_00974	Prbc.g_00778
OG0000848	Praz.g_00973	Prbc.g_00779
OG0000849	Praz.g_00972	Prbc.g_00780
OG0000850	Praz.g_00970	Prbc.g_00782
OG0000851	Praz.g_00969	Prbc.g_00783
OG0000852	Praz.g_00968	Prbc.g_00784
OG0000853	Praz.g_00964	Prbc.g_00789
OG0000854	Praz.g_00962	Prbc.g_00791
OG0000855	Praz.g_00961	Prbc.g_00792
OG0000856	Praz.g_00946	Prbc.g_00677
OG0000857	Praz.g_00918	Prbc.g_01874
OG0000858	Praz.g_00883	Prbc.g_00827
OG0000859	Praz.g_00882	Prbc.g_00828
OG0000860	Praz.g_00875	Prbc.g_00834
OG0000861	Praz.g_00874	Prbc.g_00835
OG0000862	Praz.g_00873	Prbc.g_00836
OG0000863	Praz.g_00871	Prbc.g_00837
OG0000864	Praz.g_00870	Prbc.g_00838
OG0000865	Praz.g_00869	Prbc.g_00839
OG0000866	Praz.g_00868	Prbc.g_00840
OG0000867	Praz.g_00867	Prbc.g_00841
OG0000868	Praz.g_00866	Prbc.g_00842
OG0000869	Praz.g_00862	Prbc.g_00845
OG0000870	Praz.g_00857	Prbc.g_00850
OG0000871	Praz.g_00856	Prbc.g_00851
OG0000872	Praz.g_00855	Prbc.g_00852
OG0000873	Praz.g_00852	Prbc.g_00855
OG0000874	Praz.g_00849	Prbc.g_00858
OG0000875	Praz.g_00848	Prbc.g_00860
OG0000876	Praz.g_00847	Prbc.g_00861
OG0000877	Praz.g_00845	Prbc.g_00863
OG0000878	Praz.g_00844	Prbc.g_00864
OG0000879	Praz.g_00843	Prbc.g_00865
OG0000880	Praz.g_00842	Prbc.g_00866
OG0000881	Praz.g_00838	Prbc.g_00869
OG0000882	Praz.g_00833	Prbc.g_00874
OG0000883	Praz.g_00831	Prbc.g_00876
OG0000884	Praz.g_00830	Prbc.g_00878
OG0000885	Praz.g_00829	Prbc.g_00879
OG0000886	Praz.g_00828	Prbc.g_00880
OG0000887	Praz.g_00827	Prbc.g_00881
OG0000888	Praz.g_00825	Prbc.g_00883
OG0000889	Praz.g_00823	Prbc.g_00885
OG0000890	Praz.g_00822	Prbc.g_00886
OG0000891	Praz.g_00821	Prbc.g_00887
OG0000892	Praz.g_00340	Prbc.g_00889
OG0000893	Praz.g_00335	Prbc.g_00933
OG0000894	Praz.g_00333	Prbc.g_00936
OG0000895	Praz.g_00330	Prbc.g_00939
OG0000896	Praz.g_00329	Prbc.g_00940
OG0000897	Praz.g_00327	Prbc.g_00942
OG0000898	Praz.g_00326	Prbc.g_00943
OG0000899	Praz.g_00325	Prbc.g_00944
OG0000900	Praz.g_00324	Prbc.g_00945
OG0000901	Praz.g_00321	Prbc.g_00948
OG0000902	Praz.g_00319	Prbc.g_00950
OG0000903	Praz.g_00316	Prbc.g_00960
OG0000904	Praz.g_00314	Prbc.g_00955
OG0000905	Praz.g_00309	Prbc.g_00952
OG0000906	Praz.g_00308	Prbc.g_00951
OG0000907	Praz.g_00305	Prbc.g_00327
OG0000908	Praz.g_00302	Prbc.g_00324
OG0000909	Praz.g_00301	Prbc.g_00323
OG0000910	Praz.g_00300	Prbc.g_00322
OG0000911	Praz.g_00298	Prbc.g_00320
OG0000912	Praz.g_00297	Prbc.g_00319
OG0000913	Praz.g_00296	Prbc.g_00318
OG0000914	Praz.g_00295	Prbc.g_00317
OG0000915	Praz.g_00294	Prbc.g_00316
OG0000916	Praz.g_00293	Prbc.g_00315
OG0000917	Praz.g_00292	Prbc.g_00314
OG0000918	Praz.g_00291	Prbc.g_00313
OG0000919	Praz.g_00290	Prbc.g_00312
OG0000920	Praz.g_00289	Prbc.g_00311
OG0000921	Praz.g_00288	Prbc.g_00310
OG0000922	Praz.g_00287	Prbc.g_00309
OG0000923	Praz.g_00283	Prbc.g_00305
OG0000924	Praz.g_00282	Prbc.g_00304
OG0000925	Praz.g_00281	Prbc.g_00303
OG0000926	Praz.g_00280	Prbc.g_00302
OG0000927	Praz.g_00278	Prbc.g_00300
OG0000928	Praz.g_00277	Prbc.g_00299
OG0000929	Praz.g_00276	Prbc.g_00298
OG0000930	Praz.g_00275	Prbc.g_00297
OG0000931	Praz.g_00274	Prbc.g_00296
OG0000932	Praz.g_00273	Prbc.g_00295
OG0000933	Praz.g_00269	Prbc.g_00291
OG0000934	Praz.g_00267	Prbc.g_00289
OG0000935	Praz.g_00266	Prbc.g_00288
OG0000936	Praz.g_00265	Prbc.g_00287
OG0000937	Praz.g_00264	Prbc.g_00286
OG0000938	Praz.g_00262	Prbc.g_00283
OG0000939	Praz.g_00261	Prbc.g_00282
OG0000940	Praz.g_00254	Prbc.g_00275
OG0000941	Praz.g_00252	Prbc.g_00273
OG0000942	Praz.g_00250	Prbc.g_00271
OG0000943	Praz.g_00249	Prbc.g_00270
OG0000944	Praz.g_00248	Prbc.g_00268
OG0000945	Praz.g_00247	Prbc.g_00267
OG0000946	Praz.g_00242	Prbc.g_00248
OG0000947	Praz.g_00240	Prbc.g_00246
OG0000948	Praz.g_00239	Prbc.g_00245
OG0000949	Praz.g_00236	Prbc.g_00242
OG0000950	Praz.g_00231	Prbc.g_00237
OG0000951	Praz.g_00227	Prbc.g_00233
OG0000952	Praz.g_00223	Prbc.g_00229
OG0000953	Praz.g_00220	Prbc.g_00225
OG0000954	Praz.g_00216	Prbc.g_00221
OG0000955	Praz.g_00215	Prbc.g_00220
OG0000956	Praz.g_00213	Prbc.g_00218
OG0000957	Praz.g_00207	Prbc.g_00213
OG0000958	Praz.g_00206	Prbc.g_00212
OG0000959	Praz.g_00202	Prbc.g_00208
OG0000960	Praz.g_00201	Prbc.g_00207
OG0000961	Praz.g_00199	Prbc.g_00204
OG0000962	Praz.g_00197	Prbc.g_00202
OG0000963	Praz.g_00193	Prbc.g_00197
OG0000964	Praz.g_00192	Prbc.g_00196
OG0000965	Praz.g_00191	Prbc.g_00195
OG0000966	Praz.g_00184	Prbc.g_00965
OG0000967	Praz.g_00179	Prbc.g_00969
OG0000968	Praz.g_00177	Prbc.g_00971
OG0000969	Praz.g_00176	Prbc.g_00972
OG0000970	Praz.g_00175	Prbc.g_00973
OG0000971	Praz.g_00174	Prbc.g_00974
OG0000972	Praz.g_00173	Prbc.g_00975
OG0000973	Praz.g_00172	Prbc.g_00976
OG0000974	Praz.g_00171	Prbc.g_00977
OG0000975	Praz.g_00170	Prbc.g_00978
OG0000976	Praz.g_00169	Prbc.g_00979
OG0000977	Praz.g_00168	Prbc.g_00980
OG0000978	Praz.g_00167	Prbc.g_00981
OG0000979	Praz.g_00164	Prbc.g_00984
OG0000980	Praz.g_00162	Prbc.g_00986
OG0000981	Praz.g_00160	Prbc.g_00989
OG0000982	Praz.g_00158	Prbc.g_00991
OG0000983	Praz.g_00157	Prbc.g_00992
OG0000984	Praz.g_00156	Prbc.g_00993
OG0000985	Praz.g_00153	Prbc.g_00996
OG0000986	Praz.g_00151	Prbc.g_00998
OG0000987	Praz.g_00150	Prbc.g_00999
OG0000988	Praz.g_00147	Prbc.g_01002
OG0000989	Praz.g_00143	Prbc.g_01006
OG0000990	Praz.g_00140	Prbc.g_01011
OG0000991	Praz.g_00139	Prbc.g_01012
OG0000992	Praz.g_00137	Prbc.g_01015
OG0000993	Praz.g_00136	Prbc.g_01016
OG0000994	Praz.g_00135	Prbc.g_01017
OG0000995	Praz.g_00131	Prbc.g_01021
OG0000996	Praz.g_00130	Prbc.g_01022
OG0000997	Praz.g_00129	Prbc.g_01043
OG0000998	Praz.g_00127	Prbc.g_01045
OG0000999	Praz.g_00126	Prbc.g_01046
OG0001000	Praz.g_00123	Prbc.g_01049
OG0001001	Praz.g_00121	Prbc.g_01052
OG0001002	Praz.g_00117	Prbc.g_01057
OG0001003	Praz.g_00357	Prbc.g_01060
OG0001004	Praz.g_00358	Prbc.g_01061
OG0001005	Praz.g_00359	Prbc.g_01062
OG0001006	Praz.g_00363	Prbc.g_01067
OG0001007	Praz.g_00365	Prbc.g_01069
OG0001008	Praz.g_01891	Prbc.g_01498
OG0001009	Praz.g_00392	Prbc.g_01097
OG0001010	Praz.g_00393	Prbc.g_01098
OG0001011	Praz.g_00394	Prbc.g_01099
OG0001012	Praz.g_00409	Prbc.g_01121
OG0001013	Praz.g_00414	Prbc.g_01126
OG0001014	Praz.g_00417	Prbc.g_01129
OG0001015	Praz.g_00418	Prbc.g_01130
OG0001016	Praz.g_00433	Prbc.g_00500
OG0001017	Praz.g_00437	Prbc.g_00496
OG0001018	Praz.g_00440	Prbc.g_00493
OG0001019	Praz.g_00449	Prbc.g_00484
OG0001020	Praz.g_00450	Prbc.g_00483
OG0001021	Praz.g_00451	Prbc.g_00482
OG0001022	Praz.g_00454	Prbc.g_00479
OG0001023	Praz.g_00455	Prbc.g_00478
OG0001024	Praz.g_00458	Prbc.g_00475
OG0001025	Praz.g_00464	Prbc.g_00468
OG0001026	Praz.g_00471	Prbc.g_00460
OG0001027	Praz.g_00472	Prbc.g_00459
OG0001028	Praz.g_00474	Prbc.g_00457
OG0001029	Praz.g_00475	Prbc.g_00455
OG0001030	Praz.g_00490	Prbc.g_00439
OG0001031	Praz.g_00546	Prbc.g_00385
OG0001032	Praz.g_00547	Prbc.g_00384
OG0001033	Praz.g_00568	Prbc.g_00364
OG0001034	Praz.g_00596	Prbc.g_00334
OG0001035	Praz.g_00614	Prbc.g_01150
OG0001036	Praz.g_00618	Prbc.g_01154
OG0001037	Praz.g_00619	Prbc.g_01155
OG0001038	Praz.g_00636	Prbc.g_01171
OG0001039	Praz.g_00639	Prbc.g_01173
OG0001040	Praz.g_00641	Prbc.g_01176
OG0001041	Praz.g_00645	Prbc.g_01180
OG0001042	Praz.g_00661	Prbc.g_01196
OG0001043	Praz.g_00662	Prbc.g_01197
OG0001044	Praz.g_00690	Prbc.g_01245
OG0001045	Praz.g_00344	Prbc.g_01254
OG0001046	Praz.g_00795	Prbc.g_02168
OG0001047	Praz.g_01889	Prbc.g_01500
OG0001048	Praz.g_01888	Prbc.g_01501
OG0001049	Praz.g_01886	Prbc.g_01503
OG0001050	Praz.g_01885	Prbc.g_01504
OG0001051	Praz.g_01884	Prbc.g_01505
OG0001052	Praz.g_01857	Prbc.g_01531
OG0001053	Praz.g_01845	Prbc.g_01543
OG0001054	Praz.g_01830	Prbc.g_01557
OG0001055	Praz.g_01811	Prbc.g_01597
OG0001056	Praz.g_01792	Prbc.g_01615
OG0001057	Praz.g_01787	Prbc.g_01620
OG0001058	Praz.g_01779	Prbc.g_01629
OG0001059	Praz.g_01775	Prbc.g_01633
OG0001060	Praz.g_01768	Prbc.g_01640
OG0001061	Praz.g_01755	Prbc.g_01653
OG0001062	Praz.g_01753	Prbc.g_01655
OG0001063	Praz.g_01751	Prbc.g_01656
OG0001064	Praz.g_01750	Prbc.g_01657
OG0001065	Praz.g_01749	Prbc.g_01658
OG0001066	Praz.g_01748	Prbc.g_01659
OG0001067	Praz.g_01747	Prbc.g_01660
OG0001068	Praz.g_01746	Prbc.g_01661
OG0001069	Praz.g_01745	Prbc.g_01662
OG0001070	Praz.g_01742	Prbc.g_01664
OG0001071	Praz.g_01741	Prbc.g_01665
OG0001072	Praz.g_01740	Prbc.g_01666
OG0001073	Praz.g_01726	Prbc.g_01680
OG0001074	Praz.g_01715	Prbc.g_01692
OG0001075	Praz.g_01714	Prbc.g_01693
OG0001076	Praz.g_01706	Prbc.g_01700
OG0001077	Praz.g_01702	Prbc.g_01705
OG0001078	Praz.g_01694	Prbc.g_01713
OG0001079	Praz.g_01683	Prbc.g_01724
OG0001080	Praz.g_01677	Prbc.g_01730
OG0001081	Praz.g_01675	Prbc.g_01732
OG0001082	Praz.g_01674	Prbc.g_01733
OG0001083	Praz.g_01669	Prbc.g_01738
OG0001084	Praz.g_01668	Prbc.g_01739
OG0001085	Praz.g_01660	Prbc.g_01749
OG0001086	Praz.g_01659	Prbc.g_01750
OG0001087	Praz.g_01642	Prbc.g_01770
OG0001088	Praz.g_01641	Prbc.g_01771
OG0001089	Praz.g_01633	Prbc.g_01779
OG0001090	Praz.g_01606	Prbc.g_01788
OG0001091	Praz.g_01604	Prbc.g_01790
OG0001092	Praz.g_01603	Prbc.g_01791
OG0001093	Praz.g_01598	Prbc.g_01796
OG0001094	Praz.g_01518	Prbc.g_01852
OG0001095	Praz.g_01499	Prbc.g_01871
OG0001096	Praz.g_01486	Prbc.g_01886
OG0001097	Praz.g_01467	Prbc.g_01906
OG0001098	Praz.g_01452	Prbc.g_01923
OG0001099	Praz.g_01420	Prbc.g_01962
OG0001100	Praz.g_01416	Prbc.g_01969
OG0001101	Praz.g_01414	Prbc.g_01971
OG0001102	Praz.g_01411	Prbc.g_01974
OG0001103	Praz.g_01409	Prbc.g_01976
OG0001104	Praz.g_01387	Prbc.g_01838
