Orthogroup	Praz	Syaa
OG0000556	Praz.g_01784	Syaa.g_01957
OG0000557	Praz.g_01783	Syaa.g_01955
OG0000558	Praz.g_01781	Syaa.g_01953
OG0000559	Praz.g_01777	Syaa.g_01949
OG0000560	Praz.g_01774	Syaa.g_01946
OG0000561	Praz.g_01773	Syaa.g_01945
OG0000562	Praz.g_01772	Syaa.g_01944
OG0000563	Praz.g_01771	Syaa.g_01943
OG0000564	Praz.g_01770	Syaa.g_01942
OG0000565	Praz.g_01767	Syaa.g_01939
OG0000566	Praz.g_01765	Syaa.g_01935
OG0000567	Praz.g_01761	Syaa.g_01931
OG0000568	Praz.g_01760	Syaa.g_01928
OG0000569	Praz.g_01759	Syaa.g_01925
OG0000570	Praz.g_01758	Syaa.g_01924
OG0000571	Praz.g_01756	Syaa.g_01920
OG0000572	Praz.g_01743	Syaa.g_01904
OG0000573	Praz.g_01738	Syaa.g_01896
OG0000574	Praz.g_01737	Syaa.g_01895
OG0000575	Praz.g_01733	Syaa.g_01891
OG0000576	Praz.g_01731	Syaa.g_01889
OG0000577	Praz.g_01730	Syaa.g_01888
OG0000578	Praz.g_01729	Syaa.g_01887
OG0000579	Praz.g_01728	Syaa.g_01886
OG0000580	Praz.g_01727	Syaa.g_01885
OG0000581	Praz.g_01725	Syaa.g_01879
OG0000582	Praz.g_01722	Syaa.g_01687
OG0000583	Praz.g_01721	Syaa.g_01686
OG0000584	Praz.g_01720	Syaa.g_01685
OG0000585	Praz.g_01718	Syaa.g_01683
OG0000586	Praz.g_01717	Syaa.g_01682
OG0000587	Praz.g_01716	Syaa.g_01680
OG0000588	Praz.g_01712	Syaa.g_01666
OG0000589	Praz.g_01709	Syaa.g_01662
OG0000590	Praz.g_01708	Syaa.g_01661
OG0000591	Praz.g_01705	Syaa.g_01653
OG0000592	Praz.g_01704	Syaa.g_01652
OG0000593	Praz.g_01698	Syaa.g_01638
OG0000594	Praz.g_01697	Syaa.g_01637
OG0000595	Praz.g_01696	Syaa.g_01636
OG0000596	Praz.g_01692	Syaa.g_01630
OG0000597	Praz.g_01690	Syaa.g_01627
OG0000598	Praz.g_01689	Syaa.g_01626
OG0000599	Praz.g_01686	Syaa.g_01623
OG0000600	Praz.g_01685	Syaa.g_01622
OG0000601	Praz.g_01684	Syaa.g_01621
OG0000602	Praz.g_01682	Syaa.g_01616
OG0000603	Praz.g_01681	Syaa.g_01615
OG0000604	Praz.g_01680	Syaa.g_01612
OG0000605	Praz.g_01679	Syaa.g_01447
OG0000606	Praz.g_01676	Syaa.g_01055
OG0000607	Praz.g_01673	Syaa.g_01058
OG0000608	Praz.g_01672	Syaa.g_01059
OG0000609	Praz.g_01671	Syaa.g_01061
OG0000610	Praz.g_01666	Syaa.g_01068
OG0000611	Praz.g_01663	Syaa.g_01071
OG0000612	Praz.g_01662	Syaa.g_01072
OG0000613	Praz.g_01657	Syaa.g_00199
OG0000614	Praz.g_01638	Syaa.g_00906
OG0000615	Praz.g_01630	Syaa.g_01113
OG0000616	Praz.g_01626	Syaa.g_02742
OG0000617	Praz.g_01601	Syaa.g_01244
OG0000618	Praz.g_01600	Syaa.g_01245
OG0000619	Praz.g_01599	Syaa.g_01246
OG0000620	Praz.g_01596	Syaa.g_01259
OG0000621	Praz.g_01595	Syaa.g_01260
OG0000622	Praz.g_01594	Syaa.g_01261
OG0000623	Praz.g_01593	Syaa.g_01262
OG0000624	Praz.g_01592	Syaa.g_01264
OG0000625	Praz.g_01591	Syaa.g_01265
OG0000626	Praz.g_01590	Syaa.g_01266
OG0000627	Praz.g_01589	Syaa.g_01414
OG0000628	Praz.g_01588	Syaa.g_01413
OG0000629	Praz.g_01587	Syaa.g_01410
OG0000630	Praz.g_01584	Syaa.g_01406
OG0000631	Praz.g_01521	Syaa.g_01400
OG0000632	Praz.g_01520	Syaa.g_01399
OG0000633	Praz.g_01519	Syaa.g_01397
OG0000634	Praz.g_01516	Syaa.g_01150
OG0000635	Praz.g_01515	Syaa.g_01151
OG0000636	Praz.g_01513	Syaa.g_01153
OG0000637	Praz.g_01511	Syaa.g_01155
OG0000638	Praz.g_01510	Syaa.g_01156
OG0000639	Praz.g_01509	Syaa.g_01157
OG0000640	Praz.g_01508	Syaa.g_01158
OG0000641	Praz.g_01504	Syaa.g_01162
OG0000642	Praz.g_01503	Syaa.g_01163
OG0000643	Praz.g_01502	Syaa.g_01165
OG0000644	Praz.g_01501	Syaa.g_01166
OG0000645	Praz.g_01500	Syaa.g_01184
OG0000646	Praz.g_01498	Syaa.g_01187
OG0000647	Praz.g_01497	Syaa.g_01189
OG0000648	Praz.g_01495	Syaa.g_01191
OG0000649	Praz.g_01494	Syaa.g_01192
OG0000650	Praz.g_01493	Syaa.g_01193
OG0000651	Praz.g_01492	Syaa.g_01194
OG0000652	Praz.g_01491	Syaa.g_01195
OG0000653	Praz.g_01489	Syaa.g_01197
OG0000654	Praz.g_01488	Syaa.g_01198
OG0000655	Praz.g_01487	Syaa.g_01199
OG0000656	Praz.g_01484	Syaa.g_01202
OG0000657	Praz.g_01476	Syaa.g_00838
OG0000658	Praz.g_01475	Syaa.g_00836
OG0000659	Praz.g_01474	Syaa.g_00835
OG0000660	Praz.g_01470	Syaa.g_00831
OG0000661	Praz.g_01468	Syaa.g_00829
OG0000662	Praz.g_01466	Syaa.g_00827
OG0000663	Praz.g_01464	Syaa.g_00824
OG0000664	Praz.g_01463	Syaa.g_00823
OG0000665	Praz.g_01459	Syaa.g_01442
OG0000666	Praz.g_01458	Syaa.g_01448
OG0000668	Praz.g_01424	Syaa.g_01300
OG0000669	Praz.g_01417	Syaa.g_01084
OG0000670	Praz.g_01415	Syaa.g_01087
OG0000671	Praz.g_01413	Syaa.g_01089
OG0000672	Praz.g_01410	Syaa.g_01092
OG0000673	Praz.g_01407	Syaa.g_01095
OG0000674	Praz.g_01405	Syaa.g_01097
OG0000675	Praz.g_01404	Syaa.g_01098
OG0000676	Praz.g_01402	Syaa.g_01100
OG0000677	Praz.g_01401	Syaa.g_01101
OG0000678	Praz.g_01399	Syaa.g_01106
OG0000679	Praz.g_01395	Syaa.g_01116
OG0000680	Praz.g_01394	Syaa.g_01117
OG0000681	Praz.g_01392	Syaa.g_01120
OG0000682	Praz.g_01391	Syaa.g_01121
OG0000683	Praz.g_01390	Syaa.g_01122
OG0000684	Praz.g_01388	Syaa.g_01132
OG0000685	Praz.g_01386	Syaa.g_01134
OG0000686	Praz.g_01385	Syaa.g_01135
OG0000687	Praz.g_01384	Syaa.g_01136
OG0000688	Praz.g_01381	Syaa.g_01140
OG0000689	Praz.g_01380	Syaa.g_01142
OG0000690	Praz.g_01379	Syaa.g_01143
OG0000691	Praz.g_01378	Syaa.g_01144
OG0000692	Praz.g_01376	Syaa.g_01145
OG0000693	Praz.g_01375	Syaa.g_01146
OG0000694	Praz.g_01374	Syaa.g_01147
OG0000695	Praz.g_01372	Syaa.g_01395
OG0000696	Praz.g_01371	Syaa.g_01394
OG0000697	Praz.g_01370	Syaa.g_01392
OG0000698	Praz.g_01367	Syaa.g_01389
OG0000699	Praz.g_01366	Syaa.g_01387
OG0000700	Praz.g_01365	Syaa.g_01386
OG0000701	Praz.g_01364	Syaa.g_01385
OG0000702	Praz.g_01362	Syaa.g_01376
OG0000703	Praz.g_01361	Syaa.g_01375
OG0000704	Praz.g_01360	Syaa.g_01373
OG0000705	Praz.g_01356	Syaa.g_01365
OG0000706	Praz.g_01355	Syaa.g_01364
OG0000707	Praz.g_01354	Syaa.g_01363
OG0000708	Praz.g_01353	Syaa.g_01360
OG0000709	Praz.g_01349	Syaa.g_01351
OG0000710	Praz.g_01346	Syaa.g_01348
OG0000711	Praz.g_01329	Syaa.g_01320
OG0000712	Praz.g_01327	Syaa.g_01318
OG0000713	Praz.g_01326	Syaa.g_01317
OG0000714	Praz.g_01325	Syaa.g_01315
OG0000715	Praz.g_01323	Syaa.g_01313
OG0000716	Praz.g_01321	Syaa.g_01309
OG0000717	Praz.g_01320	Syaa.g_01308
OG0000718	Praz.g_01308	Syaa.g_01304
OG0000719	Praz.g_01306	Syaa.g_01302
OG0000720	Praz.g_01297	Syaa.g_01289
OG0000721	Praz.g_01294	Syaa.g_01287
OG0000722	Praz.g_01293	Syaa.g_01286
OG0000723	Praz.g_01290	Syaa.g_01268
OG0000724	Praz.g_01281	Syaa.g_00872
OG0000725	Praz.g_00067	Syaa.g_00882
OG0000726	Praz.g_00068	Syaa.g_00883
OG0000727	Praz.g_00069	Syaa.g_00884
OG0000728	Praz.g_00071	Syaa.g_00886
OG0000729	Praz.g_00116	Syaa.g_00100
OG0000730	Praz.g_00060	Syaa.g_02185
OG0000731	Praz.g_00056	Syaa.g_02173
OG0000732	Praz.g_00046	Syaa.g_00054
OG0000733	Praz.g_00024	Syaa.g_02621
OG0000734	Praz.g_00007	Syaa.g_02388
OG0000735	Praz.g_00005	Syaa.g_00754
OG0000736	Praz.g_00004	Syaa.g_00755
OG0000737	Praz.g_00003	Syaa.g_00756
OG0000738	Praz.g_00762	Syaa.g_00761
OG0000739	Praz.g_00761	Syaa.g_00762
OG0000740	Praz.g_00760	Syaa.g_00763
OG0000741	Praz.g_00759	Syaa.g_00766
OG0000742	Praz.g_00756	Syaa.g_00769
OG0000743	Praz.g_00754	Syaa.g_00771
OG0000744	Praz.g_00753	Syaa.g_00772
OG0000745	Praz.g_00751	Syaa.g_00774
OG0000746	Praz.g_00749	Syaa.g_00776
OG0000747	Praz.g_00748	Syaa.g_00777
OG0000748	Praz.g_00745	Syaa.g_00787
OG0000749	Praz.g_00744	Syaa.g_00789
OG0000750	Praz.g_00743	Syaa.g_00790
OG0000751	Praz.g_00741	Syaa.g_00797
OG0000752	Praz.g_00739	Syaa.g_00799
OG0000753	Praz.g_00736	Syaa.g_00802
OG0000754	Praz.g_00733	Syaa.g_01025
OG0000755	Praz.g_00730	Syaa.g_01005
OG0000756	Praz.g_00729	Syaa.g_01004
OG0000757	Praz.g_00723	Syaa.g_00996
OG0000758	Praz.g_00722	Syaa.g_00995
OG0000759	Praz.g_00721	Syaa.g_00994
OG0000760	Praz.g_00720	Syaa.g_00993
OG0000761	Praz.g_00719	Syaa.g_00992
OG0000762	Praz.g_00718	Syaa.g_00988
OG0000763	Praz.g_00716	Syaa.g_00986
OG0000764	Praz.g_00715	Syaa.g_00985
OG0000765	Praz.g_00706	Syaa.g_00968
OG0000766	Praz.g_00705	Syaa.g_00967
OG0000767	Praz.g_00703	Syaa.g_00965
OG0000768	Praz.g_00702	Syaa.g_00964
OG0000769	Praz.g_00700	Syaa.g_00962
OG0000770	Praz.g_00698	Syaa.g_00959
OG0000771	Praz.g_01936	Syaa.g_00866
OG0000772	Praz.g_01205	Syaa.g_01526
OG0000773	Praz.g_01189	Syaa.g_00749
OG0000774	Praz.g_01187	Syaa.g_00745
OG0000775	Praz.g_01185	Syaa.g_00742
OG0000776	Praz.g_01184	Syaa.g_00741
OG0000777	Praz.g_01183	Syaa.g_00740
OG0000778	Praz.g_01182	Syaa.g_00739
OG0000779	Praz.g_01178	Syaa.g_00733
OG0000780	Praz.g_01177	Syaa.g_00730
OG0000781	Praz.g_01174	Syaa.g_00726
OG0000782	Praz.g_01173	Syaa.g_00725
OG0000783	Praz.g_01172	Syaa.g_00724
OG0000784	Praz.g_01171	Syaa.g_00723
OG0000785	Praz.g_01169	Syaa.g_00721
OG0000786	Praz.g_01167	Syaa.g_01875
OG0000787	Praz.g_01166	Syaa.g_01876
OG0000788	Praz.g_01152	Syaa.g_01620
OG0000789	Praz.g_01149	Syaa.g_01434
OG0000790	Praz.g_01134	Syaa.g_02064
OG0000791	Praz.g_01132	Syaa.g_02066
OG0000792	Praz.g_01131	Syaa.g_02067
OG0000793	Praz.g_01128	Syaa.g_02072
OG0000794	Praz.g_01127	Syaa.g_02073
OG0000795	Praz.g_01126	Syaa.g_02074
OG0000796	Praz.g_01122	Syaa.g_02078
OG0000797	Praz.g_01121	Syaa.g_02079
OG0000798	Praz.g_01109	Syaa.g_00494
OG0000799	Praz.g_01059	Syaa.g_01743
OG0000800	Praz.g_01058	Syaa.g_01747
OG0000801	Praz.g_01057	Syaa.g_01748
OG0000802	Praz.g_01055	Syaa.g_01753
OG0000803	Praz.g_01053	Syaa.g_01758
OG0000804	Praz.g_01052	Syaa.g_01761
OG0000805	Praz.g_01050	Syaa.g_01763
OG0000806	Praz.g_01048	Syaa.g_01765
OG0000807	Praz.g_01047	Syaa.g_01767
OG0000808	Praz.g_01046	Syaa.g_01768
OG0000809	Praz.g_01043	Syaa.g_01771
OG0000810	Praz.g_01042	Syaa.g_01772
OG0000811	Praz.g_01038	Syaa.g_01778
OG0000812	Praz.g_01036	Syaa.g_01780
OG0000813	Praz.g_01035	Syaa.g_01781
OG0000814	Praz.g_01033	Syaa.g_01783
OG0000815	Praz.g_01032	Syaa.g_01784
OG0000816	Praz.g_01030	Syaa.g_01785
OG0000817	Praz.g_01029	Syaa.g_01786
OG0000818	Praz.g_01024	Syaa.g_01792
OG0000819	Praz.g_01023	Syaa.g_01793
OG0000820	Praz.g_01022	Syaa.g_01794
OG0000821	Praz.g_01018	Syaa.g_01800
OG0000822	Praz.g_01017	Syaa.g_01802
OG0000823	Praz.g_01016	Syaa.g_01803
OG0000824	Praz.g_01013	Syaa.g_01807
OG0000825	Praz.g_01012	Syaa.g_01808
OG0000826	Praz.g_01011	Syaa.g_01809
OG0000827	Praz.g_01010	Syaa.g_01810
OG0000828	Praz.g_01007	Syaa.g_01813
OG0000829	Praz.g_01006	Syaa.g_01814
OG0000830	Praz.g_01005	Syaa.g_01815
OG0000831	Praz.g_01003	Syaa.g_01817
OG0000832	Praz.g_00997	Syaa.g_00627
OG0000833	Praz.g_00989	Syaa.g_00611
OG0000834	Praz.g_00988	Syaa.g_00608
OG0000835	Praz.g_00987	Syaa.g_00607
OG0000836	Praz.g_00986	Syaa.g_00603
OG0000837	Praz.g_00985	Syaa.g_00601
OG0000838	Praz.g_00983	Syaa.g_00597
OG0000839	Praz.g_00982	Syaa.g_00596
OG0000840	Praz.g_00981	Syaa.g_00595
OG0000841	Praz.g_00980	Syaa.g_00594
OG0000842	Praz.g_00979	Syaa.g_00593
OG0000843	Praz.g_00978	Syaa.g_00592
OG0000844	Praz.g_00977	Syaa.g_00590
OG0000845	Praz.g_00976	Syaa.g_00589
OG0000846	Praz.g_00975	Syaa.g_00588
OG0000847	Praz.g_00974	Syaa.g_00587
OG0000848	Praz.g_00973	Syaa.g_00585
OG0000849	Praz.g_00972	Syaa.g_00584
OG0000850	Praz.g_00970	Syaa.g_00582
OG0000851	Praz.g_00969	Syaa.g_00577
OG0000852	Praz.g_00968	Syaa.g_00576
OG0000853	Praz.g_00964	Syaa.g_00572
OG0000854	Praz.g_00962	Syaa.g_00570
OG0000855	Praz.g_00961	Syaa.g_00569
OG0000856	Praz.g_00946	Syaa.g_01650
OG0000857	Praz.g_00918	Syaa.g_01188
OG0000858	Praz.g_00883	Syaa.g_00563
OG0000859	Praz.g_00882	Syaa.g_00562
OG0000860	Praz.g_00875	Syaa.g_00549
OG0000861	Praz.g_00874	Syaa.g_00548
OG0000862	Praz.g_00873	Syaa.g_00547
OG0000863	Praz.g_00871	Syaa.g_00543
OG0000864	Praz.g_00870	Syaa.g_00542
OG0000865	Praz.g_00869	Syaa.g_00541
OG0000866	Praz.g_00868	Syaa.g_00540
OG0000867	Praz.g_00867	Syaa.g_00539
OG0000868	Praz.g_00866	Syaa.g_00536
OG0000869	Praz.g_00862	Syaa.g_00531
OG0000870	Praz.g_00857	Syaa.g_00526
OG0000871	Praz.g_00856	Syaa.g_00525
OG0000872	Praz.g_00855	Syaa.g_00511
OG0000873	Praz.g_00852	Syaa.g_00497
OG0000874	Praz.g_00849	Syaa.g_00519
OG0000875	Praz.g_00848	Syaa.g_00438
OG0000876	Praz.g_00847	Syaa.g_00682
OG0000877	Praz.g_00845	Syaa.g_00679
OG0000878	Praz.g_00844	Syaa.g_00678
OG0000879	Praz.g_00843	Syaa.g_00677
OG0000880	Praz.g_00842	Syaa.g_00676
OG0000881	Praz.g_00838	Syaa.g_00671
OG0000882	Praz.g_00833	Syaa.g_00666
OG0000883	Praz.g_00831	Syaa.g_00661
OG0000884	Praz.g_00830	Syaa.g_00659
OG0000885	Praz.g_00829	Syaa.g_00658
OG0000886	Praz.g_00828	Syaa.g_00657
OG0000887	Praz.g_00827	Syaa.g_00656
OG0000888	Praz.g_00825	Syaa.g_00654
OG0000889	Praz.g_00823	Syaa.g_00652
OG0000890	Praz.g_00822	Syaa.g_00644
OG0000891	Praz.g_00821	Syaa.g_00643
OG0000892	Praz.g_00340	Syaa.g_00640
OG0000893	Praz.g_00335	Syaa.g_02352
OG0000894	Praz.g_00333	Syaa.g_02349
OG0000895	Praz.g_00330	Syaa.g_02345
OG0000896	Praz.g_00329	Syaa.g_02344
OG0000897	Praz.g_00327	Syaa.g_02342
OG0000898	Praz.g_00326	Syaa.g_02341
OG0000899	Praz.g_00325	Syaa.g_02340
OG0000900	Praz.g_00324	Syaa.g_02339
OG0000901	Praz.g_00321	Syaa.g_02334
OG0000902	Praz.g_00319	Syaa.g_02332
OG0000903	Praz.g_00316	Syaa.g_02313
OG0000904	Praz.g_00314	Syaa.g_02318
OG0000905	Praz.g_00309	Syaa.g_02324
OG0000906	Praz.g_00308	Syaa.g_02327
OG0000907	Praz.g_00305	Syaa.g_02295
OG0000908	Praz.g_00302	Syaa.g_02292
OG0000909	Praz.g_00301	Syaa.g_02291
OG0000910	Praz.g_00300	Syaa.g_02290
OG0000911	Praz.g_00298	Syaa.g_02288
OG0000912	Praz.g_00297	Syaa.g_02287
OG0000913	Praz.g_00296	Syaa.g_02286
OG0000914	Praz.g_00295	Syaa.g_02285
OG0000915	Praz.g_00294	Syaa.g_02283
OG0000916	Praz.g_00293	Syaa.g_02282
OG0000917	Praz.g_00292	Syaa.g_02281
OG0000918	Praz.g_00291	Syaa.g_02280
OG0000919	Praz.g_00290	Syaa.g_02279
OG0000920	Praz.g_00289	Syaa.g_02278
OG0000921	Praz.g_00288	Syaa.g_02277
OG0000922	Praz.g_00287	Syaa.g_02276
OG0000923	Praz.g_00283	Syaa.g_02272
OG0000924	Praz.g_00282	Syaa.g_02271
OG0000925	Praz.g_00281	Syaa.g_02270
OG0000926	Praz.g_00280	Syaa.g_02269
OG0000927	Praz.g_00278	Syaa.g_02267
OG0000928	Praz.g_00277	Syaa.g_02266
OG0000929	Praz.g_00276	Syaa.g_02265
OG0000930	Praz.g_00275	Syaa.g_02264
OG0000931	Praz.g_00274	Syaa.g_02263
OG0000932	Praz.g_00273	Syaa.g_02262
OG0000933	Praz.g_00269	Syaa.g_02256
OG0000934	Praz.g_00267	Syaa.g_02254
OG0000935	Praz.g_00266	Syaa.g_02253
OG0000936	Praz.g_00265	Syaa.g_02252
OG0000937	Praz.g_00264	Syaa.g_02251
OG0000938	Praz.g_00262	Syaa.g_02248
OG0000939	Praz.g_00261	Syaa.g_02247
OG0000940	Praz.g_00254	Syaa.g_02240
OG0000941	Praz.g_00252	Syaa.g_02238
OG0000942	Praz.g_00250	Syaa.g_02236
OG0000943	Praz.g_00249	Syaa.g_02235
OG0000944	Praz.g_00248	Syaa.g_02233
OG0000945	Praz.g_00247	Syaa.g_02231
OG0000946	Praz.g_00242	Syaa.g_02225
OG0000947	Praz.g_00240	Syaa.g_02222
OG0000948	Praz.g_00239	Syaa.g_02221
OG0000949	Praz.g_00236	Syaa.g_00172
OG0000950	Praz.g_00231	Syaa.g_00159
OG0000951	Praz.g_00227	Syaa.g_00153
OG0000952	Praz.g_00223	Syaa.g_00149
OG0000953	Praz.g_00220	Syaa.g_00143
OG0000954	Praz.g_00216	Syaa.g_00138
OG0000955	Praz.g_00215	Syaa.g_00137
OG0000956	Praz.g_00213	Syaa.g_00135
OG0000957	Praz.g_00207	Syaa.g_00125
OG0000958	Praz.g_00206	Syaa.g_00124
OG0000959	Praz.g_00202	Syaa.g_00120
OG0000960	Praz.g_00201	Syaa.g_00119
OG0000961	Praz.g_00199	Syaa.g_00106
OG0000962	Praz.g_00197	Syaa.g_00102
OG0000963	Praz.g_00193	Syaa.g_00097
OG0000964	Praz.g_00192	Syaa.g_00096
OG0000965	Praz.g_00191	Syaa.g_00095
OG0000966	Praz.g_00184	Syaa.g_00083
OG0000967	Praz.g_00179	Syaa.g_00074
OG0000968	Praz.g_00177	Syaa.g_00078
OG0000969	Praz.g_00176	Syaa.g_00077
OG0000970	Praz.g_00175	Syaa.g_00076
OG0000971	Praz.g_00174	Syaa.g_00069
OG0000972	Praz.g_00173	Syaa.g_00068
OG0000973	Praz.g_00172	Syaa.g_00067
OG0000974	Praz.g_00171	Syaa.g_00066
OG0000975	Praz.g_00170	Syaa.g_00065
OG0000976	Praz.g_00169	Syaa.g_00064
OG0000977	Praz.g_00168	Syaa.g_00062
OG0000978	Praz.g_00167	Syaa.g_00061
OG0000979	Praz.g_00164	Syaa.g_00058
OG0000980	Praz.g_00162	Syaa.g_00055
OG0000981	Praz.g_00160	Syaa.g_00052
OG0000982	Praz.g_00158	Syaa.g_02593
OG0000983	Praz.g_00157	Syaa.g_02594
OG0000984	Praz.g_00156	Syaa.g_02595
OG0000985	Praz.g_00153	Syaa.g_02597
OG0000986	Praz.g_00151	Syaa.g_02601
OG0000987	Praz.g_00150	Syaa.g_02603
OG0000988	Praz.g_00147	Syaa.g_02608
OG0000989	Praz.g_00143	Syaa.g_02616
OG0000990	Praz.g_00140	Syaa.g_02647
OG0000991	Praz.g_00139	Syaa.g_02650
OG0000992	Praz.g_00137	Syaa.g_02653
OG0000993	Praz.g_00136	Syaa.g_02654
OG0000994	Praz.g_00135	Syaa.g_02657
OG0000995	Praz.g_00131	Syaa.g_02662
OG0000996	Praz.g_00130	Syaa.g_02705
OG0000997	Praz.g_00129	Syaa.g_02725
OG0000998	Praz.g_00127	Syaa.g_02727
OG0000999	Praz.g_00126	Syaa.g_02728
OG0001000	Praz.g_00123	Syaa.g_02732
OG0001001	Praz.g_00121	Syaa.g_02738
OG0001002	Praz.g_00117	Syaa.g_02745
OG0001003	Praz.g_00357	Syaa.g_02747
OG0001004	Praz.g_00358	Syaa.g_02748
OG0001005	Praz.g_00359	Syaa.g_02749
OG0001006	Praz.g_00363	Syaa.g_02756
OG0001007	Praz.g_00365	Syaa.g_02758
OG0001008	Praz.g_01891	Syaa.g_00704
OG0001009	Praz.g_00392	Syaa.g_00034
OG0001010	Praz.g_00393	Syaa.g_00035
OG0001011	Praz.g_00394	Syaa.g_00037
OG0001012	Praz.g_00409	Syaa.g_02589
OG0001013	Praz.g_00414	Syaa.g_02576
OG0001014	Praz.g_00417	Syaa.g_02572
OG0001015	Praz.g_00418	Syaa.g_02571
OG0001016	Praz.g_00433	Syaa.g_00348
OG0001017	Praz.g_00437	Syaa.g_00342
OG0001018	Praz.g_00440	Syaa.g_00340
OG0001019	Praz.g_00449	Syaa.g_00323
OG0001020	Praz.g_00450	Syaa.g_02355
OG0001021	Praz.g_00451	Syaa.g_02359
OG0001022	Praz.g_00454	Syaa.g_02365
OG0001023	Praz.g_00455	Syaa.g_02366
OG0001024	Praz.g_00458	Syaa.g_02370
OG0001025	Praz.g_00464	Syaa.g_02377
OG0001026	Praz.g_00471	Syaa.g_02390
OG0001027	Praz.g_00472	Syaa.g_02397
OG0001028	Praz.g_00474	Syaa.g_02399
OG0001029	Praz.g_00475	Syaa.g_02401
OG0001030	Praz.g_00490	Syaa.g_02422
OG0001031	Praz.g_00546	Syaa.g_02500
OG0001032	Praz.g_00547	Syaa.g_02502
OG0001033	Praz.g_00568	Syaa.g_02539
OG0001034	Praz.g_00596	Syaa.g_02108
OG0001035	Praz.g_00614	Syaa.g_00298
OG0001036	Praz.g_00618	Syaa.g_00293
OG0001037	Praz.g_00619	Syaa.g_00291
OG0001038	Praz.g_00636	Syaa.g_00264
OG0001039	Praz.g_00639	Syaa.g_00261
OG0001040	Praz.g_00641	Syaa.g_00258
OG0001041	Praz.g_00645	Syaa.g_00253
OG0001042	Praz.g_00661	Syaa.g_00227
OG0001043	Praz.g_00662	Syaa.g_00223
OG0001044	Praz.g_00690	Syaa.g_02183
OG0001045	Praz.g_00344	Syaa.g_02170
OG0001046	Praz.g_00795	Syaa.g_01332
OG0001047	Praz.g_01889	Syaa.g_00706
OG0001048	Praz.g_01888	Syaa.g_00707
OG0001049	Praz.g_01886	Syaa.g_00710
OG0001050	Praz.g_01885	Syaa.g_00711
OG0001051	Praz.g_01884	Syaa.g_00712
OG0001052	Praz.g_01857	Syaa.g_01846
OG0001053	Praz.g_01845	Syaa.g_02048
OG0001054	Praz.g_01830	Syaa.g_02031
OG0001055	Praz.g_01811	Syaa.g_02010
OG0001056	Praz.g_01792	Syaa.g_01975
OG0001057	Praz.g_01787	Syaa.g_01966
OG0001058	Praz.g_01779	Syaa.g_01951
OG0001059	Praz.g_01775	Syaa.g_01947
OG0001060	Praz.g_01768	Syaa.g_01941
OG0001061	Praz.g_01755	Syaa.g_01919
OG0001062	Praz.g_01753	Syaa.g_01917
OG0001063	Praz.g_01751	Syaa.g_01912
OG0001064	Praz.g_01750	Syaa.g_01911
OG0001065	Praz.g_01749	Syaa.g_01910
OG0001066	Praz.g_01748	Syaa.g_01909
OG0001067	Praz.g_01747	Syaa.g_01908
OG0001068	Praz.g_01746	Syaa.g_01907
OG0001069	Praz.g_01745	Syaa.g_01906
OG0001070	Praz.g_01742	Syaa.g_01903
OG0001071	Praz.g_01741	Syaa.g_01902
OG0001072	Praz.g_01740	Syaa.g_01898
OG0001073	Praz.g_01726	Syaa.g_01884
OG0001074	Praz.g_01715	Syaa.g_01678
OG0001075	Praz.g_01714	Syaa.g_01676
OG0001076	Praz.g_01706	Syaa.g_01659
OG0001077	Praz.g_01702	Syaa.g_01647
OG0001078	Praz.g_01694	Syaa.g_01632
OG0001079	Praz.g_01683	Syaa.g_01619
OG0001080	Praz.g_01677	Syaa.g_01443
OG0001081	Praz.g_01675	Syaa.g_01056
OG0001082	Praz.g_01674	Syaa.g_01057
OG0001083	Praz.g_01669	Syaa.g_01064
OG0001084	Praz.g_01668	Syaa.g_01065
OG0001085	Praz.g_01660	Syaa.g_01075
OG0001086	Praz.g_01659	Syaa.g_01077
OG0001087	Praz.g_01642	Syaa.g_00920
OG0001088	Praz.g_01641	Syaa.g_00916
OG0001089	Praz.g_01633	Syaa.g_00890
OG0001090	Praz.g_01606	Syaa.g_01237
OG0001091	Praz.g_01604	Syaa.g_01239
OG0001092	Praz.g_01603	Syaa.g_01242
OG0001093	Praz.g_01598	Syaa.g_01248
OG0001094	Praz.g_01518	Syaa.g_01148
OG0001095	Praz.g_01499	Syaa.g_01185
OG0001096	Praz.g_01486	Syaa.g_01200
OG0001097	Praz.g_01467	Syaa.g_00828
OG0001098	Praz.g_01452	Syaa.g_01441
OG0001099	Praz.g_01420	Syaa.g_02400
OG0001100	Praz.g_01416	Syaa.g_01086
OG0001101	Praz.g_01414	Syaa.g_01088
OG0001102	Praz.g_01411	Syaa.g_01091
OG0001103	Praz.g_01409	Syaa.g_01093
OG0001104	Praz.g_01387	Syaa.g_01133
OG0001105	Praz.g_01383	Syaa.g_01137
OG0001106	Praz.g_01359	Syaa.g_01372
OG0001107	Praz.g_01352	Syaa.g_01359
OG0001108	Praz.g_01348	Syaa.g_01350
OG0001109	Praz.g_01347	Syaa.g_01349
OG0001110	Praz.g_01345	Syaa.g_01347
OG0001111	Praz.g_01344	Syaa.g_01345
OG0001112	Praz.g_01343	Syaa.g_01343
OG0001113	Praz.g_01342	Syaa.g_01342
OG0001114	Praz.g_01341	Syaa.g_01341
OG0001115	Praz.g_01339	Syaa.g_01337
