Orthogroup	Pram	Prae
OG0000588	Pram.g_00556	Prae.g_00592
OG0000589	Pram.g_00559	Prae.g_00595
OG0000590	Pram.g_00560	Prae.g_00596
OG0000591	Pram.g_00564	Prae.g_00599
OG0000592	Pram.g_00565	Prae.g_00600
OG0000593	Pram.g_01078	Prae.g_00606
OG0000594	Pram.g_01077	Prae.g_00607
OG0000595	Pram.g_01076	Prae.g_00608
OG0000596	Pram.g_01073	Prae.g_00612
OG0000597	Pram.g_01070	Prae.g_00614
OG0000598	Pram.g_01069	Prae.g_00615
OG0000599	Pram.g_01066	Prae.g_00618
OG0000600	Pram.g_01065	Prae.g_00619
OG0000601	Pram.g_01064	Prae.g_00620
OG0000602	Pram.g_01062	Prae.g_00622
OG0000603	Pram.g_01061	Prae.g_00623
OG0000604	Pram.g_01060	Prae.g_00624
OG0000605	Pram.g_01059	Prae.g_00625
OG0000606	Pram.g_01056	Prae.g_00628
OG0000607	Pram.g_01053	Prae.g_00631
OG0000608	Pram.g_01052	Prae.g_00632
OG0000609	Pram.g_01051	Prae.g_00633
OG0000610	Pram.g_01045	Prae.g_00638
OG0000611	Pram.g_01042	Prae.g_00641
OG0000612	Pram.g_01041	Prae.g_00642
OG0000613	Pram.g_00763	Prae.g_00647
OG0000614	Pram.g_00784	Prae.g_00666
OG0000615	Pram.g_00795	Prae.g_00674
OG0000616	Pram.g_01927	Prae.g_00678
OG0000617	Pram.g_01024	Prae.g_00717
OG0000618	Pram.g_01023	Prae.g_00718
OG0000619	Pram.g_01022	Prae.g_00719
OG0000620	Pram.g_01019	Prae.g_00722
OG0000621	Pram.g_01018	Prae.g_00723
OG0000622	Pram.g_01017	Prae.g_00724
OG0000623	Pram.g_01016	Prae.g_00725
OG0000624	Pram.g_01014	Prae.g_00726
OG0000625	Pram.g_01013	Prae.g_00727
OG0000626	Pram.g_01012	Prae.g_00728
OG0000627	Pram.g_01011	Prae.g_00729
OG0000628	Pram.g_01010	Prae.g_00730
OG0000629	Pram.g_01008	Prae.g_00731
OG0000630	Pram.g_01005	Prae.g_00734
OG0000631	Pram.g_00913	Prae.g_00797
OG0000632	Pram.g_00914	Prae.g_00798
OG0000633	Pram.g_00915	Prae.g_00799
OG0000634	Pram.g_00805	Prae.g_00802
OG0000635	Pram.g_00806	Prae.g_00803
OG0000636	Pram.g_00808	Prae.g_00805
OG0000637	Pram.g_00810	Prae.g_00807
OG0000638	Pram.g_00811	Prae.g_00808
OG0000639	Pram.g_00812	Prae.g_00809
OG0000640	Pram.g_00813	Prae.g_00810
OG0000641	Pram.g_00817	Prae.g_00814
OG0000642	Pram.g_00818	Prae.g_00815
OG0000643	Pram.g_00819	Prae.g_00816
OG0000644	Pram.g_00820	Prae.g_00817
OG0000645	Pram.g_00821	Prae.g_00818
OG0000646	Pram.g_00823	Prae.g_00820
OG0000647	Pram.g_00825	Prae.g_00821
OG0000648	Pram.g_00827	Prae.g_00823
OG0000649	Pram.g_00828	Prae.g_00824
OG0000650	Pram.g_00829	Prae.g_00825
OG0000651	Pram.g_00830	Prae.g_00826
OG0000652	Pram.g_00831	Prae.g_00827
OG0000653	Pram.g_00833	Prae.g_00829
OG0000654	Pram.g_00834	Prae.g_00830
OG0000655	Pram.g_00835	Prae.g_00831
OG0000656	Pram.g_00838	Prae.g_00834
OG0000657	Pram.g_00845	Prae.g_00841
OG0000658	Pram.g_00847	Prae.g_00842
OG0000659	Pram.g_00848	Prae.g_00843
OG0000660	Pram.g_00852	Prae.g_00847
OG0000661	Pram.g_00854	Prae.g_00849
OG0000662	Pram.g_00857	Prae.g_00851
OG0000663	Pram.g_00859	Prae.g_00853
OG0000664	Pram.g_00860	Prae.g_00854
OG0000665	Pram.g_00866	Prae.g_00858
OG0000666	Pram.g_00867	Prae.g_00859
OG0000667	Pram.g_00872	Prae.g_00863
OG0000668	Pram.g_00713	Prae.g_00892
OG0000669	Pram.g_00724	Prae.g_00900
OG0000670	Pram.g_00727	Prae.g_00902
OG0000671	Pram.g_00729	Prae.g_00904
OG0000672	Pram.g_00732	Prae.g_00906
OG0000673	Pram.g_00735	Prae.g_00909
OG0000674	Pram.g_00737	Prae.g_00911
OG0000675	Pram.g_00738	Prae.g_00912
OG0000676	Pram.g_00740	Prae.g_00914
OG0000677	Pram.g_00741	Prae.g_00915
OG0000678	Pram.g_00743	Prae.g_00917
OG0000679	Pram.g_00747	Prae.g_00921
OG0000680	Pram.g_00748	Prae.g_00922
OG0000681	Pram.g_00751	Prae.g_00924
OG0000682	Pram.g_00752	Prae.g_00925
OG0000683	Pram.g_00753	Prae.g_00926
OG0000684	Pram.g_00754	Prae.g_00927
OG0000685	Pram.g_00756	Prae.g_00929
OG0000686	Pram.g_00757	Prae.g_00930
OG0000687	Pram.g_00758	Prae.g_00931
OG0000688	Pram.g_01036	Prae.g_00934
OG0000689	Pram.g_01035	Prae.g_00935
OG0000690	Pram.g_01034	Prae.g_00936
OG0000691	Pram.g_01033	Prae.g_00937
OG0000692	Pram.g_01031	Prae.g_00938
OG0000693	Pram.g_01030	Prae.g_00939
OG0000694	Pram.g_01029	Prae.g_00940
OG0000695	Pram.g_00917	Prae.g_00942
OG0000696	Pram.g_00918	Prae.g_00943
OG0000697	Pram.g_00919	Prae.g_00944
OG0000698	Pram.g_00922	Prae.g_00947
OG0000699	Pram.g_00923	Prae.g_00948
OG0000700	Pram.g_00924	Prae.g_00949
OG0000701	Pram.g_00925	Prae.g_00950
OG0000702	Pram.g_00927	Prae.g_00952
OG0000703	Pram.g_00928	Prae.g_00953
OG0000704	Pram.g_00930	Prae.g_00954
OG0000705	Pram.g_00936	Prae.g_00958
OG0000706	Pram.g_00937	Prae.g_00959
OG0000707	Pram.g_00938	Prae.g_00960
OG0000708	Pram.g_00940	Prae.g_00961
OG0000709	Pram.g_00944	Prae.g_00965
OG0000710	Pram.g_00947	Prae.g_00968
OG0000711	Pram.g_00963	Prae.g_00985
OG0000712	Pram.g_00964	Prae.g_00987
OG0000713	Pram.g_00965	Prae.g_00988
OG0000714	Pram.g_00966	Prae.g_00989
OG0000715	Pram.g_00968	Prae.g_00991
OG0000716	Pram.g_00970	Prae.g_00993
OG0000717	Pram.g_00971	Prae.g_00994
OG0000718	Pram.g_00973	Prae.g_01009
OG0000719	Pram.g_00975	Prae.g_01011
OG0000720	Pram.g_00986	Prae.g_01020
OG0000721	Pram.g_00990	Prae.g_01022
OG0000722	Pram.g_00991	Prae.g_01023
OG0000723	Pram.g_00995	Prae.g_01026
OG0000724	Pram.g_00893	Prae.g_01035
OG0000725	Pram.g_00887	Prae.g_01041
OG0000726	Pram.g_00886	Prae.g_01042
OG0000727	Pram.g_00885	Prae.g_01043
OG0000728	Pram.g_00883	Prae.g_01045
OG0000729	Pram.g_01208	Prae.g_01092
OG0000730	Pram.g_01182	Prae.g_01096
OG0000731	Pram.g_00335	Prae.g_01100
OG0000733	Pram.g_01547	Prae.g_01131
OG0000734	Pram.g_01156	Prae.g_01148
OG0000735	Pram.g_01154	Prae.g_01150
OG0000736	Pram.g_01153	Prae.g_01151
OG0000737	Pram.g_01152	Prae.g_01152
OG0000738	Pram.g_01148	Prae.g_01156
OG0000739	Pram.g_01147	Prae.g_01157
OG0000740	Pram.g_01146	Prae.g_01158
OG0000741	Pram.g_01144	Prae.g_01159
OG0000742	Pram.g_01141	Prae.g_01162
OG0000743	Pram.g_01139	Prae.g_01164
OG0000744	Pram.g_01137	Prae.g_01165
OG0000745	Pram.g_01136	Prae.g_01166
OG0000746	Pram.g_01134	Prae.g_01168
OG0000747	Pram.g_01133	Prae.g_01169
OG0000748	Pram.g_01129	Prae.g_01172
OG0000749	Pram.g_01128	Prae.g_01173
OG0000750	Pram.g_01127	Prae.g_01174
OG0000751	Pram.g_01124	Prae.g_01176
OG0000752	Pram.g_01122	Prae.g_01178
OG0000753	Pram.g_01119	Prae.g_01181
OG0000754	Pram.g_01117	Prae.g_01184
OG0000755	Pram.g_01111	Prae.g_01187
OG0000756	Pram.g_01110	Prae.g_01188
OG0000757	Pram.g_01103	Prae.g_01194
OG0000758	Pram.g_01102	Prae.g_01195
OG0000759	Pram.g_01101	Prae.g_01196
OG0000760	Pram.g_01100	Prae.g_01197
OG0000761	Pram.g_01099	Prae.g_01198
OG0000762	Pram.g_01098	Prae.g_01199
OG0000763	Pram.g_01096	Prae.g_01201
OG0000764	Pram.g_01095	Prae.g_01202
OG0000765	Pram.g_01087	Prae.g_01211
OG0000766	Pram.g_01086	Prae.g_01212
OG0000767	Pram.g_01084	Prae.g_01214
OG0000768	Pram.g_01083	Prae.g_01215
OG0000769	Pram.g_01081	Prae.g_01217
OG0000770	Pram.g_00570	Prae.g_01219
OG0000771	Pram.g_01254	Prae.g_01434
OG0000772	Pram.g_01569	Prae.g_01293
OG0000773	Pram.g_01221	Prae.g_01319
OG0000774	Pram.g_01223	Prae.g_01321
OG0000775	Pram.g_01225	Prae.g_01324
OG0000776	Pram.g_01226	Prae.g_01325
OG0000777	Pram.g_01227	Prae.g_01326
OG0000778	Pram.g_01228	Prae.g_01327
OG0000779	Pram.g_01232	Prae.g_01331
OG0000780	Pram.g_01233	Prae.g_01332
OG0000781	Pram.g_01236	Prae.g_01335
OG0000782	Pram.g_01237	Prae.g_01336
OG0000783	Pram.g_01238	Prae.g_01337
OG0000784	Pram.g_01239	Prae.g_01338
OG0000785	Pram.g_01241	Prae.g_01340
OG0000786	Pram.g_01244	Prae.g_01342
OG0000787	Pram.g_01245	Prae.g_01343
OG0000788	Pram.g_01271	Prae.g_01355
OG0000789	Pram.g_01281	Prae.g_01358
OG0000790	Pram.g_01463	Prae.g_01373
OG0000791	Pram.g_01461	Prae.g_01375
OG0000792	Pram.g_01460	Prae.g_01376
OG0000793	Pram.g_01456	Prae.g_01379
OG0000794	Pram.g_01455	Prae.g_01380
OG0000795	Pram.g_01454	Prae.g_01381
OG0000796	Pram.g_01450	Prae.g_01385
OG0000797	Pram.g_01449	Prae.g_01386
OG0000798	Pram.g_01444, Pram.g_01415	Prae.g_01420
OG0000799	Pram.g_01398	Prae.g_01441
OG0000800	Pram.g_01397	Prae.g_01442
OG0000801	Pram.g_01396	Prae.g_01443
OG0000802	Pram.g_01394	Prae.g_01445
OG0000803	Pram.g_01392	Prae.g_01447
OG0000804	Pram.g_01391	Prae.g_01448
OG0000805	Pram.g_01389	Prae.g_01450
OG0000806	Pram.g_01387	Prae.g_01452
OG0000807	Pram.g_01386	Prae.g_01453
OG0000808	Pram.g_01385	Prae.g_01454
OG0000809	Pram.g_01383	Prae.g_01457
OG0000810	Pram.g_01382	Prae.g_01458
OG0000811	Pram.g_01375	Prae.g_01462
OG0000812	Pram.g_01373	Prae.g_01464
OG0000813	Pram.g_01372	Prae.g_01465
OG0000814	Pram.g_01370	Prae.g_01467
OG0000815	Pram.g_01369	Prae.g_01468
OG0000816	Pram.g_01367	Prae.g_01470
OG0000817	Pram.g_01366	Prae.g_01471
OG0000818	Pram.g_01361	Prae.g_01476
OG0000819	Pram.g_01360	Prae.g_01477
OG0000820	Pram.g_01359	Prae.g_01478
OG0000821	Pram.g_01355	Prae.g_01482
OG0000822	Pram.g_01354	Prae.g_01483
OG0000823	Pram.g_01353	Prae.g_01484
OG0000824	Pram.g_01350	Prae.g_01487
OG0000825	Pram.g_01349	Prae.g_01488
OG0000826	Pram.g_01348	Prae.g_01489
OG0000827	Pram.g_01347	Prae.g_01490
OG0000828	Pram.g_01344	Prae.g_01493
OG0000829	Pram.g_01343	Prae.g_01494
OG0000830	Pram.g_01342	Prae.g_01495
OG0000831	Pram.g_01340	Prae.g_01497
OG0000832	Pram.g_01330	Prae.g_01503
OG0000833	Pram.g_01321	Prae.g_01511
OG0000834	Pram.g_01320	Prae.g_01512
OG0000835	Pram.g_01319	Prae.g_01513
OG0000836	Pram.g_01318	Prae.g_01514
OG0000837	Pram.g_01317	Prae.g_01515
OG0000838	Pram.g_01314	Prae.g_01517
OG0000839	Pram.g_01313	Prae.g_01518
OG0000840	Pram.g_01312	Prae.g_01519
OG0000841	Pram.g_01311	Prae.g_01520
OG0000842	Pram.g_01310	Prae.g_01521
OG0000843	Pram.g_01309	Prae.g_01522
OG0000844	Pram.g_01308	Prae.g_01523
OG0000845	Pram.g_01307	Prae.g_01524
OG0000846	Pram.g_01306	Prae.g_01525
OG0000847	Pram.g_01305	Prae.g_01526
OG0000848	Pram.g_01304	Prae.g_01527
OG0000849	Pram.g_01303	Prae.g_01528
OG0000850	Pram.g_01301	Prae.g_01530
OG0000851	Pram.g_01300	Prae.g_01531
OG0000852	Pram.g_01299	Prae.g_01532
OG0000853	Pram.g_01294	Prae.g_01536
OG0000854	Pram.g_01292	Prae.g_01538
OG0000855	Pram.g_01291	Prae.g_01539
OG0000856	Pram.g_00567	Prae.g_01554
OG0000857	Pram.g_00824	Prae.g_01582
OG0000858	Pram.g_01625	Prae.g_01617
OG0000859	Pram.g_01626	Prae.g_01618
OG0000860	Pram.g_01634	Prae.g_01625
OG0000861	Pram.g_01635	Prae.g_01626
OG0000862	Pram.g_01636	Prae.g_01627
OG0000863	Pram.g_01638	Prae.g_01629
OG0000864	Pram.g_01639	Prae.g_01630
OG0000865	Pram.g_01640	Prae.g_01631
OG0000866	Pram.g_01641	Prae.g_01632
OG0000867	Pram.g_01642	Prae.g_01633
OG0000868	Pram.g_01644	Prae.g_01634
OG0000869	Pram.g_01647	Prae.g_01638
OG0000870	Pram.g_01652	Prae.g_01643
OG0000871	Pram.g_01653	Prae.g_01644
OG0000872	Pram.g_01654	Prae.g_01645
OG0000873	Pram.g_01657	Prae.g_01648
OG0000874	Pram.g_01660	Prae.g_01651
OG0000875	Pram.g_01662	Prae.g_01652
OG0000876	Pram.g_01663	Prae.g_01653
OG0000877	Pram.g_01665	Prae.g_01655
OG0000878	Pram.g_01666	Prae.g_01656
OG0000879	Pram.g_01667	Prae.g_01657
OG0000880	Pram.g_01668	Prae.g_01658
OG0000881	Pram.g_01672	Prae.g_01662
OG0000882	Pram.g_01677	Prae.g_01667
OG0000883	Pram.g_01679	Prae.g_01668
OG0000884	Pram.g_01681	Prae.g_01670
OG0000885	Pram.g_01682	Prae.g_01671
OG0000886	Pram.g_01683	Prae.g_01672
OG0000887	Pram.g_01684	Prae.g_01673
OG0000888	Pram.g_01686	Prae.g_01675
OG0000889	Pram.g_01688	Prae.g_01677
OG0000890	Pram.g_01689	Prae.g_01678
OG0000891	Pram.g_01690	Prae.g_01679
OG0000892	Pram.g_01691	Prae.g_01681
OG0000893	Pram.g_01695	Prae.g_01686
OG0000894	Pram.g_01698	Prae.g_01688
OG0000895	Pram.g_01702	Prae.g_01691
OG0000896	Pram.g_01703	Prae.g_01692
OG0000897	Pram.g_01705	Prae.g_01694
OG0000898	Pram.g_01706	Prae.g_01695
OG0000899	Pram.g_01707	Prae.g_01696
OG0000900	Pram.g_01708	Prae.g_01697
OG0000901	Pram.g_01711	Prae.g_01700
OG0000902	Pram.g_01713	Prae.g_01702
OG0000903	Pram.g_01717	Prae.g_01705
OG0000904	Pram.g_01722	Prae.g_01707
OG0000905	Pram.g_01715	Prae.g_01712
OG0000906	Pram.g_01714	Prae.g_01713
OG0000907	Pram.g_01727	Prae.g_01716
OG0000908	Pram.g_01730	Prae.g_01719
OG0000909	Pram.g_01731	Prae.g_01720
OG0000910	Pram.g_01732	Prae.g_01721
OG0000911	Pram.g_01734	Prae.g_01723
OG0000912	Pram.g_01735	Prae.g_01724
OG0000913	Pram.g_01736	Prae.g_01725
OG0000914	Pram.g_01737	Prae.g_01726
OG0000915	Pram.g_01738	Prae.g_01727
OG0000916	Pram.g_01739	Prae.g_01728
OG0000917	Pram.g_01740	Prae.g_01729
OG0000918	Pram.g_01741	Prae.g_01730
OG0000919	Pram.g_01742	Prae.g_01731
OG0000920	Pram.g_01743	Prae.g_01732
OG0000921	Pram.g_01744	Prae.g_01733
OG0000922	Pram.g_01745	Prae.g_01734
OG0000923	Pram.g_01749	Prae.g_01738
OG0000924	Pram.g_01750	Prae.g_01739
OG0000925	Pram.g_01751	Prae.g_01740
OG0000926	Pram.g_01752	Prae.g_01741
OG0000927	Pram.g_01754	Prae.g_01743
OG0000928	Pram.g_01755	Prae.g_01744
OG0000929	Pram.g_01756	Prae.g_01745
OG0000930	Pram.g_01757	Prae.g_01746
OG0000931	Pram.g_01758	Prae.g_01747
OG0000932	Pram.g_01759	Prae.g_01748
OG0000933	Pram.g_01763	Prae.g_01752
OG0000934	Pram.g_01765	Prae.g_01754
OG0000935	Pram.g_01766	Prae.g_01755
OG0000936	Pram.g_01767	Prae.g_01756
OG0000937	Pram.g_01768	Prae.g_01757
OG0000938	Pram.g_01771	Prae.g_01759
OG0000939	Pram.g_01772	Prae.g_01760
OG0000940	Pram.g_01779	Prae.g_01768
OG0000941	Pram.g_01781	Prae.g_01770
OG0000942	Pram.g_01783	Prae.g_01772
OG0000943	Pram.g_01784	Prae.g_01773
OG0000944	Pram.g_01786	Prae.g_01774
OG0000945	Pram.g_01787	Prae.g_01775
OG0000946	Pram.g_01793	Prae.g_01779
OG0000947	Pram.g_01795	Prae.g_01781
OG0000948	Pram.g_01796	Prae.g_01782
OG0000949	Pram.g_01799	Prae.g_01785
OG0000950	Pram.g_01806	Prae.g_01790
OG0000951	Pram.g_01810	Prae.g_01794
OG0000952	Pram.g_01814	Prae.g_01798
OG0000953	Pram.g_01818	Prae.g_01801
OG0000954	Pram.g_01822	Prae.g_01805
OG0000955	Pram.g_01823	Prae.g_01806
OG0000956	Pram.g_01825	Prae.g_01808
OG0000957	Pram.g_01831	Prae.g_01813
OG0000958	Pram.g_01832	Prae.g_01814
OG0000959	Pram.g_01836	Prae.g_01818
OG0000960	Pram.g_01837	Prae.g_01819
OG0000961	Pram.g_01840	Prae.g_01821
OG0000962	Pram.g_01842	Prae.g_01823
OG0000963	Pram.g_01846	Prae.g_01827
OG0000964	Pram.g_01847	Prae.g_01828
OG0000965	Pram.g_01848	Prae.g_01829
OG0000966	Pram.g_01854	Prae.g_01836
OG0000967	Pram.g_01858	Prae.g_01840
OG0000968	Pram.g_01860	Prae.g_01842
OG0000969	Pram.g_01861	Prae.g_01843
OG0000970	Pram.g_01862	Prae.g_01844
OG0000971	Pram.g_01863	Prae.g_01845
OG0000972	Pram.g_01864	Prae.g_01846
OG0000973	Pram.g_01865	Prae.g_01847
OG0000974	Pram.g_01866	Prae.g_01848
OG0000975	Pram.g_01867	Prae.g_01849
OG0000976	Pram.g_01868	Prae.g_01850
OG0000977	Pram.g_01869	Prae.g_01851
OG0000978	Pram.g_01870	Prae.g_01852
OG0000979	Pram.g_01873	Prae.g_01855
OG0000980	Pram.g_01875	Prae.g_01857
OG0000981	Pram.g_01878	Prae.g_01859
OG0000982	Pram.g_01880	Prae.g_01861
OG0000983	Pram.g_01881	Prae.g_01862
OG0000984	Pram.g_01882	Prae.g_01863
OG0000985	Pram.g_01885	Prae.g_01866
OG0000986	Pram.g_01887	Prae.g_01868
OG0000987	Pram.g_01888	Prae.g_01869
OG0000988	Pram.g_01891	Prae.g_01872
OG0000989	Pram.g_01895	Prae.g_01876
OG0000990	Pram.g_01900	Prae.g_01879
OG0000991	Pram.g_01901	Prae.g_01880
OG0000992	Pram.g_01904	Prae.g_01882
OG0000993	Pram.g_01905	Prae.g_01883
OG0000994	Pram.g_01906	Prae.g_01884
OG0000995	Pram.g_01910	Prae.g_01888
OG0000996	Pram.g_01911	Prae.g_01889
OG0000997	Pram.g_01913	Prae.g_01890
OG0000998	Pram.g_01915	Prae.g_01892
OG0000999	Pram.g_01916	Prae.g_01893
OG0001000	Pram.g_01919	Prae.g_01896
OG0001001	Pram.g_01924	Prae.g_01898
OG0001002	Pram.g_01929	Prae.g_01902
OG0001003	Pram.g_01930	Prae.g_01903
OG0001004	Pram.g_01931	Prae.g_01904
OG0001005	Pram.g_01932	Prae.g_01905
OG0001006	Pram.g_01936	Prae.g_01909
OG0001007	Pram.g_01938	Prae.g_01911
OG0001008	Pram.g_00372	Prae.g_00411
OG0001009	Pram.g_00014	Prae.g_00027
OG0001010	Pram.g_00015	Prae.g_00028
OG0001011	Pram.g_00016	Prae.g_00029
OG0001012	Pram.g_00028	Prae.g_00045
OG0001013	Pram.g_00035	Prae.g_00050
OG0001014	Pram.g_00038	Prae.g_00053
OG0001015	Pram.g_00039	Prae.g_00054
OG0001016	Pram.g_00058	Prae.g_00073
OG0001017	Pram.g_00062	Prae.g_00077
OG0001018	Pram.g_00064	Prae.g_00080
OG0001019	Pram.g_00073	Prae.g_00089
OG0001020	Pram.g_00074	Prae.g_00090
OG0001021	Pram.g_00075	Prae.g_00091
OG0001022	Pram.g_00078	Prae.g_00094
OG0001023	Pram.g_00079	Prae.g_00095
OG0001024	Pram.g_00082	Prae.g_00098
OG0001025	Pram.g_00089	Prae.g_00104
OG0001026	Pram.g_00097	Prae.g_00110
OG0001027	Pram.g_00098	Prae.g_00111
OG0001028	Pram.g_00100	Prae.g_00113
OG0001029	Pram.g_00101	Prae.g_00115
OG0001030	Pram.g_00117	Prae.g_00130
OG0001031	Pram.g_00171	Prae.g_00189
OG0001032	Pram.g_00172	Prae.g_00190
OG0001033	Pram.g_00193	Prae.g_00211
OG0001034	Pram.g_00223	Prae.g_00239
OG0001035	Pram.g_00243	Prae.g_00257
OG0001036	Pram.g_00247	Prae.g_00262
OG0001037	Pram.g_00248	Prae.g_00263
OG0001038	Pram.g_00266	Prae.g_00279
OG0001039	Pram.g_00269	Prae.g_00282
OG0001040	Pram.g_00271	Prae.g_00284
OG0001041	Pram.g_00276	Prae.g_00288
OG0001042	Pram.g_00293	Prae.g_00305
OG0001043	Pram.g_00294	Prae.g_00306
OG0001044	Pram.g_00327	Prae.g_00334
OG0001045	Pram.g_00337	Prae.g_00342
OG0001046	Pram.g_01537	Prae.g_00379
OG0001047	Pram.g_00374	Prae.g_00413
OG0001048	Pram.g_00375	Prae.g_00414
OG0001049	Pram.g_00377	Prae.g_00416
OG0001050	Pram.g_00378	Prae.g_00417
OG0001051	Pram.g_00379	Prae.g_00418
OG0001052	Pram.g_00407	Prae.g_00445
OG0001053	Pram.g_00419	Prae.g_00457
OG0001054	Pram.g_00434	Prae.g_00472
OG0001055	Pram.g_00454	Prae.g_00491
OG0001056	Pram.g_00474	Prae.g_00511
OG0001057	Pram.g_00478	Prae.g_00516
OG0001058	Pram.g_00486	Prae.g_00524
OG0001059	Pram.g_00490	Prae.g_00528
OG0001060	Pram.g_00497	Prae.g_00535
OG0001061	Pram.g_00512	Prae.g_00548
OG0001062	Pram.g_00514	Prae.g_00550
OG0001063	Pram.g_00516	Prae.g_00552
OG0001064	Pram.g_00517	Prae.g_00553
OG0001065	Pram.g_00518	Prae.g_00554
OG0001066	Pram.g_00519	Prae.g_00555
OG0001067	Pram.g_00520	Prae.g_00556
OG0001068	Pram.g_00521	Prae.g_00557
OG0001069	Pram.g_00522	Prae.g_00558
OG0001070	Pram.g_00524	Prae.g_00561
OG0001071	Pram.g_00525	Prae.g_00562
OG0001072	Pram.g_00527	Prae.g_00564
OG0001073	Pram.g_00541	Prae.g_00578
OG0001074	Pram.g_00553	Prae.g_00589
OG0001075	Pram.g_00554	Prae.g_00590
OG0001076	Pram.g_00562	Prae.g_00598
OG0001077	Pram.g_00568	Prae.g_00602
OG0001078	Pram.g_01074	Prae.g_00610
OG0001079	Pram.g_01063	Prae.g_00621
OG0001080	Pram.g_01057	Prae.g_00627
OG0001081	Pram.g_01055	Prae.g_00629
OG0001082	Pram.g_01054	Prae.g_00630
OG0001083	Pram.g_01049	Prae.g_00635
OG0001084	Pram.g_01048	Prae.g_00636
OG0001085	Pram.g_00760	Prae.g_00644
OG0001086	Pram.g_00761	Prae.g_00645
OG0001087	Pram.g_00779	Prae.g_00662
OG0001088	Pram.g_00780	Prae.g_00663
OG0001089	Pram.g_00791	Prae.g_00671
OG0001090	Pram.g_00802	Prae.g_00712
OG0001091	Pram.g_01027	Prae.g_00714
OG0001092	Pram.g_01026	Prae.g_00715
OG0001093	Pram.g_01021	Prae.g_00720
OG0001094	Pram.g_01028	Prae.g_00800
OG0001095	Pram.g_00822	Prae.g_00819
OG0001096	Pram.g_00836	Prae.g_00832
OG0001097	Pram.g_00855	Prae.g_00850
OG0001098	Pram.g_00876	Prae.g_00865
OG0001099	Pram.g_00717	Prae.g_00897
OG0001100	Pram.g_00726	Prae.g_00901
OG0001101	Pram.g_00728	Prae.g_00903
OG0001102	Pram.g_00731	Prae.g_00905
OG0001103	Pram.g_00733	Prae.g_00907
OG0001104	Pram.g_00755	Prae.g_00928
OG0001105	Pram.g_00759	Prae.g_00932
OG0001106	Pram.g_00931	Prae.g_00955
OG0001107	Pram.g_00941	Prae.g_00962
OG0001108	Pram.g_00945	Prae.g_00966
OG0001109	Pram.g_00946	Prae.g_00967
OG0001110	Pram.g_00948	Prae.g_00969
OG0001111	Pram.g_00949	Prae.g_00970
OG0001112	Pram.g_00950	Prae.g_00971
OG0001113	Pram.g_00951	Prae.g_00972
OG0001114	Pram.g_00952	Prae.g_00973
OG0001115	Pram.g_00954	Prae.g_00975
OG0001116	Pram.g_00955	Prae.g_00976
OG0001117	Pram.g_00956	Prae.g_00977
OG0001118	Pram.g_00957	Prae.g_00978
OG0001119	Pram.g_00958	Prae.g_00979
OG0001120	Pram.g_00959	Prae.g_00981
OG0001122	Pram.g_00976	Prae.g_01012
OG0001123	Pram.g_00981	Prae.g_01016
OG0001124	Pram.g_00983	Prae.g_01018
OG0001125	Pram.g_00985	Prae.g_01019
OG0001126	Pram.g_00899	Prae.g_01029
OG0001127	Pram.g_00898	Prae.g_01030
OG0001128	Pram.g_00896	Prae.g_01032
OG0001129	Pram.g_00895	Prae.g_01033
OG0001130	Pram.g_00894	Prae.g_01034
OG0001131	Pram.g_00356	Prae.g_01072
OG0001132	Pram.g_00683	Prae.g_01081
OG0001133	Pram.g_01469	Prae.g_01115
OG0001134	Pram.g_01546	Prae.g_01130
OG0001135	Pram.g_01549	Prae.g_01133
OG0001136	Pram.g_01143	Prae.g_01160
OG0001137	Pram.g_01130	Prae.g_01171
OG0001138	Pram.g_01109	Prae.g_01189
OG0001139	Pram.g_01107	Prae.g_01190
OG0001140	Pram.g_01106	Prae.g_01191
OG0001141	Pram.g_01105	Prae.g_01192
OG0001142	Pram.g_01104	Prae.g_01193
OG0001143	Pram.g_01097	Prae.g_01200
OG0001144	Pram.g_01092	Prae.g_01205
OG0001145	Pram.g_01222	Prae.g_01320
OG0001146	Pram.g_01234	Prae.g_01333
OG0001147	Pram.g_01475	Prae.g_01354
OG0001148	Pram.g_01466	Prae.g_01370
OG0001149	Pram.g_01465	Prae.g_01371
OG0001150	Pram.g_01464	Prae.g_01372
OG0001151	Pram.g_01452	Prae.g_01383
OG0001152	Pram.g_01451	Prae.g_01384
OG0001153	Pram.g_01346	Prae.g_01491
OG0001154	Pram.g_01345	Prae.g_01492
OG0001155	Pram.g_01328	Prae.g_01504
OG0001156	Pram.g_01325	Prae.g_01507
OG0001157	Pram.g_01324	Prae.g_01508
OG0001158	Pram.g_01323	Prae.g_01509
OG0001159	Pram.g_01322	Prae.g_01510
OG0001160	Pram.g_01296	Prae.g_01534
OG0001161	Pram.g_01577	Prae.g_01547
OG0001162	Pram.g_01590	Prae.g_01558
OG0001163	Pram.g_01624	Prae.g_01615
OG0001164	Pram.g_01627	Prae.g_01619
OG0001165	Pram.g_01630	Prae.g_01622
OG0001166	Pram.g_01651	Prae.g_01642
OG0001167	Pram.g_01669	Prae.g_01659
OG0001168	Pram.g_01671	Prae.g_01661
OG0001169	Pram.g_01673	Prae.g_01663
OG0001170	Pram.g_01675	Prae.g_01665
OG0001171	Pram.g_01685	Prae.g_01674
