Orthogroup	Pram	Syaj
OG0000554	Pram.g_00472	Syaj.g_00145
OG0000555	Pram.g_00479	Syaj.g_00163
OG0000556	Pram.g_00481	Syaj.g_00167
OG0000557	Pram.g_00482	Syaj.g_00178
OG0000558	Pram.g_00484	Syaj.g_00181
OG0000559	Pram.g_00488	Syaj.g_00185
OG0000560	Pram.g_00491	Syaj.g_00188
OG0000561	Pram.g_00492	Syaj.g_00189
OG0000562	Pram.g_00493	Syaj.g_00190
OG0000563	Pram.g_00494	Syaj.g_00191
OG0000564	Pram.g_00495	Syaj.g_00192
OG0000565	Pram.g_00498	Syaj.g_00195
OG0000566	Pram.g_00502	Syaj.g_00199
OG0000567	Pram.g_00506	Syaj.g_00203
OG0000568	Pram.g_00507	Syaj.g_00207
OG0000569	Pram.g_00508	Syaj.g_00208
OG0000570	Pram.g_00509	Syaj.g_00209
OG0000571	Pram.g_00511	Syaj.g_00213
OG0000572	Pram.g_00523	Syaj.g_00230
OG0000573	Pram.g_00529	Syaj.g_00238
OG0000574	Pram.g_00530	Syaj.g_00242
OG0000575	Pram.g_00534	Syaj.g_00247
OG0000576	Pram.g_00536	Syaj.g_00249
OG0000577	Pram.g_00537	Syaj.g_00250
OG0000578	Pram.g_00538	Syaj.g_00251
OG0000579	Pram.g_00539	Syaj.g_00252
OG0000580	Pram.g_00540	Syaj.g_00253
OG0000581	Pram.g_00543	Syaj.g_00261
OG0000582	Pram.g_00546	Syaj.g_01338
OG0000583	Pram.g_00547	Syaj.g_01337
OG0000584	Pram.g_00548	Syaj.g_01336
OG0000585	Pram.g_00550	Syaj.g_01334
OG0000586	Pram.g_00551	Syaj.g_01333
OG0000587	Pram.g_00552	Syaj.g_01331
OG0000588	Pram.g_00556	Syaj.g_01313
OG0000589	Pram.g_00559	Syaj.g_01308
OG0000590	Pram.g_00560	Syaj.g_01307
OG0000591	Pram.g_00564	Syaj.g_01299
OG0000592	Pram.g_00565	Syaj.g_01298
OG0000593	Pram.g_01078	Syaj.g_01287
OG0000594	Pram.g_01077	Syaj.g_01286
OG0000595	Pram.g_01076	Syaj.g_01285
OG0000596	Pram.g_01073	Syaj.g_01280
OG0000597	Pram.g_01070	Syaj.g_01277
OG0000598	Pram.g_01069	Syaj.g_01276
OG0000599	Pram.g_01066	Syaj.g_01273
OG0000600	Pram.g_01065	Syaj.g_01272
OG0000601	Pram.g_01064	Syaj.g_01271
OG0000602	Pram.g_01062	Syaj.g_01266
OG0000603	Pram.g_01061	Syaj.g_01265
OG0000604	Pram.g_01060	Syaj.g_01262
OG0000605	Pram.g_01059	Syaj.g_01153
OG0000606	Pram.g_01056	Syaj.g_00698
OG0000607	Pram.g_01053	Syaj.g_00702
OG0000608	Pram.g_01052	Syaj.g_00703
OG0000609	Pram.g_01051	Syaj.g_00705
OG0000610	Pram.g_01045	Syaj.g_00714
OG0000611	Pram.g_01042	Syaj.g_00717
OG0000612	Pram.g_01041	Syaj.g_00718
OG0000613	Pram.g_00763	Syaj.g_02500
OG0000614	Pram.g_00784	Syaj.g_00480
OG0000615	Pram.g_00795	Syaj.g_01065
OG0000616	Pram.g_01927	Syaj.g_02245
OG0000617	Pram.g_01024	Syaj.g_00952
OG0000618	Pram.g_01023	Syaj.g_00951
OG0000619	Pram.g_01022	Syaj.g_00950
OG0000620	Pram.g_01019	Syaj.g_00945
OG0000621	Pram.g_01018	Syaj.g_00944
OG0000622	Pram.g_01017	Syaj.g_00943
OG0000623	Pram.g_01016	Syaj.g_00942
OG0000624	Pram.g_01014	Syaj.g_00940
OG0000625	Pram.g_01013	Syaj.g_00939
OG0000626	Pram.g_01012	Syaj.g_00938
OG0000627	Pram.g_01011	Syaj.g_00765
OG0000628	Pram.g_01010	Syaj.g_00766
OG0000629	Pram.g_01008	Syaj.g_00769
OG0000630	Pram.g_01005	Syaj.g_00773
OG0000631	Pram.g_00913	Syaj.g_00786
OG0000632	Pram.g_00914	Syaj.g_00787
OG0000633	Pram.g_00915	Syaj.g_00789
OG0000634	Pram.g_00805	Syaj.g_01030
OG0000635	Pram.g_00806	Syaj.g_01029
OG0000636	Pram.g_00808	Syaj.g_01024
OG0000637	Pram.g_00810	Syaj.g_01022
OG0000638	Pram.g_00811	Syaj.g_01021
OG0000639	Pram.g_00812	Syaj.g_01020
OG0000640	Pram.g_00813	Syaj.g_01019
OG0000641	Pram.g_00817	Syaj.g_01015
OG0000642	Pram.g_00818	Syaj.g_01014
OG0000643	Pram.g_00819	Syaj.g_01012
OG0000644	Pram.g_00820	Syaj.g_01011
OG0000645	Pram.g_00821	Syaj.g_01009
OG0000646	Pram.g_00823	Syaj.g_01006
OG0000647	Pram.g_00825	Syaj.g_01004
OG0000648	Pram.g_00827	Syaj.g_01001
OG0000649	Pram.g_00828	Syaj.g_01000
OG0000650	Pram.g_00829	Syaj.g_00999
OG0000651	Pram.g_00830	Syaj.g_00998
OG0000652	Pram.g_00831	Syaj.g_00997
OG0000653	Pram.g_00833	Syaj.g_00991
OG0000654	Pram.g_00834	Syaj.g_00990
OG0000655	Pram.g_00835	Syaj.g_00989
OG0000656	Pram.g_00838	Syaj.g_00986
OG0000657	Pram.g_00845	Syaj.g_00382
OG0000658	Pram.g_00847	Syaj.g_00379
OG0000659	Pram.g_00848	Syaj.g_00378
OG0000660	Pram.g_00852	Syaj.g_00374
OG0000661	Pram.g_00854	Syaj.g_00372
OG0000662	Pram.g_00857	Syaj.g_00370
OG0000663	Pram.g_00859	Syaj.g_00367
OG0000664	Pram.g_00860	Syaj.g_00358
OG0000665	Pram.g_00866	Syaj.g_01243
OG0000666	Pram.g_00867	Syaj.g_01154
OG0000667	Pram.g_00872	Syaj.g_02661
OG0000668	Pram.g_00713	Syaj.g_00816
OG0000669	Pram.g_00724	Syaj.g_00730
OG0000670	Pram.g_00727	Syaj.g_00733
OG0000671	Pram.g_00729	Syaj.g_00735
OG0000672	Pram.g_00732	Syaj.g_00739
OG0000673	Pram.g_00735	Syaj.g_00742
OG0000674	Pram.g_00737	Syaj.g_00744
OG0000675	Pram.g_00738	Syaj.g_00757
OG0000676	Pram.g_00740	Syaj.g_00759
OG0000677	Pram.g_00741	Syaj.g_00760
OG0000678	Pram.g_00743	Syaj.g_01075
OG0000679	Pram.g_00747	Syaj.g_01061
OG0000680	Pram.g_00748	Syaj.g_01060
OG0000681	Pram.g_00751	Syaj.g_01057
OG0000682	Pram.g_00752	Syaj.g_01056
OG0000683	Pram.g_00753	Syaj.g_01055
OG0000684	Pram.g_00754	Syaj.g_01051
OG0000685	Pram.g_00756	Syaj.g_01049
OG0000686	Pram.g_00757	Syaj.g_01048
OG0000687	Pram.g_00758	Syaj.g_01047
OG0000688	Pram.g_01036	Syaj.g_01041
OG0000689	Pram.g_01035	Syaj.g_01039
OG0000690	Pram.g_01034	Syaj.g_01038
OG0000691	Pram.g_01033	Syaj.g_01037
OG0000692	Pram.g_01031	Syaj.g_01036
OG0000693	Pram.g_01030	Syaj.g_01034
OG0000694	Pram.g_01029	Syaj.g_01033
OG0000695	Pram.g_00917	Syaj.g_00791
OG0000696	Pram.g_00918	Syaj.g_00792
OG0000697	Pram.g_00919	Syaj.g_00932
OG0000698	Pram.g_00922	Syaj.g_00929
OG0000699	Pram.g_00923	Syaj.g_00928
OG0000700	Pram.g_00924	Syaj.g_00927
OG0000701	Pram.g_00925	Syaj.g_00926
OG0000702	Pram.g_00927	Syaj.g_00916
OG0000703	Pram.g_00928	Syaj.g_00915
OG0000704	Pram.g_00930	Syaj.g_00913
OG0000705	Pram.g_00936	Syaj.g_00906
OG0000706	Pram.g_00937	Syaj.g_00905
OG0000707	Pram.g_00938	Syaj.g_00904
OG0000708	Pram.g_00940	Syaj.g_00901
OG0000709	Pram.g_00944	Syaj.g_00872
OG0000710	Pram.g_00947	Syaj.g_00867
OG0000711	Pram.g_00963	Syaj.g_00839
OG0000712	Pram.g_00964	Syaj.g_00837
OG0000713	Pram.g_00965	Syaj.g_00836
OG0000714	Pram.g_00966	Syaj.g_00834
OG0000715	Pram.g_00968	Syaj.g_00832
OG0000716	Pram.g_00970	Syaj.g_00825
OG0000717	Pram.g_00971	Syaj.g_00824
OG0000718	Pram.g_00973	Syaj.g_00820
OG0000719	Pram.g_00975	Syaj.g_00818
OG0000720	Pram.g_00986	Syaj.g_00805
OG0000721	Pram.g_00990	Syaj.g_00803
OG0000722	Pram.g_00991	Syaj.g_00802
OG0000723	Pram.g_00995	Syaj.g_00934
OG0000724	Pram.g_00893	Syaj.g_00421
OG0000725	Pram.g_00887	Syaj.g_00430
OG0000726	Pram.g_00886	Syaj.g_00431
OG0000727	Pram.g_00885	Syaj.g_00432
OG0000728	Pram.g_00883	Syaj.g_00434
OG0000729	Pram.g_01208	Syaj.g_02397
OG0000730	Pram.g_01182	Syaj.g_02802
OG0000731	Pram.g_00335	Syaj.g_02814
OG0000733	Pram.g_01547	Syaj.g_02151
OG0000734	Pram.g_01156	Syaj.g_01895
OG0000735	Pram.g_01154	Syaj.g_00286
OG0000736	Pram.g_01153	Syaj.g_00287
OG0000737	Pram.g_01152	Syaj.g_00288
OG0000738	Pram.g_01148	Syaj.g_00293
OG0000739	Pram.g_01147	Syaj.g_00295
OG0000740	Pram.g_01146	Syaj.g_00296
OG0000741	Pram.g_01144	Syaj.g_00299
OG0000742	Pram.g_01141	Syaj.g_00301
OG0000743	Pram.g_01139	Syaj.g_00303
OG0000744	Pram.g_01137	Syaj.g_00304
OG0000745	Pram.g_01136	Syaj.g_00306
OG0000746	Pram.g_01134	Syaj.g_00308
OG0000747	Pram.g_01133	Syaj.g_00309
OG0000748	Pram.g_01129	Syaj.g_00319
OG0000749	Pram.g_01128	Syaj.g_00322
OG0000750	Pram.g_01127	Syaj.g_00323
OG0000751	Pram.g_01124	Syaj.g_00331
OG0000752	Pram.g_01122	Syaj.g_00333
OG0000753	Pram.g_01119	Syaj.g_00336
OG0000754	Pram.g_01117	Syaj.g_00643
OG0000755	Pram.g_01111	Syaj.g_00631
OG0000756	Pram.g_01110	Syaj.g_00625
OG0000757	Pram.g_01103	Syaj.g_00614
OG0000758	Pram.g_01102	Syaj.g_00613
OG0000759	Pram.g_01101	Syaj.g_00612
OG0000760	Pram.g_01100	Syaj.g_00611
OG0000761	Pram.g_01099	Syaj.g_00609
OG0000762	Pram.g_01098	Syaj.g_00603
OG0000763	Pram.g_01096	Syaj.g_00597
OG0000764	Pram.g_01095	Syaj.g_00596
OG0000765	Pram.g_01087	Syaj.g_00577
OG0000766	Pram.g_01086	Syaj.g_00576
OG0000767	Pram.g_01084	Syaj.g_00574
OG0000768	Pram.g_01083	Syaj.g_00573
OG0000769	Pram.g_01081	Syaj.g_00571
OG0000770	Pram.g_00570	Syaj.g_00567
OG0000771	Pram.g_01254	Syaj.g_00415
OG0000772	Pram.g_01569	Syaj.g_01208
OG0000773	Pram.g_01221	Syaj.g_00280
OG0000774	Pram.g_01223	Syaj.g_01502
OG0000775	Pram.g_01225	Syaj.g_01504
OG0000776	Pram.g_01226	Syaj.g_01505
OG0000777	Pram.g_01227	Syaj.g_01506
OG0000778	Pram.g_01228	Syaj.g_01507
OG0000779	Pram.g_01232	Syaj.g_01513
OG0000780	Pram.g_01233	Syaj.g_01517
OG0000781	Pram.g_01236	Syaj.g_01521
OG0000782	Pram.g_01237	Syaj.g_01522
OG0000783	Pram.g_01238	Syaj.g_01524
OG0000784	Pram.g_01239	Syaj.g_01525
OG0000785	Pram.g_01241	Syaj.g_01526
OG0000786	Pram.g_01244	Syaj.g_00265
OG0000787	Pram.g_01245	Syaj.g_00264
OG0000788	Pram.g_01271	Syaj.g_01270
OG0000789	Pram.g_01281	Syaj.g_01121
OG0000790	Pram.g_01463	Syaj.g_00054
OG0000791	Pram.g_01461	Syaj.g_00053
OG0000792	Pram.g_01460	Syaj.g_00052
OG0000793	Pram.g_01456	Syaj.g_00047
OG0000794	Pram.g_01455	Syaj.g_00046
OG0000795	Pram.g_01454	Syaj.g_00045
OG0000796	Pram.g_01450	Syaj.g_00039
OG0000797	Pram.g_01449	Syaj.g_00038
OG0000798	Pram.g_01444	Syaj.g_02568
OG0000799	Pram.g_01398	Syaj.g_01352
OG0000800	Pram.g_01397	Syaj.g_01354
OG0000801	Pram.g_01396	Syaj.g_01355
OG0000802	Pram.g_01394	Syaj.g_01359
OG0000803	Pram.g_01392	Syaj.g_01363
OG0000804	Pram.g_01391	Syaj.g_01366
OG0000805	Pram.g_01389	Syaj.g_01369
OG0000806	Pram.g_01387	Syaj.g_01370
OG0000807	Pram.g_01386	Syaj.g_01372
OG0000808	Pram.g_01385	Syaj.g_01373
OG0000809	Pram.g_01383	Syaj.g_01376
OG0000810	Pram.g_01382	Syaj.g_01377
OG0000811	Pram.g_01375	Syaj.g_01385
OG0000812	Pram.g_01373	Syaj.g_01387
OG0000813	Pram.g_01372	Syaj.g_01388
OG0000814	Pram.g_01370	Syaj.g_01390
OG0000815	Pram.g_01369	Syaj.g_01391
OG0000816	Pram.g_01367	Syaj.g_01392
OG0000817	Pram.g_01366	Syaj.g_01393
OG0000818	Pram.g_01361	Syaj.g_01399
OG0000819	Pram.g_01360	Syaj.g_01400
OG0000820	Pram.g_01359	Syaj.g_01401
OG0000821	Pram.g_01355	Syaj.g_01412
OG0000822	Pram.g_01354	Syaj.g_01414
OG0000823	Pram.g_01353	Syaj.g_01415
OG0000824	Pram.g_01350	Syaj.g_01421
OG0000825	Pram.g_01349	Syaj.g_01422
OG0000826	Pram.g_01348	Syaj.g_01423
OG0000827	Pram.g_01347	Syaj.g_01424
OG0000828	Pram.g_01344	Syaj.g_01427
OG0000829	Pram.g_01343	Syaj.g_01428
OG0000830	Pram.g_01342	Syaj.g_01429
OG0000831	Pram.g_01340	Syaj.g_01431
OG0000832	Pram.g_01330	Syaj.g_01635
OG0000833	Pram.g_01321	Syaj.g_01647
OG0000834	Pram.g_01320	Syaj.g_01649
OG0000835	Pram.g_01319	Syaj.g_01650
OG0000836	Pram.g_01318	Syaj.g_01654
OG0000837	Pram.g_01317	Syaj.g_01661
OG0000838	Pram.g_01314	Syaj.g_01665
OG0000839	Pram.g_01313	Syaj.g_01666
OG0000840	Pram.g_01312	Syaj.g_01667
OG0000841	Pram.g_01311	Syaj.g_01668
OG0000842	Pram.g_01310	Syaj.g_01669
OG0000843	Pram.g_01309	Syaj.g_01670
OG0000844	Pram.g_01308	Syaj.g_01680
OG0000845	Pram.g_01307	Syaj.g_01681
OG0000846	Pram.g_01306	Syaj.g_01682
OG0000847	Pram.g_01305	Syaj.g_01683
OG0000848	Pram.g_01304	Syaj.g_01685
OG0000849	Pram.g_01303	Syaj.g_01686
OG0000850	Pram.g_01301	Syaj.g_01689
OG0000851	Pram.g_01300	Syaj.g_01694
OG0000852	Pram.g_01299	Syaj.g_01695
OG0000853	Pram.g_01294	Syaj.g_01699
OG0000854	Pram.g_01292	Syaj.g_01701
OG0000855	Pram.g_01291	Syaj.g_01702
OG0000856	Pram.g_00567	Syaj.g_01296
OG0000857	Pram.g_00824	Syaj.g_01005
OG0000858	Pram.g_01625	Syaj.g_01708
OG0000859	Pram.g_01626	Syaj.g_01709
OG0000860	Pram.g_01634	Syaj.g_01723
OG0000861	Pram.g_01635	Syaj.g_01724
OG0000862	Pram.g_01636	Syaj.g_01725
OG0000863	Pram.g_01638	Syaj.g_01728
OG0000864	Pram.g_01639	Syaj.g_01729
OG0000865	Pram.g_01640	Syaj.g_01730
OG0000866	Pram.g_01641	Syaj.g_01731
OG0000867	Pram.g_01642	Syaj.g_01732
OG0000868	Pram.g_01644	Syaj.g_01734
OG0000869	Pram.g_01647	Syaj.g_01742
OG0000870	Pram.g_01652	Syaj.g_01747
OG0000871	Pram.g_01653	Syaj.g_01748
OG0000872	Pram.g_01654	Syaj.g_01756
OG0000873	Pram.g_01657	Syaj.g_01759
OG0000874	Pram.g_01660	Syaj.g_01754
OG0000875	Pram.g_01662	Syaj.g_01762
OG0000876	Pram.g_01663	Syaj.g_02084
OG0000877	Pram.g_01665	Syaj.g_01586
OG0000878	Pram.g_01666	Syaj.g_01587
OG0000879	Pram.g_01667	Syaj.g_01588
OG0000880	Pram.g_01668	Syaj.g_01589
OG0000881	Pram.g_01672	Syaj.g_01595
OG0000882	Pram.g_01677	Syaj.g_01599
OG0000883	Pram.g_01679	Syaj.g_01601
OG0000884	Pram.g_01681	Syaj.g_01603
OG0000885	Pram.g_01682	Syaj.g_01604
OG0000886	Pram.g_01683	Syaj.g_01605
OG0000887	Pram.g_01684	Syaj.g_01606
OG0000888	Pram.g_01686	Syaj.g_01608
OG0000889	Pram.g_01688	Syaj.g_01610
OG0000890	Pram.g_01689	Syaj.g_01615
OG0000891	Pram.g_01690	Syaj.g_01616
OG0000892	Pram.g_01691	Syaj.g_01620
OG0000893	Pram.g_01695	Syaj.g_02636
OG0000894	Pram.g_01698	Syaj.g_02639
OG0000895	Pram.g_01702	Syaj.g_02643
OG0000896	Pram.g_01703	Syaj.g_02644
OG0000897	Pram.g_01705	Syaj.g_02646
OG0000898	Pram.g_01706	Syaj.g_02647
OG0000899	Pram.g_01707	Syaj.g_02648
OG0000900	Pram.g_01708	Syaj.g_02649
OG0000901	Pram.g_01711	Syaj.g_02654
OG0000902	Pram.g_01713	Syaj.g_02656
OG0000903	Pram.g_01717	Syaj.g_02689
OG0000904	Pram.g_01722	Syaj.g_02684
OG0000905	Pram.g_01715	Syaj.g_02678
OG0000906	Pram.g_01714	Syaj.g_02676
OG0000907	Pram.g_01727	Syaj.g_02692
OG0000908	Pram.g_01730	Syaj.g_02695
OG0000909	Pram.g_01731	Syaj.g_02696
OG0000910	Pram.g_01732	Syaj.g_02697
OG0000911	Pram.g_01734	Syaj.g_02699
OG0000912	Pram.g_01735	Syaj.g_02700
OG0000913	Pram.g_01736	Syaj.g_02701
OG0000914	Pram.g_01737	Syaj.g_02702
OG0000915	Pram.g_01738	Syaj.g_02704
OG0000916	Pram.g_01739	Syaj.g_02705
OG0000917	Pram.g_01740	Syaj.g_02706
OG0000918	Pram.g_01741	Syaj.g_02707
OG0000919	Pram.g_01742	Syaj.g_02708
OG0000920	Pram.g_01743	Syaj.g_02709
OG0000921	Pram.g_01744	Syaj.g_02710
OG0000922	Pram.g_01745	Syaj.g_02711
OG0000923	Pram.g_01749	Syaj.g_02715
OG0000924	Pram.g_01750	Syaj.g_02716
OG0000925	Pram.g_01751	Syaj.g_02717
OG0000926	Pram.g_01752	Syaj.g_02718
OG0000927	Pram.g_01754	Syaj.g_02720
OG0000928	Pram.g_01755	Syaj.g_02721
OG0000929	Pram.g_01756	Syaj.g_02722
OG0000930	Pram.g_01757	Syaj.g_02723
OG0000931	Pram.g_01758	Syaj.g_02724
OG0000932	Pram.g_01759	Syaj.g_02725
OG0000933	Pram.g_01763	Syaj.g_02731
OG0000934	Pram.g_01765	Syaj.g_02733
OG0000935	Pram.g_01766	Syaj.g_02734
OG0000936	Pram.g_01767	Syaj.g_02735
OG0000937	Pram.g_01768	Syaj.g_02736
OG0000938	Pram.g_01771	Syaj.g_02739
OG0000939	Pram.g_01772	Syaj.g_02740
OG0000940	Pram.g_01779	Syaj.g_02747
OG0000941	Pram.g_01781	Syaj.g_02749
OG0000942	Pram.g_01783	Syaj.g_02751
OG0000943	Pram.g_01784	Syaj.g_02752
OG0000944	Pram.g_01786	Syaj.g_02754
OG0000945	Pram.g_01787	Syaj.g_02756
OG0000946	Pram.g_01793	Syaj.g_02761
OG0000947	Pram.g_01795	Syaj.g_02764
OG0000948	Pram.g_01796	Syaj.g_02765
OG0000949	Pram.g_01799	Syaj.g_02474
OG0000950	Pram.g_01806	Syaj.g_02459
OG0000951	Pram.g_01810	Syaj.g_02452
OG0000952	Pram.g_01814	Syaj.g_02446
OG0000953	Pram.g_01818	Syaj.g_02442
OG0000954	Pram.g_01822	Syaj.g_02435
OG0000955	Pram.g_01823	Syaj.g_02434
OG0000956	Pram.g_01825	Syaj.g_02432
OG0000957	Pram.g_01831	Syaj.g_02419
OG0000958	Pram.g_01832	Syaj.g_02418
OG0000959	Pram.g_01836	Syaj.g_02413
OG0000960	Pram.g_01837	Syaj.g_02412
OG0000961	Pram.g_01840	Syaj.g_02402
OG0000962	Pram.g_01842	Syaj.g_02398
OG0000963	Pram.g_01846	Syaj.g_02393
OG0000964	Pram.g_01847	Syaj.g_02392
OG0000965	Pram.g_01848	Syaj.g_02391
OG0000966	Pram.g_01854	Syaj.g_02370
OG0000967	Pram.g_01858	Syaj.g_02334
OG0000968	Pram.g_01860	Syaj.g_02363
OG0000969	Pram.g_01861	Syaj.g_02338
OG0000970	Pram.g_01862	Syaj.g_02337
OG0000971	Pram.g_01863	Syaj.g_02331
OG0000972	Pram.g_01864	Syaj.g_02330
OG0000973	Pram.g_01865	Syaj.g_02329
OG0000974	Pram.g_01866	Syaj.g_02328
OG0000975	Pram.g_01867	Syaj.g_02327
OG0000976	Pram.g_01868	Syaj.g_02326
OG0000977	Pram.g_01869	Syaj.g_02324
OG0000978	Pram.g_01870	Syaj.g_02322
OG0000979	Pram.g_01873	Syaj.g_02319
OG0000980	Pram.g_01875	Syaj.g_02316
OG0000981	Pram.g_01878	Syaj.g_02313
OG0000982	Pram.g_01880	Syaj.g_02112
OG0000983	Pram.g_01881	Syaj.g_02113
OG0000984	Pram.g_01882	Syaj.g_02114
OG0000985	Pram.g_01885	Syaj.g_02116
OG0000986	Pram.g_01887	Syaj.g_02123
OG0000987	Pram.g_01888	Syaj.g_02125
OG0000988	Pram.g_01891	Syaj.g_02131
OG0000989	Pram.g_01895	Syaj.g_02142
OG0000990	Pram.g_01900	Syaj.g_02165
OG0000991	Pram.g_01901	Syaj.g_02168
OG0000992	Pram.g_01904	Syaj.g_02171
OG0000993	Pram.g_01905	Syaj.g_02173
OG0000994	Pram.g_01906	Syaj.g_02177
OG0000995	Pram.g_01910	Syaj.g_02182
OG0000996	Pram.g_01911	Syaj.g_02221
OG0000997	Pram.g_01913	Syaj.g_02228
OG0000998	Pram.g_01915	Syaj.g_02230
OG0000999	Pram.g_01916	Syaj.g_02231
OG0001000	Pram.g_01919	Syaj.g_02236
OG0001001	Pram.g_01924	Syaj.g_02241
OG0001002	Pram.g_01929	Syaj.g_02248
OG0001003	Pram.g_01930	Syaj.g_02250
OG0001004	Pram.g_01931	Syaj.g_02251
OG0001005	Pram.g_01932	Syaj.g_02252
OG0001006	Pram.g_01936	Syaj.g_02260
OG0001007	Pram.g_01938	Syaj.g_02262
OG0001008	Pram.g_00372	Syaj.g_01554
OG0001009	Pram.g_00014	Syaj.g_02294
OG0001010	Pram.g_00015	Syaj.g_02295
OG0001011	Pram.g_00016	Syaj.g_02296
OG0001012	Pram.g_00028	Syaj.g_02108
OG0001014	Pram.g_00038	Syaj.g_02083
OG0001015	Pram.g_00039	Syaj.g_02082
OG0001016	Pram.g_00058	Syaj.g_01824
OG0001017	Pram.g_00062	Syaj.g_01830
OG0001018	Pram.g_00064	Syaj.g_01832
OG0001019	Pram.g_00073	Syaj.g_01849
OG0001020	Pram.g_00074	Syaj.g_01862
OG0001021	Pram.g_00075	Syaj.g_01867
OG0001022	Pram.g_00078	Syaj.g_01872
OG0001023	Pram.g_00079	Syaj.g_01873
OG0001024	Pram.g_00082	Syaj.g_01877
OG0001025	Pram.g_00089	Syaj.g_01884
OG0001026	Pram.g_00097	Syaj.g_01897
OG0001027	Pram.g_00098	Syaj.g_01903
OG0001028	Pram.g_00100	Syaj.g_01905
OG0001029	Pram.g_00101	Syaj.g_01907
OG0001030	Pram.g_00117	Syaj.g_01933
OG0001031	Pram.g_00171	Syaj.g_02012
OG0001032	Pram.g_00172	Syaj.g_02015
OG0001033	Pram.g_00193	Syaj.g_02044
OG0001034	Pram.g_00223	Syaj.g_02875
OG0001035	Pram.g_00243	Syaj.g_02603
OG0001036	Pram.g_00247	Syaj.g_02599
OG0001037	Pram.g_00248	Syaj.g_02597
OG0001038	Pram.g_00266	Syaj.g_02567
OG0001039	Pram.g_00269	Syaj.g_02564
OG0001040	Pram.g_00271	Syaj.g_02561
OG0001041	Pram.g_00276	Syaj.g_02556
OG0001042	Pram.g_00293	Syaj.g_02527
OG0001043	Pram.g_00294	Syaj.g_02523
OG0001044	Pram.g_00327	Syaj.g_02804
OG0001045	Pram.g_00337	Syaj.g_02817
OG0001046	Pram.g_01537	Syaj.g_00851
OG0001047	Pram.g_00374	Syaj.g_01552
OG0001048	Pram.g_00375	Syaj.g_01551
OG0001049	Pram.g_00377	Syaj.g_01548
OG0001050	Pram.g_00378	Syaj.g_01547
OG0001051	Pram.g_00379	Syaj.g_01546
OG0001052	Pram.g_00407	Syaj.g_01448
OG0001053	Pram.g_00419	Syaj.g_00075
OG0001054	Pram.g_00434	Syaj.g_00092
OG0001055	Pram.g_00454	Syaj.g_00113
OG0001056	Pram.g_00474	Syaj.g_00149
OG0001057	Pram.g_00478	Syaj.g_00160
OG0001058	Pram.g_00486	Syaj.g_00183
OG0001059	Pram.g_00490	Syaj.g_00187
OG0001060	Pram.g_00497	Syaj.g_00193
OG0001061	Pram.g_00512	Syaj.g_00214
OG0001062	Pram.g_00514	Syaj.g_00216
OG0001063	Pram.g_00516	Syaj.g_00222
OG0001064	Pram.g_00517	Syaj.g_00223
OG0001065	Pram.g_00518	Syaj.g_00224
OG0001066	Pram.g_00519	Syaj.g_00225
OG0001067	Pram.g_00520	Syaj.g_00226
OG0001068	Pram.g_00521	Syaj.g_00227
OG0001069	Pram.g_00522	Syaj.g_00228
OG0001070	Pram.g_00524	Syaj.g_00231
OG0001071	Pram.g_00525	Syaj.g_00232
OG0001072	Pram.g_00527	Syaj.g_00236
OG0001073	Pram.g_00541	Syaj.g_00254
OG0001074	Pram.g_00553	Syaj.g_01327
OG0001075	Pram.g_00554	Syaj.g_01325
OG0001076	Pram.g_00562	Syaj.g_01305
OG0001077	Pram.g_00568	Syaj.g_01294
OG0001078	Pram.g_01074	Syaj.g_01282
OG0001079	Pram.g_01063	Syaj.g_01269
OG0001080	Pram.g_01057	Syaj.g_01135
OG0001081	Pram.g_01055	Syaj.g_00699
OG0001082	Pram.g_01054	Syaj.g_00700
OG0001083	Pram.g_01049	Syaj.g_00709
OG0001084	Pram.g_01048	Syaj.g_00711
OG0001085	Pram.g_00760	Syaj.g_00721
OG0001086	Pram.g_00761	Syaj.g_00723
OG0001087	Pram.g_00779	Syaj.g_00498
OG0001088	Pram.g_00780	Syaj.g_00494
OG0001089	Pram.g_00791	Syaj.g_00439
OG0001090	Pram.g_00802	Syaj.g_00959
OG0001091	Pram.g_01027	Syaj.g_00957
OG0001092	Pram.g_01026	Syaj.g_00954
OG0001093	Pram.g_01021	Syaj.g_00948
OG0001094	Pram.g_01028	Syaj.g_01032
OG0001095	Pram.g_00822	Syaj.g_01008
OG0001096	Pram.g_00836	Syaj.g_00988
OG0001097	Pram.g_00855	Syaj.g_00371
OG0001098	Pram.g_00876	Syaj.g_01132
OG0001099	Pram.g_00717	Syaj.g_01906
OG0001100	Pram.g_00726	Syaj.g_00732
OG0001101	Pram.g_00728	Syaj.g_00734
OG0001102	Pram.g_00731	Syaj.g_00737
OG0001103	Pram.g_00733	Syaj.g_00740
OG0001104	Pram.g_00755	Syaj.g_01050
OG0001105	Pram.g_00759	Syaj.g_01046
OG0001106	Pram.g_00931	Syaj.g_00912
OG0001107	Pram.g_00941	Syaj.g_00900
OG0001108	Pram.g_00945	Syaj.g_00870
OG0001109	Pram.g_00946	Syaj.g_00868
OG0001110	Pram.g_00948	Syaj.g_00866
OG0001111	Pram.g_00949	Syaj.g_00864
OG0001112	Pram.g_00950	Syaj.g_00862
OG0001113	Pram.g_00951	Syaj.g_00861
OG0001114	Pram.g_00952	Syaj.g_00860
