Orthogroup	Pram	Praw
OG0000584	Pram.g_00548	Praw.g_00146
OG0000585	Pram.g_00550	Praw.g_00148
OG0000586	Pram.g_00551	Praw.g_00149
OG0000587	Pram.g_00552	Praw.g_00150
OG0000588	Pram.g_00556	Praw.g_00154
OG0000589	Pram.g_00559	Praw.g_00157
OG0000590	Pram.g_00560	Praw.g_00158
OG0000591	Pram.g_00564	Praw.g_00161
OG0000592	Pram.g_00565	Praw.g_00162
OG0000593	Pram.g_01078	Praw.g_00168
OG0000594	Pram.g_01077	Praw.g_00169
OG0000595	Pram.g_01076	Praw.g_01888
OG0000596	Pram.g_01073	Praw.g_01884
OG0000597	Pram.g_01070	Praw.g_01882
OG0000598	Pram.g_01069	Praw.g_01881
OG0000599	Pram.g_01066	Praw.g_01878
OG0000600	Pram.g_01065	Praw.g_01877
OG0000601	Pram.g_01064	Praw.g_01876
OG0000602	Pram.g_01062	Praw.g_01874
OG0000603	Pram.g_01061	Praw.g_01873
OG0000604	Pram.g_01060	Praw.g_01872
OG0000605	Pram.g_01059	Praw.g_01871
OG0000606	Pram.g_01056	Praw.g_01868
OG0000607	Pram.g_01053	Praw.g_01865
OG0000608	Pram.g_01052	Praw.g_01864
OG0000609	Pram.g_01051	Praw.g_01863
OG0000610	Pram.g_01045	Praw.g_01858
OG0000611	Pram.g_01042	Praw.g_01855
OG0000612	Pram.g_01041	Praw.g_01854
OG0000613	Pram.g_00763	Praw.g_01849
OG0000614	Pram.g_00784	Praw.g_01830
OG0000615	Pram.g_00795	Praw.g_01822
OG0000616	Pram.g_01927	Praw.g_01818
OG0000617	Pram.g_01024	Praw.g_01803
OG0000618	Pram.g_01023	Praw.g_01802
OG0000619	Pram.g_01022	Praw.g_01801
OG0000620	Pram.g_01019	Praw.g_01798
OG0000621	Pram.g_01018	Praw.g_01797
OG0000622	Pram.g_01017	Praw.g_01796
OG0000623	Pram.g_01016	Praw.g_01795
OG0000624	Pram.g_01014	Praw.g_01794
OG0000625	Pram.g_01013	Praw.g_01793
OG0000626	Pram.g_01012	Praw.g_01792
OG0000627	Pram.g_01011	Praw.g_01791
OG0000628	Pram.g_01010	Praw.g_01790
OG0000629	Pram.g_01008	Praw.g_01789
OG0000630	Pram.g_01005	Praw.g_01786
OG0000631	Pram.g_00913	Praw.g_01706
OG0000632	Pram.g_00914	Praw.g_01705
OG0000633	Pram.g_00915	Praw.g_01704
OG0000634	Pram.g_00805	Praw.g_01701
OG0000635	Pram.g_00806	Praw.g_01700
OG0000636	Pram.g_00808	Praw.g_01698
OG0000637	Pram.g_00810	Praw.g_01696
OG0000638	Pram.g_00811	Praw.g_01695
OG0000639	Pram.g_00812	Praw.g_01694
OG0000640	Pram.g_00813	Praw.g_01693
OG0000641	Pram.g_00817	Praw.g_01689
OG0000642	Pram.g_00818	Praw.g_01688
OG0000643	Pram.g_00819	Praw.g_01687
OG0000644	Pram.g_00820	Praw.g_01686
OG0000645	Pram.g_00821	Praw.g_01685
OG0000646	Pram.g_00823	Praw.g_01683
OG0000647	Pram.g_00825	Praw.g_01682
OG0000648	Pram.g_00827	Praw.g_01680
OG0000649	Pram.g_00828	Praw.g_01679
OG0000650	Pram.g_00829	Praw.g_01678
OG0000651	Pram.g_00830	Praw.g_01677
OG0000652	Pram.g_00831	Praw.g_01676
OG0000653	Pram.g_00833	Praw.g_01674
OG0000654	Pram.g_00834	Praw.g_01673
OG0000655	Pram.g_00835	Praw.g_01672
OG0000656	Pram.g_00838	Praw.g_01669
OG0000657	Pram.g_00845	Praw.g_01663
OG0000658	Pram.g_00847	Praw.g_01662
OG0000659	Pram.g_00848	Praw.g_01661
OG0000660	Pram.g_00852	Praw.g_01657
OG0000661	Pram.g_00854	Praw.g_01655
OG0000662	Pram.g_00857	Praw.g_01653
OG0000663	Pram.g_00859	Praw.g_01651
OG0000664	Pram.g_00860	Praw.g_01650
OG0000665	Pram.g_00866	Praw.g_01646
OG0000666	Pram.g_00867	Praw.g_01645
OG0000667	Pram.g_00872	Praw.g_01641
OG0000668	Pram.g_00713	Praw.g_01611
OG0000669	Pram.g_00724	Praw.g_01605
OG0000670	Pram.g_00727	Praw.g_01603
OG0000671	Pram.g_00729	Praw.g_01601
OG0000672	Pram.g_00732	Praw.g_01599
OG0000673	Pram.g_00735	Praw.g_01596
OG0000674	Pram.g_00737	Praw.g_01594
OG0000675	Pram.g_00738	Praw.g_01593
OG0000676	Pram.g_00740	Praw.g_01591
OG0000677	Pram.g_00741	Praw.g_01590
OG0000678	Pram.g_00743	Praw.g_01588
OG0000679	Pram.g_00747	Praw.g_01584
OG0000680	Pram.g_00748	Praw.g_01583
OG0000681	Pram.g_00751	Praw.g_01581
OG0000682	Pram.g_00752	Praw.g_01580
OG0000683	Pram.g_00753	Praw.g_01579
OG0000684	Pram.g_00754	Praw.g_01577
OG0000685	Pram.g_00756	Praw.g_01575
OG0000686	Pram.g_00757	Praw.g_01574
OG0000687	Pram.g_00758	Praw.g_01573
OG0000688	Pram.g_01036	Praw.g_01570
OG0000689	Pram.g_01035	Praw.g_01569
OG0000690	Pram.g_01034	Praw.g_01568
OG0000691	Pram.g_01033	Praw.g_01567
OG0000692	Pram.g_01031	Praw.g_01565
OG0000693	Pram.g_01030	Praw.g_01564
OG0000694	Pram.g_01029	Praw.g_01563
OG0000695	Pram.g_00917	Praw.g_01561
OG0000696	Pram.g_00918	Praw.g_01560
OG0000697	Pram.g_00919	Praw.g_01559
OG0000698	Pram.g_00922	Praw.g_01556
OG0000699	Pram.g_00923	Praw.g_01555
OG0000700	Pram.g_00924	Praw.g_01554
OG0000701	Pram.g_00925	Praw.g_01553
OG0000702	Pram.g_00927	Praw.g_01551
OG0000703	Pram.g_00928	Praw.g_01550
OG0000704	Pram.g_00930	Praw.g_01549
OG0000705	Pram.g_00936	Praw.g_01545
OG0000706	Pram.g_00937	Praw.g_01544
OG0000707	Pram.g_00938	Praw.g_01543
OG0000708	Pram.g_00940	Praw.g_01542
OG0000709	Pram.g_00944	Praw.g_01538
OG0000710	Pram.g_00947	Praw.g_01535
OG0000711	Pram.g_00963	Praw.g_01518
OG0000712	Pram.g_00964	Praw.g_01516
OG0000713	Pram.g_00965	Praw.g_01515
OG0000714	Pram.g_00966	Praw.g_01514
OG0000715	Pram.g_00968	Praw.g_01512
OG0000716	Pram.g_00970	Praw.g_01510
OG0000717	Pram.g_00971	Praw.g_01509
OG0000718	Pram.g_00973	Praw.g_01498
OG0000719	Pram.g_00975	Praw.g_01496
OG0000720	Pram.g_00986	Praw.g_01487
OG0000721	Pram.g_00990	Praw.g_01485
OG0000722	Pram.g_00991	Praw.g_01484
OG0000723	Pram.g_00995	Praw.g_01481
OG0000724	Pram.g_00893	Praw.g_01472
OG0000725	Pram.g_00887	Praw.g_01466
OG0000726	Pram.g_00886	Praw.g_01465
OG0000727	Pram.g_00885	Praw.g_01464
OG0000728	Pram.g_00883	Praw.g_01462
OG0000729	Pram.g_01208	Praw.g_01416
OG0000730	Pram.g_01182	Praw.g_00172
OG0000731	Pram.g_00335	Praw.g_00176
OG0000733	Pram.g_01547	Praw.g_00202
OG0000734	Pram.g_01156	Praw.g_00219
OG0000735	Pram.g_01154	Praw.g_00221
OG0000736	Pram.g_01153	Praw.g_00222
OG0000737	Pram.g_01152	Praw.g_00223
OG0000738	Pram.g_01148	Praw.g_00227
OG0000739	Pram.g_01147	Praw.g_00228
OG0000740	Pram.g_01146	Praw.g_00229
OG0000741	Pram.g_01144	Praw.g_00230
OG0000742	Pram.g_01141	Praw.g_00233
OG0000743	Pram.g_01139	Praw.g_00235
OG0000744	Pram.g_01137	Praw.g_00236
OG0000745	Pram.g_01136	Praw.g_00237
OG0000746	Pram.g_01134	Praw.g_00239
OG0000747	Pram.g_01133	Praw.g_00240
OG0000748	Pram.g_01129	Praw.g_00243
OG0000749	Pram.g_01128	Praw.g_00244
OG0000750	Pram.g_01127	Praw.g_00245
OG0000751	Pram.g_01124	Praw.g_00247
OG0000752	Pram.g_01122	Praw.g_00249
OG0000753	Pram.g_01119	Praw.g_00252
OG0000754	Pram.g_01117	Praw.g_00255
OG0000755	Pram.g_01111	Praw.g_00258
OG0000756	Pram.g_01110	Praw.g_00259
OG0000757	Pram.g_01103	Praw.g_00265
OG0000758	Pram.g_01102	Praw.g_00266
OG0000759	Pram.g_01101	Praw.g_00267
OG0000760	Pram.g_01100	Praw.g_00268
OG0000761	Pram.g_01099	Praw.g_00269
OG0000762	Pram.g_01098	Praw.g_00270
OG0000763	Pram.g_01096	Praw.g_00272
OG0000764	Pram.g_01095	Praw.g_00273
OG0000765	Pram.g_01087	Praw.g_00282
OG0000766	Pram.g_01086	Praw.g_00283
OG0000767	Pram.g_01084	Praw.g_00285
OG0000768	Pram.g_01083	Praw.g_00286
OG0000769	Pram.g_01081	Praw.g_00288
OG0000770	Pram.g_00570	Praw.g_00290
OG0000771	Pram.g_01254	Praw.g_00904
OG0000772	Pram.g_01569	Praw.g_00954
OG0000773	Pram.g_01221	Praw.g_00970
OG0000774	Pram.g_01223	Praw.g_00972
OG0000775	Pram.g_01225	Praw.g_00976
OG0000776	Pram.g_01226	Praw.g_00977
OG0000777	Pram.g_01227	Praw.g_00978
OG0000778	Pram.g_01228	Praw.g_00979
OG0000779	Pram.g_01232	Praw.g_00983
OG0000780	Pram.g_01233	Praw.g_00984
OG0000781	Pram.g_01236	Praw.g_00987
OG0000782	Pram.g_01237	Praw.g_00988
OG0000783	Pram.g_01238	Praw.g_00989
OG0000784	Pram.g_01239	Praw.g_00990
OG0000785	Pram.g_01241	Praw.g_00992
OG0000786	Pram.g_01244	Praw.g_00994
OG0000787	Pram.g_01245	Praw.g_00995
OG0000788	Pram.g_01271	Praw.g_01002
OG0000789	Pram.g_01281	Praw.g_01006
OG0000790	Pram.g_01463	Praw.g_01021
OG0000791	Pram.g_01461	Praw.g_01023
OG0000792	Pram.g_01460	Praw.g_01024
OG0000793	Pram.g_01456	Praw.g_01027
OG0000794	Pram.g_01455	Praw.g_01028
OG0000795	Pram.g_01454	Praw.g_01029
OG0000796	Pram.g_01450	Praw.g_01033
OG0000797	Pram.g_01449	Praw.g_01034
OG0000798	Pram.g_01444, Pram.g_01415	Praw.g_01057
OG0000799	Pram.g_01398	Praw.g_01101
OG0000800	Pram.g_01397	Praw.g_01100
OG0000801	Pram.g_01396	Praw.g_01099
OG0000802	Pram.g_01394	Praw.g_01097
OG0000803	Pram.g_01392	Praw.g_01095
OG0000804	Pram.g_01391	Praw.g_01094
OG0000805	Pram.g_01389	Praw.g_01092
OG0000806	Pram.g_01387	Praw.g_01090
OG0000807	Pram.g_01386	Praw.g_01089
OG0000808	Pram.g_01385	Praw.g_01088
OG0000809	Pram.g_01383	Praw.g_01085
OG0000810	Pram.g_01382	Praw.g_01084
OG0000811	Pram.g_01375	Praw.g_01077
OG0000812	Pram.g_01373	Praw.g_01075
OG0000813	Pram.g_01372	Praw.g_00343
OG0000814	Pram.g_01370	Praw.g_00345
OG0000815	Pram.g_01369	Praw.g_00346
OG0000816	Pram.g_01367	Praw.g_00348
OG0000817	Pram.g_01366	Praw.g_00349
OG0000818	Pram.g_01361	Praw.g_00354
OG0000819	Pram.g_01360	Praw.g_00355
OG0000820	Pram.g_01359	Praw.g_00356
OG0000821	Pram.g_01355	Praw.g_00359
OG0000822	Pram.g_01354	Praw.g_00360
OG0000823	Pram.g_01353	Praw.g_00361
OG0000824	Pram.g_01350	Praw.g_00364
OG0000825	Pram.g_01349	Praw.g_00365
OG0000826	Pram.g_01348	Praw.g_00366
OG0000827	Pram.g_01347	Praw.g_00367
OG0000828	Pram.g_01344	Praw.g_00371
OG0000829	Pram.g_01343	Praw.g_00372
OG0000830	Pram.g_01342	Praw.g_00373
OG0000831	Pram.g_01340	Praw.g_00375
OG0000832	Pram.g_01330	Praw.g_00381
OG0000833	Pram.g_01321	Praw.g_00389
OG0000834	Pram.g_01320	Praw.g_00390
OG0000835	Pram.g_01319	Praw.g_00391
OG0000836	Pram.g_01318	Praw.g_00392
OG0000837	Pram.g_01317	Praw.g_00393
OG0000838	Pram.g_01314	Praw.g_00395
OG0000839	Pram.g_01313	Praw.g_00396
OG0000840	Pram.g_01312	Praw.g_00397
OG0000841	Pram.g_01311	Praw.g_00398
OG0000842	Pram.g_01310	Praw.g_00399
OG0000843	Pram.g_01309	Praw.g_00400
OG0000844	Pram.g_01308	Praw.g_00401
OG0000845	Pram.g_01307	Praw.g_00402
OG0000846	Pram.g_01306	Praw.g_00403
OG0000847	Pram.g_01305	Praw.g_00404
OG0000848	Pram.g_01304	Praw.g_00405
OG0000849	Pram.g_01303	Praw.g_00406
OG0000850	Pram.g_01301	Praw.g_00408
OG0000851	Pram.g_01300	Praw.g_00409
OG0000852	Pram.g_01299	Praw.g_00410
OG0000853	Pram.g_01294	Praw.g_00414
OG0000854	Pram.g_01292	Praw.g_00416
OG0000855	Pram.g_01291	Praw.g_00417
OG0000856	Pram.g_00567	Praw.g_00430
OG0000857	Pram.g_00824	Praw.g_00458
OG0000858	Pram.g_01625	Praw.g_00509
OG0000859	Pram.g_01626	Praw.g_00510
OG0000860	Pram.g_01634	Praw.g_00517
OG0000861	Pram.g_01635	Praw.g_00518
OG0000862	Pram.g_01636	Praw.g_00519
OG0000863	Pram.g_01638	Praw.g_00521
OG0000864	Pram.g_01639	Praw.g_00522
OG0000865	Pram.g_01640	Praw.g_00523
OG0000866	Pram.g_01641	Praw.g_00524
OG0000867	Pram.g_01642	Praw.g_00525
OG0000868	Pram.g_01644	Praw.g_00526
OG0000869	Pram.g_01647	Praw.g_00530
OG0000870	Pram.g_01652	Praw.g_00535
OG0000871	Pram.g_01653	Praw.g_00536
OG0000872	Pram.g_01654	Praw.g_00537
OG0000873	Pram.g_01657	Praw.g_00540
OG0000874	Pram.g_01660	Praw.g_00543
OG0000875	Pram.g_01662	Praw.g_00544
OG0000876	Pram.g_01663	Praw.g_00545
OG0000877	Pram.g_01665	Praw.g_00547
OG0000878	Pram.g_01666	Praw.g_00548
OG0000879	Pram.g_01667	Praw.g_00549
OG0000880	Pram.g_01668	Praw.g_00550
OG0000881	Pram.g_01672	Praw.g_00554
OG0000882	Pram.g_01677	Praw.g_00559
OG0000883	Pram.g_01679	Praw.g_00561
OG0000884	Pram.g_01681	Praw.g_00563
OG0000885	Pram.g_01682	Praw.g_00564
OG0000886	Pram.g_01683	Praw.g_00565
OG0000887	Pram.g_01684	Praw.g_00566
OG0000888	Pram.g_01686	Praw.g_00568
OG0000889	Pram.g_01688	Praw.g_00570
OG0000890	Pram.g_01689	Praw.g_00571
OG0000891	Pram.g_01690	Praw.g_00572
OG0000892	Pram.g_01691	Praw.g_01921
OG0000893	Pram.g_01695	Praw.g_01917
OG0000894	Pram.g_01698	Praw.g_01915
OG0000895	Pram.g_01702	Praw.g_01912
OG0000896	Pram.g_01703	Praw.g_01911
OG0000897	Pram.g_01705	Praw.g_01909
OG0000898	Pram.g_01706	Praw.g_01908
OG0000899	Pram.g_01707	Praw.g_01907
OG0000900	Pram.g_01708	Praw.g_01906
OG0000901	Pram.g_01711	Praw.g_01903
OG0000902	Pram.g_01713	Praw.g_01901
OG0000903	Pram.g_01717	Praw.g_01898
OG0000904	Pram.g_01722	Praw.g_01896
OG0000905	Pram.g_01715	Praw.g_01892
OG0000906	Pram.g_01714	Praw.g_01891
OG0000907	Pram.g_01727	Praw.g_00138
OG0000908	Pram.g_01730	Praw.g_00135
OG0000909	Pram.g_01731	Praw.g_00134
OG0000910	Pram.g_01732	Praw.g_00133
OG0000911	Pram.g_01734	Praw.g_00131
OG0000912	Pram.g_01735	Praw.g_00130
OG0000913	Pram.g_01736	Praw.g_00129
OG0000914	Pram.g_01737	Praw.g_00128
OG0000915	Pram.g_01738	Praw.g_00127
OG0000916	Pram.g_01739	Praw.g_00126
OG0000917	Pram.g_01740	Praw.g_00125
OG0000918	Pram.g_01741	Praw.g_00124
OG0000919	Pram.g_01742	Praw.g_00123
OG0000920	Pram.g_01743	Praw.g_00122
OG0000921	Pram.g_01744	Praw.g_00121
OG0000922	Pram.g_01745	Praw.g_00120
OG0000923	Pram.g_01749	Praw.g_00116
OG0000924	Pram.g_01750	Praw.g_00115
OG0000925	Pram.g_01751	Praw.g_00114
OG0000926	Pram.g_01752	Praw.g_00113
OG0000927	Pram.g_01754	Praw.g_00111
OG0000928	Pram.g_01755	Praw.g_00110
OG0000929	Pram.g_01756	Praw.g_00109
OG0000930	Pram.g_01757	Praw.g_00108
OG0000931	Pram.g_01758	Praw.g_00107
OG0000932	Pram.g_01759	Praw.g_00106
OG0000933	Pram.g_01763	Praw.g_00102
OG0000934	Pram.g_01765	Praw.g_00100
OG0000935	Pram.g_01766	Praw.g_00099
OG0000936	Pram.g_01767	Praw.g_00098
OG0000937	Pram.g_01768	Praw.g_00097
OG0000938	Pram.g_01771	Praw.g_00095
OG0000939	Pram.g_01772	Praw.g_00094
OG0000940	Pram.g_01779	Praw.g_00087
OG0000941	Pram.g_01781	Praw.g_00085
OG0000942	Pram.g_01783	Praw.g_00083
OG0000943	Pram.g_01784	Praw.g_00082
OG0000944	Pram.g_01786	Praw.g_00081
OG0000945	Pram.g_01787	Praw.g_00080
OG0000946	Pram.g_01793	Praw.g_00076
OG0000947	Pram.g_01795	Praw.g_00074
OG0000948	Pram.g_01796	Praw.g_00073
OG0000949	Pram.g_01799	Praw.g_00070
OG0000950	Pram.g_01806	Praw.g_00065
OG0000951	Pram.g_01810	Praw.g_00061
OG0000952	Pram.g_01814	Praw.g_00057
OG0000953	Pram.g_01818	Praw.g_00054
OG0000954	Pram.g_01822	Praw.g_00050
OG0000955	Pram.g_01823	Praw.g_00049
OG0000956	Pram.g_01825	Praw.g_00047
OG0000957	Pram.g_01831	Praw.g_00041
OG0000958	Pram.g_01832	Praw.g_00040
OG0000959	Pram.g_01836	Praw.g_00036
OG0000960	Pram.g_01837	Praw.g_00035
OG0000961	Pram.g_01840	Praw.g_00033
OG0000962	Pram.g_01842	Praw.g_00031
OG0000963	Pram.g_01846	Praw.g_00027
OG0000964	Pram.g_01847	Praw.g_00026
OG0000965	Pram.g_01848	Praw.g_00025
OG0000966	Pram.g_01854	Praw.g_00018
OG0000967	Pram.g_01858	Praw.g_00014
OG0000968	Pram.g_01860	Praw.g_00012
OG0000969	Pram.g_01861	Praw.g_00011
OG0000970	Pram.g_01862	Praw.g_00010
OG0000971	Pram.g_01863	Praw.g_00009
OG0000972	Pram.g_01864	Praw.g_00008
OG0000973	Pram.g_01865	Praw.g_00007
OG0000974	Pram.g_01866	Praw.g_00006
OG0000975	Pram.g_01867	Praw.g_00005
OG0000976	Pram.g_01868	Praw.g_00004
OG0000977	Pram.g_01869	Praw.g_00003
OG0000978	Pram.g_01870	Praw.g_00002
OG0000979	Pram.g_01873	Praw.g_01192
OG0000980	Pram.g_01875	Praw.g_01190
OG0000981	Pram.g_01878	Praw.g_01188
OG0000982	Pram.g_01880	Praw.g_01186
OG0000983	Pram.g_01881	Praw.g_01185
OG0000984	Pram.g_01882	Praw.g_01184
OG0000985	Pram.g_01885	Praw.g_01181
OG0000986	Pram.g_01887	Praw.g_01179
OG0000987	Pram.g_01888	Praw.g_01178
OG0000988	Pram.g_01891	Praw.g_01175
OG0000989	Pram.g_01895	Praw.g_01171
OG0000990	Pram.g_01900	Praw.g_01168
OG0000991	Pram.g_01901	Praw.g_01167
OG0000992	Pram.g_01904	Praw.g_01165
OG0000993	Pram.g_01905	Praw.g_01164
OG0000994	Pram.g_01906	Praw.g_01163
OG0000995	Pram.g_01910	Praw.g_01159
OG0000996	Pram.g_01911	Praw.g_01158
OG0000997	Pram.g_01913	Praw.g_01157
OG0000998	Pram.g_01915	Praw.g_01155
OG0000999	Pram.g_01916	Praw.g_01154
OG0001000	Pram.g_01919	Praw.g_01151
OG0001001	Pram.g_01924	Praw.g_01149
OG0001002	Pram.g_01929	Praw.g_01145
OG0001003	Pram.g_01930	Praw.g_01144
OG0001004	Pram.g_01931	Praw.g_01143
OG0001005	Pram.g_01932	Praw.g_01142
OG0001006	Pram.g_01936	Praw.g_01138
OG0001007	Pram.g_01938	Praw.g_01136
OG0001008	Pram.g_00372	Praw.g_00710
OG0001009	Pram.g_00014	Praw.g_01401
OG0001010	Pram.g_00015	Praw.g_01400
OG0001011	Pram.g_00016	Praw.g_01399
OG0001012	Pram.g_00028	Praw.g_01385
OG0001013	Pram.g_00035	Praw.g_01380
OG0001014	Pram.g_00038	Praw.g_01377
OG0001015	Pram.g_00039	Praw.g_01376
OG0001016	Pram.g_00058	Praw.g_01361
OG0001017	Pram.g_00062	Praw.g_01357
OG0001018	Pram.g_00064	Praw.g_01354
OG0001019	Pram.g_00073	Praw.g_01345
OG0001020	Pram.g_00074	Praw.g_01344
OG0001021	Pram.g_00075	Praw.g_01343
OG0001022	Pram.g_00078	Praw.g_01341
OG0001023	Pram.g_00079	Praw.g_01340
OG0001024	Pram.g_00082	Praw.g_01337
OG0001025	Pram.g_00089	Praw.g_01331
OG0001026	Pram.g_00097	Praw.g_01324
OG0001027	Pram.g_00098	Praw.g_01323
OG0001028	Pram.g_00100	Praw.g_01321
OG0001029	Pram.g_00101	Praw.g_01320
OG0001030	Pram.g_00117	Praw.g_01305
OG0001031	Pram.g_00171	Praw.g_01249
OG0001032	Pram.g_00172	Praw.g_01248
OG0001033	Pram.g_00193	Praw.g_01227
OG0001034	Pram.g_00223	Praw.g_01199
OG0001035	Pram.g_00243	Praw.g_00879
OG0001036	Pram.g_00247	Praw.g_00875
OG0001037	Pram.g_00248	Praw.g_00874
OG0001038	Pram.g_00266	Praw.g_00856
OG0001039	Pram.g_00269	Praw.g_00853
OG0001040	Pram.g_00271	Praw.g_00851
OG0001041	Pram.g_00276	Praw.g_00847
OG0001042	Pram.g_00293	Praw.g_00830
OG0001043	Pram.g_00294	Praw.g_00829
OG0001044	Pram.g_00327	Praw.g_00797
OG0001045	Pram.g_00337	Praw.g_00789
OG0001046	Pram.g_01537	Praw.g_00754
OG0001047	Pram.g_00374	Praw.g_00708
OG0001048	Pram.g_00375	Praw.g_00707
OG0001049	Pram.g_00377	Praw.g_00705
OG0001050	Pram.g_00378	Praw.g_00704
OG0001051	Pram.g_00379	Praw.g_00703
OG0001052	Pram.g_00407	Praw.g_00676
OG0001053	Pram.g_00419	Praw.g_00665
OG0001054	Pram.g_00434	Praw.g_00650
OG0001055	Pram.g_00454	Praw.g_00631
OG0001056	Pram.g_00474	Praw.g_00612
OG0001057	Pram.g_00478	Praw.g_00607
OG0001058	Pram.g_00486	Praw.g_00599
OG0001059	Pram.g_00490	Praw.g_00595
OG0001060	Pram.g_00497	Praw.g_00588
OG0001061	Pram.g_00512	Praw.g_00575
OG0001062	Pram.g_00514	Praw.g_01923
OG0001063	Pram.g_00516	Praw.g_01925
OG0001064	Pram.g_00517	Praw.g_01926
OG0001065	Pram.g_00518	Praw.g_01927
OG0001066	Pram.g_00519	Praw.g_01928
OG0001067	Pram.g_00520	Praw.g_01929
OG0001068	Pram.g_00521	Praw.g_01930
OG0001069	Pram.g_00522	Praw.g_01931
OG0001070	Pram.g_00524	Praw.g_01934
OG0001071	Pram.g_00525	Praw.g_01935
OG0001073	Pram.g_00541	Praw.g_00140
OG0001074	Pram.g_00553	Praw.g_00151
OG0001075	Pram.g_00554	Praw.g_00152
OG0001076	Pram.g_00562	Praw.g_00160
OG0001077	Pram.g_00568	Praw.g_00164
OG0001078	Pram.g_01074	Praw.g_01886
OG0001079	Pram.g_01063	Praw.g_01875
OG0001080	Pram.g_01057	Praw.g_01869
OG0001081	Pram.g_01055	Praw.g_01867
OG0001082	Pram.g_01054	Praw.g_01866
OG0001083	Pram.g_01049	Praw.g_01861
OG0001084	Pram.g_01048	Praw.g_01860
OG0001085	Pram.g_00760	Praw.g_01852
OG0001086	Pram.g_00761	Praw.g_01851
OG0001087	Pram.g_00779	Praw.g_01834
OG0001088	Pram.g_00780	Praw.g_01833
OG0001089	Pram.g_00791	Praw.g_01825
OG0001090	Pram.g_00802	Praw.g_01808
OG0001091	Pram.g_01027	Praw.g_01806
OG0001092	Pram.g_01026	Praw.g_01805
OG0001093	Pram.g_01021	Praw.g_01800
OG0001094	Pram.g_01028	Praw.g_01703
OG0001095	Pram.g_00822	Praw.g_01684
OG0001096	Pram.g_00836	Praw.g_01671
OG0001097	Pram.g_00855	Praw.g_01654
OG0001098	Pram.g_00876	Praw.g_01639
OG0001099	Pram.g_00717	Praw.g_01608
OG0001100	Pram.g_00726	Praw.g_01604
OG0001101	Pram.g_00728	Praw.g_01602
OG0001102	Pram.g_00731	Praw.g_01600
OG0001103	Pram.g_00733	Praw.g_01598
OG0001104	Pram.g_00755	Praw.g_01576
OG0001105	Pram.g_00759	Praw.g_01572
OG0001106	Pram.g_00931	Praw.g_01548
OG0001107	Pram.g_00941	Praw.g_01541
OG0001108	Pram.g_00945	Praw.g_01537
OG0001109	Pram.g_00946	Praw.g_01536
OG0001110	Pram.g_00948	Praw.g_01534
OG0001111	Pram.g_00949	Praw.g_01533
OG0001112	Pram.g_00950	Praw.g_01532
OG0001113	Pram.g_00951	Praw.g_01531
OG0001114	Pram.g_00952	Praw.g_01530
OG0001115	Pram.g_00954	Praw.g_01528
OG0001116	Pram.g_00955	Praw.g_01527
OG0001117	Pram.g_00956	Praw.g_01526
OG0001118	Pram.g_00957	Praw.g_01525
OG0001119	Pram.g_00958	Praw.g_01524
OG0001120	Pram.g_00959	Praw.g_01522
OG0001122	Pram.g_00976	Praw.g_01495
OG0001123	Pram.g_00981	Praw.g_01491
OG0001124	Pram.g_00983	Praw.g_01489
OG0001125	Pram.g_00985	Praw.g_01488
OG0001126	Pram.g_00899	Praw.g_01478
OG0001127	Pram.g_00898	Praw.g_01477
OG0001128	Pram.g_00896	Praw.g_01475
OG0001129	Pram.g_00895	Praw.g_01474
OG0001130	Pram.g_00894	Praw.g_01473
OG0001131	Pram.g_00356	Praw.g_01437
OG0001132	Pram.g_00683	Praw.g_01427
OG0001133	Pram.g_01469	Praw.g_00187
OG0001134	Pram.g_01546	Praw.g_00201
OG0001135	Pram.g_01549	Praw.g_00204
OG0001136	Pram.g_01143	Praw.g_00231
OG0001137	Pram.g_01130	Praw.g_00242
OG0001138	Pram.g_01109	Praw.g_00260
OG0001139	Pram.g_01107	Praw.g_00261
OG0001140	Pram.g_01106	Praw.g_00262
OG0001141	Pram.g_01105	Praw.g_00263
OG0001142	Pram.g_01104	Praw.g_00264
OG0001143	Pram.g_01097	Praw.g_00271
OG0001144	Pram.g_01092	Praw.g_00276
OG0001145	Pram.g_01222	Praw.g_00971
OG0001146	Pram.g_01234	Praw.g_00985
OG0001147	Pram.g_01475	Praw.g_01001
OG0001148	Pram.g_01466	Praw.g_01018
OG0001149	Pram.g_01465	Praw.g_01019
OG0001150	Pram.g_01464	Praw.g_01020
OG0001151	Pram.g_01452	Praw.g_01031
OG0001152	Pram.g_01451	Praw.g_01032
OG0001153	Pram.g_01346	Praw.g_00368
OG0001154	Pram.g_01345	Praw.g_00370
OG0001155	Pram.g_01328	Praw.g_00382
OG0001156	Pram.g_01325	Praw.g_00385
OG0001157	Pram.g_01324	Praw.g_00386
OG0001158	Pram.g_01323	Praw.g_00387
OG0001159	Pram.g_01322	Praw.g_00388
OG0001160	Pram.g_01296	Praw.g_00412
OG0001161	Pram.g_01577	Praw.g_00423
OG0001162	Pram.g_01590	Praw.g_00434
OG0001163	Pram.g_01624	Praw.g_00507
OG0001164	Pram.g_01627	Praw.g_00511
OG0001165	Pram.g_01630	Praw.g_00514
OG0001166	Pram.g_01651	Praw.g_00534
OG0001167	Pram.g_01669	Praw.g_00551
OG0001168	Pram.g_01671	Praw.g_00553
