Orthogroup	Pram	Syas
OG0000592	Pram.g_00565	Syas.g_00105
OG0000593	Pram.g_01078	Syas.g_00750
OG0000594	Pram.g_01077	Syas.g_00749
OG0000595	Pram.g_01076	Syas.g_00748
OG0000596	Pram.g_01073	Syas.g_00743
OG0000597	Pram.g_01070	Syas.g_00740
OG0000598	Pram.g_01069	Syas.g_00739
OG0000599	Pram.g_01066	Syas.g_00732
OG0000600	Pram.g_01065	Syas.g_00731
OG0000601	Pram.g_01064	Syas.g_00730
OG0000602	Pram.g_01062	Syas.g_00725
OG0000603	Pram.g_01061	Syas.g_00724
OG0000604	Pram.g_01060	Syas.g_00721
OG0000605	Pram.g_01059	Syas.g_00719
OG0000606	Pram.g_01056	Syas.g_00716
OG0000607	Pram.g_01053	Syas.g_00713
OG0000608	Pram.g_01052	Syas.g_00712
OG0000609	Pram.g_01051	Syas.g_00710
OG0000610	Pram.g_01045	Syas.g_00702
OG0000611	Pram.g_01042	Syas.g_00699
OG0000612	Pram.g_01041	Syas.g_00698
OG0000613	Pram.g_00763	Syas.g_01825
OG0000614	Pram.g_00784	Syas.g_01044
OG0000615	Pram.g_00795	Syas.g_00650
OG0000616	Pram.g_01927	Syas.g_02011
OG0000617	Pram.g_01024	Syas.g_00180
OG0000618	Pram.g_01023	Syas.g_00181
OG0000619	Pram.g_01022	Syas.g_00182
OG0000620	Pram.g_01019	Syas.g_00188
OG0000621	Pram.g_01018	Syas.g_00189
OG0000622	Pram.g_01017	Syas.g_00190
OG0000623	Pram.g_01016	Syas.g_00191
OG0000624	Pram.g_01014	Syas.g_00192
OG0000625	Pram.g_01013	Syas.g_00193
OG0000626	Pram.g_01012	Syas.g_00194
OG0000627	Pram.g_01011	Syas.g_00372
OG0000628	Pram.g_01010	Syas.g_00373
OG0000629	Pram.g_01008	Syas.g_00376
OG0000630	Pram.g_01005	Syas.g_00397
OG0000631	Pram.g_00913	Syas.g_00405
OG0000632	Pram.g_00914	Syas.g_00406
OG0000633	Pram.g_00915	Syas.g_00407
OG0000634	Pram.g_00805	Syas.g_00600
OG0000635	Pram.g_00806	Syas.g_00599
OG0000636	Pram.g_00808	Syas.g_00597
OG0000637	Pram.g_00810	Syas.g_00595
OG0000638	Pram.g_00811	Syas.g_00594
OG0000639	Pram.g_00812	Syas.g_00593
OG0000640	Pram.g_00813	Syas.g_00592
OG0000641	Pram.g_00817	Syas.g_00587
OG0000642	Pram.g_00818	Syas.g_00586
OG0000643	Pram.g_00819	Syas.g_00585
OG0000644	Pram.g_00820	Syas.g_00584
OG0000645	Pram.g_00821	Syas.g_00583
OG0000646	Pram.g_00823	Syas.g_00580
OG0000647	Pram.g_00825	Syas.g_00578
OG0000648	Pram.g_00827	Syas.g_00576
OG0000649	Pram.g_00828	Syas.g_00575
OG0000650	Pram.g_00829	Syas.g_00574
OG0000651	Pram.g_00830	Syas.g_00573
OG0000652	Pram.g_00831	Syas.g_00572
OG0000653	Pram.g_00833	Syas.g_00570
OG0000654	Pram.g_00834	Syas.g_00569
OG0000655	Pram.g_00835	Syas.g_00568
OG0000656	Pram.g_00838	Syas.g_00565
OG0000657	Pram.g_00845	Syas.g_00232
OG0000658	Pram.g_00847	Syas.g_00235
OG0000659	Pram.g_00848	Syas.g_00236
OG0000660	Pram.g_00852	Syas.g_00240
OG0000661	Pram.g_00854	Syas.g_00242
OG0000662	Pram.g_00857	Syas.g_00281
OG0000663	Pram.g_00859	Syas.g_00284
OG0000664	Pram.g_00860	Syas.g_00287
OG0000665	Pram.g_00866	Syas.g_00385
OG0000666	Pram.g_00867	Syas.g_01362
OG0000667	Pram.g_00872	Syas.g_00088
OG0000668	Pram.g_00713	Syas.g_00221
OG0000669	Pram.g_00724	Syas.g_00684
OG0000670	Pram.g_00727	Syas.g_00681
OG0000671	Pram.g_00729	Syas.g_00679
OG0000672	Pram.g_00732	Syas.g_00676
OG0000673	Pram.g_00735	Syas.g_00673
OG0000674	Pram.g_00737	Syas.g_00671
OG0000675	Pram.g_00738	Syas.g_00670
OG0000676	Pram.g_00740	Syas.g_00668
OG0000677	Pram.g_00741	Syas.g_00667
OG0000678	Pram.g_00743	Syas.g_00660
OG0000679	Pram.g_00747	Syas.g_00629
OG0000680	Pram.g_00748	Syas.g_00628
OG0000681	Pram.g_00751	Syas.g_00625
OG0000682	Pram.g_00752	Syas.g_00624
OG0000683	Pram.g_00753	Syas.g_00623
OG0000684	Pram.g_00754	Syas.g_00621
OG0000685	Pram.g_00756	Syas.g_00187
OG0000686	Pram.g_00757	Syas.g_00619
OG0000687	Pram.g_00758	Syas.g_00618
OG0000688	Pram.g_01036	Syas.g_00612
OG0000689	Pram.g_01035	Syas.g_00610
OG0000690	Pram.g_01034	Syas.g_00609
OG0000691	Pram.g_01033	Syas.g_00608
OG0000692	Pram.g_01031	Syas.g_00606
OG0000693	Pram.g_01030	Syas.g_00604
OG0000694	Pram.g_01029	Syas.g_00603
OG0000695	Pram.g_00917	Syas.g_00410
OG0000696	Pram.g_00918	Syas.g_00411
OG0000697	Pram.g_00919	Syas.g_00413
OG0000698	Pram.g_00922	Syas.g_00417
OG0000699	Pram.g_00923	Syas.g_00419
OG0000700	Pram.g_00924	Syas.g_00420
OG0000701	Pram.g_00925	Syas.g_00421
OG0000702	Pram.g_00927	Syas.g_00437
OG0000703	Pram.g_00928	Syas.g_00438
OG0000704	Pram.g_00930	Syas.g_00446
OG0000705	Pram.g_00936	Syas.g_00453
OG0000706	Pram.g_00937	Syas.g_00454
OG0000707	Pram.g_00938	Syas.g_00455
OG0000708	Pram.g_00940	Syas.g_00458
OG0000709	Pram.g_00944	Syas.g_00466
OG0000710	Pram.g_00947	Syas.g_00497
OG0000711	Pram.g_00963	Syas.g_00546
OG0000712	Pram.g_00964	Syas.g_00548
OG0000713	Pram.g_00965	Syas.g_00549
OG0000714	Pram.g_00966	Syas.g_00551
OG0000715	Pram.g_00968	Syas.g_00553
OG0000716	Pram.g_00970	Syas.g_00556
OG0000717	Pram.g_00971	Syas.g_00557
OG0000718	Pram.g_00973	Syas.g_00561
OG0000719	Pram.g_00975	Syas.g_00223
OG0000720	Pram.g_00986	Syas.g_00209
OG0000721	Pram.g_00990	Syas.g_00207
OG0000722	Pram.g_00991	Syas.g_00206
OG0000723	Pram.g_00995	Syas.g_00196
OG0000724	Pram.g_00893	Syas.g_00999
OG0000725	Pram.g_00887	Syas.g_01024
OG0000726	Pram.g_00886	Syas.g_01025
OG0000727	Pram.g_00885	Syas.g_01026
OG0000728	Pram.g_00883	Syas.g_01028
OG0000729	Pram.g_01208	Syas.g_02145
OG0000730	Pram.g_01182	Syas.g_01544
OG0000731	Pram.g_00335	Syas.g_01532
OG0000733	Pram.g_01547	Syas.g_00096
OG0000734	Pram.g_01156	Syas.g_02414
OG0000735	Pram.g_01154	Syas.g_01201
OG0000736	Pram.g_01153	Syas.g_01200
OG0000737	Pram.g_01152	Syas.g_01199
OG0000738	Pram.g_01148	Syas.g_01193
OG0000739	Pram.g_01147	Syas.g_01192
OG0000740	Pram.g_01146	Syas.g_01191
OG0000741	Pram.g_01144	Syas.g_01188
OG0000742	Pram.g_01141	Syas.g_01185
OG0000743	Pram.g_01139	Syas.g_01182
OG0000744	Pram.g_01137	Syas.g_01181
OG0000745	Pram.g_01136	Syas.g_01178
OG0000746	Pram.g_01134	Syas.g_01176
OG0000747	Pram.g_01133	Syas.g_01174
OG0000748	Pram.g_01129	Syas.g_01146
OG0000749	Pram.g_01128	Syas.g_01144
OG0000750	Pram.g_01127	Syas.g_01143
OG0000751	Pram.g_01124	Syas.g_01138
OG0000752	Pram.g_01122	Syas.g_01136
OG0000753	Pram.g_01119	Syas.g_01133
OG0000754	Pram.g_01117	Syas.g_01128
OG0000755	Pram.g_01111	Syas.g_01117
OG0000756	Pram.g_01110	Syas.g_01116
OG0000757	Pram.g_01103	Syas.g_01108
OG0000758	Pram.g_01102	Syas.g_01107
OG0000759	Pram.g_01101	Syas.g_01106
OG0000760	Pram.g_01100	Syas.g_01105
OG0000761	Pram.g_01099	Syas.g_01104
OG0000762	Pram.g_01098	Syas.g_01102
OG0000763	Pram.g_01096	Syas.g_01091
OG0000764	Pram.g_01095	Syas.g_01090
OG0000765	Pram.g_01087	Syas.g_01076
OG0000766	Pram.g_01086	Syas.g_01075
OG0000767	Pram.g_01084	Syas.g_01073
OG0000768	Pram.g_01083	Syas.g_01072
OG0000769	Pram.g_01081	Syas.g_01070
OG0000770	Pram.g_00570	Syas.g_01067
OG0000771	Pram.g_01254	Syas.g_00993
OG0000772	Pram.g_01569	Syas.g_01461
OG0000773	Pram.g_01221	Syas.g_00002
OG0000774	Pram.g_01223	Syas.g_02862
OG0000775	Pram.g_01225	Syas.g_02860
OG0000776	Pram.g_01226	Syas.g_02859
OG0000777	Pram.g_01227	Syas.g_02858
OG0000778	Pram.g_01228	Syas.g_02857
OG0000779	Pram.g_01232	Syas.g_02852
OG0000780	Pram.g_01233	Syas.g_02847
OG0000781	Pram.g_01236	Syas.g_02842
OG0000782	Pram.g_01237	Syas.g_02841
OG0000783	Pram.g_01238	Syas.g_02840
OG0000784	Pram.g_01239	Syas.g_02839
OG0000785	Pram.g_01241	Syas.g_02837
OG0000786	Pram.g_01244	Syas.g_02833
OG0000787	Pram.g_01245	Syas.g_02832
OG0000788	Pram.g_01271	Syas.g_00782
OG0000789	Pram.g_01281	Syas.g_01507
OG0000790	Pram.g_01463	Syas.g_01266
OG0000791	Pram.g_01461	Syas.g_01268
OG0000792	Pram.g_01460	Syas.g_01269
OG0000793	Pram.g_01456	Syas.g_01359
OG0000794	Pram.g_01455	Syas.g_01361
OG0000795	Pram.g_01454	Syas.g_01363
OG0000796	Pram.g_01450	Syas.g_01368
OG0000797	Pram.g_01449	Syas.g_01369
OG0000798	Pram.g_01444	Syas.g_01750
OG0000798	Pram.g_01415	Syas.g_02134
OG0000799	Pram.g_01398	Syas.g_02789
OG0000800	Pram.g_01397	Syas.g_02790
OG0000801	Pram.g_01396	Syas.g_02791
OG0000802	Pram.g_01394	Syas.g_02797
OG0000803	Pram.g_01392	Syas.g_02800
OG0000804	Pram.g_01391	Syas.g_02803
OG0000805	Pram.g_01389	Syas.g_02805
OG0000806	Pram.g_01387	Syas.g_02807
OG0000807	Pram.g_01386	Syas.g_02808
OG0000808	Pram.g_01385	Syas.g_02809
OG0000809	Pram.g_01383	Syas.g_02811
OG0000810	Pram.g_01382	Syas.g_02813
OG0000811	Pram.g_01375	Syas.g_02822
OG0000812	Pram.g_01373	Syas.g_02824
OG0000813	Pram.g_01372	Syas.g_02825
OG0000814	Pram.g_01370	Syas.g_02827
OG0000815	Pram.g_01369	Syas.g_02829
OG0000816	Pram.g_01367	Syas.g_02831
OG0000817	Pram.g_01366	Syas.g_02753
OG0000818	Pram.g_01361	Syas.g_01282
OG0000819	Pram.g_01360	Syas.g_01283
OG0000820	Pram.g_01359	Syas.g_01284
OG0000821	Pram.g_01355	Syas.g_01289
OG0000822	Pram.g_01354	Syas.g_01291
OG0000823	Pram.g_01353	Syas.g_01292
OG0000824	Pram.g_01350	Syas.g_01297
OG0000825	Pram.g_01349	Syas.g_01298
OG0000826	Pram.g_01348	Syas.g_01299
OG0000827	Pram.g_01347	Syas.g_01300
OG0000828	Pram.g_01344	Syas.g_01303
OG0000829	Pram.g_01343	Syas.g_01304
OG0000830	Pram.g_01342	Syas.g_01305
OG0000831	Pram.g_01340	Syas.g_01308
OG0000832	Pram.g_01330	Syas.g_01476
OG0000833	Pram.g_01321	Syas.g_02738
OG0000834	Pram.g_01320	Syas.g_02737
OG0000835	Pram.g_01319	Syas.g_02736
OG0000836	Pram.g_01318	Syas.g_02732
OG0000837	Pram.g_01317	Syas.g_02731
OG0000838	Pram.g_01314	Syas.g_02727
OG0000839	Pram.g_01313	Syas.g_02726
OG0000840	Pram.g_01312	Syas.g_02725
OG0000841	Pram.g_01311	Syas.g_02724
OG0000842	Pram.g_01310	Syas.g_02723
OG0000843	Pram.g_01309	Syas.g_02722
OG0000844	Pram.g_01308	Syas.g_02720
OG0000845	Pram.g_01307	Syas.g_02719
OG0000846	Pram.g_01306	Syas.g_02718
OG0000847	Pram.g_01305	Syas.g_02717
OG0000848	Pram.g_01304	Syas.g_02715
OG0000849	Pram.g_01303	Syas.g_02714
OG0000850	Pram.g_01301	Syas.g_02711
OG0000851	Pram.g_01300	Syas.g_02708
OG0000852	Pram.g_01299	Syas.g_02707
OG0000853	Pram.g_01294	Syas.g_02703
OG0000854	Pram.g_01292	Syas.g_02701
OG0000855	Pram.g_01291	Syas.g_02700
OG0000856	Pram.g_00567	Syas.g_00103
OG0000857	Pram.g_00824	Syas.g_00579
OG0000858	Pram.g_01625	Syas.g_02693
OG0000859	Pram.g_01626	Syas.g_02692
OG0000860	Pram.g_01634	Syas.g_02679
OG0000861	Pram.g_01635	Syas.g_02678
OG0000862	Pram.g_01636	Syas.g_02677
OG0000863	Pram.g_01638	Syas.g_02675
OG0000864	Pram.g_01639	Syas.g_02674
OG0000865	Pram.g_01640	Syas.g_02673
OG0000866	Pram.g_01641	Syas.g_02672
OG0000867	Pram.g_01642	Syas.g_02671
OG0000868	Pram.g_01644	Syas.g_02667
OG0000869	Pram.g_01647	Syas.g_02662
OG0000870	Pram.g_01652	Syas.g_02657
OG0000871	Pram.g_01653	Syas.g_02656
OG0000872	Pram.g_01654	Syas.g_02650
OG0000873	Pram.g_01657	Syas.g_02647
OG0000874	Pram.g_01660	Syas.g_02645
OG0000875	Pram.g_01662	Syas.g_02644
OG0000876	Pram.g_01663	Syas.g_00280
OG0000877	Pram.g_01665	Syas.g_02603
OG0000878	Pram.g_01666	Syas.g_02602
OG0000879	Pram.g_01667	Syas.g_02601
OG0000880	Pram.g_01668	Syas.g_02600
OG0000881	Pram.g_01672	Syas.g_02596
OG0000882	Pram.g_01677	Syas.g_02591
OG0000883	Pram.g_01679	Syas.g_02586
OG0000884	Pram.g_01681	Syas.g_02584
OG0000885	Pram.g_01682	Syas.g_02583
OG0000886	Pram.g_01683	Syas.g_02582
OG0000887	Pram.g_01684	Syas.g_02581
OG0000888	Pram.g_01686	Syas.g_02579
OG0000889	Pram.g_01688	Syas.g_02577
OG0000890	Pram.g_01689	Syas.g_02574
OG0000891	Pram.g_01690	Syas.g_02573
OG0000892	Pram.g_01691	Syas.g_02571
OG0000893	Pram.g_01695	Syas.g_01677
OG0000894	Pram.g_01698	Syas.g_01667
OG0000895	Pram.g_01702	Syas.g_01663
OG0000896	Pram.g_01703	Syas.g_01662
OG0000897	Pram.g_01705	Syas.g_01660
OG0000898	Pram.g_01706	Syas.g_01659
OG0000899	Pram.g_01707	Syas.g_01658
OG0000900	Pram.g_01708	Syas.g_01657
OG0000901	Pram.g_01711	Syas.g_01652
OG0000902	Pram.g_01713	Syas.g_01651
OG0000903	Pram.g_01717	Syas.g_01637
OG0000904	Pram.g_01722	Syas.g_01642
OG0000905	Pram.g_01715	Syas.g_01647
OG0000906	Pram.g_01714	Syas.g_01649
OG0000907	Pram.g_01727	Syas.g_01635
OG0000908	Pram.g_01730	Syas.g_01632
OG0000909	Pram.g_01731	Syas.g_01631
OG0000910	Pram.g_01732	Syas.g_01630
OG0000911	Pram.g_01734	Syas.g_01628
OG0000912	Pram.g_01735	Syas.g_01627
OG0000913	Pram.g_01736	Syas.g_01626
OG0000914	Pram.g_01737	Syas.g_01625
OG0000915	Pram.g_01738	Syas.g_01623
OG0000916	Pram.g_01739	Syas.g_01622
OG0000917	Pram.g_01740	Syas.g_01621
OG0000918	Pram.g_01741	Syas.g_01620
OG0000919	Pram.g_01742	Syas.g_01619
OG0000920	Pram.g_01743	Syas.g_01618
OG0000921	Pram.g_01744	Syas.g_01617
OG0000922	Pram.g_01745	Syas.g_01616
OG0000923	Pram.g_01749	Syas.g_01612
OG0000924	Pram.g_01750	Syas.g_01611
OG0000925	Pram.g_01751	Syas.g_01610
OG0000926	Pram.g_01752	Syas.g_01609
OG0000927	Pram.g_01754	Syas.g_01607
OG0000928	Pram.g_01755	Syas.g_01606
OG0000929	Pram.g_01756	Syas.g_01605
OG0000930	Pram.g_01757	Syas.g_01604
OG0000931	Pram.g_01758	Syas.g_01603
OG0000932	Pram.g_01759	Syas.g_01602
OG0000933	Pram.g_01763	Syas.g_01596
OG0000934	Pram.g_01765	Syas.g_01594
OG0000935	Pram.g_01766	Syas.g_01593
OG0000936	Pram.g_01767	Syas.g_01592
OG0000937	Pram.g_01768	Syas.g_01591
OG0000938	Pram.g_01771	Syas.g_01588
OG0000939	Pram.g_01772	Syas.g_01587
OG0000940	Pram.g_01779	Syas.g_01580
OG0000941	Pram.g_01781	Syas.g_01578
OG0000942	Pram.g_01783	Syas.g_01576
OG0000943	Pram.g_01784	Syas.g_01575
OG0000944	Pram.g_01786	Syas.g_01573
OG0000945	Pram.g_01787	Syas.g_01572
OG0000946	Pram.g_01793	Syas.g_01565
OG0000947	Pram.g_01795	Syas.g_01562
OG0000948	Pram.g_01796	Syas.g_01561
OG0000949	Pram.g_01799	Syas.g_02213
OG0000950	Pram.g_01806	Syas.g_02197
OG0000951	Pram.g_01810	Syas.g_02190
OG0000952	Pram.g_01814	Syas.g_02186
OG0000953	Pram.g_01818	Syas.g_02182
OG0000954	Pram.g_01822	Syas.g_02174
OG0000955	Pram.g_01823	Syas.g_02173
OG0000956	Pram.g_01825	Syas.g_02171
OG0000957	Pram.g_01831	Syas.g_02158
OG0000958	Pram.g_01832	Syas.g_02157
OG0000959	Pram.g_01836	Syas.g_02154
OG0000960	Pram.g_01837	Syas.g_02153
OG0000961	Pram.g_01840	Syas.g_02345
OG0000962	Pram.g_01842	Syas.g_02146
OG0000963	Pram.g_01846	Syas.g_02143
OG0000964	Pram.g_01847	Syas.g_02142
OG0000965	Pram.g_01848	Syas.g_02141
OG0000966	Pram.g_01854	Syas.g_02112
OG0000967	Pram.g_01858	Syas.g_02108
OG0000968	Pram.g_01860	Syas.g_02106
OG0000969	Pram.g_01861	Syas.g_02104
OG0000970	Pram.g_01862	Syas.g_02103
OG0000971	Pram.g_01863	Syas.g_02101
OG0000972	Pram.g_01864	Syas.g_02100
OG0000973	Pram.g_01865	Syas.g_02099
OG0000974	Pram.g_01866	Syas.g_02098
OG0000975	Pram.g_01867	Syas.g_02097
OG0000976	Pram.g_01868	Syas.g_02096
OG0000977	Pram.g_01869	Syas.g_02094
OG0000978	Pram.g_01870	Syas.g_02093
OG0000979	Pram.g_01873	Syas.g_02090
OG0000980	Pram.g_01875	Syas.g_02087
OG0000981	Pram.g_01878	Syas.g_02084
OG0000982	Pram.g_01880	Syas.g_01882
OG0000983	Pram.g_01881	Syas.g_01883
OG0000984	Pram.g_01882	Syas.g_01884
OG0000985	Pram.g_01885	Syas.g_01888
OG0000986	Pram.g_01887	Syas.g_01891
OG0000987	Pram.g_01888	Syas.g_01897
OG0000988	Pram.g_01891	Syas.g_01902
OG0000989	Pram.g_01895	Syas.g_01908
OG0000990	Pram.g_01900	Syas.g_01937
OG0000991	Pram.g_01901	Syas.g_01939
OG0000992	Pram.g_01904	Syas.g_01943
OG0000993	Pram.g_01905	Syas.g_01945
OG0000994	Pram.g_01906	Syas.g_01948
OG0000995	Pram.g_01910	Syas.g_01955
OG0000996	Pram.g_01911	Syas.g_01977
OG0000997	Pram.g_01913	Syas.g_01993
OG0000998	Pram.g_01915	Syas.g_01995
OG0000999	Pram.g_01916	Syas.g_01996
OG0001000	Pram.g_01919	Syas.g_02000
OG0001001	Pram.g_01924	Syas.g_02006
OG0001002	Pram.g_01929	Syas.g_02014
OG0001003	Pram.g_01930	Syas.g_02016
OG0001004	Pram.g_01931	Syas.g_02017
OG0001005	Pram.g_01932	Syas.g_02018
OG0001006	Pram.g_01936	Syas.g_02032
OG0001007	Pram.g_01938	Syas.g_02034
OG0001008	Pram.g_00372	Syas.g_01496
OG0001009	Pram.g_00014	Syas.g_02065
OG0001010	Pram.g_00015	Syas.g_02066
OG0001011	Pram.g_00016	Syas.g_02068
OG0001012	Pram.g_00028	Syas.g_00152
OG0001013	Pram.g_00035	Syas.g_01866
OG0001014	Pram.g_00038	Syas.g_01857
OG0001015	Pram.g_00039	Syas.g_01856
OG0001016	Pram.g_00058	Syas.g_02517
OG0001017	Pram.g_00062	Syas.g_02511
OG0001018	Pram.g_00064	Syas.g_02509
OG0001019	Pram.g_00073	Syas.g_02469
OG0001020	Pram.g_00074	Syas.g_02443
OG0001021	Pram.g_00075	Syas.g_02437
OG0001022	Pram.g_00078	Syas.g_02434
OG0001023	Pram.g_00079	Syas.g_02433
OG0001024	Pram.g_00082	Syas.g_00135
OG0001025	Pram.g_00089	Syas.g_02424
OG0001026	Pram.g_00097	Syas.g_02412
OG0001027	Pram.g_00098	Syas.g_02408
OG0001028	Pram.g_00100	Syas.g_02405
OG0001029	Pram.g_00101	Syas.g_02403
OG0001030	Pram.g_00117	Syas.g_02384
OG0001031	Pram.g_00171	Syas.g_02293
OG0001032	Pram.g_00172	Syas.g_02290
OG0001033	Pram.g_00193	Syas.g_02239
OG0001034	Pram.g_00223	Syas.g_02556
OG0001035	Pram.g_00243	Syas.g_01704
OG0001036	Pram.g_00247	Syas.g_01709
OG0001037	Pram.g_00248	Syas.g_01711
OG0001038	Pram.g_00266	Syas.g_01751
OG0001039	Pram.g_00269	Syas.g_01754
OG0001041	Pram.g_00276	Syas.g_01761
OG0001042	Pram.g_00293	Syas.g_01821
OG0001043	Pram.g_00294	Syas.g_01817
OG0001044	Pram.g_00327	Syas.g_01542
OG0001045	Pram.g_00337	Syas.g_01529
OG0001046	Pram.g_01537	Syas.g_00532
OG0001047	Pram.g_00374	Syas.g_01494
OG0001048	Pram.g_00375	Syas.g_01493
OG0001049	Pram.g_00377	Syas.g_02742
OG0001050	Pram.g_00378	Syas.g_02743
OG0001051	Pram.g_00379	Syas.g_02744
OG0001052	Pram.g_00407	Syas.g_01337
OG0001053	Pram.g_00419	Syas.g_01250
OG0001054	Pram.g_00434	Syas.g_01231
OG0001055	Pram.g_00454	Syas.g_01210
OG0001056	Pram.g_00474	Syas.g_00068
OG0001057	Pram.g_00478	Syas.g_00763
OG0001058	Pram.g_00486	Syas.g_00787
OG0001059	Pram.g_00490	Syas.g_00791
OG0001060	Pram.g_00497	Syas.g_00797
OG0001061	Pram.g_00512	Syas.g_00816
OG0001062	Pram.g_00514	Syas.g_00819
OG0001063	Pram.g_00516	Syas.g_00830
OG0001064	Pram.g_00517	Syas.g_00831
OG0001065	Pram.g_00518	Syas.g_00832
OG0001066	Pram.g_00519	Syas.g_00833
OG0001067	Pram.g_00520	Syas.g_00834
OG0001068	Pram.g_00521	Syas.g_00835
OG0001069	Pram.g_00522	Syas.g_00836
OG0001070	Pram.g_00524	Syas.g_00840
OG0001071	Pram.g_00525	Syas.g_00841
OG0001072	Pram.g_00527	Syas.g_00844
OG0001073	Pram.g_00541	Syas.g_00855
OG0001074	Pram.g_00553	Syas.g_00157
OG0001075	Pram.g_00554	Syas.g_00163
OG0001076	Pram.g_00562	Syas.g_00113
OG0001077	Pram.g_00568	Syas.g_00101
OG0001078	Pram.g_01074	Syas.g_00745
OG0001079	Pram.g_01063	Syas.g_00729
OG0001080	Pram.g_01057	Syas.g_00717
OG0001081	Pram.g_01055	Syas.g_00715
OG0001082	Pram.g_01054	Syas.g_00714
OG0001083	Pram.g_01049	Syas.g_00707
OG0001084	Pram.g_01048	Syas.g_00706
OG0001085	Pram.g_00760	Syas.g_00693
OG0001086	Pram.g_00761	Syas.g_00691
OG0001087	Pram.g_00779	Syas.g_00071
OG0001088	Pram.g_00780	Syas.g_01060
OG0001089	Pram.g_00791	Syas.g_01039
OG0001090	Pram.g_00802	Syas.g_00980
OG0001091	Pram.g_01027	Syas.g_00979
OG0001092	Pram.g_01026	Syas.g_00178
OG0001093	Pram.g_01021	Syas.g_00184
OG0001095	Pram.g_00822	Syas.g_00582
OG0001097	Pram.g_00855	Syas.g_00243
OG0001098	Pram.g_00876	Syas.g_00880
OG0001099	Pram.g_00717	Syas.g_02404
OG0001100	Pram.g_00726	Syas.g_00682
OG0001101	Pram.g_00728	Syas.g_00680
OG0001102	Pram.g_00731	Syas.g_00677
OG0001103	Pram.g_00733	Syas.g_00675
OG0001104	Pram.g_00755	Syas.g_00620
OG0001105	Pram.g_00759	Syas.g_00617
OG0001106	Pram.g_00931	Syas.g_00447
OG0001107	Pram.g_00941	Syas.g_00459
OG0001108	Pram.g_00945	Syas.g_00494
OG0001109	Pram.g_00946	Syas.g_00496
OG0001110	Pram.g_00948	Syas.g_00498
OG0001111	Pram.g_00949	Syas.g_00500
OG0001112	Pram.g_00950	Syas.g_00503
OG0001113	Pram.g_00951	Syas.g_00504
OG0001114	Pram.g_00952	Syas.g_00505
OG0001115	Pram.g_00954	Syas.g_00527
OG0001116	Pram.g_00955	Syas.g_00529
OG0001117	Pram.g_00956	Syas.g_00530
OG0001118	Pram.g_00957	Syas.g_00531
OG0001119	Pram.g_00958	Syas.g_00533
OG0001120	Pram.g_00959	Syas.g_00539
OG0001122	Pram.g_00976	Syas.g_00222
OG0001123	Pram.g_00981	Syas.g_00214
OG0001124	Pram.g_00983	Syas.g_00212
OG0001125	Pram.g_00985	Syas.g_00210
OG0001126	Pram.g_00899	Syas.g_00991
OG0001127	Pram.g_00898	Syas.g_00992
OG0001128	Pram.g_00896	Syas.g_00995
OG0001129	Pram.g_00895	Syas.g_00997
OG0001130	Pram.g_00894	Syas.g_00998
OG0001131	Pram.g_00356	Syas.g_01401
OG0001132	Pram.g_00683	Syas.g_00525
OG0001133	Pram.g_01469	Syas.g_00109
OG0001136	Pram.g_01143	Syas.g_01187
OG0001138	Pram.g_01109	Syas.g_01114
OG0001139	Pram.g_01107	Syas.g_01112
OG0001140	Pram.g_01106	Syas.g_01111
OG0001141	Pram.g_01105	Syas.g_01110
OG0001142	Pram.g_01104	Syas.g_01109
OG0001143	Pram.g_01097	Syas.g_01092
OG0001144	Pram.g_01092	Syas.g_01084
OG0001145	Pram.g_01222	Syas.g_02867
OG0001146	Pram.g_01234	Syas.g_02846
OG0001147	Pram.g_01475	Syas.g_01329
OG0001148	Pram.g_01466	Syas.g_01263
OG0001149	Pram.g_01465	Syas.g_01264
OG0001150	Pram.g_01464	Syas.g_01265
OG0001151	Pram.g_01452	Syas.g_01366
OG0001152	Pram.g_01451	Syas.g_01367
OG0001153	Pram.g_01346	Syas.g_01301
OG0001154	Pram.g_01345	Syas.g_01302
OG0001155	Pram.g_01328	Syas.g_01478
OG0001156	Pram.g_01325	Syas.g_01489
OG0001157	Pram.g_01324	Syas.g_01490
OG0001158	Pram.g_01323	Syas.g_01491
OG0001159	Pram.g_01322	Syas.g_01492
OG0001160	Pram.g_01296	Syas.g_02705
OG0001161	Pram.g_01577	Syas.g_02030
OG0001162	Pram.g_01590	Syas.g_02473
OG0001163	Pram.g_01624	Syas.g_02697
OG0001164	Pram.g_01627	Syas.g_02691
OG0001165	Pram.g_01630	Syas.g_02686
OG0001166	Pram.g_01651	Syas.g_02658
OG0001167	Pram.g_01669	Syas.g_01046
OG0001168	Pram.g_01671	Syas.g_02597
OG0001169	Pram.g_01673	Syas.g_02595
OG0001170	Pram.g_01675	Syas.g_02593
OG0001171	Pram.g_01685	Syas.g_02580
OG0001172	Pram.g_01700	Syas.g_01665
OG0001173	Pram.g_01701	Syas.g_01664
OG0001174	Pram.g_01709	Syas.g_01656
OG0001175	Pram.g_01710	Syas.g_01655
OG0001176	Pram.g_01718	Syas.g_01638
OG0001177	Pram.g_01720	Syas.g_01640
OG0001178	Pram.g_01637	Syas.g_02676
OG0001179	Pram.g_01753	Syas.g_01608
OG0001180	Pram.g_01776	Syas.g_01583
