Orthogroup	Syaa	Prac
OG0000578	Syaa.g_01887	Prac.g_00770
OG0000579	Syaa.g_01886	Prac.g_00769
OG0000580	Syaa.g_01885	Prac.g_00768
OG0000581	Syaa.g_01879	Prac.g_00766
OG0000582	Syaa.g_01687	Prac.g_00763
OG0000583	Syaa.g_01686	Prac.g_00762
OG0000584	Syaa.g_01685	Prac.g_00761
OG0000585	Syaa.g_01683	Prac.g_00759
OG0000586	Syaa.g_01682	Prac.g_00758
OG0000587	Syaa.g_01680	Prac.g_00757
OG0000588	Syaa.g_01666	Prac.g_00753
OG0000589	Syaa.g_01662	Prac.g_00750
OG0000590	Syaa.g_01661	Prac.g_00749
OG0000591	Syaa.g_01653	Prac.g_00746
OG0000592	Syaa.g_01652	Prac.g_00745
OG0000593	Syaa.g_01638	Prac.g_00739
OG0000594	Syaa.g_01637	Prac.g_00738
OG0000595	Syaa.g_01636	Prac.g_00737
OG0000596	Syaa.g_01630	Prac.g_00733
OG0000597	Syaa.g_01627	Prac.g_00731
OG0000598	Syaa.g_01626	Prac.g_00730
OG0000599	Syaa.g_01623	Prac.g_00727
OG0000600	Syaa.g_01622	Prac.g_00726
OG0000601	Syaa.g_01621	Prac.g_00725
OG0000602	Syaa.g_01616	Prac.g_00723
OG0000603	Syaa.g_01615	Prac.g_00722
OG0000604	Syaa.g_01612	Prac.g_00721
OG0000605	Syaa.g_01447	Prac.g_00720
OG0000606	Syaa.g_01055	Prac.g_00717
OG0000607	Syaa.g_01058	Prac.g_00714
OG0000608	Syaa.g_01059	Prac.g_00713
OG0000609	Syaa.g_01061	Prac.g_00712
OG0000610	Syaa.g_01068	Prac.g_00707
OG0000611	Syaa.g_01071	Prac.g_00704
OG0000612	Syaa.g_01072	Prac.g_00703
OG0000613	Syaa.g_00199	Prac.g_00698
OG0000614	Syaa.g_00906	Prac.g_00679
OG0000615	Syaa.g_01113	Prac.g_00671
OG0000616	Syaa.g_02742	Prac.g_00667
OG0000617	Syaa.g_01244	Prac.g_01554
OG0000618	Syaa.g_01245	Prac.g_01553
OG0000619	Syaa.g_01246	Prac.g_01552
OG0000620	Syaa.g_01259	Prac.g_01549
OG0000621	Syaa.g_01260	Prac.g_01548
OG0000622	Syaa.g_01261	Prac.g_01547
OG0000623	Syaa.g_01262	Prac.g_01546
OG0000624	Syaa.g_01264	Prac.g_01545
OG0000625	Syaa.g_01265	Prac.g_01544
OG0000626	Syaa.g_01266	Prac.g_01543
OG0000627	Syaa.g_01414	Prac.g_01542
OG0000628	Syaa.g_01413	Prac.g_01541
OG0000629	Syaa.g_01410	Prac.g_01540
OG0000630	Syaa.g_01406	Prac.g_01537
OG0000631	Syaa.g_01400	Prac.g_01484
OG0000632	Syaa.g_01399	Prac.g_01483
OG0000633	Syaa.g_01397	Prac.g_01482
OG0000634	Syaa.g_01150	Prac.g_01479
OG0000635	Syaa.g_01151	Prac.g_01478
OG0000636	Syaa.g_01153	Prac.g_01476
OG0000637	Syaa.g_01155	Prac.g_01474
OG0000638	Syaa.g_01156	Prac.g_01473
OG0000639	Syaa.g_01157	Prac.g_01472
OG0000640	Syaa.g_01158	Prac.g_01471
OG0000641	Syaa.g_01162	Prac.g_01467
OG0000642	Syaa.g_01163	Prac.g_01466
OG0000643	Syaa.g_01165	Prac.g_01465
OG0000644	Syaa.g_01166	Prac.g_01464
OG0000645	Syaa.g_01184	Prac.g_01463
OG0000646	Syaa.g_01187	Prac.g_01461
OG0000647	Syaa.g_01189	Prac.g_01460
OG0000648	Syaa.g_01191	Prac.g_01458
OG0000649	Syaa.g_01192	Prac.g_01457
OG0000650	Syaa.g_01193	Prac.g_01456
OG0000651	Syaa.g_01194	Prac.g_01455
OG0000652	Syaa.g_01195	Prac.g_01454
OG0000653	Syaa.g_01197	Prac.g_01452
OG0000654	Syaa.g_01198	Prac.g_01451
OG0000655	Syaa.g_01199	Prac.g_01450
OG0000656	Syaa.g_01202	Prac.g_01447
OG0000657	Syaa.g_00838	Prac.g_01440
OG0000658	Syaa.g_00836	Prac.g_01439
OG0000659	Syaa.g_00835	Prac.g_01438
OG0000660	Syaa.g_00831	Prac.g_01434
OG0000661	Syaa.g_00829	Prac.g_01432
OG0000662	Syaa.g_00827	Prac.g_01430
OG0000663	Syaa.g_00824	Prac.g_01428
OG0000664	Syaa.g_00823	Prac.g_01427
OG0000665	Syaa.g_01442	Prac.g_01423
OG0000666	Syaa.g_01448	Prac.g_01422
OG0000668	Syaa.g_01300	Prac.g_01401
OG0000669	Syaa.g_01084	Prac.g_01393
OG0000670	Syaa.g_01087	Prac.g_01391
OG0000671	Syaa.g_01089	Prac.g_01389
OG0000672	Syaa.g_01092	Prac.g_01386
OG0000673	Syaa.g_01095	Prac.g_01383
OG0000674	Syaa.g_01097	Prac.g_01381
OG0000675	Syaa.g_01098	Prac.g_01380
OG0000676	Syaa.g_01100	Prac.g_01378
OG0000677	Syaa.g_01101	Prac.g_01377
OG0000678	Syaa.g_01106	Prac.g_01375
OG0000679	Syaa.g_01116	Prac.g_01371
OG0000680	Syaa.g_01117	Prac.g_01370
OG0000681	Syaa.g_01120	Prac.g_01368
OG0000682	Syaa.g_01121	Prac.g_01367
OG0000683	Syaa.g_01122	Prac.g_01366
OG0000684	Syaa.g_01132	Prac.g_01365
OG0000685	Syaa.g_01134	Prac.g_01363
OG0000686	Syaa.g_01135	Prac.g_01362
OG0000687	Syaa.g_01136	Prac.g_01361
OG0000688	Syaa.g_01140	Prac.g_01358
OG0000689	Syaa.g_01142	Prac.g_01357
OG0000690	Syaa.g_01143	Prac.g_01356
OG0000691	Syaa.g_01144	Prac.g_01355
OG0000692	Syaa.g_01145	Prac.g_01353
OG0000693	Syaa.g_01146	Prac.g_01352
OG0000694	Syaa.g_01147	Prac.g_01351
OG0000695	Syaa.g_01395	Prac.g_01349
OG0000696	Syaa.g_01394	Prac.g_01348
OG0000697	Syaa.g_01392	Prac.g_01347
OG0000698	Syaa.g_01389	Prac.g_01344
OG0000699	Syaa.g_01387	Prac.g_01343
OG0000700	Syaa.g_01386	Prac.g_01342
OG0000701	Syaa.g_01385	Prac.g_01341
OG0000702	Syaa.g_01376	Prac.g_01339
OG0000703	Syaa.g_01375	Prac.g_01338
OG0000704	Syaa.g_01373	Prac.g_01337
OG0000705	Syaa.g_01365	Prac.g_01333
OG0000706	Syaa.g_01364	Prac.g_01332
OG0000707	Syaa.g_01363	Prac.g_01331
OG0000708	Syaa.g_01360	Prac.g_01330
OG0000709	Syaa.g_01351	Prac.g_01326
OG0000710	Syaa.g_01348	Prac.g_01323
OG0000711	Syaa.g_01320	Prac.g_01307
OG0000712	Syaa.g_01318	Prac.g_01305
OG0000713	Syaa.g_01317	Prac.g_01304
OG0000714	Syaa.g_01315	Prac.g_01303
OG0000715	Syaa.g_01313	Prac.g_01301
OG0000716	Syaa.g_01309	Prac.g_01299
OG0000717	Syaa.g_01308	Prac.g_01298
OG0000718	Syaa.g_01304	Prac.g_01287
OG0000719	Syaa.g_01302	Prac.g_01285
OG0000720	Syaa.g_01289	Prac.g_01276
OG0000721	Syaa.g_01287	Prac.g_01274
OG0000722	Syaa.g_01286	Prac.g_01273
OG0000723	Syaa.g_01268	Prac.g_01270
OG0000724	Syaa.g_00872	Prac.g_01261
OG0000725	Syaa.g_00882	Prac.g_01255
OG0000726	Syaa.g_00883	Prac.g_01254
OG0000727	Syaa.g_00884	Prac.g_01253
OG0000728	Syaa.g_00886	Prac.g_01251
OG0000729	Syaa.g_00100	Prac.g_01205
OG0000730	Syaa.g_02185	Prac.g_01046
OG0000731	Syaa.g_02173	Prac.g_01042
OG0000732	Syaa.g_00054	Prac.g_01036
OG0000733	Syaa.g_02621	Prac.g_01017
OG0000734	Syaa.g_02388	Prac.g_01000
OG0000735	Syaa.g_00754	Prac.g_00998
OG0000736	Syaa.g_00755	Prac.g_00997
OG0000737	Syaa.g_00756	Prac.g_00996
OG0000738	Syaa.g_00761	Prac.g_00992
OG0000739	Syaa.g_00762	Prac.g_00991
OG0000740	Syaa.g_00763	Prac.g_00990
OG0000741	Syaa.g_00766	Prac.g_00989
OG0000742	Syaa.g_00769	Prac.g_00986
OG0000743	Syaa.g_00771	Prac.g_00984
OG0000744	Syaa.g_00772	Prac.g_00983
OG0000745	Syaa.g_00774	Prac.g_00982
OG0000746	Syaa.g_00776	Prac.g_00980
OG0000747	Syaa.g_00777	Prac.g_00979
OG0000748	Syaa.g_00787	Prac.g_00976
OG0000749	Syaa.g_00789	Prac.g_00975
OG0000750	Syaa.g_00790	Prac.g_00974
OG0000751	Syaa.g_00797	Prac.g_00972
OG0000752	Syaa.g_00799	Prac.g_00970
OG0000753	Syaa.g_00802	Prac.g_00967
OG0000754	Syaa.g_01025	Prac.g_00964
OG0000755	Syaa.g_01005	Prac.g_00961
OG0000756	Syaa.g_01004	Prac.g_00960
OG0000757	Syaa.g_00996	Prac.g_00954
OG0000758	Syaa.g_00995	Prac.g_00953
OG0000759	Syaa.g_00994	Prac.g_00952
OG0000760	Syaa.g_00993	Prac.g_00951
OG0000761	Syaa.g_00992	Prac.g_00950
OG0000762	Syaa.g_00988	Prac.g_00949
OG0000763	Syaa.g_00986	Prac.g_00947
OG0000764	Syaa.g_00985	Prac.g_00946
OG0000765	Syaa.g_00968	Prac.g_00937
OG0000766	Syaa.g_00967	Prac.g_00936
OG0000767	Syaa.g_00965	Prac.g_00934
OG0000768	Syaa.g_00964	Prac.g_00933
OG0000769	Syaa.g_00962	Prac.g_00931
OG0000770	Syaa.g_00959	Prac.g_00929
OG0000771	Syaa.g_00866	Prac.g_00448
OG0000772	Syaa.g_01526	Prac.g_00154
OG0000773	Syaa.g_00749	Prac.g_00166
OG0000774	Syaa.g_00745	Prac.g_00168
OG0000775	Syaa.g_00742	Prac.g_00170
OG0000776	Syaa.g_00741	Prac.g_00171
OG0000777	Syaa.g_00740	Prac.g_00172
OG0000778	Syaa.g_00739	Prac.g_00173
OG0000779	Syaa.g_00733	Prac.g_00177
OG0000780	Syaa.g_00730	Prac.g_00178
OG0000781	Syaa.g_00726	Prac.g_00181
OG0000782	Syaa.g_00725	Prac.g_00182
OG0000783	Syaa.g_00724	Prac.g_00183
OG0000784	Syaa.g_00723	Prac.g_00184
OG0000785	Syaa.g_00721	Prac.g_00186
OG0000786	Syaa.g_01875	Prac.g_00188
OG0000787	Syaa.g_01876	Prac.g_00189
OG0000788	Syaa.g_01620	Prac.g_00204
OG0000789	Syaa.g_01434	Prac.g_00207
OG0000790	Syaa.g_02064	Prac.g_00222
OG0000791	Syaa.g_02066	Prac.g_00224
OG0000792	Syaa.g_02067	Prac.g_00225
OG0000793	Syaa.g_02072	Prac.g_00228
OG0000794	Syaa.g_02073	Prac.g_00229
OG0000795	Syaa.g_02074	Prac.g_00230
OG0000796	Syaa.g_02078	Prac.g_00234
OG0000797	Syaa.g_02079	Prac.g_00235
OG0000798	Syaa.g_00265, Syaa.g_00494	Prac.g_00262
OG0000799	Syaa.g_01743	Prac.g_00429
OG0000800	Syaa.g_01747	Prac.g_00428
OG0000801	Syaa.g_01748	Prac.g_00427
OG0000802	Syaa.g_01753	Prac.g_00425
OG0000803	Syaa.g_01758	Prac.g_00423
OG0000804	Syaa.g_01761	Prac.g_00422
OG0000805	Syaa.g_01763	Prac.g_00420
OG0000806	Syaa.g_01765	Prac.g_00418
OG0000807	Syaa.g_01767	Prac.g_00417
OG0000808	Syaa.g_01768	Prac.g_00416
OG0000809	Syaa.g_01771	Prac.g_00413
OG0000810	Syaa.g_01772	Prac.g_00412
OG0000811	Syaa.g_01778	Prac.g_00408
OG0000812	Syaa.g_01780	Prac.g_00406
OG0000813	Syaa.g_01781	Prac.g_00405
OG0000814	Syaa.g_01783	Prac.g_00403
OG0000815	Syaa.g_01784	Prac.g_00402
OG0000816	Syaa.g_01785	Prac.g_00400
OG0000817	Syaa.g_01786	Prac.g_00399
OG0000818	Syaa.g_01792	Prac.g_00394
OG0000819	Syaa.g_01793	Prac.g_00393
OG0000820	Syaa.g_01794	Prac.g_00392
OG0000821	Syaa.g_01800	Prac.g_00388
OG0000822	Syaa.g_01802	Prac.g_00387
OG0000823	Syaa.g_01803	Prac.g_00386
OG0000824	Syaa.g_01807	Prac.g_00383
OG0000825	Syaa.g_01808	Prac.g_00382
OG0000826	Syaa.g_01809	Prac.g_00381
OG0000827	Syaa.g_01810	Prac.g_00380
OG0000828	Syaa.g_01813	Prac.g_00377
OG0000829	Syaa.g_01814	Prac.g_00376
OG0000830	Syaa.g_01815	Prac.g_00375
OG0000831	Syaa.g_01817	Prac.g_00373
OG0000832	Syaa.g_00627	Prac.g_00367
OG0000833	Syaa.g_00611	Prac.g_00359
OG0000834	Syaa.g_00608	Prac.g_00358
OG0000835	Syaa.g_00607	Prac.g_00357
OG0000836	Syaa.g_00603	Prac.g_00356
OG0000837	Syaa.g_00601	Prac.g_00355
OG0000838	Syaa.g_00597	Prac.g_00353
OG0000839	Syaa.g_00596	Prac.g_00352
OG0000840	Syaa.g_00595	Prac.g_00351
OG0000841	Syaa.g_00594	Prac.g_00350
OG0000842	Syaa.g_00593	Prac.g_00349
OG0000843	Syaa.g_00592	Prac.g_00348
OG0000844	Syaa.g_00590	Prac.g_00347
OG0000845	Syaa.g_00589	Prac.g_00346
OG0000846	Syaa.g_00588	Prac.g_00345
OG0000847	Syaa.g_00587	Prac.g_00344
OG0000848	Syaa.g_00585	Prac.g_00343
OG0000849	Syaa.g_00584	Prac.g_00342
OG0000850	Syaa.g_00582	Prac.g_00340
OG0000851	Syaa.g_00577	Prac.g_00339
OG0000852	Syaa.g_00576	Prac.g_00338
OG0000853	Syaa.g_00572	Prac.g_00334
OG0000854	Syaa.g_00570	Prac.g_00332
OG0000855	Syaa.g_00569	Prac.g_00331
OG0000856	Syaa.g_01650	Prac.g_00317
OG0000857	Syaa.g_01188	Prac.g_00288
OG0000858	Syaa.g_00563	Prac.g_00631
OG0000859	Syaa.g_00562	Prac.g_00630
OG0000860	Syaa.g_00549	Prac.g_00623
OG0000861	Syaa.g_00548	Prac.g_00622
OG0000862	Syaa.g_00547	Prac.g_00621
OG0000863	Syaa.g_00543	Prac.g_00619
OG0000864	Syaa.g_00542	Prac.g_00618
OG0000865	Syaa.g_00541	Prac.g_00617
OG0000866	Syaa.g_00540	Prac.g_00616
OG0000867	Syaa.g_00539	Prac.g_00615
OG0000868	Syaa.g_00536	Prac.g_00614
OG0000869	Syaa.g_00531	Prac.g_00610
OG0000870	Syaa.g_00526	Prac.g_00605
OG0000871	Syaa.g_00525	Prac.g_00604
OG0000872	Syaa.g_00511	Prac.g_00603
OG0000873	Syaa.g_00497	Prac.g_00600
OG0000874	Syaa.g_00519	Prac.g_00597
OG0000875	Syaa.g_00438	Prac.g_00596
OG0000876	Syaa.g_00682	Prac.g_00595
OG0000877	Syaa.g_00679	Prac.g_00593
OG0000878	Syaa.g_00678	Prac.g_00592
OG0000879	Syaa.g_00677	Prac.g_00591
OG0000880	Syaa.g_00676	Prac.g_00590
OG0000881	Syaa.g_00671	Prac.g_00586
OG0000882	Syaa.g_00666	Prac.g_00581
OG0000883	Syaa.g_00661	Prac.g_00580
OG0000884	Syaa.g_00659	Prac.g_00578
OG0000885	Syaa.g_00658	Prac.g_00577
OG0000886	Syaa.g_00657	Prac.g_00576
OG0000887	Syaa.g_00656	Prac.g_00575
OG0000888	Syaa.g_00654	Prac.g_00573
OG0000889	Syaa.g_00652	Prac.g_00571
OG0000890	Syaa.g_00644	Prac.g_00570
OG0000891	Syaa.g_00643	Prac.g_00569
OG0000892	Syaa.g_00640	Prac.g_00471
OG0000893	Syaa.g_02352	Prac.g_00476
OG0000894	Syaa.g_02349	Prac.g_00478
OG0000895	Syaa.g_02345	Prac.g_00481
OG0000896	Syaa.g_02344	Prac.g_00482
OG0000897	Syaa.g_02342	Prac.g_00484
OG0000898	Syaa.g_02341	Prac.g_00485
OG0000899	Syaa.g_02340	Prac.g_00486
OG0000900	Syaa.g_02339	Prac.g_00487
OG0000901	Syaa.g_02334	Prac.g_00490
OG0000902	Syaa.g_02332	Prac.g_00492
OG0000903	Syaa.g_02313	Prac.g_00495
OG0000904	Syaa.g_02318	Prac.g_00497
OG0000905	Syaa.g_02324	Prac.g_00502
OG0000906	Syaa.g_02327	Prac.g_00503
OG0000907	Syaa.g_02295	Prac.g_00506
OG0000908	Syaa.g_02292	Prac.g_00509
OG0000909	Syaa.g_02291	Prac.g_00510
OG0000910	Syaa.g_02290	Prac.g_00511
OG0000911	Syaa.g_02288	Prac.g_00513
OG0000912	Syaa.g_02287	Prac.g_00514
OG0000913	Syaa.g_02286	Prac.g_00515
OG0000914	Syaa.g_02285	Prac.g_00516
OG0000915	Syaa.g_02283	Prac.g_00517
OG0000916	Syaa.g_02282	Prac.g_00518
OG0000917	Syaa.g_02281	Prac.g_00519
OG0000918	Syaa.g_02280	Prac.g_00520
OG0000919	Syaa.g_02279	Prac.g_00521
OG0000920	Syaa.g_02278	Prac.g_00522
OG0000921	Syaa.g_02277	Prac.g_00523
OG0000922	Syaa.g_02276	Prac.g_00524
OG0000923	Syaa.g_02272	Prac.g_00528
OG0000924	Syaa.g_02271	Prac.g_00529
OG0000925	Syaa.g_02270	Prac.g_00530
OG0000926	Syaa.g_02269	Prac.g_00531
OG0000927	Syaa.g_02267	Prac.g_00533
OG0000928	Syaa.g_02266	Prac.g_00534
OG0000929	Syaa.g_02265	Prac.g_00535
OG0000930	Syaa.g_02264	Prac.g_00536
OG0000931	Syaa.g_02263	Prac.g_00537
OG0000932	Syaa.g_02262	Prac.g_00538
OG0000933	Syaa.g_02256	Prac.g_00542
OG0000934	Syaa.g_02254	Prac.g_00544
OG0000935	Syaa.g_02253	Prac.g_00545
OG0000936	Syaa.g_02252	Prac.g_00546
OG0000937	Syaa.g_02251	Prac.g_00547
OG0000938	Syaa.g_02248	Prac.g_00549
OG0000939	Syaa.g_02247	Prac.g_00550
OG0000940	Syaa.g_02240	Prac.g_00556
OG0000941	Syaa.g_02238	Prac.g_00558
OG0000942	Syaa.g_02236	Prac.g_00560
OG0000943	Syaa.g_02235	Prac.g_00561
OG0000944	Syaa.g_02233	Prac.g_00562
OG0000945	Syaa.g_02231	Prac.g_00563
OG0000946	Syaa.g_02225	Prac.g_00005
OG0000947	Syaa.g_02222	Prac.g_00007
OG0000948	Syaa.g_02221	Prac.g_00008
OG0000949	Syaa.g_00172	Prac.g_00011
OG0000950	Syaa.g_00159	Prac.g_00016
OG0000951	Syaa.g_00153	Prac.g_00020
OG0000952	Syaa.g_00149	Prac.g_00024
OG0000953	Syaa.g_00143	Prac.g_00027
OG0000954	Syaa.g_00138	Prac.g_00031
OG0000955	Syaa.g_00137	Prac.g_00032
OG0000956	Syaa.g_00135	Prac.g_00034
OG0000957	Syaa.g_00125	Prac.g_00039
OG0000958	Syaa.g_00124	Prac.g_00040
OG0000959	Syaa.g_00120	Prac.g_00044
OG0000960	Syaa.g_00119	Prac.g_00045
OG0000961	Syaa.g_00106	Prac.g_00047
OG0000962	Syaa.g_00102	Prac.g_00049
OG0000963	Syaa.g_00097	Prac.g_00052
OG0000964	Syaa.g_00096	Prac.g_00053
OG0000965	Syaa.g_00095	Prac.g_00054
OG0000966	Syaa.g_00083	Prac.g_00061
OG0000967	Syaa.g_00074	Prac.g_00065
OG0000968	Syaa.g_00078	Prac.g_00067
OG0000969	Syaa.g_00077	Prac.g_00068
OG0000970	Syaa.g_00076	Prac.g_00069
OG0000971	Syaa.g_00069	Prac.g_00070
OG0000972	Syaa.g_00068	Prac.g_00071
OG0000973	Syaa.g_00067	Prac.g_00072
OG0000974	Syaa.g_00066	Prac.g_00073
OG0000975	Syaa.g_00065	Prac.g_00074
OG0000976	Syaa.g_00064	Prac.g_00075
OG0000977	Syaa.g_00062	Prac.g_00076
OG0000978	Syaa.g_00061	Prac.g_00077
OG0000979	Syaa.g_00058	Prac.g_00080
OG0000980	Syaa.g_00055	Prac.g_00082
OG0000981	Syaa.g_00052	Prac.g_00084
OG0000982	Syaa.g_02593	Prac.g_00086
OG0000983	Syaa.g_02594	Prac.g_00087
OG0000984	Syaa.g_02595	Prac.g_00088
OG0000985	Syaa.g_02597	Prac.g_00091
OG0000986	Syaa.g_02601	Prac.g_00093
OG0000987	Syaa.g_02603	Prac.g_00094
OG0000988	Syaa.g_02608	Prac.g_00097
OG0000989	Syaa.g_02616	Prac.g_00100
OG0000990	Syaa.g_02647	Prac.g_00103
OG0000991	Syaa.g_02650	Prac.g_00104
OG0000992	Syaa.g_02653	Prac.g_00106
OG0000993	Syaa.g_02654	Prac.g_00107
OG0000994	Syaa.g_02657	Prac.g_00108
OG0000995	Syaa.g_02662	Prac.g_00112
OG0000996	Syaa.g_02705	Prac.g_00113
OG0000997	Syaa.g_02725	Prac.g_00114
OG0000998	Syaa.g_02727	Prac.g_00116
OG0000999	Syaa.g_02728	Prac.g_00117
OG0001000	Syaa.g_02732	Prac.g_00120
OG0001001	Syaa.g_02738	Prac.g_00122
OG0001002	Syaa.g_02745	Prac.g_00126
OG0001003	Syaa.g_02747	Prac.g_00127
OG0001004	Syaa.g_02748	Prac.g_00128
OG0001005	Syaa.g_02749	Prac.g_00129
OG0001006	Syaa.g_02756	Prac.g_01949
OG0001007	Syaa.g_02758	Prac.g_01947
OG0001008	Syaa.g_00704	Prac.g_01110
OG0001009	Syaa.g_00034	Prac.g_01920
OG0001010	Syaa.g_00035	Prac.g_01919
OG0001011	Syaa.g_00037	Prac.g_01918
OG0001012	Syaa.g_02589	Prac.g_01889
OG0001013	Syaa.g_02576	Prac.g_01883
OG0001014	Syaa.g_02572	Prac.g_01880
OG0001015	Syaa.g_02571	Prac.g_01879
OG0001016	Syaa.g_00348	Prac.g_01858
OG0001017	Syaa.g_00342	Prac.g_01854
OG0001018	Syaa.g_00340	Prac.g_01851
OG0001019	Syaa.g_00323	Prac.g_01842
OG0001020	Syaa.g_02355	Prac.g_01841
OG0001021	Syaa.g_02359	Prac.g_01840
OG0001022	Syaa.g_02365	Prac.g_01837
OG0001023	Syaa.g_02366	Prac.g_01836
OG0001024	Syaa.g_02370	Prac.g_01833
OG0001025	Syaa.g_02377	Prac.g_01827
OG0001026	Syaa.g_02390	Prac.g_01820
OG0001027	Syaa.g_02397	Prac.g_01819
OG0001028	Syaa.g_02399	Prac.g_01817
OG0001029	Syaa.g_02401	Prac.g_01816
OG0001030	Syaa.g_02422	Prac.g_01801
OG0001031	Syaa.g_02500	Prac.g_01744
OG0001032	Syaa.g_02502	Prac.g_01743
OG0001033	Syaa.g_02539	Prac.g_01722
OG0001034	Syaa.g_02108	Prac.g_01694
OG0001035	Syaa.g_00298	Prac.g_01677
OG0001036	Syaa.g_00293	Prac.g_01672
OG0001037	Syaa.g_00291	Prac.g_01671
OG0001038	Syaa.g_00264	Prac.g_01653
OG0001039	Syaa.g_00261	Prac.g_01650
OG0001040	Syaa.g_00258	Prac.g_01648
OG0001041	Syaa.g_00253	Prac.g_01644
OG0001042	Syaa.g_00227	Prac.g_01627
OG0001043	Syaa.g_00223	Prac.g_01626
OG0001044	Syaa.g_02183	Prac.g_01201
OG0001045	Syaa.g_02170	Prac.g_01192
OG0001046	Syaa.g_01332	Prac.g_01154
OG0001047	Syaa.g_00706	Prac.g_01108
OG0001048	Syaa.g_00707	Prac.g_01107
OG0001049	Syaa.g_00710	Prac.g_01105
OG0001050	Syaa.g_00711	Prac.g_01104
OG0001051	Syaa.g_00712	Prac.g_01103
OG0001052	Syaa.g_01846	Prac.g_01073
OG0001053	Syaa.g_02048	Prac.g_01061
OG0001054	Syaa.g_02031	Prac.g_00873
OG0001055	Syaa.g_02010	Prac.g_00855
OG0001056	Syaa.g_01975	Prac.g_00836
OG0001057	Syaa.g_01966	Prac.g_00831
OG0001058	Syaa.g_01951	Prac.g_00823
OG0001059	Syaa.g_01947	Prac.g_00819
OG0001060	Syaa.g_01941	Prac.g_00812
OG0001061	Syaa.g_01919	Prac.g_00799
OG0001062	Syaa.g_01917	Prac.g_00797
OG0001063	Syaa.g_01912	Prac.g_00795
OG0001064	Syaa.g_01911	Prac.g_00794
OG0001065	Syaa.g_01910	Prac.g_00793
OG0001066	Syaa.g_01909	Prac.g_00792
OG0001067	Syaa.g_01908	Prac.g_00791
OG0001068	Syaa.g_01907	Prac.g_00790
OG0001069	Syaa.g_01906	Prac.g_00789
OG0001070	Syaa.g_01903	Prac.g_00786
OG0001071	Syaa.g_01902	Prac.g_00785
OG0001072	Syaa.g_01898	Prac.g_00783
OG0001073	Syaa.g_01884	Prac.g_00767
OG0001074	Syaa.g_01678	Prac.g_00756
OG0001075	Syaa.g_01676	Prac.g_00755
OG0001076	Syaa.g_01659	Prac.g_00747
OG0001077	Syaa.g_01647	Prac.g_00743
OG0001078	Syaa.g_01632	Prac.g_00735
OG0001079	Syaa.g_01619	Prac.g_00724
OG0001080	Syaa.g_01443	Prac.g_00718
OG0001081	Syaa.g_01056	Prac.g_00716
OG0001082	Syaa.g_01057	Prac.g_00715
OG0001083	Syaa.g_01064	Prac.g_00710
OG0001084	Syaa.g_01065	Prac.g_00709
OG0001085	Syaa.g_01075	Prac.g_00701
OG0001086	Syaa.g_01077	Prac.g_00700
OG0001087	Syaa.g_00920	Prac.g_00683
OG0001088	Syaa.g_00916	Prac.g_00682
OG0001089	Syaa.g_00890	Prac.g_00674
OG0001090	Syaa.g_01237	Prac.g_01559
OG0001091	Syaa.g_01239	Prac.g_01557
OG0001092	Syaa.g_01242	Prac.g_01556
OG0001093	Syaa.g_01248	Prac.g_01551
OG0001094	Syaa.g_01148	Prac.g_01481
OG0001095	Syaa.g_01185	Prac.g_01462
OG0001096	Syaa.g_01200	Prac.g_01449
OG0001097	Syaa.g_00828	Prac.g_01431
OG0001098	Syaa.g_01441	Prac.g_01416
OG0001099	Syaa.g_02400	Prac.g_01396
OG0001100	Syaa.g_01086	Prac.g_01392
OG0001101	Syaa.g_01088	Prac.g_01390
OG0001102	Syaa.g_01091	Prac.g_01387
OG0001103	Syaa.g_01093	Prac.g_01385
OG0001104	Syaa.g_01133	Prac.g_01364
OG0001105	Syaa.g_01137	Prac.g_01360
OG0001106	Syaa.g_01372	Prac.g_01336
OG0001107	Syaa.g_01359	Prac.g_01329
OG0001108	Syaa.g_01350	Prac.g_01325
OG0001109	Syaa.g_01349	Prac.g_01324
OG0001110	Syaa.g_01347	Prac.g_01322
OG0001111	Syaa.g_01345	Prac.g_01321
OG0001112	Syaa.g_01343	Prac.g_01320
OG0001113	Syaa.g_01342	Prac.g_01319
OG0001114	Syaa.g_01341	Prac.g_01318
OG0001115	Syaa.g_01337	Prac.g_01316
OG0001116	Syaa.g_01335	Prac.g_01315
OG0001117	Syaa.g_01334	Prac.g_01314
OG0001118	Syaa.g_01333	Prac.g_01313
OG0001119	Syaa.g_01331	Prac.g_01312
OG0001120	Syaa.g_01328	Prac.g_01310
OG0001121	Syaa.g_01125	Prac.g_01020
OG0001122	Syaa.g_01301	Prac.g_01284
OG0001123	Syaa.g_01294	Prac.g_01280
OG0001124	Syaa.g_01292	Prac.g_01278
OG0001125	Syaa.g_01290	Prac.g_01277
OG0001126	Syaa.g_00864	Prac.g_01267
OG0001127	Syaa.g_00865	Prac.g_01266
OG0001128	Syaa.g_00868	Prac.g_01264
OG0001129	Syaa.g_00870	Prac.g_01263
OG0001130	Syaa.g_00871	Prac.g_01262
OG0001131	Syaa.g_01108	Prac.g_01225
OG0001132	Syaa.g_01468	Prac.g_01216
OG0001133	Syaa.g_01656	Prac.g_01031
OG0001134	Syaa.g_01028	Prac.g_01018
OG0001136	Syaa.g_00767	Prac.g_00988
OG0001137	Syaa.g_00786	Prac.g_00977
