Orthogroup	Syaa	Syar
OG0000554	Syaa.g_01979	Syar.g_02352
OG0000555	Syaa.g_01961	Syar.g_02336
OG0000556	Syaa.g_01957	Syar.g_02332
OG0000557	Syaa.g_01955	Syar.g_02328
OG0000558	Syaa.g_01953	Syar.g_02326
OG0000559	Syaa.g_01949	Syar.g_02322
OG0000560	Syaa.g_01946	Syar.g_02320
OG0000561	Syaa.g_01945	Syar.g_02319
OG0000562	Syaa.g_01944	Syar.g_02318
OG0000563	Syaa.g_01943	Syar.g_02317
OG0000564	Syaa.g_01942	Syar.g_02316
OG0000565	Syaa.g_01939	Syar.g_02312
OG0000566	Syaa.g_01935	Syar.g_02308
OG0000567	Syaa.g_01931	Syar.g_02304
OG0000568	Syaa.g_01928	Syar.g_02302
OG0000569	Syaa.g_01925	Syar.g_02301
OG0000570	Syaa.g_01924	Syar.g_02300
OG0000571	Syaa.g_01920	Syar.g_02298
OG0000572	Syaa.g_01904	Syar.g_02201
OG0000573	Syaa.g_01896	Syar.g_02191
OG0000574	Syaa.g_01895	Syar.g_02190
OG0000575	Syaa.g_01891	Syar.g_03180
OG0000576	Syaa.g_01889	Syar.g_02187
OG0000577	Syaa.g_01888	Syar.g_02186
OG0000578	Syaa.g_01887	Syar.g_02185
OG0000579	Syaa.g_01886	Syar.g_02184
OG0000580	Syaa.g_01885	Syar.g_02183
OG0000581	Syaa.g_01879	Syar.g_02175
OG0000582	Syaa.g_01687	Syar.g_02131
OG0000583	Syaa.g_01686	Syar.g_02132
OG0000584	Syaa.g_01685	Syar.g_02133
OG0000585	Syaa.g_01683	Syar.g_02170
OG0000586	Syaa.g_01682	Syar.g_02171
OG0000587	Syaa.g_01680	Syar.g_02173
OG0000588	Syaa.g_01666	Syar.g_02275
OG0000589	Syaa.g_01662	Syar.g_02261
OG0000590	Syaa.g_01661	Syar.g_02260
OG0000591	Syaa.g_01653	Syar.g_02246
OG0000592	Syaa.g_01652	Syar.g_02245
OG0000593	Syaa.g_01638	Syar.g_02414
OG0000594	Syaa.g_01637	Syar.g_02415
OG0000595	Syaa.g_01636	Syar.g_02416
OG0000596	Syaa.g_01630	Syar.g_02421
OG0000597	Syaa.g_01627	Syar.g_02424
OG0000598	Syaa.g_01626	Syar.g_02425
OG0000599	Syaa.g_01623	Syar.g_02428
OG0000600	Syaa.g_01622	Syar.g_02429
OG0000601	Syaa.g_01621	Syar.g_02430
OG0000602	Syaa.g_01616	Syar.g_02435
OG0000603	Syaa.g_01615	Syar.g_02436
OG0000604	Syaa.g_01612	Syar.g_02438
OG0000605	Syaa.g_01447	Syar.g_02440
OG0000606	Syaa.g_01055	Syar.g_02443
OG0000607	Syaa.g_01058	Syar.g_02446
OG0000608	Syaa.g_01059	Syar.g_02447
OG0000609	Syaa.g_01061	Syar.g_02470
OG0000610	Syaa.g_01068	Syar.g_01917
OG0000611	Syaa.g_01071	Syar.g_01914
OG0000612	Syaa.g_01072	Syar.g_01913
OG0000613	Syaa.g_00199	Syar.g_00712
OG0000614	Syaa.g_00906	Syar.g_02012, Syar.g_01344
OG0000615	Syaa.g_01113	Syar.g_02603
OG0000616	Syaa.g_02742	Syar.g_00454
OG0000617	Syaa.g_01244	Syar.g_01576
OG0000618	Syaa.g_01245	Syar.g_01575
OG0000619	Syaa.g_01246	Syar.g_01574
OG0000620	Syaa.g_01259	Syar.g_01569
OG0000621	Syaa.g_01260	Syar.g_01568
OG0000622	Syaa.g_01261	Syar.g_01566
OG0000623	Syaa.g_01262	Syar.g_01565
OG0000624	Syaa.g_01264	Syar.g_01564
OG0000625	Syaa.g_01265	Syar.g_01563
OG0000626	Syaa.g_01266	Syar.g_01562
OG0000627	Syaa.g_01414	Syar.g_01868
OG0000628	Syaa.g_01413	Syar.g_01869
OG0000629	Syaa.g_01410	Syar.g_01872
OG0000630	Syaa.g_01406	Syar.g_02586
OG0000631	Syaa.g_01400	Syar.g_02579
OG0000632	Syaa.g_01399	Syar.g_02578
OG0000633	Syaa.g_01397	Syar.g_02576
OG0000634	Syaa.g_01150	Syar.g_02635
OG0000635	Syaa.g_01151	Syar.g_02636
OG0000636	Syaa.g_01153	Syar.g_02638
OG0000637	Syaa.g_01155	Syar.g_02640
OG0000638	Syaa.g_01156	Syar.g_02641
OG0000639	Syaa.g_01157	Syar.g_02642
OG0000640	Syaa.g_01158	Syar.g_02643
OG0000641	Syaa.g_01162	Syar.g_02648
OG0000642	Syaa.g_01163	Syar.g_02649
OG0000643	Syaa.g_01165	Syar.g_02650
OG0000644	Syaa.g_01166	Syar.g_02651
OG0000645	Syaa.g_01184	Syar.g_02652
OG0000646	Syaa.g_01187	Syar.g_02655
OG0000647	Syaa.g_01189	Syar.g_02657
OG0000648	Syaa.g_01191	Syar.g_02659
OG0000649	Syaa.g_01192	Syar.g_02660
OG0000650	Syaa.g_01193	Syar.g_02661
OG0000651	Syaa.g_01194	Syar.g_02662
OG0000652	Syaa.g_01195	Syar.g_02663
OG0000653	Syaa.g_01197	Syar.g_02665
OG0000654	Syaa.g_01198	Syar.g_02666
OG0000655	Syaa.g_01199	Syar.g_02667
OG0000656	Syaa.g_01202	Syar.g_02479
OG0000657	Syaa.g_00838	Syar.g_01812
OG0000658	Syaa.g_00836	Syar.g_01815
OG0000659	Syaa.g_00835	Syar.g_01816
OG0000660	Syaa.g_00831	Syar.g_01820
OG0000661	Syaa.g_00829	Syar.g_03175
OG0000662	Syaa.g_00827	Syar.g_01829
OG0000663	Syaa.g_00824	Syar.g_01832
OG0000664	Syaa.g_00823	Syar.g_01837
OG0000665	Syaa.g_01442	Syar.g_02774
OG0000666	Syaa.g_01448	Syar.g_01241
OG0000668	Syaa.g_01300	Syar.g_01802
OG0000669	Syaa.g_01084	Syar.g_01627
OG0000670	Syaa.g_01087	Syar.g_01624
OG0000671	Syaa.g_01089	Syar.g_01622
OG0000672	Syaa.g_01092	Syar.g_01619
OG0000673	Syaa.g_01095	Syar.g_01615
OG0000674	Syaa.g_01097	Syar.g_01613
OG0000675	Syaa.g_01098	Syar.g_01612
OG0000676	Syaa.g_01100	Syar.g_01608
OG0000677	Syaa.g_01101	Syar.g_01607
OG0000678	Syaa.g_01106	Syar.g_02037
OG0000679	Syaa.g_01116	Syar.g_02606
OG0000680	Syaa.g_01117	Syar.g_02607
OG0000681	Syaa.g_01120	Syar.g_02610
OG0000682	Syaa.g_01121	Syar.g_02611
OG0000683	Syaa.g_01122	Syar.g_02612
OG0000684	Syaa.g_01132	Syar.g_02615
OG0000685	Syaa.g_01134	Syar.g_02617
OG0000686	Syaa.g_01135	Syar.g_02618
OG0000687	Syaa.g_01136	Syar.g_02619
OG0000688	Syaa.g_01140	Syar.g_02624
OG0000689	Syaa.g_01142	Syar.g_02626
OG0000690	Syaa.g_01143	Syar.g_02627
OG0000691	Syaa.g_01144	Syar.g_02628
OG0000692	Syaa.g_01145	Syar.g_02629
OG0000693	Syaa.g_01146	Syar.g_02631
OG0000694	Syaa.g_01147	Syar.g_02632
OG0000695	Syaa.g_01395	Syar.g_02573
OG0000696	Syaa.g_01394	Syar.g_02572
OG0000697	Syaa.g_01392	Syar.g_02570
OG0000698	Syaa.g_01389	Syar.g_02567
OG0000699	Syaa.g_01387	Syar.g_02566
OG0000700	Syaa.g_01386	Syar.g_02565
OG0000701	Syaa.g_01385	Syar.g_02564
OG0000702	Syaa.g_01376	Syar.g_02559
OG0000703	Syaa.g_01375	Syar.g_02557
OG0000704	Syaa.g_01373	Syar.g_02555
OG0000705	Syaa.g_01365	Syar.g_02547
OG0000706	Syaa.g_01364	Syar.g_02546
OG0000707	Syaa.g_01363	Syar.g_02545
OG0000708	Syaa.g_01360	Syar.g_02542
OG0000709	Syaa.g_01351	Syar.g_02534
OG0000710	Syaa.g_01348	Syar.g_02528
OG0000711	Syaa.g_01320	Syar.g_02499
OG0000712	Syaa.g_01318	Syar.g_02497
OG0000713	Syaa.g_01317	Syar.g_02496
OG0000714	Syaa.g_01315	Syar.g_02494
OG0000715	Syaa.g_01313	Syar.g_02492
OG0000716	Syaa.g_01309	Syar.g_02488
OG0000717	Syaa.g_01308	Syar.g_02487
OG0000718	Syaa.g_01304	Syar.g_02483
OG0000719	Syaa.g_01302	Syar.g_01804
OG0000720	Syaa.g_01289	Syar.g_01790
OG0000721	Syaa.g_01287	Syar.g_01788
OG0000722	Syaa.g_01286	Syar.g_01787
OG0000723	Syaa.g_01268	Syar.g_01560
OG0000724	Syaa.g_00872	Syar.g_01367, Syar.g_02120
OG0000725	Syaa.g_00882	Syar.g_01934
OG0000726	Syaa.g_00883	Syar.g_01935
OG0000727	Syaa.g_00884	Syar.g_01936
OG0000728	Syaa.g_00886	Syar.g_01938
OG0000729	Syaa.g_00100	Syar.g_00593
OG0000730	Syaa.g_02185	Syar.g_01115
OG0000731	Syaa.g_02173	Syar.g_01127
OG0000732	Syaa.g_00054	Syar.g_00522
OG0000733	Syaa.g_02621	Syar.g_02234
OG0000734	Syaa.g_02388	Syar.g_03128
OG0000735	Syaa.g_00754	Syar.g_01522
OG0000736	Syaa.g_00755	Syar.g_01523
OG0000737	Syaa.g_00756	Syar.g_01524
OG0000738	Syaa.g_00761	Syar.g_01530
OG0000739	Syaa.g_00762	Syar.g_01531
OG0000740	Syaa.g_00763	Syar.g_01532
OG0000741	Syaa.g_00766	Syar.g_01535
OG0000742	Syaa.g_00769	Syar.g_01538
OG0000743	Syaa.g_00771	Syar.g_01541
OG0000744	Syaa.g_00772	Syar.g_01542
OG0000745	Syaa.g_00774	Syar.g_01545
OG0000746	Syaa.g_00776	Syar.g_01549
OG0000747	Syaa.g_00777	Syar.g_01551
OG0000748	Syaa.g_00787	Syar.g_01945
OG0000749	Syaa.g_00789	Syar.g_01946
OG0000750	Syaa.g_00790	Syar.g_01947
OG0000751	Syaa.g_00797	Syar.g_01952
OG0000752	Syaa.g_00799	Syar.g_01954
OG0000753	Syaa.g_00802	Syar.g_01957
OG0000754	Syaa.g_01025	Syar.g_01963
OG0000755	Syaa.g_01005	Syar.g_01974
OG0000756	Syaa.g_01004	Syar.g_01975
OG0000757	Syaa.g_00996	Syar.g_01984
OG0000758	Syaa.g_00995	Syar.g_01985
OG0000759	Syaa.g_00994	Syar.g_01986
OG0000760	Syaa.g_00993	Syar.g_01987
OG0000761	Syaa.g_00992	Syar.g_01988
OG0000762	Syaa.g_00988	Syar.g_01992
OG0000763	Syaa.g_00986	Syar.g_01699
OG0000764	Syaa.g_00985	Syar.g_01700
OG0000765	Syaa.g_00968	Syar.g_01718
OG0000766	Syaa.g_00967	Syar.g_01719
OG0000767	Syaa.g_00965	Syar.g_01721
OG0000768	Syaa.g_00964	Syar.g_01722
OG0000769	Syaa.g_00962	Syar.g_01724
OG0000770	Syaa.g_00959	Syar.g_01727
OG0000771	Syaa.g_00866	Syar.g_01373
OG0000772	Syaa.g_01526	Syar.g_00746
OG0000773	Syaa.g_00749	Syar.g_02694
OG0000774	Syaa.g_00745	Syar.g_02771
OG0000775	Syaa.g_00742	Syar.g_02773
OG0000776	Syaa.g_00741	Syar.g_01755
OG0000777	Syaa.g_00740	Syar.g_01754
OG0000778	Syaa.g_00739	Syar.g_01753
OG0000779	Syaa.g_00733	Syar.g_02779
OG0000780	Syaa.g_00730	Syar.g_02781
OG0000781	Syaa.g_00726	Syar.g_02785
OG0000782	Syaa.g_00725	Syar.g_02786
OG0000783	Syaa.g_00724	Syar.g_02787
OG0000784	Syaa.g_00723	Syar.g_02788
OG0000785	Syaa.g_00721	Syar.g_02791
OG0000786	Syaa.g_01875	Syar.g_02795
OG0000787	Syaa.g_01876	Syar.g_02796
OG0000788	Syaa.g_01620	Syar.g_02331
OG0000789	Syaa.g_01434	Syar.g_02040
OG0000790	Syaa.g_02064	Syar.g_01456
OG0000791	Syaa.g_02066	Syar.g_01454
OG0000792	Syaa.g_02067	Syar.g_01453
OG0000793	Syaa.g_02072	Syar.g_01243
OG0000794	Syaa.g_02073	Syar.g_01242
OG0000795	Syaa.g_02074	Syar.g_01240
OG0000796	Syaa.g_02078	Syar.g_01236
OG0000797	Syaa.g_02079	Syar.g_01235
OG0000798	Syaa.g_00265	Syar.g_00222
OG0000798	Syaa.g_00494	Syar.g_02701
OG0000799	Syaa.g_01743	Syar.g_02844
OG0000800	Syaa.g_01747	Syar.g_02843
OG0000801	Syaa.g_01748	Syar.g_02842
OG0000802	Syaa.g_01753	Syar.g_02825
OG0000803	Syaa.g_01758	Syar.g_02822
OG0000804	Syaa.g_01761	Syar.g_02819
OG0000805	Syaa.g_01763	Syar.g_02817
OG0000806	Syaa.g_01765	Syar.g_02815
OG0000807	Syaa.g_01767	Syar.g_02814
OG0000808	Syaa.g_01768	Syar.g_02813
OG0000809	Syaa.g_01771	Syar.g_02811
OG0000810	Syaa.g_01772	Syar.g_02810
OG0000811	Syaa.g_01778	Syar.g_02805
OG0000812	Syaa.g_01780	Syar.g_02803
OG0000813	Syaa.g_01781	Syar.g_02802
OG0000814	Syaa.g_01783	Syar.g_02800
OG0000815	Syaa.g_01784	Syar.g_02799
OG0000816	Syaa.g_01785	Syar.g_02797
OG0000817	Syaa.g_01786	Syar.g_02861
OG0000818	Syaa.g_01792	Syar.g_01418
OG0000819	Syaa.g_01793	Syar.g_01417
OG0000820	Syaa.g_01794	Syar.g_01416
OG0000821	Syaa.g_01800	Syar.g_01410
OG0000822	Syaa.g_01802	Syar.g_01408
OG0000823	Syaa.g_01803	Syar.g_01407
OG0000824	Syaa.g_01807	Syar.g_01402
OG0000825	Syaa.g_01808	Syar.g_01401
OG0000826	Syaa.g_01809	Syar.g_01400
OG0000827	Syaa.g_01810	Syar.g_01399
OG0000828	Syaa.g_01813	Syar.g_01396
OG0000829	Syaa.g_01814	Syar.g_01395
OG0000830	Syaa.g_01815	Syar.g_01394
OG0000831	Syaa.g_01817	Syar.g_01391
OG0000832	Syaa.g_00627	Syar.g_01213
OG0000833	Syaa.g_00611	Syar.g_02877
OG0000834	Syaa.g_00608	Syar.g_02878
OG0000835	Syaa.g_00607	Syar.g_02879
OG0000836	Syaa.g_00603	Syar.g_02881
OG0000837	Syaa.g_00601	Syar.g_02882
OG0000838	Syaa.g_00597	Syar.g_02886
OG0000839	Syaa.g_00596	Syar.g_02887
OG0000840	Syaa.g_00595	Syar.g_02888
OG0000841	Syaa.g_00594	Syar.g_02889
OG0000842	Syaa.g_00593	Syar.g_02890
OG0000843	Syaa.g_00592	Syar.g_02891
OG0000844	Syaa.g_00590	Syar.g_02893
OG0000845	Syaa.g_00589	Syar.g_02894
OG0000846	Syaa.g_00588	Syar.g_02895
OG0000847	Syaa.g_00587	Syar.g_02896
OG0000848	Syaa.g_00585	Syar.g_02898
OG0000849	Syaa.g_00584	Syar.g_02899
OG0000850	Syaa.g_00582	Syar.g_02902
OG0000851	Syaa.g_00577	Syar.g_02905
OG0000852	Syaa.g_00576	Syar.g_02906
OG0000853	Syaa.g_00572	Syar.g_02910
OG0000854	Syaa.g_00570	Syar.g_02912
OG0000855	Syaa.g_00569	Syar.g_02913
OG0000856	Syaa.g_01650	Syar.g_02243
OG0000857	Syaa.g_01188	Syar.g_02656
OG0000858	Syaa.g_00563	Syar.g_02920
OG0000859	Syaa.g_00562	Syar.g_02921
OG0000860	Syaa.g_00549	Syar.g_02931
OG0000861	Syaa.g_00548	Syar.g_02932
OG0000862	Syaa.g_00547	Syar.g_02942
OG0000863	Syaa.g_00543	Syar.g_02944
OG0000864	Syaa.g_00542	Syar.g_02945
OG0000865	Syaa.g_00541	Syar.g_02946
OG0000866	Syaa.g_00540	Syar.g_02947
OG0000867	Syaa.g_00539	Syar.g_02948
OG0000868	Syaa.g_00536	Syar.g_02950
OG0000869	Syaa.g_00531	Syar.g_02955
OG0000870	Syaa.g_00526	Syar.g_02960
OG0000871	Syaa.g_00525	Syar.g_02961
OG0000872	Syaa.g_00511	Syar.g_02967
OG0000873	Syaa.g_00497	Syar.g_02970
OG0000874	Syaa.g_00519	Syar.g_02974
OG0000875	Syaa.g_00438	Syar.g_02975
OG0000876	Syaa.g_00682	Syar.g_01828
OG0000877	Syaa.g_00679	Syar.g_02977
OG0000878	Syaa.g_00678	Syar.g_02978
OG0000879	Syaa.g_00677	Syar.g_02979
OG0000880	Syaa.g_00676	Syar.g_02980
OG0000881	Syaa.g_00671	Syar.g_02984
OG0000882	Syaa.g_00666	Syar.g_02989
OG0000883	Syaa.g_00661	Syar.g_02992
OG0000884	Syaa.g_00659	Syar.g_02994
OG0000885	Syaa.g_00658	Syar.g_02995
OG0000886	Syaa.g_00657	Syar.g_02996
OG0000887	Syaa.g_00656	Syar.g_02998
OG0000888	Syaa.g_00654	Syar.g_03000
OG0000889	Syaa.g_00652	Syar.g_03002
OG0000890	Syaa.g_00644	Syar.g_03005
OG0000891	Syaa.g_00643	Syar.g_03006
OG0000892	Syaa.g_00640	Syar.g_03008
OG0000893	Syaa.g_02352	Syar.g_00150
OG0000894	Syaa.g_02349	Syar.g_00145
OG0000895	Syaa.g_02345	Syar.g_00141
OG0000896	Syaa.g_02344	Syar.g_00140
OG0000897	Syaa.g_02342	Syar.g_00138
OG0000898	Syaa.g_02341	Syar.g_00137
OG0000899	Syaa.g_02340	Syar.g_00136
OG0000900	Syaa.g_02339	Syar.g_00135
OG0000901	Syaa.g_02334	Syar.g_00130
OG0000902	Syaa.g_02332	Syar.g_01013
OG0000903	Syaa.g_02313	Syar.g_01026
OG0000904	Syaa.g_02318	Syar.g_01021
OG0000905	Syaa.g_02324	Syar.g_01018
OG0000906	Syaa.g_02327	Syar.g_01015
OG0000907	Syaa.g_02295	Syar.g_01028
OG0000908	Syaa.g_02292	Syar.g_01031
OG0000909	Syaa.g_02291	Syar.g_01032
OG0000910	Syaa.g_02290	Syar.g_01033
OG0000911	Syaa.g_02288	Syar.g_01035
OG0000912	Syaa.g_02287	Syar.g_01036
OG0000913	Syaa.g_02286	Syar.g_01037
OG0000914	Syaa.g_02285	Syar.g_01038
OG0000915	Syaa.g_02283	Syar.g_01040
OG0000916	Syaa.g_02282	Syar.g_01041
OG0000917	Syaa.g_02281	Syar.g_01042
OG0000918	Syaa.g_02280	Syar.g_01043
OG0000919	Syaa.g_02279	Syar.g_01044
OG0000920	Syaa.g_02278	Syar.g_01045
OG0000921	Syaa.g_02277	Syar.g_01046
OG0000922	Syaa.g_02276	Syar.g_01047
OG0000923	Syaa.g_02272	Syar.g_01051
OG0000924	Syaa.g_02271	Syar.g_01052
OG0000925	Syaa.g_02270	Syar.g_01053
OG0000926	Syaa.g_02269	Syar.g_01054
OG0000927	Syaa.g_02267	Syar.g_01056
OG0000928	Syaa.g_02266	Syar.g_01057
OG0000929	Syaa.g_02265	Syar.g_01058
OG0000930	Syaa.g_02264	Syar.g_01059
OG0000931	Syaa.g_02263	Syar.g_01060
OG0000932	Syaa.g_02262	Syar.g_01061
OG0000933	Syaa.g_02256	Syar.g_01066
OG0000934	Syaa.g_02254	Syar.g_01068
OG0000935	Syaa.g_02253	Syar.g_01069
OG0000936	Syaa.g_02252	Syar.g_01070
OG0000937	Syaa.g_02251	Syar.g_01071
OG0000938	Syaa.g_02248	Syar.g_01074
OG0000939	Syaa.g_02247	Syar.g_01075
OG0000940	Syaa.g_02240	Syar.g_01081
OG0000941	Syaa.g_02238	Syar.g_01083
OG0000942	Syaa.g_02236	Syar.g_01085
OG0000943	Syaa.g_02235	Syar.g_01086
OG0000944	Syaa.g_02233	Syar.g_01088
OG0000945	Syaa.g_02231	Syar.g_01089
OG0000946	Syaa.g_02225	Syar.g_01095
OG0000947	Syaa.g_02222	Syar.g_01098
OG0000948	Syaa.g_02221	Syar.g_01099
OG0000949	Syaa.g_00172	Syar.g_00283
OG0000950	Syaa.g_00159	Syar.g_00661
OG0000951	Syaa.g_00153	Syar.g_00656
OG0000952	Syaa.g_00149	Syar.g_00651
OG0000953	Syaa.g_00143	Syar.g_00248
OG0000954	Syaa.g_00138	Syar.g_00258
OG0000955	Syaa.g_00137	Syar.g_00259
OG0000956	Syaa.g_00135	Syar.g_00261
OG0000957	Syaa.g_00125	Syar.g_00610
OG0000958	Syaa.g_00124	Syar.g_00609
OG0000959	Syaa.g_00120	Syar.g_00605
OG0000960	Syaa.g_00119	Syar.g_00604
OG0000961	Syaa.g_00106	Syar.g_00094
OG0000962	Syaa.g_00102	Syar.g_00594
OG0000963	Syaa.g_00097	Syar.g_00590
OG0000964	Syaa.g_00096	Syar.g_00589
OG0000965	Syaa.g_00095	Syar.g_00588
OG0000966	Syaa.g_00083	Syar.g_00549
OG0000967	Syaa.g_00074	Syar.g_00545
OG0000968	Syaa.g_00078	Syar.g_00542
OG0000969	Syaa.g_00077	Syar.g_00540
OG0000970	Syaa.g_00076	Syar.g_00539
OG0000971	Syaa.g_00069	Syar.g_00537
OG0000972	Syaa.g_00068	Syar.g_00536
OG0000973	Syaa.g_00067	Syar.g_00535
OG0000974	Syaa.g_00066	Syar.g_00534
OG0000975	Syaa.g_00065	Syar.g_00533
OG0000976	Syaa.g_00064	Syar.g_00532
OG0000977	Syaa.g_00062	Syar.g_00530
OG0000978	Syaa.g_00061	Syar.g_00529
OG0000979	Syaa.g_00058	Syar.g_00526
OG0000980	Syaa.g_00055	Syar.g_00523
OG0000981	Syaa.g_00052	Syar.g_00520
OG0000982	Syaa.g_02593	Syar.g_00331
OG0000983	Syaa.g_02594	Syar.g_00332
OG0000984	Syaa.g_02595	Syar.g_00333
OG0000985	Syaa.g_02597	Syar.g_00337
OG0000986	Syaa.g_02601	Syar.g_00344
OG0000987	Syaa.g_02603	Syar.g_00346
OG0000988	Syaa.g_02608	Syar.g_00352
OG0000989	Syaa.g_02616	Syar.g_00377
OG0000990	Syaa.g_02647	Syar.g_00697
OG0000991	Syaa.g_02650	Syar.g_00700
OG0000992	Syaa.g_02653	Syar.g_00704
OG0000993	Syaa.g_02654	Syar.g_00705
OG0000994	Syaa.g_02657	Syar.g_00708
OG0000995	Syaa.g_02662	Syar.g_00624
OG0000996	Syaa.g_02705	Syar.g_00861
OG0000997	Syaa.g_02725	Syar.g_00437
OG0000998	Syaa.g_02727	Syar.g_00439
OG0000999	Syaa.g_02728	Syar.g_00440
OG0001000	Syaa.g_02732	Syar.g_00955, Syar.g_00444
OG0001001	Syaa.g_02738	Syar.g_00450
OG0001002	Syaa.g_02745	Syar.g_00457
OG0001003	Syaa.g_02747	Syar.g_00459
OG0001004	Syaa.g_02748	Syar.g_00460
OG0001005	Syaa.g_02749	Syar.g_00461
OG0001006	Syaa.g_02756	Syar.g_00468
OG0001007	Syaa.g_02758	Syar.g_00470
OG0001008	Syaa.g_00704	Syar.g_01178
OG0001009	Syaa.g_00034	Syar.g_00500
OG0001010	Syaa.g_00035	Syar.g_00501
OG0001011	Syaa.g_00037	Syar.g_00503
OG0001013	Syaa.g_02576	Syar.g_00906
OG0001014	Syaa.g_02572	Syar.g_00914
OG0001015	Syaa.g_02571	Syar.g_00915
OG0001017	Syaa.g_00342	Syar.g_03050
OG0001018	Syaa.g_00340	Syar.g_03052
OG0001019	Syaa.g_00323	Syar.g_03086
OG0001020	Syaa.g_02355	Syar.g_03092
OG0001021	Syaa.g_02359	Syar.g_03098
OG0001022	Syaa.g_02365	Syar.g_03102
OG0001023	Syaa.g_02366	Syar.g_03103
OG0001024	Syaa.g_02370	Syar.g_02276
OG0001025	Syaa.g_02377	Syar.g_03115
OG0001026	Syaa.g_02390	Syar.g_03131
OG0001027	Syaa.g_02397	Syar.g_00031
OG0001028	Syaa.g_02399	Syar.g_00034
OG0001029	Syaa.g_02401	Syar.g_00036
OG0001030	Syaa.g_02422	Syar.g_00058
OG0001031	Syaa.g_02500	Syar.g_00129
OG0001032	Syaa.g_02502	Syar.g_01011
OG0001033	Syaa.g_02539	Syar.g_00962
OG0001034	Syaa.g_02108	Syar.g_03022
OG0001035	Syaa.g_00298	Syar.g_00171
OG0001036	Syaa.g_00293	Syar.g_00193
OG0001037	Syaa.g_00291	Syar.g_00195
OG0001038	Syaa.g_00264	Syar.g_00223
OG0001039	Syaa.g_00261	Syar.g_00226
OG0001040	Syaa.g_00258	Syar.g_00229
OG0001041	Syaa.g_00253	Syar.g_00234
OG0001042	Syaa.g_00227	Syar.g_00831
OG0001043	Syaa.g_00223	Syar.g_00826
OG0001044	Syaa.g_02183	Syar.g_01117
OG0001045	Syaa.g_02170	Syar.g_01130
OG0001046	Syaa.g_01332	Syar.g_02514
OG0001047	Syaa.g_00706	Syar.g_01180
OG0001048	Syaa.g_00707	Syar.g_01181
OG0001049	Syaa.g_00710	Syar.g_02872
OG0001050	Syaa.g_00711	Syar.g_02871
OG0001051	Syaa.g_00712	Syar.g_02870
OG0001052	Syaa.g_01846	Syar.g_01269
OG0001053	Syaa.g_02048	Syar.g_01472
OG0001054	Syaa.g_02031	Syar.g_01492
OG0001055	Syaa.g_02010	Syar.g_01513
OG0001056	Syaa.g_01975	Syar.g_02349
OG0001057	Syaa.g_01966	Syar.g_02341
OG0001058	Syaa.g_01951	Syar.g_02324
OG0001059	Syaa.g_01947	Syar.g_00422
OG0001060	Syaa.g_01941	Syar.g_02315
OG0001061	Syaa.g_01919	Syar.g_02297
OG0001062	Syaa.g_01917	Syar.g_02294
OG0001063	Syaa.g_01912	Syar.g_02209
OG0001064	Syaa.g_01911	Syar.g_02208
OG0001065	Syaa.g_01910	Syar.g_02207
OG0001066	Syaa.g_01909	Syar.g_02206
OG0001067	Syaa.g_01908	Syar.g_02205
OG0001068	Syaa.g_01907	Syar.g_02204
OG0001069	Syaa.g_01906	Syar.g_02203
OG0001070	Syaa.g_01903	Syar.g_02200
OG0001071	Syaa.g_01902	Syar.g_02199
OG0001072	Syaa.g_01898	Syar.g_02195
OG0001073	Syaa.g_01884	Syar.g_02182
OG0001074	Syaa.g_01678	Syar.g_02031
OG0001075	Syaa.g_01676	Syar.g_02215
OG0001076	Syaa.g_01659	Syar.g_02253
OG0001077	Syaa.g_01647	Syar.g_02240
OG0001078	Syaa.g_01632	Syar.g_02419
OG0001079	Syaa.g_01619	Syar.g_02431
OG0001080	Syaa.g_01443	Syar.g_02442
OG0001081	Syaa.g_01056	Syar.g_02444
OG0001082	Syaa.g_01057	Syar.g_02445
OG0001083	Syaa.g_01064	Syar.g_02473
OG0001084	Syaa.g_01065	Syar.g_02474
OG0001085	Syaa.g_01075	Syar.g_01688
OG0001086	Syaa.g_01077	Syar.g_01686
OG0001087	Syaa.g_00920	Syar.g_02347
OG0001088	Syaa.g_00916	Syar.g_00431
OG0001089	Syaa.g_00890	Syar.g_01942
OG0001090	Syaa.g_01237	Syar.g_01582
OG0001091	Syaa.g_01239	Syar.g_01580
OG0001092	Syaa.g_01242	Syar.g_01578
OG0001093	Syaa.g_01248	Syar.g_01572
OG0001094	Syaa.g_01148	Syar.g_02633
OG0001095	Syaa.g_01185	Syar.g_02653
OG0001096	Syaa.g_01200	Syar.g_02476
OG0001097	Syaa.g_00828	Syar.g_01823
OG0001098	Syaa.g_01441	Syar.g_01672
OG0001099	Syaa.g_02400	Syar.g_00035
OG0001100	Syaa.g_01086	Syar.g_01625
OG0001101	Syaa.g_01088	Syar.g_01623
OG0001102	Syaa.g_01091	Syar.g_01620
OG0001103	Syaa.g_01093	Syar.g_01618
OG0001104	Syaa.g_01133	Syar.g_02616
OG0001105	Syaa.g_01137	Syar.g_02620
OG0001106	Syaa.g_01372	Syar.g_02553
OG0001107	Syaa.g_01359	Syar.g_02541
OG0001109	Syaa.g_01349	Syar.g_02529
OG0001110	Syaa.g_01347	Syar.g_02527
OG0001111	Syaa.g_01345	Syar.g_02525
OG0001112	Syaa.g_01343	Syar.g_02523
OG0001113	Syaa.g_01342	Syar.g_02522
OG0001114	Syaa.g_01341	Syar.g_02521
