Orthogroup	Syaa	Prak
OG0000563	Syaa.g_01943	Prak.g_00517
OG0000564	Syaa.g_01942	Prak.g_00518
OG0000565	Syaa.g_01939	Prak.g_00520
OG0000566	Syaa.g_01935	Prak.g_00524
OG0000567	Syaa.g_01931	Prak.g_00528
OG0000568	Syaa.g_01928	Prak.g_00529
OG0000569	Syaa.g_01925	Prak.g_00530
OG0000570	Syaa.g_01924	Prak.g_00531
OG0000571	Syaa.g_01920	Prak.g_00533
OG0000572	Syaa.g_01904	Prak.g_00547
OG0000573	Syaa.g_01896	Prak.g_00553
OG0000574	Syaa.g_01895	Prak.g_00554
OG0000575	Syaa.g_01891	Prak.g_00558
OG0000576	Syaa.g_01889	Prak.g_00560
OG0000577	Syaa.g_01888	Prak.g_00561
OG0000578	Syaa.g_01887	Prak.g_00562
OG0000579	Syaa.g_01886	Prak.g_00563
OG0000580	Syaa.g_01885	Prak.g_00564
OG0000581	Syaa.g_01879	Prak.g_00567
OG0000582	Syaa.g_01687	Prak.g_00570
OG0000583	Syaa.g_01686	Prak.g_00571
OG0000584	Syaa.g_01685	Prak.g_00572
OG0000585	Syaa.g_01683	Prak.g_00574
OG0000586	Syaa.g_01682	Prak.g_00575
OG0000587	Syaa.g_01680	Prak.g_00576
OG0000588	Syaa.g_01666	Prak.g_00580
OG0000589	Syaa.g_01662	Prak.g_00582
OG0000590	Syaa.g_01661	Prak.g_00583
OG0000591	Syaa.g_01653	Prak.g_00587
OG0000592	Syaa.g_01652	Prak.g_00588
OG0000593	Syaa.g_01638	Prak.g_01111
OG0000594	Syaa.g_01637	Prak.g_01110
OG0000595	Syaa.g_01636	Prak.g_01109
OG0000596	Syaa.g_01630	Prak.g_01105
OG0000597	Syaa.g_01627	Prak.g_01102
OG0000598	Syaa.g_01626	Prak.g_01101
OG0000599	Syaa.g_01623	Prak.g_01098
OG0000600	Syaa.g_01622	Prak.g_01097
OG0000601	Syaa.g_01621	Prak.g_01096
OG0000602	Syaa.g_01616	Prak.g_01094
OG0000603	Syaa.g_01615	Prak.g_01093
OG0000604	Syaa.g_01612	Prak.g_01092
OG0000605	Syaa.g_01447	Prak.g_01091
OG0000606	Syaa.g_01055	Prak.g_01088
OG0000607	Syaa.g_01058	Prak.g_01085
OG0000608	Syaa.g_01059	Prak.g_01084
OG0000609	Syaa.g_01061	Prak.g_01083
OG0000610	Syaa.g_01068	Prak.g_01077
OG0000611	Syaa.g_01071	Prak.g_01074
OG0000612	Syaa.g_01072	Prak.g_01073
OG0000613	Syaa.g_00199	Prak.g_00800
OG0000614	Syaa.g_00906	Prak.g_00821
OG0000615	Syaa.g_01113	Prak.g_00832
OG0000616	Syaa.g_02742	Prak.g_01934
OG0000617	Syaa.g_01244	Prak.g_01057
OG0000618	Syaa.g_01245	Prak.g_01056
OG0000619	Syaa.g_01246	Prak.g_01055
OG0000620	Syaa.g_01259	Prak.g_01052
OG0000621	Syaa.g_01260	Prak.g_01051
OG0000622	Syaa.g_01261	Prak.g_01050
OG0000623	Syaa.g_01262	Prak.g_01049
OG0000624	Syaa.g_01264	Prak.g_01047
OG0000625	Syaa.g_01265	Prak.g_01046
OG0000626	Syaa.g_01266	Prak.g_01045
OG0000627	Syaa.g_01414	Prak.g_01044
OG0000628	Syaa.g_01413	Prak.g_01043
OG0000629	Syaa.g_01410	Prak.g_01042
OG0000630	Syaa.g_01406	Prak.g_01039
OG0000631	Syaa.g_01400	Prak.g_00946
OG0000632	Syaa.g_01399	Prak.g_00947
OG0000633	Syaa.g_01397	Prak.g_00948
OG0000634	Syaa.g_01150	Prak.g_00841
OG0000635	Syaa.g_01151	Prak.g_00842
OG0000636	Syaa.g_01153	Prak.g_00844
OG0000637	Syaa.g_01155	Prak.g_00846
OG0000638	Syaa.g_01156	Prak.g_00847
OG0000639	Syaa.g_01157	Prak.g_00848
OG0000640	Syaa.g_01158	Prak.g_00849
OG0000641	Syaa.g_01162	Prak.g_00853
OG0000642	Syaa.g_01163	Prak.g_00854
OG0000643	Syaa.g_01165	Prak.g_00855
OG0000644	Syaa.g_01166	Prak.g_00856
OG0000645	Syaa.g_01184	Prak.g_00857
OG0000646	Syaa.g_01187	Prak.g_00859
OG0000647	Syaa.g_01189	Prak.g_00861
OG0000648	Syaa.g_01191	Prak.g_00863
OG0000649	Syaa.g_01192	Prak.g_00864
OG0000650	Syaa.g_01193	Prak.g_00865
OG0000651	Syaa.g_01194	Prak.g_00866
OG0000652	Syaa.g_01195	Prak.g_00867
OG0000653	Syaa.g_01197	Prak.g_00869
OG0000654	Syaa.g_01198	Prak.g_00870
OG0000655	Syaa.g_01199	Prak.g_00871
OG0000656	Syaa.g_01202	Prak.g_00874
OG0000657	Syaa.g_00838	Prak.g_00882
OG0000658	Syaa.g_00836	Prak.g_00884
OG0000659	Syaa.g_00835	Prak.g_00885
OG0000660	Syaa.g_00831	Prak.g_00889
OG0000661	Syaa.g_00829	Prak.g_00891
OG0000662	Syaa.g_00827	Prak.g_00893
OG0000663	Syaa.g_00824	Prak.g_00895
OG0000664	Syaa.g_00823	Prak.g_00896
OG0000665	Syaa.g_01442	Prak.g_00902
OG0000666	Syaa.g_01448	Prak.g_00903
OG0000668	Syaa.g_01300	Prak.g_00748
OG0000669	Syaa.g_01084	Prak.g_00759
OG0000670	Syaa.g_01087	Prak.g_00762
OG0000671	Syaa.g_01089	Prak.g_00765
OG0000672	Syaa.g_01092	Prak.g_00768
OG0000673	Syaa.g_01095	Prak.g_00771
OG0000674	Syaa.g_01097	Prak.g_00773
OG0000675	Syaa.g_01098	Prak.g_00774
OG0000676	Syaa.g_01100	Prak.g_00776
OG0000677	Syaa.g_01101	Prak.g_00777
OG0000678	Syaa.g_01106	Prak.g_00779
OG0000679	Syaa.g_01116	Prak.g_00783
OG0000680	Syaa.g_01117	Prak.g_00784
OG0000681	Syaa.g_01120	Prak.g_00787
OG0000682	Syaa.g_01121	Prak.g_00788
OG0000683	Syaa.g_01122	Prak.g_00789
OG0000684	Syaa.g_01132	Prak.g_00791
OG0000685	Syaa.g_01134	Prak.g_00793
OG0000686	Syaa.g_01135	Prak.g_00794
OG0000687	Syaa.g_01136	Prak.g_00795
OG0000688	Syaa.g_01140	Prak.g_01069
OG0000689	Syaa.g_01142	Prak.g_01068
OG0000690	Syaa.g_01143	Prak.g_01067
OG0000691	Syaa.g_01144	Prak.g_01066
OG0000692	Syaa.g_01145	Prak.g_01064
OG0000693	Syaa.g_01146	Prak.g_01063
OG0000694	Syaa.g_01147	Prak.g_01062
OG0000695	Syaa.g_01395	Prak.g_00950
OG0000696	Syaa.g_01394	Prak.g_00951
OG0000697	Syaa.g_01392	Prak.g_00952
OG0000698	Syaa.g_01389	Prak.g_00955
OG0000699	Syaa.g_01387	Prak.g_00956
OG0000700	Syaa.g_01386	Prak.g_00957
OG0000701	Syaa.g_01385	Prak.g_00958
OG0000702	Syaa.g_01376	Prak.g_00960
OG0000703	Syaa.g_01375	Prak.g_00961
OG0000704	Syaa.g_01373	Prak.g_00963
OG0000705	Syaa.g_01365	Prak.g_00966
OG0000706	Syaa.g_01364	Prak.g_00967
OG0000707	Syaa.g_01363	Prak.g_00968
OG0000708	Syaa.g_01360	Prak.g_00970
OG0000709	Syaa.g_01351	Prak.g_00974
OG0000710	Syaa.g_01348	Prak.g_00977
OG0000711	Syaa.g_01320	Prak.g_00995
OG0000712	Syaa.g_01318	Prak.g_00996
OG0000713	Syaa.g_01317	Prak.g_00997
OG0000714	Syaa.g_01315	Prak.g_00998
OG0000715	Syaa.g_01313	Prak.g_01000
OG0000716	Syaa.g_01309	Prak.g_01002
OG0000717	Syaa.g_01308	Prak.g_01003
OG0000718	Syaa.g_01304	Prak.g_01007
OG0000719	Syaa.g_01302	Prak.g_01009
OG0000720	Syaa.g_01289	Prak.g_01021
OG0000721	Syaa.g_01287	Prak.g_01025
OG0000722	Syaa.g_01286	Prak.g_01026
OG0000723	Syaa.g_01268	Prak.g_01030
OG0000724	Syaa.g_00872	Prak.g_00925
OG0000725	Syaa.g_00882	Prak.g_00919
OG0000726	Syaa.g_00883	Prak.g_00918
OG0000727	Syaa.g_00884	Prak.g_00917
OG0000728	Syaa.g_00886	Prak.g_00915
OG0000729	Syaa.g_00100	Prak.g_01255
OG0000730	Syaa.g_02185	Prak.g_01214
OG0000731	Syaa.g_02173	Prak.g_00362
OG0000732	Syaa.g_00054	Prak.g_01885
OG0000733	Syaa.g_02621	Prak.g_01551
OG0000734	Syaa.g_02388	Prak.g_01188
OG0000735	Syaa.g_00754	Prak.g_01186
OG0000736	Syaa.g_00755	Prak.g_01185
OG0000737	Syaa.g_00756	Prak.g_01184
OG0000738	Syaa.g_00761	Prak.g_01180
OG0000739	Syaa.g_00762	Prak.g_01179
OG0000740	Syaa.g_00763	Prak.g_01178
OG0000741	Syaa.g_00766	Prak.g_01176
OG0000742	Syaa.g_00769	Prak.g_01173
OG0000743	Syaa.g_00771	Prak.g_01171
OG0000744	Syaa.g_00772	Prak.g_01170
OG0000745	Syaa.g_00774	Prak.g_01169
OG0000746	Syaa.g_00776	Prak.g_01167
OG0000747	Syaa.g_00777	Prak.g_01166
OG0000748	Syaa.g_00787	Prak.g_01162
OG0000749	Syaa.g_00789	Prak.g_01161
OG0000750	Syaa.g_00790	Prak.g_01160
OG0000751	Syaa.g_00797	Prak.g_01157
OG0000752	Syaa.g_00799	Prak.g_01155
OG0000753	Syaa.g_00802	Prak.g_01153
OG0000754	Syaa.g_01025	Prak.g_01150
OG0000755	Syaa.g_01005	Prak.g_01144
OG0000756	Syaa.g_01004	Prak.g_01143
OG0000757	Syaa.g_00996	Prak.g_01136
OG0000758	Syaa.g_00995	Prak.g_01135
OG0000759	Syaa.g_00994	Prak.g_01134
OG0000760	Syaa.g_00993	Prak.g_01133
OG0000761	Syaa.g_00992	Prak.g_01132
OG0000762	Syaa.g_00988	Prak.g_01131
OG0000763	Syaa.g_00986	Prak.g_01129
OG0000764	Syaa.g_00985	Prak.g_01128
OG0000765	Syaa.g_00968	Prak.g_01120
OG0000766	Syaa.g_00967	Prak.g_01119
OG0000767	Syaa.g_00965	Prak.g_01117
OG0000768	Syaa.g_00964	Prak.g_01116
OG0000769	Syaa.g_00962	Prak.g_01114
OG0000770	Syaa.g_00959	Prak.g_00593
OG0000771	Syaa.g_00866	Prak.g_01487
OG0000772	Syaa.g_01526	Prak.g_01571
OG0000773	Syaa.g_00749	Prak.g_01268
OG0000774	Syaa.g_00745	Prak.g_01270
OG0000775	Syaa.g_00742	Prak.g_01272
OG0000776	Syaa.g_00741	Prak.g_01273
OG0000777	Syaa.g_00740	Prak.g_01274
OG0000778	Syaa.g_00739	Prak.g_01275
OG0000779	Syaa.g_00733	Prak.g_01279
OG0000780	Syaa.g_00730	Prak.g_01280
OG0000781	Syaa.g_00726	Prak.g_01284
OG0000782	Syaa.g_00725	Prak.g_01285
OG0000783	Syaa.g_00724	Prak.g_01286
OG0000784	Syaa.g_00723	Prak.g_01287
OG0000785	Syaa.g_00721	Prak.g_01289
OG0000786	Syaa.g_01875	Prak.g_01292
OG0000787	Syaa.g_01876	Prak.g_01293
OG0000788	Syaa.g_01620	Prak.g_00460
OG0000789	Syaa.g_01434	Prak.g_01490
OG0000790	Syaa.g_02064	Prak.g_01334
OG0000791	Syaa.g_02066	Prak.g_01336
OG0000792	Syaa.g_02067	Prak.g_01337
OG0000793	Syaa.g_02072	Prak.g_01340
OG0000794	Syaa.g_02073	Prak.g_01341
OG0000795	Syaa.g_02074	Prak.g_01342
OG0000796	Syaa.g_02078	Prak.g_01346
OG0000797	Syaa.g_02079	Prak.g_01347
OG0000798	Syaa.g_00494	Prak.g_00696
OG0000799	Syaa.g_01743	Prak.g_01374
OG0000800	Syaa.g_01747	Prak.g_01375
OG0000801	Syaa.g_01748	Prak.g_01376
OG0000802	Syaa.g_01753	Prak.g_01378
OG0000803	Syaa.g_01758	Prak.g_01380
OG0000804	Syaa.g_01761	Prak.g_01381
OG0000805	Syaa.g_01763	Prak.g_01383
OG0000806	Syaa.g_01765	Prak.g_01385
OG0000807	Syaa.g_01767	Prak.g_01386
OG0000808	Syaa.g_01768	Prak.g_01387
OG0000809	Syaa.g_01771	Prak.g_01389
OG0000810	Syaa.g_01772	Prak.g_01390
OG0000811	Syaa.g_01778	Prak.g_01394
OG0000812	Syaa.g_01780	Prak.g_01396
OG0000813	Syaa.g_01781	Prak.g_01397
OG0000814	Syaa.g_01783	Prak.g_01399
OG0000815	Syaa.g_01784	Prak.g_01400
OG0000816	Syaa.g_01785	Prak.g_01402
OG0000817	Syaa.g_01786	Prak.g_01403
OG0000818	Syaa.g_01792	Prak.g_01408
OG0000819	Syaa.g_01793	Prak.g_01409
OG0000820	Syaa.g_01794	Prak.g_01410
OG0000821	Syaa.g_01800	Prak.g_01414
OG0000822	Syaa.g_01802	Prak.g_01415
OG0000823	Syaa.g_01803	Prak.g_01416
OG0000824	Syaa.g_01807	Prak.g_01419
OG0000825	Syaa.g_01808	Prak.g_01420
OG0000826	Syaa.g_01809	Prak.g_01421
OG0000827	Syaa.g_01810	Prak.g_01422
OG0000828	Syaa.g_01813	Prak.g_01425
OG0000829	Syaa.g_01814	Prak.g_01426
OG0000830	Syaa.g_01815	Prak.g_01427
OG0000831	Syaa.g_01817	Prak.g_01429
OG0000832	Syaa.g_00627	Prak.g_01439
OG0000833	Syaa.g_00611	Prak.g_01448
OG0000834	Syaa.g_00608	Prak.g_01449
OG0000835	Syaa.g_00607	Prak.g_01450
OG0000836	Syaa.g_00603	Prak.g_01451
OG0000837	Syaa.g_00601	Prak.g_01452
OG0000838	Syaa.g_00597	Prak.g_01454
OG0000839	Syaa.g_00596	Prak.g_01455
OG0000840	Syaa.g_00595	Prak.g_01456
OG0000841	Syaa.g_00594	Prak.g_01457
OG0000842	Syaa.g_00593	Prak.g_01458
OG0000843	Syaa.g_00592	Prak.g_01459
OG0000844	Syaa.g_00590	Prak.g_01460
OG0000845	Syaa.g_00589	Prak.g_01461
OG0000846	Syaa.g_00588	Prak.g_01462
OG0000847	Syaa.g_00587	Prak.g_01463
OG0000848	Syaa.g_00585	Prak.g_01464
OG0000849	Syaa.g_00584	Prak.g_01465
OG0000850	Syaa.g_00582	Prak.g_01467
OG0000851	Syaa.g_00577	Prak.g_01468
OG0000852	Syaa.g_00576	Prak.g_01469
OG0000853	Syaa.g_00572	Prak.g_01475
OG0000854	Syaa.g_00570	Prak.g_01477
OG0000855	Syaa.g_00569	Prak.g_01478
OG0000856	Syaa.g_01650	Prak.g_00590
OG0000857	Syaa.g_01188	Prak.g_00860
OG0000858	Syaa.g_00563	Prak.g_01638
OG0000859	Syaa.g_00562	Prak.g_01639
OG0000860	Syaa.g_00549	Prak.g_01647
OG0000861	Syaa.g_00548	Prak.g_01648
OG0000862	Syaa.g_00547	Prak.g_01649
OG0000863	Syaa.g_00543	Prak.g_01651
OG0000864	Syaa.g_00542	Prak.g_01652
OG0000865	Syaa.g_00541	Prak.g_01653
OG0000866	Syaa.g_00540	Prak.g_01654
OG0000867	Syaa.g_00539	Prak.g_01655
OG0000868	Syaa.g_00536	Prak.g_01657
OG0000869	Syaa.g_00531	Prak.g_01660
OG0000870	Syaa.g_00526	Prak.g_01665
OG0000871	Syaa.g_00525	Prak.g_01666
OG0000872	Syaa.g_00511	Prak.g_01667
OG0000873	Syaa.g_00497	Prak.g_01670
OG0000874	Syaa.g_00519	Prak.g_01673
OG0000875	Syaa.g_00438	Prak.g_01674
OG0000876	Syaa.g_00682	Prak.g_01675
OG0000877	Syaa.g_00679	Prak.g_01677
OG0000878	Syaa.g_00678	Prak.g_01678
OG0000879	Syaa.g_00677	Prak.g_01679
OG0000880	Syaa.g_00676	Prak.g_01680
OG0000881	Syaa.g_00671	Prak.g_01684
OG0000882	Syaa.g_00666	Prak.g_01689
OG0000883	Syaa.g_00661	Prak.g_01691
OG0000884	Syaa.g_00659	Prak.g_01693
OG0000885	Syaa.g_00658	Prak.g_01694
OG0000886	Syaa.g_00657	Prak.g_01695
OG0000887	Syaa.g_00656	Prak.g_01696
OG0000888	Syaa.g_00654	Prak.g_01698
OG0000889	Syaa.g_00652	Prak.g_01700
OG0000890	Syaa.g_00644	Prak.g_01701
OG0000891	Syaa.g_00643	Prak.g_01702
OG0000892	Syaa.g_00640	Prak.g_01704
OG0000893	Syaa.g_02352	Prak.g_01708
OG0000894	Syaa.g_02349	Prak.g_01711
OG0000895	Syaa.g_02345	Prak.g_01715
OG0000896	Syaa.g_02344	Prak.g_01716
OG0000897	Syaa.g_02342	Prak.g_01718
OG0000898	Syaa.g_02341	Prak.g_01719
OG0000899	Syaa.g_02340	Prak.g_01720
OG0000900	Syaa.g_02339	Prak.g_01721
OG0000901	Syaa.g_02334	Prak.g_01724
OG0000902	Syaa.g_02332	Prak.g_01726
OG0000903	Syaa.g_02313	Prak.g_01730
OG0000904	Syaa.g_02318	Prak.g_01734
OG0000905	Syaa.g_02324	Prak.g_01728
OG0000906	Syaa.g_02327	Prak.g_01727
OG0000907	Syaa.g_02295	Prak.g_01737
OG0000908	Syaa.g_02292	Prak.g_01740
OG0000909	Syaa.g_02291	Prak.g_01741
OG0000910	Syaa.g_02290	Prak.g_01742
OG0000911	Syaa.g_02288	Prak.g_01744
OG0000912	Syaa.g_02287	Prak.g_01745
OG0000913	Syaa.g_02286	Prak.g_01746
OG0000914	Syaa.g_02285	Prak.g_01747
OG0000915	Syaa.g_02283	Prak.g_01748
OG0000916	Syaa.g_02282	Prak.g_01749
OG0000917	Syaa.g_02281	Prak.g_01750
OG0000918	Syaa.g_02280	Prak.g_01751
OG0000919	Syaa.g_02279	Prak.g_01752
OG0000920	Syaa.g_02278	Prak.g_01753
OG0000921	Syaa.g_02277	Prak.g_01754
OG0000922	Syaa.g_02276	Prak.g_01755
OG0000923	Syaa.g_02272	Prak.g_01759
OG0000924	Syaa.g_02271	Prak.g_01760
OG0000925	Syaa.g_02270	Prak.g_01761
OG0000926	Syaa.g_02269	Prak.g_01762
OG0000927	Syaa.g_02267	Prak.g_01764
OG0000928	Syaa.g_02266	Prak.g_01765
OG0000929	Syaa.g_02265	Prak.g_01766
OG0000930	Syaa.g_02264	Prak.g_01767
OG0000931	Syaa.g_02263	Prak.g_01768
OG0000932	Syaa.g_02262	Prak.g_01769
OG0000933	Syaa.g_02256	Prak.g_01773
OG0000934	Syaa.g_02254	Prak.g_01775
OG0000935	Syaa.g_02253	Prak.g_01776
OG0000936	Syaa.g_02252	Prak.g_01777
OG0000937	Syaa.g_02251	Prak.g_01778
OG0000938	Syaa.g_02248	Prak.g_01781
OG0000939	Syaa.g_02247	Prak.g_01782
OG0000940	Syaa.g_02240	Prak.g_01789
OG0000941	Syaa.g_02238	Prak.g_01791
OG0000942	Syaa.g_02236	Prak.g_01793
OG0000943	Syaa.g_02235	Prak.g_01794
OG0000944	Syaa.g_02233	Prak.g_01796
OG0000945	Syaa.g_02231	Prak.g_01797
OG0000946	Syaa.g_02225	Prak.g_01802
OG0000947	Syaa.g_02222	Prak.g_01804
OG0000948	Syaa.g_02221	Prak.g_01805
OG0000949	Syaa.g_00172	Prak.g_01808
OG0000950	Syaa.g_00159	Prak.g_01815
OG0000951	Syaa.g_00153	Prak.g_01819
OG0000952	Syaa.g_00149	Prak.g_01823
OG0000953	Syaa.g_00143	Prak.g_01827
OG0000954	Syaa.g_00138	Prak.g_01831
OG0000955	Syaa.g_00137	Prak.g_01832
OG0000956	Syaa.g_00135	Prak.g_01834
OG0000957	Syaa.g_00125	Prak.g_01840
OG0000958	Syaa.g_00124	Prak.g_01841
OG0000959	Syaa.g_00120	Prak.g_01845
OG0000960	Syaa.g_00119	Prak.g_01846
OG0000961	Syaa.g_00106	Prak.g_01849
OG0000962	Syaa.g_00102	Prak.g_01851
OG0000963	Syaa.g_00097	Prak.g_01855
OG0000964	Syaa.g_00096	Prak.g_01856
OG0000965	Syaa.g_00095	Prak.g_01857
OG0000966	Syaa.g_00083	Prak.g_01863
OG0000967	Syaa.g_00074	Prak.g_01867
OG0000968	Syaa.g_00078	Prak.g_01869
OG0000969	Syaa.g_00077	Prak.g_01870
OG0000970	Syaa.g_00076	Prak.g_01871
OG0000971	Syaa.g_00069	Prak.g_01872
OG0000972	Syaa.g_00068	Prak.g_01873
OG0000973	Syaa.g_00067	Prak.g_01874
OG0000974	Syaa.g_00066	Prak.g_01875
OG0000975	Syaa.g_00065	Prak.g_01876
OG0000976	Syaa.g_00064	Prak.g_01877
OG0000977	Syaa.g_00062	Prak.g_01878
OG0000978	Syaa.g_00061	Prak.g_01879
OG0000979	Syaa.g_00058	Prak.g_01882
OG0000980	Syaa.g_00055	Prak.g_01884
OG0000981	Syaa.g_00052	Prak.g_01887
OG0000982	Syaa.g_02593	Prak.g_01889
OG0000983	Syaa.g_02594	Prak.g_01890
OG0000984	Syaa.g_02595	Prak.g_01891
OG0000985	Syaa.g_02597	Prak.g_01894
OG0000986	Syaa.g_02601	Prak.g_01896
OG0000987	Syaa.g_02603	Prak.g_01897
OG0000988	Syaa.g_02608	Prak.g_01900
OG0000989	Syaa.g_02616	Prak.g_01904
OG0000990	Syaa.g_02647	Prak.g_01908
OG0000991	Syaa.g_02650	Prak.g_01909
OG0000992	Syaa.g_02653	Prak.g_01912
OG0000993	Syaa.g_02654	Prak.g_01913
OG0000994	Syaa.g_02657	Prak.g_01914
OG0000995	Syaa.g_02662	Prak.g_01918
OG0000996	Syaa.g_02705	Prak.g_01919
OG0000997	Syaa.g_02725	Prak.g_01922
OG0000998	Syaa.g_02727	Prak.g_01924
OG0000999	Syaa.g_02728	Prak.g_01925
OG0001000	Syaa.g_02732	Prak.g_01928
OG0001001	Syaa.g_02738	Prak.g_01931
OG0001002	Syaa.g_02745	Prak.g_01936
OG0001003	Syaa.g_02747	Prak.g_01937
OG0001004	Syaa.g_02748	Prak.g_01938
OG0001005	Syaa.g_02749	Prak.g_01939
OG0001006	Syaa.g_02756	Prak.g_01943
OG0001007	Syaa.g_02758	Prak.g_01945
OG0001008	Syaa.g_00704	Prak.g_00399
OG0001009	Syaa.g_00034	Prak.g_00027
OG0001010	Syaa.g_00035	Prak.g_00028
OG0001011	Syaa.g_00037	Prak.g_00030
OG0001012	Syaa.g_02589	Prak.g_00044
OG0001013	Syaa.g_02576	Prak.g_00051
OG0001014	Syaa.g_02572	Prak.g_00054
OG0001015	Syaa.g_02571	Prak.g_00056
OG0001016	Syaa.g_00348	Prak.g_00078
OG0001017	Syaa.g_00342	Prak.g_00082
OG0001018	Syaa.g_00340	Prak.g_00084
OG0001019	Syaa.g_00323	Prak.g_00093
OG0001020	Syaa.g_02355	Prak.g_00094
OG0001021	Syaa.g_02359	Prak.g_00095
OG0001022	Syaa.g_02365	Prak.g_00098
OG0001023	Syaa.g_02366	Prak.g_00099
OG0001024	Syaa.g_02370	Prak.g_00103
OG0001025	Syaa.g_02377	Prak.g_00110
OG0001026	Syaa.g_02390	Prak.g_00119
OG0001027	Syaa.g_02397	Prak.g_00120
OG0001028	Syaa.g_02399	Prak.g_00122
OG0001029	Syaa.g_02401	Prak.g_00123
OG0001030	Syaa.g_02422	Prak.g_00139
OG0001031	Syaa.g_02500	Prak.g_00199
OG0001032	Syaa.g_02502	Prak.g_00200
OG0001033	Syaa.g_02539	Prak.g_00221
OG0001034	Syaa.g_02108	Prak.g_00252
OG0001035	Syaa.g_00298	Prak.g_00272
OG0001036	Syaa.g_00293	Prak.g_00276
OG0001037	Syaa.g_00291	Prak.g_00277
OG0001038	Syaa.g_00264	Prak.g_00296
OG0001039	Syaa.g_00261	Prak.g_00299
OG0001040	Syaa.g_00258	Prak.g_00301
OG0001041	Syaa.g_00253	Prak.g_00306
OG0001042	Syaa.g_00227	Prak.g_00323
OG0001043	Syaa.g_00223	Prak.g_00324
OG0001044	Syaa.g_02183	Prak.g_00355
OG0001045	Syaa.g_02170	Prak.g_00364
OG0001046	Syaa.g_01332	Prak.g_01597
OG0001047	Syaa.g_00706	Prak.g_00401
OG0001048	Syaa.g_00707	Prak.g_00402
OG0001049	Syaa.g_00710	Prak.g_00404
OG0001050	Syaa.g_00711	Prak.g_00405
OG0001051	Syaa.g_00712	Prak.g_00406
OG0001052	Syaa.g_01846	Prak.g_00432
OG0001053	Syaa.g_02048	Prak.g_00444
OG0001054	Syaa.g_02031	Prak.g_00459
OG0001055	Syaa.g_02010	Prak.g_00478
OG0001056	Syaa.g_01975	Prak.g_00495
OG0001057	Syaa.g_01966	Prak.g_00500
OG0001058	Syaa.g_01951	Prak.g_00509
OG0001059	Syaa.g_01947	Prak.g_00513
OG0001060	Syaa.g_01941	Prak.g_00519
OG0001061	Syaa.g_01919	Prak.g_00534
OG0001062	Syaa.g_01917	Prak.g_00536
OG0001063	Syaa.g_01912	Prak.g_00538
OG0001064	Syaa.g_01911	Prak.g_00539
OG0001065	Syaa.g_01910	Prak.g_00540
OG0001066	Syaa.g_01909	Prak.g_00541
OG0001067	Syaa.g_01908	Prak.g_00542
OG0001068	Syaa.g_01907	Prak.g_00543
OG0001069	Syaa.g_01906	Prak.g_00544
OG0001070	Syaa.g_01903	Prak.g_00548
OG0001071	Syaa.g_01902	Prak.g_00549
OG0001072	Syaa.g_01898	Prak.g_00551
OG0001073	Syaa.g_01884	Prak.g_00565
OG0001074	Syaa.g_01678	Prak.g_00577
OG0001075	Syaa.g_01676	Prak.g_00578
OG0001076	Syaa.g_01659	Prak.g_00585
OG0001077	Syaa.g_01647	Prak.g_00591
OG0001078	Syaa.g_01632	Prak.g_01107
OG0001079	Syaa.g_01619	Prak.g_01095
OG0001080	Syaa.g_01443	Prak.g_01089
OG0001081	Syaa.g_01056	Prak.g_01087
OG0001082	Syaa.g_01057	Prak.g_01086
OG0001083	Syaa.g_01064	Prak.g_01081
OG0001084	Syaa.g_01065	Prak.g_01080
OG0001085	Syaa.g_01075	Prak.g_00797
OG0001086	Syaa.g_01077	Prak.g_00798
OG0001087	Syaa.g_00920	Prak.g_00816
OG0001088	Syaa.g_00916	Prak.g_00817
OG0001089	Syaa.g_00890	Prak.g_00828
OG0001090	Syaa.g_01237	Prak.g_00838
OG0001091	Syaa.g_01239	Prak.g_01060
OG0001092	Syaa.g_01242	Prak.g_01059
OG0001093	Syaa.g_01248	Prak.g_01054
OG0001094	Syaa.g_01148	Prak.g_01061
OG0001095	Syaa.g_01185	Prak.g_00858
OG0001096	Syaa.g_01200	Prak.g_00872
OG0001097	Syaa.g_00828	Prak.g_00892
OG0001098	Syaa.g_01441	Prak.g_00911
OG0001099	Syaa.g_02400	Prak.g_00753
OG0001100	Syaa.g_01086	Prak.g_00761
OG0001101	Syaa.g_01088	Prak.g_00764
OG0001102	Syaa.g_01091	Prak.g_00767
OG0001103	Syaa.g_01093	Prak.g_00769
OG0001104	Syaa.g_01133	Prak.g_00792
OG0001105	Syaa.g_01137	Prak.g_00796
OG0001106	Syaa.g_01372	Prak.g_00964
OG0001107	Syaa.g_01359	Prak.g_00971
OG0001108	Syaa.g_01350	Prak.g_00975
OG0001109	Syaa.g_01349	Prak.g_00976
OG0001110	Syaa.g_01347	Prak.g_00978
OG0001111	Syaa.g_01345	Prak.g_00979
OG0001112	Syaa.g_01343	Prak.g_00980
OG0001113	Syaa.g_01342	Prak.g_00981
OG0001114	Syaa.g_01341	Prak.g_00982
OG0001115	Syaa.g_01337	Prak.g_00984
OG0001116	Syaa.g_01335	Prak.g_00985
OG0001117	Syaa.g_01334	Prak.g_00986
OG0001118	Syaa.g_01333	Prak.g_00987
OG0001119	Syaa.g_01331	Prak.g_00988
OG0001120	Syaa.g_01328	Prak.g_00990
OG0001122	Syaa.g_01301	Prak.g_01010
OG0001123	Syaa.g_01294	Prak.g_01016
