Orthogroup	Syaa	Prbf
OG0000543	Syaa.g_02019	Prbf.g_01790
OG0000544	Syaa.g_02018	Prbf.g_01791
OG0000545	Syaa.g_02016	Prbf.g_01793
OG0000546	Syaa.g_02014	Prbf.g_01796
OG0000547	Syaa.g_02012	Prbf.g_01798
OG0000548	Syaa.g_02011	Prbf.g_01799
OG0000549	Syaa.g_02003	Prbf.g_01801
OG0000550	Syaa.g_01998	Prbf.g_01805
OG0000551	Syaa.g_01993	Prbf.g_01808
OG0000552	Syaa.g_01992	Prbf.g_01809
OG0000553	Syaa.g_01990	Prbf.g_01810
OG0000554	Syaa.g_01979	Prbf.g_01815
OG0000555	Syaa.g_01961	Prbf.g_01823
OG0000556	Syaa.g_01957	Prbf.g_01825
OG0000557	Syaa.g_01955	Prbf.g_01826
OG0000558	Syaa.g_01953	Prbf.g_01828
OG0000559	Syaa.g_01949	Prbf.g_01832
OG0000560	Syaa.g_01946	Prbf.g_01835
OG0000561	Syaa.g_01945	Prbf.g_01836
OG0000562	Syaa.g_01944	Prbf.g_01837
OG0000563	Syaa.g_01943	Prbf.g_01838
OG0000564	Syaa.g_01942	Prbf.g_01839
OG0000565	Syaa.g_01939	Prbf.g_01841
OG0000566	Syaa.g_01935	Prbf.g_01845
OG0000567	Syaa.g_01931	Prbf.g_01849
OG0000568	Syaa.g_01928	Prbf.g_01850
OG0000569	Syaa.g_01925	Prbf.g_01851
OG0000570	Syaa.g_01924	Prbf.g_01852
OG0000571	Syaa.g_01920	Prbf.g_01854
OG0000572	Syaa.g_01904	Prbf.g_01868
OG0000573	Syaa.g_01896	Prbf.g_01874
OG0000574	Syaa.g_01895	Prbf.g_01875
OG0000575	Syaa.g_01891	Prbf.g_01879
OG0000576	Syaa.g_01889	Prbf.g_01881
OG0000577	Syaa.g_01888	Prbf.g_01882
OG0000578	Syaa.g_01887	Prbf.g_01883
OG0000579	Syaa.g_01886	Prbf.g_01884
OG0000580	Syaa.g_01885	Prbf.g_01885
OG0000581	Syaa.g_01879	Prbf.g_01888
OG0000582	Syaa.g_01687	Prbf.g_01891
OG0000583	Syaa.g_01686	Prbf.g_01892
OG0000584	Syaa.g_01685	Prbf.g_01893
OG0000585	Syaa.g_01683	Prbf.g_01895
OG0000586	Syaa.g_01682	Prbf.g_01896
OG0000587	Syaa.g_01680	Prbf.g_01897
OG0000588	Syaa.g_01666	Prbf.g_01901
OG0000589	Syaa.g_01662	Prbf.g_01903
OG0000590	Syaa.g_01661	Prbf.g_01904
OG0000591	Syaa.g_01653	Prbf.g_01908
OG0000592	Syaa.g_01652	Prbf.g_01909
OG0000593	Syaa.g_01638	Prbf.g_00979
OG0000594	Syaa.g_01637	Prbf.g_00980
OG0000595	Syaa.g_01636	Prbf.g_00981
OG0000596	Syaa.g_01630	Prbf.g_00985
OG0000597	Syaa.g_01627	Prbf.g_00988
OG0000598	Syaa.g_01626	Prbf.g_00989
OG0000599	Syaa.g_01623	Prbf.g_00992
OG0000600	Syaa.g_01622	Prbf.g_00993
OG0000601	Syaa.g_01621	Prbf.g_00994
OG0000602	Syaa.g_01616	Prbf.g_00996
OG0000603	Syaa.g_01615	Prbf.g_00997
OG0000604	Syaa.g_01612	Prbf.g_00998
OG0000605	Syaa.g_01447	Prbf.g_00999
OG0000606	Syaa.g_01055	Prbf.g_01002
OG0000607	Syaa.g_01058	Prbf.g_01005
OG0000608	Syaa.g_01059	Prbf.g_01006
OG0000609	Syaa.g_01061	Prbf.g_01007
OG0000610	Syaa.g_01068	Prbf.g_01013
OG0000611	Syaa.g_01071	Prbf.g_01016
OG0000612	Syaa.g_01072	Prbf.g_01017
OG0000613	Syaa.g_00199	Prbf.g_01290
OG0000614	Syaa.g_00906	Prbf.g_01269
OG0000615	Syaa.g_01113	Prbf.g_01258
OG0000616	Syaa.g_02742	Prbf.g_00404
OG0000617	Syaa.g_01244	Prbf.g_01033
OG0000618	Syaa.g_01245	Prbf.g_01034
OG0000619	Syaa.g_01246	Prbf.g_01035
OG0000620	Syaa.g_01259	Prbf.g_01038
OG0000621	Syaa.g_01260	Prbf.g_01039
OG0000622	Syaa.g_01261	Prbf.g_01040
OG0000623	Syaa.g_01262	Prbf.g_01041
OG0000624	Syaa.g_01264	Prbf.g_01043
OG0000625	Syaa.g_01265	Prbf.g_01044
OG0000626	Syaa.g_01266	Prbf.g_01045
OG0000627	Syaa.g_01414	Prbf.g_01046
OG0000628	Syaa.g_01413	Prbf.g_01047
OG0000629	Syaa.g_01410	Prbf.g_01048
OG0000630	Syaa.g_01406	Prbf.g_01051
OG0000631	Syaa.g_01400	Prbf.g_01144
OG0000632	Syaa.g_01399	Prbf.g_01143
OG0000633	Syaa.g_01397	Prbf.g_01142
OG0000634	Syaa.g_01150	Prbf.g_01249
OG0000635	Syaa.g_01151	Prbf.g_01248
OG0000636	Syaa.g_01153	Prbf.g_01246
OG0000637	Syaa.g_01155	Prbf.g_01244
OG0000638	Syaa.g_01156	Prbf.g_01243
OG0000639	Syaa.g_01157	Prbf.g_01242
OG0000640	Syaa.g_01158	Prbf.g_01241
OG0000641	Syaa.g_01162	Prbf.g_01237
OG0000642	Syaa.g_01163	Prbf.g_01236
OG0000643	Syaa.g_01165	Prbf.g_01235
OG0000644	Syaa.g_01166	Prbf.g_01234
OG0000645	Syaa.g_01184	Prbf.g_01233
OG0000646	Syaa.g_01187	Prbf.g_01231
OG0000647	Syaa.g_01189	Prbf.g_01229
OG0000648	Syaa.g_01191	Prbf.g_01227
OG0000649	Syaa.g_01192	Prbf.g_01226
OG0000650	Syaa.g_01193	Prbf.g_01225
OG0000651	Syaa.g_01194	Prbf.g_01224
OG0000652	Syaa.g_01195	Prbf.g_01223
OG0000653	Syaa.g_01197	Prbf.g_01221
OG0000654	Syaa.g_01198	Prbf.g_01220
OG0000655	Syaa.g_01199	Prbf.g_01219
OG0000656	Syaa.g_01202	Prbf.g_01216
OG0000657	Syaa.g_00838	Prbf.g_01208
OG0000658	Syaa.g_00836	Prbf.g_01206
OG0000659	Syaa.g_00835	Prbf.g_01205
OG0000660	Syaa.g_00831	Prbf.g_01201
OG0000661	Syaa.g_00829	Prbf.g_01199
OG0000662	Syaa.g_00827	Prbf.g_01197
OG0000663	Syaa.g_00824	Prbf.g_01195
OG0000664	Syaa.g_00823	Prbf.g_01194
OG0000665	Syaa.g_01442	Prbf.g_01188
OG0000666	Syaa.g_01448	Prbf.g_01187
OG0000668	Syaa.g_01300	Prbf.g_00838
OG0000669	Syaa.g_01084	Prbf.g_01331
OG0000670	Syaa.g_01087	Prbf.g_01328
OG0000671	Syaa.g_01089	Prbf.g_01325
OG0000672	Syaa.g_01092	Prbf.g_01322
OG0000673	Syaa.g_01095	Prbf.g_01319
OG0000674	Syaa.g_01097	Prbf.g_01317
OG0000675	Syaa.g_01098	Prbf.g_01316
OG0000676	Syaa.g_01100	Prbf.g_01314
OG0000677	Syaa.g_01101	Prbf.g_01313
OG0000678	Syaa.g_01106	Prbf.g_01311
OG0000679	Syaa.g_01116	Prbf.g_01307
OG0000680	Syaa.g_01117	Prbf.g_01306
OG0000681	Syaa.g_01120	Prbf.g_01303
OG0000682	Syaa.g_01121	Prbf.g_01302
OG0000683	Syaa.g_01122	Prbf.g_01301
OG0000684	Syaa.g_01132	Prbf.g_01299
OG0000685	Syaa.g_01134	Prbf.g_01297
OG0000686	Syaa.g_01135	Prbf.g_01296
OG0000687	Syaa.g_01136	Prbf.g_01295
OG0000688	Syaa.g_01140	Prbf.g_01021
OG0000689	Syaa.g_01142	Prbf.g_01022
OG0000690	Syaa.g_01143	Prbf.g_01023
OG0000691	Syaa.g_01144	Prbf.g_01024
OG0000692	Syaa.g_01145	Prbf.g_01026
OG0000693	Syaa.g_01146	Prbf.g_01027
OG0000694	Syaa.g_01147	Prbf.g_01028
OG0000695	Syaa.g_01395	Prbf.g_01140
OG0000696	Syaa.g_01394	Prbf.g_01139
OG0000697	Syaa.g_01392	Prbf.g_01138
OG0000698	Syaa.g_01389	Prbf.g_01135
OG0000699	Syaa.g_01387	Prbf.g_01134
OG0000700	Syaa.g_01386	Prbf.g_01133
OG0000701	Syaa.g_01385	Prbf.g_01132
OG0000702	Syaa.g_01376	Prbf.g_01130
OG0000703	Syaa.g_01375	Prbf.g_01129
OG0000704	Syaa.g_01373	Prbf.g_01127
OG0000705	Syaa.g_01365	Prbf.g_01124
OG0000706	Syaa.g_01364	Prbf.g_01123
OG0000707	Syaa.g_01363	Prbf.g_01122
OG0000708	Syaa.g_01360	Prbf.g_01120
OG0000709	Syaa.g_01351	Prbf.g_01116
OG0000710	Syaa.g_01348	Prbf.g_01113
OG0000711	Syaa.g_01320	Prbf.g_01095
OG0000712	Syaa.g_01318	Prbf.g_01094
OG0000713	Syaa.g_01317	Prbf.g_01093
OG0000714	Syaa.g_01315	Prbf.g_01092
OG0000715	Syaa.g_01313	Prbf.g_01090
OG0000716	Syaa.g_01309	Prbf.g_01088
OG0000717	Syaa.g_01308	Prbf.g_01087
OG0000718	Syaa.g_01304	Prbf.g_01083
OG0000719	Syaa.g_01302	Prbf.g_01081
OG0000720	Syaa.g_01289	Prbf.g_01069
OG0000721	Syaa.g_01287	Prbf.g_01065
OG0000722	Syaa.g_01286	Prbf.g_01064
OG0000723	Syaa.g_01268	Prbf.g_01060
OG0000724	Syaa.g_00872	Prbf.g_01165
OG0000725	Syaa.g_00882	Prbf.g_01171
OG0000726	Syaa.g_00883	Prbf.g_01172
OG0000727	Syaa.g_00884	Prbf.g_01173
OG0000728	Syaa.g_00886	Prbf.g_01175
OG0000729	Syaa.g_00100	Prbf.g_00048
OG0000730	Syaa.g_02185	Prbf.g_00876
OG0000731	Syaa.g_02173	Prbf.g_01684
OG0000732	Syaa.g_00054	Prbf.g_00453
OG0000733	Syaa.g_02621	Prbf.g_00787
OG0000734	Syaa.g_02388	Prbf.g_00902
OG0000735	Syaa.g_00754	Prbf.g_00904
OG0000736	Syaa.g_00755	Prbf.g_00905
OG0000737	Syaa.g_00756	Prbf.g_00906
OG0000738	Syaa.g_00761	Prbf.g_00910
OG0000739	Syaa.g_00762	Prbf.g_00911
OG0000740	Syaa.g_00763	Prbf.g_00912
OG0000741	Syaa.g_00766	Prbf.g_00914
OG0000742	Syaa.g_00769	Prbf.g_00917
OG0000743	Syaa.g_00771	Prbf.g_00919
OG0000744	Syaa.g_00772	Prbf.g_00920
OG0000745	Syaa.g_00774	Prbf.g_00921
OG0000746	Syaa.g_00776	Prbf.g_00923
OG0000747	Syaa.g_00777	Prbf.g_00924
OG0000748	Syaa.g_00787	Prbf.g_00928
OG0000749	Syaa.g_00789	Prbf.g_00929
OG0000750	Syaa.g_00790	Prbf.g_00930
OG0000751	Syaa.g_00797	Prbf.g_00933
OG0000752	Syaa.g_00799	Prbf.g_00935
OG0000753	Syaa.g_00802	Prbf.g_00937
OG0000754	Syaa.g_01025	Prbf.g_00940
OG0000755	Syaa.g_01005	Prbf.g_00946
OG0000756	Syaa.g_01004	Prbf.g_00947
OG0000757	Syaa.g_00996	Prbf.g_00954
OG0000758	Syaa.g_00995	Prbf.g_00955
OG0000759	Syaa.g_00994	Prbf.g_00956
OG0000760	Syaa.g_00993	Prbf.g_00957
OG0000761	Syaa.g_00992	Prbf.g_00958
OG0000762	Syaa.g_00988	Prbf.g_00959
OG0000763	Syaa.g_00986	Prbf.g_00961
OG0000764	Syaa.g_00985	Prbf.g_00962
OG0000765	Syaa.g_00968	Prbf.g_00970
OG0000766	Syaa.g_00967	Prbf.g_00971
OG0000767	Syaa.g_00965	Prbf.g_00973
OG0000768	Syaa.g_00964	Prbf.g_00974
OG0000769	Syaa.g_00962	Prbf.g_00976
OG0000770	Syaa.g_00959	Prbf.g_01914
OG0000771	Syaa.g_00866	Prbf.g_00253
OG0000772	Syaa.g_01526	Prbf.g_00767
OG0000773	Syaa.g_00749	Prbf.g_00035
OG0000774	Syaa.g_00745	Prbf.g_00033
OG0000775	Syaa.g_00742	Prbf.g_00031
OG0000776	Syaa.g_00741	Prbf.g_00030
OG0000777	Syaa.g_00740	Prbf.g_00029
OG0000778	Syaa.g_00739	Prbf.g_00028
OG0000779	Syaa.g_00733	Prbf.g_00024
OG0000780	Syaa.g_00730	Prbf.g_00023
OG0000781	Syaa.g_00726	Prbf.g_00019
OG0000782	Syaa.g_00725	Prbf.g_00018
OG0000783	Syaa.g_00724	Prbf.g_00017
OG0000784	Syaa.g_00723	Prbf.g_00016
OG0000785	Syaa.g_00721	Prbf.g_00014
OG0000786	Syaa.g_01875	Prbf.g_00011
OG0000787	Syaa.g_01876	Prbf.g_00010
OG0000788	Syaa.g_01620	Prbf.g_01782
OG0000789	Syaa.g_01434	Prbf.g_00256
OG0000790	Syaa.g_02064	Prbf.g_00100
OG0000791	Syaa.g_02066	Prbf.g_00102
OG0000792	Syaa.g_02067	Prbf.g_00103
OG0000793	Syaa.g_02072	Prbf.g_00106
OG0000794	Syaa.g_02073	Prbf.g_00107
OG0000795	Syaa.g_02074	Prbf.g_00108
OG0000796	Syaa.g_02078	Prbf.g_00112
OG0000797	Syaa.g_02079	Prbf.g_00113
OG0000798	Syaa.g_00494	Prbf.g_00312
OG0000799	Syaa.g_01743	Prbf.g_00140
OG0000800	Syaa.g_01747	Prbf.g_00141
OG0000801	Syaa.g_01748	Prbf.g_00142
OG0000802	Syaa.g_01753	Prbf.g_00144
OG0000803	Syaa.g_01758	Prbf.g_00146
OG0000804	Syaa.g_01761	Prbf.g_00147
OG0000805	Syaa.g_01763	Prbf.g_00149
OG0000806	Syaa.g_01765	Prbf.g_00151
OG0000807	Syaa.g_01767	Prbf.g_00152
OG0000808	Syaa.g_01768	Prbf.g_00153
OG0000809	Syaa.g_01771	Prbf.g_00155
OG0000810	Syaa.g_01772	Prbf.g_00156
OG0000811	Syaa.g_01778	Prbf.g_00160
OG0000812	Syaa.g_01780	Prbf.g_00162
OG0000813	Syaa.g_01781	Prbf.g_00163
OG0000814	Syaa.g_01783	Prbf.g_00165
OG0000815	Syaa.g_01784	Prbf.g_00166
OG0000816	Syaa.g_01785	Prbf.g_00168
OG0000817	Syaa.g_01786	Prbf.g_00169
OG0000818	Syaa.g_01792	Prbf.g_00174
OG0000819	Syaa.g_01793	Prbf.g_00175
OG0000820	Syaa.g_01794	Prbf.g_00176
OG0000821	Syaa.g_01800	Prbf.g_00180
OG0000822	Syaa.g_01802	Prbf.g_00181
OG0000823	Syaa.g_01803	Prbf.g_00182
OG0000824	Syaa.g_01807	Prbf.g_00185
OG0000825	Syaa.g_01808	Prbf.g_00186
OG0000826	Syaa.g_01809	Prbf.g_00187
OG0000827	Syaa.g_01810	Prbf.g_00188
OG0000828	Syaa.g_01813	Prbf.g_00191
OG0000829	Syaa.g_01814	Prbf.g_00192
OG0000830	Syaa.g_01815	Prbf.g_00193
OG0000831	Syaa.g_01817	Prbf.g_00195
OG0000832	Syaa.g_00627	Prbf.g_00205
OG0000833	Syaa.g_00611	Prbf.g_00214
OG0000834	Syaa.g_00608	Prbf.g_00215
OG0000835	Syaa.g_00607	Prbf.g_00216
OG0000836	Syaa.g_00603	Prbf.g_00217
OG0000837	Syaa.g_00601	Prbf.g_00218
OG0000838	Syaa.g_00597	Prbf.g_00220
OG0000839	Syaa.g_00596	Prbf.g_00221
OG0000840	Syaa.g_00595	Prbf.g_00222
OG0000841	Syaa.g_00594	Prbf.g_00223
OG0000842	Syaa.g_00593	Prbf.g_00224
OG0000843	Syaa.g_00592	Prbf.g_00225
OG0000844	Syaa.g_00590	Prbf.g_00226
OG0000845	Syaa.g_00589	Prbf.g_00227
OG0000846	Syaa.g_00588	Prbf.g_00228
OG0000847	Syaa.g_00587	Prbf.g_00229
OG0000848	Syaa.g_00585	Prbf.g_00230
OG0000849	Syaa.g_00584	Prbf.g_00231
OG0000850	Syaa.g_00582	Prbf.g_00233
OG0000851	Syaa.g_00577	Prbf.g_00234
OG0000852	Syaa.g_00576	Prbf.g_00235
OG0000853	Syaa.g_00572	Prbf.g_00241
OG0000854	Syaa.g_00570	Prbf.g_00243
OG0000855	Syaa.g_00569	Prbf.g_00244
OG0000856	Syaa.g_01650	Prbf.g_01911
OG0000857	Syaa.g_01188	Prbf.g_01230
OG0000858	Syaa.g_00563	Prbf.g_00700
OG0000859	Syaa.g_00562	Prbf.g_00699
OG0000860	Syaa.g_00549	Prbf.g_00691
OG0000861	Syaa.g_00548	Prbf.g_00690
OG0000862	Syaa.g_00547	Prbf.g_00689
OG0000863	Syaa.g_00543	Prbf.g_00687
OG0000864	Syaa.g_00542	Prbf.g_00686
OG0000865	Syaa.g_00541	Prbf.g_00685
OG0000866	Syaa.g_00540	Prbf.g_00684
OG0000867	Syaa.g_00539	Prbf.g_00683
OG0000868	Syaa.g_00536	Prbf.g_00681
OG0000869	Syaa.g_00531	Prbf.g_00678
OG0000870	Syaa.g_00526	Prbf.g_00673
OG0000871	Syaa.g_00525	Prbf.g_00672
OG0000872	Syaa.g_00511	Prbf.g_00671
OG0000873	Syaa.g_00497	Prbf.g_00668
OG0000874	Syaa.g_00519	Prbf.g_00665
OG0000875	Syaa.g_00438	Prbf.g_00664
OG0000876	Syaa.g_00682	Prbf.g_00663
OG0000877	Syaa.g_00679	Prbf.g_00661
OG0000878	Syaa.g_00678	Prbf.g_00660
OG0000879	Syaa.g_00677	Prbf.g_00659
OG0000880	Syaa.g_00676	Prbf.g_00658
OG0000881	Syaa.g_00671	Prbf.g_00654
OG0000882	Syaa.g_00666	Prbf.g_00649
OG0000883	Syaa.g_00661	Prbf.g_00647
OG0000884	Syaa.g_00659	Prbf.g_00645
OG0000885	Syaa.g_00658	Prbf.g_00644
OG0000886	Syaa.g_00657	Prbf.g_00643
OG0000887	Syaa.g_00656	Prbf.g_00642
OG0000888	Syaa.g_00654	Prbf.g_00640
OG0000889	Syaa.g_00652	Prbf.g_00638
OG0000890	Syaa.g_00644	Prbf.g_00637
OG0000891	Syaa.g_00643	Prbf.g_00636
OG0000892	Syaa.g_00640	Prbf.g_00634
OG0000893	Syaa.g_02352	Prbf.g_00630
OG0000894	Syaa.g_02349	Prbf.g_00627
OG0000895	Syaa.g_02345	Prbf.g_00623
OG0000896	Syaa.g_02344	Prbf.g_00622
OG0000897	Syaa.g_02342	Prbf.g_00620
OG0000898	Syaa.g_02341	Prbf.g_00619
OG0000899	Syaa.g_02340	Prbf.g_00618
OG0000900	Syaa.g_02339	Prbf.g_00617
OG0000901	Syaa.g_02334	Prbf.g_00614
OG0000902	Syaa.g_02332	Prbf.g_00612
OG0000903	Syaa.g_02313	Prbf.g_00608
OG0000904	Syaa.g_02318	Prbf.g_00604
OG0000905	Syaa.g_02324	Prbf.g_00610
OG0000906	Syaa.g_02327	Prbf.g_00611
OG0000907	Syaa.g_02295	Prbf.g_00601
OG0000908	Syaa.g_02292	Prbf.g_00598
OG0000909	Syaa.g_02291	Prbf.g_00597
OG0000910	Syaa.g_02290	Prbf.g_00596
OG0000911	Syaa.g_02288	Prbf.g_00594
OG0000912	Syaa.g_02287	Prbf.g_00593
OG0000913	Syaa.g_02286	Prbf.g_00592
OG0000914	Syaa.g_02285	Prbf.g_00591
OG0000915	Syaa.g_02283	Prbf.g_00590
OG0000916	Syaa.g_02282	Prbf.g_00589
OG0000917	Syaa.g_02281	Prbf.g_00588
OG0000918	Syaa.g_02280	Prbf.g_00587
OG0000919	Syaa.g_02279	Prbf.g_00586
OG0000920	Syaa.g_02278	Prbf.g_00585
OG0000921	Syaa.g_02277	Prbf.g_00584
OG0000922	Syaa.g_02276	Prbf.g_00583
OG0000923	Syaa.g_02272	Prbf.g_00579
OG0000924	Syaa.g_02271	Prbf.g_00578
OG0000925	Syaa.g_02270	Prbf.g_00577
OG0000926	Syaa.g_02269	Prbf.g_00576
OG0000927	Syaa.g_02267	Prbf.g_00574
OG0000928	Syaa.g_02266	Prbf.g_00573
OG0000929	Syaa.g_02265	Prbf.g_00572
OG0000930	Syaa.g_02264	Prbf.g_00571
OG0000931	Syaa.g_02263	Prbf.g_00570
OG0000932	Syaa.g_02262	Prbf.g_00569
OG0000933	Syaa.g_02256	Prbf.g_00565
OG0000934	Syaa.g_02254	Prbf.g_00563
OG0000935	Syaa.g_02253	Prbf.g_00562
OG0000936	Syaa.g_02252	Prbf.g_00561
OG0000937	Syaa.g_02251	Prbf.g_00560
OG0000938	Syaa.g_02248	Prbf.g_00557
OG0000939	Syaa.g_02247	Prbf.g_00556
OG0000940	Syaa.g_02240	Prbf.g_00549
OG0000941	Syaa.g_02238	Prbf.g_00547
OG0000942	Syaa.g_02236	Prbf.g_00545
OG0000943	Syaa.g_02235	Prbf.g_00544
OG0000944	Syaa.g_02233	Prbf.g_00542
OG0000945	Syaa.g_02231	Prbf.g_00541
OG0000946	Syaa.g_02225	Prbf.g_00536
OG0000947	Syaa.g_02222	Prbf.g_00534
OG0000948	Syaa.g_02221	Prbf.g_00533
OG0000949	Syaa.g_00172	Prbf.g_00530
OG0000950	Syaa.g_00159	Prbf.g_00523
OG0000951	Syaa.g_00153	Prbf.g_00519
OG0000952	Syaa.g_00149	Prbf.g_00515
OG0000953	Syaa.g_00143	Prbf.g_00511
OG0000954	Syaa.g_00138	Prbf.g_00507
OG0000955	Syaa.g_00137	Prbf.g_00506
OG0000956	Syaa.g_00135	Prbf.g_00504
OG0000957	Syaa.g_00125	Prbf.g_00498
OG0000958	Syaa.g_00124	Prbf.g_00497
OG0000959	Syaa.g_00120	Prbf.g_00493
OG0000960	Syaa.g_00119	Prbf.g_00492
OG0000961	Syaa.g_00106	Prbf.g_00488
OG0000962	Syaa.g_00102	Prbf.g_00486
OG0000963	Syaa.g_00097	Prbf.g_00482
OG0000964	Syaa.g_00096	Prbf.g_00481
OG0000965	Syaa.g_00095	Prbf.g_00480
OG0000966	Syaa.g_00083	Prbf.g_00474
OG0000967	Syaa.g_00074	Prbf.g_00470
OG0000968	Syaa.g_00078	Prbf.g_00468
OG0000969	Syaa.g_00077	Prbf.g_00467
OG0000970	Syaa.g_00076	Prbf.g_00466
OG0000971	Syaa.g_00069	Prbf.g_00465
OG0000972	Syaa.g_00068	Prbf.g_00464
OG0000973	Syaa.g_00067	Prbf.g_00463
OG0000974	Syaa.g_00066	Prbf.g_00462
OG0000975	Syaa.g_00065	Prbf.g_00461
OG0000976	Syaa.g_00064	Prbf.g_00460
OG0000977	Syaa.g_00062	Prbf.g_00459
OG0000978	Syaa.g_00061	Prbf.g_00458
OG0000979	Syaa.g_00058	Prbf.g_00456
OG0000980	Syaa.g_00055	Prbf.g_00454
OG0000981	Syaa.g_00052	Prbf.g_00451
OG0000982	Syaa.g_02593	Prbf.g_00449
OG0000983	Syaa.g_02594	Prbf.g_00448
OG0000984	Syaa.g_02595	Prbf.g_00447
OG0000985	Syaa.g_02597	Prbf.g_00444
OG0000986	Syaa.g_02601	Prbf.g_00442
OG0000987	Syaa.g_02603	Prbf.g_00441
OG0000988	Syaa.g_02608	Prbf.g_00438
OG0000989	Syaa.g_02616	Prbf.g_00434
OG0000990	Syaa.g_02647	Prbf.g_00430
OG0000991	Syaa.g_02650	Prbf.g_00429
OG0000992	Syaa.g_02653	Prbf.g_00426
OG0000993	Syaa.g_02654	Prbf.g_00425
OG0000994	Syaa.g_02657	Prbf.g_00424
OG0000995	Syaa.g_02662	Prbf.g_00420
OG0000996	Syaa.g_02705	Prbf.g_00419
OG0000997	Syaa.g_02725	Prbf.g_00416
OG0000998	Syaa.g_02727	Prbf.g_00414
OG0000999	Syaa.g_02728	Prbf.g_00413
OG0001000	Syaa.g_02732	Prbf.g_00410
OG0001001	Syaa.g_02738	Prbf.g_00407
OG0001002	Syaa.g_02745	Prbf.g_00402
OG0001003	Syaa.g_02747	Prbf.g_00401
OG0001004	Syaa.g_02748	Prbf.g_00400
OG0001005	Syaa.g_02749	Prbf.g_00399
OG0001006	Syaa.g_02756	Prbf.g_00395
OG0001007	Syaa.g_02758	Prbf.g_00393
OG0001008	Syaa.g_00704	Prbf.g_01721
OG0001009	Syaa.g_00034	Prbf.g_01349
OG0001010	Syaa.g_00035	Prbf.g_01350
OG0001011	Syaa.g_00037	Prbf.g_01352
OG0001012	Syaa.g_02589	Prbf.g_01366
OG0001013	Syaa.g_02576	Prbf.g_01373
OG0001014	Syaa.g_02572	Prbf.g_01376
OG0001015	Syaa.g_02571	Prbf.g_01378
OG0001016	Syaa.g_00348	Prbf.g_01400
OG0001017	Syaa.g_00342	Prbf.g_01404
OG0001018	Syaa.g_00340	Prbf.g_01406
OG0001019	Syaa.g_00323	Prbf.g_01415
OG0001020	Syaa.g_02355	Prbf.g_01416
OG0001021	Syaa.g_02359	Prbf.g_01417
OG0001022	Syaa.g_02365	Prbf.g_01420
OG0001023	Syaa.g_02366	Prbf.g_01421
OG0001024	Syaa.g_02370	Prbf.g_01425
OG0001025	Syaa.g_02377	Prbf.g_01432
OG0001026	Syaa.g_02390	Prbf.g_01441
OG0001027	Syaa.g_02397	Prbf.g_01442
OG0001028	Syaa.g_02399	Prbf.g_01444
OG0001029	Syaa.g_02401	Prbf.g_01445
OG0001030	Syaa.g_02422	Prbf.g_01461
OG0001031	Syaa.g_02500	Prbf.g_01521
OG0001032	Syaa.g_02502	Prbf.g_01522
OG0001033	Syaa.g_02539	Prbf.g_01543
OG0001034	Syaa.g_02108	Prbf.g_01574
OG0001035	Syaa.g_00298	Prbf.g_01594
OG0001036	Syaa.g_00293	Prbf.g_01598
OG0001037	Syaa.g_00291	Prbf.g_01599
OG0001038	Syaa.g_00264	Prbf.g_01618
OG0001039	Syaa.g_00261	Prbf.g_01621
OG0001040	Syaa.g_00258	Prbf.g_01623
OG0001041	Syaa.g_00253	Prbf.g_01628
OG0001042	Syaa.g_00227	Prbf.g_01645
OG0001043	Syaa.g_00223	Prbf.g_01646
OG0001044	Syaa.g_02183	Prbf.g_01677
OG0001045	Syaa.g_02170	Prbf.g_01686
OG0001046	Syaa.g_01332	Prbf.g_00741
OG0001047	Syaa.g_00706	Prbf.g_01723
OG0001048	Syaa.g_00707	Prbf.g_01724
OG0001049	Syaa.g_00710	Prbf.g_01726
OG0001050	Syaa.g_00711	Prbf.g_01727
OG0001051	Syaa.g_00712	Prbf.g_01728
OG0001052	Syaa.g_01846	Prbf.g_01754
OG0001053	Syaa.g_02048	Prbf.g_01766
OG0001054	Syaa.g_02031	Prbf.g_01781
OG0001055	Syaa.g_02010	Prbf.g_01800
OG0001056	Syaa.g_01975	Prbf.g_01817
OG0001057	Syaa.g_01966	Prbf.g_01822
OG0001058	Syaa.g_01951	Prbf.g_01830
OG0001059	Syaa.g_01947	Prbf.g_01834
OG0001060	Syaa.g_01941	Prbf.g_01840
OG0001061	Syaa.g_01919	Prbf.g_01855
OG0001062	Syaa.g_01917	Prbf.g_01857
OG0001063	Syaa.g_01912	Prbf.g_01859
OG0001064	Syaa.g_01911	Prbf.g_01860
OG0001065	Syaa.g_01910	Prbf.g_01861
OG0001066	Syaa.g_01909	Prbf.g_01862
OG0001067	Syaa.g_01908	Prbf.g_01863
OG0001068	Syaa.g_01907	Prbf.g_01864
OG0001069	Syaa.g_01906	Prbf.g_01865
OG0001070	Syaa.g_01903	Prbf.g_01869
OG0001071	Syaa.g_01902	Prbf.g_01870
OG0001072	Syaa.g_01898	Prbf.g_01872
OG0001073	Syaa.g_01884	Prbf.g_01886
OG0001074	Syaa.g_01678	Prbf.g_01898
OG0001075	Syaa.g_01676	Prbf.g_01899
OG0001076	Syaa.g_01659	Prbf.g_01906
OG0001077	Syaa.g_01647	Prbf.g_01912
OG0001078	Syaa.g_01632	Prbf.g_00983
OG0001079	Syaa.g_01619	Prbf.g_00995
OG0001080	Syaa.g_01443	Prbf.g_01001
