Orthogroup	Syaa	Syan
OG0000567	Syaa.g_01931	Syan.g_00872
OG0000568	Syaa.g_01928	Syan.g_00874
OG0000569	Syaa.g_01925	Syan.g_00875
OG0000570	Syaa.g_01924	Syan.g_00876
OG0000571	Syaa.g_01920	Syan.g_00879
OG0000572	Syaa.g_01904	Syan.g_00954
OG0000573	Syaa.g_01896	Syan.g_00963
OG0000574	Syaa.g_01895	Syan.g_00965
OG0000575	Syaa.g_01891	Syan.g_01003
OG0000576	Syaa.g_01889	Syan.g_01007
OG0000577	Syaa.g_01888	Syan.g_01008
OG0000578	Syaa.g_01887	Syan.g_01009
OG0000579	Syaa.g_01886	Syan.g_01010
OG0000580	Syaa.g_01885	Syan.g_01011
OG0000581	Syaa.g_01879	Syan.g_01018
OG0000582	Syaa.g_01687	Syan.g_01030
OG0000583	Syaa.g_01686	Syan.g_01029
OG0000584	Syaa.g_01685	Syan.g_01028
OG0000585	Syaa.g_01683	Syan.g_01024
OG0000586	Syaa.g_01682	Syan.g_01022
OG0000587	Syaa.g_01680	Syan.g_01020
OG0000588	Syaa.g_01666	Syan.g_00215
OG0000589	Syaa.g_01662	Syan.g_00016
OG0000590	Syaa.g_01661	Syan.g_00015
OG0000591	Syaa.g_01653	Syan.g_00003
OG0000592	Syaa.g_01652	Syan.g_00002
OG0000593	Syaa.g_01638	Syan.g_00820
OG0000594	Syaa.g_01637	Syan.g_00819
OG0000595	Syaa.g_01636	Syan.g_00818
OG0000596	Syaa.g_01630	Syan.g_00813
OG0000597	Syaa.g_01627	Syan.g_00810
OG0000598	Syaa.g_01626	Syan.g_00809
OG0000599	Syaa.g_01623	Syan.g_00802
OG0000600	Syaa.g_01622	Syan.g_00801
OG0000601	Syaa.g_01621	Syan.g_00800
OG0000602	Syaa.g_01616	Syan.g_00796
OG0000603	Syaa.g_01615	Syan.g_00795
OG0000604	Syaa.g_01612	Syan.g_00792
OG0000605	Syaa.g_01447	Syan.g_00783
OG0000606	Syaa.g_01055	Syan.g_00780
OG0000607	Syaa.g_01058	Syan.g_00777
OG0000608	Syaa.g_01059	Syan.g_00776
OG0000609	Syaa.g_01061	Syan.g_00774
OG0000610	Syaa.g_01068	Syan.g_00766
OG0000611	Syaa.g_01071	Syan.g_00763
OG0000612	Syaa.g_01072	Syan.g_00762
OG0000613	Syaa.g_00199	Syan.g_01965
OG0000614	Syaa.g_00906	Syan.g_00184
OG0000615	Syaa.g_01113	Syan.g_00728
OG0000616	Syaa.g_02742	Syan.g_01694
OG0000617	Syaa.g_01244	Syan.g_00324
OG0000618	Syaa.g_01245	Syan.g_00325
OG0000619	Syaa.g_01246	Syan.g_00326
OG0000620	Syaa.g_01259	Syan.g_00331
OG0000621	Syaa.g_01260	Syan.g_00332
OG0000622	Syaa.g_01261	Syan.g_00334
OG0000623	Syaa.g_01262	Syan.g_00335
OG0000624	Syaa.g_01264	Syan.g_00337
OG0000625	Syaa.g_01265	Syan.g_00338
OG0000626	Syaa.g_01266	Syan.g_00339
OG0000627	Syaa.g_01414	Syan.g_00465
OG0000628	Syaa.g_01413	Syan.g_00466
OG0000629	Syaa.g_01410	Syan.g_00469
OG0000630	Syaa.g_01406	Syan.g_00474
OG0000631	Syaa.g_01400	Syan.g_00484
OG0000632	Syaa.g_01399	Syan.g_00485
OG0000633	Syaa.g_01397	Syan.g_00489
OG0000634	Syaa.g_01150	Syan.g_00694
OG0000635	Syaa.g_01151	Syan.g_00693
OG0000636	Syaa.g_01153	Syan.g_00691
OG0000637	Syaa.g_01155	Syan.g_00689
OG0000638	Syaa.g_01156	Syan.g_00688
OG0000639	Syaa.g_01157	Syan.g_00687
OG0000640	Syaa.g_01158	Syan.g_00686
OG0000641	Syaa.g_01162	Syan.g_00682
OG0000642	Syaa.g_01163	Syan.g_00681
OG0000643	Syaa.g_01165	Syan.g_00679
OG0000644	Syaa.g_01166	Syan.g_00678
OG0000645	Syaa.g_01184	Syan.g_00676
OG0000646	Syaa.g_01187	Syan.g_00673
OG0000647	Syaa.g_01189	Syan.g_00671
OG0000648	Syaa.g_01191	Syan.g_00669
OG0000649	Syaa.g_01192	Syan.g_00668
OG0000650	Syaa.g_01193	Syan.g_00667
OG0000651	Syaa.g_01194	Syan.g_00666
OG0000652	Syaa.g_01195	Syan.g_00665
OG0000653	Syaa.g_01197	Syan.g_00663
OG0000654	Syaa.g_01198	Syan.g_00661
OG0000655	Syaa.g_01199	Syan.g_00660
OG0000656	Syaa.g_01202	Syan.g_00656
OG0000657	Syaa.g_00838	Syan.g_00375
OG0000658	Syaa.g_00836	Syan.g_00378
OG0000659	Syaa.g_00835	Syan.g_00379
OG0000660	Syaa.g_00831	Syan.g_00383
OG0000662	Syaa.g_00827	Syan.g_00392
OG0000663	Syaa.g_00824	Syan.g_00395
OG0000664	Syaa.g_00823	Syan.g_00397
OG0000665	Syaa.g_01442	Syan.g_00788
OG0000666	Syaa.g_01448	Syan.g_02100
OG0000668	Syaa.g_01300	Syan.g_00365
OG0000669	Syaa.g_01084	Syan.g_00751
OG0000670	Syaa.g_01087	Syan.g_00748
OG0000671	Syaa.g_01089	Syan.g_00746
OG0000672	Syaa.g_01092	Syan.g_00743
OG0000673	Syaa.g_01095	Syan.g_00740
OG0000674	Syaa.g_01097	Syan.g_00738
OG0000675	Syaa.g_01098	Syan.g_00737
OG0000676	Syaa.g_01100	Syan.g_00735
OG0000677	Syaa.g_01101	Syan.g_00734
OG0000678	Syaa.g_01106	Syan.g_00732
OG0000679	Syaa.g_01116	Syan.g_00724
OG0000680	Syaa.g_01117	Syan.g_00723
OG0000681	Syaa.g_01120	Syan.g_00720
OG0000682	Syaa.g_01121	Syan.g_00719
OG0000683	Syaa.g_01122	Syan.g_00718
OG0000684	Syaa.g_01132	Syan.g_00715
OG0000685	Syaa.g_01134	Syan.g_00713
OG0000686	Syaa.g_01135	Syan.g_00712
OG0000687	Syaa.g_01136	Syan.g_00711
OG0000688	Syaa.g_01140	Syan.g_00706
OG0000689	Syaa.g_01142	Syan.g_00704
OG0000690	Syaa.g_01143	Syan.g_00703
OG0000691	Syaa.g_01144	Syan.g_00702
OG0000692	Syaa.g_01145	Syan.g_00700
OG0000693	Syaa.g_01146	Syan.g_00698
OG0000694	Syaa.g_01147	Syan.g_00697
OG0000695	Syaa.g_01395	Syan.g_00492
OG0000696	Syaa.g_01394	Syan.g_00493
OG0000697	Syaa.g_01392	Syan.g_00495
OG0000698	Syaa.g_01389	Syan.g_00498
OG0000699	Syaa.g_01387	Syan.g_00500
OG0000700	Syaa.g_01386	Syan.g_00501
OG0000701	Syaa.g_01385	Syan.g_00502
OG0000702	Syaa.g_01376	Syan.g_00534
OG0000703	Syaa.g_01375	Syan.g_00546
OG0000704	Syaa.g_01373	Syan.g_00550
OG0000705	Syaa.g_01365	Syan.g_00557
OG0000706	Syaa.g_01364	Syan.g_00558
OG0000707	Syaa.g_01363	Syan.g_00559
OG0000708	Syaa.g_01360	Syan.g_00562
OG0000709	Syaa.g_01351	Syan.g_00570
OG0000710	Syaa.g_01348	Syan.g_00574
OG0000711	Syaa.g_01320	Syan.g_00607
OG0000712	Syaa.g_01318	Syan.g_00609
OG0000713	Syaa.g_01317	Syan.g_00610
OG0000714	Syaa.g_01315	Syan.g_00624
OG0000715	Syaa.g_01313	Syan.g_00626
OG0000716	Syaa.g_01309	Syan.g_00630
OG0000717	Syaa.g_01308	Syan.g_00631
OG0000718	Syaa.g_01304	Syan.g_00651
OG0000719	Syaa.g_01302	Syan.g_00367
OG0000720	Syaa.g_01289	Syan.g_00354
OG0000721	Syaa.g_01287	Syan.g_00352
OG0000722	Syaa.g_01286	Syan.g_00351
OG0000723	Syaa.g_01268	Syan.g_00341
OG0000724	Syaa.g_00872	Syan.g_00299
OG0000725	Syaa.g_00882	Syan.g_00194
OG0000726	Syaa.g_00883	Syan.g_00193
OG0000727	Syaa.g_00884	Syan.g_00192
OG0000728	Syaa.g_00886	Syan.g_00190
OG0000729	Syaa.g_00100	Syan.g_01885
OG0000730	Syaa.g_02185	Syan.g_02147
OG0000731	Syaa.g_02173	Syan.g_02135
OG0000732	Syaa.g_00054	Syan.g_01726
OG0000733	Syaa.g_02621	Syan.g_01147
OG0000734	Syaa.g_02388	Syan.g_02982
OG0000735	Syaa.g_00754	Syan.g_02713
OG0000736	Syaa.g_00755	Syan.g_02712
OG0000737	Syaa.g_00756	Syan.g_02711
OG0000738	Syaa.g_00761	Syan.g_02705
OG0000739	Syaa.g_00762	Syan.g_02704
OG0000740	Syaa.g_00763	Syan.g_02703
OG0000741	Syaa.g_00766	Syan.g_02700
OG0000742	Syaa.g_00769	Syan.g_02697
OG0000743	Syaa.g_00771	Syan.g_02694
OG0000744	Syaa.g_00772	Syan.g_02693
OG0000745	Syaa.g_00774	Syan.g_02690
OG0000746	Syaa.g_00776	Syan.g_02687
OG0000747	Syaa.g_00777	Syan.g_02685
OG0000748	Syaa.g_00787	Syan.g_02669
OG0000749	Syaa.g_00789	Syan.g_02668
OG0000750	Syaa.g_00790	Syan.g_02667
OG0000751	Syaa.g_00797	Syan.g_02661
OG0000752	Syaa.g_00799	Syan.g_02659
OG0000753	Syaa.g_00802	Syan.g_02656
OG0000754	Syaa.g_01025	Syan.g_02650
OG0000755	Syaa.g_01005	Syan.g_02641
OG0000756	Syaa.g_01004	Syan.g_02640
OG0000757	Syaa.g_00996	Syan.g_02623
OG0000758	Syaa.g_00995	Syan.g_02622
OG0000759	Syaa.g_00994	Syan.g_02621
OG0000760	Syaa.g_00993	Syan.g_02620
OG0000761	Syaa.g_00992	Syan.g_02619
OG0000762	Syaa.g_00988	Syan.g_02617
OG0000763	Syaa.g_00986	Syan.g_02615
OG0000764	Syaa.g_00985	Syan.g_02614
OG0000765	Syaa.g_00968	Syan.g_02587
OG0000766	Syaa.g_00967	Syan.g_02586
OG0000767	Syaa.g_00965	Syan.g_02584
OG0000768	Syaa.g_00964	Syan.g_02583
OG0000769	Syaa.g_00962	Syan.g_02581
OG0000770	Syaa.g_00959	Syan.g_02561
OG0000771	Syaa.g_00866	Syan.g_00305
OG0000772	Syaa.g_01526	Syan.g_00436
OG0000773	Syaa.g_00749	Syan.g_01199
OG0000774	Syaa.g_00745	Syan.g_01205
OG0000775	Syaa.g_00742	Syan.g_01207
OG0000776	Syaa.g_00741	Syan.g_01208
OG0000777	Syaa.g_00740	Syan.g_01209
OG0000778	Syaa.g_00739	Syan.g_01210
OG0000779	Syaa.g_00733	Syan.g_01215
OG0000780	Syaa.g_00730	Syan.g_01218
OG0000781	Syaa.g_00726	Syan.g_01222
OG0000782	Syaa.g_00725	Syan.g_01223
OG0000783	Syaa.g_00724	Syan.g_01224
OG0000784	Syaa.g_00723	Syan.g_01225
OG0000785	Syaa.g_00721	Syan.g_01228
OG0000786	Syaa.g_01875	Syan.g_01243
OG0000787	Syaa.g_01876	Syan.g_01244
OG0000788	Syaa.g_01620	Syan.g_00843
OG0000789	Syaa.g_01434	Syan.g_00075
OG0000790	Syaa.g_02064	Syan.g_02778
OG0000791	Syaa.g_02066	Syan.g_02780
OG0000792	Syaa.g_02067	Syan.g_02781
OG0000793	Syaa.g_02072	Syan.g_02879
OG0000794	Syaa.g_02073	Syan.g_02881
OG0000795	Syaa.g_02074	Syan.g_02882
OG0000796	Syaa.g_02078	Syan.g_02886
OG0000797	Syaa.g_02079	Syan.g_02888
OG0000798	Syaa.g_00265	Syan.g_02026
OG0000799	Syaa.g_01743	Syan.g_01310
OG0000800	Syaa.g_01747	Syan.g_01308
OG0000801	Syaa.g_01748	Syan.g_01307
OG0000802	Syaa.g_01753	Syan.g_01303
OG0000803	Syaa.g_01758	Syan.g_01294
OG0000804	Syaa.g_01761	Syan.g_01291
OG0000805	Syaa.g_01763	Syan.g_01289
OG0000806	Syaa.g_01765	Syan.g_01287
OG0000807	Syaa.g_01767	Syan.g_01286
OG0000808	Syaa.g_01768	Syan.g_01285
OG0000809	Syaa.g_01771	Syan.g_01281
OG0000810	Syaa.g_01772	Syan.g_01280
OG0000811	Syaa.g_01778	Syan.g_01272
OG0000812	Syaa.g_01780	Syan.g_01270
OG0000813	Syaa.g_01781	Syan.g_01269
OG0000814	Syaa.g_01783	Syan.g_01267
OG0000815	Syaa.g_01784	Syan.g_01249
OG0000816	Syaa.g_01785	Syan.g_01247
OG0000817	Syaa.g_01786	Syan.g_01328
OG0000818	Syaa.g_01792	Syan.g_02807
OG0000819	Syaa.g_01793	Syan.g_02808
OG0000820	Syaa.g_01794	Syan.g_02809
OG0000821	Syaa.g_01800	Syan.g_02815
OG0000822	Syaa.g_01802	Syan.g_02817
OG0000823	Syaa.g_01803	Syan.g_02818
OG0000824	Syaa.g_01807	Syan.g_02824
OG0000825	Syaa.g_01808	Syan.g_02825
OG0000826	Syaa.g_01809	Syan.g_02826
OG0000827	Syaa.g_01810	Syan.g_02827
OG0000828	Syaa.g_01813	Syan.g_02830
OG0000829	Syaa.g_01814	Syan.g_02831
OG0000830	Syaa.g_01815	Syan.g_02832
OG0000831	Syaa.g_01817	Syan.g_02834
OG0000832	Syaa.g_00627	Syan.g_02408
OG0000833	Syaa.g_00611	Syan.g_01343
OG0000834	Syaa.g_00608	Syan.g_01345
OG0000835	Syaa.g_00607	Syan.g_01346
OG0000836	Syaa.g_00603	Syan.g_01349
OG0000837	Syaa.g_00601	Syan.g_01351
OG0000838	Syaa.g_00597	Syan.g_01355
OG0000839	Syaa.g_00596	Syan.g_01356
OG0000840	Syaa.g_00595	Syan.g_01357
OG0000841	Syaa.g_00594	Syan.g_01358
OG0000842	Syaa.g_00593	Syan.g_01359
OG0000843	Syaa.g_00592	Syan.g_01360
OG0000844	Syaa.g_00590	Syan.g_01362
OG0000845	Syaa.g_00589	Syan.g_01363
OG0000846	Syaa.g_00588	Syan.g_01364
OG0000847	Syaa.g_00587	Syan.g_01365
OG0000848	Syaa.g_00585	Syan.g_01367
OG0000849	Syaa.g_00584	Syan.g_01368
OG0000850	Syaa.g_00582	Syan.g_01371
OG0000851	Syaa.g_00577	Syan.g_01374
OG0000852	Syaa.g_00576	Syan.g_01375
OG0000853	Syaa.g_00572	Syan.g_01379
OG0000854	Syaa.g_00570	Syan.g_01381
OG0000855	Syaa.g_00569	Syan.g_01382
OG0000856	Syaa.g_01650	Syan.g_01136
OG0000857	Syaa.g_01188	Syan.g_00672
OG0000858	Syaa.g_00563	Syan.g_01389
OG0000859	Syaa.g_00562	Syan.g_01390
OG0000860	Syaa.g_00549	Syan.g_01402
OG0000861	Syaa.g_00548	Syan.g_01403
OG0000862	Syaa.g_00547	Syan.g_01412
OG0000863	Syaa.g_00543	Syan.g_01414
OG0000864	Syaa.g_00542	Syan.g_00969
OG0000865	Syaa.g_00541	Syan.g_01415
OG0000866	Syaa.g_00540	Syan.g_01416
OG0000867	Syaa.g_00539	Syan.g_01417
OG0000868	Syaa.g_00536	Syan.g_01421
OG0000869	Syaa.g_00531	Syan.g_01426
OG0000870	Syaa.g_00526	Syan.g_01431
OG0000871	Syaa.g_00525	Syan.g_01432
OG0000872	Syaa.g_00511	Syan.g_01438
OG0000873	Syaa.g_00497	Syan.g_01441
OG0000874	Syaa.g_00519	Syan.g_01443
OG0000875	Syaa.g_00438	Syan.g_01445
OG0000876	Syaa.g_00682	Syan.g_00391
OG0000877	Syaa.g_00679	Syan.g_01449
OG0000878	Syaa.g_00678	Syan.g_01450
OG0000879	Syaa.g_00677	Syan.g_01451
OG0000880	Syaa.g_00676	Syan.g_01452
OG0000881	Syaa.g_00671	Syan.g_01457
OG0000882	Syaa.g_00666	Syan.g_01462
OG0000883	Syaa.g_00661	Syan.g_01464
OG0000884	Syaa.g_00659	Syan.g_01466
OG0000885	Syaa.g_00658	Syan.g_01467
OG0000886	Syaa.g_00657	Syan.g_01468
OG0000887	Syaa.g_00656	Syan.g_01469
OG0000888	Syaa.g_00654	Syan.g_01471
OG0000889	Syaa.g_00652	Syan.g_01473
OG0000890	Syaa.g_00644	Syan.g_01476
OG0000891	Syaa.g_00643	Syan.g_01477
OG0000892	Syaa.g_00640	Syan.g_01480
OG0000893	Syaa.g_02352	Syan.g_02103
OG0000894	Syaa.g_02349	Syan.g_02108
OG0000895	Syaa.g_02345	Syan.g_02112
OG0000896	Syaa.g_02344	Syan.g_02113
OG0000897	Syaa.g_02342	Syan.g_02115
OG0000898	Syaa.g_02341	Syan.g_02116
OG0000899	Syaa.g_02340	Syan.g_02117
OG0000900	Syaa.g_02339	Syan.g_02118
OG0000901	Syaa.g_02334	Syan.g_02123
OG0000902	Syaa.g_02332	Syan.g_02125
OG0000903	Syaa.g_02313	Syan.g_02252
OG0000904	Syaa.g_02318	Syan.g_02258
OG0000905	Syaa.g_02324	Syan.g_02129
OG0000906	Syaa.g_02327	Syan.g_02127
OG0000907	Syaa.g_02295	Syan.g_02245
OG0000908	Syaa.g_02292	Syan.g_02242
OG0000909	Syaa.g_02291	Syan.g_02241
OG0000910	Syaa.g_02290	Syan.g_02240
OG0000911	Syaa.g_02288	Syan.g_02238
OG0000912	Syaa.g_02287	Syan.g_02237
OG0000913	Syaa.g_02286	Syan.g_02236
OG0000914	Syaa.g_02285	Syan.g_02235
OG0000915	Syaa.g_02283	Syan.g_02233
OG0000916	Syaa.g_02282	Syan.g_02232
OG0000917	Syaa.g_02281	Syan.g_02231
OG0000918	Syaa.g_02280	Syan.g_02230
OG0000919	Syaa.g_02279	Syan.g_02229
OG0000920	Syaa.g_02278	Syan.g_02228
OG0000921	Syaa.g_02277	Syan.g_02227
OG0000922	Syaa.g_02276	Syan.g_02226
OG0000923	Syaa.g_02272	Syan.g_02222
OG0000924	Syaa.g_02271	Syan.g_02221
OG0000925	Syaa.g_02270	Syan.g_02220
OG0000926	Syaa.g_02269	Syan.g_02219
OG0000927	Syaa.g_02267	Syan.g_02217
OG0000928	Syaa.g_02266	Syan.g_02216
OG0000929	Syaa.g_02265	Syan.g_02215
OG0000930	Syaa.g_02264	Syan.g_02214
OG0000931	Syaa.g_02263	Syan.g_02213
OG0000932	Syaa.g_02262	Syan.g_02212
OG0000933	Syaa.g_02256	Syan.g_02206
OG0000934	Syaa.g_02254	Syan.g_02204
OG0000935	Syaa.g_02253	Syan.g_02203
OG0000936	Syaa.g_02252	Syan.g_02202
OG0000937	Syaa.g_02251	Syan.g_02201
OG0000938	Syaa.g_02248	Syan.g_02198
OG0000939	Syaa.g_02247	Syan.g_02197
OG0000940	Syaa.g_02240	Syan.g_02188
OG0000941	Syaa.g_02238	Syan.g_02186
OG0000942	Syaa.g_02236	Syan.g_02184
OG0000943	Syaa.g_02235	Syan.g_02183
OG0000944	Syaa.g_02233	Syan.g_02181
OG0000945	Syaa.g_02231	Syan.g_02180
OG0000946	Syaa.g_02225	Syan.g_02167
OG0000947	Syaa.g_02222	Syan.g_02164
OG0000948	Syaa.g_02221	Syan.g_02163
OG0000949	Syaa.g_00172	Syan.g_01951
OG0000950	Syaa.g_00159	Syan.g_01940
OG0000951	Syaa.g_00153	Syan.g_01932
OG0000952	Syaa.g_00149	Syan.g_01927
OG0000953	Syaa.g_00143	Syan.g_01922
OG0000954	Syaa.g_00138	Syan.g_01916
OG0000955	Syaa.g_00137	Syan.g_01915
OG0000956	Syaa.g_00135	Syan.g_01913
OG0000957	Syaa.g_00125	Syan.g_01898
OG0000958	Syaa.g_00124	Syan.g_01897
OG0000959	Syaa.g_00120	Syan.g_01893
OG0000960	Syaa.g_00119	Syan.g_01892
OG0000961	Syaa.g_00106	Syan.g_03024
OG0000962	Syaa.g_00102	Syan.g_01887
OG0000963	Syaa.g_00097	Syan.g_01881
OG0000964	Syaa.g_00096	Syan.g_01880
OG0000965	Syaa.g_00095	Syan.g_01879
OG0000966	Syaa.g_00083	Syan.g_01812
OG0000967	Syaa.g_00074	Syan.g_01804
OG0000968	Syaa.g_00078	Syan.g_01706
OG0000969	Syaa.g_00077	Syan.g_01708
OG0000970	Syaa.g_00076	Syan.g_01709
OG0000971	Syaa.g_00069	Syan.g_01711
OG0000972	Syaa.g_00068	Syan.g_01712
OG0000973	Syaa.g_00067	Syan.g_01713
OG0000974	Syaa.g_00066	Syan.g_01714
OG0000975	Syaa.g_00065	Syan.g_01715
OG0000976	Syaa.g_00064	Syan.g_01716
OG0000977	Syaa.g_00062	Syan.g_01718
OG0000978	Syaa.g_00061	Syan.g_01719
OG0000979	Syaa.g_00058	Syan.g_01722
OG0000980	Syaa.g_00055	Syan.g_01725
OG0000981	Syaa.g_00052	Syan.g_01728
OG0000982	Syaa.g_02593	Syan.g_01566
OG0000983	Syaa.g_02594	Syan.g_01567
OG0000984	Syaa.g_02595	Syan.g_01568
OG0000985	Syaa.g_02597	Syan.g_01572
OG0000986	Syaa.g_02601	Syan.g_01574
OG0000987	Syaa.g_02603	Syan.g_01576
OG0000988	Syaa.g_02608	Syan.g_01581
OG0000989	Syaa.g_02616	Syan.g_01587
OG0000990	Syaa.g_02647	Syan.g_01615
OG0000991	Syaa.g_02650	Syan.g_01618
OG0000992	Syaa.g_02653	Syan.g_01622
OG0000993	Syaa.g_02654	Syan.g_01623
OG0000994	Syaa.g_02657	Syan.g_01625
OG0000995	Syaa.g_02662	Syan.g_01629
OG0000996	Syaa.g_02705	Syan.g_01653
OG0000997	Syaa.g_02725	Syan.g_01677
OG0000998	Syaa.g_02727	Syan.g_01679
OG0000999	Syaa.g_02728	Syan.g_01680
OG0001000	Syaa.g_02732	Syan.g_01684
OG0001001	Syaa.g_02738	Syan.g_01690
OG0001002	Syaa.g_02745	Syan.g_01697
OG0001003	Syaa.g_02747	Syan.g_01699
OG0001004	Syaa.g_02748	Syan.g_01700
OG0001005	Syaa.g_02749	Syan.g_01701
OG0001006	Syaa.g_02756	Syan.g_01794
OG0001007	Syaa.g_02758	Syan.g_01796
OG0001008	Syaa.g_00704	Syan.g_02397
OG0001009	Syaa.g_00034	Syan.g_01748
OG0001010	Syaa.g_00035	Syan.g_01747
OG0001011	Syaa.g_00037	Syan.g_01745
OG0001012	Syaa.g_02589	Syan.g_00281
OG0001013	Syaa.g_02576	Syan.g_01542
OG0001014	Syaa.g_02572	Syan.g_01535
OG0001015	Syaa.g_02571	Syan.g_01534
OG0001016	Syaa.g_00348	Syan.g_02912
OG0001017	Syaa.g_00342	Syan.g_02918
OG0001018	Syaa.g_00340	Syan.g_02920
OG0001019	Syaa.g_00323	Syan.g_02947
OG0001020	Syaa.g_02355	Syan.g_02951
OG0001021	Syaa.g_02359	Syan.g_02958
OG0001022	Syaa.g_02365	Syan.g_02964
OG0001023	Syaa.g_02366	Syan.g_02965
OG0001024	Syaa.g_02370	Syan.g_00968
OG0001025	Syaa.g_02377	Syan.g_02971
OG0001026	Syaa.g_02390	Syan.g_02984
OG0001027	Syaa.g_02397	Syan.g_02308
OG0001028	Syaa.g_02399	Syan.g_02305
OG0001029	Syaa.g_02401	Syan.g_02303
OG0001030	Syaa.g_02422	Syan.g_02281
OG0001031	Syaa.g_02500	Syan.g_03060
OG0001032	Syaa.g_02502	Syan.g_03063
OG0001033	Syaa.g_02539	Syan.g_00970
OG0001034	Syaa.g_02108	Syan.g_02425
OG0001035	Syaa.g_00298	Syan.g_02062
OG0001036	Syaa.g_00293	Syan.g_02056
OG0001037	Syaa.g_00291	Syan.g_02054
OG0001038	Syaa.g_00264	Syan.g_02025
OG0001039	Syaa.g_00261	Syan.g_02022
OG0001040	Syaa.g_00258	Syan.g_02019
OG0001041	Syaa.g_00253	Syan.g_02015
OG0001042	Syaa.g_00227	Syan.g_01992
OG0001043	Syaa.g_00223	Syan.g_01988
OG0001044	Syaa.g_02183	Syan.g_02145
OG0001045	Syaa.g_02170	Syan.g_02132
OG0001046	Syaa.g_01332	Syan.g_00591
OG0001047	Syaa.g_00706	Syan.g_02399
OG0001048	Syaa.g_00707	Syan.g_02400
OG0001049	Syaa.g_00710	Syan.g_01340
OG0001050	Syaa.g_00711	Syan.g_01339
OG0001051	Syaa.g_00712	Syan.g_01338
OG0001052	Syaa.g_01846	Syan.g_02850
OG0001053	Syaa.g_02048	Syan.g_02761
OG0001054	Syaa.g_02031	Syan.g_02742
OG0001055	Syaa.g_02010	Syan.g_02721
OG0001056	Syaa.g_01975	Syan.g_01161
OG0001057	Syaa.g_01966	Syan.g_00832
OG0001058	Syaa.g_01951	Syan.g_00851
OG0001059	Syaa.g_01947	Syan.g_00855
OG0001060	Syaa.g_01941	Syan.g_00861
OG0001061	Syaa.g_01919	Syan.g_00880
OG0001063	Syaa.g_01912	Syan.g_00945
OG0001064	Syaa.g_01911	Syan.g_00946
OG0001065	Syaa.g_01910	Syan.g_00947
OG0001066	Syaa.g_01909	Syan.g_00948
OG0001067	Syaa.g_01908	Syan.g_00949
OG0001068	Syaa.g_01907	Syan.g_00950
OG0001069	Syaa.g_01906	Syan.g_00951
OG0001070	Syaa.g_01903	Syan.g_00955
OG0001071	Syaa.g_01902	Syan.g_00956
OG0001072	Syaa.g_01898	Syan.g_00960
OG0001073	Syaa.g_01884	Syan.g_01012
OG0001074	Syaa.g_01678	Syan.g_00202
OG0001075	Syaa.g_01676	Syan.g_00200
OG0001076	Syaa.g_01659	Syan.g_00012
OG0001077	Syaa.g_01647	Syan.g_01140
OG0001078	Syaa.g_01632	Syan.g_00815
OG0001079	Syaa.g_01619	Syan.g_00799
OG0001080	Syaa.g_01443	Syan.g_00781
OG0001081	Syaa.g_01056	Syan.g_00779
OG0001082	Syaa.g_01057	Syan.g_00778
OG0001083	Syaa.g_01064	Syan.g_00771
OG0001084	Syaa.g_01065	Syan.g_00770
OG0001086	Syaa.g_01077	Syan.g_00757
OG0001087	Syaa.g_00920	Syan.g_01159
OG0001088	Syaa.g_00916	Syan.g_02688
OG0001089	Syaa.g_00890	Syan.g_00185
OG0001090	Syaa.g_01237	Syan.g_00317
OG0001091	Syaa.g_01239	Syan.g_00320
OG0001092	Syaa.g_01242	Syan.g_00322
OG0001093	Syaa.g_01248	Syan.g_00328
OG0001094	Syaa.g_01148	Syan.g_00696
OG0001095	Syaa.g_01185	Syan.g_00675
OG0001096	Syaa.g_01200	Syan.g_00659
OG0001097	Syaa.g_00828	Syan.g_00386
OG0001099	Syaa.g_02400	Syan.g_02304
OG0001100	Syaa.g_01086	Syan.g_00749
OG0001101	Syaa.g_01088	Syan.g_00747
OG0001102	Syaa.g_01091	Syan.g_00744
OG0001103	Syaa.g_01093	Syan.g_00742
OG0001104	Syaa.g_01133	Syan.g_00714
OG0001106	Syaa.g_01372	Syan.g_00551
OG0001107	Syaa.g_01359	Syan.g_00563
OG0001108	Syaa.g_01350	Syan.g_00571
OG0001109	Syaa.g_01349	Syan.g_00573
OG0001110	Syaa.g_01347	Syan.g_00575
OG0001111	Syaa.g_01345	Syan.g_00577
OG0001112	Syaa.g_01343	Syan.g_00579
OG0001113	Syaa.g_01342	Syan.g_00580
OG0001114	Syaa.g_01341	Syan.g_00581
OG0001115	Syaa.g_01337	Syan.g_00586
OG0001116	Syaa.g_01335	Syan.g_00588
OG0001117	Syaa.g_01334	Syan.g_00589
OG0001118	Syaa.g_01333	Syan.g_00590
OG0001119	Syaa.g_01331	Syan.g_00592
OG0001120	Syaa.g_01328	Syan.g_00597
OG0001122	Syaa.g_01301	Syan.g_00366
OG0001123	Syaa.g_01294	Syan.g_00359
OG0001124	Syaa.g_01292	Syan.g_00357
OG0001125	Syaa.g_01290	Syan.g_00355
OG0001126	Syaa.g_00864	Syan.g_00307
OG0001127	Syaa.g_00865	Syan.g_00306
OG0001128	Syaa.g_00868	Syan.g_00303
OG0001129	Syaa.g_00870	Syan.g_00301
OG0001130	Syaa.g_00871	Syan.g_00300
OG0001131	Syaa.g_01108	Syan.g_00079
OG0001132	Syaa.g_01468	Syan.g_00100
