Orthogroup	Syaa	Praa
OG0000573	Syaa.g_01896	Praa.g_00592
OG0000574	Syaa.g_01895	Praa.g_00593
OG0000575	Syaa.g_01891	Praa.g_00597
OG0000576	Syaa.g_01889	Praa.g_00599
OG0000577	Syaa.g_01888	Praa.g_00600
OG0000578	Syaa.g_01887	Praa.g_00601
OG0000579	Syaa.g_01886	Praa.g_00602
OG0000580	Syaa.g_01885	Praa.g_00603
OG0000581	Syaa.g_01879	Praa.g_00605
OG0000582	Syaa.g_01687	Praa.g_00608
OG0000583	Syaa.g_01686	Praa.g_00609
OG0000584	Syaa.g_01685	Praa.g_00610
OG0000585	Syaa.g_01683	Praa.g_00612
OG0000586	Syaa.g_01682	Praa.g_00613
OG0000587	Syaa.g_01680	Praa.g_00614
OG0000588	Syaa.g_01666	Praa.g_00618
OG0000589	Syaa.g_01662	Praa.g_00621
OG0000590	Syaa.g_01661	Praa.g_00622
OG0000591	Syaa.g_01653	Praa.g_00625
OG0000592	Syaa.g_01652	Praa.g_00626
OG0000593	Syaa.g_01638	Praa.g_00632
OG0000594	Syaa.g_01637	Praa.g_00633
OG0000595	Syaa.g_01636	Praa.g_00634
OG0000596	Syaa.g_01630	Praa.g_00638
OG0000597	Syaa.g_01627	Praa.g_00640
OG0000598	Syaa.g_01626	Praa.g_00641
OG0000599	Syaa.g_01623	Praa.g_00644
OG0000600	Syaa.g_01622	Praa.g_00645
OG0000601	Syaa.g_01621	Praa.g_00646
OG0000602	Syaa.g_01616	Praa.g_00648
OG0000603	Syaa.g_01615	Praa.g_00649
OG0000604	Syaa.g_01612	Praa.g_00650
OG0000605	Syaa.g_01447	Praa.g_00651
OG0000606	Syaa.g_01055	Praa.g_00654
OG0000607	Syaa.g_01058	Praa.g_00657
OG0000608	Syaa.g_01059	Praa.g_00658
OG0000609	Syaa.g_01061	Praa.g_00659
OG0000610	Syaa.g_01068	Praa.g_00664
OG0000611	Syaa.g_01071	Praa.g_00667
OG0000612	Syaa.g_01072	Praa.g_00668
OG0000613	Syaa.g_00199	Praa.g_00673
OG0000614	Syaa.g_00906	Praa.g_00692
OG0000615	Syaa.g_01113	Praa.g_00700
OG0000616	Syaa.g_02742	Praa.g_00704
OG0000617	Syaa.g_01244	Praa.g_00717
OG0000618	Syaa.g_01245	Praa.g_00718
OG0000619	Syaa.g_01246	Praa.g_00719
OG0000620	Syaa.g_01259	Praa.g_00722
OG0000621	Syaa.g_01260	Praa.g_00723
OG0000622	Syaa.g_01261	Praa.g_00724
OG0000623	Syaa.g_01262	Praa.g_00725
OG0000624	Syaa.g_01264	Praa.g_00726
OG0000625	Syaa.g_01265	Praa.g_00727
OG0000626	Syaa.g_01266	Praa.g_00728
OG0000627	Syaa.g_01414	Praa.g_00729
OG0000628	Syaa.g_01413	Praa.g_00730
OG0000629	Syaa.g_01410	Praa.g_00731
OG0000630	Syaa.g_01406	Praa.g_00734
OG0000631	Syaa.g_01400	Praa.g_00794
OG0000632	Syaa.g_01399	Praa.g_00795
OG0000633	Syaa.g_01397	Praa.g_00796
OG0000634	Syaa.g_01150	Praa.g_00799
OG0000635	Syaa.g_01151	Praa.g_00800
OG0000636	Syaa.g_01153	Praa.g_00802
OG0000637	Syaa.g_01155	Praa.g_00804
OG0000638	Syaa.g_01156	Praa.g_00805
OG0000639	Syaa.g_01157	Praa.g_00806
OG0000640	Syaa.g_01158	Praa.g_00807
OG0000641	Syaa.g_01162	Praa.g_00812
OG0000642	Syaa.g_01163	Praa.g_00813
OG0000643	Syaa.g_01165	Praa.g_00814
OG0000644	Syaa.g_01166	Praa.g_00815
OG0000645	Syaa.g_01184	Praa.g_00816
OG0000646	Syaa.g_01187	Praa.g_00818
OG0000647	Syaa.g_01189	Praa.g_00819
OG0000648	Syaa.g_01191	Praa.g_00821
OG0000649	Syaa.g_01192	Praa.g_00822
OG0000650	Syaa.g_01193	Praa.g_00823
OG0000651	Syaa.g_01194	Praa.g_00824
OG0000652	Syaa.g_01195	Praa.g_00825
OG0000653	Syaa.g_01197	Praa.g_00827
OG0000654	Syaa.g_01198	Praa.g_00828
OG0000655	Syaa.g_01199	Praa.g_00829
OG0000656	Syaa.g_01202	Praa.g_00832
OG0000657	Syaa.g_00838	Praa.g_00840
OG0000658	Syaa.g_00836	Praa.g_00841
OG0000659	Syaa.g_00835	Praa.g_00842
OG0000660	Syaa.g_00831	Praa.g_00846
OG0000661	Syaa.g_00829	Praa.g_00848
OG0000662	Syaa.g_00827	Praa.g_00850
OG0000663	Syaa.g_00824	Praa.g_00852
OG0000664	Syaa.g_00823	Praa.g_00853
OG0000665	Syaa.g_01442	Praa.g_00857
OG0000666	Syaa.g_01448	Praa.g_00858
OG0000668	Syaa.g_01300	Praa.g_00892
OG0000669	Syaa.g_01084	Praa.g_00899
OG0000670	Syaa.g_01087	Praa.g_00901
OG0000671	Syaa.g_01089	Praa.g_00903
OG0000672	Syaa.g_01092	Praa.g_00905
OG0000673	Syaa.g_01095	Praa.g_00908
OG0000674	Syaa.g_01097	Praa.g_00910
OG0000675	Syaa.g_01098	Praa.g_00911
OG0000676	Syaa.g_01100	Praa.g_00913
OG0000677	Syaa.g_01101	Praa.g_00914
OG0000678	Syaa.g_01106	Praa.g_00916
OG0000679	Syaa.g_01116	Praa.g_00920
OG0000680	Syaa.g_01117	Praa.g_00921
OG0000681	Syaa.g_01120	Praa.g_00923
OG0000682	Syaa.g_01121	Praa.g_00924
OG0000683	Syaa.g_01122	Praa.g_00925
OG0000684	Syaa.g_01132	Praa.g_00926
OG0000685	Syaa.g_01134	Praa.g_00928
OG0000686	Syaa.g_01135	Praa.g_00929
OG0000687	Syaa.g_01136	Praa.g_00930
OG0000688	Syaa.g_01140	Praa.g_00933
OG0000689	Syaa.g_01142	Praa.g_00934
OG0000690	Syaa.g_01143	Praa.g_00935
OG0000691	Syaa.g_01144	Praa.g_00936
OG0000692	Syaa.g_01145	Praa.g_00938
OG0000693	Syaa.g_01146	Praa.g_00939
OG0000694	Syaa.g_01147	Praa.g_00940
OG0000695	Syaa.g_01395	Praa.g_00942
OG0000696	Syaa.g_01394	Praa.g_00943
OG0000697	Syaa.g_01392	Praa.g_00944
OG0000698	Syaa.g_01389	Praa.g_00947
OG0000699	Syaa.g_01387	Praa.g_00948
OG0000700	Syaa.g_01386	Praa.g_00949
OG0000701	Syaa.g_01385	Praa.g_00950
OG0000702	Syaa.g_01376	Praa.g_00952
OG0000703	Syaa.g_01375	Praa.g_00953
OG0000704	Syaa.g_01373	Praa.g_00954
OG0000705	Syaa.g_01365	Praa.g_00958
OG0000706	Syaa.g_01364	Praa.g_00959
OG0000707	Syaa.g_01363	Praa.g_00960
OG0000708	Syaa.g_01360	Praa.g_00961
OG0000709	Syaa.g_01351	Praa.g_00965
OG0000710	Syaa.g_01348	Praa.g_00968
OG0000711	Syaa.g_01320	Praa.g_00985
OG0000712	Syaa.g_01318	Praa.g_00987
OG0000713	Syaa.g_01317	Praa.g_00988
OG0000714	Syaa.g_01315	Praa.g_00989
OG0000715	Syaa.g_01313	Praa.g_00991
OG0000716	Syaa.g_01309	Praa.g_00993
OG0000717	Syaa.g_01308	Praa.g_00994
OG0000718	Syaa.g_01304	Praa.g_01008
OG0000719	Syaa.g_01302	Praa.g_01010
OG0000720	Syaa.g_01289	Praa.g_01019
OG0000721	Syaa.g_01287	Praa.g_01021
OG0000722	Syaa.g_01286	Praa.g_01022
OG0000723	Syaa.g_01268	Praa.g_01025
OG0000724	Syaa.g_00872	Praa.g_01034
OG0000725	Syaa.g_00882	Praa.g_01040
OG0000726	Syaa.g_00883	Praa.g_01041
OG0000727	Syaa.g_00884	Praa.g_01042
OG0000728	Syaa.g_00886	Praa.g_01044
OG0000729	Syaa.g_00100	Praa.g_01091
OG0000730	Syaa.g_02185	Praa.g_01095
OG0000731	Syaa.g_02173	Praa.g_01099
OG0000732	Syaa.g_00054	Praa.g_01109
OG0000733	Syaa.g_02621	Praa.g_01128
OG0000734	Syaa.g_02388	Praa.g_01145
OG0000735	Syaa.g_00754	Praa.g_01147
OG0000736	Syaa.g_00755	Praa.g_01148
OG0000737	Syaa.g_00756	Praa.g_01149
OG0000738	Syaa.g_00761	Praa.g_01153
OG0000739	Syaa.g_00762	Praa.g_01154
OG0000740	Syaa.g_00763	Praa.g_01155
OG0000741	Syaa.g_00766	Praa.g_01156
OG0000742	Syaa.g_00769	Praa.g_01158
OG0000743	Syaa.g_00771	Praa.g_01160
OG0000744	Syaa.g_00772	Praa.g_01161
OG0000745	Syaa.g_00774	Praa.g_01162
OG0000746	Syaa.g_00776	Praa.g_01164
OG0000747	Syaa.g_00777	Praa.g_01165
OG0000748	Syaa.g_00787	Praa.g_01168
OG0000749	Syaa.g_00789	Praa.g_01169
OG0000750	Syaa.g_00790	Praa.g_01170
OG0000751	Syaa.g_00797	Praa.g_01172
OG0000752	Syaa.g_00799	Praa.g_01174
OG0000753	Syaa.g_00802	Praa.g_01177
OG0000754	Syaa.g_01025	Praa.g_01180
OG0000755	Syaa.g_01005	Praa.g_01183
OG0000756	Syaa.g_01004	Praa.g_01184
OG0000757	Syaa.g_00996	Praa.g_01190
OG0000758	Syaa.g_00995	Praa.g_01191
OG0000759	Syaa.g_00994	Praa.g_01192
OG0000760	Syaa.g_00993	Praa.g_01193
OG0000761	Syaa.g_00992	Praa.g_01194
OG0000762	Syaa.g_00988	Praa.g_01195
OG0000763	Syaa.g_00986	Praa.g_01197
OG0000764	Syaa.g_00985	Praa.g_01198
OG0000765	Syaa.g_00968	Praa.g_01207
OG0000766	Syaa.g_00967	Praa.g_01208
OG0000767	Syaa.g_00965	Praa.g_01210
OG0000768	Syaa.g_00964	Praa.g_01211
OG0000769	Syaa.g_00962	Praa.g_01213
OG0000770	Syaa.g_00959	Praa.g_01215
OG0000771	Syaa.g_00866	Praa.g_01224
OG0000772	Syaa.g_01526	Praa.g_01290
OG0000773	Syaa.g_00749	Praa.g_01309
OG0000774	Syaa.g_00745	Praa.g_01311
OG0000775	Syaa.g_00742	Praa.g_01313
OG0000776	Syaa.g_00741	Praa.g_01314
OG0000777	Syaa.g_00740	Praa.g_01315
OG0000778	Syaa.g_00739	Praa.g_01316
OG0000779	Syaa.g_00733	Praa.g_01320
OG0000780	Syaa.g_00730	Praa.g_01321
OG0000781	Syaa.g_00726	Praa.g_01324
OG0000782	Syaa.g_00725	Praa.g_01325
OG0000783	Syaa.g_00724	Praa.g_01326
OG0000784	Syaa.g_00723	Praa.g_01327
OG0000785	Syaa.g_00721	Praa.g_01329
OG0000786	Syaa.g_01875	Praa.g_01331
OG0000787	Syaa.g_01876	Praa.g_01332
OG0000788	Syaa.g_01620	Praa.g_01353
OG0000789	Syaa.g_01434	Praa.g_01356
OG0000790	Syaa.g_02064	Praa.g_01371
OG0000791	Syaa.g_02066	Praa.g_01373
OG0000792	Syaa.g_02067	Praa.g_01374
OG0000793	Syaa.g_02072	Praa.g_01377
OG0000794	Syaa.g_02073	Praa.g_01378
OG0000795	Syaa.g_02074	Praa.g_01379
OG0000796	Syaa.g_02078	Praa.g_01383
OG0000797	Syaa.g_02079	Praa.g_01384
OG0000798	Syaa.g_00265	Praa.g_01393
OG0000798	Syaa.g_00494	Praa.g_01412
OG0000799	Syaa.g_01743	Praa.g_01458
OG0000800	Syaa.g_01747	Praa.g_01459
OG0000801	Syaa.g_01748	Praa.g_01460
OG0000802	Syaa.g_01753	Praa.g_01462
OG0000803	Syaa.g_01758	Praa.g_01464
OG0000804	Syaa.g_01761	Praa.g_01465
OG0000805	Syaa.g_01763	Praa.g_01467
OG0000806	Syaa.g_01765	Praa.g_01469
OG0000807	Syaa.g_01767	Praa.g_01470
OG0000808	Syaa.g_01768	Praa.g_01471
OG0000809	Syaa.g_01771	Praa.g_01474
OG0000810	Syaa.g_01772	Praa.g_01475
OG0000811	Syaa.g_01778	Praa.g_01479
OG0000812	Syaa.g_01780	Praa.g_01481
OG0000813	Syaa.g_01781	Praa.g_01482
OG0000814	Syaa.g_01783	Praa.g_01484
OG0000815	Syaa.g_01784	Praa.g_01485
OG0000816	Syaa.g_01785	Praa.g_01487
OG0000817	Syaa.g_01786	Praa.g_01488
OG0000818	Syaa.g_01792	Praa.g_01493
OG0000819	Syaa.g_01793	Praa.g_01494
OG0000820	Syaa.g_01794	Praa.g_01495
OG0000821	Syaa.g_01800	Praa.g_01499
OG0000822	Syaa.g_01802	Praa.g_01500
OG0000823	Syaa.g_01803	Praa.g_01501
OG0000824	Syaa.g_01807	Praa.g_01504
OG0000825	Syaa.g_01808	Praa.g_01505
OG0000826	Syaa.g_01809	Praa.g_01506
OG0000827	Syaa.g_01810	Praa.g_01507
OG0000828	Syaa.g_01813	Praa.g_01510
OG0000829	Syaa.g_01814	Praa.g_01511
OG0000830	Syaa.g_01815	Praa.g_01512
OG0000831	Syaa.g_01817	Praa.g_01514
OG0000832	Syaa.g_00627	Praa.g_01520
OG0000833	Syaa.g_00611	Praa.g_01528
OG0000834	Syaa.g_00608	Praa.g_01529
OG0000835	Syaa.g_00607	Praa.g_01530
OG0000836	Syaa.g_00603	Praa.g_01531
OG0000837	Syaa.g_00601	Praa.g_01532
OG0000838	Syaa.g_00597	Praa.g_01534
OG0000839	Syaa.g_00596	Praa.g_01535
OG0000840	Syaa.g_00595	Praa.g_01536
OG0000841	Syaa.g_00594	Praa.g_01537
OG0000842	Syaa.g_00593	Praa.g_01538
OG0000843	Syaa.g_00592	Praa.g_01539
OG0000844	Syaa.g_00590	Praa.g_01541
OG0000845	Syaa.g_00589	Praa.g_01542
OG0000846	Syaa.g_00588	Praa.g_01543
OG0000847	Syaa.g_00587	Praa.g_01544
OG0000848	Syaa.g_00585	Praa.g_01545
OG0000849	Syaa.g_00584	Praa.g_01546
OG0000850	Syaa.g_00582	Praa.g_01548
OG0000851	Syaa.g_00577	Praa.g_01549
OG0000852	Syaa.g_00576	Praa.g_01550
OG0000853	Syaa.g_00572	Praa.g_01554
OG0000854	Syaa.g_00570	Praa.g_01556
OG0000855	Syaa.g_00569	Praa.g_01557
OG0000856	Syaa.g_01650	Praa.g_01572
OG0000857	Syaa.g_01188	Praa.g_01600
OG0000858	Syaa.g_00563	Praa.g_01629
OG0000859	Syaa.g_00562	Praa.g_01630
OG0000860	Syaa.g_00549	Praa.g_01637
OG0000861	Syaa.g_00548	Praa.g_01638
OG0000862	Syaa.g_00547	Praa.g_01639
OG0000863	Syaa.g_00543	Praa.g_01641
OG0000864	Syaa.g_00542	Praa.g_01642
OG0000865	Syaa.g_00541	Praa.g_01643
OG0000866	Syaa.g_00540	Praa.g_01644
OG0000867	Syaa.g_00539	Praa.g_01645
OG0000868	Syaa.g_00536	Praa.g_01646
OG0000869	Syaa.g_00531	Praa.g_01650
OG0000870	Syaa.g_00526	Praa.g_01655
OG0000871	Syaa.g_00525	Praa.g_01656
OG0000872	Syaa.g_00511	Praa.g_01657
OG0000873	Syaa.g_00497	Praa.g_01660
OG0000874	Syaa.g_00519	Praa.g_01663
OG0000875	Syaa.g_00438	Praa.g_01665
OG0000876	Syaa.g_00682	Praa.g_01666
OG0000877	Syaa.g_00679	Praa.g_01668
OG0000878	Syaa.g_00678	Praa.g_01669
OG0000879	Syaa.g_00677	Praa.g_01670
OG0000880	Syaa.g_00676	Praa.g_01671
OG0000881	Syaa.g_00671	Praa.g_01675
OG0000882	Syaa.g_00666	Praa.g_01680
OG0000883	Syaa.g_00661	Praa.g_01682
OG0000884	Syaa.g_00659	Praa.g_01684
OG0000885	Syaa.g_00658	Praa.g_01685
OG0000886	Syaa.g_00657	Praa.g_01686
OG0000887	Syaa.g_00656	Praa.g_01687
OG0000888	Syaa.g_00654	Praa.g_01689
OG0000889	Syaa.g_00652	Praa.g_01691
OG0000890	Syaa.g_00644	Praa.g_01692
OG0000891	Syaa.g_00643	Praa.g_01693
OG0000892	Syaa.g_00640	Praa.g_01695
OG0000893	Syaa.g_02352	Praa.g_01699
OG0000894	Syaa.g_02349	Praa.g_01701
OG0000895	Syaa.g_02345	Praa.g_01704
OG0000896	Syaa.g_02344	Praa.g_01705
OG0000897	Syaa.g_02342	Praa.g_01707
OG0000898	Syaa.g_02341	Praa.g_01708
OG0000899	Syaa.g_02340	Praa.g_01709
OG0000900	Syaa.g_02339	Praa.g_01710
OG0000901	Syaa.g_02334	Praa.g_01713
OG0000902	Syaa.g_02332	Praa.g_01715
OG0000903	Syaa.g_02313	Praa.g_01718
OG0000904	Syaa.g_02318	Praa.g_01720
OG0000905	Syaa.g_02324	Praa.g_01725
OG0000906	Syaa.g_02327	Praa.g_01726
OG0000907	Syaa.g_02295	Praa.g_01733
OG0000908	Syaa.g_02292	Praa.g_01736
OG0000909	Syaa.g_02291	Praa.g_01737
OG0000910	Syaa.g_02290	Praa.g_01738
OG0000911	Syaa.g_02288	Praa.g_01740
OG0000912	Syaa.g_02287	Praa.g_01741
OG0000913	Syaa.g_02286	Praa.g_01742
OG0000914	Syaa.g_02285	Praa.g_01743
OG0000915	Syaa.g_02283	Praa.g_01744
OG0000916	Syaa.g_02282	Praa.g_01745
OG0000917	Syaa.g_02281	Praa.g_01746
OG0000918	Syaa.g_02280	Praa.g_01747
OG0000919	Syaa.g_02279	Praa.g_01748
OG0000920	Syaa.g_02278	Praa.g_01749
OG0000921	Syaa.g_02277	Praa.g_01750
OG0000922	Syaa.g_02276	Praa.g_01751
OG0000923	Syaa.g_02272	Praa.g_01755
OG0000924	Syaa.g_02271	Praa.g_01756
OG0000925	Syaa.g_02270	Praa.g_01757
OG0000926	Syaa.g_02269	Praa.g_01758
OG0000927	Syaa.g_02267	Praa.g_01760
OG0000928	Syaa.g_02266	Praa.g_01761
OG0000929	Syaa.g_02265	Praa.g_01762
OG0000930	Syaa.g_02264	Praa.g_01763
OG0000931	Syaa.g_02263	Praa.g_01764
OG0000932	Syaa.g_02262	Praa.g_01765
OG0000933	Syaa.g_02256	Praa.g_01769
OG0000934	Syaa.g_02254	Praa.g_01771
OG0000935	Syaa.g_02253	Praa.g_01772
OG0000936	Syaa.g_02252	Praa.g_01773
OG0000937	Syaa.g_02251	Praa.g_01774
OG0000938	Syaa.g_02248	Praa.g_01776
OG0000939	Syaa.g_02247	Praa.g_01777
OG0000940	Syaa.g_02240	Praa.g_01784
OG0000941	Syaa.g_02238	Praa.g_01786
OG0000942	Syaa.g_02236	Praa.g_01788
OG0000943	Syaa.g_02235	Praa.g_01789
OG0000944	Syaa.g_02233	Praa.g_01790
OG0000945	Syaa.g_02231	Praa.g_01791
OG0000946	Syaa.g_02225	Praa.g_01796
OG0000947	Syaa.g_02222	Praa.g_01798
OG0000948	Syaa.g_02221	Praa.g_01799
OG0000949	Syaa.g_00172	Praa.g_01802
OG0000950	Syaa.g_00159	Praa.g_01807
OG0000951	Syaa.g_00153	Praa.g_01811
OG0000952	Syaa.g_00149	Praa.g_01815
OG0000953	Syaa.g_00143	Praa.g_01818
OG0000954	Syaa.g_00138	Praa.g_01822
OG0000955	Syaa.g_00137	Praa.g_01823
OG0000956	Syaa.g_00135	Praa.g_01825
OG0000957	Syaa.g_00125	Praa.g_01830
OG0000958	Syaa.g_00124	Praa.g_01831
OG0000959	Syaa.g_00120	Praa.g_01835
OG0000960	Syaa.g_00119	Praa.g_01836
OG0000961	Syaa.g_00106	Praa.g_01838
OG0000962	Syaa.g_00102	Praa.g_01840
OG0000963	Syaa.g_00097	Praa.g_01844
OG0000964	Syaa.g_00096	Praa.g_01845
OG0000965	Syaa.g_00095	Praa.g_01846
OG0000966	Syaa.g_00083	Praa.g_01853
OG0000967	Syaa.g_00074	Praa.g_01858
OG0000968	Syaa.g_00078	Praa.g_01860
OG0000969	Syaa.g_00077	Praa.g_01861
OG0000970	Syaa.g_00076	Praa.g_01862
OG0000971	Syaa.g_00069	Praa.g_01863
OG0000972	Syaa.g_00068	Praa.g_01864
OG0000973	Syaa.g_00067	Praa.g_01865
OG0000974	Syaa.g_00066	Praa.g_01866
OG0000975	Syaa.g_00065	Praa.g_01867
OG0000976	Syaa.g_00064	Praa.g_01868
OG0000977	Syaa.g_00062	Praa.g_01869
OG0000978	Syaa.g_00061	Praa.g_01870
OG0000979	Syaa.g_00058	Praa.g_01873
OG0000980	Syaa.g_00055	Praa.g_01875
OG0000981	Syaa.g_00052	Praa.g_01877
OG0000982	Syaa.g_02593	Praa.g_01879
OG0000983	Syaa.g_02594	Praa.g_01880
OG0000984	Syaa.g_02595	Praa.g_01881
OG0000985	Syaa.g_02597	Praa.g_01884
OG0000986	Syaa.g_02601	Praa.g_01886
OG0000987	Syaa.g_02603	Praa.g_01887
OG0000988	Syaa.g_02608	Praa.g_01890
OG0000989	Syaa.g_02616	Praa.g_01893
OG0000990	Syaa.g_02647	Praa.g_01896
OG0000991	Syaa.g_02650	Praa.g_01897
OG0000992	Syaa.g_02653	Praa.g_01899
OG0000993	Syaa.g_02654	Praa.g_01900
OG0000994	Syaa.g_02657	Praa.g_01901
OG0000995	Syaa.g_02662	Praa.g_01905
OG0000996	Syaa.g_02705	Praa.g_01906
OG0000997	Syaa.g_02725	Praa.g_01907
OG0000998	Syaa.g_02727	Praa.g_01909
OG0000999	Syaa.g_02728	Praa.g_01910
OG0001000	Syaa.g_02732	Praa.g_01913
OG0001001	Syaa.g_02738	Praa.g_01915
OG0001002	Syaa.g_02745	Praa.g_01919
OG0001003	Syaa.g_02747	Praa.g_01920
OG0001004	Syaa.g_02748	Praa.g_01921
OG0001005	Syaa.g_02749	Praa.g_01922
OG0001006	Syaa.g_02756	Praa.g_01926
OG0001007	Syaa.g_02758	Praa.g_01928
OG0001009	Syaa.g_00034	Praa.g_00027
OG0001010	Syaa.g_00035	Praa.g_00028
OG0001011	Syaa.g_00037	Praa.g_00029
OG0001012	Syaa.g_02589	Praa.g_00043
OG0001013	Syaa.g_02576	Praa.g_00048
OG0001014	Syaa.g_02572	Praa.g_00051
OG0001015	Syaa.g_02571	Praa.g_00052
OG0001016	Syaa.g_00348	Praa.g_00073
OG0001017	Syaa.g_00342	Praa.g_00077
OG0001018	Syaa.g_00340	Praa.g_00080
OG0001019	Syaa.g_00323	Praa.g_00089
OG0001020	Syaa.g_02355	Praa.g_00090
OG0001021	Syaa.g_02359	Praa.g_00091
OG0001022	Syaa.g_02365	Praa.g_00094
OG0001023	Syaa.g_02366	Praa.g_00095
OG0001024	Syaa.g_02370	Praa.g_00098
OG0001025	Syaa.g_02377	Praa.g_00104
OG0001026	Syaa.g_02390	Praa.g_00111
OG0001027	Syaa.g_02397	Praa.g_00112
OG0001028	Syaa.g_02399	Praa.g_00114
OG0001029	Syaa.g_02401	Praa.g_00115
OG0001030	Syaa.g_02422	Praa.g_00130
OG0001031	Syaa.g_02500	Praa.g_00186
OG0001032	Syaa.g_02502	Praa.g_00187
OG0001033	Syaa.g_02539	Praa.g_00208
OG0001034	Syaa.g_02108	Praa.g_00236
OG0001035	Syaa.g_00298	Praa.g_00254
OG0001036	Syaa.g_00293	Praa.g_00259
OG0001037	Syaa.g_00291	Praa.g_00260
OG0001038	Syaa.g_00264	Praa.g_00278
OG0001039	Syaa.g_00261	Praa.g_00281
OG0001040	Syaa.g_00258	Praa.g_00283
OG0001041	Syaa.g_00253	Praa.g_00287
OG0001042	Syaa.g_00227	Praa.g_00304
OG0001043	Syaa.g_00223	Praa.g_00305
OG0001044	Syaa.g_02183	Praa.g_00333
OG0001045	Syaa.g_02170	Praa.g_00341
OG0001046	Syaa.g_01332	Praa.g_00378
OG0001047	Syaa.g_00706	Praa.g_00438
OG0001048	Syaa.g_00707	Praa.g_00439
OG0001049	Syaa.g_00710	Praa.g_00441
OG0001050	Syaa.g_00711	Praa.g_00442
OG0001051	Syaa.g_00712	Praa.g_00443
OG0001052	Syaa.g_01846	Praa.g_00471
OG0001053	Syaa.g_02048	Praa.g_00483
OG0001054	Syaa.g_02031	Praa.g_00498
OG0001055	Syaa.g_02010	Praa.g_00517
OG0001056	Syaa.g_01975	Praa.g_00536
OG0001057	Syaa.g_01966	Praa.g_00541
OG0001058	Syaa.g_01951	Praa.g_00550
OG0001059	Syaa.g_01947	Praa.g_00554
OG0001060	Syaa.g_01941	Praa.g_00561
OG0001061	Syaa.g_01919	Praa.g_00574
OG0001062	Syaa.g_01917	Praa.g_00576
OG0001063	Syaa.g_01912	Praa.g_00578
OG0001064	Syaa.g_01911	Praa.g_00579
OG0001065	Syaa.g_01910	Praa.g_00580
OG0001066	Syaa.g_01909	Praa.g_00581
OG0001067	Syaa.g_01908	Praa.g_00582
OG0001068	Syaa.g_01907	Praa.g_00583
OG0001069	Syaa.g_01906	Praa.g_00584
OG0001070	Syaa.g_01903	Praa.g_00587
OG0001071	Syaa.g_01902	Praa.g_00588
OG0001072	Syaa.g_01898	Praa.g_00590
OG0001073	Syaa.g_01884	Praa.g_00604
OG0001074	Syaa.g_01678	Praa.g_00615
OG0001075	Syaa.g_01676	Praa.g_00616
OG0001076	Syaa.g_01659	Praa.g_00624
OG0001077	Syaa.g_01647	Praa.g_00628
OG0001078	Syaa.g_01632	Praa.g_00636
OG0001079	Syaa.g_01619	Praa.g_00647
OG0001080	Syaa.g_01443	Praa.g_00653
OG0001081	Syaa.g_01056	Praa.g_00655
OG0001082	Syaa.g_01057	Praa.g_00656
OG0001083	Syaa.g_01064	Praa.g_00661
OG0001084	Syaa.g_01065	Praa.g_00662
OG0001085	Syaa.g_01075	Praa.g_00670
OG0001086	Syaa.g_01077	Praa.g_00671
OG0001087	Syaa.g_00920	Praa.g_00688
OG0001088	Syaa.g_00916	Praa.g_00689
OG0001089	Syaa.g_00890	Praa.g_00697
OG0001090	Syaa.g_01237	Praa.g_00712
OG0001091	Syaa.g_01239	Praa.g_00714
OG0001092	Syaa.g_01242	Praa.g_00715
OG0001093	Syaa.g_01248	Praa.g_00720
OG0001094	Syaa.g_01148	Praa.g_00797
OG0001095	Syaa.g_01185	Praa.g_00817
OG0001096	Syaa.g_01200	Praa.g_00830
OG0001097	Syaa.g_00828	Praa.g_00849
OG0001098	Syaa.g_01441	Praa.g_00864
OG0001099	Syaa.g_02400	Praa.g_00896
OG0001100	Syaa.g_01086	Praa.g_00900
OG0001101	Syaa.g_01088	Praa.g_00902
OG0001102	Syaa.g_01091	Praa.g_00904
OG0001103	Syaa.g_01093	Praa.g_00906
OG0001104	Syaa.g_01133	Praa.g_00927
OG0001105	Syaa.g_01137	Praa.g_00931
OG0001106	Syaa.g_01372	Praa.g_00955
OG0001107	Syaa.g_01359	Praa.g_00962
OG0001108	Syaa.g_01350	Praa.g_00966
OG0001109	Syaa.g_01349	Praa.g_00967
OG0001110	Syaa.g_01347	Praa.g_00969
OG0001111	Syaa.g_01345	Praa.g_00970
OG0001112	Syaa.g_01343	Praa.g_00971
OG0001113	Syaa.g_01342	Praa.g_00972
OG0001114	Syaa.g_01341	Praa.g_00973
OG0001115	Syaa.g_01337	Praa.g_00975
OG0001116	Syaa.g_01335	Praa.g_00976
OG0001117	Syaa.g_01334	Praa.g_00977
OG0001118	Syaa.g_01333	Praa.g_00978
OG0001119	Syaa.g_01331	Praa.g_00979
OG0001120	Syaa.g_01328	Praa.g_00981
OG0001121	Syaa.g_01125	Praa.g_01125, Praa.g_00984
OG0001122	Syaa.g_01301	Praa.g_01011
OG0001123	Syaa.g_01294	Praa.g_01015
OG0001124	Syaa.g_01292	Praa.g_01017
OG0001125	Syaa.g_01290	Praa.g_01018
OG0001126	Syaa.g_00864	Praa.g_01028
OG0001127	Syaa.g_00865	Praa.g_01029
OG0001128	Syaa.g_00868	Praa.g_01031
OG0001129	Syaa.g_00870	Praa.g_01032
OG0001130	Syaa.g_00871	Praa.g_01033
OG0001131	Syaa.g_01108	Praa.g_01070
OG0001132	Syaa.g_01468	Praa.g_01080
