Orthogroup	Syaa	Prbd
OG0000556	Syaa.g_01957	Prbd.g_00698
OG0000557	Syaa.g_01955	Prbd.g_00697
OG0000558	Syaa.g_01953	Prbd.g_00695
OG0000559	Syaa.g_01949	Prbd.g_00691
OG0000560	Syaa.g_01946	Prbd.g_00688
OG0000561	Syaa.g_01945	Prbd.g_00687
OG0000562	Syaa.g_01944	Prbd.g_00686
OG0000563	Syaa.g_01943	Prbd.g_00685
OG0000564	Syaa.g_01942	Prbd.g_00684
OG0000565	Syaa.g_01939	Prbd.g_00681
OG0000566	Syaa.g_01935	Prbd.g_00679
OG0000567	Syaa.g_01931	Prbd.g_00675
OG0000568	Syaa.g_01928	Prbd.g_00674
OG0000569	Syaa.g_01925	Prbd.g_00673
OG0000570	Syaa.g_01924	Prbd.g_00672
OG0000571	Syaa.g_01920	Prbd.g_00670
OG0000572	Syaa.g_01904	Prbd.g_00657
OG0000573	Syaa.g_01896	Prbd.g_00652
OG0000574	Syaa.g_01895	Prbd.g_00651
OG0000575	Syaa.g_01891	Prbd.g_00647
OG0000576	Syaa.g_01889	Prbd.g_00645
OG0000577	Syaa.g_01888	Prbd.g_00644
OG0000578	Syaa.g_01887	Prbd.g_00643
OG0000579	Syaa.g_01886	Prbd.g_00642
OG0000580	Syaa.g_01885	Prbd.g_00641
OG0000581	Syaa.g_01879	Prbd.g_00639
OG0000582	Syaa.g_01687	Prbd.g_00636
OG0000583	Syaa.g_01686	Prbd.g_00635
OG0000584	Syaa.g_01685	Prbd.g_00634
OG0000585	Syaa.g_01683	Prbd.g_00632
OG0000586	Syaa.g_01682	Prbd.g_00631
OG0000587	Syaa.g_01680	Prbd.g_00630
OG0000588	Syaa.g_01666	Prbd.g_00626
OG0000589	Syaa.g_01662	Prbd.g_00623
OG0000590	Syaa.g_01661	Prbd.g_00622
OG0000591	Syaa.g_01653	Prbd.g_00619
OG0000592	Syaa.g_01652	Prbd.g_00618
OG0000593	Syaa.g_01638	Prbd.g_00612
OG0000594	Syaa.g_01637	Prbd.g_00611
OG0000595	Syaa.g_01636	Prbd.g_00610
OG0000596	Syaa.g_01630	Prbd.g_00606
OG0000597	Syaa.g_01627	Prbd.g_00604
OG0000598	Syaa.g_01626	Prbd.g_00603
OG0000599	Syaa.g_01623	Prbd.g_00600
OG0000600	Syaa.g_01622	Prbd.g_00599
OG0000601	Syaa.g_01621	Prbd.g_00598
OG0000602	Syaa.g_01616	Prbd.g_00596
OG0000603	Syaa.g_01615	Prbd.g_00595
OG0000604	Syaa.g_01612	Prbd.g_00594
OG0000605	Syaa.g_01447	Prbd.g_00593
OG0000606	Syaa.g_01055	Prbd.g_00590
OG0000607	Syaa.g_01058	Prbd.g_00587
OG0000608	Syaa.g_01059	Prbd.g_00586
OG0000609	Syaa.g_01061	Prbd.g_00585
OG0000610	Syaa.g_01068	Prbd.g_00580
OG0000611	Syaa.g_01071	Prbd.g_00577
OG0000612	Syaa.g_01072	Prbd.g_00576
OG0000613	Syaa.g_00199	Prbd.g_00571
OG0000614	Syaa.g_00906	Prbd.g_00552
OG0000615	Syaa.g_01113	Prbd.g_00544
OG0000616	Syaa.g_02742	Prbd.g_00540
OG0000617	Syaa.g_01244	Prbd.g_00013
OG0000618	Syaa.g_01245	Prbd.g_00014
OG0000619	Syaa.g_01246	Prbd.g_00015
OG0000620	Syaa.g_01259	Prbd.g_00018
OG0000621	Syaa.g_01260	Prbd.g_00019
OG0000622	Syaa.g_01261	Prbd.g_00020
OG0000623	Syaa.g_01262	Prbd.g_00021
OG0000624	Syaa.g_01264	Prbd.g_00022
OG0000625	Syaa.g_01265	Prbd.g_00023
OG0000626	Syaa.g_01266	Prbd.g_00024
OG0000627	Syaa.g_01414	Prbd.g_00025
OG0000628	Syaa.g_01413	Prbd.g_00026
OG0000629	Syaa.g_01410	Prbd.g_00027
OG0000630	Syaa.g_01406	Prbd.g_00030
OG0000631	Syaa.g_01400	Prbd.g_00093
OG0000632	Syaa.g_01399	Prbd.g_00094
OG0000633	Syaa.g_01397	Prbd.g_00095
OG0000634	Syaa.g_01150	Prbd.g_00098
OG0000635	Syaa.g_01151	Prbd.g_00099
OG0000636	Syaa.g_01153	Prbd.g_00101
OG0000637	Syaa.g_01155	Prbd.g_00103
OG0000638	Syaa.g_01156	Prbd.g_00104
OG0000639	Syaa.g_01157	Prbd.g_00105
OG0000640	Syaa.g_01158	Prbd.g_00106
OG0000641	Syaa.g_01162	Prbd.g_00110
OG0000642	Syaa.g_01163	Prbd.g_00111
OG0000643	Syaa.g_01165	Prbd.g_00112
OG0000644	Syaa.g_01166	Prbd.g_00113
OG0000645	Syaa.g_01184	Prbd.g_00114
OG0000646	Syaa.g_01187	Prbd.g_00116
OG0000647	Syaa.g_01189	Prbd.g_00117
OG0000648	Syaa.g_01191	Prbd.g_00119
OG0000649	Syaa.g_01192	Prbd.g_00120
OG0000650	Syaa.g_01193	Prbd.g_00121
OG0000651	Syaa.g_01194	Prbd.g_00122
OG0000652	Syaa.g_01195	Prbd.g_00123
OG0000653	Syaa.g_01197	Prbd.g_00125
OG0000654	Syaa.g_01198	Prbd.g_00126
OG0000655	Syaa.g_01199	Prbd.g_00127
OG0000656	Syaa.g_01202	Prbd.g_00130
OG0000657	Syaa.g_00838	Prbd.g_00138
OG0000658	Syaa.g_00836	Prbd.g_00139
OG0000659	Syaa.g_00835	Prbd.g_00140
OG0000660	Syaa.g_00831	Prbd.g_00144
OG0000661	Syaa.g_00829	Prbd.g_00146
OG0000662	Syaa.g_00827	Prbd.g_00148
OG0000663	Syaa.g_00824	Prbd.g_00150
OG0000664	Syaa.g_00823	Prbd.g_00151
OG0000665	Syaa.g_01442	Prbd.g_00155
OG0000666	Syaa.g_01448	Prbd.g_00156
OG0000668	Syaa.g_01300	Prbd.g_00190
OG0000669	Syaa.g_01084	Prbd.g_00197
OG0000670	Syaa.g_01087	Prbd.g_00199
OG0000671	Syaa.g_01089	Prbd.g_00201
OG0000672	Syaa.g_01092	Prbd.g_00204
OG0000673	Syaa.g_01095	Prbd.g_00207
OG0000674	Syaa.g_01097	Prbd.g_00209
OG0000675	Syaa.g_01098	Prbd.g_00210
OG0000676	Syaa.g_01100	Prbd.g_00212
OG0000677	Syaa.g_01101	Prbd.g_00213
OG0000678	Syaa.g_01106	Prbd.g_00215
OG0000679	Syaa.g_01116	Prbd.g_00219
OG0000680	Syaa.g_01117	Prbd.g_00220
OG0000681	Syaa.g_01120	Prbd.g_00222
OG0000682	Syaa.g_01121	Prbd.g_00223
OG0000683	Syaa.g_01122	Prbd.g_00224
OG0000684	Syaa.g_01132	Prbd.g_00226
OG0000685	Syaa.g_01134	Prbd.g_00228
OG0000686	Syaa.g_01135	Prbd.g_00229
OG0000687	Syaa.g_01136	Prbd.g_00230
OG0000688	Syaa.g_01140	Prbd.g_00233
OG0000689	Syaa.g_01142	Prbd.g_00234
OG0000690	Syaa.g_01143	Prbd.g_00235
OG0000691	Syaa.g_01144	Prbd.g_00236
OG0000692	Syaa.g_01145	Prbd.g_00238
OG0000693	Syaa.g_01146	Prbd.g_00239
OG0000694	Syaa.g_01147	Prbd.g_00240
OG0000695	Syaa.g_01395	Prbd.g_00242
OG0000696	Syaa.g_01394	Prbd.g_00243
OG0000697	Syaa.g_01392	Prbd.g_00244
OG0000698	Syaa.g_01389	Prbd.g_00247
OG0000699	Syaa.g_01387	Prbd.g_00248
OG0000700	Syaa.g_01386	Prbd.g_00249
OG0000701	Syaa.g_01385	Prbd.g_00250
OG0000702	Syaa.g_01376	Prbd.g_00252
OG0000703	Syaa.g_01375	Prbd.g_00253
OG0000704	Syaa.g_01373	Prbd.g_00254
OG0000705	Syaa.g_01365	Prbd.g_00258
OG0000706	Syaa.g_01364	Prbd.g_00259
OG0000707	Syaa.g_01363	Prbd.g_00260
OG0000708	Syaa.g_01360	Prbd.g_00261
OG0000709	Syaa.g_01351	Prbd.g_00265
OG0000710	Syaa.g_01348	Prbd.g_00268
OG0000711	Syaa.g_01320	Prbd.g_00285
OG0000712	Syaa.g_01318	Prbd.g_00287
OG0000713	Syaa.g_01317	Prbd.g_00288
OG0000714	Syaa.g_01315	Prbd.g_00289
OG0000715	Syaa.g_01313	Prbd.g_00291
OG0000716	Syaa.g_01309	Prbd.g_00293
OG0000717	Syaa.g_01308	Prbd.g_00294
OG0000718	Syaa.g_01304	Prbd.g_00309
OG0000719	Syaa.g_01302	Prbd.g_00311
OG0000720	Syaa.g_01289	Prbd.g_00320
OG0000721	Syaa.g_01287	Prbd.g_00322
OG0000722	Syaa.g_01286	Prbd.g_00323
OG0000723	Syaa.g_01268	Prbd.g_00326
OG0000724	Syaa.g_00872	Prbd.g_00335
OG0000725	Syaa.g_00882	Prbd.g_00341
OG0000726	Syaa.g_00883	Prbd.g_00342
OG0000727	Syaa.g_00884	Prbd.g_00343
OG0000728	Syaa.g_00886	Prbd.g_00345
OG0000729	Syaa.g_00100	Prbd.g_00391
OG0000730	Syaa.g_02185	Prbd.g_00395
OG0000731	Syaa.g_02173	Prbd.g_00399
OG0000732	Syaa.g_00054	Prbd.g_00408
OG0000733	Syaa.g_02621	Prbd.g_00428
OG0000734	Syaa.g_02388	Prbd.g_00453
OG0000735	Syaa.g_00754	Prbd.g_00455
OG0000736	Syaa.g_00755	Prbd.g_00456
OG0000737	Syaa.g_00756	Prbd.g_00457
OG0000738	Syaa.g_00761	Prbd.g_00461
OG0000739	Syaa.g_00762	Prbd.g_00462
OG0000740	Syaa.g_00763	Prbd.g_00463
OG0000741	Syaa.g_00766	Prbd.g_00464
OG0000742	Syaa.g_00769	Prbd.g_00467
OG0000743	Syaa.g_00771	Prbd.g_00469
OG0000744	Syaa.g_00772	Prbd.g_00470
OG0000745	Syaa.g_00774	Prbd.g_00471
OG0000746	Syaa.g_00776	Prbd.g_00473
OG0000747	Syaa.g_00777	Prbd.g_00474
OG0000748	Syaa.g_00787	Prbd.g_00477
OG0000749	Syaa.g_00789	Prbd.g_00478
OG0000750	Syaa.g_00790	Prbd.g_00479
OG0000751	Syaa.g_00797	Prbd.g_00481
OG0000752	Syaa.g_00799	Prbd.g_00483
OG0000753	Syaa.g_00802	Prbd.g_00486
OG0000754	Syaa.g_01025	Prbd.g_00489
OG0000755	Syaa.g_01005	Prbd.g_00492
OG0000756	Syaa.g_01004	Prbd.g_00493
OG0000757	Syaa.g_00996	Prbd.g_00499
OG0000758	Syaa.g_00995	Prbd.g_00500
OG0000759	Syaa.g_00994	Prbd.g_00501
OG0000760	Syaa.g_00993	Prbd.g_00502
OG0000761	Syaa.g_00992	Prbd.g_00503
OG0000762	Syaa.g_00988	Prbd.g_00504
OG0000763	Syaa.g_00986	Prbd.g_00506
OG0000764	Syaa.g_00985	Prbd.g_00507
OG0000765	Syaa.g_00968	Prbd.g_00516
OG0000766	Syaa.g_00967	Prbd.g_00517
OG0000767	Syaa.g_00965	Prbd.g_00519
OG0000768	Syaa.g_00964	Prbd.g_00520
OG0000769	Syaa.g_00962	Prbd.g_00522
OG0000770	Syaa.g_00959	Prbd.g_00524
OG0000771	Syaa.g_00866	Prbd.g_01921
OG0000772	Syaa.g_01526	Prbd.g_01858
OG0000773	Syaa.g_00749	Prbd.g_01810
OG0000774	Syaa.g_00745	Prbd.g_01808
OG0000775	Syaa.g_00742	Prbd.g_01806
OG0000776	Syaa.g_00741	Prbd.g_01805
OG0000777	Syaa.g_00740	Prbd.g_01804
OG0000778	Syaa.g_00739	Prbd.g_01803
OG0000779	Syaa.g_00733	Prbd.g_01799
OG0000780	Syaa.g_00730	Prbd.g_01798
OG0000781	Syaa.g_00726	Prbd.g_01795
OG0000782	Syaa.g_00725	Prbd.g_01794
OG0000783	Syaa.g_00724	Prbd.g_01793
OG0000784	Syaa.g_00723	Prbd.g_01792
OG0000785	Syaa.g_00721	Prbd.g_01790
OG0000786	Syaa.g_01875	Prbd.g_01788
OG0000787	Syaa.g_01876	Prbd.g_01787
OG0000788	Syaa.g_01620	Prbd.g_01777
OG0000789	Syaa.g_01434	Prbd.g_01774
OG0000790	Syaa.g_02064	Prbd.g_01759
OG0000791	Syaa.g_02066	Prbd.g_01757
OG0000792	Syaa.g_02067	Prbd.g_01756
OG0000793	Syaa.g_02072	Prbd.g_01753
OG0000794	Syaa.g_02073	Prbd.g_01752
OG0000795	Syaa.g_02074	Prbd.g_01751
OG0000796	Syaa.g_02078	Prbd.g_01747
OG0000797	Syaa.g_02079	Prbd.g_01746
OG0000799	Syaa.g_01743	Prbd.g_01707
OG0000800	Syaa.g_01747	Prbd.g_01706
OG0000801	Syaa.g_01748	Prbd.g_01705
OG0000802	Syaa.g_01753	Prbd.g_01703
OG0000803	Syaa.g_01758	Prbd.g_01701
OG0000804	Syaa.g_01761	Prbd.g_01700
OG0000805	Syaa.g_01763	Prbd.g_01698
OG0000806	Syaa.g_01765	Prbd.g_01696
OG0000807	Syaa.g_01767	Prbd.g_01695
OG0000808	Syaa.g_01768	Prbd.g_01694
OG0000809	Syaa.g_01771	Prbd.g_01691
OG0000810	Syaa.g_01772	Prbd.g_01690
OG0000811	Syaa.g_01778	Prbd.g_01686
OG0000812	Syaa.g_01780	Prbd.g_01684
OG0000813	Syaa.g_01781	Prbd.g_01683
OG0000814	Syaa.g_01783	Prbd.g_01681
OG0000815	Syaa.g_01784	Prbd.g_01680
OG0000816	Syaa.g_01785	Prbd.g_01678
OG0000817	Syaa.g_01786	Prbd.g_01677
OG0000818	Syaa.g_01792	Prbd.g_01672
OG0000819	Syaa.g_01793	Prbd.g_01671
OG0000820	Syaa.g_01794	Prbd.g_01670
OG0000821	Syaa.g_01800	Prbd.g_01666
OG0000822	Syaa.g_01802	Prbd.g_01665
OG0000823	Syaa.g_01803	Prbd.g_01664
OG0000824	Syaa.g_01807	Prbd.g_01661
OG0000825	Syaa.g_01808	Prbd.g_01660
OG0000826	Syaa.g_01809	Prbd.g_01659
OG0000827	Syaa.g_01810	Prbd.g_01658
OG0000828	Syaa.g_01813	Prbd.g_01655
OG0000829	Syaa.g_01814	Prbd.g_01654
OG0000830	Syaa.g_01815	Prbd.g_01653
OG0000831	Syaa.g_01817	Prbd.g_01651
OG0000832	Syaa.g_00627	Prbd.g_01645
OG0000833	Syaa.g_00611	Prbd.g_01637
OG0000834	Syaa.g_00608	Prbd.g_01636
OG0000835	Syaa.g_00607	Prbd.g_01635
OG0000836	Syaa.g_00603	Prbd.g_01634
OG0000837	Syaa.g_00601	Prbd.g_01633
OG0000838	Syaa.g_00597	Prbd.g_01631
OG0000839	Syaa.g_00596	Prbd.g_01630
OG0000840	Syaa.g_00595	Prbd.g_01629
OG0000841	Syaa.g_00594	Prbd.g_01628
OG0000842	Syaa.g_00593	Prbd.g_01627
OG0000843	Syaa.g_00592	Prbd.g_01626
OG0000844	Syaa.g_00590	Prbd.g_01625
OG0000845	Syaa.g_00589	Prbd.g_01624
OG0000846	Syaa.g_00588	Prbd.g_01623
OG0000847	Syaa.g_00587	Prbd.g_01622
OG0000848	Syaa.g_00585	Prbd.g_01621
OG0000849	Syaa.g_00584	Prbd.g_01620
OG0000850	Syaa.g_00582	Prbd.g_01617
OG0000851	Syaa.g_00577	Prbd.g_01616
OG0000852	Syaa.g_00576	Prbd.g_01615
OG0000853	Syaa.g_00572	Prbd.g_01611
OG0000854	Syaa.g_00570	Prbd.g_01609
OG0000855	Syaa.g_00569	Prbd.g_01608
OG0000856	Syaa.g_01650	Prbd.g_01593
OG0000857	Syaa.g_01188	Prbd.g_01566
OG0000858	Syaa.g_00563	Prbd.g_01531
OG0000859	Syaa.g_00562	Prbd.g_01530
OG0000860	Syaa.g_00549	Prbd.g_01523
OG0000861	Syaa.g_00548	Prbd.g_01522
OG0000862	Syaa.g_00547	Prbd.g_01521
OG0000863	Syaa.g_00543	Prbd.g_01519
OG0000864	Syaa.g_00542	Prbd.g_01518
OG0000865	Syaa.g_00541	Prbd.g_01517
OG0000866	Syaa.g_00540	Prbd.g_01516
OG0000867	Syaa.g_00539	Prbd.g_01515
OG0000868	Syaa.g_00536	Prbd.g_01514
OG0000869	Syaa.g_00531	Prbd.g_01510
OG0000870	Syaa.g_00526	Prbd.g_01505
OG0000871	Syaa.g_00525	Prbd.g_01504
OG0000872	Syaa.g_00511	Prbd.g_01503
OG0000873	Syaa.g_00497	Prbd.g_01500
OG0000874	Syaa.g_00519	Prbd.g_01497
OG0000875	Syaa.g_00438	Prbd.g_01496
OG0000876	Syaa.g_00682	Prbd.g_01495
OG0000877	Syaa.g_00679	Prbd.g_01493
OG0000878	Syaa.g_00678	Prbd.g_01492
OG0000879	Syaa.g_00677	Prbd.g_01491
OG0000880	Syaa.g_00676	Prbd.g_01490
OG0000881	Syaa.g_00671	Prbd.g_01486
OG0000882	Syaa.g_00666	Prbd.g_01481
OG0000883	Syaa.g_00661	Prbd.g_01479
OG0000884	Syaa.g_00659	Prbd.g_01477
OG0000885	Syaa.g_00658	Prbd.g_01476
OG0000886	Syaa.g_00657	Prbd.g_01475
OG0000887	Syaa.g_00656	Prbd.g_01474
OG0000888	Syaa.g_00654	Prbd.g_01472
OG0000889	Syaa.g_00652	Prbd.g_01470
OG0000890	Syaa.g_00644	Prbd.g_01469
OG0000891	Syaa.g_00643	Prbd.g_01468
OG0000892	Syaa.g_00640	Prbd.g_01466
OG0000893	Syaa.g_02352	Prbd.g_01463
OG0000894	Syaa.g_02349	Prbd.g_01461
OG0000895	Syaa.g_02345	Prbd.g_01458
OG0000896	Syaa.g_02344	Prbd.g_01457
OG0000897	Syaa.g_02342	Prbd.g_01455
OG0000898	Syaa.g_02341	Prbd.g_01454
OG0000899	Syaa.g_02340	Prbd.g_01453
OG0000900	Syaa.g_02339	Prbd.g_01452
OG0000901	Syaa.g_02334	Prbd.g_01449
OG0000902	Syaa.g_02332	Prbd.g_01447
OG0000903	Syaa.g_02313	Prbd.g_01444
OG0000904	Syaa.g_02318	Prbd.g_01442
OG0000905	Syaa.g_02324	Prbd.g_01437
OG0000906	Syaa.g_02327	Prbd.g_01436
OG0000907	Syaa.g_02295	Prbd.g_01433
OG0000908	Syaa.g_02292	Prbd.g_01430
OG0000909	Syaa.g_02291	Prbd.g_01429
OG0000910	Syaa.g_02290	Prbd.g_01428
OG0000911	Syaa.g_02288	Prbd.g_01426
OG0000912	Syaa.g_02287	Prbd.g_01425
OG0000913	Syaa.g_02286	Prbd.g_01424
OG0000914	Syaa.g_02285	Prbd.g_01423
OG0000915	Syaa.g_02283	Prbd.g_01422
OG0000916	Syaa.g_02282	Prbd.g_01421
OG0000917	Syaa.g_02281	Prbd.g_01420
OG0000918	Syaa.g_02280	Prbd.g_01419
OG0000919	Syaa.g_02279	Prbd.g_01418
OG0000920	Syaa.g_02278	Prbd.g_01417
OG0000921	Syaa.g_02277	Prbd.g_01416
OG0000922	Syaa.g_02276	Prbd.g_01415
OG0000923	Syaa.g_02272	Prbd.g_01411
OG0000924	Syaa.g_02271	Prbd.g_01410
OG0000925	Syaa.g_02270	Prbd.g_01409
OG0000926	Syaa.g_02269	Prbd.g_01408
OG0000927	Syaa.g_02267	Prbd.g_01406
OG0000928	Syaa.g_02266	Prbd.g_01405
OG0000929	Syaa.g_02265	Prbd.g_01404
OG0000930	Syaa.g_02264	Prbd.g_01403
OG0000931	Syaa.g_02263	Prbd.g_01402
OG0000932	Syaa.g_02262	Prbd.g_01401
OG0000933	Syaa.g_02256	Prbd.g_01397
OG0000934	Syaa.g_02254	Prbd.g_01395
OG0000935	Syaa.g_02253	Prbd.g_01394
OG0000936	Syaa.g_02252	Prbd.g_01393
OG0000937	Syaa.g_02251	Prbd.g_01392
OG0000938	Syaa.g_02248	Prbd.g_01390
OG0000939	Syaa.g_02247	Prbd.g_01389
OG0000940	Syaa.g_02240	Prbd.g_01382
OG0000941	Syaa.g_02238	Prbd.g_01380
OG0000942	Syaa.g_02236	Prbd.g_01378
OG0000943	Syaa.g_02235	Prbd.g_01377
OG0000944	Syaa.g_02233	Prbd.g_01376
OG0000945	Syaa.g_02231	Prbd.g_01375
OG0000946	Syaa.g_02225	Prbd.g_01371
OG0000947	Syaa.g_02222	Prbd.g_01369
OG0000948	Syaa.g_02221	Prbd.g_01368
OG0000949	Syaa.g_00172	Prbd.g_01365
OG0000950	Syaa.g_00159	Prbd.g_01360
OG0000951	Syaa.g_00153	Prbd.g_01356
OG0000952	Syaa.g_00149	Prbd.g_01352
OG0000953	Syaa.g_00143	Prbd.g_01349
OG0000954	Syaa.g_00138	Prbd.g_01345
OG0000955	Syaa.g_00137	Prbd.g_01344
OG0000956	Syaa.g_00135	Prbd.g_01342
OG0000957	Syaa.g_00125	Prbd.g_01337
OG0000958	Syaa.g_00124	Prbd.g_01336
OG0000959	Syaa.g_00120	Prbd.g_01332
OG0000960	Syaa.g_00119	Prbd.g_01331
OG0000961	Syaa.g_00106	Prbd.g_01329
OG0000962	Syaa.g_00102	Prbd.g_01327
OG0000963	Syaa.g_00097	Prbd.g_01323
OG0000964	Syaa.g_00096	Prbd.g_01321
OG0000965	Syaa.g_00095	Prbd.g_01320
OG0000966	Syaa.g_00083	Prbd.g_01312
OG0000967	Syaa.g_00074	Prbd.g_01308
OG0000968	Syaa.g_00078	Prbd.g_01306
OG0000969	Syaa.g_00077	Prbd.g_01305
OG0000970	Syaa.g_00076	Prbd.g_01304
OG0000971	Syaa.g_00069	Prbd.g_01303
OG0000972	Syaa.g_00068	Prbd.g_01302
OG0000973	Syaa.g_00067	Prbd.g_01301
OG0000974	Syaa.g_00066	Prbd.g_01300
OG0000975	Syaa.g_00065	Prbd.g_01299
OG0000976	Syaa.g_00064	Prbd.g_01298
OG0000977	Syaa.g_00062	Prbd.g_01297
OG0000978	Syaa.g_00061	Prbd.g_01296
OG0000979	Syaa.g_00058	Prbd.g_01293
OG0000980	Syaa.g_00055	Prbd.g_01291
OG0000981	Syaa.g_00052	Prbd.g_01289
OG0000982	Syaa.g_02593	Prbd.g_01287
OG0000983	Syaa.g_02594	Prbd.g_01286
OG0000984	Syaa.g_02595	Prbd.g_01285
OG0000985	Syaa.g_02597	Prbd.g_01282
OG0000986	Syaa.g_02601	Prbd.g_01280
OG0000987	Syaa.g_02603	Prbd.g_01279
OG0000988	Syaa.g_02608	Prbd.g_01276
OG0000989	Syaa.g_02616	Prbd.g_01273
OG0000990	Syaa.g_02647	Prbd.g_01270
OG0000991	Syaa.g_02650	Prbd.g_01269
OG0000992	Syaa.g_02653	Prbd.g_01267
OG0000993	Syaa.g_02654	Prbd.g_01266
OG0000994	Syaa.g_02657	Prbd.g_01265
OG0000995	Syaa.g_02662	Prbd.g_01261
OG0000996	Syaa.g_02705	Prbd.g_01260
OG0000997	Syaa.g_02725	Prbd.g_01259
OG0000998	Syaa.g_02727	Prbd.g_01257
OG0000999	Syaa.g_02728	Prbd.g_01256
OG0001000	Syaa.g_02732	Prbd.g_01253
OG0001001	Syaa.g_02738	Prbd.g_01251
OG0001002	Syaa.g_02745	Prbd.g_01247
OG0001003	Syaa.g_02747	Prbd.g_01245
OG0001004	Syaa.g_02748	Prbd.g_01244
OG0001005	Syaa.g_02749	Prbd.g_01243
OG0001006	Syaa.g_02756	Prbd.g_01239
OG0001007	Syaa.g_02758	Prbd.g_01237
OG0001008	Syaa.g_00704	Prbd.g_00805
OG0001009	Syaa.g_00034	Prbd.g_01210
OG0001010	Syaa.g_00035	Prbd.g_01209
OG0001011	Syaa.g_00037	Prbd.g_01208
OG0001012	Syaa.g_02589	Prbd.g_01195
OG0001013	Syaa.g_02576	Prbd.g_01189
OG0001014	Syaa.g_02572	Prbd.g_01186
OG0001015	Syaa.g_02571	Prbd.g_01185
OG0001016	Syaa.g_00348	Prbd.g_01171
OG0001017	Syaa.g_00342	Prbd.g_01167
OG0001018	Syaa.g_00340	Prbd.g_01164
OG0001019	Syaa.g_00323	Prbd.g_01155
OG0001020	Syaa.g_02355	Prbd.g_01154
OG0001021	Syaa.g_02359	Prbd.g_01153
OG0001022	Syaa.g_02365	Prbd.g_01150
OG0001023	Syaa.g_02366	Prbd.g_01149
OG0001024	Syaa.g_02370	Prbd.g_01146
OG0001025	Syaa.g_02377	Prbd.g_01140
OG0001026	Syaa.g_02390	Prbd.g_01133
OG0001027	Syaa.g_02397	Prbd.g_01132
OG0001028	Syaa.g_02399	Prbd.g_01130
OG0001029	Syaa.g_02401	Prbd.g_01128
OG0001030	Syaa.g_02422	Prbd.g_01113
OG0001031	Syaa.g_02500	Prbd.g_01054
OG0001032	Syaa.g_02502	Prbd.g_01053
OG0001033	Syaa.g_02539	Prbd.g_01032
OG0001034	Syaa.g_02108	Prbd.g_01003
OG0001035	Syaa.g_00298	Prbd.g_00985
OG0001036	Syaa.g_00293	Prbd.g_00980
OG0001037	Syaa.g_00291	Prbd.g_00979
OG0001038	Syaa.g_00264	Prbd.g_00961
OG0001039	Syaa.g_00261	Prbd.g_00958
OG0001040	Syaa.g_00258	Prbd.g_00956
OG0001041	Syaa.g_00253	Prbd.g_00952
OG0001042	Syaa.g_00227	Prbd.g_00935
OG0001043	Syaa.g_00223	Prbd.g_00934
OG0001044	Syaa.g_02183	Prbd.g_00906
OG0001045	Syaa.g_02170	Prbd.g_00897
OG0001046	Syaa.g_01332	Prbd.g_00859
OG0001047	Syaa.g_00706	Prbd.g_00803
OG0001048	Syaa.g_00707	Prbd.g_00802
OG0001049	Syaa.g_00710	Prbd.g_00800
OG0001050	Syaa.g_00711	Prbd.g_00799
OG0001051	Syaa.g_00712	Prbd.g_00798
OG0001052	Syaa.g_01846	Prbd.g_00771
OG0001053	Syaa.g_02048	Prbd.g_00759
OG0001054	Syaa.g_02031	Prbd.g_00744
OG0001055	Syaa.g_02010	Prbd.g_00725
OG0001056	Syaa.g_01975	Prbd.g_00706
OG0001057	Syaa.g_01966	Prbd.g_00701
OG0001058	Syaa.g_01951	Prbd.g_00693
OG0001059	Syaa.g_01947	Prbd.g_00689
OG0001060	Syaa.g_01941	Prbd.g_00682
OG0001061	Syaa.g_01919	Prbd.g_00669
OG0001062	Syaa.g_01917	Prbd.g_00667
OG0001063	Syaa.g_01912	Prbd.g_00665
OG0001064	Syaa.g_01911	Prbd.g_00664
OG0001065	Syaa.g_01910	Prbd.g_00663
OG0001066	Syaa.g_01909	Prbd.g_00662
OG0001067	Syaa.g_01908	Prbd.g_00661
OG0001068	Syaa.g_01907	Prbd.g_00660
OG0001069	Syaa.g_01906	Prbd.g_00659
OG0001070	Syaa.g_01903	Prbd.g_00656
OG0001071	Syaa.g_01902	Prbd.g_00655
OG0001072	Syaa.g_01898	Prbd.g_00654
OG0001073	Syaa.g_01884	Prbd.g_00640
OG0001074	Syaa.g_01678	Prbd.g_00629
OG0001075	Syaa.g_01676	Prbd.g_00628
OG0001076	Syaa.g_01659	Prbd.g_00620
OG0001077	Syaa.g_01647	Prbd.g_00616
OG0001078	Syaa.g_01632	Prbd.g_00608
OG0001079	Syaa.g_01619	Prbd.g_00597
OG0001080	Syaa.g_01443	Prbd.g_00591
OG0001081	Syaa.g_01056	Prbd.g_00589
OG0001082	Syaa.g_01057	Prbd.g_00588
OG0001083	Syaa.g_01064	Prbd.g_00583
OG0001084	Syaa.g_01065	Prbd.g_00582
OG0001085	Syaa.g_01075	Prbd.g_00574
OG0001086	Syaa.g_01077	Prbd.g_00573
OG0001087	Syaa.g_00920	Prbd.g_00556
OG0001088	Syaa.g_00916	Prbd.g_00555
OG0001089	Syaa.g_00890	Prbd.g_00547
OG0001090	Syaa.g_01237	Prbd.g_00008
OG0001091	Syaa.g_01239	Prbd.g_00010
OG0001092	Syaa.g_01242	Prbd.g_00011
OG0001093	Syaa.g_01248	Prbd.g_00016
OG0001094	Syaa.g_01148	Prbd.g_00096
