Orthogroup	Syaa	Prai
OG0000573	Syaa.g_01896	Prai.g_00620
OG0000574	Syaa.g_01895	Prai.g_00621
OG0000575	Syaa.g_01891	Prai.g_00625
OG0000576	Syaa.g_01889	Prai.g_00627
OG0000577	Syaa.g_01888	Prai.g_00628
OG0000578	Syaa.g_01887	Prai.g_00629
OG0000579	Syaa.g_01886	Prai.g_00630
OG0000580	Syaa.g_01885	Prai.g_00631
OG0000581	Syaa.g_01879	Prai.g_00633
OG0000582	Syaa.g_01687	Prai.g_00636
OG0000583	Syaa.g_01686	Prai.g_00637
OG0000584	Syaa.g_01685	Prai.g_00638
OG0000585	Syaa.g_01683	Prai.g_00640
OG0000586	Syaa.g_01682	Prai.g_00641
OG0000587	Syaa.g_01680	Prai.g_00642
OG0000588	Syaa.g_01666	Prai.g_00646
OG0000589	Syaa.g_01662	Prai.g_00650
OG0000590	Syaa.g_01661	Prai.g_00651
OG0000591	Syaa.g_01653	Prai.g_00654
OG0000592	Syaa.g_01652	Prai.g_00655
OG0000593	Syaa.g_01638	Prai.g_00661
OG0000594	Syaa.g_01637	Prai.g_00662
OG0000595	Syaa.g_01636	Prai.g_00663
OG0000596	Syaa.g_01630	Prai.g_00667
OG0000597	Syaa.g_01627	Prai.g_00669
OG0000598	Syaa.g_01626	Prai.g_00670
OG0000599	Syaa.g_01623	Prai.g_00673
OG0000600	Syaa.g_01622	Prai.g_00674
OG0000601	Syaa.g_01621	Prai.g_00675
OG0000602	Syaa.g_01616	Prai.g_00677
OG0000603	Syaa.g_01615	Prai.g_00678
OG0000604	Syaa.g_01612	Prai.g_00679
OG0000605	Syaa.g_01447	Prai.g_00680
OG0000606	Syaa.g_01055	Prai.g_00683
OG0000607	Syaa.g_01058	Prai.g_00686
OG0000608	Syaa.g_01059	Prai.g_00687
OG0000609	Syaa.g_01061	Prai.g_00688
OG0000610	Syaa.g_01068	Prai.g_00693
OG0000611	Syaa.g_01071	Prai.g_00696
OG0000612	Syaa.g_01072	Prai.g_00697
OG0000613	Syaa.g_00199	Prai.g_00702
OG0000614	Syaa.g_00906	Prai.g_00721
OG0000615	Syaa.g_01113	Prai.g_00729
OG0000616	Syaa.g_02742	Prai.g_00732
OG0000617	Syaa.g_01244	Prai.g_00754
OG0000618	Syaa.g_01245	Prai.g_00755
OG0000619	Syaa.g_01246	Prai.g_00756
OG0000620	Syaa.g_01259	Prai.g_00759
OG0000621	Syaa.g_01260	Prai.g_00760
OG0000622	Syaa.g_01261	Prai.g_00761
OG0000623	Syaa.g_01262	Prai.g_00762
OG0000624	Syaa.g_01264	Prai.g_00763
OG0000625	Syaa.g_01265	Prai.g_00764
OG0000626	Syaa.g_01266	Prai.g_00765
OG0000627	Syaa.g_01414	Prai.g_00766
OG0000628	Syaa.g_01413	Prai.g_00767
OG0000629	Syaa.g_01410	Prai.g_00768
OG0000630	Syaa.g_01406	Prai.g_00771
OG0000631	Syaa.g_01400	Prai.g_00857
OG0000632	Syaa.g_01399	Prai.g_00856
OG0000633	Syaa.g_01397	Prai.g_00855
OG0000634	Syaa.g_01150	Prai.g_00852
OG0000635	Syaa.g_01151	Prai.g_00851
OG0000636	Syaa.g_01153	Prai.g_00849
OG0000637	Syaa.g_01155	Prai.g_00847
OG0000638	Syaa.g_01156	Prai.g_00846
OG0000639	Syaa.g_01157	Prai.g_00845
OG0000640	Syaa.g_01158	Prai.g_00844
OG0000641	Syaa.g_01162	Prai.g_00839
OG0000642	Syaa.g_01163	Prai.g_00838
OG0000643	Syaa.g_01165	Prai.g_00837
OG0000644	Syaa.g_01166	Prai.g_00836
OG0000645	Syaa.g_01184	Prai.g_00835
OG0000646	Syaa.g_01187	Prai.g_00833
OG0000647	Syaa.g_01189	Prai.g_00832
OG0000648	Syaa.g_01191	Prai.g_00830
OG0000649	Syaa.g_01192	Prai.g_00829
OG0000650	Syaa.g_01193	Prai.g_00828
OG0000651	Syaa.g_01194	Prai.g_00827
OG0000652	Syaa.g_01195	Prai.g_00826
OG0000653	Syaa.g_01197	Prai.g_00824
OG0000654	Syaa.g_01198	Prai.g_00823
OG0000655	Syaa.g_01199	Prai.g_00822
OG0000656	Syaa.g_01202	Prai.g_00819
OG0000657	Syaa.g_00838	Prai.g_00811
OG0000658	Syaa.g_00836	Prai.g_00810
OG0000659	Syaa.g_00835	Prai.g_00809
OG0000660	Syaa.g_00831	Prai.g_00805
OG0000661	Syaa.g_00829	Prai.g_00803
OG0000662	Syaa.g_00827	Prai.g_00801
OG0000663	Syaa.g_00824	Prai.g_00799
OG0000664	Syaa.g_00823	Prai.g_00798
OG0000665	Syaa.g_01442	Prai.g_00794
OG0000666	Syaa.g_01448	Prai.g_00793
OG0000668	Syaa.g_01300	Prai.g_01060
OG0000669	Syaa.g_01084	Prai.g_01054
OG0000670	Syaa.g_01087	Prai.g_01052
OG0000671	Syaa.g_01089	Prai.g_01050
OG0000672	Syaa.g_01092	Prai.g_01048
OG0000673	Syaa.g_01095	Prai.g_01045
OG0000674	Syaa.g_01097	Prai.g_01043
OG0000675	Syaa.g_01098	Prai.g_01042
OG0000676	Syaa.g_01100	Prai.g_01040
OG0000677	Syaa.g_01101	Prai.g_01039
OG0000678	Syaa.g_01106	Prai.g_01037
OG0000679	Syaa.g_01116	Prai.g_01033
OG0000680	Syaa.g_01117	Prai.g_01032
OG0000681	Syaa.g_01120	Prai.g_01030
OG0000682	Syaa.g_01121	Prai.g_01029
OG0000683	Syaa.g_01122	Prai.g_01028
OG0000684	Syaa.g_01132	Prai.g_01027
OG0000685	Syaa.g_01134	Prai.g_01025
OG0000686	Syaa.g_01135	Prai.g_01024
OG0000687	Syaa.g_01136	Prai.g_01023
OG0000688	Syaa.g_01140	Prai.g_01020
OG0000689	Syaa.g_01142	Prai.g_01019
OG0000690	Syaa.g_01143	Prai.g_01018
OG0000691	Syaa.g_01144	Prai.g_01017
OG0000692	Syaa.g_01145	Prai.g_01015
OG0000693	Syaa.g_01146	Prai.g_01014
OG0000694	Syaa.g_01147	Prai.g_01013
OG0000695	Syaa.g_01395	Prai.g_01011
OG0000696	Syaa.g_01394	Prai.g_01010
OG0000697	Syaa.g_01392	Prai.g_01009
OG0000698	Syaa.g_01389	Prai.g_01006
OG0000699	Syaa.g_01387	Prai.g_01005
OG0000700	Syaa.g_01386	Prai.g_01004
OG0000701	Syaa.g_01385	Prai.g_01003
OG0000702	Syaa.g_01376	Prai.g_01001
OG0000703	Syaa.g_01375	Prai.g_01000
OG0000704	Syaa.g_01373	Prai.g_00999
OG0000705	Syaa.g_01365	Prai.g_00995
OG0000706	Syaa.g_01364	Prai.g_00994
OG0000707	Syaa.g_01363	Prai.g_00993
OG0000708	Syaa.g_01360	Prai.g_00992
OG0000709	Syaa.g_01351	Prai.g_00988
OG0000710	Syaa.g_01348	Prai.g_00985
OG0000711	Syaa.g_01320	Prai.g_00968
OG0000712	Syaa.g_01318	Prai.g_00966
OG0000713	Syaa.g_01317	Prai.g_00965
OG0000714	Syaa.g_01315	Prai.g_00964
OG0000715	Syaa.g_01313	Prai.g_00962
OG0000716	Syaa.g_01309	Prai.g_00960
OG0000717	Syaa.g_01308	Prai.g_00959
OG0000718	Syaa.g_01304	Prai.g_00948
OG0000719	Syaa.g_01302	Prai.g_00946
OG0000720	Syaa.g_01289	Prai.g_00938
OG0000721	Syaa.g_01287	Prai.g_00936
OG0000722	Syaa.g_01286	Prai.g_00935
OG0000723	Syaa.g_01268	Prai.g_00932
OG0000724	Syaa.g_00872	Prai.g_00923
OG0000725	Syaa.g_00882	Prai.g_00917
OG0000726	Syaa.g_00883	Prai.g_00916
OG0000727	Syaa.g_00884	Prai.g_00915
OG0000728	Syaa.g_00886	Prai.g_00913
OG0000729	Syaa.g_00100	Prai.g_01109
OG0000730	Syaa.g_02185	Prai.g_01113
OG0000731	Syaa.g_02173	Prai.g_01117
OG0000732	Syaa.g_00054	Prai.g_01126
OG0000733	Syaa.g_02621	Prai.g_01144
OG0000734	Syaa.g_02388	Prai.g_01157
OG0000735	Syaa.g_00754	Prai.g_01159
OG0000736	Syaa.g_00755	Prai.g_01160
OG0000737	Syaa.g_00756	Prai.g_01161
OG0000738	Syaa.g_00761	Prai.g_01165
OG0000739	Syaa.g_00762	Prai.g_01166
OG0000740	Syaa.g_00763	Prai.g_01167
OG0000741	Syaa.g_00766	Prai.g_01168
OG0000742	Syaa.g_00769	Prai.g_01170
OG0000743	Syaa.g_00771	Prai.g_01172
OG0000744	Syaa.g_00772	Prai.g_01173
OG0000745	Syaa.g_00774	Prai.g_01174
OG0000746	Syaa.g_00776	Prai.g_01176
OG0000747	Syaa.g_00777	Prai.g_01177
OG0000748	Syaa.g_00787	Prai.g_01180
OG0000749	Syaa.g_00789	Prai.g_01181
OG0000750	Syaa.g_00790	Prai.g_01182
OG0000751	Syaa.g_00797	Prai.g_01184
OG0000752	Syaa.g_00799	Prai.g_01186
OG0000753	Syaa.g_00802	Prai.g_01189
OG0000754	Syaa.g_01025	Prai.g_01192
OG0000755	Syaa.g_01005	Prai.g_01196
OG0000756	Syaa.g_01004	Prai.g_01197
OG0000757	Syaa.g_00996	Prai.g_01204
OG0000758	Syaa.g_00995	Prai.g_01205
OG0000759	Syaa.g_00994	Prai.g_01206
OG0000760	Syaa.g_00993	Prai.g_01207
OG0000761	Syaa.g_00992	Prai.g_01208
OG0000762	Syaa.g_00988	Prai.g_01209
OG0000763	Syaa.g_00986	Prai.g_01211
OG0000764	Syaa.g_00985	Prai.g_01212
OG0000765	Syaa.g_00968	Prai.g_01221
OG0000766	Syaa.g_00967	Prai.g_01222
OG0000767	Syaa.g_00965	Prai.g_01224
OG0000768	Syaa.g_00964	Prai.g_01225
OG0000769	Syaa.g_00962	Prai.g_01227
OG0000770	Syaa.g_00959	Prai.g_01229
OG0000771	Syaa.g_00866	Prai.g_01238
OG0000772	Syaa.g_01526	Prai.g_01310
OG0000773	Syaa.g_00749	Prai.g_01325
OG0000774	Syaa.g_00745	Prai.g_01327
OG0000775	Syaa.g_00742	Prai.g_01330
OG0000776	Syaa.g_00741	Prai.g_01331
OG0000777	Syaa.g_00740	Prai.g_01332
OG0000778	Syaa.g_00739	Prai.g_01333
OG0000779	Syaa.g_00733	Prai.g_01337
OG0000780	Syaa.g_00730	Prai.g_01338
OG0000781	Syaa.g_00726	Prai.g_01341
OG0000782	Syaa.g_00725	Prai.g_01342
OG0000783	Syaa.g_00724	Prai.g_01343
OG0000784	Syaa.g_00723	Prai.g_01344
OG0000785	Syaa.g_00721	Prai.g_01346
OG0000786	Syaa.g_01875	Prai.g_01348
OG0000787	Syaa.g_01876	Prai.g_01349
OG0000788	Syaa.g_01620	Prai.g_01358
OG0000789	Syaa.g_01434	Prai.g_01360
OG0000790	Syaa.g_02064	Prai.g_01375
OG0000791	Syaa.g_02066	Prai.g_01377
OG0000792	Syaa.g_02067	Prai.g_01378
OG0000793	Syaa.g_02072	Prai.g_01381
OG0000794	Syaa.g_02073	Prai.g_01382
OG0000795	Syaa.g_02074	Prai.g_01383
OG0000796	Syaa.g_02078	Prai.g_01387
OG0000797	Syaa.g_02079	Prai.g_01388
OG0000798	Syaa.g_00494	Prai.g_01395
OG0000799	Syaa.g_01743	Prai.g_01445
OG0000800	Syaa.g_01747	Prai.g_01446
OG0000801	Syaa.g_01748	Prai.g_01447
OG0000802	Syaa.g_01753	Prai.g_01449
OG0000803	Syaa.g_01758	Prai.g_01451
OG0000804	Syaa.g_01761	Prai.g_01452
OG0000805	Syaa.g_01763	Prai.g_01454
OG0000806	Syaa.g_01765	Prai.g_01456
OG0000807	Syaa.g_01767	Prai.g_01457
OG0000808	Syaa.g_01768	Prai.g_01458
OG0000809	Syaa.g_01771	Prai.g_01461
OG0000810	Syaa.g_01772	Prai.g_01462
OG0000811	Syaa.g_01778	Prai.g_01466
OG0000812	Syaa.g_01780	Prai.g_01468
OG0000813	Syaa.g_01781	Prai.g_01469
OG0000814	Syaa.g_01783	Prai.g_01471
OG0000815	Syaa.g_01784	Prai.g_01472
OG0000816	Syaa.g_01785	Prai.g_01474
OG0000817	Syaa.g_01786	Prai.g_01475
OG0000818	Syaa.g_01792	Prai.g_01480
OG0000819	Syaa.g_01793	Prai.g_01481
OG0000820	Syaa.g_01794	Prai.g_01482
OG0000821	Syaa.g_01800	Prai.g_01485
OG0000822	Syaa.g_01802	Prai.g_01486
OG0000823	Syaa.g_01803	Prai.g_01487
OG0000824	Syaa.g_01807	Prai.g_01490
OG0000825	Syaa.g_01808	Prai.g_01491
OG0000826	Syaa.g_01809	Prai.g_01492
OG0000827	Syaa.g_01810	Prai.g_01493
OG0000828	Syaa.g_01813	Prai.g_01496
OG0000829	Syaa.g_01814	Prai.g_01497
OG0000830	Syaa.g_01815	Prai.g_01498
OG0000831	Syaa.g_01817	Prai.g_01500
OG0000832	Syaa.g_00627	Prai.g_01505
OG0000833	Syaa.g_00611	Prai.g_01514
OG0000834	Syaa.g_00608	Prai.g_01515
OG0000835	Syaa.g_00607	Prai.g_01516
OG0000836	Syaa.g_00603	Prai.g_01517
OG0000837	Syaa.g_00601	Prai.g_01518
OG0000838	Syaa.g_00597	Prai.g_01520
OG0000839	Syaa.g_00596	Prai.g_01521
OG0000840	Syaa.g_00595	Prai.g_01522
OG0000841	Syaa.g_00594	Prai.g_01523
OG0000842	Syaa.g_00593	Prai.g_01524
OG0000843	Syaa.g_00592	Prai.g_01525
OG0000844	Syaa.g_00590	Prai.g_01526
OG0000845	Syaa.g_00589	Prai.g_01527
OG0000846	Syaa.g_00588	Prai.g_01528
OG0000847	Syaa.g_00587	Prai.g_01529
OG0000848	Syaa.g_00585	Prai.g_01530
OG0000849	Syaa.g_00584	Prai.g_01531
OG0000850	Syaa.g_00582	Prai.g_01533
OG0000851	Syaa.g_00577	Prai.g_01534
OG0000852	Syaa.g_00576	Prai.g_01535
OG0000853	Syaa.g_00572	Prai.g_01539
OG0000854	Syaa.g_00570	Prai.g_01541
OG0000855	Syaa.g_00569	Prai.g_01542
OG0000856	Syaa.g_01650	Prai.g_01558
OG0000857	Syaa.g_01188	Prai.g_01597
OG0000858	Syaa.g_00563	Prai.g_01632
OG0000859	Syaa.g_00562	Prai.g_01633
OG0000860	Syaa.g_00549	Prai.g_01640
OG0000861	Syaa.g_00548	Prai.g_01641
OG0000862	Syaa.g_00547	Prai.g_01642
OG0000863	Syaa.g_00543	Prai.g_01644
OG0000864	Syaa.g_00542	Prai.g_01645
OG0000865	Syaa.g_00541	Prai.g_01646
OG0000866	Syaa.g_00540	Prai.g_01647
OG0000867	Syaa.g_00539	Prai.g_01648
OG0000868	Syaa.g_00536	Prai.g_01649
OG0000869	Syaa.g_00531	Prai.g_01653
OG0000870	Syaa.g_00526	Prai.g_01658
OG0000871	Syaa.g_00525	Prai.g_01659
OG0000872	Syaa.g_00511	Prai.g_01660
OG0000873	Syaa.g_00497	Prai.g_01663
OG0000874	Syaa.g_00519	Prai.g_01666
OG0000875	Syaa.g_00438	Prai.g_01667
OG0000876	Syaa.g_00682	Prai.g_01668
OG0000877	Syaa.g_00679	Prai.g_01670
OG0000878	Syaa.g_00678	Prai.g_01671
OG0000879	Syaa.g_00677	Prai.g_01672
OG0000880	Syaa.g_00676	Prai.g_01673
OG0000881	Syaa.g_00671	Prai.g_01677
OG0000882	Syaa.g_00666	Prai.g_01682
OG0000883	Syaa.g_00661	Prai.g_01683
OG0000884	Syaa.g_00659	Prai.g_01685
OG0000885	Syaa.g_00658	Prai.g_01686
OG0000886	Syaa.g_00657	Prai.g_01687
OG0000887	Syaa.g_00656	Prai.g_01688
OG0000888	Syaa.g_00654	Prai.g_01690
OG0000889	Syaa.g_00652	Prai.g_01692
OG0000890	Syaa.g_00644	Prai.g_01693
OG0000891	Syaa.g_00643	Prai.g_01694
OG0000892	Syaa.g_00640	Prai.g_01696
OG0000893	Syaa.g_02352	Prai.g_01701
OG0000894	Syaa.g_02349	Prai.g_01703
OG0000895	Syaa.g_02345	Prai.g_01706
OG0000896	Syaa.g_02344	Prai.g_01707
OG0000897	Syaa.g_02342	Prai.g_01709
OG0000898	Syaa.g_02341	Prai.g_01710
OG0000899	Syaa.g_02340	Prai.g_01711
OG0000900	Syaa.g_02339	Prai.g_01712
OG0000901	Syaa.g_02334	Prai.g_01715
OG0000902	Syaa.g_02332	Prai.g_01717
OG0000903	Syaa.g_02313	Prai.g_01720
OG0000904	Syaa.g_02318	Prai.g_01722
OG0000905	Syaa.g_02324	Prai.g_01727
OG0000906	Syaa.g_02327	Prai.g_01728
OG0000907	Syaa.g_02295	Prai.g_01734
OG0000908	Syaa.g_02292	Prai.g_01737
OG0000909	Syaa.g_02291	Prai.g_01738
OG0000910	Syaa.g_02290	Prai.g_01739
OG0000911	Syaa.g_02288	Prai.g_01741
OG0000912	Syaa.g_02287	Prai.g_01742
OG0000913	Syaa.g_02286	Prai.g_01743
OG0000914	Syaa.g_02285	Prai.g_01744
OG0000915	Syaa.g_02283	Prai.g_01746
OG0000916	Syaa.g_02282	Prai.g_01747
OG0000917	Syaa.g_02281	Prai.g_01748
OG0000918	Syaa.g_02280	Prai.g_01749
OG0000919	Syaa.g_02279	Prai.g_01750
OG0000920	Syaa.g_02278	Prai.g_01751
OG0000921	Syaa.g_02277	Prai.g_01752
OG0000922	Syaa.g_02276	Prai.g_01753
OG0000923	Syaa.g_02272	Prai.g_01757
OG0000924	Syaa.g_02271	Prai.g_01758
OG0000925	Syaa.g_02270	Prai.g_01759
OG0000926	Syaa.g_02269	Prai.g_01760
OG0000927	Syaa.g_02267	Prai.g_01762
OG0000928	Syaa.g_02266	Prai.g_01763
OG0000929	Syaa.g_02265	Prai.g_01764
OG0000930	Syaa.g_02264	Prai.g_01765
OG0000931	Syaa.g_02263	Prai.g_01766
OG0000932	Syaa.g_02262	Prai.g_01767
OG0000933	Syaa.g_02256	Prai.g_01776
OG0000934	Syaa.g_02254	Prai.g_01778
OG0000935	Syaa.g_02253	Prai.g_01779
OG0000936	Syaa.g_02252	Prai.g_01780
OG0000937	Syaa.g_02251	Prai.g_01781
OG0000938	Syaa.g_02248	Prai.g_01783
OG0000939	Syaa.g_02247	Prai.g_01784
OG0000940	Syaa.g_02240	Prai.g_01791
OG0000941	Syaa.g_02238	Prai.g_01793
OG0000942	Syaa.g_02236	Prai.g_01795
OG0000943	Syaa.g_02235	Prai.g_01796
OG0000944	Syaa.g_02233	Prai.g_01797
OG0000945	Syaa.g_02231	Prai.g_01798
OG0000946	Syaa.g_02225	Prai.g_01802
OG0000947	Syaa.g_02222	Prai.g_01804
OG0000948	Syaa.g_02221	Prai.g_01805
OG0000949	Syaa.g_00172	Prai.g_01808
OG0000950	Syaa.g_00159	Prai.g_01813
OG0000951	Syaa.g_00153	Prai.g_01817
OG0000952	Syaa.g_00149	Prai.g_01821
OG0000953	Syaa.g_00143	Prai.g_01824
OG0000954	Syaa.g_00138	Prai.g_01828
OG0000955	Syaa.g_00137	Prai.g_01829
OG0000956	Syaa.g_00135	Prai.g_01831
OG0000957	Syaa.g_00125	Prai.g_01836
OG0000958	Syaa.g_00124	Prai.g_01837
OG0000959	Syaa.g_00120	Prai.g_01841
OG0000960	Syaa.g_00119	Prai.g_01842
OG0000961	Syaa.g_00106	Prai.g_01844
OG0000962	Syaa.g_00102	Prai.g_01846
OG0000963	Syaa.g_00097	Prai.g_01850
OG0000964	Syaa.g_00096	Prai.g_01851
OG0000965	Syaa.g_00095	Prai.g_01852
OG0000966	Syaa.g_00083	Prai.g_01861
OG0000967	Syaa.g_00074	Prai.g_01865
OG0000968	Syaa.g_00078	Prai.g_01867
OG0000969	Syaa.g_00077	Prai.g_01868
OG0000970	Syaa.g_00076	Prai.g_01869
OG0000971	Syaa.g_00069	Prai.g_01870
OG0000972	Syaa.g_00068	Prai.g_01871
OG0000973	Syaa.g_00067	Prai.g_01872
OG0000974	Syaa.g_00066	Prai.g_01873
OG0000975	Syaa.g_00065	Prai.g_01874
OG0000976	Syaa.g_00064	Prai.g_01875
OG0000977	Syaa.g_00062	Prai.g_01876
OG0000978	Syaa.g_00061	Prai.g_01877
OG0000979	Syaa.g_00058	Prai.g_01880
OG0000980	Syaa.g_00055	Prai.g_01882
OG0000981	Syaa.g_00052	Prai.g_01884
OG0000982	Syaa.g_02593	Prai.g_01886
OG0000983	Syaa.g_02594	Prai.g_01887
OG0000984	Syaa.g_02595	Prai.g_01888
OG0000985	Syaa.g_02597	Prai.g_01891
OG0000986	Syaa.g_02601	Prai.g_01893
OG0000987	Syaa.g_02603	Prai.g_01894
OG0000988	Syaa.g_02608	Prai.g_01897
OG0000989	Syaa.g_02616	Prai.g_01900
OG0000990	Syaa.g_02647	Prai.g_01903
OG0000991	Syaa.g_02650	Prai.g_01904
OG0000992	Syaa.g_02653	Prai.g_01906
OG0000993	Syaa.g_02654	Prai.g_01907
OG0000994	Syaa.g_02657	Prai.g_01908
OG0000995	Syaa.g_02662	Prai.g_01912
OG0000996	Syaa.g_02705	Prai.g_01913
OG0000997	Syaa.g_02725	Prai.g_01914
OG0000998	Syaa.g_02727	Prai.g_01916
OG0000999	Syaa.g_02728	Prai.g_01917
OG0001000	Syaa.g_02732	Prai.g_01920
OG0001001	Syaa.g_02738	Prai.g_01922
OG0001002	Syaa.g_02745	Prai.g_01926
OG0001003	Syaa.g_02747	Prai.g_01928
OG0001004	Syaa.g_02748	Prai.g_01929
OG0001005	Syaa.g_02749	Prai.g_01930
OG0001006	Syaa.g_02756	Prai.g_01934
OG0001007	Syaa.g_02758	Prai.g_01936
OG0001008	Syaa.g_00704	Prai.g_00468
OG0001009	Syaa.g_00034	Prai.g_00027
OG0001010	Syaa.g_00035	Prai.g_00028
OG0001011	Syaa.g_00037	Prai.g_00029
OG0001012	Syaa.g_02589	Prai.g_00050
OG0001013	Syaa.g_02576	Prai.g_00055
OG0001014	Syaa.g_02572	Prai.g_00058
OG0001015	Syaa.g_02571	Prai.g_00059
OG0001016	Syaa.g_00348	Prai.g_00073
OG0001017	Syaa.g_00342	Prai.g_00077
OG0001018	Syaa.g_00340	Prai.g_00080
OG0001019	Syaa.g_00323	Prai.g_00089
OG0001020	Syaa.g_02355	Prai.g_00090
OG0001021	Syaa.g_02359	Prai.g_00091
OG0001022	Syaa.g_02365	Prai.g_00094
OG0001023	Syaa.g_02366	Prai.g_00095
OG0001024	Syaa.g_02370	Prai.g_00098
OG0001025	Syaa.g_02377	Prai.g_00104
OG0001026	Syaa.g_02390	Prai.g_00111
OG0001027	Syaa.g_02397	Prai.g_00112
OG0001028	Syaa.g_02399	Prai.g_00114
OG0001029	Syaa.g_02401	Prai.g_00115
OG0001030	Syaa.g_02422	Prai.g_00130
OG0001031	Syaa.g_02500	Prai.g_00197
OG0001032	Syaa.g_02502	Prai.g_00198
OG0001033	Syaa.g_02539	Prai.g_00219
OG0001034	Syaa.g_02108	Prai.g_00247
OG0001035	Syaa.g_00298	Prai.g_00267
OG0001036	Syaa.g_00293	Prai.g_00272
OG0001037	Syaa.g_00291	Prai.g_00273
OG0001038	Syaa.g_00264	Prai.g_00291
OG0001039	Syaa.g_00261	Prai.g_00294
OG0001040	Syaa.g_00258	Prai.g_00296
OG0001041	Syaa.g_00253	Prai.g_00300
OG0001042	Syaa.g_00227	Prai.g_00317
OG0001043	Syaa.g_00223	Prai.g_00318
OG0001045	Syaa.g_02170	Prai.g_00355
OG0001046	Syaa.g_01332	Prai.g_00390
OG0001047	Syaa.g_00706	Prai.g_00470
OG0001048	Syaa.g_00707	Prai.g_00471
OG0001049	Syaa.g_00710	Prai.g_00473
OG0001050	Syaa.g_00711	Prai.g_00474
OG0001051	Syaa.g_00712	Prai.g_00475
OG0001052	Syaa.g_01846	Prai.g_00501
OG0001053	Syaa.g_02048	Prai.g_00513
OG0001054	Syaa.g_02031	Prai.g_00528
OG0001055	Syaa.g_02010	Prai.g_00546
OG0001056	Syaa.g_01975	Prai.g_00564
OG0001057	Syaa.g_01966	Prai.g_00569
OG0001058	Syaa.g_01951	Prai.g_00577
OG0001059	Syaa.g_01947	Prai.g_00581
OG0001060	Syaa.g_01941	Prai.g_00588
OG0001061	Syaa.g_01919	Prai.g_00602
OG0001062	Syaa.g_01917	Prai.g_00604
OG0001063	Syaa.g_01912	Prai.g_00606
OG0001064	Syaa.g_01911	Prai.g_00607
OG0001065	Syaa.g_01910	Prai.g_00608
OG0001066	Syaa.g_01909	Prai.g_00609
OG0001067	Syaa.g_01908	Prai.g_00610
OG0001068	Syaa.g_01907	Prai.g_00611
OG0001069	Syaa.g_01906	Prai.g_00612
OG0001070	Syaa.g_01903	Prai.g_00615
OG0001071	Syaa.g_01902	Prai.g_00616
OG0001072	Syaa.g_01898	Prai.g_00618
OG0001073	Syaa.g_01884	Prai.g_00632
OG0001074	Syaa.g_01678	Prai.g_00643
OG0001075	Syaa.g_01676	Prai.g_00644
OG0001076	Syaa.g_01659	Prai.g_00653
OG0001077	Syaa.g_01647	Prai.g_00657
OG0001078	Syaa.g_01632	Prai.g_00665
OG0001079	Syaa.g_01619	Prai.g_00676
OG0001080	Syaa.g_01443	Prai.g_00682
OG0001081	Syaa.g_01056	Prai.g_00684
OG0001082	Syaa.g_01057	Prai.g_00685
OG0001083	Syaa.g_01064	Prai.g_00690
OG0001084	Syaa.g_01065	Prai.g_00691
OG0001085	Syaa.g_01075	Prai.g_00699
OG0001086	Syaa.g_01077	Prai.g_00700
OG0001087	Syaa.g_00920	Prai.g_00717
OG0001088	Syaa.g_00916	Prai.g_00718
OG0001089	Syaa.g_00890	Prai.g_00726
OG0001090	Syaa.g_01237	Prai.g_00749
OG0001091	Syaa.g_01239	Prai.g_00751
OG0001092	Syaa.g_01242	Prai.g_00752
OG0001093	Syaa.g_01248	Prai.g_00757
OG0001094	Syaa.g_01148	Prai.g_00854
OG0001095	Syaa.g_01185	Prai.g_00834
OG0001096	Syaa.g_01200	Prai.g_00821
OG0001097	Syaa.g_00828	Prai.g_00802
OG0001098	Syaa.g_01441	Prai.g_00787
OG0001099	Syaa.g_02400	Prai.g_01057
OG0001100	Syaa.g_01086	Prai.g_01053
OG0001101	Syaa.g_01088	Prai.g_01051
OG0001102	Syaa.g_01091	Prai.g_01049
OG0001103	Syaa.g_01093	Prai.g_01047
OG0001104	Syaa.g_01133	Prai.g_01026
OG0001105	Syaa.g_01137	Prai.g_01022
OG0001106	Syaa.g_01372	Prai.g_00998
OG0001107	Syaa.g_01359	Prai.g_00991
OG0001108	Syaa.g_01350	Prai.g_00987
OG0001109	Syaa.g_01349	Prai.g_00986
OG0001110	Syaa.g_01347	Prai.g_00984
OG0001111	Syaa.g_01345	Prai.g_00983
OG0001112	Syaa.g_01343	Prai.g_00982
OG0001113	Syaa.g_01342	Prai.g_00981
OG0001114	Syaa.g_01341	Prai.g_00980
OG0001115	Syaa.g_01337	Prai.g_00978
OG0001116	Syaa.g_01335	Prai.g_00977
OG0001117	Syaa.g_01334	Prai.g_00976
OG0001118	Syaa.g_01333	Prai.g_00975
OG0001119	Syaa.g_01331	Prai.g_00974
OG0001120	Syaa.g_01328	Prai.g_00972
OG0001121	Syaa.g_01125	Prai.g_01141, Prai.g_00969
OG0001122	Syaa.g_01301	Prai.g_00945
OG0001124	Syaa.g_01292	Prai.g_00940
OG0001125	Syaa.g_01290	Prai.g_00939
OG0001126	Syaa.g_00864	Prai.g_00929
OG0001127	Syaa.g_00865	Prai.g_00928
OG0001128	Syaa.g_00868	Prai.g_00926
OG0001129	Syaa.g_00870	Prai.g_00925
OG0001130	Syaa.g_00871	Prai.g_00924
OG0001131	Syaa.g_01108	Prai.g_01088
OG0001132	Syaa.g_01468	Prai.g_01098
OG0001133	Syaa.g_01656	Prai.g_01130
OG0001134	Syaa.g_01028	Prai.g_01143
