Orthogroup	Syaa	Prbn
OG0000542	Syaa.g_02021	Prbn.g_00609
OG0000543	Syaa.g_02019	Prbn.g_00607
OG0000544	Syaa.g_02018	Prbn.g_00606
OG0000545	Syaa.g_02016	Prbn.g_00604
OG0000546	Syaa.g_02014	Prbn.g_00601
OG0000547	Syaa.g_02012	Prbn.g_00599
OG0000548	Syaa.g_02011	Prbn.g_00598
OG0000549	Syaa.g_02003	Prbn.g_00596
OG0000550	Syaa.g_01998	Prbn.g_00592
OG0000551	Syaa.g_01993	Prbn.g_00589
OG0000552	Syaa.g_01992	Prbn.g_00588
OG0000553	Syaa.g_01990	Prbn.g_00587
OG0000554	Syaa.g_01979	Prbn.g_00582
OG0000555	Syaa.g_01961	Prbn.g_00574
OG0000556	Syaa.g_01957	Prbn.g_00572
OG0000557	Syaa.g_01955	Prbn.g_00571
OG0000558	Syaa.g_01953	Prbn.g_00569
OG0000559	Syaa.g_01949	Prbn.g_00565
OG0000560	Syaa.g_01946	Prbn.g_00562
OG0000561	Syaa.g_01945	Prbn.g_00561
OG0000562	Syaa.g_01944	Prbn.g_00560
OG0000563	Syaa.g_01943	Prbn.g_00559
OG0000564	Syaa.g_01942	Prbn.g_00558
OG0000565	Syaa.g_01939	Prbn.g_00556
OG0000566	Syaa.g_01935	Prbn.g_00552
OG0000567	Syaa.g_01931	Prbn.g_00548
OG0000568	Syaa.g_01928	Prbn.g_00547
OG0000569	Syaa.g_01925	Prbn.g_00546
OG0000570	Syaa.g_01924	Prbn.g_00545
OG0000571	Syaa.g_01920	Prbn.g_00543
OG0000572	Syaa.g_01904	Prbn.g_00529
OG0000573	Syaa.g_01896	Prbn.g_00523
OG0000574	Syaa.g_01895	Prbn.g_00522
OG0000575	Syaa.g_01891	Prbn.g_00518
OG0000576	Syaa.g_01889	Prbn.g_00516
OG0000577	Syaa.g_01888	Prbn.g_00515
OG0000578	Syaa.g_01887	Prbn.g_00514
OG0000579	Syaa.g_01886	Prbn.g_00513
OG0000580	Syaa.g_01885	Prbn.g_00512
OG0000581	Syaa.g_01879	Prbn.g_00509
OG0000582	Syaa.g_01687	Prbn.g_00506
OG0000583	Syaa.g_01686	Prbn.g_00505
OG0000584	Syaa.g_01685	Prbn.g_00504
OG0000585	Syaa.g_01683	Prbn.g_00502
OG0000586	Syaa.g_01682	Prbn.g_00501
OG0000587	Syaa.g_01680	Prbn.g_00500
OG0000588	Syaa.g_01666	Prbn.g_00496
OG0000589	Syaa.g_01662	Prbn.g_00494
OG0000590	Syaa.g_01661	Prbn.g_00493
OG0000591	Syaa.g_01653	Prbn.g_00489
OG0000592	Syaa.g_01652	Prbn.g_00488
OG0000593	Syaa.g_01638	Prbn.g_00423
OG0000594	Syaa.g_01637	Prbn.g_00424
OG0000595	Syaa.g_01636	Prbn.g_00425
OG0000596	Syaa.g_01630	Prbn.g_00429
OG0000597	Syaa.g_01627	Prbn.g_00432
OG0000598	Syaa.g_01626	Prbn.g_00433
OG0000599	Syaa.g_01623	Prbn.g_00436
OG0000600	Syaa.g_01622	Prbn.g_00437
OG0000601	Syaa.g_01621	Prbn.g_00438
OG0000602	Syaa.g_01616	Prbn.g_00440
OG0000603	Syaa.g_01615	Prbn.g_00441
OG0000604	Syaa.g_01612	Prbn.g_00442
OG0000605	Syaa.g_01447	Prbn.g_00443
OG0000606	Syaa.g_01055	Prbn.g_00446
OG0000607	Syaa.g_01058	Prbn.g_00449
OG0000608	Syaa.g_01059	Prbn.g_00450
OG0000609	Syaa.g_01061	Prbn.g_00834
OG0000610	Syaa.g_01068	Prbn.g_00840
OG0000611	Syaa.g_01071	Prbn.g_00843
OG0000612	Syaa.g_01072	Prbn.g_00844
OG0000613	Syaa.g_00199	Prbn.g_01591
OG0000614	Syaa.g_00906	Prbn.g_01570
OG0000615	Syaa.g_01113	Prbn.g_01559
OG0000616	Syaa.g_02742	Prbn.g_00905
OG0000617	Syaa.g_01244	Prbn.g_00860
OG0000618	Syaa.g_01245	Prbn.g_00861
OG0000619	Syaa.g_01246	Prbn.g_00862
OG0000620	Syaa.g_01259	Prbn.g_01947
OG0000621	Syaa.g_01260	Prbn.g_01948
OG0000622	Syaa.g_01261	Prbn.g_01949
OG0000623	Syaa.g_01262	Prbn.g_01950
OG0000624	Syaa.g_01264	Prbn.g_01952
OG0000625	Syaa.g_01265	Prbn.g_01345
OG0000626	Syaa.g_01266	Prbn.g_01346
OG0000627	Syaa.g_01414	Prbn.g_01347
OG0000628	Syaa.g_01413	Prbn.g_01348
OG0000629	Syaa.g_01410	Prbn.g_01349
OG0000630	Syaa.g_01406	Prbn.g_01352
OG0000631	Syaa.g_01400	Prbn.g_01445
OG0000632	Syaa.g_01399	Prbn.g_01444
OG0000633	Syaa.g_01397	Prbn.g_01443
OG0000634	Syaa.g_01150	Prbn.g_01550
OG0000635	Syaa.g_01151	Prbn.g_01549
OG0000636	Syaa.g_01153	Prbn.g_01547
OG0000637	Syaa.g_01155	Prbn.g_01545
OG0000638	Syaa.g_01156	Prbn.g_01544
OG0000639	Syaa.g_01157	Prbn.g_01543
OG0000640	Syaa.g_01158	Prbn.g_01542
OG0000641	Syaa.g_01162	Prbn.g_01538
OG0000642	Syaa.g_01163	Prbn.g_01537
OG0000643	Syaa.g_01165	Prbn.g_01536
OG0000644	Syaa.g_01166	Prbn.g_01535
OG0000645	Syaa.g_01184	Prbn.g_01534
OG0000646	Syaa.g_01187	Prbn.g_01532
OG0000647	Syaa.g_01189	Prbn.g_01530
OG0000648	Syaa.g_01191	Prbn.g_01528
OG0000649	Syaa.g_01192	Prbn.g_01527
OG0000650	Syaa.g_01193	Prbn.g_01526
OG0000651	Syaa.g_01194	Prbn.g_01525
OG0000652	Syaa.g_01195	Prbn.g_01524
OG0000653	Syaa.g_01197	Prbn.g_01522
OG0000654	Syaa.g_01198	Prbn.g_01521
OG0000655	Syaa.g_01199	Prbn.g_01520
OG0000656	Syaa.g_01202	Prbn.g_01517
OG0000657	Syaa.g_00838	Prbn.g_01509
OG0000658	Syaa.g_00836	Prbn.g_01507
OG0000659	Syaa.g_00835	Prbn.g_01506
OG0000660	Syaa.g_00831	Prbn.g_01502
OG0000661	Syaa.g_00829	Prbn.g_01500
OG0000662	Syaa.g_00827	Prbn.g_01498
OG0000663	Syaa.g_00824	Prbn.g_01496
OG0000664	Syaa.g_00823	Prbn.g_01495
OG0000665	Syaa.g_01442	Prbn.g_01489
OG0000666	Syaa.g_01448	Prbn.g_01488
OG0000668	Syaa.g_01300	Prbn.g_01930
OG0000669	Syaa.g_01084	Prbn.g_01632
OG0000670	Syaa.g_01087	Prbn.g_01629
OG0000671	Syaa.g_01089	Prbn.g_01626
OG0000672	Syaa.g_01092	Prbn.g_01623
OG0000673	Syaa.g_01095	Prbn.g_01620
OG0000674	Syaa.g_01097	Prbn.g_01618
OG0000675	Syaa.g_01098	Prbn.g_01617
OG0000676	Syaa.g_01100	Prbn.g_01615
OG0000677	Syaa.g_01101	Prbn.g_01614
OG0000678	Syaa.g_01106	Prbn.g_01612
OG0000679	Syaa.g_01116	Prbn.g_01608
OG0000680	Syaa.g_01117	Prbn.g_01607
OG0000681	Syaa.g_01120	Prbn.g_01604
OG0000682	Syaa.g_01121	Prbn.g_01603
OG0000683	Syaa.g_01122	Prbn.g_01602
OG0000684	Syaa.g_01132	Prbn.g_01600
OG0000685	Syaa.g_01134	Prbn.g_01598
OG0000686	Syaa.g_01135	Prbn.g_01597
OG0000687	Syaa.g_01136	Prbn.g_01596
OG0000688	Syaa.g_01140	Prbn.g_00848
OG0000689	Syaa.g_01142	Prbn.g_00849
OG0000690	Syaa.g_01143	Prbn.g_00850
OG0000691	Syaa.g_01144	Prbn.g_00851
OG0000692	Syaa.g_01145	Prbn.g_00853
OG0000693	Syaa.g_01146	Prbn.g_00854
OG0000694	Syaa.g_01147	Prbn.g_00855
OG0000695	Syaa.g_01395	Prbn.g_01441
OG0000696	Syaa.g_01394	Prbn.g_01440
OG0000697	Syaa.g_01392	Prbn.g_01439
OG0000698	Syaa.g_01389	Prbn.g_01436
OG0000699	Syaa.g_01387	Prbn.g_01435
OG0000700	Syaa.g_01386	Prbn.g_01434
OG0000701	Syaa.g_01385	Prbn.g_01433
OG0000702	Syaa.g_01376	Prbn.g_01431
OG0000703	Syaa.g_01375	Prbn.g_01430
OG0000704	Syaa.g_01373	Prbn.g_01428
OG0000705	Syaa.g_01365	Prbn.g_01425
OG0000706	Syaa.g_01364	Prbn.g_01424
OG0000707	Syaa.g_01363	Prbn.g_01423
OG0000708	Syaa.g_01360	Prbn.g_01421
OG0000709	Syaa.g_01351	Prbn.g_01417
OG0000710	Syaa.g_01348	Prbn.g_01414
OG0000711	Syaa.g_01320	Prbn.g_01396
OG0000712	Syaa.g_01318	Prbn.g_01395
OG0000713	Syaa.g_01317	Prbn.g_01394
OG0000714	Syaa.g_01315	Prbn.g_01393
OG0000715	Syaa.g_01313	Prbn.g_01391
OG0000716	Syaa.g_01309	Prbn.g_01389
OG0000717	Syaa.g_01308	Prbn.g_01388
OG0000718	Syaa.g_01304	Prbn.g_01384
OG0000719	Syaa.g_01302	Prbn.g_01382
OG0000720	Syaa.g_01289	Prbn.g_01370
OG0000721	Syaa.g_01287	Prbn.g_01366
OG0000722	Syaa.g_01286	Prbn.g_01365
OG0000723	Syaa.g_01268	Prbn.g_01361
OG0000724	Syaa.g_00872	Prbn.g_01466
OG0000725	Syaa.g_00882	Prbn.g_01472
OG0000726	Syaa.g_00883	Prbn.g_01473
OG0000727	Syaa.g_00884	Prbn.g_01474
OG0000728	Syaa.g_00886	Prbn.g_01476
OG0000729	Syaa.g_00100	Prbn.g_01106
OG0000730	Syaa.g_02185	Prbn.g_01147
OG0000731	Syaa.g_02173	Prbn.g_00111
OG0000732	Syaa.g_00054	Prbn.g_00954
OG0000733	Syaa.g_02621	Prbn.g_01651
OG0000734	Syaa.g_02388	Prbn.g_01173
OG0000735	Syaa.g_00754	Prbn.g_01175
OG0000736	Syaa.g_00755	Prbn.g_01176
OG0000737	Syaa.g_00756	Prbn.g_01177
OG0000738	Syaa.g_00761	Prbn.g_01181
OG0000739	Syaa.g_00762	Prbn.g_01182
OG0000740	Syaa.g_00763	Prbn.g_01183
OG0000741	Syaa.g_00766	Prbn.g_01185
OG0000742	Syaa.g_00769	Prbn.g_01188
OG0000743	Syaa.g_00771	Prbn.g_01190
OG0000744	Syaa.g_00772	Prbn.g_01191
OG0000745	Syaa.g_00774	Prbn.g_01192
OG0000746	Syaa.g_00776	Prbn.g_01194
OG0000747	Syaa.g_00777	Prbn.g_01195
OG0000748	Syaa.g_00787	Prbn.g_01199
OG0000749	Syaa.g_00789	Prbn.g_01200
OG0000750	Syaa.g_00790	Prbn.g_01201
OG0000751	Syaa.g_00797	Prbn.g_01204
OG0000752	Syaa.g_00799	Prbn.g_01206
OG0000753	Syaa.g_00802	Prbn.g_01208
OG0000754	Syaa.g_01025	Prbn.g_01211
OG0000755	Syaa.g_01005	Prbn.g_00390
OG0000756	Syaa.g_01004	Prbn.g_00391
OG0000757	Syaa.g_00996	Prbn.g_00398
OG0000758	Syaa.g_00995	Prbn.g_00399
OG0000759	Syaa.g_00994	Prbn.g_00400
OG0000760	Syaa.g_00993	Prbn.g_00401
OG0000761	Syaa.g_00992	Prbn.g_00402
OG0000762	Syaa.g_00988	Prbn.g_00403
OG0000763	Syaa.g_00986	Prbn.g_00405
OG0000764	Syaa.g_00985	Prbn.g_00406
OG0000765	Syaa.g_00968	Prbn.g_00414
OG0000766	Syaa.g_00967	Prbn.g_00415
OG0000767	Syaa.g_00965	Prbn.g_00417
OG0000768	Syaa.g_00964	Prbn.g_00418
OG0000769	Syaa.g_00962	Prbn.g_00420
OG0000770	Syaa.g_00959	Prbn.g_00483
OG0000771	Syaa.g_00866	Prbn.g_00886
OG0000772	Syaa.g_01526	Prbn.g_01671
OG0000773	Syaa.g_00749	Prbn.g_01093
OG0000774	Syaa.g_00745	Prbn.g_01091
OG0000775	Syaa.g_00742	Prbn.g_01089
OG0000776	Syaa.g_00741	Prbn.g_01088
OG0000777	Syaa.g_00740	Prbn.g_01087
OG0000778	Syaa.g_00739	Prbn.g_01086
OG0000779	Syaa.g_00733	Prbn.g_01082
OG0000780	Syaa.g_00730	Prbn.g_01081
OG0000781	Syaa.g_00726	Prbn.g_01077
OG0000782	Syaa.g_00725	Prbn.g_01076
OG0000783	Syaa.g_00724	Prbn.g_01075
OG0000784	Syaa.g_00723	Prbn.g_01074
OG0000785	Syaa.g_00721	Prbn.g_01072
OG0000786	Syaa.g_01875	Prbn.g_01069
OG0000787	Syaa.g_01876	Prbn.g_01068
OG0000788	Syaa.g_01620	Prbn.g_00615
OG0000789	Syaa.g_01434	Prbn.g_00883
OG0000790	Syaa.g_02064	Prbn.g_00155
OG0000791	Syaa.g_02066	Prbn.g_00157
OG0000792	Syaa.g_02067	Prbn.g_00158
OG0000793	Syaa.g_02072	Prbn.g_00161
OG0000794	Syaa.g_02073	Prbn.g_00162
OG0000795	Syaa.g_02074	Prbn.g_00163
OG0000796	Syaa.g_02078	Prbn.g_00167
OG0000797	Syaa.g_02079	Prbn.g_00168
OG0000798	Syaa.g_00494	Prbn.g_01055
OG0000799	Syaa.g_01743	Prbn.g_00195
OG0000800	Syaa.g_01747	Prbn.g_00196
OG0000801	Syaa.g_01748	Prbn.g_00197
OG0000802	Syaa.g_01753	Prbn.g_00199
OG0000803	Syaa.g_01758	Prbn.g_00201
OG0000804	Syaa.g_01761	Prbn.g_00202
OG0000805	Syaa.g_01763	Prbn.g_00204
OG0000806	Syaa.g_01765	Prbn.g_00206
OG0000807	Syaa.g_01767	Prbn.g_00207
OG0000808	Syaa.g_01768	Prbn.g_00208
OG0000809	Syaa.g_01771	Prbn.g_00210
OG0000810	Syaa.g_01772	Prbn.g_00211
OG0000811	Syaa.g_01778	Prbn.g_00215
OG0000812	Syaa.g_01780	Prbn.g_00217
OG0000813	Syaa.g_01781	Prbn.g_00218
OG0000814	Syaa.g_01783	Prbn.g_00220
OG0000815	Syaa.g_01784	Prbn.g_00221
OG0000816	Syaa.g_01785	Prbn.g_00223
OG0000817	Syaa.g_01786	Prbn.g_00224
OG0000818	Syaa.g_01792	Prbn.g_00229
OG0000819	Syaa.g_01793	Prbn.g_00230
OG0000820	Syaa.g_01794	Prbn.g_00231
OG0000821	Syaa.g_01800	Prbn.g_00235
OG0000822	Syaa.g_01802	Prbn.g_00236
OG0000823	Syaa.g_01803	Prbn.g_00237
OG0000824	Syaa.g_01807	Prbn.g_00240
OG0000825	Syaa.g_01808	Prbn.g_00241
OG0000826	Syaa.g_01809	Prbn.g_00242
OG0000827	Syaa.g_01810	Prbn.g_00243
OG0000828	Syaa.g_01813	Prbn.g_00246
OG0000829	Syaa.g_01814	Prbn.g_00247
OG0000830	Syaa.g_01815	Prbn.g_00248
OG0000831	Syaa.g_01817	Prbn.g_00250
OG0000832	Syaa.g_00627	Prbn.g_00260
OG0000833	Syaa.g_00611	Prbn.g_00269
OG0000834	Syaa.g_00608	Prbn.g_00270
OG0000835	Syaa.g_00607	Prbn.g_00271
OG0000836	Syaa.g_00603	Prbn.g_00272
OG0000837	Syaa.g_00601	Prbn.g_00273
OG0000838	Syaa.g_00597	Prbn.g_00275
OG0000839	Syaa.g_00596	Prbn.g_00276
OG0000840	Syaa.g_00595	Prbn.g_00277
OG0000841	Syaa.g_00594	Prbn.g_00278
OG0000842	Syaa.g_00593	Prbn.g_00279
OG0000843	Syaa.g_00592	Prbn.g_00280
OG0000844	Syaa.g_00590	Prbn.g_00281
OG0000845	Syaa.g_00589	Prbn.g_00282
OG0000846	Syaa.g_00588	Prbn.g_00283
OG0000847	Syaa.g_00587	Prbn.g_00284
OG0000848	Syaa.g_00585	Prbn.g_00285
OG0000849	Syaa.g_00584	Prbn.g_00286
OG0000850	Syaa.g_00582	Prbn.g_00288
OG0000851	Syaa.g_00577	Prbn.g_00289
OG0000852	Syaa.g_00576	Prbn.g_00904
OG0000853	Syaa.g_00572	Prbn.g_00898
OG0000854	Syaa.g_00570	Prbn.g_00896
OG0000855	Syaa.g_00569	Prbn.g_00895
OG0000856	Syaa.g_01650	Prbn.g_00486
OG0000857	Syaa.g_01188	Prbn.g_01531
OG0000858	Syaa.g_00563	Prbn.g_01738
OG0000859	Syaa.g_00562	Prbn.g_01739
OG0000860	Syaa.g_00549	Prbn.g_01747
OG0000861	Syaa.g_00548	Prbn.g_01748
OG0000862	Syaa.g_00547	Prbn.g_01749
OG0000863	Syaa.g_00543	Prbn.g_01751
OG0000864	Syaa.g_00542	Prbn.g_01752
OG0000865	Syaa.g_00541	Prbn.g_01753
OG0000866	Syaa.g_00540	Prbn.g_01754
OG0000867	Syaa.g_00539	Prbn.g_01755
OG0000868	Syaa.g_00536	Prbn.g_01757
OG0000869	Syaa.g_00531	Prbn.g_01760
OG0000870	Syaa.g_00526	Prbn.g_01765
OG0000871	Syaa.g_00525	Prbn.g_01766
OG0000872	Syaa.g_00511	Prbn.g_01767
OG0000873	Syaa.g_00497	Prbn.g_01771
OG0000874	Syaa.g_00519	Prbn.g_01774
OG0000875	Syaa.g_00438	Prbn.g_01775
OG0000876	Syaa.g_00682	Prbn.g_01776
OG0000877	Syaa.g_00679	Prbn.g_01778
OG0000878	Syaa.g_00678	Prbn.g_01779
OG0000879	Syaa.g_00677	Prbn.g_01780
OG0000880	Syaa.g_00676	Prbn.g_01781
OG0000881	Syaa.g_00671	Prbn.g_01785
OG0000882	Syaa.g_00666	Prbn.g_01790
OG0000883	Syaa.g_00661	Prbn.g_01792
OG0000884	Syaa.g_00659	Prbn.g_01794
OG0000885	Syaa.g_00658	Prbn.g_01795
OG0000886	Syaa.g_00657	Prbn.g_01796
OG0000887	Syaa.g_00656	Prbn.g_01797
OG0000888	Syaa.g_00654	Prbn.g_01799
OG0000889	Syaa.g_00652	Prbn.g_01801
OG0000890	Syaa.g_00644	Prbn.g_01802
OG0000891	Syaa.g_00643	Prbn.g_01803
OG0000892	Syaa.g_00640	Prbn.g_01805
OG0000893	Syaa.g_02352	Prbn.g_01809
OG0000894	Syaa.g_02349	Prbn.g_01812
OG0000895	Syaa.g_02345	Prbn.g_01816
OG0000896	Syaa.g_02344	Prbn.g_01817
OG0000897	Syaa.g_02342	Prbn.g_01819
OG0000898	Syaa.g_02341	Prbn.g_01820
OG0000899	Syaa.g_02340	Prbn.g_01821
OG0000900	Syaa.g_02339	Prbn.g_01822
OG0000901	Syaa.g_02334	Prbn.g_01825
OG0000902	Syaa.g_02332	Prbn.g_01827
OG0000903	Syaa.g_02313	Prbn.g_01831
OG0000904	Syaa.g_02318	Prbn.g_01835
OG0000905	Syaa.g_02324	Prbn.g_01829
OG0000906	Syaa.g_02327	Prbn.g_01828
OG0000907	Syaa.g_02295	Prbn.g_01838
OG0000908	Syaa.g_02292	Prbn.g_01841
OG0000909	Syaa.g_02291	Prbn.g_01842
OG0000910	Syaa.g_02290	Prbn.g_01843
OG0000911	Syaa.g_02288	Prbn.g_01845
OG0000912	Syaa.g_02287	Prbn.g_01846
OG0000913	Syaa.g_02286	Prbn.g_01847
OG0000914	Syaa.g_02285	Prbn.g_01848
OG0000915	Syaa.g_02283	Prbn.g_01849
OG0000916	Syaa.g_02282	Prbn.g_01850
OG0000917	Syaa.g_02281	Prbn.g_01851
OG0000918	Syaa.g_02280	Prbn.g_01852
OG0000919	Syaa.g_02279	Prbn.g_01853
OG0000920	Syaa.g_02278	Prbn.g_01854
OG0000921	Syaa.g_02277	Prbn.g_01855
OG0000922	Syaa.g_02276	Prbn.g_01856
OG0000923	Syaa.g_02272	Prbn.g_01860
OG0000924	Syaa.g_02271	Prbn.g_01861
OG0000925	Syaa.g_02270	Prbn.g_01862
OG0000926	Syaa.g_02269	Prbn.g_01863
OG0000927	Syaa.g_02267	Prbn.g_01865
OG0000928	Syaa.g_02266	Prbn.g_01866
OG0000929	Syaa.g_02265	Prbn.g_01867
OG0000930	Syaa.g_02264	Prbn.g_01868
OG0000931	Syaa.g_02263	Prbn.g_01869
OG0000932	Syaa.g_02262	Prbn.g_01870
OG0000933	Syaa.g_02256	Prbn.g_01874
OG0000934	Syaa.g_02254	Prbn.g_01876
OG0000935	Syaa.g_02253	Prbn.g_01877
OG0000936	Syaa.g_02252	Prbn.g_01878
OG0000937	Syaa.g_02251	Prbn.g_01879
OG0000938	Syaa.g_02248	Prbn.g_01882
OG0000939	Syaa.g_02247	Prbn.g_01883
OG0000940	Syaa.g_02240	Prbn.g_01890
OG0000941	Syaa.g_02238	Prbn.g_01892
OG0000942	Syaa.g_02236	Prbn.g_01894
OG0000943	Syaa.g_02235	Prbn.g_01895
OG0000944	Syaa.g_02233	Prbn.g_01897
OG0000945	Syaa.g_02231	Prbn.g_01898
OG0000946	Syaa.g_02225	Prbn.g_01903
OG0000947	Syaa.g_02222	Prbn.g_01905
OG0000948	Syaa.g_02221	Prbn.g_01906
OG0000949	Syaa.g_00172	Prbn.g_01909
OG0000950	Syaa.g_00159	Prbn.g_01916
OG0000951	Syaa.g_00153	Prbn.g_01920
OG0000952	Syaa.g_00149	Prbn.g_01015
OG0000953	Syaa.g_00143	Prbn.g_01011
OG0000954	Syaa.g_00138	Prbn.g_01007
OG0000955	Syaa.g_00137	Prbn.g_01006
OG0000956	Syaa.g_00135	Prbn.g_01004
OG0000957	Syaa.g_00125	Prbn.g_00998
OG0000958	Syaa.g_00124	Prbn.g_00997
OG0000959	Syaa.g_00120	Prbn.g_00993
OG0000960	Syaa.g_00119	Prbn.g_00992
OG0000961	Syaa.g_00106	Prbn.g_00989
OG0000962	Syaa.g_00102	Prbn.g_00987
OG0000963	Syaa.g_00097	Prbn.g_00983
OG0000964	Syaa.g_00096	Prbn.g_00982
OG0000965	Syaa.g_00095	Prbn.g_00981
OG0000966	Syaa.g_00083	Prbn.g_00975
OG0000967	Syaa.g_00074	Prbn.g_00971
OG0000968	Syaa.g_00078	Prbn.g_00969
OG0000969	Syaa.g_00077	Prbn.g_00968
OG0000970	Syaa.g_00076	Prbn.g_00967
OG0000971	Syaa.g_00069	Prbn.g_00966
OG0000972	Syaa.g_00068	Prbn.g_00965
OG0000973	Syaa.g_00067	Prbn.g_00964
OG0000974	Syaa.g_00066	Prbn.g_00963
OG0000975	Syaa.g_00065	Prbn.g_00962
OG0000976	Syaa.g_00064	Prbn.g_00961
OG0000977	Syaa.g_00062	Prbn.g_00960
OG0000978	Syaa.g_00061	Prbn.g_00959
OG0000979	Syaa.g_00058	Prbn.g_00957
OG0000980	Syaa.g_00055	Prbn.g_00955
OG0000981	Syaa.g_00052	Prbn.g_00952
OG0000982	Syaa.g_02593	Prbn.g_00950
OG0000983	Syaa.g_02594	Prbn.g_00949
OG0000984	Syaa.g_02595	Prbn.g_00948
OG0000985	Syaa.g_02597	Prbn.g_00945
OG0000986	Syaa.g_02601	Prbn.g_00943
OG0000987	Syaa.g_02603	Prbn.g_00942
OG0000988	Syaa.g_02608	Prbn.g_00939
OG0000989	Syaa.g_02616	Prbn.g_00935
OG0000990	Syaa.g_02647	Prbn.g_00931
OG0000991	Syaa.g_02650	Prbn.g_00930
OG0000992	Syaa.g_02653	Prbn.g_00927
OG0000993	Syaa.g_02654	Prbn.g_00926
OG0000994	Syaa.g_02657	Prbn.g_00925
OG0000995	Syaa.g_02662	Prbn.g_00921
OG0000996	Syaa.g_02705	Prbn.g_00920
OG0000997	Syaa.g_02725	Prbn.g_00917
OG0000998	Syaa.g_02727	Prbn.g_00915
OG0000999	Syaa.g_02728	Prbn.g_00914
OG0001000	Syaa.g_02732	Prbn.g_00911
OG0001001	Syaa.g_02738	Prbn.g_00908
OG0001002	Syaa.g_02745	Prbn.g_00291
OG0001003	Syaa.g_02747	Prbn.g_00292
OG0001004	Syaa.g_02748	Prbn.g_00293
OG0001005	Syaa.g_02749	Prbn.g_00294
OG0001006	Syaa.g_02756	Prbn.g_00298
OG0001007	Syaa.g_02758	Prbn.g_00300
OG0001008	Syaa.g_00704	Prbn.g_00676
OG0001009	Syaa.g_00034	Prbn.g_00755
OG0001010	Syaa.g_00035	Prbn.g_00754
OG0001011	Syaa.g_00037	Prbn.g_00752
OG0001012	Syaa.g_02589	Prbn.g_00738
OG0001013	Syaa.g_02576	Prbn.g_00731
OG0001014	Syaa.g_02572	Prbn.g_00728
OG0001015	Syaa.g_02571	Prbn.g_00726
OG0001016	Syaa.g_00348	Prbn.g_00704
OG0001017	Syaa.g_00342	Prbn.g_01343
OG0001018	Syaa.g_00340	Prbn.g_01341
OG0001019	Syaa.g_00323	Prbn.g_01332
OG0001020	Syaa.g_02355	Prbn.g_01331
OG0001021	Syaa.g_02359	Prbn.g_01330
OG0001022	Syaa.g_02365	Prbn.g_01327
OG0001023	Syaa.g_02366	Prbn.g_01326
OG0001024	Syaa.g_02370	Prbn.g_01322
OG0001025	Syaa.g_02377	Prbn.g_01315
OG0001026	Syaa.g_02390	Prbn.g_01306
OG0001027	Syaa.g_02397	Prbn.g_01305
OG0001028	Syaa.g_02399	Prbn.g_01303
OG0001029	Syaa.g_02401	Prbn.g_01302
OG0001030	Syaa.g_02422	Prbn.g_01286
OG0001031	Syaa.g_02500	Prbn.g_00367
OG0001032	Syaa.g_02502	Prbn.g_00366
OG0001033	Syaa.g_02539	Prbn.g_00345
OG0001034	Syaa.g_02108	Prbn.g_00314
OG0001035	Syaa.g_00298	Prbn.g_00021
OG0001036	Syaa.g_00293	Prbn.g_00025
OG0001037	Syaa.g_00291	Prbn.g_00026
OG0001038	Syaa.g_00264	Prbn.g_00045
OG0001039	Syaa.g_00261	Prbn.g_00048
OG0001040	Syaa.g_00258	Prbn.g_00050
OG0001041	Syaa.g_00253	Prbn.g_00055
OG0001042	Syaa.g_00227	Prbn.g_00072
OG0001043	Syaa.g_00223	Prbn.g_00073
OG0001044	Syaa.g_02183	Prbn.g_00104
OG0001045	Syaa.g_02170	Prbn.g_00113
OG0001046	Syaa.g_01332	Prbn.g_01697
OG0001047	Syaa.g_00706	Prbn.g_00674
OG0001048	Syaa.g_00707	Prbn.g_00673
OG0001049	Syaa.g_00710	Prbn.g_00671
OG0001050	Syaa.g_00711	Prbn.g_00670
OG0001051	Syaa.g_00712	Prbn.g_00669
OG0001052	Syaa.g_01846	Prbn.g_00643
OG0001053	Syaa.g_02048	Prbn.g_00631
OG0001054	Syaa.g_02031	Prbn.g_00616
OG0001055	Syaa.g_02010	Prbn.g_00597
OG0001056	Syaa.g_01975	Prbn.g_00580
OG0001057	Syaa.g_01966	Prbn.g_00575
OG0001058	Syaa.g_01951	Prbn.g_00567
OG0001059	Syaa.g_01947	Prbn.g_00563
OG0001060	Syaa.g_01941	Prbn.g_00557
OG0001061	Syaa.g_01919	Prbn.g_00542
OG0001062	Syaa.g_01917	Prbn.g_00540
OG0001063	Syaa.g_01912	Prbn.g_00538
OG0001064	Syaa.g_01911	Prbn.g_00537
OG0001065	Syaa.g_01910	Prbn.g_00536
OG0001066	Syaa.g_01909	Prbn.g_00535
OG0001067	Syaa.g_01908	Prbn.g_00534
OG0001068	Syaa.g_01907	Prbn.g_00533
OG0001069	Syaa.g_01906	Prbn.g_00532
OG0001070	Syaa.g_01903	Prbn.g_00528
OG0001071	Syaa.g_01902	Prbn.g_00527
OG0001072	Syaa.g_01898	Prbn.g_00525
OG0001073	Syaa.g_01884	Prbn.g_00511
OG0001074	Syaa.g_01678	Prbn.g_00499
OG0001075	Syaa.g_01676	Prbn.g_00498
OG0001076	Syaa.g_01659	Prbn.g_00491
OG0001077	Syaa.g_01647	Prbn.g_00485
OG0001078	Syaa.g_01632	Prbn.g_00427
OG0001079	Syaa.g_01619	Prbn.g_00439
