Orthogroup	Syaa	Pray
OG0000574	Syaa.g_01895	Pray.g_01170
OG0000575	Syaa.g_01891	Pray.g_01166
OG0000576	Syaa.g_01889	Pray.g_01164
OG0000577	Syaa.g_01888	Pray.g_01163
OG0000578	Syaa.g_01887	Pray.g_01162
OG0000579	Syaa.g_01886	Pray.g_01161
OG0000580	Syaa.g_01885	Pray.g_01160
OG0000581	Syaa.g_01879	Pray.g_01158
OG0000582	Syaa.g_01687	Pray.g_01155
OG0000583	Syaa.g_01686	Pray.g_01154
OG0000584	Syaa.g_01685	Pray.g_01153
OG0000585	Syaa.g_01683	Pray.g_01151
OG0000586	Syaa.g_01682	Pray.g_01150
OG0000587	Syaa.g_01680	Pray.g_01149
OG0000588	Syaa.g_01666	Pray.g_01145
OG0000589	Syaa.g_01662	Pray.g_01142
OG0000590	Syaa.g_01661	Pray.g_01141
OG0000591	Syaa.g_01653	Pray.g_01138
OG0000592	Syaa.g_01652	Pray.g_01137
OG0000593	Syaa.g_01638	Pray.g_01131
OG0000594	Syaa.g_01637	Pray.g_01130
OG0000595	Syaa.g_01636	Pray.g_01129
OG0000596	Syaa.g_01630	Pray.g_01125
OG0000597	Syaa.g_01627	Pray.g_01123
OG0000598	Syaa.g_01626	Pray.g_01122
OG0000599	Syaa.g_01623	Pray.g_01119
OG0000600	Syaa.g_01622	Pray.g_01118
OG0000601	Syaa.g_01621	Pray.g_01117
OG0000602	Syaa.g_01616	Pray.g_01115
OG0000603	Syaa.g_01615	Pray.g_01114
OG0000604	Syaa.g_01612	Pray.g_01113
OG0000605	Syaa.g_01447	Pray.g_01112
OG0000606	Syaa.g_01055	Pray.g_01109
OG0000607	Syaa.g_01058	Pray.g_01106
OG0000608	Syaa.g_01059	Pray.g_01105
OG0000609	Syaa.g_01061	Pray.g_01104
OG0000610	Syaa.g_01068	Pray.g_01099
OG0000611	Syaa.g_01071	Pray.g_01096
OG0000612	Syaa.g_01072	Pray.g_01095
OG0000613	Syaa.g_00199	Pray.g_01090
OG0000614	Syaa.g_00906	Pray.g_01071
OG0000615	Syaa.g_01113	Pray.g_01063
OG0000616	Syaa.g_02742	Pray.g_01059
OG0000617	Syaa.g_01244	Pray.g_01034
OG0000618	Syaa.g_01245	Pray.g_01033
OG0000619	Syaa.g_01246	Pray.g_01032
OG0000620	Syaa.g_01259	Pray.g_01029
OG0000621	Syaa.g_01260	Pray.g_01028
OG0000622	Syaa.g_01261	Pray.g_01027
OG0000623	Syaa.g_01262	Pray.g_01026
OG0000624	Syaa.g_01264	Pray.g_01025
OG0000625	Syaa.g_01265	Pray.g_00269
OG0000626	Syaa.g_01266	Pray.g_00270
OG0000627	Syaa.g_01414	Pray.g_00271
OG0000628	Syaa.g_01413	Pray.g_00272
OG0000629	Syaa.g_01410	Pray.g_00273
OG0000630	Syaa.g_01406	Pray.g_00276
OG0000631	Syaa.g_01400	Pray.g_00339
OG0000632	Syaa.g_01399	Pray.g_00340
OG0000633	Syaa.g_01397	Pray.g_00341
OG0000634	Syaa.g_01150	Pray.g_00344
OG0000635	Syaa.g_01151	Pray.g_00345
OG0000636	Syaa.g_01153	Pray.g_00347
OG0000637	Syaa.g_01155	Pray.g_00349
OG0000638	Syaa.g_01156	Pray.g_00350
OG0000639	Syaa.g_01157	Pray.g_00351
OG0000640	Syaa.g_01158	Pray.g_00352
OG0000641	Syaa.g_01162	Pray.g_00356
OG0000642	Syaa.g_01163	Pray.g_00357
OG0000643	Syaa.g_01165	Pray.g_00358
OG0000644	Syaa.g_01166	Pray.g_00359
OG0000645	Syaa.g_01184	Pray.g_00360
OG0000646	Syaa.g_01187	Pray.g_00362
OG0000647	Syaa.g_01189	Pray.g_00363
OG0000648	Syaa.g_01191	Pray.g_00365
OG0000649	Syaa.g_01192	Pray.g_00366
OG0000650	Syaa.g_01193	Pray.g_00367
OG0000651	Syaa.g_01194	Pray.g_00368
OG0000652	Syaa.g_01195	Pray.g_00369
OG0000653	Syaa.g_01197	Pray.g_00371
OG0000654	Syaa.g_01198	Pray.g_00372
OG0000655	Syaa.g_01199	Pray.g_00373
OG0000656	Syaa.g_01202	Pray.g_00376
OG0000657	Syaa.g_00838	Pray.g_00384
OG0000658	Syaa.g_00836	Pray.g_00385
OG0000659	Syaa.g_00835	Pray.g_00386
OG0000660	Syaa.g_00831	Pray.g_00390
OG0000661	Syaa.g_00829	Pray.g_00392
OG0000662	Syaa.g_00827	Pray.g_00394
OG0000663	Syaa.g_00824	Pray.g_00396
OG0000664	Syaa.g_00823	Pray.g_00397
OG0000665	Syaa.g_01442	Pray.g_00401
OG0000666	Syaa.g_01448	Pray.g_00402
OG0000668	Syaa.g_01300	Pray.g_00436
OG0000669	Syaa.g_01084	Pray.g_00443
OG0000670	Syaa.g_01087	Pray.g_00445
OG0000671	Syaa.g_01089	Pray.g_00447
OG0000672	Syaa.g_01092	Pray.g_00450
OG0000673	Syaa.g_01095	Pray.g_00453
OG0000674	Syaa.g_01097	Pray.g_00455
OG0000675	Syaa.g_01098	Pray.g_00456
OG0000676	Syaa.g_01100	Pray.g_00458
OG0000677	Syaa.g_01101	Pray.g_00459
OG0000678	Syaa.g_01106	Pray.g_00461
OG0000679	Syaa.g_01116	Pray.g_00465
OG0000680	Syaa.g_01117	Pray.g_00466
OG0000681	Syaa.g_01120	Pray.g_00469
OG0000682	Syaa.g_01121	Pray.g_00470
OG0000683	Syaa.g_01122	Pray.g_00471
OG0000684	Syaa.g_01132	Pray.g_00473
OG0000685	Syaa.g_01134	Pray.g_00475
OG0000686	Syaa.g_01135	Pray.g_00476
OG0000687	Syaa.g_01136	Pray.g_00477
OG0000688	Syaa.g_01140	Pray.g_00480
OG0000689	Syaa.g_01142	Pray.g_00481
OG0000690	Syaa.g_01143	Pray.g_00482
OG0000691	Syaa.g_01144	Pray.g_00483
OG0000692	Syaa.g_01145	Pray.g_00485
OG0000693	Syaa.g_01146	Pray.g_00486
OG0000694	Syaa.g_01147	Pray.g_00487
OG0000695	Syaa.g_01395	Pray.g_00489
OG0000696	Syaa.g_01394	Pray.g_00490
OG0000697	Syaa.g_01392	Pray.g_00491
OG0000698	Syaa.g_01389	Pray.g_00494
OG0000699	Syaa.g_01387	Pray.g_00495
OG0000700	Syaa.g_01386	Pray.g_00496
OG0000701	Syaa.g_01385	Pray.g_00497
OG0000702	Syaa.g_01376	Pray.g_00499
OG0000703	Syaa.g_01375	Pray.g_00500
OG0000704	Syaa.g_01373	Pray.g_00501
OG0000705	Syaa.g_01365	Pray.g_00505
OG0000706	Syaa.g_01364	Pray.g_00506
OG0000707	Syaa.g_01363	Pray.g_00507
OG0000708	Syaa.g_01360	Pray.g_00508
OG0000709	Syaa.g_01351	Pray.g_00512
OG0000710	Syaa.g_01348	Pray.g_00515
OG0000711	Syaa.g_01320	Pray.g_00532
OG0000712	Syaa.g_01318	Pray.g_00534
OG0000713	Syaa.g_01317	Pray.g_00535
OG0000714	Syaa.g_01315	Pray.g_00536
OG0000715	Syaa.g_01313	Pray.g_00538
OG0000716	Syaa.g_01309	Pray.g_00540
OG0000717	Syaa.g_01308	Pray.g_00541
OG0000718	Syaa.g_01304	Pray.g_00553
OG0000719	Syaa.g_01302	Pray.g_00555
OG0000720	Syaa.g_01289	Pray.g_00564
OG0000721	Syaa.g_01287	Pray.g_00566
OG0000722	Syaa.g_01286	Pray.g_00567
OG0000723	Syaa.g_01268	Pray.g_00570
OG0000724	Syaa.g_00872	Pray.g_00579
OG0000725	Syaa.g_00882	Pray.g_00585
OG0000726	Syaa.g_00883	Pray.g_00586
OG0000727	Syaa.g_00884	Pray.g_00587
OG0000728	Syaa.g_00886	Pray.g_00589
OG0000729	Syaa.g_00100	Pray.g_00634
OG0000730	Syaa.g_02185	Pray.g_00132
OG0000731	Syaa.g_02173	Pray.g_00128
OG0000732	Syaa.g_00054	Pray.g_00118
OG0000733	Syaa.g_02621	Pray.g_00096
OG0000734	Syaa.g_02388	Pray.g_00079
OG0000735	Syaa.g_00754	Pray.g_00077
OG0000736	Syaa.g_00755	Pray.g_00076
OG0000737	Syaa.g_00756	Pray.g_00075
OG0000738	Syaa.g_00761	Pray.g_00071
OG0000739	Syaa.g_00762	Pray.g_00070
OG0000740	Syaa.g_00763	Pray.g_00069
OG0000741	Syaa.g_00766	Pray.g_00068
OG0000742	Syaa.g_00769	Pray.g_00065
OG0000743	Syaa.g_00771	Pray.g_00063
OG0000744	Syaa.g_00772	Pray.g_00062
OG0000745	Syaa.g_00774	Pray.g_00060
OG0000746	Syaa.g_00776	Pray.g_00058
OG0000747	Syaa.g_00777	Pray.g_00057
OG0000748	Syaa.g_00787	Pray.g_00054
OG0000749	Syaa.g_00789	Pray.g_00053
OG0000750	Syaa.g_00790	Pray.g_00052
OG0000751	Syaa.g_00797	Pray.g_00050
OG0000752	Syaa.g_00799	Pray.g_00048
OG0000753	Syaa.g_00802	Pray.g_00045
OG0000754	Syaa.g_01025	Pray.g_00042
OG0000755	Syaa.g_01005	Pray.g_00039
OG0000756	Syaa.g_01004	Pray.g_00038
OG0000757	Syaa.g_00996	Pray.g_00032
OG0000758	Syaa.g_00995	Pray.g_00031
OG0000759	Syaa.g_00994	Pray.g_00030
OG0000760	Syaa.g_00993	Pray.g_00029
OG0000761	Syaa.g_00992	Pray.g_00028
OG0000762	Syaa.g_00988	Pray.g_00027
OG0000763	Syaa.g_00986	Pray.g_00025
OG0000764	Syaa.g_00985	Pray.g_00024
OG0000765	Syaa.g_00968	Pray.g_00015
OG0000766	Syaa.g_00967	Pray.g_00014
OG0000767	Syaa.g_00965	Pray.g_00012
OG0000768	Syaa.g_00964	Pray.g_00011
OG0000769	Syaa.g_00962	Pray.g_00009
OG0000770	Syaa.g_00959	Pray.g_00007
OG0000771	Syaa.g_00866	Pray.g_00250
OG0000772	Syaa.g_01526	Pray.g_01895
OG0000773	Syaa.g_00749	Pray.g_01879
OG0000774	Syaa.g_00745	Pray.g_01877
OG0000775	Syaa.g_00742	Pray.g_01875
OG0000776	Syaa.g_00741	Pray.g_01874
OG0000777	Syaa.g_00740	Pray.g_01873
OG0000778	Syaa.g_00739	Pray.g_01872
OG0000779	Syaa.g_00733	Pray.g_01868
OG0000780	Syaa.g_00730	Pray.g_01867
OG0000781	Syaa.g_00726	Pray.g_01864
OG0000782	Syaa.g_00725	Pray.g_01863
OG0000783	Syaa.g_00724	Pray.g_01862
OG0000784	Syaa.g_00723	Pray.g_01861
OG0000785	Syaa.g_00721	Pray.g_01859
OG0000786	Syaa.g_01875	Pray.g_01857
OG0000787	Syaa.g_01876	Pray.g_01856
OG0000788	Syaa.g_01620	Pray.g_01842
OG0000789	Syaa.g_01434	Pray.g_01839
OG0000790	Syaa.g_02064	Pray.g_01824
OG0000791	Syaa.g_02066	Pray.g_01822
OG0000792	Syaa.g_02067	Pray.g_01821
OG0000793	Syaa.g_02072	Pray.g_01818
OG0000794	Syaa.g_02073	Pray.g_01817
OG0000795	Syaa.g_02074	Pray.g_01816
OG0000796	Syaa.g_02078	Pray.g_01812
OG0000797	Syaa.g_02079	Pray.g_01811
OG0000798	Syaa.g_00494	Pray.g_01799
OG0000799	Syaa.g_01743	Pray.g_01740
OG0000800	Syaa.g_01747	Pray.g_01739
OG0000801	Syaa.g_01748	Pray.g_01738
OG0000802	Syaa.g_01753	Pray.g_01736
OG0000803	Syaa.g_01758	Pray.g_01734
OG0000804	Syaa.g_01761	Pray.g_01733
OG0000805	Syaa.g_01763	Pray.g_01731
OG0000806	Syaa.g_01765	Pray.g_01729
OG0000807	Syaa.g_01767	Pray.g_01728
OG0000808	Syaa.g_01768	Pray.g_01727
OG0000809	Syaa.g_01771	Pray.g_01724
OG0000810	Syaa.g_01772	Pray.g_01723
OG0000811	Syaa.g_01778	Pray.g_01719
OG0000812	Syaa.g_01780	Pray.g_01717
OG0000813	Syaa.g_01781	Pray.g_01716
OG0000814	Syaa.g_01783	Pray.g_01714
OG0000815	Syaa.g_01784	Pray.g_01713
OG0000816	Syaa.g_01785	Pray.g_01711
OG0000817	Syaa.g_01786	Pray.g_01710
OG0000818	Syaa.g_01792	Pray.g_01705
OG0000819	Syaa.g_01793	Pray.g_01704
OG0000820	Syaa.g_01794	Pray.g_01703
OG0000821	Syaa.g_01800	Pray.g_01699
OG0000822	Syaa.g_01802	Pray.g_01698
OG0000823	Syaa.g_01803	Pray.g_01697
OG0000824	Syaa.g_01807	Pray.g_01694
OG0000825	Syaa.g_01808	Pray.g_01693
OG0000826	Syaa.g_01809	Pray.g_01692
OG0000827	Syaa.g_01810	Pray.g_01691
OG0000828	Syaa.g_01813	Pray.g_01688
OG0000829	Syaa.g_01814	Pray.g_01687
OG0000830	Syaa.g_01815	Pray.g_01686
OG0000831	Syaa.g_01817	Pray.g_01684
OG0000832	Syaa.g_00627	Pray.g_01678
OG0000833	Syaa.g_00611	Pray.g_01670
OG0000834	Syaa.g_00608	Pray.g_01669
OG0000835	Syaa.g_00607	Pray.g_01668
OG0000836	Syaa.g_00603	Pray.g_01667
OG0000837	Syaa.g_00601	Pray.g_01666
OG0000838	Syaa.g_00597	Pray.g_01664
OG0000839	Syaa.g_00596	Pray.g_01663
OG0000840	Syaa.g_00595	Pray.g_01662
OG0000841	Syaa.g_00594	Pray.g_01661
OG0000842	Syaa.g_00593	Pray.g_01660
OG0000843	Syaa.g_00592	Pray.g_01659
OG0000844	Syaa.g_00590	Pray.g_01658
OG0000845	Syaa.g_00589	Pray.g_01657
OG0000846	Syaa.g_00588	Pray.g_01656
OG0000847	Syaa.g_00587	Pray.g_01655
OG0000848	Syaa.g_00585	Pray.g_01654
OG0000849	Syaa.g_00584	Pray.g_01653
OG0000850	Syaa.g_00582	Pray.g_01651
OG0000851	Syaa.g_00577	Pray.g_01650
OG0000852	Syaa.g_00576	Pray.g_01649
OG0000853	Syaa.g_00572	Pray.g_01645
OG0000854	Syaa.g_00570	Pray.g_01643
OG0000855	Syaa.g_00569	Pray.g_01642
OG0000856	Syaa.g_01650	Pray.g_01627
OG0000857	Syaa.g_01188	Pray.g_01600
OG0000858	Syaa.g_00563	Pray.g_01565
OG0000859	Syaa.g_00562	Pray.g_01564
OG0000860	Syaa.g_00549	Pray.g_01557
OG0000861	Syaa.g_00548	Pray.g_01556
OG0000862	Syaa.g_00547	Pray.g_01555
OG0000863	Syaa.g_00543	Pray.g_01553
OG0000864	Syaa.g_00542	Pray.g_01552
OG0000865	Syaa.g_00541	Pray.g_01551
OG0000866	Syaa.g_00540	Pray.g_01550
OG0000867	Syaa.g_00539	Pray.g_01549
OG0000868	Syaa.g_00536	Pray.g_01548
OG0000869	Syaa.g_00531	Pray.g_01544
OG0000870	Syaa.g_00526	Pray.g_01539
OG0000871	Syaa.g_00525	Pray.g_01538
OG0000872	Syaa.g_00511	Pray.g_01537
OG0000873	Syaa.g_00497	Pray.g_01534
OG0000874	Syaa.g_00519	Pray.g_01531
OG0000875	Syaa.g_00438	Pray.g_01530
OG0000876	Syaa.g_00682	Pray.g_01529
OG0000877	Syaa.g_00679	Pray.g_01527
OG0000878	Syaa.g_00678	Pray.g_01526
OG0000879	Syaa.g_00677	Pray.g_01525
OG0000880	Syaa.g_00676	Pray.g_01524
OG0000881	Syaa.g_00671	Pray.g_01520
OG0000882	Syaa.g_00666	Pray.g_01515
OG0000883	Syaa.g_00661	Pray.g_01513
OG0000884	Syaa.g_00659	Pray.g_01512
OG0000885	Syaa.g_00658	Pray.g_01511
OG0000886	Syaa.g_00657	Pray.g_01510
OG0000887	Syaa.g_00656	Pray.g_01509
OG0000888	Syaa.g_00654	Pray.g_01507
OG0000889	Syaa.g_00652	Pray.g_01505
OG0000890	Syaa.g_00644	Pray.g_01504
OG0000891	Syaa.g_00643	Pray.g_01503
OG0000892	Syaa.g_00640	Pray.g_01229
OG0000893	Syaa.g_02352	Pray.g_01234
OG0000894	Syaa.g_02349	Pray.g_01236
OG0000895	Syaa.g_02345	Pray.g_01239
OG0000896	Syaa.g_02344	Pray.g_01240
OG0000897	Syaa.g_02342	Pray.g_01242
OG0000898	Syaa.g_02341	Pray.g_01243
OG0000899	Syaa.g_02340	Pray.g_01244
OG0000900	Syaa.g_02339	Pray.g_01245
OG0000901	Syaa.g_02334	Pray.g_01248
OG0000902	Syaa.g_02332	Pray.g_01250
OG0000903	Syaa.g_02313	Pray.g_01253
OG0000904	Syaa.g_02318	Pray.g_01255
OG0000905	Syaa.g_02324	Pray.g_01260
OG0000906	Syaa.g_02327	Pray.g_01261
OG0000907	Syaa.g_02295	Pray.g_01264
OG0000908	Syaa.g_02292	Pray.g_01267
OG0000909	Syaa.g_02291	Pray.g_01268
OG0000910	Syaa.g_02290	Pray.g_01269
OG0000911	Syaa.g_02288	Pray.g_01271
OG0000912	Syaa.g_02287	Pray.g_01272
OG0000913	Syaa.g_02286	Pray.g_01273
OG0000914	Syaa.g_02285	Pray.g_01274
OG0000915	Syaa.g_02283	Pray.g_01275
OG0000916	Syaa.g_02282	Pray.g_01276
OG0000917	Syaa.g_02281	Pray.g_01277
OG0000918	Syaa.g_02280	Pray.g_01278
OG0000919	Syaa.g_02279	Pray.g_01279
OG0000920	Syaa.g_02278	Pray.g_01280
OG0000921	Syaa.g_02277	Pray.g_01281
OG0000922	Syaa.g_02276	Pray.g_01282
OG0000923	Syaa.g_02272	Pray.g_01286
OG0000924	Syaa.g_02271	Pray.g_01287
OG0000925	Syaa.g_02270	Pray.g_01288
OG0000926	Syaa.g_02269	Pray.g_01289
OG0000927	Syaa.g_02267	Pray.g_01291
OG0000928	Syaa.g_02266	Pray.g_01292
OG0000929	Syaa.g_02265	Pray.g_01293
OG0000930	Syaa.g_02264	Pray.g_01294
OG0000931	Syaa.g_02263	Pray.g_01295
OG0000932	Syaa.g_02262	Pray.g_01296
OG0000933	Syaa.g_02256	Pray.g_01300
OG0000934	Syaa.g_02254	Pray.g_01302
OG0000935	Syaa.g_02253	Pray.g_01303
OG0000936	Syaa.g_02252	Pray.g_01304
OG0000937	Syaa.g_02251	Pray.g_01305
OG0000938	Syaa.g_02248	Pray.g_01307
OG0000939	Syaa.g_02247	Pray.g_01308
OG0000940	Syaa.g_02240	Pray.g_01315
OG0000941	Syaa.g_02238	Pray.g_01317
OG0000942	Syaa.g_02236	Pray.g_01319
OG0000943	Syaa.g_02235	Pray.g_01320
OG0000944	Syaa.g_02233	Pray.g_01321
OG0000945	Syaa.g_02231	Pray.g_01322
OG0000946	Syaa.g_02225	Pray.g_01327
OG0000947	Syaa.g_02222	Pray.g_01329
OG0000948	Syaa.g_02221	Pray.g_01330
OG0000949	Syaa.g_00172	Pray.g_01333
OG0000950	Syaa.g_00159	Pray.g_01338
OG0000951	Syaa.g_00153	Pray.g_01342
OG0000952	Syaa.g_00149	Pray.g_01346
OG0000953	Syaa.g_00143	Pray.g_01349
OG0000954	Syaa.g_00138	Pray.g_01353
OG0000955	Syaa.g_00137	Pray.g_01354
OG0000956	Syaa.g_00135	Pray.g_01356
OG0000957	Syaa.g_00125	Pray.g_01362
OG0000958	Syaa.g_00124	Pray.g_01363
OG0000959	Syaa.g_00120	Pray.g_01367
OG0000960	Syaa.g_00119	Pray.g_01368
OG0000961	Syaa.g_00106	Pray.g_01370
OG0000962	Syaa.g_00102	Pray.g_01372
OG0000963	Syaa.g_00097	Pray.g_01376
OG0000964	Syaa.g_00096	Pray.g_01377
OG0000965	Syaa.g_00095	Pray.g_01378
OG0000966	Syaa.g_00083	Pray.g_01385
OG0000967	Syaa.g_00074	Pray.g_01390
OG0000968	Syaa.g_00078	Pray.g_01392
OG0000969	Syaa.g_00077	Pray.g_01393
OG0000970	Syaa.g_00076	Pray.g_01394
OG0000971	Syaa.g_00069	Pray.g_01395
OG0000972	Syaa.g_00068	Pray.g_01396
OG0000973	Syaa.g_00067	Pray.g_01397
OG0000974	Syaa.g_00066	Pray.g_01398
OG0000975	Syaa.g_00065	Pray.g_01399
OG0000976	Syaa.g_00064	Pray.g_01400
OG0000977	Syaa.g_00062	Pray.g_01401
OG0000978	Syaa.g_00061	Pray.g_01402
OG0000979	Syaa.g_00058	Pray.g_01405
OG0000980	Syaa.g_00055	Pray.g_01407
OG0000981	Syaa.g_00052	Pray.g_01409
OG0000982	Syaa.g_02593	Pray.g_01411
OG0000983	Syaa.g_02594	Pray.g_01412
OG0000984	Syaa.g_02595	Pray.g_01413
OG0000985	Syaa.g_02597	Pray.g_01416
OG0000986	Syaa.g_02601	Pray.g_01418
OG0000987	Syaa.g_02603	Pray.g_01419
OG0000988	Syaa.g_02608	Pray.g_01422
OG0000989	Syaa.g_02616	Pray.g_01426
OG0000990	Syaa.g_02647	Pray.g_01429
OG0000991	Syaa.g_02650	Pray.g_01430
OG0000992	Syaa.g_02653	Pray.g_01432
OG0000993	Syaa.g_02654	Pray.g_01433
OG0000994	Syaa.g_02657	Pray.g_01434
OG0000995	Syaa.g_02662	Pray.g_01438
OG0000996	Syaa.g_02705	Pray.g_01439
OG0000997	Syaa.g_02725	Pray.g_01440
OG0000998	Syaa.g_02727	Pray.g_01442
OG0000999	Syaa.g_02728	Pray.g_01443
OG0001000	Syaa.g_02732	Pray.g_01446
OG0001001	Syaa.g_02738	Pray.g_01448
OG0001002	Syaa.g_02745	Pray.g_01452
OG0001003	Syaa.g_02747	Pray.g_01453
OG0001004	Syaa.g_02748	Pray.g_01454
OG0001005	Syaa.g_02749	Pray.g_01455
OG0001006	Syaa.g_02756	Pray.g_01459
OG0001007	Syaa.g_02758	Pray.g_01461
OG0001008	Syaa.g_00704	Pray.g_00927
OG0001009	Syaa.g_00034	Pray.g_01489
OG0001010	Syaa.g_00035	Pray.g_01490
OG0001011	Syaa.g_00037	Pray.g_01491
OG0001012	Syaa.g_02589	Pray.g_00240
OG0001013	Syaa.g_02576	Pray.g_00235
OG0001014	Syaa.g_02572	Pray.g_00232
OG0001015	Syaa.g_02571	Pray.g_00231
OG0001016	Syaa.g_00348	Pray.g_00216
OG0001017	Syaa.g_00342	Pray.g_00212
OG0001018	Syaa.g_00340	Pray.g_00209
OG0001019	Syaa.g_00323	Pray.g_00200
OG0001020	Syaa.g_02355	Pray.g_00199
OG0001021	Syaa.g_02359	Pray.g_00198
OG0001022	Syaa.g_02365	Pray.g_00195
OG0001023	Syaa.g_02366	Pray.g_00194
OG0001024	Syaa.g_02370	Pray.g_00191
OG0001025	Syaa.g_02377	Pray.g_00185
OG0001026	Syaa.g_02390	Pray.g_00178
OG0001027	Syaa.g_02397	Pray.g_00177
OG0001028	Syaa.g_02399	Pray.g_00175
OG0001029	Syaa.g_02401	Pray.g_00174
OG0001030	Syaa.g_02422	Pray.g_00159
OG0001031	Syaa.g_02500	Pray.g_00667
OG0001032	Syaa.g_02502	Pray.g_00668
OG0001033	Syaa.g_02539	Pray.g_00689
OG0001034	Syaa.g_02108	Pray.g_00717
OG0001035	Syaa.g_00298	Pray.g_00735
OG0001036	Syaa.g_00293	Pray.g_00739
OG0001037	Syaa.g_00291	Pray.g_00740
OG0001038	Syaa.g_00264	Pray.g_00757
OG0001039	Syaa.g_00261	Pray.g_00760
OG0001040	Syaa.g_00258	Pray.g_00762
OG0001041	Syaa.g_00253	Pray.g_00766
OG0001042	Syaa.g_00227	Pray.g_00782
OG0001043	Syaa.g_00223	Pray.g_00783
OG0001044	Syaa.g_02183	Pray.g_00811
OG0001045	Syaa.g_02170	Pray.g_00820
OG0001046	Syaa.g_01332	Pray.g_00857
OG0001047	Syaa.g_00706	Pray.g_00929
OG0001048	Syaa.g_00707	Pray.g_00930
OG0001049	Syaa.g_00710	Pray.g_00932
OG0001050	Syaa.g_00711	Pray.g_00933
OG0001051	Syaa.g_00712	Pray.g_00934
OG0001052	Syaa.g_01846	Pray.g_00961
OG0001053	Syaa.g_02048	Pray.g_00973
OG0001054	Syaa.g_02031	Pray.g_00989
OG0001055	Syaa.g_02010	Pray.g_01008
OG0001056	Syaa.g_01975	Pray.g_01225
OG0001057	Syaa.g_01966	Pray.g_01220
OG0001058	Syaa.g_01951	Pray.g_01212
OG0001059	Syaa.g_01947	Pray.g_01208
OG0001060	Syaa.g_01941	Pray.g_01201
OG0001061	Syaa.g_01919	Pray.g_01188
OG0001062	Syaa.g_01917	Pray.g_01186
OG0001063	Syaa.g_01912	Pray.g_01184
OG0001064	Syaa.g_01911	Pray.g_01183
OG0001065	Syaa.g_01910	Pray.g_01182
OG0001066	Syaa.g_01909	Pray.g_01181
OG0001067	Syaa.g_01908	Pray.g_01180
OG0001068	Syaa.g_01907	Pray.g_01179
OG0001069	Syaa.g_01906	Pray.g_01178
OG0001070	Syaa.g_01903	Pray.g_01175
OG0001071	Syaa.g_01902	Pray.g_01174
OG0001072	Syaa.g_01898	Pray.g_01173
OG0001073	Syaa.g_01884	Pray.g_01159
OG0001074	Syaa.g_01678	Pray.g_01148
OG0001075	Syaa.g_01676	Pray.g_01147
OG0001076	Syaa.g_01659	Pray.g_01139
OG0001077	Syaa.g_01647	Pray.g_01135
OG0001078	Syaa.g_01632	Pray.g_01127
OG0001079	Syaa.g_01619	Pray.g_01116
OG0001080	Syaa.g_01443	Pray.g_01110
OG0001081	Syaa.g_01056	Pray.g_01108
OG0001082	Syaa.g_01057	Pray.g_01107
OG0001083	Syaa.g_01064	Pray.g_01102
OG0001084	Syaa.g_01065	Pray.g_01101
OG0001085	Syaa.g_01075	Pray.g_01093
OG0001086	Syaa.g_01077	Pray.g_01092
OG0001087	Syaa.g_00920	Pray.g_01075
OG0001088	Syaa.g_00916	Pray.g_01074
OG0001089	Syaa.g_00890	Pray.g_01066
OG0001090	Syaa.g_01237	Pray.g_01039
OG0001091	Syaa.g_01239	Pray.g_01037
OG0001092	Syaa.g_01242	Pray.g_01036
OG0001093	Syaa.g_01248	Pray.g_01031
OG0001094	Syaa.g_01148	Pray.g_00342
OG0001095	Syaa.g_01185	Pray.g_00361
OG0001096	Syaa.g_01200	Pray.g_00374
OG0001097	Syaa.g_00828	Pray.g_00393
OG0001098	Syaa.g_01441	Pray.g_00408
OG0001099	Syaa.g_02400	Pray.g_00440
OG0001100	Syaa.g_01086	Pray.g_00444
OG0001101	Syaa.g_01088	Pray.g_00446
OG0001102	Syaa.g_01091	Pray.g_00449
OG0001103	Syaa.g_01093	Pray.g_00451
OG0001104	Syaa.g_01133	Pray.g_00474
OG0001105	Syaa.g_01137	Pray.g_00478
OG0001106	Syaa.g_01372	Pray.g_00502
OG0001107	Syaa.g_01359	Pray.g_00509
OG0001108	Syaa.g_01350	Pray.g_00513
OG0001109	Syaa.g_01349	Pray.g_00514
OG0001110	Syaa.g_01347	Pray.g_00516
OG0001111	Syaa.g_01345	Pray.g_00517
OG0001112	Syaa.g_01343	Pray.g_00518
OG0001113	Syaa.g_01342	Pray.g_00519
OG0001114	Syaa.g_01341	Pray.g_00520
OG0001115	Syaa.g_01337	Pray.g_00522
OG0001116	Syaa.g_01335	Pray.g_00523
OG0001117	Syaa.g_01334	Pray.g_00524
OG0001118	Syaa.g_01333	Pray.g_00525
OG0001119	Syaa.g_01331	Pray.g_00526
OG0001120	Syaa.g_01328	Pray.g_00528
OG0001121	Syaa.g_01125	Pray.g_00099, Pray.g_00531
OG0001122	Syaa.g_01301	Pray.g_00556
OG0001123	Syaa.g_01294	Pray.g_00560
OG0001124	Syaa.g_01292	Pray.g_00562
OG0001125	Syaa.g_01290	Pray.g_00563
OG0001126	Syaa.g_00864	Pray.g_00573
OG0001127	Syaa.g_00865	Pray.g_00574
OG0001128	Syaa.g_00868	Pray.g_00576
OG0001129	Syaa.g_00870	Pray.g_00577
OG0001130	Syaa.g_00871	Pray.g_00578
OG0001131	Syaa.g_01108	Pray.g_00614
OG0001132	Syaa.g_01468	Pray.g_00623
OG0001133	Syaa.g_01656	Pray.g_00112
