Orthogroup	Syaa	Pram
OG0000567	Syaa.g_01931	Pram.g_00506
OG0000568	Syaa.g_01928	Pram.g_00507
OG0000569	Syaa.g_01925	Pram.g_00508
OG0000570	Syaa.g_01924	Pram.g_00509
OG0000571	Syaa.g_01920	Pram.g_00511
OG0000572	Syaa.g_01904	Pram.g_00523
OG0000573	Syaa.g_01896	Pram.g_00529
OG0000574	Syaa.g_01895	Pram.g_00530
OG0000575	Syaa.g_01891	Pram.g_00534
OG0000576	Syaa.g_01889	Pram.g_00536
OG0000577	Syaa.g_01888	Pram.g_00537
OG0000578	Syaa.g_01887	Pram.g_00538
OG0000579	Syaa.g_01886	Pram.g_00539
OG0000580	Syaa.g_01885	Pram.g_00540
OG0000581	Syaa.g_01879	Pram.g_00543
OG0000582	Syaa.g_01687	Pram.g_00546
OG0000583	Syaa.g_01686	Pram.g_00547
OG0000584	Syaa.g_01685	Pram.g_00548
OG0000585	Syaa.g_01683	Pram.g_00550
OG0000586	Syaa.g_01682	Pram.g_00551
OG0000587	Syaa.g_01680	Pram.g_00552
OG0000588	Syaa.g_01666	Pram.g_00556
OG0000589	Syaa.g_01662	Pram.g_00559
OG0000590	Syaa.g_01661	Pram.g_00560
OG0000591	Syaa.g_01653	Pram.g_00564
OG0000592	Syaa.g_01652	Pram.g_00565
OG0000593	Syaa.g_01638	Pram.g_01078
OG0000594	Syaa.g_01637	Pram.g_01077
OG0000595	Syaa.g_01636	Pram.g_01076
OG0000596	Syaa.g_01630	Pram.g_01073
OG0000597	Syaa.g_01627	Pram.g_01070
OG0000598	Syaa.g_01626	Pram.g_01069
OG0000599	Syaa.g_01623	Pram.g_01066
OG0000600	Syaa.g_01622	Pram.g_01065
OG0000601	Syaa.g_01621	Pram.g_01064
OG0000602	Syaa.g_01616	Pram.g_01062
OG0000603	Syaa.g_01615	Pram.g_01061
OG0000604	Syaa.g_01612	Pram.g_01060
OG0000605	Syaa.g_01447	Pram.g_01059
OG0000606	Syaa.g_01055	Pram.g_01056
OG0000607	Syaa.g_01058	Pram.g_01053
OG0000608	Syaa.g_01059	Pram.g_01052
OG0000609	Syaa.g_01061	Pram.g_01051
OG0000610	Syaa.g_01068	Pram.g_01045
OG0000611	Syaa.g_01071	Pram.g_01042
OG0000612	Syaa.g_01072	Pram.g_01041
OG0000613	Syaa.g_00199	Pram.g_00763
OG0000614	Syaa.g_00906	Pram.g_00784
OG0000615	Syaa.g_01113	Pram.g_00795
OG0000616	Syaa.g_02742	Pram.g_01927
OG0000617	Syaa.g_01244	Pram.g_01024
OG0000618	Syaa.g_01245	Pram.g_01023
OG0000619	Syaa.g_01246	Pram.g_01022
OG0000620	Syaa.g_01259	Pram.g_01019
OG0000621	Syaa.g_01260	Pram.g_01018
OG0000622	Syaa.g_01261	Pram.g_01017
OG0000623	Syaa.g_01262	Pram.g_01016
OG0000624	Syaa.g_01264	Pram.g_01014
OG0000625	Syaa.g_01265	Pram.g_01013
OG0000626	Syaa.g_01266	Pram.g_01012
OG0000627	Syaa.g_01414	Pram.g_01011
OG0000628	Syaa.g_01413	Pram.g_01010
OG0000629	Syaa.g_01410	Pram.g_01008
OG0000630	Syaa.g_01406	Pram.g_01005
OG0000631	Syaa.g_01400	Pram.g_00913
OG0000632	Syaa.g_01399	Pram.g_00914
OG0000633	Syaa.g_01397	Pram.g_00915
OG0000634	Syaa.g_01150	Pram.g_00805
OG0000635	Syaa.g_01151	Pram.g_00806
OG0000636	Syaa.g_01153	Pram.g_00808
OG0000637	Syaa.g_01155	Pram.g_00810
OG0000638	Syaa.g_01156	Pram.g_00811
OG0000639	Syaa.g_01157	Pram.g_00812
OG0000640	Syaa.g_01158	Pram.g_00813
OG0000641	Syaa.g_01162	Pram.g_00817
OG0000642	Syaa.g_01163	Pram.g_00818
OG0000643	Syaa.g_01165	Pram.g_00819
OG0000644	Syaa.g_01166	Pram.g_00820
OG0000645	Syaa.g_01184	Pram.g_00821
OG0000646	Syaa.g_01187	Pram.g_00823
OG0000647	Syaa.g_01189	Pram.g_00825
OG0000648	Syaa.g_01191	Pram.g_00827
OG0000649	Syaa.g_01192	Pram.g_00828
OG0000650	Syaa.g_01193	Pram.g_00829
OG0000651	Syaa.g_01194	Pram.g_00830
OG0000652	Syaa.g_01195	Pram.g_00831
OG0000653	Syaa.g_01197	Pram.g_00833
OG0000654	Syaa.g_01198	Pram.g_00834
OG0000655	Syaa.g_01199	Pram.g_00835
OG0000656	Syaa.g_01202	Pram.g_00838
OG0000657	Syaa.g_00838	Pram.g_00845
OG0000658	Syaa.g_00836	Pram.g_00847
OG0000659	Syaa.g_00835	Pram.g_00848
OG0000660	Syaa.g_00831	Pram.g_00852
OG0000661	Syaa.g_00829	Pram.g_00854
OG0000662	Syaa.g_00827	Pram.g_00857
OG0000663	Syaa.g_00824	Pram.g_00859
OG0000664	Syaa.g_00823	Pram.g_00860
OG0000665	Syaa.g_01442	Pram.g_00866
OG0000666	Syaa.g_01448	Pram.g_00867
OG0000668	Syaa.g_01300	Pram.g_00713
OG0000669	Syaa.g_01084	Pram.g_00724
OG0000670	Syaa.g_01087	Pram.g_00727
OG0000671	Syaa.g_01089	Pram.g_00729
OG0000672	Syaa.g_01092	Pram.g_00732
OG0000673	Syaa.g_01095	Pram.g_00735
OG0000674	Syaa.g_01097	Pram.g_00737
OG0000675	Syaa.g_01098	Pram.g_00738
OG0000676	Syaa.g_01100	Pram.g_00740
OG0000677	Syaa.g_01101	Pram.g_00741
OG0000678	Syaa.g_01106	Pram.g_00743
OG0000679	Syaa.g_01116	Pram.g_00747
OG0000680	Syaa.g_01117	Pram.g_00748
OG0000681	Syaa.g_01120	Pram.g_00751
OG0000682	Syaa.g_01121	Pram.g_00752
OG0000683	Syaa.g_01122	Pram.g_00753
OG0000684	Syaa.g_01132	Pram.g_00754
OG0000685	Syaa.g_01134	Pram.g_00756
OG0000686	Syaa.g_01135	Pram.g_00757
OG0000687	Syaa.g_01136	Pram.g_00758
OG0000688	Syaa.g_01140	Pram.g_01036
OG0000689	Syaa.g_01142	Pram.g_01035
OG0000690	Syaa.g_01143	Pram.g_01034
OG0000691	Syaa.g_01144	Pram.g_01033
OG0000692	Syaa.g_01145	Pram.g_01031
OG0000693	Syaa.g_01146	Pram.g_01030
OG0000694	Syaa.g_01147	Pram.g_01029
OG0000695	Syaa.g_01395	Pram.g_00917
OG0000696	Syaa.g_01394	Pram.g_00918
OG0000697	Syaa.g_01392	Pram.g_00919
OG0000698	Syaa.g_01389	Pram.g_00922
OG0000699	Syaa.g_01387	Pram.g_00923
OG0000700	Syaa.g_01386	Pram.g_00924
OG0000701	Syaa.g_01385	Pram.g_00925
OG0000702	Syaa.g_01376	Pram.g_00927
OG0000703	Syaa.g_01375	Pram.g_00928
OG0000704	Syaa.g_01373	Pram.g_00930
OG0000705	Syaa.g_01365	Pram.g_00936
OG0000706	Syaa.g_01364	Pram.g_00937
OG0000707	Syaa.g_01363	Pram.g_00938
OG0000708	Syaa.g_01360	Pram.g_00940
OG0000709	Syaa.g_01351	Pram.g_00944
OG0000710	Syaa.g_01348	Pram.g_00947
OG0000711	Syaa.g_01320	Pram.g_00963
OG0000712	Syaa.g_01318	Pram.g_00964
OG0000713	Syaa.g_01317	Pram.g_00965
OG0000714	Syaa.g_01315	Pram.g_00966
OG0000715	Syaa.g_01313	Pram.g_00968
OG0000716	Syaa.g_01309	Pram.g_00970
OG0000717	Syaa.g_01308	Pram.g_00971
OG0000718	Syaa.g_01304	Pram.g_00973
OG0000719	Syaa.g_01302	Pram.g_00975
OG0000720	Syaa.g_01289	Pram.g_00986
OG0000721	Syaa.g_01287	Pram.g_00990
OG0000722	Syaa.g_01286	Pram.g_00991
OG0000723	Syaa.g_01268	Pram.g_00995
OG0000724	Syaa.g_00872	Pram.g_00893
OG0000725	Syaa.g_00882	Pram.g_00887
OG0000726	Syaa.g_00883	Pram.g_00886
OG0000727	Syaa.g_00884	Pram.g_00885
OG0000728	Syaa.g_00886	Pram.g_00883
OG0000729	Syaa.g_00100	Pram.g_01208
OG0000730	Syaa.g_02185	Pram.g_01182
OG0000731	Syaa.g_02173	Pram.g_00335
OG0000733	Syaa.g_02621	Pram.g_01547
OG0000734	Syaa.g_02388	Pram.g_01156
OG0000735	Syaa.g_00754	Pram.g_01154
OG0000736	Syaa.g_00755	Pram.g_01153
OG0000737	Syaa.g_00756	Pram.g_01152
OG0000738	Syaa.g_00761	Pram.g_01148
OG0000739	Syaa.g_00762	Pram.g_01147
OG0000740	Syaa.g_00763	Pram.g_01146
OG0000741	Syaa.g_00766	Pram.g_01144
OG0000742	Syaa.g_00769	Pram.g_01141
OG0000743	Syaa.g_00771	Pram.g_01139
OG0000744	Syaa.g_00772	Pram.g_01137
OG0000745	Syaa.g_00774	Pram.g_01136
OG0000746	Syaa.g_00776	Pram.g_01134
OG0000747	Syaa.g_00777	Pram.g_01133
OG0000748	Syaa.g_00787	Pram.g_01129
OG0000749	Syaa.g_00789	Pram.g_01128
OG0000750	Syaa.g_00790	Pram.g_01127
OG0000751	Syaa.g_00797	Pram.g_01124
OG0000752	Syaa.g_00799	Pram.g_01122
OG0000753	Syaa.g_00802	Pram.g_01119
OG0000754	Syaa.g_01025	Pram.g_01117
OG0000755	Syaa.g_01005	Pram.g_01111
OG0000756	Syaa.g_01004	Pram.g_01110
OG0000757	Syaa.g_00996	Pram.g_01103
OG0000758	Syaa.g_00995	Pram.g_01102
OG0000759	Syaa.g_00994	Pram.g_01101
OG0000760	Syaa.g_00993	Pram.g_01100
OG0000761	Syaa.g_00992	Pram.g_01099
OG0000762	Syaa.g_00988	Pram.g_01098
OG0000763	Syaa.g_00986	Pram.g_01096
OG0000764	Syaa.g_00985	Pram.g_01095
OG0000765	Syaa.g_00968	Pram.g_01087
OG0000766	Syaa.g_00967	Pram.g_01086
OG0000767	Syaa.g_00965	Pram.g_01084
OG0000768	Syaa.g_00964	Pram.g_01083
OG0000769	Syaa.g_00962	Pram.g_01081
OG0000770	Syaa.g_00959	Pram.g_00570
OG0000771	Syaa.g_00866	Pram.g_01254
OG0000772	Syaa.g_01526	Pram.g_01569
OG0000773	Syaa.g_00749	Pram.g_01221
OG0000774	Syaa.g_00745	Pram.g_01223
OG0000775	Syaa.g_00742	Pram.g_01225
OG0000776	Syaa.g_00741	Pram.g_01226
OG0000777	Syaa.g_00740	Pram.g_01227
OG0000778	Syaa.g_00739	Pram.g_01228
OG0000779	Syaa.g_00733	Pram.g_01232
OG0000780	Syaa.g_00730	Pram.g_01233
OG0000781	Syaa.g_00726	Pram.g_01236
OG0000782	Syaa.g_00725	Pram.g_01237
OG0000783	Syaa.g_00724	Pram.g_01238
OG0000784	Syaa.g_00723	Pram.g_01239
OG0000785	Syaa.g_00721	Pram.g_01241
OG0000786	Syaa.g_01875	Pram.g_01244
OG0000787	Syaa.g_01876	Pram.g_01245
OG0000788	Syaa.g_01620	Pram.g_01271
OG0000789	Syaa.g_01434	Pram.g_01281
OG0000790	Syaa.g_02064	Pram.g_01463
OG0000791	Syaa.g_02066	Pram.g_01461
OG0000792	Syaa.g_02067	Pram.g_01460
OG0000793	Syaa.g_02072	Pram.g_01456
OG0000794	Syaa.g_02073	Pram.g_01455
OG0000795	Syaa.g_02074	Pram.g_01454
OG0000796	Syaa.g_02078	Pram.g_01450
OG0000797	Syaa.g_02079	Pram.g_01449
OG0000798	Syaa.g_00265	Pram.g_01444
OG0000798	Syaa.g_00494	Pram.g_01415
OG0000799	Syaa.g_01743	Pram.g_01398
OG0000800	Syaa.g_01747	Pram.g_01397
OG0000801	Syaa.g_01748	Pram.g_01396
OG0000802	Syaa.g_01753	Pram.g_01394
OG0000803	Syaa.g_01758	Pram.g_01392
OG0000804	Syaa.g_01761	Pram.g_01391
OG0000805	Syaa.g_01763	Pram.g_01389
OG0000806	Syaa.g_01765	Pram.g_01387
OG0000807	Syaa.g_01767	Pram.g_01386
OG0000808	Syaa.g_01768	Pram.g_01385
OG0000809	Syaa.g_01771	Pram.g_01383
OG0000810	Syaa.g_01772	Pram.g_01382
OG0000811	Syaa.g_01778	Pram.g_01375
OG0000812	Syaa.g_01780	Pram.g_01373
OG0000813	Syaa.g_01781	Pram.g_01372
OG0000814	Syaa.g_01783	Pram.g_01370
OG0000815	Syaa.g_01784	Pram.g_01369
OG0000816	Syaa.g_01785	Pram.g_01367
OG0000817	Syaa.g_01786	Pram.g_01366
OG0000818	Syaa.g_01792	Pram.g_01361
OG0000819	Syaa.g_01793	Pram.g_01360
OG0000820	Syaa.g_01794	Pram.g_01359
OG0000821	Syaa.g_01800	Pram.g_01355
OG0000822	Syaa.g_01802	Pram.g_01354
OG0000823	Syaa.g_01803	Pram.g_01353
OG0000824	Syaa.g_01807	Pram.g_01350
OG0000825	Syaa.g_01808	Pram.g_01349
OG0000826	Syaa.g_01809	Pram.g_01348
OG0000827	Syaa.g_01810	Pram.g_01347
OG0000828	Syaa.g_01813	Pram.g_01344
OG0000829	Syaa.g_01814	Pram.g_01343
OG0000830	Syaa.g_01815	Pram.g_01342
OG0000831	Syaa.g_01817	Pram.g_01340
OG0000832	Syaa.g_00627	Pram.g_01330
OG0000833	Syaa.g_00611	Pram.g_01321
OG0000834	Syaa.g_00608	Pram.g_01320
OG0000835	Syaa.g_00607	Pram.g_01319
OG0000836	Syaa.g_00603	Pram.g_01318
OG0000837	Syaa.g_00601	Pram.g_01317
OG0000838	Syaa.g_00597	Pram.g_01314
OG0000839	Syaa.g_00596	Pram.g_01313
OG0000840	Syaa.g_00595	Pram.g_01312
OG0000841	Syaa.g_00594	Pram.g_01311
OG0000842	Syaa.g_00593	Pram.g_01310
OG0000843	Syaa.g_00592	Pram.g_01309
OG0000844	Syaa.g_00590	Pram.g_01308
OG0000845	Syaa.g_00589	Pram.g_01307
OG0000846	Syaa.g_00588	Pram.g_01306
OG0000847	Syaa.g_00587	Pram.g_01305
OG0000848	Syaa.g_00585	Pram.g_01304
OG0000849	Syaa.g_00584	Pram.g_01303
OG0000850	Syaa.g_00582	Pram.g_01301
OG0000851	Syaa.g_00577	Pram.g_01300
OG0000852	Syaa.g_00576	Pram.g_01299
OG0000853	Syaa.g_00572	Pram.g_01294
OG0000854	Syaa.g_00570	Pram.g_01292
OG0000855	Syaa.g_00569	Pram.g_01291
OG0000856	Syaa.g_01650	Pram.g_00567
OG0000857	Syaa.g_01188	Pram.g_00824
OG0000858	Syaa.g_00563	Pram.g_01625
OG0000859	Syaa.g_00562	Pram.g_01626
OG0000860	Syaa.g_00549	Pram.g_01634
OG0000861	Syaa.g_00548	Pram.g_01635
OG0000862	Syaa.g_00547	Pram.g_01636
OG0000863	Syaa.g_00543	Pram.g_01638
OG0000864	Syaa.g_00542	Pram.g_01639
OG0000865	Syaa.g_00541	Pram.g_01640
OG0000866	Syaa.g_00540	Pram.g_01641
OG0000867	Syaa.g_00539	Pram.g_01642
OG0000868	Syaa.g_00536	Pram.g_01644
OG0000869	Syaa.g_00531	Pram.g_01647
OG0000870	Syaa.g_00526	Pram.g_01652
OG0000871	Syaa.g_00525	Pram.g_01653
OG0000872	Syaa.g_00511	Pram.g_01654
OG0000873	Syaa.g_00497	Pram.g_01657
OG0000874	Syaa.g_00519	Pram.g_01660
OG0000875	Syaa.g_00438	Pram.g_01662
OG0000876	Syaa.g_00682	Pram.g_01663
OG0000877	Syaa.g_00679	Pram.g_01665
OG0000878	Syaa.g_00678	Pram.g_01666
OG0000879	Syaa.g_00677	Pram.g_01667
OG0000880	Syaa.g_00676	Pram.g_01668
OG0000881	Syaa.g_00671	Pram.g_01672
OG0000882	Syaa.g_00666	Pram.g_01677
OG0000883	Syaa.g_00661	Pram.g_01679
OG0000884	Syaa.g_00659	Pram.g_01681
OG0000885	Syaa.g_00658	Pram.g_01682
OG0000886	Syaa.g_00657	Pram.g_01683
OG0000887	Syaa.g_00656	Pram.g_01684
OG0000888	Syaa.g_00654	Pram.g_01686
OG0000889	Syaa.g_00652	Pram.g_01688
OG0000890	Syaa.g_00644	Pram.g_01689
OG0000891	Syaa.g_00643	Pram.g_01690
OG0000892	Syaa.g_00640	Pram.g_01691
OG0000893	Syaa.g_02352	Pram.g_01695
OG0000894	Syaa.g_02349	Pram.g_01698
OG0000895	Syaa.g_02345	Pram.g_01702
OG0000896	Syaa.g_02344	Pram.g_01703
OG0000897	Syaa.g_02342	Pram.g_01705
OG0000898	Syaa.g_02341	Pram.g_01706
OG0000899	Syaa.g_02340	Pram.g_01707
OG0000900	Syaa.g_02339	Pram.g_01708
OG0000901	Syaa.g_02334	Pram.g_01711
OG0000902	Syaa.g_02332	Pram.g_01713
OG0000903	Syaa.g_02313	Pram.g_01717
OG0000904	Syaa.g_02318	Pram.g_01722
OG0000905	Syaa.g_02324	Pram.g_01715
OG0000906	Syaa.g_02327	Pram.g_01714
OG0000907	Syaa.g_02295	Pram.g_01727
OG0000908	Syaa.g_02292	Pram.g_01730
OG0000909	Syaa.g_02291	Pram.g_01731
OG0000910	Syaa.g_02290	Pram.g_01732
OG0000911	Syaa.g_02288	Pram.g_01734
OG0000912	Syaa.g_02287	Pram.g_01735
OG0000913	Syaa.g_02286	Pram.g_01736
OG0000914	Syaa.g_02285	Pram.g_01737
OG0000915	Syaa.g_02283	Pram.g_01738
OG0000916	Syaa.g_02282	Pram.g_01739
OG0000917	Syaa.g_02281	Pram.g_01740
OG0000918	Syaa.g_02280	Pram.g_01741
OG0000919	Syaa.g_02279	Pram.g_01742
OG0000920	Syaa.g_02278	Pram.g_01743
OG0000921	Syaa.g_02277	Pram.g_01744
OG0000922	Syaa.g_02276	Pram.g_01745
OG0000923	Syaa.g_02272	Pram.g_01749
OG0000924	Syaa.g_02271	Pram.g_01750
OG0000925	Syaa.g_02270	Pram.g_01751
OG0000926	Syaa.g_02269	Pram.g_01752
OG0000927	Syaa.g_02267	Pram.g_01754
OG0000928	Syaa.g_02266	Pram.g_01755
OG0000929	Syaa.g_02265	Pram.g_01756
OG0000930	Syaa.g_02264	Pram.g_01757
OG0000931	Syaa.g_02263	Pram.g_01758
OG0000932	Syaa.g_02262	Pram.g_01759
OG0000933	Syaa.g_02256	Pram.g_01763
OG0000934	Syaa.g_02254	Pram.g_01765
OG0000935	Syaa.g_02253	Pram.g_01766
OG0000936	Syaa.g_02252	Pram.g_01767
OG0000937	Syaa.g_02251	Pram.g_01768
OG0000938	Syaa.g_02248	Pram.g_01771
OG0000939	Syaa.g_02247	Pram.g_01772
OG0000940	Syaa.g_02240	Pram.g_01779
OG0000941	Syaa.g_02238	Pram.g_01781
OG0000942	Syaa.g_02236	Pram.g_01783
OG0000943	Syaa.g_02235	Pram.g_01784
OG0000944	Syaa.g_02233	Pram.g_01786
OG0000945	Syaa.g_02231	Pram.g_01787
OG0000946	Syaa.g_02225	Pram.g_01793
OG0000947	Syaa.g_02222	Pram.g_01795
OG0000948	Syaa.g_02221	Pram.g_01796
OG0000949	Syaa.g_00172	Pram.g_01799
OG0000950	Syaa.g_00159	Pram.g_01806
OG0000951	Syaa.g_00153	Pram.g_01810
OG0000952	Syaa.g_00149	Pram.g_01814
OG0000953	Syaa.g_00143	Pram.g_01818
OG0000954	Syaa.g_00138	Pram.g_01822
OG0000955	Syaa.g_00137	Pram.g_01823
OG0000956	Syaa.g_00135	Pram.g_01825
OG0000957	Syaa.g_00125	Pram.g_01831
OG0000958	Syaa.g_00124	Pram.g_01832
OG0000959	Syaa.g_00120	Pram.g_01836
OG0000960	Syaa.g_00119	Pram.g_01837
OG0000961	Syaa.g_00106	Pram.g_01840
OG0000962	Syaa.g_00102	Pram.g_01842
OG0000963	Syaa.g_00097	Pram.g_01846
OG0000964	Syaa.g_00096	Pram.g_01847
OG0000965	Syaa.g_00095	Pram.g_01848
OG0000966	Syaa.g_00083	Pram.g_01854
OG0000967	Syaa.g_00074	Pram.g_01858
OG0000968	Syaa.g_00078	Pram.g_01860
OG0000969	Syaa.g_00077	Pram.g_01861
OG0000970	Syaa.g_00076	Pram.g_01862
OG0000971	Syaa.g_00069	Pram.g_01863
OG0000972	Syaa.g_00068	Pram.g_01864
OG0000973	Syaa.g_00067	Pram.g_01865
OG0000974	Syaa.g_00066	Pram.g_01866
OG0000975	Syaa.g_00065	Pram.g_01867
OG0000976	Syaa.g_00064	Pram.g_01868
OG0000977	Syaa.g_00062	Pram.g_01869
OG0000978	Syaa.g_00061	Pram.g_01870
OG0000979	Syaa.g_00058	Pram.g_01873
OG0000980	Syaa.g_00055	Pram.g_01875
OG0000981	Syaa.g_00052	Pram.g_01878
OG0000982	Syaa.g_02593	Pram.g_01880
OG0000983	Syaa.g_02594	Pram.g_01881
OG0000984	Syaa.g_02595	Pram.g_01882
OG0000985	Syaa.g_02597	Pram.g_01885
OG0000986	Syaa.g_02601	Pram.g_01887
OG0000987	Syaa.g_02603	Pram.g_01888
OG0000988	Syaa.g_02608	Pram.g_01891
OG0000989	Syaa.g_02616	Pram.g_01895
OG0000990	Syaa.g_02647	Pram.g_01900
OG0000991	Syaa.g_02650	Pram.g_01901
OG0000992	Syaa.g_02653	Pram.g_01904
OG0000993	Syaa.g_02654	Pram.g_01905
OG0000994	Syaa.g_02657	Pram.g_01906
OG0000995	Syaa.g_02662	Pram.g_01910
OG0000996	Syaa.g_02705	Pram.g_01911
OG0000997	Syaa.g_02725	Pram.g_01913
OG0000998	Syaa.g_02727	Pram.g_01915
OG0000999	Syaa.g_02728	Pram.g_01916
OG0001000	Syaa.g_02732	Pram.g_01919
OG0001001	Syaa.g_02738	Pram.g_01924
OG0001002	Syaa.g_02745	Pram.g_01929
OG0001003	Syaa.g_02747	Pram.g_01930
OG0001004	Syaa.g_02748	Pram.g_01931
OG0001005	Syaa.g_02749	Pram.g_01932
OG0001006	Syaa.g_02756	Pram.g_01936
OG0001007	Syaa.g_02758	Pram.g_01938
OG0001008	Syaa.g_00704	Pram.g_00372
OG0001009	Syaa.g_00034	Pram.g_00014
OG0001010	Syaa.g_00035	Pram.g_00015
OG0001011	Syaa.g_00037	Pram.g_00016
OG0001012	Syaa.g_02589	Pram.g_00028
OG0001013	Syaa.g_02576	Pram.g_00035
OG0001014	Syaa.g_02572	Pram.g_00038
OG0001015	Syaa.g_02571	Pram.g_00039
OG0001016	Syaa.g_00348	Pram.g_00058
OG0001017	Syaa.g_00342	Pram.g_00062
OG0001018	Syaa.g_00340	Pram.g_00064
OG0001019	Syaa.g_00323	Pram.g_00073
OG0001020	Syaa.g_02355	Pram.g_00074
OG0001021	Syaa.g_02359	Pram.g_00075
OG0001022	Syaa.g_02365	Pram.g_00078
OG0001023	Syaa.g_02366	Pram.g_00079
OG0001024	Syaa.g_02370	Pram.g_00082
OG0001025	Syaa.g_02377	Pram.g_00089
OG0001026	Syaa.g_02390	Pram.g_00097
OG0001027	Syaa.g_02397	Pram.g_00098
OG0001028	Syaa.g_02399	Pram.g_00100
OG0001029	Syaa.g_02401	Pram.g_00101
OG0001030	Syaa.g_02422	Pram.g_00117
OG0001031	Syaa.g_02500	Pram.g_00171
OG0001032	Syaa.g_02502	Pram.g_00172
OG0001033	Syaa.g_02539	Pram.g_00193
OG0001034	Syaa.g_02108	Pram.g_00223
OG0001035	Syaa.g_00298	Pram.g_00243
OG0001036	Syaa.g_00293	Pram.g_00247
OG0001037	Syaa.g_00291	Pram.g_00248
OG0001038	Syaa.g_00264	Pram.g_00266
OG0001039	Syaa.g_00261	Pram.g_00269
OG0001040	Syaa.g_00258	Pram.g_00271
OG0001041	Syaa.g_00253	Pram.g_00276
OG0001042	Syaa.g_00227	Pram.g_00293
OG0001043	Syaa.g_00223	Pram.g_00294
OG0001044	Syaa.g_02183	Pram.g_00327
OG0001045	Syaa.g_02170	Pram.g_00337
OG0001046	Syaa.g_01332	Pram.g_01537
OG0001047	Syaa.g_00706	Pram.g_00374
OG0001048	Syaa.g_00707	Pram.g_00375
OG0001049	Syaa.g_00710	Pram.g_00377
OG0001050	Syaa.g_00711	Pram.g_00378
OG0001051	Syaa.g_00712	Pram.g_00379
OG0001052	Syaa.g_01846	Pram.g_00407
OG0001053	Syaa.g_02048	Pram.g_00419
OG0001054	Syaa.g_02031	Pram.g_00434
OG0001055	Syaa.g_02010	Pram.g_00454
OG0001056	Syaa.g_01975	Pram.g_00474
OG0001057	Syaa.g_01966	Pram.g_00478
OG0001058	Syaa.g_01951	Pram.g_00486
OG0001059	Syaa.g_01947	Pram.g_00490
OG0001060	Syaa.g_01941	Pram.g_00497
OG0001061	Syaa.g_01919	Pram.g_00512
OG0001062	Syaa.g_01917	Pram.g_00514
OG0001063	Syaa.g_01912	Pram.g_00516
OG0001064	Syaa.g_01911	Pram.g_00517
OG0001065	Syaa.g_01910	Pram.g_00518
OG0001066	Syaa.g_01909	Pram.g_00519
OG0001067	Syaa.g_01908	Pram.g_00520
OG0001068	Syaa.g_01907	Pram.g_00521
OG0001069	Syaa.g_01906	Pram.g_00522
OG0001070	Syaa.g_01903	Pram.g_00524
OG0001071	Syaa.g_01902	Pram.g_00525
OG0001072	Syaa.g_01898	Pram.g_00527
OG0001073	Syaa.g_01884	Pram.g_00541
OG0001074	Syaa.g_01678	Pram.g_00553
OG0001075	Syaa.g_01676	Pram.g_00554
OG0001076	Syaa.g_01659	Pram.g_00562
OG0001077	Syaa.g_01647	Pram.g_00568
OG0001078	Syaa.g_01632	Pram.g_01074
OG0001079	Syaa.g_01619	Pram.g_01063
OG0001080	Syaa.g_01443	Pram.g_01057
OG0001081	Syaa.g_01056	Pram.g_01055
OG0001082	Syaa.g_01057	Pram.g_01054
OG0001083	Syaa.g_01064	Pram.g_01049
OG0001084	Syaa.g_01065	Pram.g_01048
OG0001085	Syaa.g_01075	Pram.g_00760
OG0001086	Syaa.g_01077	Pram.g_00761
OG0001087	Syaa.g_00920	Pram.g_00779
OG0001088	Syaa.g_00916	Pram.g_00780
OG0001089	Syaa.g_00890	Pram.g_00791
OG0001090	Syaa.g_01237	Pram.g_00802
OG0001091	Syaa.g_01239	Pram.g_01027
OG0001092	Syaa.g_01242	Pram.g_01026
OG0001093	Syaa.g_01248	Pram.g_01021
OG0001094	Syaa.g_01148	Pram.g_01028
OG0001095	Syaa.g_01185	Pram.g_00822
OG0001096	Syaa.g_01200	Pram.g_00836
OG0001097	Syaa.g_00828	Pram.g_00855
OG0001098	Syaa.g_01441	Pram.g_00876
OG0001099	Syaa.g_02400	Pram.g_00717
OG0001100	Syaa.g_01086	Pram.g_00726
OG0001101	Syaa.g_01088	Pram.g_00728
OG0001102	Syaa.g_01091	Pram.g_00731
OG0001103	Syaa.g_01093	Pram.g_00733
OG0001104	Syaa.g_01133	Pram.g_00755
OG0001105	Syaa.g_01137	Pram.g_00759
OG0001106	Syaa.g_01372	Pram.g_00931
OG0001107	Syaa.g_01359	Pram.g_00941
OG0001108	Syaa.g_01350	Pram.g_00945
OG0001109	Syaa.g_01349	Pram.g_00946
OG0001110	Syaa.g_01347	Pram.g_00948
OG0001111	Syaa.g_01345	Pram.g_00949
OG0001112	Syaa.g_01343	Pram.g_00950
OG0001113	Syaa.g_01342	Pram.g_00951
OG0001114	Syaa.g_01341	Pram.g_00952
OG0001115	Syaa.g_01337	Pram.g_00954
OG0001116	Syaa.g_01335	Pram.g_00955
OG0001117	Syaa.g_01334	Pram.g_00956
OG0001118	Syaa.g_01333	Pram.g_00957
OG0001119	Syaa.g_01331	Pram.g_00958
OG0001120	Syaa.g_01328	Pram.g_00959
OG0001122	Syaa.g_01301	Pram.g_00976
OG0001123	Syaa.g_01294	Pram.g_00981
OG0001124	Syaa.g_01292	Pram.g_00983
OG0001125	Syaa.g_01290	Pram.g_00985
OG0001126	Syaa.g_00864	Pram.g_00899
OG0001127	Syaa.g_00865	Pram.g_00898
