Orthogroup	Syaa	Prbl
OG0000548	Syaa.g_02011	Prbl.g_00791
OG0000549	Syaa.g_02003	Prbl.g_00785
OG0000550	Syaa.g_01998	Prbl.g_00780
OG0000551	Syaa.g_01993	Prbl.g_00776
OG0000552	Syaa.g_01992	Prbl.g_00775
OG0000553	Syaa.g_01990	Prbl.g_00770
OG0000554	Syaa.g_01979	Prbl.g_00765
OG0000555	Syaa.g_01961	Prbl.g_00747
OG0000556	Syaa.g_01957	Prbl.g_02645
OG0000557	Syaa.g_01955	Prbl.g_01878
OG0000558	Syaa.g_01953	Prbl.g_01881
OG0000559	Syaa.g_01949	Prbl.g_01885
OG0000560	Syaa.g_01946	Prbl.g_01888
OG0000561	Syaa.g_01945	Prbl.g_01889
OG0000562	Syaa.g_01944	Prbl.g_01890
OG0000563	Syaa.g_01943	Prbl.g_01891
OG0000564	Syaa.g_01942	Prbl.g_01892
OG0000565	Syaa.g_01939	Prbl.g_01895
OG0000566	Syaa.g_01935	Prbl.g_01899
OG0000567	Syaa.g_01931	Prbl.g_01903
OG0000568	Syaa.g_01928	Prbl.g_01905
OG0000569	Syaa.g_01925	Prbl.g_01801
OG0000570	Syaa.g_01924	Prbl.g_01800
OG0000571	Syaa.g_01920	Prbl.g_01797
OG0000572	Syaa.g_01904	Prbl.g_01781
OG0000573	Syaa.g_01896	Prbl.g_01774
OG0000574	Syaa.g_01895	Prbl.g_01773
OG0000575	Syaa.g_01891	Prbl.g_01764
OG0000576	Syaa.g_01889	Prbl.g_01762
OG0000577	Syaa.g_01888	Prbl.g_01761
OG0000578	Syaa.g_01887	Prbl.g_01760
OG0000579	Syaa.g_01886	Prbl.g_01759
OG0000580	Syaa.g_01885	Prbl.g_01758
OG0000581	Syaa.g_01879	Prbl.g_01754
OG0000582	Syaa.g_01687	Prbl.g_01750
OG0000583	Syaa.g_01686	Prbl.g_01749
OG0000584	Syaa.g_01685	Prbl.g_01748
OG0000585	Syaa.g_01683	Prbl.g_01746
OG0000586	Syaa.g_01682	Prbl.g_01744
OG0000587	Syaa.g_01680	Prbl.g_01742
OG0000588	Syaa.g_01666	Prbl.g_01613
OG0000589	Syaa.g_01662	Prbl.g_01616
OG0000590	Syaa.g_01661	Prbl.g_01617
OG0000591	Syaa.g_01653	Prbl.g_01624
OG0000592	Syaa.g_01652	Prbl.g_01625
OG0000593	Syaa.g_01638	Prbl.g_01635
OG0000594	Syaa.g_01637	Prbl.g_01636
OG0000595	Syaa.g_01636	Prbl.g_01637
OG0000596	Syaa.g_01630	Prbl.g_01642
OG0000597	Syaa.g_01627	Prbl.g_01645
OG0000598	Syaa.g_01626	Prbl.g_01646
OG0000599	Syaa.g_01623	Prbl.g_01656
OG0000600	Syaa.g_01622	Prbl.g_01657
OG0000601	Syaa.g_01621	Prbl.g_01658
OG0000602	Syaa.g_01616	Prbl.g_01662
OG0000603	Syaa.g_01615	Prbl.g_01663
OG0000604	Syaa.g_01612	Prbl.g_01664
OG0000605	Syaa.g_01447	Prbl.g_01043
OG0000606	Syaa.g_01055	Prbl.g_01032
OG0000607	Syaa.g_01058	Prbl.g_01412
OG0000608	Syaa.g_01059	Prbl.g_01411
OG0000609	Syaa.g_01061	Prbl.g_01409
OG0000610	Syaa.g_01068	Prbl.g_01401
OG0000611	Syaa.g_01071	Prbl.g_01398
OG0000612	Syaa.g_01072	Prbl.g_01397
OG0000613	Syaa.g_00199	Prbl.g_00891
OG0000614	Syaa.g_00906	Prbl.g_01872
OG0000615	Syaa.g_01113	Prbl.g_02373
OG0000616	Syaa.g_02742	Prbl.g_02137
OG0000617	Syaa.g_01244	Prbl.g_02561
OG0000618	Syaa.g_01245	Prbl.g_02560
OG0000619	Syaa.g_01246	Prbl.g_02559
OG0000620	Syaa.g_01259	Prbl.g_02555
OG0000621	Syaa.g_01260	Prbl.g_02554
OG0000622	Syaa.g_01261	Prbl.g_02553
OG0000623	Syaa.g_01262	Prbl.g_02552
OG0000624	Syaa.g_01264	Prbl.g_02551
OG0000625	Syaa.g_01265	Prbl.g_02550
OG0000626	Syaa.g_01266	Prbl.g_02549
OG0000627	Syaa.g_01414	Prbl.g_02426
OG0000628	Syaa.g_01413	Prbl.g_02427
OG0000629	Syaa.g_01410	Prbl.g_02430
OG0000630	Syaa.g_01406	Prbl.g_02434
OG0000631	Syaa.g_01400	Prbl.g_02440
OG0000632	Syaa.g_01399	Prbl.g_02441
OG0000633	Syaa.g_01397	Prbl.g_02442
OG0000634	Syaa.g_01150	Prbl.g_02339
OG0000635	Syaa.g_01151	Prbl.g_02338
OG0000636	Syaa.g_01153	Prbl.g_02336
OG0000637	Syaa.g_01155	Prbl.g_02334
OG0000638	Syaa.g_01156	Prbl.g_02333
OG0000639	Syaa.g_01157	Prbl.g_02332
OG0000640	Syaa.g_01158	Prbl.g_02331
OG0000641	Syaa.g_01162	Prbl.g_02327
OG0000642	Syaa.g_01163	Prbl.g_02326
OG0000643	Syaa.g_01165	Prbl.g_02325
OG0000644	Syaa.g_01166	Prbl.g_02324
OG0000645	Syaa.g_01184	Prbl.g_02323
OG0000646	Syaa.g_01187	Prbl.g_02320
OG0000647	Syaa.g_01189	Prbl.g_02317
OG0000648	Syaa.g_01191	Prbl.g_02315
OG0000649	Syaa.g_01192	Prbl.g_02314
OG0000650	Syaa.g_01193	Prbl.g_02313
OG0000651	Syaa.g_01194	Prbl.g_02312
OG0000652	Syaa.g_01195	Prbl.g_02311
OG0000653	Syaa.g_01197	Prbl.g_02309
OG0000654	Syaa.g_01198	Prbl.g_02308
OG0000655	Syaa.g_01199	Prbl.g_02307
OG0000656	Syaa.g_01202	Prbl.g_02304
OG0000657	Syaa.g_00838	Prbl.g_01540
OG0000658	Syaa.g_00836	Prbl.g_01542
OG0000659	Syaa.g_00835	Prbl.g_01543
OG0000660	Syaa.g_00831	Prbl.g_01547
OG0000661	Syaa.g_00829	Prbl.g_01549
OG0000662	Syaa.g_00827	Prbl.g_01551
OG0000663	Syaa.g_00824	Prbl.g_01554
OG0000664	Syaa.g_00823	Prbl.g_01555
OG0000665	Syaa.g_01442	Prbl.g_01568
OG0000666	Syaa.g_01448	Prbl.g_01571
OG0000668	Syaa.g_01300	Prbl.g_02530
OG0000669	Syaa.g_01084	Prbl.g_01588
OG0000670	Syaa.g_01087	Prbl.g_01078
OG0000671	Syaa.g_01089	Prbl.g_02412
OG0000672	Syaa.g_01092	Prbl.g_02409
OG0000673	Syaa.g_01095	Prbl.g_02406
OG0000674	Syaa.g_01097	Prbl.g_02404
OG0000675	Syaa.g_01098	Prbl.g_02403
OG0000676	Syaa.g_01100	Prbl.g_02395
OG0000677	Syaa.g_01101	Prbl.g_02393
OG0000678	Syaa.g_01106	Prbl.g_02388
OG0000679	Syaa.g_01116	Prbl.g_02368
OG0000680	Syaa.g_01117	Prbl.g_02367
OG0000681	Syaa.g_01120	Prbl.g_02365
OG0000682	Syaa.g_01121	Prbl.g_02364
OG0000683	Syaa.g_01122	Prbl.g_02363
OG0000684	Syaa.g_01132	Prbl.g_02350
OG0000685	Syaa.g_01134	Prbl.g_02352
OG0000686	Syaa.g_01135	Prbl.g_02353
OG0000687	Syaa.g_01136	Prbl.g_02354
OG0000688	Syaa.g_01140	Prbl.g_02348
OG0000689	Syaa.g_01142	Prbl.g_02347
OG0000690	Syaa.g_01143	Prbl.g_02346
OG0000691	Syaa.g_01144	Prbl.g_02345
OG0000692	Syaa.g_01145	Prbl.g_02344
OG0000693	Syaa.g_01146	Prbl.g_02343
OG0000694	Syaa.g_01147	Prbl.g_02342
OG0000695	Syaa.g_01395	Prbl.g_02444
OG0000696	Syaa.g_01394	Prbl.g_02445
OG0000697	Syaa.g_01392	Prbl.g_02447
OG0000698	Syaa.g_01389	Prbl.g_02450
OG0000699	Syaa.g_01387	Prbl.g_02452
OG0000700	Syaa.g_01386	Prbl.g_02453
OG0000701	Syaa.g_01385	Prbl.g_02454
OG0000702	Syaa.g_01376	Prbl.g_02462
OG0000703	Syaa.g_01375	Prbl.g_02463
OG0000704	Syaa.g_01373	Prbl.g_02465
OG0000705	Syaa.g_01365	Prbl.g_02471
OG0000706	Syaa.g_01364	Prbl.g_02472
OG0000707	Syaa.g_01363	Prbl.g_02473
OG0000708	Syaa.g_01360	Prbl.g_02475
OG0000709	Syaa.g_01351	Prbl.g_02482
OG0000710	Syaa.g_01348	Prbl.g_02486
OG0000711	Syaa.g_01320	Prbl.g_02508
OG0000712	Syaa.g_01318	Prbl.g_02509
OG0000713	Syaa.g_01317	Prbl.g_02510
OG0000714	Syaa.g_01315	Prbl.g_02514
OG0000715	Syaa.g_01313	Prbl.g_02516
OG0000716	Syaa.g_01309	Prbl.g_02520
OG0000717	Syaa.g_01308	Prbl.g_02521
OG0000718	Syaa.g_01304	Prbl.g_02526
OG0000719	Syaa.g_01302	Prbl.g_02528
OG0000720	Syaa.g_01289	Prbl.g_02541
OG0000721	Syaa.g_01287	Prbl.g_02542
OG0000722	Syaa.g_01286	Prbl.g_02543
OG0000723	Syaa.g_01268	Prbl.g_02547
OG0000724	Syaa.g_00872	Prbl.g_00932
OG0000725	Syaa.g_00882	Prbl.g_00925
OG0000726	Syaa.g_00883	Prbl.g_00924
OG0000727	Syaa.g_00884	Prbl.g_00923
OG0000728	Syaa.g_00886	Prbl.g_00922
OG0000729	Syaa.g_00100	Prbl.g_02062
OG0000730	Syaa.g_02185	Prbl.g_01199
OG0000731	Syaa.g_02173	Prbl.g_01208
OG0000732	Syaa.g_00054	Prbl.g_01993
OG0000733	Syaa.g_02621	Prbl.g_02197
OG0000734	Syaa.g_02388	Prbl.g_00545
OG0000735	Syaa.g_00754	Prbl.g_02066
OG0000736	Syaa.g_00755	Prbl.g_02067
OG0000737	Syaa.g_00756	Prbl.g_02068
OG0000738	Syaa.g_00761	Prbl.g_02075
OG0000739	Syaa.g_00762	Prbl.g_02077
OG0000740	Syaa.g_00763	Prbl.g_02078
OG0000741	Syaa.g_00766	Prbl.g_02081
OG0000742	Syaa.g_00769	Prbl.g_02083
OG0000743	Syaa.g_00771	Prbl.g_02085
OG0000744	Syaa.g_00772	Prbl.g_02086
OG0000745	Syaa.g_00774	Prbl.g_02088
OG0000746	Syaa.g_00776	Prbl.g_02090
OG0000747	Syaa.g_00777	Prbl.g_02091
OG0000748	Syaa.g_00787	Prbl.g_02103
OG0000749	Syaa.g_00789	Prbl.g_02104
OG0000750	Syaa.g_00790	Prbl.g_02105
OG0000751	Syaa.g_00797	Prbl.g_00179
OG0000752	Syaa.g_00799	Prbl.g_00181
OG0000753	Syaa.g_00802	Prbl.g_00184
OG0000754	Syaa.g_01025	Prbl.g_01379
OG0000755	Syaa.g_01005	Prbl.g_01120
OG0000756	Syaa.g_01004	Prbl.g_01119
OG0000757	Syaa.g_00996	Prbl.g_01112
OG0000758	Syaa.g_00995	Prbl.g_01111
OG0000759	Syaa.g_00994	Prbl.g_01110
OG0000760	Syaa.g_00993	Prbl.g_01109
OG0000761	Syaa.g_00992	Prbl.g_01108
OG0000762	Syaa.g_00988	Prbl.g_01377
OG0000763	Syaa.g_00986	Prbl.g_01375
OG0000764	Syaa.g_00985	Prbl.g_01374
OG0000765	Syaa.g_00968	Prbl.g_02590
OG0000766	Syaa.g_00967	Prbl.g_02591
OG0000767	Syaa.g_00965	Prbl.g_02593
OG0000768	Syaa.g_00964	Prbl.g_02594
OG0000769	Syaa.g_00962	Prbl.g_00186
OG0000770	Syaa.g_00959	Prbl.g_01103
OG0000771	Syaa.g_00866	Prbl.g_00937
OG0000772	Syaa.g_01526	Prbl.g_00461
OG0000773	Syaa.g_00749	Prbl.g_00113
OG0000774	Syaa.g_00745	Prbl.g_01713
OG0000775	Syaa.g_00742	Prbl.g_01715
OG0000776	Syaa.g_00741	Prbl.g_01716
OG0000777	Syaa.g_00740	Prbl.g_01717
OG0000778	Syaa.g_00739	Prbl.g_01718
OG0000779	Syaa.g_00733	Prbl.g_01723
OG0000780	Syaa.g_00730	Prbl.g_01726
OG0000781	Syaa.g_00726	Prbl.g_01730
OG0000782	Syaa.g_00725	Prbl.g_01731
OG0000783	Syaa.g_00724	Prbl.g_01732
OG0000784	Syaa.g_00723	Prbl.g_01733
OG0000785	Syaa.g_00721	Prbl.g_01735
OG0000786	Syaa.g_01875	Prbl.g_01738
OG0000787	Syaa.g_01876	Prbl.g_01739
OG0000788	Syaa.g_01620	Prbl.g_00658
OG0000789	Syaa.g_01434	Prbl.g_01695
OG0000790	Syaa.g_02064	Prbl.g_00498
OG0000791	Syaa.g_02066	Prbl.g_00496
OG0000792	Syaa.g_02067	Prbl.g_00495
OG0000793	Syaa.g_02072	Prbl.g_00491
OG0000794	Syaa.g_02073	Prbl.g_00490
OG0000795	Syaa.g_02074	Prbl.g_00489
OG0000796	Syaa.g_02078	Prbl.g_00485
OG0000797	Syaa.g_02079	Prbl.g_00484
OG0000798	Syaa.g_00265	Prbl.g_01456
OG0000799	Syaa.g_01743	Prbl.g_00152
OG0000800	Syaa.g_01747	Prbl.g_00153
OG0000801	Syaa.g_01748	Prbl.g_00154
OG0000802	Syaa.g_01753	Prbl.g_00161
OG0000803	Syaa.g_01758	Prbl.g_00257
OG0000804	Syaa.g_01761	Prbl.g_00255
OG0000805	Syaa.g_01763	Prbl.g_00253
OG0000806	Syaa.g_01765	Prbl.g_00251
OG0000807	Syaa.g_01767	Prbl.g_00249
OG0000808	Syaa.g_01768	Prbl.g_00248
OG0000809	Syaa.g_01771	Prbl.g_00244
OG0000810	Syaa.g_01772	Prbl.g_00243
OG0000811	Syaa.g_01778	Prbl.g_00231
OG0000812	Syaa.g_01780	Prbl.g_00229
OG0000813	Syaa.g_01781	Prbl.g_00228
OG0000814	Syaa.g_01783	Prbl.g_00226
OG0000815	Syaa.g_01784	Prbl.g_00225
OG0000816	Syaa.g_01785	Prbl.g_00223
OG0000817	Syaa.g_01786	Prbl.g_00222
OG0000818	Syaa.g_01792	Prbl.g_00684
OG0000819	Syaa.g_01793	Prbl.g_00685
OG0000820	Syaa.g_01794	Prbl.g_00686
OG0000821	Syaa.g_01800	Prbl.g_00693
OG0000822	Syaa.g_01802	Prbl.g_00695
OG0000823	Syaa.g_01803	Prbl.g_00696
OG0000824	Syaa.g_01807	Prbl.g_00700
OG0000825	Syaa.g_01808	Prbl.g_00701
OG0000826	Syaa.g_01809	Prbl.g_00702
OG0000827	Syaa.g_01810	Prbl.g_00703
OG0000828	Syaa.g_01813	Prbl.g_00706
OG0000829	Syaa.g_01814	Prbl.g_00707
OG0000830	Syaa.g_01815	Prbl.g_00708
OG0000831	Syaa.g_01817	Prbl.g_00710
OG0000832	Syaa.g_00627	Prbl.g_00456
OG0000833	Syaa.g_00611	Prbl.g_00448
OG0000834	Syaa.g_00608	Prbl.g_00447
OG0000835	Syaa.g_00607	Prbl.g_00446
OG0000836	Syaa.g_00603	Prbl.g_00444
OG0000837	Syaa.g_00601	Prbl.g_00443
OG0000838	Syaa.g_00597	Prbl.g_00440
OG0000839	Syaa.g_00596	Prbl.g_00439
OG0000840	Syaa.g_00595	Prbl.g_00438
OG0000841	Syaa.g_00594	Prbl.g_00437
OG0000842	Syaa.g_00593	Prbl.g_00436
OG0000843	Syaa.g_00592	Prbl.g_00435
OG0000844	Syaa.g_00590	Prbl.g_00433
OG0000845	Syaa.g_00589	Prbl.g_00432
OG0000846	Syaa.g_00588	Prbl.g_00431
OG0000847	Syaa.g_00587	Prbl.g_00430
OG0000848	Syaa.g_00585	Prbl.g_00429
OG0000849	Syaa.g_00584	Prbl.g_00428
OG0000850	Syaa.g_00582	Prbl.g_00427
OG0000851	Syaa.g_00577	Prbl.g_00423
OG0000852	Syaa.g_00576	Prbl.g_00422
OG0000853	Syaa.g_00572	Prbl.g_00418
OG0000854	Syaa.g_00570	Prbl.g_00416
OG0000855	Syaa.g_00569	Prbl.g_00415
OG0000856	Syaa.g_01650	Prbl.g_01627
OG0000857	Syaa.g_01188	Prbl.g_02318
OG0000858	Syaa.g_00563	Prbl.g_00404
OG0000859	Syaa.g_00562	Prbl.g_00403
OG0000860	Syaa.g_00549	Prbl.g_00392
OG0000861	Syaa.g_00548	Prbl.g_00391
OG0000862	Syaa.g_00547	Prbl.g_00389
OG0000863	Syaa.g_00543	Prbl.g_00385
OG0000864	Syaa.g_00542	Prbl.g_00383
OG0000865	Syaa.g_00541	Prbl.g_00382
OG0000866	Syaa.g_00540	Prbl.g_00381
OG0000867	Syaa.g_00539	Prbl.g_00380
OG0000868	Syaa.g_00536	Prbl.g_00378
OG0000869	Syaa.g_00531	Prbl.g_00375
OG0000870	Syaa.g_00526	Prbl.g_00370
OG0000871	Syaa.g_00525	Prbl.g_00369
OG0000872	Syaa.g_00511	Prbl.g_00367
OG0000873	Syaa.g_00497	Prbl.g_00364
OG0000874	Syaa.g_00519	Prbl.g_00360
OG0000875	Syaa.g_00438	Prbl.g_00359
OG0000876	Syaa.g_00682	Prbl.g_00358
OG0000877	Syaa.g_00679	Prbl.g_00355
OG0000878	Syaa.g_00678	Prbl.g_00354
OG0000879	Syaa.g_00677	Prbl.g_00353
OG0000880	Syaa.g_00676	Prbl.g_00352
OG0000881	Syaa.g_00671	Prbl.g_00347
OG0000882	Syaa.g_00666	Prbl.g_00342
OG0000883	Syaa.g_00661	Prbl.g_00340
OG0000884	Syaa.g_00659	Prbl.g_00338
OG0000885	Syaa.g_00658	Prbl.g_00337
OG0000886	Syaa.g_00657	Prbl.g_00336
OG0000887	Syaa.g_00656	Prbl.g_00335
OG0000888	Syaa.g_00654	Prbl.g_00333
OG0000889	Syaa.g_00652	Prbl.g_00331
OG0000890	Syaa.g_00644	Prbl.g_00317
OG0000891	Syaa.g_00643	Prbl.g_00316
OG0000892	Syaa.g_00640	Prbl.g_02620
OG0000893	Syaa.g_02352	Prbl.g_02680
OG0000894	Syaa.g_02349	Prbl.g_02684
OG0000895	Syaa.g_02345	Prbl.g_01061
OG0000896	Syaa.g_02344	Prbl.g_01060
OG0000897	Syaa.g_02342	Prbl.g_01058
OG0000898	Syaa.g_02341	Prbl.g_01057
OG0000899	Syaa.g_02340	Prbl.g_01056
OG0000900	Syaa.g_02339	Prbl.g_01055
OG0000901	Syaa.g_02334	Prbl.g_01051
OG0000902	Syaa.g_02332	Prbl.g_01049
OG0000903	Syaa.g_02313	Prbl.g_00954
OG0000904	Syaa.g_02318	Prbl.g_00949
OG0000905	Syaa.g_02324	Prbl.g_00947
OG0000906	Syaa.g_02327	Prbl.g_01045
OG0000907	Syaa.g_02295	Prbl.g_00956
OG0000908	Syaa.g_02292	Prbl.g_00959
OG0000909	Syaa.g_02291	Prbl.g_00960
OG0000910	Syaa.g_02290	Prbl.g_00961
OG0000911	Syaa.g_02288	Prbl.g_00963
OG0000912	Syaa.g_02287	Prbl.g_00964
OG0000913	Syaa.g_02286	Prbl.g_00965
OG0000914	Syaa.g_02285	Prbl.g_00966
OG0000915	Syaa.g_02283	Prbl.g_00967
OG0000916	Syaa.g_02282	Prbl.g_00968
OG0000917	Syaa.g_02281	Prbl.g_00969
OG0000918	Syaa.g_02280	Prbl.g_00970
OG0000919	Syaa.g_02279	Prbl.g_00971
OG0000920	Syaa.g_02278	Prbl.g_00972
OG0000921	Syaa.g_02277	Prbl.g_00973
OG0000922	Syaa.g_02276	Prbl.g_00974
OG0000923	Syaa.g_02272	Prbl.g_00978
OG0000924	Syaa.g_02271	Prbl.g_00979
OG0000925	Syaa.g_02270	Prbl.g_00980
OG0000926	Syaa.g_02269	Prbl.g_00981
OG0000927	Syaa.g_02267	Prbl.g_00983
OG0000928	Syaa.g_02266	Prbl.g_00984
OG0000929	Syaa.g_02265	Prbl.g_00985
OG0000930	Syaa.g_02264	Prbl.g_00986
OG0000931	Syaa.g_02263	Prbl.g_00987
OG0000932	Syaa.g_02262	Prbl.g_00988
OG0000933	Syaa.g_02256	Prbl.g_00993
OG0000934	Syaa.g_02254	Prbl.g_00995
OG0000935	Syaa.g_02253	Prbl.g_00996
OG0000936	Syaa.g_02252	Prbl.g_00997
OG0000937	Syaa.g_02251	Prbl.g_00998
OG0000938	Syaa.g_02248	Prbl.g_01127
OG0000939	Syaa.g_02247	Prbl.g_01128
OG0000940	Syaa.g_02240	Prbl.g_01137
OG0000941	Syaa.g_02238	Prbl.g_01139
OG0000942	Syaa.g_02236	Prbl.g_01141
OG0000943	Syaa.g_02235	Prbl.g_01142
OG0000944	Syaa.g_02233	Prbl.g_01144
OG0000945	Syaa.g_02231	Prbl.g_01146
OG0000946	Syaa.g_02225	Prbl.g_01174
OG0000947	Syaa.g_02222	Prbl.g_01177
OG0000948	Syaa.g_02221	Prbl.g_01178
OG0000949	Syaa.g_00172	Prbl.g_01181
OG0000950	Syaa.g_00159	Prbl.g_00856
OG0000951	Syaa.g_00153	Prbl.g_00851
OG0000952	Syaa.g_00149	Prbl.g_00844
OG0000953	Syaa.g_00143	Prbl.g_00840
OG0000954	Syaa.g_00138	Prbl.g_01306
OG0000955	Syaa.g_00137	Prbl.g_01305
OG0000956	Syaa.g_00135	Prbl.g_01303
OG0000957	Syaa.g_00125	Prbl.g_01287
OG0000958	Syaa.g_00124	Prbl.g_01286
OG0000959	Syaa.g_00120	Prbl.g_02638
OG0000960	Syaa.g_00119	Prbl.g_02637
OG0000961	Syaa.g_00106	Prbl.g_01235
OG0000962	Syaa.g_00102	Prbl.g_02063
OG0000963	Syaa.g_00097	Prbl.g_02058
OG0000964	Syaa.g_00096	Prbl.g_02057
OG0000965	Syaa.g_00095	Prbl.g_02056
OG0000966	Syaa.g_00083	Prbl.g_02023
OG0000967	Syaa.g_00074	Prbl.g_02017
OG0000968	Syaa.g_00078	Prbl.g_02014
OG0000969	Syaa.g_00077	Prbl.g_02012
OG0000970	Syaa.g_00076	Prbl.g_02011
OG0000971	Syaa.g_00069	Prbl.g_02009
OG0000972	Syaa.g_00068	Prbl.g_02008
OG0000973	Syaa.g_00067	Prbl.g_02007
OG0000974	Syaa.g_00066	Prbl.g_02006
OG0000975	Syaa.g_00065	Prbl.g_02005
OG0000976	Syaa.g_00064	Prbl.g_02004
OG0000977	Syaa.g_00062	Prbl.g_02002
OG0000978	Syaa.g_00061	Prbl.g_02001
OG0000979	Syaa.g_00058	Prbl.g_01998
OG0000980	Syaa.g_00055	Prbl.g_01994
OG0000981	Syaa.g_00052	Prbl.g_01991
OG0000982	Syaa.g_02593	Prbl.g_02238
OG0000983	Syaa.g_02594	Prbl.g_02237
OG0000984	Syaa.g_02595	Prbl.g_02236
OG0000985	Syaa.g_02597	Prbl.g_02232
OG0000986	Syaa.g_02601	Prbl.g_02230
OG0000987	Syaa.g_02603	Prbl.g_02228
OG0000988	Syaa.g_02608	Prbl.g_02224
OG0000989	Syaa.g_02616	Prbl.g_02214
OG0000990	Syaa.g_02647	Prbl.g_02192
OG0000991	Syaa.g_02650	Prbl.g_02189
OG0000992	Syaa.g_02653	Prbl.g_02186
OG0000993	Syaa.g_02654	Prbl.g_02185
OG0000994	Syaa.g_02657	Prbl.g_02182
OG0000995	Syaa.g_02662	Prbl.g_02173
OG0000996	Syaa.g_02705	Prbl.g_02160
OG0000997	Syaa.g_02725	Prbl.g_02151
OG0000998	Syaa.g_02727	Prbl.g_02149
OG0000999	Syaa.g_02728	Prbl.g_02148
OG0001000	Syaa.g_02732	Prbl.g_02145
OG0001001	Syaa.g_02738	Prbl.g_02141
OG0001002	Syaa.g_02745	Prbl.g_02134
OG0001003	Syaa.g_02747	Prbl.g_02132
OG0001004	Syaa.g_02748	Prbl.g_02131
OG0001005	Syaa.g_02749	Prbl.g_02129
OG0001006	Syaa.g_02756	Prbl.g_02123
OG0001007	Syaa.g_02758	Prbl.g_02121
OG0001008	Syaa.g_00704	Prbl.g_00651
OG0001009	Syaa.g_00034	Prbl.g_01972
OG0001010	Syaa.g_00035	Prbl.g_01973
OG0001011	Syaa.g_00037	Prbl.g_01975
OG0001012	Syaa.g_02589	Prbl.g_02241
OG0001013	Syaa.g_02576	Prbl.g_02266
OG0001014	Syaa.g_02572	Prbl.g_02275
OG0001015	Syaa.g_02571	Prbl.g_02276
OG0001016	Syaa.g_00348	Prbl.g_00603
OG0001017	Syaa.g_00342	Prbl.g_00597
OG0001018	Syaa.g_00340	Prbl.g_00595
OG0001019	Syaa.g_00323	Prbl.g_00582
OG0001020	Syaa.g_02355	Prbl.g_00576
OG0001021	Syaa.g_02359	Prbl.g_00572
OG0001022	Syaa.g_02365	Prbl.g_00567
OG0001023	Syaa.g_02366	Prbl.g_00566
OG0001024	Syaa.g_02370	Prbl.g_00562
OG0001025	Syaa.g_02377	Prbl.g_00555
OG0001026	Syaa.g_02390	Prbl.g_00542
OG0001027	Syaa.g_02397	Prbl.g_01332
OG0001028	Syaa.g_02399	Prbl.g_01330
OG0001029	Syaa.g_02401	Prbl.g_01328
OG0001030	Syaa.g_02422	Prbl.g_00822
OG0001031	Syaa.g_02500	Prbl.g_00074
OG0001032	Syaa.g_02502	Prbl.g_00077
OG0001033	Syaa.g_02539	Prbl.g_01281
OG0001034	Syaa.g_02108	Prbl.g_00199
OG0001035	Syaa.g_00298	Prbl.g_01498
OG0001036	Syaa.g_00293	Prbl.g_01494
OG0001037	Syaa.g_00291	Prbl.g_01492
OG0001038	Syaa.g_00264	Prbl.g_01455
OG0001039	Syaa.g_00261	Prbl.g_01452
OG0001040	Syaa.g_00258	Prbl.g_01449
OG0001041	Syaa.g_00253	Prbl.g_01444
OG0001042	Syaa.g_00227	Prbl.g_01419
OG0001043	Syaa.g_00223	Prbl.g_01417
OG0001044	Syaa.g_02183	Prbl.g_01200
OG0001045	Syaa.g_02170	Prbl.g_01211
OG0001046	Syaa.g_01332	Prbl.g_00410
OG0001047	Syaa.g_00706	Prbl.g_00649
OG0001048	Syaa.g_00707	Prbl.g_00648
OG0001049	Syaa.g_00710	Prbl.g_00645
OG0001050	Syaa.g_00711	Prbl.g_00644
OG0001051	Syaa.g_00712	Prbl.g_00643
OG0001052	Syaa.g_01846	Prbl.g_01344
OG0001053	Syaa.g_02048	Prbl.g_00514
OG0001054	Syaa.g_02031	Prbl.g_00532
OG0001055	Syaa.g_02010	Prbl.g_00790
OG0001056	Syaa.g_01975	Prbl.g_00761
OG0001057	Syaa.g_01966	Prbl.g_00749
OG0001058	Syaa.g_01951	Prbl.g_01883
OG0001059	Syaa.g_01947	Prbl.g_01887
OG0001060	Syaa.g_01941	Prbl.g_01894
OG0001061	Syaa.g_01919	Prbl.g_01796
OG0001062	Syaa.g_01917	Prbl.g_01794
OG0001063	Syaa.g_01912	Prbl.g_01790
OG0001064	Syaa.g_01911	Prbl.g_01789
OG0001065	Syaa.g_01910	Prbl.g_01788
OG0001066	Syaa.g_01909	Prbl.g_01787
OG0001067	Syaa.g_01908	Prbl.g_01786
OG0001068	Syaa.g_01907	Prbl.g_01785
OG0001069	Syaa.g_01906	Prbl.g_01784
OG0001070	Syaa.g_01903	Prbl.g_01780
OG0001071	Syaa.g_01902	Prbl.g_01779
OG0001072	Syaa.g_01898	Prbl.g_01776
OG0001073	Syaa.g_01884	Prbl.g_01757
OG0001074	Syaa.g_01678	Prbl.g_01610
OG0001075	Syaa.g_01676	Prbl.g_01611
OG0001076	Syaa.g_01659	Prbl.g_01619
OG0001077	Syaa.g_01647	Prbl.g_01629
OG0001078	Syaa.g_01632	Prbl.g_01640
OG0001079	Syaa.g_01619	Prbl.g_01659
OG0001080	Syaa.g_01443	Prbl.g_01041
OG0001081	Syaa.g_01056	Prbl.g_01031
OG0001082	Syaa.g_01057	Prbl.g_01030
OG0001083	Syaa.g_01064	Prbl.g_01405
OG0001084	Syaa.g_01065	Prbl.g_01404
OG0001085	Syaa.g_01075	Prbl.g_01394
