Orthogroup	Syaa	Pral
OG0000568	Syaa.g_01928	Pral.g_00520
OG0000569	Syaa.g_01925	Pral.g_00519
OG0000570	Syaa.g_01924	Pral.g_00518
OG0000571	Syaa.g_01920	Pral.g_00515
OG0000572	Syaa.g_01904	Pral.g_00503
OG0000573	Syaa.g_01896	Pral.g_00497
OG0000574	Syaa.g_01895	Pral.g_00496
OG0000575	Syaa.g_01891	Pral.g_00492
OG0000576	Syaa.g_01889	Pral.g_00490
OG0000577	Syaa.g_01888	Pral.g_00489
OG0000578	Syaa.g_01887	Pral.g_00488
OG0000579	Syaa.g_01886	Pral.g_00487
OG0000580	Syaa.g_01885	Pral.g_00486
OG0000581	Syaa.g_01879	Pral.g_00483
OG0000582	Syaa.g_01687	Pral.g_00480
OG0000583	Syaa.g_01686	Pral.g_00479
OG0000584	Syaa.g_01685	Pral.g_00478
OG0000585	Syaa.g_01683	Pral.g_00476
OG0000586	Syaa.g_01682	Pral.g_00475
OG0000587	Syaa.g_01680	Pral.g_00474
OG0000588	Syaa.g_01666	Pral.g_00469
OG0000589	Syaa.g_01662	Pral.g_00466
OG0000590	Syaa.g_01661	Pral.g_00465
OG0000591	Syaa.g_01653	Pral.g_00462
OG0000592	Syaa.g_01652	Pral.g_00461
OG0000593	Syaa.g_01638	Pral.g_01433
OG0000594	Syaa.g_01637	Pral.g_01434
OG0000595	Syaa.g_01636	Pral.g_01435
OG0000596	Syaa.g_01630	Pral.g_01439
OG0000597	Syaa.g_01627	Pral.g_01441
OG0000598	Syaa.g_01626	Pral.g_01442
OG0000599	Syaa.g_01623	Pral.g_01445
OG0000600	Syaa.g_01622	Pral.g_01446
OG0000601	Syaa.g_01621	Pral.g_01447
OG0000602	Syaa.g_01616	Pral.g_01449
OG0000603	Syaa.g_01615	Pral.g_01450
OG0000604	Syaa.g_01612	Pral.g_01451
OG0000605	Syaa.g_01447	Pral.g_01452
OG0000606	Syaa.g_01055	Pral.g_01455
OG0000607	Syaa.g_01058	Pral.g_01458
OG0000608	Syaa.g_01059	Pral.g_01459
OG0000609	Syaa.g_01061	Pral.g_01460
OG0000610	Syaa.g_01068	Pral.g_01466
OG0000611	Syaa.g_01071	Pral.g_01469
OG0000612	Syaa.g_01072	Pral.g_01470
OG0000613	Syaa.g_00199	Pral.g_01769
OG0000614	Syaa.g_00906	Pral.g_01748
OG0000615	Syaa.g_01113	Pral.g_01737
OG0000616	Syaa.g_02742	Pral.g_00399
OG0000617	Syaa.g_01244	Pral.g_01723
OG0000618	Syaa.g_01245	Pral.g_01722
OG0000619	Syaa.g_01246	Pral.g_01721
OG0000620	Syaa.g_01259	Pral.g_01718
OG0000621	Syaa.g_01260	Pral.g_01717
OG0000622	Syaa.g_01261	Pral.g_01716
OG0000623	Syaa.g_01262	Pral.g_01715
OG0000624	Syaa.g_01264	Pral.g_01713
OG0000625	Syaa.g_01265	Pral.g_01712
OG0000626	Syaa.g_01266	Pral.g_01711
OG0000627	Syaa.g_01414	Pral.g_01709
OG0000628	Syaa.g_01413	Pral.g_01708
OG0000629	Syaa.g_01410	Pral.g_01707
OG0000630	Syaa.g_01406	Pral.g_01704
OG0000631	Syaa.g_01400	Pral.g_01658
OG0000632	Syaa.g_01399	Pral.g_01657
OG0000633	Syaa.g_01397	Pral.g_01656
OG0000634	Syaa.g_01150	Pral.g_01484
OG0000635	Syaa.g_01151	Pral.g_01485
OG0000636	Syaa.g_01153	Pral.g_01487
OG0000637	Syaa.g_01155	Pral.g_01489
OG0000638	Syaa.g_01156	Pral.g_01490
OG0000639	Syaa.g_01157	Pral.g_01491
OG0000640	Syaa.g_01158	Pral.g_01492
OG0000641	Syaa.g_01162	Pral.g_01496
OG0000642	Syaa.g_01163	Pral.g_01497
OG0000643	Syaa.g_01165	Pral.g_01498
OG0000644	Syaa.g_01166	Pral.g_01499
OG0000645	Syaa.g_01184	Pral.g_01500
OG0000646	Syaa.g_01187	Pral.g_01502
OG0000647	Syaa.g_01189	Pral.g_01504
OG0000648	Syaa.g_01191	Pral.g_01506
OG0000649	Syaa.g_01192	Pral.g_01507
OG0000650	Syaa.g_01193	Pral.g_01508
OG0000651	Syaa.g_01194	Pral.g_01509
OG0000652	Syaa.g_01195	Pral.g_01510
OG0000653	Syaa.g_01197	Pral.g_01512
OG0000654	Syaa.g_01198	Pral.g_01513
OG0000655	Syaa.g_01199	Pral.g_01514
OG0000656	Syaa.g_01202	Pral.g_01517
OG0000657	Syaa.g_00838	Pral.g_01524
OG0000658	Syaa.g_00836	Pral.g_01525
OG0000659	Syaa.g_00835	Pral.g_01526
OG0000660	Syaa.g_00831	Pral.g_01530
OG0000661	Syaa.g_00829	Pral.g_01532
OG0000662	Syaa.g_00827	Pral.g_01534
OG0000663	Syaa.g_00824	Pral.g_01536
OG0000664	Syaa.g_00823	Pral.g_01537
OG0000665	Syaa.g_01442	Pral.g_01543
OG0000666	Syaa.g_01448	Pral.g_01544
OG0000668	Syaa.g_01300	Pral.g_01820
OG0000669	Syaa.g_01084	Pral.g_01809
OG0000670	Syaa.g_01087	Pral.g_01806
OG0000671	Syaa.g_01089	Pral.g_01804
OG0000672	Syaa.g_01092	Pral.g_01801
OG0000673	Syaa.g_01095	Pral.g_01798
OG0000674	Syaa.g_01097	Pral.g_01796
OG0000675	Syaa.g_01098	Pral.g_01795
OG0000676	Syaa.g_01100	Pral.g_01793
OG0000677	Syaa.g_01101	Pral.g_01792
OG0000678	Syaa.g_01106	Pral.g_01790
OG0000679	Syaa.g_01116	Pral.g_01786
OG0000680	Syaa.g_01117	Pral.g_01785
OG0000681	Syaa.g_01120	Pral.g_01782
OG0000682	Syaa.g_01121	Pral.g_01781
OG0000683	Syaa.g_01122	Pral.g_01780
OG0000684	Syaa.g_01132	Pral.g_01778
OG0000685	Syaa.g_01134	Pral.g_01776
OG0000686	Syaa.g_01135	Pral.g_01775
OG0000687	Syaa.g_01136	Pral.g_01774
OG0000688	Syaa.g_01140	Pral.g_01474
OG0000689	Syaa.g_01142	Pral.g_01475
OG0000690	Syaa.g_01143	Pral.g_01476
OG0000691	Syaa.g_01144	Pral.g_01477
OG0000692	Syaa.g_01145	Pral.g_01479
OG0000693	Syaa.g_01146	Pral.g_01480
OG0000694	Syaa.g_01147	Pral.g_01481
OG0000695	Syaa.g_01395	Pral.g_01654
OG0000696	Syaa.g_01394	Pral.g_01653
OG0000697	Syaa.g_01392	Pral.g_01652
OG0000698	Syaa.g_01389	Pral.g_01649
OG0000699	Syaa.g_01387	Pral.g_01647
OG0000700	Syaa.g_01386	Pral.g_01646
OG0000701	Syaa.g_01385	Pral.g_01645
OG0000702	Syaa.g_01376	Pral.g_01643
OG0000703	Syaa.g_01375	Pral.g_01642
OG0000704	Syaa.g_01373	Pral.g_01640
OG0000705	Syaa.g_01365	Pral.g_01634
OG0000706	Syaa.g_01364	Pral.g_01633
OG0000707	Syaa.g_01363	Pral.g_01632
OG0000708	Syaa.g_01360	Pral.g_01630
OG0000709	Syaa.g_01351	Pral.g_01626
OG0000710	Syaa.g_01348	Pral.g_01623
OG0000711	Syaa.g_01320	Pral.g_01579
OG0000712	Syaa.g_01318	Pral.g_01580
OG0000713	Syaa.g_01317	Pral.g_01581
OG0000714	Syaa.g_01315	Pral.g_01582
OG0000715	Syaa.g_01313	Pral.g_01584
OG0000716	Syaa.g_01309	Pral.g_01586
OG0000717	Syaa.g_01308	Pral.g_01587
OG0000718	Syaa.g_01304	Pral.g_01590
OG0000719	Syaa.g_01302	Pral.g_01592
OG0000720	Syaa.g_01289	Pral.g_01603
OG0000721	Syaa.g_01287	Pral.g_01607
OG0000722	Syaa.g_01286	Pral.g_01608
OG0000723	Syaa.g_01268	Pral.g_01575
OG0000724	Syaa.g_00872	Pral.g_01566
OG0000725	Syaa.g_00882	Pral.g_01560
OG0000726	Syaa.g_00883	Pral.g_01559
OG0000727	Syaa.g_00884	Pral.g_01558
OG0000728	Syaa.g_00886	Pral.g_01556
OG0000729	Syaa.g_00100	Pral.g_01311
OG0000730	Syaa.g_02185	Pral.g_01324
OG0000731	Syaa.g_02173	Pral.g_00692
OG0000732	Syaa.g_00054	Pral.g_00348
OG0000733	Syaa.g_02621	Pral.g_00077
OG0000734	Syaa.g_02388	Pral.g_01351
OG0000735	Syaa.g_00754	Pral.g_01353
OG0000736	Syaa.g_00755	Pral.g_01354
OG0000737	Syaa.g_00756	Pral.g_01355
OG0000738	Syaa.g_00761	Pral.g_01359
OG0000739	Syaa.g_00762	Pral.g_01360
OG0000740	Syaa.g_00763	Pral.g_01361
OG0000741	Syaa.g_00766	Pral.g_01363
OG0000742	Syaa.g_00769	Pral.g_01366
OG0000743	Syaa.g_00771	Pral.g_01368
OG0000744	Syaa.g_00772	Pral.g_01369
OG0000745	Syaa.g_00774	Pral.g_01370
OG0000746	Syaa.g_00776	Pral.g_01372
OG0000747	Syaa.g_00777	Pral.g_01373
OG0000748	Syaa.g_00787	Pral.g_01378
OG0000749	Syaa.g_00789	Pral.g_01379
OG0000750	Syaa.g_00790	Pral.g_01380
OG0000751	Syaa.g_00797	Pral.g_01383
OG0000752	Syaa.g_00799	Pral.g_01385
OG0000753	Syaa.g_00802	Pral.g_01388
OG0000754	Syaa.g_01025	Pral.g_01391
OG0000755	Syaa.g_01005	Pral.g_01399
OG0000756	Syaa.g_01004	Pral.g_01400
OG0000757	Syaa.g_00996	Pral.g_01406
OG0000758	Syaa.g_00995	Pral.g_01407
OG0000759	Syaa.g_00994	Pral.g_01408
OG0000760	Syaa.g_00993	Pral.g_01409
OG0000761	Syaa.g_00992	Pral.g_01410
OG0000762	Syaa.g_00988	Pral.g_01411
OG0000763	Syaa.g_00986	Pral.g_01413
OG0000764	Syaa.g_00985	Pral.g_01414
OG0000765	Syaa.g_00968	Pral.g_01423
OG0000766	Syaa.g_00967	Pral.g_01424
OG0000767	Syaa.g_00965	Pral.g_01426
OG0000768	Syaa.g_00964	Pral.g_01427
OG0000769	Syaa.g_00962	Pral.g_01429
OG0000770	Syaa.g_00959	Pral.g_00456
OG0000771	Syaa.g_00866	Pral.g_01064
OG0000772	Syaa.g_01526	Pral.g_01893
OG0000773	Syaa.g_00749	Pral.g_01290
OG0000774	Syaa.g_00745	Pral.g_01288
OG0000775	Syaa.g_00742	Pral.g_01286
OG0000776	Syaa.g_00741	Pral.g_01285
OG0000777	Syaa.g_00740	Pral.g_01284
OG0000778	Syaa.g_00739	Pral.g_01283
OG0000779	Syaa.g_00733	Pral.g_01279
OG0000780	Syaa.g_00730	Pral.g_01278
OG0000781	Syaa.g_00726	Pral.g_01275
OG0000782	Syaa.g_00725	Pral.g_01274
OG0000783	Syaa.g_00724	Pral.g_01273
OG0000784	Syaa.g_00723	Pral.g_01272
OG0000785	Syaa.g_00721	Pral.g_01270
OG0000786	Syaa.g_01875	Pral.g_01267
OG0000787	Syaa.g_01876	Pral.g_01266
OG0000788	Syaa.g_01620	Pral.g_00440
OG0000789	Syaa.g_01434	Pral.g_01060
OG0000790	Syaa.g_02064	Pral.g_01217
OG0000791	Syaa.g_02066	Pral.g_01215
OG0000792	Syaa.g_02067	Pral.g_01214
OG0000793	Syaa.g_02072	Pral.g_01211
OG0000794	Syaa.g_02073	Pral.g_01210
OG0000795	Syaa.g_02074	Pral.g_01209
OG0000796	Syaa.g_02078	Pral.g_01205
OG0000797	Syaa.g_02079	Pral.g_01204
OG0000799	Syaa.g_01743	Pral.g_01184
OG0000800	Syaa.g_01747	Pral.g_01183
OG0000801	Syaa.g_01748	Pral.g_01182
OG0000802	Syaa.g_01753	Pral.g_01180
OG0000803	Syaa.g_01758	Pral.g_01178
OG0000804	Syaa.g_01761	Pral.g_01177
OG0000805	Syaa.g_01763	Pral.g_01175
OG0000806	Syaa.g_01765	Pral.g_01173
OG0000807	Syaa.g_01767	Pral.g_01172
OG0000808	Syaa.g_01768	Pral.g_01171
OG0000809	Syaa.g_01771	Pral.g_01167
OG0000810	Syaa.g_01772	Pral.g_01166
OG0000811	Syaa.g_01778	Pral.g_01158
OG0000812	Syaa.g_01780	Pral.g_01156
OG0000813	Syaa.g_01781	Pral.g_01155
OG0000814	Syaa.g_01783	Pral.g_01153
OG0000815	Syaa.g_01784	Pral.g_01152
OG0000816	Syaa.g_01785	Pral.g_01150
OG0000817	Syaa.g_01786	Pral.g_01149
OG0000818	Syaa.g_01792	Pral.g_01144
OG0000819	Syaa.g_01793	Pral.g_01143
OG0000820	Syaa.g_01794	Pral.g_01142
OG0000821	Syaa.g_01800	Pral.g_01137
OG0000822	Syaa.g_01802	Pral.g_01136
OG0000823	Syaa.g_01803	Pral.g_01135
OG0000824	Syaa.g_01807	Pral.g_01132
OG0000825	Syaa.g_01808	Pral.g_01131
OG0000826	Syaa.g_01809	Pral.g_01130
OG0000827	Syaa.g_01810	Pral.g_01129
OG0000828	Syaa.g_01813	Pral.g_01126
OG0000829	Syaa.g_01814	Pral.g_01125
OG0000830	Syaa.g_01815	Pral.g_01124
OG0000831	Syaa.g_01817	Pral.g_01122
OG0000832	Syaa.g_00627	Pral.g_01110
OG0000833	Syaa.g_00611	Pral.g_01101
OG0000834	Syaa.g_00608	Pral.g_01100
OG0000835	Syaa.g_00607	Pral.g_01099
OG0000836	Syaa.g_00603	Pral.g_01098
OG0000837	Syaa.g_00601	Pral.g_01097
OG0000838	Syaa.g_00597	Pral.g_01094
OG0000839	Syaa.g_00596	Pral.g_01093
OG0000840	Syaa.g_00595	Pral.g_01092
OG0000841	Syaa.g_00594	Pral.g_01091
OG0000842	Syaa.g_00593	Pral.g_01090
OG0000843	Syaa.g_00592	Pral.g_01089
OG0000844	Syaa.g_00590	Pral.g_01088
OG0000845	Syaa.g_00589	Pral.g_01087
OG0000846	Syaa.g_00588	Pral.g_01086
OG0000847	Syaa.g_00587	Pral.g_01085
OG0000848	Syaa.g_00585	Pral.g_01084
OG0000849	Syaa.g_00584	Pral.g_01083
OG0000850	Syaa.g_00582	Pral.g_01081
OG0000851	Syaa.g_00577	Pral.g_01080
OG0000852	Syaa.g_00576	Pral.g_01079
OG0000853	Syaa.g_00572	Pral.g_01074
OG0000854	Syaa.g_00570	Pral.g_01072
OG0000855	Syaa.g_00569	Pral.g_01071
OG0000856	Syaa.g_01650	Pral.g_01058
OG0000857	Syaa.g_01188	Pral.g_01503
OG0000858	Syaa.g_00563	Pral.g_00100
OG0000859	Syaa.g_00562	Pral.g_00101
OG0000860	Syaa.g_00549	Pral.g_00109
OG0000861	Syaa.g_00548	Pral.g_00110
OG0000862	Syaa.g_00547	Pral.g_00111
OG0000863	Syaa.g_00543	Pral.g_00113
OG0000864	Syaa.g_00542	Pral.g_00114
OG0000865	Syaa.g_00541	Pral.g_00115
OG0000866	Syaa.g_00540	Pral.g_00116
OG0000867	Syaa.g_00539	Pral.g_00117
OG0000868	Syaa.g_00536	Pral.g_00119
OG0000869	Syaa.g_00531	Pral.g_00122
OG0000870	Syaa.g_00526	Pral.g_00127
OG0000871	Syaa.g_00525	Pral.g_00128
OG0000872	Syaa.g_00511	Pral.g_00129
OG0000873	Syaa.g_00497	Pral.g_00132
OG0000874	Syaa.g_00519	Pral.g_00135
OG0000875	Syaa.g_00438	Pral.g_00136
OG0000876	Syaa.g_00682	Pral.g_00137
OG0000877	Syaa.g_00679	Pral.g_00139
OG0000878	Syaa.g_00678	Pral.g_00140
OG0000879	Syaa.g_00677	Pral.g_00141
OG0000880	Syaa.g_00676	Pral.g_00142
OG0000881	Syaa.g_00671	Pral.g_00146
OG0000882	Syaa.g_00666	Pral.g_00151
OG0000883	Syaa.g_00661	Pral.g_00154
OG0000884	Syaa.g_00659	Pral.g_00156
OG0000885	Syaa.g_00658	Pral.g_00157
OG0000886	Syaa.g_00657	Pral.g_00158
OG0000887	Syaa.g_00656	Pral.g_00159
OG0000888	Syaa.g_00654	Pral.g_00161
OG0000889	Syaa.g_00652	Pral.g_00163
OG0000890	Syaa.g_00644	Pral.g_00164
OG0000891	Syaa.g_00643	Pral.g_00165
OG0000892	Syaa.g_00640	Pral.g_00167
OG0000893	Syaa.g_02352	Pral.g_00170
OG0000894	Syaa.g_02349	Pral.g_00173
OG0000895	Syaa.g_02345	Pral.g_00177
OG0000896	Syaa.g_02344	Pral.g_00178
OG0000897	Syaa.g_02342	Pral.g_00180
OG0000898	Syaa.g_02341	Pral.g_00181
OG0000899	Syaa.g_02340	Pral.g_00182
OG0000900	Syaa.g_02339	Pral.g_00183
OG0000901	Syaa.g_02334	Pral.g_00187
OG0000902	Syaa.g_02332	Pral.g_00189
OG0000903	Syaa.g_02313	Pral.g_00193
OG0000904	Syaa.g_02318	Pral.g_00198
OG0000905	Syaa.g_02324	Pral.g_00191
OG0000906	Syaa.g_02327	Pral.g_00190
OG0000907	Syaa.g_02295	Pral.g_00200
OG0000908	Syaa.g_02292	Pral.g_00203
OG0000909	Syaa.g_02291	Pral.g_00204
OG0000910	Syaa.g_02290	Pral.g_00205
OG0000911	Syaa.g_02288	Pral.g_00207
OG0000912	Syaa.g_02287	Pral.g_00208
OG0000913	Syaa.g_02286	Pral.g_00209
OG0000914	Syaa.g_02285	Pral.g_00210
OG0000915	Syaa.g_02283	Pral.g_00211
OG0000916	Syaa.g_02282	Pral.g_00212
OG0000917	Syaa.g_02281	Pral.g_00213
OG0000918	Syaa.g_02280	Pral.g_00214
OG0000919	Syaa.g_02279	Pral.g_00215
OG0000920	Syaa.g_02278	Pral.g_00216
OG0000921	Syaa.g_02277	Pral.g_00217
OG0000922	Syaa.g_02276	Pral.g_00218
OG0000923	Syaa.g_02272	Pral.g_00222
OG0000924	Syaa.g_02271	Pral.g_00223
OG0000925	Syaa.g_02270	Pral.g_00224
OG0000926	Syaa.g_02269	Pral.g_00225
OG0000927	Syaa.g_02267	Pral.g_00227
OG0000928	Syaa.g_02266	Pral.g_00228
OG0000929	Syaa.g_02265	Pral.g_00229
OG0000930	Syaa.g_02264	Pral.g_00230
OG0000931	Syaa.g_02263	Pral.g_00232
OG0000932	Syaa.g_02262	Pral.g_01190
OG0000933	Syaa.g_02256	Pral.g_00236
OG0000934	Syaa.g_02254	Pral.g_00238
OG0000935	Syaa.g_02253	Pral.g_00239
OG0000936	Syaa.g_02252	Pral.g_00240
OG0000937	Syaa.g_02251	Pral.g_00241
OG0000938	Syaa.g_02248	Pral.g_00244
OG0000939	Syaa.g_02247	Pral.g_00245
OG0000940	Syaa.g_02240	Pral.g_00252
OG0000941	Syaa.g_02238	Pral.g_00254
OG0000942	Syaa.g_02236	Pral.g_00256
OG0000943	Syaa.g_02235	Pral.g_00257
OG0000944	Syaa.g_02233	Pral.g_00259
OG0000945	Syaa.g_02231	Pral.g_00260
OG0000946	Syaa.g_02225	Pral.g_00266
OG0000947	Syaa.g_02222	Pral.g_00268
OG0000948	Syaa.g_02221	Pral.g_00269
OG0000949	Syaa.g_00172	Pral.g_00272
OG0000950	Syaa.g_00159	Pral.g_00278
OG0000951	Syaa.g_00153	Pral.g_00282
OG0000952	Syaa.g_00149	Pral.g_00286
OG0000953	Syaa.g_00143	Pral.g_00290
OG0000954	Syaa.g_00138	Pral.g_00294
OG0000955	Syaa.g_00137	Pral.g_00295
OG0000956	Syaa.g_00135	Pral.g_00297
OG0000957	Syaa.g_00125	Pral.g_00303
OG0000958	Syaa.g_00124	Pral.g_00304
OG0000959	Syaa.g_00120	Pral.g_00308
OG0000960	Syaa.g_00119	Pral.g_00309
OG0000961	Syaa.g_00106	Pral.g_00312
OG0000962	Syaa.g_00102	Pral.g_00314
OG0000963	Syaa.g_00097	Pral.g_00318
OG0000964	Syaa.g_00096	Pral.g_00319
OG0000965	Syaa.g_00095	Pral.g_00320
OG0000966	Syaa.g_00083	Pral.g_00326
OG0000967	Syaa.g_00074	Pral.g_00330
OG0000968	Syaa.g_00078	Pral.g_00332
OG0000969	Syaa.g_00077	Pral.g_00333
OG0000970	Syaa.g_00076	Pral.g_00334
OG0000971	Syaa.g_00069	Pral.g_00335
OG0000972	Syaa.g_00068	Pral.g_00336
OG0000973	Syaa.g_00067	Pral.g_00337
OG0000974	Syaa.g_00066	Pral.g_00338
OG0000975	Syaa.g_00065	Pral.g_00339
OG0000976	Syaa.g_00064	Pral.g_00340
OG0000977	Syaa.g_00062	Pral.g_00341
OG0000978	Syaa.g_00061	Pral.g_00342
OG0000979	Syaa.g_00058	Pral.g_00345
OG0000980	Syaa.g_00055	Pral.g_00347
OG0000981	Syaa.g_00052	Pral.g_00350
OG0000982	Syaa.g_02593	Pral.g_00352
OG0000983	Syaa.g_02594	Pral.g_00353
OG0000984	Syaa.g_02595	Pral.g_00354
OG0000985	Syaa.g_02597	Pral.g_00357
OG0000986	Syaa.g_02601	Pral.g_00359
OG0000987	Syaa.g_02603	Pral.g_00360
OG0000988	Syaa.g_02608	Pral.g_00363
OG0000989	Syaa.g_02616	Pral.g_00367
OG0000990	Syaa.g_02647	Pral.g_00373
OG0000991	Syaa.g_02650	Pral.g_00374
OG0000992	Syaa.g_02653	Pral.g_00377
OG0000993	Syaa.g_02654	Pral.g_00378
OG0000994	Syaa.g_02657	Pral.g_00379
OG0000995	Syaa.g_02662	Pral.g_00383
OG0000996	Syaa.g_02705	Pral.g_00384
OG0000997	Syaa.g_02725	Pral.g_00386
OG0000998	Syaa.g_02727	Pral.g_00388
OG0000999	Syaa.g_02728	Pral.g_00389
OG0001000	Syaa.g_02732	Pral.g_00392
OG0001001	Syaa.g_02738	Pral.g_00396
OG0001002	Syaa.g_02745	Pral.g_00401
OG0001003	Syaa.g_02747	Pral.g_00402
OG0001004	Syaa.g_02748	Pral.g_00403
OG0001005	Syaa.g_02749	Pral.g_00404
OG0001006	Syaa.g_02756	Pral.g_00408
OG0001007	Syaa.g_02758	Pral.g_00410
OG0001008	Syaa.g_00704	Pral.g_00657
OG0001009	Syaa.g_00034	Pral.g_01017
OG0001010	Syaa.g_00035	Pral.g_01016
OG0001011	Syaa.g_00037	Pral.g_01014
OG0001012	Syaa.g_02589	Pral.g_01001
OG0001013	Syaa.g_02576	Pral.g_00994
OG0001014	Syaa.g_02572	Pral.g_00991
OG0001015	Syaa.g_02571	Pral.g_00990
OG0001016	Syaa.g_00348	Pral.g_00974
OG0001017	Syaa.g_00342	Pral.g_00970
OG0001018	Syaa.g_00340	Pral.g_00968
OG0001019	Syaa.g_00323	Pral.g_00958
OG0001020	Syaa.g_02355	Pral.g_00957
OG0001021	Syaa.g_02359	Pral.g_00956
OG0001022	Syaa.g_02365	Pral.g_00953
OG0001023	Syaa.g_02366	Pral.g_00952
OG0001024	Syaa.g_02370	Pral.g_00949
OG0001025	Syaa.g_02377	Pral.g_00942
OG0001026	Syaa.g_02390	Pral.g_00934
OG0001027	Syaa.g_02397	Pral.g_00933
OG0001028	Syaa.g_02399	Pral.g_00931
OG0001029	Syaa.g_02401	Pral.g_00930
OG0001030	Syaa.g_02422	Pral.g_00914
OG0001031	Syaa.g_02500	Pral.g_00857
OG0001032	Syaa.g_02502	Pral.g_00856
OG0001033	Syaa.g_02539	Pral.g_00836
OG0001034	Syaa.g_02108	Pral.g_00804
OG0001035	Syaa.g_00298	Pral.g_00784
OG0001036	Syaa.g_00293	Pral.g_00780
OG0001037	Syaa.g_00291	Pral.g_00779
OG0001038	Syaa.g_00264	Pral.g_00761
OG0001039	Syaa.g_00261	Pral.g_00758
OG0001040	Syaa.g_00258	Pral.g_00755
OG0001041	Syaa.g_00253	Pral.g_00751
OG0001042	Syaa.g_00227	Pral.g_00734
OG0001043	Syaa.g_00223	Pral.g_00733
OG0001044	Syaa.g_02183	Pral.g_00699
OG0001045	Syaa.g_02170	Pral.g_00690
OG0001046	Syaa.g_01332	Pral.g_01039
OG0001047	Syaa.g_00706	Pral.g_00655
OG0001048	Syaa.g_00707	Pral.g_00654
OG0001049	Syaa.g_00710	Pral.g_00651
OG0001050	Syaa.g_00711	Pral.g_00650
OG0001051	Syaa.g_00712	Pral.g_00649
OG0001052	Syaa.g_01846	Pral.g_00621
OG0001053	Syaa.g_02048	Pral.g_00608
OG0001055	Syaa.g_02010	Pral.g_00573
OG0001056	Syaa.g_01975	Pral.g_00554
OG0001057	Syaa.g_01966	Pral.g_00549
OG0001058	Syaa.g_01951	Pral.g_00541
OG0001059	Syaa.g_01947	Pral.g_00537
OG0001060	Syaa.g_01941	Pral.g_00530
OG0001061	Syaa.g_01919	Pral.g_00514
OG0001062	Syaa.g_01917	Pral.g_00512
OG0001063	Syaa.g_01912	Pral.g_00510
OG0001064	Syaa.g_01911	Pral.g_00509
OG0001065	Syaa.g_01910	Pral.g_00508
OG0001066	Syaa.g_01909	Pral.g_00507
OG0001067	Syaa.g_01908	Pral.g_00506
OG0001068	Syaa.g_01907	Pral.g_00505
OG0001069	Syaa.g_01906	Pral.g_00504
OG0001070	Syaa.g_01903	Pral.g_00502
OG0001071	Syaa.g_01902	Pral.g_00501
OG0001072	Syaa.g_01898	Pral.g_00499
OG0001073	Syaa.g_01884	Pral.g_00485
OG0001074	Syaa.g_01678	Pral.g_00472
OG0001075	Syaa.g_01676	Pral.g_00471
OG0001076	Syaa.g_01659	Pral.g_00464
OG0001077	Syaa.g_01647	Pral.g_00459
OG0001078	Syaa.g_01632	Pral.g_01437
OG0001079	Syaa.g_01619	Pral.g_01448
OG0001080	Syaa.g_01443	Pral.g_01454
OG0001081	Syaa.g_01056	Pral.g_01456
OG0001082	Syaa.g_01057	Pral.g_01457
OG0001083	Syaa.g_01064	Pral.g_01462
OG0001084	Syaa.g_01065	Pral.g_01463
OG0001085	Syaa.g_01075	Pral.g_01772
OG0001086	Syaa.g_01077	Pral.g_01771
OG0001087	Syaa.g_00920	Pral.g_01753
OG0001088	Syaa.g_00916	Pral.g_01752
OG0001089	Syaa.g_00890	Pral.g_01741
OG0001090	Syaa.g_01237	Pral.g_01728
OG0001091	Syaa.g_01239	Pral.g_01726
OG0001092	Syaa.g_01242	Pral.g_01725
OG0001093	Syaa.g_01248	Pral.g_01720
OG0001094	Syaa.g_01148	Pral.g_01482
OG0001095	Syaa.g_01185	Pral.g_01501
OG0001096	Syaa.g_01200	Pral.g_01515
OG0001097	Syaa.g_00828	Pral.g_01533
OG0001098	Syaa.g_01441	Pral.g_01552
OG0001099	Syaa.g_02400	Pral.g_01815
OG0001100	Syaa.g_01086	Pral.g_01807
OG0001101	Syaa.g_01088	Pral.g_01805
OG0001102	Syaa.g_01091	Pral.g_01802
OG0001103	Syaa.g_01093	Pral.g_01800
OG0001104	Syaa.g_01133	Pral.g_01777
OG0001105	Syaa.g_01137	Pral.g_01773
OG0001106	Syaa.g_01372	Pral.g_01639
OG0001107	Syaa.g_01359	Pral.g_01629
OG0001108	Syaa.g_01350	Pral.g_01625
OG0001109	Syaa.g_01349	Pral.g_01624
OG0001110	Syaa.g_01347	Pral.g_01622
OG0001111	Syaa.g_01345	Pral.g_01621
OG0001112	Syaa.g_01343	Pral.g_01620
OG0001113	Syaa.g_01342	Pral.g_01619
OG0001114	Syaa.g_01341	Pral.g_01618
OG0001115	Syaa.g_01337	Pral.g_01616
OG0001116	Syaa.g_01335	Pral.g_01615
OG0001117	Syaa.g_01334	Pral.g_01614
OG0001118	Syaa.g_01333	Pral.g_01613
OG0001119	Syaa.g_01331	Pral.g_01612
OG0001120	Syaa.g_01328	Pral.g_01611
OG0001122	Syaa.g_01301	Pral.g_01593
OG0001123	Syaa.g_01294	Pral.g_01598
OG0001124	Syaa.g_01292	Pral.g_01600
OG0001125	Syaa.g_01290	Pral.g_01602
OG0001126	Syaa.g_00864	Pral.g_01571
OG0001127	Syaa.g_00865	Pral.g_01570
OG0001128	Syaa.g_00868	Pral.g_01569
OG0001129	Syaa.g_00870	Pral.g_01568
OG0001130	Syaa.g_00871	Pral.g_01567
