Orthogroup	Syaa	Prah
OG0000565	Syaa.g_01939	Prah.g_01457
OG0000566	Syaa.g_01935	Prah.g_01452
OG0000567	Syaa.g_01931	Prah.g_01448
OG0000568	Syaa.g_01928	Prah.g_01446
OG0000569	Syaa.g_01925	Prah.g_01445
OG0000570	Syaa.g_01924	Prah.g_01444
OG0000571	Syaa.g_01920	Prah.g_01441
OG0000572	Syaa.g_01904	Prah.g_01425
OG0000573	Syaa.g_01896	Prah.g_01416
OG0000574	Syaa.g_01895	Prah.g_01415
OG0000575	Syaa.g_01891	Prah.g_01406
OG0000576	Syaa.g_01889	Prah.g_01404
OG0000577	Syaa.g_01888	Prah.g_01403
OG0000578	Syaa.g_01887	Prah.g_01402
OG0000579	Syaa.g_01886	Prah.g_01401
OG0000580	Syaa.g_01885	Prah.g_01400
OG0000581	Syaa.g_01879	Prah.g_01396
OG0000582	Syaa.g_01687	Prah.g_01392
OG0000583	Syaa.g_01686	Prah.g_01391
OG0000584	Syaa.g_01685	Prah.g_01390
OG0000585	Syaa.g_01683	Prah.g_01388
OG0000586	Syaa.g_01682	Prah.g_01387
OG0000587	Syaa.g_01680	Prah.g_01385
OG0000588	Syaa.g_01666	Prah.g_00529
OG0000589	Syaa.g_01662	Prah.g_00526
OG0000590	Syaa.g_01661	Prah.g_00525
OG0000591	Syaa.g_01653	Prah.g_00518
OG0000592	Syaa.g_01652	Prah.g_00517
OG0000593	Syaa.g_01638	Prah.g_00505
OG0000594	Syaa.g_01637	Prah.g_00504
OG0000595	Syaa.g_01636	Prah.g_00503
OG0000596	Syaa.g_01630	Prah.g_00498
OG0000597	Syaa.g_01627	Prah.g_00495
OG0000598	Syaa.g_01626	Prah.g_00494
OG0000599	Syaa.g_01623	Prah.g_00485
OG0000600	Syaa.g_01622	Prah.g_00484
OG0000601	Syaa.g_01621	Prah.g_00483
OG0000602	Syaa.g_01616	Prah.g_00478
OG0000603	Syaa.g_01615	Prah.g_00477
OG0000604	Syaa.g_01612	Prah.g_00476
OG0000605	Syaa.g_01447	Prah.g_00474
OG0000606	Syaa.g_01055	Prah.g_00466
OG0000607	Syaa.g_01058	Prah.g_00463
OG0000608	Syaa.g_01059	Prah.g_00462
OG0000609	Syaa.g_01061	Prah.g_00460
OG0000610	Syaa.g_01068	Prah.g_00452
OG0000611	Syaa.g_01071	Prah.g_00449
OG0000612	Syaa.g_01072	Prah.g_00448
OG0000613	Syaa.g_00199	Prah.g_02193
OG0000614	Syaa.g_00906	Prah.g_00985
OG0000615	Syaa.g_01113	Prah.g_00706
OG0000616	Syaa.g_02742	Prah.g_02588
OG0000617	Syaa.g_01244	Prah.g_00881
OG0000618	Syaa.g_01245	Prah.g_00880
OG0000619	Syaa.g_01246	Prah.g_00879
OG0000620	Syaa.g_01259	Prah.g_00875
OG0000621	Syaa.g_01260	Prah.g_00874
OG0000622	Syaa.g_01261	Prah.g_00873
OG0000623	Syaa.g_01262	Prah.g_00872
OG0000624	Syaa.g_01264	Prah.g_00871
OG0000625	Syaa.g_01265	Prah.g_00870
OG0000626	Syaa.g_01266	Prah.g_00869
OG0000627	Syaa.g_01414	Prah.g_00746
OG0000628	Syaa.g_01413	Prah.g_00747
OG0000629	Syaa.g_01410	Prah.g_00750
OG0000630	Syaa.g_01406	Prah.g_00754
OG0000631	Syaa.g_01400	Prah.g_00758
OG0000632	Syaa.g_01399	Prah.g_00759
OG0000633	Syaa.g_01397	Prah.g_00760
OG0000634	Syaa.g_01150	Prah.g_00671
OG0000635	Syaa.g_01151	Prah.g_00670
OG0000636	Syaa.g_01153	Prah.g_00668
OG0000637	Syaa.g_01155	Prah.g_00666
OG0000638	Syaa.g_01156	Prah.g_00665
OG0000639	Syaa.g_01157	Prah.g_00664
OG0000640	Syaa.g_01158	Prah.g_00663
OG0000641	Syaa.g_01162	Prah.g_00659
OG0000642	Syaa.g_01163	Prah.g_00658
OG0000643	Syaa.g_01165	Prah.g_00657
OG0000644	Syaa.g_01166	Prah.g_00656
OG0000645	Syaa.g_01184	Prah.g_00655
OG0000646	Syaa.g_01187	Prah.g_00652
OG0000647	Syaa.g_01189	Prah.g_00650
OG0000648	Syaa.g_01191	Prah.g_00648
OG0000649	Syaa.g_01192	Prah.g_00647
OG0000650	Syaa.g_01193	Prah.g_00646
OG0000651	Syaa.g_01194	Prah.g_00645
OG0000652	Syaa.g_01195	Prah.g_00644
OG0000653	Syaa.g_01197	Prah.g_00640
OG0000654	Syaa.g_01198	Prah.g_00639
OG0000655	Syaa.g_01199	Prah.g_00638
OG0000656	Syaa.g_01202	Prah.g_00635
OG0000657	Syaa.g_00838	Prah.g_00603
OG0000658	Syaa.g_00836	Prah.g_00601
OG0000659	Syaa.g_00835	Prah.g_00600
OG0000660	Syaa.g_00831	Prah.g_00596
OG0000661	Syaa.g_00829	Prah.g_00594
OG0000662	Syaa.g_00827	Prah.g_00592
OG0000663	Syaa.g_00824	Prah.g_00589
OG0000664	Syaa.g_00823	Prah.g_00588
OG0000665	Syaa.g_01442	Prah.g_00574
OG0000666	Syaa.g_01448	Prah.g_00572
OG0000668	Syaa.g_01300	Prah.g_00850
OG0000669	Syaa.g_01084	Prah.g_00558
OG0000670	Syaa.g_01087	Prah.g_01212
OG0000671	Syaa.g_01089	Prah.g_00738
OG0000672	Syaa.g_01092	Prah.g_00735
OG0000673	Syaa.g_01095	Prah.g_00732
OG0000674	Syaa.g_01097	Prah.g_00730
OG0000675	Syaa.g_01098	Prah.g_00729
OG0000676	Syaa.g_01100	Prah.g_00726
OG0000677	Syaa.g_01101	Prah.g_00724
OG0000678	Syaa.g_01106	Prah.g_00721
OG0000679	Syaa.g_01116	Prah.g_00702
OG0000680	Syaa.g_01117	Prah.g_00701
OG0000681	Syaa.g_01120	Prah.g_00699
OG0000682	Syaa.g_01121	Prah.g_00698
OG0000683	Syaa.g_01122	Prah.g_00697
OG0000684	Syaa.g_01132	Prah.g_00683
OG0000685	Syaa.g_01134	Prah.g_00685
OG0000686	Syaa.g_01135	Prah.g_00686
OG0000687	Syaa.g_01136	Prah.g_00687
OG0000688	Syaa.g_01140	Prah.g_00681
OG0000689	Syaa.g_01142	Prah.g_00680
OG0000690	Syaa.g_01143	Prah.g_00679
OG0000691	Syaa.g_01144	Prah.g_00678
OG0000692	Syaa.g_01145	Prah.g_00677
OG0000693	Syaa.g_01146	Prah.g_00675
OG0000694	Syaa.g_01147	Prah.g_00674
OG0000695	Syaa.g_01395	Prah.g_00762
OG0000696	Syaa.g_01394	Prah.g_00763
OG0000697	Syaa.g_01392	Prah.g_00765
OG0000698	Syaa.g_01389	Prah.g_00768
OG0000699	Syaa.g_01387	Prah.g_00770
OG0000700	Syaa.g_01386	Prah.g_00771
OG0000701	Syaa.g_01385	Prah.g_00772
OG0000702	Syaa.g_01376	Prah.g_00780
OG0000703	Syaa.g_01375	Prah.g_00781
OG0000704	Syaa.g_01373	Prah.g_00783
OG0000705	Syaa.g_01365	Prah.g_00789
OG0000706	Syaa.g_01364	Prah.g_00790
OG0000707	Syaa.g_01363	Prah.g_00791
OG0000708	Syaa.g_01360	Prah.g_00793
OG0000709	Syaa.g_01351	Prah.g_00800
OG0000710	Syaa.g_01348	Prah.g_00805
OG0000711	Syaa.g_01320	Prah.g_00828
OG0000712	Syaa.g_01318	Prah.g_00829
OG0000713	Syaa.g_01317	Prah.g_00830
OG0000714	Syaa.g_01315	Prah.g_00833
OG0000715	Syaa.g_01313	Prah.g_00835
OG0000716	Syaa.g_01309	Prah.g_00839
OG0000717	Syaa.g_01308	Prah.g_00840
OG0000718	Syaa.g_01304	Prah.g_00846
OG0000719	Syaa.g_01302	Prah.g_00848
OG0000720	Syaa.g_01289	Prah.g_00861
OG0000721	Syaa.g_01287	Prah.g_00862
OG0000722	Syaa.g_01286	Prah.g_00863
OG0000723	Syaa.g_01268	Prah.g_00867
OG0000724	Syaa.g_00872	Prah.g_00910
OG0000725	Syaa.g_00882	Prah.g_00919
OG0000726	Syaa.g_00883	Prah.g_00920
OG0000727	Syaa.g_00884	Prah.g_00921
OG0000728	Syaa.g_00886	Prah.g_00922
OG0000729	Syaa.g_00100	Prah.g_00133
OG0000730	Syaa.g_02185	Prah.g_01942
OG0000731	Syaa.g_02173	Prah.g_01932
OG0000732	Syaa.g_00054	Prah.g_00054
OG0000733	Syaa.g_02621	Prah.g_02532
OG0000734	Syaa.g_02388	Prah.g_01905
OG0000735	Syaa.g_00754	Prah.g_01340
OG0000736	Syaa.g_00755	Prah.g_01339
OG0000737	Syaa.g_00756	Prah.g_01338
OG0000738	Syaa.g_00761	Prah.g_01331
OG0000739	Syaa.g_00762	Prah.g_01329
OG0000740	Syaa.g_00763	Prah.g_01328
OG0000741	Syaa.g_00766	Prah.g_01325
OG0000742	Syaa.g_00769	Prah.g_01323
OG0000743	Syaa.g_00771	Prah.g_01321
OG0000744	Syaa.g_00772	Prah.g_01320
OG0000745	Syaa.g_00774	Prah.g_01318
OG0000746	Syaa.g_00776	Prah.g_01316
OG0000747	Syaa.g_00777	Prah.g_01315
OG0000748	Syaa.g_00787	Prah.g_01304
OG0000749	Syaa.g_00789	Prah.g_01303
OG0000750	Syaa.g_00790	Prah.g_01302
OG0000751	Syaa.g_00797	Prah.g_01297
OG0000752	Syaa.g_00799	Prah.g_01295
OG0000753	Syaa.g_00802	Prah.g_01292
OG0000754	Syaa.g_01025	Prah.g_01262
OG0000755	Syaa.g_01005	Prah.g_01255
OG0000756	Syaa.g_01004	Prah.g_01254
OG0000757	Syaa.g_00996	Prah.g_01247
OG0000758	Syaa.g_00995	Prah.g_01246
OG0000759	Syaa.g_00994	Prah.g_01245
OG0000760	Syaa.g_00993	Prah.g_01244
OG0000761	Syaa.g_00992	Prah.g_01243
OG0000762	Syaa.g_00988	Prah.g_01263
OG0000763	Syaa.g_00986	Prah.g_01265
OG0000764	Syaa.g_00985	Prah.g_01266
OG0000765	Syaa.g_00968	Prah.g_01282
OG0000766	Syaa.g_00967	Prah.g_01283
OG0000767	Syaa.g_00965	Prah.g_01285
OG0000768	Syaa.g_00964	Prah.g_01286
OG0000769	Syaa.g_00962	Prah.g_01290
OG0000770	Syaa.g_00959	Prah.g_01239
OG0000771	Syaa.g_00866	Prah.g_00905
OG0000772	Syaa.g_01526	Prah.g_01610
OG0000773	Syaa.g_00749	Prah.g_01351
OG0000774	Syaa.g_00745	Prah.g_01355
OG0000775	Syaa.g_00742	Prah.g_01357
OG0000776	Syaa.g_00741	Prah.g_01358
OG0000777	Syaa.g_00740	Prah.g_01359
OG0000778	Syaa.g_00739	Prah.g_01360
OG0000779	Syaa.g_00733	Prah.g_01365
OG0000780	Syaa.g_00730	Prah.g_01368
OG0000781	Syaa.g_00726	Prah.g_01372
OG0000782	Syaa.g_00725	Prah.g_01373
OG0000783	Syaa.g_00724	Prah.g_01374
OG0000784	Syaa.g_00723	Prah.g_01375
OG0000785	Syaa.g_00721	Prah.g_01377
OG0000786	Syaa.g_01875	Prah.g_01380
OG0000787	Syaa.g_01876	Prah.g_01381
OG0000788	Syaa.g_01620	Prah.g_00224
OG0000789	Syaa.g_01434	Prah.g_01183
OG0000790	Syaa.g_02064	Prah.g_01580
OG0000791	Syaa.g_02066	Prah.g_01582
OG0000792	Syaa.g_02067	Prah.g_01583
OG0000793	Syaa.g_02072	Prah.g_01587
OG0000794	Syaa.g_02073	Prah.g_01588
OG0000795	Syaa.g_02074	Prah.g_01589
OG0000796	Syaa.g_02078	Prah.g_01593
OG0000797	Syaa.g_02079	Prah.g_01594
OG0000798	Syaa.g_00265	Prah.g_02131
OG0000799	Syaa.g_01743	Prah.g_00435
OG0000800	Syaa.g_01747	Prah.g_00434
OG0000801	Syaa.g_01748	Prah.g_00433
OG0000802	Syaa.g_01753	Prah.g_00427
OG0000803	Syaa.g_01758	Prah.g_00423
OG0000804	Syaa.g_01761	Prah.g_00421
OG0000805	Syaa.g_01763	Prah.g_00419
OG0000806	Syaa.g_01765	Prah.g_00417
OG0000807	Syaa.g_01767	Prah.g_00415
OG0000808	Syaa.g_01768	Prah.g_00414
OG0000809	Syaa.g_01771	Prah.g_00410
OG0000810	Syaa.g_01772	Prah.g_00409
OG0000811	Syaa.g_01778	Prah.g_00403
OG0000812	Syaa.g_01780	Prah.g_00401
OG0000813	Syaa.g_01781	Prah.g_00400
OG0000814	Syaa.g_01783	Prah.g_00398
OG0000815	Syaa.g_01784	Prah.g_00397
OG0000816	Syaa.g_01785	Prah.g_00395
OG0000817	Syaa.g_01786	Prah.g_00394
OG0000818	Syaa.g_01792	Prah.g_00386
OG0000819	Syaa.g_01793	Prah.g_00385
OG0000820	Syaa.g_01794	Prah.g_00384
OG0000821	Syaa.g_01800	Prah.g_00379
OG0000822	Syaa.g_01802	Prah.g_00376
OG0000823	Syaa.g_01803	Prah.g_00374
OG0000824	Syaa.g_01807	Prah.g_00370
OG0000825	Syaa.g_01808	Prah.g_00369
OG0000826	Syaa.g_01809	Prah.g_00368
OG0000827	Syaa.g_01810	Prah.g_00367
OG0000828	Syaa.g_01813	Prah.g_00364
OG0000829	Syaa.g_01814	Prah.g_00363
OG0000830	Syaa.g_01815	Prah.g_00362
OG0000831	Syaa.g_01817	Prah.g_00360
OG0000832	Syaa.g_00627	Prah.g_01615
OG0000833	Syaa.g_00611	Prah.g_01623
OG0000834	Syaa.g_00608	Prah.g_01624
OG0000835	Syaa.g_00607	Prah.g_01625
OG0000836	Syaa.g_00603	Prah.g_01627
OG0000837	Syaa.g_00601	Prah.g_01628
OG0000838	Syaa.g_00597	Prah.g_01632
OG0000839	Syaa.g_00596	Prah.g_01633
OG0000840	Syaa.g_00595	Prah.g_01634
OG0000841	Syaa.g_00594	Prah.g_01635
OG0000842	Syaa.g_00593	Prah.g_01636
OG0000843	Syaa.g_00592	Prah.g_01637
OG0000844	Syaa.g_00590	Prah.g_01639
OG0000845	Syaa.g_00589	Prah.g_01640
OG0000846	Syaa.g_00588	Prah.g_01641
OG0000847	Syaa.g_00587	Prah.g_01642
OG0000848	Syaa.g_00585	Prah.g_01643
OG0000849	Syaa.g_00584	Prah.g_01644
OG0000850	Syaa.g_00582	Prah.g_01645
OG0000851	Syaa.g_00577	Prah.g_01648
OG0000852	Syaa.g_00576	Prah.g_01649
OG0000853	Syaa.g_00572	Prah.g_01653
OG0000854	Syaa.g_00570	Prah.g_01655
OG0000855	Syaa.g_00569	Prah.g_01656
OG0000856	Syaa.g_01650	Prah.g_00515
OG0000857	Syaa.g_01188	Prah.g_00651
OG0000858	Syaa.g_00563	Prah.g_01667
OG0000859	Syaa.g_00562	Prah.g_01668
OG0000860	Syaa.g_00549	Prah.g_01678
OG0000861	Syaa.g_00548	Prah.g_01679
OG0000862	Syaa.g_00547	Prah.g_01681
OG0000863	Syaa.g_00543	Prah.g_01685
OG0000864	Syaa.g_00542	Prah.g_01687
OG0000865	Syaa.g_00541	Prah.g_01688
OG0000866	Syaa.g_00540	Prah.g_01689
OG0000867	Syaa.g_00539	Prah.g_01690
OG0000868	Syaa.g_00536	Prah.g_01692
OG0000869	Syaa.g_00531	Prah.g_01695
OG0000870	Syaa.g_00526	Prah.g_01700
OG0000871	Syaa.g_00525	Prah.g_01701
OG0000872	Syaa.g_00511	Prah.g_01703
OG0000873	Syaa.g_00497	Prah.g_01707
OG0000874	Syaa.g_00519	Prah.g_01711
OG0000875	Syaa.g_00438	Prah.g_01713
OG0000876	Syaa.g_00682	Prah.g_01714
OG0000877	Syaa.g_00679	Prah.g_01717
OG0000878	Syaa.g_00678	Prah.g_01718
OG0000879	Syaa.g_00677	Prah.g_01719
OG0000880	Syaa.g_00676	Prah.g_01720
OG0000881	Syaa.g_00671	Prah.g_01728
OG0000882	Syaa.g_00666	Prah.g_01733
OG0000883	Syaa.g_00661	Prah.g_01736
OG0000884	Syaa.g_00659	Prah.g_01738
OG0000885	Syaa.g_00658	Prah.g_01739
OG0000886	Syaa.g_00657	Prah.g_01740
OG0000887	Syaa.g_00656	Prah.g_01741
OG0000888	Syaa.g_00654	Prah.g_01743
OG0000889	Syaa.g_00652	Prah.g_01745
OG0000890	Syaa.g_00644	Prah.g_01759
OG0000891	Syaa.g_00643	Prah.g_01760
OG0000892	Syaa.g_00640	Prah.g_01762
OG0000893	Syaa.g_02352	Prah.g_02073
OG0000894	Syaa.g_02349	Prah.g_02070
OG0000895	Syaa.g_02345	Prah.g_02066
OG0000896	Syaa.g_02344	Prah.g_02065
OG0000897	Syaa.g_02342	Prah.g_02063
OG0000898	Syaa.g_02341	Prah.g_02062
OG0000899	Syaa.g_02340	Prah.g_02061
OG0000900	Syaa.g_02339	Prah.g_02060
OG0000901	Syaa.g_02334	Prah.g_02056
OG0000902	Syaa.g_02332	Prah.g_02054
OG0000903	Syaa.g_02313	Prah.g_02041
OG0000904	Syaa.g_02318	Prah.g_02046
OG0000905	Syaa.g_02324	Prah.g_02048
OG0000906	Syaa.g_02327	Prah.g_02050
OG0000907	Syaa.g_02295	Prah.g_02039
OG0000908	Syaa.g_02292	Prah.g_02036
OG0000909	Syaa.g_02291	Prah.g_02035
OG0000910	Syaa.g_02290	Prah.g_02034
OG0000911	Syaa.g_02288	Prah.g_02032
OG0000912	Syaa.g_02287	Prah.g_02031
OG0000913	Syaa.g_02286	Prah.g_02030
OG0000914	Syaa.g_02285	Prah.g_02029
OG0000915	Syaa.g_02283	Prah.g_02028
OG0000916	Syaa.g_02282	Prah.g_02027
OG0000917	Syaa.g_02281	Prah.g_02026
OG0000918	Syaa.g_02280	Prah.g_02025
OG0000919	Syaa.g_02279	Prah.g_02024
OG0000920	Syaa.g_02278	Prah.g_02023
OG0000921	Syaa.g_02277	Prah.g_02022
OG0000922	Syaa.g_02276	Prah.g_02021
OG0000923	Syaa.g_02272	Prah.g_02017
OG0000924	Syaa.g_02271	Prah.g_02016
OG0000925	Syaa.g_02270	Prah.g_02015
OG0000926	Syaa.g_02269	Prah.g_02014
OG0000927	Syaa.g_02267	Prah.g_02012
OG0000928	Syaa.g_02266	Prah.g_02011
OG0000929	Syaa.g_02265	Prah.g_02010
OG0000930	Syaa.g_02264	Prah.g_02009
OG0000931	Syaa.g_02263	Prah.g_02008
OG0000932	Syaa.g_02262	Prah.g_02007
OG0000933	Syaa.g_02256	Prah.g_02002
OG0000934	Syaa.g_02254	Prah.g_02000
OG0000935	Syaa.g_02253	Prah.g_01999
OG0000936	Syaa.g_02252	Prah.g_01998
OG0000937	Syaa.g_02251	Prah.g_01997
OG0000938	Syaa.g_02248	Prah.g_01994
OG0000939	Syaa.g_02247	Prah.g_01993
OG0000940	Syaa.g_02240	Prah.g_01985
OG0000941	Syaa.g_02238	Prah.g_01983
OG0000942	Syaa.g_02236	Prah.g_01981
OG0000943	Syaa.g_02235	Prah.g_01980
OG0000944	Syaa.g_02233	Prah.g_01978
OG0000945	Syaa.g_02231	Prah.g_01977
OG0000946	Syaa.g_02225	Prah.g_01966
OG0000947	Syaa.g_02222	Prah.g_01963
OG0000948	Syaa.g_02221	Prah.g_01962
OG0000949	Syaa.g_00172	Prah.g_01958
OG0000950	Syaa.g_00159	Prah.g_02231
OG0000951	Syaa.g_00153	Prah.g_02236
OG0000952	Syaa.g_00149	Prah.g_02241
OG0000953	Syaa.g_00143	Prah.g_02245
OG0000954	Syaa.g_00138	Prah.g_00167
OG0000955	Syaa.g_00137	Prah.g_00166
OG0000956	Syaa.g_00135	Prah.g_00164
OG0000957	Syaa.g_00125	Prah.g_00152
OG0000958	Syaa.g_00124	Prah.g_00151
OG0000959	Syaa.g_00120	Prah.g_00146
OG0000960	Syaa.g_00119	Prah.g_00145
OG0000961	Syaa.g_00106	Prah.g_00136
OG0000962	Syaa.g_00102	Prah.g_00134
OG0000963	Syaa.g_00097	Prah.g_00129
OG0000964	Syaa.g_00096	Prah.g_00128
OG0000965	Syaa.g_00095	Prah.g_00127
OG0000966	Syaa.g_00083	Prah.g_00086
OG0000967	Syaa.g_00074	Prah.g_00079
OG0000968	Syaa.g_00078	Prah.g_00076
OG0000969	Syaa.g_00077	Prah.g_00074
OG0000970	Syaa.g_00076	Prah.g_00073
OG0000971	Syaa.g_00069	Prah.g_00071
OG0000972	Syaa.g_00068	Prah.g_00070
OG0000973	Syaa.g_00067	Prah.g_00068
OG0000974	Syaa.g_00066	Prah.g_00067
OG0000975	Syaa.g_00065	Prah.g_00066
OG0000976	Syaa.g_00064	Prah.g_00065
OG0000977	Syaa.g_00062	Prah.g_00063
OG0000978	Syaa.g_00061	Prah.g_00062
OG0000979	Syaa.g_00058	Prah.g_00059
OG0000980	Syaa.g_00055	Prah.g_00055
OG0000981	Syaa.g_00052	Prah.g_00052
OG0000982	Syaa.g_02593	Prah.g_02491
OG0000983	Syaa.g_02594	Prah.g_02492
OG0000984	Syaa.g_02595	Prah.g_02493
OG0000985	Syaa.g_02597	Prah.g_02497
OG0000986	Syaa.g_02601	Prah.g_02499
OG0000987	Syaa.g_02603	Prah.g_02501
OG0000988	Syaa.g_02608	Prah.g_02505
OG0000989	Syaa.g_02616	Prah.g_02513
OG0000990	Syaa.g_02647	Prah.g_02536
OG0000991	Syaa.g_02650	Prah.g_02540
OG0000992	Syaa.g_02653	Prah.g_02543
OG0000993	Syaa.g_02654	Prah.g_02544
OG0000994	Syaa.g_02657	Prah.g_02547
OG0000995	Syaa.g_02662	Prah.g_02552
OG0000996	Syaa.g_02705	Prah.g_02565
OG0000997	Syaa.g_02725	Prah.g_02574
OG0000998	Syaa.g_02727	Prah.g_02576
OG0000999	Syaa.g_02728	Prah.g_02577
OG0001000	Syaa.g_02732	Prah.g_02580
OG0001001	Syaa.g_02738	Prah.g_02584
OG0001002	Syaa.g_02745	Prah.g_02591
OG0001003	Syaa.g_02747	Prah.g_02593
OG0001004	Syaa.g_02748	Prah.g_02594
OG0001005	Syaa.g_02749	Prah.g_02596
OG0001006	Syaa.g_02756	Prah.g_02602
OG0001007	Syaa.g_02758	Prah.g_02604
OG0001008	Syaa.g_00704	Prah.g_00231
OG0001009	Syaa.g_00034	Prah.g_00033
OG0001010	Syaa.g_00035	Prah.g_00034
OG0001011	Syaa.g_00037	Prah.g_00036
OG0001012	Syaa.g_02589	Prah.g_02488
OG0001013	Syaa.g_02576	Prah.g_02466
OG0001014	Syaa.g_02572	Prah.g_02454
OG0001015	Syaa.g_02571	Prah.g_02453
OG0001016	Syaa.g_00348	Prah.g_01843
OG0001017	Syaa.g_00342	Prah.g_01849
OG0001018	Syaa.g_00340	Prah.g_01851
OG0001019	Syaa.g_00323	Prah.g_01867
OG0001020	Syaa.g_02355	Prah.g_01873
OG0001021	Syaa.g_02359	Prah.g_01877
OG0001022	Syaa.g_02365	Prah.g_01882
OG0001023	Syaa.g_02366	Prah.g_01883
OG0001024	Syaa.g_02370	Prah.g_01887
OG0001025	Syaa.g_02377	Prah.g_01894
OG0001026	Syaa.g_02390	Prah.g_01908
OG0001027	Syaa.g_02397	Prah.g_00195
OG0001028	Syaa.g_02399	Prah.g_00193
OG0001029	Syaa.g_02401	Prah.g_00191
OG0001030	Syaa.g_02422	Prah.g_02257
OG0001031	Syaa.g_02500	Prah.g_02336
OG0001032	Syaa.g_02502	Prah.g_02339
OG0001033	Syaa.g_02539	Prah.g_02372
OG0001034	Syaa.g_02108	Prah.g_01779
OG0001035	Syaa.g_00298	Prah.g_02099
OG0001036	Syaa.g_00293	Prah.g_02103
OG0001037	Syaa.g_00291	Prah.g_02105
OG0001038	Syaa.g_00264	Prah.g_02132
OG0001039	Syaa.g_00261	Prah.g_02135
OG0001040	Syaa.g_00258	Prah.g_02138
OG0001041	Syaa.g_00253	Prah.g_02143
OG0001042	Syaa.g_00227	Prah.g_02168
OG0001043	Syaa.g_00223	Prah.g_02170
OG0001044	Syaa.g_02183	Prah.g_01941
OG0001045	Syaa.g_02170	Prah.g_01929
OG0001046	Syaa.g_01332	Prah.g_01661
OG0001047	Syaa.g_00706	Prah.g_00233
OG0001048	Syaa.g_00707	Prah.g_00234
OG0001049	Syaa.g_00710	Prah.g_00237
OG0001050	Syaa.g_00711	Prah.g_00238
OG0001051	Syaa.g_00712	Prah.g_00239
OG0001052	Syaa.g_01846	Prah.g_00308
OG0001053	Syaa.g_02048	Prah.g_01563
OG0001054	Syaa.g_02031	Prah.g_01545
OG0001055	Syaa.g_02010	Prah.g_01524
OG0001056	Syaa.g_01975	Prah.g_01496
OG0001057	Syaa.g_01966	Prah.g_01482
OG0001058	Syaa.g_01951	Prah.g_01468
OG0001059	Syaa.g_01947	Prah.g_01464
OG0001060	Syaa.g_01941	Prah.g_01458
OG0001061	Syaa.g_01919	Prah.g_01440
OG0001062	Syaa.g_01917	Prah.g_01438
OG0001063	Syaa.g_01912	Prah.g_01434
OG0001064	Syaa.g_01911	Prah.g_01433
OG0001065	Syaa.g_01910	Prah.g_01432
OG0001066	Syaa.g_01909	Prah.g_01431
OG0001067	Syaa.g_01908	Prah.g_01430
OG0001068	Syaa.g_01907	Prah.g_01429
OG0001069	Syaa.g_01906	Prah.g_01428
OG0001070	Syaa.g_01903	Prah.g_01424
OG0001071	Syaa.g_01902	Prah.g_01423
OG0001072	Syaa.g_01898	Prah.g_01418
OG0001073	Syaa.g_01884	Prah.g_01399
OG0001074	Syaa.g_01678	Prah.g_00532
OG0001075	Syaa.g_01676	Prah.g_00531
OG0001076	Syaa.g_01659	Prah.g_00523
OG0001077	Syaa.g_01647	Prah.g_00513
OG0001078	Syaa.g_01632	Prah.g_00500
OG0001079	Syaa.g_01619	Prah.g_00482
OG0001080	Syaa.g_01443	Prah.g_00472
OG0001081	Syaa.g_01056	Prah.g_00465
OG0001082	Syaa.g_01057	Prah.g_00464
OG0001083	Syaa.g_01064	Prah.g_00456
OG0001084	Syaa.g_01065	Prah.g_00455
OG0001085	Syaa.g_01075	Prah.g_00444
OG0001086	Syaa.g_01077	Prah.g_00442
OG0001087	Syaa.g_00920	Prah.g_00968
OG0001088	Syaa.g_00916	Prah.g_00972
OG0001089	Syaa.g_00890	Prah.g_01025
OG0001090	Syaa.g_01237	Prah.g_00886
OG0001091	Syaa.g_01239	Prah.g_00884
OG0001092	Syaa.g_01242	Prah.g_00882
OG0001093	Syaa.g_01248	Prah.g_00878
OG0001094	Syaa.g_01148	Prah.g_00673
OG0001095	Syaa.g_01185	Prah.g_00654
OG0001096	Syaa.g_01200	Prah.g_00637
OG0001097	Syaa.g_00828	Prah.g_00593
OG0001098	Syaa.g_01441	Prah.g_00743
OG0001099	Syaa.g_02400	Prah.g_00192
OG0001100	Syaa.g_01086	Prah.g_00740
OG0001101	Syaa.g_01088	Prah.g_00739
OG0001102	Syaa.g_01091	Prah.g_00736
OG0001103	Syaa.g_01093	Prah.g_00734
OG0001104	Syaa.g_01133	Prah.g_00684
OG0001105	Syaa.g_01137	Prah.g_00689
OG0001106	Syaa.g_01372	Prah.g_00784
OG0001107	Syaa.g_01359	Prah.g_00794
OG0001108	Syaa.g_01350	Prah.g_00801
OG0001109	Syaa.g_01349	Prah.g_00803
OG0001110	Syaa.g_01347	Prah.g_00806
OG0001111	Syaa.g_01345	Prah.g_00808
OG0001112	Syaa.g_01343	Prah.g_00810
OG0001113	Syaa.g_01342	Prah.g_00811
OG0001114	Syaa.g_01341	Prah.g_00812
OG0001115	Syaa.g_01337	Prah.g_00814
OG0001116	Syaa.g_01335	Prah.g_00815
OG0001117	Syaa.g_01334	Prah.g_00816
OG0001118	Syaa.g_01333	Prah.g_00817
OG0001119	Syaa.g_01331	Prah.g_00818
OG0001120	Syaa.g_01328	Prah.g_00821
OG0001122	Syaa.g_01301	Prah.g_00849
OG0001123	Syaa.g_01294	Prah.g_00856
OG0001124	Syaa.g_01292	Prah.g_00858
OG0001125	Syaa.g_01290	Prah.g_00860
