Orthogroup	Syaa	Prab
OG0000571	Syaa.g_01920	Prab.g_00577
OG0000572	Syaa.g_01904	Prab.g_00590
OG0000573	Syaa.g_01896	Prab.g_00596
OG0000574	Syaa.g_01895	Prab.g_00597
OG0000575	Syaa.g_01891	Prab.g_00601
OG0000576	Syaa.g_01889	Prab.g_00603
OG0000577	Syaa.g_01888	Prab.g_00604
OG0000578	Syaa.g_01887	Prab.g_00605
OG0000579	Syaa.g_01886	Prab.g_00606
OG0000580	Syaa.g_01885	Prab.g_00607
OG0000581	Syaa.g_01879	Prab.g_00609
OG0000582	Syaa.g_01687	Prab.g_00612
OG0000583	Syaa.g_01686	Prab.g_00613
OG0000584	Syaa.g_01685	Prab.g_00614
OG0000585	Syaa.g_01683	Prab.g_00616
OG0000586	Syaa.g_01682	Prab.g_00617
OG0000587	Syaa.g_01680	Prab.g_00618
OG0000588	Syaa.g_01666	Prab.g_00622
OG0000589	Syaa.g_01662	Prab.g_00625
OG0000590	Syaa.g_01661	Prab.g_00626
OG0000591	Syaa.g_01653	Prab.g_00630
OG0000592	Syaa.g_01652	Prab.g_00631
OG0000593	Syaa.g_01638	Prab.g_00637
OG0000594	Syaa.g_01637	Prab.g_00638
OG0000595	Syaa.g_01636	Prab.g_00639
OG0000596	Syaa.g_01630	Prab.g_00643
OG0000597	Syaa.g_01627	Prab.g_00645
OG0000598	Syaa.g_01626	Prab.g_00646
OG0000599	Syaa.g_01623	Prab.g_00649
OG0000600	Syaa.g_01622	Prab.g_00650
OG0000601	Syaa.g_01621	Prab.g_00651
OG0000602	Syaa.g_01616	Prab.g_00653
OG0000603	Syaa.g_01615	Prab.g_00654
OG0000604	Syaa.g_01612	Prab.g_00655
OG0000605	Syaa.g_01447	Prab.g_00656
OG0000606	Syaa.g_01055	Prab.g_00659
OG0000607	Syaa.g_01058	Prab.g_00662
OG0000608	Syaa.g_01059	Prab.g_00663
OG0000609	Syaa.g_01061	Prab.g_00664
OG0000610	Syaa.g_01068	Prab.g_00669
OG0000611	Syaa.g_01071	Prab.g_00672
OG0000612	Syaa.g_01072	Prab.g_00673
OG0000613	Syaa.g_00199	Prab.g_00678
OG0000614	Syaa.g_00906	Prab.g_00697
OG0000615	Syaa.g_01113	Prab.g_00705
OG0000616	Syaa.g_02742	Prab.g_00711
OG0000617	Syaa.g_01244	Prab.g_00729
OG0000618	Syaa.g_01245	Prab.g_00730
OG0000619	Syaa.g_01246	Prab.g_00731
OG0000620	Syaa.g_01259	Prab.g_00734
OG0000621	Syaa.g_01260	Prab.g_00735
OG0000622	Syaa.g_01261	Prab.g_00736
OG0000623	Syaa.g_01262	Prab.g_00737
OG0000624	Syaa.g_01264	Prab.g_00738
OG0000625	Syaa.g_01265	Prab.g_00739
OG0000626	Syaa.g_01266	Prab.g_00740
OG0000627	Syaa.g_01414	Prab.g_00741
OG0000628	Syaa.g_01413	Prab.g_00742
OG0000629	Syaa.g_01410	Prab.g_00743
OG0000630	Syaa.g_01406	Prab.g_00746
OG0000631	Syaa.g_01400	Prab.g_00831
OG0000632	Syaa.g_01399	Prab.g_00832
OG0000633	Syaa.g_01397	Prab.g_00833
OG0000634	Syaa.g_01150	Prab.g_00836
OG0000635	Syaa.g_01151	Prab.g_00837
OG0000636	Syaa.g_01153	Prab.g_00839
OG0000637	Syaa.g_01155	Prab.g_00841
OG0000638	Syaa.g_01156	Prab.g_00842
OG0000639	Syaa.g_01157	Prab.g_00843
OG0000640	Syaa.g_01158	Prab.g_00844
OG0000641	Syaa.g_01162	Prab.g_00848
OG0000642	Syaa.g_01163	Prab.g_00849
OG0000643	Syaa.g_01165	Prab.g_00850
OG0000644	Syaa.g_01166	Prab.g_00851
OG0000645	Syaa.g_01184	Prab.g_00852
OG0000646	Syaa.g_01187	Prab.g_00854
OG0000647	Syaa.g_01189	Prab.g_00855
OG0000648	Syaa.g_01191	Prab.g_00857
OG0000649	Syaa.g_01192	Prab.g_00858
OG0000650	Syaa.g_01193	Prab.g_00859
OG0000651	Syaa.g_01194	Prab.g_00860
OG0000652	Syaa.g_01195	Prab.g_00861
OG0000653	Syaa.g_01197	Prab.g_00863
OG0000654	Syaa.g_01198	Prab.g_00864
OG0000655	Syaa.g_01199	Prab.g_00865
OG0000656	Syaa.g_01202	Prab.g_00868
OG0000657	Syaa.g_00838	Prab.g_00875
OG0000658	Syaa.g_00836	Prab.g_00876
OG0000659	Syaa.g_00835	Prab.g_00877
OG0000660	Syaa.g_00831	Prab.g_00881
OG0000661	Syaa.g_00829	Prab.g_00883
OG0000662	Syaa.g_00827	Prab.g_00885
OG0000663	Syaa.g_00824	Prab.g_00887
OG0000664	Syaa.g_00823	Prab.g_00888
OG0000665	Syaa.g_01442	Prab.g_00892
OG0000666	Syaa.g_01448	Prab.g_00893
OG0000668	Syaa.g_01300	Prab.g_01084
OG0000669	Syaa.g_01084	Prab.g_01076
OG0000670	Syaa.g_01087	Prab.g_01074
OG0000671	Syaa.g_01089	Prab.g_01072
OG0000672	Syaa.g_01092	Prab.g_01070
OG0000673	Syaa.g_01095	Prab.g_01067
OG0000674	Syaa.g_01097	Prab.g_01065
OG0000675	Syaa.g_01098	Prab.g_01064
OG0000676	Syaa.g_01100	Prab.g_01062
OG0000677	Syaa.g_01101	Prab.g_01061
OG0000678	Syaa.g_01106	Prab.g_01059
OG0000679	Syaa.g_01116	Prab.g_01055
OG0000680	Syaa.g_01117	Prab.g_01054
OG0000681	Syaa.g_01120	Prab.g_01052
OG0000682	Syaa.g_01121	Prab.g_01051
OG0000683	Syaa.g_01122	Prab.g_01050
OG0000684	Syaa.g_01132	Prab.g_01048
OG0000685	Syaa.g_01134	Prab.g_01046
OG0000686	Syaa.g_01135	Prab.g_01045
OG0000687	Syaa.g_01136	Prab.g_01044
OG0000688	Syaa.g_01140	Prab.g_01041
OG0000689	Syaa.g_01142	Prab.g_01040
OG0000690	Syaa.g_01143	Prab.g_01039
OG0000691	Syaa.g_01144	Prab.g_01038
OG0000692	Syaa.g_01145	Prab.g_01036
OG0000693	Syaa.g_01146	Prab.g_01035
OG0000694	Syaa.g_01147	Prab.g_01034
OG0000695	Syaa.g_01395	Prab.g_01032
OG0000696	Syaa.g_01394	Prab.g_01031
OG0000697	Syaa.g_01392	Prab.g_01030
OG0000698	Syaa.g_01389	Prab.g_01027
OG0000699	Syaa.g_01387	Prab.g_01026
OG0000700	Syaa.g_01386	Prab.g_01025
OG0000701	Syaa.g_01385	Prab.g_01024
OG0000702	Syaa.g_01376	Prab.g_01022
OG0000703	Syaa.g_01375	Prab.g_01021
OG0000704	Syaa.g_01373	Prab.g_01020
OG0000705	Syaa.g_01365	Prab.g_01016
OG0000706	Syaa.g_01364	Prab.g_01015
OG0000707	Syaa.g_01363	Prab.g_01014
OG0000708	Syaa.g_01360	Prab.g_01013
OG0000709	Syaa.g_01351	Prab.g_01009
OG0000710	Syaa.g_01348	Prab.g_01006
OG0000711	Syaa.g_01320	Prab.g_00989
OG0000712	Syaa.g_01318	Prab.g_00987
OG0000713	Syaa.g_01317	Prab.g_00986
OG0000714	Syaa.g_01315	Prab.g_00985
OG0000715	Syaa.g_01313	Prab.g_00983
OG0000716	Syaa.g_01309	Prab.g_00981
OG0000717	Syaa.g_01308	Prab.g_00980
OG0000718	Syaa.g_01304	Prab.g_00960
OG0000719	Syaa.g_01302	Prab.g_00958
OG0000720	Syaa.g_01289	Prab.g_00949
OG0000721	Syaa.g_01287	Prab.g_00947
OG0000722	Syaa.g_01286	Prab.g_00946
OG0000723	Syaa.g_01268	Prab.g_00943
OG0000724	Syaa.g_00872	Prab.g_00934
OG0000725	Syaa.g_00882	Prab.g_00928
OG0000726	Syaa.g_00883	Prab.g_00927
OG0000727	Syaa.g_00884	Prab.g_00926
OG0000728	Syaa.g_00886	Prab.g_00924
OG0000729	Syaa.g_00100	Prab.g_01146
OG0000730	Syaa.g_02185	Prab.g_01150
OG0000731	Syaa.g_02173	Prab.g_01154
OG0000732	Syaa.g_00054	Prab.g_01164
OG0000733	Syaa.g_02621	Prab.g_01187
OG0000734	Syaa.g_02388	Prab.g_01204
OG0000735	Syaa.g_00754	Prab.g_01206
OG0000736	Syaa.g_00755	Prab.g_01207
OG0000737	Syaa.g_00756	Prab.g_01208
OG0000738	Syaa.g_00761	Prab.g_01212
OG0000739	Syaa.g_00762	Prab.g_01213
OG0000740	Syaa.g_00763	Prab.g_01214
OG0000741	Syaa.g_00766	Prab.g_01215
OG0000742	Syaa.g_00769	Prab.g_01218
OG0000743	Syaa.g_00771	Prab.g_01220
OG0000744	Syaa.g_00772	Prab.g_01221
OG0000745	Syaa.g_00774	Prab.g_01222
OG0000746	Syaa.g_00776	Prab.g_01224
OG0000747	Syaa.g_00777	Prab.g_01225
OG0000748	Syaa.g_00787	Prab.g_01228
OG0000749	Syaa.g_00789	Prab.g_01229
OG0000750	Syaa.g_00790	Prab.g_01230
OG0000751	Syaa.g_00797	Prab.g_01232
OG0000752	Syaa.g_00799	Prab.g_01234
OG0000753	Syaa.g_00802	Prab.g_01237
OG0000754	Syaa.g_01025	Prab.g_01240
OG0000755	Syaa.g_01005	Prab.g_01243
OG0000756	Syaa.g_01004	Prab.g_01244
OG0000757	Syaa.g_00996	Prab.g_01250
OG0000758	Syaa.g_00995	Prab.g_01251
OG0000759	Syaa.g_00994	Prab.g_01252
OG0000760	Syaa.g_00993	Prab.g_01253
OG0000761	Syaa.g_00992	Prab.g_01254
OG0000762	Syaa.g_00988	Prab.g_01255
OG0000763	Syaa.g_00986	Prab.g_01257
OG0000764	Syaa.g_00985	Prab.g_01258
OG0000765	Syaa.g_00968	Prab.g_01267
OG0000766	Syaa.g_00967	Prab.g_01268
OG0000767	Syaa.g_00965	Prab.g_01270
OG0000768	Syaa.g_00964	Prab.g_01271
OG0000769	Syaa.g_00962	Prab.g_01273
OG0000770	Syaa.g_00959	Prab.g_01275
OG0000771	Syaa.g_00866	Prab.g_01284
OG0000772	Syaa.g_01526	Prab.g_01303
OG0000773	Syaa.g_00749	Prab.g_01317
OG0000774	Syaa.g_00745	Prab.g_01319
OG0000775	Syaa.g_00742	Prab.g_01321
OG0000776	Syaa.g_00741	Prab.g_01322
OG0000777	Syaa.g_00740	Prab.g_01323
OG0000778	Syaa.g_00739	Prab.g_01324
OG0000779	Syaa.g_00733	Prab.g_01328
OG0000780	Syaa.g_00730	Prab.g_01329
OG0000781	Syaa.g_00726	Prab.g_01332
OG0000782	Syaa.g_00725	Prab.g_01333
OG0000783	Syaa.g_00724	Prab.g_01334
OG0000784	Syaa.g_00723	Prab.g_01335
OG0000785	Syaa.g_00721	Prab.g_01337
OG0000786	Syaa.g_01875	Prab.g_01339
OG0000787	Syaa.g_01876	Prab.g_01340
OG0000788	Syaa.g_01620	Prab.g_01348
OG0000789	Syaa.g_01434	Prab.g_01351
OG0000790	Syaa.g_02064	Prab.g_01365
OG0000791	Syaa.g_02066	Prab.g_01367
OG0000792	Syaa.g_02067	Prab.g_01368
OG0000793	Syaa.g_02072	Prab.g_01371
OG0000794	Syaa.g_02073	Prab.g_01372
OG0000795	Syaa.g_02074	Prab.g_01373
OG0000796	Syaa.g_02078	Prab.g_01377
OG0000797	Syaa.g_02079	Prab.g_01378
OG0000798	Syaa.g_00265, Syaa.g_00494	Prab.g_01411
OG0000799	Syaa.g_01743	Prab.g_01448
OG0000800	Syaa.g_01747	Prab.g_01449
OG0000801	Syaa.g_01748	Prab.g_01450
OG0000802	Syaa.g_01753	Prab.g_01452
OG0000803	Syaa.g_01758	Prab.g_01454
OG0000804	Syaa.g_01761	Prab.g_01455
OG0000805	Syaa.g_01763	Prab.g_01457
OG0000806	Syaa.g_01765	Prab.g_01459
OG0000807	Syaa.g_01767	Prab.g_01460
OG0000808	Syaa.g_01768	Prab.g_01461
OG0000809	Syaa.g_01771	Prab.g_01464
OG0000810	Syaa.g_01772	Prab.g_01465
OG0000811	Syaa.g_01778	Prab.g_01469
OG0000812	Syaa.g_01780	Prab.g_01471
OG0000813	Syaa.g_01781	Prab.g_01472
OG0000814	Syaa.g_01783	Prab.g_01474
OG0000815	Syaa.g_01784	Prab.g_01475
OG0000816	Syaa.g_01785	Prab.g_01477
OG0000817	Syaa.g_01786	Prab.g_01478
OG0000818	Syaa.g_01792	Prab.g_01483
OG0000819	Syaa.g_01793	Prab.g_01484
OG0000820	Syaa.g_01794	Prab.g_01485
OG0000821	Syaa.g_01800	Prab.g_01489
OG0000822	Syaa.g_01802	Prab.g_01490
OG0000823	Syaa.g_01803	Prab.g_01491
OG0000824	Syaa.g_01807	Prab.g_01494
OG0000825	Syaa.g_01808	Prab.g_01495
OG0000826	Syaa.g_01809	Prab.g_01496
OG0000827	Syaa.g_01810	Prab.g_01497
OG0000828	Syaa.g_01813	Prab.g_01500
OG0000829	Syaa.g_01814	Prab.g_01501
OG0000830	Syaa.g_01815	Prab.g_01502
OG0000831	Syaa.g_01817	Prab.g_01504
OG0000832	Syaa.g_00627	Prab.g_01510
OG0000833	Syaa.g_00611	Prab.g_01518
OG0000834	Syaa.g_00608	Prab.g_01519
OG0000835	Syaa.g_00607	Prab.g_01520
OG0000836	Syaa.g_00603	Prab.g_01521
OG0000837	Syaa.g_00601	Prab.g_01522
OG0000838	Syaa.g_00597	Prab.g_01524
OG0000839	Syaa.g_00596	Prab.g_01525
OG0000840	Syaa.g_00595	Prab.g_01526
OG0000841	Syaa.g_00594	Prab.g_01527
OG0000842	Syaa.g_00593	Prab.g_01528
OG0000843	Syaa.g_00592	Prab.g_01529
OG0000844	Syaa.g_00590	Prab.g_01530
OG0000845	Syaa.g_00589	Prab.g_01531
OG0000846	Syaa.g_00588	Prab.g_01532
OG0000847	Syaa.g_00587	Prab.g_01533
OG0000848	Syaa.g_00585	Prab.g_01534
OG0000849	Syaa.g_00584	Prab.g_01535
OG0000850	Syaa.g_00582	Prab.g_01537
OG0000851	Syaa.g_00577	Prab.g_01538
OG0000852	Syaa.g_00576	Prab.g_01539
OG0000853	Syaa.g_00572	Prab.g_01543
OG0000854	Syaa.g_00570	Prab.g_01545
OG0000855	Syaa.g_00569	Prab.g_01546
OG0000856	Syaa.g_01650	Prab.g_01563
OG0000857	Syaa.g_01188	Prab.g_01601
OG0000858	Syaa.g_00563	Prab.g_01663
OG0000859	Syaa.g_00562	Prab.g_01664
OG0000860	Syaa.g_00549	Prab.g_01671
OG0000861	Syaa.g_00548	Prab.g_01672
OG0000862	Syaa.g_00547	Prab.g_01673
OG0000863	Syaa.g_00543	Prab.g_01675
OG0000864	Syaa.g_00542	Prab.g_01676
OG0000865	Syaa.g_00541	Prab.g_01677
OG0000866	Syaa.g_00540	Prab.g_01678
OG0000867	Syaa.g_00539	Prab.g_01679
OG0000868	Syaa.g_00536	Prab.g_01680
OG0000869	Syaa.g_00531	Prab.g_01684
OG0000870	Syaa.g_00526	Prab.g_01689
OG0000871	Syaa.g_00525	Prab.g_01690
OG0000872	Syaa.g_00511	Prab.g_01691
OG0000873	Syaa.g_00497	Prab.g_01694
OG0000874	Syaa.g_00519	Prab.g_01697
OG0000875	Syaa.g_00438	Prab.g_01698
OG0000876	Syaa.g_00682	Prab.g_01699
OG0000877	Syaa.g_00679	Prab.g_01701
OG0000878	Syaa.g_00678	Prab.g_01702
OG0000879	Syaa.g_00677	Prab.g_01703
OG0000880	Syaa.g_00676	Prab.g_01704
OG0000881	Syaa.g_00671	Prab.g_01708
OG0000882	Syaa.g_00666	Prab.g_01713
OG0000883	Syaa.g_00661	Prab.g_01714
OG0000884	Syaa.g_00659	Prab.g_01716
OG0000885	Syaa.g_00658	Prab.g_01717
OG0000886	Syaa.g_00657	Prab.g_01718
OG0000887	Syaa.g_00656	Prab.g_01719
OG0000888	Syaa.g_00654	Prab.g_01721
OG0000889	Syaa.g_00652	Prab.g_01723
OG0000890	Syaa.g_00644	Prab.g_01724
OG0000891	Syaa.g_00643	Prab.g_01725
OG0000892	Syaa.g_00640	Prab.g_01727
OG0000893	Syaa.g_02352	Prab.g_01731
OG0000894	Syaa.g_02349	Prab.g_01733
OG0000895	Syaa.g_02345	Prab.g_01736
OG0000896	Syaa.g_02344	Prab.g_01737
OG0000897	Syaa.g_02342	Prab.g_01739
OG0000898	Syaa.g_02341	Prab.g_01740
OG0000899	Syaa.g_02340	Prab.g_01741
OG0000900	Syaa.g_02339	Prab.g_01742
OG0000901	Syaa.g_02334	Prab.g_01745
OG0000902	Syaa.g_02332	Prab.g_01747
OG0000903	Syaa.g_02313	Prab.g_01750
OG0000904	Syaa.g_02318	Prab.g_01752
OG0000905	Syaa.g_02324	Prab.g_01756
OG0000906	Syaa.g_02327	Prab.g_01757
OG0000907	Syaa.g_02295	Prab.g_01760
OG0000908	Syaa.g_02292	Prab.g_01763
OG0000909	Syaa.g_02291	Prab.g_01764
OG0000910	Syaa.g_02290	Prab.g_01765
OG0000911	Syaa.g_02288	Prab.g_01767
OG0000912	Syaa.g_02287	Prab.g_01768
OG0000913	Syaa.g_02286	Prab.g_01769
OG0000914	Syaa.g_02285	Prab.g_01770
OG0000915	Syaa.g_02283	Prab.g_01771
OG0000916	Syaa.g_02282	Prab.g_01772
OG0000917	Syaa.g_02281	Prab.g_01773
OG0000918	Syaa.g_02280	Prab.g_01774
OG0000919	Syaa.g_02279	Prab.g_01775
OG0000920	Syaa.g_02278	Prab.g_01776
OG0000921	Syaa.g_02277	Prab.g_01777
OG0000922	Syaa.g_02276	Prab.g_01778
OG0000923	Syaa.g_02272	Prab.g_01782
OG0000924	Syaa.g_02271	Prab.g_01783
OG0000925	Syaa.g_02270	Prab.g_01784
OG0000926	Syaa.g_02269	Prab.g_01785
OG0000927	Syaa.g_02267	Prab.g_01787
OG0000928	Syaa.g_02266	Prab.g_01788
OG0000929	Syaa.g_02265	Prab.g_01789
OG0000930	Syaa.g_02264	Prab.g_01790
OG0000931	Syaa.g_02263	Prab.g_01791
OG0000932	Syaa.g_02262	Prab.g_01792
OG0000933	Syaa.g_02256	Prab.g_01796
OG0000934	Syaa.g_02254	Prab.g_01798
OG0000935	Syaa.g_02253	Prab.g_01799
OG0000936	Syaa.g_02252	Prab.g_01800
OG0000937	Syaa.g_02251	Prab.g_01801
OG0000938	Syaa.g_02248	Prab.g_01803
OG0000939	Syaa.g_02247	Prab.g_01804
OG0000940	Syaa.g_02240	Prab.g_01811
OG0000941	Syaa.g_02238	Prab.g_01813
OG0000942	Syaa.g_02236	Prab.g_01815
OG0000943	Syaa.g_02235	Prab.g_01816
OG0000944	Syaa.g_02233	Prab.g_01817
OG0000945	Syaa.g_02231	Prab.g_01818
OG0000946	Syaa.g_02225	Prab.g_01822
OG0000947	Syaa.g_02222	Prab.g_01824
OG0000948	Syaa.g_02221	Prab.g_01825
OG0000949	Syaa.g_00172	Prab.g_01828
OG0000950	Syaa.g_00159	Prab.g_01833
OG0000951	Syaa.g_00153	Prab.g_01836
OG0000952	Syaa.g_00149	Prab.g_01840
OG0000953	Syaa.g_00143	Prab.g_01843
OG0000954	Syaa.g_00138	Prab.g_01847
OG0000955	Syaa.g_00137	Prab.g_01848
OG0000956	Syaa.g_00135	Prab.g_01850
OG0000957	Syaa.g_00125	Prab.g_01855
OG0000958	Syaa.g_00124	Prab.g_01856
OG0000959	Syaa.g_00120	Prab.g_01860
OG0000960	Syaa.g_00119	Prab.g_01861
OG0000961	Syaa.g_00106	Prab.g_01863
OG0000962	Syaa.g_00102	Prab.g_01865
OG0000963	Syaa.g_00097	Prab.g_01869
OG0000964	Syaa.g_00096	Prab.g_01870
OG0000965	Syaa.g_00095	Prab.g_01871
OG0000966	Syaa.g_00083	Prab.g_01879
OG0000967	Syaa.g_00074	Prab.g_01883
OG0000968	Syaa.g_00078	Prab.g_01885
OG0000969	Syaa.g_00077	Prab.g_01886
OG0000970	Syaa.g_00076	Prab.g_01887
OG0000971	Syaa.g_00069	Prab.g_01888
OG0000972	Syaa.g_00068	Prab.g_01889
OG0000973	Syaa.g_00067	Prab.g_01890
OG0000974	Syaa.g_00066	Prab.g_01891
OG0000975	Syaa.g_00065	Prab.g_01892
OG0000976	Syaa.g_00064	Prab.g_01893
OG0000977	Syaa.g_00062	Prab.g_01894
OG0000978	Syaa.g_00061	Prab.g_01895
OG0000979	Syaa.g_00058	Prab.g_01898
OG0000980	Syaa.g_00055	Prab.g_01900
OG0000981	Syaa.g_00052	Prab.g_01902
OG0000982	Syaa.g_02593	Prab.g_01904
OG0000983	Syaa.g_02594	Prab.g_01905
OG0000984	Syaa.g_02595	Prab.g_01906
OG0000985	Syaa.g_02597	Prab.g_01909
OG0000986	Syaa.g_02601	Prab.g_01911
OG0000987	Syaa.g_02603	Prab.g_01912
OG0000988	Syaa.g_02608	Prab.g_01915
OG0000989	Syaa.g_02616	Prab.g_01919
OG0000990	Syaa.g_02647	Prab.g_01922
OG0000991	Syaa.g_02650	Prab.g_01923
OG0000992	Syaa.g_02653	Prab.g_01925
OG0000993	Syaa.g_02654	Prab.g_01926
OG0000994	Syaa.g_02657	Prab.g_01927
OG0000995	Syaa.g_02662	Prab.g_01931
OG0000996	Syaa.g_02705	Prab.g_01932
OG0000997	Syaa.g_02725	Prab.g_01933
OG0000998	Syaa.g_02727	Prab.g_01935
OG0000999	Syaa.g_02728	Prab.g_01936
OG0001000	Syaa.g_02732	Prab.g_01939
OG0001001	Syaa.g_02738	Prab.g_01941
OG0001002	Syaa.g_02745	Prab.g_01945
OG0001003	Syaa.g_02747	Prab.g_01947
OG0001004	Syaa.g_02748	Prab.g_01948
OG0001005	Syaa.g_02749	Prab.g_01949
OG0001006	Syaa.g_02756	Prab.g_01953
OG0001007	Syaa.g_02758	Prab.g_01955
OG0001008	Syaa.g_00704	Prab.g_00440
OG0001009	Syaa.g_00034	Prab.g_00027
OG0001010	Syaa.g_00035	Prab.g_00028
OG0001011	Syaa.g_00037	Prab.g_00029
OG0001012	Syaa.g_02589	Prab.g_00042
OG0001013	Syaa.g_02576	Prab.g_00047
OG0001014	Syaa.g_02572	Prab.g_00050
OG0001015	Syaa.g_02571	Prab.g_00051
OG0001016	Syaa.g_00348	Prab.g_00065
OG0001017	Syaa.g_00342	Prab.g_00069
OG0001018	Syaa.g_00340	Prab.g_00072
OG0001019	Syaa.g_00323	Prab.g_00081
OG0001020	Syaa.g_02355	Prab.g_00082
OG0001021	Syaa.g_02359	Prab.g_00083
OG0001022	Syaa.g_02365	Prab.g_00085
OG0001023	Syaa.g_02366	Prab.g_00086
OG0001024	Syaa.g_02370	Prab.g_00089
OG0001025	Syaa.g_02377	Prab.g_00095
OG0001026	Syaa.g_02390	Prab.g_00102
OG0001027	Syaa.g_02397	Prab.g_00103
OG0001028	Syaa.g_02399	Prab.g_00105
OG0001029	Syaa.g_02401	Prab.g_00106
OG0001030	Syaa.g_02422	Prab.g_00120
OG0001031	Syaa.g_02500	Prab.g_00177
OG0001032	Syaa.g_02502	Prab.g_00178
OG0001033	Syaa.g_02539	Prab.g_00199
OG0001034	Syaa.g_02108	Prab.g_00227
OG0001035	Syaa.g_00298	Prab.g_00244
OG0001036	Syaa.g_00293	Prab.g_00248
OG0001037	Syaa.g_00291	Prab.g_00249
OG0001038	Syaa.g_00264	Prab.g_00266
OG0001039	Syaa.g_00261	Prab.g_00269
OG0001040	Syaa.g_00258	Prab.g_00271
OG0001041	Syaa.g_00253	Prab.g_00275
OG0001042	Syaa.g_00227	Prab.g_00292
OG0001043	Syaa.g_00223	Prab.g_00293
OG0001044	Syaa.g_02183	Prab.g_00321
OG0001045	Syaa.g_02170	Prab.g_00329
OG0001046	Syaa.g_01332	Prab.g_00367
OG0001047	Syaa.g_00706	Prab.g_00442
OG0001048	Syaa.g_00707	Prab.g_00443
OG0001049	Syaa.g_00710	Prab.g_00445
OG0001050	Syaa.g_00711	Prab.g_00446
OG0001051	Syaa.g_00712	Prab.g_00447
OG0001052	Syaa.g_01846	Prab.g_00475
OG0001053	Syaa.g_02048	Prab.g_00487
OG0001054	Syaa.g_02031	Prab.g_00502
OG0001055	Syaa.g_02010	Prab.g_00521
OG0001056	Syaa.g_01975	Prab.g_00540
OG0001057	Syaa.g_01966	Prab.g_00545
OG0001058	Syaa.g_01951	Prab.g_00553
OG0001059	Syaa.g_01947	Prab.g_00557
OG0001060	Syaa.g_01941	Prab.g_00564
OG0001061	Syaa.g_01919	Prab.g_00578
OG0001062	Syaa.g_01917	Prab.g_00580
OG0001063	Syaa.g_01912	Prab.g_00582
OG0001064	Syaa.g_01911	Prab.g_00583
OG0001065	Syaa.g_01910	Prab.g_00584
OG0001066	Syaa.g_01909	Prab.g_00585
OG0001067	Syaa.g_01908	Prab.g_00586
OG0001068	Syaa.g_01907	Prab.g_00587
OG0001069	Syaa.g_01906	Prab.g_00588
OG0001070	Syaa.g_01903	Prab.g_00591
OG0001071	Syaa.g_01902	Prab.g_00592
OG0001072	Syaa.g_01898	Prab.g_00594
OG0001073	Syaa.g_01884	Prab.g_00608
OG0001074	Syaa.g_01678	Prab.g_00619
OG0001075	Syaa.g_01676	Prab.g_00620
OG0001076	Syaa.g_01659	Prab.g_00629
OG0001077	Syaa.g_01647	Prab.g_00633
OG0001078	Syaa.g_01632	Prab.g_00641
OG0001079	Syaa.g_01619	Prab.g_00652
OG0001080	Syaa.g_01443	Prab.g_00658
OG0001081	Syaa.g_01056	Prab.g_00660
OG0001082	Syaa.g_01057	Prab.g_00661
OG0001083	Syaa.g_01064	Prab.g_00666
OG0001084	Syaa.g_01065	Prab.g_00667
OG0001085	Syaa.g_01075	Prab.g_00675
OG0001086	Syaa.g_01077	Prab.g_00676
OG0001087	Syaa.g_00920	Prab.g_00693
OG0001088	Syaa.g_00916	Prab.g_00694
OG0001089	Syaa.g_00890	Prab.g_00702
OG0001090	Syaa.g_01237	Prab.g_00724
OG0001091	Syaa.g_01239	Prab.g_00726
OG0001092	Syaa.g_01242	Prab.g_00727
OG0001093	Syaa.g_01248	Prab.g_00732
OG0001094	Syaa.g_01148	Prab.g_00834
OG0001095	Syaa.g_01185	Prab.g_00853
OG0001096	Syaa.g_01200	Prab.g_00866
OG0001097	Syaa.g_00828	Prab.g_00884
OG0001098	Syaa.g_01441	Prab.g_00900
OG0001099	Syaa.g_02400	Prab.g_01079
OG0001100	Syaa.g_01086	Prab.g_01075
OG0001101	Syaa.g_01088	Prab.g_01073
OG0001102	Syaa.g_01091	Prab.g_01071
OG0001103	Syaa.g_01093	Prab.g_01069
OG0001104	Syaa.g_01133	Prab.g_01047
OG0001105	Syaa.g_01137	Prab.g_01043
OG0001106	Syaa.g_01372	Prab.g_01019
OG0001107	Syaa.g_01359	Prab.g_01012
OG0001108	Syaa.g_01350	Prab.g_01008
OG0001109	Syaa.g_01349	Prab.g_01007
OG0001110	Syaa.g_01347	Prab.g_01005
OG0001111	Syaa.g_01345	Prab.g_01004
OG0001112	Syaa.g_01343	Prab.g_01003
OG0001113	Syaa.g_01342	Prab.g_01002
OG0001114	Syaa.g_01341	Prab.g_01001
OG0001115	Syaa.g_01337	Prab.g_00999
OG0001116	Syaa.g_01335	Prab.g_00998
OG0001117	Syaa.g_01334	Prab.g_00997
OG0001118	Syaa.g_01333	Prab.g_00996
OG0001119	Syaa.g_01331	Prab.g_00995
OG0001120	Syaa.g_01328	Prab.g_00993
OG0001121	Syaa.g_01125	Prab.g_01184, Prab.g_00990
OG0001122	Syaa.g_01301	Prab.g_00957
OG0001123	Syaa.g_01294	Prab.g_00953
OG0001124	Syaa.g_01292	Prab.g_00951
OG0001125	Syaa.g_01290	Prab.g_00950
OG0001126	Syaa.g_00864	Prab.g_00940
OG0001127	Syaa.g_00865	Prab.g_00939
OG0001128	Syaa.g_00868	Prab.g_00937
OG0001129	Syaa.g_00870	Prab.g_00936
