Orthogroup	Prac	Prbc
OG0000539	Prac.g_00758	Prbc.g_01690
OG0000540	Prac.g_00757	Prbc.g_01691
OG0000541	Prac.g_00756	Prbc.g_01692
OG0000542	Prac.g_00755	Prbc.g_01693
OG0000543	Prac.g_00754	Prbc.g_01694
OG0000544	Prac.g_00753	Prbc.g_01695
OG0000545	Prac.g_00750	Prbc.g_01698
OG0000546	Prac.g_00749	Prbc.g_01699
OG0000547	Prac.g_00747	Prbc.g_01700
OG0000548	Prac.g_00746	Prbc.g_01702
OG0000549	Prac.g_00745	Prbc.g_01703
OG0000550	Prac.g_00744	Prbc.g_01704
OG0000551	Prac.g_00743	Prbc.g_01705
OG0000552	Prac.g_00742	Prbc.g_01706
OG0000553	Prac.g_00741	Prbc.g_01707
OG0000554	Prac.g_00740	Prbc.g_01708
OG0000555	Prac.g_00739	Prbc.g_01709
OG0000556	Prac.g_00738	Prbc.g_01710
OG0000557	Prac.g_00737	Prbc.g_01711
OG0000558	Prac.g_00736	Prbc.g_01712
OG0000559	Prac.g_00735	Prbc.g_01713
OG0000560	Prac.g_00733	Prbc.g_01715
OG0000561	Prac.g_00732	Prbc.g_01716
OG0000562	Prac.g_00731	Prbc.g_01717
OG0000563	Prac.g_00730	Prbc.g_01718
OG0000564	Prac.g_00729	Prbc.g_01719
OG0000565	Prac.g_00728	Prbc.g_01720
OG0000566	Prac.g_00727	Prbc.g_01721
OG0000567	Prac.g_00726	Prbc.g_01722
OG0000568	Prac.g_00725	Prbc.g_01723
OG0000569	Prac.g_00724	Prbc.g_01724
OG0000570	Prac.g_00723	Prbc.g_01725
OG0000571	Prac.g_00722	Prbc.g_01726
OG0000572	Prac.g_00721	Prbc.g_01727
OG0000573	Prac.g_00718	Prbc.g_01730
OG0000574	Prac.g_00717	Prbc.g_01731
OG0000575	Prac.g_00716	Prbc.g_01732
OG0000576	Prac.g_00715	Prbc.g_01733
OG0000577	Prac.g_00714	Prbc.g_01734
OG0000578	Prac.g_00713	Prbc.g_01735
OG0000579	Prac.g_00712	Prbc.g_01736
OG0000580	Prac.g_00711	Prbc.g_01737
OG0000581	Prac.g_00710	Prbc.g_01738
OG0000582	Prac.g_00709	Prbc.g_01739
OG0000583	Prac.g_00708	Prbc.g_01740
OG0000584	Prac.g_00707	Prbc.g_01742
OG0000585	Prac.g_00706	Prbc.g_01743
OG0000586	Prac.g_00704	Prbc.g_01745
OG0000587	Prac.g_00703	Prbc.g_01746
OG0000588	Prac.g_00701	Prbc.g_01749
OG0000589	Prac.g_00700	Prbc.g_01750
OG0000590	Prac.g_00698	Prbc.g_01752
OG0000591	Prac.g_00692	Prbc.g_01760
OG0000592	Prac.g_00691	Prbc.g_01761
OG0000593	Prac.g_00690	Prbc.g_01762
OG0000594	Prac.g_00688	Prbc.g_01765
OG0000595	Prac.g_00687	Prbc.g_01766
OG0000596	Prac.g_00686	Prbc.g_01767
OG0000597	Prac.g_00684	Prbc.g_01769
OG0000598	Prac.g_00683	Prbc.g_01770
OG0000599	Prac.g_00682	Prbc.g_01771
OG0000600	Prac.g_00681	Prbc.g_01772
OG0000601	Prac.g_00679	Prbc.g_01775
OG0000602	Prac.g_00678	Prbc.g_01776
OG0000603	Prac.g_00677	Prbc.g_01777
OG0000604	Prac.g_00676	Prbc.g_01381
OG0000605	Prac.g_00675	Prbc.g_01778
OG0000606	Prac.g_00674	Prbc.g_01779
OG0000607	Prac.g_00672	Prbc.g_01781
OG0000608	Prac.g_00671	Prbc.g_01782
OG0000609	Prac.g_00667	Prbc.g_01055
OG0000610	Prac.g_00666	Prbc.g_01290
OG0000611	Prac.g_01559	Prbc.g_01788
OG0000612	Prac.g_01558	Prbc.g_01789
OG0000613	Prac.g_01557	Prbc.g_01790
OG0000614	Prac.g_01556	Prbc.g_01791
OG0000615	Prac.g_01554	Prbc.g_01793
OG0000616	Prac.g_01553	Prbc.g_01794
OG0000617	Prac.g_01552	Prbc.g_01795
OG0000618	Prac.g_01551	Prbc.g_01796
OG0000619	Prac.g_01550	Prbc.g_01797
OG0000620	Prac.g_01549	Prbc.g_01798
OG0000621	Prac.g_01548	Prbc.g_01799
OG0000622	Prac.g_01547	Prbc.g_01800
OG0000623	Prac.g_01546	Prbc.g_01801
OG0000624	Prac.g_01545	Prbc.g_01803
OG0000625	Prac.g_01544	Prbc.g_01804
OG0000626	Prac.g_01543	Prbc.g_01805
OG0000627	Prac.g_01542	Prbc.g_01807
OG0000628	Prac.g_01541	Prbc.g_01808
OG0000629	Prac.g_01540	Prbc.g_01809
OG0000630	Prac.g_01539	Prbc.g_01810
OG0000631	Prac.g_01537	Prbc.g_01812
OG0000632	Prac.g_01525	Prbc.g_00598
OG0000633	Prac.g_01521	Prbc.g_00521
OG0000634	Prac.g_01508	Prbc.g_02142
OG0000635	Prac.g_01507	Prbc.g_02028
OG0000636	Prac.g_01506	Prbc.g_02027
OG0000637	Prac.g_01505	Prbc.g_02026
OG0000638	Prac.g_01498	Prbc.g_01230
OG0000639	Prac.g_01489	Prbc.g_02003
OG0000640	Prac.g_01487	Prbc.g_02005
OG0000641	Prac.g_01484	Prbc.g_02007
OG0000642	Prac.g_01483	Prbc.g_02008
OG0000643	Prac.g_01482	Prbc.g_02009
OG0000644	Prac.g_01481	Prbc.g_01852
OG0000645	Prac.g_01480	Prbc.g_01853
OG0000646	Prac.g_01479	Prbc.g_01854
OG0000647	Prac.g_01478	Prbc.g_01855
OG0000648	Prac.g_01476	Prbc.g_01857
OG0000649	Prac.g_01475	Prbc.g_01858
OG0000650	Prac.g_01474	Prbc.g_01859
OG0000651	Prac.g_01473	Prbc.g_01860
OG0000652	Prac.g_01472	Prbc.g_01861
OG0000653	Prac.g_01471	Prbc.g_01862
OG0000654	Prac.g_01469	Prbc.g_01864
OG0000655	Prac.g_01467	Prbc.g_01866
OG0000656	Prac.g_01466	Prbc.g_01867
OG0000657	Prac.g_01465	Prbc.g_01868
OG0000658	Prac.g_01464	Prbc.g_01869
OG0000659	Prac.g_01463	Prbc.g_01870
OG0000660	Prac.g_01462	Prbc.g_01871
OG0000661	Prac.g_01461	Prbc.g_01873
OG0000662	Prac.g_01460	Prbc.g_01875
OG0000663	Prac.g_01459	Prbc.g_01876
OG0000664	Prac.g_01458	Prbc.g_01877
OG0000665	Prac.g_01457	Prbc.g_01878
OG0000666	Prac.g_01456	Prbc.g_01879
OG0000667	Prac.g_01455	Prbc.g_01880
OG0000668	Prac.g_01454	Prbc.g_01881
OG0000669	Prac.g_01452	Prbc.g_01883
OG0000670	Prac.g_01451	Prbc.g_01884
OG0000671	Prac.g_01450	Prbc.g_01885
OG0000672	Prac.g_01449	Prbc.g_01886
OG0000673	Prac.g_01448	Prbc.g_01887
OG0000674	Prac.g_01447	Prbc.g_01888
OG0000675	Prac.g_01445	Prbc.g_01890
OG0000676	Prac.g_01444	Prbc.g_01891
OG0000677	Prac.g_01442	Prbc.g_01893
OG0000678	Prac.g_01440	Prbc.g_01895
OG0000679	Prac.g_01439	Prbc.g_01897
OG0000680	Prac.g_01438	Prbc.g_01898
OG0000681	Prac.g_01437	Prbc.g_01899
OG0000682	Prac.g_01436	Prbc.g_01900
OG0000683	Prac.g_01434	Prbc.g_01903
OG0000684	Prac.g_01433	Prbc.g_01904
OG0000685	Prac.g_01432	Prbc.g_01905
OG0000686	Prac.g_01431	Prbc.g_01906
OG0000687	Prac.g_01430	Prbc.g_01907
OG0000688	Prac.g_01429	Prbc.g_01908
OG0000689	Prac.g_01428	Prbc.g_01909
OG0000690	Prac.g_01427	Prbc.g_01910
OG0000691	Prac.g_01426	Prbc.g_01911
OG0000692	Prac.g_01424	Prbc.g_01913
OG0000693	Prac.g_01423	Prbc.g_01914
OG0000694	Prac.g_01422	Prbc.g_01915
OG0000695	Prac.g_01421	Prbc.g_01916
OG0000696	Prac.g_01420	Prbc.g_01917
OG0000697	Prac.g_01418	Prbc.g_01919
OG0000698	Prac.g_01416	Prbc.g_01923
OG0000699	Prac.g_01415	Prbc.g_01924
OG0000700	Prac.g_01401	Prbc.g_01959
OG0000701	Prac.g_01396	Prbc.g_01962
OG0000702	Prac.g_01393	Prbc.g_01967
OG0000703	Prac.g_01392	Prbc.g_01969
OG0000704	Prac.g_01391	Prbc.g_01970
OG0000705	Prac.g_01390	Prbc.g_01971
OG0000706	Prac.g_01389	Prbc.g_01972
OG0000707	Prac.g_01387	Prbc.g_01974
OG0000708	Prac.g_01386	Prbc.g_01975
OG0000709	Prac.g_01384	Prbc.g_01977
OG0000710	Prac.g_01383	Prbc.g_01978
OG0000711	Prac.g_01382	Prbc.g_01979
OG0000712	Prac.g_01381	Prbc.g_01980
OG0000713	Prac.g_01380	Prbc.g_01981
OG0000714	Prac.g_01378	Prbc.g_01983
OG0000715	Prac.g_01377	Prbc.g_01984
OG0000716	Prac.g_01375	Prbc.g_01987
OG0000717	Prac.g_01374	Prbc.g_01988
OG0000718	Prac.g_01373	Prbc.g_01989
OG0000719	Prac.g_01371	Prbc.g_01991
OG0000720	Prac.g_01370	Prbc.g_01992
OG0000721	Prac.g_01368	Prbc.g_01995
OG0000722	Prac.g_01367	Prbc.g_01996
OG0000723	Prac.g_01366	Prbc.g_01997
OG0000724	Prac.g_01365	Prbc.g_01837
OG0000725	Prac.g_01364	Prbc.g_01838
OG0000726	Prac.g_01363	Prbc.g_01839
OG0000727	Prac.g_01362	Prbc.g_01840
OG0000728	Prac.g_01361	Prbc.g_01841
OG0000729	Prac.g_01360	Prbc.g_01842
OG0000730	Prac.g_01359	Prbc.g_01843
OG0000731	Prac.g_01358	Prbc.g_01844
OG0000732	Prac.g_01357	Prbc.g_01845
OG0000733	Prac.g_01356	Prbc.g_01846
OG0000734	Prac.g_01355	Prbc.g_01847
OG0000735	Prac.g_01353	Prbc.g_01849
OG0000736	Prac.g_01352	Prbc.g_01850
OG0000737	Prac.g_01351	Prbc.g_01851
OG0000738	Prac.g_01350	Prbc.g_02010
OG0000739	Prac.g_01349	Prbc.g_02011
OG0000740	Prac.g_01348	Prbc.g_02012
OG0000741	Prac.g_01347	Prbc.g_02013
OG0000742	Prac.g_01345	Prbc.g_02015
OG0000743	Prac.g_01344	Prbc.g_02016
OG0000744	Prac.g_01343	Prbc.g_02017
OG0000745	Prac.g_01342	Prbc.g_02018
OG0000746	Prac.g_01341	Prbc.g_02019
OG0000747	Prac.g_01340	Prbc.g_02020
OG0000748	Prac.g_01339	Prbc.g_02021
OG0000749	Prac.g_01338	Prbc.g_02022
OG0000750	Prac.g_01337	Prbc.g_02023
OG0000751	Prac.g_01336	Prbc.g_02024
OG0000752	Prac.g_01335	Prbc.g_01936
OG0000753	Prac.g_01333	Prbc.g_02029
OG0000754	Prac.g_01332	Prbc.g_02030
OG0000755	Prac.g_01331	Prbc.g_02031
OG0000756	Prac.g_01330	Prbc.g_02033
OG0000757	Prac.g_01329	Prbc.g_02034
OG0000758	Prac.g_01328	Prbc.g_02035
OG0000759	Prac.g_01326	Prbc.g_02037
OG0000760	Prac.g_01325	Prbc.g_02038
OG0000761	Prac.g_01324	Prbc.g_02039
OG0000762	Prac.g_01322	Prbc.g_02041
OG0000763	Prac.g_01321	Prbc.g_02042
OG0000764	Prac.g_01320	Prbc.g_02043
OG0000765	Prac.g_01319	Prbc.g_02044
OG0000766	Prac.g_01318	Prbc.g_02045
OG0000767	Prac.g_01316	Prbc.g_02047
OG0000768	Prac.g_01315	Prbc.g_02048
OG0000769	Prac.g_01314	Prbc.g_02049
OG0000770	Prac.g_01313	Prbc.g_02050
OG0000771	Prac.g_01312	Prbc.g_02051
OG0000772	Prac.g_01311	Prbc.g_02190
OG0000773	Prac.g_01310	Prbc.g_02052
OG0000774	Prac.g_01309	Prbc.g_02053
OG0000775	Prac.g_01308	Prbc.g_02054
OG0000776	Prac.g_01307	Prbc.g_02055
OG0000777	Prac.g_01305	Prbc.g_02057
OG0000778	Prac.g_01304	Prbc.g_02058
OG0000779	Prac.g_01303	Prbc.g_02059
OG0000780	Prac.g_01301	Prbc.g_02061
OG0000781	Prac.g_01299	Prbc.g_02062
OG0000782	Prac.g_01298	Prbc.g_02063
OG0000783	Prac.g_01287	Prbc.g_02079
OG0000784	Prac.g_01285	Prbc.g_02080
OG0000785	Prac.g_01284	Prbc.g_02081
OG0000786	Prac.g_01283	Prbc.g_02082
OG0000787	Prac.g_01282	Prbc.g_02083
OG0000788	Prac.g_01278	Prbc.g_02088
OG0000789	Prac.g_01276	Prbc.g_02091
OG0000790	Prac.g_01275	Prbc.g_01935
OG0000791	Prac.g_01274	Prbc.g_02092
OG0000792	Prac.g_01273	Prbc.g_02093
OG0000793	Prac.g_01272	Prbc.g_02094
OG0000794	Prac.g_01270	Prbc.g_02097
OG0000795	Prac.g_01267	Prbc.g_02101
OG0000796	Prac.g_01266	Prbc.g_02102
OG0000797	Prac.g_01264	Prbc.g_02105
OG0000798	Prac.g_01263	Prbc.g_02106
OG0000799	Prac.g_01262	Prbc.g_02107
OG0000800	Prac.g_01261	Prbc.g_02108
OG0000801	Prac.g_01258	Prbc.g_02111
OG0000802	Prac.g_01257	Prbc.g_02112
OG0000803	Prac.g_01255	Prbc.g_01934
OG0000804	Prac.g_01254	Prbc.g_01933
OG0000805	Prac.g_01253	Prbc.g_01932
OG0000806	Prac.g_01251	Prbc.g_01930
OG0000807	Prac.g_01225	Prbc.g_01941
OG0000808	Prac.g_01216	Prbc.g_02152
OG0000809	Prac.g_01213	Prbc.g_02133
OG0000810	Prac.g_01212	Prbc.g_00804
OG0000811	Prac.g_01205	Prbc.g_00201
OG0000812	Prac.g_01046	Prbc.g_01244
OG0000813	Prac.g_01042	Prbc.g_01252
OG0000814	Prac.g_01040	Prbc.g_00801
OG0000815	Prac.g_01031	Prbc.g_02128
OG0000816	Prac.g_01017	Prbc.g_00897
OG0000817	Prac.g_01016	Prbc.g_00898
OG0000818	Prac.g_01011	Prbc.g_02170
OG0000819	Prac.g_01004	Prbc.g_01468
OG0000820	Prac.g_01000	Prbc.g_01462
OG0000821	Prac.g_00998	Prbc.g_01460
OG0000822	Prac.g_00997	Prbc.g_01459
OG0000823	Prac.g_00996	Prbc.g_01458
OG0000824	Prac.g_00995	Prbc.g_01457
OG0000825	Prac.g_00994	Prbc.g_01456
OG0000826	Prac.g_00993	Prbc.g_01455
OG0000827	Prac.g_00992	Prbc.g_01454
OG0000828	Prac.g_00991	Prbc.g_01453
OG0000829	Prac.g_00990	Prbc.g_01452
OG0000830	Prac.g_00989	Prbc.g_01450
OG0000831	Prac.g_00986	Prbc.g_01447
OG0000832	Prac.g_00984	Prbc.g_01445
OG0000833	Prac.g_00983	Prbc.g_01444
OG0000834	Prac.g_00982	Prbc.g_01442
OG0000835	Prac.g_00981	Prbc.g_01441
OG0000836	Prac.g_00980	Prbc.g_01440
OG0000837	Prac.g_00978	Prbc.g_01437
OG0000838	Prac.g_00977	Prbc.g_01436
OG0000839	Prac.g_00976	Prbc.g_01435
OG0000840	Prac.g_00975	Prbc.g_01434
OG0000841	Prac.g_00974	Prbc.g_01433
OG0000842	Prac.g_00973	Prbc.g_01431
OG0000843	Prac.g_00972	Prbc.g_01430
OG0000844	Prac.g_00971	Prbc.g_01429
OG0000845	Prac.g_00970	Prbc.g_01428
OG0000846	Prac.g_00967	Prbc.g_01426
OG0000847	Prac.g_00965	Prbc.g_01424
OG0000848	Prac.g_00964	Prbc.g_01422
OG0000849	Prac.g_00963	Prbc.g_01421
OG0000850	Prac.g_00962	Prbc.g_01420
OG0000851	Prac.g_00961	Prbc.g_01418
OG0000852	Prac.g_00959	Prbc.g_01416
OG0000853	Prac.g_00958	Prbc.g_01414
OG0000854	Prac.g_00956	Prbc.g_01412
OG0000855	Prac.g_00955	Prbc.g_01411
OG0000856	Prac.g_00954	Prbc.g_01410
OG0000857	Prac.g_00953	Prbc.g_01409
OG0000858	Prac.g_00952	Prbc.g_01408
OG0000859	Prac.g_00951	Prbc.g_01407
OG0000860	Prac.g_00950	Prbc.g_01406
OG0000861	Prac.g_00949	Prbc.g_01405
OG0000862	Prac.g_00948	Prbc.g_01404
OG0000863	Prac.g_00947	Prbc.g_01403
OG0000864	Prac.g_00946	Prbc.g_01402
OG0000865	Prac.g_00945	Prbc.g_01401
OG0000866	Prac.g_00944	Prbc.g_01400
OG0000867	Prac.g_00943	Prbc.g_01399
OG0000868	Prac.g_00942	Prbc.g_01398
OG0000869	Prac.g_00940	Prbc.g_01396
OG0000870	Prac.g_00939	Prbc.g_01395
OG0000871	Prac.g_00937	Prbc.g_01394
OG0000872	Prac.g_00936	Prbc.g_01393
OG0000873	Prac.g_00934	Prbc.g_01392
OG0000874	Prac.g_00933	Prbc.g_01391
OG0000875	Prac.g_00932	Prbc.g_01390
OG0000876	Prac.g_00931	Prbc.g_01389
OG0000877	Prac.g_00929	Prbc.g_01388
OG0000878	Prac.g_00154	Prbc.g_01320
OG0000879	Prac.g_00164	Prbc.g_00555
OG0000880	Prac.g_00165	Prbc.g_00556
OG0000881	Prac.g_00166	Prbc.g_00557
OG0000882	Prac.g_00167	Prbc.g_00558
OG0000883	Prac.g_00168	Prbc.g_00560
OG0000884	Prac.g_00170	Prbc.g_00561
OG0000885	Prac.g_00171	Prbc.g_00562
OG0000886	Prac.g_00172	Prbc.g_00563
OG0000887	Prac.g_00173	Prbc.g_00564
OG0000888	Prac.g_00174	Prbc.g_00565
OG0000889	Prac.g_00177	Prbc.g_00568
OG0000890	Prac.g_00178	Prbc.g_00569
OG0000891	Prac.g_00179	Prbc.g_00570
OG0000892	Prac.g_00181	Prbc.g_00571
OG0000893	Prac.g_00182	Prbc.g_00572
OG0000894	Prac.g_00183	Prbc.g_00573
OG0000895	Prac.g_00184	Prbc.g_00574
OG0000896	Prac.g_00185	Prbc.g_00575
OG0000897	Prac.g_00186	Prbc.g_00576
OG0000898	Prac.g_00188	Prbc.g_00579
OG0000899	Prac.g_00189	Prbc.g_00580
OG0000900	Prac.g_00199	Prbc.g_00585
OG0000901	Prac.g_00203	Prbc.g_00589
OG0000902	Prac.g_00204	Prbc.g_01820
OG0000903	Prac.g_00205	Prbc.g_01470
OG0000904	Prac.g_00207	Prbc.g_02100
OG0000905	Prac.g_00209	Prbc.g_00810
OG0000906	Prac.g_00211	Prbc.g_00655
OG0000907	Prac.g_00212	Prbc.g_01921
OG0000908	Prac.g_00215	Prbc.g_00138
OG0000909	Prac.g_00219	Prbc.g_00659
OG0000910	Prac.g_00220	Prbc.g_00660
OG0000911	Prac.g_00221	Prbc.g_00661
OG0000912	Prac.g_00222	Prbc.g_00662
OG0000913	Prac.g_00223	Prbc.g_00663
OG0000914	Prac.g_00224	Prbc.g_00664
OG0000915	Prac.g_00225	Prbc.g_00665
OG0000916	Prac.g_00226	Prbc.g_00666
OG0000917	Prac.g_00227	Prbc.g_00667
OG0000918	Prac.g_00228	Prbc.g_00668
OG0000919	Prac.g_00229	Prbc.g_00669
OG0000920	Prac.g_00230	Prbc.g_00670
OG0000921	Prac.g_00231	Prbc.g_00671
OG0000922	Prac.g_00232	Prbc.g_00672
OG0000923	Prac.g_00233	Prbc.g_00673
OG0000924	Prac.g_00234	Prbc.g_00674
OG0000925	Prac.g_00235	Prbc.g_00675
OG0000926	Prac.g_00447	Prbc.g_00228
OG0000927	Prac.g_00429	Prbc.g_00690
OG0000928	Prac.g_00428	Prbc.g_00691
OG0000929	Prac.g_00427	Prbc.g_00692
OG0000930	Prac.g_00426	Prbc.g_00693
OG0000931	Prac.g_00425	Prbc.g_00694
OG0000932	Prac.g_00423	Prbc.g_00696
OG0000933	Prac.g_00422	Prbc.g_00697
OG0000934	Prac.g_00421	Prbc.g_00698
OG0000935	Prac.g_00420	Prbc.g_00699
OG0000936	Prac.g_00419	Prbc.g_00700
OG0000937	Prac.g_00418	Prbc.g_00701
OG0000938	Prac.g_00417	Prbc.g_00702
OG0000939	Prac.g_00416	Prbc.g_00703
OG0000940	Prac.g_00415	Prbc.g_00705
OG0000941	Prac.g_00413	Prbc.g_00707
OG0000942	Prac.g_00412	Prbc.g_00708
OG0000943	Prac.g_00409	Prbc.g_00711
OG0000944	Prac.g_00408	Prbc.g_00712
OG0000945	Prac.g_00407	Prbc.g_00713
OG0000946	Prac.g_00406	Prbc.g_00714
OG0000947	Prac.g_00405	Prbc.g_00715
OG0000948	Prac.g_00404	Prbc.g_00716
OG0000949	Prac.g_00403	Prbc.g_00717
OG0000950	Prac.g_00402	Prbc.g_00718
OG0000951	Prac.g_00401	Prbc.g_00719
OG0000952	Prac.g_00400	Prbc.g_00720
OG0000953	Prac.g_00399	Prbc.g_00721
OG0000954	Prac.g_00398	Prbc.g_00722
OG0000955	Prac.g_00397	Prbc.g_00723
OG0000956	Prac.g_00396	Prbc.g_00724
OG0000957	Prac.g_00395	Prbc.g_01521
OG0000958	Prac.g_00394	Prbc.g_00725
OG0000959	Prac.g_00393	Prbc.g_00726
OG0000960	Prac.g_00392	Prbc.g_00727
OG0000961	Prac.g_00388	Prbc.g_00730
OG0000962	Prac.g_00387	Prbc.g_00731
OG0000963	Prac.g_00386	Prbc.g_00732
OG0000964	Prac.g_00384	Prbc.g_00734
OG0000965	Prac.g_00383	Prbc.g_00735
OG0000966	Prac.g_00382	Prbc.g_00736
OG0000967	Prac.g_00381	Prbc.g_00737
OG0000968	Prac.g_00380	Prbc.g_00738
OG0000969	Prac.g_00379	Prbc.g_00739
OG0000970	Prac.g_00378	Prbc.g_00740
OG0000971	Prac.g_00377	Prbc.g_00741
OG0000972	Prac.g_00376	Prbc.g_00742
OG0000973	Prac.g_00375	Prbc.g_00743
OG0000974	Prac.g_00373	Prbc.g_00745
OG0000975	Prac.g_00370	Prbc.g_00751
OG0000976	Prac.g_00368	Prbc.g_00754
OG0000977	Prac.g_00367	Prbc.g_00755
OG0000978	Prac.g_00366	Prbc.g_00756
OG0000979	Prac.g_00364	Prbc.g_00758
OG0000980	Prac.g_00363	Prbc.g_00759
OG0000981	Prac.g_00362	Prbc.g_00760
OG0000982	Prac.g_00361	Prbc.g_00761
OG0000983	Prac.g_00359	Prbc.g_00763
OG0000984	Prac.g_00358	Prbc.g_00764
OG0000985	Prac.g_00357	Prbc.g_00765
OG0000986	Prac.g_00356	Prbc.g_00766
OG0000987	Prac.g_00355	Prbc.g_00767
OG0000988	Prac.g_00354	Prbc.g_00768
OG0000989	Prac.g_00353	Prbc.g_00769
OG0000990	Prac.g_00352	Prbc.g_00770
OG0000991	Prac.g_00351	Prbc.g_00771
OG0000992	Prac.g_00350	Prbc.g_00772
OG0000993	Prac.g_00349	Prbc.g_00773
OG0000994	Prac.g_00348	Prbc.g_00774
OG0000995	Prac.g_00347	Prbc.g_00775
OG0000996	Prac.g_00346	Prbc.g_00776
OG0000997	Prac.g_00345	Prbc.g_00777
OG0000998	Prac.g_00344	Prbc.g_00778
OG0000999	Prac.g_00343	Prbc.g_00779
OG0001000	Prac.g_00342	Prbc.g_00780
OG0001001	Prac.g_00340	Prbc.g_00782
OG0001002	Prac.g_00339	Prbc.g_00783
OG0001003	Prac.g_00338	Prbc.g_00784
OG0001004	Prac.g_00337	Prbc.g_00785
OG0001005	Prac.g_00336	Prbc.g_00787
OG0001006	Prac.g_00335	Prbc.g_00788
OG0001007	Prac.g_00334	Prbc.g_00789
OG0001008	Prac.g_00332	Prbc.g_00791
OG0001009	Prac.g_00331	Prbc.g_00792
OG0001010	Prac.g_00324	Prbc.g_01485
OG0001011	Prac.g_00317	Prbc.g_00677
OG0001012	Prac.g_00288	Prbc.g_01874
OG0001013	Prac.g_00631	Prbc.g_00827
OG0001014	Prac.g_00630	Prbc.g_00828
OG0001015	Prac.g_00624	Prbc.g_00833
OG0001016	Prac.g_00623	Prbc.g_00834
OG0001017	Prac.g_00622	Prbc.g_00835
OG0001018	Prac.g_00621	Prbc.g_00836
OG0001019	Prac.g_00619	Prbc.g_00837
OG0001020	Prac.g_00618	Prbc.g_00838
OG0001021	Prac.g_00617	Prbc.g_00839
OG0001022	Prac.g_00616	Prbc.g_00840
OG0001023	Prac.g_00615	Prbc.g_00841
OG0001024	Prac.g_00614	Prbc.g_00842
OG0001025	Prac.g_00613	Prbc.g_00843
OG0001026	Prac.g_00611	Prbc.g_00844
OG0001027	Prac.g_00610	Prbc.g_00845
OG0001028	Prac.g_00609	Prbc.g_00846
OG0001029	Prac.g_00608	Prbc.g_00847
OG0001030	Prac.g_00607	Prbc.g_00848
OG0001031	Prac.g_00606	Prbc.g_00849
OG0001032	Prac.g_00605	Prbc.g_00850
OG0001033	Prac.g_00604	Prbc.g_00851
OG0001034	Prac.g_00603	Prbc.g_00852
OG0001035	Prac.g_00601	Prbc.g_00854
OG0001036	Prac.g_00600	Prbc.g_00855
OG0001037	Prac.g_00599	Prbc.g_00856
OG0001038	Prac.g_00598	Prbc.g_00857
OG0001039	Prac.g_00597	Prbc.g_00858
OG0001040	Prac.g_00596	Prbc.g_00860
OG0001041	Prac.g_00595	Prbc.g_00861
OG0001042	Prac.g_00594	Prbc.g_00862
OG0001043	Prac.g_00593	Prbc.g_00863
OG0001044	Prac.g_00592	Prbc.g_00864
OG0001045	Prac.g_00591	Prbc.g_00865
OG0001046	Prac.g_00590	Prbc.g_00866
OG0001047	Prac.g_00587	Prbc.g_00868
OG0001048	Prac.g_00585	Prbc.g_00870
OG0001049	Prac.g_00584	Prbc.g_00871
OG0001050	Prac.g_00583	Prbc.g_00872
OG0001051	Prac.g_00582	Prbc.g_00873
OG0001052	Prac.g_00581	Prbc.g_00874
OG0001053	Prac.g_00580	Prbc.g_00876
OG0001054	Prac.g_00578	Prbc.g_00878
OG0001055	Prac.g_00577	Prbc.g_00879
OG0001056	Prac.g_00576	Prbc.g_00880
OG0001057	Prac.g_00575	Prbc.g_00881
OG0001058	Prac.g_00574	Prbc.g_00882
OG0001059	Prac.g_00573	Prbc.g_00883
OG0001060	Prac.g_00572	Prbc.g_00884
OG0001061	Prac.g_00571	Prbc.g_00885
OG0001062	Prac.g_00570	Prbc.g_00886
OG0001063	Prac.g_00569	Prbc.g_00887
OG0001064	Prac.g_00471	Prbc.g_00889
OG0001065	Prac.g_00476	Prbc.g_00933
OG0001066	Prac.g_00477	Prbc.g_00935
OG0001067	Prac.g_00478	Prbc.g_00936
OG0001068	Prac.g_00480	Prbc.g_00938
OG0001069	Prac.g_00481	Prbc.g_00939
OG0001070	Prac.g_00482	Prbc.g_00940
OG0001071	Prac.g_00483	Prbc.g_00941
OG0001072	Prac.g_00484	Prbc.g_00942
OG0001073	Prac.g_00485	Prbc.g_00943
OG0001074	Prac.g_00486	Prbc.g_00944
OG0001075	Prac.g_00487	Prbc.g_00945
OG0001076	Prac.g_00488	Prbc.g_00946
OG0001077	Prac.g_00489	Prbc.g_00947
OG0001078	Prac.g_00490	Prbc.g_00948
OG0001079	Prac.g_00491	Prbc.g_00949
OG0001080	Prac.g_00492	Prbc.g_00950
OG0001081	Prac.g_00495	Prbc.g_00960
OG0001082	Prac.g_00496	Prbc.g_00959
OG0001083	Prac.g_00497	Prbc.g_00955
OG0001084	Prac.g_00499	Prbc.g_00957
OG0001085	Prac.g_00500	Prbc.g_00958
OG0001086	Prac.g_00501	Prbc.g_00953
OG0001087	Prac.g_00502	Prbc.g_00952
OG0001088	Prac.g_00503	Prbc.g_00951
OG0001089	Prac.g_00506	Prbc.g_00327
OG0001090	Prac.g_00508	Prbc.g_00325
OG0001091	Prac.g_00509	Prbc.g_00324
OG0001092	Prac.g_00510	Prbc.g_00323
OG0001093	Prac.g_00511	Prbc.g_00322
OG0001094	Prac.g_00512	Prbc.g_00321
OG0001095	Prac.g_00513	Prbc.g_00320
OG0001096	Prac.g_00514	Prbc.g_00319
OG0001097	Prac.g_00515	Prbc.g_00318
