Orthogroup	Prac	Praf
OG0000583	Prac.g_00708	Praf.g_01739
OG0000584	Prac.g_00707	Praf.g_01741
OG0000585	Prac.g_00706	Praf.g_01742
OG0000586	Prac.g_00704	Praf.g_01744
OG0000587	Prac.g_00703	Praf.g_01745
OG0000588	Prac.g_00701	Praf.g_01749
OG0000589	Prac.g_00700	Praf.g_01751
OG0000590	Prac.g_00698	Praf.g_02344
OG0000591	Prac.g_00692	Praf.g_00371
OG0000592	Prac.g_00691	Praf.g_01127
OG0000593	Prac.g_00690	Praf.g_02570
OG0000594	Prac.g_00688	Praf.g_01572
OG0000595	Prac.g_00687	Praf.g_02180
OG0000596	Prac.g_00686	Praf.g_01210
OG0000597	Prac.g_00684	Praf.g_01230
OG0000598	Prac.g_00683	Praf.g_01225
OG0000599	Prac.g_00682	Praf.g_01221
OG0000600	Prac.g_00681	Praf.g_01220
OG0000601	Prac.g_00679	Praf.g_01207
OG0000602	Prac.g_00678	Praf.g_01206
OG0000603	Prac.g_00677	Praf.g_01205
OG0000604	Prac.g_00676	Praf.g_01121
OG0000605	Prac.g_00675	Praf.g_01122
OG0000606	Prac.g_00674	Praf.g_01124
OG0000607	Prac.g_00672	Praf.g_01126
OG0000608	Prac.g_00671	Praf.g_01489
OG0000609	Prac.g_00667	Praf.g_02767
OG0000610	Prac.g_00666	Praf.g_00817
OG0000611	Prac.g_01559	Praf.g_01303
OG0000612	Prac.g_01558	Praf.g_01304
OG0000613	Prac.g_01557	Praf.g_01305
OG0000614	Prac.g_01556	Praf.g_01307
OG0000615	Prac.g_01554	Praf.g_01308
OG0000616	Prac.g_01553	Praf.g_01309
OG0000617	Prac.g_01552	Praf.g_01310
OG0000618	Prac.g_01551	Praf.g_01311
OG0000619	Prac.g_01550	Praf.g_01313
OG0000620	Prac.g_01549	Praf.g_01314
OG0000621	Prac.g_01548	Praf.g_01315
OG0000622	Prac.g_01547	Praf.g_01316
OG0000623	Prac.g_01546	Praf.g_01317
OG0000624	Prac.g_01545	Praf.g_01318
OG0000625	Prac.g_01544	Praf.g_01319
OG0000626	Prac.g_01543	Praf.g_01320
OG0000627	Prac.g_01542	Praf.g_01441
OG0000628	Prac.g_01541	Praf.g_01440
OG0000629	Prac.g_01540	Praf.g_01437
OG0000630	Prac.g_01539	Praf.g_01436
OG0000631	Prac.g_01537	Praf.g_01433
OG0000632	Prac.g_01525	Praf.g_01139
OG0000633	Prac.g_01521	Praf.g_00710
OG0000634	Prac.g_01508	Praf.g_00617
OG0000635	Prac.g_01507	Praf.g_01400
OG0000636	Prac.g_01506	Praf.g_01401
OG0000637	Prac.g_01505	Praf.g_01402
OG0000638	Prac.g_01498	Praf.g_02063
OG0000639	Prac.g_01489	Praf.g_00360
OG0000640	Prac.g_01487	Praf.g_01432
OG0000641	Prac.g_01484	Praf.g_01429
OG0000642	Prac.g_01483	Praf.g_01428
OG0000643	Prac.g_01482	Praf.g_01427
OG0000644	Prac.g_01481	Praf.g_01524
OG0000645	Prac.g_01480	Praf.g_01525
OG0000646	Prac.g_01479	Praf.g_01526
OG0000647	Prac.g_01478	Praf.g_01527
OG0000648	Prac.g_01476	Praf.g_01529
OG0000649	Prac.g_01475	Praf.g_01530
OG0000650	Prac.g_01474	Praf.g_01531
OG0000651	Prac.g_01473	Praf.g_01532
OG0000652	Prac.g_01472	Praf.g_01533
OG0000653	Prac.g_01471	Praf.g_01534
OG0000654	Prac.g_01469	Praf.g_01536
OG0000655	Prac.g_01467	Praf.g_01538
OG0000656	Prac.g_01466	Praf.g_01539
OG0000657	Prac.g_01465	Praf.g_01540
OG0000658	Prac.g_01464	Praf.g_01541
OG0000659	Prac.g_01463	Praf.g_01542
OG0000660	Prac.g_01462	Praf.g_01543
OG0000661	Prac.g_01461	Praf.g_01545
OG0000662	Prac.g_01460	Praf.g_01547
OG0000663	Prac.g_01459	Praf.g_01548
OG0000664	Prac.g_01458	Praf.g_01549
OG0000665	Prac.g_01457	Praf.g_01550
OG0000666	Prac.g_01456	Praf.g_01551
OG0000667	Prac.g_01455	Praf.g_01552
OG0000668	Prac.g_01454	Praf.g_01553
OG0000669	Prac.g_01452	Praf.g_01557
OG0000670	Prac.g_01451	Praf.g_01558
OG0000671	Prac.g_01450	Praf.g_01559
OG0000672	Prac.g_01449	Praf.g_01560
OG0000673	Prac.g_01448	Praf.g_01561
OG0000674	Prac.g_01447	Praf.g_01562
OG0000675	Prac.g_01445	Praf.g_01585
OG0000676	Prac.g_01444	Praf.g_01586
OG0000677	Prac.g_01442	Praf.g_01590
OG0000678	Prac.g_01440	Praf.g_01592
OG0000679	Prac.g_01439	Praf.g_01594
OG0000680	Prac.g_01438	Praf.g_01595
OG0000681	Prac.g_01437	Praf.g_01596
OG0000682	Prac.g_01436	Praf.g_01597
OG0000683	Prac.g_01434	Praf.g_01599
OG0000684	Prac.g_01433	Praf.g_01600
OG0000685	Prac.g_01432	Praf.g_01601
OG0000686	Prac.g_01431	Praf.g_01602
OG0000687	Prac.g_01430	Praf.g_01603
OG0000688	Prac.g_01429	Praf.g_01604
OG0000689	Prac.g_01428	Praf.g_01606
OG0000690	Prac.g_01427	Praf.g_01607
OG0000691	Prac.g_01426	Praf.g_01608
OG0000692	Prac.g_01424	Praf.g_01619
OG0000693	Prac.g_01423	Praf.g_01620
OG0000694	Prac.g_01422	Praf.g_01622
OG0000695	Prac.g_01421	Praf.g_01625
OG0000696	Prac.g_01420	Praf.g_01627
OG0000697	Prac.g_01418	Praf.g_01629
OG0000698	Prac.g_01416	Praf.g_01444
OG0000699	Prac.g_01415	Praf.g_01323
OG0000700	Prac.g_01401	Praf.g_01339
OG0000701	Prac.g_01396	Praf.g_00222
OG0000702	Prac.g_01393	Praf.g_01638
OG0000703	Prac.g_01392	Praf.g_01454
OG0000704	Prac.g_01391	Praf.g_00961
OG0000705	Prac.g_01390	Praf.g_01455
OG0000706	Prac.g_01389	Praf.g_01456
OG0000707	Prac.g_01387	Praf.g_01458
OG0000708	Prac.g_01386	Praf.g_01459
OG0000709	Prac.g_01384	Praf.g_01461
OG0000710	Prac.g_01383	Praf.g_01462
OG0000711	Prac.g_01382	Praf.g_01463
OG0000712	Prac.g_01381	Praf.g_01464
OG0000713	Prac.g_01380	Praf.g_01465
OG0000714	Prac.g_01378	Praf.g_01467
OG0000715	Prac.g_01377	Praf.g_01469
OG0000716	Prac.g_01375	Praf.g_01475
OG0000717	Prac.g_01374	Praf.g_01478
OG0000718	Prac.g_01373	Praf.g_01480
OG0000719	Prac.g_01371	Praf.g_01494
OG0000720	Prac.g_01370	Praf.g_01495
OG0000721	Prac.g_01368	Praf.g_01497
OG0000722	Prac.g_01367	Praf.g_01498
OG0000723	Prac.g_01366	Praf.g_01499
OG0000724	Prac.g_01365	Praf.g_01512
OG0000725	Prac.g_01364	Praf.g_01511
OG0000726	Prac.g_01363	Praf.g_01510
OG0000727	Prac.g_01362	Praf.g_01509
OG0000728	Prac.g_01361	Praf.g_01508
OG0000729	Prac.g_01360	Praf.g_01506
OG0000730	Prac.g_01359	Praf.g_01503
OG0000731	Prac.g_01358	Praf.g_01515
OG0000732	Prac.g_01357	Praf.g_01516
OG0000733	Prac.g_01356	Praf.g_01517
OG0000734	Prac.g_01355	Praf.g_01519
OG0000735	Prac.g_01353	Praf.g_01520
OG0000736	Prac.g_01352	Praf.g_01522
OG0000737	Prac.g_01351	Praf.g_01523
OG0000738	Prac.g_01350	Praf.g_01426
OG0000739	Prac.g_01349	Praf.g_01425
OG0000740	Prac.g_01348	Praf.g_01424
OG0000741	Prac.g_01347	Praf.g_01422
OG0000742	Prac.g_01345	Praf.g_01420
OG0000743	Prac.g_01344	Praf.g_01419
OG0000744	Prac.g_01343	Praf.g_01417
OG0000745	Prac.g_01342	Praf.g_01416
OG0000746	Prac.g_01341	Praf.g_01415
OG0000747	Prac.g_01340	Praf.g_01006
OG0000748	Prac.g_01339	Praf.g_01408
OG0000749	Prac.g_01338	Praf.g_01407
OG0000750	Prac.g_01337	Praf.g_01405
OG0000751	Prac.g_01336	Praf.g_01404
OG0000752	Prac.g_01335	Praf.g_02684
OG0000753	Prac.g_01333	Praf.g_01399
OG0000754	Prac.g_01332	Praf.g_01398
OG0000755	Prac.g_01331	Praf.g_01397
OG0000756	Prac.g_01330	Praf.g_01395
OG0000757	Prac.g_01329	Praf.g_01394
OG0000758	Prac.g_01328	Praf.g_01393
OG0000759	Prac.g_01326	Praf.g_01388
OG0000760	Prac.g_01325	Praf.g_01387
OG0000761	Prac.g_01324	Praf.g_01385
OG0000762	Prac.g_01322	Praf.g_01382
OG0000763	Prac.g_01321	Praf.g_01380
OG0000764	Prac.g_01320	Praf.g_01378
OG0000765	Prac.g_01319	Praf.g_01377
OG0000766	Prac.g_01318	Praf.g_01376
OG0000767	Prac.g_01316	Praf.g_01374
OG0000768	Prac.g_01315	Praf.g_01372
OG0000769	Prac.g_01314	Praf.g_01371
OG0000770	Prac.g_01313	Praf.g_01370
OG0000771	Prac.g_01312	Praf.g_01369
OG0000772	Prac.g_01311	Praf.g_01073
OG0000773	Prac.g_01310	Praf.g_01366
OG0000774	Prac.g_01309	Praf.g_01364
OG0000775	Prac.g_01308	Praf.g_01362
OG0000776	Prac.g_01307	Praf.g_01360
OG0000777	Prac.g_01305	Praf.g_01359
OG0000778	Prac.g_01304	Praf.g_01358
OG0000779	Prac.g_01303	Praf.g_01355
OG0000780	Prac.g_01301	Praf.g_01353
OG0000781	Prac.g_01299	Praf.g_01349
OG0000782	Prac.g_01298	Praf.g_01348
OG0000783	Prac.g_01287	Praf.g_01343
OG0000784	Prac.g_01285	Praf.g_01341
OG0000785	Prac.g_01284	Praf.g_01340
OG0000786	Prac.g_01283	Praf.g_01338
OG0000787	Prac.g_01282	Praf.g_01337
OG0000788	Prac.g_01278	Praf.g_01331
OG0000789	Prac.g_01276	Praf.g_01328
OG0000790	Prac.g_01275	Praf.g_02685
OG0000791	Prac.g_01274	Praf.g_01327
OG0000792	Prac.g_01273	Praf.g_01326
OG0000793	Prac.g_01272	Praf.g_01325
OG0000794	Prac.g_01270	Praf.g_01322
OG0000795	Prac.g_01267	Praf.g_01287
OG0000796	Prac.g_01266	Praf.g_01286
OG0000797	Prac.g_01264	Praf.g_01283
OG0000798	Prac.g_01263	Praf.g_01281
OG0000799	Prac.g_01262	Praf.g_01280
OG0000800	Prac.g_01261	Praf.g_01279
OG0000801	Prac.g_01258	Praf.g_01276
OG0000802	Prac.g_01257	Praf.g_01275
OG0000803	Prac.g_01255	Praf.g_01270
OG0000804	Prac.g_01254	Praf.g_01269
OG0000805	Prac.g_01253	Praf.g_01268
OG0000806	Prac.g_01251	Praf.g_01267
OG0000807	Prac.g_01225	Praf.g_01296
OG0000808	Prac.g_01216	Praf.g_01652
OG0000809	Prac.g_01213	Praf.g_00558
OG0000810	Prac.g_01212	Praf.g_01008
OG0000811	Prac.g_01205	Praf.g_00162
OG0000812	Prac.g_01046	Praf.g_02056
OG0000813	Prac.g_01042	Praf.g_02047
OG0000814	Prac.g_01040	Praf.g_01825
OG0000815	Prac.g_01031	Praf.g_01671
OG0000816	Prac.g_01017	Praf.g_02698
OG0000817	Prac.g_01016	Praf.g_02691
OG0000818	Prac.g_01011	Praf.g_00359
OG0000819	Prac.g_01004	Praf.g_01832
OG0000820	Prac.g_01000	Praf.g_00233
OG0000821	Prac.g_00998	Praf.g_00822
OG0000822	Prac.g_00997	Praf.g_00823
OG0000823	Prac.g_00996	Praf.g_00824
OG0000824	Prac.g_00995	Praf.g_00825
OG0000825	Prac.g_00994	Praf.g_00826
OG0000826	Prac.g_00993	Praf.g_00827
OG0000827	Prac.g_00992	Praf.g_00830
OG0000828	Prac.g_00991	Praf.g_00832
OG0000829	Prac.g_00990	Praf.g_00833
OG0000830	Prac.g_00989	Praf.g_00836
OG0000831	Prac.g_00986	Praf.g_00853
OG0000832	Prac.g_00984	Praf.g_00855
OG0000833	Prac.g_00983	Praf.g_00856
OG0000834	Prac.g_00982	Praf.g_00858
OG0000835	Prac.g_00981	Praf.g_00859
OG0000836	Prac.g_00980	Praf.g_00860
OG0000837	Prac.g_00978	Praf.g_00870
OG0000838	Prac.g_00977	Praf.g_00872
OG0000839	Prac.g_00976	Praf.g_00873
OG0000840	Prac.g_00975	Praf.g_00874
OG0000841	Prac.g_00974	Praf.g_00875
OG0000842	Prac.g_00973	Praf.g_00879
OG0000843	Prac.g_00972	Praf.g_00880
OG0000844	Prac.g_00971	Praf.g_00881
OG0000845	Prac.g_00970	Praf.g_00882
OG0000846	Prac.g_00967	Praf.g_00885
OG0000847	Prac.g_00965	Praf.g_00886
OG0000848	Prac.g_00964	Praf.g_00914
OG0000849	Prac.g_00963	Praf.g_00917
OG0000850	Prac.g_00962	Praf.g_00918
OG0000851	Prac.g_00961	Praf.g_00921
OG0000852	Prac.g_00959	Praf.g_00923
OG0000853	Prac.g_00958	Praf.g_00925
OG0000854	Prac.g_00956	Praf.g_00927
OG0000855	Prac.g_00955	Praf.g_00928
OG0000856	Prac.g_00954	Praf.g_00929
OG0000857	Prac.g_00953	Praf.g_00930
OG0000858	Prac.g_00952	Praf.g_00931
OG0000859	Prac.g_00951	Praf.g_00932
OG0000860	Prac.g_00950	Praf.g_00933
OG0000861	Prac.g_00949	Praf.g_00913
OG0000862	Prac.g_00948	Praf.g_00912
OG0000863	Prac.g_00947	Praf.g_00911
OG0000864	Prac.g_00946	Praf.g_00910
OG0000865	Prac.g_00945	Praf.g_00908
OG0000866	Prac.g_00944	Praf.g_00905
OG0000867	Prac.g_00943	Praf.g_00904
OG0000868	Prac.g_00942	Praf.g_00902
OG0000869	Prac.g_00940	Praf.g_00899
OG0000870	Prac.g_00939	Praf.g_00898
OG0000871	Prac.g_00937	Praf.g_00895
OG0000872	Prac.g_00936	Praf.g_00894
OG0000873	Prac.g_00934	Praf.g_00892
OG0000874	Prac.g_00933	Praf.g_00891
OG0000875	Prac.g_00932	Praf.g_00888
OG0000876	Prac.g_00931	Praf.g_00887
OG0000877	Prac.g_00929	Praf.g_00937
OG0000878	Prac.g_00154	Praf.g_00548
OG0000879	Prac.g_00164	Praf.g_00810
OG0000880	Prac.g_00165	Praf.g_00809
OG0000881	Prac.g_00166	Praf.g_00808
OG0000882	Prac.g_00167	Praf.g_00806
OG0000883	Prac.g_00168	Praf.g_00804
OG0000884	Prac.g_00170	Praf.g_00802
OG0000885	Prac.g_00171	Praf.g_00801
OG0000886	Prac.g_00172	Praf.g_00800
OG0000887	Prac.g_00173	Praf.g_00799
OG0000888	Prac.g_00174	Praf.g_00798
OG0000889	Prac.g_00177	Praf.g_00794
OG0000890	Prac.g_00178	Praf.g_00791
OG0000891	Prac.g_00179	Praf.g_00790
OG0000892	Prac.g_00181	Praf.g_00787
OG0000893	Prac.g_00182	Praf.g_00786
OG0000894	Prac.g_00183	Praf.g_00785
OG0000895	Prac.g_00184	Praf.g_00784
OG0000896	Prac.g_00185	Praf.g_00783
OG0000897	Prac.g_00186	Praf.g_00782
OG0000898	Prac.g_00188	Praf.g_00777
OG0000899	Prac.g_00189	Praf.g_00776
OG0000900	Prac.g_00199	Praf.g_01886
OG0000901	Prac.g_00203	Praf.g_01897
OG0000902	Prac.g_00204	Praf.g_01996
OG0000903	Prac.g_00205	Praf.g_01623
OG0000904	Prac.g_00207	Praf.g_01001
OG0000905	Prac.g_00209	Praf.g_01271
OG0000906	Prac.g_00211	Praf.g_01294
OG0000907	Prac.g_00212	Praf.g_01635
OG0000908	Prac.g_00215	Praf.g_00494
OG0000909	Prac.g_00219	Praf.g_00582
OG0000910	Prac.g_00220	Praf.g_00581
OG0000911	Prac.g_00221	Praf.g_00580
OG0000912	Prac.g_00222	Praf.g_00579
OG0000913	Prac.g_00223	Praf.g_00578
OG0000914	Prac.g_00224	Praf.g_00577
OG0000915	Prac.g_00225	Praf.g_00576
OG0000916	Prac.g_00226	Praf.g_00575
OG0000917	Prac.g_00227	Praf.g_00573
OG0000918	Prac.g_00228	Praf.g_00572
OG0000919	Prac.g_00229	Praf.g_00571
OG0000920	Prac.g_00230	Praf.g_00570
OG0000921	Prac.g_00231	Praf.g_00569
OG0000922	Prac.g_00232	Praf.g_00568
OG0000923	Prac.g_00233	Praf.g_00567
OG0000924	Prac.g_00234	Praf.g_00566
OG0000925	Prac.g_00235	Praf.g_00565
OG0000926	Prac.g_00447	Praf.g_02394
OG0000927	Prac.g_00429	Praf.g_01765
OG0000928	Prac.g_00428	Praf.g_01766
OG0000929	Prac.g_00427	Praf.g_01767
OG0000930	Prac.g_00426	Praf.g_01772
OG0000931	Prac.g_00425	Praf.g_01773
OG0000932	Prac.g_00423	Praf.g_01779
OG0000933	Prac.g_00422	Praf.g_01781
OG0000934	Prac.g_00421	Praf.g_01782
OG0000935	Prac.g_00420	Praf.g_01783
OG0000936	Prac.g_00419	Praf.g_01784
OG0000937	Prac.g_00418	Praf.g_01785
OG0000938	Prac.g_00417	Praf.g_01787
OG0000939	Prac.g_00416	Praf.g_01788
OG0000940	Prac.g_00415	Praf.g_01790
OG0000941	Prac.g_00413	Praf.g_01792
OG0000942	Prac.g_00412	Praf.g_01793
OG0000943	Prac.g_00409	Praf.g_01796
OG0000944	Prac.g_00408	Praf.g_01801
OG0000945	Prac.g_00407	Praf.g_01802
OG0000946	Prac.g_00406	Praf.g_01803
OG0000947	Prac.g_00405	Praf.g_01804
OG0000948	Prac.g_00404	Praf.g_01805
OG0000949	Prac.g_00403	Praf.g_01806
OG0000950	Prac.g_00402	Praf.g_01807
OG0000951	Prac.g_00401	Praf.g_01808
OG0000952	Prac.g_00400	Praf.g_01809
OG0000953	Prac.g_00399	Praf.g_01810
OG0000954	Prac.g_00398	Praf.g_01817
OG0000955	Prac.g_00397	Praf.g_01818
OG0000956	Prac.g_00396	Praf.g_01819
OG0000957	Prac.g_00395	Praf.g_01820
OG0000958	Prac.g_00394	Praf.g_01822
OG0000959	Prac.g_00393	Praf.g_01823
OG0000960	Prac.g_00392	Praf.g_01824
OG0000961	Prac.g_00388	Praf.g_01831
OG0000962	Prac.g_00387	Praf.g_01833
OG0000963	Prac.g_00386	Praf.g_01834
OG0000964	Prac.g_00384	Praf.g_01837
OG0000965	Prac.g_00383	Praf.g_01838
OG0000966	Prac.g_00382	Praf.g_01839
OG0000967	Prac.g_00381	Praf.g_01840
OG0000968	Prac.g_00380	Praf.g_01841
OG0000969	Prac.g_00379	Praf.g_01842
OG0000970	Prac.g_00378	Praf.g_01843
OG0000971	Prac.g_00377	Praf.g_01844
OG0000972	Prac.g_00376	Praf.g_01845
OG0000973	Prac.g_00375	Praf.g_01846
OG0000974	Prac.g_00373	Praf.g_01849
OG0000975	Prac.g_00370	Praf.g_00956
OG0000976	Prac.g_00368	Praf.g_00554
OG0000977	Prac.g_00367	Praf.g_00542
OG0000978	Prac.g_00366	Praf.g_00540
OG0000979	Prac.g_00364	Praf.g_00538
OG0000980	Prac.g_00363	Praf.g_00537
OG0000981	Prac.g_00362	Praf.g_01653
OG0000982	Prac.g_00361	Praf.g_00536
OG0000983	Prac.g_00359	Praf.g_00534
OG0000984	Prac.g_00358	Praf.g_00533
OG0000985	Prac.g_00357	Praf.g_00532
OG0000986	Prac.g_00356	Praf.g_00530
OG0000987	Prac.g_00355	Praf.g_00529
OG0000988	Prac.g_00354	Praf.g_00526
OG0000989	Prac.g_00353	Praf.g_00525
OG0000990	Prac.g_00352	Praf.g_00524
OG0000991	Prac.g_00351	Praf.g_00523
OG0000992	Prac.g_00350	Praf.g_00522
OG0000993	Prac.g_00349	Praf.g_00521
OG0000994	Prac.g_00348	Praf.g_00520
OG0000995	Prac.g_00347	Praf.g_00518
OG0000996	Prac.g_00346	Praf.g_00517
OG0000997	Prac.g_00345	Praf.g_00516
OG0000998	Prac.g_00344	Praf.g_00515
OG0000999	Prac.g_00343	Praf.g_00513
OG0001000	Prac.g_00342	Praf.g_00512
OG0001001	Prac.g_00340	Praf.g_00511
OG0001002	Prac.g_00339	Praf.g_00508
OG0001003	Prac.g_00338	Praf.g_00507
OG0001004	Prac.g_00337	Praf.g_00370
OG0001005	Prac.g_00336	Praf.g_00504
OG0001006	Prac.g_00335	Praf.g_00503
OG0001007	Prac.g_00334	Praf.g_00502
OG0001008	Prac.g_00332	Praf.g_00500
OG0001009	Prac.g_00331	Praf.g_00499
OG0001010	Prac.g_00324	Praf.g_01650
OG0001011	Prac.g_00317	Praf.g_01677
OG0001012	Prac.g_00288	Praf.g_01546
OG0001013	Prac.g_00631	Praf.g_00490
OG0001014	Prac.g_00630	Praf.g_00489
OG0001015	Prac.g_00624	Praf.g_00479
OG0001016	Prac.g_00623	Praf.g_00478
OG0001017	Prac.g_00622	Praf.g_00477
OG0001018	Prac.g_00621	Praf.g_00475
OG0001019	Prac.g_00619	Praf.g_00472
OG0001020	Prac.g_00618	Praf.g_00471
OG0001021	Prac.g_00617	Praf.g_00470
OG0001022	Prac.g_00616	Praf.g_00469
OG0001023	Prac.g_00615	Praf.g_00468
OG0001024	Prac.g_00614	Praf.g_00466
OG0001025	Prac.g_00613	Praf.g_00465
OG0001026	Prac.g_00611	Praf.g_00464
OG0001027	Prac.g_00610	Praf.g_00463
OG0001028	Prac.g_00609	Praf.g_00462
OG0001029	Prac.g_00608	Praf.g_00461
OG0001030	Prac.g_00607	Praf.g_00460
OG0001031	Prac.g_00606	Praf.g_00459
OG0001032	Prac.g_00605	Praf.g_00458
OG0001033	Prac.g_00604	Praf.g_00457
OG0001034	Prac.g_00603	Praf.g_00455
OG0001035	Prac.g_00601	Praf.g_00453
OG0001036	Prac.g_00600	Praf.g_00452
OG0001037	Prac.g_00599	Praf.g_00450
OG0001038	Prac.g_00598	Praf.g_00449
OG0001039	Prac.g_00597	Praf.g_00448
OG0001040	Prac.g_00596	Praf.g_00447
OG0001041	Prac.g_00595	Praf.g_00446
OG0001042	Prac.g_00594	Praf.g_00444
OG0001043	Prac.g_00593	Praf.g_00443
OG0001044	Prac.g_00592	Praf.g_00442
OG0001045	Prac.g_00591	Praf.g_00441
OG0001046	Prac.g_00590	Praf.g_00440
OG0001047	Prac.g_00587	Praf.g_00435
OG0001048	Prac.g_00585	Praf.g_00433
OG0001049	Prac.g_00584	Praf.g_00432
OG0001050	Prac.g_00583	Praf.g_00431
OG0001051	Prac.g_00582	Praf.g_00430
OG0001052	Prac.g_00581	Praf.g_00429
OG0001053	Prac.g_00580	Praf.g_00427
OG0001054	Prac.g_00578	Praf.g_00425
OG0001055	Prac.g_00577	Praf.g_00424
OG0001056	Prac.g_00576	Praf.g_00423
OG0001057	Prac.g_00575	Praf.g_00422
OG0001058	Prac.g_00574	Praf.g_00421
OG0001059	Prac.g_00573	Praf.g_00420
OG0001060	Prac.g_00572	Praf.g_00419
OG0001061	Prac.g_00571	Praf.g_00418
OG0001062	Prac.g_00570	Praf.g_00405
OG0001063	Prac.g_00569	Praf.g_00404
OG0001064	Prac.g_00471	Praf.g_00402
OG0001065	Prac.g_00476	Praf.g_02202
OG0001066	Prac.g_00477	Praf.g_02200
OG0001067	Prac.g_00478	Praf.g_02199
OG0001068	Prac.g_00480	Praf.g_02196
OG0001069	Prac.g_00481	Praf.g_02195
OG0001070	Prac.g_00482	Praf.g_02194
OG0001071	Prac.g_00483	Praf.g_02193
OG0001072	Prac.g_00484	Praf.g_02192
OG0001073	Prac.g_00485	Praf.g_02191
OG0001074	Prac.g_00486	Praf.g_02190
OG0001075	Prac.g_00487	Praf.g_02189
OG0001076	Prac.g_00488	Praf.g_02188
OG0001077	Prac.g_00489	Praf.g_02187
OG0001078	Prac.g_00490	Praf.g_02185
OG0001079	Prac.g_00491	Praf.g_02184
OG0001080	Prac.g_00492	Praf.g_02183
OG0001081	Prac.g_00495	Praf.g_02170
OG0001082	Prac.g_00496	Praf.g_02171
OG0001083	Prac.g_00497	Praf.g_02175
OG0001084	Prac.g_00499	Praf.g_02173
OG0001085	Prac.g_00500	Praf.g_02172
OG0001086	Prac.g_00501	Praf.g_02176
OG0001087	Prac.g_00502	Praf.g_02177
OG0001088	Prac.g_00503	Praf.g_02179
OG0001089	Prac.g_00506	Praf.g_02163
OG0001090	Prac.g_00508	Praf.g_02161
OG0001091	Prac.g_00509	Praf.g_02160
OG0001092	Prac.g_00510	Praf.g_02159
OG0001093	Prac.g_00511	Praf.g_02158
OG0001094	Prac.g_00512	Praf.g_02157
OG0001095	Prac.g_00513	Praf.g_02156
OG0001096	Prac.g_00514	Praf.g_02155
OG0001097	Prac.g_00515	Praf.g_02154
OG0001098	Prac.g_00516	Praf.g_02153
OG0001099	Prac.g_00517	Praf.g_02152
OG0001100	Prac.g_00518	Praf.g_02151
OG0001101	Prac.g_00519	Praf.g_02150
OG0001102	Prac.g_00520	Praf.g_02149
OG0001103	Prac.g_00521	Praf.g_02148
OG0001104	Prac.g_00522	Praf.g_02147
OG0001105	Prac.g_00523	Praf.g_02146
OG0001106	Prac.g_00524	Praf.g_02145
OG0001107	Prac.g_00525	Praf.g_02144
OG0001108	Prac.g_00526	Praf.g_02143
OG0001109	Prac.g_00527	Praf.g_02142
OG0001110	Prac.g_00528	Praf.g_02141
OG0001111	Prac.g_00529	Praf.g_02140
OG0001112	Prac.g_00530	Praf.g_02139
OG0001113	Prac.g_00531	Praf.g_02138
OG0001114	Prac.g_00532	Praf.g_02137
OG0001115	Prac.g_00533	Praf.g_02136
OG0001116	Prac.g_00534	Praf.g_02135
OG0001117	Prac.g_00535	Praf.g_02134
OG0001118	Prac.g_00536	Praf.g_02133
OG0001119	Prac.g_00537	Praf.g_02132
OG0001120	Prac.g_00538	Praf.g_02131
OG0001121	Prac.g_00540	Praf.g_02128
OG0001122	Prac.g_00541	Praf.g_02127
OG0001123	Prac.g_00542	Praf.g_02126
OG0001124	Prac.g_00544	Praf.g_02124
OG0001125	Prac.g_00546	Praf.g_02122
OG0001126	Prac.g_00547	Praf.g_02121
OG0001127	Prac.g_00549	Praf.g_02118
OG0001128	Prac.g_00550	Praf.g_02117
OG0001129	Prac.g_00551	Praf.g_02112
OG0001130	Prac.g_00553	Praf.g_02109
OG0001131	Prac.g_00554	Praf.g_02108
OG0001132	Prac.g_00555	Praf.g_02107
OG0001133	Prac.g_00556	Praf.g_02106
OG0001134	Prac.g_00557	Praf.g_02105
OG0001135	Prac.g_00558	Praf.g_02104
OG0001136	Prac.g_00559	Praf.g_02103
OG0001137	Prac.g_00560	Praf.g_02102
OG0001138	Prac.g_00561	Praf.g_02101
OG0001139	Prac.g_00562	Praf.g_02099
OG0001140	Prac.g_00563	Praf.g_02097
OG0001141	Prac.g_00564	Praf.g_02096
OG0001142	Prac.g_00005	Praf.g_02082
OG0001143	Prac.g_00006	Praf.g_02081
OG0001144	Prac.g_00007	Praf.g_02079
OG0001145	Prac.g_00008	Praf.g_02078
OG0001146	Prac.g_00009	Praf.g_02077
OG0001147	Prac.g_00010	Praf.g_02076
OG0001148	Prac.g_00011	Praf.g_02075
OG0001149	Prac.g_00013	Praf.g_02372
OG0001150	Prac.g_00014	Praf.g_02375
OG0001151	Prac.g_00016	Praf.g_02383
OG0001152	Prac.g_00017	Praf.g_02384
OG0001153	Prac.g_00018	Praf.g_02386
OG0001154	Prac.g_00020	Praf.g_02388
OG0001155	Prac.g_00022	Praf.g_02391
OG0001156	Prac.g_00024	Praf.g_02393
OG0001157	Prac.g_00025	Praf.g_02395
OG0001158	Prac.g_00027	Praf.g_02397
OG0001159	Prac.g_00028	Praf.g_02398
OG0001160	Prac.g_00029	Praf.g_02399
OG0001161	Prac.g_00030	Praf.g_00196
OG0001162	Prac.g_00031	Praf.g_00195
OG0001163	Prac.g_00032	Praf.g_00194
OG0001164	Prac.g_00033	Praf.g_00193
