Orthogroup	Prac	Prbi
OG0000549	Prac.g_00745	Prbi.g_00628
OG0000550	Prac.g_00744	Prbi.g_00629
OG0000551	Prac.g_00743	Prbi.g_00630
OG0000552	Prac.g_00742	Prbi.g_00631
OG0000553	Prac.g_00741	Prbi.g_00632
OG0000554	Prac.g_00740	Prbi.g_00634
OG0000555	Prac.g_00739	Prbi.g_00635
OG0000556	Prac.g_00738	Prbi.g_00636
OG0000557	Prac.g_00737	Prbi.g_00637
OG0000558	Prac.g_00736	Prbi.g_00638
OG0000559	Prac.g_00735	Prbi.g_00639
OG0000560	Prac.g_00733	Prbi.g_00641
OG0000561	Prac.g_00732	Prbi.g_00642
OG0000562	Prac.g_00731	Prbi.g_00643
OG0000563	Prac.g_00730	Prbi.g_00644
OG0000564	Prac.g_00729	Prbi.g_00645
OG0000565	Prac.g_00728	Prbi.g_00646
OG0000566	Prac.g_00727	Prbi.g_00647
OG0000567	Prac.g_00726	Prbi.g_00648
OG0000568	Prac.g_00725	Prbi.g_00649
OG0000569	Prac.g_00724	Prbi.g_00650
OG0000570	Prac.g_00723	Prbi.g_00651
OG0000571	Prac.g_00722	Prbi.g_00652
OG0000572	Prac.g_00721	Prbi.g_00653
OG0000573	Prac.g_00718	Prbi.g_00656
OG0000574	Prac.g_00717	Prbi.g_00657
OG0000575	Prac.g_00716	Prbi.g_00658
OG0000576	Prac.g_00715	Prbi.g_00659
OG0000577	Prac.g_00714	Prbi.g_00660
OG0000578	Prac.g_00713	Prbi.g_00661
OG0000579	Prac.g_00712	Prbi.g_00662
OG0000580	Prac.g_00711	Prbi.g_00663
OG0000581	Prac.g_00710	Prbi.g_00664
OG0000582	Prac.g_00709	Prbi.g_00665
OG0000583	Prac.g_00708	Prbi.g_00666
OG0000584	Prac.g_00707	Prbi.g_00667
OG0000585	Prac.g_00706	Prbi.g_00668
OG0000586	Prac.g_00704	Prbi.g_00670
OG0000587	Prac.g_00703	Prbi.g_00671
OG0000588	Prac.g_00701	Prbi.g_00673
OG0000589	Prac.g_00700	Prbi.g_00674
OG0000590	Prac.g_00698	Prbi.g_00676
OG0000591	Prac.g_00692	Prbi.g_00682
OG0000592	Prac.g_00691	Prbi.g_00683
OG0000593	Prac.g_00690	Prbi.g_00684
OG0000594	Prac.g_00688	Prbi.g_00686
OG0000595	Prac.g_00687	Prbi.g_00687
OG0000596	Prac.g_00686	Prbi.g_00688
OG0000597	Prac.g_00684	Prbi.g_00690
OG0000598	Prac.g_00683	Prbi.g_00691
OG0000599	Prac.g_00682	Prbi.g_00692
OG0000600	Prac.g_00681	Prbi.g_00693
OG0000601	Prac.g_00679	Prbi.g_00695
OG0000602	Prac.g_00678	Prbi.g_00696
OG0000603	Prac.g_00677	Prbi.g_00697
OG0000604	Prac.g_00676	Prbi.g_00698
OG0000605	Prac.g_00675	Prbi.g_00699
OG0000606	Prac.g_00674	Prbi.g_00700
OG0000607	Prac.g_00672	Prbi.g_00703
OG0000608	Prac.g_00671	Prbi.g_00704
OG0000609	Prac.g_00667	Prbi.g_00708
OG0000610	Prac.g_00666	Prbi.g_00709
OG0000611	Prac.g_01559	Prbi.g_00746
OG0000612	Prac.g_01558	Prbi.g_00747
OG0000613	Prac.g_01557	Prbi.g_00748
OG0000614	Prac.g_01556	Prbi.g_00749
OG0000615	Prac.g_01554	Prbi.g_00751
OG0000616	Prac.g_01553	Prbi.g_00752
OG0000617	Prac.g_01552	Prbi.g_00753
OG0000618	Prac.g_01551	Prbi.g_00754
OG0000619	Prac.g_01550	Prbi.g_00755
OG0000620	Prac.g_01549	Prbi.g_00756
OG0000621	Prac.g_01548	Prbi.g_00757
OG0000622	Prac.g_01547	Prbi.g_00758
OG0000623	Prac.g_01546	Prbi.g_00759
OG0000624	Prac.g_01545	Prbi.g_00760
OG0000625	Prac.g_01544	Prbi.g_00761
OG0000626	Prac.g_01543	Prbi.g_00762
OG0000627	Prac.g_01542	Prbi.g_00763
OG0000628	Prac.g_01541	Prbi.g_00764
OG0000629	Prac.g_01540	Prbi.g_00765
OG0000630	Prac.g_01539	Prbi.g_00766
OG0000631	Prac.g_01537	Prbi.g_00768
OG0000632	Prac.g_01525	Prbi.g_00788
OG0000633	Prac.g_01521	Prbi.g_00792
OG0000634	Prac.g_01508	Prbi.g_00807
OG0000635	Prac.g_01507	Prbi.g_00811
OG0000636	Prac.g_01506	Prbi.g_00812
OG0000637	Prac.g_01505	Prbi.g_00813
OG0000638	Prac.g_01498	Prbi.g_00825
OG0000639	Prac.g_01489	Prbi.g_00834
OG0000640	Prac.g_01487	Prbi.g_00835
OG0000641	Prac.g_01484	Prbi.g_00838
OG0000642	Prac.g_01483	Prbi.g_00839
OG0000643	Prac.g_01482	Prbi.g_00840
OG0000644	Prac.g_01481	Prbi.g_00841
OG0000645	Prac.g_01480	Prbi.g_00842
OG0000646	Prac.g_01479	Prbi.g_00843
OG0000647	Prac.g_01478	Prbi.g_00844
OG0000648	Prac.g_01476	Prbi.g_00846
OG0000649	Prac.g_01475	Prbi.g_00847
OG0000650	Prac.g_01474	Prbi.g_00848
OG0000651	Prac.g_01473	Prbi.g_00849
OG0000652	Prac.g_01472	Prbi.g_00850
OG0000653	Prac.g_01471	Prbi.g_00851
OG0000654	Prac.g_01469	Prbi.g_00853
OG0000655	Prac.g_01467	Prbi.g_00855
OG0000656	Prac.g_01466	Prbi.g_00856
OG0000657	Prac.g_01465	Prbi.g_00857
OG0000658	Prac.g_01464	Prbi.g_00858
OG0000659	Prac.g_01463	Prbi.g_00859
OG0000660	Prac.g_01462	Prbi.g_00860
OG0000661	Prac.g_01461	Prbi.g_00861
OG0000662	Prac.g_01460	Prbi.g_00862
OG0000663	Prac.g_01459	Prbi.g_00863
OG0000664	Prac.g_01458	Prbi.g_00864
OG0000665	Prac.g_01457	Prbi.g_00865
OG0000666	Prac.g_01456	Prbi.g_00866
OG0000667	Prac.g_01455	Prbi.g_00867
OG0000668	Prac.g_01454	Prbi.g_00868
OG0000669	Prac.g_01452	Prbi.g_00870
OG0000670	Prac.g_01451	Prbi.g_00871
OG0000671	Prac.g_01450	Prbi.g_00872
OG0000672	Prac.g_01449	Prbi.g_00873
OG0000673	Prac.g_01448	Prbi.g_00874
OG0000674	Prac.g_01447	Prbi.g_00875
OG0000675	Prac.g_01445	Prbi.g_00877
OG0000676	Prac.g_01444	Prbi.g_00878
OG0000677	Prac.g_01442	Prbi.g_00881
OG0000678	Prac.g_01440	Prbi.g_00883
OG0000679	Prac.g_01439	Prbi.g_00884
OG0000680	Prac.g_01438	Prbi.g_00885
OG0000681	Prac.g_01437	Prbi.g_00886
OG0000682	Prac.g_01436	Prbi.g_00887
OG0000683	Prac.g_01434	Prbi.g_00889
OG0000684	Prac.g_01433	Prbi.g_00890
OG0000685	Prac.g_01432	Prbi.g_00891
OG0000686	Prac.g_01431	Prbi.g_00892
OG0000687	Prac.g_01430	Prbi.g_00893
OG0000688	Prac.g_01429	Prbi.g_00894
OG0000689	Prac.g_01428	Prbi.g_00895
OG0000690	Prac.g_01427	Prbi.g_00896
OG0000691	Prac.g_01426	Prbi.g_00897
OG0000692	Prac.g_01424	Prbi.g_00899
OG0000693	Prac.g_01423	Prbi.g_00900
OG0000694	Prac.g_01422	Prbi.g_00901
OG0000695	Prac.g_01421	Prbi.g_00902
OG0000696	Prac.g_01420	Prbi.g_00903
OG0000697	Prac.g_01418	Prbi.g_00905
OG0000698	Prac.g_01416	Prbi.g_00907
OG0000699	Prac.g_01415	Prbi.g_00908
OG0000700	Prac.g_01401	Prbi.g_00934
OG0000701	Prac.g_01396	Prbi.g_00939
OG0000702	Prac.g_01393	Prbi.g_00942
OG0000703	Prac.g_01392	Prbi.g_00943
OG0000704	Prac.g_01391	Prbi.g_00944
OG0000705	Prac.g_01390	Prbi.g_00945
OG0000706	Prac.g_01389	Prbi.g_00946
OG0000707	Prac.g_01387	Prbi.g_00948
OG0000708	Prac.g_01386	Prbi.g_00949
OG0000709	Prac.g_01384	Prbi.g_00951
OG0000710	Prac.g_01383	Prbi.g_00952
OG0000711	Prac.g_01382	Prbi.g_00953
OG0000712	Prac.g_01381	Prbi.g_00954
OG0000713	Prac.g_01380	Prbi.g_00955
OG0000714	Prac.g_01378	Prbi.g_00957
OG0000715	Prac.g_01377	Prbi.g_00958
OG0000716	Prac.g_01375	Prbi.g_00960
OG0000717	Prac.g_01374	Prbi.g_00961
OG0000718	Prac.g_01373	Prbi.g_00962
OG0000719	Prac.g_01371	Prbi.g_00964
OG0000720	Prac.g_01370	Prbi.g_00965
OG0000721	Prac.g_01368	Prbi.g_00968
OG0000722	Prac.g_01367	Prbi.g_00969
OG0000723	Prac.g_01366	Prbi.g_00970
OG0000724	Prac.g_01365	Prbi.g_00971
OG0000725	Prac.g_01364	Prbi.g_00972
OG0000726	Prac.g_01363	Prbi.g_00973
OG0000727	Prac.g_01362	Prbi.g_00974
OG0000728	Prac.g_01361	Prbi.g_00975
OG0000729	Prac.g_01360	Prbi.g_00976
OG0000730	Prac.g_01359	Prbi.g_00977
OG0000731	Prac.g_01358	Prbi.g_00978
OG0000732	Prac.g_01357	Prbi.g_00979
OG0000733	Prac.g_01356	Prbi.g_00980
OG0000734	Prac.g_01355	Prbi.g_00981
OG0000735	Prac.g_01353	Prbi.g_00983
OG0000736	Prac.g_01352	Prbi.g_00984
OG0000737	Prac.g_01351	Prbi.g_00985
OG0000738	Prac.g_01350	Prbi.g_00986
OG0000739	Prac.g_01349	Prbi.g_00987
OG0000740	Prac.g_01348	Prbi.g_00988
OG0000741	Prac.g_01347	Prbi.g_00989
OG0000742	Prac.g_01345	Prbi.g_00991
OG0000743	Prac.g_01344	Prbi.g_00992
OG0000744	Prac.g_01343	Prbi.g_00993
OG0000745	Prac.g_01342	Prbi.g_00994
OG0000746	Prac.g_01341	Prbi.g_00995
OG0000747	Prac.g_01340	Prbi.g_00996
OG0000748	Prac.g_01339	Prbi.g_00997
OG0000749	Prac.g_01338	Prbi.g_00998
OG0000750	Prac.g_01337	Prbi.g_00999
OG0000751	Prac.g_01336	Prbi.g_01000
OG0000752	Prac.g_01335	Prbi.g_01001
OG0000753	Prac.g_01333	Prbi.g_01003
OG0000754	Prac.g_01332	Prbi.g_01004
OG0000755	Prac.g_01331	Prbi.g_01005
OG0000756	Prac.g_01330	Prbi.g_01006
OG0000757	Prac.g_01329	Prbi.g_01007
OG0000758	Prac.g_01328	Prbi.g_01008
OG0000759	Prac.g_01326	Prbi.g_01010
OG0000760	Prac.g_01325	Prbi.g_01011
OG0000761	Prac.g_01324	Prbi.g_01012
OG0000762	Prac.g_01322	Prbi.g_01014
OG0000763	Prac.g_01321	Prbi.g_01015
OG0000764	Prac.g_01320	Prbi.g_01016
OG0000765	Prac.g_01319	Prbi.g_01017
OG0000766	Prac.g_01318	Prbi.g_01018
OG0000767	Prac.g_01316	Prbi.g_01020
OG0000768	Prac.g_01315	Prbi.g_01021
OG0000769	Prac.g_01314	Prbi.g_01022
OG0000770	Prac.g_01313	Prbi.g_01023
OG0000771	Prac.g_01312	Prbi.g_01024
OG0000772	Prac.g_01311	Prbi.g_01025
OG0000773	Prac.g_01310	Prbi.g_01026
OG0000774	Prac.g_01309	Prbi.g_01027
OG0000775	Prac.g_01308	Prbi.g_01028
OG0000776	Prac.g_01307	Prbi.g_01030
OG0000777	Prac.g_01305	Prbi.g_01032
OG0000778	Prac.g_01304	Prbi.g_01033
OG0000779	Prac.g_01303	Prbi.g_01034
OG0000780	Prac.g_01301	Prbi.g_01036
OG0000781	Prac.g_01299	Prbi.g_01038
OG0000782	Prac.g_01298	Prbi.g_01039
OG0000783	Prac.g_01287	Prbi.g_01055
OG0000784	Prac.g_01285	Prbi.g_01057
OG0000785	Prac.g_01284	Prbi.g_01058
OG0000786	Prac.g_01283	Prbi.g_01059
OG0000787	Prac.g_01282	Prbi.g_01060
OG0000788	Prac.g_01278	Prbi.g_01064
OG0000789	Prac.g_01276	Prbi.g_01066
OG0000790	Prac.g_01275	Prbi.g_01067
OG0000791	Prac.g_01274	Prbi.g_01068
OG0000792	Prac.g_01273	Prbi.g_01069
OG0000793	Prac.g_01272	Prbi.g_01070
OG0000794	Prac.g_01270	Prbi.g_01072
OG0000795	Prac.g_01267	Prbi.g_01075
OG0000796	Prac.g_01266	Prbi.g_01076
OG0000797	Prac.g_01264	Prbi.g_01078
OG0000798	Prac.g_01263	Prbi.g_01079
OG0000799	Prac.g_01262	Prbi.g_01080
OG0000800	Prac.g_01261	Prbi.g_01081
OG0000801	Prac.g_01258	Prbi.g_01084
OG0000802	Prac.g_01257	Prbi.g_01085
OG0000803	Prac.g_01255	Prbi.g_01087
OG0000804	Prac.g_01254	Prbi.g_01088
OG0000805	Prac.g_01253	Prbi.g_01089
OG0000806	Prac.g_01251	Prbi.g_01091
OG0000807	Prac.g_01225	Prbi.g_01117
OG0000808	Prac.g_01216	Prbi.g_01127
OG0000809	Prac.g_01213	Prbi.g_01130
OG0000810	Prac.g_01212	Prbi.g_01131
OG0000811	Prac.g_01205	Prbi.g_01138
OG0000812	Prac.g_01046	Prbi.g_01142
OG0000813	Prac.g_01042	Prbi.g_01146
OG0000814	Prac.g_01040	Prbi.g_01148
OG0000815	Prac.g_01031	Prbi.g_01161
OG0000816	Prac.g_01017	Prbi.g_01175
OG0000817	Prac.g_01016	Prbi.g_01176
OG0000818	Prac.g_01011	Prbi.g_01181
OG0000819	Prac.g_01004	Prbi.g_01188
OG0000820	Prac.g_01000	Prbi.g_01192
OG0000821	Prac.g_00998	Prbi.g_01194
OG0000822	Prac.g_00997	Prbi.g_01195
OG0000823	Prac.g_00996	Prbi.g_01196
OG0000824	Prac.g_00995	Prbi.g_01197
OG0000825	Prac.g_00994	Prbi.g_01198
OG0000826	Prac.g_00993	Prbi.g_01199
OG0000827	Prac.g_00992	Prbi.g_01200
OG0000828	Prac.g_00991	Prbi.g_01201
OG0000829	Prac.g_00990	Prbi.g_01202
OG0000830	Prac.g_00989	Prbi.g_01203
OG0000831	Prac.g_00986	Prbi.g_01206
OG0000832	Prac.g_00984	Prbi.g_01208
OG0000833	Prac.g_00983	Prbi.g_01209
OG0000834	Prac.g_00982	Prbi.g_01210
OG0000835	Prac.g_00981	Prbi.g_01211
OG0000836	Prac.g_00980	Prbi.g_01212
OG0000837	Prac.g_00978	Prbi.g_01214
OG0000838	Prac.g_00977	Prbi.g_01215
OG0000839	Prac.g_00976	Prbi.g_01216
OG0000840	Prac.g_00975	Prbi.g_01217
OG0000841	Prac.g_00974	Prbi.g_01218
OG0000842	Prac.g_00973	Prbi.g_01219
OG0000843	Prac.g_00972	Prbi.g_01220
OG0000844	Prac.g_00971	Prbi.g_01221
OG0000845	Prac.g_00970	Prbi.g_01222
OG0000846	Prac.g_00967	Prbi.g_01225
OG0000847	Prac.g_00965	Prbi.g_01227
OG0000848	Prac.g_00964	Prbi.g_01228
OG0000849	Prac.g_00963	Prbi.g_01229
OG0000850	Prac.g_00962	Prbi.g_01230
OG0000851	Prac.g_00961	Prbi.g_01231
OG0000852	Prac.g_00959	Prbi.g_01233
OG0000853	Prac.g_00958	Prbi.g_01234
OG0000854	Prac.g_00956	Prbi.g_01236
OG0000855	Prac.g_00955	Prbi.g_01237
OG0000856	Prac.g_00954	Prbi.g_01238
OG0000857	Prac.g_00953	Prbi.g_01239
OG0000858	Prac.g_00952	Prbi.g_01240
OG0000859	Prac.g_00951	Prbi.g_01241
OG0000860	Prac.g_00950	Prbi.g_01242
OG0000861	Prac.g_00949	Prbi.g_01243
OG0000862	Prac.g_00948	Prbi.g_01244
OG0000863	Prac.g_00947	Prbi.g_01245
OG0000864	Prac.g_00946	Prbi.g_01246
OG0000865	Prac.g_00945	Prbi.g_01247
OG0000866	Prac.g_00944	Prbi.g_01248
OG0000867	Prac.g_00943	Prbi.g_01249
OG0000868	Prac.g_00942	Prbi.g_01250
OG0000869	Prac.g_00940	Prbi.g_01252
OG0000870	Prac.g_00939	Prbi.g_01253
OG0000871	Prac.g_00937	Prbi.g_01255
OG0000872	Prac.g_00936	Prbi.g_01256
OG0000873	Prac.g_00934	Prbi.g_01258
OG0000874	Prac.g_00933	Prbi.g_01259
OG0000875	Prac.g_00932	Prbi.g_01260
OG0000876	Prac.g_00931	Prbi.g_01261
OG0000877	Prac.g_00929	Prbi.g_01263
OG0000878	Prac.g_00154	Prbi.g_01363
OG0000879	Prac.g_00164	Prbi.g_01380
OG0000880	Prac.g_00165	Prbi.g_01381
OG0000881	Prac.g_00166	Prbi.g_01382
OG0000882	Prac.g_00167	Prbi.g_01383
OG0000883	Prac.g_00168	Prbi.g_01384
OG0000884	Prac.g_00170	Prbi.g_01386
OG0000885	Prac.g_00171	Prbi.g_01387
OG0000886	Prac.g_00172	Prbi.g_01388
OG0000887	Prac.g_00173	Prbi.g_01389
OG0000888	Prac.g_00174	Prbi.g_01390
OG0000889	Prac.g_00177	Prbi.g_01393
OG0000890	Prac.g_00178	Prbi.g_01394
OG0000891	Prac.g_00179	Prbi.g_01395
OG0000892	Prac.g_00181	Prbi.g_01397
OG0000893	Prac.g_00182	Prbi.g_01398
OG0000894	Prac.g_00183	Prbi.g_01399
OG0000895	Prac.g_00184	Prbi.g_01400
OG0000896	Prac.g_00185	Prbi.g_01401
OG0000897	Prac.g_00186	Prbi.g_01402
OG0000898	Prac.g_00188	Prbi.g_01404
OG0000899	Prac.g_00189	Prbi.g_01405
OG0000900	Prac.g_00199	Prbi.g_01421
OG0000901	Prac.g_00203	Prbi.g_01425
OG0000902	Prac.g_00204	Prbi.g_01426
OG0000903	Prac.g_00205	Prbi.g_01427
OG0000904	Prac.g_00207	Prbi.g_01429
OG0000905	Prac.g_00209	Prbi.g_01431
OG0000906	Prac.g_00211	Prbi.g_01433
OG0000907	Prac.g_00212	Prbi.g_01434
OG0000908	Prac.g_00215	Prbi.g_01437
OG0000909	Prac.g_00219	Prbi.g_01441
OG0000910	Prac.g_00220	Prbi.g_01442
OG0000911	Prac.g_00221	Prbi.g_01443
OG0000912	Prac.g_00222	Prbi.g_01444
OG0000913	Prac.g_00223	Prbi.g_01445
OG0000914	Prac.g_00224	Prbi.g_01446
OG0000915	Prac.g_00225	Prbi.g_01447
OG0000916	Prac.g_00226	Prbi.g_01448
OG0000917	Prac.g_00227	Prbi.g_01449
OG0000918	Prac.g_00228	Prbi.g_01450
OG0000919	Prac.g_00229	Prbi.g_01451
OG0000920	Prac.g_00230	Prbi.g_01452
OG0000921	Prac.g_00231	Prbi.g_01453
OG0000922	Prac.g_00232	Prbi.g_01454
OG0000923	Prac.g_00233	Prbi.g_01455
OG0000924	Prac.g_00234	Prbi.g_01456
OG0000925	Prac.g_00235	Prbi.g_01457
OG0000926	Prac.g_00447	Prbi.g_01489
OG0000927	Prac.g_00429	Prbi.g_01571
OG0000928	Prac.g_00428	Prbi.g_01572
OG0000929	Prac.g_00427	Prbi.g_01573
OG0000930	Prac.g_00426	Prbi.g_01574
OG0000931	Prac.g_00425	Prbi.g_01575
OG0000932	Prac.g_00423	Prbi.g_01577
OG0000933	Prac.g_00422	Prbi.g_01578
OG0000934	Prac.g_00421	Prbi.g_01579
OG0000935	Prac.g_00420	Prbi.g_01580
OG0000936	Prac.g_00419	Prbi.g_01581
OG0000937	Prac.g_00418	Prbi.g_01582
OG0000938	Prac.g_00417	Prbi.g_01583
OG0000939	Prac.g_00416	Prbi.g_01584
OG0000940	Prac.g_00415	Prbi.g_01585
OG0000941	Prac.g_00413	Prbi.g_01587
OG0000942	Prac.g_00412	Prbi.g_01588
OG0000943	Prac.g_00409	Prbi.g_01593
OG0000944	Prac.g_00408	Prbi.g_01594
OG0000945	Prac.g_00407	Prbi.g_01595
OG0000946	Prac.g_00406	Prbi.g_01596
OG0000947	Prac.g_00405	Prbi.g_01597
OG0000948	Prac.g_00404	Prbi.g_01598
OG0000949	Prac.g_00403	Prbi.g_01599
OG0000950	Prac.g_00402	Prbi.g_01600
OG0000951	Prac.g_00401	Prbi.g_01601
OG0000952	Prac.g_00400	Prbi.g_01602
OG0000953	Prac.g_00399	Prbi.g_01603
OG0000954	Prac.g_00398	Prbi.g_01604
OG0000955	Prac.g_00397	Prbi.g_01605
OG0000956	Prac.g_00396	Prbi.g_01606
OG0000957	Prac.g_00395	Prbi.g_01607
OG0000958	Prac.g_00394	Prbi.g_01608
OG0000959	Prac.g_00393	Prbi.g_01609
OG0000960	Prac.g_00392	Prbi.g_01610
OG0000961	Prac.g_00388	Prbi.g_01613
OG0000962	Prac.g_00387	Prbi.g_01614
OG0000963	Prac.g_00386	Prbi.g_01615
OG0000964	Prac.g_00384	Prbi.g_01617
OG0000965	Prac.g_00383	Prbi.g_01618
OG0000966	Prac.g_00382	Prbi.g_01619
OG0000967	Prac.g_00381	Prbi.g_01620
OG0000968	Prac.g_00380	Prbi.g_01621
OG0000969	Prac.g_00379	Prbi.g_01622
OG0000970	Prac.g_00378	Prbi.g_01623
OG0000971	Prac.g_00377	Prbi.g_01624
OG0000972	Prac.g_00376	Prbi.g_01625
OG0000973	Prac.g_00375	Prbi.g_01626
OG0000974	Prac.g_00373	Prbi.g_01628
OG0000975	Prac.g_00370	Prbi.g_01631
OG0000976	Prac.g_00368	Prbi.g_01633
OG0000977	Prac.g_00367	Prbi.g_01634
OG0000978	Prac.g_00366	Prbi.g_01635
OG0000979	Prac.g_00364	Prbi.g_01637
OG0000980	Prac.g_00363	Prbi.g_01638
OG0000981	Prac.g_00362	Prbi.g_01639
OG0000982	Prac.g_00361	Prbi.g_01640
OG0000983	Prac.g_00359	Prbi.g_01642
OG0000984	Prac.g_00358	Prbi.g_01643
OG0000985	Prac.g_00357	Prbi.g_01644
OG0000986	Prac.g_00356	Prbi.g_01645
OG0000987	Prac.g_00355	Prbi.g_01646
OG0000988	Prac.g_00354	Prbi.g_01647
OG0000989	Prac.g_00353	Prbi.g_01648
OG0000990	Prac.g_00352	Prbi.g_01649
OG0000991	Prac.g_00351	Prbi.g_01650
OG0000992	Prac.g_00350	Prbi.g_01651
OG0000993	Prac.g_00349	Prbi.g_01652
OG0000994	Prac.g_00348	Prbi.g_01653
OG0000995	Prac.g_00347	Prbi.g_01654
OG0000996	Prac.g_00346	Prbi.g_01655
OG0000997	Prac.g_00345	Prbi.g_01656
OG0000998	Prac.g_00344	Prbi.g_01657
OG0000999	Prac.g_00343	Prbi.g_01658
OG0001000	Prac.g_00342	Prbi.g_01659
OG0001001	Prac.g_00340	Prbi.g_01661
OG0001002	Prac.g_00339	Prbi.g_01662
OG0001003	Prac.g_00338	Prbi.g_01663
OG0001004	Prac.g_00337	Prbi.g_01664
OG0001005	Prac.g_00336	Prbi.g_01665
OG0001006	Prac.g_00335	Prbi.g_01666
OG0001007	Prac.g_00334	Prbi.g_01667
OG0001008	Prac.g_00332	Prbi.g_01669
OG0001009	Prac.g_00331	Prbi.g_01670
OG0001010	Prac.g_00324	Prbi.g_01678
OG0001011	Prac.g_00317	Prbi.g_01685
OG0001012	Prac.g_00288	Prbi.g_01711
OG0001013	Prac.g_00631	Prbi.g_01781
OG0001014	Prac.g_00630	Prbi.g_01782
OG0001015	Prac.g_00624	Prbi.g_01788
OG0001016	Prac.g_00623	Prbi.g_01789
OG0001017	Prac.g_00622	Prbi.g_01790
OG0001018	Prac.g_00621	Prbi.g_01791
OG0001019	Prac.g_00619	Prbi.g_01793
OG0001020	Prac.g_00618	Prbi.g_01794
OG0001021	Prac.g_00617	Prbi.g_01795
OG0001022	Prac.g_00616	Prbi.g_01796
OG0001023	Prac.g_00615	Prbi.g_01797
OG0001024	Prac.g_00614	Prbi.g_01798
OG0001025	Prac.g_00613	Prbi.g_01799
OG0001026	Prac.g_00611	Prbi.g_01801
OG0001027	Prac.g_00610	Prbi.g_01802
OG0001028	Prac.g_00609	Prbi.g_01803
OG0001029	Prac.g_00608	Prbi.g_01804
OG0001030	Prac.g_00607	Prbi.g_01805
OG0001031	Prac.g_00606	Prbi.g_01806
OG0001032	Prac.g_00605	Prbi.g_01807
OG0001033	Prac.g_00604	Prbi.g_01808
OG0001034	Prac.g_00603	Prbi.g_01809
OG0001035	Prac.g_00601	Prbi.g_01811
OG0001036	Prac.g_00600	Prbi.g_01812
OG0001037	Prac.g_00599	Prbi.g_01813
OG0001038	Prac.g_00598	Prbi.g_01814
OG0001039	Prac.g_00597	Prbi.g_01815
OG0001040	Prac.g_00596	Prbi.g_01816
OG0001041	Prac.g_00595	Prbi.g_01817
OG0001042	Prac.g_00594	Prbi.g_01818
OG0001043	Prac.g_00593	Prbi.g_01819
OG0001044	Prac.g_00592	Prbi.g_01820
OG0001045	Prac.g_00591	Prbi.g_01821
OG0001046	Prac.g_00590	Prbi.g_01822
OG0001047	Prac.g_00587	Prbi.g_01825
OG0001048	Prac.g_00585	Prbi.g_01827
OG0001049	Prac.g_00584	Prbi.g_01828
OG0001050	Prac.g_00583	Prbi.g_01829
OG0001051	Prac.g_00582	Prbi.g_01830
OG0001052	Prac.g_00581	Prbi.g_01831
OG0001053	Prac.g_00580	Prbi.g_01832
OG0001054	Prac.g_00578	Prbi.g_01834
OG0001055	Prac.g_00577	Prbi.g_01835
OG0001056	Prac.g_00576	Prbi.g_01836
OG0001057	Prac.g_00575	Prbi.g_01837
OG0001058	Prac.g_00574	Prbi.g_01838
OG0001059	Prac.g_00573	Prbi.g_01839
OG0001060	Prac.g_00572	Prbi.g_01840
OG0001061	Prac.g_00571	Prbi.g_01841
OG0001062	Prac.g_00570	Prbi.g_01842
OG0001063	Prac.g_00569	Prbi.g_01843
OG0001064	Prac.g_00471	Prbi.g_01845
OG0001065	Prac.g_00476	Prbi.g_01848
OG0001066	Prac.g_00477	Prbi.g_01849
OG0001067	Prac.g_00478	Prbi.g_01850
OG0001068	Prac.g_00480	Prbi.g_01852
OG0001069	Prac.g_00481	Prbi.g_01853
OG0001070	Prac.g_00482	Prbi.g_01854
OG0001071	Prac.g_00483	Prbi.g_01855
OG0001072	Prac.g_00484	Prbi.g_01856
OG0001073	Prac.g_00485	Prbi.g_01857
OG0001074	Prac.g_00486	Prbi.g_01858
OG0001075	Prac.g_00487	Prbi.g_01859
OG0001076	Prac.g_00488	Prbi.g_01860
OG0001077	Prac.g_00489	Prbi.g_01861
OG0001078	Prac.g_00490	Prbi.g_01863
OG0001079	Prac.g_00491	Prbi.g_01864
OG0001080	Prac.g_00492	Prbi.g_01865
OG0001081	Prac.g_00495	Prbi.g_01868
OG0001082	Prac.g_00496	Prbi.g_01869
OG0001083	Prac.g_00497	Prbi.g_01870
OG0001084	Prac.g_00499	Prbi.g_01872
OG0001085	Prac.g_00500	Prbi.g_01873
OG0001086	Prac.g_00501	Prbi.g_01874
OG0001087	Prac.g_00502	Prbi.g_01875
OG0001088	Prac.g_00503	Prbi.g_01876
OG0001089	Prac.g_00506	Prbi.g_01896
OG0001090	Prac.g_00508	Prbi.g_01898
OG0001091	Prac.g_00509	Prbi.g_01899
OG0001092	Prac.g_00510	Prbi.g_01900
OG0001093	Prac.g_00511	Prbi.g_01901
OG0001094	Prac.g_00512	Prbi.g_01902
OG0001095	Prac.g_00513	Prbi.g_01903
OG0001096	Prac.g_00514	Prbi.g_01904
OG0001097	Prac.g_00515	Prbi.g_01905
OG0001098	Prac.g_00516	Prbi.g_01906
OG0001099	Prac.g_00517	Prbi.g_01907
OG0001100	Prac.g_00518	Prbi.g_01908
OG0001101	Prac.g_00519	Prbi.g_01909
OG0001102	Prac.g_00520	Prbi.g_01910
OG0001103	Prac.g_00521	Prbi.g_01911
OG0001104	Prac.g_00522	Prbi.g_01912
OG0001105	Prac.g_00523	Prbi.g_01913
OG0001106	Prac.g_00524	Prbi.g_01914
OG0001107	Prac.g_00525	Prbi.g_01915
